ID,Toepassingsgroepen,TeeltsectorenEnGewassen,Perioden,BedrijvenMetGebruik_1,OppervlakteMetGebruik_2,GebruikPerJaar_3,GebruikPerHectare_4,Januari_5,Februari_6,Maart_7,April_8,Mei_9,Juni_10,Juli_11,Augustus_12,September_13,Oktober_14,November_15,December_16
2929,POOTGO,GER,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2930,POOTGO,GER,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2931,POOTGO,GER,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2932,POOTGO,GER,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2933,POOTGO,GER,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2934,POOTGO,LES,1995JJ00,18.0,17.0,363.0,1.7,8.6,8.6,0.0,0.0,3.4,8.8,8.6,8.6,8.6,9.5,16.5,18.9
2935,POOTGO,LES,1998JJ00,35.0,47.0,387.0,1.6,0.0,24.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,55.3,0.0
2936,POOTGO,LES,2000JJ00,35.0,29.0,74.0,0.3,49.3,50.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2937,POOTGO,LES,2004JJ00,34.0,12.0,607.0,2.2,8.5,6.1,7.1,7.2,7.2,13.2,7.6,7.2,8.8,7.2,8.4,11.4
2938,POOTGO,LES,2008JJ00,11.0,15.0,116.0,0.5,79.5,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8
2939,POOTGO,LES,2012JJ00,3.0,9.0,127.0,0.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2940,POOTGO,ORC,1995JJ00,,,,,,,,,,,,,,,,
2941,POOTGO,ORC,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2942,POOTGO,ORC,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2943,POOTGO,ORC,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2944,POOTGO,ORC,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2945,POOTGO,ORC,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2946,POOTGO,PPL,1995JJ00,,,,,,,,,,,,,,,,
2947,POOTGO,PPL,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2948,POOTGO,PPL,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2949,POOTGO,PPL,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2950,POOTGO,PPL,2008JJ00,7.0,2.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2951,POOTGO,PPL,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2952,POOTGO,PBD,1995JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2953,POOTGO,PBD,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2954,POOTGO,PBD,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2955,POOTGO,PBD,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2956,POOTGO,PBD,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2957,POOTGO,PBD,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2958,POOTGO,PBI,1995JJ00,,,,,,,,,,,,,,,,
2959,POOTGO,PBI,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2960,POOTGO,PBI,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2961,POOTGO,PBI,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2962,POOTGO,PBI,2008JJ00,8.0,13.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2963,POOTGO,PBI,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2964,POOTGO,ROO,1995JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2965,POOTGO,ROO,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2966,POOTGO,ROO,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2967,POOTGO,ROO,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2968,POOTGO,ROO,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2969,POOTGO,ROO,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2970,POOTGO,CHS,1995JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2971,POOTGO,CHS,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2972,POOTGO,CHS,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2973,POOTGO,CHS,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2974,POOTGO,CHS,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2975,POOTGO,CHS,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2976,POOTGO,CHA,1995JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2977,POOTGO,CHA,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2978,POOTGO,CHA,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2979,POOTGO,CHA,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2980,POOTGO,CHA,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2981,POOTGO,CHA,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2982,HULPST,TOT,1995JJ00,,253215.0,847306.0,1.1,,,,,,,,,,,,
2983,HULPST,TOT,1998JJ00,,217245.0,570933.0,0.7,,,,,,,,,,,,
2984,HULPST,TOT,2000JJ00,,173309.0,608002.0,0.8,,,,,,,,,,,,
2985,HULPST,TOT,2004JJ00,,72092.0,633342.0,0.8,10.9,0.0,0.0,6.7,19.6,23.9,17.9,11.9,7.6,1.5,0.0,0.0
2986,HULPST,TOT,2008JJ00,,94673.0,654167.0,0.8,1.8,0.0,0.0,2.9,30.0,24.1,27.3,7.5,5.2,1.3,0.0,0.0
2987,HULPST,TOT,2012JJ00,,63011.0,1065886.0,1.4,3.1,0.0,0.0,4.0,12.3,33.1,27.7,12.1,7.4,0.3,0.0,0.0
2988,HULPST,AKK,1995JJ00,,235799.0,583057.0,0.8,0.2,0.0,0.0,1.0,31.3,43.0,21.8,2.4,0.3,0.0,0.0,0.0
2989,HULPST,AKK,1998JJ00,,199316.0,311666.0,0.4,0.5,0.0,0.0,6.4,38.7,37.3,15.4,0.9,0.7,0.1,0.0,0.0
2990,HULPST,AKK,2000JJ00,,151442.0,265976.0,0.4,0.2,0.0,0.0,7.2,35.8,36.6,18.9,0.9,0.3,0.0,0.0,0.0
2991,HULPST,AKK,2004JJ00,,59111.0,186586.0,0.3,0.9,0.0,0.0,7.9,31.7,39.7,18.5,1.2,0.1,0.0,0.0,0.0
2992,HULPST,AKK,2008JJ00,,81913.0,331258.0,0.5,0.2,0.0,0.0,4.2,25.4,37.0,32.1,0.6,0.4,0.0,0.0,0.0
2993,HULPST,AKK,2012JJ00,,50619.0,579053.0,0.8,1.4,0.0,0.0,0.9,13.7,44.1,35.1,4.8,0.0,0.0,0.0,0.0
2994,HULPST,BRU,1995JJ00,305.0,1136.0,839.0,0.4,0.0,0.0,0.0,2.2,42.5,53.1,2.3,0.0,0.0,0.0,0.0,0.0
2995,HULPST,BRU,1998JJ00,221.0,861.0,592.0,0.3,0.0,0.0,0.0,0.0,5.8,69.4,24.8,0.0,0.0,0.0,0.0,0.0
2996,HULPST,BRU,2000JJ00,92.0,381.0,199.0,0.2,0.0,0.0,0.0,0.0,0.0,95.4,4.6,0.0,0.0,0.0,0.0,0.0
2997,HULPST,BRU,2004JJ00,101.0,489.0,170.0,0.1,0.0,0.0,0.0,12.3,54.1,29.0,4.7,0.0,0.0,0.0,0.0,0.0
2998,HULPST,BRU,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2999,HULPST,BRU,2012JJ00,7.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
3000,HULPST,CIC,1995JJ00,,,,,,,,,,,,,,,,
3001,HULPST,CIC,1998JJ00,82.0,487.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,89.3,0.0,10.7,0.0,0.0,0.0,0.0
3002,HULPST,CIC,2000JJ00,78.0,338.0,257.0,0.1,0.0,0.0,0.0,69.4,18.5,12.1,0.0,0.0,0.0,0.0,0.0,0.0
3003,HULPST,CIC,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3004,HULPST,CIC,2008JJ00,47.0,188.0,87.0,0.0,0.0,0.0,0.0,57.6,7.4,35.0,0.0,0.0,0.0,0.0,0.0,0.0
3005,HULPST,CIC,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3006,HULPST,CON,1995JJ00,618.0,3764.0,4854.0,0.1,0.0,0.0,0.0,0.0,73.5,26.5,0.0,0.0,0.0,0.0,0.0,0.0
3007,HULPST,CON,1998JJ00,790.0,7207.0,2003.0,0.0,0.0,0.0,0.0,0.0,68.6,19.1,0.0,0.0,12.3,0.0,0.0,0.0
3008,HULPST,CON,2000JJ00,593.0,5307.0,5220.0,0.1,0.0,0.0,0.0,0.0,67.1,12.7,0.0,0.0,20.2,0.0,0.0,0.0
3009,HULPST,CON,2004JJ00,368.0,5135.0,1089.0,0.0,0.0,0.0,0.0,0.0,0.0,63.7,36.3,0.0,0.0,0.0,0.0,0.0
3010,HULPST,CON,2008JJ00,465.0,5802.0,2723.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3011,HULPST,CON,2012JJ00,209.0,5670.0,2923.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
3012,HULPST,ERG,1995JJ00,488.0,3003.0,1641.0,0.2,0.0,0.0,0.0,4.3,40.1,53.8,1.8,0.0,0.0,0.0,0.0,0.0
3013,HULPST,ERG,1998JJ00,332.0,2341.0,1089.0,0.2,0.0,0.0,0.0,11.6,20.4,68.0,0.0,0.0,0.0,0.0,0.0,0.0
3014,HULPST,ERG,2000JJ00,701.0,4452.0,1961.0,0.3,0.0,0.0,0.0,23.0,41.7,30.3,5.1,0.0,0.0,0.0,0.0,0.0
3015,HULPST,ERG,2004JJ00,79.0,647.0,469.0,0.1,0.0,0.0,0.0,41.3,58.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0
3016,HULPST,ERG,2008JJ00,103.0,948.0,919.0,0.2,0.0,0.0,0.0,0.0,91.8,8.2,0.0,0.0,0.0,0.0,0.0,0.0
3017,HULPST,ERG,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3018,HULPST,GRA,1995JJ00,64.0,1554.0,151.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3019,HULPST,GRA,1998JJ00,131.0,657.0,665.0,0.0,0.0,0.0,0.0,54.5,27.3,0.0,0.0,0.0,0.0,18.2,0.0,0.0
3020,HULPST,GRA,2000JJ00,101.0,368.0,321.0,0.0,0.0,0.0,0.0,27.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3021,HULPST,GRA,2004JJ00,82.0,1896.0,885.0,0.0,72.5,0.0,0.0,0.0,0.0,0.0,0.0,5.1,22.4,0.0,0.0,0.0
3022,HULPST,GRA,2008JJ00,117.0,4151.0,850.0,0.1,48.4,0.0,0.0,51.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3023,HULPST,GRA,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3024,HULPST,KOO,1995JJ00,,,,,,,,,,,,,,,,
3025,HULPST,KOO,1998JJ00,,,,,,,,,,,,,,,,
3026,HULPST,KOO,2000JJ00,6.0,34.0,11.0,0.0,1.0,0.0,0.0,29.3,66.3,3.4,0.0,0.0,0.0,0.0,0.0,0.0
3027,HULPST,KOO,2004JJ00,,,,,,,,,,,,,,,,
3028,HULPST,KOO,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3029,HULPST,KOO,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3030,HULPST,PUI,1995JJ00,,,,,,,,,,,,,,,,
3031,HULPST,PUI,1998JJ00,77.0,396.0,40.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,53.3,26.7,0.0,0.0,0.0,0.0
3032,HULPST,PUI,2000JJ00,97.0,442.0,173.0,0.0,0.0,0.0,0.0,32.9,0.0,50.4,16.8,0.0,0.0,0.0,0.0,0.0
3033,HULPST,PUI,2004JJ00,104.0,2153.0,1996.0,0.4,5.5,0.0,0.0,86.6,0.0,7.5,0.4,0.0,0.0,0.0,0.0,0.0
3034,HULPST,PUI,2008JJ00,183.0,2746.0,655.0,0.1,59.2,0.0,0.0,4.4,30.5,5.9,0.0,0.0,0.0,0.0,0.0,0.0
3035,HULPST,PUI,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3036,HULPST,POO,1995JJ00,1268.0,13196.0,178156.0,4.7,0.0,0.0,0.0,0.0,20.2,47.6,28.6,3.2,0.4,0.0,0.0,0.0
3037,HULPST,POO,1998JJ00,780.0,10588.0,83592.0,2.1,0.0,0.0,0.0,0.4,5.6,56.4,35.9,1.6,0.0,0.1,0.0,0.0
3038,HULPST,POO,2000JJ00,838.0,9428.0,91859.0,2.2,0.0,0.0,0.0,1.1,20.3,49.7,28.4,0.5,0.0,0.0,0.0,0.0
3039,HULPST,POO,2004JJ00,724.0,11721.0,149059.0,3.8,0.0,0.0,0.0,1.0,27.1,48.0,22.4,1.5,0.0,0.0,0.0,0.0
3040,HULPST,POO,2008JJ00,573.0,12131.0,272648.0,7.5,0.0,0.0,0.0,1.5,15.1,43.7,39.0,0.7,0.0,0.0,0.0,0.0
3041,HULPST,POO,2012JJ00,890.0,16581.0,556794.0,14.2,0.0,0.0,0.0,0.0,13.5,45.1,36.5,5.0,0.0,0.0,0.0,0.0
3042,HULPST,SNY,1995JJ00,16912.0,93044.0,254725.0,1.2,0.0,0.0,0.0,0.0,33.5,61.6,5.0,0.0,0.0,0.0,0.0,0.0
3043,HULPST,SNY,1998JJ00,6611.0,46485.0,67473.0,0.3,0.0,0.0,0.0,0.0,40.2,44.2,15.6,0.0,0.0,0.0,0.0,0.0
3044,HULPST,SNY,2000JJ00,1242.0,7855.0,11478.0,0.1,0.0,0.0,0.0,0.0,17.2,80.8,2.0,0.0,0.0,0.0,0.0,0.0
3045,HULPST,SNY,2004JJ00,159.0,476.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
3046,HULPST,SNY,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3047,HULPST,SNY,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3048,HULPST,SUI,1995JJ00,15183.0,90310.0,112879.0,1.0,0.1,0.0,0.0,12.2,63.5,17.9,6.4,0.0,0.0,0.0,0.0,0.0
3049,HULPST,SUI,1998JJ00,11482.0,78967.0,99747.0,0.9,1.0,0.0,0.0,9.3,56.5,30.0,2.4,0.7,0.0,0.0,0.0,0.0
3050,HULPST,SUI,2000JJ00,9928.0,69036.0,116725.0,1.1,0.0,0.0,0.0,20.5,64.7,14.3,0.4,0.0,0.0,0.0,0.0,0.0
3051,HULPST,SUI,2004JJ00,3077.0,28217.0,28097.0,0.3,3.1,0.0,0.0,36.2,54.1,5.3,1.3,0.0,0.0,0.0,0.0,0.0
3052,HULPST,SUI,2008JJ00,2406.0,16888.0,26273.0,0.4,0.0,0.0,0.0,7.1,81.9,11.1,0.0,0.0,0.0,0.0,0.0,0.0
3053,HULPST,SUI,2012JJ00,1833.0,12264.0,10387.0,0.1,0.0,0.0,0.0,52.9,37.2,7.8,2.0,0.0,0.0,0.0,0.0,0.0
3054,HULPST,VEL,1995JJ00,,,,,,,,,,,,,,,,
3055,HULPST,VEL,1998JJ00,,,,,,,,,,,,,,,,
3056,HULPST,VEL,2000JJ00,68.0,348.0,247.0,0.4,0.0,0.0,0.0,1.3,4.0,10.2,37.0,25.9,21.6,0.0,0.0,0.0
3057,HULPST,VEL,2004JJ00,,,,,,,,,,,,,,,,
3058,HULPST,VEL,2008JJ00,,,,,,,,,,,,,,,,
3059,HULPST,VEL,2012JJ00,,,,,,,,,,,,,,,,
3060,HULPST,VLA,1995JJ00,,,,,,,,,,,,,,,,
3061,HULPST,VLA,1998JJ00,,,,,,,,,,,,,,,,
3062,HULPST,VLA,2000JJ00,179.0,1183.0,1791.0,0.4,1.0,0.0,0.0,29.3,66.3,3.4,0.0,0.0,0.0,0.0,,
3063,HULPST,VLA,2004JJ00,66.0,401.0,244.0,0.1,0.0,0.0,0.0,8.2,91.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3064,HULPST,VLA,2008JJ00,48.0,512.0,172.0,0.1,0.0,0.0,0.0,50.8,49.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3065,HULPST,VLA,2012JJ00,8.0,39.0,32.0,0.0,59.2,0.0,0.0,0.0,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3066,HULPST,WTA,1995JJ00,75.0,1999.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
3067,HULPST,WTA,1998JJ00,570.0,12894.0,9841.0,0.1,5.7,0.0,0.0,89.6,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3068,HULPST,WTA,2000JJ00,714.0,23215.0,8325.0,0.1,5.6,0.0,0.0,69.1,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3069,HULPST,WTA,2004JJ00,243.0,2343.0,997.0,0.0,9.5,0.0,0.0,90.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3070,HULPST,WTA,2008JJ00,532.0,19326.0,7940.0,0.1,0.0,0.0,0.0,86.8,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3071,HULPST,WTA,2012JJ00,650.0,15340.0,8052.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3072,HULPST,ZUI,1995JJ00,964.0,3548.0,1874.0,0.2,0.0,0.0,0.0,3.8,26.2,31.2,4.4,33.1,1.3,0.0,0.0,0.0
3073,HULPST,ZUI,1998JJ00,1082.0,5347.0,1516.0,0.1,0.0,0.0,0.0,9.9,30.1,1.1,4.8,42.9,11.2,0.0,0.0,0.0
3074,HULPST,ZUI,2000JJ00,1035.0,5661.0,1646.0,0.1,0.0,0.0,0.0,17.0,3.1,19.0,0.0,60.9,0.0,0.0,0.0,0.0
3075,HULPST,ZUI,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3076,HULPST,ZUI,2008JJ00,232.0,1518.0,1512.0,0.1,0.0,0.0,0.0,41.7,38.9,19.4,0.0,0.0,0.0,0.0,0.0,0.0
3077,HULPST,ZUI,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3078,HULPST,ZET,1995JJ00,1233.0,24161.0,27505.0,0.4,1.3,0.0,0.0,0.0,71.8,14.0,12.9,0.0,0.0,0.0,0.0,0.0
3079,HULPST,ZET,1998JJ00,1367.0,31940.0,44933.0,0.8,0.0,0.0,0.0,2.1,65.9,17.0,11.1,0.0,3.9,0.0,0.0,0.0
3080,HULPST,ZET,2000JJ00,1152.0,23395.0,25764.0,0.5,0.0,0.0,0.0,6.5,93.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
3081,HULPST,ZET,2004JJ00,265.0,5632.0,3464.0,0.1,0.0,0.0,0.0,7.0,85.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
3082,HULPST,ZET,2008JJ00,480.0,17705.0,17479.0,0.4,0.0,0.0,0.0,0.0,91.6,0.0,0.0,0.0,8.4,0.0,0.0,0.0
3083,HULPST,ZET,2012JJ00,57.0,701.0,857.0,0.0,0.0,0.0,0.0,0.0,54.2,45.8,0.0,0.0,0.0,0.0,0.0,0.0
3084,HULPST,ZTA,1995JJ00,,,,,,,,,,,,,,,,
3085,HULPST,ZTA,1998JJ00,,,,,,,,,,,,,,,,
3086,HULPST,ZTA,2000JJ00,,,,,,,,,,,,,,,,
3087,HULPST,ZTA,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3088,HULPST,ZTA,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3089,HULPST,ZTA,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3090,HULPST,ZOM,1995JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3091,HULPST,ZOM,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3092,HULPST,ZOM,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3093,HULPST,ZOM,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3094,HULPST,ZOM,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3095,HULPST,ZOM,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3096,HULPST,GRO,1995JJ00,,10523.0,10892.0,0.3,0.1,0.0,0.0,2.3,19.8,38.1,28.3,10.4,0.8,0.0,0.0,0.0
3097,HULPST,GRO,1998JJ00,,9189.0,8720.0,0.3,0.0,0.0,0.0,0.8,16.5,26.3,36.4,15.9,4.1,0.0,0.0,0.0
3098,HULPST,GRO,2000JJ00,,9438.0,9725.0,0.3,0.0,0.0,0.0,2.0,30.8,38.5,19.6,7.4,1.5,0.2,0.0,0.0
3099,HULPST,GRO,2004JJ00,,1853.0,1741.0,0.1,0.0,0.0,0.0,2.3,50.4,17.3,6.7,20.9,2.4,0.0,0.0,0.0
3100,HULPST,GRO,2008JJ00,,2277.0,2531.0,0.1,0.0,0.0,0.0,9.7,47.0,35.9,7.5,0.0,0.0,0.0,0.0,0.0
3101,HULPST,GRO,2012JJ00,,1531.0,988.0,0.0,1.0,0.0,0.0,0.0,34.7,24.6,39.7,0.0,0.0,0.0,0.0,0.0
3102,HULPST,AAR,1995JJ00,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
3103,HULPST,AAR,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3104,HULPST,AAR,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3105,HULPST,AAR,2004JJ00,25.0,57.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.7,48.3,0.0,0.0,0.0
