ID,Toepassingsgroepen,TeeltsectorenEnGewassen,Perioden,BedrijvenMetGebruik_1,OppervlakteMetGebruik_2,GebruikPerJaar_3,GebruikPerHectare_4,Januari_5,Februari_6,Maart_7,April_8,Mei_9,Juni_10,Juli_11,Augustus_12,September_13,Oktober_14,November_15,December_16
1047,SCHIM ,WIT,2004JJ00,48.0,195.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,85.9,0.0,0.0
1048,SCHIM ,WIT,2008JJ00,46.0,147.0,117.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,76.1,21.7,0.0,0.0
1049,SCHIM ,WIT,2012JJ00,192.0,1851.0,213.0,0.1,0.0,0.0,0.0,6.2,9.7,0.0,3.5,35.5,40.7,4.5,0.0,0.0
1050,SCHIM ,PIT,1995JJ00,,21183.0,538717.0,25.4,11.2,0.0,0.0,20.9,21.2,11.5,9.3,8.6,5.9,4.8,5.7,0.9
1051,SCHIM ,PIT,1998JJ00,,18148.0,431072.0,23.8,13.1,0.0,0.0,17.9,14.2,14.0,11.9,11.2,6.5,3.7,6.4,1.0
1052,SCHIM ,PIT,2000JJ00,,18810.0,272410.0,14.5,7.2,0.0,0.0,11.6,17.6,14.2,12.9,17.5,9.6,4.1,4.0,1.3
1053,SCHIM ,PIT,2004JJ00,,16710.0,344360.0,20.6,2.8,0.0,0.0,12.2,18.7,16.3,17.5,16.6,6.3,9.6,0.0,0.0
1054,SCHIM ,PIT,2008JJ00,,16689.0,395554.0,23.6,9.2,0.0,0.0,17.0,17.8,18.4,13.7,8.3,5.0,10.7,0.0,0.0
1055,SCHIM ,PIT,2012JJ00,,15465.0,352594.0,21.9,8.6,0.0,0.0,24.2,20.5,13.4,13.8,8.7,2.8,8.1,0.0,0.0
1056,SCHIM ,APP,1995JJ00,2951.0,15298.0,410545.0,26.8,9.9,0.0,0.0,21.5,22.6,11.2,9.3,8.3,5.8,4.9,5.7,0.9
1057,SCHIM ,APP,1998JJ00,2400.0,12826.0,328269.0,25.6,12.2,0.0,0.0,17.1,14.2,14.5,12.6,11.0,6.9,3.6,6.6,1.3
1058,SCHIM ,APP,2000JJ00,2293.0,12839.0,190203.0,14.8,6.0,0.0,0.0,10.2,16.5,13.9,13.7,18.3,11.1,4.4,4.5,1.6
1059,SCHIM ,APP,2004JJ00,1811.0,10217.0,208446.0,20.4,2.6,0.0,0.0,11.9,21.0,14.0,16.3,15.7,6.9,11.7,0.0,0.0
1060,SCHIM ,APP,2008JJ00,1514.0,9213.0,223927.0,24.1,8.3,0.0,0.0,18.7,16.5,16.9,13.2,9.2,3.4,13.9,0.0,0.0
1061,SCHIM ,APP,2012JJ00,1169.0,7734.0,204135.0,25.7,3.8,0.0,0.0,25.8,22.3,12.8,12.8,8.4,3.1,11.0,0.0,0.0
1062,SCHIM ,PER,1995JJ00,2724.0,5885.0,128173.0,21.8,14.9,0.0,0.0,19.2,17.5,12.3,9.2,9.6,6.0,4.8,5.9,0.8
1063,SCHIM ,PER,1998JJ00,2211.0,5321.0,102803.0,19.3,15.9,0.0,0.0,20.5,14.2,12.3,9.8,11.8,5.2,4.2,5.8,0.3
1064,SCHIM ,PER,2000JJ00,2190.0,5971.0,82207.0,13.7,10.6,0.0,0.0,15.8,20.9,15.0,10.7,15.3,5.3,3.2,2.6,0.7
1065,SCHIM ,PER,2004JJ00,1854.0,6493.0,135914.0,20.9,3.1,0.0,0.0,12.7,15.2,19.8,19.5,18.0,5.4,6.4,0.0,0.0
1066,SCHIM ,PER,2008JJ00,1713.0,7476.0,171627.0,23.0,10.5,0.0,0.0,14.8,19.4,20.4,14.4,7.0,7.0,6.4,0.0,0.0
1067,SCHIM ,PER,2012JJ00,1377.0,7731.0,148459.0,18.2,15.2,0.0,0.0,22.0,17.9,14.4,15.1,9.1,2.3,3.9,0.0,0.0
1068,SCHIM ,BOO,1995JJ00,,6617.0,37792.0,4.4,0.2,0.2,1.0,3.4,11.7,18.6,23.8,21.7,11.6,6.8,0.8,0.3
1069,SCHIM ,BOO,1998JJ00,,8158.0,14133.0,1.4,0.5,0.3,2.0,4.1,7.3,16.6,27.2,22.0,14.5,2.2,2.3,1.0
1070,SCHIM ,BOO,2000JJ00,,8848.0,33627.0,2.6,2.0,0.5,4.3,5.1,13.0,19.7,21.3,15.2,8.8,6.3,3.8,0.1
1071,SCHIM ,BOO,2004JJ00,,10729.0,41289.0,3.0,0.2,1.2,1.4,6.1,13.9,22.3,18.8,13.6,13.6,7.2,1.3,0.5
1072,SCHIM ,BOO,2008JJ00,,11358.0,19363.0,1.3,2.7,0.0,0.0,3.9,8.9,17.7,26.0,24.9,12.0,3.9,0.0,0.0
1073,SCHIM ,BOO,2012JJ00,,12555.0,79554.0,4.8,6.8,0.0,0.0,8.5,10.9,13.8,15.8,14.4,21.4,8.4,0.0,0.0
1074,SCHIM ,BGG,1995JJ00,,,,,,,,,,,,,,,,
1075,SCHIM ,BGG,1998JJ00,1843.0,1759.0,4692.0,2.3,0.3,0.0,1.2,7.7,14.5,10.8,21.9,19.0,14.5,2.0,5.8,2.2
1076,SCHIM ,BGG,2000JJ00,1779.0,2095.0,6728.0,2.8,0.5,0.6,6.0,6.8,14.9,17.8,17.7,21.7,10.1,2.2,1.4,0.0
1077,SCHIM ,BGG,2004JJ00,1300.0,2036.0,5788.0,2.4,0.1,0.3,1.1,19.2,18.8,16.1,17.9,11.2,9.3,2.3,2.7,0.9
1078,SCHIM ,BGG,2008JJ00,907.0,1969.0,4843.0,1.9,5.4,0.0,0.0,8.2,10.3,16.3,28.9,19.6,8.2,3.1,0.0,0.0
1079,SCHIM ,BGG,2012JJ00,838.0,2263.0,16117.0,5.5,18.3,0.0,0.0,17.5,19.2,13.6,15.3,7.1,4.4,4.5,0.0,0.0
1080,SCHIM ,BOS,1995JJ00,607.0,1653.0,1765.0,0.8,0.0,0.0,0.4,4.3,9.3,19.4,26.2,22.2,15.5,2.6,0.0,0.0
1081,SCHIM ,BOS,1998JJ00,583.0,1937.0,988.0,0.4,0.0,1.7,0.0,0.3,6.2,25.1,28.6,31.0,7.0,0.2,0.0,0.0
1082,SCHIM ,BOS,2000JJ00,513.0,1661.0,10919.0,4.8,0.0,0.0,0.2,0.1,8.5,40.3,38.0,9.5,2.7,0.7,0.0,0.0
1083,SCHIM ,BOS,2004JJ00,479.0,1812.0,3629.0,1.6,0.0,1.3,2.5,0.7,7.4,28.8,23.6,20.9,7.0,4.0,1.3,2.3
1084,SCHIM ,BOS,2008JJ00,454.0,2516.0,3903.0,1.4,0.0,0.0,0.0,0.9,13.0,21.2,28.5,23.5,11.5,1.2,0.0,0.0
1085,SCHIM ,BOS,2012JJ00,352.0,2283.0,4623.0,1.7,5.8,0.0,0.0,5.8,3.9,16.2,27.9,24.6,9.0,6.8,0.0,0.0
1086,SCHIM ,LAA,1995JJ00,530.0,2081.0,3452.0,1.4,0.5,0.2,1.9,2.0,12.3,9.5,30.4,36.3,3.3,3.3,0.2,0.2
1087,SCHIM ,LAA,1998JJ00,372.0,2464.0,2185.0,0.7,0.1,0.0,0.0,0.1,1.4,31.7,35.5,5.5,25.6,0.2,0.0,0.0
1088,SCHIM ,LAA,2000JJ00,519.0,2487.0,1490.0,0.5,0.2,0.0,0.0,0.4,17.0,20.9,17.3,15.4,25.7,3.0,0.0,0.0
1089,SCHIM ,LAA,2004JJ00,387.0,2737.0,2054.0,0.6,0.0,0.1,0.1,0.5,18.4,34.3,26.4,16.1,3.2,0.8,0.0,0.0
1090,SCHIM ,LAA,2008JJ00,272.0,3844.0,1208.0,0.3,0.4,0.0,0.0,1.1,19.7,23.5,26.3,15.1,13.9,0.0,0.0,0.0
1091,SCHIM ,LAA,2012JJ00,274.0,3658.0,2816.0,0.6,0.0,0.0,0.0,2.1,3.3,22.2,47.2,23.1,1.7,0.4,0.0,0.0
1092,SCHIM ,RST,1995JJ00,338.0,579.0,9089.0,14.3,0.1,0.1,0.4,0.6,4.1,23.4,31.3,26.3,9.8,3.0,0.7,0.2
1093,SCHIM ,RST,1998JJ00,,,,,,,,,,,,,,,,
1094,SCHIM ,RST,2000JJ00,310.0,587.0,10224.0,16.7,5.8,0.9,6.9,3.4,15.4,19.7,24.4,14.6,5.4,3.1,0.3,0.1
1095,SCHIM ,RST,2004JJ00,204.0,459.0,4016.0,8.7,0.6,0.2,0.0,1.3,6.8,28.6,32.7,19.1,8.8,1.1,0.7,0.1
1096,SCHIM ,RST,2008JJ00,121.0,374.0,3862.0,7.1,0.0,0.0,0.0,0.2,1.4,20.3,29.8,25.9,17.4,4.9,0.0,0.0
1097,SCHIM ,RST,2012JJ00,115.0,463.0,2805.0,5.7,0.2,0.0,0.0,2.9,7.9,21.1,29.5,25.4,5.1,7.9,0.0,0.0
1098,SCHIM ,SIE,1995JJ00,653.0,611.0,6985.0,4.8,0.1,0.2,0.3,0.3,1.7,4.6,35.6,27.3,23.6,5.2,1.0,0.1
1099,SCHIM ,SIE,1998JJ00,531.0,927.0,4649.0,2.6,0.2,0.2,4.0,0.5,1.4,12.2,33.7,29.7,14.1,3.7,0.2,0.2
1100,SCHIM ,SIE,2000JJ00,512.0,983.0,1084.0,0.5,0.4,2.8,0.5,0.0,1.4,6.1,19.2,16.4,26.9,15.5,10.7,0.0
1101,SCHIM ,SIE,2004JJ00,484.0,1339.0,4213.0,1.5,0.0,8.1,0.0,0.3,2.5,16.8,19.8,18.0,14.3,17.1,3.0,0.1
1102,SCHIM ,SIE,2008JJ00,440.0,1741.0,2988.0,1.0,1.5,0.0,0.0,3.3,5.2,11.9,22.6,38.8,14.0,2.6,0.0,0.0
1103,SCHIM ,SIE,2012JJ00,330.0,1819.0,4056.0,1.3,1.6,0.0,0.0,6.7,8.3,12.0,18.0,15.0,9.9,28.6,0.0,0.0
1104,SCHIM ,VAS,1995JJ00,876.0,652.0,774.0,1.1,8.5,5.0,0.3,11.8,10.5,9.1,7.0,14.0,19.4,13.2,1.0,0.3
1105,SCHIM ,VAS,1998JJ00,825.0,675.0,1619.0,1.7,2.4,0.9,2.2,12.2,12.3,21.0,11.6,25.6,5.4,2.4,2.6,1.5
1106,SCHIM ,VAS,2000JJ00,879.0,1034.0,3181.0,2.6,1.0,1.3,1.8,8.8,21.6,20.2,22.4,8.1,7.8,4.3,2.5,0.1
1107,SCHIM ,VAS,2004JJ00,784.0,1221.0,3819.0,2.8,0.8,0.5,9.1,14.5,21.3,14.8,15.8,8.2,10.3,2.4,1.7,0.6
1108,SCHIM ,VAS,2008JJ00,401.0,914.0,2559.0,2.1,8.0,0.0,0.0,7.9,10.1,15.2,14.9,23.5,8.7,11.6,0.0,0.0
1109,SCHIM ,VAS,2012JJ00,313.0,769.0,9527.0,6.8,16.4,0.0,0.0,5.0,6.7,19.0,17.5,10.9,7.5,16.9,0.0,0.0
1110,SCHIM ,VRU,1995JJ00,272.0,1041.0,15727.0,14.5,0.0,0.1,1.4,6.2,20.0,20.9,14.1,13.9,10.9,10.9,1.0,0.5
1111,SCHIM ,VRU,1998JJ00,,,,,,,,,,,,,,,,
1112,SCHIM ,VRU,2000JJ00,,,,,,,,,,,,,,,,
1113,SCHIM ,VRU,2004JJ00,207.0,1125.0,17770.0,15.5,0.1,0.2,0.5,4.1,15.8,23.0,14.4,11.5,19.2,10.1,0.7,0.3
1114,SCHIM ,VRU,2008JJ00,,,,,,,,,,,,,,,,
1115,SCHIM ,VRU,2012JJ00,142.0,1300.0,39610.0,28.0,1.3,0.0,0.0,7.0,10.3,11.5,10.8,15.5,36.9,6.7,0.0,0.0
1116,SCHIM ,BOL,1995JJ00,,16265.0,337125.0,20.7,4.1,0.0,0.0,10.4,16.1,15.6,13.4,12.4,9.4,11.8,5.8,0.9
1117,SCHIM ,BOL,1998JJ00,,17302.0,354500.0,20.5,7.0,0.0,0.0,21.5,25.9,16.3,9.9,7.4,4.8,6.0,0.7,0.6
1118,SCHIM ,BOL,2000JJ00,,18385.0,304306.0,15.2,6.4,0.0,0.0,15.3,24.1,14.9,8.6,8.3,4.2,12.3,5.3,0.5
1119,SCHIM ,BOL,2004JJ00,,20363.0,296923.0,14.6,3.3,0.0,0.0,15.3,26.4,23.4,14.5,11.2,4.7,1.1,0.0,0.0
1120,SCHIM ,BOL,2008JJ00,,21217.0,341472.0,16.0,2.0,0.0,0.0,15.9,31.5,17.4,14.4,8.9,4.1,5.7,0.0,0.0
1121,SCHIM ,BOL,2012JJ00,,19668.0,455090.0,21.7,6.5,0.0,0.0,15.6,18.0,16.4,13.0,11.0,7.6,11.9,0.0,0.0
1122,SCHIM ,GLA,1995JJ00,401.0,1846.0,36071.0,19.5,0.1,0.0,0.0,0.0,3.1,19.4,24.8,23.7,23.4,5.2,0.0,0.2
1123,SCHIM ,GLA,1998JJ00,,,,,,,,,,,,,,,,
1124,SCHIM ,GLA,2000JJ00,,,,,,,,,,,,,,,,
1125,SCHIM ,GLA,2004JJ00,201.0,1337.0,17016.0,12.6,0.1,0.0,0.0,2.4,1.1,15.6,24.5,26.9,26.0,3.4,0.0,0.0
1126,SCHIM ,GLA,2008JJ00,154.0,1127.0,17526.0,15.0,1.0,0.0,0.0,2.2,7.1,28.5,29.6,17.3,11.9,2.4,0.0,0.0
1127,SCHIM ,GLA,2012JJ00,133.0,843.0,28743.0,25.8,0.2,0.0,0.0,6.7,2.5,15.0,29.9,27.1,15.2,3.3,0.0,0.0
1128,SCHIM ,HYA,1995JJ00,276.0,980.0,22634.0,23.1,2.7,0.0,0.0,12.5,10.8,5.1,0.2,0.0,0.1,44.9,21.7,1.9
1129,SCHIM ,HYA,1998JJ00,262.0,1138.0,28917.0,24.4,4.0,0.0,0.0,12.5,13.5,6.4,0.6,0.0,3.8,54.7,3.9,0.5
1130,SCHIM ,HYA,2000JJ00,243.0,1130.0,24926.0,22.1,1.0,0.0,0.0,7.7,6.3,3.9,0.0,0.0,0.0,63.1,17.6,0.4
1131,SCHIM ,HYA,2004JJ00,211.0,1143.0,6599.0,5.8,1.5,0.0,0.0,33.9,36.0,12.7,8.8,0.0,0.4,6.6,0.0,0.0
1132,SCHIM ,HYA,2008JJ00,212.0,1383.0,12447.0,9.0,3.2,0.0,0.0,18.8,13.1,6.2,1.7,0.0,28.9,28.2,0.0,0.0
1133,SCHIM ,HYA,2012JJ00,147.0,1401.0,17812.0,12.3,3.6,0.0,0.0,15.3,17.4,10.6,2.1,5.8,8.3,37.0,0.0,0.0
1134,SCHIM ,IRI,1995JJ00,359.0,720.0,14898.0,20.7,5.8,0.0,0.0,13.1,20.5,20.2,13.6,0.9,0.0,1.8,14.7,9.4
1135,SCHIM ,IRI,1998JJ00,304.0,664.0,15838.0,23.9,11.0,0.0,0.0,14.9,24.2,19.3,14.1,1.1,0.1,10.4,0.3,4.6
1136,SCHIM ,IRI,2000JJ00,264.0,675.0,14666.0,21.7,12.9,0.0,0.0,14.6,23.4,19.2,13.3,1.2,0.0,3.2,9.2,3.0
1137,SCHIM ,IRI,2004JJ00,189.0,554.0,7222.0,13.0,5.7,0.0,0.0,15.6,21.5,25.5,16.9,1.2,0.0,13.7,0.0,0.0
1138,SCHIM ,IRI,2008JJ00,110.0,415.0,7038.0,16.9,5.3,0.0,0.0,19.0,20.1,28.9,14.4,1.0,0.0,11.2,0.0,0.0
1139,SCHIM ,IRI,2012JJ00,70.0,288.0,17877.0,62.2,11.3,0.0,0.0,12.3,14.9,14.0,7.7,1.9,10.3,27.6,0.0,0.0
1140,SCHIM ,LEB,1995JJ00,615.0,3298.0,110599.0,33.5,2.3,0.0,0.0,1.5,14.4,16.3,23.8,23.9,15.9,1.8,0.0,0.0
1141,SCHIM ,LEB,1998JJ00,598.0,3831.0,126736.0,33.1,0.8,0.0,0.0,4.3,16.7,20.4,23.2,20.4,12.6,1.7,0.0,0.0
1142,SCHIM ,LEB,2000JJ00,603.0,5069.0,127397.0,25.1,0.2,0.0,0.0,0.4,19.7,21.9,23.4,25.7,8.3,0.3,0.0,0.0
1143,SCHIM ,LEB,2004JJ00,451.0,4533.0,133008.0,29.3,0.1,0.0,0.0,0.4,17.7,26.8,26.7,21.3,7.0,0.1,0.0,0.0
1144,SCHIM ,LEB,2008JJ00,415.0,4970.0,124948.0,25.1,0.0,0.0,0.0,2.0,41.2,18.6,21.0,11.7,5.2,0.3,0.0,0.0
1145,SCHIM ,LEB,2012JJ00,315.0,5090.0,173144.0,34.0,1.1,0.0,0.0,15.7,16.8,19.5,23.1,19.9,2.9,1.0,0.0,0.0
1146,SCHIM ,NAR,1995JJ00,801.0,1390.0,9746.0,6.9,12.5,0.0,0.0,45.6,25.3,15.4,0.2,0.0,0.0,1.0,0.0,0.0
1147,SCHIM ,NAR,1998JJ00,700.0,1573.0,10950.0,6.9,9.7,0.0,0.0,38.8,37.2,13.5,0.4,0.4,0.0,0.0,0.0,0.0
1148,SCHIM ,NAR,2000JJ00,610.0,1806.0,13232.0,7.2,4.5,0.0,0.0,35.4,24.6,19.1,0.8,0.0,14.8,0.9,0.0,0.0
1149,SCHIM ,NAR,2004JJ00,555.0,1775.0,6880.0,3.8,11.4,0.0,0.0,40.3,30.9,16.5,0.9,0.0,0.0,0.0,0.0,0.0
1150,SCHIM ,NAR,2008JJ00,449.0,1932.0,18557.0,9.4,12.3,0.0,0.0,27.6,26.0,9.0,2.1,7.7,9.0,6.3,0.0,0.0
1151,SCHIM ,NAR,2012JJ00,312.0,1744.0,23828.0,13.4,5.2,0.0,0.0,12.7,22.8,17.8,4.0,18.2,0.6,18.8,0.0,0.0
1152,SCHIM ,TUL,1995JJ00,1984.0,8031.0,143176.0,17.8,10.2,0.0,0.0,26.8,31.2,20.2,0.5,0.0,0.0,7.3,3.7,0.0
1153,SCHIM ,TUL,1998JJ00,1858.0,9999.0,172058.0,17.1,11.5,0.0,0.0,35.1,34.1,14.8,1.9,0.1,0.0,1.0,0.8,0.7
1154,SCHIM ,TUL,2000JJ00,1664.0,9705.0,124085.0,12.8,12.2,0.0,0.0,29.2,38.2,13.9,0.4,0.1,2.8,0.1,2.7,0.3
1155,SCHIM ,TUL,2004JJ00,1426.0,11020.0,126199.0,11.5,6.6,0.0,0.0,30.5,38.6,21.6,1.3,0.2,0.2,0.9,0.0,0.0
1156,SCHIM ,TUL,2008JJ00,1127.0,11390.0,160956.0,14.1,2.2,0.0,0.0,26.5,29.3,16.6,10.1,7.0,0.0,8.2,0.0,0.0
1157,SCHIM ,TUL,2012JJ00,828.0,10302.0,193686.0,17.2,12.1,0.0,0.0,17.6,21.2,14.4,4.1,1.2,11.1,18.2,0.0,0.0
1158,SCHIM ,GRG,1995JJ00,,2885.0,27845.0,9.2,1.2,2.7,5.2,8.3,11.0,13.6,14.6,16.9,19.8,5.1,0.8,0.8
1159,SCHIM ,GRG,1998JJ00,,2687.0,55680.0,18.4,2.4,9.4,10.8,10.0,11.9,13.6,16.6,12.9,7.6,4.1,0.4,0.4
1160,SCHIM ,GRG,2000JJ00,,2628.0,40876.0,13.9,5.0,10.2,16.3,16.8,15.4,11.5,9.3,6.3,5.2,2.4,0.8,0.7
1161,SCHIM ,GRG,2004JJ00,,3081.0,25327.0,7.7,4.5,5.1,6.7,9.1,10.2,13.5,13.1,13.5,13.1,7.1,1.6,2.5
1162,SCHIM ,GRG,2008JJ00,,3354.0,33084.0,9.0,2.4,5.4,7.7,10.3,11.1,12.5,12.6,15.5,10.9,6.9,3.3,1.5
1163,SCHIM ,GRG,2012JJ00,,3294.0,35617.0,9.1,4.2,4.1,7.2,10.1,10.0,12.2,11.6,15.4,11.8,7.5,2.6,3.4
1164,SCHIM ,AAG,1995JJ00,,,,,,,,,,,,,,,,
1165,SCHIM ,AAG,1998JJ00,,,,,,,,,,,,,,,,
1166,SCHIM ,AAG,2000JJ00,,,,,,,,,,,,,,,,
1167,SCHIM ,AAG,2004JJ00,,,,,,,,,,,,,,,,
1168,SCHIM ,AAG,2008JJ00,335.0,268.0,3368.0,12.5,3.8,9.3,11.7,13.3,6.6,3.4,5.2,20.2,12.4,9.4,1.0,3.7
1169,SCHIM ,AAG,2012JJ00,265.0,286.0,4884.0,17.0,2.7,5.5,12.9,15.7,4.8,2.4,3.6,14.1,19.2,9.1,4.6,5.5
1170,SCHIM ,KOM,1995JJ00,735.0,808.0,8850.0,10.9,1.5,3.1,4.7,6.5,12.1,10.8,15.4,17.8,16.3,8.4,2.3,1.0
1171,SCHIM ,KOM,1998JJ00,598.0,692.0,8570.0,12.1,1.9,2.5,5.2,6.2,10.2,13.0,16.2,18.4,16.8,8.6,0.1,0.8
1172,SCHIM ,KOM,2000JJ00,526.0,663.0,7643.0,11.5,1.3,10.4,5.5,8.1,11.3,13.2,14.0,16.6,14.0,5.3,0.0,0.1
1173,SCHIM ,KOM,2004JJ00,396.0,616.0,6059.0,9.7,0.8,2.2,3.9,8.0,11.1,16.8,16.5,21.0,13.4,6.3,0.0,0.0
1174,SCHIM ,KOM,2008JJ00,290.0,618.0,5912.0,9.5,0.4,1.8,4.0,6.8,9.3,12.0,20.1,24.5,15.1,6.0,0.0,0.0
1175,SCHIM ,KOM,2012JJ00,199.0,540.0,6546.0,10.5,0.9,1.4,5.1,5.2,8.8,13.9,10.2,24.9,18.1,9.4,1.6,0.5
1176,SCHIM ,PAP,1995JJ00,667.0,894.0,10243.0,10.3,1.1,2.0,3.8,7.3,10.0,11.1,15.0,18.7,27.2,2.8,0.0,1.0
1177,SCHIM ,PAP,1998JJ00,542.0,768.0,12857.0,12.7,2.3,11.4,11.3,11.1,14.1,14.9,13.6,10.6,8.3,1.4,0.2,0.7
1178,SCHIM ,PAP,2000JJ00,533.0,859.0,8912.0,7.7,3.9,5.0,22.5,21.4,21.3,7.7,6.1,5.0,2.6,1.6,0.9,2.3
1179,SCHIM ,PAP,2004JJ00,464.0,1031.0,4957.0,4.1,6.2,5.7,7.6,5.9,8.5,13.9,14.3,12.5,15.4,2.6,0.3,7.1
1180,SCHIM ,PAP,2008JJ00,258.0,926.0,5376.0,4.5,4.5,6.4,14.2,10.9,11.0,7.6,10.1,11.6,6.1,10.2,4.6,2.8
1181,SCHIM ,PAP,2012JJ00,175.0,901.0,8342.0,6.4,9.0,3.4,5.2,14.7,11.0,18.2,16.2,7.5,4.6,1.8,1.4,7.0
1182,SCHIM ,RAD,1995JJ00,,,,,,,,,,,,,,,,
1183,SCHIM ,RAD,1998JJ00,,,,,,,,,,,,,,,,
1184,SCHIM ,RAD,2000JJ00,,,,,,,,,,,,,,,,
1185,SCHIM ,RAD,2004JJ00,89.0,109.0,2856.0,26.2,12.3,11.0,11.0,12.3,6.4,2.7,2.4,6.4,5.8,17.6,6.4,5.7
1186,SCHIM ,RAD,2008JJ00,,,,,,,,,,,,,,,,
1187,SCHIM ,RAD,2012JJ00,,,,,,,,,,,,,,,,
1188,SCHIM ,TOM,1995JJ00,902.0,1182.0,8752.0,7.2,0.8,3.8,9.9,13.9,11.5,24.9,12.1,11.0,6.5,5.5,0.3,0.0
1189,SCHIM ,TOM,1998JJ00,850.0,1195.0,34253.0,26.2,2.5,10.4,12.0,10.6,11.6,13.2,17.8,12.4,5.0,4.0,0.5,0.1
1190,SCHIM ,TOM,2000JJ00,612.0,1106.0,24320.0,21.5,6.1,12.0,16.1,16.8,14.1,12.6,9.5,4.8,4.5,2.1,1.0,0.3
1191,SCHIM ,TOM,2004JJ00,483.0,1325.0,11455.0,8.5,3.7,4.8,6.7,10.4,11.4,14.3,13.4,11.8,13.7,6.8,1.8,1.1
1192,SCHIM ,TOM,2008JJ00,382.0,1542.0,18428.0,11.5,2.3,5.6,6.3,10.8,12.5,15.7,12.3,12.9,10.6,5.7,4.4,1.1
1193,SCHIM ,TOM,2012JJ00,292.0,1568.0,15845.0,9.4,3.6,5.1,7.3,8.1,11.6,11.3,12.1,16.0,10.8,9.1,3.0,2.0
1194,SCHIM ,BLO,1995JJ00,,2610.0,76578.0,26.2,6.3,6.5,10.2,9.1,6.9,7.5,7.8,9.6,11.3,9.5,7.6,7.5
1195,SCHIM ,BLO,1998JJ00,,3722.0,67277.0,16.2,6.6,6.7,7.3,6.8,7.0,9.1,12.4,12.1,10.0,8.7,7.1,6.4
1196,SCHIM ,BLO,2000JJ00,,3830.0,70571.0,16.5,7.0,9.6,7.9,7.4,6.9,8.9,10.7,10.1,10.2,8.0,7.5,5.8
1197,SCHIM ,BLO,2004JJ00,,3730.0,77183.0,18.2,7.6,8.8,8.2,9.0,8.8,11.4,7.2,6.9,8.9,8.4,7.4,7.4
1198,SCHIM ,BLO,2008JJ00,,3277.0,73891.0,19.6,7.9,5.5,6.7,8.6,7.6,16.7,8.2,9.0,7.9,8.9,8.2,4.9
1199,SCHIM ,BLO,2012JJ00,,2817.0,74627.0,22.0,6.6,8.9,7.4,6.7,7.6,7.3,13.2,8.4,9.6,9.1,7.8,7.3
1200,SCHIM ,ALS,1995JJ00,,,,,,,,,,,,,,,,
1201,SCHIM ,ALS,1998JJ00,,,,,,,,,,,,,,,,
1202,SCHIM ,ALS,2000JJ00,,,,,,,,,,,,,,,,
1203,SCHIM ,ALS,2004JJ00,49.0,51.0,206.0,2.4,4.5,5.4,5.5,0.0,18.3,30.9,15.9,15.3,2.0,0.2,1.3,0.6
1204,SCHIM ,ALS,2008JJ00,,,,,,,,,,,,,,,,
1205,SCHIM ,ALS,2012JJ00,,,,,,,,,,,,,,,,
1206,SCHIM ,ANJ,1995JJ00,404.0,185.0,1457.0,7.6,6.5,8.8,10.2,5.3,4.9,7.3,12.8,13.3,14.4,7.0,5.2,4.3
1207,SCHIM ,ANJ,1998JJ00,256.0,113.0,1309.0,11.0,7.6,7.7,6.5,8.5,6.4,6.0,13.5,14.6,7.8,10.5,8.4,2.5
1208,SCHIM ,ANJ,2000JJ00,178.0,82.0,1123.0,13.1,5.3,9.9,10.2,13.8,6.1,12.6,7.8,12.2,6.4,6.5,4.5,4.7
1209,SCHIM ,ANJ,2004JJ00,,,,,,,,,,,,,,,,
1210,SCHIM ,ANJ,2008JJ00,,,,,,,,,,,,,,,,
1211,SCHIM ,ANJ,2012JJ00,,,,,,,,,,,,,,,,
1212,SCHIM ,CHR,1995JJ00,694.0,772.0,10558.0,13.7,6.6,7.5,8.6,9.3,8.1,9.6,7.7,8.8,6.5,7.3,9.8,10.2
1213,SCHIM ,CHR,1998JJ00,657.0,757.0,12151.0,16.1,8.2,7.3,7.8,8.7,8.7,8.2,13.8,8.2,7.6,6.8,7.3,7.5
1214,SCHIM ,CHR,2000JJ00,597.0,774.0,11486.0,14.8,5.2,8.6,12.2,7.6,7.9,6.9,10.6,10.7,11.0,7.8,5.9,5.5
1215,SCHIM ,CHR,2004JJ00,415.0,678.0,14834.0,21.8,6.5,7.7,9.8,8.2,7.6,11.8,4.9,7.2,10.3,8.2,8.6,9.1
1216,SCHIM ,CHR,2008JJ00,267.0,519.0,14454.0,27.6,8.0,7.1,9.2,9.5,6.5,9.0,5.4,8.7,10.1,9.6,7.7,9.2
1217,SCHIM ,CHR,2012JJ00,181.0,456.0,15441.0,30.6,7.6,9.3,10.0,7.3,8.5,6.2,9.1,8.1,6.6,8.2,11.0,8.1
1218,SCHIM ,FRE,1995JJ00,350.0,255.0,1361.0,4.9,8.3,9.3,6.4,2.8,1.8,5.0,14.5,11.2,12.3,10.3,10.9,7.4
1219,SCHIM ,FRE,1998JJ00,283.0,216.0,993.0,4.1,11.3,7.3,5.3,6.7,2.6,7.0,16.2,18.4,8.2,7.5,2.6,6.9
1220,SCHIM ,FRE,2000JJ00,254.0,204.0,1136.0,5.1,10.7,5.2,6.2,4.1,3.9,2.3,8.1,12.4,19.7,6.7,11.9,8.7
