ID,Betalingsplichtigen,Perioden,TotaalMilieubelastingenEnHeffingen_1,TotaleOpbrengstMilieubelastingen_2,TotaalBelastingenOpMilieugrondslag_3,Afvalstoffenbelasting_4,Brandstoffenbelasting_5,Energiebelasting_6,Emissierechten_7,LeidingwaterEnGrondwaterbelasting_8,Verpakkingenbelasting_9,Vliegbelasting_10,TotaalBelastingenMBTMobiliteit_11,AccijnsOpBenzineEnOvMineraleOlien_12,BelastPersonenautoSEnMotorrijwielen_13,Motorrijtuigenbelasting_14,Mineralenheffingen_15,TotaleOpbrengstMilieuheffingen_16,AfvalstoffenheffingEnReinigingsrechten_17,GeluidsheffingBurgerluchtvaart_18,GrondwaterheffingEnNazorgheffing_19,RioolheffingEnRioolrechten_20,Waterverontreinigingsheffing_21
1280,396300 ,2015JJ00,200.0,161.0,44.0,2.0,0.0,40.0,0.0,2.0,0.0,,117.0,97.0,5.0,15.0,,39.0,3.0,,0.0,28.0,8.0
1281,396300 ,2016JJ00,199.0,160.0,44.0,4.0,0.0,37.0,0.0,3.0,0.0,,116.0,95.0,8.0,13.0,,39.0,3.0,,0.0,28.0,8.0
1282,396300 ,2017JJ00,212.0,174.0,47.0,4.0,0.0,40.0,0.0,3.0,0.0,,127.0,101.0,13.0,13.0,,38.0,3.0,,0.0,26.0,9.0
1283,396300 ,2018JJ00,221.0,180.0,50.0,3.0,0.0,44.0,0.0,3.0,0.0,,130.0,106.0,11.0,13.0,,41.0,3.0,,0.0,28.0,10.0
1284,396300 ,2019JJ00,231.0,192.0,57.0,4.0,0.0,50.0,0.0,3.0,0.0,,135.0,108.0,11.0,16.0,,39.0,4.0,,0.0,25.0,10.0
1285,396300 ,2020JJ00,231.0,190.0,71.0,5.0,0.0,63.0,0.0,3.0,0.0,,119.0,100.0,3.0,16.0,,41.0,4.0,,0.0,28.0,9.0
1286,396300 ,2021JJ00,233.0,189.0,71.0,5.0,0.0,62.0,0.0,3.0,0.0,1.0,118.0,96.0,8.0,14.0,,44.0,4.0,,0.0,31.0,9.0
1287,396300 ,2022JJ00,215.0,175.0,77.0,4.0,0.0,68.0,0.0,4.0,0.0,1.0,98.0,79.0,6.0,13.0,,40.0,5.0,,0.0,28.0,7.0
1288,402000 ,1995JJ00,67.0,51.0,15.0,0.0,15.0,0.0,0.0,0.0,,,36.0,26.0,8.0,2.0,,16.0,9.0,,0.0,2.0,5.0
1289,402000 ,1996JJ00,83.0,66.0,23.0,1.0,17.0,5.0,0.0,0.0,,,43.0,29.0,12.0,2.0,,17.0,10.0,,0.0,1.0,5.0
1290,402000 ,1997JJ00,85.0,70.0,27.0,1.0,15.0,11.0,0.0,0.0,,,43.0,29.0,12.0,2.0,,15.0,8.0,,0.0,1.0,6.0
1291,402000 ,1998JJ00,97.0,82.0,30.0,3.0,16.0,11.0,0.0,0.0,,,52.0,35.0,15.0,2.0,,15.0,8.0,,0.0,2.0,6.0
1292,402000 ,1999JJ00,103.0,88.0,37.0,1.0,17.0,19.0,0.0,0.0,,,51.0,36.0,15.0,0.0,,15.0,8.0,,0.0,2.0,6.0
1293,402000 ,2000JJ00,113.0,93.0,45.0,2.0,15.0,28.0,0.0,0.0,,,48.0,32.0,16.0,0.0,,20.0,12.0,,0.0,2.0,6.0
1294,402000 ,2001JJ00,91.0,70.0,19.0,1.0,1.0,17.0,0.0,0.0,,,51.0,34.0,17.0,0.0,,21.0,13.0,,0.0,2.0,6.0
1295,402000 ,2002JJ00,87.0,66.0,12.0,1.0,0.0,11.0,0.0,0.0,,,54.0,37.0,17.0,0.0,,21.0,12.0,,0.0,2.0,7.0
1296,402000 ,2003JJ00,95.0,73.0,13.0,1.0,1.0,11.0,0.0,0.0,,,60.0,40.0,20.0,0.0,,22.0,13.0,,0.0,2.0,7.0
1297,402000 ,2004JJ00,97.0,74.0,20.0,0.0,0.0,20.0,0.0,0.0,,,54.0,38.0,16.0,0.0,,23.0,14.0,,0.0,2.0,7.0
1298,402000 ,2005JJ00,125.0,99.0,39.0,1.0,0.0,38.0,0.0,0.0,,,60.0,40.0,18.0,2.0,,26.0,17.0,,0.0,2.0,7.0
1299,402000 ,2006JJ00,141.0,115.0,51.0,1.0,0.0,50.0,0.0,0.0,,,64.0,43.0,19.0,2.0,,26.0,16.0,,0.0,3.0,7.0
1300,402000 ,2007JJ00,140.0,112.0,36.0,1.0,0.0,35.0,0.0,0.0,,,76.0,44.0,28.0,4.0,,28.0,18.0,,0.0,3.0,7.0
1301,402000 ,2008JJ00,156.0,127.0,51.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,76.0,44.0,28.0,4.0,,29.0,19.0,,0.0,3.0,7.0
1302,402000 ,2009JJ00,144.0,115.0,50.0,1.0,0.0,49.0,0.0,0.0,0.0,0.0,65.0,57.0,3.0,5.0,,29.0,20.0,,0.0,3.0,6.0
1303,402000 ,2010JJ00,161.0,131.0,47.0,0.0,0.0,45.0,0.0,2.0,0.0,,84.0,61.0,18.0,5.0,,30.0,21.0,,0.0,3.0,6.0
1304,402000 ,2011JJ00,154.0,124.0,50.0,0.0,0.0,49.0,0.0,1.0,0.0,,74.0,57.0,10.0,7.0,,30.0,21.0,,0.0,3.0,6.0
1305,402000 ,2012JJ00,148.0,123.0,45.0,0.0,0.0,44.0,0.0,1.0,0.0,,78.0,63.0,8.0,7.0,,25.0,10.0,,0.0,3.0,12.0
1306,402000 ,2013JJ00,163.0,136.0,52.0,0.0,0.0,50.0,0.0,2.0,0.0,,84.0,67.0,8.0,9.0,,27.0,12.0,,0.0,3.0,12.0
1307,402000 ,2014JJ00,150.0,124.0,47.0,0.0,0.0,45.0,0.0,2.0,0.0,,77.0,62.0,6.0,9.0,,26.0,12.0,,0.0,3.0,11.0
1308,402000 ,2015JJ00,147.0,121.0,48.0,2.0,0.0,44.0,0.0,2.0,0.0,,73.0,55.0,9.0,9.0,,26.0,10.0,,0.0,3.0,13.0
1309,402000 ,2016JJ00,143.0,115.0,46.0,2.0,0.0,42.0,0.0,2.0,0.0,,69.0,57.0,5.0,7.0,,28.0,11.0,,0.0,3.0,14.0
1310,402000 ,2017JJ00,153.0,126.0,55.0,2.0,0.0,51.0,0.0,2.0,0.0,,71.0,55.0,8.0,8.0,,27.0,9.0,,0.0,4.0,14.0
1311,402000 ,2018JJ00,162.0,133.0,58.0,2.0,0.0,54.0,0.0,2.0,0.0,,75.0,57.0,9.0,9.0,,29.0,9.0,,0.0,4.0,16.0
1312,402000 ,2019JJ00,174.0,145.0,67.0,3.0,0.0,61.0,0.0,3.0,0.0,,78.0,57.0,12.0,9.0,,29.0,8.0,,0.0,5.0,16.0
1313,402000 ,2020JJ00,201.0,171.0,84.0,4.0,0.0,76.0,0.0,4.0,0.0,,87.0,60.0,18.0,9.0,,30.0,9.0,,0.0,6.0,15.0
1314,402000 ,2021JJ00,210.0,171.0,87.0,4.0,0.0,78.0,0.0,4.0,0.0,1.0,84.0,60.0,17.0,7.0,,39.0,15.0,,0.0,8.0,16.0
1315,402000 ,2022JJ00,205.0,171.0,97.0,4.0,0.0,89.0,0.0,3.0,0.0,1.0,74.0,50.0,17.0,7.0,,34.0,16.0,,0.0,4.0,14.0
1316,300010 ,1995JJ00,926.0,894.0,35.0,16.0,18.0,0.0,0.0,1.0,,,859.0,145.0,539.0,175.0,,32.0,11.0,,0.0,8.0,13.0
1317,300010 ,1996JJ00,1016.0,985.0,47.0,15.0,24.0,7.0,0.0,1.0,,,938.0,150.0,599.0,189.0,,31.0,12.0,,0.0,5.0,14.0
1318,300010 ,1997JJ00,1073.0,1033.0,42.0,13.0,24.0,5.0,0.0,0.0,,,991.0,173.0,658.0,160.0,,40.0,19.0,,0.0,6.0,15.0
1319,300010 ,1998JJ00,1187.0,1149.0,30.0,0.0,23.0,6.0,0.0,1.0,,,1119.0,189.0,748.0,182.0,,38.0,18.0,,0.0,6.0,14.0
1320,300010 ,1999JJ00,1400.0,1362.0,38.0,8.0,23.0,6.0,0.0,1.0,,,1324.0,202.0,906.0,216.0,,38.0,17.0,,0.0,7.0,14.0
1321,300010 ,2000JJ00,1573.0,1531.0,52.0,16.0,25.0,10.0,0.0,1.0,,,1479.0,242.0,986.0,251.0,,42.0,20.0,,0.0,7.0,14.0
1322,300010 ,2001JJ00,1773.0,1728.0,92.0,19.0,20.0,53.0,0.0,0.0,,,1636.0,238.0,1145.0,253.0,,45.0,22.0,,0.0,8.0,15.0
1323,300010 ,2002JJ00,1643.0,1598.0,67.0,15.0,20.0,32.0,0.0,0.0,,,1531.0,256.0,1025.0,250.0,,45.0,22.0,,0.0,8.0,15.0
1324,300010 ,2003JJ00,1758.0,1708.0,63.0,11.0,19.0,33.0,0.0,0.0,,,1645.0,263.0,1112.0,270.0,,50.0,24.0,,0.0,11.0,15.0
1325,300010 ,2004JJ00,1954.0,1910.0,75.0,14.0,0.0,61.0,0.0,0.0,,,1835.0,284.0,1275.0,276.0,,44.0,21.0,,0.0,8.0,15.0
1326,300010 ,2005JJ00,2097.0,2052.0,96.0,5.0,0.0,91.0,0.0,0.0,,,1956.0,285.0,1364.0,307.0,,45.0,22.0,,0.0,8.0,15.0
1327,300010 ,2006JJ00,2354.0,2303.0,134.0,20.0,0.0,114.0,0.0,0.0,,,2169.0,302.0,1531.0,336.0,,51.0,24.0,,0.0,12.0,15.0
1328,300010 ,2007JJ00,2410.0,2358.0,102.0,24.0,0.0,78.0,0.0,0.0,,,2256.0,298.0,1622.0,336.0,,52.0,25.0,,0.0,12.0,15.0
1329,300010 ,2008JJ00,2275.0,2223.0,148.0,18.0,0.0,107.0,0.0,0.0,7.0,16.0,2075.0,340.0,1346.0,389.0,,52.0,24.0,,0.0,12.0,16.0
1330,300010 ,2009JJ00,1738.0,1687.0,144.0,3.0,0.0,115.0,0.0,0.0,13.0,13.0,1543.0,343.0,767.0,433.0,,51.0,24.0,,0.0,12.0,15.0
1331,300010 ,2010JJ00,1852.0,1800.0,125.0,6.0,0.0,101.0,0.0,4.0,14.0,,1675.0,357.0,838.0,480.0,,52.0,25.0,,0.0,11.0,16.0
1332,300010 ,2011JJ00,1843.0,1792.0,123.0,1.0,0.0,104.0,0.0,5.0,13.0,,1669.0,368.0,853.0,448.0,,51.0,25.0,,0.0,11.0,15.0
1333,300010 ,2012JJ00,1706.0,1649.0,112.0,0.0,0.0,97.0,0.0,2.0,13.0,,1537.0,357.0,718.0,462.0,,57.0,25.0,,0.0,14.0,18.0
1334,300010 ,2013JJ00,1459.0,1402.0,112.0,0.0,0.0,109.0,0.0,3.0,0.0,,1290.0,341.0,509.0,440.0,,57.0,25.0,,0.0,16.0,16.0
1335,300010 ,2014JJ00,1517.0,1460.0,119.0,0.0,0.0,113.0,0.0,6.0,0.0,,1341.0,351.0,503.0,487.0,,57.0,25.0,,0.0,16.0,16.0
1336,300010 ,2015JJ00,1839.0,1779.0,132.0,9.0,0.0,117.0,0.0,6.0,0.0,,1647.0,369.0,788.0,490.0,,60.0,25.0,,0.0,17.0,18.0
1337,300010 ,2016JJ00,1888.0,1822.0,124.0,8.0,0.0,110.0,0.0,6.0,0.0,,1698.0,395.0,768.0,535.0,,66.0,30.0,,0.0,16.0,20.0
1338,300010 ,2017JJ00,2133.0,2065.0,133.0,7.0,0.0,120.0,0.0,6.0,0.0,,1932.0,411.0,984.0,537.0,,68.0,30.0,,0.0,19.0,19.0
1339,300010 ,2018JJ00,2424.0,2351.0,148.0,7.0,0.0,136.0,0.0,5.0,0.0,,2203.0,432.0,1231.0,540.0,,73.0,33.0,,0.0,19.0,21.0
1340,300010 ,2019JJ00,2632.0,2559.0,184.0,20.0,0.0,158.0,0.0,6.0,0.0,,2375.0,475.0,1334.0,566.0,,73.0,34.0,,0.0,18.0,21.0
1341,300010 ,2020JJ00,2080.0,2004.0,230.0,24.0,0.0,198.0,0.0,8.0,0.0,,1774.0,410.0,769.0,595.0,,76.0,39.0,,0.0,17.0,20.0
1342,300010 ,2021JJ00,2165.0,2070.0,263.0,22.0,0.0,224.0,0.0,8.0,0.0,9.0,1807.0,445.0,729.0,633.0,,95.0,47.0,,0.0,20.0,28.0
1343,300010 ,2022JJ00,2178.0,2091.0,321.0,22.0,0.0,264.0,3.0,11.0,0.0,21.0,1770.0,413.0,720.0,637.0,,87.0,44.0,,0.0,17.0,26.0
1344,403300 ,1995JJ00,177.0,156.0,25.0,14.0,10.0,0.0,0.0,1.0,,,131.0,70.0,48.0,13.0,,21.0,7.0,,0.0,3.0,11.0
1345,403300 ,1996JJ00,195.0,175.0,28.0,13.0,11.0,3.0,0.0,1.0,,,147.0,72.0,60.0,15.0,,20.0,7.0,,0.0,2.0,11.0
1346,403300 ,1997JJ00,197.0,171.0,23.0,8.0,11.0,4.0,0.0,0.0,,,148.0,82.0,60.0,6.0,,26.0,12.0,,0.0,2.0,12.0
1347,403300 ,1998JJ00,201.0,175.0,15.0,0.0,10.0,4.0,0.0,1.0,,,160.0,85.0,71.0,4.0,,26.0,12.0,,0.0,2.0,11.0
1348,403300 ,1999JJ00,213.0,187.0,23.0,8.0,10.0,4.0,0.0,1.0,,,164.0,87.0,70.0,7.0,,26.0,12.0,,0.0,3.0,11.0
1349,403300 ,2000JJ00,201.0,175.0,26.0,10.0,9.0,6.0,0.0,1.0,,,149.0,103.0,39.0,7.0,,26.0,12.0,,0.0,3.0,12.0
1350,403300 ,2001JJ00,258.0,229.0,55.0,15.0,5.0,35.0,0.0,0.0,,,174.0,107.0,60.0,7.0,,29.0,14.0,,0.0,3.0,12.0
1351,403300 ,2002JJ00,236.0,208.0,37.0,10.0,5.0,22.0,0.0,0.0,,,171.0,112.0,52.0,7.0,,28.0,13.0,,0.0,3.0,12.0
1352,403300 ,2003JJ00,241.0,210.0,35.0,9.0,3.0,23.0,0.0,0.0,,,175.0,118.0,51.0,6.0,,31.0,14.0,,0.0,5.0,12.0
1353,403300 ,2004JJ00,258.0,230.0,53.0,10.0,0.0,43.0,0.0,0.0,,,177.0,121.0,50.0,6.0,,28.0,13.0,,0.0,3.0,12.0
1354,403300 ,2005JJ00,288.0,260.0,62.0,1.0,0.0,61.0,0.0,0.0,,,198.0,122.0,64.0,12.0,,28.0,13.0,,0.0,3.0,12.0
1355,403300 ,2006JJ00,318.0,287.0,89.0,15.0,0.0,74.0,0.0,0.0,,,198.0,124.0,62.0,12.0,,31.0,14.0,,0.0,5.0,12.0
1356,403300 ,2007JJ00,310.0,279.0,67.0,19.0,0.0,48.0,0.0,0.0,,,212.0,117.0,79.0,16.0,,31.0,14.0,,0.0,5.0,12.0
1357,403300 ,2008JJ00,340.0,308.0,83.0,15.0,0.0,67.0,0.0,0.0,0.0,1.0,225.0,137.0,72.0,16.0,,32.0,14.0,,0.0,5.0,13.0
1358,403300 ,2009JJ00,307.0,276.0,81.0,1.0,0.0,79.0,0.0,0.0,0.0,1.0,195.0,140.0,30.0,25.0,,31.0,14.0,,0.0,5.0,12.0
1359,403300 ,2010JJ00,294.0,262.0,80.0,6.0,0.0,72.0,0.0,2.0,0.0,,182.0,142.0,19.0,21.0,,32.0,15.0,,0.0,5.0,12.0
1360,403300 ,2011JJ00,314.0,283.0,76.0,0.0,0.0,73.0,0.0,3.0,0.0,,207.0,144.0,32.0,31.0,,31.0,15.0,,0.0,5.0,11.0
1361,403300 ,2012JJ00,305.0,272.0,68.0,0.0,0.0,67.0,0.0,1.0,0.0,,204.0,145.0,28.0,31.0,,33.0,15.0,,0.0,7.0,11.0
1362,403300 ,2013JJ00,342.0,309.0,73.0,0.0,0.0,73.0,0.0,0.0,0.0,,236.0,134.0,72.0,30.0,,33.0,15.0,,0.0,8.0,10.0
1363,403300 ,2014JJ00,318.0,285.0,78.0,0.0,0.0,74.0,0.0,4.0,0.0,,207.0,140.0,34.0,33.0,,33.0,15.0,,0.0,8.0,10.0
1364,403300 ,2015JJ00,340.0,304.0,86.0,6.0,0.0,76.0,0.0,4.0,0.0,,218.0,159.0,24.0,35.0,,36.0,15.0,,0.0,9.0,12.0
1365,403300 ,2016JJ00,374.0,333.0,82.0,5.0,0.0,72.0,0.0,5.0,0.0,,251.0,158.0,61.0,32.0,,41.0,19.0,,0.0,8.0,14.0
1366,403300 ,2017JJ00,358.0,318.0,87.0,6.0,0.0,76.0,0.0,5.0,0.0,,231.0,153.0,44.0,34.0,,40.0,19.0,,0.0,10.0,11.0
1367,403300 ,2018JJ00,430.0,388.0,95.0,6.0,0.0,85.0,0.0,4.0,0.0,,293.0,161.0,100.0,32.0,,42.0,21.0,,0.0,10.0,11.0
1368,403300 ,2019JJ00,442.0,401.0,121.0,16.0,0.0,100.0,0.0,5.0,0.0,,280.0,174.0,73.0,33.0,,41.0,21.0,,0.0,9.0,11.0
1369,403300 ,2020JJ00,395.0,355.0,153.0,19.0,0.0,128.0,0.0,6.0,0.0,,202.0,159.0,13.0,30.0,,40.0,23.0,,0.0,8.0,9.0
1370,403300 ,2021JJ00,431.0,380.0,163.0,18.0,0.0,136.0,0.0,6.0,0.0,3.0,217.0,167.0,23.0,27.0,,51.0,29.0,,0.0,10.0,12.0
1371,403300 ,2022JJ00,453.0,404.0,195.0,18.0,0.0,164.0,0.0,9.0,0.0,4.0,209.0,156.0,23.0,30.0,,49.0,28.0,,0.0,10.0,11.0
1372,410200 ,1995JJ00,750.0,738.0,10.0,2.0,8.0,0.0,0.0,0.0,,,728.0,75.0,491.0,162.0,,12.0,4.0,,0.0,5.0,3.0
1373,410200 ,1996JJ00,821.0,810.0,19.0,2.0,13.0,4.0,0.0,0.0,,,791.0,78.0,539.0,174.0,,11.0,5.0,,0.0,3.0,3.0
1374,410200 ,1997JJ00,876.0,862.0,19.0,5.0,13.0,1.0,0.0,0.0,,,843.0,91.0,598.0,154.0,,14.0,7.0,,0.0,4.0,3.0
1375,410200 ,1998JJ00,987.0,974.0,15.0,0.0,13.0,2.0,0.0,0.0,,,959.0,104.0,677.0,178.0,,13.0,6.0,,0.0,4.0,3.0
1376,410200 ,1999JJ00,1187.0,1175.0,15.0,0.0,13.0,2.0,0.0,0.0,,,1160.0,115.0,836.0,209.0,,12.0,5.0,,0.0,4.0,3.0
1377,410200 ,2000JJ00,1372.0,1356.0,26.0,6.0,16.0,4.0,0.0,0.0,,,1330.0,139.0,947.0,244.0,,16.0,8.0,,0.0,5.0,3.0
1378,410200 ,2001JJ00,1515.0,1499.0,37.0,4.0,15.0,18.0,0.0,0.0,,,1462.0,131.0,1085.0,246.0,,16.0,8.0,,0.0,5.0,3.0
1379,410200 ,2002JJ00,1407.0,1390.0,30.0,5.0,15.0,10.0,0.0,0.0,,,1360.0,144.0,973.0,243.0,,17.0,9.0,,0.0,5.0,3.0
1380,410200 ,2003JJ00,1517.0,1498.0,28.0,2.0,16.0,10.0,0.0,0.0,,,1470.0,145.0,1061.0,264.0,,19.0,10.0,,0.0,6.0,3.0
1381,410200 ,2004JJ00,1696.0,1680.0,22.0,4.0,0.0,18.0,0.0,0.0,,,1658.0,163.0,1225.0,270.0,,16.0,8.0,,0.0,5.0,3.0
1382,410200 ,2005JJ00,1809.0,1792.0,34.0,4.0,0.0,30.0,0.0,0.0,,,1758.0,163.0,1300.0,295.0,,17.0,9.0,,0.0,5.0,3.0
1383,410200 ,2006JJ00,2036.0,2016.0,45.0,5.0,0.0,40.0,0.0,0.0,,,1971.0,178.0,1469.0,324.0,,20.0,10.0,,0.0,7.0,3.0
1384,410200 ,2007JJ00,2100.0,2079.0,35.0,5.0,0.0,30.0,0.0,0.0,,,2044.0,181.0,1543.0,320.0,,21.0,11.0,,0.0,7.0,3.0
1385,410200 ,2008JJ00,1935.0,1915.0,65.0,3.0,0.0,40.0,0.0,0.0,7.0,15.0,1850.0,203.0,1274.0,373.0,,20.0,10.0,,0.0,7.0,3.0
1386,410200 ,2009JJ00,1431.0,1411.0,63.0,2.0,0.0,36.0,0.0,0.0,13.0,12.0,1348.0,203.0,737.0,408.0,,20.0,10.0,,0.0,7.0,3.0
1387,410200 ,2010JJ00,1558.0,1538.0,45.0,0.0,0.0,29.0,0.0,2.0,14.0,,1493.0,215.0,819.0,459.0,,20.0,10.0,,0.0,6.0,4.0
1388,410200 ,2011JJ00,1529.0,1509.0,47.0,1.0,0.0,31.0,0.0,2.0,13.0,,1462.0,224.0,821.0,417.0,,20.0,10.0,,0.0,6.0,4.0
1389,410200 ,2012JJ00,1401.0,1377.0,44.0,0.0,0.0,30.0,0.0,1.0,13.0,,1333.0,212.0,690.0,431.0,,24.0,10.0,,0.0,7.0,7.0
1390,410200 ,2013JJ00,1117.0,1093.0,39.0,0.0,0.0,36.0,0.0,3.0,0.0,,1054.0,207.0,437.0,410.0,,24.0,10.0,,0.0,8.0,6.0
1391,410200 ,2014JJ00,1199.0,1175.0,41.0,0.0,0.0,39.0,0.0,2.0,0.0,,1134.0,211.0,469.0,454.0,,24.0,10.0,,0.0,8.0,6.0
1392,410200 ,2015JJ00,1499.0,1475.0,46.0,3.0,0.0,41.0,0.0,2.0,0.0,,1429.0,210.0,764.0,455.0,,24.0,10.0,,0.0,8.0,6.0
1393,410200 ,2016JJ00,1514.0,1489.0,42.0,3.0,0.0,38.0,0.0,1.0,0.0,,1447.0,237.0,707.0,503.0,,25.0,11.0,,0.0,8.0,6.0
1394,410200 ,2017JJ00,1775.0,1747.0,46.0,1.0,0.0,44.0,0.0,1.0,0.0,,1701.0,258.0,940.0,503.0,,28.0,11.0,,0.0,9.0,8.0
1395,410200 ,2018JJ00,1994.0,1963.0,53.0,1.0,0.0,51.0,0.0,1.0,0.0,,1910.0,271.0,1131.0,508.0,,31.0,12.0,,0.0,9.0,10.0
1396,410200 ,2019JJ00,2190.0,2158.0,63.0,4.0,0.0,58.0,0.0,1.0,0.0,,2095.0,301.0,1261.0,533.0,,32.0,13.0,,0.0,9.0,10.0
1397,410200 ,2020JJ00,1685.0,1649.0,77.0,5.0,0.0,70.0,0.0,2.0,0.0,,1572.0,251.0,756.0,565.0,,36.0,16.0,,0.0,9.0,11.0
1398,410200 ,2021JJ00,1734.0,1690.0,100.0,4.0,0.0,88.0,0.0,2.0,0.0,6.0,1590.0,278.0,706.0,606.0,,44.0,18.0,,0.0,10.0,16.0
1399,410200 ,2022JJ00,1725.0,1687.0,126.0,4.0,0.0,100.0,3.0,2.0,0.0,17.0,1561.0,257.0,697.0,607.0,,38.0,16.0,,0.0,7.0,15.0
1400,300012 ,1995JJ00,331.0,222.0,51.0,14.0,36.0,0.0,0.0,1.0,,,171.0,102.0,37.0,32.0,,109.0,15.0,,0.0,31.0,63.0
1401,300012 ,1996JJ00,335.0,230.0,65.0,8.0,40.0,16.0,0.0,1.0,,,165.0,95.0,33.0,37.0,,105.0,19.0,,0.0,20.0,65.0
1402,300012 ,1997JJ00,369.0,260.0,88.0,11.0,37.0,38.0,0.0,2.0,,,172.0,104.0,36.0,32.0,,109.0,14.0,,1.0,22.0,71.0
1403,300012 ,1998JJ00,387.0,273.0,82.0,10.0,37.0,34.0,0.0,1.0,,,191.0,116.0,38.0,37.0,,114.0,21.0,,1.0,24.0,67.0
1404,300012 ,1999JJ00,436.0,319.0,116.0,13.0,38.0,64.0,0.0,1.0,,,203.0,122.0,42.0,39.0,,117.0,23.0,,1.0,26.0,68.0
1405,300012 ,2000JJ00,483.0,354.0,155.0,31.0,40.0,83.0,0.0,1.0,,,199.0,112.0,46.0,41.0,,129.0,30.0,,2.0,28.0,69.0
1406,300012 ,2001JJ00,511.0,372.0,138.0,24.0,4.0,109.0,0.0,1.0,,,234.0,116.0,76.0,42.0,,139.0,35.0,,2.0,30.0,72.0
1407,300012 ,2002JJ00,507.0,355.0,108.0,27.0,7.0,71.0,0.0,3.0,,,247.0,134.0,68.0,45.0,,152.0,41.0,,3.0,32.0,76.0
1408,300012 ,2003JJ00,523.0,368.0,101.0,18.0,7.0,73.0,0.0,3.0,,,267.0,146.0,73.0,48.0,,155.0,40.0,,3.0,32.0,80.0
1409,300012 ,2004JJ00,617.0,454.0,164.0,15.0,0.0,146.0,0.0,3.0,,,290.0,156.0,78.0,56.0,,163.0,47.0,,2.0,33.0,81.0
1410,300012 ,2005JJ00,755.0,589.0,297.0,28.0,0.0,266.0,0.0,3.0,,,292.0,155.0,81.0,56.0,,166.0,50.0,,3.0,32.0,81.0
1411,300012 ,2006JJ00,866.0,691.0,384.0,40.0,0.0,340.0,0.0,4.0,,,307.0,150.0,97.0,60.0,,175.0,53.0,,3.0,38.0,81.0
1412,300012 ,2007JJ00,781.0,599.0,280.0,29.0,0.0,248.0,0.0,3.0,,,319.0,163.0,97.0,59.0,,182.0,62.0,,2.0,39.0,79.0
1413,300012 ,2008JJ00,882.0,691.0,361.0,21.0,0.0,334.0,0.0,3.0,0.0,3.0,330.0,168.0,95.0,67.0,,191.0,63.0,,4.0,41.0,83.0
1414,300012 ,2009JJ00,881.0,693.0,347.0,11.0,0.0,330.0,0.0,3.0,0.0,3.0,346.0,193.0,87.0,66.0,,188.0,66.0,,4.0,42.0,76.0
1415,300012 ,2010JJ00,874.0,690.0,341.0,10.0,0.0,320.0,0.0,11.0,0.0,,349.0,207.0,75.0,67.0,,184.0,66.0,,4.0,41.0,73.0
1416,300012 ,2011JJ00,859.0,669.0,341.0,4.0,0.0,327.0,0.0,10.0,0.0,,328.0,197.0,62.0,69.0,,190.0,65.0,,4.0,43.0,78.0
1417,300012 ,2012JJ00,797.0,611.0,304.0,-4.0,0.0,299.0,0.0,9.0,0.0,,307.0,192.0,47.0,68.0,,186.0,64.0,,5.0,43.0,74.0
1418,300012 ,2013JJ00,848.0,661.0,358.0,-2.0,0.0,352.0,0.0,8.0,0.0,,303.0,185.0,41.0,77.0,,187.0,64.0,,3.0,45.0,75.0
1419,300012 ,2014JJ00,852.0,661.0,351.0,5.0,0.0,332.0,0.0,14.0,0.0,,310.0,189.0,36.0,85.0,,191.0,64.0,,6.0,45.0,76.0
1420,300012 ,2015JJ00,848.0,655.0,345.0,20.0,0.0,310.0,0.0,15.0,0.0,,310.0,184.0,41.0,85.0,,193.0,63.0,,5.0,47.0,78.0
1421,300012 ,2016JJ00,881.0,681.0,362.0,22.0,0.0,323.0,0.0,17.0,0.0,,319.0,186.0,49.0,84.0,,200.0,64.0,,7.0,48.0,81.0
1422,300012 ,2017JJ00,898.0,702.0,380.0,24.0,0.0,339.0,0.0,17.0,0.0,,322.0,178.0,59.0,85.0,,196.0,60.0,,6.0,47.0,83.0
1423,300012 ,2018JJ00,942.0,742.0,411.0,25.0,0.0,369.0,0.0,17.0,0.0,,331.0,183.0,60.0,88.0,,200.0,59.0,,5.0,47.0,89.0
1424,300012 ,2019JJ00,1021.0,823.0,492.0,54.0,0.0,419.0,1.0,18.0,0.0,,331.0,188.0,56.0,87.0,,198.0,63.0,,4.0,46.0,85.0
1425,300012 ,2020JJ00,1138.0,924.0,607.0,62.0,0.0,527.0,1.0,17.0,0.0,,317.0,182.0,44.0,91.0,,214.0,73.0,,4.0,50.0,87.0
1426,300012 ,2021JJ00,1174.0,942.0,620.0,72.0,0.0,522.0,2.0,20.0,0.0,4.0,322.0,189.0,44.0,89.0,,232.0,91.0,,3.0,49.0,89.0
1427,300012 ,2022JJ00,1329.0,1074.0,777.0,73.0,0.0,676.0,4.0,18.0,0.0,6.0,297.0,162.0,44.0,91.0,,255.0,101.0,,5.0,53.0,96.0
1428,417400 ,1995JJ00,129.0,83.0,21.0,10.0,11.0,0.0,0.0,0.0,,,62.0,39.0,4.0,19.0,,46.0,7.0,,0.0,16.0,24.0
1429,417400 ,1996JJ00,129.0,83.0,21.0,6.0,11.0,4.0,0.0,0.0,,,62.0,38.0,4.0,20.0,,46.0,11.0,,0.0,10.0,24.0
