ID,Studierichting,LeeftijdEnHerkomst,Geslacht,Perioden,TotaalVoltijdIngeschrevenen_1,IngeschrevenenZonderBijbaan_2,IngeschrevenenMetBijbaanTotaal_3,TotaalWerknemers_4,k_0105ABLandbouwEnVisserij_5,k_1045CFNijverheid_6,k_5052GHandel_7,k_55HHoreca_8,k_6064IVervoerEnCommunicatie_9,k_6567JFinancieleInstellingen_10,k_7074K1ZakDienstExclUitzendbranch_11,k_745K2Uitzendbranche_12,k_75LOpenbaarBestuur_13,k_80KOnderwijs_14,k_85NGezondheidsEnWelzijnszorg_15,k_90OCultuurEnOvDienstenIncl99_16,k_95PParticuliereHuishoudens_17,BedrijfstakSBIOnbekend_18,TotaalZelfstandigen_19,k_0105ABLandbouwEnVisserij_20,k_1045CFNijverheid_21,k_5052GHandel_22,k_55HHoreca_23,k_6064IVervoerEnCommunicatie_24,k_6567JFinancieleInstellingen_25,k_7074K1ZakDienstExclUitzendbranch_26,k_745K2Uitzendbranche_27,k_75LOpenbaarBestuur_28,k_80KOnderwijs_29,k_85NGezondheidsEnWelzijnszorg_30,k_90OCultuurEnOvDienstenIncl99_31,k_95PParticuliereHuishoudens_32,BedrijfstakSBIOnbekend_33
573,H03,H9,V,1998SJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,H03,H9,V,1999SJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,H03,H9,V,2000SJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,H04,00,0,1998SJ00,19030.0,10360.0,8670.0,8650.0,220.0,250.0,2970.0,770.0,250.0,40.0,520.0,1010.0,40.0,50.0,2200.0,330.0,0.0,,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
577,H04,00,0,1999SJ00,18760.0,8680.0,10080.0,10060.0,230.0,320.0,3290.0,970.0,350.0,60.0,630.0,1210.0,40.0,50.0,2370.0,470.0,0.0,70.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0
578,H04,00,0,2000SJ00,17790.0,7640.0,10140.0,10120.0,210.0,280.0,3310.0,920.0,360.0,60.0,720.0,900.0,40.0,100.0,2670.0,480.0,0.0,90.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0
579,H04,00,M,1998SJ00,3610.0,1940.0,1670.0,1660.0,50.0,60.0,470.0,130.0,120.0,10.0,120.0,250.0,10.0,20.0,330.0,100.0,0.0,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,H04,00,M,1999SJ00,3470.0,1580.0,1880.0,1880.0,50.0,70.0,520.0,170.0,150.0,20.0,140.0,270.0,10.0,20.0,300.0,160.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,H04,00,M,2000SJ00,3230.0,1370.0,1860.0,1850.0,40.0,50.0,530.0,170.0,150.0,10.0,160.0,180.0,10.0,20.0,340.0,170.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,H04,00,V,1998SJ00,15420.0,8420.0,7000.0,6990.0,180.0,200.0,2500.0,650.0,140.0,30.0,400.0,760.0,20.0,30.0,1870.0,220.0,0.0,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
583,H04,00,V,1999SJ00,15300.0,7100.0,8200.0,8180.0,180.0,250.0,2780.0,800.0,200.0,50.0,490.0,940.0,30.0,30.0,2070.0,310.0,0.0,60.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
584,H04,00,V,2000SJ00,14560.0,6270.0,8290.0,8270.0,170.0,230.0,2780.0,750.0,210.0,50.0,560.0,720.0,30.0,70.0,2320.0,300.0,0.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
585,H04,17,0,1998SJ00,920.0,540.0,380.0,380.0,20.0,20.0,200.0,30.0,0.0,0.0,20.0,30.0,0.0,0.0,30.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,H04,17,0,1999SJ00,1070.0,480.0,580.0,580.0,30.0,30.0,270.0,80.0,10.0,0.0,40.0,50.0,0.0,0.0,40.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,H04,17,0,2000SJ00,1170.0,510.0,660.0,660.0,40.0,30.0,330.0,70.0,20.0,0.0,40.0,40.0,0.0,0.0,70.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,H04,17,M,1998SJ00,90.0,50.0,40.0,40.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,H04,17,M,1999SJ00,110.0,60.0,50.0,50.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,H04,17,M,2000SJ00,140.0,70.0,70.0,70.0,10.0,0.0,30.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,H04,17,V,1998SJ00,830.0,490.0,340.0,340.0,20.0,20.0,180.0,30.0,0.0,0.0,10.0,30.0,0.0,0.0,30.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,H04,17,V,1999SJ00,960.0,430.0,530.0,530.0,30.0,20.0,260.0,70.0,10.0,0.0,40.0,40.0,0.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,H04,17,V,2000SJ00,1030.0,440.0,590.0,590.0,30.0,20.0,310.0,60.0,10.0,0.0,40.0,40.0,0.0,0.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,H04,18,0,1998SJ00,2380.0,1310.0,1070.0,1070.0,50.0,50.0,540.0,130.0,20.0,10.0,50.0,90.0,0.0,0.0,130.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,H04,18,0,1999SJ00,2310.0,1030.0,1280.0,1280.0,40.0,70.0,610.0,140.0,30.0,10.0,70.0,130.0,0.0,0.0,140.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,H04,18,0,2000SJ00,2350.0,1010.0,1340.0,1340.0,40.0,60.0,610.0,170.0,40.0,10.0,100.0,90.0,10.0,10.0,170.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,H04,18,M,1998SJ00,290.0,170.0,110.0,110.0,0.0,10.0,50.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,20.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,H04,18,M,1999SJ00,320.0,150.0,170.0,170.0,10.0,10.0,70.0,20.0,10.0,0.0,10.0,20.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,H04,18,M,2000SJ00,280.0,130.0,150.0,150.0,0.0,10.0,70.0,20.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,H04,18,V,1998SJ00,2090.0,1140.0,960.0,960.0,40.0,40.0,480.0,120.0,20.0,0.0,40.0,80.0,0.0,0.0,110.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,H04,18,V,1999SJ00,1990.0,880.0,1110.0,1110.0,30.0,60.0,540.0,120.0,20.0,10.0,60.0,110.0,0.0,0.0,130.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,H04,18,V,2000SJ00,2070.0,880.0,1190.0,1190.0,40.0,60.0,540.0,150.0,30.0,10.0,90.0,80.0,10.0,10.0,160.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,H04,19,0,1998SJ00,3300.0,1780.0,1520.0,1520.0,60.0,50.0,630.0,160.0,50.0,0.0,90.0,130.0,0.0,0.0,290.0,40.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,H04,19,0,1999SJ00,3220.0,1440.0,1790.0,1780.0,60.0,70.0,710.0,190.0,60.0,10.0,110.0,170.0,0.0,0.0,330.0,60.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,H04,19,0,2000SJ00,2860.0,1180.0,1680.0,1680.0,40.0,60.0,690.0,180.0,60.0,20.0,130.0,150.0,0.0,10.0,290.0,50.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,H04,19,M,1998SJ00,500.0,270.0,230.0,220.0,10.0,10.0,90.0,20.0,20.0,0.0,20.0,30.0,0.0,0.0,10.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,H04,19,M,1999SJ00,450.0,190.0,260.0,260.0,10.0,10.0,110.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,H04,19,M,2000SJ00,410.0,170.0,250.0,250.0,10.0,0.0,100.0,30.0,20.0,0.0,30.0,20.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,H04,19,V,1998SJ00,2800.0,1510.0,1290.0,1290.0,50.0,40.0,550.0,140.0,30.0,0.0,70.0,100.0,0.0,0.0,280.0,30.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,H04,19,V,1999SJ00,2770.0,1250.0,1530.0,1530.0,60.0,60.0,610.0,170.0,40.0,10.0,90.0,150.0,0.0,0.0,300.0,40.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,H04,19,V,2000SJ00,2450.0,1020.0,1430.0,1430.0,30.0,50.0,580.0,150.0,50.0,10.0,100.0,120.0,0.0,10.0,260.0,40.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,H04,20,0,1998SJ00,3520.0,1850.0,1670.0,1670.0,40.0,40.0,590.0,160.0,40.0,0.0,90.0,180.0,10.0,0.0,450.0,60.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,H04,20,0,1999SJ00,3520.0,1570.0,1950.0,1950.0,50.0,50.0,640.0,200.0,80.0,10.0,110.0,210.0,0.0,0.0,480.0,90.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,H04,20,0,2000SJ00,3310.0,1390.0,1920.0,1920.0,40.0,40.0,610.0,180.0,70.0,10.0,130.0,170.0,0.0,10.0,540.0,80.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,H04,20,M,1998SJ00,490.0,260.0,230.0,230.0,10.0,10.0,70.0,20.0,20.0,0.0,10.0,30.0,0.0,0.0,40.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,H04,20,M,1999SJ00,570.0,250.0,320.0,320.0,20.0,10.0,100.0,30.0,40.0,0.0,20.0,40.0,0.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,H04,20,M,2000SJ00,480.0,190.0,280.0,280.0,10.0,10.0,90.0,30.0,30.0,0.0,20.0,30.0,0.0,0.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,H04,20,V,1998SJ00,3030.0,1590.0,1440.0,1440.0,30.0,30.0,520.0,140.0,30.0,0.0,80.0,150.0,10.0,0.0,420.0,50.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,H04,20,V,1999SJ00,2960.0,1320.0,1640.0,1640.0,30.0,40.0,550.0,170.0,50.0,10.0,90.0,170.0,0.0,0.0,450.0,70.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,H04,20,V,2000SJ00,2840.0,1200.0,1640.0,1640.0,30.0,40.0,530.0,160.0,50.0,10.0,110.0,150.0,0.0,10.0,500.0,60.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,H04,21,0,1998SJ00,3170.0,1730.0,1440.0,1440.0,30.0,40.0,450.0,110.0,40.0,10.0,80.0,190.0,0.0,10.0,440.0,50.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,H04,21,0,1999SJ00,3180.0,1440.0,1730.0,1730.0,30.0,50.0,470.0,160.0,60.0,10.0,100.0,230.0,10.0,20.0,510.0,90.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,H04,21,0,2000SJ00,3010.0,1300.0,1710.0,1710.0,30.0,40.0,500.0,120.0,70.0,10.0,120.0,160.0,10.0,10.0,540.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,H04,21,M,1998SJ00,530.0,300.0,240.0,240.0,10.0,10.0,80.0,20.0,10.0,0.0,10.0,40.0,0.0,0.0,50.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,H04,21,M,1999SJ00,510.0,230.0,280.0,280.0,10.0,10.0,70.0,30.0,30.0,0.0,20.0,40.0,0.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,H04,21,M,2000SJ00,530.0,220.0,310.0,310.0,10.0,10.0,80.0,30.0,30.0,0.0,30.0,30.0,0.0,0.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,H04,21,V,1998SJ00,2640.0,1430.0,1210.0,1200.0,20.0,30.0,370.0,90.0,30.0,10.0,70.0,150.0,0.0,0.0,390.0,40.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,H04,21,V,1999SJ00,2660.0,1210.0,1450.0,1450.0,20.0,30.0,390.0,140.0,30.0,10.0,80.0,190.0,0.0,10.0,470.0,70.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,H04,21,V,2000SJ00,2490.0,1090.0,1400.0,1400.0,20.0,30.0,410.0,90.0,40.0,10.0,90.0,130.0,10.0,10.0,500.0,60.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,H04,22,0,1998SJ00,2250.0,1250.0,1000.0,1000.0,10.0,20.0,270.0,80.0,30.0,0.0,70.0,130.0,0.0,10.0,320.0,50.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,H04,22,0,1999SJ00,2170.0,1070.0,1110.0,1100.0,10.0,30.0,290.0,80.0,40.0,10.0,70.0,160.0,10.0,10.0,330.0,60.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,H04,22,0,2000SJ00,2110.0,910.0,1200.0,1200.0,10.0,20.0,270.0,100.0,40.0,10.0,80.0,120.0,10.0,20.0,450.0,80.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,H04,22,M,1998SJ00,470.0,260.0,210.0,210.0,0.0,0.0,50.0,20.0,20.0,0.0,20.0,30.0,0.0,0.0,40.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,H04,22,M,1999SJ00,430.0,200.0,230.0,230.0,0.0,10.0,60.0,20.0,10.0,0.0,10.0,40.0,0.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,H04,22,M,2000SJ00,440.0,190.0,260.0,260.0,0.0,10.0,60.0,30.0,20.0,0.0,20.0,30.0,0.0,10.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,H04,22,V,1998SJ00,1780.0,990.0,780.0,780.0,10.0,10.0,220.0,60.0,10.0,0.0,50.0,100.0,0.0,10.0,280.0,30.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,H04,22,V,1999SJ00,1740.0,870.0,880.0,870.0,10.0,20.0,230.0,70.0,20.0,10.0,60.0,120.0,10.0,10.0,290.0,40.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,H04,22,V,2000SJ00,1670.0,730.0,940.0,940.0,10.0,20.0,220.0,70.0,10.0,10.0,60.0,90.0,10.0,10.0,390.0,50.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,H04,23,0,1998SJ00,1400.0,740.0,660.0,660.0,10.0,10.0,150.0,50.0,20.0,10.0,60.0,100.0,10.0,10.0,210.0,40.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,H04,23,0,1999SJ00,1340.0,660.0,680.0,680.0,0.0,10.0,150.0,60.0,30.0,10.0,40.0,100.0,10.0,0.0,210.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,H04,23,0,2000SJ00,1160.0,540.0,620.0,620.0,10.0,10.0,130.0,50.0,20.0,0.0,50.0,70.0,0.0,10.0,220.0,40.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,H04,23,M,1998SJ00,400.0,200.0,200.0,200.0,0.0,0.0,40.0,10.0,10.0,0.0,20.0,30.0,0.0,0.0,50.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,H04,23,M,1999SJ00,340.0,160.0,180.0,180.0,0.0,0.0,30.0,30.0,10.0,0.0,20.0,30.0,0.0,0.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,H04,23,M,2000SJ00,290.0,140.0,160.0,160.0,0.0,0.0,40.0,10.0,10.0,0.0,10.0,20.0,0.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,H04,23,V,1998SJ00,1000.0,530.0,460.0,460.0,10.0,10.0,110.0,40.0,10.0,0.0,40.0,70.0,10.0,10.0,150.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,H04,23,V,1999SJ00,1000.0,500.0,500.0,500.0,0.0,10.0,120.0,40.0,10.0,10.0,30.0,70.0,0.0,0.0,180.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,H04,23,V,2000SJ00,870.0,400.0,470.0,470.0,0.0,10.0,100.0,30.0,10.0,0.0,40.0,60.0,0.0,10.0,180.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,H04,24,0,1998SJ00,830.0,470.0,360.0,360.0,0.0,10.0,60.0,30.0,20.0,0.0,30.0,60.0,0.0,0.0,120.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,H04,24,0,1999SJ00,770.0,390.0,380.0,380.0,0.0,10.0,70.0,30.0,20.0,0.0,30.0,60.0,10.0,0.0,110.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,H04,24,0,2000SJ00,690.0,290.0,390.0,390.0,0.0,10.0,80.0,30.0,20.0,0.0,20.0,40.0,0.0,10.0,140.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,H04,24,M,1998SJ00,310.0,170.0,140.0,130.0,0.0,0.0,30.0,10.0,10.0,0.0,10.0,20.0,0.0,0.0,30.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,H04,24,M,1999SJ00,270.0,120.0,150.0,150.0,0.0,10.0,20.0,10.0,10.0,0.0,10.0,20.0,0.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,H04,24,M,2000SJ00,210.0,90.0,120.0,120.0,0.0,0.0,30.0,10.0,10.0,0.0,10.0,20.0,0.0,0.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,H04,24,V,1998SJ00,530.0,300.0,220.0,220.0,0.0,0.0,40.0,20.0,10.0,0.0,20.0,40.0,0.0,0.0,90.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,H04,24,V,1999SJ00,500.0,270.0,240.0,230.0,0.0,0.0,50.0,20.0,10.0,0.0,20.0,40.0,0.0,0.0,70.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,H04,24,V,2000SJ00,480.0,210.0,270.0,270.0,0.0,0.0,60.0,20.0,10.0,0.0,20.0,20.0,0.0,10.0,110.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,H04,25,0,1998SJ00,430.0,240.0,190.0,190.0,0.0,0.0,30.0,10.0,10.0,0.0,20.0,30.0,0.0,0.0,70.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,H04,25,0,1999SJ00,460.0,240.0,220.0,220.0,0.0,0.0,30.0,20.0,10.0,0.0,10.0,40.0,0.0,0.0,90.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,H04,25,0,2000SJ00,420.0,190.0,240.0,230.0,0.0,0.0,40.0,10.0,10.0,0.0,30.0,30.0,0.0,0.0,80.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,H04,25,M,1998SJ00,160.0,80.0,90.0,90.0,0.0,0.0,20.0,10.0,10.0,0.0,10.0,20.0,0.0,0.0,20.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,H04,25,M,1999SJ00,180.0,100.0,80.0,80.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
