ID,Perioden,OutputBasisprijzen_1,IntermediairVerbruik_2,Totaal_3,ALandbouwBosbouwEnVisserij_4,BENijverheidGeenBouwEnEnergie_5,BDelfstoffenwinning_6,CIndustrie_7,DEnergievoorziening_8,EWaterbedrijvenEnAfvalbeheer_9,FBouwnijverheid_10,GIHandelVervoerEnHoreca_11,JInformatieEnCommunicatie_12,KFinancieleDienstverlening_13,LVerhuurEnHandelVanOnroerendGoed_14,MNZakelijkeDienstverlening_15,OQOverheidEnZorg_16,RUCultuurRecreatieOverigeDiensten_17,Saldo_18,ProductgebondenBelastingen_19,ProductgebondenSubsidies_20,VerschilToegerekendeEnAfgedragenBtw_21,BrutoBinnenlandsProduct_22,OutputBasisprijzen_23,IntermediairVerbruik_24,Totaal_25,ALandbouwBosbouwEnVisserij_26,BENijverheidGeenBouwEnEnergie_27,BDelfstoffenwinning_28,CIndustrie_29,DEnergievoorziening_30,EWaterbedrijvenEnAfvalbeheer_31,FBouwnijverheid_32,GIHandelVervoerEnHoreca_33,JInformatieEnCommunicatie_34,KFinancieleDienstverlening_35,LVerhuurEnHandelVanOnroerendGoed_36,MNZakelijkeDienstverlening_37,OQOverheidEnZorg_38,RUCultuurRecreatieOverigeDiensten_39,Saldo_40,ProductgebondenBelastingen_41,ProductgebondenSubsidies_42,VerschilToegerekendeEnAfgedragenBtw_43,BrutoBinnenlandsProduct_44,OutputBasisprijzen_45,IntermediairVerbruik_46,TotaalBrutoToegevoegdeWaarde_47,ALandbouwBosbouwEnVisserij_48,BENijverheidGeenBouwEnEnergie_49,BDelfstoffenwinning_50,CIndustrie_51,DEnergievoorziening_52,EWaterbedrijvenEnAfvalbeheer_53,FBouwnijverheid_54,GIHandelVervoerEnHoreca_55,JInformatieEnCommunicatie_56,KFinancieleDienstverlening_57,LVerhuurEnHandelVanOnroerendGoed_58,MNZakelijkeDienstverlening_59,OQOverheidEnZorg_60,RUCultuurRecreatieOverigeDiensten_61,Saldo_62,ProductgebondenBelastingen_63,ProductgebondenSubsidies_64,VerschilToegerekendeEnAfgedragenBtw_65,BrutoBinnenlandsProduct_66,OutputBasisprijzen_67,IntermediairVerbruik_68,TotaalBrutoToegevoegdeWaarde_69,ALandbouwBosbouwEnVisserij_70,BENijverheidGeenBouwEnEnergie_71,BDelfstoffenwinning_72,CIndustrie_73,DEnergievoorziening_74,EWaterbedrijvenEnAfvalbeheer_75,FBouwnijverheid_76,GIHandelVervoerEnHoreca_77,JInformatieEnCommunicatie_78,KFinancieleDienstverlening_79,LVerhuurEnHandelVanOnroerendGoed_80,MNZakelijkeDienstverlening_81,OQOverheidEnZorg_82,RUCultuurRecreatieOverigeDiensten_83,Saldo_84,ProductgebondenBelastingen_85,ProductgebondenSubsidies_86,VerschilToegerekendeEnAfgedragenBtw_87,BrutoBinnenlandsProduct_88,Totaal_89,Lonen_90,SocialePremiesTLVWerkgevers_91,Saldo_92,BelastingenOpProductieEnInvoer_93,Subsidies_94,Bruto_95,VerbruikVanVasteActiva_96,Netto_97,BrutoBinnenlandsProduct_98,Totaal_99,Lonen_100,SocialePremiesTLVWerkgevers_101,Saldo_102,BelastingenOpProductieEnInvoer_103,Subsidies_104,Bruto_105,VerbruikVanVasteActiva_106,Netto_107,BrutoBinnenlandsProduct_108,Totaal_109,Lonen_110,SocialePremiesTLVWerkgevers_111,Saldo_112,BelastingenOpProductieEnInvoer_113,Subsidies_114,Bruto_115,VerbruikVanVasteActiva_116,Netto_117,BrutoBinnenlandsProduct_118,Totaal_119,Lonen_120,SocialePremiesTLVWerkgevers_121,Saldo_122,BelastingenOpProductieEnInvoer_123,Subsidies_124,Bruto_125,VerbruikVanVasteActiva_126,Netto_127,BrutoBinnenlandsProduct_128,Totaal_129,Totaal_130,Huishoudens_131,Overheid_132,Totaal_133,BedrijvenEnHuishoudens_134,Overheid_135,VeranderingInVoorraden_136,Totaal_137,Goederen_138,Diensten_139,Totaal_140,Goederen_141,Diensten_142,BrutoBinnenlandsProduct_143,Totaal_144,Totaal_145,Huishoudens_146,Overheid_147,Totaal_148,BedrijvenEnHuishoudens_149,Overheid_150,VeranderingInVoorraden_151,Totaal_152,Goederen_153,Diensten_154,Totaal_155,Goederen_156,Diensten_157,BrutoBinnenlandsProduct_158,Totaal_159,Totaal_160,Huishoudens_161,Overheid_162,Totaal_163,BedrijvenEnHuishoudens_164,Overheid_165,VeranderingInVoorraden_166,Totaal_167,Goederen_168,Diensten_169,Totaal_170,Goederen_171,Diensten_172,BrutoBinnenlandsProduct_173,Totaal_174,Totaal_175,Huishoudens_176,Overheid_177,Totaal_178,BedrijvenEnHuishoudens_179,Overheid_180,VeranderingInVoorraden_181,Totaal_182,Goederen_183,Diensten_184,Totaal_185,Goederen_186,Diensten_187,BrutoBinnenlandsProduct_188
24,1993JJ00,532445.0,263027.0,269418.0,9128.0,57907.0,6860.0,45574.0,4067.0,1406.0,14892.0,54418.0,8343.0,15776.0,19778.0,27713.0,55022.0,6441.0,23667.0,30602.0,6935.0,525.0,293610.0,759754.0,381340.0,378098.0,8670.0,70543.0,20121.0,47526.0,5380.0,2176.0,28970.0,67993.0,8328.0,25657.0,24059.0,44156.0,91960.0,11081.0,43198.0,48410.0,3653.0,721.0,422566.0,0.9,0.4,1.3,3.5,-0.4,1.3,-0.7,0.3,-2.8,-2.3,0.7,1.5,5.6,3.2,2.1,1.9,1.7,0.0,0.8,3.2,,1.2,70.1,69.0,71.3,105.3,82.1,34.1,95.9,75.6,64.6,51.4,80.0,100.2,61.5,82.2,62.8,59.8,58.1,54.8,63.2,189.9,,69.5,154434.0,130643.0,23791.0,25507.0,33656.0,8149.0,113669.0,49295.0,64374.0,293610.0,,,,45091.0,52484.0,7081.0,,66170.0,,422566.0,,,,0.2,0.9,3.0,,3.0,,1.2,,,,56.6,64.1,115.1,,74.5,,69.5,274907.0,211360.0,145134.0,66226.0,65240.0,53784.0,11456.0,-1693.0,155089.0,121385.0,33704.0,136386.0,103780.0,32606.0,293610.0,390312.0,304839.0,202956.0,101754.0,88668.0,73624.0,15041.0,-2771.0,183954.0,138409.0,45995.0,154625.0,111177.0,43421.0,422566.0,-0.5,1.4,0.8,2.8,-1.2,-1.1,-1.8,,4.2,4.3,4.1,1.2,1.1,1.5,1.2,70.4,69.3,71.5,65.1,73.6,73.1,76.2,,84.3,87.7,73.3,88.2,93.3,75.1,69.5
25,1994JJ00,559991.0,277574.0,282417.0,9712.0,60056.0,6718.0,47550.0,4181.0,1607.0,15372.0,56741.0,8842.0,17880.0,21324.0,29753.0,56134.0,6603.0,24489.0,30812.0,6323.0,2003.0,308909.0,783959.0,394774.0,388900.0,8922.0,73218.0,19611.0,49931.0,5319.0,2344.0,29302.0,70748.0,8748.0,25209.0,25543.0,46715.0,91753.0,11102.0,45206.0,49957.0,3588.0,736.0,435242.0,3.2,3.5,2.9,2.9,3.8,-2.5,5.1,-1.1,7.8,1.1,4.1,5.0,-1.7,6.2,5.8,-0.2,0.2,4.6,3.2,-1.8,,3.0,71.4,70.3,72.6,108.9,82.0,34.3,95.2,78.6,68.5,52.5,80.2,101.1,70.9,83.5,63.7,61.2,59.5,54.2,61.7,176.2,,71.0,158649.0,134542.0,24107.0,26425.0,34018.0,7593.0,123835.0,50824.0,73011.0,308909.0,,,,47173.0,54173.0,6998.0,,67723.0,,435242.0,,,,4.6,3.2,-1.2,,2.3,,3.0,,,,56.0,62.8,108.5,,75.0,,71.0,288888.0,221326.0,151859.0,69467.0,66891.0,55081.0,11810.0,671.0,169238.0,133170.0,36068.0,149217.0,114242.0,34975.0,308909.0,401920.0,311688.0,207067.0,104534.0,90221.0,74777.0,15436.0,232.0,199928.0,151842.0,48296.0,169177.0,123023.0,45788.0,435242.0,3.0,2.2,2.0,2.7,1.8,1.6,2.6,,8.7,9.7,5.0,9.4,10.7,5.4,3.0,71.9,71.0,73.3,66.5,74.1,73.7,76.5,,84.6,87.7,74.7,88.2,92.9,76.4,71.0
26,1995JJ00,588983.0,294109.0,294874.0,9979.0,63900.0,7147.0,50636.0,4384.0,1733.0,15660.0,57828.0,9457.0,20303.0,21054.0,32463.0,57359.0,6871.0,28947.0,32739.0,3792.0,1520.0,325341.0,810563.0,409950.0,400377.0,9185.0,75686.0,19415.0,51965.0,5364.0,2518.0,28961.0,72701.0,9361.0,26313.0,26765.0,50407.0,91271.0,11367.0,47314.0,51526.0,3490.0,754.0,448664.0,3.4,3.8,3.0,2.9,3.4,-1.0,4.1,0.8,7.4,-1.2,2.8,7.0,4.4,4.8,7.9,-0.5,2.4,4.7,3.1,-2.8,,3.1,72.7,71.7,73.6,108.6,84.4,36.8,97.4,81.7,68.8,54.1,79.5,101.0,77.2,78.7,64.4,62.8,60.4,61.2,63.5,108.7,,72.5,164700.0,138455.0,26245.0,30658.0,35959.0,5301.0,129983.0,52469.0,77514.0,325341.0,,,,49051.0,55837.0,6992.0,,69246.0,,448664.0,,,,4.0,3.1,-0.1,,2.2,,3.1,,,,62.5,64.4,75.8,,75.8,,72.5,303068.0,231972.0,159182.0,72790.0,70136.0,58180.0,11956.0,960.0,187432.0,149960.0,37472.0,165159.0,127590.0,37569.0,325341.0,413732.0,319718.0,212728.0,106866.0,93704.0,78178.0,15537.0,466.0,219673.0,169213.0,50278.0,186952.0,137473.0,48745.0,448664.0,2.9,2.6,2.7,2.2,3.9,4.5,0.7,,9.9,11.4,4.1,10.5,11.7,6.5,3.1,73.3,72.6,74.8,68.1,74.8,74.4,77.0,,85.3,88.6,74.5,88.3,92.8,77.1,72.5
27,1996JJ00,625178.0,317563.0,307615.0,9651.0,66154.0,8507.0,51010.0,4726.0,1911.0,15949.0,60149.0,10456.0,21079.0,22477.0,36457.0,58127.0,7116.0,31901.0,35077.0,3176.0,1448.0,340964.0,848416.0,434897.0,413421.0,8748.0,78698.0,22069.0,53178.0,5683.0,2697.0,28247.0,75887.0,9978.0,28019.0,27135.0,55156.0,91437.0,11364.0,50254.0,53484.0,2979.0,853.0,464667.0,4.7,6.1,3.3,-4.8,4.0,13.7,2.3,6.0,7.1,-2.5,4.4,6.6,6.5,1.4,9.4,0.2,0.0,6.2,3.8,-14.6,,3.6,73.7,73.0,74.4,110.3,84.1,38.5,95.9,83.2,70.9,56.5,79.3,104.8,75.2,82.8,66.1,63.6,62.6,63.5,65.6,106.6,,73.4,171076.0,143731.0,27345.0,32990.0,38374.0,5384.0,136898.0,54545.0,82353.0,340964.0,,,,51018.0,57996.0,7204.0,,71141.0,,464667.0,,,,4.0,3.9,3.0,,2.7,,3.6,,,,64.7,66.2,74.7,,76.7,,73.4,319952.0,242459.0,169612.0,72847.0,75223.0,62195.0,13028.0,2270.0,196551.0,156285.0,40266.0,175539.0,135047.0,40492.0,340964.0,431314.0,329676.0,223266.0,105897.0,99464.0,82693.0,16772.0,2164.0,228851.0,175014.0,53887.0,197259.0,144738.0,51811.0,464667.0,4.2,3.1,5.0,-0.9,6.1,5.8,8.0,,4.2,3.4,7.2,5.5,5.3,6.3,3.6,74.2,73.5,76.0,68.8,75.6,75.2,77.7,,85.9,89.3,74.7,89.0,93.3,78.2,73.4
28,1997JJ00,673217.0,344740.0,328477.0,10672.0,67714.0,8223.0,52808.0,4580.0,2103.0,16697.0,65970.0,12369.0,22011.0,24546.0,39926.0,60757.0,7815.0,35220.0,38333.0,3113.0,1264.0,364961.0,895049.0,463785.0,431254.0,9384.0,78920.0,19724.0,54414.0,5462.0,2824.0,28663.0,80780.0,11774.0,30089.0,28035.0,58879.0,93426.0,11931.0,52477.0,55575.0,2941.0,842.0,484647.0,5.5,6.6,4.3,7.3,0.3,-10.6,2.3,-3.9,4.7,1.5,6.4,18.0,7.4,3.3,6.8,2.2,5.0,4.4,3.9,-1.3,,4.3,75.2,74.3,76.2,113.7,85.8,41.7,97.0,83.9,74.5,58.3,81.7,105.0,73.2,87.6,67.8,65.0,65.5,67.1,69.0,105.8,,75.3,180613.0,152989.0,27624.0,35785.0,41628.0,5843.0,148563.0,56842.0,91721.0,364961.0,,,,52382.0,60050.0,7843.0,,73635.0,,484647.0,,,,2.7,3.5,8.9,,3.5,,4.3,,,,68.3,69.3,74.5,,77.2,,75.3,341310.0,256837.0,180577.0,76260.0,81382.0,68217.0,13165.0,3091.0,221464.0,174871.0,46593.0,197813.0,150703.0,47110.0,364961.0,451383.0,341719.0,232175.0,108934.0,106359.0,89467.0,16927.0,3156.0,251103.0,190667.0,60757.0,218990.0,159078.0,59436.0,484647.0,4.7,3.7,4.0,2.9,6.9,8.2,0.9,,9.7,8.9,12.7,11.0,9.9,14.7,4.3,75.6,75.2,77.8,70.0,76.5,76.2,77.8,,88.2,91.7,76.7,90.3,94.7,79.3,75.3
29,1998JJ00,716022.0,366113.0,349909.0,9778.0,70289.0,7474.0,55690.0,4981.0,2144.0,17856.0,72368.0,14433.0,22842.0,26642.0,43620.0,63736.0,8345.0,37896.0,40938.0,3042.0,1510.0,389315.0,945091.0,494772.0,450430.0,8928.0,81011.0,18983.0,56417.0,5705.0,2763.0,29652.0,86491.0,14017.0,32496.0,28507.0,62159.0,95113.0,12297.0,55323.0,58312.0,2921.0,842.0,506579.0,5.6,6.7,4.4,-4.9,2.6,-3.8,3.7,4.5,-2.1,3.4,7.1,19.0,8.0,1.7,5.6,1.8,3.1,5.4,4.9,-0.7,,4.5,75.8,74.0,77.7,109.5,86.8,39.4,98.7,87.3,77.6,60.2,83.7,103.0,70.3,93.5,70.2,67.0,67.9,68.5,70.2,104.2,,76.9,193708.0,154596.0,39112.0,37867.0,44381.0,6514.0,157740.0,60092.0,97648.0,389315.0,,,,54305.0,63003.0,8826.0,,76963.0,,506579.0,,,,3.7,4.9,12.5,,4.5,,4.5,,,,69.7,70.4,73.8,,78.1,,76.9,365474.0,275037.0,194419.0,80618.0,87457.0,73680.0,13777.0,2980.0,232555.0,182786.0,49769.0,208714.0,156867.0,51847.0,389315.0,475547.0,359069.0,245334.0,112941.0,113316.0,95759.0,17602.0,3000.0,267968.0,204363.0,63773.0,237401.0,172152.0,64790.0,506579.0,5.4,5.1,5.7,3.7,6.5,7.0,4.0,,6.7,7.2,5.0,8.4,8.2,9.0,4.5,76.9,76.6,79.2,71.4,77.2,76.9,78.3,,86.8,89.4,78.0,87.9,91.1,80.0,76.9
30,1999JJ00,764029.0,392224.0,371805.0,9443.0,71193.0,6453.0,57490.0,4846.0,2404.0,19892.0,77668.0,16381.0,24786.0,28110.0,48152.0,67269.0,8911.0,41813.0,45158.0,3345.0,1220.0,414838.0,995314.0,522718.0,472791.0,9527.0,83643.0,17987.0,59185.0,5372.0,3066.0,31510.0,91287.0,16540.0,35065.0,28759.0,66784.0,96726.0,12788.0,58454.0,61723.0,3161.0,926.0,532170.0,5.3,5.6,5.0,6.7,3.2,-5.2,4.9,-5.8,11.0,6.3,5.5,18.0,7.9,0.9,7.4,1.7,4.0,5.7,5.9,8.2,,5.1,76.8,75.0,78.6,99.1,85.1,35.9,97.1,90.2,78.4,63.1,85.1,99.0,70.7,97.7,72.1,69.5,69.7,71.5,73.2,105.8,,78.0,208602.0,166229.0,42373.0,41591.0,49023.0,7432.0,164645.0,64307.0,100338.0,414838.0,,,,57327.0,66855.0,9649.0,,81009.0,,532170.0,,,,5.6,6.1,9.3,,5.3,,5.1,,,,72.6,73.3,77.0,,79.4,,78.0,392667.0,293851.0,208979.0,84872.0,97250.0,81598.0,15652.0,1566.0,249900.0,194580.0,55320.0,227729.0,169119.0,58610.0,414838.0,501773.0,376313.0,259720.0,115474.0,124120.0,104414.0,19748.0,1223.0,291726.0,222182.0,69771.0,261409.0,188984.0,71999.0,532170.0,5.5,4.8,5.9,2.2,9.5,9.0,12.2,,8.9,8.7,9.4,10.1,9.8,11.1,5.1,78.3,78.1,80.5,73.5,78.4,78.1,79.3,,85.7,87.6,79.3,87.1,89.5,81.4,78.0
31,2000JJ00,840047.0,438055.0,401992.0,10037.0,77510.0,9080.0,61308.0,4506.0,2616.0,21794.0,84062.0,18335.0,26235.0,30470.0,52303.0,71669.0,9577.0,44798.0,48128.0,3330.0,1271.0,448061.0,1042953.0,549963.0,493296.0,9625.0,87640.0,16658.0,62897.0,5487.0,3282.0,32480.0,97129.0,19301.0,35760.0,29107.0,69636.0,98323.0,13234.0,60541.0,63795.0,3182.0,900.0,554727.0,4.8,5.2,4.3,1.0,4.8,-7.4,6.3,2.1,7.0,3.1,6.4,16.7,2.0,1.2,4.3,1.7,3.5,3.6,3.4,0.7,,4.2,80.5,79.7,81.5,104.3,88.4,54.5,97.5,82.1,79.7,67.1,86.5,95.0,73.4,104.7,75.1,72.9,72.4,74.0,75.4,104.6,,80.8,225800.0,178225.0,47575.0,44851.0,52280.0,7429.0,177410.0,70031.0,107379.0,448061.0,,,,59278.0,69122.0,9968.0,,85222.0,,554727.0,,,,3.4,3.4,3.3,,5.2,,4.2,,,,75.7,75.6,74.5,,82.2,,80.8,418785.0,315550.0,223978.0,91572.0,102708.0,85888.0,16820.0,527.0,297929.0,237003.0,60926.0,268653.0,203270.0,65383.0,448061.0,516784.0,390157.0,269435.0,119547.0,126506.0,105985.0,20557.0,22.0,328862.0,254674.0,74004.0,291225.0,212897.0,77621.0,554727.0,3.0,3.7,3.7,3.5,1.9,1.5,4.1,,12.7,14.6,6.1,11.4,12.7,7.8,4.2,81.0,80.9,83.1,76.6,81.2,81.0,81.8,,90.6,93.1,82.3,92.2,95.5,84.2,80.8
32,2001JJ00,889272.0,464668.0,424604.0,10342.0,81963.0,11605.0,63228.0,4310.0,2820.0,23612.0,88381.0,20450.0,28838.0,25120.0,57510.0,78075.0,10313.0,49991.0,53178.0,3187.0,2101.0,476696.0,1065863.0,562587.0,503601.0,9099.0,89107.0,17437.0,63618.0,5652.0,3324.0,32654.0,97709.0,21360.0,35848.0,29460.0,72496.0,101426.0,13554.0,62171.0,65522.0,3275.0,839.0,566511.0,2.2,2.3,2.1,-5.5,1.7,4.7,1.1,3.0,1.3,0.5,0.6,10.7,0.2,1.2,4.1,3.2,2.4,2.7,2.7,2.9,,2.1,83.4,82.6,84.3,113.7,92.0,66.6,99.4,76.3,84.8,72.3,90.5,95.7,80.4,85.3,79.3,77.0,76.1,80.4,81.2,97.3,,84.1,238391.0,190976.0,47415.0,49981.0,57764.0,7783.0,188324.0,75517.0,112807.0,476696.0,,,,60681.0,71284.0,10738.0,,88910.0,,566511.0,,,,2.4,3.1,7.7,,4.3,,2.1,,,,82.4,81.0,72.5,,84.9,,84.1,444946.0,336117.0,236585.0,99532.0,107026.0,88420.0,18606.0,1803.0,304244.0,239991.0,64253.0,272494.0,202625.0,69869.0,476696.0,529845.0,400874.0,275032.0,124788.0,127290.0,105404.0,21911.0,1524.0,333605.0,257548.0,75975.0,297039.0,215640.0,80878.0,566511.0,2.5,2.7,2.1,4.4,0.6,-0.5,6.6,,1.4,1.1,2.7,2.0,1.3,4.2,2.1,84.0,83.8,86.0,79.8,84.1,83.9,84.9,,91.2,93.2,84.6,91.7,94.0,86.4,84.1
33,2002JJ00,909727.0,468139.0,441588.0,10000.0,80842.0,10512.0,62719.0,4660.0,2951.0,24812.0,92431.0,22026.0,30147.0,26770.0,57570.0,86002.0,10988.0,50421.0,53971.0,3550.0,2492.0,494501.0,1062880.0,559111.0,504054.0,9162.0,88733.0,17395.0,63097.0,5726.0,3495.0,31935.0,96011.0,22337.0,37002.0,29493.0,69826.0,105103.0,13693.0,62369.0,65558.0,3141.0,820.0,567098.0,-0.3,-0.6,0.1,0.7,-0.4,-0.2,-0.8,1.3,5.1,-2.2,-1.7,4.6,3.2,0.1,-3.7,3.6,1.0,0.3,0.1,-4.1,,0.1,85.6,83.7,87.6,109.1,91.1,60.4,99.4,81.4,84.4,77.7,96.3,98.6,81.5,90.8,82.4,81.8,80.2,80.8,82.3,113.0,,87.2,250067.0,198430.0,51637.0,50558.0,58760.0,8202.0,193876.0,80232.0,113644.0,494501.0,,,,61044.0,71442.0,10503.0,,91727.0,,567098.0,,,,0.6,0.2,-2.2,,3.2,,0.1,,,,82.8,82.2,78.1,,87.5,,87.2,460919.0,355925.0,246821.0,109104.0,105570.0,85071.0,20499.0,-576.0,300413.0,234447.0,65966.0,266831.0,194164.0,72667.0,494501.0,529824.0,409321.0,278163.0,130291.0,121545.0,98013.0,23523.0,-1099.0,335417.0,259431.0,75853.0,298281.0,216042.0,81760.0,567098.0,0.0,2.1,1.1,4.4,-4.5,-7.0,7.4,,0.5,0.7,-0.2,0.4,0.2,1.1,0.1,87.0,87.0,88.7,83.7,86.9,86.8,87.1,,89.6,90.4,87.0,89.5,89.9,88.9,87.2
34,2003JJ00,922895.0,469995.0,452900.0,10140.0,81667.0,11010.0,62651.0,4882.0,3124.0,24976.0,91830.0,23398.0,31251.0,29302.0,57452.0,91633.0,11251.0,51827.0,55503.0,3676.0,1944.0,506671.0,1059951.0,554382.0,505713.0,9403.0,88461.0,17256.0,62793.0,5825.0,3564.0,30577.0,97177.0,23284.0,37230.0,29327.0,67708.0,107997.0,13416.0,62394.0,65614.0,3164.0,798.0,568708.0,-0.3,-0.8,0.3,2.6,-0.3,-0.8,-0.5,1.7,2.0,-4.3,1.2,4.2,0.6,-0.6,-3.0,2.8,-2.0,0.0,0.1,0.7,,0.3,87.1,84.8,89.6,107.8,92.3,63.8,99.8,83.8,87.7,81.7,94.5,100.5,83.9,99.9,84.9,84.8,83.9,83.1,84.6,116.2,,89.1,256910.0,202614.0,54296.0,52164.0,60326.0,8162.0,197597.0,83414.0,114183.0,506671.0,,,,61209.0,71369.0,10250.0,,93745.0,,568708.0,,,,0.3,-0.1,-2.4,,2.2,,0.3,,,,85.2,84.5,79.6,,89.0,,89.1,472400.0,366956.0,251045.0,115911.0,105763.0,84413.0,21350.0,-319.0,302530.0,237033.0,65497.0,268259.0,195243.0,73016.0,506671.0,531253.0,412439.0,277541.0,134188.0,119645.0,95590.0,24043.0,-895.0,340794.0,266221.0,74335.0,303485.0,222472.0,80496.0,568708.0,0.3,0.8,-0.2,3.0,-1.6,-2.5,2.2,,1.6,2.6,-2.0,1.7,3.0,-1.5,0.3,88.9,89.0,90.5,86.4,88.4,88.3,88.8,,88.8,89.0,88.1,88.4,87.8,90.7,89.1
35,2004JJ00,956562.0,489023.0,467539.0,9425.0,84927.0,11698.0,65555.0,4567.0,3107.0,25306.0,95030.0,23800.0,32364.0,31638.0,58969.0,94491.0,11589.0,54611.0,58127.0,3516.0,1789.0,523939.0,1081447.0,565220.0,516352.0,9910.0,92476.0,18835.0,65533.0,5912.0,3442.0,30171.0,100771.0,23557.0,38542.0,29583.0,67473.0,108897.0,13434.0,63068.0,66277.0,3165.0,880.0,580257.0,2.0,2.0,2.1,5.4,4.5,9.1,4.4,1.5,-3.4,-1.3,3.7,1.2,3.5,0.9,-0.3,0.8,0.1,1.1,1.0,0.0,,2.0,88.5,86.5,90.5,95.1,91.8,62.1,100.0,77.3,90.3,83.9,94.3,101.0,84.0,106.9,87.4,86.8,86.3,86.6,87.7,111.1,,90.3,260672.0,204707.0,55965.0,54602.0,63152.0,8550.0,208665.0,85731.0,122934.0,523939.0,,,,61534.0,72133.0,10714.0,,95059.0,,580257.0,,,,0.5,1.1,4.5,,1.4,,2.0,,,,88.7,87.5,79.8,,90.2,,90.3,482425.0,374059.0,256409.0,117650.0,107466.0,87105.0,20361.0,900.0,332889.0,263897.0,68992.0,291375.0,215851.0,75524.0,523939.0,533930.0,413562.0,279158.0,133651.0,119834.0,97060.0,22770.0,455.0,371139.0,294102.0,76735.0,325014.0,242764.0,81843.0,580257.0,0.5,0.3,0.6,-0.4,0.2,1.5,-5.3,,8.9,10.5,3.2,7.1,9.1,1.7,2.0,90.4,90.4,91.9,88.0,89.7,89.7,89.4,,89.7,89.7,89.9,89.6,88.9,92.3,90.3
36,2005JJ00,1005072.0,518669.0,486403.0,9766.0,89794.0,12858.0,68480.0,5345.0,3111.0,26719.0,98080.0,24723.0,32843.0,32737.0,62398.0,97425.0,11918.0,57145.0,60771.0,3626.0,2061.0,545609.0,1107438.0,579966.0,527651.0,9923.0,93827.0,15671.0,67677.0,7298.0,3432.0,31424.0,103461.0,24607.0,39137.0,29956.0,69843.0,110199.0,13701.0,64100.0,67262.0,3138.0,975.0,592793.0,2.4,2.6,2.2,0.1,1.5,-16.8,3.3,23.5,-0.3,4.2,2.7,4.5,1.5,1.3,3.5,1.2,2.0,1.6,1.5,-0.9,,2.2,90.8,89.4,92.2,98.4,95.7,82.1,101.2,73.2,90.6,85.0,94.8,100.5,83.9,109.3,89.3,88.4,87.0,89.1,90.3,115.5,,92.0,264776.0,208631.0,56145.0,58057.0,66176.0,8119.0,222776.0,88769.0,134007.0,545609.0,,,,63505.0,73416.0,9929.0,,96993.0,,592793.0,,,,3.2,1.8,-7.3,,2.0,,2.2,,,,91.4,90.1,81.8,,91.5,,92.0,498254.0,384184.0,262462.0,121722.0,112372.0,92025.0,20347.0,1698.0,363466.0,290071.0,73395.0,316111.0,236284.0,79827.0,545609.0,542990.0,418105.0,281557.0,135816.0,123554.0,100976.0,22571.0,1261.0,391969.0,311675.0,79976.0,342359.0,257058.0,84921.0,592793.0,1.7,1.1,0.9,1.6,3.1,4.0,-0.9,,5.6,6.0,4.2,5.3,5.9,3.8,2.2,91.8,91.9,93.2,89.6,90.9,91.1,90.1,,92.7,93.1,91.8,92.3,91.9,94.0,92.0
37,2006JJ00,1065771.0,549785.0,515986.0,10902.0,95760.0,16271.0,70258.0,5951.0,3280.0,28677.0,103066.0,26186.0,31798.0,38055.0,67851.0,101278.0,12413.0,61596.0,65298.0,3702.0,1630.0,579212.0,1147575.0,601565.0,546213.0,9933.0,95034.0,15308.0,69006.0,7308.0,3543.0,32452.0,108727.0,26212.0,42095.0,30350.0,73790.0,111976.0,14226.0,66295.0,69495.0,3190.0,1037.0,613651.0,3.6,3.7,3.5,0.1,1.3,-2.3,2.0,0.1,3.2,3.3,5.1,6.5,7.6,1.3,5.7,1.6,3.8,3.4,3.3,1.7,,3.5,92.9,91.4,94.5,109.8,100.8,106.3,101.8,81.4,92.6,88.4,94.8,99.9,75.5,125.4,92.0,90.4,87.3,92.9,94.0,116.0,,94.4,274119.0,218250.0,55869.0,62296.0,70756.0,8460.0,242797.0,92292.0,150505.0,579212.0,,,,65444.0,75704.0,10285.0,,98781.0,,613651.0,,,,3.1,3.1,3.6,,1.8,,3.5,,,,95.2,93.5,82.3,,93.4,,94.4,528635.0,404033.0,268541.0,135492.0,123170.0,100426.0,22744.0,1432.0,401272.0,324943.0,76329.0,350695.0,267349.0,83346.0,579212.0,562865.0,429495.0,280586.0,148504.0,132463.0,107716.0,24745.0,870.0,419472.0,337466.0,81610.0,368939.0,281425.0,87202.0,613651.0,3.7,2.7,-0.3,9.3,7.2,6.7,9.6,,7.0,8.3,2.0,7.8,9.5,2.7,3.5,93.9,94.1,95.7,91.2,93.0,93.2,91.9,,95.7,96.3,93.5,95.1,95.0,95.6,94.4
