ID,Sources,Periods,Total_1,UrbanRoads_2,RuralRoads_3,Motorways_4,Total_5,UrbanRoads_6,RuralRoads_7,Motorways_8,Total_9,UrbanRoads_10,RuralRoads_11,Motorways_12,Total_13,UrbanRoads_14,RuralRoads_15,Motorways_16,Total_17,UrbanRoads_18,RuralRoads_19,Motorways_20,Total_21,UrbanRoads_22,RuralRoads_23,Motorways_24,Total_25,UrbanRoads_26,RuralRoads_27,Motorways_28,Total_29,UrbanRoads_30,RuralRoads_31,Motorways_32,Total_33,UrbanRoads_34,RuralRoads_35,Motorways_36,Total_37,UrbanRoads_38,RuralRoads_39,Motorways_40,Total_41,UrbanRoads_42,RuralRoads_43,Motorways_44,Total_45,UrbanRoads_46,RuralRoads_47,Motorways_48,Total_49,UrbanRoads_50,RuralRoads_51,Motorways_52,Total_53,UrbanRoads_54,RuralRoads_55,Motorways_56,Total_57,UrbanRoads_58,RuralRoads_59,Motorways_60,Total_61,UrbanRoads_62,RuralRoads_63,Motorways_64,Total_65,UrbanRoads_66,RuralRoads_67,Motorways_68
841,BaLPG,1992JJ00,2.2,1.5,0.5,0.2,0.95,0.56,0.25,0.14,0.94,0.55,0.25,0.14,1.47,0.62,0.38,0.48,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,52,21,20.0,0.0,0.0,0.0,0.0,0.03,0.02,0.01,0.0,4.8,6.7,3.9,2.0,2.04,2.49,1.89,1.29,3.2,2.8,2.8,4.4,0.014,0.016,0.01,0.013,0.0,0.0,0.0,0.0,202,237,158,183.0,0.007,0.01,0.005,0.003,0.061,0.075,0.057,0.039
842,BaLPG,1993JJ00,2.4,1.5,0.7,0.3,0.88,0.5,0.24,0.15,0.87,0.49,0.24,0.15,1.45,0.57,0.37,0.51,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,50,22,23.0,0.0,0.0,0.0,0.0,0.03,0.01,0.01,0.0,5.1,6.9,4.9,2.3,1.84,2.31,1.72,1.18,3.1,2.7,2.7,4.1,0.013,0.015,0.009,0.012,0.0,0.0,0.0,0.0,199,236,157,182.0,0.008,0.012,0.006,0.004,0.055,0.069,0.052,0.035
843,BaLPG,1994JJ00,2.5,1.3,0.8,0.4,0.76,0.41,0.21,0.15,0.75,0.4,0.21,0.14,1.32,0.48,0.34,0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,45,21,25.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,5.4,7.1,5.9,2.7,1.65,2.13,1.56,1.08,2.9,2.6,2.6,3.8,0.012,0.015,0.009,0.012,0.0,0.0,0.0,0.0,199,239,159,184.0,0.01,0.015,0.007,0.005,0.05,0.064,0.047,0.032
844,BaLPG,1995JJ00,2.4,1.2,0.9,0.4,0.64,0.32,0.18,0.14,0.63,0.32,0.18,0.14,1.19,0.4,0.31,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,39,20,26.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,5.7,7.2,6.7,2.9,1.48,1.96,1.4,0.98,2.8,2.4,2.4,3.4,0.011,0.014,0.008,0.011,0.0,0.0,0.0,0.0,199,241,161,185.0,0.011,0.017,0.008,0.006,0.044,0.059,0.042,0.029
845,BaLPG,1996JJ00,2.5,1.1,1.0,0.5,0.54,0.26,0.15,0.13,0.54,0.25,0.15,0.13,1.06,0.33,0.28,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,35,20,28.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,5.9,7.2,7.6,3.2,1.27,1.75,1.22,0.86,2.5,2.3,2.2,3.0,0.01,0.013,0.008,0.01,0.0,0.0,0.0,0.0,199,243,162,187.0,0.011,0.018,0.009,0.006,0.038,0.052,0.037,0.026
846,BaLPG,1997JJ00,2.6,1.0,1.1,0.6,0.46,0.2,0.13,0.12,0.45,0.2,0.13,0.12,0.95,0.27,0.26,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,32,21,31.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,6.1,7.2,8.5,3.4,1.06,1.52,1.02,0.72,2.2,2.1,2.0,2.6,0.009,0.012,0.007,0.009,0.0,0.0,0.0,0.0,199,246,164,189.0,0.011,0.019,0.009,0.006,0.032,0.046,0.031,0.022
847,BaLPG,1998JJ00,2.7,0.9,1.2,0.6,0.39,0.16,0.11,0.11,0.38,0.16,0.11,0.11,0.85,0.22,0.24,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,29,22,35.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,6.3,7.2,9.2,3.6,0.87,1.32,0.85,0.6,2.0,1.9,1.8,2.2,0.009,0.011,0.007,0.008,0.0,0.0,0.0,0.0,199,249,166,191.0,0.01,0.019,0.008,0.005,0.026,0.04,0.025,0.018
848,BaLPG,1999JJ00,2.8,0.8,1.3,0.7,0.33,0.13,0.1,0.1,0.32,0.12,0.1,0.1,0.78,0.18,0.22,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,26,23,39.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,6.4,7.1,9.7,3.7,0.73,1.17,0.72,0.5,1.7,1.7,1.6,1.9,0.008,0.01,0.007,0.007,0.0,0.0,0.0,0.0,199,251,167,193.0,0.009,0.019,0.008,0.005,0.022,0.035,0.022,0.015
849,BaLPG,2000JJ00,2.8,0.6,1.4,0.8,0.29,0.1,0.09,0.1,0.28,0.09,0.09,0.1,0.71,0.14,0.21,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,21,22,40.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,6.2,6.9,9.6,3.7,0.61,1.05,0.62,0.43,1.6,1.5,1.5,1.6,0.007,0.01,0.006,0.007,0.0,0.0,0.0,0.0,182,233,155,179.0,0.009,0.02,0.008,0.005,0.018,0.032,0.019,0.013
850,BaLPG,2001JJ00,2.6,0.6,1.3,0.8,0.25,0.09,0.08,0.08,0.24,0.09,0.08,0.08,0.62,0.12,0.18,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,21,22,39.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,5.8,6.5,9.1,3.5,0.55,0.96,0.55,0.37,1.4,1.4,1.3,1.4,0.007,0.009,0.006,0.007,0.0,0.0,0.0,0.0,182,233,155,179.0,0.008,0.019,0.007,0.004,0.016,0.029,0.017,0.011
851,BaLPG,2002JJ00,2.3,0.5,1.1,0.7,0.24,0.09,0.08,0.08,0.23,0.08,0.07,0.07,0.57,0.11,0.17,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,19,20,36.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,5.6,6.3,8.6,3.4,0.56,0.97,0.57,0.38,1.4,1.4,1.3,1.4,0.007,0.009,0.006,0.007,0.0,0.0,0.0,0.0,183,233,155,179.0,0.008,0.018,0.007,0.004,0.017,0.029,0.017,0.011
852,BaLPG,2003JJ00,2.1,0.5,1.0,0.6,0.21,0.08,0.07,0.07,0.21,0.07,0.07,0.07,0.51,0.1,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,18,19,32.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,5.5,6.2,8.4,3.3,0.54,0.95,0.55,0.37,1.4,1.3,1.3,1.4,0.007,0.009,0.006,0.007,0.0,0.0,0.0,0.0,183,233,155,179.0,0.007,0.018,0.007,0.004,0.016,0.028,0.017,0.011
853,BaLPG,2004JJ00,1.9,0.4,0.9,0.5,0.19,0.07,0.06,0.06,0.19,0.07,0.06,0.06,0.46,0.1,0.14,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,17,18,30.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,5.2,5.9,7.9,3.1,0.53,0.92,0.53,0.35,1.3,1.3,1.2,1.4,0.007,0.009,0.006,0.007,0.0,0.0,0.0,0.0,183,233,155,179.0,0.007,0.017,0.006,0.003,0.016,0.028,0.016,0.011
854,BaLPG,2005JJ00,1.6,0.4,0.8,0.4,0.17,0.06,0.05,0.05,0.16,0.06,0.05,0.05,0.4,0.08,0.12,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,15,15,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.8,7.6,3.0,0.53,0.92,0.54,0.36,1.3,1.3,1.2,1.4,0.007,0.009,0.005,0.007,0.0,0.0,0.0,0.0,183,233,155,179.0,0.007,0.016,0.006,0.003,0.016,0.028,0.016,0.011
855,BaLPG,2006JJ00,1.3,0.3,0.6,0.4,0.14,0.05,0.05,0.04,0.14,0.05,0.04,0.04,0.34,0.07,0.1,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,13,14,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,5.6,7.3,2.9,0.51,0.88,0.51,0.34,1.2,1.2,1.2,1.3,0.007,0.008,0.005,0.007,0.0,0.0,0.0,0.0,183,233,155,179.0,0.006,0.015,0.005,0.003,0.015,0.026,0.015,0.01
856,BaLPG,2007JJ00,1.2,0.3,0.6,0.3,0.12,0.05,0.04,0.04,0.12,0.04,0.04,0.04,0.29,0.06,0.09,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,12,13,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,5.4,7.2,2.8,0.47,0.82,0.47,0.32,1.2,1.2,1.1,1.2,0.006,0.008,0.005,0.007,0.0,0.0,0.0,0.0,183,233,155,179.0,0.005,0.014,0.004,0.002,0.014,0.025,0.014,0.01
857,BaLPG,2008JJ00,1.1,0.3,0.5,0.3,0.1,0.04,0.03,0.03,0.1,0.04,0.03,0.03,0.25,0.05,0.08,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,12,13,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,5.0,6.7,2.6,0.4,0.72,0.38,0.27,1.0,1.0,0.9,1.0,0.006,0.007,0.005,0.006,0.0,0.0,0.0,0.0,183,233,156,180.0,0.005,0.013,0.004,0.002,0.012,0.022,0.012,0.008
858,BaLPG,2009JJ00,1.0,0.2,0.5,0.3,0.09,0.03,0.03,0.03,0.08,0.03,0.03,0.03,0.21,0.04,0.07,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,12,12,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,4.6,6.1,2.4,0.34,0.64,0.32,0.23,0.9,0.9,0.8,0.9,0.006,0.007,0.004,0.006,0.0,0.0,0.0,0.0,183,233,156,180.0,0.004,0.012,0.003,0.002,0.01,0.019,0.01,0.007
859,BaLPG,2010JJ00,0.9,0.2,0.4,0.3,0.07,0.03,0.02,0.02,0.07,0.03,0.02,0.02,0.18,0.04,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,12,12,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.0,5.2,2.2,0.29,0.55,0.26,0.19,0.7,0.8,0.7,0.7,0.005,0.006,0.004,0.006,0.0,0.0,0.0,0.0,183,233,156,180.0,0.004,0.01,0.003,0.002,0.009,0.017,0.008,0.006
860,BaLPG,2011JJ00,0.7,0.2,0.3,0.2,0.06,0.03,0.02,0.02,0.06,0.02,0.02,0.02,0.14,0.03,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,12,13,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,3.3,4.1,1.8,0.23,0.47,0.21,0.14,0.6,0.6,0.6,0.5,0.005,0.005,0.003,0.006,0.0,0.0,0.0,0.0,183,233,156,180.0,0.003,0.009,0.002,0.001,0.007,0.014,0.006,0.004
861,BaLPG,2012JJ00,0.6,0.1,0.3,0.2,0.05,0.02,0.01,0.01,0.05,0.02,0.01,0.01,0.12,0.03,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,12,13,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.8,3.3,1.6,0.19,0.41,0.17,0.11,0.5,0.5,0.5,0.4,0.004,0.005,0.003,0.005,0.0,0.0,0.0,0.0,182,233,156,179.0,0.003,0.008,0.002,0.001,0.006,0.012,0.005,0.003
862,BaLPG,2013JJ00,0.5,0.1,0.2,0.2,0.04,0.02,0.01,0.01,0.04,0.02,0.01,0.01,0.1,0.02,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,12,13,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.4,2.7,1.4,0.16,0.37,0.14,0.09,0.4,0.4,0.4,0.3,0.004,0.005,0.002,0.005,0.0,0.0,0.0,0.0,183,234,156,180.0,0.003,0.008,0.002,0.001,0.005,0.011,0.004,0.003
863,BaLPG,2014JJ00,0.5,0.1,0.2,0.2,0.04,0.02,0.01,0.01,0.04,0.02,0.01,0.01,0.08,0.02,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,12,13,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.1,2.2,1.2,0.14,0.33,0.12,0.08,0.3,0.4,0.3,0.3,0.004,0.004,0.002,0.005,0.0,0.0,0.0,0.0,182,233,155,179.0,0.003,0.007,0.002,0.001,0.004,0.01,0.004,0.002
864,BaLPG,2015JJ00,0.4,0.1,0.2,0.1,0.03,0.02,0.01,0.01,0.03,0.02,0.01,0.01,0.07,0.02,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,12,13,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.8,1.8,1.1,0.12,0.3,0.1,0.06,0.3,0.3,0.3,0.2,0.004,0.004,0.002,0.005,0.0,0.0,0.0,0.0,182,233,155,179.0,0.003,0.007,0.002,0.001,0.004,0.009,0.003,0.002
865,BaLPG,2016JJ00,0.4,0.1,0.1,0.1,0.03,0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.06,0.02,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,12,14,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.6,1.5,1.0,0.11,0.28,0.09,0.05,0.2,0.3,0.3,0.2,0.004,0.004,0.002,0.005,0.0,0.0,0.0,0.0,182,233,155,179.0,0.002,0.007,0.002,0.001,0.003,0.008,0.003,0.002
866,BaLPG,2017JJ00,0.4,0.1,0.1,0.1,0.03,0.02,0.01,0.01,0.03,0.02,0.01,0.01,0.06,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,14,16,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.4,1.2,0.9,0.09,0.26,0.07,0.04,0.2,0.3,0.2,0.1,0.004,0.004,0.002,0.005,0.0,0.0,0.0,0.0,182,234,156,180.0,0.003,0.007,0.002,0.001,0.003,0.008,0.002,0.001
867,BaLPG,2018JJ00,0.4,0.1,0.1,0.2,0.03,0.02,0.01,0.01,0.03,0.02,0.01,0.01,0.06,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,16,18,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.0,0.8,0.08,0.24,0.06,0.04,0.2,0.2,0.2,0.1,0.004,0.003,0.002,0.005,0.0,0.0,0.0,0.0,182,234,156,180.0,0.002,0.007,0.002,0.001,0.002,0.007,0.002,0.001
868,VaLPG,1980JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.3,1.6,1.4,1.36,1.75,1.3,1.1,10.3,6.5,9.7,14.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,324,404,270,311.0,0.01,0.01,0.01,0.01,0.041,0.053,0.039,0.033
869,VaLPG,1985JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.3,1.6,1.4,1.32,1.75,1.3,1.1,10.7,6.5,9.7,14.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,324,415,277,319.0,0.01,0.01,0.01,0.01,0.04,0.053,0.039,0.033
870,VaLPG,1990JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.3,1.6,1.4,1.34,1.75,1.3,1.1,10.4,6.5,9.7,14.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,323,411,274,316.0,0.01,0.01,0.01,0.01,0.04,0.053,0.039,0.033
871,VaLPG,1991JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.3,1.6,1.4,1.33,1.75,1.3,1.1,10.5,6.5,9.7,14.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,323,411,274,316.0,0.01,0.01,0.01,0.01,0.04,0.052,0.039,0.033
872,VaLPG,1992JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.3,1.6,1.4,1.33,1.75,1.3,1.1,10.6,6.5,9.7,14.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,323,411,274,316.0,0.01,0.01,0.01,0.01,0.04,0.052,0.039,0.033
873,VaLPG,1993JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.3,1.6,1.4,1.33,1.75,1.3,1.1,10.6,6.5,9.7,14.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,322,410,273,316.0,0.01,0.01,0.01,0.01,0.04,0.053,0.039,0.033
874,VaLPG,1994JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.3,1.6,1.4,1.32,1.75,1.3,1.1,10.7,6.5,9.7,14.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,323,410,273,315.0,0.01,0.01,0.01,0.01,0.04,0.053,0.039,0.033
875,VaLPG,1995JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.3,1.6,1.4,1.32,1.75,1.3,1.1,10.8,6.5,9.7,14.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,323,410,273,315.0,0.01,0.01,0.01,0.01,0.039,0.053,0.039,0.033
876,VaLPG,1996JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.3,1.6,1.6,1.31,1.75,1.3,1.09,10.7,6.5,9.7,13.5,0.098,0.1,0.1,0.096,0.0,0.0,0.0,0.0,323,410,273,315.0,0.01,0.01,0.01,0.01,0.039,0.053,0.039,0.033
877,VaLPG,1997JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.3,1.6,1.4,1.3,1.75,1.3,1.1,11.0,6.5,9.7,14.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,323,409,273,315.0,0.01,0.01,0.01,0.01,0.039,0.053,0.039,0.033
878,VaLPG,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.3,1.6,1.4,1.3,1.75,1.3,1.1,11.1,6.5,9.7,14.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,323,409,273,315.0,0.01,0.01,0.01,0.01,0.039,0.052,0.039,0.033
879,VaLPG,1999JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.3,1.6,1.4,1.29,1.75,1.3,1.1,11.2,6.5,9.7,14.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,322,408,272,314.0,0.01,0.01,0.01,0.01,0.039,0.052,0.039,0.033
880,VaLPG,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.3,1.6,1.4,1.29,1.75,1.3,1.1,11.2,6.5,9.7,14.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,332,421,280,323.0,0.01,0.01,0.01,0.01,0.039,0.053,0.039,0.033
881,VaLPG,2001JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.3,1.6,1.4,1.29,1.75,1.3,1.1,11.3,6.5,9.7,14.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,332,421,280,324.0,0.01,0.01,0.01,0.01,0.039,0.053,0.039,0.033
882,VaLPG,2002JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.3,1.6,1.4,1.29,1.75,1.3,1.1,11.2,6.5,9.7,14.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,332,421,280,324.0,0.01,0.01,0.01,0.01,0.039,0.053,0.039,0.033
883,VaLPG,2003JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.3,1.6,1.4,1.29,1.75,1.3,1.1,11.2,6.5,9.7,14.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,332,421,281,324.0,0.01,0.01,0.01,0.01,0.039,0.052,0.039,0.033
884,VaLPG,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.3,1.6,1.4,1.29,1.75,1.3,1.1,11.3,6.5,9.7,14.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,333,421,281,324.0,0.01,0.01,0.01,0.01,0.039,0.053,0.039,0.033
885,VaLPG,2005JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.3,1.6,1.4,1.28,1.75,1.3,1.1,11.3,6.5,9.7,14.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,332,421,281,324.0,0.01,0.01,0.01,0.01,0.039,0.053,0.039,0.033
886,VaLPG,2006JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.3,1.6,1.4,1.28,1.75,1.3,1.1,11.3,6.5,9.7,14.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,332,421,281,324.0,0.01,0.01,0.01,0.01,0.038,0.052,0.039,0.033
887,VaLPG,2007JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.3,1.6,1.4,1.28,1.75,1.3,1.1,11.3,6.5,9.7,14.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,332,420,280,323.0,0.01,0.01,0.01,0.01,0.038,0.053,0.039,0.033
888,VaLPG,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.3,1.6,1.4,1.27,1.75,1.3,1.1,11.4,6.5,9.7,14.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,332,421,281,324.0,0.01,0.01,0.01,0.01,0.038,0.052,0.039,0.033
