ID,SITCEnergy,Countries,Periods,ImportValue_1,ExportValue_2
6301,A018540,L008519,1956JJ00,,
6302,A018540,L008519,1957JJ00,,
6303,A018540,L008519,1958JJ00,,
6304,A018540,L008519,1959JJ00,,
6305,A018540,L008519,1960JJ00,,
6306,A018540,L008519,1961JJ00,,
6307,A018540,L008519,1962JJ00,,
6308,A018540,L008519,1963JJ00,,
6309,A018540,L008519,1964JJ00,,
6310,A018540,L008519,1965JJ00,,
6311,A018540,L008519,1966JJ00,,
6312,A018540,L008519,1967JJ00,,
6313,A018540,L008519,1968JJ00,,
6314,A018540,L008519,1969JJ00,,
6315,A018540,L008519,1970JJ00,,
6316,A018540,L008519,1971JJ00,,
6317,A018540,L008519,1972JJ00,,
6318,A018540,L008519,1973JJ00,,
6319,A018540,L008519,1974JJ00,,
6320,A018540,L008519,1975JJ00,,
6321,A018540,L008519,1976JJ00,,
6322,A018540,L008519,1977JJ00,,
6323,A018540,L008519,1978JJ00,,
6324,A018540,L008519,1979JJ00,,
6325,A018540,L008519,1980JJ00,,
6326,A018540,L008519,1981JJ00,,
6327,A018540,L008519,1982JJ00,,
6328,A018540,L008519,1983JJ00,,
6329,A018540,L008519,1984JJ00,,
6330,A018540,L008519,1985JJ00,,
6331,A018540,L008519,1986JJ00,,
6332,A018540,L008519,1987JJ00,,
6333,A018540,L008519,1988JJ00,,
6334,A018540,L008519,1989JJ00,,
6335,A018540,L008519,1990JJ00,,
6336,A018540,L008519,1991JJ00,,
6337,A018540,L008519,1992JJ00,,
6338,A018540,L008519,1993JJ00,,
6339,A018540,L008519,1994JJ00,,
6340,A018540,L008519,1995JJ00,,
6341,A018540,L008519,1996JJ00,,
6342,A018540,L008519,1997JJ00,,
6343,A018540,L008519,1998JJ00,,
6344,A018540,L008519,1999JJ00,,
6345,A018540,L008519,2000JJ00,,
6346,A018540,L008519,2001JJ00,,
6347,A018540,L008519,2002JJ00,,
6348,A018540,L008519,2003JJ00,,
6349,A018540,L008519,2004JJ00,,
6350,A018540,L008519,2005JJ00,,
6351,A018540,L008519,2006JJ00,,
6352,A018540,L008519,2007JJ00,,
6353,A018540,L008519,2008JJ00,,
6354,A018540,L008519,2009JJ00,,
6355,A018540,L008519,2010JJ00,,
6356,A018540,L008519,2011JJ00,,
6357,A018540,L008519,2012JJ00,,
6358,A018540,L008519,2013JJ00,,
6359,A018540,L008519,2014JJ00,,
6360,A018540,L008519,2015JJ00,,
6361,A018540,L008519,2016JJ00,,
6362,A018540,L008519,2017JJ00,,
6363,A018540,L008520,1917JJ00,,
6364,A018540,L008520,1918JJ00,,
6365,A018540,L008520,1919JJ00,,
6366,A018540,L008520,1920JJ00,,
6367,A018540,L008520,1921JJ00,,
6368,A018540,L008520,1922JJ00,,
6369,A018540,L008520,1923JJ00,,
6370,A018540,L008520,1924JJ00,,
6371,A018540,L008520,1925JJ00,,
6372,A018540,L008520,1926JJ00,,
6373,A018540,L008520,1927JJ00,,
6374,A018540,L008520,1928JJ00,,
6375,A018540,L008520,1929JJ00,,
6376,A018540,L008520,1930JJ00,,
6377,A018540,L008520,1931JJ00,,
6378,A018540,L008520,1932JJ00,,
6379,A018540,L008520,1933JJ00,,
6380,A018540,L008520,1934JJ00,,
6381,A018540,L008520,1935JJ00,,
6382,A018540,L008520,1936JJ00,,
6383,A018540,L008520,1937JJ00,,
6384,A018540,L008520,1938JJ00,,
6385,A018540,L008520,1939JJ00,,
6386,A018540,L008520,1940JJ00,,
6387,A018540,L008520,1941JJ00,,
6388,A018540,L008520,1942JJ00,,
6389,A018540,L008520,1943JJ00,,
6390,A018540,L008520,1944JJ00,,
6391,A018540,L008520,1945JJ00,,
6392,A018540,L008520,1946JJ00,,
6393,A018540,L008520,1947JJ00,,
6394,A018540,L008520,1948JJ00,,
6395,A018540,L008520,1949JJ00,,
6396,A018540,L008520,1950JJ00,,
6397,A018540,L008520,1951JJ00,,
6398,A018540,L008520,1952JJ00,,
6399,A018540,L008520,1953JJ00,,
6400,A018540,L008520,1954JJ00,,
6401,A018540,L008520,1955JJ00,,
6402,A018540,L008520,1956JJ00,,
6403,A018540,L008520,1957JJ00,,
6404,A018540,L008520,1958JJ00,,
6405,A018540,L008520,1959JJ00,,
6406,A018540,L008520,1960JJ00,,
6407,A018540,L008520,1961JJ00,,
6408,A018540,L008520,1962JJ00,,
6409,A018540,L008520,1963JJ00,,
6410,A018540,L008520,1964JJ00,,
6411,A018540,L008520,1965JJ00,,
6412,A018540,L008520,1966JJ00,,
6413,A018540,L008520,1967JJ00,,
6414,A018540,L008520,1968JJ00,,
6415,A018540,L008520,1969JJ00,,
6416,A018540,L008520,1970JJ00,,
6417,A018540,L008520,1971JJ00,,
6418,A018540,L008520,1972JJ00,,
6419,A018540,L008520,1973JJ00,,
6420,A018540,L008520,1974JJ00,,
6421,A018540,L008520,1975JJ00,,
6422,A018540,L008520,1976JJ00,,
6423,A018540,L008520,1977JJ00,,
6424,A018540,L008520,1978JJ00,,
6425,A018540,L008520,1979JJ00,,
6426,A018540,L008520,1980JJ00,,
6427,A018540,L008520,1981JJ00,,
6428,A018540,L008520,1982JJ00,,
6429,A018540,L008520,1983JJ00,,
6430,A018540,L008520,1984JJ00,,
6431,A018540,L008520,1985JJ00,,
6432,A018540,L008520,1986JJ00,,
6433,A018540,L008520,1987JJ00,,
6434,A018540,L008520,1988JJ00,,
6435,A018540,L008520,1989JJ00,,
6436,A018540,L008520,1990JJ00,,
6437,A018540,L008520,1991JJ00,,
6438,A018540,L008520,1992JJ00,,
6439,A018540,L008520,1993JJ00,,
6440,A018540,L008520,1994JJ00,,
6441,A018540,L008520,1995JJ00,,
6442,A018540,L008520,1996JJ00,,
6443,A018540,L008520,1997JJ00,,
6444,A018540,L008520,1998JJ00,,
6445,A018540,L008520,1999JJ00,,
6446,A018540,L008520,2000JJ00,,
6447,A018540,L008520,2001JJ00,,
6448,A018540,L008520,2002JJ00,,
6449,A018540,L008520,2003JJ00,,
6450,A018540,L008520,2004JJ00,,
6451,A018540,L008520,2005JJ00,,
6452,A018540,L008520,2006JJ00,,
6453,A018540,L008520,2007JJ00,,
6454,A018540,L008520,2008JJ00,,
6455,A018540,L008520,2009JJ00,,
6456,A018540,L008520,2010JJ00,,
6457,A018540,L008520,2011JJ00,,
6458,A018540,L008520,2012JJ00,,
6459,A018540,L008520,2013JJ00,,
6460,A018540,L008520,2014JJ00,,
6461,A018540,L008520,2015JJ00,,
6462,A018540,L008520,2016JJ00,,
6463,A018540,L008520,2017JJ00,,
6464,A018540,L008524,1917JJ00,,
6465,A018540,L008524,1918JJ00,,
6466,A018540,L008524,1919JJ00,,
6467,A018540,L008524,1920JJ00,,
6468,A018540,L008524,1921JJ00,,
6469,A018540,L008524,1922JJ00,,
6470,A018540,L008524,1923JJ00,,
6471,A018540,L008524,1924JJ00,,
6472,A018540,L008524,1925JJ00,,
6473,A018540,L008524,1926JJ00,,
6474,A018540,L008524,1927JJ00,,
6475,A018540,L008524,1928JJ00,,
6476,A018540,L008524,1929JJ00,,
6477,A018540,L008524,1930JJ00,,
6478,A018540,L008524,1931JJ00,,
6479,A018540,L008524,1932JJ00,,
6480,A018540,L008524,1933JJ00,,
6481,A018540,L008524,1934JJ00,,
6482,A018540,L008524,1935JJ00,,
6483,A018540,L008524,1936JJ00,,
6484,A018540,L008524,1937JJ00,,
6485,A018540,L008524,1938JJ00,,
6486,A018540,L008524,1939JJ00,,
6487,A018540,L008524,1940JJ00,,
6488,A018540,L008524,1941JJ00,,
6489,A018540,L008524,1942JJ00,,
6490,A018540,L008524,1943JJ00,,
6491,A018540,L008524,1944JJ00,,
6492,A018540,L008524,1945JJ00,,
6493,A018540,L008524,1946JJ00,,
6494,A018540,L008524,1947JJ00,,
6495,A018540,L008524,1948JJ00,,
6496,A018540,L008524,1949JJ00,,
6497,A018540,L008524,1950JJ00,,
6498,A018540,L008524,1951JJ00,,
6499,A018540,L008524,1952JJ00,,
6500,A018540,L008524,1953JJ00,,
6501,A018540,L008524,1954JJ00,,
6502,A018540,L008524,1955JJ00,,
6503,A018540,L008524,1956JJ00,,
6504,A018540,L008524,1957JJ00,,
6505,A018540,L008524,1958JJ00,,
6506,A018540,L008524,1959JJ00,,
6507,A018540,L008524,1960JJ00,,
6508,A018540,L008524,1961JJ00,,
6509,A018540,L008524,1962JJ00,,
6510,A018540,L008524,1963JJ00,,
6511,A018540,L008524,1964JJ00,,
6512,A018540,L008524,1965JJ00,,
6513,A018540,L008524,1966JJ00,,
6514,A018540,L008524,1967JJ00,,
6515,A018540,L008524,1968JJ00,,
6516,A018540,L008524,1969JJ00,,
6517,A018540,L008524,1970JJ00,,
6518,A018540,L008524,1971JJ00,,
6519,A018540,L008524,1972JJ00,,
6520,A018540,L008524,1973JJ00,,
6521,A018540,L008524,1974JJ00,,
6522,A018540,L008524,1975JJ00,,
6523,A018540,L008524,1976JJ00,,
6524,A018540,L008524,1977JJ00,,
6525,A018540,L008524,1978JJ00,,
6526,A018540,L008524,1979JJ00,,
6527,A018540,L008524,1980JJ00,,
6528,A018540,L008524,1981JJ00,,
6529,A018540,L008524,1982JJ00,,
6530,A018540,L008524,1983JJ00,,
6531,A018540,L008524,1984JJ00,,
6532,A018540,L008524,1985JJ00,,
6533,A018540,L008524,1986JJ00,,
6534,A018540,L008524,1987JJ00,,
6535,A018540,L008524,1988JJ00,,
6536,A018540,L008524,1989JJ00,,
6537,A018540,L008524,1990JJ00,,
6538,A018540,L008524,1991JJ00,,
6539,A018540,L008524,1992JJ00,,
6540,A018540,L008524,1993JJ00,,
6541,A018540,L008524,1994JJ00,,
6542,A018540,L008524,1995JJ00,,
6543,A018540,L008524,1996JJ00,,
6544,A018540,L008524,1997JJ00,,
6545,A018540,L008524,1998JJ00,,
6546,A018540,L008524,1999JJ00,,
6547,A018540,L008524,2000JJ00,,
6548,A018540,L008524,2001JJ00,,
6549,A018540,L008524,2002JJ00,,
6550,A018540,L008524,2003JJ00,,
6551,A018540,L008524,2004JJ00,,
6552,A018540,L008524,2005JJ00,,
6553,A018540,L008524,2006JJ00,,
6554,A018540,L008524,2007JJ00,,
6555,A018540,L008524,2008JJ00,,
6556,A018540,L008524,2009JJ00,,
6557,A018540,L008524,2010JJ00,,
6558,A018540,L008524,2011JJ00,,
6559,A018540,L008524,2012JJ00,,
6560,A018540,L008524,2013JJ00,,
6561,A018540,L008524,2014JJ00,,
6562,A018540,L008524,2015JJ00,,
6563,A018540,L008524,2016JJ00,,
6564,A018540,L008524,2017JJ00,,
6565,A018540,L008531,1917JJ00,,
6566,A018540,L008531,1918JJ00,,
6567,A018540,L008531,1919JJ00,,
6568,A018540,L008531,1920JJ00,,
6569,A018540,L008531,1921JJ00,,
6570,A018540,L008531,1922JJ00,,
6571,A018540,L008531,1923JJ00,,
6572,A018540,L008531,1924JJ00,,
6573,A018540,L008531,1925JJ00,,
6574,A018540,L008531,1926JJ00,,
6575,A018540,L008531,1927JJ00,,
6576,A018540,L008531,1928JJ00,,
6577,A018540,L008531,1929JJ00,,
6578,A018540,L008531,1930JJ00,,
6579,A018540,L008531,1931JJ00,,
6580,A018540,L008531,1932JJ00,,
6581,A018540,L008531,1933JJ00,,
6582,A018540,L008531,1934JJ00,,
6583,A018540,L008531,1935JJ00,,
6584,A018540,L008531,1936JJ00,,
6585,A018540,L008531,1937JJ00,,
6586,A018540,L008531,1938JJ00,,
6587,A018540,L008531,1939JJ00,,
6588,A018540,L008531,1940JJ00,,
6589,A018540,L008531,1941JJ00,,
6590,A018540,L008531,1942JJ00,,
6591,A018540,L008531,1943JJ00,,
6592,A018540,L008531,1944JJ00,,
6593,A018540,L008531,1945JJ00,,
6594,A018540,L008531,1946JJ00,,
6595,A018540,L008531,1947JJ00,,
6596,A018540,L008531,1948JJ00,,
6597,A018540,L008531,1949JJ00,,
6598,A018540,L008531,1950JJ00,,
6599,A018540,L008531,1951JJ00,,
6600,A018540,L008531,1952JJ00,,
6601,A018540,L008531,1953JJ00,,
6602,A018540,L008531,1954JJ00,,
6603,A018540,L008531,1955JJ00,,
6604,A018540,L008531,1956JJ00,,
6605,A018540,L008531,1957JJ00,,
6606,A018540,L008531,1958JJ00,,
6607,A018540,L008531,1959JJ00,,
6608,A018540,L008531,1960JJ00,,
6609,A018540,L008531,1961JJ00,,
6610,A018540,L008531,1962JJ00,,
6611,A018540,L008531,1963JJ00,,
6612,A018540,L008531,1964JJ00,,
6613,A018540,L008531,1965JJ00,,
6614,A018540,L008531,1966JJ00,,
6615,A018540,L008531,1967JJ00,,
6616,A018540,L008531,1968JJ00,,
6617,A018540,L008531,1969JJ00,,
6618,A018540,L008531,1970JJ00,,
6619,A018540,L008531,1971JJ00,,
6620,A018540,L008531,1972JJ00,,
6621,A018540,L008531,1973JJ00,,
6622,A018540,L008531,1974JJ00,,
6623,A018540,L008531,1975JJ00,,
6624,A018540,L008531,1976JJ00,,
6625,A018540,L008531,1977JJ00,,
6626,A018540,L008531,1978JJ00,,
6627,A018540,L008531,1979JJ00,,
6628,A018540,L008531,1980JJ00,,
6629,A018540,L008531,1981JJ00,,
6630,A018540,L008531,1982JJ00,,
6631,A018540,L008531,1983JJ00,,
6632,A018540,L008531,1984JJ00,,
6633,A018540,L008531,1985JJ00,,
6634,A018540,L008531,1986JJ00,,
6635,A018540,L008531,1987JJ00,,
6636,A018540,L008531,1988JJ00,,
6637,A018540,L008531,1989JJ00,,
6638,A018540,L008531,1990JJ00,,
6639,A018540,L008531,1991JJ00,,
6640,A018540,L008531,1992JJ00,,
6641,A018540,L008531,1993JJ00,,
6642,A018540,L008531,1994JJ00,,
6643,A018540,L008531,1995JJ00,,
6644,A018540,L008531,1996JJ00,,
6645,A018540,L008531,1997JJ00,,
6646,A018540,L008531,1998JJ00,,
6647,A018540,L008531,1999JJ00,,
6648,A018540,L008531,2000JJ00,,
6649,A018540,L008531,2001JJ00,,
6650,A018540,L008531,2002JJ00,,
6651,A018540,L008531,2003JJ00,,
6652,A018540,L008531,2004JJ00,,
6653,A018540,L008531,2005JJ00,,
6654,A018540,L008531,2006JJ00,,
6655,A018540,L008531,2007JJ00,,
6656,A018540,L008531,2008JJ00,,
6657,A018540,L008531,2009JJ00,,
6658,A018540,L008531,2010JJ00,,
6659,A018540,L008531,2011JJ00,,
6660,A018540,L008531,2012JJ00,,
6661,A018540,L008531,2013JJ00,,
6662,A018540,L008531,2014JJ00,,
6663,A018540,L008531,2015JJ00,,
6664,A018540,L008531,2016JJ00,,
6665,A018540,L008531,2017JJ00,,
6666,A018540,L999999,1917JJ00,,
6667,A018540,L999999,1918JJ00,,
6668,A018540,L999999,1919JJ00,,
6669,A018540,L999999,1920JJ00,,
6670,A018540,L999999,1921JJ00,,
6671,A018540,L999999,1922JJ00,,
6672,A018540,L999999,1923JJ00,,
6673,A018540,L999999,1924JJ00,,
6674,A018540,L999999,1925JJ00,,
6675,A018540,L999999,1926JJ00,,
6676,A018540,L999999,1927JJ00,,
6677,A018540,L999999,1928JJ00,,
6678,A018540,L999999,1929JJ00,,
6679,A018540,L999999,1930JJ00,,
6680,A018540,L999999,1931JJ00,,
6681,A018540,L999999,1932JJ00,,
6682,A018540,L999999,1933JJ00,,
6683,A018540,L999999,1934JJ00,,
6684,A018540,L999999,1935JJ00,,
6685,A018540,L999999,1936JJ00,,
6686,A018540,L999999,1937JJ00,,
6687,A018540,L999999,1938JJ00,,
6688,A018540,L999999,1939JJ00,,
6689,A018540,L999999,1940JJ00,,
6690,A018540,L999999,1941JJ00,,
6691,A018540,L999999,1942JJ00,,
6692,A018540,L999999,1943JJ00,,
6693,A018540,L999999,1944JJ00,,
6694,A018540,L999999,1945JJ00,,
6695,A018540,L999999,1946JJ00,,
6696,A018540,L999999,1947JJ00,,
6697,A018540,L999999,1948JJ00,,
6698,A018540,L999999,1949JJ00,,
6699,A018540,L999999,1950JJ00,,
6700,A018540,L999999,1951JJ00,,
6701,A018540,L999999,1952JJ00,,
6702,A018540,L999999,1953JJ00,,
6703,A018540,L999999,1954JJ00,,
6704,A018540,L999999,1955JJ00,,
6705,A018540,L999999,1956JJ00,,
6706,A018540,L999999,1957JJ00,,
6707,A018540,L999999,1958JJ00,,
6708,A018540,L999999,1959JJ00,,
6709,A018540,L999999,1960JJ00,,
6710,A018540,L999999,1961JJ00,,
6711,A018540,L999999,1962JJ00,,
6712,A018540,L999999,1963JJ00,,
6713,A018540,L999999,1964JJ00,,
6714,A018540,L999999,1965JJ00,,
6715,A018540,L999999,1966JJ00,,
6716,A018540,L999999,1967JJ00,,
6717,A018540,L999999,1968JJ00,,
6718,A018540,L999999,1969JJ00,,
6719,A018540,L999999,1970JJ00,,
6720,A018540,L999999,1971JJ00,,
6721,A018540,L999999,1972JJ00,,
6722,A018540,L999999,1973JJ00,,
6723,A018540,L999999,1974JJ00,,
6724,A018540,L999999,1975JJ00,,
6725,A018540,L999999,1976JJ00,,
6726,A018540,L999999,1977JJ00,,
6727,A018540,L999999,1978JJ00,,
6728,A018540,L999999,1979JJ00,,
6729,A018540,L999999,1980JJ00,,
6730,A018540,L999999,1981JJ00,,
6731,A018540,L999999,1982JJ00,,
6732,A018540,L999999,1983JJ00,,
6733,A018540,L999999,1984JJ00,,
6734,A018540,L999999,1985JJ00,,
6735,A018540,L999999,1986JJ00,,
6736,A018540,L999999,1987JJ00,,
6737,A018540,L999999,1988JJ00,,
6738,A018540,L999999,1989JJ00,,
6739,A018540,L999999,1990JJ00,,
6740,A018540,L999999,1991JJ00,,
6741,A018540,L999999,1992JJ00,,
6742,A018540,L999999,1993JJ00,,
6743,A018540,L999999,1994JJ00,,
6744,A018540,L999999,1995JJ00,,
6745,A018540,L999999,1996JJ00,,
6746,A018540,L999999,1997JJ00,,
6747,A018540,L999999,1998JJ00,,
6748,A018540,L999999,1999JJ00,,
6749,A018540,L999999,2000JJ00,,
6750,A018540,L999999,2001JJ00,,
6751,A018540,L999999,2002JJ00,,
6752,A018540,L999999,2003JJ00,,
6753,A018540,L999999,2004JJ00,,
6754,A018540,L999999,2005JJ00,,
6755,A018540,L999999,2006JJ00,,
6756,A018540,L999999,2007JJ00,,
6757,A018540,L999999,2008JJ00,,
6758,A018540,L999999,2009JJ00,,
6759,A018540,L999999,2010JJ00,,
6760,A018540,L999999,2011JJ00,,
6761,A018540,L999999,2012JJ00,,
6762,A018540,L999999,2013JJ00,,
6763,A018540,L999999,2014JJ00,,
6764,A018540,L999999,2015JJ00,,
6765,A018540,L999999,2016JJ00,,
6766,A018540,L999999,2017JJ00,,
6767,A018540,L008552,1917JJ00,,
6768,A018540,L008552,1918JJ00,,
6769,A018540,L008552,1919JJ00,,
6770,A018540,L008552,1920JJ00,,
6771,A018540,L008552,1921JJ00,,
6772,A018540,L008552,1922JJ00,,
6773,A018540,L008552,1923JJ00,,
6774,A018540,L008552,1924JJ00,,
6775,A018540,L008552,1925JJ00,,
6776,A018540,L008552,1926JJ00,,
6777,A018540,L008552,1927JJ00,,
6778,A018540,L008552,1928JJ00,,
6779,A018540,L008552,1929JJ00,,
6780,A018540,L008552,1930JJ00,,
6781,A018540,L008552,1931JJ00,,
6782,A018540,L008552,1932JJ00,,
6783,A018540,L008552,1933JJ00,,
6784,A018540,L008552,1934JJ00,,
6785,A018540,L008552,1935JJ00,,
6786,A018540,L008552,1936JJ00,,
6787,A018540,L008552,1937JJ00,,
6788,A018540,L008552,1938JJ00,,
6789,A018540,L008552,1939JJ00,,
6790,A018540,L008552,1940JJ00,,
6791,A018540,L008552,1941JJ00,,
6792,A018540,L008552,1942JJ00,,
6793,A018540,L008552,1943JJ00,,
6794,A018540,L008552,1944JJ00,,
6795,A018540,L008552,1945JJ00,,
6796,A018540,L008552,1946JJ00,,
6797,A018540,L008552,1947JJ00,,
6798,A018540,L008552,1948JJ00,,
6799,A018540,L008552,1949JJ00,,
6800,A018540,L008552,1950JJ00,,
6801,A018540,L008552,1951JJ00,,
6802,A018540,L008552,1952JJ00,,
6803,A018540,L008552,1953JJ00,,
6804,A018540,L008552,1954JJ00,,
6805,A018540,L008552,1955JJ00,,
6806,A018540,L008552,1956JJ00,,
6807,A018540,L008552,1957JJ00,,
6808,A018540,L008552,1958JJ00,,
6809,A018540,L008552,1959JJ00,,
6810,A018540,L008552,1960JJ00,,
6811,A018540,L008552,1961JJ00,,
6812,A018540,L008552,1962JJ00,,
6813,A018540,L008552,1963JJ00,,
6814,A018540,L008552,1964JJ00,,
6815,A018540,L008552,1965JJ00,,
6816,A018540,L008552,1966JJ00,,
6817,A018540,L008552,1967JJ00,,
6818,A018540,L008552,1968JJ00,,
6819,A018540,L008552,1969JJ00,,
6820,A018540,L008552,1970JJ00,,
6821,A018540,L008552,1971JJ00,,
6822,A018540,L008552,1972JJ00,,
6823,A018540,L008552,1973JJ00,,
6824,A018540,L008552,1974JJ00,,
6825,A018540,L008552,1975JJ00,,
6826,A018540,L008552,1976JJ00,,
6827,A018540,L008552,1977JJ00,,
6828,A018540,L008552,1978JJ00,,
6829,A018540,L008552,1979JJ00,,
6830,A018540,L008552,1980JJ00,,
6831,A018540,L008552,1981JJ00,,
6832,A018540,L008552,1982JJ00,,
6833,A018540,L008552,1983JJ00,,
6834,A018540,L008552,1984JJ00,,
6835,A018540,L008552,1985JJ00,,
6836,A018540,L008552,1986JJ00,,
6837,A018540,L008552,1987JJ00,,
6838,A018540,L008552,1988JJ00,,
6839,A018540,L008552,1989JJ00,,
6840,A018540,L008552,1990JJ00,,
6841,A018540,L008552,1991JJ00,,
6842,A018540,L008552,1992JJ00,,
6843,A018540,L008552,1993JJ00,,
6844,A018540,L008552,1994JJ00,,
6845,A018540,L008552,1995JJ00,,
6846,A018540,L008552,1996JJ00,,
6847,A018540,L008552,1997JJ00,,
6848,A018540,L008552,1998JJ00,,
6849,A018540,L008552,1999JJ00,,
6850,A018540,L008552,2000JJ00,,
6851,A018540,L008552,2001JJ00,,
6852,A018540,L008552,2002JJ00,,
6853,A018540,L008552,2003JJ00,,
6854,A018540,L008552,2004JJ00,,
6855,A018540,L008552,2005JJ00,,
6856,A018540,L008552,2006JJ00,,
6857,A018540,L008552,2007JJ00,,
6858,A018540,L008552,2008JJ00,,
6859,A018540,L008552,2009JJ00,,
6860,A018540,L008552,2010JJ00,,
6861,A018540,L008552,2011JJ00,,
6862,A018540,L008552,2012JJ00,,
6863,A018540,L008552,2013JJ00,,
6864,A018540,L008552,2014JJ00,,
6865,A018540,L008552,2015JJ00,,
6866,A018540,L008552,2016JJ00,,
6867,A018540,L008552,2017JJ00,,
6868,A018540,L008575,1917JJ00,,
6869,A018540,L008575,1918JJ00,,
6870,A018540,L008575,1919JJ00,,
6871,A018540,L008575,1920JJ00,,
6872,A018540,L008575,1921JJ00,,
6873,A018540,L008575,1922JJ00,,
6874,A018540,L008575,1923JJ00,,
6875,A018540,L008575,1924JJ00,,
6876,A018540,L008575,1925JJ00,,
6877,A018540,L008575,1926JJ00,,
6878,A018540,L008575,1927JJ00,,
6879,A018540,L008575,1928JJ00,,
6880,A018540,L008575,1929JJ00,,
6881,A018540,L008575,1930JJ00,,
6882,A018540,L008575,1931JJ00,,
6883,A018540,L008575,1932JJ00,,
6884,A018540,L008575,1933JJ00,,
6885,A018540,L008575,1934JJ00,,
6886,A018540,L008575,1935JJ00,,
6887,A018540,L008575,1936JJ00,,
6888,A018540,L008575,1937JJ00,,
6889,A018540,L008575,1938JJ00,,
6890,A018540,L008575,1939JJ00,,
6891,A018540,L008575,1940JJ00,,
6892,A018540,L008575,1941JJ00,,
6893,A018540,L008575,1942JJ00,,
6894,A018540,L008575,1943JJ00,,
6895,A018540,L008575,1944JJ00,,
6896,A018540,L008575,1945JJ00,,
6897,A018540,L008575,1946JJ00,,
6898,A018540,L008575,1947JJ00,,
6899,A018540,L008575,1948JJ00,,
6900,A018540,L008575,1949JJ00,,
6901,A018540,L008575,1950JJ00,,
6902,A018540,L008575,1951JJ00,,
6903,A018540,L008575,1952JJ00,,
6904,A018540,L008575,1953JJ00,,
6905,A018540,L008575,1954JJ00,,
6906,A018540,L008575,1955JJ00,,
6907,A018540,L008575,1956JJ00,,
6908,A018540,L008575,1957JJ00,,
6909,A018540,L008575,1958JJ00,,
6910,A018540,L008575,1959JJ00,,
6911,A018540,L008575,1960JJ00,,
6912,A018540,L008575,1961JJ00,,
6913,A018540,L008575,1962JJ00,,
6914,A018540,L008575,1963JJ00,,
6915,A018540,L008575,1964JJ00,,
6916,A018540,L008575,1965JJ00,,
6917,A018540,L008575,1966JJ00,,
6918,A018540,L008575,1967JJ00,,
6919,A018540,L008575,1968JJ00,,
6920,A018540,L008575,1969JJ00,,
6921,A018540,L008575,1970JJ00,,
6922,A018540,L008575,1971JJ00,,
6923,A018540,L008575,1972JJ00,,
6924,A018540,L008575,1973JJ00,,
6925,A018540,L008575,1974JJ00,,
6926,A018540,L008575,1975JJ00,,
6927,A018540,L008575,1976JJ00,,
6928,A018540,L008575,1977JJ00,,
6929,A018540,L008575,1978JJ00,,
6930,A018540,L008575,1979JJ00,,
6931,A018540,L008575,1980JJ00,,
6932,A018540,L008575,1981JJ00,,
6933,A018540,L008575,1982JJ00,,
6934,A018540,L008575,1983JJ00,,
6935,A018540,L008575,1984JJ00,,
6936,A018540,L008575,1985JJ00,,
6937,A018540,L008575,1986JJ00,,
6938,A018540,L008575,1987JJ00,,
6939,A018540,L008575,1988JJ00,,
6940,A018540,L008575,1989JJ00,,
6941,A018540,L008575,1990JJ00,,
6942,A018540,L008575,1991JJ00,,
6943,A018540,L008575,1992JJ00,,
6944,A018540,L008575,1993JJ00,,
6945,A018540,L008575,1994JJ00,,
6946,A018540,L008575,1995JJ00,,
6947,A018540,L008575,1996JJ00,,
6948,A018540,L008575,1997JJ00,,
6949,A018540,L008575,1998JJ00,,
6950,A018540,L008575,1999JJ00,,
6951,A018540,L008575,2000JJ00,,
6952,A018540,L008575,2001JJ00,,
6953,A018540,L008575,2002JJ00,,
6954,A018540,L008575,2003JJ00,,
6955,A018540,L008575,2004JJ00,,
6956,A018540,L008575,2005JJ00,,
6957,A018540,L008575,2006JJ00,,
6958,A018540,L008575,2007JJ00,,
6959,A018540,L008575,2008JJ00,,
6960,A018540,L008575,2009JJ00,,
6961,A018540,L008575,2010JJ00,,
6962,A018540,L008575,2011JJ00,,
6963,A018540,L008575,2012JJ00,,
6964,A018540,L008575,2013JJ00,,
6965,A018540,L008575,2014JJ00,,
6966,A018540,L008575,2015JJ00,,
6967,A018540,L008575,2016JJ00,,
6968,A018540,L008575,2017JJ00,,
6969,A018540,L008605,1917JJ00,,
6970,A018540,L008605,1918JJ00,,
6971,A018540,L008605,1919JJ00,,
6972,A018540,L008605,1920JJ00,,
6973,A018540,L008605,1921JJ00,,
6974,A018540,L008605,1922JJ00,,
6975,A018540,L008605,1923JJ00,,
6976,A018540,L008605,1924JJ00,,
6977,A018540,L008605,1925JJ00,,
6978,A018540,L008605,1926JJ00,,
6979,A018540,L008605,1927JJ00,,
6980,A018540,L008605,1928JJ00,,
6981,A018540,L008605,1929JJ00,,
6982,A018540,L008605,1930JJ00,,
6983,A018540,L008605,1931JJ00,,
6984,A018540,L008605,1932JJ00,,
6985,A018540,L008605,1933JJ00,,
6986,A018540,L008605,1934JJ00,,
6987,A018540,L008605,1935JJ00,,
6988,A018540,L008605,1936JJ00,,
6989,A018540,L008605,1937JJ00,,
6990,A018540,L008605,1938JJ00,,
6991,A018540,L008605,1939JJ00,,
6992,A018540,L008605,1940JJ00,,
6993,A018540,L008605,1941JJ00,,
6994,A018540,L008605,1942JJ00,,
6995,A018540,L008605,1943JJ00,,
6996,A018540,L008605,1944JJ00,,
6997,A018540,L008605,1945JJ00,,
6998,A018540,L008605,1946JJ00,,
