ID,BronTechniek,Energietoepassingen,Perioden,BrutoEindverbruik_1,BrutoEindverbruikRelatief_2,VermedenVerbruik_3,VermedenVerbruikRelatief_4,VermedenEmissie_5,VermedenEmissieRelatief_6
339,E006588 ,E007028 ,1999JJ00,,,,,,
340,E006588 ,E007028 ,2000JJ00,,,,,,
341,E006588 ,E007028 ,2001JJ00,,,,,,
342,E006588 ,E007028 ,2002JJ00,,,,,,
343,E006588 ,E007028 ,2003JJ00,,,,,,
344,E006588 ,E007028 ,2004JJ00,,,,,,
345,E006588 ,E007028 ,2005JJ00,,,,,,
346,E006588 ,E007028 ,2006JJ00,,,,,,
347,E006588 ,E007028 ,2007JJ00,,,,,,
348,E006588 ,E007028 ,2008JJ00,,,,,,
349,E006588 ,E007028 ,2009JJ00,,,,,,
350,E006588 ,E007028 ,2010JJ00,,,,,,
351,E006588 ,E007028 ,2011JJ00,,,,,,
352,E006588 ,E007028 ,2012JJ00,,,,,,
353,E006588 ,E007028 ,2013JJ00,,,,,,
354,E006588 ,E007028 ,2014JJ00,,,,,,
355,E006588 ,E007028 ,2015JJ00,,,,,,
356,E006588 ,E007028 ,2016JJ00,,,,,,
357,E006588 ,E007028 ,2017JJ00,,,,,,
358,E006588 ,E007028 ,2018JJ00,,,,,,
359,E006588 ,E007028 ,2019JJ00,,,,,,
360,E006637 ,E007022 ,1990JJ00,202.0,0.01,539.0,0.02,39.0,0.02
361,E006637 ,E007022 ,1991JJ00,317.0,0.02,847.0,0.03,59.0,0.03
362,E006637 ,E007022 ,1992JJ00,492.0,0.03,1319.0,0.05,90.0,0.05
363,E006637 ,E007022 ,1993JJ00,624.0,0.03,1686.0,0.06,115.0,0.07
364,E006637 ,E007022 ,1994JJ00,794.0,0.04,2140.0,0.07,150.0,0.09
365,E006637 ,E007022 ,1995JJ00,1132.0,0.06,3025.0,0.1,215.0,0.12
366,E006637 ,E007022 ,1996JJ00,1568.0,0.07,4093.0,0.13,287.0,0.16
367,E006637 ,E007022 ,1997JJ00,1761.0,0.08,4403.0,0.14,318.0,0.18
368,E006637 ,E007022 ,1998JJ00,2056.0,0.1,5128.0,0.16,365.0,0.21
369,E006637 ,E007022 ,1999JJ00,2312.0,0.11,5780.0,0.19,401.0,0.23
370,E006637 ,E007022 ,2000JJ00,2678.0,0.13,6745.0,0.22,481.0,0.28
371,E006637 ,E007022 ,2001JJ00,2958.0,0.14,7565.0,0.24,536.0,0.3
372,E006637 ,E007022 ,2002JJ00,3672.0,0.17,9416.0,0.29,666.0,0.38
373,E006637 ,E007022 ,2003JJ00,4892.0,0.22,12479.0,0.37,877.0,0.49
374,E006637 ,E007022 ,2004JJ00,6347.0,0.27,15946.0,0.47,1110.0,0.61
375,E006637 ,E007022 ,2005JJ00,7321.0,0.32,18348.0,0.55,1264.0,0.71
376,E006637 ,E007022 ,2006JJ00,8917.0,0.39,21855.0,0.66,1528.0,0.88
377,E006637 ,E007022 ,2007JJ00,10304.0,0.46,25071.0,0.76,1730.0,1.0
378,E006637 ,E007022 ,2008JJ00,12154.0,0.53,30009.0,0.92,2068.0,1.18
379,E006637 ,E007022 ,2009JJ00,13543.0,0.62,32792.0,1.01,2240.0,1.31
380,E006637 ,E007022 ,2010JJ00,13455.0,0.57,31808.0,0.92,2144.0,1.18
381,E006637 ,E007022 ,2011JJ00,14336.0,0.65,33180.0,1.03,2236.0,1.32
382,E006637 ,E007022 ,2012JJ00,14963.0,0.68,35847.0,1.1,2549.0,1.53
383,E006637 ,E007022 ,2013JJ00,16676.0,0.76,38887.0,1.22,2862.0,1.72
384,E006637 ,E007022 ,2014JJ00,18215.0,0.91,43446.0,1.43,3193.0,2.01
385,E006637 ,E007022 ,2015JJ00,21174.0,1.02,51264.0,1.65,3993.0,2.39
386,E006637 ,E007022 ,2016JJ00,21748.0,1.04,53907.0,1.71,4021.0,2.41
387,E006637 ,E007022 ,2017JJ00,22560.0,1.07,54196.0,1.71,3962.0,2.4
388,E006637 ,E007022 ,2018JJ00,23681.0,1.12,54381.0,1.75,3845.0,2.39
389,E006637 ,E007022 ,2019JJ00,26743.0,1.28,58387.0,1.9,4128.0,2.66
390,E006637 ,E006607 ,1990JJ00,202.0,0.01,539.0,0.02,39.0,0.02
391,E006637 ,E006607 ,1991JJ00,317.0,0.02,847.0,0.03,59.0,0.03
392,E006637 ,E006607 ,1992JJ00,492.0,0.03,1319.0,0.05,90.0,0.05
393,E006637 ,E006607 ,1993JJ00,624.0,0.03,1686.0,0.06,115.0,0.07
394,E006637 ,E006607 ,1994JJ00,794.0,0.04,2140.0,0.07,150.0,0.09
395,E006637 ,E006607 ,1995JJ00,1132.0,0.06,3025.0,0.1,215.0,0.12
396,E006637 ,E006607 ,1996JJ00,1568.0,0.07,4093.0,0.13,287.0,0.16
397,E006637 ,E006607 ,1997JJ00,1761.0,0.08,4403.0,0.14,318.0,0.18
398,E006637 ,E006607 ,1998JJ00,2056.0,0.1,5128.0,0.16,365.0,0.21
399,E006637 ,E006607 ,1999JJ00,2312.0,0.11,5780.0,0.19,401.0,0.23
400,E006637 ,E006607 ,2000JJ00,2678.0,0.13,6745.0,0.22,481.0,0.28
401,E006637 ,E006607 ,2001JJ00,2958.0,0.14,7565.0,0.24,536.0,0.3
402,E006637 ,E006607 ,2002JJ00,3672.0,0.17,9416.0,0.29,666.0,0.38
403,E006637 ,E006607 ,2003JJ00,4892.0,0.22,12479.0,0.37,877.0,0.49
404,E006637 ,E006607 ,2004JJ00,6347.0,0.27,15946.0,0.47,1110.0,0.61
405,E006637 ,E006607 ,2005JJ00,7321.0,0.32,18348.0,0.55,1264.0,0.71
406,E006637 ,E006607 ,2006JJ00,8917.0,0.39,21855.0,0.66,1528.0,0.88
407,E006637 ,E006607 ,2007JJ00,10304.0,0.46,25071.0,0.76,1730.0,1.0
408,E006637 ,E006607 ,2008JJ00,12154.0,0.53,30009.0,0.92,2068.0,1.18
409,E006637 ,E006607 ,2009JJ00,13543.0,0.62,32792.0,1.01,2240.0,1.31
410,E006637 ,E006607 ,2010JJ00,13455.0,0.57,31808.0,0.92,2144.0,1.18
411,E006637 ,E006607 ,2011JJ00,14336.0,0.65,33180.0,1.03,2236.0,1.32
412,E006637 ,E006607 ,2012JJ00,14963.0,0.68,35847.0,1.1,2549.0,1.53
413,E006637 ,E006607 ,2013JJ00,16676.0,0.76,38887.0,1.22,2862.0,1.72
414,E006637 ,E006607 ,2014JJ00,18215.0,0.91,43446.0,1.43,3193.0,2.01
415,E006637 ,E006607 ,2015JJ00,21174.0,1.02,51264.0,1.65,3993.0,2.39
416,E006637 ,E006607 ,2016JJ00,21748.0,1.04,53907.0,1.71,4021.0,2.41
417,E006637 ,E006607 ,2017JJ00,22560.0,1.07,54196.0,1.71,3962.0,2.4
418,E006637 ,E006607 ,2018JJ00,23681.0,1.12,54381.0,1.75,3845.0,2.39
419,E006637 ,E006607 ,2019JJ00,26743.0,1.28,58387.0,1.9,4128.0,2.66
420,E006637 ,E006608 ,1990JJ00,,,,,,
421,E006637 ,E006608 ,1991JJ00,,,,,,
422,E006637 ,E006608 ,1992JJ00,,,,,,
423,E006637 ,E006608 ,1993JJ00,,,,,,
424,E006637 ,E006608 ,1994JJ00,,,,,,
425,E006637 ,E006608 ,1995JJ00,,,,,,
426,E006637 ,E006608 ,1996JJ00,,,,,,
427,E006637 ,E006608 ,1997JJ00,,,,,,
428,E006637 ,E006608 ,1998JJ00,,,,,,
429,E006637 ,E006608 ,1999JJ00,,,,,,
430,E006637 ,E006608 ,2000JJ00,,,,,,
431,E006637 ,E006608 ,2001JJ00,,,,,,
432,E006637 ,E006608 ,2002JJ00,,,,,,
433,E006637 ,E006608 ,2003JJ00,,,,,,
434,E006637 ,E006608 ,2004JJ00,,,,,,
435,E006637 ,E006608 ,2005JJ00,,,,,,
436,E006637 ,E006608 ,2006JJ00,,,,,,
437,E006637 ,E006608 ,2007JJ00,,,,,,
438,E006637 ,E006608 ,2008JJ00,,,,,,
439,E006637 ,E006608 ,2009JJ00,,,,,,
440,E006637 ,E006608 ,2010JJ00,,,,,,
441,E006637 ,E006608 ,2011JJ00,,,,,,
442,E006637 ,E006608 ,2012JJ00,,,,,,
443,E006637 ,E006608 ,2013JJ00,,,,,,
444,E006637 ,E006608 ,2014JJ00,,,,,,
445,E006637 ,E006608 ,2015JJ00,,,,,,
446,E006637 ,E006608 ,2016JJ00,,,,,,
447,E006637 ,E006608 ,2017JJ00,,,,,,
448,E006637 ,E006608 ,2018JJ00,,,,,,
449,E006637 ,E006608 ,2019JJ00,,,,,,
450,E006637 ,E007028 ,1990JJ00,,,,,,
451,E006637 ,E007028 ,1991JJ00,,,,,,
452,E006637 ,E007028 ,1992JJ00,,,,,,
453,E006637 ,E007028 ,1993JJ00,,,,,,
454,E006637 ,E007028 ,1994JJ00,,,,,,
455,E006637 ,E007028 ,1995JJ00,,,,,,
456,E006637 ,E007028 ,1996JJ00,,,,,,
457,E006637 ,E007028 ,1997JJ00,,,,,,
458,E006637 ,E007028 ,1998JJ00,,,,,,
459,E006637 ,E007028 ,1999JJ00,,,,,,
460,E006637 ,E007028 ,2000JJ00,,,,,,
461,E006637 ,E007028 ,2001JJ00,,,,,,
462,E006637 ,E007028 ,2002JJ00,,,,,,
463,E006637 ,E007028 ,2003JJ00,,,,,,
464,E006637 ,E007028 ,2004JJ00,,,,,,
465,E006637 ,E007028 ,2005JJ00,,,,,,
466,E006637 ,E007028 ,2006JJ00,,,,,,
467,E006637 ,E007028 ,2007JJ00,,,,,,
468,E006637 ,E007028 ,2008JJ00,,,,,,
469,E006637 ,E007028 ,2009JJ00,,,,,,
470,E006637 ,E007028 ,2010JJ00,,,,,,
471,E006637 ,E007028 ,2011JJ00,,,,,,
472,E006637 ,E007028 ,2012JJ00,,,,,,
473,E006637 ,E007028 ,2013JJ00,,,,,,
474,E006637 ,E007028 ,2014JJ00,,,,,,
475,E006637 ,E007028 ,2015JJ00,,,,,,
476,E006637 ,E007028 ,2016JJ00,,,,,,
477,E006637 ,E007028 ,2017JJ00,,,,,,
478,E006637 ,E007028 ,2018JJ00,,,,,,
479,E006637 ,E007028 ,2019JJ00,,,,,,
480,E006638 ,E007022 ,1990JJ00,,,,,,
481,E006638 ,E007022 ,1991JJ00,,,,,,
482,E006638 ,E007022 ,1992JJ00,,,,,,
483,E006638 ,E007022 ,1993JJ00,,,,,,
484,E006638 ,E007022 ,1994JJ00,,,,,,
485,E006638 ,E007022 ,1995JJ00,,,,,,
486,E006638 ,E007022 ,1996JJ00,,,,,,
487,E006638 ,E007022 ,1997JJ00,,,,,,
488,E006638 ,E007022 ,1998JJ00,,,,,,
489,E006638 ,E007022 ,1999JJ00,,,,,,
490,E006638 ,E007022 ,2000JJ00,,,,,,
491,E006638 ,E007022 ,2001JJ00,,,,,,
492,E006638 ,E007022 ,2002JJ00,,,,,,
493,E006638 ,E007022 ,2003JJ00,,,,,,
494,E006638 ,E007022 ,2004JJ00,,,,,,
495,E006638 ,E007022 ,2005JJ00,,,,,,
496,E006638 ,E007022 ,2006JJ00,228.0,0.01,559.0,0.02,39.0,0.02
497,E006638 ,E007022 ,2007JJ00,1092.0,0.05,2658.0,0.08,183.0,0.11
498,E006638 ,E007022 ,2008JJ00,1977.0,0.09,4881.0,0.15,336.0,0.19
499,E006638 ,E007022 ,2009JJ00,2588.0,0.12,6265.0,0.19,428.0,0.25
500,E006638 ,E007022 ,2010JJ00,2755.0,0.12,6513.0,0.19,439.0,0.24
501,E006638 ,E007022 ,2011JJ00,2674.0,0.12,6187.0,0.19,417.0,0.25
502,E006638 ,E007022 ,2012JJ00,2817.0,0.13,6531.0,0.2,464.0,0.28
503,E006638 ,E007022 ,2013JJ00,2648.0,0.12,6411.0,0.2,472.0,0.28
504,E006638 ,E007022 ,2014JJ00,2700.0,0.13,6574.0,0.22,483.0,0.3
505,E006638 ,E007022 ,2015JJ00,3727.0,0.18,8954.0,0.29,698.0,0.42
506,E006638 ,E007022 ,2016JJ00,8362.0,0.4,19309.0,0.61,1440.0,0.86
507,E006638 ,E007022 ,2017JJ00,12150.0,0.57,28178.0,0.89,2060.0,1.25
508,E006638 ,E007022 ,2018JJ00,12426.0,0.59,28172.0,0.91,1992.0,1.24
509,E006638 ,E007022 ,2019JJ00,12042.0,0.58,28407.0,0.93,2008.0,1.29
510,E006638 ,E006607 ,1990JJ00,,,,,,
511,E006638 ,E006607 ,1991JJ00,,,,,,
512,E006638 ,E006607 ,1992JJ00,,,,,,
513,E006638 ,E006607 ,1993JJ00,,,,,,
514,E006638 ,E006607 ,1994JJ00,,,,,,
515,E006638 ,E006607 ,1995JJ00,,,,,,
516,E006638 ,E006607 ,1996JJ00,,,,,,
517,E006638 ,E006607 ,1997JJ00,,,,,,
518,E006638 ,E006607 ,1998JJ00,,,,,,
519,E006638 ,E006607 ,1999JJ00,,,,,,
520,E006638 ,E006607 ,2000JJ00,,,,,,
521,E006638 ,E006607 ,2001JJ00,,,,,,
522,E006638 ,E006607 ,2002JJ00,,,,,,
523,E006638 ,E006607 ,2003JJ00,,,,,,
524,E006638 ,E006607 ,2004JJ00,,,,,,
525,E006638 ,E006607 ,2005JJ00,,,,,,
526,E006638 ,E006607 ,2006JJ00,228.0,0.01,559.0,0.02,39.0,0.02
527,E006638 ,E006607 ,2007JJ00,1092.0,0.05,2658.0,0.08,183.0,0.11
528,E006638 ,E006607 ,2008JJ00,1977.0,0.09,4881.0,0.15,336.0,0.19
529,E006638 ,E006607 ,2009JJ00,2588.0,0.12,6265.0,0.19,428.0,0.25
530,E006638 ,E006607 ,2010JJ00,2755.0,0.12,6513.0,0.19,439.0,0.24
531,E006638 ,E006607 ,2011JJ00,2674.0,0.12,6187.0,0.19,417.0,0.25
532,E006638 ,E006607 ,2012JJ00,2817.0,0.13,6531.0,0.2,464.0,0.28
533,E006638 ,E006607 ,2013JJ00,2648.0,0.12,6411.0,0.2,472.0,0.28
534,E006638 ,E006607 ,2014JJ00,2700.0,0.13,6574.0,0.22,483.0,0.3
535,E006638 ,E006607 ,2015JJ00,3727.0,0.18,8954.0,0.29,698.0,0.42
536,E006638 ,E006607 ,2016JJ00,8362.0,0.4,19309.0,0.61,1440.0,0.86
537,E006638 ,E006607 ,2017JJ00,12150.0,0.57,28178.0,0.89,2060.0,1.25
538,E006638 ,E006607 ,2018JJ00,12426.0,0.59,28172.0,0.91,1992.0,1.24
539,E006638 ,E006607 ,2019JJ00,12042.0,0.58,28407.0,0.93,2008.0,1.29
540,E006638 ,E006608 ,1990JJ00,,,,,,
541,E006638 ,E006608 ,1991JJ00,,,,,,
542,E006638 ,E006608 ,1992JJ00,,,,,,
543,E006638 ,E006608 ,1993JJ00,,,,,,
544,E006638 ,E006608 ,1994JJ00,,,,,,
545,E006638 ,E006608 ,1995JJ00,,,,,,
546,E006638 ,E006608 ,1996JJ00,,,,,,
547,E006638 ,E006608 ,1997JJ00,,,,,,
548,E006638 ,E006608 ,1998JJ00,,,,,,
549,E006638 ,E006608 ,1999JJ00,,,,,,
550,E006638 ,E006608 ,2000JJ00,,,,,,
551,E006638 ,E006608 ,2001JJ00,,,,,,
552,E006638 ,E006608 ,2002JJ00,,,,,,
553,E006638 ,E006608 ,2003JJ00,,,,,,
554,E006638 ,E006608 ,2004JJ00,,,,,,
555,E006638 ,E006608 ,2005JJ00,,,,,,
556,E006638 ,E006608 ,2006JJ00,,,,,,
557,E006638 ,E006608 ,2007JJ00,,,,,,
558,E006638 ,E006608 ,2008JJ00,,,,,,
559,E006638 ,E006608 ,2009JJ00,,,,,,
560,E006638 ,E006608 ,2010JJ00,,,,,,
561,E006638 ,E006608 ,2011JJ00,,,,,,
562,E006638 ,E006608 ,2012JJ00,,,,,,
563,E006638 ,E006608 ,2013JJ00,,,,,,
564,E006638 ,E006608 ,2014JJ00,,,,,,
565,E006638 ,E006608 ,2015JJ00,,,,,,
566,E006638 ,E006608 ,2016JJ00,,,,,,
567,E006638 ,E006608 ,2017JJ00,,,,,,
568,E006638 ,E006608 ,2018JJ00,,,,,,
569,E006638 ,E006608 ,2019JJ00,,,,,,
570,E006638 ,E007028 ,1990JJ00,,,,,,
571,E006638 ,E007028 ,1991JJ00,,,,,,
572,E006638 ,E007028 ,1992JJ00,,,,,,
573,E006638 ,E007028 ,1993JJ00,,,,,,
574,E006638 ,E007028 ,1994JJ00,,,,,,
575,E006638 ,E007028 ,1995JJ00,,,,,,
576,E006638 ,E007028 ,1996JJ00,,,,,,
577,E006638 ,E007028 ,1997JJ00,,,,,,
578,E006638 ,E007028 ,1998JJ00,,,,,,
579,E006638 ,E007028 ,1999JJ00,,,,,,
580,E006638 ,E007028 ,2000JJ00,,,,,,
581,E006638 ,E007028 ,2001JJ00,,,,,,
582,E006638 ,E007028 ,2002JJ00,,,,,,
583,E006638 ,E007028 ,2003JJ00,,,,,,
584,E006638 ,E007028 ,2004JJ00,,,,,,
585,E006638 ,E007028 ,2005JJ00,,,,,,
586,E006638 ,E007028 ,2006JJ00,,,,,,
587,E006638 ,E007028 ,2007JJ00,,,,,,
588,E006638 ,E007028 ,2008JJ00,,,,,,
589,E006638 ,E007028 ,2009JJ00,,,,,,
590,E006638 ,E007028 ,2010JJ00,,,,,,
591,E006638 ,E007028 ,2011JJ00,,,,,,
592,E006638 ,E007028 ,2012JJ00,,,,,,
593,E006638 ,E007028 ,2013JJ00,,,,,,
594,E006638 ,E007028 ,2014JJ00,,,,,,
595,E006638 ,E007028 ,2015JJ00,,,,,,
596,E006638 ,E007028 ,2016JJ00,,,,,,
597,E006638 ,E007028 ,2017JJ00,,,,,,
598,E006638 ,E007028 ,2018JJ00,,,,,,
599,E006638 ,E007028 ,2019JJ00,,,,,,
600,E006589 ,E007022 ,1990JJ00,102.0,0.01,88.0,0.0,5.0,0.0
601,E006589 ,E007022 ,1991JJ00,115.0,0.01,103.0,0.0,6.0,0.0
602,E006589 ,E007022 ,1992JJ00,139.0,0.01,126.0,0.0,7.0,0.0
603,E006589 ,E007022 ,1993JJ00,157.0,0.01,146.0,0.0,8.0,0.0
604,E006589 ,E007022 ,1994JJ00,184.0,0.01,174.0,0.01,10.0,0.01
605,E006589 ,E007022 ,1995JJ00,216.0,0.01,207.0,0.01,12.0,0.01
606,E006589 ,E007022 ,1996JJ00,251.0,0.01,246.0,0.01,14.0,0.01
607,E006589 ,E007022 ,1997JJ00,303.0,0.01,303.0,0.01,18.0,0.01
608,E006589 ,E007022 ,1998JJ00,358.0,0.02,365.0,0.01,21.0,0.01
609,E006589 ,E007022 ,1999JJ00,424.0,0.02,442.0,0.01,26.0,0.02
610,E006589 ,E007022 ,2000JJ00,482.0,0.02,515.0,0.02,30.0,0.02
611,E006589 ,E007022 ,2001JJ00,553.0,0.03,613.0,0.02,36.0,0.02
612,E006589 ,E007022 ,2002JJ00,634.0,0.03,724.0,0.02,43.0,0.02
613,E006589 ,E007022 ,2003JJ00,715.0,0.03,859.0,0.03,52.0,0.03
614,E006589 ,E007022 ,2004JJ00,795.0,0.03,983.0,0.03,60.0,0.03
615,E006589 ,E007022 ,2005JJ00,847.0,0.04,1045.0,0.03,63.0,0.04
616,E006589 ,E007022 ,2006JJ00,886.0,0.04,1083.0,0.03,66.0,0.04
617,E006589 ,E007022 ,2007JJ00,934.0,0.04,1135.0,0.03,68.0,0.04
618,E006589 ,E007022 ,2008JJ00,988.0,0.04,1207.0,0.04,73.0,0.04
619,E006589 ,E007022 ,2009JJ00,1088.0,0.05,1332.0,0.04,80.0,0.05
620,E006589 ,E007022 ,2010JJ00,1196.0,0.05,1491.0,0.04,90.0,0.05
621,E006589 ,E007022 ,2011JJ00,1416.0,0.06,1932.0,0.06,119.0,0.07
622,E006589 ,E007022 ,2012JJ00,1757.0,0.08,2740.0,0.08,179.0,0.11
623,E006589 ,E007022 ,2013JJ00,2582.0,0.12,4623.0,0.15,321.0,0.19
624,E006589 ,E007022 ,2014JJ00,3739.0,0.19,7458.0,0.25,528.0,0.33
625,E006589 ,E007022 ,2015JJ00,5127.0,0.25,10819.0,0.35,818.0,0.49
626,E006589 ,E007022 ,2016JJ00,6913.0,0.33,14665.0,0.46,1072.0,0.64
627,E006589 ,E007022 ,2017JJ00,9080.0,0.43,18984.0,0.6,1368.0,0.83
628,E006589 ,E007022 ,2018JJ00,14451.0,0.68,30492.0,0.98,2139.0,1.33
629,E006589 ,E007022 ,2019JJ00,19789.0,0.95,42230.0,1.38,2968.0,1.91
630,E006589 ,E006607 ,1990JJ00,2.0,0.0,4.0,0.0,0.0,0.0
631,E006589 ,E006607 ,1991JJ00,2.0,0.0,6.0,0.0,0.0,0.0
632,E006589 ,E006607 ,1992JJ00,3.0,0.0,8.0,0.0,1.0,0.0
633,E006589 ,E006607 ,1993JJ00,4.0,0.0,10.0,0.0,1.0,0.0
634,E006589 ,E006607 ,1994JJ00,5.0,0.0,12.0,0.0,1.0,0.0
635,E006589 ,E006607 ,1995JJ00,5.0,0.0,15.0,0.0,1.0,0.0
636,E006589 ,E006607 ,1996JJ00,7.0,0.0,19.0,0.0,1.0,0.0
637,E006589 ,E006607 ,1997JJ00,9.0,0.0,23.0,0.0,2.0,0.0
638,E006589 ,E006607 ,1998JJ00,13.0,0.0,33.0,0.0,2.0,0.0
639,E006589 ,E006607 ,1999JJ00,20.0,0.0,49.0,0.0,3.0,0.0
640,E006589 ,E006607 ,2000JJ00,28.0,0.0,70.0,0.0,5.0,0.0
641,E006589 ,E006607 ,2001JJ00,42.0,0.0,107.0,0.0,8.0,0.0
642,E006589 ,E006607 ,2002JJ00,59.0,0.0,151.0,0.0,11.0,0.01
643,E006589 ,E006607 ,2003JJ00,91.0,0.0,233.0,0.01,16.0,0.01
644,E006589 ,E006607 ,2004JJ00,121.0,0.01,304.0,0.01,21.0,0.01
645,E006589 ,E006607 ,2005JJ00,128.0,0.01,320.0,0.01,22.0,0.01
646,E006589 ,E006607 ,2006JJ00,132.0,0.01,322.0,0.01,23.0,0.01
647,E006589 ,E006607 ,2007JJ00,135.0,0.01,329.0,0.01,23.0,0.01
648,E006589 ,E006607 ,2008JJ00,143.0,0.01,352.0,0.01,24.0,0.01
649,E006589 ,E006607 ,2009JJ00,162.0,0.01,391.0,0.01,27.0,0.02
650,E006589 ,E006607 ,2010JJ00,201.0,0.01,476.0,0.01,32.0,0.02
651,E006589 ,E006607 ,2011JJ00,376.0,0.02,867.0,0.03,58.0,0.03
652,E006589 ,E006607 ,2012JJ00,686.0,0.03,1638.0,0.05,116.0,0.07
653,E006589 ,E006607 ,2013JJ00,1476.0,0.07,3481.0,0.11,256.0,0.15
654,E006589 ,E006607 ,2014JJ00,2611.0,0.13,6291.0,0.21,462.0,0.29
655,E006589 ,E006607 ,2015JJ00,3991.0,0.19,9639.0,0.31,751.0,0.45
656,E006589 ,E006607 ,2016JJ00,5767.0,0.28,13473.0,0.43,1005.0,0.6
657,E006589 ,E006607 ,2017JJ00,7936.0,0.37,17793.0,0.56,1301.0,0.79
658,E006589 ,E006607 ,2018JJ00,13295.0,0.63,29284.0,0.94,2070.0,1.29
659,E006589 ,E006607 ,2019JJ00,18613.0,0.89,40999.0,1.34,2899.0,1.87
660,E006589 ,E006608 ,1990JJ00,100.0,0.01,84.0,0.0,5.0,0.0
661,E006589 ,E006608 ,1991JJ00,113.0,0.01,97.0,0.0,6.0,0.0
662,E006589 ,E006608 ,1992JJ00,136.0,0.01,118.0,0.0,7.0,0.0
663,E006589 ,E006608 ,1993JJ00,154.0,0.01,136.0,0.0,8.0,0.0
664,E006589 ,E006608 ,1994JJ00,180.0,0.01,162.0,0.01,9.0,0.01
665,E006589 ,E006608 ,1995JJ00,211.0,0.01,193.0,0.01,11.0,0.01
666,E006589 ,E006608 ,1996JJ00,244.0,0.01,228.0,0.01,13.0,0.01
667,E006589 ,E006608 ,1997JJ00,294.0,0.01,280.0,0.01,16.0,0.01
668,E006589 ,E006608 ,1998JJ00,345.0,0.02,332.0,0.01,19.0,0.01
669,E006589 ,E006608 ,1999JJ00,404.0,0.02,393.0,0.01,22.0,0.01
670,E006589 ,E006608 ,2000JJ00,454.0,0.02,445.0,0.01,25.0,0.01
671,E006589 ,E006608 ,2001JJ00,511.0,0.02,506.0,0.02,29.0,0.02
672,E006589 ,E006608 ,2002JJ00,575.0,0.03,573.0,0.02,33.0,0.02
673,E006589 ,E006608 ,2003JJ00,624.0,0.03,626.0,0.02,36.0,0.02
674,E006589 ,E006608 ,2004JJ00,674.0,0.03,679.0,0.02,39.0,0.02
675,E006589 ,E006608 ,2005JJ00,719.0,0.03,725.0,0.02,41.0,0.02
676,E006589 ,E006608 ,2006JJ00,755.0,0.03,761.0,0.02,43.0,0.02
677,E006589 ,E006608 ,2007JJ00,798.0,0.04,805.0,0.02,46.0,0.03
678,E006589 ,E006608 ,2008JJ00,846.0,0.04,855.0,0.03,48.0,0.03
679,E006589 ,E006608 ,2009JJ00,926.0,0.04,941.0,0.03,53.0,0.03
680,E006589 ,E006608 ,2010JJ00,994.0,0.04,1016.0,0.03,57.0,0.03
681,E006589 ,E006608 ,2011JJ00,1040.0,0.05,1066.0,0.03,60.0,0.04
682,E006589 ,E006608 ,2012JJ00,1070.0,0.05,1102.0,0.03,62.0,0.04
683,E006589 ,E006608 ,2013JJ00,1106.0,0.05,1142.0,0.04,65.0,0.04
684,E006589 ,E006608 ,2014JJ00,1128.0,0.06,1168.0,0.04,66.0,0.04
685,E006589 ,E006608 ,2015JJ00,1137.0,0.05,1179.0,0.04,67.0,0.04
686,E006589 ,E006608 ,2016JJ00,1147.0,0.05,1192.0,0.04,67.0,0.04
687,E006589 ,E006608 ,2017JJ00,1144.0,0.05,1191.0,0.04,67.0,0.04
688,E006589 ,E006608 ,2018JJ00,1156.0,0.05,1208.0,0.04,68.0,0.04
689,E006589 ,E006608 ,2019JJ00,1176.0,0.06,1231.0,0.04,70.0,0.04
690,E006589 ,E007028 ,1990JJ00,,,,,,
691,E006589 ,E007028 ,1991JJ00,,,,,,
692,E006589 ,E007028 ,1992JJ00,,,,,,
693,E006589 ,E007028 ,1993JJ00,,,,,,
694,E006589 ,E007028 ,1994JJ00,,,,,,
695,E006589 ,E007028 ,1995JJ00,,,,,,
696,E006589 ,E007028 ,1996JJ00,,,,,,
697,E006589 ,E007028 ,1997JJ00,,,,,,
698,E006589 ,E007028 ,1998JJ00,,,,,,
699,E006589 ,E007028 ,1999JJ00,,,,,,
700,E006589 ,E007028 ,2000JJ00,,,,,,
701,E006589 ,E007028 ,2001JJ00,,,,,,
702,E006589 ,E007028 ,2002JJ00,,,,,,
703,E006589 ,E007028 ,2003JJ00,,,,,,
704,E006589 ,E007028 ,2004JJ00,,,,,,
705,E006589 ,E007028 ,2005JJ00,,,,,,
706,E006589 ,E007028 ,2006JJ00,,,,,,
707,E006589 ,E007028 ,2007JJ00,,,,,,
708,E006589 ,E007028 ,2008JJ00,,,,,,
709,E006589 ,E007028 ,2009JJ00,,,,,,
710,E006589 ,E007028 ,2010JJ00,,,,,,
711,E006589 ,E007028 ,2011JJ00,,,,,,
712,E006589 ,E007028 ,2012JJ00,,,,,,
713,E006589 ,E007028 ,2013JJ00,,,,,,
714,E006589 ,E007028 ,2014JJ00,,,,,,
715,E006589 ,E007028 ,2015JJ00,,,,,,
716,E006589 ,E007028 ,2016JJ00,,,,,,
717,E006589 ,E007028 ,2017JJ00,,,,,,
718,E006589 ,E007028 ,2018JJ00,,,,,,
719,E006589 ,E007028 ,2019JJ00,,,,,,
720,E006590 ,E007022 ,1990JJ00,2.0,0.0,4.0,0.0,0.0,0.0
721,E006590 ,E007022 ,1991JJ00,2.0,0.0,6.0,0.0,0.0,0.0
722,E006590 ,E007022 ,1992JJ00,3.0,0.0,8.0,0.0,1.0,0.0
