ID,BronTechniek,Energietoepassingen,Perioden,BrutoEindverbruik_1,BrutoEindverbruikRelatief_2,VermedenVerbruik_3,VermedenVerbruikRelatief_4,VermedenEmissie_5,VermedenEmissieRelatief_6
1145,E006646 ,E006608 ,1995JJ00,29.0,0.0,32.0,0.0,2.0,0.0
1146,E006646 ,E006608 ,1996JJ00,32.0,0.0,35.0,0.0,2.0,0.0
1147,E006646 ,E006608 ,1997JJ00,38.0,0.0,41.0,0.0,2.0,0.0
1148,E006646 ,E006608 ,1998JJ00,44.0,0.0,47.0,0.0,3.0,0.0
1149,E006646 ,E006608 ,1999JJ00,48.0,0.0,51.0,0.0,3.0,0.0
1150,E006646 ,E006608 ,2000JJ00,47.0,0.0,51.0,0.0,3.0,0.0
1151,E006646 ,E006608 ,2001JJ00,52.0,0.0,56.0,0.0,3.0,0.0
1152,E006646 ,E006608 ,2002JJ00,60.0,0.0,64.0,0.0,4.0,0.0
1153,E006646 ,E006608 ,2003JJ00,66.0,0.0,71.0,0.0,4.0,0.0
1154,E006646 ,E006608 ,2004JJ00,74.0,0.0,80.0,0.0,5.0,0.0
1155,E006646 ,E006608 ,2005JJ00,79.0,0.0,85.0,0.0,5.0,0.0
1156,E006646 ,E006608 ,2006JJ00,82.0,0.0,88.0,0.0,5.0,0.0
1157,E006646 ,E006608 ,2007JJ00,86.0,0.0,93.0,0.0,5.0,0.0
1158,E006646 ,E006608 ,2008JJ00,92.0,0.0,99.0,0.0,6.0,0.0
1159,E006646 ,E006608 ,2009JJ00,111.0,0.01,119.0,0.0,7.0,0.0
1160,E006646 ,E006608 ,2010JJ00,138.0,0.01,149.0,0.0,8.0,0.0
1161,E006646 ,E006608 ,2011JJ00,151.0,0.01,162.0,0.01,9.0,0.01
1162,E006646 ,E006608 ,2012JJ00,164.0,0.01,177.0,0.01,10.0,0.01
1163,E006646 ,E006608 ,2013JJ00,175.0,0.01,189.0,0.01,11.0,0.01
1164,E006646 ,E006608 ,2014JJ00,181.0,0.01,195.0,0.01,11.0,0.01
1165,E006646 ,E006608 ,2015JJ00,187.0,0.01,201.0,0.01,11.0,0.01
1166,E006646 ,E006608 ,2016JJ00,194.0,0.01,209.0,0.01,12.0,0.01
1167,E006646 ,E006608 ,2017JJ00,204.0,0.01,220.0,0.01,12.0,0.01
1168,E006646 ,E006608 ,2018JJ00,220.0,0.01,237.0,0.01,13.0,0.01
1169,E006646 ,E006608 ,2019JJ00,276.0,0.01,297.0,0.01,17.0,0.01
1170,E006646 ,E007028 ,1990JJ00,,,,,,
1171,E006646 ,E007028 ,1991JJ00,,,,,,
1172,E006646 ,E007028 ,1992JJ00,,,,,,
1173,E006646 ,E007028 ,1993JJ00,,,,,,
1174,E006646 ,E007028 ,1994JJ00,,,,,,
1175,E006646 ,E007028 ,1995JJ00,,,,,,
1176,E006646 ,E007028 ,1996JJ00,,,,,,
1177,E006646 ,E007028 ,1997JJ00,,,,,,
1178,E006646 ,E007028 ,1998JJ00,,,,,,
1179,E006646 ,E007028 ,1999JJ00,,,,,,
1180,E006646 ,E007028 ,2000JJ00,,,,,,
1181,E006646 ,E007028 ,2001JJ00,,,,,,
1182,E006646 ,E007028 ,2002JJ00,,,,,,
1183,E006646 ,E007028 ,2003JJ00,,,,,,
1184,E006646 ,E007028 ,2004JJ00,,,,,,
1185,E006646 ,E007028 ,2005JJ00,,,,,,
1186,E006646 ,E007028 ,2006JJ00,,,,,,
1187,E006646 ,E007028 ,2007JJ00,,,,,,
1188,E006646 ,E007028 ,2008JJ00,,,,,,
1189,E006646 ,E007028 ,2009JJ00,,,,,,
1190,E006646 ,E007028 ,2010JJ00,,,,,,
1191,E006646 ,E007028 ,2011JJ00,,,,,,
1192,E006646 ,E007028 ,2012JJ00,,,,,,
1193,E006646 ,E007028 ,2013JJ00,,,,,,
1194,E006646 ,E007028 ,2014JJ00,,,,,,
1195,E006646 ,E007028 ,2015JJ00,,,,,,
1196,E006646 ,E007028 ,2016JJ00,,,,,,
1197,E006646 ,E007028 ,2017JJ00,,,,,,
1198,E006646 ,E007028 ,2018JJ00,,,,,,
1199,E006646 ,E007028 ,2019JJ00,,,,,,
1200,E006647 ,E007022 ,1990JJ00,71.0,0.0,53.0,0.0,3.0,0.0
1201,E006647 ,E007022 ,1991JJ00,73.0,0.0,54.0,0.0,3.0,0.0
1202,E006647 ,E007022 ,1992JJ00,83.0,0.0,61.0,0.0,3.0,0.0
1203,E006647 ,E007022 ,1993JJ00,86.0,0.0,64.0,0.0,4.0,0.0
1204,E006647 ,E007022 ,1994JJ00,93.0,0.0,69.0,0.0,4.0,0.0
1205,E006647 ,E007022 ,1995JJ00,100.0,0.0,74.0,0.0,4.0,0.0
1206,E006647 ,E007022 ,1996JJ00,104.0,0.0,76.0,0.0,4.0,0.0
1207,E006647 ,E007022 ,1997JJ00,108.0,0.01,79.0,0.0,5.0,0.0
1208,E006647 ,E007022 ,1998JJ00,117.0,0.01,86.0,0.0,5.0,0.0
1209,E006647 ,E007022 ,1999JJ00,125.0,0.01,92.0,0.0,5.0,0.0
1210,E006647 ,E007022 ,2000JJ00,129.0,0.01,95.0,0.0,5.0,0.0
1211,E006647 ,E007022 ,2001JJ00,131.0,0.01,97.0,0.0,5.0,0.0
1212,E006647 ,E007022 ,2002JJ00,135.0,0.01,99.0,0.0,6.0,0.0
1213,E006647 ,E007022 ,2003JJ00,134.0,0.01,99.0,0.0,6.0,0.0
1214,E006647 ,E007022 ,2004JJ00,137.0,0.01,101.0,0.0,6.0,0.0
1215,E006647 ,E007022 ,2005JJ00,145.0,0.01,107.0,0.0,6.0,0.0
1216,E006647 ,E007022 ,2006JJ00,152.0,0.01,112.0,0.0,6.0,0.0
1217,E006647 ,E007022 ,2007JJ00,160.0,0.01,118.0,0.0,7.0,0.0
1218,E006647 ,E007022 ,2008JJ00,164.0,0.01,121.0,0.0,7.0,0.0
1219,E006647 ,E007022 ,2009JJ00,166.0,0.01,122.0,0.0,7.0,0.0
1220,E006647 ,E007022 ,2010JJ00,162.0,0.01,119.0,0.0,7.0,0.0
1221,E006647 ,E007022 ,2011JJ00,158.0,0.01,117.0,0.0,7.0,0.0
1222,E006647 ,E007022 ,2012JJ00,149.0,0.01,110.0,0.0,6.0,0.0
1223,E006647 ,E007022 ,2013JJ00,144.0,0.01,106.0,0.0,6.0,0.0
1224,E006647 ,E007022 ,2014JJ00,138.0,0.01,102.0,0.0,6.0,0.0
1225,E006647 ,E007022 ,2015JJ00,132.0,0.01,97.0,0.0,5.0,0.0
1226,E006647 ,E007022 ,2016JJ00,127.0,0.01,93.0,0.0,5.0,0.0
1227,E006647 ,E007022 ,2017JJ00,120.0,0.01,88.0,0.0,5.0,0.0
1228,E006647 ,E007022 ,2018JJ00,110.0,0.01,81.0,0.0,5.0,0.0
1229,E006647 ,E007022 ,2019JJ00,104.0,0.0,76.0,0.0,4.0,0.0
1230,E006647 ,E006607 ,1990JJ00,,,,,,
1231,E006647 ,E006607 ,1991JJ00,,,,,,
1232,E006647 ,E006607 ,1992JJ00,,,,,,
1233,E006647 ,E006607 ,1993JJ00,,,,,,
1234,E006647 ,E006607 ,1994JJ00,,,,,,
1235,E006647 ,E006607 ,1995JJ00,,,,,,
1236,E006647 ,E006607 ,1996JJ00,,,,,,
1237,E006647 ,E006607 ,1997JJ00,,,,,,
1238,E006647 ,E006607 ,1998JJ00,,,,,,
1239,E006647 ,E006607 ,1999JJ00,,,,,,
1240,E006647 ,E006607 ,2000JJ00,,,,,,
1241,E006647 ,E006607 ,2001JJ00,,,,,,
1242,E006647 ,E006607 ,2002JJ00,,,,,,
1243,E006647 ,E006607 ,2003JJ00,,,,,,
1244,E006647 ,E006607 ,2004JJ00,,,,,,
1245,E006647 ,E006607 ,2005JJ00,,,,,,
1246,E006647 ,E006607 ,2006JJ00,,,,,,
1247,E006647 ,E006607 ,2007JJ00,,,,,,
1248,E006647 ,E006607 ,2008JJ00,,,,,,
1249,E006647 ,E006607 ,2009JJ00,,,,,,
1250,E006647 ,E006607 ,2010JJ00,,,,,,
1251,E006647 ,E006607 ,2011JJ00,,,,,,
1252,E006647 ,E006607 ,2012JJ00,,,,,,
1253,E006647 ,E006607 ,2013JJ00,,,,,,
1254,E006647 ,E006607 ,2014JJ00,,,,,,
1255,E006647 ,E006607 ,2015JJ00,,,,,,
1256,E006647 ,E006607 ,2016JJ00,,,,,,
1257,E006647 ,E006607 ,2017JJ00,,,,,,
1258,E006647 ,E006607 ,2018JJ00,,,,,,
1259,E006647 ,E006607 ,2019JJ00,,,,,,
1260,E006647 ,E006608 ,1990JJ00,71.0,0.0,53.0,0.0,3.0,0.0
1261,E006647 ,E006608 ,1991JJ00,73.0,0.0,54.0,0.0,3.0,0.0
1262,E006647 ,E006608 ,1992JJ00,83.0,0.0,61.0,0.0,3.0,0.0
1263,E006647 ,E006608 ,1993JJ00,86.0,0.0,64.0,0.0,4.0,0.0
1264,E006647 ,E006608 ,1994JJ00,93.0,0.0,69.0,0.0,4.0,0.0
1265,E006647 ,E006608 ,1995JJ00,100.0,0.0,74.0,0.0,4.0,0.0
1266,E006647 ,E006608 ,1996JJ00,104.0,0.0,76.0,0.0,4.0,0.0
1267,E006647 ,E006608 ,1997JJ00,108.0,0.01,79.0,0.0,5.0,0.0
1268,E006647 ,E006608 ,1998JJ00,117.0,0.01,86.0,0.0,5.0,0.0
1269,E006647 ,E006608 ,1999JJ00,125.0,0.01,92.0,0.0,5.0,0.0
1270,E006647 ,E006608 ,2000JJ00,129.0,0.01,95.0,0.0,5.0,0.0
1271,E006647 ,E006608 ,2001JJ00,131.0,0.01,97.0,0.0,5.0,0.0
1272,E006647 ,E006608 ,2002JJ00,135.0,0.01,99.0,0.0,6.0,0.0
1273,E006647 ,E006608 ,2003JJ00,134.0,0.01,99.0,0.0,6.0,0.0
1274,E006647 ,E006608 ,2004JJ00,137.0,0.01,101.0,0.0,6.0,0.0
1275,E006647 ,E006608 ,2005JJ00,145.0,0.01,107.0,0.0,6.0,0.0
1276,E006647 ,E006608 ,2006JJ00,152.0,0.01,112.0,0.0,6.0,0.0
1277,E006647 ,E006608 ,2007JJ00,160.0,0.01,118.0,0.0,7.0,0.0
1278,E006647 ,E006608 ,2008JJ00,164.0,0.01,121.0,0.0,7.0,0.0
1279,E006647 ,E006608 ,2009JJ00,166.0,0.01,122.0,0.0,7.0,0.0
1280,E006647 ,E006608 ,2010JJ00,162.0,0.01,119.0,0.0,7.0,0.0
1281,E006647 ,E006608 ,2011JJ00,158.0,0.01,117.0,0.0,7.0,0.0
1282,E006647 ,E006608 ,2012JJ00,149.0,0.01,110.0,0.0,6.0,0.0
1283,E006647 ,E006608 ,2013JJ00,144.0,0.01,106.0,0.0,6.0,0.0
1284,E006647 ,E006608 ,2014JJ00,138.0,0.01,102.0,0.0,6.0,0.0
1285,E006647 ,E006608 ,2015JJ00,132.0,0.01,97.0,0.0,5.0,0.0
1286,E006647 ,E006608 ,2016JJ00,127.0,0.01,93.0,0.0,5.0,0.0
1287,E006647 ,E006608 ,2017JJ00,120.0,0.01,88.0,0.0,5.0,0.0
1288,E006647 ,E006608 ,2018JJ00,110.0,0.01,81.0,0.0,5.0,0.0
1289,E006647 ,E006608 ,2019JJ00,104.0,0.0,76.0,0.0,4.0,0.0
1290,E006647 ,E007028 ,1990JJ00,,,,,,
1291,E006647 ,E007028 ,1991JJ00,,,,,,
1292,E006647 ,E007028 ,1992JJ00,,,,,,
1293,E006647 ,E007028 ,1993JJ00,,,,,,
1294,E006647 ,E007028 ,1994JJ00,,,,,,
1295,E006647 ,E007028 ,1995JJ00,,,,,,
1296,E006647 ,E007028 ,1996JJ00,,,,,,
1297,E006647 ,E007028 ,1997JJ00,,,,,,
1298,E006647 ,E007028 ,1998JJ00,,,,,,
1299,E006647 ,E007028 ,1999JJ00,,,,,,
1300,E006647 ,E007028 ,2000JJ00,,,,,,
1301,E006647 ,E007028 ,2001JJ00,,,,,,
1302,E006647 ,E007028 ,2002JJ00,,,,,,
1303,E006647 ,E007028 ,2003JJ00,,,,,,
1304,E006647 ,E007028 ,2004JJ00,,,,,,
1305,E006647 ,E007028 ,2005JJ00,,,,,,
1306,E006647 ,E007028 ,2006JJ00,,,,,,
1307,E006647 ,E007028 ,2007JJ00,,,,,,
1308,E006647 ,E007028 ,2008JJ00,,,,,,
1309,E006647 ,E007028 ,2009JJ00,,,,,,
1310,E006647 ,E007028 ,2010JJ00,,,,,,
1311,E006647 ,E007028 ,2011JJ00,,,,,,
1312,E006647 ,E007028 ,2012JJ00,,,,,,
1313,E006647 ,E007028 ,2013JJ00,,,,,,
1314,E006647 ,E007028 ,2014JJ00,,,,,,
1315,E006647 ,E007028 ,2015JJ00,,,,,,
1316,E006647 ,E007028 ,2016JJ00,,,,,,
1317,E006647 ,E007028 ,2017JJ00,,,,,,
1318,E006647 ,E007028 ,2018JJ00,,,,,,
1319,E006647 ,E007028 ,2019JJ00,,,,,,
1320,E006594 ,E007022 ,1990JJ00,,,4.0,0.0,0.0,0.0
1321,E006594 ,E007022 ,1991JJ00,,,5.0,0.0,0.0,0.0
1322,E006594 ,E007022 ,1992JJ00,,,9.0,0.0,1.0,0.0
1323,E006594 ,E007022 ,1993JJ00,,,14.0,0.0,1.0,0.0
1324,E006594 ,E007022 ,1994JJ00,28.0,0.0,40.0,0.0,2.0,0.0
1325,E006594 ,E007022 ,1995JJ00,31.0,0.0,56.0,0.0,3.0,0.0
1326,E006594 ,E007022 ,1996JJ00,36.0,0.0,79.0,0.0,5.0,0.0
1327,E006594 ,E007022 ,1997JJ00,56.0,0.0,118.0,0.0,7.0,0.0
1328,E006594 ,E007022 ,1998JJ00,90.0,0.0,174.0,0.01,10.0,0.01
1329,E006594 ,E007022 ,1999JJ00,117.0,0.01,229.0,0.01,13.0,0.01
1330,E006594 ,E007022 ,2000JJ00,156.0,0.01,286.0,0.01,17.0,0.01
1331,E006594 ,E007022 ,2001JJ00,187.0,0.01,354.0,0.01,21.0,0.01
1332,E006594 ,E007022 ,2002JJ00,244.0,0.01,453.0,0.01,26.0,0.01
1333,E006594 ,E007022 ,2003JJ00,311.0,0.01,549.0,0.02,32.0,0.02
1334,E006594 ,E007022 ,2004JJ00,452.0,0.02,670.0,0.02,37.0,0.02
1335,E006594 ,E007022 ,2005JJ00,628.0,0.03,848.0,0.03,46.0,0.03
1336,E006594 ,E007022 ,2006JJ00,840.0,0.04,1085.0,0.03,58.0,0.03
1337,E006594 ,E007022 ,2007JJ00,1141.0,0.05,1305.0,0.04,68.0,0.04
1338,E006594 ,E007022 ,2008JJ00,1584.0,0.07,1710.0,0.05,89.0,0.05
1339,E006594 ,E007022 ,2009JJ00,1983.0,0.09,2110.0,0.07,110.0,0.06
1340,E006594 ,E007022 ,2010JJ00,2501.0,0.11,2699.0,0.08,142.0,0.08
1341,E006594 ,E007022 ,2011JJ00,2854.0,0.13,2932.0,0.09,153.0,0.09
1342,E006594 ,E007022 ,2012JJ00,3347.0,0.15,3332.0,0.1,168.0,0.1
1343,E006594 ,E007022 ,2013JJ00,4140.0,0.19,4083.0,0.13,203.0,0.12
1344,E006594 ,E007022 ,2014JJ00,4906.0,0.24,4637.0,0.15,227.0,0.14
1345,E006594 ,E007022 ,2015JJ00,6082.0,0.29,5667.0,0.18,266.0,0.16
1346,E006594 ,E007022 ,2016JJ00,6699.0,0.32,6429.0,0.2,324.0,0.19
1347,E006594 ,E007022 ,2017JJ00,7127.0,0.34,6986.0,0.22,358.0,0.22
1348,E006594 ,E007022 ,2018JJ00,8114.0,0.38,7907.0,0.25,414.0,0.26
1349,E006594 ,E007022 ,2019JJ00,10278.0,0.49,9965.0,0.32,524.0,0.34
1350,E006594 ,E006607 ,1990JJ00,,,,,,
1351,E006594 ,E006607 ,1991JJ00,,,,,,
1352,E006594 ,E006607 ,1992JJ00,,,,,,
1353,E006594 ,E006607 ,1993JJ00,,,,,,
1354,E006594 ,E006607 ,1994JJ00,,,,,,
1355,E006594 ,E006607 ,1995JJ00,,,,,,
1356,E006594 ,E006607 ,1996JJ00,,,,,,
1357,E006594 ,E006607 ,1997JJ00,,,,,,
1358,E006594 ,E006607 ,1998JJ00,,,,,,
1359,E006594 ,E006607 ,1999JJ00,,,,,,
1360,E006594 ,E006607 ,2000JJ00,,,,,,
1361,E006594 ,E006607 ,2001JJ00,,,,,,
1362,E006594 ,E006607 ,2002JJ00,,,,,,
1363,E006594 ,E006607 ,2003JJ00,,,,,,
1364,E006594 ,E006607 ,2004JJ00,,,,,,
1365,E006594 ,E006607 ,2005JJ00,,,,,,
1366,E006594 ,E006607 ,2006JJ00,,,,,,
1367,E006594 ,E006607 ,2007JJ00,,,,,,
1368,E006594 ,E006607 ,2008JJ00,,,,,,
1369,E006594 ,E006607 ,2009JJ00,,,,,,
1370,E006594 ,E006607 ,2010JJ00,,,,,,
1371,E006594 ,E006607 ,2011JJ00,,,,,,
1372,E006594 ,E006607 ,2012JJ00,,,,,,
1373,E006594 ,E006607 ,2013JJ00,,,,,,
1374,E006594 ,E006607 ,2014JJ00,,,,,,
1375,E006594 ,E006607 ,2015JJ00,,,,,,
1376,E006594 ,E006607 ,2016JJ00,,,,,,
1377,E006594 ,E006607 ,2017JJ00,,,,,,
1378,E006594 ,E006607 ,2018JJ00,,,,,,
1379,E006594 ,E006607 ,2019JJ00,,,,,,
1380,E006594 ,E006608 ,1990JJ00,,,4.0,0.0,0.0,0.0
1381,E006594 ,E006608 ,1991JJ00,,,5.0,0.0,0.0,0.0
1382,E006594 ,E006608 ,1992JJ00,,,9.0,0.0,1.0,0.0
1383,E006594 ,E006608 ,1993JJ00,,,14.0,0.0,1.0,0.0
1384,E006594 ,E006608 ,1994JJ00,28.0,0.0,40.0,0.0,2.0,0.0
1385,E006594 ,E006608 ,1995JJ00,31.0,0.0,56.0,0.0,3.0,0.0
1386,E006594 ,E006608 ,1996JJ00,36.0,0.0,79.0,0.0,5.0,0.0
1387,E006594 ,E006608 ,1997JJ00,56.0,0.0,118.0,0.0,7.0,0.0
1388,E006594 ,E006608 ,1998JJ00,90.0,0.0,174.0,0.01,10.0,0.01
1389,E006594 ,E006608 ,1999JJ00,117.0,0.01,229.0,0.01,13.0,0.01
1390,E006594 ,E006608 ,2000JJ00,156.0,0.01,286.0,0.01,17.0,0.01
1391,E006594 ,E006608 ,2001JJ00,187.0,0.01,354.0,0.01,21.0,0.01
1392,E006594 ,E006608 ,2002JJ00,244.0,0.01,453.0,0.01,26.0,0.01
1393,E006594 ,E006608 ,2003JJ00,311.0,0.01,549.0,0.02,32.0,0.02
1394,E006594 ,E006608 ,2004JJ00,452.0,0.02,670.0,0.02,37.0,0.02
1395,E006594 ,E006608 ,2005JJ00,628.0,0.03,848.0,0.03,46.0,0.03
1396,E006594 ,E006608 ,2006JJ00,840.0,0.04,1085.0,0.03,58.0,0.03
1397,E006594 ,E006608 ,2007JJ00,1141.0,0.05,1305.0,0.04,68.0,0.04
1398,E006594 ,E006608 ,2008JJ00,1584.0,0.07,1710.0,0.05,89.0,0.05
1399,E006594 ,E006608 ,2009JJ00,1983.0,0.09,2110.0,0.07,110.0,0.06
1400,E006594 ,E006608 ,2010JJ00,2501.0,0.11,2699.0,0.08,142.0,0.08
1401,E006594 ,E006608 ,2011JJ00,2854.0,0.13,2932.0,0.09,153.0,0.09
1402,E006594 ,E006608 ,2012JJ00,3347.0,0.15,3332.0,0.1,168.0,0.1
1403,E006594 ,E006608 ,2013JJ00,4140.0,0.19,4083.0,0.13,203.0,0.12
1404,E006594 ,E006608 ,2014JJ00,4906.0,0.24,4637.0,0.15,227.0,0.14
1405,E006594 ,E006608 ,2015JJ00,6082.0,0.29,5667.0,0.18,266.0,0.16
1406,E006594 ,E006608 ,2016JJ00,6699.0,0.32,6429.0,0.2,324.0,0.19
1407,E006594 ,E006608 ,2017JJ00,7127.0,0.34,6986.0,0.22,358.0,0.22
1408,E006594 ,E006608 ,2018JJ00,8114.0,0.38,7907.0,0.25,414.0,0.26
1409,E006594 ,E006608 ,2019JJ00,10278.0,0.49,9965.0,0.32,524.0,0.34
1410,E006594 ,E007028 ,1990JJ00,,,,,,
1411,E006594 ,E007028 ,1991JJ00,,,,,,
1412,E006594 ,E007028 ,1992JJ00,,,,,,
1413,E006594 ,E007028 ,1993JJ00,,,,,,
1414,E006594 ,E007028 ,1994JJ00,,,,,,
1415,E006594 ,E007028 ,1995JJ00,,,,,,
1416,E006594 ,E007028 ,1996JJ00,,,,,,
1417,E006594 ,E007028 ,1997JJ00,,,,,,
1418,E006594 ,E007028 ,1998JJ00,,,,,,
1419,E006594 ,E007028 ,1999JJ00,,,,,,
1420,E006594 ,E007028 ,2000JJ00,,,,,,
1421,E006594 ,E007028 ,2001JJ00,,,,,,
1422,E006594 ,E007028 ,2002JJ00,,,,,,
1423,E006594 ,E007028 ,2003JJ00,,,,,,
1424,E006594 ,E007028 ,2004JJ00,,,,,,
1425,E006594 ,E007028 ,2005JJ00,,,,,,
1426,E006594 ,E007028 ,2006JJ00,,,,,,
1427,E006594 ,E007028 ,2007JJ00,,,,,,
1428,E006594 ,E007028 ,2008JJ00,,,,,,
1429,E006594 ,E007028 ,2009JJ00,,,,,,
1430,E006594 ,E007028 ,2010JJ00,,,,,,
1431,E006594 ,E007028 ,2011JJ00,,,,,,
1432,E006594 ,E007028 ,2012JJ00,,,,,,
1433,E006594 ,E007028 ,2013JJ00,,,,,,
1434,E006594 ,E007028 ,2014JJ00,,,,,,
1435,E006594 ,E007028 ,2015JJ00,,,,,,
1436,E006594 ,E007028 ,2016JJ00,,,,,,
1437,E006594 ,E007028 ,2017JJ00,,,,,,
1438,E006594 ,E007028 ,2018JJ00,,,,,,
1439,E006594 ,E007028 ,2019JJ00,,,,,,
1440,E006595 ,E007022 ,1990JJ00,,,,,,
1441,E006595 ,E007022 ,1991JJ00,,,,,,
1442,E006595 ,E007022 ,1992JJ00,,,,,,
1443,E006595 ,E007022 ,1993JJ00,,,,,,
1444,E006595 ,E007022 ,1994JJ00,,,,,,
1445,E006595 ,E007022 ,1995JJ00,,,,,,
1446,E006595 ,E007022 ,1996JJ00,,,,,,
1447,E006595 ,E007022 ,1997JJ00,,,,,,
1448,E006595 ,E007022 ,1998JJ00,,,,,,
1449,E006595 ,E007022 ,1999JJ00,,,,,,
1450,E006595 ,E007022 ,2000JJ00,,,,,,
1451,E006595 ,E007022 ,2001JJ00,,,,,,
1452,E006595 ,E007022 ,2002JJ00,,,,,,
1453,E006595 ,E007022 ,2003JJ00,,,,,,
1454,E006595 ,E007022 ,2004JJ00,,,,,,
1455,E006595 ,E007022 ,2005JJ00,,,,,,
1456,E006595 ,E007022 ,2006JJ00,,,,,,
1457,E006595 ,E007022 ,2007JJ00,,,,,,
1458,E006595 ,E007022 ,2008JJ00,96.0,0.0,95.0,0.0,5.0,0.0
1459,E006595 ,E007022 ,2009JJ00,142.0,0.01,140.0,0.0,8.0,0.0
1460,E006595 ,E007022 ,2010JJ00,318.0,0.01,316.0,0.01,17.0,0.01
1461,E006595 ,E007022 ,2011JJ00,316.0,0.01,315.0,0.01,17.0,0.01
1462,E006595 ,E007022 ,2012JJ00,495.0,0.02,491.0,0.02,27.0,0.02
1463,E006595 ,E007022 ,2013JJ00,993.0,0.05,986.0,0.03,54.0,0.03
1464,E006595 ,E007022 ,2014JJ00,1502.0,0.07,1488.0,0.05,81.0,0.05
1465,E006595 ,E007022 ,2015JJ00,2448.0,0.12,2425.0,0.08,131.0,0.08
1466,E006595 ,E007022 ,2016JJ00,2844.0,0.14,2827.0,0.09,154.0,0.09
1467,E006595 ,E007022 ,2017JJ00,3047.0,0.14,3029.0,0.1,165.0,0.1
1468,E006595 ,E007022 ,2018JJ00,3731.0,0.18,3734.0,0.12,206.0,0.13
1469,E006595 ,E007022 ,2019JJ00,5564.0,0.27,5569.0,0.18,307.0,0.2
1470,E006595 ,E006607 ,1990JJ00,,,,,,
1471,E006595 ,E006607 ,1991JJ00,,,,,,
1472,E006595 ,E006607 ,1992JJ00,,,,,,
1473,E006595 ,E006607 ,1993JJ00,,,,,,
1474,E006595 ,E006607 ,1994JJ00,,,,,,
1475,E006595 ,E006607 ,1995JJ00,,,,,,
1476,E006595 ,E006607 ,1996JJ00,,,,,,
1477,E006595 ,E006607 ,1997JJ00,,,,,,
1478,E006595 ,E006607 ,1998JJ00,,,,,,
1479,E006595 ,E006607 ,1999JJ00,,,,,,
1480,E006595 ,E006607 ,2000JJ00,,,,,,
1481,E006595 ,E006607 ,2001JJ00,,,,,,
1482,E006595 ,E006607 ,2002JJ00,,,,,,
1483,E006595 ,E006607 ,2003JJ00,,,,,,
1484,E006595 ,E006607 ,2004JJ00,,,,,,
1485,E006595 ,E006607 ,2005JJ00,,,,,,
1486,E006595 ,E006607 ,2006JJ00,,,,,,
1487,E006595 ,E006607 ,2007JJ00,,,,,,
1488,E006595 ,E006607 ,2008JJ00,,,,,,
1489,E006595 ,E006607 ,2009JJ00,,,,,,
1490,E006595 ,E006607 ,2010JJ00,,,,,,
1491,E006595 ,E006607 ,2011JJ00,,,,,,
1492,E006595 ,E006607 ,2012JJ00,,,,,,
1493,E006595 ,E006607 ,2013JJ00,,,,,,
1494,E006595 ,E006607 ,2014JJ00,,,,,,
1495,E006595 ,E006607 ,2015JJ00,,,,,,
1496,E006595 ,E006607 ,2016JJ00,,,,,,
1497,E006595 ,E006607 ,2017JJ00,,,,,,
1498,E006595 ,E006607 ,2018JJ00,,,,,,
1499,E006595 ,E006607 ,2019JJ00,,,,,,
1500,E006595 ,E006608 ,1990JJ00,,,,,,
1501,E006595 ,E006608 ,1991JJ00,,,,,,
1502,E006595 ,E006608 ,1992JJ00,,,,,,
1503,E006595 ,E006608 ,1993JJ00,,,,,,
1504,E006595 ,E006608 ,1994JJ00,,,,,,
1505,E006595 ,E006608 ,1995JJ00,,,,,,
1506,E006595 ,E006608 ,1996JJ00,,,,,,
1507,E006595 ,E006608 ,1997JJ00,,,,,,
1508,E006595 ,E006608 ,1998JJ00,,,,,,
1509,E006595 ,E006608 ,1999JJ00,,,,,,
1510,E006595 ,E006608 ,2000JJ00,,,,,,
1511,E006595 ,E006608 ,2001JJ00,,,,,,
1512,E006595 ,E006608 ,2002JJ00,,,,,,
1513,E006595 ,E006608 ,2003JJ00,,,,,,
1514,E006595 ,E006608 ,2004JJ00,,,,,,
1515,E006595 ,E006608 ,2005JJ00,,,,,,
1516,E006595 ,E006608 ,2006JJ00,,,,,,
1517,E006595 ,E006608 ,2007JJ00,,,,,,
1518,E006595 ,E006608 ,2008JJ00,96.0,0.0,95.0,0.0,5.0,0.0
1519,E006595 ,E006608 ,2009JJ00,142.0,0.01,140.0,0.0,8.0,0.0
1520,E006595 ,E006608 ,2010JJ00,318.0,0.01,316.0,0.01,17.0,0.01
1521,E006595 ,E006608 ,2011JJ00,316.0,0.01,315.0,0.01,17.0,0.01
1522,E006595 ,E006608 ,2012JJ00,495.0,0.02,491.0,0.02,27.0,0.02
1523,E006595 ,E006608 ,2013JJ00,993.0,0.05,986.0,0.03,54.0,0.03
1524,E006595 ,E006608 ,2014JJ00,1502.0,0.07,1488.0,0.05,81.0,0.05
1525,E006595 ,E006608 ,2015JJ00,2448.0,0.12,2425.0,0.08,131.0,0.08
1526,E006595 ,E006608 ,2016JJ00,2844.0,0.14,2827.0,0.09,154.0,0.09
1527,E006595 ,E006608 ,2017JJ00,3047.0,0.14,3029.0,0.1,165.0,0.1
1528,E006595 ,E006608 ,2018JJ00,3731.0,0.18,3734.0,0.12,206.0,0.13
1529,E006595 ,E006608 ,2019JJ00,5564.0,0.27,5569.0,0.18,307.0,0.2
1530,E006595 ,E007028 ,1990JJ00,,,,,,
