ID,Toepassingsgroepen,SectorenEnGewassen,Perioden,BedrijvenMetGebruik_1,OppervlakteMetGebruik_2,GebruikGeheleJaar_3,GebruikPerHectare_4,GebruikInJanuari_5,GebruikInFebruari_6,GebruikInMaart_7,GebruikInApril_8,GebruikInMei_9,GebruikInJuni_10,GebruikInJuli_11,GebruikInAugustus_12,GebruikInSeptember_13,GebruikInOktober_14,GebruikInNovember_15,GebruikInDecember_16,MinimaalGebruik_17,GemiddeldLaagGebruik_18,GemiddeldGebruik_19,GemiddeldHoogGebruik_20,MaximaalGebruik_21
564,INSECT,PER,1995JJ00,2633,5748,7680,1.3,3.1,0.0,0.0,2.9,33.6,32.9,18.4,4.2,4.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,INSECT,PER,1998JJ00,2153,5260,6126,1.2,5.3,0.0,0.0,15.9,33.4,29.4,6.2,4.2,4.4,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,INSECT,PER,2000JJ00,2139,5951,5498,0.9,25.3,0.0,0.0,3.7,23.8,25.8,10.2,5.3,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,INSECT,PER,2004JJ00,1831,6470,3989,0.6,12.1,0.0,0.0,12.5,25.7,38.6,8.1,2.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,INSECT,PEZ,1995JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,INSECT,PEZ,1998JJ00,0,0,6013,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,INSECT,PEZ,2000JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,INSECT,PEZ,2004JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,INSECT,BGG,1995JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,INSECT,BGG,1998JJ00,1901,1747,1094,0.5,0.1,0.1,1.3,12.1,11.3,13.1,19.9,21.8,14.0,4.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0
574,INSECT,BGG,2000JJ00,1692,1994,1958,0.8,0.0,1.9,0.6,1.7,16.7,15.6,23.8,25.0,11.7,1.7,0.0,1.2,0.0,0.0,0.0,0.0,0.0
575,INSECT,BGG,2004JJ00,1328,2018,444,0.2,0.0,0.0,2.1,2.4,8.5,16.4,27.9,26.1,14.6,1.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0
576,INSECT,BGZ,1995JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,INSECT,BGZ,1998JJ00,0,0,1080,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,INSECT,BGZ,2000JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,INSECT,BGZ,2004JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,INSECT,BOS,1995JJ00,804,1811,2224,1.0,10.5,31.0,4.5,1.6,15.5,11.4,13.3,10.5,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,INSECT,BOS,1998JJ00,677,1443,640,0.3,24.7,3.4,1.6,2.7,10.2,24.2,18.4,13.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,INSECT,BOS,2000JJ00,583,1505,1341,0.6,23.7,18.6,0.0,0.3,6.8,10.6,22.4,7.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,INSECT,BOS,2004JJ00,562,1916,532,0.2,0.1,0.0,18.1,0.6,6.8,29.9,29.1,5.1,1.0,3.5,2.8,3.0,0.0,0.0,0.0,0.0,0.0
584,INSECT,BOZ,1995JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,INSECT,BOZ,1998JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,INSECT,BOZ,2000JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,INSECT,BOZ,2004JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,INSECT,LAA,1995JJ00,611,2280,1587,0.7,0.0,32.6,15.0,8.0,7.5,19.8,9.6,5.6,1.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,INSECT,LAA,1998JJ00,372,2386,451,0.2,7.7,7.7,0.0,1.0,21.8,19.9,33.2,6.3,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,INSECT,LAA,2000JJ00,539,2623,822,0.3,51.8,0.0,0.0,0.8,13.5,12.9,6.7,6.2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,INSECT,LAA,2004JJ00,552,3365,476,0.1,1.2,8.0,35.0,1.6,21.2,14.2,13.6,4.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,INSECT,LAZ,1995JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,INSECT,LAZ,1998JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,INSECT,LAZ,2000JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,INSECT,LAZ,2004JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,INSECT,VRU,1995JJ00,305,1075,1997,1.8,0.0,0.0,0.6,3.8,24.8,28.9,22.4,16.2,1.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,INSECT,VRU,1998JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,INSECT,VRU,2000JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,INSECT,VRU,2004JJ00,221,1122,954,0.8,0.0,0.0,0.1,6.8,21.2,40.4,22.9,6.9,0.8,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
600,INSECT,VRZ,1995JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,INSECT,VRZ,1998JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,INSECT,VRZ,2000JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,INSECT,VRZ,2004JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,INSECT,RST,1995JJ00,321,555,637,1.0,0.2,0.4,0.7,10.0,18.5,17.1,20.8,18.9,11.0,2.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0
605,INSECT,RST,1998JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,INSECT,RST,2000JJ00,248,540,756,1.2,0.9,2.4,1.1,15.8,14.2,18.7,19.8,11.2,10.2,3.1,1.2,1.4,0.0,0.0,0.0,0.0,0.0
607,INSECT,RST,2004JJ00,188,450,252,0.5,0.0,0.1,3.7,12.2,19.7,32.5,23.0,5.5,0.7,1.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0
608,INSECT,RSZ,1995JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,INSECT,RSZ,1998JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,INSECT,RSZ,2000JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,INSECT,RSZ,2004JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,INSECT,SIE,1995JJ00,1333,1103,2209,1.5,22.7,0.8,0.7,3.0,9.3,11.4,13.4,11.9,6.1,1.6,0.2,19.0,0.0,0.0,0.0,0.0,0.0
613,INSECT,SIE,1998JJ00,999,1337,2687,1.5,12.5,2.2,2.0,4.7,15.4,7.7,14.5,12.4,4.0,0.2,0.2,24.2,0.0,0.0,0.0,0.0,0.0
614,INSECT,SIE,2000JJ00,1004,1189,1137,0.5,17.1,28.4,0.9,0.7,6.0,13.0,15.6,8.4,7.1,0.8,0.5,1.4,0.0,0.0,0.0,0.0,0.0
615,INSECT,SIE,2004JJ00,824,1884,524,0.2,0.0,16.1,9.0,4.3,16.6,38.5,12.8,2.1,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
616,INSECT,SIZ,1995JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,INSECT,SIZ,1998JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,INSECT,SIZ,2000JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,INSECT,SIZ,2004JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,INSECT,VAS,1995JJ00,657,499,394,0.6,5.3,0.1,0.1,6.4,10.7,26.5,12.2,25.3,3.8,5.9,3.5,0.2,0.0,0.0,0.0,0.0,0.0
621,INSECT,VAS,1998JJ00,648,615,269,0.3,0.6,4.0,5.7,6.9,15.0,13.9,10.8,5.3,15.2,1.0,0.2,21.4,0.0,0.0,0.0,0.0,0.0
622,INSECT,VAS,2000JJ00,746,450,257,0.2,0.1,0.1,5.3,29.9,6.1,7.7,16.7,20.4,7.5,4.2,1.2,0.7,0.0,0.0,0.0,0.0,0.0
623,INSECT,VAS,2004JJ00,564,814,295,0.2,0.1,0.4,2.7,4.7,7.1,35.5,15.6,18.7,13.3,1.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0
624,INSECT,VAZ,1995JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,INSECT,VAZ,1998JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,INSECT,VAZ,2000JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,INSECT,VAZ,2004JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,INSECT,HYA,1995JJ00,223,884,151,0.2,3.8,0.0,0.0,7.6,59.9,20.1,1.2,2.7,3.3,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,INSECT,HYA,1998JJ00,243,1124,140,0.1,1.0,0.0,0.0,11.1,29.2,14.0,1.3,30.4,5.4,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,INSECT,HYA,2000JJ00,211,984,127,0.1,0.0,0.0,0.0,18.4,24.9,11.3,9.7,17.2,10.8,5.1,2.5,0.0,0.0,0.0,0.0,0.0,0.0
631,INSECT,HYA,2004JJ00,199,1131,113,0.1,0.1,0.0,0.0,42.4,35.0,21.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,INSECT,TUL,1995JJ00,1740,7861,2400,0.3,0.1,0.0,0.0,6.7,30.5,16.9,5.5,16.9,18.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,INSECT,TUL,1998JJ00,1667,9343,3438,0.3,3.9,0.0,0.0,11.9,37.8,14.9,5.0,15.1,5.7,4.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0
634,INSECT,TUL,2000JJ00,1533,9595,1956,0.2,0.1,0.0,0.0,16.2,34.3,13.1,11.5,14.2,9.7,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
635,INSECT,TUL,2004JJ00,1404,10988,4488,0.4,1.7,0.0,0.0,30.7,33.4,32.2,1.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,INSECT,NAR,1995JJ00,493,975,243,0.2,0.2,0.0,0.0,17.5,47.9,33.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,INSECT,NAR,1998JJ00,365,868,117,0.1,0.0,0.0,0.0,27.9,47.4,24.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,INSECT,NAR,2000JJ00,353,1206,116,0.1,0.1,0.0,0.0,12.5,49.5,37.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,INSECT,NAR,2004JJ00,336,1043,56,0.0,0.0,0.0,0.0,18.6,55.0,24.3,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,INSECT,IRI,1995JJ00,359,720,93,0.1,0.1,0.0,0.0,12.0,34.6,28.8,24.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,INSECT,IRI,1998JJ00,273,646,116,0.2,2.9,0.0,0.0,7.2,27.3,43.7,17.4,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,INSECT,IRI,2000JJ00,255,670,367,0.5,0.0,0.0,0.0,3.7,10.9,25.4,13.6,2.1,44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,INSECT,IRI,2004JJ00,150,511,103,0.2,0.4,0.0,0.0,17.3,26.8,26.3,25.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,INSECT,GLA,1995JJ00,366,1817,4744,2.6,10.0,0.0,0.0,42.7,3.4,7.3,13.4,16.7,2.8,0.4,2.2,1.1,0.0,0.0,0.0,0.0,0.0
645,INSECT,GLA,1998JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,INSECT,GLA,2000JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,INSECT,GLA,2004JJ00,186,1230,1574,1.2,0.0,0.0,0.0,10.3,2.5,18.8,18.8,27.5,20.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,INSECT,LEB,1995JJ00,615,3298,5242,1.6,1.7,0.0,0.0,6.0,4.7,8.3,37.1,23.6,11.7,1.2,4.4,1.3,0.0,0.0,0.0,0.0,0.0
649,INSECT,LEB,1998JJ00,576,3822,4719,1.2,3.8,0.0,0.0,17.8,11.4,10.4,13.2,27.8,11.3,4.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
650,INSECT,LEB,2000JJ00,603,5069,1446,0.3,14.2,0.0,0.0,8.9,11.2,13.1,14.0,15.7,21.5,0.5,0.0,0.9,0.0,0.0,0.0,0.0,0.0
651,INSECT,LEB,2004JJ00,414,4490,1767,0.4,4.4,0.0,0.0,1.1,6.5,10.8,27.0,36.8,12.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,INSECT,TOM,1995JJ00,902,1146,8663,7.1,0.6,0.1,1.9,2.7,5.8,8.8,21.1,30.6,17.9,7.8,2.4,0.4,0.0,0.0,0.0,0.0,0.0
653,INSECT,TOM,1998JJ00,862,1274,7021,5.4,1.1,0.8,1.6,7.2,7.2,10.9,27.6,18.8,14.4,9.3,0.8,0.4,0.0,0.0,0.0,0.0,0.0
654,INSECT,TOM,2000JJ00,596,1086,4124,3.6,0.5,0.8,1.9,0.7,15.4,15.3,19.6,22.0,11.7,8.4,2.3,1.5,0.0,0.0,0.0,0.0,0.0
655,INSECT,TOM,2004JJ00,498,1349,6214,4.6,3.0,2.4,4.9,3.4,7.7,11.6,18.4,23.8,15.6,5.0,3.5,0.7,0.0,0.0,0.0,0.0,0.0
656,INSECT,TOZ,1995JJ00,0,0,1548,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,INSECT,TOZ,1998JJ00,0,0,1676,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,INSECT,TOZ,2000JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,INSECT,TOZ,2004JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,INSECT,KOM,1995JJ00,735,808,6233,7.7,0.3,0.0,0.7,5.0,14.4,6.9,20.2,16.7,4.9,19.9,10.6,0.3,0.0,0.0,0.0,0.0,0.0
661,INSECT,KOM,1998JJ00,590,687,2321,3.3,0.4,0.3,0.6,1.6,12.1,11.2,16.4,24.1,4.6,15.7,12.8,0.1,0.0,0.0,0.0,0.0,0.0
662,INSECT,KOM,2000JJ00,526,663,1427,2.2,0.4,1.2,1.5,3.7,14.1,9.4,17.8,14.8,11.3,15.2,10.5,0.2,0.0,0.0,0.0,0.0,0.0
663,INSECT,KOM,2004JJ00,404,623,1240,2.0,1.2,0.6,1.1,8.2,13.3,16.0,16.0,16.3,11.1,9.4,6.8,0.1,0.0,0.0,0.0,0.0,0.0
664,INSECT,PAP,1995JJ00,746,980,7668,7.7,13.1,4.9,4.7,4.0,2.9,6.4,18.5,15.4,6.2,3.5,4.5,15.8,0.0,0.0,0.0,0.0,0.0
665,INSECT,PAP,1998JJ00,710,1010,5888,5.8,7.4,1.2,2.0,5.3,9.0,13.3,24.2,16.9,10.8,5.1,1.8,3.0,0.0,0.0,0.0,0.0,0.0
666,INSECT,PAP,2000JJ00,716,1155,6528,5.7,0.6,0.7,1.9,4.4,16.6,11.6,19.9,17.0,13.4,12.7,0.7,0.6,0.0,0.0,0.0,0.0,0.0
667,INSECT,PAP,2004JJ00,559,1205,5651,4.7,0.9,0.9,2.3,5.0,7.6,16.1,29.1,21.8,9.7,3.5,1.1,1.9,0.0,0.0,0.0,0.0,0.0
668,INSECT,KOZ,1995JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,INSECT,KOZ,1998JJ00,0,0,2321,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,INSECT,KOZ,2000JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,INSECT,KOZ,2004JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,INSECT,PAZ,1995JJ00,0,0,4593,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,INSECT,PAZ,1998JJ00,0,0,2127,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,INSECT,PAZ,2000JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,INSECT,PAZ,2004JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,INSECT,RAD,1995JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,INSECT,RAD,1998JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,INSECT,RAD,2000JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,INSECT,RAD,2004JJ00,58,63,183,1.7,0.0,4.1,6.2,13.1,15.7,19.5,10.2,3.3,9.5,7.6,1.9,8.7,0.0,0.0,0.0,0.0,0.0
680,INSECT,ROO,1995JJ00,926,919,17214,18.7,1.8,4.5,6.1,7.5,10.2,9.9,13.7,14.2,12.1,10.5,6.0,3.6,0.0,0.0,0.0,0.0,0.0
681,INSECT,ROO,1998JJ00,843,931,15349,16.5,2.9,3.2,6.9,7.9,10.6,11.4,14.6,12.4,14.0,8.5,4.0,3.7,0.0,0.0,0.0,0.0,0.0
682,INSECT,ROO,2000JJ00,765,932,13606,14.6,3.8,3.5,5.7,7.1,10.9,13.2,13.4,14.1,14.7,6.4,5.3,1.9,0.0,0.0,0.0,0.0,0.0
683,INSECT,ROO,2004JJ00,531,848,9150,10.8,7.8,8.9,7.6,9.1,9.5,11.9,7.7,6.4,8.8,8.7,6.3,7.2,0.0,0.0,0.0,0.0,0.0
684,INSECT,ROZ,1995JJ00,0,0,16827,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,INSECT,ROZ,1998JJ00,0,0,15196,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,INSECT,ROZ,2000JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,INSECT,ROZ,2004JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,INSECT,ANJ,1995JJ00,441,191,2700,14.1,1.0,2.9,5.7,14.4,14.7,11.9,16.4,15.0,11.5,5.2,1.1,0.1,0.0,0.0,0.0,0.0,0.0
689,INSECT,ANJ,1998JJ00,280,119,892,7.5,0.6,4.2,6.4,12.7,9.5,12.6,15.5,16.2,12.7,7.5,1.6,0.6,0.0,0.0,0.0,0.0,0.0
690,INSECT,ANJ,2000JJ00,198,86,457,5.3,3.2,4.5,4.1,6.5,9.9,11.8,17.2,20.3,14.1,4.2,2.4,1.9,0.0,0.0,0.0,0.0,0.0
691,INSECT,ANJ,2004JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,INSECT,ANZ,1995JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,INSECT,ANZ,1998JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,INSECT,ANZ,2000JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,INSECT,ANZ,2004JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,INSECT,CHR,1995JJ00,694,772,15530,20.1,2.8,4.4,7.3,9.8,10.5,12.2,11.8,13.9,10.2,8.3,5.1,3.6,0.0,0.0,0.0,0.0,0.0
697,INSECT,CHR,1998JJ00,657,757,10131,13.4,3.1,6.1,8.5,9.4,10.2,10.4,13.2,11.0,10.7,8.4,5.1,3.8,0.0,0.0,0.0,0.0,0.0
698,INSECT,CHR,2000JJ00,597,774,9894,12.8,3.8,4.2,6.2,8.0,8.4,11.5,21.4,12.5,12.1,6.4,3.5,2.1,0.0,0.0,0.0,0.0,0.0
699,INSECT,CHR,2004JJ00,425,679,5050,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,INSECT,FRE,1995JJ00,403,277,1941,7.0,3.8,5.4,5.2,6.3,8.1,11.8,13.1,15.9,12.6,9.7,5.3,2.8,0.0,0.0,0.0,0.0,0.0
701,INSECT,FRE,1998JJ00,326,241,1110,4.6,1.7,12.0,0.9,4.4,6.3,14.1,12.7,15.1,17.2,8.3,2.0,5.5,0.0,0.0,0.0,0.0,0.0
702,INSECT,FRE,2000JJ00,283,221,1117,5.1,1.8,1.6,15.5,4.0,5.2,11.4,16.9,13.9,15.2,6.9,5.4,2.3,0.0,0.0,0.0,0.0,0.0
703,INSECT,FRE,2004JJ00,192,186,278,1.5,8.1,11.3,2.5,3.5,9.3,10.4,6.8,16.2,5.3,13.0,5.9,7.6,0.0,0.0,0.0,0.0,0.0
704,INSECT,FRZ,1995JJ00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
