ID,Energiedragers,BedrijfstakkenBranchesSBI2008,Perioden,TotaalEnergieverbruik_1,FinaalEnergieverbruik_2,NietEnergetischGebruik_3,SaldoInzetProductieEnergie_4,InzetEnergieVoorOmzetting_5,ProductieEnergieUitOmzetting_6,TotaalEnergieverbruik_7,Winning_8,EnergieAanvoer_9,EnergieAflevering_10,Voorraadmutatie_11
3050,E006479   ,419000,2013JJ00,,,,,,,,,,,
3051,E006479   ,419000,2014JJ00,,,,,,,,,,,
3052,E006479   ,419000,2015JJ00,,,,,,,,,,,
3053,E006479   ,419000,2016JJ00,,,,,,,,,,,
3054,E006479   ,422400,2011JJ00,0.2,0.0,,0.2,0.2,,0.2,,0.2,,0.0
3055,E006479   ,422400,2012JJ00,0.2,0.0,,0.2,0.2,,0.2,,0.2,,0.0
3056,E006479   ,422400,2013JJ00,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0
3057,E006479   ,422400,2014JJ00,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0
3058,E006479   ,422400,2015JJ00,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0
3059,E006479   ,422400,2016JJ00,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0
3060,E006479   ,428100,2011JJ00,,,,,,,,,,,
3061,E006479   ,428100,2012JJ00,,,,,,,,,,,
3062,E006479   ,428100,2013JJ00,,,,,,,,,,,
3063,E006479   ,428100,2014JJ00,,,,,,,,,,,
3064,E006479   ,428100,2015JJ00,,,,,,,,,,,
3065,E006479   ,428100,2016JJ00,,,,,,,,,,,
3066,E006479   ,435500,2011JJ00,,,,,,,,,,,
3067,E006479   ,435500,2012JJ00,,,,,,,,,,,
3068,E006479   ,435500,2013JJ00,,,,,,,,,,,
3069,E006479   ,435500,2014JJ00,,,,,,,,,,,
3070,E006479   ,435500,2015JJ00,,,,,,,,,,,
3071,E006479   ,435500,2016JJ00,,,,,,,,,,,
3072,E006479   ,440000,2011JJ00,,,,,,,,,,,
3073,E006479   ,440000,2012JJ00,,,,,,,,,,,
3074,E006479   ,440000,2013JJ00,,,,,,,,,,,
3075,E006479   ,440000,2014JJ00,,,,,,,,,,,
3076,E006479   ,440000,2015JJ00,,,,,,,,,,,
3077,E006479   ,440000,2016JJ00,,,,,,,,,,,
3078,E006479   ,440900,2011JJ00,,,,,,,,,,,
3079,E006479   ,440900,2012JJ00,,,,,,,,,,,
3080,E006479   ,440900,2013JJ00,,,,,,,,,,,
3081,E006479   ,440900,2014JJ00,,,,,,,,,,,
3082,E006479   ,440900,2015JJ00,,,,,,,,,,,
3083,E006479   ,440900,2016JJ00,,,,,,,,,,,
3084,E006479   ,999998,2011JJ00,6.9,5.3,1.6,,,,6.9,,6.9,,
3085,E006479   ,999998,2012JJ00,7.1,5.7,1.4,,,,7.1,,7.1,,
3086,E006479   ,999998,2013JJ00,6.9,5.6,1.3,,,,6.9,,6.9,,
3087,E006479   ,999998,2014JJ00,6.1,4.6,1.4,,,,6.1,,6.1,,
3088,E006479   ,999998,2015JJ00,8.2,6.7,1.5,,,,8.2,,8.2,,
3089,E006479   ,999998,2016JJ00,7.5,6.0,1.5,,,,7.5,,7.5,,
3090,E006480   ,300025,2011JJ00,2533.1,,141.4,2391.7,2393.4,1.7,2533.1,70.2,4550.7,2176.8,89.0
3091,E006480   ,300025,2012JJ00,2519.8,,132.9,2386.9,2395.3,8.4,2519.8,71.1,4866.9,2351.4,-66.9
3092,E006480   ,300025,2013JJ00,2421.6,,128.9,2292.7,2299.8,7.1,2421.6,74.6,4406.8,2070.6,10.8
3093,E006480   ,300025,2014JJ00,2461.1,,115.5,2345.6,2352.9,7.2,2461.1,90.0,4791.0,2404.4,-15.5
3094,E006480   ,300025,2015JJ00,2592.2,,102.1,2490.1,2490.1,,2592.2,86.5,4939.2,2391.4,-42.1
3095,E006480   ,300025,2016JJ00,2637.2,,112.2,2525.0,2525.0,,2637.2,67.8,4852.0,2301.3,18.8
3096,E006480   ,301000,2011JJ00,,,,,,,,,,,
3097,E006480   ,301000,2012JJ00,,,,,,,,,,,
3098,E006480   ,301000,2013JJ00,,,,,,,,,,,
3099,E006480   ,301000,2014JJ00,,,,,,,,,,,
3100,E006480   ,301000,2015JJ00,,,,,,,,,,,
3101,E006480   ,301000,2016JJ00,,,,,,,,,,,
3102,E006480   ,301100,2011JJ00,,,,,,,,,,,
3103,E006480   ,301100,2012JJ00,,,,,,,,,,,
3104,E006480   ,301100,2013JJ00,,,,,,,,,,,
3105,E006480   ,301100,2014JJ00,,,,,,,,,,,
3106,E006480   ,301100,2015JJ00,,,,,,,,,,,
3107,E006480   ,301100,2016JJ00,,,,,,,,,,,
3108,E006480   ,304300,2011JJ00,,,,,,,,,,,
3109,E006480   ,304300,2012JJ00,,,,,,,,,,,
3110,E006480   ,304300,2013JJ00,,,,,,,,,,,
3111,E006480   ,304300,2014JJ00,,,,,,,,,,,
3112,E006480   ,304300,2015JJ00,,,,,,,,,,,
3113,E006480   ,304300,2016JJ00,,,,,,,,,,,
3114,E006480   ,305000,2011JJ00,,,,,,,,,,,
3115,E006480   ,305000,2012JJ00,,,,,,,,,,,
3116,E006480   ,305000,2013JJ00,,,,,,,,,,,
3117,E006480   ,305000,2014JJ00,,,,,,,,,,,
3118,E006480   ,305000,2015JJ00,,,,,,,,,,,
3119,E006480   ,305000,2016JJ00,,,,,,,,,,,
3120,E006480   ,300002,2011JJ00,2517.3,,141.4,2375.9,2376.6,0.6,2517.3,70.4,3483.1,1087.1,50.9
3121,E006480   ,300002,2012JJ00,2511.2,,132.9,2378.4,2379.4,1.1,2511.2,70.9,3586.0,1106.2,-39.6
3122,E006480   ,300002,2013JJ00,2393.5,,128.9,2264.6,2271.7,7.1,2393.5,73.1,3226.6,913.5,7.4
3123,E006480   ,300002,2014JJ00,2435.2,,115.5,2319.7,2326.9,7.2,2435.2,89.5,3425.4,1088.0,8.2
3124,E006480   ,300002,2015JJ00,2570.1,,102.1,2468.0,2468.0,,2570.1,85.8,3680.2,1158.9,-37.0
3125,E006480   ,300002,2016JJ00,2613.1,,112.2,2500.9,2501.0,,2613.1,65.7,3658.2,1120.0,9.3
3126,E006480   ,305700,2011JJ00,0.0,,,0.0,0.6,0.6,0.0,63.0,,60.8,-2.2
3127,E006480   ,305700,2012JJ00,0.0,,,0.0,1.1,1.1,0.0,63.1,0.2,62.5,-0.7
3128,E006480   ,305700,2013JJ00,0.2,,,0.2,7.4,7.1,0.2,65.4,0.1,60.5,-4.8
3129,E006480   ,305700,2014JJ00,0.2,,,0.2,7.0,6.8,0.2,81.6,,82.4,0.9
3130,E006480   ,305700,2015JJ00,-0.1,,,-0.1,-0.1,,-0.1,77.3,,84.5,6.0
3131,E006480   ,305700,2016JJ00,0.0,,,0.0,0.0,,0.0,53.7,,51.9,-1.8
3132,E006480   ,305800,2011JJ00,0.0,,,0.0,0.6,0.6,0.0,63.0,,60.8,-2.2
3133,E006480   ,305800,2012JJ00,0.0,,,0.0,1.1,1.1,0.0,63.1,0.2,62.5,-0.7
3134,E006480   ,305800,2013JJ00,0.2,,,0.2,7.4,7.1,0.2,65.4,0.1,60.5,-4.8
3135,E006480   ,305800,2014JJ00,0.2,,,0.2,7.0,6.8,0.2,81.6,,82.4,0.9
3136,E006480   ,305800,2015JJ00,-0.1,,,,,,-0.1,77.3,,84.5,6.0
3137,E006480   ,305800,2016JJ00,0.0,,,,,,0.0,53.7,,51.9,-1.8
3138,E006480   ,306300,2011JJ00,,,,,,,,,,,
3139,E006480   ,306300,2012JJ00,,,,,,,,,,,
3140,E006480   ,306300,2013JJ00,,,,,,,,,,,
3141,E006480   ,306300,2014JJ00,,,,,,,,,,,
3142,E006480   ,306300,2015JJ00,,,,,,,,,,,
3143,E006480   ,306300,2016JJ00,,,,,,,,,,,
3144,E006480   ,307000,2011JJ00,,,,,,,,,,,
3145,E006480   ,307000,2012JJ00,,,,,,,,,,,
3146,E006480   ,307000,2013JJ00,,,,,,,,,,,
3147,E006480   ,307000,2014JJ00,,,,,,,,,,,
3148,E006480   ,307000,2015JJ00,,,,,,,,,,,
3149,E006480   ,307000,2016JJ00,,,,,,,,,,,
3150,E006480   ,307500,2011JJ00,2517.3,,141.4,2375.9,2375.9,,2517.3,7.4,3483.1,1026.3,53.1
3151,E006480   ,307500,2012JJ00,2511.2,,132.9,2378.3,2378.3,,2511.2,7.9,3585.9,1043.7,-38.8
3152,E006480   ,307500,2013JJ00,2393.3,,128.9,2264.4,2264.4,,2393.3,7.7,3226.5,853.0,12.1
3153,E006480   ,307500,2014JJ00,2435.0,,115.5,2319.5,2319.9,0.4,2435.0,7.9,3425.4,1005.6,7.3
3154,E006480   ,307500,2015JJ00,2570.2,,102.1,2468.1,2468.1,,2570.2,8.5,3679.1,1074.4,-43.0
3155,E006480   ,307500,2016JJ00,2613.2,,112.2,2501.0,2501.0,,2613.2,12.0,3658.2,1068.1,11.0
3156,E006480   ,307610,2011JJ00,,,,,,,,,,,
3157,E006480   ,307610,2012JJ00,,,,,,,,,,,
3158,E006480   ,307610,2013JJ00,,,,,,,,,,,
3159,E006480   ,307610,2014JJ00,,,,,,,,,,,
3160,E006480   ,307610,2015JJ00,,,,,,,,,,0.0,
3161,E006480   ,307610,2016JJ00,,,,,,,,,,0.0,0.0
3162,E006480   ,307600,2011JJ00,,,,,,,,,,,
3163,E006480   ,307600,2012JJ00,,,,,,,,,,,
3164,E006480   ,307600,2013JJ00,,,,,,,,,,,
3165,E006480   ,307600,2014JJ00,,,,,,,,,,,
3166,E006480   ,307600,2015JJ00,,,,,,,,,,0.0,
3167,E006480   ,307600,2016JJ00,,,,,,,,,,0.0,0.0
3168,E006480   ,307700,2011JJ00,,,,,,,,,,,
3169,E006480   ,307700,2012JJ00,,,,,,,,,,,
3170,E006480   ,307700,2013JJ00,,,,,,,,,,,
3171,E006480   ,307700,2014JJ00,,,,,,,,,,,
3172,E006480   ,307700,2015JJ00,,,,,,,,,,,
3173,E006480   ,307700,2016JJ00,,,,,,,,,,,
3174,E006480   ,308100,2011JJ00,,,,,,,,,,,
3175,E006480   ,308100,2012JJ00,,,,,,,,,,,
3176,E006480   ,308100,2013JJ00,,,,,,,,,,,
3177,E006480   ,308100,2014JJ00,,,,,,,,,,,
3178,E006480   ,308100,2015JJ00,,,,,,,,,,,
3179,E006480   ,308100,2016JJ00,,,,,,,,,,,
3180,E006480   ,308300,2011JJ00,,,,,,,,,,,
3181,E006480   ,308300,2012JJ00,,,,,,,,,,,
3182,E006480   ,308300,2013JJ00,,,,,,,,,,,
3183,E006480   ,308300,2014JJ00,,,,,,,,,,,
3184,E006480   ,308300,2015JJ00,,,,,,,,,,,
3185,E006480   ,308300,2016JJ00,,,,,,,,,,,
3186,E006480   ,308700,2011JJ00,,,,,,,,,,,
3187,E006480   ,308700,2012JJ00,,,,,,,,,,,
3188,E006480   ,308700,2013JJ00,,,,,,,,,,,
3189,E006480   ,308700,2014JJ00,,,,,,,,,,,
3190,E006480   ,308700,2015JJ00,,,,,,,,,,0.0,
3191,E006480   ,308700,2016JJ00,,,,,,,,,,0.0,0.0
3192,E006480   ,309000,2011JJ00,,,,,,,,,,,
3193,E006480   ,309000,2012JJ00,,,,,,,,,,,
3194,E006480   ,309000,2013JJ00,,,,,,,,,,,
3195,E006480   ,309000,2014JJ00,,,,,,,,,,,
3196,E006480   ,309000,2015JJ00,,,,,,,,,,,
3197,E006480   ,309000,2016JJ00,,,,,,,,,,,
3198,E006480   ,309300,2011JJ00,,,,,,,,,,,
3199,E006480   ,309300,2012JJ00,,,,,,,,,,,
3200,E006480   ,309300,2013JJ00,,,,,,,,,,,
3201,E006480   ,309300,2014JJ00,,,,,,,,,,,
3202,E006480   ,309300,2015JJ00,,,,,,,,,,,
3203,E006480   ,309300,2016JJ00,,,,,,,,,,,
3204,E006480   ,309600,2011JJ00,,,,,,,,,,,
3205,E006480   ,309600,2012JJ00,,,,,,,,,,,
3206,E006480   ,309600,2013JJ00,,,,,,,,,,,
3207,E006480   ,309600,2014JJ00,,,,,,,,,,,
3208,E006480   ,309600,2015JJ00,,,,,,,,,,,
3209,E006480   ,309600,2016JJ00,,,,,,,,,,,
3210,E006480   ,310000,2011JJ00,,,,,,,,,,,
3211,E006480   ,310000,2012JJ00,,,,,,,,,,,
3212,E006480   ,310000,2013JJ00,,,,,,,,,,,
3213,E006480   ,310000,2014JJ00,,,,,,,,,,,
3214,E006480   ,310000,2015JJ00,,,,,,,,,,,
3215,E006480   ,310000,2016JJ00,,,,,,,,,,,
3216,E006480   ,311000,2011JJ00,,,,,,,,,,,
3217,E006480   ,311000,2012JJ00,,,,,,,,,,,
3218,E006480   ,311000,2013JJ00,,,,,,,,,,,
3219,E006480   ,311000,2014JJ00,,,,,,,,,,,
3220,E006480   ,311000,2015JJ00,,,,,,,,,,,
3221,E006480   ,311000,2016JJ00,,,,,,,,,,,
3222,E006480   ,311300,2011JJ00,,,,,,,,,,,
3223,E006480   ,311300,2012JJ00,,,,,,,,,,,
3224,E006480   ,311300,2013JJ00,,,,,,,,,,,
3225,E006480   ,311300,2014JJ00,,,,,,,,,,,
3226,E006480   ,311300,2015JJ00,,,,,,,,,,,
3227,E006480   ,311300,2016JJ00,,,,,,,,,,,
3228,E006480   ,312200,2011JJ00,,,,,,,,,,,
3229,E006480   ,312200,2012JJ00,,,,,,,,,,,
3230,E006480   ,312200,2013JJ00,,,,,,,,,,,
3231,E006480   ,312200,2014JJ00,,,,,,,,,,,
3232,E006480   ,312200,2015JJ00,,,,,,,,,,,
3233,E006480   ,312200,2016JJ00,,,,,,,,,,,
3234,E006480   ,312505,2011JJ00,,,,,,,,,,,
3235,E006480   ,312505,2012JJ00,,,,,,,,,,,
3236,E006480   ,312505,2013JJ00,,,,,,,,,,,
3237,E006480   ,312505,2014JJ00,,,,,,,,,,,
3238,E006480   ,312505,2015JJ00,,,,,,,,,,,
3239,E006480   ,312505,2016JJ00,,,,,,,,,,,
3240,E006480   ,312500,2011JJ00,,,,,,,,,,,
3241,E006480   ,312500,2012JJ00,,,,,,,,,,,
3242,E006480   ,312500,2013JJ00,,,,,,,,,,,
3243,E006480   ,312500,2014JJ00,,,,,,,,,,,
3244,E006480   ,312500,2015JJ00,,,,,,,,,,,
3245,E006480   ,312500,2016JJ00,,,,,,,,,,,
3246,E006480   ,314000,2011JJ00,,,,,,,,,,,
3247,E006480   ,314000,2012JJ00,,,,,,,,,,,
3248,E006480   ,314000,2013JJ00,,,,,,,,,,,
3249,E006480   ,314000,2014JJ00,,,,,,,,,,,
3250,E006480   ,314000,2015JJ00,,,,,,,,,,,
3251,E006480   ,314000,2016JJ00,,,,,,,,,,,
3252,E006480   ,315200,2011JJ00,,,,,,,,,,,
3253,E006480   ,315200,2012JJ00,,,,,,,,,,,
3254,E006480   ,315200,2013JJ00,,,,,,,,,,,
3255,E006480   ,315200,2014JJ00,,,,,,,,,,,
3256,E006480   ,315200,2015JJ00,,,,,,,,,,,
3257,E006480   ,315200,2016JJ00,,,,,,,,,,,
3258,E006480   ,315805,2011JJ00,,,,,,,,,,,
3259,E006480   ,315805,2012JJ00,,,,,,,,,,,
3260,E006480   ,315805,2013JJ00,,,,,,,,,,,
3261,E006480   ,315805,2014JJ00,,,,,,,,,,,
3262,E006480   ,315805,2015JJ00,,,,,,,,,,,
3263,E006480   ,315805,2016JJ00,,,,,,,,,,,
3264,E006480   ,315800,2011JJ00,,,,,,,,,,,
3265,E006480   ,315800,2012JJ00,,,,,,,,,,,
3266,E006480   ,315800,2013JJ00,,,,,,,,,,,
3267,E006480   ,315800,2014JJ00,,,,,,,,,,,
3268,E006480   ,315800,2015JJ00,,,,,,,,,,,
3269,E006480   ,315800,2016JJ00,,,,,,,,,,,
3270,E006480   ,317105,2011JJ00,,,,,,,,,,,
3271,E006480   ,317105,2012JJ00,,,,,,,,,,,
3272,E006480   ,317105,2013JJ00,,,,,,,,,,,
3273,E006480   ,317105,2014JJ00,,,,,,,,,,,
3274,E006480   ,317105,2015JJ00,,,,,,,,,,,
3275,E006480   ,317105,2016JJ00,,,,,,,,,,,
3276,E006480   ,317100,2011JJ00,,,,,,,,,,,
3277,E006480   ,317100,2012JJ00,,,,,,,,,,,
3278,E006480   ,317100,2013JJ00,,,,,,,,,,,
3279,E006480   ,317100,2014JJ00,,,,,,,,,,,
3280,E006480   ,317100,2015JJ00,,,,,,,,,,,
3281,E006480   ,317100,2016JJ00,,,,,,,,,,,
3282,E006480   ,318600,2011JJ00,,,,,,,,,,,
3283,E006480   ,318600,2012JJ00,,,,,,,,,,,
3284,E006480   ,318600,2013JJ00,,,,,,,,,,,
3285,E006480   ,318600,2014JJ00,,,,,,,,,,,
3286,E006480   ,318600,2015JJ00,,,,,,,,,,,
3287,E006480   ,318600,2016JJ00,,,,,,,,,,,
3288,E006480   ,320005,2011JJ00,2517.3,,141.4,2375.9,2375.9,,2517.3,7.4,3483.1,1026.3,53.1
3289,E006480   ,320005,2012JJ00,2511.2,,132.9,2378.3,2378.3,,2511.2,7.9,3585.9,1043.7,-38.8
3290,E006480   ,320005,2013JJ00,2393.3,,128.9,2264.4,2264.4,,2393.3,7.7,3226.5,853.0,12.1
3291,E006480   ,320005,2014JJ00,2435.0,,115.5,2319.5,2319.9,0.4,2435.0,7.9,3425.4,1005.6,7.3
3292,E006480   ,320005,2015JJ00,2570.2,,102.1,2468.1,2468.1,,2570.2,8.5,3679.1,1074.4,-43.0
3293,E006480   ,320005,2016JJ00,2613.2,,112.2,2501.0,2501.0,,2613.2,12.0,3658.2,1068.1,11.0
3294,E006480   ,320000,2011JJ00,2322.9,,,2322.9,2322.9,,2322.9,0.2,3288.6,1017.4,51.5
3295,E006480   ,320000,2012JJ00,2330.1,,,2330.1,2330.1,,2330.1,0.2,3397.5,1029.2,-38.4
3296,E006480   ,320000,2013JJ00,2217.1,,,2217.1,2217.1,,2217.1,0.0,3039.5,837.0,14.6
3297,E006480   ,320000,2014JJ00,2265.9,,,2265.9,2266.3,0.4,2265.9,0.0,3252.5,991.0,4.4
3298,E006480   ,320000,2015JJ00,2418.1,,,2418.1,2418.1,,2418.1,0.3,3514.2,1060.0,-36.5
3299,E006480   ,320000,2016JJ00,2448.0,,,2448.0,2448.0,,2448.0,3.2,3487.6,1050.6,7.7
3300,E006480   ,320100,2011JJ00,,,,,,,,,,,
3301,E006480   ,320100,2012JJ00,,,,,,,,,,,
3302,E006480   ,320100,2013JJ00,,,,,,,,,,,
3303,E006480   ,320100,2014JJ00,,,,,,,,,,,
3304,E006480   ,320100,2015JJ00,,,,,,,,,,,
3305,E006480   ,320100,2016JJ00,,,,,,,,,,,
3306,E006480   ,320300,2011JJ00,2322.9,,,2322.9,2322.9,,2322.9,0.2,3288.6,1017.4,51.5
3307,E006480   ,320300,2012JJ00,2330.1,,,2330.1,2330.1,,2330.1,0.2,3397.5,1029.2,-38.4
3308,E006480   ,320300,2013JJ00,2217.1,,,2217.1,2217.1,,2217.1,0.0,3039.5,837.0,14.6
3309,E006480   ,320300,2014JJ00,2265.9,,,2265.9,2266.3,0.4,2265.9,0.0,3252.5,991.0,4.4
3310,E006480   ,320300,2015JJ00,2418.1,,,2418.1,2418.1,,2418.1,0.3,3514.2,1060.0,-36.5
3311,E006480   ,320300,2016JJ00,2448.0,,,2448.0,2448.0,,2448.0,3.2,3487.6,1050.6,7.7
3312,E006480   ,320705,2011JJ00,194.5,,141.4,53.1,53.1,,194.5,7.2,194.5,8.9,1.6
3313,E006480   ,320705,2012JJ00,181.1,,132.9,48.2,48.2,,181.1,7.7,188.3,14.5,-0.5
3314,E006480   ,320705,2013JJ00,176.2,,128.9,47.3,47.3,,176.2,7.7,187.0,16.0,-2.5
3315,E006480   ,320705,2014JJ00,169.0,,115.5,53.5,53.5,,169.0,7.9,172.9,14.6,2.8
3316,E006480   ,320705,2015JJ00,152.1,,102.1,50.0,50.0,,152.1,8.1,165.0,14.4,-6.5
3317,E006480   ,320705,2016JJ00,165.2,,112.2,53.0,53.0,,165.2,8.8,170.5,17.4,3.3
3318,E006480   ,320700,2011JJ00,194.5,,141.4,53.1,53.1,,194.5,7.2,194.5,8.9,1.6
3319,E006480   ,320700,2012JJ00,181.1,,132.9,48.2,48.2,,181.1,7.7,188.3,14.5,-0.5
3320,E006480   ,320700,2013JJ00,176.2,,128.9,47.3,47.3,,176.2,7.7,187.0,16.0,-2.5
3321,E006480   ,320700,2014JJ00,169.0,,115.5,53.5,53.5,,169.0,7.9,172.9,14.6,2.8
3322,E006480   ,320700,2015JJ00,152.1,,102.1,50.0,50.0,,152.1,8.1,165.0,14.4,-6.5
3323,E006480   ,320700,2016JJ00,165.2,,112.2,53.0,53.0,,165.2,8.8,170.5,17.4,3.3
3324,E006480   ,320800,2011JJ00,194.4,,141.4,53.0,53.0,,194.4,7.2,194.5,8.9,1.6
3325,E006480   ,320800,2012JJ00,181.0,,132.9,48.2,48.2,,181.0,7.7,188.3,14.5,-0.5
3326,E006480   ,320800,2013JJ00,176.2,,128.9,47.2,47.2,,176.2,7.7,186.9,16.0,-2.5
3327,E006480   ,320800,2014JJ00,169.0,,115.5,53.5,53.5,,169.0,7.9,172.9,14.6,2.8
3328,E006480   ,320800,2015JJ00,152.1,,102.1,50.0,50.0,,152.1,8.1,164.9,14.4,-6.5
3329,E006480   ,320800,2016JJ00,165.1,,112.2,52.9,52.9,,165.1,8.8,170.5,17.4,3.3
3330,E006480   ,320900,2011JJ00,,,,,,,,,,,
3331,E006480   ,320900,2012JJ00,,,,,,,,,,,
3332,E006480   ,320900,2013JJ00,,,,,,,,,,,
3333,E006480   ,320900,2014JJ00,,,,,,,,,,,
3334,E006480   ,320900,2015JJ00,,,,,,,,,,,
3335,E006480   ,320900,2016JJ00,,,,,,,,,,,
3336,E006480   ,321000,2011JJ00,,,,,,,,,,,
3337,E006480   ,321000,2012JJ00,,,,,,,,,,,
3338,E006480   ,321000,2013JJ00,,,,,,,,,,,
3339,E006480   ,321000,2014JJ00,,,,,,,,,,,
3340,E006480   ,321000,2015JJ00,,,,,,,,,,,
3341,E006480   ,321000,2016JJ00,,,,,,,,,,,
3342,E006480   ,321100,2011JJ00,,,,,,,,,,,
3343,E006480   ,321100,2012JJ00,,,,,,,,,,,
3344,E006480   ,321100,2013JJ00,,,,,,,,,,,
3345,E006480   ,321100,2014JJ00,,,,,,,,,,,
3346,E006480   ,321100,2015JJ00,,,,,,,,,,,
3347,E006480   ,321100,2016JJ00,,,,,,,,,,,
3348,E006480   ,321200,2011JJ00,194.4,,141.4,53.0,53.0,,194.4,7.2,194.5,8.9,1.6
3349,E006480   ,321200,2012JJ00,181.0,,132.9,48.2,48.2,,181.0,7.7,188.3,14.5,-0.5
3350,E006480   ,321200,2013JJ00,176.2,,128.9,47.2,47.2,,176.2,7.7,186.9,16.0,-2.5
3351,E006480   ,321200,2014JJ00,169.0,,115.5,53.5,53.5,,169.0,7.9,172.9,14.6,2.8
3352,E006480   ,321200,2015JJ00,152.1,,102.1,50.0,50.0,,152.1,8.1,164.9,14.4,-6.5
3353,E006480   ,321200,2016JJ00,165.1,,112.2,52.9,52.9,,165.1,8.8,170.5,17.4,3.3
3354,E006480   ,321500,2011JJ00,,,,,,,,,,,
3355,E006480   ,321500,2012JJ00,,,,,,,,,,,
3356,E006480   ,321500,2013JJ00,,,,,,,,,,,
3357,E006480   ,321500,2014JJ00,,,,,,,,,,,
3358,E006480   ,321500,2015JJ00,,,,,,,,,,,
3359,E006480   ,321500,2016JJ00,,,,,,,,,,,
3360,E006480   ,321600,2011JJ00,,,,,,,,,,,
3361,E006480   ,321600,2012JJ00,,,,,,,,,,,
3362,E006480   ,321600,2013JJ00,,,,,,,,,,,
3363,E006480   ,321600,2014JJ00,,,,,,,,,,,
3364,E006480   ,321600,2015JJ00,,,,,,,,,,,
3365,E006480   ,321600,2016JJ00,,,,,,,,,,,
3366,E006480   ,321700,2011JJ00,,,,,,,,,,,
3367,E006480   ,321700,2012JJ00,,,,,,,,,,,
3368,E006480   ,321700,2013JJ00,,,,,,,,,,,
3369,E006480   ,321700,2014JJ00,,,,,,,,,,,
3370,E006480   ,321700,2015JJ00,,,,,,,,,,,
3371,E006480   ,321700,2016JJ00,,,,,,,,,,,
3372,E006480   ,321800,2011JJ00,,,,,,,,,,,
3373,E006480   ,321800,2012JJ00,,,,,,,,,,,
3374,E006480   ,321800,2013JJ00,,,,,,,,,,,
3375,E006480   ,321800,2014JJ00,,,,,,,,,,,
3376,E006480   ,321800,2015JJ00,,,,,,,,,,,
3377,E006480   ,321800,2016JJ00,,,,,,,,,,,
3378,E006480   ,322000,2011JJ00,,,,,,,,,,,
3379,E006480   ,322000,2012JJ00,,,,,,,,,,,
3380,E006480   ,322000,2013JJ00,,,,,,,,,,,
3381,E006480   ,322000,2014JJ00,,,,,,,,,,,
3382,E006480   ,322000,2015JJ00,,,,,,,,,,,
3383,E006480   ,322000,2016JJ00,,,,,,,,,,,
3384,E006480   ,322200,2011JJ00,,,,,,,,,,,
3385,E006480   ,322200,2012JJ00,,,,,,,,,,,
3386,E006480   ,322200,2013JJ00,,,,,,,,,,,
3387,E006480   ,322200,2014JJ00,,,,,,,,,,,
3388,E006480   ,322200,2015JJ00,,,,,,,,,,,
3389,E006480   ,322200,2016JJ00,,,,,,,,,,,
3390,E006480   ,322500,2011JJ00,,,,,,,,,,,
3391,E006480   ,322500,2012JJ00,,,,,,,,,,,
3392,E006480   ,322500,2013JJ00,,,,,,,,,,,
3393,E006480   ,322500,2014JJ00,,,,,,,,,,,
3394,E006480   ,322500,2015JJ00,,,,,,,,,,,
3395,E006480   ,322500,2016JJ00,,,,,,,,,,,
3396,E006480   ,323000,2011JJ00,,,,,,,,,,,
3397,E006480   ,323000,2012JJ00,,,,,,,,,,,
3398,E006480   ,323000,2013JJ00,,,,,,,,,,,
3399,E006480   ,323000,2014JJ00,,,,,,,,,,,
3400,E006480   ,323000,2015JJ00,,,,,,,,,,,
3401,E006480   ,323000,2016JJ00,,,,,,,,,,,
3402,E006480   ,323200,2011JJ00,,,,,,,,,,,
3403,E006480   ,323200,2012JJ00,,,,,,,,,,,
3404,E006480   ,323200,2013JJ00,,,,,,,,,,,
3405,E006480   ,323200,2014JJ00,,,,,,,,,,,
3406,E006480   ,323200,2015JJ00,,,,,,,,,,,
3407,E006480   ,323200,2016JJ00,,,,,,,,,,,
3408,E006480   ,323700,2011JJ00,,,,,,,,,,,
3409,E006480   ,323700,2012JJ00,,,,,,,,,,,
3410,E006480   ,323700,2013JJ00,,,,,,,,,,,
3411,E006480   ,323700,2014JJ00,,,,,,,,,,,
3412,E006480   ,323700,2015JJ00,,,,,,,,,,,
3413,E006480   ,323700,2016JJ00,,,,,,,,,,,
3414,E006480   ,324600,2011JJ00,,,,,,,,,,,
3415,E006480   ,324600,2012JJ00,,,,,,,,,,,
3416,E006480   ,324600,2013JJ00,,,,,,,,,,,
3417,E006480   ,324600,2014JJ00,,,,,,,,,,,
3418,E006480   ,324600,2015JJ00,,,,,,,,,,,
3419,E006480   ,324600,2016JJ00,,,,,,,,,,,
3420,E006480   ,324700,2011JJ00,,,,,,,,,,,
3421,E006480   ,324700,2012JJ00,,,,,,,,,,,
3422,E006480   ,324700,2013JJ00,,,,,,,,,,,
3423,E006480   ,324700,2014JJ00,,,,,,,,,,,
3424,E006480   ,324700,2015JJ00,,,,,,,,,,,
3425,E006480   ,324700,2016JJ00,,,,,,,,,,,
3426,E006480   ,325300,2011JJ00,,,,,,,,,,,
3427,E006480   ,325300,2012JJ00,,,,,,,,,,,
3428,E006480   ,325300,2013JJ00,,,,,,,,,,,
3429,E006480   ,325300,2014JJ00,,,,,,,,,,,
