ID,GoodsAndServices,Periods,ValueChangesConsHouseholds_1,VolumeChangesConsOfHouseholds_2,ShoppingDayAdjustedVolumeCh_3,ValueIndicesConsHouseholds_4,VolumeIndicesConsOfHouseholds_5,ShareInDomesticConsOfHouseholds_6,ValuesConsumptionOfHouseholds_7,ValueChangesActIndConsHouseh_8,VolumeChangesActIndConsHouseh_9,ValueIndicesActIndConsHouseh_10,VolumeIndicesActIndConsHouseh_11,ShareInDomesticConsActIndConsH_12,ValuesActIndConsOfHouseholds_13
1161,      1200,1999MM02,-3.0,-2.7,,,,,,-3.0,-2.7,,,,
1162,      1200,1999MM03,0.8,1.1,,,,,,0.8,1.1,,,,
1163,      1200,1999KW01,-4.3,-4.2,,,,,,-4.3,-4.2,,,,
1164,      1200,1999MM04,0.8,1.9,,,,,,0.8,1.9,,,,
1165,      1200,1999MM05,-4.0,-3.5,,,,,,-4.0,-3.5,,,,
1166,      1200,1999MM06,1.1,1.7,,,,,,1.1,1.7,,,,
1167,      1200,1999KW02,-0.7,0.0,,,,,,-0.7,0.0,,,,
1168,      1200,1999MM07,2.2,2.2,,,,,,2.2,2.2,,,,
1169,      1200,1999MM08,-3.0,-3.3,,,,,,-3.0,-3.3,,,,
1170,      1200,1999MM09,1.1,0.9,,,,,,1.1,0.9,,,,
1171,      1200,1999KW03,0.2,0.0,,,,,,0.2,0.0,,,,
1172,      1200,1999MM10,-4.7,-5.2,,,,,,-4.7,-5.2,,,,
1173,      1200,1999MM11,3.7,2.0,,,,,,3.7,2.0,,,,
1174,      1200,1999MM12,6.0,4.6,,,,,,6.0,4.6,,,,
1175,      1200,1999KW04,1.7,0.5,,,,,,1.7,0.5,,,,
1176,      1200,1999JJ00,-0.8,-0.9,,104.6,99.7,2.4,4398.0,-0.8,-0.9,,,1.9,4398.0
1177,      1200,2000MM01,-3.2,-5.1,,,,,,-3.2,-5.1,,,,
1178,      1200,2000MM02,6.1,4.5,,,,,,6.1,4.5,,,,
1179,      1200,2000MM03,8.0,7.2,,,,,,8.0,7.2,,,,
1180,      1200,2000KW01,3.5,2.1,,,,,,3.5,2.1,,,,
1181,      1200,2000MM04,-2.2,-3.2,,,,,,-2.2,-3.2,,,,
1182,      1200,2000MM05,1.1,-0.6,,,,,,1.1,-0.6,,,,
1183,      1200,2000MM06,5.4,3.4,,,,,,5.4,3.4,,,,
1184,      1200,2000KW02,1.4,-0.2,,,,,,1.4,-0.2,,,,
1185,      1200,2000MM07,-5.9,-7.0,,,,,,-5.9,-7.0,,,,
1186,      1200,2000MM08,11.0,9.2,,,,,,11.0,9.2,,,,
1187,      1200,2000MM09,4.8,2.3,,,,,,4.8,2.3,,,,
1188,      1200,2000KW03,3.0,1.1,,,,,,3.0,1.1,,,,
1189,      1200,2000MM10,-0.5,-3.2,,,,,,-0.5,-3.2,,,,
1190,      1200,2000MM11,7.4,3.3,,,,,,7.4,3.3,,,,
1191,      1200,2000MM12,3.1,-0.9,,,,,,3.1,-0.9,,,,
1192,      1200,2000KW04,3.2,-0.3,,,,,,3.2,-0.3,,,,
1193,      1200,2000JJ00,2.8,0.6,,107.5,100.3,2.3,4520.0,2.8,0.6,,,1.8,4520.0
1194,      1200,2001MM01,8.1,4.7,,,,,,8.1,4.7,,,,
1195,      1200,2001MM02,4.0,-0.6,,,,,,4.0,-0.6,,,,
1196,      1200,2001MM03,9.2,2.3,,,,,,9.2,2.3,,,,
1197,      1200,2001KW01,7.2,2.2,,,,,,7.2,2.2,,,,
1198,      1200,2001MM04,-0.6,-10.8,,,,,,-0.6,-10.8,,,,
1199,      1200,2001MM05,7.2,-3.8,,,,,,7.2,-3.8,,,,
1200,      1200,2001MM06,6.7,-3.7,,,,,,6.7,-3.7,,,,
1201,      1200,2001KW02,4.5,-6.1,,,,,,4.5,-6.1,,,,
1202,      1200,2001MM07,4.9,-4.6,,,,,,4.9,-4.6,,,,
1203,      1200,2001MM08,9.1,-0.6,,,,,,9.1,-0.6,,,,
1204,      1200,2001MM09,2.2,-6.3,,,,,,2.2,-6.3,,,,
1205,      1200,2001KW03,5.4,-3.8,,,,,,5.4,-3.8,,,,
1206,      1200,2001MM10,11.6,2.9,,,,,,11.6,2.9,,,,
1207,      1200,2001MM11,10.9,4.2,,,,,,10.9,4.2,,,,
1208,      1200,2001MM12,3.4,-2.4,,,,,,3.4,-2.4,,,,
1209,      1200,2001KW04,8.3,1.3,,,,,,8.3,1.3,,,,
1210,      1200,2001JJ00,6.4,-1.5,,114.4,98.8,2.3,4809.0,6.4,-1.5,,,1.8,4809.0
1211,      1200,2002MM01,10.6,4.4,,,,,,10.6,4.4,,,,
1212,      1200,2002MM02,4.7,-0.8,,,,,,4.7,-0.8,,,,
1213,      1200,2002MM03,6.1,3.2,,,,,,6.1,3.2,,,,
1214,      1200,2002KW01,7.1,2.4,,,,,,7.1,2.4,,,,
1215,      1200,2002MM04,4.4,4.5,,,,,,4.4,4.5,,,,
1216,      1200,2002MM05,2.1,2.4,,,,,,2.1,2.4,,,,
1217,      1200,2002MM06,-1.8,-1.8,,,,,,-1.8,-1.8,,,,
1218,      1200,2002KW02,1.5,1.6,,,,,,1.5,1.6,,,,
1219,      1200,2002MM07,6.3,5.3,,,,,,6.3,5.3,,,,
1220,      1200,2002MM08,3.5,3.3,,,,,,3.5,3.3,,,,
1221,      1200,2002MM09,1.6,0.3,,,,,,1.6,0.3,,,,
1222,      1200,2002KW03,3.8,2.9,,,,,,3.8,2.9,,,,
1223,      1200,2002MM10,6.4,6.0,,,,,,6.4,6.0,,,,
1224,      1200,2002MM11,1.4,0.0,,,,,,1.4,0.0,,,,
1225,      1200,2002MM12,-0.8,-2.9,,,,,,-0.8,-2.9,,,,
1226,      1200,2002KW04,2.2,0.8,,,,,,2.2,0.8,,,,
1227,      1200,2002JJ00,3.6,1.9,,118.5,100.6,2.3,4982.0,3.6,1.9,,,1.8,4982.0
1228,      1200,2003MM01,6.1,6.9,,,,,,6.1,6.9,,,,
1229,      1200,2003MM02,1.1,2.4,,,,,,1.1,2.4,,,,
1230,      1200,2003MM03,-4.6,-4.6,,,,,,-4.6,-4.6,,,,
1231,      1200,2003KW01,0.7,1.4,,,,,,0.7,1.4,,,,
1232,      1200,2003MM04,2.4,1.9,,,,,,2.4,1.9,,,,
1233,      1200,2003MM05,2.0,0.8,,,,,,2.0,0.8,,,,
1234,      1200,2003MM06,-1.8,-3.6,,,,,,-1.8,-3.6,,,,
1235,      1200,2003KW02,0.9,-0.3,,,,,,0.9,-0.3,,,,
1236,      1200,2003MM07,1.8,0.3,,,,,,1.8,0.3,,,,
1237,      1200,2003MM08,-2.7,-5.1,,,,,,-2.7,-5.1,,,,
1238,      1200,2003MM09,0.3,-1.1,,,,,,0.3,-1.1,,,,
1239,      1200,2003KW03,-0.3,-2.0,,,,,,-0.3,-2.0,,,,
1240,      1200,2003MM10,3.5,2.4,,,,,,3.5,2.4,,,,
1241,      1200,2003MM11,-3.8,-5.0,,,,,,-3.8,-5.0,,,,
1242,      1200,2003MM12,0.8,-0.4,,,,,,0.8,-0.4,,,,
1243,      1200,2003KW04,0.2,-0.9,,,,,,0.2,-0.9,,,,
1244,      1200,2003JJ00,0.4,-0.5,,119.0,100.2,2.3,5001.0,0.4,-0.5,,,1.8,5001.0
1245,      1200,2004MM01,,,,,,,,,,,,,
1246,      1200,2004MM02,,,,,,,,,,,,,
1247,      1200,2004MM03,,,,,,,,,,,,,
1248,      1200,2004KW01,,,,,,,,,,,,,
1249,      1200,2004MM04,,,,,,,,,,,,,
1250,      1200,2004MM05,,,,,,,,,,,,,
1251,      1200,2004MM06,,,,,,,,,,,,,
1252,      1200,2004KW02,,,,,,,,,,,,,
1253,      1200,2004MM07,,,,,,,,,,,,,
1254,      1200,2004MM08,,,,,,,,,,,,,
1255,      1200,2004MM09,,,,,,,,,,,,,
1256,      1200,2004KW03,,,,,,,,,,,,,
1257,      1200,2004MM10,,,,,,,,,,,,,
1258,      1200,2004MM11,,,,,,,,,,,,,
1259,      1200,2004MM12,,,,,,,,,,,,,
1260,      1200,2004KW04,,,,,,,,,,,,,
1261,      1200,2004JJ00,,,,,,,,,,,,,
1262,      1200,2005MM01,,,,,,,,,,,,,
1263,      1200,2005MM02,,,,,,,,,,,,,
1264,      1200,2005MM03,,,,,,,,,,,,,
1265,      1200,2005KW01,,,,,,,,,,,,,
1266,      1200,2005MM04,,,,,,,,,,,,,
1267,      1200,2005MM05,,,,,,,,,,,,,
1268,      1200,2005MM06,,,,,,,,,,,,,
1269,      1200,2005KW02,,,,,,,,,,,,,
1270,      1200,2005MM07,,,,,,,,,,,,,
1271,      1200,2005MM08,,,,,,,,,,,,,
1272,      1200,2005MM09,,,,,,,,,,,,,
1273,      1200,2005KW03,,,,,,,,,,,,,
1274,      1300,1995MM01,,,,,,,,,,,,,
1275,      1300,1995MM02,,,,,,,,,,,,,
1276,      1300,1995MM03,,,,,,,,,,,,,
1277,      1300,1995KW01,,,,,,,,,,,,,
1278,      1300,1995MM04,,,,,,,,,,,,,
1279,      1300,1995MM05,,,,,,,,,,,,,
1280,      1300,1995MM06,,,,,,,,,,,,,
1281,      1300,1995KW02,,,,,,,,,,,,,
1282,      1300,1995MM07,,,,,,,,,,,,,
1283,      1300,1995MM08,,,,,,,,,,,,,
1284,      1300,1995MM09,,,,,,,,,,,,,
1285,      1300,1995KW03,,,,,,,,,,,,,
1286,      1300,1995MM10,,,,,,,,,,,,,
1287,      1300,1995MM11,,,,,,,,,,,,,
1288,      1300,1995MM12,,,,,,,,,,,,,
1289,      1300,1995KW04,,,,,,,,,,,,,
1290,      1300,1995JJ00,5.2,6.2,,100.0,100.0,0.4,529.0,,,100.0,100.0,0.3,529.0
1291,      1300,1996MM01,3.1,6.3,,,,,,3.1,6.3,,,,
1292,      1300,1996MM02,2.9,2.9,,,,,,2.9,2.9,,,,
1293,      1300,1996MM03,2.6,5.3,,,,,,2.6,5.3,,,,
1294,      1300,1996KW01,2.9,4.8,,,,,,2.9,4.8,,,,
1295,      1300,1996MM04,0.0,0.0,,,,,,0.0,0.0,,,,
1296,      1300,1996MM05,9.3,6.8,,,,,,9.3,6.8,,,,
1297,      1300,1996MM06,-4.0,-8.2,,,,,,-4.0,-8.2,,,,
1298,      1300,1996KW02,1.5,-0.7,,,,,,1.5,-0.7,,,,
1299,      1300,1996MM07,2.2,-2.2,,,,,,2.2,-2.2,,,,
1300,      1300,1996MM08,13.3,13.6,,,,,,13.3,13.6,,,,
1301,      1300,1996MM09,-6.1,-4.2,,,,,,-6.1,-4.2,,,,
1302,      1300,1996KW03,2.9,2.2,,,,,,2.9,2.2,,,,
1303,      1300,1996MM10,6.7,4.4,,,,,,6.7,4.4,,,,
1304,      1300,1996MM11,11.6,11.6,,,,,,11.6,11.6,,,,
1305,      1300,1996MM12,3.3,0.0,,,,,,3.3,0.0,,,,
1306,      1300,1996KW04,6.8,4.7,,,,,,6.8,4.7,,,,
1307,      1300,1996JJ00,3.6,2.6,,103.6,102.6,0.4,548.0,3.6,2.6,,,0.3,548.0
1308,      1300,1997MM01,12.1,14.7,,,,,,12.1,14.7,,,,
1309,      1300,1997MM02,8.6,8.3,,,,,,8.6,8.3,,,,
1310,      1300,1997MM03,10.3,10.0,,,,,,10.3,10.0,,,,
1311,      1300,1997KW01,10.3,10.9,,,,,,10.3,10.9,,,,
1312,      1300,1997MM04,9.1,8.9,,,,,,9.1,8.9,,,,
1313,      1300,1997MM05,12.8,10.4,,,,,,12.8,10.4,,,,
1314,      1300,1997MM06,8.3,8.9,,,,,,8.3,8.9,,,,
1315,      1300,1997KW02,10.1,9.4,,,,,,10.1,9.4,,,,
1316,      1300,1997MM07,6.4,8.9,,,,,,6.4,8.9,,,,
1317,      1300,1997MM08,5.9,6.0,,,,,,5.9,6.0,,,,
1318,      1300,1997MM09,10.9,8.7,,,,,,10.9,8.7,,,,
1319,      1300,1997KW03,7.6,7.8,,,,,,7.6,7.8,,,,
1320,      1300,1997MM10,12.5,8.3,,,,,,12.5,8.3,,,,
1321,      1300,1997MM11,2.1,0.0,,,,,,2.1,0.0,,,,
1322,      1300,1997MM12,9.7,4.8,,,,,,9.7,4.8,,,,
1323,      1300,1997KW04,8.2,4.4,,,,,,8.2,4.4,,,,
1324,      1300,1997JJ00,8.9,7.8,,112.9,110.7,0.4,597.0,8.9,7.8,,,0.3,597.0
1325,      1300,1998MM01,18.9,15.4,,,,,,18.9,15.4,,,,
1326,      1300,1998MM02,10.5,5.1,,,,,,10.5,5.1,,,,
1327,      1300,1998MM03,0.0,-4.5,,,,,,0.0,-4.5,,,,
1328,      1300,1998KW01,9.3,4.9,,,,,,9.3,4.9,,,,
1329,      1300,1998MM04,10.4,2.0,,,,,,10.4,2.0,,,,
1330,      1300,1998MM05,11.3,3.7,,,,,,11.3,3.7,,,,
1331,      1300,1998MM06,7.7,4.0,,,,,,7.7,4.0,,,,
1332,      1300,1998KW02,9.8,3.3,,,,,,9.8,3.3,,,,
1333,      1300,1998MM07,14.0,8.2,,,,,,14.0,8.2,,,,
1334,      1300,1998MM08,3.7,-3.7,,,,,,3.7,-3.7,,,,
1335,      1300,1998MM09,17.6,5.9,,,,,,17.6,5.9,,,,
1336,      1300,1998KW03,11.6,3.2,,,,,,11.6,3.2,,,,
1337,      1300,1998MM10,11.1,3.8,,,,,,11.1,3.8,,,,
1338,      1300,1998MM11,6.1,0.0,,,,,,6.1,0.0,,,,
1339,      1300,1998MM12,13.2,4.5,,,,,,13.2,4.5,,,,
1340,      1300,1998KW04,10.5,3.0,,,,,,10.5,3.0,,,,
1341,      1300,1998JJ00,10.4,3.5,,124.6,114.6,0.4,659.0,10.4,3.5,,,0.3,659.0
1342,      1300,1999MM01,4.5,-2.1,,,,,,4.5,-2.1,,,,
1343,      1300,1999MM02,9.5,4.5,,,,,,9.5,4.5,,,,
1344,      1300,1999MM03,16.3,8.9,,,,,,16.3,8.9,,,,
1345,      1300,1999KW01,10.1,3.6,,,,,,10.1,3.6,,,,
1346,      1300,1999MM04,9.4,3.8,,,,,,9.4,3.8,,,,
1347,      1300,1999MM05,6.8,0.0,,,,,,6.8,0.0,,,,
1348,      1300,1999MM06,21.4,10.9,,,,,,21.4,10.9,,,,
1349,      1300,1999KW02,12.5,4.8,,,,,,12.5,4.8,,,,
1350,      1300,1999MM07,19.3,8.9,,,,,,19.3,8.9,,,,
1351,      1300,1999MM08,5.4,-3.6,,,,,,5.4,-3.6,,,,
1352,      1300,1999MM09,15.0,5.2,,,,,,15.0,5.2,,,,
1353,      1300,1999KW03,13.3,3.6,,,,,,13.3,3.6,,,,
1354,      1300,1999MM10,6.7,0.0,,,,,,6.7,0.0,,,,
1355,      1300,1999MM11,13.5,5.9,,,,,,13.5,5.9,,,,
1356,      1300,1999MM12,14.3,8.0,,,,,,14.3,8.0,,,,
1357,      1300,1999KW04,11.6,4.9,,,,,,11.6,4.9,,,,
1358,      1300,1999JJ00,12.0,4.2,,139.5,119.5,0.4,738.0,12.0,4.2,,,0.3,738.0
1359,      1300,2000MM01,2.2,-6.0,,,,,,2.2,-6.0,,,,
1360,      1300,2000MM02,13.0,6.1,,,,,,13.0,6.1,,,,
1361,      1300,2000MM03,16.0,9.4,,,,,,16.0,9.4,,,,
1362,      1300,2000KW01,10.6,3.3,,,,,,10.6,3.3,,,,
1363,      1300,2000MM04,13.8,11.9,,,,,,13.8,11.9,,,,
1364,      1300,2000MM05,6.3,4.7,,,,,,6.3,4.7,,,,
1365,      1300,2000MM06,10.3,4.5,,,,,,10.3,4.5,,,,
1366,      1300,2000KW02,10.1,6.9,,,,,,10.1,6.9,,,,
1367,      1300,2000MM07,-1.5,-4.5,,,,,,-1.5,-4.5,,,,
1368,      1300,2000MM08,13.6,8.8,,,,,,13.6,8.8,,,,
1369,      1300,2000MM09,8.7,4.5,,,,,,8.7,4.5,,,,
1370,      1300,2000KW03,6.6,2.6,,,,,,6.6,2.6,,,,
1371,      1300,2000MM10,4.7,-1.6,,,,,,4.7,-1.6,,,,
1372,      1300,2000MM11,10.2,3.4,,,,,,10.2,3.4,,,,
1373,      1300,2000MM12,13.6,5.7,,,,,,13.6,5.7,,,,
1374,      1300,2000KW04,10.0,2.9,,,,,,10.0,2.9,,,,
1375,      1300,2000JJ00,9.2,3.9,,152.4,124.2,0.4,806.0,9.2,3.9,,,0.3,806.0
1376,      1300,2001MM01,10.6,6.1,,,,,,10.6,6.1,,,,
1377,      1300,2001MM02,15.4,7.3,,,,,,15.4,7.3,,,,
1378,      1300,2001MM03,19.0,9.8,,,,,,19.0,9.8,,,,
1379,      1300,2001KW01,15.3,7.9,,,,,,15.3,7.9,,,,
1380,      1300,2001MM04,6.1,-7.2,,,,,,6.1,-7.2,,,,
1381,      1300,2001MM05,10.4,1.4,,,,,,10.4,1.4,,,,
1382,      1300,2001MM06,9.3,0.0,,,,,,9.3,0.0,,,,
1383,      1300,2001KW02,8.7,-1.9,,,,,,8.7,-1.9,,,,
1384,      1300,2001MM07,4.5,-4.5,,,,,,4.5,-4.5,,,,
1385,      1300,2001MM08,16.4,7.7,,,,,,16.4,7.7,,,,
1386,      1300,2001MM09,9.3,2.7,,,,,,9.3,2.7,,,,
1387,      1300,2001KW03,10.0,2.0,,,,,,10.0,2.0,,,,
1388,      1300,2001MM10,10.4,3.1,,,,,,10.4,3.1,,,,
1389,      1300,2001MM11,7.7,0.0,,,,,,7.7,0.0,,,,
1390,      1300,2001MM12,2.0,-3.1,,,,,,2.0,-3.1,,,,
1391,      1300,2001KW04,6.0,-0.4,,,,,,6.0,-0.4,,,,
1392,      1300,2001JJ00,9.6,1.5,,166.9,126.0,0.4,883.0,9.6,1.5,,,0.3,883.0
1393,      1300,2002MM01,1.9,-8.9,,,,,,1.9,-8.9,,,,
1394,      1300,2002MM02,-3.3,-11.1,,,,,,-3.3,-11.1,,,,
1395,      1300,2002MM03,1.4,-8.2,,,,,,1.4,-8.2,,,,
1396,      1300,2002KW01,0.0,-9.4,,,,,,0.0,-9.4,,,,
1397,      1300,2002MM04,-2.9,-7.2,,,,,,-2.9,-7.2,,,,
1398,      1300,2002MM05,6.8,-2.6,,,,,,6.8,-2.6,,,,
1399,      1300,2002MM06,-8.5,-11.4,,,,,,-8.5,-11.4,,,,
1400,      1300,2002KW02,-1.8,-7.1,,,,,,-1.8,-7.1,,,,
1401,      1300,2002MM07,2.9,-5.9,,,,,,2.9,-5.9,,,,
1402,      1300,2002MM08,0.0,-7.9,,,,,,0.0,-7.9,,,,
1403,      1300,2002MM09,-6.1,-13.4,,,,,,-6.1,-13.4,,,,
1404,      1300,2002KW03,-1.3,-9.3,,,,,,-1.3,-9.3,,,,
1405,      1300,2002MM10,2.7,-4.2,,,,,,2.7,-4.2,,,,
1406,      1300,2002MM11,0.0,-5.9,,,,,,0.0,-5.9,,,,
1407,      1300,2002MM12,-2.9,-9.0,,,,,,-2.9,-9.0,,,,
1408,      1300,2002KW04,-0.4,-6.7,,,,,,-0.4,-6.7,,,,
1409,      1300,2002JJ00,-0.9,-8.0,,165.4,115.9,0.4,875.0,-0.9,-8.0,,,0.3,875.0
1410,      1300,2003MM01,1.9,-1.8,,,,,,1.9,-1.8,,,,
1411,      1300,2003MM02,5.2,0.0,,,,,,5.2,0.0,,,,
1412,      1300,2003MM03,-2.9,-5.6,,,,,,-2.9,-5.6,,,,
1413,      1300,2003KW01,1.1,-2.7,,,,,,1.1,-2.7,,,,
1414,      1300,2003MM04,8.8,5.7,,,,,,8.8,5.7,,,,
1415,      1300,2003MM05,7.6,7.4,,,,,,7.6,7.4,,,,
1416,      1300,2003MM06,8.0,5.4,,,,,,8.0,5.4,,,,
1417,      1300,2003KW02,8.1,6.2,,,,,,8.1,6.2,,,,
1418,      1300,2003MM07,6.9,5.6,,,,,,6.9,5.6,,,,
1419,      1300,2003MM08,2.6,3.9,,,,,,2.6,3.9,,,,
1420,      1300,2003MM09,-1.3,1.3,,,,,,-1.3,1.3,,,,
1421,      1300,2003KW03,2.6,3.6,,,,,,2.6,3.6,,,,
1422,      1300,2003MM10,-2.6,0.0,,,,,,-2.6,0.0,,,,
1423,      1300,2003MM11,-7.1,-8.6,,,,,,-7.1,-8.6,,,,
1424,      1300,2003MM12,-1.0,0.0,,,,,,-1.0,0.0,,,,
1425,      1300,2003KW04,-3.3,-2.5,,,,,,-3.3,-2.5,,,,
1426,      1300,2003JJ00,2.1,1.3,,168.8,117.3,0.4,893.0,2.1,1.3,,,0.3,893.0
1427,      1300,2004MM01,,,,,,,,,,,,,
1428,      1300,2004MM02,,,,,,,,,,,,,
1429,      1300,2004MM03,,,,,,,,,,,,,
1430,      1300,2004KW01,,,,,,,,,,,,,
1431,      1300,2004MM04,,,,,,,,,,,,,
1432,      1300,2004MM05,,,,,,,,,,,,,
1433,      1300,2004MM06,,,,,,,,,,,,,
1434,      1300,2004KW02,,,,,,,,,,,,,
1435,      1300,2004MM07,,,,,,,,,,,,,
1436,      1300,2004MM08,,,,,,,,,,,,,
1437,      1300,2004MM09,,,,,,,,,,,,,
1438,      1300,2004KW03,,,,,,,,,,,,,
1439,      1300,2004MM10,,,,,,,,,,,,,
1440,      1300,2004MM11,,,,,,,,,,,,,
1441,      1300,2004MM12,,,,,,,,,,,,,
1442,      1300,2004KW04,,,,,,,,,,,,,
1443,      1300,2004JJ00,,,,,,,,,,,,,
1444,      1300,2005MM01,,,,,,,,,,,,,
1445,      1300,2005MM02,,,,,,,,,,,,,
1446,      1300,2005MM03,,,,,,,,,,,,,
1447,      1300,2005KW01,,,,,,,,,,,,,
1448,      1300,2005MM04,,,,,,,,,,,,,
1449,      1300,2005MM05,,,,,,,,,,,,,
1450,      1300,2005MM06,,,,,,,,,,,,,
1451,      1300,2005KW02,,,,,,,,,,,,,
1452,      1300,2005MM07,,,,,,,,,,,,,
1453,      1300,2005MM08,,,,,,,,,,,,,
1454,      1300,2005MM09,,,,,,,,,,,,,
1455,      1300,2005KW03,,,,,,,,,,,,,
1456,      1400,1995MM01,,,,,,,,,,,,,
1457,      1400,1995MM02,,,,,,,,,,,,,
1458,      1400,1995MM03,,,,,,,,,,,,,
1459,      1400,1995KW01,,,,,,,,,,,,,
1460,      1400,1995MM04,,,,,,,,,,,,,
1461,      1400,1995MM05,,,,,,,,,,,,,
1462,      1400,1995MM06,,,,,,,,,,,,,
1463,      1400,1995KW02,,,,,,,,,,,,,
1464,      1400,1995MM07,,,,,,,,,,,,,
1465,      1400,1995MM08,,,,,,,,,,,,,
1466,      1400,1995MM09,,,,,,,,,,,,,
1467,      1400,1995KW03,,,,,,,,,,,,,
1468,      1400,1995MM10,,,,,,,,,,,,,
1469,      1400,1995MM11,,,,,,,,,,,,,
1470,      1400,1995MM12,,,,,,,,,,,,,
1471,      1400,1995KW04,,,,,,,,,,,,,
1472,      1400,1995JJ00,1.8,1.5,,100.0,100.0,2.2,3233.0,,,100.0,100.0,1.8,3233.0
1473,      1400,1996MM01,3.0,3.0,,,,,,3.0,3.0,,,,
1474,      1400,1996MM02,5.4,5.9,,,,,,5.4,5.9,,,,
1475,      1400,1996MM03,1.5,0.0,,,,,,1.5,0.0,,,,
1476,      1400,1996KW01,3.2,2.8,,,,,,3.2,2.8,,,,
1477,      1400,1996MM04,2.2,0.7,,,,,,2.2,0.7,,,,
1478,      1400,1996MM05,9.3,7.4,,,,,,9.3,7.4,,,,
1479,      1400,1996MM06,-3.5,-4.5,,,,,,-3.5,-4.5,,,,
1480,      1400,1996KW02,2.6,1.2,,,,,,2.6,1.2,,,,
1481,      1400,1996MM07,2.3,1.9,,,,,,2.3,1.9,,,,
1482,      1400,1996MM08,6.0,5.3,,,,,,6.0,5.3,,,,
1483,      1400,1996MM09,-9.4,-8.7,,,,,,-9.4,-8.7,,,,
1484,      1400,1996KW03,-0.5,-0.6,,,,,,-0.5,-0.6,,,,
1485,      1400,1996MM10,7.2,7.6,,,,,,7.2,7.6,,,,
1486,      1400,1996MM11,4.6,4.2,,,,,,4.6,4.2,,,,
1487,      1400,1996MM12,-4.7,-5.0,,,,,,-4.7,-5.0,,,,
1488,      1400,1996KW04,2.0,1.9,,,,,,2.0,1.9,,,,
1489,      1400,1996JJ00,1.8,1.3,,101.8,101.3,2.1,3291.0,1.8,1.3,,,1.7,3291.0
1490,      1400,1997MM01,11.6,11.2,,,,,,11.6,11.2,,,,
1491,      1400,1997MM02,-4.3,-5.5,,,,,,-4.3,-5.5,,,,
1492,      1400,1997MM03,-0.4,0.4,,,,,,-0.4,0.4,,,,
1493,      1400,1997KW01,2.1,1.8,,,,,,2.1,1.8,,,,
1494,      1400,1997MM04,1.8,3.3,,,,,,1.8,3.3,,,,
1495,      1400,1997MM05,3.3,3.9,,,,,,3.3,3.9,,,,
1496,      1400,1997MM06,-2.2,-2.5,,,,,,-2.2,-2.5,,,,
1497,      1400,1997KW02,1.0,1.6,,,,,,1.0,1.6,,,,
1498,      1400,1997MM07,5.9,5.1,,,,,,5.9,5.1,,,,
1499,      1400,1997MM08,-0.3,-2.0,,,,,,-0.3,-2.0,,,,
1500,      1400,1997MM09,7.3,5.7,,,,,,7.3,5.7,,,,
1501,      1400,1997KW03,4.1,2.7,,,,,,4.1,2.7,,,,
1502,      1400,1997MM10,6.7,5.2,,,,,,6.7,5.2,,,,
1503,      1400,1997MM11,-1.5,-2.6,,,,,,-1.5,-2.6,,,,
1504,      1400,1997MM12,3.2,1.8,,,,,,3.2,1.8,,,,
1505,      1400,1997KW04,2.8,1.4,,,,,,2.8,1.4,,,,
1506,      1400,1997JJ00,2.5,1.9,,104.3,103.2,2.1,3373.0,2.5,1.9,,,1.7,3373.0
1507,      1400,1998MM01,10.0,7.8,,,,,,10.0,7.8,,,,
1508,      1400,1998MM02,2.9,2.5,,,,,,2.9,2.5,,,,
1509,      1400,1998MM03,-1.5,-2.6,,,,,,-1.5,-2.6,,,,
1510,      1400,1998KW01,3.8,2.6,,,,,,3.8,2.6,,,,
1511,      1400,1998MM04,5.6,3.1,,,,,,5.6,3.1,,,,
1512,      1400,1998MM05,-4.4,-6.6,,,,,,-4.4,-6.6,,,,
1513,      1400,1998MM06,5.1,2.9,,,,,,5.1,2.9,,,,
1514,      1400,1998KW02,1.8,-0.5,,,,,,1.8,-0.5,,,,
1515,      1400,1998MM07,1.0,-0.7,,,,,,1.0,-0.7,,,,
1516,      1400,1998MM08,-4.0,-6.0,,,,,,-4.0,-6.0,,,,
1517,      1400,1998MM09,3.9,1.8,,,,,,3.9,1.8,,,,
1518,      1400,1998KW03,0.2,-1.7,,,,,,0.2,-1.7,,,,
1519,      1400,1998MM10,2.1,0.7,,,,,,2.1,0.7,,,,
1520,      1400,1998MM11,-3.0,-3.7,,,,,,-3.0,-3.7,,,,
1521,      1400,1998MM12,3.8,2.4,,,,,,3.8,2.4,,,,
1522,      1400,1998KW04,1.1,-0.1,,,,,,1.1,-0.1,,,,
1523,      1400,1998JJ00,1.7,0.0,,106.1,103.2,2.0,3430.0,1.7,0.0,,,1.6,3430.0
1524,      1400,1999MM01,-8.8,-8.8,,,,,,-8.8,-8.8,,,,
1525,      1400,1999MM02,-0.8,-1.6,,,,,,-0.8,-1.6,,,,
1526,      1400,1999MM03,6.4,6.0,,,,,,6.4,6.0,,,,
1527,      1400,1999KW01,-1.4,-1.7,,,,,,-1.4,-1.7,,,,
1528,      1400,1999MM04,3.3,3.3,,,,,,3.3,3.3,,,,
1529,      1400,1999MM05,-2.6,-2.3,,,,,,-2.6,-2.3,,,,
1530,      1400,1999MM06,-3.1,-2.8,,,,,,-3.1,-2.8,,,,
1531,      1400,1999KW02,-0.8,-0.6,,,,,,-0.8,-0.6,,,,
1532,      1400,1999MM07,3.4,4.5,,,,,,3.4,4.5,,,,
