ID,Kenmerken,Perioden,TotaalAantalDagtochten_1,TotaalZonnenZwemmenEnDergelijke_2,OpStrandBijDeZee_3,OpStrandBijMeerPlas_4,InOpenluchtzwembad_5,NietAanHetWater_6,InBinnenbad_7,TotaalSportEnSportieveRecreatie_8,Wandelen_9,Fietsen_10,Golfen_11,Watersport_12,Vissen_13,Paardrijden_14,TrimmenHardlopenFitnessED_15,Schaatsen_16,OverigeBinnensport_17,OverigeBuitensport_18,ToeschouwerBegeleiderBijSport_19,Toeren_20,TotaalBezoekAttractiepuntED_21,TotaalBezoekAttractiepunt_22,BezoekSpeeltuinUitspanning_23,BezoekPretparkED_24,BezoekAanDierentuinVogelparkED_25,BezoekKinderboerderijHeemtuinED_26,TotaalBezoekBezienswaardigheid_27,BezoekOudeStadDorp_28,BezoekMuseum_29,BezoekMonumentenED_30,TotaalBezoekEvenement_31,BezoekJaarmarktBraderieCorsoED_32,BezoekBeursTentoonstellingShow_33,BezoekOverigeEvenementen_34,RecreatiefWinkelen_35,TotaalUitgaan_36,TotaalFilmToneelConcertED_37,NaarDeFilm_38,NaarToneelConcertBalletED_39,TotaalOverigUitgaan_40,TerrasjeZittenKoffieDrinkenED_41,UitEtenGaan_42,BarCafebezoek_43,KermisCircus_44,DiscoBowling_45,OverigUitgaan_46,TotaalOverigeDagtochten_47,BezoekDenksportActiviteit_48,VerenigingsactiviteitenHobbyclubsED_49,BezoekKinderactiviteiten_50,BezoekVolkstuin_51,BezoekNatuurEnOverigeActiviteiten_52,TotaalAantalDagtochten_53,TotaalZonnenEnDergelijke_54,OpStrandBijDeZee_55,OpStrandBijMeerPlas_56,InOpenluchtzwembad_57,NietAanHetWater_58,InBinnenbad_59,TotaalSportEnSportieveRecreatie_60,Wandelen_61,Fietsen_62,Golfen_63,Watersport_64,Vissen_65,Paardrijden_66,TrimmenHardlopenFitnessED_67,Schaatsen_68,OverigeBinnensport_69,OverigeBuitensport_70,ToeschouwerBegeleiderBijSport_71,Toeren_72,TotaalBezoekAttractiepuntED_73,TotaalBezoekAttractiepunt_74,BezoekSpeeltuinUitspanning_75,BezoekPretparkED_76,BezoekAanDierentuinVogelparkED_77,BezoekKinderboerderijHeemtuinED_78,TotaalBezoekBezienswaardigheid_79,BezoekOudeStadDorp_80,BezoekMuseum_81,BezoekMonumentenED_82,TotaalBezoekEvenement_83,BezoekJaarmarktBraderieCorsoED_84,BezoekBeursTentoonstellingShow_85,BezoekOverigeEvenementen_86,RecreatiefWinkelen_87,TotaalUitgaan_88,TotaalFilmToneelConcertED_89,NaarDeFilm_90,NaarToneelConcertBalletED_91,TotaalOverigUitgaan_92,TerrasjeZittenKoffieDrinkenED_93,UitEtenGaan_94,BarCafebezoek_95,KermisCircus_96,DiscoBowling_97,OverigUitgaan_98,TotaalOverigeDagtochten_99,BezoekDenksportActiviteit_100,VerenigingsactiviteitenHobbyclubsED_101,BezoekKinderactiviteiten_102,BezoekVolkstuin_103,BezoekNatuurEnOverigeActiviteiten_104
52,14,1990SJ00,30910.0,1999.0,174.0,398.0,319.0,69.0,1038.0,8590.0,1234.0,1032.0,100.0,164.0,101.0,191.0,623.0,650.0,2388.0,2108.0,1012.0,775.0,2350.0,525.0,49.0,0.0,16.0,460.0,1019.0,285.0,336.0,398.0,806.0,240.0,247.0,318.0,5065.0,6771.0,1755.0,830.0,925.0,5016.0,212.0,1434.0,1210.0,237.0,1392.0,530.0,4349.0,163.0,3992.0,80.0,47.0,67.0,4.0,3.0,2.0,5.0,4.0,2.0,4.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,0.0,0.0,6.0,4.0,5.0,3.0,5.0,3.0,2.0,3.0,5.0,4.0,4.0,5.0,6.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,1.0
53,14,1995SJ00,30132.0,1527.0,19.0,143.0,281.0,32.0,1052.0,8906.0,1470.0,909.0,17.0,176.0,288.0,304.0,882.0,412.0,1950.0,2499.0,1150.0,788.0,2179.0,407.0,39.0,19.0,10.0,340.0,1011.0,248.0,645.0,119.0,760.0,311.0,337.0,112.0,4493.0,7041.0,1515.0,847.0,668.0,5526.0,98.0,1399.0,2012.0,196.0,1194.0,627.0,4048.0,456.0,3035.0,173.0,233.0,152.0,3.0,3.0,0.0,3.0,5.0,1.0,4.0,3.0,3.0,2.0,0.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,3.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,7.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,6.0,3.0,3.0,3.0,4.0,3.0,2.0,6.0,2.0
54,14,2001SJ00,31277.0,2315.0,188.0,312.0,512.0,96.0,1207.0,6207.0,1690.0,937.0,0.0,33.0,193.0,472.0,846.0,128.0,898.0,977.0,1078.0,566.0,3912.0,1041.0,303.0,116.0,0.0,621.0,1578.0,274.0,888.0,416.0,1294.0,364.0,642.0,262.0,4797.0,8146.0,2239.0,1393.0,846.0,5907.0,582.0,1647.0,1957.0,221.0,816.0,683.0,4256.0,43.0,3636.0,186.0,0.0,390.0,3.0,4.0,2.0,5.0,7.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,5.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,0.0,5.0,6.0,5.0,8.0,4.0,4.0,3.0,7.0,2.0,4.0,4.0,4.0,5.0,3.0,4.0,6.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,2.0,0.0,3.0
55,14,2006SJ00,31688.0,1493.0,118.0,102.0,214.0,210.0,823.0,7571.0,1333.0,871.0,0.0,159.0,80.0,22.0,1335.0,131.0,1955.0,1625.0,1558.0,727.0,3574.0,705.0,289.0,0.0,157.0,258.0,1513.0,431.0,514.0,568.0,1356.0,417.0,286.0,615.0,5538.0,6442.0,1418.0,643.0,775.0,5025.0,307.0,1736.0,1375.0,301.0,387.0,919.0,4786.0,94.0,3513.0,203.0,29.0,871.0,4.0,4.0,2.0,4.0,7.0,4.0,4.0,3.0,3.0,3.0,0.0,2.0,2.0,0.0,5.0,4.0,4.0,3.0,4.0,7.0,3.0,2.0,2.0,0.0,1.0,3.0,5.0,6.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,1.0,6.0,2.0,2.0,6.0
56,15,1990SJ00,32285.0,2357.0,133.0,437.0,289.0,131.0,1367.0,11365.0,1871.0,1712.0,0.0,826.0,436.0,291.0,239.0,1466.0,2439.0,2087.0,1231.0,1420.0,2466.0,574.0,107.0,193.0,0.0,274.0,596.0,142.0,250.0,205.0,1296.0,590.0,406.0,299.0,4256.0,4829.0,1094.0,267.0,827.0,3735.0,222.0,789.0,938.0,236.0,951.0,599.0,4361.0,113.0,3966.0,61.0,38.0,184.0,4.0,4.0,1.0,5.0,3.0,3.0,5.0,4.0,3.0,5.0,0.0,12.0,7.0,3.0,1.0,11.0,4.0,4.0,5.0,7.0,3.0,2.0,2.0,3.0,0.0,4.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,1.0,1.0,3.0
57,15,1995SJ00,35194.0,1801.0,184.0,185.0,145.0,112.0,1176.0,12470.0,2051.0,2066.0,24.0,416.0,222.0,579.0,1006.0,1944.0,2031.0,2131.0,1878.0,872.0,2415.0,710.0,106.0,186.0,46.0,372.0,689.0,156.0,298.0,235.0,1015.0,570.0,181.0,264.0,4222.0,6206.0,1348.0,263.0,1085.0,4858.0,126.0,1014.0,2013.0,133.0,1014.0,558.0,5329.0,257.0,4434.0,119.0,15.0,504.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,1.0,8.0,4.0,5.0,3.0,11.0,3.0,4.0,6.0,5.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,4.0,5.0,2.0,3.0,4.0,3.0,5.0,1.0,0.0,5.0
58,15,2001SJ00,33742.0,2028.0,157.0,259.0,527.0,109.0,977.0,11895.0,2062.0,2065.0,205.0,804.0,98.0,710.0,494.0,354.0,2775.0,2329.0,1696.0,1204.0,3148.0,924.0,261.0,187.0,49.0,427.0,934.0,185.0,155.0,594.0,1290.0,703.0,193.0,394.0,3114.0,6271.0,1436.0,615.0,821.0,4835.0,352.0,1247.0,1811.0,372.0,586.0,467.0,4386.0,275.0,2822.0,226.0,204.0,837.0,4.0,4.0,1.0,4.0,8.0,2.0,3.0,4.0,3.0,5.0,3.0,11.0,3.0,6.0,1.0,7.0,5.0,4.0,5.0,6.0,3.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,1.0,5.0,4.0,6.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,6.0,7.0
59,15,2006SJ00,31390.0,996.0,237.0,29.0,30.0,142.0,558.0,10730.0,1807.0,2316.0,162.0,232.0,202.0,136.0,1595.0,105.0,1863.0,2169.0,1547.0,476.0,3610.0,987.0,380.0,141.0,99.0,367.0,1284.0,457.0,419.0,408.0,1279.0,751.0,174.0,325.0,3854.0,6981.0,2246.0,853.0,1393.0,4735.0,114.0,1318.0,1533.0,252.0,610.0,907.0,3196.0,154.0,2129.0,174.0,23.0,670.0,4.0,2.0,4.0,1.0,1.0,3.0,2.0,4.0,4.0,7.0,2.0,3.0,6.0,2.0,6.0,3.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0,6.0,3.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,4.0
60,16,1990SJ00,26116.0,2075.0,,511.0,502.0,127.0,936.0,8720.0,2364.0,2010.0,0.0,199.0,271.0,141.0,558.0,814.0,1291.0,1072.0,1110.0,829.0,3325.0,1699.0,162.0,124.0,1311.0,102.0,557.0,78.0,261.0,219.0,1069.0,422.0,416.0,230.0,3476.0,3871.0,672.0,251.0,422.0,3199.0,73.0,808.0,652.0,96.0,1053.0,516.0,2709.0,141.0,2254.0,76.0,101.0,137.0,3.0,3.0,,6.0,6.0,3.0,3.0,3.0,4.0,5.0,0.0,3.0,5.0,1.0,3.0,6.0,2.0,2.0,4.0,4.0,4.0,6.0,3.0,2.0,17.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0
61,16,1995SJ00,26812.0,1808.0,,130.0,445.0,319.0,914.0,8550.0,2067.0,1525.0,144.0,29.0,329.0,544.0,457.0,664.0,1231.0,1558.0,1140.0,723.0,3797.0,2033.0,287.0,154.0,1106.0,486.0,675.0,152.0,365.0,158.0,1088.0,492.0,457.0,139.0,3222.0,4147.0,909.0,310.0,599.0,3238.0,119.0,918.0,707.0,87.0,980.0,427.0,3426.0,291.0,2691.0,99.0,68.0,277.0,3.0,3.0,,3.0,8.0,8.0,3.0,3.0,4.0,4.0,4.0,1.0,6.0,5.0,1.0,4.0,2.0,3.0,3.0,5.0,4.0,7.0,5.0,2.0,12.0,6.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,5.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0
62,16,2001SJ00,25376.0,1676.0,,126.0,84.0,369.0,1097.0,7342.0,1843.0,1353.0,31.0,38.0,54.0,264.0,548.0,259.0,1411.0,1543.0,1575.0,1081.0,4267.0,2130.0,177.0,281.0,1432.0,241.0,605.0,142.0,194.0,269.0,1532.0,571.0,447.0,514.0,2728.0,3934.0,859.0,319.0,540.0,3075.0,173.0,1041.0,754.0,52.0,672.0,383.0,2772.0,15.0,2231.0,63.0,79.0,384.0,3.0,3.0,,2.0,1.0,8.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,2.0,4.0,5.0,4.0,5.0,2.0,3.0,14.0,2.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,0.0,3.0,1.0,2.0,3.0
63,16,2006SJ00,25289.0,1572.0,,29.0,199.0,211.0,1133.0,6892.0,1483.0,1558.0,212.0,63.0,224.0,127.0,623.0,96.0,1172.0,1283.0,1471.0,467.0,3970.0,2314.0,744.0,212.0,1218.0,141.0,641.0,243.0,259.0,138.0,1015.0,349.0,523.0,144.0,3874.0,4239.0,949.0,327.0,622.0,3290.0,140.0,1085.0,619.0,183.0,490.0,738.0,2804.0,155.0,1810.0,186.0,53.0,510.0,3.0,4.0,,1.0,7.0,4.0,5.0,3.0,3.0,5.0,3.0,1.0,7.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,3.0,5.0,5.0,2.0,9.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,6.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0
64,17,1990SJ00,53405.0,3526.0,,253.0,740.0,250.0,2284.0,16438.0,3424.0,2294.0,13.0,211.0,313.0,330.0,1079.0,1333.0,4193.0,3248.0,1970.0,1436.0,4759.0,1650.0,331.0,918.0,36.0,365.0,1348.0,414.0,545.0,389.0,1760.0,795.0,509.0,455.0,8153.0,10093.0,1998.0,692.0,1307.0,8094.0,235.0,1794.0,1826.0,565.0,2628.0,1046.0,7031.0,456.0,5547.0,414.0,214.0,398.0,6.0,6.0,,3.0,8.0,6.0,8.0,6.0,6.0,6.0,1.0,3.0,5.0,3.0,6.0,10.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,13.0,0.0,5.0,5.0,7.0,5.0,5.0,6.0,6.0,5.0,8.0,6.0,6.0,6.0,5.0,6.0,6.0,4.0,4.0,6.0,9.0,7.0,6.0,6.0,5.0,6.0,7.0,4.0,7.0
65,17,1995SJ00,57762.0,3486.0,,246.0,584.0,369.0,2287.0,19006.0,2709.0,2753.0,28.0,467.0,450.0,340.0,1953.0,1476.0,4750.0,4079.0,2229.0,1459.0,4978.0,2016.0,255.0,1010.0,270.0,481.0,977.0,335.0,250.0,392.0,1985.0,1026.0,431.0,529.0,7562.0,10842.0,1736.0,734.0,1002.0,9106.0,259.0,1806.0,2974.0,431.0,2352.0,1283.0,8201.0,356.0,6983.0,439.0,17.0,407.0,6.0,7.0,,5.0,10.0,9.0,8.0,6.0,5.0,7.0,1.0,9.0,8.0,3.0,6.0,9.0,8.0,7.0,7.0,9.0,6.0,6.0,4.0,13.0,3.0,6.0,4.0,6.0,3.0,4.0,6.0,8.0,4.0,8.0,6.0,6.0,4.0,4.0,4.0,6.0,5.0,4.0,6.0,11.0,6.0,7.0,6.0,4.0,7.0,5.0,0.0,4.0
66,17,2001SJ00,56941.0,4124.0,,342.0,758.0,461.0,2505.0,16527.0,3605.0,2819.0,54.0,612.0,168.0,590.0,1401.0,184.0,2887.0,4176.0,2216.0,1680.0,5566.0,2464.0,771.0,1279.0,0.0,414.0,1052.0,260.0,241.0,551.0,2030.0,680.0,497.0,853.0,6474.0,14401.0,3554.0,1627.0,1927.0,10846.0,535.0,2599.0,4149.0,376.0,1891.0,1296.0,5953.0,133.0,4484.0,379.0,96.0,820.0,6.0,7.0,,6.0,11.0,10.0,9.0,6.0,6.0,6.0,1.0,9.0,4.0,5.0,4.0,3.0,5.0,7.0,6.0,8.0,5.0,5.0,7.0,13.0,0.0,3.0,4.0,5.0,2.0,5.0,6.0,5.0,5.0,8.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,8.0,10.0,5.0,7.0,5.0,2.0,5.0,5.0,3.0,7.0
67,17,2006SJ00,55295.0,2847.0,,211.0,177.0,339.0,2119.0,15956.0,2787.0,2267.0,190.0,248.0,178.0,389.0,2023.0,84.0,4133.0,3438.0,2825.0,704.0,6416.0,3004.0,879.0,1119.0,38.0,967.0,1177.0,193.0,461.0,523.0,2236.0,966.0,507.0,671.0,8451.0,13500.0,2870.0,1262.0,1608.0,10630.0,393.0,3238.0,3326.0,796.0,1810.0,1067.0,4596.0,228.0,2920.0,440.0,88.0,785.0,6.0,7.0,,8.0,6.0,7.0,9.0,6.0,6.0,7.0,3.0,3.0,6.0,5.0,7.0,2.0,9.0,6.0,8.0,7.0,6.0,6.0,6.0,12.0,0.0,10.0,4.0,3.0,4.0,5.0,6.0,7.0,6.0,6.0,7.0,6.0,5.0,5.0,5.0,7.0,5.0,5.0,8.0,12.0,11.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0
68,18,1990SJ00,7707.0,852.0,,177.0,21.0,56.0,598.0,2584.0,571.0,322.0,117.0,58.0,225.0,198.0,121.0,114.0,440.0,418.0,312.0,356.0,828.0,327.0,,233.0,19.0,75.0,301.0,56.0,72.0,174.0,200.0,78.0,77.0,44.0,802.0,976.0,160.0,22.0,138.0,817.0,11.0,273.0,179.0,,209.0,144.0,997.0,0.0,794.0,71.0,40.0,92.0,1.0,1.0,,2.0,0.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0
69,18,1995SJ00,12713.0,646.0,,247.0,18.0,64.0,318.0,5199.0,499.0,496.0,43.0,236.0,144.0,429.0,355.0,753.0,1084.0,1160.0,600.0,277.0,1316.0,561.0,30.0,414.0,0.0,117.0,251.0,50.0,26.0,175.0,504.0,241.0,167.0,96.0,1375.0,1584.0,390.0,261.0,130.0,1194.0,0.0,373.0,367.0,53.0,147.0,254.0,1717.0,93.0,1231.0,224.0,98.0,71.0,1.0,1.0,,5.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0
70,18,2001SJ00,14807.0,711.0,,239.0,42.0,19.0,411.0,5721.0,915.0,612.0,474.0,315.0,145.0,201.0,635.0,484.0,1080.0,826.0,439.0,371.0,2250.0,1495.0,38.0,1066.0,138.0,254.0,382.0,58.0,0.0,324.0,373.0,152.0,151.0,70.0,1801.0,2161.0,647.0,275.0,372.0,1514.0,119.0,456.0,353.0,111.0,200.0,275.0,1352.0,46.0,875.0,256.0,77.0,98.0,2.0,1.0,,4.0,1.0,0.0,1.0,2.0,1.0,1.0,8.0,4.0,4.0,2.0,2.0,9.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,11.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0
71,18,2006SJ00,14201.0,676.0,,34.0,0.0,126.0,515.0,3245.0,356.0,139.0,207.0,118.0,51.0,0.0,414.0,0.0,485.0,1474.0,490.0,157.0,2190.0,1371.0,248.0,628.0,49.0,446.0,434.0,76.0,191.0,167.0,385.0,149.0,0.0,207.0,2993.0,2740.0,599.0,396.0,203.0,2141.0,0.0,882.0,608.0,73.0,241.0,338.0,1712.0,242.0,797.0,294.0,0.0,379.0,2.0,2.0,,1.0,0.0,3.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,7.0,0.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,0.0,3.0
72,19,1990SJ00,103235.0,7021.0,,1578.0,1051.0,856.0,3536.0,30919.0,7478.0,4755.0,181.0,369.0,478.0,1237.0,2336.0,1341.0,6620.0,6124.0,4143.0,3510.0,9537.0,3995.0,820.0,394.0,1956.0,824.0,2512.0,444.0,1097.0,971.0,3030.0,1608.0,765.0,657.0,14255.0,19805.0,3678.0,1458.0,2220.0,16127.0,689.0,5406.0,2994.0,1202.0,3523.0,2313.0,14044.0,842.0,11475.0,689.0,205.0,833.0,12.0,12.0,,18.0,12.0,22.0,12.0,12.0,13.0,13.0,9.0,5.0,8.0,13.0,13.0,10.0,11.0,12.0,15.0,17.0,12.0,14.0,15.0,6.0,26.0,11.0,10.0,7.0,10.0,11.0,11.0,13.0,8.0,11.0,11.0,12.0,10.0,11.0,10.0,12.0,11.0,13.0,9.0,13.0,15.0,13.0,12.0,9.0,13.0,11.0,4.0,14.0
73,19,1995SJ00,106932.0,5539.0,,969.0,688.0,621.0,3261.0,33342.0,7046.0,5875.0,513.0,386.0,1154.0,1023.0,2837.0,1235.0,6967.0,6307.0,3054.0,2612.0,11760.0,5216.0,858.0,480.0,2824.0,1054.0,2286.0,453.0,888.0,945.0,4258.0,1912.0,1267.0,1079.0,14670.0,19820.0,3910.0,1748.0,2162.0,15910.0,300.0,5031.0,4698.0,1172.0,2347.0,2363.0,16135.0,1179.0,12066.0,1108.0,522.0,1260.0,12.0,11.0,,20.0,12.0,15.0,11.0,11.0,12.0,14.0,14.0,7.0,19.0,8.0,9.0,7.0,11.0,11.0,9.0,16.0,14.0,17.0,15.0,6.0,31.0,12.0,10.0,8.0,9.0,11.0,14.0,15.0,11.0,17.0,12.0,11.0,10.0,10.0,9.0,11.0,6.0,12.0,10.0,11.0,15.0,13.0,13.0,12.0,12.0,13.0,13.0,14.0
74,19,2001SJ00,113113.0,5636.0,,838.0,826.0,608.0,3364.0,34568.0,8778.0,6920.0,1104.0,499.0,650.0,1375.0,2333.0,181.0,6092.0,6617.0,4503.0,3750.0,12147.0,4938.0,900.0,511.0,2337.0,1190.0,2756.0,216.0,1441.0,1100.0,4453.0,1923.0,1026.0,1468.0,13013.0,23854.0,5341.0,2915.0,2425.0,18513.0,995.0,6013.0,5662.0,1165.0,2194.0,2484.0,15642.0,864.0,11557.0,921.0,245.0,2057.0,12.0,10.0,,14.0,12.0,13.0,11.0,12.0,14.0,15.0,18.0,7.0,17.0,12.0,7.0,3.0,10.0,11.0,12.0,19.0,12.0,11.0,8.0,5.0,22.0,9.0,10.0,4.0,14.0,10.0,13.0,15.0,11.0,14.0,12.0,11.0,9.0,11.0,8.0,11.0,11.0,11.0,11.0,12.0,14.0,13.0,14.0,11.0,14.0,12.0,7.0,17.0
75,19,2006SJ00,100161.0,3854.0,,523.0,328.0,624.0,2331.0,30859.0,5553.0,4615.0,952.0,476.0,614.0,1404.0,2487.0,174.0,6112.0,8063.0,3769.0,1440.0,13314.0,5345.0,1508.0,706.0,2428.0,703.0,3197.0,993.0,1167.0,1038.0,4676.0,1972.0,998.0,1515.0,14351.0,21373.0,5651.0,2428.0,3223.0,15723.0,414.0,5940.0,4114.0,1106.0,1656.0,2493.0,11201.0,1138.0,6621.0,1316.0,107.0,1928.0,11.0,9.0,,19.0,11.0,13.0,10.0,13.0,12.0,14.0,14.0,7.0,19.0,18.0,9.0,5.0,13.0,13.0,10.0,14.0,12.0,11.0,10.0,8.0,19.0,7.0,10.0,13.0,9.0,10.0,13.0,13.0,12.0,13.0,11.0,10.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,11.0,15.0,12.0,12.0,13.0,11.0,15.0,6.0,13.0
76,20,1990SJ00,54670.0,2648.0,,395.0,491.0,234.0,1527.0,16423.0,3418.0,2491.0,325.0,249.0,427.0,290.0,1566.0,493.0,3700.0,3463.0,1488.0,1072.0,5235.0,1563.0,264.0,37.0,925.0,337.0,1499.0,174.0,743.0,582.0,2172.0,667.0,1142.0,362.0,9155.0,10877.0,2298.0,1020.0,1278.0,8579.0,330.0,3337.0,2101.0,287.0,1395.0,1129.0,7772.0,775.0,5639.0,382.0,509.0,467.0,6.0,4.0,,4.0,5.0,6.0,5.0,6.0,6.0,7.0,17.0,4.0,7.0,3.0,9.0,4.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,1.0,12.0,5.0,6.0,3.0,7.0,7.0,8.0,5.0,12.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,5.0,8.0,7.0,5.0,4.0,6.0,7.0,8.0,6.0,6.0,10.0,8.0
77,20,1995SJ00,66045.0,2780.0,,312.0,179.0,215.0,2073.0,22144.0,4149.0,3051.0,271.0,741.0,123.0,1516.0,2296.0,1179.0,5151.0,3667.0,1461.0,948.0,6926.0,2120.0,243.0,0.0,1096.0,781.0,1728.0,386.0,531.0,811.0,3078.0,504.0,1928.0,646.0,9355.0,13568.0,3457.0,1476.0,1981.0,10111.0,176.0,4058.0,3263.0,213.0,1235.0,1166.0,8863.0,747.0,6977.0,271.0,224.0,643.0,7.0,5.0,,6.0,3.0,5.0,7.0,8.0,7.0,7.0,7.0,14.0,2.0,13.0,7.0,7.0,8.0,6.0,4.0,6.0,8.0,7.0,4.0,0.0,12.0,9.0,7.0,7.0,6.0,9.0,10.0,4.0,17.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,4.0,10.0,7.0,6.0,3.0,6.0,7.0,7.0,7.0,3.0,5.0,7.0
78,20,2001SJ00,70131.0,3954.0,,496.0,420.0,421.0,2616.0,21198.0,4803.0,3956.0,378.0,649.0,162.0,1138.0,1962.0,371.0,4376.0,3403.0,2031.0,1312.0,7086.0,2832.0,579.0,78.0,1381.0,794.0,1973.0,269.0,989.0,715.0,2281.0,557.0,1358.0,366.0,8743.0,17661.0,5057.0,2023.0,3033.0,12604.0,673.0,4871.0,3609.0,240.0,1697.0,1513.0,8146.0,544.0,6500.0,497.0,140.0,465.0,7.0,7.0,,8.0,6.0,9.0,9.0,7.0,7.0,9.0,6.0,9.0,4.0,10.0,6.0,7.0,7.0,5.0,6.0,7.0,7.0,6.0,5.0,1.0,13.0,6.0,7.0,5.0,9.0,7.0,7.0,4.0,14.0,3.0,8.0,8.0,9.0,8.0,10.0,8.0,7.0,9.0,7.0,9.0,3.0,8.0,7.0,7.0,8.0,7.0,4.0,4.0
79,20,2006SJ00,69727.0,2314.0,,357.0,192.0,162.0,1603.0,18795.0,4207.0,2477.0,481.0,756.0,239.0,707.0,2343.0,160.0,3929.0,3407.0,2618.0,504.0,10603.0,4167.0,1443.0,30.0,1727.0,967.0,2767.0,266.0,889.0,1612.0,3611.0,1139.0,1552.0,876.0,10192.0,17362.0,4295.0,1782.0,2513.0,13067.0,908.0,5789.0,3160.0,287.0,933.0,1896.0,7339.0,723.0,4794.0,523.0,97.0,1130.0,8.0,6.0,,13.0,6.0,3.0,7.0,8.0,9.0,7.0,7.0,10.0,7.0,9.0,8.0,4.0,8.0,6.0,7.0,5.0,9.0,9.0,10.0,0.0,13.0,10.0,9.0,3.0,7.0,15.0,10.0,8.0,18.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,11.0,9.0,7.0,6.0,4.0,9.0,8.0,9.0,8.0,6.0,5.0,8.0
