ID,Kenmerken,Perioden,TotaalAantalDagtochten_1,TotaalZonnenZwemmenEnDergelijke_2,OpStrandBijDeZee_3,OpStrandBijMeerPlas_4,InOpenluchtzwembad_5,NietAanHetWater_6,InBinnenbad_7,TotaalSportEnSportieveRecreatie_8,Wandelen_9,Fietsen_10,Golfen_11,Watersport_12,Vissen_13,Paardrijden_14,TrimmenHardlopenFitnessED_15,Schaatsen_16,OverigeBinnensport_17,OverigeBuitensport_18,ToeschouwerBegeleiderBijSport_19,Toeren_20,TotaalBezoekAttractiepuntED_21,TotaalBezoekAttractiepunt_22,BezoekSpeeltuinUitspanning_23,BezoekPretparkED_24,BezoekAanDierentuinVogelparkED_25,BezoekKinderboerderijHeemtuinED_26,TotaalBezoekBezienswaardigheid_27,BezoekOudeStadDorp_28,BezoekMuseum_29,BezoekMonumentenED_30,TotaalBezoekEvenement_31,BezoekJaarmarktBraderieCorsoED_32,BezoekBeursTentoonstellingShow_33,BezoekOverigeEvenementen_34,RecreatiefWinkelen_35,TotaalUitgaan_36,TotaalFilmToneelConcertED_37,NaarDeFilm_38,NaarToneelConcertBalletED_39,TotaalOverigUitgaan_40,TerrasjeZittenKoffieDrinkenED_41,UitEtenGaan_42,BarCafebezoek_43,KermisCircus_44,DiscoBowling_45,OverigUitgaan_46,TotaalOverigeDagtochten_47,BezoekDenksportActiviteit_48,VerenigingsactiviteitenHobbyclubsED_49,BezoekKinderactiviteiten_50,BezoekVolkstuin_51,BezoekNatuurEnOverigeActiviteiten_52,TotaalAantalDagtochten_53,TotaalZonnenEnDergelijke_54,OpStrandBijDeZee_55,OpStrandBijMeerPlas_56,InOpenluchtzwembad_57,NietAanHetWater_58,InBinnenbad_59,TotaalSportEnSportieveRecreatie_60,Wandelen_61,Fietsen_62,Golfen_63,Watersport_64,Vissen_65,Paardrijden_66,TrimmenHardlopenFitnessED_67,Schaatsen_68,OverigeBinnensport_69,OverigeBuitensport_70,ToeschouwerBegeleiderBijSport_71,Toeren_72,TotaalBezoekAttractiepuntED_73,TotaalBezoekAttractiepunt_74,BezoekSpeeltuinUitspanning_75,BezoekPretparkED_76,BezoekAanDierentuinVogelparkED_77,BezoekKinderboerderijHeemtuinED_78,TotaalBezoekBezienswaardigheid_79,BezoekOudeStadDorp_80,BezoekMuseum_81,BezoekMonumentenED_82,TotaalBezoekEvenement_83,BezoekJaarmarktBraderieCorsoED_84,BezoekBeursTentoonstellingShow_85,BezoekOverigeEvenementen_86,RecreatiefWinkelen_87,TotaalUitgaan_88,TotaalFilmToneelConcertED_89,NaarDeFilm_90,NaarToneelConcertBalletED_91,TotaalOverigUitgaan_92,TerrasjeZittenKoffieDrinkenED_93,UitEtenGaan_94,BarCafebezoek_95,KermisCircus_96,DiscoBowling_97,OverigUitgaan_98,TotaalOverigeDagtochten_99,BezoekDenksportActiviteit_100,VerenigingsactiviteitenHobbyclubsED_101,BezoekKinderactiviteiten_102,BezoekVolkstuin_103,BezoekNatuurEnOverigeActiviteiten_104
0, 1,1990SJ00,867493.0,59530.0,9074.0,8788.0,9113.0,3928.0,28627.0,264406.0,59785.0,37516.0,1921.0,6865.0,5900.0,9492.0,18301.0,13517.0,57884.0,53223.0,27274.0,20458.0,81105.0,27661.0,5568.0,7125.0,7634.0,7333.0,25374.0,6189.0,10624.0,8562.0,28069.0,12460.0,9824.0,5785.0,128680.0,167495.0,35379.0,13649.0,21730.0,132116.0,6384.0,40585.0,31719.0,8196.0,27690.0,17542.0,118545.0,9583.0,91557.0,6263.0,5309.0,5832.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1, 1,1995SJ00,935768.0,53213.0,8604.0,4877.0,5756.0,4459.0,29517.0,297731.0,59383.0,42971.0,3779.0,5389.0,5952.0,12141.0,31241.0,16982.0,62915.0,56977.0,33141.0,17378.0,89794.0,32787.0,6143.0,8444.0,9435.0,8765.0,25171.0,6447.0,9663.0,9060.0,31836.0,13411.0,11777.0,6649.0,129065.0,186195.0,41307.0,17450.0,23857.0,144889.0,4818.0,43205.0,47665.0,7928.0,22280.0,18991.0,129252.0,10155.0,97154.0,8488.0,4117.0,9338.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2, 1,2001SJ00,981624.0,58049.0,10597.0,6202.0,6868.0,4780.0,29476.0,304503.0,65907.0,47855.0,6225.0,7166.0,3782.0,11544.0,33446.0,5662.0,59568.0,63027.0,36301.0,21473.0,109830.0,46539.0,12037.0,10561.0,10965.0,12977.0,28890.0,6460.0,11236.0,11193.0,34212.0,13000.0,10051.0,10982.0,112786.0,223647.0,58039.0,26255.0,31783.0,165608.0,9502.0,55131.0,54306.0,8286.0,19276.0,19106.0,115037.0,8100.0,83837.0,7526.0,3447.0,12039.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3, 1,2006SJ00,906642.0,41373.0,6741.0,2782.0,3146.0,4905.0,23435.0,250796.0,48101.0,34828.0,6773.0,7244.0,3361.0,7656.0,28427.0,3756.0,48018.0,60403.0,37991.0,10918.0,119016.0,48822.0,15209.0,9952.0,13656.0,10005.0,32034.0,8302.0,12657.0,11075.0,37569.0,15446.0,9202.0,12007.0,134286.0,216297.0,56681.0,24933.0,31748.0,159616.0,8308.0,63312.0,43075.0,7553.0,15780.0,20692.0,95967.0,8486.0,59725.0,9191.0,1883.0,15100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
4, 2,1990SJ00,200028.0,8433.0,194.0,42.0,0.0,225.0,7972.0,64199.0,14302.0,2930.0,467.0,39.0,258.0,1832.0,4632.0,12710.0,19614.0,7414.0,4056.0,2467.0,10399.0,1861.0,179.0,31.0,775.0,876.0,4347.0,845.0,2126.0,1376.0,4192.0,1825.0,2187.0,179.0,33612.0,44728.0,9792.0,3939.0,5853.0,34936.0,752.0,10402.0,9451.0,174.0,9210.0,4947.0,32134.0,2320.0,26665.0,1727.0,93.0,1329.0,23.0,14.0,2.0,0.0,0.0,6.0,28.0,24.0,24.0,8.0,24.0,1.0,4.0,19.0,25.0,94.0,34.0,14.0,15.0,12.0,13.0,7.0,3.0,0.0,10.0,12.0,17.0,14.0,20.0,16.0,15.0,15.0,22.0,3.0,26.0,27.0,28.0,29.0,27.0,26.0,12.0,26.0,30.0,33.0,2.0,28.0,27.0,24.0,29.0,28.0,2.0,23.0
5, 2,1995SJ00,222965.0,8135.0,133.0,45.0,0.0,153.0,7804.0,74689.0,12503.0,2566.0,546.0,147.0,188.0,3528.0,9991.0,15831.0,21504.0,7885.0,5362.0,1906.0,12854.0,2149.0,174.0,143.0,516.0,1316.0,4840.0,1104.0,2265.0,1471.0,5864.0,2685.0,3011.0,168.0,31811.0,51574.0,12788.0,6292.0,6496.0,38786.0,282.0,11299.0,14854.0,271.0,6536.0,5544.0,36635.0,3384.0,28022.0,2425.0,382.0,2420.0,24.0,15.0,2.0,1.0,0.0,3.0,26.0,25.0,21.0,6.0,14.0,3.0,3.0,29.0,32.0,93.0,34.0,14.0,16.0,11.0,14.0,7.0,3.0,2.0,5.0,15.0,19.0,17.0,23.0,16.0,18.0,20.0,26.0,3.0,25.0,28.0,31.0,36.0,27.0,27.0,6.0,26.0,31.0,29.0,3.0,29.0,28.0,33.0,29.0,29.0,9.0,26.0
6, 2,2001SJ00,226224.0,8344.0,129.0,19.0,80.0,136.0,7979.0,67735.0,18016.0,3578.0,674.0,221.0,367.0,2475.0,9356.0,3630.0,19111.0,10246.0,7633.0,3357.0,16986.0,4691.0,1493.0,580.0,1386.0,1231.0,6069.0,891.0,2701.0,2477.0,6204.0,2615.0,2418.0,1104.0,27692.0,63194.0,18651.0,10218.0,8434.0,44542.0,1503.0,14814.0,17324.0,504.0,5464.0,4933.0,31284.0,2034.0,23948.0,2210.0,232.0,2813.0,23.0,14.0,1.0,0.0,1.0,3.0,27.0,22.0,27.0,7.0,11.0,3.0,10.0,21.0,28.0,64.0,32.0,16.0,21.0,16.0,15.0,10.0,12.0,5.0,13.0,9.0,21.0,14.0,24.0,22.0,18.0,20.0,24.0,10.0,25.0,28.0,32.0,39.0,27.0,27.0,16.0,27.0,32.0,28.0,6.0,26.0,27.0,25.0,29.0,29.0,7.0,23.0
7, 2,2006SJ00,222834.0,7242.0,326.0,62.0,0.0,457.0,6307.0,57707.0,11935.0,2831.0,747.0,371.0,369.0,2063.0,9100.0,2197.0,17066.0,10654.0,8495.0,1109.0,22426.0,6686.0,2657.0,1067.0,1716.0,1247.0,6423.0,1051.0,3896.0,1477.0,9260.0,5500.0,2359.0,1299.0,38703.0,60046.0,15649.0,8136.0,7512.0,44398.0,614.0,17922.0,14861.0,450.0,4964.0,5408.0,27106.0,1771.0,18795.0,2529.0,214.0,3454.0,25.0,18.0,5.0,2.0,0.0,9.0,27.0,23.0,25.0,8.0,11.0,5.0,11.0,27.0,32.0,59.0,36.0,18.0,22.0,10.0,19.0,14.0,17.0,11.0,13.0,12.0,20.0,13.0,31.0,13.0,25.0,36.0,26.0,11.0,29.0,28.0,28.0,33.0,24.0,28.0,7.0,28.0,35.0,31.0,6.0,26.0,28.0,21.0,31.0,28.0,11.0,23.0
8, 3,1990SJ00,236148.0,9698.0,667.0,291.0,353.0,1267.0,7118.0,74583.0,19659.0,9552.0,483.0,1610.0,1004.0,2335.0,5000.0,156.0,15627.0,19156.0,9860.0,7229.0,23603.0,8193.0,1497.0,1729.0,2404.0,2563.0,6933.0,1569.0,3114.0,2251.0,8477.0,2853.0,2990.0,2635.0,34006.0,43511.0,10307.0,4139.0,6168.0,33205.0,1540.0,10597.0,8519.0,2043.0,6469.0,4037.0,33658.0,3081.0,25524.0,1648.0,1842.0,1563.0,27.0,16.0,7.0,3.0,4.0,32.0,25.0,28.0,33.0,25.0,25.0,23.0,17.0,25.0,27.0,1.0,27.0,36.0,36.0,35.0,29.0,30.0,27.0,24.0,31.0,35.0,27.0,25.0,29.0,26.0,30.0,23.0,30.0,46.0,26.0,26.0,29.0,30.0,28.0,25.0,24.0,26.0,27.0,23.0,25.0,23.0,28.0,32.0,28.0,26.0,35.0,27.0
9, 3,1995SJ00,249697.0,11570.0,1035.0,240.0,280.0,1407.0,8608.0,81391.0,16940.0,11784.0,1122.0,1286.0,1488.0,3461.0,8737.0,153.0,17174.0,19247.0,9785.0,5202.0,25367.0,8857.0,1590.0,1755.0,2752.0,2759.0,6891.0,1568.0,2936.0,2386.0,9619.0,2798.0,3672.0,3150.0,34238.0,46117.0,10221.0,3256.0,6965.0,35896.0,1451.0,10762.0,12537.0,1694.0,5844.0,3608.0,36027.0,2954.0,27083.0,2058.0,1129.0,2802.0,27.0,22.0,12.0,5.0,5.0,32.0,29.0,27.0,29.0,27.0,30.0,24.0,25.0,29.0,28.0,1.0,27.0,34.0,30.0,30.0,28.0,27.0,26.0,21.0,29.0,31.0,27.0,24.0,30.0,26.0,30.0,21.0,31.0,47.0,27.0,25.0,25.0,19.0,29.0,25.0,30.0,25.0,26.0,26.0,21.0,19.0,28.0,29.0,28.0,24.0,27.0,30.0
10, 3,2001SJ00,271491.0,13452.0,1480.0,596.0,1064.0,1896.0,8337.0,85127.0,19278.0,13301.0,984.0,1944.0,862.0,3449.0,9238.0,482.0,15230.0,20252.0,11932.0,7239.0,33075.0,15191.0,4268.0,2745.0,3641.0,4536.0,8033.0,1714.0,3659.0,2660.0,9825.0,2958.0,2718.0,4058.0,30184.0,60193.0,14048.0,5302.0,8747.0,46144.0,3113.0,14995.0,15344.0,2538.0,6343.0,3811.0,30288.0,1371.0,21172.0,2157.0,2203.0,3344.0,28.0,23.0,14.0,10.0,15.0,40.0,28.0,28.0,29.0,28.0,16.0,27.0,23.0,30.0,28.0,9.0,26.0,32.0,33.0,34.0,30.0,33.0,35.0,26.0,33.0,35.0,28.0,27.0,33.0,24.0,29.0,23.0,27.0,37.0,27.0,27.0,24.0,20.0,28.0,28.0,33.0,27.0,28.0,33.0,31.0,20.0,26.0,17.0,25.0,29.0,64.0,28.0
11, 3,2006SJ00,239455.0,11688.0,2032.0,826.0,723.0,1890.0,6149.0,72969.0,14147.0,13598.0,1945.0,2487.0,905.0,1839.0,7155.0,376.0,12414.0,17782.0,11800.0,3044.0,31874.0,13964.0,4490.0,2378.0,3390.0,3706.0,7874.0,1609.0,3509.0,2756.0,9982.0,2605.0,2472.0,4745.0,30327.0,50867.0,13433.0,4636.0,8797.0,37433.0,3413.0,16134.0,9268.0,1375.0,3108.0,4065.0,26886.0,3165.0,15975.0,2074.0,874.0,4464.0,26.0,28.0,30.0,30.0,23.0,39.0,26.0,29.0,29.0,39.0,29.0,34.0,27.0,24.0,25.0,10.0,26.0,29.0,31.0,28.0,27.0,29.0,30.0,24.0,25.0,37.0,25.0,19.0,28.0,25.0,27.0,17.0,27.0,40.0,23.0,24.0,24.0,19.0,28.0,23.0,41.0,25.0,22.0,20.0,18.0,20.0,28.0,37.0,27.0,23.0,46.0,30.0
12, 4,1990SJ00,214189.0,32548.0,7678.0,8326.0,8706.0,1967.0,5872.0,60824.0,11763.0,18746.0,491.0,3702.0,3096.0,2738.0,3217.0,0.0,6173.0,10899.0,5158.0,6939.0,28005.0,12795.0,3215.0,3998.0,3171.0,2410.0,7204.0,2502.0,2278.0,2425.0,8006.0,4829.0,1026.0,2151.0,27311.0,37080.0,6752.0,2526.0,4225.0,30328.0,3135.0,9369.0,6353.0,3661.0,4136.0,3674.0,16324.0,1239.0,9824.0,1667.0,2035.0,1559.0,25.0,55.0,85.0,95.0,96.0,50.0,21.0,23.0,20.0,50.0,26.0,54.0,52.0,29.0,18.0,0.0,11.0,20.0,19.0,34.0,35.0,46.0,58.0,56.0,42.0,33.0,28.0,40.0,21.0,28.0,29.0,39.0,10.0,37.0,21.0,22.0,19.0,19.0,19.0,23.0,49.0,23.0,20.0,15.0,45.0,21.0,14.0,13.0,11.0,27.0,38.0,27.0
13, 4,1995SJ00,218204.0,25003.0,7039.0,4493.0,5424.0,2164.0,5883.0,64385.0,13136.0,19156.0,1059.0,3361.0,2898.0,1849.0,4929.0,0.0,4759.0,13240.0,6155.0,5923.0,30274.0,14861.0,3518.0,4695.0,4182.0,2465.0,6706.0,2038.0,2143.0,2525.0,8708.0,4845.0,1335.0,2528.0,28329.0,40634.0,7581.0,3244.0,4337.0,33052.0,2332.0,10001.0,8847.0,3805.0,3628.0,4439.0,17501.0,1213.0,10907.0,1885.0,1809.0,1688.0,23.0,47.0,82.0,92.0,94.0,49.0,20.0,22.0,22.0,45.0,28.0,62.0,49.0,15.0,16.0,0.0,8.0,23.0,19.0,34.0,34.0,45.0,57.0,56.0,44.0,28.0,27.0,32.0,22.0,28.0,27.0,36.0,11.0,38.0,22.0,22.0,18.0,19.0,18.0,23.0,48.0,23.0,19.0,16.0,48.0,23.0,14.0,12.0,11.0,22.0,44.0,18.0
14, 4,2001SJ00,221371.0,26047.0,8051.0,5469.0,5536.0,1912.0,5029.0,66108.0,10677.0,21709.0,3000.0,3842.0,1508.0,1723.0,5486.0,0.0,4334.0,13714.0,5565.0,5863.0,34184.0,17706.0,4361.0,4976.0,3905.0,4465.0,7212.0,2155.0,2336.0,2720.0,9220.0,4298.0,1526.0,3375.0,23706.0,44383.0,10833.0,4688.0,6145.0,33551.0,3582.0,11436.0,8209.0,2928.0,2958.0,4437.0,15515.0,1082.0,9945.0,1764.0,749.0,1976.0,23.0,45.0,76.0,88.0,81.0,40.0,17.0,22.0,16.0,45.0,48.0,54.0,40.0,15.0,16.0,0.0,7.0,22.0,15.0,27.0,31.0,38.0,36.0,47.0,36.0,34.0,25.0,33.0,21.0,24.0,27.0,33.0,15.0,31.0,21.0,20.0,19.0,18.0,19.0,20.0,38.0,21.0,15.0,15.0,35.0,23.0,13.0,13.0,12.0,23.0,22.0,16.0
15, 4,2006SJ00,195448.0,14744.0,3932.0,1628.0,2423.0,1499.0,5171.0,48092.0,9000.0,12327.0,2268.0,3109.0,1412.0,1220.0,3212.0,0.0,5642.0,9533.0,5159.0,4061.0,35582.0,16533.0,5355.0,3553.0,4903.0,2722.0,9565.0,3459.0,2655.0,3451.0,9245.0,3728.0,1497.0,3761.0,25989.0,49552.0,13232.0,5967.0,7265.0,36320.0,2454.0,13873.0,8513.0,3118.0,2738.0,5327.0,12270.0,1355.0,5775.0,2226.0,279.0,2381.0,22.0,36.0,58.0,59.0,77.0,31.0,22.0,19.0,19.0,35.0,33.0,43.0,42.0,16.0,11.0,0.0,12.0,16.0,14.0,37.0,30.0,34.0,35.0,36.0,36.0,27.0,30.0,42.0,21.0,31.0,25.0,24.0,16.0,31.0,19.0,23.0,23.0,24.0,23.0,23.0,30.0,22.0,20.0,17.0,41.0,26.0,13.0,16.0,10.0,24.0,15.0,16.0
16, 5,1990SJ00,217127.0,8851.0,535.0,129.0,53.0,469.0,7665.0,64800.0,14061.0,6288.0,480.0,1515.0,1542.0,2587.0,5452.0,651.0,16470.0,15754.0,8201.0,3824.0,19097.0,4813.0,678.0,1367.0,1284.0,1485.0,6890.0,1274.0,3106.0,2511.0,7394.0,2952.0,3622.0,820.0,33751.0,42176.0,8529.0,3045.0,5484.0,33647.0,958.0,10216.0,7397.0,2318.0,7875.0,4883.0,36429.0,2943.0,29544.0,1222.0,1339.0,1381.0,25.0,15.0,6.0,1.0,1.0,12.0,27.0,25.0,24.0,17.0,25.0,22.0,26.0,27.0,30.0,5.0,28.0,30.0,30.0,19.0,24.0,17.0,12.0,19.0,17.0,20.0,27.0,21.0,29.0,29.0,26.0,24.0,37.0,14.0,26.0,25.0,24.0,22.0,25.0,25.0,15.0,25.0,23.0,28.0,28.0,28.0,31.0,31.0,32.0,20.0,25.0,24.0
17, 5,1995SJ00,244903.0,8505.0,397.0,100.0,52.0,735.0,7222.0,77266.0,16804.0,9466.0,1052.0,595.0,1379.0,3304.0,7584.0,999.0,19478.0,16605.0,11839.0,4346.0,21300.0,6920.0,861.0,1851.0,1984.0,2224.0,6735.0,1737.0,2320.0,2678.0,7644.0,3083.0,3758.0,803.0,34687.0,47871.0,10717.0,4657.0,6059.0,37155.0,753.0,11143.0,11427.0,2158.0,6272.0,5401.0,39088.0,2604.0,31141.0,2119.0,796.0,2428.0,26.0,16.0,5.0,2.0,1.0,16.0,24.0,26.0,28.0,22.0,28.0,11.0,23.0,27.0,24.0,6.0,31.0,29.0,36.0,25.0,24.0,21.0,14.0,22.0,21.0,25.0,27.0,27.0,24.0,30.0,24.0,23.0,32.0,12.0,27.0,26.0,26.0,27.0,25.0,26.0,16.0,26.0,24.0,28.0,27.0,28.0,30.0,26.0,32.0,25.0,19.0,26.0
18, 5,2001SJ00,262538.0,10206.0,935.0,118.0,188.0,835.0,8131.0,85532.0,17935.0,9267.0,1567.0,1160.0,1045.0,3898.0,9367.0,1550.0,20893.0,18815.0,11171.0,5014.0,25584.0,8951.0,1915.0,2260.0,2032.0,2745.0,7576.0,1700.0,2540.0,3336.0,8963.0,3129.0,3389.0,2445.0,31204.0,55877.0,14507.0,6048.0,8459.0,41370.0,1305.0,13886.0,13429.0,2316.0,4511.0,5924.0,37950.0,3613.0,28772.0,1395.0,263.0,3907.0,27.0,18.0,9.0,2.0,3.0,17.0,28.0,28.0,27.0,19.0,25.0,16.0,28.0,34.0,28.0,27.0,35.0,30.0,31.0,23.0,23.0,19.0,16.0,21.0,19.0,21.0,26.0,26.0,23.0,30.0,26.0,24.0,34.0,22.0,28.0,25.0,25.0,23.0,27.0,25.0,14.0,25.0,25.0,23.0,28.0,31.0,33.0,45.0,34.0,19.0,8.0,32.0
19, 5,2006SJ00,248906.0,7699.0,450.0,267.0,0.0,1059.0,5809.0,72028.0,13019.0,6072.0,1813.0,1278.0,675.0,2535.0,8960.0,1183.0,12896.0,22434.0,12537.0,2704.0,29135.0,11639.0,2707.0,2954.0,3647.0,2330.0,8171.0,2182.0,2598.0,3390.0,9083.0,3612.0,2874.0,2201.0,39266.0,55832.0,14368.0,6194.0,8174.0,41465.0,1826.0,15383.0,10432.0,2609.0,4970.0,5893.0,29706.0,2194.0,19179.0,2362.0,517.0,4800.0,27.0,19.0,7.0,10.0,0.0,22.0,25.0,29.0,27.0,17.0,27.0,18.0,20.0,33.0,32.0,31.0,27.0,37.0,33.0,25.0,24.0,24.0,18.0,30.0,27.0,23.0,26.0,26.0,21.0,31.0,24.0,23.0,31.0,18.0,29.0,26.0,25.0,25.0,26.0,26.0,22.0,24.0,24.0,31.0,35.0,28.0,31.0,26.0,32.0,26.0,27.0,32.0
20, 6,1990SJ00,194104.0,8999.0,1372.0,1288.0,1175.0,707.0,4458.0,45720.0,7849.0,5253.0,354.0,1656.0,1422.0,2227.0,1715.0,2306.0,9089.0,13849.0,9297.0,3266.0,17166.0,4096.0,758.0,1188.0,864.0,1287.0,5133.0,1410.0,1806.0,1918.0,7937.0,3435.0,2859.0,1643.0,40402.0,52945.0,9464.0,3529.0,5935.0,43481.0,1334.0,9397.0,10664.0,1882.0,15518.0,4687.0,16309.0,428.0,11938.0,2280.0,1145.0,518.0,22.0,15.0,15.0,15.0,13.0,18.0,16.0,17.0,13.0,14.0,18.0,24.0,24.0,23.0,9.0,17.0,16.0,26.0,34.0,16.0,21.0,15.0,14.0,17.0,11.0,18.0,20.0,23.0,17.0,22.0,28.0,28.0,29.0,28.0,31.0,32.0,27.0,26.0,27.0,33.0,21.0,23.0,34.0,56.0,23.0,27.0,14.0,4.0,13.0,36.0,22.0,9.0
21, 6,1995SJ00,206972.0,6967.0,1481.0,563.0,701.0,656.0,3564.0,48070.0,7983.0,5697.0,500.0,1106.0,1231.0,2755.0,2412.0,3529.0,8104.0,14754.0,10841.0,2810.0,19210.0,5149.0,886.0,1447.0,1420.0,1396.0,5347.0,1483.0,1718.0,2147.0,8714.0,3879.0,3038.0,1797.0,42970.0,57942.0,10871.0,4561.0,6310.0,47071.0,806.0,10373.0,16076.0,1695.0,12708.0,5413.0,18162.0,322.0,12505.0,3352.0,704.0,1279.0,22.0,13.0,17.0,12.0,12.0,15.0,12.0,16.0,13.0,13.0,13.0,21.0,21.0,23.0,8.0,21.0,13.0,26.0,33.0,16.0,21.0,16.0,14.0,17.0,15.0,16.0,21.0,23.0,18.0,24.0,27.0,29.0,26.0,27.0,33.0,31.0,26.0,26.0,26.0,32.0,17.0,24.0,34.0,57.0,21.0,29.0,14.0,3.0,13.0,39.0,17.0,14.0
22, 6,2001SJ00,229736.0,8271.0,1775.0,935.0,647.0,1086.0,3828.0,53111.0,10277.0,7709.0,1065.0,1922.0,991.0,2430.0,3026.0,1410.0,8190.0,16090.0,14131.0,3994.0,24967.0,8261.0,1902.0,2342.0,1855.0,2162.0,6964.0,1758.0,2247.0,2959.0,9742.0,4300.0,2498.0,2944.0,39069.0,69944.0,14904.0,6485.0,8420.0,55039.0,1722.0,13681.0,20048.0,1610.0,11173.0,6806.0,16250.0,378.0,11462.0,2362.0,541.0,1466.0,23.0,14.0,17.0,15.0,9.0,23.0,13.0,17.0,16.0,16.0,17.0,27.0,26.0,21.0,9.0,25.0,14.0,26.0,39.0,19.0,23.0,18.0,16.0,22.0,17.0,17.0,24.0,27.0,20.0,26.0,28.0,33.0,25.0,27.0,35.0,31.0,26.0,25.0,26.0,33.0,18.0,25.0,37.0,58.0,19.0,36.0,14.0,5.0,14.0,31.0,16.0,12.0
23, 6,2006SJ00,217189.0,7441.0,1486.0,525.0,579.0,1306.0,3503.0,46065.0,7441.0,5297.0,826.0,2268.0,701.0,1474.0,2731.0,529.0,6038.0,18059.0,13513.0,2486.0,27306.0,9039.0,2793.0,2098.0,2515.0,1633.0,6657.0,1663.0,2302.0,2692.0,11581.0,4735.0,2461.0,4148.0,41913.0,62182.0,13555.0,4768.0,8788.0,48627.0,1574.0,14389.0,16262.0,1752.0,8116.0,6356.0,16283.0,432.0,9560.0,3183.0,437.0,2434.0,24.0,18.0,22.0,19.0,18.0,27.0,15.0,18.0,15.0,15.0,12.0,31.0,21.0,19.0,10.0,14.0,13.0,30.0,36.0,23.0,23.0,19.0,18.0,21.0,18.0,16.0,21.0,20.0,18.0,24.0,31.0,31.0,27.0,35.0,31.0,29.0,24.0,19.0,28.0,30.0,19.0,23.0,38.0,51.0,23.0,31.0,17.0,5.0,16.0,35.0,23.0,16.0
24, 7,1990SJ00,185664.0,13466.0,2485.0,2427.0,1289.0,1801.0,5464.0,70090.0,28915.0,14390.0,388.0,1996.0,1068.0,1498.0,1590.0,3557.0,5103.0,11585.0,11350.0,9374.0,28110.0,9716.0,1486.0,2369.0,3340.0,2520.0,7264.0,1395.0,3389.0,2480.0,11130.0,5058.0,3195.0,2877.0,6479.0,36711.0,7686.0,2884.0,4801.0,29026.0,1709.0,12484.0,5211.0,3172.0,4533.0,1918.0,10083.0,372.0,7659.0,654.0,802.0,596.0,21.0,23.0,27.0,28.0,14.0,46.0,19.0,27.0,48.0,38.0,20.0,29.0,18.0,16.0,9.0,26.0,9.0,22.0,42.0,46.0,35.0,35.0,27.0,33.0,44.0,34.0,29.0,23.0,32.0,29.0,40.0,41.0,33.0,50.0,5.0,22.0,22.0,21.0,22.0,22.0,27.0,31.0,16.0,16.0,39.0,11.0,9.0,4.0,8.0,10.0,15.0,10.0
25, 7,1995SJ00,192063.0,12291.0,2997.0,1542.0,1002.0,2042.0,4709.0,72189.0,28528.0,16250.0,957.0,1894.0,1340.0,1829.0,1887.0,3935.0,5158.0,10411.0,11850.0,7605.0,29219.0,9223.0,1348.0,2243.0,3136.0,2497.0,6621.0,1653.0,2653.0,2315.0,13375.0,5855.0,4168.0,3351.0,9619.0,37223.0,8616.0,3419.0,5197.0,28607.0,1501.0,12229.0,6940.0,2732.0,2994.0,2210.0,12067.0,261.0,9368.0,902.0,399.0,1138.0,21.0,23.0,35.0,32.0,17.0,46.0,16.0,24.0,48.0,38.0,25.0,35.0,23.0,15.0,6.0,23.0,8.0,18.0,36.0,44.0,33.0,28.0,22.0,27.0,33.0,28.0,26.0,26.0,27.0,26.0,42.0,44.0,35.0,50.0,7.0,20.0,21.0,20.0,22.0,20.0,31.0,28.0,15.0,13.0,34.0,12.0,9.0,3.0,10.0,11.0,10.0,12.0
