ID,RegioS,BronEnTechniek,Perioden,OpgesteldElektrischVermogen_1,NietGenormaliseerdeProductie_2,GenormaliseerdeProductie_3
412,ES01  ,A050177 ,2024JJ00,1358.0,1045.0,1045.0
413,ES01  ,E006637 ,2018JJ00,447.0,975.0,927.0
414,ES01  ,E006637 ,2019JJ00,450.0,1054.0,986.0
415,ES01  ,E006637 ,2020JJ00,620.0,1154.0,1056.0
416,ES01  ,E006637 ,2021JJ00,731.0,1563.0,1624.0
417,ES01  ,E006637 ,2022JJ00,839.0,2043.0,1970.0
418,ES01  ,E006637 ,2023JJ00,868.0,2315.0,2039.0
419,ES01  ,E006637 ,2024JJ00,916.0,2303.0,2198.0
420,ES02  ,E006590 ,2018JJ00,325.0,247.0,247.0
421,ES02  ,E006590 ,2019JJ00,441.0,345.0,345.0
422,ES02  ,E006590 ,2020JJ00,702.0,513.0,513.0
423,ES02  ,E006590 ,2021JJ00,865.0,690.0,690.0
424,ES02  ,E006590 ,2022JJ00,1040.0,917.0,917.0
425,ES02  ,E006590 ,2023JJ00,1292.0,1061.0,1061.0
426,ES02  ,E006590 ,2024JJ00,1410.0,1155.0,1155.0
427,ES02  ,A050176 ,2018JJ00,140.0,117.0,117.0
428,ES02  ,A050176 ,2019JJ00,193.0,153.0,153.0
429,ES02  ,A050176 ,2020JJ00,257.0,217.0,217.0
430,ES02  ,A050176 ,2021JJ00,323.0,257.0,257.0
431,ES02  ,A050176 ,2022JJ00,427.0,360.0,360.0
432,ES02  ,A050176 ,2023JJ00,537.0,434.0,434.0
433,ES02  ,A050176 ,2024JJ00,595.0,496.0,496.0
434,ES02  ,A050177 ,2018JJ00,185.0,130.0,130.0
435,ES02  ,A050177 ,2019JJ00,248.0,192.0,192.0
436,ES02  ,A050177 ,2020JJ00,444.0,296.0,296.0
437,ES02  ,A050177 ,2021JJ00,542.0,433.0,433.0
438,ES02  ,A050177 ,2022JJ00,613.0,557.0,557.0
439,ES02  ,A050177 ,2023JJ00,755.0,627.0,627.0
440,ES02  ,A050177 ,2024JJ00,814.0,658.0,658.0
441,ES02  ,E006637 ,2018JJ00,196.0,408.0,388.0
442,ES02  ,E006637 ,2019JJ00,197.0,444.0,415.0
443,ES02  ,E006637 ,2020JJ00,198.0,495.0,453.0
444,ES02  ,E006637 ,2021JJ00,576.0,946.0,983.0
445,ES02  ,E006637 ,2022JJ00,619.0,1679.0,1619.0
446,ES02  ,E006637 ,2023JJ00,616.0,1915.0,1687.0
447,ES02  ,E006637 ,2024JJ00,617.0,1891.0,1804.0
448,ES03  ,E006590 ,2018JJ00,249.0,192.0,192.0
449,ES03  ,E006590 ,2019JJ00,372.0,281.0,281.0
450,ES03  ,E006590 ,2020JJ00,603.0,450.0,450.0
451,ES03  ,E006590 ,2021JJ00,897.0,692.0,692.0
452,ES03  ,E006590 ,2022JJ00,1374.0,1072.0,1072.0
453,ES03  ,E006590 ,2023JJ00,1632.0,1342.0,1342.0
454,ES03  ,E006590 ,2024JJ00,1782.0,1356.0,1356.0
455,ES03  ,A050176 ,2018JJ00,139.0,121.0,121.0
456,ES03  ,A050176 ,2019JJ00,184.0,150.0,150.0
457,ES03  ,A050176 ,2020JJ00,232.0,193.0,193.0
458,ES03  ,A050176 ,2021JJ00,284.0,224.0,224.0
459,ES03  ,A050176 ,2022JJ00,364.0,293.0,293.0
460,ES03  ,A050176 ,2023JJ00,481.0,379.0,379.0
461,ES03  ,A050176 ,2024JJ00,529.0,436.0,436.0
462,ES03  ,A050177 ,2018JJ00,111.0,70.0,70.0
463,ES03  ,A050177 ,2019JJ00,189.0,132.0,132.0
464,ES03  ,A050177 ,2020JJ00,371.0,257.0,257.0
465,ES03  ,A050177 ,2021JJ00,614.0,468.0,468.0
466,ES03  ,A050177 ,2022JJ00,1010.0,780.0,780.0
467,ES03  ,A050177 ,2023JJ00,1152.0,963.0,963.0
468,ES03  ,A050177 ,2024JJ00,1253.0,919.0,919.0
469,ES03  ,E006637 ,2018JJ00,22.0,,
470,ES03  ,E006637 ,2019JJ00,22.0,,
471,ES03  ,E006637 ,2020JJ00,50.0,,
472,ES03  ,E006637 ,2021JJ00,221.0,207.0,216.0
473,ES03  ,E006637 ,2022JJ00,246.0,643.0,620.0
474,ES03  ,E006637 ,2023JJ00,271.0,786.0,692.0
475,ES03  ,E006637 ,2024JJ00,271.0,767.0,732.0
476,ES04  ,E006590 ,2018JJ00,185.0,146.0,146.0
477,ES04  ,E006590 ,2019JJ00,311.0,206.0,206.0
478,ES04  ,E006590 ,2020JJ00,477.0,362.0,362.0
479,ES04  ,E006590 ,2021JJ00,682.0,472.0,472.0
480,ES04  ,E006590 ,2022JJ00,852.0,731.0,731.0
481,ES04  ,E006590 ,2023JJ00,1062.0,837.0,837.0
482,ES04  ,E006590 ,2024JJ00,1230.0,950.0,950.0
483,ES04  ,A050176 ,2018JJ00,100.0,90.0,90.0
484,ES04  ,A050176 ,2019JJ00,135.0,111.0,111.0
485,ES04  ,A050176 ,2020JJ00,185.0,148.0,148.0
486,ES04  ,A050176 ,2021JJ00,246.0,189.0,189.0
487,ES04  ,A050176 ,2022JJ00,352.0,285.0,285.0
488,ES04  ,A050176 ,2023JJ00,488.0,382.0,382.0
489,ES04  ,A050176 ,2024JJ00,545.0,445.0,445.0
490,ES04  ,A050177 ,2018JJ00,84.0,57.0,57.0
491,ES04  ,A050177 ,2019JJ00,177.0,95.0,95.0
492,ES04  ,A050177 ,2020JJ00,292.0,214.0,214.0
493,ES04  ,A050177 ,2021JJ00,436.0,284.0,284.0
494,ES04  ,A050177 ,2022JJ00,500.0,446.0,446.0
495,ES04  ,A050177 ,2023JJ00,574.0,455.0,455.0
496,ES04  ,A050177 ,2024JJ00,685.0,506.0,506.0
497,ES04  ,E006637 ,2018JJ00,,,
498,ES04  ,E006637 ,2019JJ00,,,
499,ES04  ,E006637 ,2020JJ00,,,
500,ES04  ,E006637 ,2021JJ00,,,
501,ES04  ,E006637 ,2022JJ00,,,
502,ES04  ,E006637 ,2023JJ00,,,
503,ES04  ,E006637 ,2024JJ00,,,
504,ES05  ,E006590 ,2018JJ00,214.0,185.0,185.0
505,ES05  ,E006590 ,2019JJ00,294.0,230.0,230.0
506,ES05  ,E006590 ,2020JJ00,469.0,350.0,350.0
507,ES05  ,E006590 ,2021JJ00,587.0,459.0,459.0
508,ES05  ,E006590 ,2022JJ00,759.0,654.0,654.0
509,ES05  ,E006590 ,2023JJ00,949.0,750.0,750.0
510,ES05  ,E006590 ,2024JJ00,1068.0,826.0,826.0
511,ES05  ,A050176 ,2018JJ00,109.0,97.0,97.0
512,ES05  ,A050176 ,2019JJ00,143.0,118.0,118.0
513,ES05  ,A050176 ,2020JJ00,186.0,155.0,155.0
514,ES05  ,A050176 ,2021JJ00,236.0,185.0,185.0
515,ES05  ,A050176 ,2022JJ00,307.0,256.0,256.0
516,ES05  ,A050176 ,2023JJ00,413.0,326.0,326.0
517,ES05  ,A050176 ,2024JJ00,467.0,383.0,383.0
518,ES05  ,A050177 ,2018JJ00,105.0,88.0,88.0
519,ES05  ,A050177 ,2019JJ00,152.0,112.0,112.0
520,ES05  ,A050177 ,2020JJ00,283.0,194.0,194.0
521,ES05  ,A050177 ,2021JJ00,351.0,273.0,273.0
522,ES05  ,A050177 ,2022JJ00,451.0,397.0,397.0
523,ES05  ,A050177 ,2023JJ00,536.0,424.0,424.0
524,ES05  ,A050177 ,2024JJ00,601.0,443.0,443.0
525,ES05  ,E006637 ,2018JJ00,43.0,71.0,67.0
526,ES05  ,E006637 ,2019JJ00,61.0,92.0,86.0
527,ES05  ,E006637 ,2020JJ00,66.0,153.0,140.0
528,ES05  ,E006637 ,2021JJ00,74.0,135.0,141.0
529,ES05  ,E006637 ,2022JJ00,74.0,155.0,149.0
530,ES05  ,E006637 ,2023JJ00,87.0,188.0,165.0
531,ES05  ,E006637 ,2024JJ00,87.0,190.0,181.0
532,ES06  ,E006590 ,2018JJ00,189.0,158.0,158.0
533,ES06  ,E006590 ,2019JJ00,329.0,233.0,233.0
534,ES06  ,E006590 ,2020JJ00,484.0,376.0,376.0
535,ES06  ,E006590 ,2021JJ00,586.0,436.0,436.0
536,ES06  ,E006590 ,2022JJ00,893.0,654.0,654.0
537,ES06  ,E006590 ,2023JJ00,1166.0,919.0,919.0
538,ES06  ,E006590 ,2024JJ00,1297.0,1001.0,1001.0
539,ES06  ,A050176 ,2018JJ00,71.0,62.0,62.0
540,ES06  ,A050176 ,2019JJ00,97.0,78.0,78.0
541,ES06  ,A050176 ,2020JJ00,127.0,110.0,110.0
542,ES06  ,A050176 ,2021JJ00,162.0,130.0,130.0
543,ES06  ,A050176 ,2022JJ00,221.0,190.0,190.0
544,ES06  ,A050176 ,2023JJ00,282.0,226.0,226.0
545,ES06  ,A050176 ,2024JJ00,318.0,267.0,267.0
546,ES06  ,A050177 ,2018JJ00,118.0,96.0,96.0
547,ES06  ,A050177 ,2019JJ00,232.0,155.0,155.0
548,ES06  ,A050177 ,2020JJ00,356.0,266.0,266.0
549,ES06  ,A050177 ,2021JJ00,424.0,306.0,306.0
550,ES06  ,A050177 ,2022JJ00,672.0,464.0,464.0
551,ES06  ,A050177 ,2023JJ00,884.0,693.0,693.0
552,ES06  ,A050177 ,2024JJ00,980.0,735.0,735.0
553,ES06  ,E006637 ,2018JJ00,1198.0,2483.0,2361.0
554,ES06  ,E006637 ,2019JJ00,1175.0,2589.0,2424.0
555,ES06  ,E006637 ,2020JJ00,1169.0,2780.0,2544.0
556,ES06  ,E006637 ,2021JJ00,1285.0,2285.0,2375.0
557,ES06  ,E006637 ,2022JJ00,1584.0,3043.0,2933.0
558,ES06  ,E006637 ,2023JJ00,1933.0,4572.0,4027.0
559,ES06  ,E006637 ,2024JJ00,2161.0,5471.0,5221.0
560,ES07  ,E006590 ,2018JJ00,112.0,98.0,98.0
561,ES07  ,E006590 ,2019JJ00,166.0,125.0,125.0
562,ES07  ,E006590 ,2020JJ00,243.0,191.0,191.0
563,ES07  ,E006590 ,2021JJ00,329.0,245.0,245.0
564,ES07  ,E006590 ,2022JJ00,421.0,360.0,360.0
565,ES07  ,E006590 ,2023JJ00,574.0,426.0,426.0
566,ES07  ,E006590 ,2024JJ00,755.0,569.0,569.0
567,ES07  ,A050176 ,2018JJ00,75.0,67.0,67.0
568,ES07  ,A050176 ,2019JJ00,99.0,82.0,82.0
569,ES07  ,A050176 ,2020JJ00,127.0,107.0,107.0
570,ES07  ,A050176 ,2021JJ00,159.0,128.0,128.0
571,ES07  ,A050176 ,2022JJ00,208.0,176.0,176.0
572,ES07  ,A050176 ,2023JJ00,273.0,218.0,218.0
573,ES07  ,A050176 ,2024JJ00,303.0,251.0,251.0
574,ES07  ,A050177 ,2018JJ00,37.0,31.0,31.0
575,ES07  ,A050177 ,2019JJ00,67.0,44.0,44.0
576,ES07  ,A050177 ,2020JJ00,116.0,84.0,84.0
577,ES07  ,A050177 ,2021JJ00,170.0,117.0,117.0
578,ES07  ,A050177 ,2022JJ00,213.0,184.0,184.0
579,ES07  ,A050177 ,2023JJ00,301.0,208.0,208.0
580,ES07  ,A050177 ,2024JJ00,452.0,318.0,318.0
581,ES07  ,E006637 ,2018JJ00,30.0,56.0,53.0
582,ES07  ,E006637 ,2019JJ00,30.0,57.0,53.0
583,ES07  ,E006637 ,2020JJ00,30.0,63.0,57.0
584,ES07  ,E006637 ,2021JJ00,30.0,48.0,50.0
585,ES07  ,E006637 ,2022JJ00,63.0,90.0,87.0
586,ES07  ,E006637 ,2023JJ00,63.0,147.0,130.0
587,ES07  ,E006637 ,2024JJ00,63.0,129.0,123.0
588,ES08  ,E006590 ,2018JJ00,148.0,119.0,119.0
589,ES08  ,E006590 ,2019JJ00,239.0,166.0,166.0
590,ES08  ,E006590 ,2020JJ00,358.0,277.0,277.0
591,ES08  ,E006590 ,2021JJ00,493.0,371.0,371.0
592,ES08  ,E006590 ,2022JJ00,665.0,565.0,565.0
593,ES08  ,E006590 ,2023JJ00,955.0,677.0,677.0
594,ES08  ,E006590 ,2024JJ00,1078.0,859.0,859.0
595,ES08  ,A050176 ,2018JJ00,100.0,84.0,84.0
596,ES08  ,A050176 ,2019JJ00,148.0,114.0,114.0
597,ES08  ,A050176 ,2020JJ00,205.0,167.0,167.0
598,ES08  ,A050176 ,2021JJ00,264.0,209.0,209.0
599,ES08  ,A050176 ,2022JJ00,353.0,298.0,298.0
600,ES08  ,A050176 ,2023JJ00,454.0,358.0,358.0
601,ES08  ,A050176 ,2024JJ00,507.0,412.0,412.0
602,ES08  ,A050177 ,2018JJ00,47.0,35.0,35.0
603,ES08  ,A050177 ,2019JJ00,91.0,52.0,52.0
604,ES08  ,A050177 ,2020JJ00,153.0,110.0,110.0
605,ES08  ,A050177 ,2021JJ00,230.0,162.0,162.0
606,ES08  ,A050177 ,2022JJ00,312.0,267.0,267.0
607,ES08  ,A050177 ,2023JJ00,501.0,319.0,319.0
608,ES08  ,A050177 ,2024JJ00,571.0,447.0,447.0
609,ES08  ,E006637 ,2018JJ00,18.0,34.0,32.0
610,ES08  ,E006637 ,2019JJ00,18.0,41.0,39.0
611,ES08  ,E006637 ,2020JJ00,18.0,46.0,42.0
612,ES08  ,E006637 ,2021JJ00,31.0,61.0,63.0
613,ES08  ,E006637 ,2022JJ00,51.0,101.0,98.0
614,ES08  ,E006637 ,2023JJ00,64.0,143.0,126.0
615,ES08  ,E006637 ,2024JJ00,64.0,163.0,156.0
616,ES09  ,E006590 ,2018JJ00,99.0,77.0,77.0
617,ES09  ,E006590 ,2019JJ00,164.0,113.0,113.0
618,ES09  ,E006590 ,2020JJ00,237.0,179.0,179.0
619,ES09  ,E006590 ,2021JJ00,308.0,228.0,228.0
620,ES09  ,E006590 ,2022JJ00,407.0,340.0,340.0
621,ES09  ,E006590 ,2023JJ00,495.0,386.0,386.0
622,ES09  ,E006590 ,2024JJ00,570.0,443.0,443.0
623,ES09  ,A050176 ,2018JJ00,54.0,45.0,45.0
624,ES09  ,A050176 ,2019JJ00,77.0,60.0,60.0
625,ES09  ,A050176 ,2020JJ00,104.0,85.0,85.0
626,ES09  ,A050176 ,2021JJ00,133.0,103.0,103.0
627,ES09  ,A050176 ,2022JJ00,184.0,153.0,153.0
628,ES09  ,A050176 ,2023JJ00,237.0,187.0,187.0
629,ES09  ,A050176 ,2024JJ00,264.0,215.0,215.0
630,ES09  ,A050177 ,2018JJ00,45.0,33.0,33.0
631,ES09  ,A050177 ,2019JJ00,87.0,53.0,53.0
632,ES09  ,A050177 ,2020JJ00,133.0,94.0,94.0
633,ES09  ,A050177 ,2021JJ00,176.0,124.0,124.0
634,ES09  ,A050177 ,2022JJ00,223.0,187.0,187.0
635,ES09  ,A050177 ,2023JJ00,258.0,199.0,199.0
636,ES09  ,A050177 ,2024JJ00,306.0,228.0,228.0
637,ES09  ,E006637 ,2018JJ00,6.0,11.0,11.0
638,ES09  ,E006637 ,2019JJ00,6.0,12.0,11.0
639,ES09  ,E006637 ,2020JJ00,6.0,,
640,ES09  ,E006637 ,2021JJ00,6.0,,
641,ES09  ,E006637 ,2022JJ00,6.0,,
642,ES09  ,E006637 ,2023JJ00,6.0,,
643,ES09  ,E006637 ,2024JJ00,6.0,,
644,ES10  ,E006590 ,2018JJ00,47.0,39.0,39.0
645,ES10  ,E006590 ,2019JJ00,77.0,55.0,55.0
646,ES10  ,E006590 ,2020JJ00,113.0,88.0,88.0
647,ES10  ,E006590 ,2021JJ00,142.0,108.0,108.0
648,ES10  ,E006590 ,2022JJ00,192.0,168.0,168.0
649,ES10  ,E006590 ,2023JJ00,235.0,190.0,190.0
650,ES10  ,E006590 ,2024JJ00,272.0,220.0,220.0
651,ES10  ,A050176 ,2018JJ00,30.0,25.0,25.0
652,ES10  ,A050176 ,2019JJ00,44.0,34.0,34.0
653,ES10  ,A050176 ,2020JJ00,59.0,50.0,50.0
654,ES10  ,A050176 ,2021JJ00,74.0,60.0,60.0
655,ES10  ,A050176 ,2022JJ00,100.0,86.0,86.0
656,ES10  ,A050176 ,2023JJ00,130.0,104.0,104.0
657,ES10  ,A050176 ,2024JJ00,146.0,123.0,123.0
658,ES10  ,A050177 ,2018JJ00,17.0,15.0,15.0
659,ES10  ,A050177 ,2019JJ00,33.0,21.0,21.0
660,ES10  ,A050177 ,2020JJ00,54.0,38.0,38.0
661,ES10  ,A050177 ,2021JJ00,68.0,48.0,48.0
662,ES10  ,A050177 ,2022JJ00,91.0,82.0,82.0
663,ES10  ,A050177 ,2023JJ00,105.0,86.0,86.0
664,ES10  ,A050177 ,2024JJ00,126.0,97.0,97.0
665,ES10  ,E006637 ,2018JJ00,,,
666,ES10  ,E006637 ,2019JJ00,,,
667,ES10  ,E006637 ,2020JJ00,,,
668,ES10  ,E006637 ,2021JJ00,14.0,16.0,16.0
669,ES10  ,E006637 ,2022JJ00,14.0,36.0,35.0
670,ES10  ,E006637 ,2023JJ00,14.0,41.0,36.0
671,ES10  ,E006637 ,2024JJ00,14.0,36.0,35.0
672,ES11  ,E006590 ,2018JJ00,95.0,83.0,83.0
673,ES11  ,E006590 ,2019JJ00,151.0,109.0,109.0
674,ES11  ,E006590 ,2020JJ00,210.0,176.0,176.0
675,ES11  ,E006590 ,2021JJ00,280.0,215.0,215.0
676,ES11  ,E006590 ,2022JJ00,387.0,333.0,333.0
677,ES11  ,E006590 ,2023JJ00,477.0,383.0,383.0
678,ES11  ,E006590 ,2024JJ00,535.0,423.0,423.0
679,ES11  ,A050176 ,2018JJ00,47.0,42.0,42.0
680,ES11  ,A050176 ,2019JJ00,65.0,51.0,51.0
681,ES11  ,A050176 ,2020JJ00,88.0,76.0,76.0
682,ES11  ,A050176 ,2021JJ00,113.0,91.0,91.0
683,ES11  ,A050176 ,2022JJ00,159.0,135.0,135.0
684,ES11  ,A050176 ,2023JJ00,207.0,168.0,168.0
685,ES11  ,A050176 ,2024JJ00,231.0,194.0,194.0
686,ES11  ,A050177 ,2018JJ00,47.0,41.0,41.0
687,ES11  ,A050177 ,2019JJ00,86.0,58.0,58.0
688,ES11  ,A050177 ,2020JJ00,122.0,100.0,100.0
689,ES11  ,A050177 ,2021JJ00,167.0,125.0,125.0
690,ES11  ,A050177 ,2022JJ00,228.0,197.0,197.0
691,ES11  ,A050177 ,2023JJ00,270.0,215.0,215.0
692,ES11  ,A050177 ,2024JJ00,303.0,229.0,229.0
693,ES11  ,E006637 ,2018JJ00,22.0,41.0,39.0
694,ES11  ,E006637 ,2019JJ00,22.0,43.0,40.0
695,ES11  ,E006637 ,2020JJ00,83.0,202.0,185.0
696,ES11  ,E006637 ,2021JJ00,83.0,219.0,227.0
697,ES11  ,E006637 ,2022JJ00,94.0,210.0,203.0
698,ES11  ,E006637 ,2023JJ00,94.0,272.0,240.0
699,ES11  ,E006637 ,2024JJ00,94.0,248.0,237.0
700,ES12  ,E006590 ,2018JJ00,82.0,69.0,69.0
701,ES12  ,E006590 ,2019JJ00,123.0,93.0,93.0
702,ES12  ,E006590 ,2020JJ00,246.0,162.0,162.0
703,ES12  ,E006590 ,2021JJ00,392.0,290.0,290.0
704,ES12  ,E006590 ,2022JJ00,501.0,462.0,462.0
705,ES12  ,E006590 ,2023JJ00,609.0,500.0,500.0
706,ES12  ,E006590 ,2024JJ00,667.0,560.0,560.0
707,ES12  ,A050176 ,2018JJ00,55.0,47.0,47.0
708,ES12  ,A050176 ,2019JJ00,79.0,61.0,61.0
709,ES12  ,A050176 ,2020JJ00,108.0,87.0,87.0
710,ES12  ,A050176 ,2021JJ00,139.0,109.0,109.0
711,ES12  ,A050176 ,2022JJ00,187.0,157.0,157.0
712,ES12  ,A050176 ,2023JJ00,247.0,192.0,192.0
713,ES12  ,A050176 ,2024JJ00,278.0,226.0,226.0
714,ES12  ,A050177 ,2018JJ00,27.0,22.0,22.0
715,ES12  ,A050177 ,2019JJ00,44.0,33.0,33.0
716,ES12  ,A050177 ,2020JJ00,138.0,76.0,76.0
717,ES12  ,A050177 ,2021JJ00,253.0,181.0,181.0
718,ES12  ,A050177 ,2022JJ00,314.0,304.0,304.0
719,ES12  ,A050177 ,2023JJ00,362.0,308.0,308.0
720,ES12  ,A050177 ,2024JJ00,389.0,334.0,334.0
721,ES12  ,E006637 ,2018JJ00,6.0,11.0,11.0
722,ES12  ,E006637 ,2019JJ00,6.0,9.0,9.0
723,ES12  ,E006637 ,2020JJ00,6.0,,
724,ES12  ,E006637 ,2021JJ00,6.0,,
725,ES12  ,E006637 ,2022JJ00,6.0,,
726,ES12  ,E006637 ,2023JJ00,6.0,,
727,ES12  ,E006637 ,2024JJ00,6.0,,
728,ES13  ,E006590 ,2018JJ00,71.0,54.0,54.0
729,ES13  ,E006590 ,2019JJ00,102.0,78.0,78.0
730,ES13  ,E006590 ,2020JJ00,143.0,115.0,115.0
731,ES13  ,E006590 ,2021JJ00,187.0,137.0,137.0
732,ES13  ,E006590 ,2022JJ00,256.0,224.0,224.0
733,ES13  ,E006590 ,2023JJ00,302.0,247.0,247.0
734,ES13  ,E006590 ,2024JJ00,333.0,270.0,270.0
735,ES13  ,A050176 ,2018JJ00,43.0,36.0,36.0
736,ES13  ,A050176 ,2019JJ00,62.0,50.0,50.0
737,ES13  ,A050176 ,2020JJ00,82.0,68.0,68.0
738,ES13  ,A050176 ,2021JJ00,108.0,84.0,84.0
739,ES13  ,A050176 ,2022JJ00,150.0,126.0,126.0
740,ES13  ,A050176 ,2023JJ00,188.0,150.0,150.0
741,ES13  ,A050176 ,2024JJ00,213.0,177.0,177.0
742,ES13  ,A050177 ,2018JJ00,28.0,18.0,18.0
743,ES13  ,A050177 ,2019JJ00,40.0,28.0,28.0
744,ES13  ,A050177 ,2020JJ00,61.0,47.0,47.0
745,ES13  ,A050177 ,2021JJ00,80.0,54.0,54.0
746,ES13  ,A050177 ,2022JJ00,105.0,97.0,97.0
747,ES13  ,A050177 ,2023JJ00,114.0,97.0,97.0
748,ES13  ,A050177 ,2024JJ00,120.0,94.0,94.0
749,ES13  ,E006637 ,2018JJ00,,,
750,ES13  ,E006637 ,2019JJ00,,,
751,ES13  ,E006637 ,2020JJ00,,,
752,ES13  ,E006637 ,2021JJ00,,,
753,ES13  ,E006637 ,2022JJ00,,,
754,ES13  ,E006637 ,2023JJ00,,,
755,ES13  ,E006637 ,2024JJ00,,,
756,ES14  ,E006590 ,2018JJ00,176.0,143.0,143.0
757,ES14  ,E006590 ,2019JJ00,272.0,207.0,207.0
758,ES14  ,E006590 ,2020JJ00,406.0,318.0,318.0
759,ES14  ,E006590 ,2021JJ00,535.0,414.0,414.0
760,ES14  ,E006590 ,2022JJ00,711.0,616.0,616.0
761,ES14  ,E006590 ,2023JJ00,910.0,690.0,690.0
762,ES14  ,E006590 ,2024JJ00,1069.0,859.0,859.0
763,ES14  ,A050176 ,2018JJ00,105.0,91.0,91.0
764,ES14  ,A050176 ,2019JJ00,151.0,121.0,121.0
765,ES14  ,A050176 ,2020JJ00,205.0,171.0,171.0
766,ES14  ,A050176 ,2021JJ00,282.0,219.0,219.0
767,ES14  ,A050176 ,2022JJ00,405.0,343.0,343.0
768,ES14  ,A050176 ,2023JJ00,510.0,408.0,408.0
769,ES14  ,A050176 ,2024JJ00,580.0,482.0,482.0
770,ES14  ,A050177 ,2018JJ00,71.0,53.0,53.0
771,ES14  ,A050177 ,2019JJ00,122.0,86.0,86.0
772,ES14  ,A050177 ,2020JJ00,200.0,147.0,147.0
773,ES14  ,A050177 ,2021JJ00,253.0,195.0,195.0
774,ES14  ,A050177 ,2022JJ00,307.0,272.0,272.0
775,ES14  ,A050177 ,2023JJ00,400.0,281.0,281.0
776,ES14  ,A050177 ,2024JJ00,489.0,377.0,377.0
777,ES14  ,E006637 ,2018JJ00,34.0,78.0,74.0
778,ES14  ,E006637 ,2019JJ00,34.0,83.0,78.0
779,ES14  ,E006637 ,2020JJ00,34.0,96.0,88.0
780,ES14  ,E006637 ,2021JJ00,34.0,73.0,76.0
781,ES14  ,E006637 ,2022JJ00,34.0,78.0,76.0
782,ES14  ,E006637 ,2023JJ00,34.0,94.0,82.0
783,ES14  ,E006637 ,2024JJ00,34.0,84.0,80.0
784,ES15  ,E006590 ,2018JJ00,239.0,178.0,178.0
785,ES15  ,E006590 ,2019JJ00,360.0,276.0,276.0
786,ES15  ,E006590 ,2020JJ00,511.0,420.0,420.0
787,ES15  ,E006590 ,2021JJ00,682.0,523.0,523.0
788,ES15  ,E006590 ,2022JJ00,886.0,763.0,763.0
789,ES15  ,E006590 ,2023JJ00,1041.0,861.0,861.0
790,ES15  ,E006590 ,2024JJ00,1142.0,953.0,953.0
791,ES15  ,A050176 ,2018JJ00,123.0,105.0,105.0
792,ES15  ,A050176 ,2019JJ00,169.0,137.0,137.0
793,ES15  ,A050176 ,2020JJ00,225.0,194.0,194.0
794,ES15  ,A050176 ,2021JJ00,286.0,238.0,238.0
795,ES15  ,A050176 ,2022JJ00,380.0,332.0,332.0
796,ES15  ,A050176 ,2023JJ00,482.0,397.0,397.0
797,ES15  ,A050176 ,2024JJ00,544.0,468.0,468.0
798,ES15  ,A050177 ,2018JJ00,116.0,73.0,73.0
799,ES15  ,A050177 ,2019JJ00,192.0,139.0,139.0
800,ES15  ,A050177 ,2020JJ00,286.0,226.0,226.0
801,ES15  ,A050177 ,2021JJ00,396.0,285.0,285.0
802,ES15  ,A050177 ,2022JJ00,507.0,431.0,431.0
803,ES15  ,A050177 ,2023JJ00,559.0,463.0,463.0
804,ES15  ,A050177 ,2024JJ00,598.0,485.0,485.0
805,ES15  ,E006637 ,2018JJ00,207.0,385.0,366.0
806,ES15  ,E006637 ,2019JJ00,218.0,505.0,472.0
807,ES15  ,E006637 ,2020JJ00,536.0,1166.0,1067.0
808,ES15  ,E006637 ,2021JJ00,534.0,1414.0,1470.0
809,ES15  ,E006637 ,2022JJ00,559.0,1593.0,1536.0
810,ES15  ,E006637 ,2023JJ00,571.0,1752.0,1543.0
811,ES15  ,E006637 ,2024JJ00,571.0,1608.0,1535.0
812,ES16  ,E006590 ,2018JJ00,261.0,222.0,222.0
813,ES16  ,E006590 ,2019JJ00,426.0,323.0,323.0
814,ES16  ,E006590 ,2020JJ00,596.0,483.0,483.0
815,ES16  ,E006590 ,2021JJ00,759.0,591.0,591.0
816,ES16  ,E006590 ,2022JJ00,986.0,856.0,856.0
817,ES16  ,E006590 ,2023JJ00,1228.0,980.0,980.0
818,ES16  ,E006590 ,2024JJ00,1409.0,1150.0,1150.0
819,ES16  ,A050176 ,2018JJ00,148.0,126.0,126.0
820,ES16  ,A050176 ,2019JJ00,215.0,171.0,171.0
821,ES16  ,A050176 ,2020JJ00,296.0,252.0,252.0
822,ES16  ,A050176 ,2021JJ00,386.0,305.0,305.0
823,ES16  ,A050176 ,2022JJ00,537.0,460.0,460.0
824,ES16  ,A050176 ,2023JJ00,695.0,561.0,561.0
825,ES16  ,A050176 ,2024JJ00,790.0,666.0,666.0
826,ES16  ,A050177 ,2018JJ00,113.0,96.0,96.0
827,ES16  ,A050177 ,2019JJ00,210.0,152.0,152.0
828,ES16  ,A050177 ,2020JJ00,299.0,231.0,231.0
829,ES16  ,A050177 ,2021JJ00,373.0,286.0,286.0
830,ES16  ,A050177 ,2022JJ00,449.0,396.0,396.0
831,ES16  ,A050177 ,2023JJ00,533.0,420.0,420.0
832,ES16  ,A050177 ,2024JJ00,619.0,484.0,484.0
833,ES16  ,E006637 ,2018JJ00,103.0,192.0,182.0
834,ES16  ,E006637 ,2019JJ00,96.0,174.0,163.0
835,ES16  ,E006637 ,2020JJ00,106.0,219.0,200.0
836,ES16  ,E006637 ,2021JJ00,119.0,217.0,225.0
837,ES16  ,E006637 ,2022JJ00,140.0,262.0,253.0
