ID,Geslacht,Leeftijd,TypeZorg,Herkomstgroepering,Perioden,AantalInVerslagjaar_1,PercentageInVerslagjaar_2,TotaalUrenInVerslagjaar_3,GemiddeldPerPersoonInVerslagjaar_4,GemiddeldInBevolkingInVerslagjaar_5
6758,2,0, 8,5,2007JJ00,1115,1.14,130,116,1.32
6759,2,0, 8,5,2008JJ00,1220,1.21,133,109,1.31
6760,2,0, 8,5,2009JJ00,1370,1.31,167,122,1.6
6761,2,0, 8,5,2010JJ00,1580,1.47,200,127,1.86
6762,2,0, 8,6,2004JJ00,1835,1.67,123,67,1.11
6763,2,0, 8,6,2005JJ00,1810,1.6,162,90,1.43
6764,2,0, 8,6,2006JJ00,1950,1.67,192,98,1.65
6765,2,0, 8,6,2007JJ00,1965,1.65,202,103,1.7
6766,2,0, 8,6,2008JJ00,2065,1.68,193,93,1.57
6767,2,0, 8,6,2009JJ00,2145,1.7,215,100,1.7
6768,2,0, 8,6,2010JJ00,2565,1.98,266,104,2.06
6769,2,0, 8,7,2004JJ00,4685,3.73,445,95,3.54
6770,2,0, 8,7,2005JJ00,4775,3.72,574,120,4.47
6771,2,0, 8,7,2006JJ00,5085,3.9,628,124,4.81
6772,2,0, 8,7,2007JJ00,5100,3.85,622,122,4.7
6773,2,0, 8,7,2008JJ00,5255,3.88,634,121,4.68
6774,2,0, 8,7,2009JJ00,5405,3.91,671,124,4.85
6775,2,0, 8,7,2010JJ00,5725,4.08,743,130,5.29
6776,2,0, 8,8,2004JJ00,665,1.5,52,78,1.18
6777,2,0, 8,8,2005JJ00,735,1.67,69,94,1.56
6778,2,0, 8,8,2006JJ00,800,1.8,82,102,1.84
6779,2,0, 8,8,2007JJ00,790,1.77,82,103,1.83
6780,2,0, 8,8,2008JJ00,840,1.79,89,106,1.89
6781,2,0, 8,8,2009JJ00,935,1.96,100,107,2.09
6782,2,0, 8,8,2010JJ00,1055,2.15,119,113,2.43
6783,2,0, 8,9,2004JJ00,1670,0.99,130,78,0.77
6784,2,0, 8,9,2005JJ00,1815,1.04,179,99,1.03
6785,2,0, 8,9,2006JJ00,1895,1.06,196,104,1.1
6786,2,0, 8,9,2007JJ00,1960,1.07,208,106,1.14
6787,2,0, 8,9,2008JJ00,2220,1.15,233,105,1.2
6788,2,0, 8,9,2009JJ00,2460,1.21,267,109,1.31
6789,2,0, 8,9,2010JJ00,2780,1.3,312,112,1.46
6790,2,0, 9,0,2004JJ00,257965,3.96,28429,110,4.37
6791,2,0, 9,0,2005JJ00,204735,3.13,21970,107,3.36
6792,2,0, 9,0,2006JJ00,198265,3.03,22327,113,3.41
6793,2,0, 9,0,2007JJ00,203960,3.11,23561,116,3.59
6794,2,0, 9,0,2008JJ00,214480,3.24,25816,120,3.9
6795,2,0, 9,0,2009JJ00,219895,3.3,27089,123,4.07
6796,2,0, 9,0,2010JJ00,228615,3.41,28402,124,4.24
6797,2,0, 9,1,2004JJ00,228405,4.27,25626,112,4.79
6798,2,0, 9,1,2005JJ00,183200,3.42,19951,109,3.72
6799,2,0, 9,1,2006JJ00,177780,3.32,20211,114,3.77
6800,2,0, 9,1,2007JJ00,182650,3.41,21267,116,3.97
6801,2,0, 9,1,2008JJ00,191610,3.56,23220,121,4.31
6802,2,0, 9,1,2009JJ00,196190,3.64,24300,124,4.5
6803,2,0, 9,1,2010JJ00,203195,3.76,25314,125,4.68
6804,2,0, 9,2,2004JJ00,29565,2.56,2803,95,2.42
6805,2,0, 9,2,2005JJ00,21535,1.83,2019,94,1.72
6806,2,0, 9,2,2006JJ00,20485,1.72,2116,103,1.78
6807,2,0, 9,2,2007JJ00,21310,1.78,2295,108,1.91
6808,2,0, 9,2,2008JJ00,22870,1.85,2596,114,2.1
6809,2,0, 9,2,2009JJ00,23705,1.87,2789,118,2.2
6810,2,0, 9,2,2010JJ00,25415,1.96,3088,122,2.38
6811,2,0, 9,3,2004JJ00,21970,3.56,2277,104,3.69
6812,2,0, 9,3,2005JJ00,17130,2.76,1726,101,2.78
6813,2,0, 9,3,2006JJ00,16465,2.64,1766,107,2.83
6814,2,0, 9,3,2007JJ00,17015,2.73,1866,110,3.0
6815,2,0, 9,3,2008JJ00,18025,2.83,2076,115,3.26
6816,2,0, 9,3,2009JJ00,18690,2.89,2219,119,3.43
6817,2,0, 9,3,2010JJ00,19710,3.0,2379,121,3.62
6818,2,0, 9,4,2004JJ00,7595,1.41,526,69,0.98
6819,2,0, 9,4,2005JJ00,4405,0.8,293,67,0.53
6820,2,0, 9,4,2006JJ00,4020,0.71,350,87,0.62
6821,2,0, 9,4,2007JJ00,4290,0.74,428,100,0.74
6822,2,0, 9,4,2008JJ00,4845,0.81,521,108,0.87
6823,2,0, 9,4,2009JJ00,5015,0.81,570,114,0.92
6824,2,0, 9,4,2010JJ00,5710,0.89,710,124,1.11
6825,2,0, 9,5,2004JJ00,705,0.79,37,52,0.41
6826,2,0, 9,5,2005JJ00,455,0.49,27,59,0.29
6827,2,0, 9,5,2006JJ00,510,0.53,54,106,0.56
6828,2,0, 9,5,2007JJ00,625,0.64,86,138,0.88
6829,2,0, 9,5,2008JJ00,705,0.7,96,136,0.94
6830,2,0, 9,5,2009JJ00,710,0.68,106,149,1.01
6831,2,0, 9,5,2010JJ00,865,0.8,142,164,1.32
6832,2,0, 9,6,2004JJ00,1455,1.32,71,49,0.64
6833,2,0, 9,6,2005JJ00,725,0.64,33,45,0.29
6834,2,0, 9,6,2006JJ00,660,0.57,46,69,0.39
6835,2,0, 9,6,2007JJ00,770,0.65,60,78,0.5
6836,2,0, 9,6,2008JJ00,930,0.76,86,93,0.7
6837,2,0, 9,6,2009JJ00,950,0.75,95,99,0.75
6838,2,0, 9,6,2010JJ00,1140,0.88,118,103,0.91
6839,2,0, 9,7,2004JJ00,3445,2.74,272,79,2.16
6840,2,0, 9,7,2005JJ00,1935,1.5,152,79,1.18
6841,2,0, 9,7,2006JJ00,1695,1.3,162,95,1.24
6842,2,0, 9,7,2007JJ00,1710,1.29,177,104,1.34
6843,2,0, 9,7,2008JJ00,1855,1.37,216,117,1.6
6844,2,0, 9,7,2009JJ00,1845,1.34,227,123,1.64
6845,2,0, 9,7,2010JJ00,1985,1.41,268,135,1.91
6846,2,0, 9,8,2004JJ00,570,1.29,38,67,0.86
6847,2,0, 9,8,2005JJ00,390,0.88,28,71,0.63
6848,2,0, 9,8,2006JJ00,375,0.85,32,85,0.72
6849,2,0, 9,8,2007JJ00,385,0.86,36,95,0.82
6850,2,0, 9,8,2008JJ00,415,0.89,43,104,0.92
6851,2,0, 9,8,2009JJ00,440,0.92,47,106,0.98
6852,2,0, 9,8,2010JJ00,495,1.01,57,114,1.16
6853,2,0, 9,9,2004JJ00,1425,0.84,108,76,0.64
6854,2,0, 9,9,2005JJ00,900,0.52,54,60,0.31
6855,2,0, 9,9,2006JJ00,775,0.43,56,73,0.32
6856,2,0, 9,9,2007JJ00,805,0.44,68,85,0.37
6857,2,0, 9,9,2008JJ00,940,0.49,80,85,0.41
6858,2,0, 9,9,2009JJ00,1070,0.53,96,90,0.47
6859,2,0, 9,9,2010JJ00,1220,0.57,126,103,0.59
6860,2,0,10,0,2004JJ00,182470,2.8,7942,44,1.22
6861,2,0,10,0,2005JJ00,181685,2.78,7148,39,1.09
6862,2,0,10,0,2006JJ00,183960,2.81,7516,41,1.15
6863,2,0,10,0,2007JJ00,170455,2.6,6933,41,1.06
6864,2,0,10,0,2008JJ00,145835,2.2,5065,35,0.77
6865,2,0,10,0,2009JJ00,123955,1.86,4110,33,0.62
6866,2,0,10,0,2010JJ00,114950,1.71,3786,33,0.56
6867,2,0,10,1,2004JJ00,162955,3.04,7043,43,1.32
6868,2,0,10,1,2005JJ00,162085,3.03,6315,39,1.18
6869,2,0,10,1,2006JJ00,163640,3.05,6647,41,1.24
6870,2,0,10,1,2007JJ00,151040,2.82,6105,40,1.14
6871,2,0,10,1,2008JJ00,128700,2.39,4427,34,0.82
6872,2,0,10,1,2009JJ00,109490,2.03,3581,33,0.66
6873,2,0,10,1,2010JJ00,101265,1.87,3269,32,0.6
6874,2,0,10,2,2004JJ00,19515,1.69,899,46,0.78
6875,2,0,10,2,2005JJ00,19600,1.67,832,42,0.71
6876,2,0,10,2,2006JJ00,20320,1.71,870,43,0.73
6877,2,0,10,2,2007JJ00,19410,1.62,828,43,0.69
6878,2,0,10,2,2008JJ00,17135,1.39,637,37,0.52
6879,2,0,10,2,2009JJ00,14465,1.14,530,37,0.42
6880,2,0,10,2,2010JJ00,13685,1.06,517,38,0.4
6881,2,0,10,3,2004JJ00,15505,2.51,731,47,1.18
6882,2,0,10,3,2005JJ00,15375,2.47,649,42,1.04
6883,2,0,10,3,2006JJ00,15680,2.52,664,42,1.07
6884,2,0,10,3,2007JJ00,14530,2.33,603,41,0.97
6885,2,0,10,3,2008JJ00,12700,1.99,447,35,0.7
6886,2,0,10,3,2009JJ00,10735,1.66,365,34,0.56
6887,2,0,10,3,2010JJ00,10055,1.53,342,34,0.52
6888,2,0,10,4,2004JJ00,4010,0.75,168,42,0.31
6889,2,0,10,4,2005JJ00,4225,0.76,183,43,0.33
6890,2,0,10,4,2006JJ00,4640,0.82,206,44,0.36
6891,2,0,10,4,2007JJ00,4885,0.85,225,46,0.39
6892,2,0,10,4,2008JJ00,4435,0.74,191,43,0.32
6893,2,0,10,4,2009JJ00,3730,0.6,164,44,0.27
6894,2,0,10,4,2010JJ00,3625,0.57,175,48,0.27
6895,2,0,10,5,2004JJ00,445,0.5,17,39,0.2
6896,2,0,10,5,2005JJ00,475,0.51,19,40,0.2
6897,2,0,10,5,2006JJ00,645,0.68,33,51,0.34
6898,2,0,10,5,2007JJ00,760,0.78,44,57,0.45
6899,2,0,10,5,2008JJ00,670,0.66,37,55,0.37
6900,2,0,10,5,2009JJ00,590,0.57,35,59,0.34
6901,2,0,10,5,2010JJ00,570,0.53,38,66,0.35
6902,2,0,10,6,2004JJ00,715,0.65,23,32,0.21
6903,2,0,10,6,2005JJ00,800,0.71,24,30,0.21
6904,2,0,10,6,2006JJ00,890,0.77,28,32,0.24
6905,2,0,10,6,2007JJ00,955,0.8,36,38,0.3
6906,2,0,10,6,2008JJ00,865,0.71,33,38,0.27
6907,2,0,10,6,2009JJ00,730,0.58,29,39,0.23
6908,2,0,10,6,2010JJ00,750,0.58,31,41,0.24
6909,2,0,10,7,2004JJ00,1605,1.27,81,50,0.64
6910,2,0,10,7,2005JJ00,1665,1.3,89,53,0.69
6911,2,0,10,7,2006JJ00,1765,1.35,92,52,0.71
6912,2,0,10,7,2007JJ00,1790,1.35,88,49,0.66
6913,2,0,10,7,2008JJ00,1590,1.17,72,45,0.53
6914,2,0,10,7,2009JJ00,1275,0.92,60,47,0.43
6915,2,0,10,7,2010JJ00,1145,0.82,61,53,0.43
6916,2,0,10,8,2004JJ00,355,0.8,14,40,0.32
6917,2,0,10,8,2005JJ00,390,0.89,14,37,0.32
6918,2,0,10,8,2006JJ00,450,1.01,19,41,0.42
6919,2,0,10,8,2007JJ00,440,0.98,19,44,0.43
6920,2,0,10,8,2008JJ00,415,0.88,16,38,0.34
6921,2,0,10,8,2009JJ00,350,0.73,13,37,0.27
6922,2,0,10,8,2010JJ00,360,0.74,15,41,0.31
6923,2,0,10,9,2004JJ00,890,0.53,33,37,0.19
6924,2,0,10,9,2005JJ00,890,0.51,37,42,0.21
6925,2,0,10,9,2006JJ00,890,0.5,34,38,0.19
6926,2,0,10,9,2007JJ00,940,0.52,39,41,0.21
6927,2,0,10,9,2008JJ00,895,0.46,33,37,0.17
6928,2,0,10,9,2009JJ00,780,0.38,28,36,0.14
6929,2,0,10,9,2010JJ00,800,0.37,30,38,0.14
6930,2,1, 0,0,2004JJ00,90090,1.76,9728,108,1.9
6931,2,1, 0,0,2005JJ00,79085,1.54,8943,113,1.74
6932,2,1, 0,0,2006JJ00,77575,1.51,8921,115,1.74
6933,2,1, 0,0,2007JJ00,75215,1.47,8675,115,1.69
6934,2,1, 0,0,2008JJ00,75410,1.46,8785,116,1.7
6935,2,1, 0,0,2009JJ00,73825,1.43,9064,123,1.75
6936,2,1, 0,0,2010JJ00,75885,1.46,9578,126,1.84
6937,2,1, 0,1,2004JJ00,73955,1.79,8096,109,1.96
6938,2,1, 0,1,2005JJ00,64360,1.56,7413,115,1.8
6939,2,1, 0,1,2006JJ00,62820,1.53,7290,116,1.77
6940,2,1, 0,1,2007JJ00,60475,1.48,7032,116,1.72
6941,2,1, 0,1,2008JJ00,60115,1.47,7093,118,1.73
6942,2,1, 0,1,2009JJ00,58325,1.43,7275,125,1.78
6943,2,1, 0,1,2010JJ00,59330,1.45,7560,127,1.85
6944,2,1, 0,2,2004JJ00,16135,1.61,1632,101,1.63
6945,2,1, 0,2,2005JJ00,14725,1.45,1530,104,1.5
6946,2,1, 0,2,2006JJ00,14755,1.44,1632,111,1.59
6947,2,1, 0,2,2007JJ00,14740,1.43,1643,111,1.59
6948,2,1, 0,2,2008JJ00,15300,1.44,1692,111,1.59
6949,2,1, 0,2,2009JJ00,15495,1.42,1790,116,1.64
6950,2,1, 0,2,2010JJ00,16555,1.49,2018,122,1.81
6951,2,1, 0,3,2004JJ00,8255,1.68,872,106,1.78
6952,2,1, 0,3,2005JJ00,7310,1.49,801,110,1.63
6953,2,1, 0,3,2006JJ00,7180,1.47,811,113,1.66
6954,2,1, 0,3,2007JJ00,6830,1.4,769,113,1.58
6955,2,1, 0,3,2008JJ00,6870,1.38,783,114,1.57
6956,2,1, 0,3,2009JJ00,6800,1.34,807,119,1.59
6957,2,1, 0,3,2010JJ00,6960,1.36,854,123,1.67
6958,2,1, 0,4,2004JJ00,7880,1.53,760,96,1.48
6959,2,1, 0,4,2005JJ00,7415,1.41,729,98,1.38
6960,2,1, 0,4,2006JJ00,7575,1.41,821,108,1.53
6961,2,1, 0,4,2007JJ00,7910,1.45,875,111,1.6
6962,2,1, 0,4,2008JJ00,8425,1.49,909,108,1.6
6963,2,1, 0,4,2009JJ00,8695,1.49,983,113,1.68
6964,2,1, 0,4,2010JJ00,9595,1.6,1164,121,1.94
6965,2,1, 0,5,2004JJ00,990,1.15,83,84,0.96
6966,2,1, 0,5,2005JJ00,935,1.05,83,89,0.94
6967,2,1, 0,5,2006JJ00,1070,1.17,124,116,1.36
6968,2,1, 0,5,2007JJ00,1235,1.33,154,125,1.66
6969,2,1, 0,5,2008JJ00,1310,1.37,155,118,1.62
6970,2,1, 0,5,2009JJ00,1365,1.38,173,127,1.75
6971,2,1, 0,5,2010JJ00,1560,1.54,219,141,2.16
6972,2,1, 0,6,2004JJ00,1990,1.88,164,82,1.55
6973,2,1, 0,6,2005JJ00,1785,1.65,152,85,1.4
6974,2,1, 0,6,2006JJ00,1805,1.63,173,96,1.56
6975,2,1, 0,6,2007JJ00,1855,1.65,186,100,1.65
6976,2,1, 0,6,2008JJ00,1915,1.65,184,96,1.58
6977,2,1, 0,6,2009JJ00,1935,1.63,193,100,1.63
6978,2,1, 0,6,2010JJ00,2205,1.82,228,104,1.88
6979,2,1, 0,7,2004JJ00,2705,2.32,302,112,2.59
6980,2,1, 0,7,2005JJ00,2545,2.14,297,117,2.5
6981,2,1, 0,7,2006JJ00,2600,2.16,311,119,2.58
6982,2,1, 0,7,2007JJ00,2590,2.13,305,118,2.51
6983,2,1, 0,7,2008JJ00,2690,2.17,321,119,2.59
6984,2,1, 0,7,2009JJ00,2725,2.16,334,123,2.64
6985,2,1, 0,7,2010JJ00,2900,2.27,383,132,3.0
6986,2,1, 0,8,2004JJ00,575,1.37,55,96,1.32
6987,2,1, 0,8,2005JJ00,595,1.41,55,92,1.3
6988,2,1, 0,8,2006JJ00,580,1.38,62,107,1.47
6989,2,1, 0,8,2007JJ00,620,1.46,63,102,1.49
6990,2,1, 0,8,2008JJ00,645,1.46,66,103,1.5
6991,2,1, 0,8,2009JJ00,705,1.57,72,101,1.6
6992,2,1, 0,8,2010JJ00,745,1.62,89,120,1.94
6993,2,1, 0,9,2004JJ00,1620,0.99,156,96,0.96
6994,2,1, 0,9,2005JJ00,1555,0.92,142,91,0.84
6995,2,1, 0,9,2006JJ00,1520,0.88,151,99,0.87
6996,2,1, 0,9,2007JJ00,1610,0.91,165,103,0.94
6997,2,1, 0,9,2008JJ00,1865,1.0,182,98,0.98
6998,2,1, 0,9,2009JJ00,1970,1.01,211,107,1.08
6999,2,1, 0,9,2010JJ00,2185,1.07,244,112,1.2
7000,2,1, 1,0,2004JJ00,29435,0.57,2487,85,0.49
7001,2,1, 1,0,2005JJ00,37295,0.73,3834,103,0.75
7002,2,1, 1,0,2006JJ00,39040,0.76,4104,105,0.8
7003,2,1, 1,0,2007JJ00,38310,0.75,4115,107,0.8
7004,2,1, 1,0,2008JJ00,38775,0.75,4218,109,0.82
7005,2,1, 1,0,2009JJ00,39605,0.77,4521,114,0.87
7006,2,1, 1,0,2010JJ00,41635,0.8,4881,117,0.94
7007,2,1, 1,1,2004JJ00,24575,0.6,2078,85,0.5
7008,2,1, 1,1,2005JJ00,30130,0.73,3119,104,0.76
7009,2,1, 1,1,2006JJ00,31125,0.76,3286,106,0.8
7010,2,1, 1,1,2007JJ00,30155,0.74,3259,108,0.8
7011,2,1, 1,1,2008JJ00,30030,0.73,3307,110,0.81
7012,2,1, 1,1,2009JJ00,30310,0.74,3509,116,0.86
7013,2,1, 1,1,2010JJ00,31445,0.77,3730,119,0.91
7014,2,1, 1,2,2004JJ00,4860,0.48,410,84,0.41
7015,2,1, 1,2,2005JJ00,7165,0.7,716,100,0.7
7016,2,1, 1,2,2006JJ00,7915,0.77,818,103,0.8
7017,2,1, 1,2,2007JJ00,8160,0.79,856,105,0.83
7018,2,1, 1,2,2008JJ00,8745,0.82,911,104,0.86
7019,2,1, 1,2,2009JJ00,9295,0.85,1012,109,0.93
7020,2,1, 1,2,2010JJ00,10190,0.92,1151,113,1.03
7021,2,1, 1,3,2004JJ00,2650,0.54,226,85,0.46
7022,2,1, 1,3,2005JJ00,3395,0.69,346,102,0.71
7023,2,1, 1,3,2006JJ00,3540,0.72,372,105,0.76
7024,2,1, 1,3,2007JJ00,3490,0.72,375,107,0.77
7025,2,1, 1,3,2008JJ00,3555,0.71,392,110,0.79
7026,2,1, 1,3,2009JJ00,3650,0.72,414,114,0.82
7027,2,1, 1,3,2010JJ00,3835,0.75,442,115,0.86
7028,2,1, 1,4,2004JJ00,2210,0.43,184,83,0.36
7029,2,1, 1,4,2005JJ00,3765,0.71,370,98,0.7
7030,2,1, 1,4,2006JJ00,4370,0.81,446,102,0.83
7031,2,1, 1,4,2007JJ00,4670,0.85,482,103,0.88
7032,2,1, 1,4,2008JJ00,5190,0.92,519,100,0.92
7033,2,1, 1,4,2009JJ00,5645,0.97,597,106,1.02
7034,2,1, 1,4,2010JJ00,6355,1.06,709,112,1.18
7035,2,1, 1,5,2004JJ00,210,0.25,15,70,0.17
7036,2,1, 1,5,2005JJ00,400,0.45,34,84,0.38
7037,2,1, 1,5,2006JJ00,530,0.58,53,100,0.58
7038,2,1, 1,5,2007JJ00,640,0.69,67,105,0.72
7039,2,1, 1,5,2008JJ00,745,0.77,76,102,0.79
7040,2,1, 1,5,2009JJ00,845,0.86,94,111,0.95
7041,2,1, 1,5,2010JJ00,975,0.96,114,117,1.12
7042,2,1, 1,6,2004JJ00,590,0.56,43,72,0.4
7043,2,1, 1,6,2005JJ00,965,0.89,85,88,0.78
7044,2,1, 1,6,2006JJ00,1075,0.97,98,91,0.88
7045,2,1, 1,6,2007JJ00,1100,0.98,108,98,0.95
7046,2,1, 1,6,2008JJ00,1165,1.0,103,89,0.89
7047,2,1, 1,6,2009JJ00,1250,1.05,116,93,0.98
7048,2,1, 1,6,2010JJ00,1430,1.18,139,98,1.15
7049,2,1, 1,7,2004JJ00,865,0.74,79,92,0.68
7050,2,1, 1,7,2005JJ00,1435,1.21,165,115,1.39
7051,2,1, 1,7,2006JJ00,1675,1.39,192,115,1.6
7052,2,1, 1,7,2007JJ00,1710,1.41,191,112,1.57
7053,2,1, 1,7,2008JJ00,1830,1.47,203,111,1.63
7054,2,1, 1,7,2009JJ00,1935,1.53,221,114,1.75
7055,2,1, 1,7,2010JJ00,2115,1.66,258,122,2.02
7056,2,1, 1,8,2004JJ00,145,0.34,12,84,0.28
7057,2,1, 1,8,2005JJ00,255,0.61,20,79,0.48
7058,2,1, 1,8,2006JJ00,290,0.69,27,91,0.63
7059,2,1, 1,8,2007JJ00,315,0.75,27,87,0.65
7060,2,1, 1,8,2008JJ00,350,0.79,32,90,0.72
7061,2,1, 1,8,2009JJ00,410,0.91,39,95,0.86
7062,2,1, 1,8,2010JJ00,460,1.0,50,110,1.1
7063,2,1, 1,9,2004JJ00,400,0.25,35,88,0.22
7064,2,1, 1,9,2005JJ00,710,0.42,66,93,0.39
7065,2,1, 1,9,2006JJ00,800,0.46,76,95,0.44
7066,2,1, 1,9,2007JJ00,900,0.51,88,98,0.5
7067,2,1, 1,9,2008JJ00,1100,0.59,105,95,0.57
7068,2,1, 1,9,2009JJ00,1205,0.62,128,106,0.66
7069,2,1, 1,9,2010JJ00,1380,0.68,148,107,0.72
7070,2,1, 2,0,2004JJ00,10180,0.2,711,70,0.14
7071,2,1, 2,0,2005JJ00,3610,0.07,210,58,0.04
7072,2,1, 2,0,2006JJ00,3185,0.06,150,47,0.03
7073,2,1, 2,0,2007JJ00,4300,0.08,213,50,0.04
7074,2,1, 2,0,2008JJ00,5525,0.11,281,51,0.05
7075,2,1, 2,0,2009JJ00,6365,0.12,341,54,0.07
7076,2,1, 2,0,2010JJ00,7500,0.14,422,56,0.08
7077,2,1, 2,1,2004JJ00,8310,0.2,604,73,0.15
7078,2,1, 2,1,2005JJ00,2925,0.07,177,61,0.04
7079,2,1, 2,1,2006JJ00,2635,0.06,124,47,0.03
7080,2,1, 2,1,2007JJ00,3565,0.09,175,49,0.04
7081,2,1, 2,1,2008JJ00,4430,0.11,217,49,0.05
7082,2,1, 2,1,2009JJ00,5080,0.12,257,51,0.06
7083,2,1, 2,1,2010JJ00,5925,0.15,311,53,0.08
7084,2,1, 2,2,2004JJ00,1870,0.19,107,57,0.11
7085,2,1, 2,2,2005JJ00,680,0.07,32,47,0.03
7086,2,1, 2,2,2006JJ00,550,0.05,27,49,0.03
7087,2,1, 2,2,2007JJ00,740,0.07,38,52,0.04
7088,2,1, 2,2,2008JJ00,1090,0.1,64,59,0.06
7089,2,1, 2,2,2009JJ00,1285,0.12,84,66,0.08
7090,2,1, 2,2,2010JJ00,1575,0.14,111,70,0.1
7091,2,1, 2,3,2004JJ00,920,0.19,56,61,0.11
7092,2,1, 2,3,2005JJ00,310,0.06,17,54,0.03
7093,2,1, 2,3,2006JJ00,285,0.06,13,45,0.03
7094,2,1, 2,3,2007JJ00,335,0.07,13,38,0.03
7095,2,1, 2,3,2008JJ00,465,0.09,21,45,0.04
7096,2,1, 2,3,2009JJ00,530,0.1,27,51,0.05
7097,2,1, 2,3,2010JJ00,655,0.13,33,51,0.07
7098,2,1, 2,4,2004JJ00,950,0.18,51,53,0.1
7099,2,1, 2,4,2005JJ00,375,0.07,16,42,0.03
7100,2,1, 2,4,2006JJ00,265,0.05,14,53,0.03
7101,2,1, 2,4,2007JJ00,405,0.07,25,62,0.05
7102,2,1, 2,4,2008JJ00,630,0.11,43,69,0.08
7103,2,1, 2,4,2009JJ00,755,0.13,57,76,0.1
7104,2,1, 2,4,2010JJ00,920,0.15,77,84,0.13
7105,2,1, 2,5,2004JJ00,155,0.18,7,44,0.08
7106,2,1, 2,5,2005JJ00,65,0.07,2,33,0.02
7107,2,1, 2,5,2006JJ00,55,0.06,4,68,0.04
7108,2,1, 2,5,2007JJ00,95,0.1,11,113,0.11
7109,2,1, 2,5,2008JJ00,130,0.13,14,108,0.14
7110,2,1, 2,5,2009JJ00,125,0.13,14,110,0.14
7111,2,1, 2,5,2010JJ00,175,0.17,24,138,0.24
7112,2,1, 2,6,2004JJ00,245,0.23,13,51,0.12
7113,2,1, 2,6,2005JJ00,90,0.08,4,45,0.04
7114,2,1, 2,6,2006JJ00,60,0.06,4,65,0.04
7115,2,1, 2,6,2007JJ00,100,0.09,7,73,0.07
7116,2,1, 2,6,2008JJ00,180,0.15,14,79,0.12
7117,2,1, 2,6,2009JJ00,210,0.18,19,88,0.16
7118,2,1, 2,6,2010JJ00,270,0.22,20,73,0.16
7119,2,1, 2,7,2004JJ00,240,0.2,13,55,0.11
7120,2,1, 2,7,2005JJ00,100,0.08,6,58,0.05
7121,2,1, 2,7,2006JJ00,60,0.05,2,38,0.02
7122,2,1, 2,7,2007JJ00,90,0.07,3,32,0.02
7123,2,1, 2,7,2008JJ00,125,0.1,8,59,0.06
7124,2,1, 2,7,2009JJ00,160,0.13,8,51,0.06
7125,2,1, 2,7,2010JJ00,190,0.15,15,77,0.12
7126,2,1, 2,8,2004JJ00,80,0.19,4,45,0.08
7127,2,1, 2,8,2005JJ00,45,0.1,2,39,0.04
7128,2,1, 2,8,2006JJ00,15,0.03,0,26,0.01
7129,2,1, 2,8,2007JJ00,35,0.09,1,38,0.03
7130,2,1, 2,8,2008JJ00,45,0.1,1,29,0.03
7131,2,1, 2,8,2009JJ00,55,0.12,3,47,0.06
7132,2,1, 2,8,2010JJ00,65,0.14,4,61,0.08
7133,2,1, 2,9,2004JJ00,230,0.14,15,63,0.09
7134,2,1, 2,9,2005JJ00,75,0.04,2,27,0.01
7135,2,1, 2,9,2006JJ00,70,0.04,3,48,0.02
7136,2,1, 2,9,2007JJ00,80,0.05,3,35,0.02
7137,2,1, 2,9,2008JJ00,150,0.08,7,45,0.04
7138,2,1, 2,9,2009JJ00,200,0.1,14,69,0.07
7139,2,1, 2,9,2010JJ00,220,0.11,15,66,0.07
7140,2,1, 3,0,2004JJ00,12670,0.25,239,19,0.05
7141,2,1, 3,0,2005JJ00,12080,0.24,166,14,0.03
7142,2,1, 3,0,2006JJ00,12275,0.24,168,14,0.03
7143,2,1, 3,0,2007JJ00,11955,0.23,191,16,0.04
7144,2,1, 3,0,2008JJ00,11225,0.22,189,17,0.04
7145,2,1, 3,0,2009JJ00,9060,0.18,153,17,0.03
7146,2,1, 3,0,2010JJ00,7815,0.15,115,15,0.02
7147,2,1, 3,1,2004JJ00,10520,0.26,205,20,0.05
7148,2,1, 3,1,2005JJ00,9910,0.24,136,14,0.03
7149,2,1, 3,1,2006JJ00,10085,0.25,140,14,0.03
7150,2,1, 3,1,2007JJ00,9805,0.24,157,16,0.04
7151,2,1, 3,1,2008JJ00,9195,0.22,155,17,0.04
7152,2,1, 3,1,2009JJ00,7395,0.18,124,17,0.03
7153,2,1, 3,1,2010JJ00,6370,0.16,90,14,0.02
7154,2,1, 3,2,2004JJ00,2145,0.21,34,16,0.03
7155,2,1, 3,2,2005JJ00,2170,0.21,30,14,0.03
7156,2,1, 3,2,2006JJ00,2190,0.21,28,13,0.03
7157,2,1, 3,2,2007JJ00,2150,0.21,34,16,0.03
7158,2,1, 3,2,2008JJ00,2030,0.19,34,17,0.03
7159,2,1, 3,2,2009JJ00,1660,0.15,29,17,0.03
7160,2,1, 3,2,2010JJ00,1450,0.13,25,17,0.02
7161,2,1, 3,3,2004JJ00,1195,0.24,19,16,0.04
7162,2,1, 3,3,2005JJ00,1145,0.23,16,14,0.03
7163,2,1, 3,3,2006JJ00,1165,0.24,15,13,0.03
7164,2,1, 3,3,2007JJ00,1110,0.23,16,14,0.03
7165,2,1, 3,3,2008JJ00,1050,0.21,17,16,0.03
7166,2,1, 3,3,2009JJ00,855,0.17,13,15,0.03
7167,2,1, 3,3,2010JJ00,740,0.14,11,15,0.02
7168,2,1, 3,4,2004JJ00,950,0.19,15,15,0.03
