ID,Bedrijfstype,RegioS,Perioden,TotaalMestproductie_1,DunneMestInDeStal_2,DunneMestInDeWei_3,VasteMestInDeStal_4,Stikstofuitscheiding_5,TotaalGasvormigeStikstofverliezen_6,TotaalVerliezenInStalEnOpslag_7,AmmoniakUitgedruktInN_8,OverigeStikstofverliezen_9,AmmoniakverliesTijdensBeweidingN_10,StikstofInGeproduceerdeMestN_11,FosfaatuitscheidingP205_12,PlaatsingsruimteStikstofN_13,PlaatsingsruimteFosfaatP205_14,AandeelBedrijvenZonderOverproductie_15,ResterendePlaatsingsruimteStikstof_16,ResterendePlaatsingsruimteFosfaat_17,AandeelBedrijvenMetOverproductie_18,Stikstofoverschot_19,Fosfaatoverschot_20,SaldoPlaatsingsruimteStikstof_21,SaldoPlaatsingsruimteStikstofPerHa_22,SaldoPlaatsingsruimteFosfaat_23,SaldoPlaatsingsruimteFosfaatPerHa_24
4614,T31,LD04  ,2007JJ00,426.0,227.0,141.0,58.0,2540.0,230.0,210.0,160.0,50.0,20.0,2330.0,830.0,3900.0,1990.0,90.0,1670.0,1120.0,10.0,110.0,40.0,1560.0,73.0,1080.0,50.0
4615,T31,LD04  ,2008JJ00,374.0,206.0,120.0,48.0,2210.0,200.0,180.0,140.0,40.0,20.0,2040.0,710.0,3680.0,1840.0,92.0,1710.0,1100.0,8.0,60.0,20.0,1640.0,81.0,1070.0,53.0
4616,T31,LD04  ,2009JJ00,374.0,224.0,104.0,46.0,2130.0,190.0,170.0,130.0,40.0,20.0,1960.0,680.0,3430.0,1720.0,91.0,1560.0,1030.0,9.0,90.0,30.0,1470.0,77.0,1000.0,53.0
4617,T31,LD04  ,2010JJ00,783.0,639.0,101.0,43.0,5730.0,860.0,840.0,720.0,120.0,20.0,4890.0,2130.0,4450.0,2010.0,61.0,1280.0,690.0,39.0,1860.0,890.0,-580.0,-23.0,-200.0,-8.0
4618,T31,LD04  ,2011JJ00,772.0,629.0,90.0,53.0,5710.0,790.0,780.0,650.0,120.0,20.0,4930.0,2070.0,4460.0,1930.0,64.0,1350.0,690.0,36.0,1950.0,900.0,-600.0,-24.0,-210.0,-8.0
4619,T31,LD04  ,2012JJ00,722.0,603.0,81.0,39.0,5150.0,710.0,690.0,580.0,110.0,10.0,4460.0,1790.0,4150.0,1680.0,68.0,1400.0,630.0,32.0,1820.0,780.0,-420.0,-18.0,-150.0,-6.0
4620,T31,LD04  ,2013JJ00,598.0,499.0,67.0,32.0,4310.0,530.0,520.0,430.0,90.0,10.0,3790.0,1530.0,3630.0,1330.0,69.0,1330.0,510.0,31.0,1700.0,730.0,-360.0,-17.0,-220.0,-10.0
4621,T31,LD04  ,2014JJ00,686.0,575.0,76.0,35.0,4660.0,570.0,560.0,450.0,110.0,10.0,4110.0,1650.0,3540.0,1350.0,63.0,1080.0,450.0,37.0,1850.0,780.0,-760.0,-37.0,-330.0,-16.0
4622,T31,LD04  ,2015JJ00,603.0,496.0,71.0,36.0,4140.0,500.0,490.0,390.0,100.0,10.0,3660.0,1500.0,3390.0,1230.0,62.0,1100.0,400.0,38.0,1630.0,700.0,-530.0,-27.0,-300.0,-15.0
4623,T31,LD04  ,2016JJ00,680.0,575.0,73.0,31.0,4370.0,490.0,480.0,390.0,90.0,10.0,3890.0,1530.0,3630.0,1300.0,63.0,1110.0,430.0,37.0,1670.0,710.0,-560.0,-26.0,-280.0,-13.0
4624,T31,LD04  ,2017JJ00,808.0,681.0,88.0,38.0,5370.0,610.0,590.0,480.0,110.0,20.0,4780.0,1810.0,4550.0,1590.0,66.0,1570.0,570.0,34.0,2030.0,830.0,-460.0,-18.0,-260.0,-10.0
4625,T31,PV20  ,1990JJ00,133.0,89.0,41.0,2.0,980.0,100.0,70.0,60.0,20.0,30.0,900.0,260.0,,1170.0,99.0,,920.0,1.0,0.0,0.0,,,920.0,139.0
4626,T31,PV20  ,1994JJ00,111.0,70.0,36.0,6.0,870.0,90.0,70.0,60.0,10.0,20.0,800.0,240.0,,990.0,100.0,,750.0,0.0,0.0,0.0,,,750.0,114.0
4627,T31,PV20  ,1995JJ00,119.0,75.0,39.0,6.0,920.0,90.0,70.0,50.0,20.0,30.0,850.0,250.0,,880.0,99.0,,630.0,1.0,0.0,0.0,,,630.0,88.0
4628,T31,PV20  ,1996JJ00,125.0,77.0,42.0,6.0,960.0,100.0,70.0,50.0,10.0,30.0,890.0,230.0,,880.0,99.0,,640.0,1.0,0.0,0.0,,,640.0,87.0
4629,T31,PV20  ,1997JJ00,110.0,67.0,37.0,6.0,860.0,80.0,60.0,50.0,10.0,20.0,800.0,210.0,,800.0,100.0,,590.0,0.0,0.0,0.0,,,590.0,86.0
4630,T31,PV20  ,1998JJ00,119.0,75.0,40.0,5.0,890.0,80.0,70.0,50.0,10.0,10.0,830.0,240.0,,790.0,100.0,,550.0,0.0,0.0,0.0,,,550.0,76.0
4631,T31,PV20  ,1999JJ00,113.0,70.0,40.0,4.0,810.0,70.0,60.0,40.0,10.0,10.0,750.0,240.0,,720.0,100.0,,480.0,0.0,0.0,0.0,,,480.0,73.0
4632,T31,PV20  ,2000JJ00,122.0,77.0,40.0,5.0,820.0,70.0,60.0,50.0,10.0,10.0,760.0,240.0,,680.0,99.0,,440.0,1.0,0.0,0.0,,,440.0,68.0
4633,T31,PV20  ,2001JJ00,107.0,68.0,34.0,5.0,750.0,70.0,60.0,50.0,10.0,10.0,700.0,230.0,,610.0,99.0,,380.0,1.0,0.0,0.0,,,380.0,64.0
4634,T31,PV20  ,2002JJ00,104.0,68.0,31.0,5.0,720.0,70.0,60.0,50.0,10.0,10.0,660.0,220.0,,580.0,97.0,,360.0,3.0,10.0,0.0,,,360.0,62.0
4635,T31,PV20  ,2003JJ00,87.0,57.0,26.0,4.0,600.0,60.0,50.0,40.0,10.0,10.0,550.0,190.0,,470.0,99.0,,280.0,1.0,0.0,0.0,,,280.0,56.0
4636,T31,PV20  ,2004JJ00,83.0,53.0,26.0,3.0,520.0,50.0,40.0,40.0,10.0,0.0,480.0,160.0,,420.0,99.0,,260.0,1.0,0.0,0.0,,,260.0,57.0
4637,T31,PV20  ,2005JJ00,90.0,58.0,27.0,5.0,610.0,60.0,60.0,50.0,10.0,0.0,550.0,200.0,,470.0,97.0,,270.0,3.0,10.0,0.0,,,270.0,52.0
4638,T31,PV20  ,2006JJ00,81.0,52.0,24.0,5.0,520.0,50.0,50.0,40.0,10.0,0.0,470.0,170.0,830.0,440.0,92.0,370.0,270.0,8.0,10.0,0.0,360.0,76.0,260.0,56.0
4639,T31,PV20  ,2007JJ00,78.0,52.0,22.0,5.0,530.0,50.0,50.0,40.0,10.0,0.0,480.0,170.0,800.0,410.0,90.0,350.0,240.0,10.0,30.0,10.0,320.0,72.0,220.0,50.0
4640,T31,PV20  ,2008JJ00,83.0,55.0,25.0,4.0,520.0,50.0,50.0,40.0,10.0,0.0,470.0,170.0,820.0,430.0,93.0,370.0,260.0,7.0,20.0,10.0,350.0,73.0,260.0,53.0
4641,T31,PV20  ,2009JJ00,71.0,51.0,17.0,2.0,410.0,40.0,40.0,30.0,10.0,0.0,370.0,130.0,760.0,400.0,98.0,400.0,270.0,2.0,0.0,0.0,390.0,89.0,270.0,61.0
4642,T31,PV20  ,2010JJ00,81.0,57.0,13.0,11.0,830.0,110.0,110.0,100.0,10.0,0.0,710.0,310.0,1300.0,600.0,89.0,610.0,320.0,11.0,50.0,30.0,560.0,74.0,290.0,39.0
4643,T31,PV20  ,2011JJ00,78.0,56.0,12.0,10.0,740.0,100.0,100.0,80.0,10.0,0.0,640.0,270.0,1250.0,550.0,87.0,620.0,300.0,13.0,40.0,30.0,580.0,80.0,280.0,38.0
4644,T31,PV20  ,2012JJ00,88.0,65.0,13.0,11.0,800.0,100.0,100.0,90.0,10.0,0.0,700.0,280.0,1290.0,540.0,90.0,610.0,290.0,10.0,60.0,30.0,560.0,74.0,260.0,35.0
4645,T31,PV20  ,2013JJ00,67.0,48.0,11.0,7.0,600.0,70.0,60.0,60.0,10.0,0.0,530.0,200.0,1170.0,440.0,93.0,620.0,250.0,7.0,10.0,10.0,610.0,90.0,240.0,35.0
4646,T31,PV20  ,2014JJ00,67.0,47.0,12.0,9.0,600.0,70.0,70.0,60.0,10.0,0.0,530.0,210.0,1070.0,420.0,91.0,540.0,210.0,9.0,20.0,20.0,510.0,81.0,200.0,31.0
4647,T31,PV20  ,2015JJ00,78.0,56.0,13.0,8.0,660.0,70.0,70.0,60.0,10.0,0.0,590.0,240.0,1130.0,420.0,85.0,540.0,200.0,15.0,50.0,30.0,500.0,75.0,180.0,27.0
4648,T31,PV20  ,2016JJ00,106.0,83.0,13.0,10.0,910.0,100.0,90.0,80.0,10.0,0.0,820.0,310.0,1230.0,450.0,80.0,410.0,170.0,20.0,70.0,40.0,340.0,47.0,130.0,18.0
4649,T31,PV20  ,2017JJ00,116.0,90.0,16.0,10.0,950.0,100.0,100.0,80.0,20.0,0.0,850.0,320.0,1310.0,470.0,81.0,470.0,180.0,19.0,70.0,30.0,400.0,53.0,140.0,19.0
4650,T31,PV21  ,1990JJ00,69.0,41.0,26.0,2.0,510.0,50.0,40.0,30.0,10.0,20.0,480.0,130.0,,580.0,100.0,,450.0,0.0,0.0,0.0,,,450.0,155.0
4651,T31,PV21  ,1994JJ00,53.0,30.0,21.0,2.0,430.0,40.0,30.0,30.0,10.0,10.0,400.0,120.0,,440.0,100.0,,320.0,0.0,0.0,0.0,,,320.0,122.0
4652,T31,PV21  ,1995JJ00,51.0,30.0,20.0,1.0,400.0,40.0,30.0,20.0,10.0,10.0,380.0,100.0,,330.0,100.0,,220.0,0.0,0.0,0.0,,,220.0,88.0
4653,T31,PV21  ,1996JJ00,56.0,31.0,23.0,2.0,440.0,50.0,30.0,20.0,10.0,20.0,420.0,100.0,,370.0,100.0,,270.0,0.0,0.0,0.0,,,270.0,89.0
4654,T31,PV21  ,1997JJ00,47.0,28.0,17.0,2.0,370.0,40.0,30.0,20.0,10.0,10.0,340.0,90.0,,280.0,99.0,,190.0,1.0,10.0,0.0,,,190.0,83.0
4655,T31,PV21  ,1998JJ00,55.0,33.0,21.0,2.0,420.0,40.0,30.0,20.0,10.0,10.0,390.0,110.0,,310.0,98.0,,200.0,2.0,0.0,0.0,,,200.0,71.0
4656,T31,PV21  ,1999JJ00,39.0,21.0,15.0,3.0,280.0,20.0,20.0,10.0,0.0,10.0,270.0,80.0,,260.0,100.0,,170.0,0.0,0.0,0.0,,,170.0,76.0
4657,T31,PV21  ,2000JJ00,51.0,30.0,19.0,2.0,360.0,30.0,20.0,20.0,10.0,0.0,340.0,100.0,,290.0,100.0,,180.0,0.0,0.0,0.0,,,180.0,69.0
4658,T31,PV21  ,2001JJ00,33.0,18.0,13.0,2.0,240.0,20.0,20.0,10.0,0.0,0.0,230.0,70.0,,200.0,100.0,,130.0,0.0,0.0,0.0,,,130.0,68.0
4659,T31,PV21  ,2002JJ00,51.0,33.0,15.0,3.0,350.0,30.0,30.0,20.0,10.0,0.0,320.0,110.0,,260.0,99.0,,150.0,1.0,0.0,0.0,,,150.0,59.0
4660,T31,PV21  ,2003JJ00,36.0,20.0,13.0,3.0,250.0,20.0,20.0,10.0,0.0,0.0,230.0,80.0,,240.0,99.0,,170.0,1.0,0.0,0.0,,,170.0,65.0
4661,T31,PV21  ,2004JJ00,47.0,26.0,17.0,4.0,290.0,30.0,20.0,20.0,0.0,0.0,270.0,90.0,,310.0,96.0,,220.0,4.0,0.0,0.0,,,220.0,67.0
4662,T31,PV21  ,2005JJ00,55.0,31.0,19.0,5.0,330.0,30.0,30.0,20.0,10.0,0.0,310.0,110.0,,280.0,97.0,,170.0,3.0,0.0,0.0,,,170.0,56.0
4663,T31,PV21  ,2006JJ00,34.0,18.0,12.0,4.0,210.0,20.0,20.0,10.0,0.0,0.0,200.0,70.0,480.0,240.0,92.0,290.0,170.0,8.0,0.0,0.0,290.0,115.0,170.0,69.0
4664,T31,PV21  ,2007JJ00,34.0,17.0,13.0,3.0,210.0,20.0,20.0,10.0,0.0,0.0,190.0,70.0,400.0,200.0,94.0,200.0,130.0,6.0,0.0,0.0,200.0,97.0,130.0,62.0
4665,T31,PV21  ,2008JJ00,34.0,19.0,12.0,3.0,210.0,20.0,20.0,10.0,0.0,0.0,190.0,70.0,460.0,230.0,95.0,270.0,160.0,5.0,0.0,0.0,260.0,105.0,160.0,64.0
4666,T31,PV21  ,2009JJ00,42.0,28.0,11.0,3.0,250.0,20.0,20.0,20.0,0.0,0.0,230.0,80.0,440.0,230.0,89.0,230.0,150.0,11.0,10.0,0.0,210.0,86.0,140.0,57.0
4667,T31,PV21  ,2010JJ00,30.0,18.0,8.0,4.0,280.0,50.0,50.0,40.0,0.0,0.0,240.0,100.0,360.0,160.0,81.0,130.0,70.0,19.0,20.0,10.0,110.0,53.0,60.0,29.0
4668,T31,PV21  ,2011JJ00,43.0,31.0,7.0,4.0,380.0,40.0,40.0,30.0,10.0,0.0,350.0,130.0,410.0,180.0,75.0,100.0,60.0,25.0,40.0,20.0,60.0,27.0,40.0,19.0
4669,T31,PV21  ,2012JJ00,40.0,30.0,6.0,4.0,340.0,40.0,40.0,30.0,10.0,0.0,310.0,110.0,370.0,160.0,79.0,100.0,60.0,21.0,30.0,10.0,60.0,29.0,40.0,20.0
4670,T31,PV21  ,2013JJ00,46.0,37.0,6.0,4.0,370.0,40.0,30.0,30.0,10.0,0.0,330.0,120.0,400.0,150.0,70.0,100.0,40.0,30.0,40.0,10.0,60.0,27.0,30.0,12.0
4671,T31,PV21  ,2014JJ00,48.0,38.0,6.0,3.0,350.0,40.0,30.0,30.0,10.0,0.0,310.0,110.0,340.0,130.0,63.0,70.0,30.0,37.0,60.0,20.0,20.0,9.0,10.0,6.0
4672,T31,PV21  ,2015JJ00,35.0,28.0,5.0,2.0,240.0,20.0,20.0,20.0,0.0,0.0,220.0,80.0,230.0,80.0,63.0,50.0,20.0,37.0,50.0,20.0,-10.0,-7.0,0.0,-1.0
4673,T31,PV21  ,2016JJ00,45.0,36.0,6.0,3.0,350.0,40.0,40.0,30.0,10.0,0.0,310.0,110.0,370.0,120.0,64.0,80.0,40.0,36.0,70.0,30.0,10.0,7.0,10.0,4.0
4674,T31,PV21  ,2017JJ00,47.0,39.0,6.0,2.0,320.0,30.0,30.0,20.0,10.0,0.0,290.0,100.0,370.0,140.0,70.0,110.0,50.0,30.0,40.0,10.0,70.0,36.0,40.0,18.0
4675,T31,PV22  ,1990JJ00,261.0,170.0,86.0,5.0,1920.0,200.0,140.0,110.0,30.0,60.0,1780.0,500.0,,2430.0,100.0,,1940.0,0.0,0.0,0.0,,,1940.0,154.0
4676,T31,PV22  ,1994JJ00,205.0,132.0,67.0,6.0,1570.0,150.0,120.0,90.0,30.0,40.0,1450.0,420.0,,1810.0,100.0,,1390.0,0.0,0.0,0.0,,,1390.0,118.0
4677,T31,PV22  ,1995JJ00,194.0,126.0,63.0,6.0,1470.0,150.0,110.0,90.0,20.0,40.0,1360.0,390.0,,1340.0,100.0,,940.0,0.0,0.0,0.0,,,940.0,87.0
4678,T31,PV22  ,1996JJ00,194.0,124.0,63.0,8.0,1460.0,160.0,110.0,80.0,20.0,50.0,1350.0,360.0,,1280.0,100.0,,920.0,0.0,0.0,0.0,,,920.0,85.0
4679,T31,PV22  ,1997JJ00,184.0,115.0,62.0,8.0,1430.0,140.0,100.0,80.0,20.0,40.0,1330.0,350.0,,1280.0,99.0,,930.0,1.0,0.0,0.0,,,930.0,86.0
4680,T31,PV22  ,1998JJ00,187.0,116.0,61.0,10.0,1400.0,130.0,110.0,80.0,20.0,20.0,1290.0,380.0,,1170.0,99.0,,790.0,1.0,10.0,0.0,,,790.0,74.0
4681,T31,PV22  ,1999JJ00,177.0,111.0,56.0,9.0,1240.0,110.0,90.0,70.0,20.0,20.0,1140.0,370.0,,1080.0,99.0,,710.0,1.0,0.0,0.0,,,710.0,72.0
4682,T31,PV22  ,2000JJ00,179.0,112.0,55.0,11.0,1200.0,100.0,90.0,70.0,20.0,10.0,1110.0,360.0,,990.0,99.0,,640.0,1.0,10.0,10.0,,,630.0,67.0
4683,T31,PV22  ,2001JJ00,150.0,92.0,49.0,10.0,1030.0,90.0,80.0,60.0,20.0,20.0,950.0,310.0,,870.0,98.0,,560.0,2.0,10.0,0.0,,,560.0,66.0
4684,T31,PV22  ,2002JJ00,135.0,86.0,40.0,9.0,870.0,80.0,70.0,50.0,20.0,10.0,800.0,260.0,,800.0,99.0,,540.0,1.0,0.0,0.0,,,540.0,67.0
4685,T31,PV22  ,2003JJ00,135.0,85.0,40.0,10.0,890.0,80.0,70.0,60.0,20.0,10.0,820.0,280.0,,750.0,99.0,,470.0,1.0,0.0,0.0,,,470.0,59.0
4686,T31,PV22  ,2004JJ00,138.0,85.0,42.0,10.0,870.0,80.0,70.0,60.0,20.0,10.0,790.0,270.0,,750.0,99.0,,480.0,1.0,10.0,0.0,,,480.0,60.0
4687,T31,PV22  ,2005JJ00,155.0,98.0,45.0,12.0,980.0,100.0,90.0,70.0,20.0,10.0,890.0,310.0,,760.0,98.0,,450.0,2.0,10.0,10.0,,,450.0,52.0
4688,T31,PV22  ,2006JJ00,151.0,96.0,44.0,11.0,920.0,90.0,80.0,60.0,20.0,10.0,840.0,290.0,1460.0,780.0,96.0,640.0,460.0,4.0,20.0,10.0,620.0,75.0,460.0,55.0
4689,T31,PV22  ,2007JJ00,141.0,93.0,38.0,10.0,830.0,80.0,70.0,60.0,20.0,10.0,750.0,270.0,1410.0,730.0,96.0,670.0,460.0,4.0,10.0,0.0,660.0,83.0,460.0,58.0
4690,T31,PV22  ,2008JJ00,124.0,81.0,34.0,9.0,730.0,70.0,60.0,50.0,10.0,10.0,660.0,230.0,1250.0,630.0,96.0,600.0,390.0,4.0,10.0,10.0,590.0,84.0,380.0,55.0
4691,T31,PV22  ,2009JJ00,124.0,90.0,26.0,8.0,690.0,70.0,60.0,50.0,10.0,0.0,630.0,220.0,1280.0,650.0,99.0,660.0,430.0,1.0,10.0,0.0,650.0,90.0,430.0,59.0
4692,T31,PV22  ,2010JJ00,114.0,84.0,18.0,12.0,920.0,120.0,120.0,100.0,10.0,0.0,800.0,330.0,1440.0,660.0,90.0,650.0,350.0,10.0,50.0,20.0,610.0,73.0,330.0,40.0
4693,T31,PV22  ,2011JJ00,97.0,72.0,14.0,11.0,830.0,100.0,100.0,80.0,10.0,0.0,730.0,290.0,1260.0,560.0,86.0,550.0,290.0,14.0,50.0,20.0,490.0,67.0,260.0,36.0
4694,T31,PV22  ,2012JJ00,91.0,67.0,12.0,11.0,770.0,90.0,90.0,80.0,10.0,0.0,680.0,270.0,1220.0,510.0,88.0,550.0,260.0,12.0,50.0,20.0,500.0,71.0,240.0,34.0
4695,T31,PV22  ,2013JJ00,79.0,61.0,10.0,8.0,630.0,70.0,70.0,60.0,10.0,0.0,550.0,220.0,1160.0,440.0,91.0,590.0,230.0,9.0,20.0,10.0,570.0,86.0,220.0,33.0
4696,T31,PV22  ,2014JJ00,84.0,62.0,11.0,10.0,750.0,90.0,80.0,70.0,10.0,0.0,660.0,270.0,1300.0,510.0,89.0,640.0,260.0,11.0,40.0,20.0,600.0,79.0,240.0,31.0
4697,T31,PV22  ,2015JJ00,84.0,66.0,9.0,9.0,720.0,70.0,70.0,60.0,10.0,0.0,640.0,250.0,1140.0,420.0,87.0,530.0,190.0,13.0,50.0,20.0,480.0,71.0,170.0,26.0
4698,T31,PV22  ,2016JJ00,99.0,79.0,9.0,11.0,850.0,90.0,80.0,70.0,10.0,0.0,770.0,290.0,1260.0,450.0,83.0,520.0,180.0,17.0,60.0,20.0,460.0,62.0,160.0,21.0
4699,T31,PV22  ,2017JJ00,127.0,104.0,13.0,10.0,970.0,100.0,100.0,80.0,20.0,0.0,870.0,320.0,1410.0,530.0,83.0,580.0,220.0,17.0,60.0,20.0,530.0,64.0,200.0,24.0
4700,T31,PV23  ,1990JJ00,64.0,40.0,21.0,4.0,470.0,50.0,40.0,30.0,10.0,10.0,430.0,130.0,,1440.0,100.0,,1310.0,0.0,0.0,0.0,,,1310.0,230.0
4701,T31,PV23  ,1994JJ00,52.0,35.0,14.0,3.0,380.0,40.0,30.0,30.0,10.0,10.0,350.0,110.0,,850.0,100.0,,740.0,0.0,0.0,0.0,,,740.0,141.0
4702,T31,PV23  ,1995JJ00,55.0,36.0,16.0,3.0,400.0,40.0,30.0,30.0,10.0,10.0,370.0,110.0,,650.0,100.0,,540.0,0.0,0.0,0.0,,,540.0,104.0
4703,T31,PV23  ,1996JJ00,56.0,34.0,17.0,5.0,410.0,40.0,30.0,20.0,10.0,10.0,380.0,100.0,,620.0,100.0,,520.0,0.0,0.0,0.0,,,520.0,100.0
4704,T31,PV23  ,1997JJ00,61.0,38.0,18.0,5.0,440.0,40.0,30.0,30.0,10.0,10.0,410.0,120.0,,730.0,100.0,,610.0,0.0,0.0,0.0,,,610.0,101.0
4705,T31,PV23  ,1998JJ00,55.0,34.0,16.0,5.0,380.0,40.0,30.0,20.0,10.0,10.0,350.0,110.0,,610.0,99.0,,510.0,1.0,0.0,0.0,,,510.0,92.0
4706,T31,PV23  ,1999JJ00,62.0,38.0,18.0,6.0,410.0,40.0,30.0,20.0,10.0,10.0,380.0,130.0,,550.0,100.0,,420.0,0.0,0.0,0.0,,,420.0,86.0
4707,T31,PV23  ,2000JJ00,77.0,45.0,24.0,7.0,500.0,40.0,40.0,30.0,10.0,10.0,460.0,150.0,,590.0,99.0,,440.0,1.0,0.0,0.0,,,430.0,79.0
4708,T31,PV23  ,2001JJ00,63.0,34.0,20.0,9.0,420.0,40.0,30.0,20.0,10.0,10.0,390.0,130.0,,530.0,100.0,,400.0,0.0,0.0,0.0,,,400.0,78.0
4709,T31,PV23  ,2002JJ00,59.0,38.0,15.0,6.0,370.0,40.0,30.0,20.0,10.0,0.0,340.0,120.0,,460.0,100.0,,350.0,0.0,0.0,0.0,,,350.0,74.0
4710,T31,PV23  ,2003JJ00,75.0,40.0,24.0,11.0,490.0,50.0,40.0,30.0,10.0,10.0,450.0,160.0,,500.0,99.0,,350.0,1.0,0.0,0.0,,,350.0,65.0
4711,T31,PV23  ,2004JJ00,77.0,40.0,26.0,11.0,460.0,40.0,40.0,30.0,10.0,0.0,420.0,150.0,,520.0,100.0,,370.0,0.0,0.0,0.0,,,370.0,68.0
4712,T31,PV23  ,2005JJ00,85.0,47.0,27.0,11.0,500.0,40.0,40.0,30.0,10.0,10.0,460.0,160.0,,490.0,99.0,,340.0,1.0,0.0,0.0,,,340.0,61.0
4713,T31,PV23  ,2006JJ00,80.0,46.0,26.0,8.0,490.0,50.0,40.0,30.0,10.0,0.0,450.0,160.0,1020.0,530.0,96.0,580.0,370.0,4.0,10.0,0.0,580.0,102.0,370.0,65.0
4714,T31,PV23  ,2007JJ00,57.0,33.0,19.0,6.0,350.0,30.0,30.0,20.0,10.0,0.0,320.0,110.0,860.0,440.0,97.0,540.0,320.0,3.0,10.0,0.0,530.0,113.0,320.0,67.0
4715,T31,PV23  ,2008JJ00,61.0,35.0,19.0,7.0,380.0,40.0,30.0,30.0,10.0,0.0,340.0,120.0,910.0,450.0,99.0,570.0,330.0,1.0,0.0,0.0,570.0,113.0,330.0,66.0
4716,T31,PV23  ,2009JJ00,59.0,38.0,16.0,5.0,350.0,30.0,30.0,20.0,10.0,0.0,320.0,110.0,860.0,440.0,99.0,550.0,330.0,1.0,0.0,0.0,540.0,112.0,330.0,67.0
4717,T31,PV23  ,2010JJ00,55.0,46.0,7.0,3.0,390.0,60.0,50.0,50.0,10.0,0.0,330.0,140.0,470.0,210.0,76.0,210.0,100.0,24.0,90.0,50.0,130.0,49.0,60.0,22.0
4718,T31,PV23  ,2011JJ00,46.0,36.0,6.0,4.0,360.0,40.0,40.0,40.0,10.0,0.0,310.0,120.0,490.0,210.0,82.0,230.0,110.0,18.0,60.0,30.0,170.0,62.0,80.0,29.0
4719,T31,PV23  ,2012JJ00,56.0,47.0,6.0,3.0,390.0,50.0,50.0,40.0,10.0,0.0,340.0,130.0,540.0,210.0,87.0,250.0,110.0,13.0,60.0,30.0,190.0,65.0,80.0,27.0
4720,T31,PV23  ,2013JJ00,63.0,54.0,7.0,3.0,440.0,50.0,50.0,40.0,10.0,0.0,400.0,150.0,600.0,220.0,85.0,280.0,110.0,15.0,70.0,30.0,200.0,62.0,70.0,22.0
4721,T31,PV23  ,2014JJ00,74.0,65.0,6.0,3.0,500.0,60.0,60.0,50.0,10.0,0.0,450.0,170.0,650.0,240.0,74.0,290.0,110.0,26.0,100.0,40.0,190.0,52.0,70.0,18.0
4722,T31,PV23  ,2015JJ00,90.0,78.0,7.0,5.0,630.0,70.0,70.0,60.0,10.0,0.0,560.0,220.0,640.0,230.0,66.0,220.0,80.0,34.0,160.0,70.0,60.0,17.0,10.0,2.0
4723,T31,PV23  ,2016JJ00,80.0,70.0,6.0,3.0,520.0,60.0,60.0,40.0,10.0,0.0,470.0,170.0,590.0,210.0,70.0,230.0,80.0,30.0,140.0,60.0,100.0,28.0,30.0,8.0
4724,T31,PV23  ,2017JJ00,105.0,91.0,10.0,4.0,630.0,70.0,70.0,50.0,10.0,0.0,560.0,200.0,890.0,290.0,74.0,440.0,130.0,26.0,130.0,50.0,310.0,65.0,80.0,17.0
4725,T31,PV24  ,1990JJ00,113.0,76.0,34.0,3.0,740.0,80.0,60.0,40.0,10.0,20.0,680.0,200.0,,570.0,100.0,,370.0,0.0,0.0,0.0,,,370.0,123.0
4726,T31,PV24  ,1994JJ00,62.0,39.0,20.0,3.0,430.0,40.0,30.0,30.0,10.0,10.0,390.0,120.0,,350.0,98.0,,230.0,2.0,0.0,0.0,,,230.0,102.0
4727,T31,PV24  ,1995JJ00,72.0,47.0,23.0,2.0,500.0,50.0,40.0,30.0,10.0,10.0,460.0,140.0,,310.0,97.0,,170.0,3.0,0.0,0.0,,,170.0,69.0
4728,T31,PV24  ,1996JJ00,75.0,48.0,24.0,3.0,530.0,60.0,40.0,30.0,10.0,20.0,490.0,130.0,,310.0,97.0,,180.0,3.0,0.0,0.0,,,170.0,68.0
4729,T31,PV24  ,1997JJ00,76.0,47.0,25.0,3.0,530.0,50.0,40.0,30.0,10.0,10.0,490.0,140.0,,340.0,98.0,,200.0,2.0,0.0,0.0,,,200.0,70.0
4730,T31,PV24  ,1998JJ00,66.0,41.0,22.0,3.0,410.0,40.0,30.0,20.0,10.0,10.0,380.0,120.0,,320.0,100.0,,200.0,0.0,0.0,0.0,,,200.0,70.0
4731,T31,PV24  ,1999JJ00,68.0,43.0,23.0,2.0,420.0,40.0,30.0,20.0,10.0,10.0,390.0,130.0,,310.0,100.0,,180.0,0.0,0.0,0.0,,,180.0,65.0
4732,T31,PV24  ,2000JJ00,97.0,64.0,31.0,2.0,560.0,50.0,40.0,30.0,10.0,10.0,520.0,170.0,,390.0,100.0,,220.0,0.0,0.0,0.0,,,220.0,60.0
4733,T31,PV24  ,2001JJ00,93.0,60.0,28.0,4.0,560.0,50.0,40.0,30.0,10.0,10.0,520.0,170.0,,350.0,89.0,,180.0,11.0,0.0,0.0,,,180.0,52.0
4734,T31,PV24  ,2002JJ00,92.0,64.0,24.0,3.0,530.0,50.0,40.0,30.0,10.0,10.0,490.0,160.0,,350.0,97.0,,190.0,3.0,0.0,0.0,,,180.0,53.0
4735,T31,PV24  ,2003JJ00,81.0,57.0,21.0,4.0,470.0,40.0,40.0,30.0,10.0,0.0,430.0,150.0,,320.0,97.0,,170.0,3.0,0.0,0.0,,,170.0,50.0
