ID,Bedrijfstype,RegioS,Perioden,TotaalMestproductie_1,DunneMestInDeStal_2,DunneMestInDeWei_3,VasteMestInDeStal_4,Stikstofuitscheiding_5,TotaalGasvormigeStikstofverliezen_6,TotaalVerliezenInStalEnOpslag_7,AmmoniakUitgedruktInN_8,OverigeStikstofverliezen_9,AmmoniakverliesTijdensBeweidingN_10,StikstofInGeproduceerdeMestN_11,FosfaatuitscheidingP205_12,PlaatsingsruimteStikstofN_13,PlaatsingsruimteFosfaatP205_14,AandeelBedrijvenZonderOverproductie_15,ResterendePlaatsingsruimteStikstof_16,ResterendePlaatsingsruimteFosfaat_17,AandeelBedrijvenMetOverproductie_18,Stikstofoverschot_19,Fosfaatoverschot_20,SaldoPlaatsingsruimteStikstof_21,SaldoPlaatsingsruimteStikstofPerHa_22,SaldoPlaatsingsruimteFosfaat_23,SaldoPlaatsingsruimteFosfaatPerHa_24
519,T10,NL01  ,2012JJ00,55775.0,46070.0,8222.0,1482.0,286300.0,28700.0,27300.0,21300.0,5900.0,1500.0,259000.0,91400.0,252200.0,89300.0,57.0,39100.0,14300.0,43.0,49500.0,18600.0,-10400.0,-10.0,-4300.0,-4.0
520,T10,NL01  ,2013JJ00,57939.0,48455.0,8086.0,1399.0,299000.0,29900.0,28300.0,22200.0,6200.0,1600.0,270700.0,95000.0,252000.0,88100.0,53.0,35200.0,12500.0,47.0,59100.0,21800.0,-23900.0,-23.0,-9300.0,-9.0
521,T10,NL01  ,2014JJ00,58674.0,48808.0,8468.0,1399.0,315300.0,32400.0,30800.0,24200.0,6600.0,1600.0,284500.0,100800.0,237500.0,89100.0,46.0,27600.0,10900.0,54.0,76700.0,28300.0,-49100.0,-47.0,-17400.0,-17.0
522,T10,NL01  ,2015JJ00,61821.0,52246.0,8197.0,1378.0,323000.0,32900.0,31500.0,24600.0,6900.0,1500.0,291600.0,107000.0,248900.0,88600.0,43.0,29700.0,9800.0,57.0,81500.0,30400.0,-51800.0,-50.0,-20600.0,-20.0
523,T10,NL01  ,2016JJ00,63899.0,55125.0,7604.0,1171.0,332400.0,32900.0,31600.0,24400.0,7300.0,1200.0,300800.0,103000.0,242700.0,85700.0,39.0,25300.0,9400.0,61.0,87700.0,31300.0,-62400.0,-61.0,-21900.0,-21.0
524,T10,NL01  ,2017JJ00,61777.0,53355.0,7260.0,1161.0,329900.0,35000.0,33700.0,26500.0,7200.0,1300.0,296100.0,98200.0,256700.0,87600.0,41.0,28000.0,9800.0,59.0,75300.0,26400.0,-47200.0,-45.0,-16600.0,-16.0
525,T10,LD01  ,1990JJ00,16331.0,10487.0,5580.0,264.0,119660.0,12640.0,8850.0,7020.0,1830.0,3790.0,110810.0,30840.0,,85520.0,98.0,,54960.0,2.0,670.0,290.0,,,54680.0,161.0
526,T10,LD01  ,1994JJ00,15297.0,9713.0,5259.0,325.0,117650.0,11560.0,8780.0,6910.0,1870.0,2780.0,108870.0,31610.0,,65600.0,97.0,,34410.0,3.0,1010.0,410.0,,,34000.0,101.0
527,T10,LD01  ,1995JJ00,15405.0,9774.0,5300.0,330.0,117790.0,12180.0,8730.0,6870.0,1870.0,3450.0,109060.0,31410.0,,49210.0,95.0,,18400.0,5.0,1530.0,600.0,,,17800.0,53.0
528,T10,LD01  ,1996JJ00,15173.0,9607.0,5228.0,337.0,114990.0,12360.0,8210.0,6450.0,1760.0,4160.0,106780.0,27650.0,,45460.0,95.0,,18320.0,5.0,1430.0,520.0,,,17800.0,52.0
529,T10,LD01  ,1997JJ00,14503.0,9177.0,5011.0,316.0,113330.0,11150.0,8160.0,6390.0,1770.0,2990.0,105170.0,27860.0,,44970.0,94.0,,17640.0,6.0,1420.0,540.0,,,17100.0,50.0
530,T10,LD01  ,1998JJ00,14489.0,9198.0,4974.0,318.0,107290.0,9400.0,7830.0,6100.0,1730.0,1580.0,99460.0,28880.0,,40310.0,91.0,,12240.0,9.0,1840.0,800.0,,,11430.0,34.0
531,T10,LD01  ,1999JJ00,14559.0,9203.0,5008.0,347.0,102670.0,9130.0,7490.0,5810.0,1680.0,1640.0,95180.0,30610.0,,40750.0,89.0,,11090.0,11.0,2150.0,950.0,,,10140.0,29.0
532,T10,LD01  ,2000JJ00,14912.0,9702.0,4856.0,354.0,98380.0,8270.0,7100.0,5480.0,1620.0,1180.0,91280.0,29090.0,,38670.0,88.0,,10600.0,12.0,2540.0,1020.0,,,9570.0,28.0
533,T10,LD01  ,2001JJ00,15519.0,10186.0,4980.0,353.0,103080.0,9210.0,7510.0,5800.0,1700.0,1710.0,95580.0,31070.0,,37340.0,77.0,,7940.0,23.0,4550.0,1670.0,,,6270.0,18.0
534,T10,LD01  ,2002JJ00,15172.0,10408.0,4419.0,344.0,96930.0,8660.0,7480.0,5810.0,1660.0,1190.0,89450.0,28980.0,,36650.0,84.0,,8960.0,16.0,3480.0,1290.0,,,7670.0,22.0
535,T10,LD01  ,2003JJ00,15097.0,10371.0,4389.0,337.0,95890.0,8430.0,7530.0,5880.0,1650.0,900.0,88360.0,29500.0,,31980.0,64.0,,5300.0,36.0,7840.0,2820.0,,,2480.0,7.0
536,T10,LD01  ,2004JJ00,15424.0,10483.0,4591.0,349.0,90750.0,8100.0,7280.0,5710.0,1570.0,820.0,83470.0,27920.0,,33780.0,78.0,,7440.0,22.0,4180.0,1590.0,,,5860.0,17.0
537,T10,LD01  ,2005JJ00,15166.0,10278.0,4534.0,355.0,90070.0,8220.0,7400.0,5840.0,1560.0,820.0,82670.0,27900.0,,32620.0,74.0,,6630.0,26.0,5180.0,1920.0,,,4710.0,14.0
538,T10,LD01  ,2006JJ00,15031.0,10416.0,4273.0,342.0,88010.0,8060.0,7260.0,5740.0,1520.0,800.0,80740.0,27370.0,84570.0,36770.0,60.0,11870.0,7920.0,40.0,8050.0,2830.0,3820.0,11.0,5090.0,15.0
539,T10,LD01  ,2007JJ00,15062.0,10768.0,3945.0,349.0,88220.0,8460.0,7760.0,6160.0,1590.0,710.0,80460.0,27230.0,84790.0,35320.0,61.0,12260.0,7410.0,39.0,7950.0,2770.0,4310.0,12.0,4640.0,13.0
540,T10,LD01  ,2008JJ00,15715.0,11033.0,4350.0,331.0,90690.0,8670.0,7930.0,6300.0,1620.0,740.0,82760.0,28650.0,86390.0,34440.0,60.0,12430.0,6530.0,40.0,8810.0,3120.0,3620.0,10.0,3410.0,10.0
541,T10,LD01  ,2009JJ00,16043.0,12571.0,3171.0,301.0,88710.0,8500.0,7890.0,6220.0,1670.0,620.0,80820.0,27780.0,85700.0,34150.0,64.0,12560.0,6860.0,36.0,7690.0,2720.0,4870.0,14.0,4140.0,12.0
542,T10,LD01  ,2010JJ00,16097.0,12947.0,2860.0,291.0,90530.0,8650.0,8020.0,6310.0,1710.0,630.0,82510.0,29170.0,82540.0,30680.0,56.0,10260.0,4260.0,44.0,10390.0,3750.0,-130.0,0.0,510.0,2.0
543,T10,LD01  ,2011JJ00,15933.0,13141.0,2518.0,274.0,86770.0,8440.0,7920.0,6230.0,1700.0,520.0,78840.0,27230.0,81660.0,30330.0,62.0,11370.0,4970.0,38.0,8640.0,3060.0,2740.0,8.0,1910.0,6.0
544,T10,LD01  ,2012JJ00,16242.0,13425.0,2549.0,268.0,86020.0,8310.0,7820.0,6120.0,1700.0,490.0,78200.0,27150.0,82420.0,29460.0,62.0,12170.0,4550.0,38.0,8640.0,3080.0,3540.0,11.0,1470.0,4.0
545,T10,LD01  ,2013JJ00,16876.0,14207.0,2423.0,246.0,90460.0,8800.0,8270.0,6490.0,1780.0,530.0,82190.0,28280.0,82920.0,29440.0,57.0,10890.0,4010.0,43.0,11050.0,3860.0,-160.0,0.0,150.0,0.0
546,T10,LD01  ,2014JJ00,17164.0,14278.0,2641.0,244.0,95290.0,9480.0,8940.0,7040.0,1900.0,540.0,86350.0,30030.0,80830.0,29840.0,51.0,8960.0,3450.0,49.0,15150.0,5340.0,-6180.0,-18.0,-1890.0,-6.0
547,T10,LD01  ,2015JJ00,18237.0,15362.0,2645.0,230.0,97390.0,9600.0,9100.0,7120.0,1980.0,490.0,88290.0,32240.0,84790.0,29850.0,47.0,9870.0,3070.0,53.0,16480.0,6040.0,-6620.0,-20.0,-2970.0,-9.0
548,T10,LD01  ,2016JJ00,18932.0,16225.0,2515.0,192.0,99880.0,9270.0,8870.0,6790.0,2080.0,410.0,91010.0,30460.0,82990.0,29030.0,41.0,8410.0,3060.0,59.0,17700.0,6010.0,-9290.0,-28.0,-2950.0,-9.0
549,T10,LD01  ,2017JJ00,18123.0,15541.0,2402.0,181.0,99250.0,9890.0,9470.0,7420.0,2060.0,420.0,89770.0,28940.0,87840.0,29640.0,44.0,9210.0,3140.0,56.0,13850.0,4560.0,-4640.0,-13.0,-1410.0,-4.0
550,T10,LD02  ,1990JJ00,22895.0,15809.0,6722.0,364.0,155730.0,18810.0,14660.0,12080.0,2580.0,4150.0,141070.0,45210.0,,95960.0,91.0,,52830.0,9.0,3660.0,2090.0,,,50750.0,139.0
551,T10,LD02  ,1994JJ00,22206.0,15232.0,6515.0,458.0,154460.0,17860.0,14870.0,12220.0,2650.0,2990.0,139590.0,45630.0,,70550.0,84.0,,28720.0,16.0,7070.0,3800.0,,,24920.0,67.0
552,T10,LD02  ,1995JJ00,22123.0,15142.0,6523.0,458.0,156280.0,18520.0,14690.0,12030.0,2660.0,3830.0,141590.0,44520.0,,52710.0,73.0,,14340.0,27.0,12900.0,6160.0,,,8190.0,22.0
553,T10,LD02  ,1996JJ00,21529.0,14672.0,6386.0,472.0,152990.0,18800.0,13920.0,11420.0,2500.0,4880.0,139070.0,39240.0,,48870.0,74.0,,14990.0,26.0,11800.0,5360.0,,,9630.0,26.0
554,T10,LD02  ,1997JJ00,20760.0,14177.0,6118.0,465.0,144820.0,16600.0,13330.0,10920.0,2410.0,3270.0,131490.0,39530.0,,46890.0,72.0,,13260.0,28.0,12900.0,5900.0,,,7360.0,20.0
555,T10,LD02  ,1998JJ00,20249.0,13798.0,5976.0,475.0,129290.0,13580.0,12110.0,9830.0,2280.0,1470.0,117180.0,38180.0,,42550.0,70.0,,10730.0,30.0,12340.0,6370.0,,,4360.0,12.0
556,T10,LD02  ,1999JJ00,19667.0,13281.0,5866.0,520.0,124080.0,12820.0,11110.0,8970.0,2150.0,1710.0,112960.0,38480.0,,42290.0,70.0,,9960.0,30.0,12070.0,6160.0,,,3810.0,11.0
557,T10,LD02  ,2000JJ00,19793.0,13590.0,5647.0,557.0,115560.0,11260.0,10090.0,8060.0,2030.0,1170.0,105480.0,36160.0,,40680.0,70.0,,10280.0,30.0,11730.0,5760.0,,,4520.0,12.0
558,T10,LD02  ,2001JJ00,19755.0,13540.0,5645.0,570.0,117560.0,11680.0,10000.0,7950.0,2050.0,1680.0,107560.0,37090.0,,39120.0,64.0,,8360.0,36.0,13960.0,6340.0,,,2030.0,6.0
559,T10,LD02  ,2002JJ00,19087.0,14015.0,4510.0,563.0,108460.0,11010.0,9950.0,7930.0,2020.0,1060.0,98510.0,34260.0,,38370.0,71.0,,9040.0,29.0,9920.0,4930.0,,,4110.0,11.0
560,T10,LD02  ,2003JJ00,19156.0,14182.0,4389.0,585.0,109980.0,11390.0,10620.0,8520.0,2100.0,760.0,99360.0,35880.0,,34590.0,58.0,,5940.0,42.0,15070.0,7230.0,,,-1290.0,-3.0
561,T10,LD02  ,2004JJ00,19264.0,14249.0,4427.0,588.0,103800.0,10800.0,10110.0,8110.0,2000.0,690.0,93690.0,33210.0,,36000.0,69.0,,7950.0,31.0,10470.0,5160.0,,,2790.0,8.0
562,T10,LD02  ,2005JJ00,18768.0,13822.0,4341.0,605.0,100980.0,10340.0,9610.0,7690.0,1910.0,730.0,91370.0,32750.0,,33210.0,65.0,,6090.0,35.0,11530.0,5630.0,,,460.0,1.0
563,T10,LD02  ,2006JJ00,18611.0,13933.0,4084.0,594.0,99050.0,10250.0,9580.0,7680.0,1900.0,670.0,89480.0,32590.0,86520.0,37500.0,59.0,12590.0,8440.0,41.0,15570.0,6680.0,-2980.0,-8.0,1760.0,5.0
564,T10,LD02  ,2007JJ00,18401.0,13982.0,3817.0,602.0,100820.0,10760.0,10150.0,8160.0,2000.0,600.0,90660.0,32470.0,86590.0,35990.0,57.0,12350.0,7410.0,43.0,16490.0,6820.0,-4140.0,-12.0,590.0,2.0
565,T10,LD02  ,2008JJ00,18998.0,14250.0,4172.0,576.0,102940.0,10910.0,10260.0,8250.0,2010.0,650.0,92690.0,33530.0,86840.0,34630.0,56.0,11830.0,6220.0,44.0,17730.0,7180.0,-5900.0,-16.0,-960.0,-3.0
566,T10,LD02  ,2009JJ00,19569.0,16116.0,2899.0,554.0,100420.0,10540.0,9990.0,7950.0,2040.0,550.0,90430.0,32460.0,87140.0,34680.0,59.0,12930.0,6920.0,41.0,16290.0,6670.0,-3360.0,-9.0,260.0,1.0
567,T10,LD02  ,2010JJ00,19682.0,16177.0,2950.0,554.0,103480.0,10840.0,10270.0,8160.0,2100.0,570.0,93220.0,34220.0,85460.0,31600.0,55.0,11440.0,4740.0,45.0,19680.0,8030.0,-8240.0,-23.0,-3290.0,-9.0
568,T10,LD02  ,2011JJ00,19421.0,16359.0,2547.0,515.0,99940.0,10680.0,10240.0,8120.0,2110.0,450.0,89710.0,32170.0,84190.0,30970.0,60.0,12730.0,5420.0,40.0,18520.0,7460.0,-5790.0,-17.0,-2050.0,-6.0
569,T10,LD02  ,2012JJ00,19361.0,16354.0,2503.0,504.0,95050.0,9950.0,9550.0,7510.0,2030.0,400.0,85510.0,30570.0,83620.0,29460.0,61.0,14270.0,5240.0,39.0,17270.0,6850.0,-3000.0,-9.0,-1600.0,-5.0
570,T10,LD02  ,2013JJ00,20124.0,17091.0,2560.0,473.0,98760.0,10200.0,9770.0,7670.0,2100.0,430.0,88990.0,31810.0,83530.0,28900.0,56.0,12680.0,4460.0,44.0,20220.0,7790.0,-7530.0,-22.0,-3330.0,-10.0
571,T10,LD02  ,2014JJ00,20371.0,17310.0,2581.0,481.0,105010.0,11230.0,10800.0,8530.0,2280.0,430.0,94210.0,33920.0,75880.0,29210.0,47.0,8770.0,3730.0,53.0,27640.0,10570.0,-18870.0,-55.0,-6840.0,-20.0
572,T10,LD02  ,2015JJ00,21301.0,18444.0,2388.0,469.0,107710.0,11400.0,11000.0,8630.0,2370.0,400.0,96700.0,35580.0,79250.0,28690.0,44.0,9120.0,3250.0,56.0,28770.0,10880.0,-19660.0,-58.0,-7620.0,-22.0
573,T10,LD02  ,2016JJ00,22097.0,19489.0,2189.0,419.0,112370.0,11850.0,11500.0,8980.0,2530.0,340.0,100870.0,35290.0,77650.0,27890.0,39.0,7730.0,3090.0,61.0,32270.0,12010.0,-24540.0,-73.0,-8920.0,-26.0
574,T10,LD02  ,2017JJ00,21568.0,19081.0,2070.0,417.0,111260.0,12600.0,12250.0,9740.0,2510.0,350.0,99010.0,33780.0,81570.0,28750.0,41.0,9070.0,3380.0,59.0,27950.0,10360.0,-18880.0,-54.0,-6980.0,-20.0
575,T10,LD03  ,1990JJ00,11384.0,7189.0,3908.0,288.0,84760.0,9560.0,6880.0,5580.0,1300.0,2680.0,77880.0,22370.0,,55860.0,96.0,,33830.0,4.0,870.0,340.0,,,33490.0,150.0
576,T10,LD03  ,1994JJ00,10955.0,6835.0,3793.0,328.0,85420.0,9020.0,7000.0,5640.0,1360.0,2020.0,78420.0,23320.0,,44290.0,93.0,,21580.0,7.0,1460.0,610.0,,,20970.0,93.0
577,T10,LD03  ,1995JJ00,10916.0,6804.0,3791.0,321.0,84600.0,9330.0,6840.0,5500.0,1340.0,2490.0,77760.0,22840.0,,33160.0,86.0,,11550.0,14.0,3130.0,1220.0,,,10330.0,46.0
578,T10,LD03  ,1996JJ00,10761.0,6691.0,3749.0,320.0,82880.0,9470.0,6450.0,5180.0,1260.0,3020.0,76430.0,20220.0,,30270.0,87.0,,11150.0,13.0,2960.0,1110.0,,,10050.0,44.0
579,T10,LD03  ,1997JJ00,10303.0,6395.0,3579.0,329.0,81700.0,8650.0,6490.0,5220.0,1280.0,2150.0,75210.0,20480.0,,29890.0,86.0,,10680.0,14.0,3410.0,1270.0,,,9410.0,42.0
580,T10,LD03  ,1998JJ00,10236.0,6361.0,3546.0,329.0,77140.0,7270.0,6130.0,4890.0,1240.0,1150.0,71010.0,21020.0,,26820.0,79.0,,7460.0,21.0,4320.0,1670.0,,,5790.0,26.0
581,T10,LD03  ,1999JJ00,10042.0,6211.0,3496.0,336.0,71580.0,6770.0,5610.0,4450.0,1160.0,1170.0,65980.0,21510.0,,26750.0,78.0,,7030.0,22.0,4410.0,1790.0,,,5240.0,23.0
582,T10,LD03  ,2000JJ00,10113.0,6423.0,3349.0,341.0,67670.0,6000.0,5170.0,4060.0,1110.0,830.0,62500.0,20190.0,,25030.0,77.0,,6560.0,23.0,4400.0,1730.0,,,4830.0,22.0
583,T10,LD03  ,2001JJ00,10306.0,6592.0,3379.0,335.0,69410.0,6470.0,5290.0,4150.0,1140.0,1180.0,64120.0,20980.0,,24290.0,70.0,,5450.0,30.0,5670.0,2140.0,,,3310.0,15.0
584,T10,LD03  ,2002JJ00,9954.0,6608.0,3005.0,341.0,64560.0,5980.0,5150.0,4060.0,1090.0,830.0,59410.0,19450.0,,23670.0,76.0,,5890.0,24.0,4250.0,1670.0,,,4220.0,19.0
585,T10,LD03  ,2003JJ00,9858.0,6548.0,2972.0,338.0,63690.0,5820.0,5190.0,4110.0,1090.0,630.0,58490.0,19670.0,,20730.0,61.0,,3660.0,39.0,6850.0,2600.0,,,1060.0,5.0
586,T10,LD03  ,2004JJ00,10028.0,6610.0,3082.0,335.0,59540.0,5540.0,4990.0,3960.0,1030.0,550.0,54550.0,18540.0,,22000.0,74.0,,5140.0,26.0,4250.0,1680.0,,,3460.0,16.0
587,T10,LD03  ,2005JJ00,9919.0,6495.0,3069.0,355.0,59460.0,5590.0,5030.0,4000.0,1030.0,560.0,54430.0,18670.0,,21170.0,70.0,,4480.0,30.0,5080.0,1980.0,,,2510.0,11.0
588,T10,LD03  ,2006JJ00,9860.0,6583.0,2921.0,356.0,58290.0,5490.0,4950.0,3940.0,1010.0,540.0,53340.0,18390.0,55290.0,24240.0,57.0,8760.0,5610.0,43.0,6810.0,2560.0,1950.0,9.0,3050.0,14.0
589,T10,LD03  ,2007JJ00,9869.0,6701.0,2784.0,384.0,59100.0,5790.0,5280.0,4230.0,1050.0,500.0,53810.0,18530.0,55030.0,23100.0,56.0,8580.0,4950.0,44.0,7390.0,2760.0,1190.0,5.0,2190.0,10.0
590,T10,LD03  ,2008JJ00,10013.0,6693.0,2948.0,372.0,59140.0,5770.0,5250.0,4200.0,1050.0,510.0,53880.0,18870.0,55640.0,22320.0,57.0,8920.0,4560.0,43.0,7180.0,2710.0,1740.0,8.0,1850.0,8.0
591,T10,LD03  ,2009JJ00,10203.0,7599.0,2260.0,344.0,57880.0,5650.0,5220.0,4140.0,1080.0,430.0,52660.0,18330.0,55210.0,22150.0,60.0,9220.0,4860.0,40.0,6700.0,2530.0,2530.0,11.0,2330.0,10.0
592,T10,LD03  ,2010JJ00,10224.0,7833.0,2045.0,345.0,59090.0,5710.0,5260.0,4160.0,1100.0,450.0,53830.0,19210.0,52490.0,19400.0,52.0,7450.0,2990.0,48.0,8930.0,3380.0,-1480.0,-7.0,-390.0,-2.0
593,T10,LD03  ,2011JJ00,10111.0,7945.0,1836.0,330.0,56550.0,5530.0,5150.0,4060.0,1090.0,370.0,51400.0,17940.0,51630.0,19090.0,56.0,8090.0,3340.0,44.0,7950.0,2950.0,140.0,1.0,390.0,2.0
594,T10,LD03  ,2012JJ00,10066.0,7928.0,1819.0,320.0,54890.0,5320.0,4970.0,3900.0,1070.0,350.0,49920.0,17520.0,51130.0,17900.0,55.0,8170.0,2850.0,45.0,7920.0,2910.0,240.0,1.0,-60.0,0.0
595,T10,LD03  ,2013JJ00,10336.0,8333.0,1703.0,300.0,57110.0,5560.0,5190.0,4080.0,1110.0,370.0,51920.0,17970.0,50770.0,17740.0,52.0,7580.0,2680.0,48.0,9560.0,3440.0,-1980.0,-10.0,-760.0,-4.0
596,T10,LD03  ,2014JJ00,10531.0,8377.0,1852.0,302.0,59980.0,5950.0,5570.0,4390.0,1180.0,380.0,54420.0,19070.0,49640.0,18050.0,48.0,6770.0,2440.0,52.0,12140.0,4360.0,-5370.0,-26.0,-1920.0,-9.0
597,T10,LD03  ,2015JJ00,11104.0,8934.0,1870.0,299.0,60770.0,5990.0,5650.0,4420.0,1220.0,340.0,55120.0,20320.0,52360.0,18120.0,45.0,7470.0,2240.0,55.0,12720.0,4750.0,-5250.0,-25.0,-2510.0,-12.0
598,T10,LD03  ,2016JJ00,11340.0,9387.0,1720.0,233.0,61210.0,5670.0,5390.0,4120.0,1270.0,280.0,55820.0,18800.0,50580.0,17440.0,43.0,6550.0,2210.0,57.0,12650.0,4380.0,-6100.0,-30.0,-2170.0,-11.0
599,T10,LD03  ,2017JJ00,10877.0,8977.0,1664.0,236.0,61170.0,6060.0,5770.0,4510.0,1260.0,290.0,55400.0,17960.0,53290.0,17730.0,46.0,6540.0,2210.0,54.0,10550.0,3550.0,-4000.0,-19.0,-1340.0,-6.0
600,T10,LD04  ,1990JJ00,13959.0,9584.0,4088.0,287.0,96290.0,11620.0,9090.0,7470.0,1620.0,2530.0,87200.0,27960.0,,53010.0,89.0,,26600.0,11.0,3230.0,1550.0,,,25050.0,128.0
601,T10,LD04  ,1994JJ00,13229.0,9009.0,3871.0,349.0,93390.0,10740.0,8960.0,7320.0,1630.0,1790.0,84440.0,27530.0,,35180.0,76.0,,11310.0,24.0,8000.0,3670.0,,,7640.0,39.0
602,T10,LD04  ,1995JJ00,13037.0,8836.0,3849.0,352.0,93000.0,10960.0,8690.0,7080.0,1610.0,2270.0,84310.0,26450.0,,26190.0,61.0,,5250.0,39.0,13570.0,5510.0,,,-260.0,-1.0
603,T10,LD04  ,1996JJ00,12604.0,8493.0,3747.0,363.0,90440.0,11070.0,8210.0,6700.0,1500.0,2860.0,82230.0,23220.0,,24010.0,64.0,,5400.0,36.0,11860.0,4610.0,,,790.0,4.0
604,T10,LD04  ,1997JJ00,12168.0,8144.0,3659.0,365.0,85370.0,9350.0,7390.0,5950.0,1440.0,1960.0,77980.0,23060.0,,23760.0,62.0,,5190.0,38.0,11910.0,4490.0,,,710.0,4.0
605,T10,LD04  ,1998JJ00,11850.0,7928.0,3547.0,374.0,76370.0,7720.0,6840.0,5470.0,1370.0,880.0,69520.0,22290.0,,21250.0,59.0,,4010.0,41.0,12300.0,5040.0,,,-1040.0,-6.0
606,T10,LD04  ,1999JJ00,11192.0,7435.0,3376.0,381.0,71570.0,7300.0,6310.0,5040.0,1270.0,980.0,65260.0,22030.0,,20510.0,57.0,,3540.0,43.0,12150.0,5060.0,,,-1520.0,-8.0
607,T10,LD04  ,2000JJ00,11003.0,7425.0,3176.0,402.0,65200.0,6280.0,5620.0,4440.0,1180.0,660.0,59580.0,20300.0,,19370.0,57.0,,3640.0,43.0,10870.0,4580.0,,,-940.0,-5.0
608,T10,LD04  ,2001JJ00,10979.0,7394.0,3170.0,415.0,66200.0,6540.0,5590.0,4400.0,1190.0,950.0,60610.0,20840.0,,18730.0,51.0,,2910.0,49.0,12390.0,5020.0,,,-2110.0,-12.0
609,T10,LD04  ,2002JJ00,10198.0,7348.0,2452.0,398.0,58790.0,5930.0,5340.0,4210.0,1130.0,580.0,53450.0,18510.0,,18030.0,58.0,,3280.0,42.0,8750.0,3750.0,,,-470.0,-3.0
610,T10,LD04  ,2003JJ00,10112.0,7348.0,2362.0,402.0,58940.0,6050.0,5630.0,4470.0,1160.0,420.0,53310.0,19120.0,,16090.0,47.0,,2050.0,53.0,12070.0,5090.0,,,-3040.0,-18.0
611,T10,LD04  ,2004JJ00,10221.0,7426.0,2392.0,403.0,55990.0,5790.0,5400.0,4290.0,1110.0,380.0,50590.0,17820.0,,16360.0,54.0,,2580.0,46.0,9690.0,4050.0,,,-1460.0,-9.0
612,T10,LD04  ,2005JJ00,9912.0,7166.0,2334.0,412.0,54350.0,5510.0,5110.0,4050.0,1070.0,400.0,49240.0,17540.0,,15210.0,48.0,,2170.0,52.0,10970.0,4490.0,,,-2320.0,-14.0
613,T10,LD04  ,2006JJ00,9656.0,7131.0,2143.0,381.0,52210.0,5340.0,4980.0,3940.0,1040.0,360.0,47230.0,17040.0,37690.0,16650.0,42.0,3810.0,2530.0,58.0,13380.0,5200.0,-9560.0,-59.0,-2670.0,-16.0
614,T10,LD04  ,2007JJ00,9483.0,7117.0,1986.0,380.0,52680.0,5560.0,5240.0,4160.0,1080.0,320.0,47440.0,16920.0,36960.0,15710.0,40.0,3770.0,2180.0,60.0,14290.0,5440.0,-10530.0,-66.0,-3260.0,-21.0
615,T10,LD04  ,2008JJ00,9844.0,7277.0,2175.0,392.0,54110.0,5690.0,5350.0,4250.0,1100.0,340.0,48770.0,17620.0,36910.0,15230.0,40.0,3850.0,2040.0,60.0,15730.0,6000.0,-11880.0,-74.0,-3960.0,-25.0
616,T10,LD04  ,2009JJ00,10115.0,8210.0,1508.0,397.0,52860.0,5510.0,5220.0,4090.0,1130.0,290.0,47640.0,17080.0,35940.0,14920.0,41.0,3560.0,1980.0,59.0,15280.0,5810.0,-11720.0,-75.0,-3830.0,-24.0
617,T10,LD04  ,2010JJ00,10142.0,8180.0,1564.0,398.0,53960.0,5570.0,5260.0,4120.0,1140.0,310.0,48700.0,17780.0,35710.0,13660.0,41.0,3780.0,1690.0,59.0,17070.0,6510.0,-13290.0,-84.0,-4830.0,-31.0
618,T10,LD04  ,2011JJ00,10145.0,8402.0,1369.0,375.0,52750.0,5540.0,5290.0,4140.0,1160.0,250.0,47450.0,16900.0,35600.0,13360.0,44.0,4230.0,1840.0,56.0,16270.0,6070.0,-12050.0,-77.0,-4230.0,-27.0
619,T10,LD04  ,2012JJ00,10106.0,8364.0,1350.0,391.0,50290.0,5170.0,4950.0,3820.0,1130.0,220.0,45350.0,16160.0,35070.0,12480.0,44.0,4480.0,1660.0,56.0,15650.0,5810.0,-11170.0,-72.0,-4150.0,-27.0
620,T10,LD04  ,2013JJ00,10603.0,8823.0,1399.0,380.0,52650.0,5340.0,5090.0,3930.0,1170.0,240.0,47550.0,16970.0,34780.0,12000.0,41.0,4020.0,1400.0,59.0,18270.0,6720.0,-14250.0,-92.0,-5320.0,-34.0
621,T10,LD04  ,2014JJ00,10608.0,8842.0,1394.0,372.0,55000.0,5760.0,5520.0,4280.0,1240.0,240.0,49480.0,17750.0,31130.0,12040.0,36.0,3120.0,1290.0,64.0,21790.0,8000.0,-18680.0,-122.0,-6710.0,-44.0
622,T10,LD04  ,2015JJ00,11179.0,9506.0,1293.0,380.0,57160.0,5940.0,5720.0,4400.0,1320.0,220.0,51440.0,18870.0,32470.0,11910.0,35.0,3250.0,1210.0,65.0,23540.0,8710.0,-20280.0,-135.0,-7500.0,-50.0
623,T10,LD04  ,2016JJ00,11530.0,10024.0,1180.0,326.0,58960.0,6070.0,5890.0,4500.0,1380.0,190.0,53080.0,18390.0,31530.0,11320.0,29.0,2640.0,1010.0,71.0,25060.0,8870.0,-22420.0,-152.0,-7860.0,-53.0
624,T10,LD04  ,2017JJ00,11208.0,9756.0,1124.0,328.0,58180.0,6430.0,6240.0,4880.0,1360.0,190.0,51940.0,17550.0,34020.0,11480.0,29.0,3220.0,1050.0,71.0,22940.0,7960.0,-19720.0,-126.0,-6910.0,-44.0
625,T10,PV20  ,1990JJ00,2805.0,1803.0,957.0,46.0,20560.0,2170.0,1520.0,1210.0,310.0,650.0,19040.0,5300.0,,14430.0,97.0,,9200.0,3.0,160.0,70.0,,,9130.0,157.0
