ID,Zorgtype,FinancieringsvormenZorg,Perioden,UitgavenGezondheidsEnWelzijnszorg_1
661,A052915,A019158,2022JJ00,0.0
662,A052915,A019158,2023JJ00,0.0
663,A052915,A019158,2024JJ00,0.0
664,A052915,A019163,2021JJ00,1255.0
665,A052915,A019163,2022JJ00,1316.0
666,A052915,A019163,2023JJ00,1361.0
667,A052915,A019163,2024JJ00,1430.0
668,A052915,A019164,2021JJ00,0.0
669,A052915,A019164,2022JJ00,0.0
670,A052915,A019164,2023JJ00,0.0
671,A052915,A019164,2024JJ00,0.0
672,A052915,A019165,2021JJ00,1255.0
673,A052915,A019165,2022JJ00,1316.0
674,A052915,A019165,2023JJ00,1361.0
675,A052915,A019165,2024JJ00,1430.0
676,A052915,A044427,2021JJ00,11.0
677,A052915,A044427,2022JJ00,11.0
678,A052915,A044427,2023JJ00,11.0
679,A052915,A044427,2024JJ00,11.0
680,A052916,T001103,2021JJ00,8316.0
681,A052916,T001103,2022JJ00,8536.0
682,A052916,T001103,2023JJ00,9134.0
683,A052916,T001103,2024JJ00,10090.0
684,A052916,A019151,2021JJ00,2580.0
685,A052916,A019151,2022JJ00,2616.0
686,A052916,A019151,2023JJ00,2647.0
687,A052916,A019151,2024JJ00,2853.0
688,A052916,A019154,2021JJ00,2372.0
689,A052916,A019154,2022JJ00,2769.0
690,A052916,A019154,2023JJ00,3216.0
691,A052916,A019154,2024JJ00,3862.0
692,A052916,A019155,2021JJ00,
693,A052916,A019155,2022JJ00,
694,A052916,A019155,2023JJ00,
695,A052916,A019155,2024JJ00,
696,A052916,A019156,2021JJ00,3225.0
697,A052916,A019156,2022JJ00,2996.0
698,A052916,A019156,2023JJ00,3105.0
699,A052916,A019156,2024JJ00,3196.0
700,A052916,A019158,2021JJ00,0.0
701,A052916,A019158,2022JJ00,0.0
702,A052916,A019158,2023JJ00,0.0
703,A052916,A019158,2024JJ00,0.0
704,A052916,A019163,2021JJ00,139.0
705,A052916,A019163,2022JJ00,156.0
706,A052916,A019163,2023JJ00,167.0
707,A052916,A019163,2024JJ00,180.0
708,A052916,A019164,2021JJ00,0.0
709,A052916,A019164,2022JJ00,0.0
710,A052916,A019164,2023JJ00,0.0
711,A052916,A019164,2024JJ00,0.0
712,A052916,A019165,2021JJ00,139.0
713,A052916,A019165,2022JJ00,156.0
714,A052916,A019165,2023JJ00,167.0
715,A052916,A019165,2024JJ00,180.0
716,A052916,A044427,2021JJ00,0.0
717,A052916,A044427,2022JJ00,0.0
718,A052916,A044427,2023JJ00,0.0
719,A052916,A044427,2024JJ00,0.0
720,A052917,T001103,2021JJ00,394.0
721,A052917,T001103,2022JJ00,415.0
722,A052917,T001103,2023JJ00,406.0
723,A052917,T001103,2024JJ00,427.0
724,A052917,A019151,2021JJ00,0.0
725,A052917,A019151,2022JJ00,0.0
726,A052917,A019151,2023JJ00,0.0
727,A052917,A019151,2024JJ00,0.0
728,A052917,A019154,2021JJ00,89.0
729,A052917,A019154,2022JJ00,99.0
730,A052917,A019154,2023JJ00,88.0
731,A052917,A019154,2024JJ00,96.0
732,A052917,A019155,2021JJ00,
733,A052917,A019155,2022JJ00,
734,A052917,A019155,2023JJ00,
735,A052917,A019155,2024JJ00,
736,A052917,A019156,2021JJ00,296.0
737,A052917,A019156,2022JJ00,306.0
738,A052917,A019156,2023JJ00,309.0
739,A052917,A019156,2024JJ00,322.0
740,A052917,A019158,2021JJ00,0.0
741,A052917,A019158,2022JJ00,0.0
742,A052917,A019158,2023JJ00,0.0
743,A052917,A019158,2024JJ00,0.0
744,A052917,A019163,2021JJ00,9.0
745,A052917,A019163,2022JJ00,10.0
746,A052917,A019163,2023JJ00,9.0
747,A052917,A019163,2024JJ00,10.0
748,A052917,A019164,2021JJ00,0.0
749,A052917,A019164,2022JJ00,0.0
750,A052917,A019164,2023JJ00,0.0
751,A052917,A019164,2024JJ00,0.0
752,A052917,A019165,2021JJ00,9.0
753,A052917,A019165,2022JJ00,10.0
754,A052917,A019165,2023JJ00,9.0
755,A052917,A019165,2024JJ00,10.0
756,A052917,A044427,2021JJ00,0.0
757,A052917,A044427,2022JJ00,0.0
758,A052917,A044427,2023JJ00,0.0
759,A052917,A044427,2024JJ00,0.0
760,A052954,T001103,2021JJ00,12147.0
761,A052954,T001103,2022JJ00,12573.0
762,A052954,T001103,2023JJ00,13653.0
763,A052954,T001103,2024JJ00,14864.0
764,A052954,A019151,2021JJ00,1135.0
765,A052954,A019151,2022JJ00,1163.0
766,A052954,A019151,2023JJ00,1378.0
767,A052954,A019151,2024JJ00,1460.0
768,A052954,A019154,2021JJ00,10267.0
769,A052954,A019154,2022JJ00,10629.0
770,A052954,A019154,2023JJ00,11463.0
771,A052954,A019154,2024JJ00,12530.0
772,A052954,A019155,2021JJ00,
773,A052954,A019155,2022JJ00,
774,A052954,A019155,2023JJ00,
775,A052954,A019155,2024JJ00,
776,A052954,A019156,2021JJ00,184.0
777,A052954,A019156,2022JJ00,193.0
778,A052954,A019156,2023JJ00,207.0
779,A052954,A019156,2024JJ00,231.0
780,A052954,A019158,2021JJ00,0.0
781,A052954,A019158,2022JJ00,0.0
782,A052954,A019158,2023JJ00,0.0
783,A052954,A019158,2024JJ00,0.0
784,A052954,A019163,2021JJ00,560.0
785,A052954,A019163,2022JJ00,588.0
786,A052954,A019163,2023JJ00,605.0
787,A052954,A019163,2024JJ00,643.0
788,A052954,A019164,2021JJ00,0.0
789,A052954,A019164,2022JJ00,0.0
790,A052954,A019164,2023JJ00,0.0
791,A052954,A019164,2024JJ00,0.0
792,A052954,A019165,2021JJ00,560.0
793,A052954,A019165,2022JJ00,588.0
794,A052954,A019165,2023JJ00,605.0
795,A052954,A019165,2024JJ00,643.0
796,A052954,A044427,2021JJ00,0.0
797,A052954,A044427,2022JJ00,0.0
798,A052954,A044427,2023JJ00,0.0
799,A052954,A044427,2024JJ00,0.0
800,A052918,T001103,2021JJ00,2004.0
801,A052918,T001103,2022JJ00,2306.0
802,A052918,T001103,2023JJ00,2713.0
803,A052918,T001103,2024JJ00,3069.0
804,A052918,A019151,2021JJ00,922.0
805,A052918,A019151,2022JJ00,885.0
806,A052918,A019151,2023JJ00,974.0
807,A052918,A019151,2024JJ00,1112.0
808,A052918,A019154,2021JJ00,977.0
809,A052918,A019154,2022JJ00,1307.0
810,A052918,A019154,2023JJ00,1606.0
811,A052918,A019154,2024JJ00,1821.0
812,A052918,A019155,2021JJ00,
813,A052918,A019155,2022JJ00,
814,A052918,A019155,2023JJ00,
815,A052918,A019155,2024JJ00,
816,A052918,A019156,2021JJ00,0.0
817,A052918,A019156,2022JJ00,0.0
818,A052918,A019156,2023JJ00,0.0
819,A052918,A019156,2024JJ00,0.0
820,A052918,A019158,2021JJ00,0.0
821,A052918,A019158,2022JJ00,0.0
822,A052918,A019158,2023JJ00,0.0
823,A052918,A019158,2024JJ00,0.0
824,A052918,A019163,2021JJ00,105.0
825,A052918,A019163,2022JJ00,114.0
826,A052918,A019163,2023JJ00,133.0
827,A052918,A019163,2024JJ00,136.0
828,A052918,A019164,2021JJ00,0.0
829,A052918,A019164,2022JJ00,0.0
830,A052918,A019164,2023JJ00,0.0
831,A052918,A019164,2024JJ00,0.0
832,A052918,A019165,2021JJ00,105.0
833,A052918,A019165,2022JJ00,114.0
834,A052918,A019165,2023JJ00,133.0
835,A052918,A019165,2024JJ00,136.0
836,A052918,A044427,2021JJ00,0.0
837,A052918,A044427,2022JJ00,0.0
838,A052918,A044427,2023JJ00,0.0
839,A052918,A044427,2024JJ00,0.0
840,A052919,T001103,2021JJ00,1664.0
841,A052919,T001103,2022JJ00,2500.0
842,A052919,T001103,2023JJ00,3852.0
843,A052919,T001103,2024JJ00,4828.0
844,A052919,A019151,2021JJ00,1623.0
845,A052919,A019151,2022JJ00,2455.0
846,A052919,A019151,2023JJ00,3802.0
847,A052919,A019151,2024JJ00,4774.0
848,A052919,A019154,2021JJ00,0.0
849,A052919,A019154,2022JJ00,0.0
850,A052919,A019154,2023JJ00,0.0
851,A052919,A019154,2024JJ00,0.0
852,A052919,A019155,2021JJ00,
853,A052919,A019155,2022JJ00,
854,A052919,A019155,2023JJ00,
855,A052919,A019155,2024JJ00,
856,A052919,A019156,2021JJ00,0.0
857,A052919,A019156,2022JJ00,0.0
858,A052919,A019156,2023JJ00,0.0
859,A052919,A019156,2024JJ00,0.0
860,A052919,A019158,2021JJ00,0.0
861,A052919,A019158,2022JJ00,0.0
862,A052919,A019158,2023JJ00,0.0
863,A052919,A019158,2024JJ00,0.0
864,A052919,A019163,2021JJ00,26.0
865,A052919,A019163,2022JJ00,29.0
866,A052919,A019163,2023JJ00,30.0
867,A052919,A019163,2024JJ00,32.0
868,A052919,A019164,2021JJ00,26.0
869,A052919,A019164,2022JJ00,29.0
870,A052919,A019164,2023JJ00,30.0
871,A052919,A019164,2024JJ00,32.0
872,A052919,A019165,2021JJ00,0.0
873,A052919,A019165,2022JJ00,0.0
874,A052919,A019165,2023JJ00,0.0
875,A052919,A019165,2024JJ00,0.0
876,A052919,A044427,2021JJ00,15.0
877,A052919,A044427,2022JJ00,16.0
878,A052919,A044427,2023JJ00,20.0
879,A052919,A044427,2024JJ00,23.0
880,A052920,T001103,2021JJ00,3076.0
881,A052920,T001103,2022JJ00,3480.0
882,A052920,T001103,2023JJ00,3642.0
883,A052920,T001103,2024JJ00,4064.0
884,A052920,A019151,2021JJ00,2643.0
885,A052920,A019151,2022JJ00,3005.0
886,A052920,A019151,2023JJ00,3123.0
887,A052920,A019151,2024JJ00,3497.0
888,A052920,A019154,2021JJ00,0.0
889,A052920,A019154,2022JJ00,0.0
890,A052920,A019154,2023JJ00,0.0
891,A052920,A019154,2024JJ00,0.0
892,A052920,A019155,2021JJ00,
893,A052920,A019155,2022JJ00,
894,A052920,A019155,2023JJ00,
895,A052920,A019155,2024JJ00,
896,A052920,A019156,2021JJ00,0.0
897,A052920,A019156,2022JJ00,0.0
898,A052920,A019156,2023JJ00,0.0
899,A052920,A019156,2024JJ00,0.0
900,A052920,A019158,2021JJ00,0.0
901,A052920,A019158,2022JJ00,0.0
902,A052920,A019158,2023JJ00,0.0
903,A052920,A019158,2024JJ00,0.0
904,A052920,A019163,2021JJ00,273.0
905,A052920,A019163,2022JJ00,294.0
906,A052920,A019163,2023JJ00,328.0
907,A052920,A019163,2024JJ00,349.0
908,A052920,A019164,2021JJ00,273.0
909,A052920,A019164,2022JJ00,294.0
910,A052920,A019164,2023JJ00,328.0
911,A052920,A019164,2024JJ00,349.0
912,A052920,A019165,2021JJ00,0.0
913,A052920,A019165,2022JJ00,0.0
914,A052920,A019165,2023JJ00,0.0
915,A052920,A019165,2024JJ00,0.0
916,A052920,A044427,2021JJ00,160.0
917,A052920,A044427,2022JJ00,181.0
918,A052920,A044427,2023JJ00,191.0
919,A052920,A044427,2024JJ00,218.0
920,A052921,T001103,2021JJ00,5190.0
921,A052921,T001103,2022JJ00,5834.0
922,A052921,T001103,2023JJ00,6394.0
923,A052921,T001103,2024JJ00,7166.0
924,A052921,A019151,2021JJ00,5190.0
925,A052921,A019151,2022JJ00,5834.0
926,A052921,A019151,2023JJ00,6394.0
927,A052921,A019151,2024JJ00,7166.0
928,A052921,A019154,2021JJ00,0.0
929,A052921,A019154,2022JJ00,0.0
930,A052921,A019154,2023JJ00,0.0
931,A052921,A019154,2024JJ00,0.0
932,A052921,A019155,2021JJ00,
933,A052921,A019155,2022JJ00,
934,A052921,A019155,2023JJ00,
935,A052921,A019155,2024JJ00,
936,A052921,A019156,2021JJ00,0.0
937,A052921,A019156,2022JJ00,0.0
938,A052921,A019156,2023JJ00,0.0
939,A052921,A019156,2024JJ00,0.0
940,A052921,A019158,2021JJ00,0.0
941,A052921,A019158,2022JJ00,0.0
942,A052921,A019158,2023JJ00,0.0
943,A052921,A019158,2024JJ00,0.0
944,A052921,A019163,2021JJ00,0.0
945,A052921,A019163,2022JJ00,0.0
946,A052921,A019163,2023JJ00,0.0
947,A052921,A019163,2024JJ00,0.0
948,A052921,A019164,2021JJ00,0.0
949,A052921,A019164,2022JJ00,0.0
950,A052921,A019164,2023JJ00,0.0
951,A052921,A019164,2024JJ00,0.0
952,A052921,A019165,2021JJ00,0.0
953,A052921,A019165,2022JJ00,0.0
954,A052921,A019165,2023JJ00,0.0
955,A052921,A019165,2024JJ00,0.0
956,A052921,A044427,2021JJ00,0.0
957,A052921,A044427,2022JJ00,0.0
958,A052921,A044427,2023JJ00,0.0
959,A052921,A044427,2024JJ00,0.0
960,A052922,T001103,2021JJ00,5521.0
961,A052922,T001103,2022JJ00,6218.0
962,A052922,T001103,2023JJ00,6975.0
963,A052922,T001103,2024JJ00,7956.0
964,A052922,A019151,2021JJ00,4368.0
965,A052922,A019151,2022JJ00,4487.0
966,A052922,A019151,2023JJ00,4724.0
967,A052922,A019151,2024JJ00,5318.0
968,A052922,A019154,2021JJ00,0.0
969,A052922,A019154,2022JJ00,0.0
970,A052922,A019154,2023JJ00,0.0
971,A052922,A019154,2024JJ00,0.0
972,A052922,A019155,2021JJ00,
973,A052922,A019155,2022JJ00,
974,A052922,A019155,2023JJ00,
975,A052922,A019155,2024JJ00,
976,A052922,A019156,2021JJ00,0.0
977,A052922,A019156,2022JJ00,0.0
978,A052922,A019156,2023JJ00,0.0
979,A052922,A019156,2024JJ00,0.0
980,A052922,A019158,2021JJ00,0.0
981,A052922,A019158,2022JJ00,0.0
982,A052922,A019158,2023JJ00,0.0
983,A052922,A019158,2024JJ00,0.0
984,A052922,A019163,2021JJ00,1154.0
985,A052922,A019163,2022JJ00,1732.0
986,A052922,A019163,2023JJ00,2251.0
987,A052922,A019163,2024JJ00,2638.0
988,A052922,A019164,2021JJ00,1154.0
989,A052922,A019164,2022JJ00,1732.0
990,A052922,A019164,2023JJ00,2251.0
991,A052922,A019164,2024JJ00,2638.0
992,A052922,A019165,2021JJ00,0.0
993,A052922,A019165,2022JJ00,0.0
994,A052922,A019165,2023JJ00,0.0
995,A052922,A019165,2024JJ00,0.0
996,A052922,A044427,2021JJ00,0.0
997,A052922,A044427,2022JJ00,0.0
998,A052922,A044427,2023JJ00,0.0
999,A052922,A044427,2024JJ00,0.0
1000,A052923,T001103,2021JJ00,1500.0
1001,A052923,T001103,2022JJ00,1569.0
1002,A052923,T001103,2023JJ00,1661.0
1003,A052923,T001103,2024JJ00,1757.0
1004,A052923,A019151,2021JJ00,0.0
1005,A052923,A019151,2022JJ00,0.0
1006,A052923,A019151,2023JJ00,0.0
1007,A052923,A019151,2024JJ00,0.0
1008,A052923,A019154,2021JJ00,17.0
1009,A052923,A019154,2022JJ00,18.0
1010,A052923,A019154,2023JJ00,21.0
1011,A052923,A019154,2024JJ00,25.0
1012,A052923,A019155,2021JJ00,
1013,A052923,A019155,2022JJ00,
1014,A052923,A019155,2023JJ00,
1015,A052923,A019155,2024JJ00,
1016,A052923,A019156,2021JJ00,1483.0
1017,A052923,A019156,2022JJ00,1552.0
1018,A052923,A019156,2023JJ00,1640.0
1019,A052923,A019156,2024JJ00,1732.0
1020,A052923,A019158,2021JJ00,0.0
1021,A052923,A019158,2022JJ00,0.0
1022,A052923,A019158,2023JJ00,0.0
1023,A052923,A019158,2024JJ00,0.0
1024,A052923,A019163,2021JJ00,0.0
1025,A052923,A019163,2022JJ00,0.0
1026,A052923,A019163,2023JJ00,0.0
1027,A052923,A019163,2024JJ00,0.0
1028,A052923,A019164,2021JJ00,0.0
1029,A052923,A019164,2022JJ00,0.0
1030,A052923,A019164,2023JJ00,0.0
1031,A052923,A019164,2024JJ00,0.0
1032,A052923,A019165,2021JJ00,0.0
1033,A052923,A019165,2022JJ00,0.0
1034,A052923,A019165,2023JJ00,0.0
1035,A052923,A019165,2024JJ00,0.0
1036,A052923,A044427,2021JJ00,0.0
1037,A052923,A044427,2022JJ00,0.0
1038,A052923,A044427,2023JJ00,0.0
1039,A052923,A044427,2024JJ00,0.0
1040,A052924,T001103,2021JJ00,1428.0
1041,A052924,T001103,2022JJ00,1495.0
1042,A052924,T001103,2023JJ00,1601.0
1043,A052924,T001103,2024JJ00,1625.0
1044,A052924,A019151,2021JJ00,817.0
1045,A052924,A019151,2022JJ00,857.0
1046,A052924,A019151,2023JJ00,915.0
1047,A052924,A019151,2024JJ00,945.0
1048,A052924,A019154,2021JJ00,0.0
1049,A052924,A019154,2022JJ00,0.0
1050,A052924,A019154,2023JJ00,0.0
1051,A052924,A019154,2024JJ00,0.0
1052,A052924,A019155,2021JJ00,
1053,A052924,A019155,2022JJ00,
1054,A052924,A019155,2023JJ00,
1055,A052924,A019155,2024JJ00,
1056,A052924,A019156,2021JJ00,164.0
1057,A052924,A019156,2022JJ00,194.0
1058,A052924,A019156,2023JJ00,229.0
1059,A052924,A019156,2024JJ00,213.0
1060,A052924,A019158,2021JJ00,0.0
1061,A052924,A019158,2022JJ00,0.0
1062,A052924,A019158,2023JJ00,0.0
1063,A052924,A019158,2024JJ00,0.0
1064,A052924,A019163,2021JJ00,0.0
1065,A052924,A019163,2022JJ00,0.0
1066,A052924,A019163,2023JJ00,0.0
1067,A052924,A019163,2024JJ00,0.0
1068,A052924,A019164,2021JJ00,0.0
1069,A052924,A019164,2022JJ00,0.0
1070,A052924,A019164,2023JJ00,0.0
1071,A052924,A019164,2024JJ00,0.0
1072,A052924,A019165,2021JJ00,0.0
1073,A052924,A019165,2022JJ00,0.0
1074,A052924,A019165,2023JJ00,0.0
1075,A052924,A019165,2024JJ00,0.0
1076,A052924,A044427,2021JJ00,447.0
1077,A052924,A044427,2022JJ00,444.0
1078,A052924,A044427,2023JJ00,457.0
1079,A052924,A044427,2024JJ00,468.0
1080,A052925,T001103,2021JJ00,3677.0
1081,A052925,T001103,2022JJ00,3767.0
1082,A052925,T001103,2023JJ00,3873.0
1083,A052925,T001103,2024JJ00,4181.0
1084,A052925,A019151,2021JJ00,1915.0
1085,A052925,A019151,2022JJ00,1885.0
1086,A052925,A019151,2023JJ00,1947.0
1087,A052925,A019151,2024JJ00,2157.0
1088,A052925,A019154,2021JJ00,265.0
1089,A052925,A019154,2022JJ00,291.0
1090,A052925,A019154,2023JJ00,305.0
1091,A052925,A019154,2024JJ00,328.0
1092,A052925,A019155,2021JJ00,
1093,A052925,A019155,2022JJ00,
1094,A052925,A019155,2023JJ00,
1095,A052925,A019155,2024JJ00,
1096,A052925,A019156,2021JJ00,1035.0
1097,A052925,A019156,2022JJ00,1103.0
1098,A052925,A019156,2023JJ00,1130.0
1099,A052925,A019156,2024JJ00,1209.0
1100,A052925,A019158,2021JJ00,462.0
1101,A052925,A019158,2022JJ00,488.0
1102,A052925,A019158,2023JJ00,492.0
1103,A052925,A019158,2024JJ00,487.0
1104,A052925,A019163,2021JJ00,0.0
1105,A052925,A019163,2022JJ00,0.0
1106,A052925,A019163,2023JJ00,0.0
1107,A052925,A019163,2024JJ00,0.0
1108,A052925,A019164,2021JJ00,0.0
1109,A052925,A019164,2022JJ00,0.0
1110,A052925,A019164,2023JJ00,0.0
1111,A052925,A019164,2024JJ00,0.0
1112,A052925,A019165,2021JJ00,0.0
1113,A052925,A019165,2022JJ00,0.0
1114,A052925,A019165,2023JJ00,0.0
1115,A052925,A019165,2024JJ00,0.0
1116,A052925,A044427,2021JJ00,0.0
1117,A052925,A044427,2022JJ00,0.0
1118,A052925,A044427,2023JJ00,0.0
1119,A052925,A044427,2024JJ00,0.0
