ID,Geslacht,Leeftijden,TypeZorg,Stedelijkheid,Perioden,AantalInVerslagjaar_1,PercentageInVerslagjaar_2,TotaalUrenInVerslagjaar_3,GemiddeldPerPersoonInVerslagjaar_4,GemiddeldInBevolkingInVerslagjaar_5
2861,1,2, 2,0,2009JJ00,12625,1.38,788,62,0.86
2862,1,2, 2,0,2010JJ00,14535,1.55,922,63,0.99
2863,1,2, 2,1,2004JJ00,715,0.53,40,56,0.3
2864,1,2, 2,1,2005JJ00,645,0.48,30,47,0.23
2865,1,2, 2,1,2006JJ00,685,0.51,27,39,0.2
2866,1,2, 2,1,2007JJ00,790,0.64,33,41,0.26
2867,1,2, 2,1,2008JJ00,1145,0.91,61,53,0.48
2868,1,2, 2,1,2009JJ00,1645,1.19,99,60,0.71
2869,1,2, 2,1,2010JJ00,1910,1.35,130,68,0.92
2870,1,2, 2,2,2004JJ00,1065,0.56,65,61,0.34
2871,1,2, 2,2,2005JJ00,1080,0.55,65,60,0.33
2872,1,2, 2,2,2006JJ00,1250,0.62,51,41,0.25
2873,1,2, 2,2,2007JJ00,1930,0.84,80,41,0.34
2874,1,2, 2,2,2008JJ00,2735,1.13,132,48,0.55
2875,1,2, 2,2,2009JJ00,3165,1.3,173,55,0.71
2876,1,2, 2,2,2010JJ00,3595,1.46,203,56,0.83
2877,1,2, 2,3,2004JJ00,760,0.51,71,93,0.47
2878,1,2, 2,3,2005JJ00,810,0.53,58,72,0.38
2879,1,2, 2,3,2006JJ00,965,0.61,79,82,0.5
2880,1,2, 2,3,2007JJ00,1675,0.94,75,45,0.42
2881,1,2, 2,3,2008JJ00,2145,1.19,112,52,0.62
2882,1,2, 2,3,2009JJ00,2545,1.39,152,60,0.83
2883,1,2, 2,3,2010JJ00,3030,1.59,183,60,0.96
2884,1,2, 2,4,2004JJ00,805,0.5,93,115,0.57
2885,1,2, 2,4,2005JJ00,850,0.52,47,55,0.29
2886,1,2, 2,4,2006JJ00,1030,0.61,75,73,0.45
2887,1,2, 2,4,2007JJ00,1995,0.96,135,68,0.65
2888,1,2, 2,4,2008JJ00,2840,1.32,177,62,0.82
2889,1,2, 2,4,2009JJ00,3300,1.48,221,67,1.0
2890,1,2, 2,4,2010JJ00,3965,1.71,264,67,1.14
2891,1,2, 2,5,2004JJ00,820,0.48,116,142,0.68
2892,1,2, 2,5,2005JJ00,965,0.55,110,114,0.63
2893,1,2, 2,5,2006JJ00,1110,0.63,125,112,0.7
2894,1,2, 2,5,2007JJ00,1215,1.02,122,101,1.03
2895,1,2, 2,5,2008JJ00,1660,1.37,148,89,1.22
2896,1,2, 2,5,2009JJ00,1970,1.56,142,72,1.12
2897,1,2, 2,5,2010JJ00,2035,1.63,142,70,1.14
2898,1,2, 3,0,2004JJ00,14540,1.8,343,24,0.42
2899,1,2, 3,0,2005JJ00,11755,1.42,192,16,0.23
2900,1,2, 3,0,2006JJ00,11715,1.39,181,15,0.22
2901,1,2, 3,0,2007JJ00,10765,1.25,179,17,0.21
2902,1,2, 3,0,2008JJ00,9700,1.1,163,17,0.18
2903,1,2, 3,0,2009JJ00,8000,0.88,134,17,0.15
2904,1,2, 3,0,2010JJ00,7465,0.8,124,17,0.13
2905,1,2, 3,1,2004JJ00,1850,1.39,36,20,0.27
2906,1,2, 3,1,2005JJ00,1710,1.28,33,19,0.25
2907,1,2, 3,1,2006JJ00,1690,1.25,27,16,0.2
2908,1,2, 3,1,2007JJ00,1350,1.08,23,17,0.19
2909,1,2, 3,1,2008JJ00,1240,0.98,24,19,0.19
2910,1,2, 3,1,2009JJ00,1060,0.76,23,22,0.17
2911,1,2, 3,1,2010JJ00,910,0.64,19,21,0.13
2912,1,2, 3,2,2004JJ00,3265,1.7,63,19,0.33
2913,1,2, 3,2,2005JJ00,2810,1.42,44,16,0.23
2914,1,2, 3,2,2006JJ00,2880,1.42,43,15,0.21
2915,1,2, 3,2,2007JJ00,2830,1.23,45,16,0.19
2916,1,2, 3,2,2008JJ00,2640,1.09,41,15,0.17
2917,1,2, 3,2,2009JJ00,2175,0.9,34,15,0.14
2918,1,2, 3,2,2010JJ00,2065,0.84,31,15,0.13
2919,1,2, 3,3,2004JJ00,2690,1.8,69,26,0.46
2920,1,2, 3,3,2005JJ00,2225,1.44,36,16,0.24
2921,1,2, 3,3,2006JJ00,2205,1.4,32,15,0.21
2922,1,2, 3,3,2007JJ00,2195,1.23,41,19,0.23
2923,1,2, 3,3,2008JJ00,1975,1.1,35,18,0.19
2924,1,2, 3,3,2009JJ00,1530,0.84,24,16,0.13
2925,1,2, 3,3,2010JJ00,1415,0.74,22,16,0.12
2926,1,2, 3,4,2004JJ00,3250,2.01,78,24,0.48
2927,1,2, 3,4,2005JJ00,2410,1.47,37,15,0.23
2928,1,2, 3,4,2006JJ00,2395,1.42,38,16,0.22
2929,1,2, 3,4,2007JJ00,2690,1.3,44,16,0.21
2930,1,2, 3,4,2008JJ00,2375,1.1,41,17,0.19
2931,1,2, 3,4,2009JJ00,2015,0.91,32,16,0.14
2932,1,2, 3,4,2010JJ00,1875,0.81,30,16,0.13
2933,1,2, 3,5,2004JJ00,3485,2.04,96,28,0.56
2934,1,2, 3,5,2005JJ00,2600,1.48,41,16,0.24
2935,1,2, 3,5,2006JJ00,2545,1.44,41,16,0.23
2936,1,2, 3,5,2007JJ00,1705,1.43,26,15,0.22
2937,1,2, 3,5,2008JJ00,1470,1.21,23,16,0.19
2938,1,2, 3,5,2009JJ00,1220,0.96,21,17,0.16
2939,1,2, 3,5,2010JJ00,1195,0.96,21,18,0.17
2940,1,2, 4,0,2004JJ00,9625,1.19,1326,138,1.64
2941,1,2, 4,0,2005JJ00,4885,0.59,726,149,0.88
2942,1,2, 4,0,2006JJ00,3785,0.45,606,160,0.72
2943,1,2, 4,0,2007JJ00,3730,0.43,665,178,0.77
2944,1,2, 4,0,2008JJ00,5005,0.57,1021,204,1.15
2945,1,2, 4,0,2009JJ00,6195,0.68,1384,223,1.52
2946,1,2, 4,0,2010JJ00,6835,0.73,1638,240,1.75
2947,1,2, 4,1,2004JJ00,2220,1.66,293,132,2.2
2948,1,2, 4,1,2005JJ00,980,0.73,131,134,0.98
2949,1,2, 4,1,2006JJ00,720,0.53,108,149,0.8
2950,1,2, 4,1,2007JJ00,515,0.41,84,163,0.67
2951,1,2, 4,1,2008JJ00,745,0.59,153,205,1.21
2952,1,2, 4,1,2009JJ00,1095,0.79,242,221,1.74
2953,1,2, 4,1,2010JJ00,1225,0.86,310,253,2.18
2954,1,2, 4,2,2004JJ00,2395,1.25,317,132,1.66
2955,1,2, 4,2,2005JJ00,1285,0.65,188,146,0.95
2956,1,2, 4,2,2006JJ00,1020,0.51,165,161,0.81
2957,1,2, 4,2,2007JJ00,1105,0.48,186,168,0.81
2958,1,2, 4,2,2008JJ00,1405,0.58,270,192,1.12
2959,1,2, 4,2,2009JJ00,1665,0.69,351,211,1.45
2960,1,2, 4,2,2010JJ00,1895,0.77,429,226,1.75
2961,1,2, 4,3,2004JJ00,1625,1.09,219,135,1.46
2962,1,2, 4,3,2005JJ00,865,0.56,136,157,0.89
2963,1,2, 4,3,2006JJ00,660,0.42,102,155,0.65
2964,1,2, 4,3,2007JJ00,745,0.42,142,190,0.8
2965,1,2, 4,3,2008JJ00,1050,0.58,215,205,1.2
2966,1,2, 4,3,2009JJ00,1205,0.66,271,225,1.48
2967,1,2, 4,3,2010JJ00,1310,0.69,307,234,1.61
2968,1,2, 4,4,2004JJ00,1710,1.06,241,141,1.49
2969,1,2, 4,4,2005JJ00,890,0.54,136,153,0.83
2970,1,2, 4,4,2006JJ00,705,0.42,112,158,0.66
2971,1,2, 4,4,2007JJ00,895,0.43,165,185,0.8
2972,1,2, 4,4,2008JJ00,1160,0.54,249,215,1.15
2973,1,2, 4,4,2009JJ00,1435,0.64,332,232,1.49
2974,1,2, 4,4,2010JJ00,1560,0.67,383,246,1.65
2975,1,2, 4,5,2004JJ00,1675,0.98,257,153,1.5
2976,1,2, 4,5,2005JJ00,865,0.49,134,155,0.76
2977,1,2, 4,5,2006JJ00,680,0.38,120,177,0.68
2978,1,2, 4,5,2007JJ00,470,0.39,88,187,0.74
2979,1,2, 4,5,2008JJ00,650,0.53,134,207,1.11
2980,1,2, 4,5,2009JJ00,800,0.63,188,236,1.49
2981,1,2, 4,5,2010JJ00,845,0.68,209,247,1.68
2982,1,2, 5,0,2004JJ00,2185,0.27,245,112,0.3
2983,1,2, 5,0,2005JJ00,2515,0.3,297,118,0.36
2984,1,2, 5,0,2006JJ00,2750,0.33,336,122,0.4
2985,1,2, 5,0,2007JJ00,2040,0.24,286,140,0.33
2986,1,2, 5,0,2008JJ00,1420,0.16,201,142,0.23
2987,1,2, 5,0,2009JJ00,1105,0.12,167,151,0.18
2988,1,2, 5,0,2010JJ00,935,0.1,141,150,0.15
2989,1,2, 5,1,2004JJ00,350,0.26,35,100,0.26
2990,1,2, 5,1,2005JJ00,560,0.42,63,112,0.47
2991,1,2, 5,1,2006JJ00,620,0.46,71,115,0.53
2992,1,2, 5,1,2007JJ00,415,0.33,53,128,0.43
2993,1,2, 5,1,2008JJ00,260,0.21,33,125,0.26
2994,1,2, 5,1,2009JJ00,235,0.17,32,136,0.23
2995,1,2, 5,1,2010JJ00,205,0.14,32,157,0.22
2996,1,2, 5,2,2004JJ00,595,0.31,65,108,0.34
2997,1,2, 5,2,2005JJ00,650,0.33,77,118,0.39
2998,1,2, 5,2,2006JJ00,710,0.35,86,121,0.42
2999,1,2, 5,2,2007JJ00,560,0.24,73,131,0.32
3000,1,2, 5,2,2008JJ00,405,0.17,54,134,0.23
3001,1,2, 5,2,2009JJ00,295,0.12,43,145,0.18
3002,1,2, 5,2,2010JJ00,250,0.1,36,146,0.15
3003,1,2, 5,3,2004JJ00,400,0.27,41,103,0.28
3004,1,2, 5,3,2005JJ00,450,0.29,51,114,0.33
3005,1,2, 5,3,2006JJ00,485,0.31,57,118,0.36
3006,1,2, 5,3,2007JJ00,385,0.22,58,150,0.32
3007,1,2, 5,3,2008JJ00,265,0.15,38,145,0.21
3008,1,2, 5,3,2009JJ00,195,0.11,30,155,0.16
3009,1,2, 5,3,2010JJ00,165,0.09,24,145,0.12
3010,1,2, 5,4,2004JJ00,450,0.28,56,124,0.35
3011,1,2, 5,4,2005JJ00,425,0.26,52,122,0.32
3012,1,2, 5,4,2006JJ00,490,0.29,64,130,0.38
3013,1,2, 5,4,2007JJ00,430,0.21,65,151,0.31
3014,1,2, 5,4,2008JJ00,315,0.15,49,156,0.23
3015,1,2, 5,4,2009JJ00,250,0.11,41,163,0.18
3016,1,2, 5,4,2010JJ00,225,0.1,34,150,0.15
3017,1,2, 5,5,2004JJ00,385,0.23,49,126,0.28
3018,1,2, 5,5,2005JJ00,425,0.24,55,128,0.31
3019,1,2, 5,5,2006JJ00,445,0.25,58,130,0.33
3020,1,2, 5,5,2007JJ00,250,0.21,37,148,0.31
3021,1,2, 5,5,2008JJ00,175,0.14,27,152,0.22
3022,1,2, 5,5,2009JJ00,135,0.11,22,164,0.17
3023,1,2, 5,5,2010JJ00,95,0.08,15,156,0.12
3024,1,2, 6,0,2004JJ00,11245,1.39,1158,103,1.43
3025,1,2, 6,0,2005JJ00,13045,1.58,1130,87,1.37
3026,1,2, 6,0,2006JJ00,13270,1.58,1217,92,1.45
3027,1,2, 6,0,2007JJ00,14675,1.71,1451,99,1.69
3028,1,2, 6,0,2008JJ00,14355,1.62,1460,102,1.65
3029,1,2, 6,0,2009JJ00,13450,1.47,1379,103,1.51
3030,1,2, 6,0,2010JJ00,13140,1.41,1365,104,1.46
3031,1,2, 6,1,2004JJ00,1900,1.42,174,92,1.3
3032,1,2, 6,1,2005JJ00,1905,1.42,171,90,1.28
3033,1,2, 6,1,2006JJ00,1895,1.4,177,93,1.31
3034,1,2, 6,1,2007JJ00,1970,1.58,192,97,1.54
3035,1,2, 6,1,2008JJ00,1855,1.47,200,108,1.59
3036,1,2, 6,1,2009JJ00,1715,1.24,193,113,1.39
3037,1,2, 6,1,2010JJ00,1700,1.2,192,113,1.35
3038,1,2, 6,2,2004JJ00,2740,1.43,267,97,1.39
3039,1,2, 6,2,2005JJ00,3040,1.54,239,79,1.21
3040,1,2, 6,2,2006JJ00,3055,1.51,272,89,1.35
3041,1,2, 6,2,2007JJ00,3785,1.64,343,91,1.49
3042,1,2, 6,2,2008JJ00,3890,1.61,373,96,1.55
3043,1,2, 6,2,2009JJ00,3590,1.48,337,94,1.39
3044,1,2, 6,2,2010JJ00,3370,1.37,336,100,1.37
3045,1,2, 6,3,2004JJ00,1965,1.32,199,101,1.33
3046,1,2, 6,3,2005JJ00,2335,1.52,194,83,1.26
3047,1,2, 6,3,2006JJ00,2430,1.54,208,86,1.32
3048,1,2, 6,3,2007JJ00,2850,1.6,299,105,1.68
3049,1,2, 6,3,2008JJ00,2765,1.54,288,104,1.6
3050,1,2, 6,3,2009JJ00,2620,1.43,281,107,1.54
3051,1,2, 6,3,2010JJ00,2585,1.36,267,103,1.4
3052,1,2, 6,4,2004JJ00,2205,1.37,232,105,1.44
3053,1,2, 6,4,2005JJ00,2690,1.64,239,89,1.46
3054,1,2, 6,4,2006JJ00,2735,1.62,260,95,1.55
3055,1,2, 6,4,2007JJ00,3795,1.83,374,99,1.81
3056,1,2, 6,4,2008JJ00,3680,1.7,371,101,1.72
3057,1,2, 6,4,2009JJ00,3430,1.54,354,103,1.59
3058,1,2, 6,4,2010JJ00,3485,1.5,366,105,1.58
3059,1,2, 6,5,2004JJ00,2430,1.42,286,117,1.67
3060,1,2, 6,5,2005JJ00,3075,1.75,286,93,1.63
3061,1,2, 6,5,2006JJ00,3160,1.78,300,95,1.69
3062,1,2, 6,5,2007JJ00,2270,1.91,243,107,2.04
3063,1,2, 6,5,2008JJ00,2165,1.78,227,105,1.87
3064,1,2, 6,5,2009JJ00,2085,1.65,214,103,1.69
3065,1,2, 6,5,2010JJ00,1995,1.6,204,102,1.64
3066,1,2, 7,0,2004JJ00,10690,1.32,2677,250,3.32
3067,1,2, 7,0,2005JJ00,11230,1.36,2863,255,3.47
3068,1,2, 7,0,2006JJ00,11065,1.32,3029,274,3.6
3069,1,2, 7,0,2007JJ00,8725,1.01,2536,291,2.95
3070,1,2, 7,0,2008JJ00,7345,0.83,2203,300,2.49
3071,1,2, 7,0,2009JJ00,6105,0.67,1938,317,2.12
3072,1,2, 7,0,2010JJ00,5535,0.59,1784,322,1.91
3073,1,2, 7,1,2004JJ00,2395,1.8,596,249,4.47
3074,1,2, 7,1,2005JJ00,2285,1.71,609,267,4.55
3075,1,2, 7,1,2006JJ00,2240,1.66,636,284,4.71
3076,1,2, 7,1,2007JJ00,1710,1.37,513,301,4.12
3077,1,2, 7,1,2008JJ00,1335,1.06,426,319,3.37
3078,1,2, 7,1,2009JJ00,1070,0.77,347,324,2.5
3079,1,2, 7,1,2010JJ00,1010,0.71,343,340,2.41
3080,1,2, 7,2,2004JJ00,2750,1.44,650,236,3.4
3081,1,2, 7,2,2005JJ00,2810,1.42,680,242,3.44
3082,1,2, 7,2,2006JJ00,2815,1.39,742,264,3.67
3083,1,2, 7,2,2007JJ00,2465,1.07,672,273,2.91
3084,1,2, 7,2,2008JJ00,2180,0.9,615,282,2.55
3085,1,2, 7,2,2009JJ00,1785,0.74,534,299,2.2
3086,1,2, 7,2,2010JJ00,1565,0.64,478,306,1.95
3087,1,2, 7,3,2004JJ00,1870,1.25,486,259,3.25
3088,1,2, 7,3,2005JJ00,1980,1.29,515,260,3.35
3089,1,2, 7,3,2006JJ00,2010,1.27,552,275,3.5
3090,1,2, 7,3,2007JJ00,1570,0.88,452,288,2.54
3091,1,2, 7,3,2008JJ00,1295,0.72,397,307,2.21
3092,1,2, 7,3,2009JJ00,1135,0.62,368,323,2.01
3093,1,2, 7,3,2010JJ00,1075,0.56,355,331,1.86
3094,1,2, 7,4,2004JJ00,1825,1.13,482,264,2.99
3095,1,2, 7,4,2005JJ00,2045,1.25,521,255,3.18
3096,1,2, 7,4,2006JJ00,2040,1.21,561,275,3.33
3097,1,2, 7,4,2007JJ00,1925,0.93,559,290,2.7
3098,1,2, 7,4,2008JJ00,1630,0.75,477,293,2.21
3099,1,2, 7,4,2009JJ00,1305,0.59,437,335,1.97
3100,1,2, 7,4,2010JJ00,1210,0.52,393,324,1.69
3101,1,2, 7,5,2004JJ00,1845,1.08,463,251,2.7
3102,1,2, 7,5,2005JJ00,2115,1.2,537,254,3.06
3103,1,2, 7,5,2006JJ00,1960,1.11,538,274,3.04
3104,1,2, 7,5,2007JJ00,1050,0.88,339,322,2.85
3105,1,2, 7,5,2008JJ00,905,0.75,287,317,2.37
3106,1,2, 7,5,2009JJ00,810,0.64,252,311,1.99
3107,1,2, 7,5,2010JJ00,675,0.54,216,318,1.73
3108,1,2, 8,0,2004JJ00,35890,4.45,2983,83,3.7
3109,1,2, 8,0,2005JJ00,36275,4.4,3706,102,4.49
3110,1,2, 8,0,2006JJ00,36380,4.33,3925,108,4.67
3111,1,2, 8,0,2007JJ00,33450,3.89,3799,114,4.42
3112,1,2, 8,0,2008JJ00,33235,3.76,3841,116,4.34
3113,1,2, 8,0,2009JJ00,33220,3.64,4036,122,4.42
3114,1,2, 8,0,2010JJ00,33265,3.56,4131,124,4.42
3115,1,2, 8,1,2004JJ00,7285,5.46,589,81,4.42
3116,1,2, 8,1,2005JJ00,7265,5.43,738,102,5.51
3117,1,2, 8,1,2006JJ00,7350,5.45,772,105,5.72
3118,1,2, 8,1,2007JJ00,5865,4.71,634,108,5.1
3119,1,2, 8,1,2008JJ00,5645,4.47,619,110,4.9
3120,1,2, 8,1,2009JJ00,6175,4.45,685,111,4.94
3121,1,2, 8,1,2010JJ00,6260,4.41,731,117,5.15
3122,1,2, 8,2,2004JJ00,9475,4.95,752,79,3.93
3123,1,2, 8,2,2005JJ00,9505,4.81,939,99,4.75
3124,1,2, 8,2,2006JJ00,9590,4.74,996,104,4.92
3125,1,2, 8,2,2007JJ00,9615,4.16,1035,108,4.48
3126,1,2, 8,2,2008JJ00,9735,4.03,1069,110,4.43
3127,1,2, 8,2,2009JJ00,9380,3.87,1094,117,4.51
3128,1,2, 8,2,2010JJ00,9450,3.85,1135,120,4.62
3129,1,2, 8,3,2004JJ00,6390,4.28,519,81,3.47
3130,1,2, 8,3,2005JJ00,6510,4.23,638,98,4.15
3131,1,2, 8,3,2006JJ00,6535,4.14,685,105,4.34
3132,1,2, 8,3,2007JJ00,6495,3.65,740,114,4.15
3133,1,2, 8,3,2008JJ00,6385,3.55,745,117,4.15
3134,1,2, 8,3,2009JJ00,6280,3.43,768,122,4.2
3135,1,2, 8,3,2010JJ00,6355,3.33,796,125,4.17
3136,1,2, 8,4,2004JJ00,6400,3.96,552,86,3.42
3137,1,2, 8,4,2005JJ00,6475,3.95,675,104,4.12
3138,1,2, 8,4,2006JJ00,6470,3.84,719,111,4.27
3139,1,2, 8,4,2007JJ00,7315,3.53,879,120,4.25
3140,1,2, 8,4,2008JJ00,7315,3.39,897,123,4.15
3141,1,2, 8,4,2009JJ00,7215,3.24,950,132,4.27
3142,1,2, 8,4,2010JJ00,7255,3.13,952,131,4.1
3143,1,2, 8,5,2004JJ00,6345,3.7,570,90,3.33
3144,1,2, 8,5,2005JJ00,6525,3.71,716,110,4.08
3145,1,2, 8,5,2006JJ00,6435,3.63,753,117,4.25
3146,1,2, 8,5,2007JJ00,4165,3.5,511,123,4.29
3147,1,2, 8,5,2008JJ00,4155,3.42,511,123,4.21
3148,1,2, 8,5,2009JJ00,4165,3.29,539,129,4.26
3149,1,2, 8,5,2010JJ00,3940,3.16,517,131,4.15
3150,1,2, 9,0,2004JJ00,35725,4.43,2794,78,3.46
3151,1,2, 9,0,2005JJ00,33515,4.06,2312,69,2.8
3152,1,2, 9,0,2006JJ00,33160,3.95,2485,75,2.96
3153,1,2, 9,0,2007JJ00,34735,4.04,2611,75,3.04
3154,1,2, 9,0,2008JJ00,37235,4.21,2985,80,3.37
3155,1,2, 9,0,2009JJ00,38375,4.2,3194,83,3.5
3156,1,2, 9,0,2010JJ00,40045,4.28,3398,85,3.63
3157,1,2, 9,1,2004JJ00,7225,5.42,520,72,3.9
3158,1,2, 9,1,2005JJ00,5810,4.34,398,68,2.97
3159,1,2, 9,1,2006JJ00,5540,4.11,411,74,3.04
3160,1,2, 9,1,2007JJ00,4985,4.0,385,77,3.09
3161,1,2, 9,1,2008JJ00,5085,4.02,447,88,3.54
3162,1,2, 9,1,2009JJ00,5530,3.98,499,90,3.6
3163,1,2, 9,1,2010JJ00,5845,4.11,574,98,4.04
3164,1,2, 9,2,2004JJ00,8955,4.68,630,70,3.29
3165,1,2, 9,2,2005JJ00,8220,4.16,523,64,2.65
3166,1,2, 9,2,2006JJ00,8140,4.02,562,69,2.78
3167,1,2, 9,2,2007JJ00,9290,4.02,625,67,2.7
3168,1,2, 9,2,2008JJ00,10210,4.23,755,74,3.13
3169,1,2, 9,2,2009JJ00,10200,4.21,784,77,3.23
3170,1,2, 9,2,2010JJ00,10425,4.24,835,80,3.4
3171,1,2, 9,3,2004JJ00,6225,4.17,498,80,3.33
3172,1,2, 9,3,2005JJ00,5990,3.89,429,72,2.79
3173,1,2, 9,3,2006JJ00,6060,3.84,463,76,2.93
3174,1,2, 9,3,2007JJ00,6840,3.84,499,73,2.8
3175,1,2, 9,3,2008JJ00,7255,4.04,564,78,3.14
3176,1,2, 9,3,2009JJ00,7505,4.1,631,84,3.45
3177,1,2, 9,3,2010JJ00,8000,4.2,663,83,3.48
3178,1,2, 9,4,2004JJ00,6545,4.05,529,81,3.27
3179,1,2, 9,4,2005JJ00,6480,3.95,435,67,2.65
3180,1,2, 9,4,2006JJ00,6510,3.87,493,76,2.93
3181,1,2, 9,4,2007JJ00,8610,4.16,651,76,3.14
3182,1,2, 9,4,2008JJ00,9305,4.31,735,79,3.4
3183,1,2, 9,4,2009JJ00,9470,4.26,801,85,3.6
3184,1,2, 9,4,2010JJ00,10225,4.4,855,84,3.68
3185,1,2, 9,5,2004JJ00,6775,3.95,617,91,3.6
3186,1,2, 9,5,2005JJ00,7020,3.99,527,75,3.0
3187,1,2, 9,5,2006JJ00,6910,3.9,557,81,3.14
3188,1,2, 9,5,2007JJ00,5005,4.21,451,90,3.79
3189,1,2, 9,5,2008JJ00,5380,4.43,484,90,3.99
3190,1,2, 9,5,2009JJ00,5665,4.48,478,84,3.78
3191,1,2, 9,5,2010JJ00,5550,4.46,472,85,3.79
3192,1,2,10,0,2004JJ00,38655,4.79,1649,43,2.04
3193,1,2,10,0,2005JJ00,38550,4.67,1389,36,1.68
3194,1,2,10,0,2006JJ00,38795,4.62,1367,35,1.63
3195,1,2,10,0,2007JJ00,36205,4.21,1245,34,1.45
3196,1,2,10,0,2008JJ00,32820,3.71,1016,31,1.15
3197,1,2,10,0,2009JJ00,28660,3.14,864,30,0.95
3198,1,2,10,0,2010JJ00,27075,2.9,816,30,0.87
3199,1,2,10,1,2004JJ00,6495,4.87,278,43,2.08
3200,1,2,10,1,2005JJ00,6460,4.83,263,41,1.96
3201,1,2,10,1,2006JJ00,6445,4.78,259,40,1.92
3202,1,2,10,1,2007JJ00,5445,4.37,218,40,1.75
3203,1,2,10,1,2008JJ00,4690,3.71,175,37,1.38
3204,1,2,10,1,2009JJ00,4080,2.94,146,36,1.05
3205,1,2,10,1,2010JJ00,3820,2.69,137,36,0.97
3206,1,2,10,2,2004JJ00,9355,4.88,379,41,1.98
3207,1,2,10,2,2005JJ00,9310,4.71,317,34,1.6
3208,1,2,10,2,2006JJ00,9460,4.68,323,34,1.6
3209,1,2,10,2,2007JJ00,9640,4.17,311,32,1.35
3210,1,2,10,2,2008JJ00,9115,3.78,265,29,1.1
3211,1,2,10,2,2009JJ00,7845,3.23,219,28,0.9
3212,1,2,10,2,2010JJ00,7250,2.95,204,28,0.83
3213,1,2,10,3,2004JJ00,6930,4.64,303,44,2.03
3214,1,2,10,3,2005JJ00,6985,4.54,254,36,1.65
3215,1,2,10,3,2006JJ00,7125,4.52,241,34,1.53
3216,1,2,10,3,2007JJ00,7000,3.93,247,35,1.39
3217,1,2,10,3,2008JJ00,6295,3.5,200,32,1.11
3218,1,2,10,3,2009JJ00,5485,3.0,169,31,0.92
3219,1,2,10,3,2010JJ00,5235,2.75,158,30,0.83
3220,1,2,10,4,2004JJ00,7730,4.79,344,45,2.13
3221,1,2,10,4,2005JJ00,7575,4.62,264,35,1.61
3222,1,2,10,4,2006JJ00,7655,4.55,267,35,1.59
3223,1,2,10,4,2007JJ00,8840,4.27,291,33,1.4
3224,1,2,10,4,2008JJ00,7995,3.7,233,29,1.08
3225,1,2,10,4,2009JJ00,7005,3.15,204,29,0.92
3226,1,2,10,4,2010JJ00,6800,2.93,203,30,0.87
3227,1,2,10,5,2004JJ00,8150,4.76,346,42,2.02
3228,1,2,10,5,2005JJ00,8220,4.68,291,35,1.65
3229,1,2,10,5,2006JJ00,8110,4.58,276,34,1.56
3230,1,2,10,5,2007JJ00,5280,4.44,179,34,1.5
3231,1,2,10,5,2008JJ00,4715,3.89,143,30,1.18
3232,1,2,10,5,2009JJ00,4250,3.36,126,30,1.0
3233,1,2,10,5,2010JJ00,3965,3.18,115,29,0.92
3234,1,3, 0,0,2004JJ00,62385,30.13,10112,162,48.83
3235,1,3, 0,0,2005JJ00,64420,30.14,10315,160,48.25
3236,1,3, 0,0,2006JJ00,67880,30.77,10897,161,49.4
3237,1,3, 0,0,2007JJ00,69960,30.73,11107,159,48.78
3238,1,3, 0,0,2008JJ00,72520,30.66,11336,156,47.93
3239,1,3, 0,0,2009JJ00,75095,30.64,11930,159,48.69
3240,1,3, 0,0,2010JJ00,78155,30.56,12548,161,49.07
3241,1,3, 0,1,2004JJ00,12500,29.58,1840,147,43.56
3242,1,3, 0,1,2005JJ00,12435,29.24,1837,148,43.19
3243,1,3, 0,1,2006JJ00,12905,29.99,1910,148,44.39
3244,1,3, 0,1,2007JJ00,11820,29.72,1773,150,44.59
3245,1,3, 0,1,2008JJ00,11780,29.22,1741,148,43.18
3246,1,3, 0,1,2009JJ00,12455,28.89,1826,147,42.36
3247,1,3, 0,1,2010JJ00,12685,28.42,1938,153,43.41
3248,1,3, 0,2,2004JJ00,16200,30.65,2472,153,46.77
3249,1,3, 0,2,2005JJ00,17010,30.53,2587,152,46.43
3250,1,3, 0,2,2006JJ00,18075,30.98,2750,152,47.13
3251,1,3, 0,2,2007JJ00,19625,30.48,2815,143,43.73
3252,1,3, 0,2,2008JJ00,20625,30.55,2938,142,43.52
3253,1,3, 0,2,2009JJ00,20975,30.54,3069,146,44.69
3254,1,3, 0,2,2010JJ00,21570,30.51,3223,149,45.58
3255,1,3, 0,3,2004JJ00,10645,29.97,1722,162,48.49
3256,1,3, 0,3,2005JJ00,11155,29.88,1756,157,47.04
3257,1,3, 0,3,2006JJ00,11915,30.36,1824,153,46.47
3258,1,3, 0,3,2007JJ00,13500,29.73,2180,161,47.99
3259,1,3, 0,3,2008JJ00,14035,29.99,2200,157,47.02
3260,1,3, 0,3,2009JJ00,14430,30.25,2311,160,48.45
3261,1,3, 0,3,2010JJ00,15305,30.08,2481,162,48.77
3262,1,3, 0,4,2004JJ00,11000,29.01,1841,167,48.55
3263,1,3, 0,4,2005JJ00,11390,29.55,1849,162,47.97
3264,1,3, 0,4,2006JJ00,12245,30.6,2069,169,51.71
3265,1,3, 0,4,2007JJ00,15360,31.25,2503,163,50.9
3266,1,3, 0,4,2008JJ00,16245,31.12,2649,163,50.75
3267,1,3, 0,4,2009JJ00,16955,31.13,2821,166,51.8
3268,1,3, 0,4,2010JJ00,18125,31.22,3016,166,51.95
