ID,RegioS,Perioden,JongerenMetJeugdhulpInNatura_1,JongerenMetJeugdhMetVerblInNat_2,JongerenMetJeugdbescherming_3,JeugdbeschEnJeugdhMetVerblInNat_4,JongerenMetJeugdreclassering_5
2236,GM0899 ,2019HJ01,13.8,14.6,1.6,50.0,0.5
2237,GM0899 ,2019HJ02,14.2,15.7,1.5,54.7,0.5
2238,GM0899 ,2019JJ00,16.0,14.6,1.7,47.9,0.7
2239,GM0899 ,2020HJ01,13.4,17.0,1.7,46.1,0.5
2240,GM0899 ,2020HJ02,13.8,17.5,1.8,57.7,0.7
2241,GM0899 ,2020JJ00,15.7,17.6,2.1,55.6,0.7
2242,GM0312 ,2015KW01,6.5,6.3,0.6,40.0,
2243,GM0312 ,2015HJ01,7.6,5.4,0.6,40.0,
2244,GM0312 ,2015HJ02,7.6,7.4,0.5,52.9,
2245,GM0312 ,2015JJ00,9.0,6.3,0.6,45.0,
2246,GM0312 ,2016HJ01,7.3,8.4,0.6,52.6,
2247,GM0312 ,2016HJ02,7.8,8.1,0.5,66.7,
2248,GM0312 ,2016JJ00,9.0,6.9,0.6,52.6,
2249,GM0312 ,2017HJ01,7.2,6.2,0.3,,
2250,GM0312 ,2017HJ02,7.5,6.0,0.5,62.5,
2251,GM0312 ,2017JJ00,8.9,6.8,0.5,62.5,
2252,GM0312 ,2018HJ01,7.3,8.1,0.4,66.7,
2253,GM0312 ,2018HJ02,7.8,7.7,0.6,55.6,
2254,GM0312 ,2018JJ00,9.0,6.6,0.6,55.6,
2255,GM0312 ,2019HJ01,7.5,8.0,0.6,52.6,
2256,GM0312 ,2019HJ02,7.7,7.9,0.6,52.6,
2257,GM0312 ,2019JJ00,9.0,8.3,0.6,47.6,
2258,GM0312 ,2020HJ01,7.5,6.0,0.5,58.8,
2259,GM0312 ,2020HJ02,6.5,9.3,0.5,62.5,
2260,GM0312 ,2020JJ00,8.9,6.8,0.6,55.6,
2261,GM0313 ,2015KW01,5.3,7.9,0.3,47.1,
2262,GM0313 ,2015HJ01,6.5,6.2,0.3,47.1,
2263,GM0313 ,2015HJ02,6.9,5.8,0.4,42.1,
2264,GM0313 ,2015JJ00,8.3,5.5,0.4,47.4,
2265,GM0313 ,2016HJ01,8.9,7.8,0.3,58.8,
2266,GM0313 ,2016HJ02,9.9,9.0,0.4,71.4,
2267,GM0313 ,2016JJ00,11.2,8.8,0.5,87.0,
2268,GM0313 ,2017HJ01,9.0,6.6,0.4,71.4,
2269,GM0313 ,2017HJ02,10.1,5.9,0.6,53.6,
2270,GM0313 ,2017JJ00,11.8,5.1,0.6,53.6,
2271,GM0313 ,2018HJ01,11.8,5.0,0.6,48.4,
2272,GM0313 ,2018HJ02,13.5,5.1,0.8,39.5,
2273,GM0313 ,2018JJ00,14.6,4.7,0.8,51.3,
2274,GM0313 ,2019HJ01,10.4,6.7,0.9,45.5,
2275,GM0313 ,2019HJ02,10.9,5.4,0.9,44.4,
2276,GM0313 ,2019JJ00,12.5,6.4,1.0,48.1,
2277,GM0313 ,2020HJ01,9.1,8.6,0.8,47.6,
2278,GM0313 ,2020HJ02,9.3,8.5,0.9,42.6,
2279,GM0313 ,2020JJ00,11.4,7.8,1.0,52.1,
2280,GM0214 ,2015KW01,5.7,15.1,0.9,63.5,
2281,GM0214 ,2015HJ01,6.8,12.9,1.0,63.0,
2282,GM0214 ,2015HJ02,7.8,10.6,0.8,66.0,0.2
2283,GM0214 ,2015JJ00,8.8,10.2,1.0,60.7,
2284,GM0214 ,2016HJ01,8.2,12.2,0.8,69.8,0.3
2285,GM0214 ,2016HJ02,9.0,10.1,0.7,61.0,0.3
2286,GM0214 ,2016JJ00,10.0,10.0,0.8,56.8,0.3
2287,GM0214 ,2017HJ01,7.6,10.9,0.7,62.5,0.3
2288,GM0214 ,2017HJ02,8.6,8.5,0.8,44.4,
2289,GM0214 ,2017JJ00,9.7,8.5,0.8,53.2,0.3
2290,GM0214 ,2018HJ01,9.3,10.1,1.1,51.7,
2291,GM0214 ,2018HJ02,10.1,10.2,1.1,51.7,
2292,GM0214 ,2018JJ00,11.1,10.2,1.2,55.6,
2293,GM0214 ,2019HJ01,9.2,8.2,0.9,43.5,
2294,GM0214 ,2019HJ02,10.0,6.7,1.0,39.2,
2295,GM0214 ,2019JJ00,11.1,6.9,1.0,35.7,
2296,GM0214 ,2020HJ01,9.7,10.0,1.2,48.4,
2297,GM0214 ,2020HJ02,9.8,9.9,1.2,43.1,
2298,GM0214 ,2020JJ00,11.3,8.5,1.3,38.5,
2299,GM0381 ,2015KW01,5.1,8.2,0.6,45.2,
2300,GM0381 ,2015HJ01,6.1,8.2,0.6,44.7,
2301,GM0381 ,2015HJ02,6.5,7.6,0.7,44.0,
2302,GM0381 ,2015JJ00,7.7,8.0,0.8,43.3,
2303,GM0381 ,2016HJ01,,,,,
2304,GM0381 ,2016HJ02,,,,,
2305,GM0381 ,2016JJ00,,,,,
2306,GM0381 ,2017HJ01,,,,,
2307,GM0381 ,2017HJ02,,,,,
2308,GM0381 ,2017JJ00,,,,,
2309,GM0381 ,2018HJ01,,,,,
2310,GM0381 ,2018HJ02,,,,,
2311,GM0381 ,2018JJ00,,,,,
2312,GM0381 ,2019HJ01,,,,,
2313,GM0381 ,2019HJ02,,,,,
2314,GM0381 ,2019JJ00,,,,,
2315,GM0381 ,2020HJ01,,,,,
2316,GM0381 ,2020HJ02,,,,,
2317,GM0381 ,2020JJ00,,,,,
2318,GM0502 ,2015KW01,10.1,13.5,1.8,44.9,0.8
2319,GM0502 ,2015HJ01,12.1,12.2,1.9,46.1,0.8
2320,GM0502 ,2015HJ02,12.3,11.1,1.7,46.1,0.8
2321,GM0502 ,2015JJ00,14.6,10.9,2.1,44.6,0.9
2322,GM0502 ,2016HJ01,10.5,12.8,1.6,46.7,0.7
2323,GM0502 ,2016HJ02,10.1,13.2,1.7,44.6,0.6
2324,GM0502 ,2016JJ00,12.3,12.4,1.9,44.6,0.8
2325,GM0502 ,2017HJ01,9.9,14.8,1.7,48.2,0.6
2326,GM0502 ,2017HJ02,9.5,15.0,1.6,46.1,0.7
2327,GM0502 ,2017JJ00,11.5,14.4,1.9,46.2,0.7
2328,GM0502 ,2018HJ01,8.3,14.0,1.5,46.6,0.6
2329,GM0502 ,2018HJ02,10.0,12.4,1.5,50.3,0.5
2330,GM0502 ,2018JJ00,10.7,12.6,1.8,47.9,0.7
2331,GM0502 ,2019HJ01,10.1,12.4,1.4,51.1,0.5
2332,GM0502 ,2019HJ02,10.7,12.4,1.3,52.3,0.5
2333,GM0502 ,2019JJ00,12.0,11.7,1.6,51.7,0.6
2334,GM0502 ,2020HJ01,11.0,11.2,1.3,53.9,0.5
2335,GM0502 ,2020HJ02,12.1,10.8,1.1,54.8,0.5
2336,GM0502 ,2020JJ00,13.4,10.6,1.4,52.8,0.6
2337,GM0383 ,2015KW01,5.5,7.0,0.6,34.2,
2338,GM0383 ,2015HJ01,6.3,6.8,0.7,31.8,
2339,GM0383 ,2015HJ02,6.9,7.2,0.5,40.6,
2340,GM0383 ,2015JJ00,7.7,6.8,0.6,33.3,
2341,GM0383 ,2016HJ01,6.6,7.9,0.5,45.5,
2342,GM0383 ,2016HJ02,7.0,6.5,0.5,29.4,
2343,GM0383 ,2016JJ00,7.9,7.6,0.6,39.5,
2344,GM0383 ,2017HJ01,5.9,7.6,0.6,25.0,
2345,GM0383 ,2017HJ02,6.0,8.7,0.6,25.6,
2346,GM0383 ,2017JJ00,7.0,7.4,0.7,31.9,
2347,GM0383 ,2018HJ01,6.3,7.2,0.7,34.9,
2348,GM0383 ,2018HJ02,7.1,7.4,0.7,30.6,
2349,GM0383 ,2018JJ00,7.7,8.8,0.7,38.5,
2350,GM0383 ,2019HJ01,7.2,8.4,0.9,33.9,
2351,GM0383 ,2019HJ02,7.6,8.9,0.9,43.1,
2352,GM0383 ,2019JJ00,8.6,8.7,1.0,46.9,
2353,GM0383 ,2020HJ01,7.6,9.0,0.8,47.2,
2354,GM0383 ,2020HJ02,8.1,8.5,0.8,41.7,
2355,GM0383 ,2020JJ00,9.4,7.2,0.8,38.5,
2356,GM0109 ,2015KW01,7.7,8.0,0.6,41.9,0.2
2357,GM0109 ,2015HJ01,8.5,8.5,0.6,46.5,0.2
2358,GM0109 ,2015HJ02,8.9,8.8,0.6,55.0,0.2
2359,GM0109 ,2015JJ00,9.7,9.4,0.7,53.1,0.2
2360,GM0109 ,2016HJ01,7.6,9.3,0.5,45.5,0.2
2361,GM0109 ,2016HJ02,7.9,9.9,0.5,57.1,0.2
2362,GM0109 ,2016JJ00,8.6,9.9,0.6,51.3,0.3
2363,GM0109 ,2017HJ01,8.7,11.7,0.6,62.5,0.2
2364,GM0109 ,2017HJ02,9.2,11.8,0.7,63.8,0.3
2365,GM0109 ,2017JJ00,9.7,11.9,0.7,61.2,0.3
2366,GM0109 ,2018HJ01,9.0,11.4,0.8,54.5,0.3
2367,GM0109 ,2018HJ02,9.4,12.5,1.0,46.9,0.3
2368,GM0109 ,2018JJ00,10.5,11.9,1.0,44.8,0.3
2369,GM0109 ,2019HJ01,9.4,12.8,1.0,53.8,0.2
2370,GM0109 ,2019HJ02,9.3,13.8,1.1,58.0,0.2
2371,GM0109 ,2019JJ00,10.8,13.9,1.1,60.8,0.3
2372,GM0109 ,2020HJ01,9.2,10.9,1.0,53.8,0.2
2373,GM0109 ,2020HJ02,9.4,11.5,1.1,62.5,
2374,GM0109 ,2020JJ00,10.6,10.8,1.2,55.6,0.2
2375,GM1706 ,2015KW01,6.1,12.2,0.7,31.0,
2376,GM1706 ,2015HJ01,6.9,11.9,0.9,29.4,
2377,GM1706 ,2015HJ02,6.8,8.4,0.9,27.3,
2378,GM1706 ,2015JJ00,8.2,11.4,1.0,30.8,
2379,GM1706 ,2016HJ01,6.7,9.9,0.8,66.7,
2380,GM1706 ,2016HJ02,6.9,9.5,0.5,45.5,
2381,GM1706 ,2016JJ00,7.7,10.1,0.8,51.7,
2382,GM1706 ,2017HJ01,6.9,11.5,0.7,55.6,
2383,GM1706 ,2017HJ02,7.9,10.1,0.7,37.0,
2384,GM1706 ,2017JJ00,8.5,10.9,0.8,50.0,
2385,GM1706 ,2018HJ01,7.4,9.2,1.0,27.8,
2386,GM1706 ,2018HJ02,8.2,8.3,0.8,32.3,
2387,GM1706 ,2018JJ00,9.1,9.0,1.1,26.3,
2388,GM1706 ,2019HJ01,8.0,12.0,0.8,50.0,
2389,GM1706 ,2019HJ02,8.6,11.2,1.0,45.5,
2390,GM1706 ,2019JJ00,9.8,11.2,1.0,41.7,
2391,GM1706 ,2020HJ01,7.8,12.1,0.9,42.9,
2392,GM1706 ,2020HJ02,8.4,14.4,0.9,54.1,
2393,GM1706 ,2020JJ00,9.9,12.2,1.1,50.0,
2394,GM0611 ,2015KW01,7.4,6.0,0.4,,
2395,GM0611 ,2015HJ01,8.9,6.8,0.4,,
2396,GM0611 ,2015HJ02,9.8,7.0,,,
2397,GM0611 ,2015JJ00,10.6,6.4,0.4,,
2398,GM0611 ,2016HJ01,9.8,6.3,0.4,,
2399,GM0611 ,2016HJ02,9.6,6.4,0.4,,
2400,GM0611 ,2016JJ00,11.2,7.3,0.4,,
2401,GM0611 ,2017HJ01,8.8,9.4,0.6,,
2402,GM0611 ,2017HJ02,9.2,11.3,0.6,62.5,
2403,GM0611 ,2017JJ00,11.1,9.4,0.6,58.8,
2404,GM0611 ,2018HJ01,9.0,9.3,0.6,,
2405,GM0611 ,2018HJ02,9.5,8.8,0.4,,
2406,GM0611 ,2018JJ00,10.9,7.6,0.6,,
2407,GM0611 ,2019HJ01,,,,,
2408,GM0611 ,2019HJ02,,,,,
2409,GM0611 ,2019JJ00,,,,,
2410,GM0611 ,2020HJ01,,,,,
2411,GM0611 ,2020HJ02,,,,,
2412,GM0611 ,2020JJ00,,,,,
2413,GM1684 ,2015KW01,8.0,12.4,1.1,48.1,0.4
2414,GM1684 ,2015HJ01,9.2,11.6,1.1,49.1,0.5
2415,GM1684 ,2015HJ02,9.1,11.1,1.0,55.1,0.5
2416,GM1684 ,2015JJ00,10.9,9.8,1.2,46.7,0.6
2417,GM1684 ,2016HJ01,9.1,11.1,1.1,54.5,0.5
2418,GM1684 ,2016HJ02,9.4,10.8,1.0,49.0,0.3
2419,GM1684 ,2016JJ00,11.0,9.3,1.2,43.1,0.5
2420,GM1684 ,2017HJ01,9.3,10.0,0.9,43.5,0.5
2421,GM1684 ,2017HJ02,9.1,10.2,0.9,32.6,0.5
2422,GM1684 ,2017JJ00,10.9,9.5,1.0,38.5,0.5
2423,GM1684 ,2018HJ01,9.6,8.8,1.1,29.4,0.5
2424,GM1684 ,2018HJ02,9.5,7.8,1.2,28.3,0.5
2425,GM1684 ,2018JJ00,11.5,8.3,1.3,33.9,0.6
2426,GM1684 ,2019HJ01,9.7,7.7,1.1,29.4,0.3
2427,GM1684 ,2019HJ02,9.9,8.7,1.3,24.2,0.5
2428,GM1684 ,2019JJ00,11.8,8.2,1.4,29.9,0.5
2429,GM1684 ,2020HJ01,9.7,10.1,1.5,29.4,0.3
2430,GM1684 ,2020HJ02,10.7,12.2,1.6,33.8,0.3
2431,GM1684 ,2020JJ00,11.8,11.1,1.6,32.9,0.5
2432,GM0216 ,2015KW01,4.8,8.1,0.8,30.6,0.4
2433,GM0216 ,2015HJ01,5.8,7.8,0.9,27.8,0.5
2434,GM0216 ,2015HJ02,6.8,8.7,0.8,38.3,0.4
2435,GM0216 ,2015JJ00,7.8,8.0,0.9,32.8,0.5
2436,GM0216 ,2016HJ01,7.8,9.4,0.7,37.5,0.4
2437,GM0216 ,2016HJ02,9.0,9.0,0.7,34.9,0.3
2438,GM0216 ,2016JJ00,10.5,8.5,0.8,40.0,0.4
2439,GM0216 ,2017HJ01,8.2,9.1,0.8,51.0,0.3
2440,GM0216 ,2017HJ02,8.9,7.4,0.9,37.7,0.3
2441,GM0216 ,2017JJ00,10.4,7.9,0.9,54.5,0.3
2442,GM0216 ,2018HJ01,8.4,4.9,0.8,20.4,0.3
2443,GM0216 ,2018HJ02,8.9,5.6,0.7,34.1,
2444,GM0216 ,2018JJ00,10.3,4.8,0.8,31.3,0.3
2445,GM0216 ,2019HJ01,7.6,6.6,0.8,38.5,0.3
2446,GM0216 ,2019HJ02,8.5,6.8,0.7,42.6,
2447,GM0216 ,2019JJ00,9.8,6.0,0.9,37.0,0.3
2448,GM0216 ,2020HJ01,7.7,7.5,0.6,40.5,
2449,GM0216 ,2020HJ02,8.1,7.2,0.7,26.3,
2450,GM0216 ,2020JJ00,9.7,6.9,0.7,34.1,
2451,GM0148 ,2015KW01,6.4,12.7,0.7,54.8,
2452,GM0148 ,2015HJ01,7.1,12.2,0.7,56.8,
2453,GM0148 ,2015HJ02,8.0,10.5,0.7,52.4,
2454,GM0148 ,2015JJ00,8.4,10.9,0.8,53.1,
2455,GM0148 ,2016HJ01,7.8,11.3,0.6,58.8,
2456,GM0148 ,2016HJ02,8.4,9.6,0.5,50.0,
2457,GM0148 ,2016JJ00,8.8,10.0,0.6,54.1,
2458,GM0148 ,2017HJ01,8.3,9.8,0.6,58.8,
2459,GM0148 ,2017HJ02,9.2,10.5,0.6,58.8,
2460,GM0148 ,2017JJ00,10.0,10.5,0.6,57.1,
2461,GM0148 ,2018HJ01,8.1,13.0,0.6,54.1,
2462,GM0148 ,2018HJ02,9.0,12.7,0.6,55.6,
2463,GM0148 ,2018JJ00,9.8,12.4,0.6,59.5,
2464,GM0148 ,2019HJ01,9.0,13.5,0.6,61.0,
2465,GM0148 ,2019HJ02,8.9,14.7,0.6,67.6,
2466,GM0148 ,2019JJ00,10.2,13.6,0.7,69.8,
2467,GM0148 ,2020HJ01,8.5,14.6,0.7,68.2,
2468,GM0148 ,2020HJ02,8.5,14.5,0.8,60.0,
2469,GM0148 ,2020JJ00,10.0,13.4,0.8,57.7,
2470,GM1891 ,2015KW01,6.9,14.8,1.4,48.3,0.3
2471,GM1891 ,2015HJ01,7.9,14.3,1.6,47.7,0.4
2472,GM1891 ,2015HJ02,7.9,16.0,1.6,50.0,0.5
2473,GM1891 ,2015JJ00,9.0,14.7,1.6,49.2,0.6
2474,GM1891 ,2016HJ01,6.9,19.8,1.4,53.6,0.4
2475,GM1891 ,2016HJ02,7.3,20.4,1.5,57.4,0.4
2476,GM1891 ,2016JJ00,8.2,19.6,1.6,61.5,0.6
2477,GM1891 ,2017HJ01,7.9,15.8,1.6,46.2,
2478,GM1891 ,2017HJ02,8.3,16.7,1.6,46.2,0.6
2479,GM1891 ,2017JJ00,9.4,14.6,1.9,41.1,0.4
2480,GM1891 ,2018HJ01,8.2,15.3,1.5,49.2,0.4
2481,GM1891 ,2018HJ02,8.9,12.9,1.4,47.2,0.4
2482,GM1891 ,2018JJ00,9.9,14.2,1.5,49.2,0.6
2483,GM1891 ,2019HJ01,9.5,16.3,1.5,48.4,
2484,GM1891 ,2019HJ02,9.3,15.4,1.7,46.9,
2485,GM1891 ,2019JJ00,11.0,14.2,1.7,52.2,0.4
2486,GM1891 ,2020HJ01,9.0,17.4,1.4,46.3,
2487,GM1891 ,2020HJ02,8.6,19.8,1.6,56.5,
2488,GM1891 ,2020JJ00,10.6,17.4,1.7,54.7,
2489,GM0503 ,2015KW01,6.7,16.4,1.5,39.8,0.2
2490,GM0503 ,2015HJ01,7.8,15.1,1.6,39.5,0.3
2491,GM0503 ,2015HJ02,8.8,14.4,1.5,42.8,0.3
2492,GM0503 ,2015JJ00,9.6,14.8,1.7,43.4,0.4
2493,GM0503 ,2016HJ01,9.3,14.0,1.3,45.9,0.3
2494,GM0503 ,2016HJ02,10.0,13.7,1.3,43.6,0.3
2495,GM0503 ,2016JJ00,11.4,13.2,1.4,45.9,0.3
2496,GM0503 ,2017HJ01,9.9,15.0,1.2,43.0,0.3
2497,GM0503 ,2017HJ02,10.9,14.5,1.2,48.6,0.3
2498,GM0503 ,2017JJ00,12.2,14.1,1.4,47.6,0.3
2499,GM0503 ,2018HJ01,10.6,13.9,1.3,47.5,0.2
2500,GM0503 ,2018HJ02,12.7,12.1,1.4,44.8,0.2
2501,GM0503 ,2018JJ00,14.1,12.1,1.5,48.5,0.3
2502,GM0503 ,2019HJ01,12.9,10.7,1.2,43.2,0.2
2503,GM0503 ,2019HJ02,13.6,10.6,1.2,48.6,0.2
2504,GM0503 ,2019JJ00,15.2,10.1,1.4,48.1,0.2
2505,GM0503 ,2020HJ01,13.1,9.8,1.1,45.7,0.2
2506,GM0503 ,2020HJ02,13.4,9.5,1.1,39.6,0.2
2507,GM0503 ,2020JJ00,15.4,9.1,1.2,44.7,0.2
2508,GM0010 ,2015KW01,11.6,7.7,1.2,41.1,1.1
2509,GM0010 ,2015HJ01,12.7,7.4,1.2,41.1,1.0
2510,GM0010 ,2015HJ02,13.2,8.6,1.7,37.2,1.0
2511,GM0010 ,2015JJ00,14.7,7.7,1.7,37.7,1.2
2512,GM0010 ,2016HJ01,11.6,13.5,1.5,46.9,0.7
2513,GM0010 ,2016HJ02,12.6,16.8,1.7,60.8,0.7
2514,GM0010 ,2016JJ00,13.7,16.2,1.8,54.9,0.8
2515,GM0010 ,2017HJ01,12.3,17.6,1.5,54.7,0.8
2516,GM0010 ,2017HJ02,13.3,16.2,1.5,46.2,0.8
2517,GM0010 ,2017JJ00,14.3,17.5,1.8,51.3,1.0
2518,GM0010 ,2018HJ01,12.1,14.1,1.6,50.0,0.8
2519,GM0010 ,2018HJ02,12.9,14.2,1.6,42.3,0.8
2520,GM0010 ,2018JJ00,14.5,12.6,1.7,47.3,0.8
2521,GM0010 ,2019HJ01,12.5,15.7,1.9,49.4,0.8
2522,GM0010 ,2019HJ02,12.2,16.2,2.0,41.2,0.8
2523,GM0010 ,2019JJ00,14.1,14.9,2.1,44.9,0.8
2524,GM0010 ,2020HJ01,12.6,12.1,2.0,42.2,0.7
2525,GM0010 ,2020HJ02,12.5,12.2,2.0,41.2,0.7
2526,GM0010 ,2020JJ00,14.4,12.3,2.2,43.0,0.9
2527,GM0762 ,2015KW01,7.0,14.6,0.8,62.7,0.2
2528,GM0762 ,2015HJ01,8.2,13.7,0.9,61.4,0.2
2529,GM0762 ,2015HJ02,9.0,12.2,0.8,60.4,0.2
2530,GM0762 ,2015JJ00,9.7,12.4,0.9,57.1,0.3
2531,GM0762 ,2016HJ01,10.1,12.7,0.9,71.4,0.2
2532,GM0762 ,2016HJ02,10.5,13.8,0.9,70.2,0.2
2533,GM0762 ,2016JJ00,11.7,13.0,1.0,69.2,0.3
2534,GM0762 ,2017HJ01,9.7,12.6,0.9,64.8,0.2
2535,GM0762 ,2017HJ02,9.9,13.1,0.9,55.6,0.2
2536,GM0762 ,2017JJ00,11.5,11.9,1.0,57.4,0.2
2537,GM0762 ,2018HJ01,9.7,11.0,0.7,56.8,
2538,GM0762 ,2018HJ02,10.2,11.3,0.8,61.2,0.2
2539,GM0762 ,2018JJ00,11.9,10.3,0.9,66.0,0.2
2540,GM0762 ,2019HJ01,10.1,12.9,1.0,59.3,0.2
2541,GM0762 ,2019HJ02,9.9,13.9,0.9,61.4,0.2
2542,GM0762 ,2019JJ00,12.0,12.9,1.0,57.4,0.4
2543,GM0762 ,2020HJ01,8.3,15.7,1.0,50.0,0.2
2544,GM0762 ,2020HJ02,8.8,13.9,0.8,49.0,0.2
2545,GM0762 ,2020JJ00,10.5,13.3,0.9,44.6,0.2
2546,GM0150 ,2015KW01,8.9,12.9,1.1,41.7,0.4
2547,GM0150 ,2015HJ01,10.0,12.1,1.1,40.7,0.4
2548,GM0150 ,2015HJ02,10.9,11.3,1.1,43.0,0.4
2549,GM0150 ,2015JJ00,11.5,11.7,1.3,41.8,0.5
2550,GM0150 ,2016HJ01,11.0,10.2,1.1,44.7,0.4
2551,GM0150 ,2016HJ02,11.4,10.4,1.2,47.5,0.3
2552,GM0150 ,2016JJ00,12.0,10.6,1.3,46.3,0.5
2553,GM0150 ,2017HJ01,10.8,12.1,1.2,46.4,0.4
2554,GM0150 ,2017HJ02,11.2,12.3,1.1,49.6,0.3
2555,GM0150 ,2017JJ00,12.3,12.4,1.3,48.5,0.5
2556,GM0150 ,2018HJ01,9.4,12.2,1.0,53.3,0.3
2557,GM0150 ,2018HJ02,9.7,12.1,1.0,53.0,0.3
2558,GM0150 ,2018JJ00,10.9,12.1,1.1,51.5,0.4
2559,GM0150 ,2019HJ01,9.4,13.1,1.0,52.9,0.3
2560,GM0150 ,2019HJ02,9.6,12.4,1.0,49.0,0.3
2561,GM0150 ,2019JJ00,11.0,12.7,1.1,51.1,0.3
2562,GM0150 ,2020HJ01,9.2,11.7,1.0,44.3,0.3
2563,GM0150 ,2020HJ02,9.7,11.4,1.1,42.9,0.3
2564,GM0150 ,2020JJ00,11.0,11.4,1.2,42.0,0.3
2565,GM0384 ,2015KW01,5.8,11.5,0.5,60.0,0.2
2566,GM0384 ,2015HJ01,6.8,11.3,0.6,60.0,0.3
2567,GM0384 ,2015HJ02,7.3,11.1,0.7,56.3,0.2
2568,GM0384 ,2015JJ00,8.2,10.4,0.7,57.1,0.3
2569,GM0384 ,2016HJ01,6.9,10.7,0.6,53.6,0.2
2570,GM0384 ,2016HJ02,7.3,11.5,0.6,51.7,0.2
2571,GM0384 ,2016JJ00,8.3,11.2,0.6,64.5,0.4
2572,GM0384 ,2017HJ01,6.6,12.3,0.9,44.4,0.2
2573,GM0384 ,2017HJ02,6.8,10.5,0.9,44.4,0.4
2574,GM0384 ,2017JJ00,7.9,10.3,1.0,40.8,0.5
2575,GM0384 ,2018HJ01,6.8,10.2,0.9,46.5,0.5
2576,GM0384 ,2018HJ02,7.5,10.5,0.7,54.1,0.4
2577,GM0384 ,2018JJ00,8.4,10.4,0.8,48.8,0.5
2578,GM0384 ,2019HJ01,7.2,8.0,0.8,50.0,0.4
2579,GM0384 ,2019HJ02,7.9,8.5,0.8,47.6,0.4
2580,GM0384 ,2019JJ00,8.9,8.6,1.0,52.1,0.4
2581,GM0384 ,2020HJ01,7.5,8.6,0.6,66.7,0.2
2582,GM0384 ,2020HJ02,7.6,9.8,0.6,62.5,0.2
2583,GM0384 ,2020JJ00,8.8,8.3,0.6,69.4,0.2
2584,GM1774 ,2015KW01,3.8,21.0,0.7,76.2,
2585,GM1774 ,2015HJ01,4.2,19.7,0.9,70.0,
2586,GM1774 ,2015HJ02,4.5,18.3,0.9,59.6,
2587,GM1774 ,2015JJ00,5.2,16.9,0.9,65.4,
2588,GM1774 ,2016HJ01,4.8,22.3,0.8,63.8,
2589,GM1774 ,2016HJ02,4.9,21.8,0.7,85.4,
2590,GM1774 ,2016JJ00,5.8,19.9,0.9,70.0,0.2
2591,GM1774 ,2017HJ01,5.4,18.8,0.8,65.2,
2592,GM1774 ,2017HJ02,5.6,19.7,1.0,63.6,
2593,GM1774 ,2017JJ00,6.3,19.0,1.0,64.8,
2594,GM1774 ,2018HJ01,5.3,19.4,1.0,64.8,
2595,GM1774 ,2018HJ02,6.0,17.1,1.0,63.6,
2596,GM1774 ,2018JJ00,6.5,17.1,1.1,60.3,
2597,GM1774 ,2019HJ01,6.8,18.4,1.1,57.4,
2598,GM1774 ,2019HJ02,7.0,17.7,1.3,58.8,
2599,GM1774 ,2019JJ00,7.8,17.1,1.3,56.3,
2600,GM1774 ,2020HJ01,6.9,20.0,1.3,63.5,
2601,GM1774 ,2020HJ02,7.3,19.0,1.2,57.4,
2602,GM1774 ,2020JJ00,8.4,16.2,1.3,59.7,
2603,GM0221 ,2015KW01,8.0,10.7,1.1,45.8,0.7
2604,GM0221 ,2015HJ01,9.1,9.5,1.0,40.9,0.8
2605,GM0221 ,2015HJ02,9.5,11.0,1.1,45.8,0.7
2606,GM0221 ,2015JJ00,10.7,10.2,1.2,40.7,0.8
2607,GM0221 ,2016HJ01,9.2,10.0,1.2,41.7,1.0
2608,GM0221 ,2016HJ02,10.6,8.7,1.2,43.5,1.0
2609,GM0221 ,2016JJ00,11.5,10.0,1.4,35.7,1.0
2610,GM0221 ,2017HJ01,10.6,13.6,1.2,55.6,0.7
2611,GM0221 ,2017HJ02,11.6,10.4,1.2,55.6,0.7
2612,GM0221 ,2017JJ00,13.0,11.1,1.4,53.6,0.7
2613,GM0221 ,2018HJ01,10.8,11.5,1.3,60.0,0.7
2614,GM0221 ,2018HJ02,11.8,10.6,1.3,40.0,0.7
2615,GM0221 ,2018JJ00,13.1,11.6,1.5,51.7,0.7
2616,GM0221 ,2019HJ01,12.7,8.5,1.1,52.6,
2617,GM0221 ,2019HJ02,12.4,8.7,1.9,27.8,
2618,GM0221 ,2019JJ00,14.6,9.2,1.9,27.8,
2619,GM0221 ,2020HJ01,11.8,14.2,2.0,29.4,
2620,GM0221 ,2020HJ02,12.7,13.3,2.0,40.5,
2621,GM0221 ,2020JJ00,14.7,13.6,2.3,38.5,
2622,GM0222 ,2015KW01,8.4,16.2,1.5,49.1,0.5
2623,GM0222 ,2015HJ01,9.5,15.8,1.5,51.1,0.6
2624,GM0222 ,2015HJ02,9.6,15.2,1.3,51.0,0.6
2625,GM0222 ,2015JJ00,10.7,14.8,1.5,48.9,0.6
2626,GM0222 ,2016HJ01,9.1,14.3,1.3,48.6,0.5
2627,GM0222 ,2016HJ02,9.9,15.3,1.3,55.9,0.5
2628,GM0222 ,2016JJ00,11.2,14.4,1.4,52.1,0.5
2629,GM0222 ,2017HJ01,10.0,15.3,1.3,54.1,0.4
2630,GM0222 ,2017HJ02,10.6,14.8,1.3,51.4,0.5
2631,GM0222 ,2017JJ00,11.7,14.6,1.4,54.5,0.5
2632,GM0222 ,2018HJ01,10.9,13.4,1.4,51.3,0.6
2633,GM0222 ,2018HJ02,11.8,13.1,1.5,49.1,0.5
