ID,Jaren,Totaal_1,Woningen_2,OverigeWOVerbouw_3,Totaal_4,Woningen_5,OverigeWOVerbouw_6,Totaal_7,Woningen_8,OverigeWOVerbouw_9,Totaal_10,Woningbouw_11,OverigeWOVerbouw_12,Agrarisch_13,IndustrieEnBouwnijverheid_14,Totaal_15,HandelEnHoreca_16,VervoerEnCommunicatie_17,ZakelijkeDienstverlening_18,OpenbaarBestuur_19,Onderwijs_20,Totaal_21,GezondheidEnWelzijn_22,OverigeDienstverl_23,TotaalWoningen_24,RijkEnGemeenten_25,Woningcorporaties_26,InstitutioneleBeleggers_27,BouwersVoorDeMarkt_28,Particulieren_29,Huurwoningen_30,EigenWoningen_31,Huurwoningen_32,EigenWoningen_33,Huurwoningen_34,EigenWoningen_35,Huurwoningen_36,EigenWoningen_37,GebouwenTotaal_38,GebouwenExclWoningen_39,Woningen_40,HerstelEnVerbouw_41,Totaal_42,Met1Vertrek_43,Met2Vertrekken_44,Met3Vertrekken_45,Met4Vertrekken_46,Met5Vertrekken_47,Met6OfMeerVertrekken_48,VertrekkenPerWoning_49,BewonersPerWoning_50,PersonenPerVertrek_51,Totaal_52,Huur_53,Eengezins_54,Woningwetwoningen_55,Premiewoningen_56,Ongesubsidieerd_57,Overheid_58,Woningbouwverenigingen_59,Particulieren_60,Totaal_61,Rijk_62,LagerPubliekrechterlijkLichaam_63,Bedrijven_64,Totaal_65,Rijk_66,LagerPubliekrechterlijkLichaam_67,Bedrijven_68,Totaal_69,Rijk_70,LagerPubliekrechterlijkLichaam_71,Bedrijven_72,Totaal_73,Rijk_74,LagerPubliekrechterlijkLichaam_75,Bedrijven_76,Totaal_77,Rijk_78,LagerPubliekrechterlijkLichaam_79,Bedrijven_80,Totaal_81,Rijk_82,LagerPubliekrechterlijkLichaam_83,Bedrijven_84,OnttrokkenWoningen_85,SaldoVermeerderingWoningvoorraad_86,InclBTW1938100_87,InclBTW1990100_88,ExclBTW1990100_89,AanlegRioleringBuitenDeBebouwdeKom_90,AanlegRioleringBinnenDeBebouwdeKom_91,AanlegWegenMetOpenVerharding_92,AanlegWegenMetGeslotenVerharding_93,VerrichtingMachinaalGrondwerk_94,OnderhoudswerkWegen_95,MaterialenVoorDeWoningbouw1995100_96,MaterialenVoorDeWoningbouw1990100_97,BouwrijpMakenVanTerreinen_98,AfwerkenVanGebouwen_99,VerhuurBouwmachinesMetPersoneel_100,Bouwinstallatie_101,BurgerlijkeUtiliteitsbouwEnGWW_102,BurgerlijkeEnUtiliteitsbouw_103,GWWWerken_104,Totaal_105,BedrijvenMet10Tot100Werknemers_106,BedrijvenMetMeerDan100Werknemers_107,TheoretischBeschikbaar_108,Productief_109,Totaal_110,VerletWegensVorstOfNeerslag_111
69,1968JJ00,4896,1919.0,2977.0,2902.0,1335.0,1567.0,2599.0,1212.0,1387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3612.0,1575.0,1858.0,179.0,3556.0,,,,,,,      ,"3,53  ",      ,"122,8 ",86.0,0.0,62.0,40.0,21.0,29.0,40.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,18.0,105.0,865.0,28.0,,,,,,,,,,,,,,,,,,,,,,,
70,1969JJ00,5212,2167.0,3045.0,3310.0,1571.0,1739.0,2995.0,1322.0,1673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3365.0,1485.0,1744.0,135.0,3657.0,,,,,,,      ,"3,48  ",      ,"123,1 ",81.0,0.0,51.0,54.0,19.0,23.0,39.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,18.0,106.0,970.0,31.0,,,,,,,,,,,,,,,,,,,,,,,
71,1970JJ00,5527,2306.0,3221.0,3759.0,1852.0,1907.0,2885.0,1481.0,1404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3752.0,1713.0,1893.0,146.0,3753.0,,,,,,,      ,"3,43  ",      ,"117,3 ",74.0,0.0,45.0,52.0,20.0,19.0,37.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,19.0,100.0,1080.0,34.0,,,,,,,,,,,,,,,,,,,,,,,
72,1971JJ00,5857,2724.0,3133.0,3564.0,2136.0,1428.0,3235.0,1718.0,1517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4276.0,1855.0,2245.0,175.0,3873.0,0.2,1.5,7.9,16.6,38.0,35.9,"5,21  ","3,37  ","0,64  ","136,6 ",85.0,97.0,50.0,64.0,22.0,12.0,54.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,19.0,119.0,1225.0,39.0,,,,,,,,,,,,,,,,,,,,,,,
73,1972JJ00,5907,2796.0,3111.0,3941.0,2454.0,1487.0,3891.0,2382.0,1509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4820.0,1729.0,2871.0,219.0,4010.0,,,,,,,      ,"3,30  ",      ,"152,3 ",97.0,111.0,54.0,72.0,27.0,10.0,63.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,17.0,136.0,1325.0,42.0,,,,,,,,,,,,,,,,,,,,,,,
74,1973JJ00,5835,2734.0,3101.0,3220.0,1816.0,1404.0,3292.0,1878.0,1414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5369.0,1933.0,3158.0,278.0,4151.0,,,,,,,      ,"3,22  ",      ,"155,4 ",96.0,116.0,56.0,69.0,31.0,9.0,64.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,15.0,141.0,1480.0,47.0,,,,,,,,,,,,,,,,,,,,,,,
75,1974JJ00,6249,2837.0,3412.0,4215.0,2071.0,2144.0,3800.0,1967.0,1833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5341.0,1986.0,2993.0,363.0,4281.0,,,,,,,      ,"3,16  ",      ,"146,2 ",82.0,112.0,48.0,62.0,36.0,6.0,55.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,17.0,130.0,1685.0,54.0,,,,,,,,,,,,,,,,,,,,,,,
76,1975JJ00,6636,2832.0,3804.0,4806.0,2242.0,2564.0,4419.0,2248.0,2171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5572.0,2128.0,2958.0,486.0,4388.0,,,,,,,      ,"3,11  ",      ,"120,8 ",64.0,96.0,40.0,55.0,26.0,5.0,41.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,15.0,106.0,1815.0,58.0,,,,,,,,,,,,,,,,,,,,2090.0,1515.0,570.0,80.0
77,1976JJ00,7430,3087.0,4343.0,5645.0,2829.0,2816.0,4851.0,2574.0,2277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6187.0,2302.0,3192.0,693.0,4480.0,,,,,,,      ,"3,06  ",      ,"106,8 ",54.0,85.0,36.0,50.0,21.0,3.0,36.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,15.0,92.0,1970.0,63.0,,,,,,,,,,,,,,,,,,,,2095.0,1495.0,600.0,120.0
78,1977JJ00,10097,4699.0,5398.0,7774.0,4177.0,3597.0,5107.0,2565.0,2542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7554.0,2738.0,3945.0,871.0,4578.0,,,,,,,      ,"3,01  ",      ,"111,0 ",51.0,86.0,36.0,48.0,27.0,3.0,36.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,15.0,96.0,2160.0,69.0,,,,,,,,,,,,,,,,,,,,2080.0,1535.0,545.0,90.0
79,1978JJ00,11295,5523.0,5772.0,7946.0,4235.0,3711.0,5099.0,2681.0,2418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8580.0,3292.0,4233.0,1054.0,4672.0,,,,,,,      ,"2,98  ",      ,"105,8 ",42.0,85.0,31.0,44.0,31.0,3.0,29.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,92.0,2360.0,75.0,,,,,,,,,,,,,,,,,,,,2080.0,1415.0,665.0,170.0
80,1979JJ00,12683,6331.0,6352.0,7873.0,4073.0,3800.0,6485.0,3264.0,3221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8906.0,3529.0,4179.0,1198.0,4747.0,,,,,,,      ,"2,95  ",      ,"87,5  ",32.0,70.0,26.0,33.0,29.0,3.0,24.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,74.0,2590.0,82.0,,,,,,,,,,,,,,,,,,,,2090.0,1245.0,845.0,375.0
81,1980JJ00,12230,5939.0,6291.0,5269.0,2492.0,2777.0,5722.0,2884.0,2838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9707.0,3675.0,4814.0,1218.0,4850.0,,,,,,,      ,"2,92  ",      ,"113,7 ",50.0,90.0,40.0,44.0,29.0,5.0,38.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,15.0,99.0,2790.0,89.0,,,,,,,,,,,,,,,,,,,,2095.0,1405.0,690.0,145.0
82,1981JJ00,12527,6112.0,6415.0,6760.0,3930.0,2830.0,6464.0,3757.0,2707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9029.0,3250.0,4619.0,1161.0,4957.0,0.5,2.6,9.2,16.0,37.9,33.7,"5,05  ","2,87  ","0,57  ","117,7 ",71.0,88.0,55.0,45.0,18.0,7.0,35.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,104.0,2880.0,92.0,,,,,,,,,,,,,,,,,,,,2090.0,1430.0,655.0,160.0
83,1982JJ00,11845,5676.0,6169.0,5466.0,3060.0,2406.0,6147.0,3496.0,2651.0,,,,,,,,,,,,,,,114419.0,6730.0,55051.0,7177.0,32180.0,13281.0,,,,,,,,,9065.0,3194.0,4735.0,1136.0,5072.0,,,,,,,      ,"2,82  ",      ,"123,3 ",89.0,85.0,66.0,49.0,9.0,8.0,66.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0,111.0,2810.0,89.0,,,,,,,,,,,,,,,,,,,,2090.0,1490.0,595.0,125.0
84,1983JJ00,10092,4697.0,5395.0,3805.0,1985.0,1820.0,5557.0,2964.0,2593.0,,,,,,,,,,,,,,,116821.0,6792.0,43965.0,8520.0,41424.0,16120.0,,,,,,,,,8264.0,2853.0,4520.0,891.0,5172.0,,,,,,,      ,"2,77  ",      ,"111,1 ",75.0,71.0,53.0,52.0,7.0,6.0,49.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,11.0,103.0,2800.0,89.0,,,,,,,,,,,,,,,,,,,,2080.0,1465.0,615.0,135.0
85,1984JJ00,9858,4170.0,5688.0,4982.0,2035.0,2947.0,5216.0,2562.0,2654.0,,,,,,,,,,,,,,,106428.0,4463.0,37762.0,8082.0,43143.0,12978.0,,,,,,,,,8094.0,2662.0,4548.0,884.0,5289.0,,,,,,,      ,"2,73  ",      ,"112,7 ",70.0,71.0,49.0,46.0,18.0,6.0,46.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,106.0,2790.0,89.0,,,,,,,,,,,,,,,,,,,,2090.0,1480.0,610.0,105.0
86,1985JJ00,9474,3686.0,5788.0,4732.0,1978.0,2754.0,5117.0,2464.0,2653.0,,,,,,,,,,,,,,,106384.0,3933.0,34094.0,10124.0,43527.0,14706.0,49786.0,56598.0,32.0,43.0,284.0,380.0,114.0,113.0,7605.0,2632.0,3980.0,993.0,5384.0,0.6,2.6,8.9,16.8,38.4,32.6,"5,04  ","2,70  ","0,54  ","98,1  ",55.0,68.0,35.0,42.0,22.0,5.0,35.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,93.0,2750.0,88.0,,,,,,,,,,,,,,,63.0,76.0,,,,2090.0,1340.0,745.0,225.0
87,1986JJ00,9393,3423.0,5970.0,5464.0,2294.0,3170.0,5544.0,2557.0,2987.0,,,,,,,,,,,,,,,109188.0,4266.0,35717.0,6934.0,48004.0,14267.0,46325.0,62863.0,33.0,45.0,281.0,391.0,117.0,115.0,8538.0,3115.0,4416.0,1006.0,5483.0,,,,,,,      ,"2,66  ",      ,"103,3 ",55.0,76.0,36.0,40.0,28.0,3.0,37.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,97.0,2810.0,89.0,,,,,,,,,,,,,,,67.0,74.0,,,,2090.0,1315.0,770.0,180.0
88,1987JJ00,9440,3213.0,6227.0,5490.0,2205.0,3285.0,5443.0,2415.0,3028.0,,,,,,,,,,,,,,,110343.0,3829.0,32961.0,7245.0,50439.0,15869.0,42228.0,68115.0,34.0,49.0,283.0,404.0,119.0,121.0,8734.0,3173.0,4505.0,1055.0,5589.0,,,,,,,      ,"2,63  ",      ,"110,1 ",52.0,81.0,36.0,38.0,37.0,5.0,36.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0,103.0,2920.0,93.0,,,,,,,,,,,,,,,71.0,72.0,,,,2090.0,1255.0,835.0,235.0
89,1988JJ00,9916,3458.0,6458.0,6705.0,3070.0,3635.0,6229.0,2825.0,3404.0,,,,,,,,,,,,,,,121280.0,3888.0,36805.0,5781.0,57934.0,16872.0,46695.0,74585.0,35.0,53.0,284.0,419.0,123.0,126.0,9994.0,3584.0,5173.0,1237.0,5669.0,,,,,,,      ,"2,59  ",      ,"118,5 ",52.0,87.0,40.0,32.0,46.0,4.0,40.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0,111.0,3010.0,96.0,,,,,,,,,,,,,,,86.0,82.0,,,,2090.0,1435.0,655.0,80.0
90,1989JJ00,10384,3268.0,7116.0,5707.0,1934.0,3773.0,5238.0,2124.0,3114.0,,,,,,,,,,,,,,,102657.0,3064.0,28710.0,5474.0,47562.0,17847.0,36130.0,66527.0,36.0,58.0,281.0,439.0,128.0,132.0,10511.0,4027.0,5194.0,1290.0,5802.0,0.4,2.3,9.1,17.1,38.0,33.1,"5,05  ","2,56  ","0,51  ","111,1 ",46.0,84.0,36.0,27.0,48.0,4.0,35.0,73.0,5950.0,913.0,2699.0,2339.0,4064.0,907.0,1956.0,1202.0,1766.0,222.0,1000.0,544.0,858.0,219.0,466.0,174.0,4185.0,690.0,1699.0,1795.0,3206.0,688.0,1490.0,1028.0,13.0,103.0,3070.0,98.0,,,,,,,,,,,,,,,90.0,84.0,,,,2080.0,1395.0,685.0,65.0
91,1990JJ00,10991,3228.0,7763.0,6869.0,2100.0,4769.0,6262.0,2140.0,4122.0,,,,,,,,,,,,,,,89747.0,2803.0,22449.0,5510.0,43176.0,15809.0,29292.0,60453.0,38.0,62.0,294.0,456.0,128.0,136.0,11031.0,4673.0,5105.0,1253.0,5892.0,,,,,,,      ,"2,55  ",      ,"97,4  ",37.0,73.0,28.0,24.0,45.0,3.0,29.0,66.0,6396.0,923.0,2807.0,2666.0,4396.0,918.0,2035.0,1443.0,1932.0,261.0,1059.0,611.0,959.0,258.0,507.0,194.0,4464.0,662.0,1748.0,2054.0,3437.0,660.0,1528.0,1249.0,12.0,90.0,3140.0,100.0,100.0,,,,,,,,100.0,,,,,,98.0,92.0,,,,2090.0,1390.0,695.0,50.0
92,1991JJ00,11889,3345.0,8544.0,6738.0,2122.0,4616.0,5840.0,2006.0,3834.0,11339.0,5415.0,5924.0,565.0,1189.0,2636.0,,0.0,,295.0,318.0,919.0,0.0,,82160.0,1987.0,23081.0,3293.0,38913.0,14881.0,26845.0,55317.0,39.0,63.0,293.0,457.0,133.0,139.0,10671.0,4934.0,4512.0,1225.0,5966.0,,,,,,,      ,"2,53  ",      ,"82,9  ",29.0,63.0,23.0,20.0,41.0,3.0,22.0,59.0,6677.0,957.0,2693.0,3027.0,4570.0,952.0,1951.0,1667.0,2009.0,355.0,1050.0,604.0,1065.0,352.0,509.0,205.0,4668.0,602.0,1643.0,2423.0,3504.0,600.0,1442.0,1462.0,13.0,74.0,3220.0,102.0,103.0,,,,,,,,102.0,,,,,,100.0,91.0,,,,2090.0,1305.0,785.0,115.0
93,1992JJ00,12314,3883.0,8431.0,6524.0,2710.0,3814.0,6099.0,2172.0,3927.0,11771.0,5884.0,5887.0,573.0,1258.0,2564.0,,0.0,,263.0,357.0,873.0,0.0,,87034.0,2712.0,23000.0,3380.0,41829.0,16113.0,28611.0,58423.0,40.0,66.0,294.0,463.0,137.0,143.0,11075.0,4957.0,4849.0,1268.0,6044.0,,,,,,,      ,"2,52  ",      ,"86,2  ",32.0,65.0,25.0,17.0,44.0,2.0,25.0,59.0,7066.0,931.0,3049.0,3086.0,4882.0,927.0,2286.0,1669.0,2049.0,299.0,1088.0,662.0,1055.0,296.0,538.0,221.0,5017.0,631.0,1962.0,2425.0,3828.0,631.0,1748.0,1448.0,12.0,79.0,3370.0,107.0,107.0,,,,,,,,104.0,,,,,,108.0,102.0,,,,2095.0,1350.0,745.0,80.0
94,1993JJ00,14213,5152.0,9061.0,7642.0,3629.0,4013.0,5743.0,2361.0,3382.0,11140.0,6199.0,4941.0,412.0,832.0,2053.0,,0.0,,357.0,309.0,978.0,0.0,,89534.0,1641.0,24348.0,2174.0,44543.0,16828.0,26689.0,62845.0,42.0,69.0,292.0,469.0,142.0,148.0,10524.0,4336.0,5102.0,1086.0,6118.0,,2.5,9.1,18.0,38.1,32.3,"5,03  ","2,45  ","0,48  ","83,7  ",28.0,63.0,22.0,13.0,48.0,3.0,22.0,59.0,7577.0,1055.0,3025.0,3497.0,5239.0,1055.0,2229.0,1956.0,2254.0,313.0,1176.0,765.0,1163.0,312.0,591.0,260.0,5324.0,742.0,1849.0,2732.0,4076.0,742.0,1637.0,1697.0,13.0,75.0,3470.0,111.0,112.0,,,,,,,,106.0,100.0,,,,100.0,100.0,100.0,,,,2090.0,1325.0,760.0,130.0
95,1994JJ00,14584,5975.0,8609.0,7657.0,3971.0,3686.0,7286.0,3147.0,4139.0,12544.0,7500.0,5044.0,395.0,747.0,2076.0,937.0,406.0,733.0,377.0,351.0,1098.0,555.0,542.0,107764.0,1429.0,31160.0,1158.0,56605.0,17412.0,32927.0,74837.0,43.0,73.0,293.0,479.0,148.0,153.0,11435.0,4265.0,6146.0,1025.0,6195.0,,,,,,,      ,      ,      ,"87,4  ",28.0,65.0,22.0,12.0,53.0,2.0,24.0,61.0,7492.0,1065.0,3076.0,3351.0,5210.0,1060.0,2288.0,1862.0,2340.0,332.0,1234.0,774.0,1253.0,328.0,652.0,273.0,5153.0,733.0,1842.0,2577.0,3957.0,732.0,1636.0,1588.0,16.0,77.0,3560.0,113.0,114.0,,,,,,,,109.0,107.0,,,,108.0,108.0,104.0,,,,2080.0,1405.0,675.0,100.0
96,1995JJ00,15090,6660.0,8430.0,7177.0,3709.0,3468.0,6671.0,3013.0,3658.0,12426.0,7175.0,5251.0,386.0,826.0,2021.0,950.0,371.0,700.0,387.0,484.0,1145.0,581.0,564.0,98405.0,386.0,35734.0,1295.0,45187.0,15803.0,34395.0,64010.0,46.0,75.0,307.0,472.0,150.0,158.0,11869.0,4437.0,6471.0,960.0,6280.0,,,,,,,      ,      ,      ,"93,8  ",29.0,70.0,24.0,12.0,59.0,1.0,27.0,66.0,7663.0,1088.0,3300.0,3276.0,5434.0,1084.0,2442.0,1909.0,2377.0,306.0,1241.0,830.0,1329.0,303.0,648.0,378.0,5286.0,781.0,2059.0,2445.0,4105.0,781.0,1794.0,1531.0,14.0,85.0,3690.0,118.0,119.0,,,,,,,100.0,112.0,112.0,,,,111.0,111.0,108.0,,,,2080.0,1410.0,670.0,75.0
97,1996JJ00,15710,7439.0,8271.0,7507.0,4015.0,3492.0,6887.0,3235.0,3652.0,13693.0,7964.0,5729.0,424.0,1095.0,2564.0,1152.0,381.0,1031.0,291.0,332.0,1024.0,580.0,443.0,102119.0,460.0,23602.0,1583.0,60731.0,15743.0,25129.0,76990.0,48.0,77.0,313.0,472.0,155.0,162.0,12444.0,4334.0,6980.0,1131.0,,,,,,,,      ,      ,      ,"88,9  ",31.0,61.0,,,,0.0,31.0,58.0,7987.0,1248.0,3415.0,3323.0,5945.0,1244.0,2633.0,2068.0,2404.0,350.0,1186.0,867.0,1446.0,347.0,654.0,444.0,5583.0,898.0,2229.0,2456.0,4500.0,898.0,1979.0,1623.0,12.0,83.0,3780.0,120.0,121.0,,,,,,,99.0,112.0,117.0,,,,114.0,112.0,115.0,,,,2095.0,1365.0,730.0,150.0
98,1997JJ00,17421,7567.0,9854.0,9541.0,4086.0,5455.0,7830.0,3958.0,3872.0,14580.0,8273.0,6307.0,650.0,1052.0,2911.0,1180.0,560.0,1171.0,326.0,368.0,1001.0,498.0,502.0,101501.0,306.0,22708.0,1734.0,62643.0,14110.0,21554.0,79947.0,49.0,80.0,306.0,473.0,162.0,169.0,,,,,,,,,,,,      ,      ,      ,      ,,,,,,,,,8006.0,1184.0,3348.0,3474.0,6025.0,1180.0,2597.0,2248.0,2548.0,329.0,1150.0,1069.0,1643.0,326.0,646.0,672.0,5458.0,855.0,2198.0,2405.0,4341.0,854.0,1951.0,1577.0,,,,,,,,,,,,101.0,,126.0,,,,123.0,123.0,124.0,,,,2090.0,1425.0,660.0,95.0
99,1998JJ00,20431,8793.0,11638.0,10314.0,4324.0,5990.0,7303.0,3097.0,4206.0,15408.0,7763.0,7645.0,677.0,1262.0,3658.0,1401.0,613.0,1644.0,339.0,513.0,1194.0,598.0,596.0,87673.0,576.0,18750.0,1284.0,52882.0,14181.0,19452.0,68221.0,52.0,85.0,320.0,490.0,161.0,174.0,,,,,,,,,,,,      ,      ,      ,      ,,,,,,,,,7910.0,1174.0,3367.0,3369.0,6153.0,1171.0,2709.0,2273.0,2485.0,329.0,1131.0,1025.0,1670.0,326.0,687.0,657.0,5425.0,845.0,2236.0,2344.0,4483.0,844.0,2022.0,1616.0,,,,,,,,,,,,102.0,,134.0,,,,129.0,127.0,130.0,,,,2090.0,1420.0,670.0,110.0
100,1999JJ00,0,,,,,,,,,16493.0,8440.0,8053.0,713.0,1031.0,4294.0,1384.0,729.0,2181.0,369.0,427.0,1217.0,674.0,543.0,84201.0,351.0,15307.0,142.0,54762.0,13639.0,14324.0,69877.0,58.0,93.0,352.0,511.0,164.0,182.0,,,,,,,,,,,,      ,      ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,,156.0,,,,142.0,140.0,144.0,,,,,,,
