ID,MultinationalitySupplyingEnterprise,MultinationalityPurchasingEnterprise,Perioden,Total_1,ForDomesticSales_2,ForExports_3,Total_4,ForDomesticSales_5,ForExports_6,Total_7,ForDomesticSales_8,ForExports_9,Total_10,ForDomesticSales_11,ForExports_12
189,A052704,A052703,2015JJ00,129.0,106.1,22.9,639.7,515.1,124.6,264.7,214.7,50.0,3.4,2.7,0.7
190,A052704,A052703,2016JJ00,132.5,112.4,20.1,643.9,536.9,107.1,257.8,218.8,39.0,3.0,2.5,0.5
191,A052704,A052703,2017JJ00,136.1,116.7,19.5,722.1,592.8,129.2,278.4,234.0,44.5,3.6,3.0,0.6
192,A052704,A052703,2018JJ00,151.5,126.7,24.8,775.2,630.6,144.7,317.3,257.9,59.4,3.6,2.9,0.7
193,A052704,A052703,2019JJ00,170.9,144.6,26.3,864.6,714.4,150.2,338.0,278.7,59.2,4.3,3.5,0.8
194,A052704,A052703,2020JJ00,211.6,185.0,26.5,1014.1,860.1,154.0,411.2,349.0,62.3,3.8,3.2,0.6
195,A052704,A052703,2021JJ00,224.4,192.5,31.9,1011.3,838.8,172.5,438.3,358.1,80.3,2.9,2.4,0.5
196,A052704,A052704,2015JJ00,185.3,48.5,136.9,937.1,253.7,683.4,378.6,99.9,278.7,4.7,1.3,3.4
197,A052704,A052704,2016JJ00,206.4,64.5,141.8,996.5,311.6,684.9,400.3,116.4,283.9,4.4,1.3,3.1
198,A052704,A052704,2017JJ00,183.8,46.2,137.7,979.1,264.6,714.5,392.5,96.7,295.8,4.9,1.2,3.7
199,A052704,A052704,2018JJ00,174.6,44.7,129.9,928.1,249.3,678.8,382.2,98.6,283.7,4.3,1.1,3.2
200,A052704,A052704,2019JJ00,210.5,51.8,158.7,1192.9,297.4,895.5,456.1,111.5,344.6,5.8,1.4,4.4
201,A052704,A052704,2020JJ00,164.2,42.8,121.4,871.9,224.3,647.6,355.2,91.5,263.7,3.3,0.9,2.5
202,A052704,A052704,2021JJ00,149.9,41.5,108.4,780.3,210.6,569.7,341.6,92.0,249.5,2.3,0.6,1.7
203,A052704,A052705,2015JJ00,651.3,241.4,409.9,3259.2,1195.4,2063.8,1333.8,485.4,848.4,16.6,6.0,10.6
204,A052704,A052705,2016JJ00,687.3,259.3,427.9,3237.8,1257.0,1980.8,1315.5,508.8,806.7,14.6,5.6,9.0
205,A052704,A052705,2017JJ00,650.7,242.0,408.7,3273.3,1215.3,2058.0,1351.7,496.9,854.8,16.9,6.1,10.8
206,A052704,A052705,2018JJ00,636.8,248.5,388.3,3238.4,1250.3,1988.0,1336.6,511.1,825.4,15.0,5.6,9.4
207,A052704,A052705,2019JJ00,699.4,273.2,426.2,3711.5,1414.6,2296.8,1381.9,532.4,849.5,17.2,6.5,10.7
208,A052704,A052705,2020JJ00,664.0,275.9,388.1,3431.9,1385.6,2046.4,1381.4,558.0,823.4,12.9,5.1,7.8
209,A052704,A052705,2021JJ00,642.3,260.9,381.4,3191.7,1265.0,1926.7,1373.9,545.9,828.0,9.3,3.7,5.6
210,A052704,A052706,2015JJ00,747.0,150.2,596.8,3934.0,825.2,3108.8,1662.1,354.8,1307.3,20.4,4.5,15.9
211,A052704,A052706,2016JJ00,919.7,205.2,714.5,4360.5,975.7,3384.8,1810.1,399.4,1410.7,19.4,4.3,15.0
212,A052704,A052706,2017JJ00,797.5,156.4,641.1,4413.5,934.0,3479.6,1858.3,387.8,1470.5,22.4,4.9,17.6
213,A052704,A052706,2018JJ00,739.9,151.5,588.4,4282.5,896.4,3386.1,1886.4,386.0,1500.4,21.0,4.3,16.7
214,A052704,A052706,2019JJ00,990.7,181.1,809.5,6058.8,1125.4,4933.3,2447.1,453.0,1994.2,31.2,5.8,25.3
215,A052704,A052706,2020JJ00,812.4,148.1,664.4,4648.3,873.9,3774.4,1991.6,374.4,1617.2,18.5,3.5,15.0
216,A052704,A052706,2021JJ00,820.8,141.9,678.9,4745.4,811.3,3934.1,2266.4,391.1,1875.3,15.0,2.6,12.5
217,A052704,A052707,2015JJ00,661.2,551.2,110.0,3290.2,2822.2,468.0,1415.1,1254.6,160.5,18.8,17.0,1.7
218,A052704,A052707,2016JJ00,721.0,616.8,104.2,3420.6,2988.7,431.9,1456.6,1302.1,154.5,17.4,15.8,1.6
219,A052704,A052707,2017JJ00,654.9,559.4,95.5,3318.2,2904.9,413.3,1426.6,1274.5,152.1,19.6,17.8,1.8
220,A052704,A052707,2018JJ00,686.8,588.0,98.7,3439.7,3017.0,422.7,1509.8,1358.2,151.7,18.0,16.3,1.6
221,A052704,A052707,2019JJ00,795.5,681.2,114.3,4366.6,3842.5,524.1,1843.3,1663.9,179.5,25.2,23.0,2.2
222,A052704,A052707,2020JJ00,767.4,679.6,87.8,3986.0,3590.9,395.0,1681.4,1539.8,141.6,16.7,15.4,1.3
223,A052704,A052707,2021JJ00,722.0,642.7,79.3,3585.4,3221.7,363.7,1688.2,1548.2,140.0,10.3,9.3,0.9
224,A052705,T001684,2015JJ00,46047.1,14400.7,31646.4,192158.0,78866.5,113291.5,72939.4,33124.6,39814.8,642.2,333.8,308.5
225,A052705,T001684,2016JJ00,41509.1,13295.1,28214.0,188954.0,80713.9,108240.2,73158.9,34932.9,38226.0,654.1,347.2,306.9
226,A052705,T001684,2017JJ00,48180.3,15135.0,33045.3,200435.2,81773.0,118662.2,72122.2,33167.8,38954.4,678.6,350.7,327.8
227,A052705,T001684,2018JJ00,55278.4,17035.0,38243.4,211168.2,87233.6,123934.6,75666.6,36193.4,39473.2,698.8,367.2,331.5
228,A052705,T001684,2019JJ00,55069.2,15006.8,40062.4,204879.2,82997.9,121881.3,79108.3,36471.2,42637.1,686.3,355.4,331.0
229,A052705,T001684,2020JJ00,50335.6,14864.5,35471.1,203213.4,86749.4,116464.0,77958.3,37343.1,40615.2,648.7,341.0,307.7
230,A052705,T001684,2021JJ00,46277.5,15407.3,30870.3,207486.8,90327.0,117159.9,80710.7,37699.9,43010.8,601.4,321.6,279.8
231,A052705,A052701,2015JJ00,31420.0,7203.6,24216.4,120575.0,40651.0,79924.0,41960.7,16256.5,25704.2,340.7,164.3,176.4
232,A052705,A052701,2016JJ00,28023.7,6563.5,21460.2,115828.2,40840.6,74987.5,40953.4,16985.0,23968.5,341.0,167.1,174.0
233,A052705,A052701,2017JJ00,31474.2,7532.1,23942.0,121840.6,41193.8,80646.8,40107.6,15885.5,24222.1,346.2,163.4,182.8
234,A052705,A052701,2018JJ00,37388.8,8816.8,28572.0,129809.2,44836.0,84973.1,42056.5,17755.9,24300.6,357.4,172.3,185.1
235,A052705,A052701,2019JJ00,40265.2,8105.8,32159.4,135375.4,45230.9,90144.5,48141.9,18879.1,29262.8,378.7,176.7,202.0
236,A052705,A052701,2020JJ00,34850.0,7350.3,27499.7,130781.8,46444.7,84337.1,46818.4,19463.0,27355.4,364.5,172.1,192.4
237,A052705,A052701,2021JJ00,29756.3,7373.7,22382.6,130113.6,48091.2,82022.4,48385.6,19687.6,28698.0,346.9,172.1,174.8
238,A052705,A052702,2015JJ00,3575.3,2371.8,1203.4,18127.3,12249.7,5877.6,7795.5,5154.9,2640.6,76.5,51.2,25.2
239,A052705,A052702,2016JJ00,3491.6,2356.2,1135.4,19640.1,13630.9,6009.2,8654.8,5926.0,2728.9,83.7,57.5,26.1
240,A052705,A052702,2017JJ00,4239.4,2750.5,1489.0,20832.8,14253.6,6579.2,8565.3,5813.8,2751.5,88.6,61.0,27.6
241,A052705,A052702,2018JJ00,4558.9,3014.7,1544.2,21836.4,15095.2,6741.2,9147.8,6272.5,2875.4,92.6,64.4,28.2
242,A052705,A052702,2019JJ00,3837.7,2577.6,1260.1,19134.0,13536.8,5597.1,8649.4,6078.2,2571.3,85.2,59.9,25.3
243,A052705,A052702,2020JJ00,4050.6,2677.8,1372.8,19749.9,13795.7,5954.2,8551.9,5907.4,2644.5,76.9,53.7,23.1
244,A052705,A052702,2021JJ00,4264.4,2849.1,1415.4,20953.3,14443.2,6510.1,8784.3,5931.2,2853.1,70.1,48.5,21.6
245,A052705,A052703,2015JJ00,534.7,429.4,105.3,2759.2,2210.4,548.8,1223.1,965.6,257.5,11.9,9.6,2.3
246,A052705,A052703,2016JJ00,435.5,356.4,79.1,2512.8,2066.0,446.8,1141.3,931.9,209.4,11.1,9.2,1.9
247,A052705,A052703,2017JJ00,555.3,453.7,101.6,2876.4,2354.5,521.9,1228.8,995.5,233.3,12.9,10.7,2.3
248,A052705,A052703,2018JJ00,640.3,516.9,123.4,3173.0,2549.4,623.6,1376.7,1088.7,288.0,14.1,11.3,2.8
249,A052705,A052703,2019JJ00,519.8,429.9,89.9,2684.7,2230.3,454.4,1230.8,1015.5,215.3,12.1,10.0,2.1
250,A052705,A052703,2020JJ00,676.4,572.9,103.5,3515.4,3035.8,479.6,1524.3,1311.8,212.5,14.0,12.1,1.9
251,A052705,A052703,2021JJ00,798.3,626.7,171.6,3959.8,3241.0,718.8,1629.9,1332.8,297.1,13.4,11.1,2.3
252,A052705,A052704,2015JJ00,747.1,185.8,561.2,3528.7,969.4,2559.3,1488.5,395.9,1092.6,14.3,3.9,10.4
253,A052705,A052704,2016JJ00,686.5,189.5,497.0,3615.1,1111.3,2503.8,1567.2,468.0,1099.1,14.7,4.4,10.2
254,A052705,A052704,2017JJ00,866.7,187.4,679.3,3904.0,983.6,2920.4,1586.2,397.4,1188.8,15.8,4.0,11.8
255,A052705,A052704,2018JJ00,854.3,182.6,671.6,3669.2,899.9,2769.4,1535.2,390.3,1144.9,15.0,3.9,11.1
256,A052705,A052704,2019JJ00,692.6,152.0,540.6,3057.0,759.0,2297.9,1374.1,347.3,1026.8,13.5,3.4,10.0
257,A052705,A052704,2020JJ00,651.8,152.4,499.4,2916.5,766.8,2149.7,1268.1,328.6,939.5,11.0,2.9,8.1
258,A052705,A052704,2021JJ00,629.4,148.3,481.1,2912.8,775.6,2137.2,1235.6,324.2,911.4,9.3,2.6,6.8
259,A052705,A052705,2015JJ00,3031.2,1029.5,2001.7,13900.7,4976.5,8924.2,5719.9,2070.0,3649.8,55.2,20.5,34.8
260,A052705,A052705,2016JJ00,2760.5,946.2,1814.3,13664.0,5070.0,8594.0,5638.4,2141.7,3496.7,53.9,20.7,33.2
261,A052705,A052705,2017JJ00,3456.0,1082.8,2373.2,15083.7,5170.7,9913.0,5734.5,2039.4,3695.1,58.2,21.2,37.0
262,A052705,A052705,2018JJ00,3602.8,1141.6,2461.2,14905.2,5239.8,9665.4,5660.2,2051.9,3608.4,56.3,20.9,35.4
263,A052705,A052705,2019JJ00,2784.5,900.0,1884.6,11555.2,4373.4,7181.8,4607.9,1838.9,2769.0,44.5,17.9,26.6
264,A052705,A052705,2020JJ00,3060.2,1051.4,2008.8,12975.9,4964.7,8011.2,5152.0,2022.7,3129.2,45.7,18.4,27.4
265,A052705,A052705,2021JJ00,3055.9,1116.1,1939.8,13469.2,5311.2,8158.0,5213.1,2069.8,3143.3,40.2,16.7,23.4
266,A052705,A052706,2015JJ00,3735.7,741.8,2993.9,17568.3,3956.6,13611.8,7576.4,1807.8,5768.5,69.6,16.8,52.9
267,A052705,A052706,2016JJ00,3417.4,714.2,2703.2,17953.8,4120.6,13833.2,7886.1,1882.4,6003.7,72.5,17.7,54.8
268,A052705,A052706,2017JJ00,4690.3,789.7,3900.6,20294.8,4082.1,16212.7,8003.1,1804.6,6198.6,78.0,18.0,60.0
269,A052705,A052706,2018JJ00,5114.2,819.5,4294.7,21399.6,4121.7,17277.9,8393.8,1836.3,6557.6,80.2,17.9,62.4
270,A052705,A052706,2019JJ00,4272.1,657.5,3614.6,17863.7,3377.2,14486.6,7727.3,1602.4,6124.9,74.2,15.4,58.8
271,A052705,A052706,2020JJ00,4114.7,608.5,3506.2,17034.3,3128.6,13905.8,7161.5,1440.5,5721.0,62.7,13.1,49.7
272,A052705,A052706,2021JJ00,4624.2,686.3,3938.0,19385.5,3483.0,15902.6,7999.5,1525.7,6473.8,58.5,12.0,46.6
273,A052705,A052707,2015JJ00,3003.2,2438.8,564.4,15698.9,13853.0,1845.9,7175.2,6473.9,701.3,74.0,67.5,6.5
274,A052705,A052707,2016JJ00,2693.9,2169.0,524.9,15740.0,13874.5,1865.5,7317.7,6597.9,719.7,77.3,70.7,6.6
275,A052705,A052707,2017JJ00,2898.5,2338.9,559.6,15603.0,13734.8,1868.2,6896.7,6231.7,665.0,78.8,72.5,6.4
276,A052705,A052707,2018JJ00,3119.1,2542.7,576.4,16375.6,14491.5,1884.1,7496.3,6797.9,698.4,83.1,76.6,6.5
277,A052705,A052707,2019JJ00,2697.3,2184.1,513.2,15209.2,13490.2,1719.0,7376.8,6709.8,667.0,78.2,72.1,6.1
278,A052705,A052707,2020JJ00,2932.0,2451.3,480.6,16239.5,14613.2,1626.3,7482.1,6868.9,613.2,73.7,68.6,5.1
279,A052705,A052707,2021JJ00,3149.0,2607.2,541.8,16692.6,14981.9,1710.8,7462.7,6828.6,634.2,63.0,58.6,4.3
280,A052706,T001684,2015JJ00,127907.7,26129.7,101778.0,329244.9,90905.8,238339.1,108393.9,36200.7,72193.2,830.3,338.5,491.8
281,A052706,T001684,2016JJ00,128550.7,28055.8,100494.9,339577.2,98330.6,241246.7,115860.2,40820.4,75039.8,861.2,351.9,509.4
282,A052706,T001684,2017JJ00,143539.4,29825.7,113713.8,367654.4,102681.8,264972.6,123789.4,42738.1,81051.3,871.1,354.0,517.1
283,A052706,T001684,2018JJ00,155754.4,31022.1,124732.3,392275.1,104789.6,287485.5,131299.9,43586.1,87713.8,911.7,360.8,550.9
284,A052706,T001684,2019JJ00,149443.8,34635.9,114807.9,406722.6,115637.2,291085.4,137696.1,46742.3,90953.8,953.1,370.9,582.2
285,A052706,T001684,2020JJ00,133885.6,28416.3,105469.4,357043.0,99750.7,257292.3,125081.0,43472.4,81608.6,889.3,349.2,540.1
286,A052706,T001684,2021JJ00,163118.6,34192.1,128926.5,426891.1,111921.3,314969.8,145072.1,46597.3,98474.8,901.0,343.5,557.5
287,A052706,A052701,2015JJ00,101183.5,13482.8,87700.7,239335.7,46627.4,192708.2,75315.5,18898.4,56417.1,532.3,175.4,356.9
288,A052706,A052701,2016JJ00,100141.6,14368.0,85773.6,243347.9,50486.8,192861.2,78389.9,21092.0,57297.9,548.1,179.0,369.1
289,A052706,A052701,2017JJ00,112521.5,15061.9,97459.6,266242.5,52785.3,213457.2,84520.2,22414.0,62106.2,564.5,186.7,377.8
290,A052706,A052701,2018JJ00,122109.8,15163.8,106946.0,286299.5,52994.2,233305.3,90369.9,22468.8,67901.1,599.8,189.8,410.0
291,A052706,A052701,2019JJ00,112154.5,16974.4,95180.1,284051.9,55611.1,228440.9,91481.7,22918.9,68562.8,595.2,177.7,417.5
292,A052706,A052701,2020JJ00,104224.2,13411.7,90812.6,258940.3,48765.8,210174.4,85205.8,21765.0,63440.8,590.5,179.7,410.7
293,A052706,A052701,2021JJ00,126715.2,17193.8,109521.4,312289.6,55917.0,256372.6,101273.4,23503.4,77770.0,605.7,177.9,427.9
294,A052706,A052702,2015JJ00,6501.0,4355.7,2145.3,22072.4,14562.4,7510.0,8353.3,5571.7,2781.6,77.1,52.1,24.9
295,A052706,A052702,2016JJ00,7139.6,4884.4,2255.3,24606.3,16452.5,8153.8,9854.2,6622.5,3231.6,84.4,57.8,26.6
296,A052706,A052702,2017JJ00,7779.9,5270.4,2509.5,25584.0,16996.1,8587.9,10153.7,6798.3,3355.4,81.5,55.9,25.6
297,A052706,A052702,2018JJ00,8696.0,5888.1,2807.9,27588.9,18461.6,9127.3,10915.2,7421.8,3493.4,86.4,60.3,26.1
298,A052706,A052702,2019JJ00,9768.8,6642.1,3126.7,32356.7,21604.5,10752.2,12498.4,8427.4,4071.0,99.3,68.2,31.0
299,A052706,A052702,2020JJ00,7939.3,5412.9,2526.4,26129.1,17545.8,8583.3,10810.8,7336.8,3474.0,82.5,57.2,25.3
300,A052706,A052702,2021JJ00,9184.1,6149.0,3035.1,29547.7,19485.4,10062.3,11841.3,7899.3,3942.0,83.4,57.5,25.9
301,A052706,A052703,2015JJ00,871.8,708.1,163.7,3241.2,2528.5,712.7,1270.2,994.6,275.6,11.8,9.5,2.3
302,A052706,A052703,2016JJ00,861.4,722.7,138.7,3170.6,2540.4,630.2,1320.1,1048.5,271.5,11.3,9.3,2.0
303,A052706,A052703,2017JJ00,1045.7,882.2,163.5,3673.9,2940.6,733.2,1523.2,1200.1,323.1,12.2,9.9,2.3
304,A052706,A052703,2018JJ00,1193.9,975.9,218.0,4074.2,3168.8,905.4,1638.4,1272.9,365.5,13.1,10.4,2.7
305,A052706,A052703,2019JJ00,1289.1,1076.9,212.2,4429.6,3578.2,851.3,1757.6,1411.6,346.1,14.0,11.3,2.6
306,A052706,A052703,2020JJ00,1376.2,1183.8,192.4,4620.3,3832.7,787.6,1947.4,1606.2,341.2,14.9,12.6,2.3
307,A052706,A052703,2021JJ00,1738.7,1421.1,317.7,5529.6,4319.4,1210.2,2238.1,1744.0,494.1,15.7,12.9,2.8
308,A052706,A052704,2015JJ00,1348.0,353.0,995.0,4541.9,1201.0,3340.9,1657.2,444.2,1213.0,14.6,4.0,10.6
309,A052706,A052704,2016JJ00,1435.8,401.5,1034.4,4965.1,1401.4,3563.7,1905.1,550.4,1354.6,15.4,4.5,10.8
310,A052706,A052704,2017JJ00,1522.9,390.8,1132.1,5085.6,1343.5,3742.2,1950.1,525.1,1425.0,14.8,3.9,10.9
311,A052706,A052704,2018JJ00,1596.7,397.1,1199.7,5052.3,1289.7,3762.7,1918.8,502.2,1416.7,14.3,3.8,10.5
312,A052706,A052704,2019JJ00,1728.9,429.9,1299.0,5775.9,1439.2,4336.7,2157.5,544.1,1613.3,16.7,4.3,12.5
313,A052706,A052704,2020JJ00,1194.8,297.3,897.5,3981.8,1007.8,2974.0,1599.0,417.8,1181.2,11.9,3.1,8.8
314,A052706,A052704,2021JJ00,1285.4,331.1,954.3,4098.5,1047.7,3050.8,1582.9,413.7,1169.2,11.0,3.0,8.0
315,A052706,A052705,2015JJ00,4893.5,1592.4,3301.1,16137.7,5483.7,10654.0,5851.8,2091.5,3760.4,53.6,20.0,33.5
316,A052706,A052705,2016JJ00,5077.4,1649.7,3427.7,16664.3,5676.1,10988.3,6320.9,2290.0,4030.9,53.6,20.3,33.3
317,A052706,A052705,2017JJ00,5656.3,1791.1,3865.3,17851.5,5859.6,11991.9,6734.4,2320.9,4413.4,53.1,19.4,33.7
318,A052706,A052705,2018JJ00,5842.5,1878.7,3963.8,17671.4,5828.4,11843.0,6682.8,2312.0,4370.8,51.5,19.1,32.4
319,A052706,A052705,2019JJ00,6018.9,2018.3,4000.6,18858.9,6538.2,12320.7,6883.9,2490.2,4393.7,53.1,20.4,32.8
320,A052706,A052705,2020JJ00,5010.5,1815.5,3195.0,16152.3,5934.3,10218.0,6415.4,2457.2,3958.2,49.4,19.7,29.7
321,A052706,A052705,2021JJ00,5112.6,1971.3,3141.3,16461.5,6315.2,10146.3,6462.1,2558.1,3904.0,45.7,18.9,26.7
322,A052706,A052706,2015JJ00,8475.9,1539.7,6936.1,26941.8,5375.1,21566.6,8998.6,1960.9,7037.7,74.7,17.2,57.4
323,A052706,A052706,2016JJ00,8949.7,1624.1,7325.5,28777.1,5660.3,23116.8,10297.2,2232.8,8064.4,79.4,18.3,61.1
324,A052706,A052706,2017JJ00,9729.4,1739.9,7989.5,30429.9,6011.9,24418.1,10951.7,2352.9,8598.8,78.6,17.7,60.9
325,A052706,A052706,2018JJ00,10751.5,1772.5,8979.0,32373.3,5876.5,26496.8,11629.4,2285.9,9343.5,80.4,17.0,63.4
326,A052706,A052706,2019JJ00,12333.7,2017.6,10316.1,38873.7,6809.8,32063.9,13578.8,2539.4,11039.4,98.3,19.2,79.0
327,A052706,A052706,2020JJ00,8635.3,1313.5,7321.8,27516.5,4738.4,22778.1,10452.8,1976.9,8475.9,72.4,14.3,58.1
328,A052706,A052706,2021JJ00,12979.6,1626.8,11352.8,37781.3,5600.8,32180.5,12657.2,2224.1,10433.1,75.6,14.2,61.4
329,A052706,A052707,2015JJ00,4634.0,4097.9,536.1,16974.2,15127.7,1846.5,6947.2,6239.4,707.8,66.3,60.3,6.1
330,A052706,A052707,2016JJ00,4945.3,4405.5,539.8,18045.8,16113.1,1932.7,7772.9,6984.1,788.8,69.0,62.7,6.4
331,A052706,A052707,2017JJ00,5283.7,4689.4,594.3,18787.0,16744.8,2042.2,7956.2,7126.8,829.4,66.5,60.5,5.9
332,A052706,A052707,2018JJ00,5564.0,4946.0,618.0,19215.4,17170.3,2045.0,8145.4,7322.6,822.8,66.1,60.3,5.8
333,A052706,A052707,2019JJ00,6150.0,5476.8,673.2,22375.8,20056.2,2319.6,9338.2,8410.6,927.6,76.5,69.8,6.7
334,A052706,A052707,2020JJ00,5505.4,4981.6,523.7,19702.8,17926.0,1776.8,8649.7,7912.4,737.3,67.6,62.4,5.2
335,A052706,A052707,2021JJ00,6103.0,5499.0,603.9,21182.9,19235.8,1947.1,9017.1,8254.7,762.4,63.9,59.0,4.9
336,A052707,T001684,2015JJ00,24263.0,15133.6,9129.4,384759.0,328953.1,55805.9,234292.0,207339.1,26952.9,2550.8,2299.1,251.7
337,A052707,T001684,2016JJ00,23022.0,15179.7,7842.3,386456.0,331950.2,54505.8,238611.0,211657.5,26953.5,2568.8,2314.3,254.5
338,A052707,T001684,2017JJ00,22037.0,15536.8,6500.2,393673.0,337765.9,55907.1,245721.0,217206.8,28514.2,2594.8,2334.6,260.2
339,A052707,T001684,2018JJ00,24969.0,16470.3,8498.7,408350.0,351513.1,56836.9,254804.0,227350.9,27453.1,2649.6,2385.0,264.7
340,A052707,T001684,2019JJ00,26080.0,17279.9,8800.1,427898.0,369195.6,58702.4,266777.0,238509.8,28267.2,2716.6,2447.8,268.7
341,A052707,T001684,2020JJ00,27561.0,18737.6,8823.4,428445.0,374074.3,54370.7,265916.0,240077.7,25838.3,2788.2,2533.0,255.3
342,A052707,T001684,2021JJ00,30812.0,21614.0,9198.0,452769.0,395794.5,56974.5,282185.0,255668.8,26516.2,2868.4,2604.6,263.9
343,A052707,A052701,2015JJ00,18749.8,11426.4,7323.3,289567.0,260844.0,28723.0,173780.6,161221.0,12559.7,2145.5,2012.1,133.3
344,A052707,A052701,2016JJ00,17433.2,11710.8,5722.4,293459.0,266251.0,27208.0,179429.1,166752.1,12676.9,2166.3,2030.5,135.8
345,A052707,A052701,2017JJ00,16570.5,11965.0,4605.5,300029.0,272982.0,27047.0,187117.7,173895.5,13222.2,2191.4,2056.4,135.1
346,A052707,A052701,2018JJ00,18692.4,12522.8,6169.6,315545.0,287177.0,28368.0,198867.0,185780.7,13086.2,2242.1,2103.0,139.2
347,A052707,A052701,2019JJ00,19511.2,13067.6,6443.6,331337.0,301836.0,29501.0,208901.0,195270.1,13630.9,2303.8,2161.1,142.7
348,A052707,A052701,2020JJ00,20884.4,14280.0,6604.4,334987.0,307450.0,27537.0,210601.7,197836.6,12765.0,2377.8,2239.4,138.4
349,A052707,A052701,2021JJ00,22889.9,16619.7,6270.2,356972.0,328962.0,28010.0,227164.1,214009.1,13155.0,2448.2,2305.9,142.4
350,A052707,A052702,2015JJ00,745.6,459.9,285.6,11054.9,6607.8,4447.0,6091.0,3776.7,2314.3,49.6,29.9,19.7
351,A052707,A052702,2016JJ00,854.6,550.6,304.0,11497.1,7124.6,4372.5,6305.0,4035.5,2269.5,52.1,33.5,18.6
352,A052707,A052702,2017JJ00,824.8,519.0,305.9,11871.8,7151.6,4720.2,6424.9,3998.7,2426.2,53.0,33.3,19.7
353,A052707,A052702,2018JJ00,975.8,645.2,330.6,12020.8,7568.6,4452.2,6259.8,4029.1,2230.7,54.1,35.1,19.0
354,A052707,A052702,2019JJ00,1033.1,682.8,350.2,12520.2,7860.1,4660.1,6453.5,4154.0,2299.5,55.5,35.9,19.6
355,A052707,A052702,2020JJ00,1018.4,663.3,355.1,11678.9,7239.5,4439.5,5877.0,3756.5,2120.5,51.9,33.5,18.4
356,A052707,A052702,2021JJ00,1284.6,840.5,444.1,12427.1,7749.2,4678.0,6006.8,3830.8,2176.0,54.7,34.9,19.8
357,A052707,A052703,2015JJ00,117.6,93.1,24.4,1736.6,1346.8,389.8,985.5,777.9,207.6,7.9,6.3,1.7
358,A052707,A052703,2016JJ00,113.8,91.4,22.4,1512.7,1180.6,332.1,856.5,681.0,175.6,7.0,5.6,1.4
359,A052707,A052703,2017JJ00,120.2,95.8,24.3,1714.1,1318.4,395.6,960.9,749.7,211.2,7.7,6.1,1.6
360,A052707,A052703,2018JJ00,150.7,118.3,32.5,1808.1,1380.3,427.7,967.9,748.7,219.1,8.1,6.3,1.8
361,A052707,A052703,2019JJ00,152.4,118.8,33.6,1778.1,1348.9,429.2,937.5,726.8,210.7,7.8,6.0,1.8
362,A052707,A052703,2020JJ00,209.5,173.4,36.1,2143.9,1711.9,431.9,1114.1,904.4,209.7,9.4,7.6,1.8
363,A052707,A052703,2021JJ00,270.2,207.5,62.7,2423.9,1786.5,637.5,1209.7,938.1,271.6,10.3,7.9,2.4
364,A052707,A052704,2015JJ00,166.5,34.0,132.5,2527.8,513.8,2014.0,1256.5,284.3,972.2,10.2,2.2,8.0
365,A052707,A052704,2016JJ00,158.3,40.7,117.7,2235.9,560.6,1675.3,1160.0,308.7,851.4,9.3,2.4,6.9
366,A052707,A052704,2017JJ00,155.5,32.2,123.3,2394.6,489.5,1905.0,1242.1,273.3,968.8,9.9,2.2,7.8
367,A052707,A052704,2018JJ00,179.5,34.6,144.9,2373.6,443.5,1930.1,1129.8,242.9,886.9,9.6,2.0,7.6
368,A052707,A052704,2019JJ00,205.1,40.2,164.9,2564.5,486.3,2078.3,1203.1,256.4,946.7,10.1,2.1,8.0
369,A052707,A052704,2020JJ00,173.8,39.1,134.7,2087.7,465.1,1622.7,959.3,229.1,730.2,8.5,2.0,6.4
370,A052707,A052704,2021JJ00,212.7,39.8,172.9,1952.4,376.4,1576.1,874.5,202.0,672.5,7.7,1.8,5.9
371,A052707,A052705,2015JJ00,774.3,231.2,543.1,11175.0,3375.9,7799.1,5177.3,1640.3,3537.0,41.6,13.2,28.3
372,A052707,A052705,2016JJ00,994.6,246.8,747.8,11496.0,3222.5,8273.5,5162.1,1551.5,3610.6,42.1,12.6,29.4
373,A052707,A052705,2017JJ00,787.1,219.3,567.8,11941.0,3169.9,8771.1,5588.2,1551.2,4037.0,44.1,12.3,31.8
374,A052707,A052705,2018JJ00,1057.5,257.7,799.9,11562.6,3107.6,8454.9,4923.2,1412.1,3511.2,42.3,12.1,30.2
375,A052707,A052705,2019JJ00,830.2,250.7,579.6,10827.7,3104.4,7723.3,4474.0,1387.9,3086.1,38.6,11.8,26.8
376,A052707,A052705,2020JJ00,964.8,288.6,676.2,11283.5,3384.5,7898.9,4496.7,1435.0,3061.7,40.5,12.8,27.7
377,A052707,A052705,2021JJ00,1391.5,361.5,1029.9,12331.9,3562.4,8769.5,4483.1,1455.3,3027.8,41.9,13.5,28.4
378,A052707,A052706,2015JJ00,602.4,135.0,467.4,9485.9,2192.9,7292.9,5636.6,1314.1,4322.5,42.2,10.2,32.1
379,A052707,A052706,2016JJ00,725.8,159.6,566.2,9804.1,2302.0,7502.1,5669.7,1347.2,4322.5,43.8,10.6,33.2
380,A052707,A052706,2017JJ00,606.9,144.3,462.6,9844.3,2312.1,7532.3,5758.2,1352.5,4405.6,44.8,10.8,34.0
381,A052707,A052706,2018JJ00,794.2,165.3,628.9,10172.3,2257.6,7914.7,5709.2,1271.2,4438.0,47.3,10.7,36.7
382,A052707,A052706,2019JJ00,960.9,165.3,795.5,11001.6,2154.7,8846.9,6165.0,1221.9,4943.0,49.6,9.9,39.7
