ID,BedrijfstakkenBranchesSBI2008,Perioden,PrijsindexArbeid_1,JaarmutatiePrijsVanArbeid_2,LoonkostenPerGewerktUur_3,JaarmutatieLoonkostenPerGewerktUur_4,Structuureffect_5
819,300006 ,2021VJ12,108.0,-0.5,109.2,-0.4,0.1
820,300006 ,2022VJ03,109.0,2.9,109.4,1.5,-1.4
821,300006 ,2022VJ06,111.5,4.1,111.5,2.4,-1.6
822,300006 ,2022VJ09,113.3,5.2,113.3,3.7,-1.5
823,300006 ,2022VJ12,116.4,7.7,116.2,6.4,-1.2
824,300006 ,2023VJ03,118.7,8.9,118.4,8.2,-0.6
825,300006 ,2023VJ06,120.9,8.4,120.8,8.3,-0.1
826,300006 ,2023VJ09,123.2,8.7,123.0,8.6,-0.1
827,300006 ,2023VJ12,125.7,8.0,125.4,7.9,-0.2
828,354200 ,2001JJ00,79.8,,70.7,,
829,354200 ,2002JJ00,83.2,4.2,74.0,4.6,0.3
830,354200 ,2003JJ00,86.6,4.2,78.1,5.6,1.3
831,354200 ,2004JJ00,85.3,-1.5,77.5,-0.7,0.8
832,354200 ,2005JJ00,86.7,1.6,80.0,3.1,1.5
833,354200 ,2006JJ00,87.6,1.1,81.6,2.1,1.0
834,354200 ,2007JJ00,89.7,2.4,83.9,2.8,0.3
835,354200 ,2008JJ00,92.8,3.4,87.1,3.9,0.5
836,354200 ,2009JJ00,93.4,0.7,89.1,2.2,1.5
837,354200 ,2010JJ00,93.8,0.4,90.9,2.1,1.7
838,354200 ,2011JJ00,95.6,1.9,93.1,2.4,0.5
839,354200 ,2012JJ00,98.1,2.6,96.4,3.5,0.9
840,354200 ,2013JJ00,98.5,0.5,97.8,1.5,1.0
841,354200 ,2014JJ00,99.1,0.6,98.9,1.1,0.5
842,354200 ,2015JJ00,100.0,0.9,100.0,1.1,0.3
843,354200 ,2016JJ00,99.9,-0.1,100.0,0.0,0.1
844,354200 ,2017JJ00,101.2,1.4,101.4,1.4,0.1
845,354200 ,2018JJ00,103.4,2.1,103.5,2.1,0.0
846,354200 ,2019JJ00,105.6,2.2,106.2,2.6,0.4
847,354200 ,2020JJ00,108.4,2.6,109.4,3.0,0.4
848,354200 ,2021JJ00,110.4,1.9,112.2,2.6,0.7
849,354200 ,2022JJ00,116.8,5.8,118.3,5.4,-0.4
850,354200 ,2023JJ00,124.6,6.7,126.3,6.8,0.2
851,354200 ,2006VJ12,87.6,1.1,81.6,2.1,1.0
852,354200 ,2007VJ03,88.5,,82.5,,
853,354200 ,2007VJ06,89.1,,83.1,,
854,354200 ,2007VJ09,89.5,,83.5,,
855,354200 ,2007VJ12,89.7,2.4,83.9,2.8,0.3
856,354200 ,2008VJ03,90.7,2.4,84.9,2.8,0.4
857,354200 ,2008VJ06,91.6,2.9,85.8,3.3,0.4
858,354200 ,2008VJ09,92.0,2.9,86.3,3.3,0.5
859,354200 ,2008VJ12,92.8,3.4,87.1,3.9,0.5
860,354200 ,2009VJ03,93.3,2.9,87.9,3.6,0.6
861,354200 ,2009VJ06,94.1,2.7,88.9,3.6,0.9
862,354200 ,2009VJ09,94.0,2.1,89.2,3.4,1.2
863,354200 ,2009VJ12,93.4,0.7,89.1,2.2,1.5
864,354200 ,2010VJ03,93.7,0.4,89.8,2.2,1.7
865,354200 ,2010VJ06,94.1,0.0,90.6,1.8,1.8
866,354200 ,2010VJ09,93.7,-0.3,90.5,1.5,1.8
867,354200 ,2010VJ12,93.8,0.4,90.9,2.1,1.7
868,354200 ,2011VJ03,94.0,0.3,91.3,1.6,1.3
869,354200 ,2011VJ06,94.2,0.1,91.6,1.1,1.0
870,354200 ,2011VJ09,94.5,0.9,91.9,1.6,0.7
871,354200 ,2011VJ12,95.6,1.9,93.1,2.4,0.5
872,354200 ,2012VJ03,95.7,1.8,93.4,2.3,0.5
873,354200 ,2012VJ06,96.1,2.0,94.0,2.6,0.6
874,354200 ,2012VJ09,97.2,2.9,95.2,3.6,0.7
875,354200 ,2012VJ12,98.1,2.6,96.4,3.5,0.9
876,354200 ,2013VJ03,99.1,3.6,97.6,4.5,0.9
877,354200 ,2013VJ06,99.1,3.1,97.9,4.2,1.0
878,354200 ,2013VJ09,99.0,1.9,98.0,3.0,1.1
879,354200 ,2013VJ12,98.5,0.5,97.8,1.5,1.0
880,354200 ,2014VJ03,98.5,-0.6,97.9,0.3,0.9
881,354200 ,2014VJ06,98.7,-0.4,98.2,0.3,0.8
882,354200 ,2014VJ09,98.6,-0.4,98.2,0.2,0.6
883,354200 ,2014VJ12,99.1,0.6,98.9,1.1,0.5
884,354200 ,2015VJ03,99.7,1.2,99.5,1.6,0.4
885,354200 ,2015VJ06,100.2,1.5,100.1,2.0,0.4
886,354200 ,2015VJ09,100.7,2.1,100.7,2.5,0.4
887,354200 ,2015VJ12,100.0,0.9,100.0,1.1,0.3
888,354200 ,2016VJ03,100.0,0.4,100.1,0.6,0.2
889,354200 ,2016VJ06,99.3,-0.9,99.3,-0.9,0.1
890,354200 ,2016VJ09,99.4,-1.3,99.4,-1.2,0.1
891,354200 ,2016VJ12,99.9,-0.1,100.0,0.0,0.1
892,354200 ,2017VJ03,99.2,-0.8,99.4,-0.6,0.2
893,354200 ,2017VJ06,100.0,0.7,100.2,1.0,0.2
894,354200 ,2017VJ09,100.4,1.1,100.6,1.2,0.1
895,354200 ,2017VJ12,101.2,1.4,101.4,1.4,0.1
896,354200 ,2018VJ03,102.0,2.8,102.2,2.8,0.0
897,354200 ,2018VJ06,102.8,2.8,102.9,2.7,-0.1
898,354200 ,2018VJ09,103.3,2.9,103.5,2.8,-0.1
899,354200 ,2018VJ12,103.4,2.1,103.5,2.1,0.0
900,354200 ,2019VJ03,104.3,2.2,104.5,2.3,0.1
901,354200 ,2019VJ06,104.8,2.0,105.1,2.1,0.2
902,354200 ,2019VJ09,104.8,1.4,105.3,1.7,0.3
903,354200 ,2019VJ12,105.6,2.2,106.2,2.6,0.4
904,354200 ,2020VJ03,107.6,3.2,108.3,3.7,0.5
905,354200 ,2020VJ06,106.7,1.8,107.4,2.2,0.4
906,354200 ,2020VJ09,108.7,3.7,109.5,4.0,0.3
907,354200 ,2020VJ12,108.4,2.6,109.4,3.0,0.4
908,354200 ,2021VJ03,107.2,-0.4,108.6,0.3,0.6
909,354200 ,2021VJ06,109.1,2.2,110.8,3.2,0.9
910,354200 ,2021VJ09,109.9,1.1,111.7,2.0,0.9
911,354200 ,2021VJ12,110.4,1.9,112.2,2.6,0.7
912,354200 ,2022VJ03,111.0,3.5,112.5,3.6,0.1
913,354200 ,2022VJ06,113.1,3.7,114.5,3.4,-0.3
914,354200 ,2022VJ09,114.3,4.0,115.8,3.7,-0.3
915,354200 ,2022VJ12,116.8,5.8,118.3,5.4,-0.4
916,354200 ,2023VJ03,118.2,6.5,119.7,6.4,-0.1
917,354200 ,2023VJ06,120.2,6.4,121.9,6.4,0.1
918,354200 ,2023VJ09,122.3,7.0,124.0,7.1,0.1
919,354200 ,2023VJ12,124.6,6.7,126.3,6.8,0.2
920,383100 ,2001JJ00,79.2,,72.8,,
921,383100 ,2002JJ00,82.3,3.9,76.2,4.7,0.8
922,383100 ,2003JJ00,84.4,2.6,78.8,3.3,0.7
923,383100 ,2004JJ00,83.8,-0.7,78.9,0.1,0.8
924,383100 ,2005JJ00,84.4,0.7,80.3,1.8,1.1
925,383100 ,2006JJ00,85.6,1.4,81.7,1.8,0.4
926,383100 ,2007JJ00,88.3,3.2,84.5,3.5,0.3
927,383100 ,2008JJ00,90.9,2.9,87.2,3.1,0.2
928,383100 ,2009JJ00,92.5,1.7,89.3,2.5,0.8
929,383100 ,2010JJ00,93.1,0.6,90.2,0.9,0.3
930,383100 ,2011JJ00,94.8,1.9,92.4,2.4,0.5
931,383100 ,2012JJ00,96.9,2.1,95.2,3.1,0.9
932,383100 ,2013JJ00,98.3,1.5,97.8,2.7,1.1
933,383100 ,2014JJ00,97.9,-0.5,97.9,0.1,0.6
934,383100 ,2015JJ00,100.0,2.2,100.0,2.2,0.0
935,383100 ,2016JJ00,101.1,1.1,100.8,0.8,-0.2
936,383100 ,2017JJ00,102.2,1.1,101.5,0.7,-0.4
937,383100 ,2018JJ00,105.6,3.4,104.7,3.1,-0.2
938,383100 ,2019JJ00,108.2,2.4,107.3,2.5,0.1
939,383100 ,2020JJ00,110.2,1.9,109.1,1.6,-0.3
940,383100 ,2021JJ00,107.7,-2.2,106.6,-2.3,0.0
941,383100 ,2022JJ00,117.0,8.6,116.3,9.1,0.5
942,383100 ,2023JJ00,128.1,9.4,127.3,9.4,0.0
943,383100 ,2006VJ12,85.6,1.4,81.7,1.8,0.4
944,383100 ,2007VJ03,86.4,,82.6,,
945,383100 ,2007VJ06,87.2,,83.4,,
946,383100 ,2007VJ09,87.8,,84.0,,
947,383100 ,2007VJ12,88.3,3.2,84.5,3.5,0.3
948,383100 ,2008VJ03,89.5,3.6,85.7,3.8,0.2
949,383100 ,2008VJ06,89.9,3.1,86.1,3.2,0.1
950,383100 ,2008VJ09,90.7,3.3,86.9,3.4,0.1
951,383100 ,2008VJ12,90.9,2.9,87.2,3.1,0.2
952,383100 ,2009VJ03,91.5,2.3,87.9,2.5,0.3
953,383100 ,2009VJ06,92.5,2.9,89.0,3.4,0.4
954,383100 ,2009VJ09,92.5,2.0,89.2,2.6,0.6
955,383100 ,2009VJ12,92.5,1.7,89.3,2.5,0.8
956,383100 ,2010VJ03,92.9,1.5,90.0,2.4,0.9
957,383100 ,2010VJ06,93.1,0.6,90.2,1.4,0.8
958,383100 ,2010VJ09,92.9,0.5,90.0,1.0,0.5
959,383100 ,2010VJ12,93.1,0.6,90.2,0.9,0.3
960,383100 ,2011VJ03,93.1,0.2,90.3,0.4,0.2
961,383100 ,2011VJ06,93.1,0.0,90.5,0.3,0.2
962,383100 ,2011VJ09,93.7,0.8,91.1,1.2,0.4
963,383100 ,2011VJ12,94.8,1.9,92.4,2.4,0.5
964,383100 ,2012VJ03,95.1,2.1,92.7,2.7,0.6
965,383100 ,2012VJ06,95.6,2.6,93.4,3.3,0.7
966,383100 ,2012VJ09,96.0,2.5,94.1,3.3,0.8
967,383100 ,2012VJ12,96.9,2.1,95.2,3.1,0.9
968,383100 ,2013VJ03,98.0,3.1,96.6,4.2,1.0
969,383100 ,2013VJ06,98.2,2.8,97.2,4.0,1.2
970,383100 ,2013VJ09,98.5,2.5,97.6,3.7,1.2
971,383100 ,2013VJ12,98.3,1.5,97.8,2.7,1.1
972,383100 ,2014VJ03,98.0,0.0,97.6,1.0,1.0
973,383100 ,2014VJ06,97.8,-0.4,97.6,0.5,0.9
974,383100 ,2014VJ09,97.5,-0.9,97.4,-0.2,0.7
975,383100 ,2014VJ12,97.9,-0.5,97.9,0.1,0.6
976,383100 ,2015VJ03,98.4,0.4,98.4,0.8,0.4
977,383100 ,2015VJ06,99.2,1.4,99.2,1.6,0.2
978,383100 ,2015VJ09,100.0,2.6,100.0,2.7,0.1
979,383100 ,2015VJ12,100.0,2.2,100.0,2.2,0.0
980,383100 ,2016VJ03,100.4,2.0,100.3,1.9,-0.1
981,383100 ,2016VJ06,99.9,0.7,99.8,0.6,-0.1
982,383100 ,2016VJ09,100.3,0.3,100.2,0.2,-0.1
983,383100 ,2016VJ12,101.1,1.1,100.8,0.8,-0.2
984,383100 ,2017VJ03,100.4,0.1,100.2,-0.2,-0.2
985,383100 ,2017VJ06,100.6,0.7,100.5,0.7,0.0
986,383100 ,2017VJ09,101.1,0.8,100.8,0.7,-0.1
987,383100 ,2017VJ12,102.2,1.1,101.5,0.7,-0.4
988,383100 ,2018VJ03,103.2,2.8,102.5,2.3,-0.4
989,383100 ,2018VJ06,104.6,4.0,103.8,3.3,-0.7
990,383100 ,2018VJ09,105.2,4.1,104.3,3.5,-0.6
991,383100 ,2018VJ12,105.6,3.4,104.7,3.1,-0.2
992,383100 ,2019VJ03,106.5,3.1,105.5,2.9,-0.2
993,383100 ,2019VJ06,107.1,2.4,106.1,2.3,-0.1
994,383100 ,2019VJ09,107.3,2.0,106.4,2.0,0.0
995,383100 ,2019VJ12,108.2,2.4,107.3,2.5,0.1
996,383100 ,2020VJ03,110.7,4.0,109.7,4.0,-0.1
997,383100 ,2020VJ06,110.3,3.0,109.3,3.0,0.0
998,383100 ,2020VJ09,111.5,3.9,110.4,3.8,-0.1
999,383100 ,2020VJ12,110.2,1.9,109.1,1.6,-0.3
1000,383100 ,2021VJ03,106.2,-4.1,105.1,-4.2,-0.1
1001,383100 ,2021VJ06,107.1,-2.9,106.0,-3.0,-0.2
1002,383100 ,2021VJ09,107.3,-3.7,106.2,-3.9,-0.2
1003,383100 ,2021VJ12,107.7,-2.2,106.6,-2.3,0.0
1004,383100 ,2022VJ03,109.5,3.1,108.5,3.3,0.1
1005,383100 ,2022VJ06,111.6,4.2,110.6,4.4,0.2
1006,383100 ,2022VJ09,113.7,5.9,112.8,6.3,0.3
1007,383100 ,2022VJ12,117.0,8.6,116.3,9.1,0.5
1008,383100 ,2023VJ03,119.5,9.1,119.0,9.6,0.5
1009,383100 ,2023VJ06,122.2,9.5,122.1,10.4,0.8
1010,383100 ,2023VJ09,124.6,9.7,124.6,10.5,0.7
1011,383100 ,2023VJ12,128.1,9.4,127.3,9.4,0.0
1012,389100 ,2001JJ00,86.0,,83.1,,
1013,389100 ,2002JJ00,88.5,2.9,85.8,3.3,0.4
1014,389100 ,2003JJ00,89.7,1.4,87.4,1.9,0.5
1015,389100 ,2004JJ00,88.4,-1.5,86.6,-1.0,0.6
1016,389100 ,2005JJ00,90.3,2.1,89.1,2.9,0.7
1017,389100 ,2006JJ00,91.7,1.6,90.1,1.1,-0.5
1018,389100 ,2007JJ00,93.1,1.5,91.3,1.4,-0.2
1019,389100 ,2008JJ00,95.1,2.2,93.3,2.2,0.0
1020,389100 ,2009JJ00,95.4,0.3,94.1,0.9,0.6
1021,389100 ,2010JJ00,95.4,-0.1,94.9,0.8,0.8
1022,389100 ,2011JJ00,95.7,0.4,95.1,0.3,-0.1
1023,389100 ,2012JJ00,97.8,2.2,97.6,2.6,0.4
1024,389100 ,2013JJ00,98.5,0.7,98.6,1.1,0.4
1025,389100 ,2014JJ00,100.5,2.0,100.8,2.2,0.2
1026,389100 ,2015JJ00,100.0,-0.5,100.0,-0.8,-0.3
1027,389100 ,2016JJ00,100.9,0.9,100.4,0.4,-0.4
1028,389100 ,2017JJ00,100.7,-0.2,99.7,-0.7,-0.5
1029,389100 ,2018JJ00,103.0,2.3,102.0,2.3,0.0
1030,389100 ,2019JJ00,105.6,2.5,104.9,2.8,0.3
1031,389100 ,2020JJ00,105.5,-0.1,106.3,1.4,1.5
1032,389100 ,2021JJ00,90.6,-14.1,90.7,-14.7,-0.7
1033,389100 ,2022JJ00,110.5,22.0,108.8,20.0,-1.6
1034,389100 ,2023JJ00,125.4,13.4,123.0,13.1,-0.3
1035,389100 ,2006VJ12,91.7,1.6,90.1,1.1,-0.5
1036,389100 ,2007VJ03,92.0,,90.4,,
1037,389100 ,2007VJ06,92.6,,90.8,,
1038,389100 ,2007VJ09,93.0,,91.2,,
1039,389100 ,2007VJ12,93.1,1.5,91.3,1.4,-0.2
1040,389100 ,2008VJ03,94.0,2.1,92.2,2.0,-0.1
1041,389100 ,2008VJ06,94.5,2.1,92.7,2.1,0.0
1042,389100 ,2008VJ09,94.7,1.9,92.9,2.0,0.1
1043,389100 ,2008VJ12,95.1,2.2,93.3,2.2,0.0
1044,389100 ,2009VJ03,94.8,0.8,93.1,1.0,0.2
1045,389100 ,2009VJ06,95.2,0.7,93.7,1.0,0.3
1046,389100 ,2009VJ09,95.2,0.4,93.8,0.9,0.4
1047,389100 ,2009VJ12,95.4,0.3,94.1,0.9,0.6
1048,389100 ,2010VJ03,97.0,2.4,96.0,3.1,0.7
1049,389100 ,2010VJ06,97.5,2.4,96.7,3.3,0.8
1050,389100 ,2010VJ09,95.5,0.3,94.8,1.2,0.8
1051,389100 ,2010VJ12,95.4,-0.1,94.9,0.8,0.8
1052,389100 ,2011VJ03,95.1,-2.0,94.6,-1.4,0.6
1053,389100 ,2011VJ06,94.9,-2.6,94.4,-2.4,0.2
1054,389100 ,2011VJ09,95.0,-0.4,94.5,-0.4,0.0
1055,389100 ,2011VJ12,95.7,0.4,95.1,0.3,-0.1
1056,389100 ,2012VJ03,95.8,0.7,95.2,0.6,-0.1
1057,389100 ,2012VJ06,96.2,1.3,95.8,1.5,0.2
1058,389100 ,2012VJ09,97.0,2.1,96.7,2.3,0.3
1059,389100 ,2012VJ12,97.8,2.2,97.6,2.6,0.4
1060,389100 ,2013VJ03,98.7,3.1,98.6,3.6,0.5
1061,389100 ,2013VJ06,98.8,2.7,98.7,3.1,0.4
1062,389100 ,2013VJ09,99.1,2.2,99.2,2.6,0.4
1063,389100 ,2013VJ12,98.5,0.7,98.6,1.1,0.4
1064,389100 ,2014VJ03,98.8,0.1,99.0,0.4,0.3
1065,389100 ,2014VJ06,99.5,0.8,99.7,1.1,0.3
1066,389100 ,2014VJ09,99.6,0.5,99.9,0.8,0.2
1067,389100 ,2014VJ12,100.5,2.0,100.8,2.2,0.2
1068,389100 ,2015VJ03,100.5,1.7,100.8,1.8,0.1
1069,389100 ,2015VJ06,100.4,0.9,100.6,0.9,0.0
1070,389100 ,2015VJ09,100.6,1.0,100.7,0.8,-0.2
1071,389100 ,2015VJ12,100.0,-0.5,100.0,-0.8,-0.3
1072,389100 ,2016VJ03,100.4,-0.1,100.3,-0.5,-0.4
1073,389100 ,2016VJ06,99.8,-0.6,99.7,-0.9,-0.3
1074,389100 ,2016VJ09,100.3,-0.3,100.0,-0.7,-0.4
1075,389100 ,2016VJ12,100.9,0.9,100.4,0.4,-0.4
1076,389100 ,2017VJ03,100.0,-0.4,99.5,-0.8,-0.4
1077,389100 ,2017VJ06,100.2,0.4,99.5,-0.1,-0.6
1078,389100 ,2017VJ09,100.2,-0.1,99.4,-0.6,-0.5
1079,389100 ,2017VJ12,100.7,-0.2,99.7,-0.7,-0.5
1080,389100 ,2018VJ03,101.4,1.4,100.4,0.9,-0.6
1081,389100 ,2018VJ06,102.5,2.2,101.3,1.8,-0.4
1082,389100 ,2018VJ09,103.0,2.7,101.9,2.5,-0.2
1083,389100 ,2018VJ12,103.0,2.3,102.0,2.3,0.0
1084,389100 ,2019VJ03,103.7,2.2,102.8,2.4,0.2
1085,389100 ,2019VJ06,104.1,1.6,103.3,2.0,0.4
1086,389100 ,2019VJ09,104.5,1.5,103.7,1.8,0.3
1087,389100 ,2019VJ12,105.6,2.5,104.9,2.8,0.3
1088,389100 ,2020VJ03,107.7,3.9,107.1,4.2,0.3
1089,389100 ,2020VJ06,107.1,2.9,107.3,3.8,0.9
1090,389100 ,2020VJ09,108.6,3.9,108.7,4.8,0.8
1091,389100 ,2020VJ12,105.5,-0.1,106.3,1.4,1.5
1092,389100 ,2021VJ03,95.2,-11.6,96.6,-9.9,2.0
1093,389100 ,2021VJ06,92.0,-14.2,93.0,-13.3,1.0
1094,389100 ,2021VJ09,91.4,-15.8,92.0,-15.3,0.6
1095,389100 ,2021VJ12,90.6,-14.1,90.7,-14.7,-0.7
1096,389100 ,2022VJ03,92.2,-3.2,91.6,-5.2,-2.0
1097,389100 ,2022VJ06,99.4,8.1,98.0,5.4,-2.5
1098,389100 ,2022VJ09,103.7,13.5,102.3,11.2,-2.0
1099,389100 ,2022VJ12,110.5,22.0,108.8,20.0,-1.6
1100,389100 ,2023VJ03,117.9,28.0,115.8,26.4,-1.2
1101,389100 ,2023VJ06,120.7,21.4,118.5,20.9,-0.4
1102,389100 ,2023VJ09,123.2,18.8,120.9,18.2,-0.5
1103,389100 ,2023VJ12,125.4,13.4,123.0,13.1,-0.3
1104,391600 ,2001JJ00,79.1,,70.0,,
1105,391600 ,2002JJ00,82.5,4.3,74.3,6.2,1.8
1106,391600 ,2003JJ00,86.3,4.6,79.0,6.3,1.6
1107,391600 ,2004JJ00,86.6,0.3,80.7,2.1,1.7
1108,391600 ,2005JJ00,88.3,2.0,83.3,3.2,1.2
1109,391600 ,2006JJ00,89.5,1.3,85.2,2.3,1.0
1110,391600 ,2007JJ00,92.4,3.2,88.4,3.7,0.4
1111,391600 ,2008JJ00,96.4,4.4,92.4,4.5,0.2
1112,391600 ,2009JJ00,99.6,3.3,96.1,4.0,0.8
1113,391600 ,2010JJ00,97.1,-2.5,95.4,-0.7,1.8
1114,391600 ,2011JJ00,97.9,0.8,96.7,1.4,0.6
1115,391600 ,2012JJ00,99.6,1.8,99.2,2.5,0.7
1116,391600 ,2013JJ00,99.6,0.0,99.6,0.5,0.5
1117,391600 ,2014JJ00,97.8,-1.9,98.0,-1.6,0.2
1118,391600 ,2015JJ00,100.0,2.3,100.0,2.1,-0.2
1119,391600 ,2016JJ00,102.0,2.0,101.4,1.4,-0.5
1120,391600 ,2017JJ00,103.9,1.9,103.4,1.9,0.0
1121,391600 ,2018JJ00,106.8,2.7,106.0,2.5,-0.2
1122,391600 ,2019JJ00,111.2,4.1,110.0,3.8,-0.3
1123,391600 ,2020JJ00,110.9,-0.3,109.7,-0.2,0.0
1124,391600 ,2021JJ00,118.6,7.0,117.5,7.1,0.1
1125,391600 ,2022JJ00,125.4,5.7,124.0,5.5,-0.2
1126,391600 ,2023JJ00,132.8,5.9,131.3,5.9,0.0
1127,391600 ,2006VJ12,89.5,1.3,85.2,2.3,1.0
1128,391600 ,2007VJ03,90.6,,86.4,,
1129,391600 ,2007VJ06,91.6,,87.5,,
1130,391600 ,2007VJ09,92.1,,88.1,,
1131,391600 ,2007VJ12,92.4,3.2,88.4,3.7,0.4
1132,391600 ,2008VJ03,93.4,3.0,89.4,3.4,0.4
1133,391600 ,2008VJ06,94.6,3.3,90.7,3.6,0.3
1134,391600 ,2008VJ09,95.3,3.4,91.3,3.7,0.2
1135,391600 ,2008VJ12,96.4,4.4,92.4,4.5,0.2
1136,391600 ,2009VJ03,97.4,4.4,93.4,4.6,0.2
1137,391600 ,2009VJ06,99.0,4.6,95.1,4.9,0.3
1138,391600 ,2009VJ09,99.4,4.4,95.7,4.8,0.4
1139,391600 ,2009VJ12,99.6,3.3,96.1,4.0,0.8
1140,391600 ,2010VJ03,99.3,1.9,96.3,3.1,1.2
1141,391600 ,2010VJ06,98.4,-0.6,96.0,1.0,1.5
1142,391600 ,2010VJ09,97.6,-1.8,95.6,-0.1,1.8
1143,391600 ,2010VJ12,97.1,-2.5,95.4,-0.7,1.8
1144,391600 ,2011VJ03,97.0,-2.3,95.5,-0.8,1.5
1145,391600 ,2011VJ06,96.9,-1.6,95.5,-0.5,1.1
1146,391600 ,2011VJ09,97.0,-0.6,95.8,0.2,0.8
1147,391600 ,2011VJ12,97.9,0.8,96.7,1.4,0.6
1148,391600 ,2012VJ03,97.9,0.9,96.8,1.3,0.4
1149,391600 ,2012VJ06,97.9,1.1,97.1,1.6,0.5
1150,391600 ,2012VJ09,98.9,1.9,98.2,2.5,0.6
1151,391600 ,2012VJ12,99.6,1.8,99.2,2.5,0.7
1152,391600 ,2013VJ03,100.5,2.7,100.2,3.5,0.8
1153,391600 ,2013VJ06,100.1,2.2,99.9,3.0,0.7
1154,391600 ,2013VJ09,100.1,1.2,100.0,1.8,0.6
1155,391600 ,2013VJ12,99.6,0.0,99.6,0.5,0.5
1156,391600 ,2014VJ03,98.8,-1.7,98.9,-1.4,0.4
1157,391600 ,2014VJ06,98.5,-1.6,98.7,-1.3,0.3
1158,391600 ,2014VJ09,97.7,-2.4,97.9,-2.1,0.3
1159,391600 ,2014VJ12,97.8,-1.9,98.0,-1.6,0.2
1160,391600 ,2015VJ03,98.5,-0.3,98.7,-0.2,0.1
1161,391600 ,2015VJ06,99.6,1.0,99.8,1.1,0.1
1162,391600 ,2015VJ09,100.2,2.6,100.4,2.6,0.0
1163,391600 ,2015VJ12,100.0,2.3,100.0,2.1,-0.2
1164,391600 ,2016VJ03,100.7,2.3,100.6,1.9,-0.4
1165,391600 ,2016VJ06,100.0,0.4,99.7,-0.1,-0.5
1166,391600 ,2016VJ09,100.8,0.6,100.4,0.0,-0.5
1167,391600 ,2016VJ12,102.0,2.0,101.4,1.4,-0.5
1168,391600 ,2017VJ03,101.4,0.6,100.7,0.1,-0.5
1169,391600 ,2017VJ06,102.3,2.3,101.6,1.9,-0.4
1170,391600 ,2017VJ09,102.9,2.1,102.3,1.9,-0.2
1171,391600 ,2017VJ12,103.9,1.9,103.4,1.9,0.0
1172,391600 ,2018VJ03,104.9,3.4,104.3,3.5,0.1
1173,391600 ,2018VJ06,105.9,3.5,105.3,3.6,0.1
1174,391600 ,2018VJ09,106.8,3.8,106.2,3.8,0.0
1175,391600 ,2018VJ12,106.8,2.7,106.0,2.5,-0.2
1176,391600 ,2019VJ03,108.3,3.3,107.4,3.0,-0.3
1177,391600 ,2019VJ06,109.6,3.6,108.6,3.2,-0.4
1178,391600 ,2019VJ09,109.9,2.9,108.8,2.5,-0.4
1179,391600 ,2019VJ12,111.2,4.1,110.0,3.8,-0.3
1180,391600 ,2020VJ03,112.5,3.8,111.1,3.5,-0.4
1181,391600 ,2020VJ06,111.0,1.2,109.6,0.9,-0.3
1182,391600 ,2020VJ09,112.0,1.9,110.7,1.8,-0.1
1183,391600 ,2020VJ12,110.9,-0.3,109.7,-0.2,0.0
1184,391600 ,2021VJ03,110.6,-1.7,109.5,-1.4,0.3
1185,391600 ,2021VJ06,113.4,2.2,112.4,2.5,0.3
1186,391600 ,2021VJ09,116.0,3.5,114.9,3.8,0.2
1187,391600 ,2021VJ12,118.6,7.0,117.5,7.1,0.1
1188,391600 ,2022VJ03,120.2,8.7,119.0,8.6,-0.1
1189,391600 ,2022VJ06,122.7,8.2,121.4,8.0,-0.1
1190,391600 ,2022VJ09,123.9,6.8,122.5,6.6,-0.2
1191,391600 ,2022VJ12,125.4,5.7,124.0,5.5,-0.2
1192,391600 ,2023VJ03,126.4,5.2,124.9,5.0,-0.2
1193,391600 ,2023VJ06,128.1,4.4,126.5,4.2,-0.2
1194,391600 ,2023VJ09,130.1,5.0,128.5,4.9,-0.1
1195,391600 ,2023VJ12,132.8,5.9,131.3,5.9,0.0
1196,396300 ,2001JJ00,77.1,,66.0,,
1197,396300 ,2002JJ00,85.0,10.3,74.4,12.7,2.3
1198,396300 ,2003JJ00,84.4,-0.7,74.8,0.6,1.3
1199,396300 ,2004JJ00,86.2,2.1,77.1,3.1,1.0
1200,396300 ,2005JJ00,88.8,3.1,80.8,4.8,1.6
1201,396300 ,2006JJ00,87.8,-1.2,80.8,-0.1,1.1
1202,396300 ,2007JJ00,93.7,6.8,86.7,7.4,0.6
1203,396300 ,2008JJ00,96.3,2.7,89.4,3.1,0.3
1204,396300 ,2009JJ00,92.5,-3.9,87.2,-2.4,1.5
1205,396300 ,2010JJ00,93.6,1.1,89.4,2.5,1.3
1206,396300 ,2011JJ00,94.8,1.3,91.9,2.9,1.5
1207,396300 ,2012JJ00,96.1,1.3,94.0,2.2,0.9
1208,396300 ,2013JJ00,102.4,6.5,101.1,7.5,0.9
1209,396300 ,2014JJ00,104.0,1.5,103.5,2.5,0.9
1210,396300 ,2015JJ00,100.0,-3.8,100.0,-3.4,0.4
1211,396300 ,2016JJ00,101.4,1.4,102.1,2.1,0.7
1212,396300 ,2017JJ00,103.2,1.7,104.7,2.5,0.8
1213,396300 ,2018JJ00,103.4,0.2,104.9,0.2,0.0
1214,396300 ,2019JJ00,105.5,2.1,107.3,2.3,0.2
1215,396300 ,2020JJ00,108.1,2.4,110.4,2.9,0.4
1216,396300 ,2021JJ00,112.7,4.3,115.1,4.3,0.0
1217,396300 ,2022JJ00,117.4,4.1,119.7,4.0,-0.1
1218,396300 ,2023JJ00,123.3,5.0,125.6,4.9,-0.1
