ID,KenmerkenInstallaties,Perioden,Productie_1,VerbruikGasmotorenWKKInstallatie_2,VerbruikGasmotorenDirecteAandrijving_3,VerbruikVoorOpwarmingSlibgistingstank_4,VerbruikVoorSlibontwatering_5,Afgefakkeld_6,Afgeblazen_7,VerbruikOfToepassingOnbekend_8,Aflevering_9,Aankoop_10,ProductieInWKKInstallaties_11,TotaalVerbruik_12,Warmteproductie_13,Aardgasverbruik_14,HuisbrandolieVerbruik_15,VerbruikPerKgVerwijdBZVGemiddelde_16,VerbruikPerKgVerwijdBZVLandelijk_17,AandeelBeluchtingInTotaalverbruik_18
326,SGT02          ,2003JJ00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,7.0,0.0,3.7,3.7,48.0
327,SGT02          ,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,14.0,0.0,3.2,3.5,57.0
328,SGT02          ,2005JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,8.0,0.0,4.4,4.4,50.0
329,SGT02          ,2006JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,7.0,0.0,4.2,4.0,48.0
330,SGT02          ,2007JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,0.0,3.7,3.3,45.0
331,SGT02          ,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,7.0,0.0,3.3,3.0,39.0
332,SGT02          ,2009JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,7.0,0.0,3.3,3.3,40.0
333,SGT02          ,2010JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,8.0,0.0,3.7,3.6,42.0
334,SGT02          ,2011JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.2,3.5,57.0
335,SGT02          ,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.8,3.1,57.0
336,SGT05          ,1981JJ00,15708.0,4124.0,,3247.0,0.0,3389.0,,4947.0,0.0,51.0,4.0,55.0,,1799.0,4520.0,2.7,2.6,62.0
337,SGT05          ,1985JJ00,29033.0,18262.0,,6727.0,0.0,3437.0,,607.0,0.0,67.0,25.0,92.0,,5823.0,195.0,2.9,2.8,54.0
338,SGT05          ,1990JJ00,53442.0,38218.0,,8664.0,0.0,4647.0,,1913.0,0.0,135.0,67.0,202.0,,6978.0,106.0,3.5,3.8,55.0
339,SGT05          ,1991JJ00,61802.0,39384.0,,5977.0,0.0,7129.0,,9311.0,0.0,127.0,83.0,210.0,,7963.0,460.0,3.8,3.9,53.0
340,SGT05          ,1992JJ00,59679.0,42371.0,,7650.0,0.0,4506.0,,5152.0,0.0,119.0,84.0,203.0,,4632.0,11.0,3.9,4.1,77.0
341,SGT05          ,1993JJ00,67697.0,45365.0,,6244.0,0.0,3781.0,,12307.0,0.0,143.0,78.0,221.0,,6770.0,161.0,4.1,4.3,57.0
342,SGT05          ,1995JJ00,69309.0,51598.0,,13152.0,0.0,4444.0,,115.0,0.0,159.0,88.0,248.0,,4737.0,2.0,4.5,4.5,52.0
343,SGT05          ,1996JJ00,69270.0,50378.0,,15387.0,0.0,3311.0,,194.0,0.0,210.0,88.0,299.0,,9198.0,1.0,4.7,5.4,49.0
344,SGT05          ,1997JJ00,71466.0,51042.0,,9147.0,7320.0,3944.0,,14.0,0.0,178.0,126.0,286.0,,25120.0,0.0,4.6,4.7,49.0
345,SGT05          ,1998JJ00,67485.0,52365.0,,8352.0,2868.0,3747.0,,152.0,0.0,178.0,117.0,273.0,,21853.0,0.0,4.7,4.8,47.0
346,SGT05          ,1999JJ00,72261.0,56921.0,,5431.0,4645.0,3901.0,,1363.0,0.0,159.0,128.0,265.0,,21157.0,594.0,4.7,4.8,46.0
347,SGT05          ,2000JJ00,75047.0,56418.0,,6020.0,0.0,4607.0,,322.0,0.0,173.0,93.0,266.0,,5031.0,0.0,4.7,4.7,55.0
348,SGT05          ,2001JJ00,79543.0,59340.0,,6800.0,0.0,4934.0,,616.0,0.0,191.0,109.0,300.0,,5114.0,0.0,5.4,5.4,56.0
349,SGT05          ,2002JJ00,80933.0,62778.0,,3763.0,110.0,6006.0,825.0,116.0,0.0,175.0,108.0,283.0,,7143.0,36.0,5.2,5.1,46.0
350,SGT05          ,2003JJ00,78724.0,62432.0,,3400.0,0.0,4667.0,278.0,24.0,0.0,179.0,113.0,292.0,,9967.0,0.0,5.4,5.2,48.0
351,SGT05          ,2004JJ00,80207.0,59022.0,1455.0,3739.0,0.0,6863.0,939.0,350.0,0.0,178.0,117.0,295.0,678.0,9731.0,0.0,5.3,5.1,48.0
352,SGT05          ,2005JJ00,76966.0,58154.0,1527.0,3712.0,132.0,6032.0,391.0,958.0,748.0,191.0,113.0,301.0,592.0,10511.0,45.0,5.2,5.1,49.0
353,SGT05          ,2006JJ00,81775.0,55133.0,1628.0,3569.0,0.0,7068.0,296.0,5070.0,9011.0,212.0,104.0,315.0,559.0,7668.0,60.0,5.3,5.4,49.0
354,SGT05          ,2007JJ00,79677.0,57854.0,1610.0,2851.0,0.0,6696.0,741.0,790.0,9134.0,217.0,107.0,322.0,591.0,8535.0,71.0,5.4,5.6,47.0
355,SGT05          ,2008JJ00,82505.0,61161.0,1405.0,3689.0,0.0,6033.0,184.0,874.0,9159.0,226.0,119.0,343.0,615.0,8122.0,96.0,5.5,5.5,45.0
356,SGT05          ,2009JJ00,87122.0,62888.0,1178.0,3301.0,0.0,6896.0,1681.0,1221.0,9956.0,225.0,122.0,343.0,633.0,8572.0,123.0,5.8,5.6,46.0
357,SGT05          ,2010JJ00,87499.0,67645.0,643.0,2427.0,0.0,5694.0,1062.0,1561.0,11693.0,218.0,136.0,341.0,670.0,7322.0,54.0,5.4,5.4,46.0
358,SGT05          ,2011JJ00,87724.0,67964.0,0.0,2582.0,0.0,5015.0,370.0,1976.0,9573.0,208.0,136.0,334.0,665.0,2141.0,96.0,5.2,5.3,47.0
359,SGT05          ,2012JJ00,88134.0,67244.0,0.0,1959.0,470.0,6230.0,213.0,3263.0,9650.0,214.0,134.0,341.0,868.0,1983.0,240.0,4.9,5.1,43.0
360,SGT08          ,1981JJ00,18795.0,2033.0,,3611.0,0.0,5445.0,,7706.0,0.0,52.0,5.0,57.0,,946.0,527.0,2.6,2.6,59.0
361,SGT08          ,1985JJ00,19907.0,7706.0,,6268.0,0.0,3785.0,,2148.0,0.0,41.0,17.0,58.0,,647.0,646.0,3.0,3.1,50.0
362,SGT08          ,1990JJ00,20331.0,10868.0,,4592.0,0.0,4269.0,,602.0,0.0,44.0,22.0,66.0,,1006.0,152.0,3.5,4.1,50.0
363,SGT08          ,1991JJ00,21592.0,11415.0,,3082.0,0.0,3441.0,,3654.0,0.0,41.0,24.0,64.0,,1520.0,205.0,3.6,4.3,53.0
364,SGT08          ,1992JJ00,16668.0,10049.0,,3031.0,0.0,3579.0,,8.0,0.0,32.0,21.0,53.0,,1537.0,3903.0,3.7,4.1,68.0
365,SGT08          ,1993JJ00,15843.0,10929.0,,1309.0,0.0,2239.0,,1366.0,0.0,33.0,22.0,54.0,,1599.0,144.0,3.6,3.8,53.0
366,SGT08          ,1995JJ00,14813.0,10884.0,,1863.0,0.0,2000.0,,66.0,0.0,26.0,20.0,46.0,,902.0,12.0,4.4,4.5,50.0
367,SGT08          ,1996JJ00,13279.0,9264.0,,2144.0,0.0,1842.0,,29.0,0.0,25.0,19.0,44.0,,978.0,11.0,4.3,4.4,49.0
368,SGT08          ,1997JJ00,14780.0,10579.0,,2636.0,0.0,1561.0,,4.0,0.0,29.0,25.0,55.0,,1295.0,6.0,4.9,5.1,53.0
369,SGT08          ,1998JJ00,14037.0,10415.0,,1994.0,0.0,1586.0,,41.0,0.0,38.0,23.0,60.0,,1254.0,9.0,4.8,5.6,57.0
370,SGT08          ,1999JJ00,12754.0,9161.0,,2234.0,0.0,1252.0,,108.0,0.0,33.0,23.0,56.0,,1583.0,4.0,4.4,5.2,52.0
371,SGT08          ,2000JJ00,11591.0,9472.0,,817.0,0.0,1292.0,,10.0,0.0,33.0,24.0,57.0,,1508.0,0.0,5.3,5.6,51.0
372,SGT08          ,2001JJ00,13458.0,11095.0,,1282.0,0.0,1080.0,,0.0,0.0,37.0,23.0,60.0,,1299.0,0.0,5.2,5.3,53.0
373,SGT08          ,2002JJ00,14678.0,12147.0,,943.0,0.0,1216.0,372.0,0.0,0.0,46.0,26.0,72.0,,1410.0,2.0,5.2,5.4,49.0
374,SGT08          ,2003JJ00,14326.0,10344.0,,1148.0,0.0,2834.0,0.0,0.0,0.0,43.0,23.0,66.0,,1580.0,2.0,5.9,6.3,49.0
375,SGT08          ,2004JJ00,15646.0,11636.0,0.0,1175.0,0.0,2836.0,0.0,0.0,0.0,44.0,25.0,68.0,127.0,1308.0,0.0,6.3,6.7,51.0
376,SGT08          ,2005JJ00,12558.0,9553.0,0.0,1326.0,0.0,1377.0,9.0,293.0,0.0,32.0,20.0,52.0,109.0,1008.0,22.0,6.0,6.2,48.0
377,SGT08          ,2006JJ00,11855.0,9173.0,0.0,990.0,0.0,1566.0,29.0,97.0,0.0,35.0,20.0,55.0,101.0,1302.0,12.0,6.0,6.3,48.0
378,SGT08          ,2007JJ00,11534.0,7911.0,0.0,1586.0,0.0,1745.0,59.0,233.0,0.0,32.0,17.0,49.0,85.0,953.0,54.0,6.2,6.5,47.0
379,SGT08          ,2008JJ00,10662.0,7078.0,0.0,2433.0,0.0,631.0,69.0,451.0,0.0,24.0,14.0,38.0,72.0,253.0,8.0,5.8,6.1,53.0
380,SGT08          ,2009JJ00,9439.0,6147.0,0.0,1819.0,0.0,1015.0,3.0,456.0,0.0,25.0,12.0,38.0,65.0,203.0,17.0,5.6,5.9,55.0
381,SGT08          ,2010JJ00,9993.0,6910.0,0.0,1492.0,0.0,1564.0,4.0,74.0,0.0,23.0,15.0,37.0,49.0,121.0,20.0,5.3,5.6,52.0
382,SGT08          ,2011JJ00,10699.0,8136.0,0.0,1026.0,0.0,1335.0,9.0,191.0,3.0,20.0,17.0,38.0,87.0,36.0,0.0,6.0,6.0,54.0
383,SGT08          ,2012JJ00,14102.0,12817.0,0.0,256.0,0.0,708.0,0.0,224.0,97.0,19.0,27.0,45.0,137.0,178.0,0.0,5.3,5.3,61.0
384,SGT29          ,1981JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,104.0,1.0,105.0,,2460.0,162.0,6.1,4.4,73.0
385,SGT29          ,1985JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,131.0,0.0,132.0,,2544.0,195.0,5.8,4.5,77.0
386,SGT29          ,1990JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,163.0,0.0,163.0,,1580.0,121.0,5.4,4.6,76.0
387,SGT29          ,1991JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,170.0,0.0,170.0,,1670.0,166.0,5.5,4.7,73.0
388,SGT29          ,1992JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,94.0,0.0,94.0,,321.0,15.0,5.8,4.5,79.0
389,SGT29          ,1993JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,182.0,0.0,182.0,,1633.0,125.0,5.4,4.7,72.0
390,SGT29          ,1995JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,197.0,0.0,197.0,,775.0,18.0,5.7,5.3,71.0
391,SGT29          ,1996JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,188.0,0.0,188.0,,2029.0,29.0,5.6,5.2,71.0
392,SGT29          ,1997JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,208.0,0.0,208.0,,4494.0,3.0,5.7,5.2,71.0
393,SGT29          ,1998JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,227.0,0.0,227.0,,6094.0,10.0,6.1,5.8,67.0
394,SGT29          ,1999JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,226.0,0.0,226.0,,6499.0,2.0,6.0,5.9,61.0
395,SGT29          ,2000JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,251.0,0.0,251.0,,3612.0,2.0,6.0,5.5,71.0
396,SGT29          ,2001JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,264.0,0.0,264.0,,7397.0,7.0,6.3,5.6,69.0
397,SGT29          ,2002JJ00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,263.0,0.0,263.0,,5976.0,6.0,6.5,5.7,65.0
398,SGT29          ,2003JJ00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0,264.0,,6310.0,4.0,6.3,5.7,66.0
399,SGT29          ,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,0.0,281.0,0.0,7464.0,5.0,6.6,5.9,65.0
400,SGT29          ,2005JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,0.0,262.0,0.0,7080.0,11.0,6.6,6.1,65.0
401,SGT29          ,2006JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,248.0,0.0,6143.0,8.0,6.5,5.8,65.0
402,SGT29          ,2007JJ00,125.0,122.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,256.0,0.0,256.0,2.0,5460.0,7.0,6.5,5.8,66.0
403,SGT29          ,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,256.0,0.0,5855.0,4.0,6.4,5.6,66.0
404,SGT29          ,2009JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,253.0,0.0,4087.0,4.0,6.3,5.7,66.0
405,SGT29          ,2010JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,252.0,0.0,3709.0,4.0,6.1,5.5,65.0
406,SGT29          ,2011JJ00,74.0,0.0,0.0,10.0,0.0,16.0,0.0,0.0,0.0,244.0,0.0,244.0,0.0,887.0,8.0,5.7,5.0,64.0
407,SGT29          ,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,233.0,0.0,940.0,5.0,5.8,5.1,64.0
408,SGT14          ,1981JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,10.0,,48.0,21.0,5.1,4.3,64.0
409,SGT14          ,1985JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,10.0,,18.0,21.0,5.0,5.0,63.0
410,SGT14          ,1990JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,7.0,0.0,7.0,,16.0,6.0,5.1,3.9,71.0
411,SGT14          ,1991JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,7.0,0.0,7.0,,18.0,24.0,5.6,4.2,70.0
412,SGT14          ,1992JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.6,10.6,0.0
413,SGT14          ,1993JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,6.0,0.0,6.0,,20.0,8.0,6.7,3.7,70.0
414,SGT14          ,1995JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,5.0,0.0,5.0,,10.0,0.0,7.5,4.8,69.0
415,SGT14          ,1996JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,4.0,,4.0,0.0,6.9,5.1,72.0
416,SGT14          ,1997JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,5.0,0.0,5.0,,15.0,0.0,7.6,4.2,67.0
417,SGT14          ,1998JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,3.0,,3.0,0.0,7.8,6.6,51.0
418,SGT14          ,1999JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0,,9.0,0.0,3.6,4.0,46.0
419,SGT14          ,2000JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0,,9.0,0.0,5.4,4.7,52.0
420,SGT14          ,2001JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0,,7.0,0.0,5.6,5.1,57.0
421,SGT14          ,2002JJ00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,0.0,0.0,4.5,4.8,48.0
422,SGT14          ,2003JJ00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,18.0,0.0,4.4,4.3,57.0
423,SGT14          ,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,12.0,0.0,3.2,3.2,54.0
424,SGT14          ,2005JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,SGT14          ,2006JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,SGT14          ,2007JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,SGT14          ,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,SGT14          ,2009JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,SGT14          ,2010JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,SGT14          ,2011JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,SGT14          ,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,SGT39          ,1981JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,17.0,0.0,17.0,,1853.0,1090.0,2.9,2.1,67.0
433,SGT39          ,1985JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,20.0,0.0,20.0,,2071.0,731.0,4.4,3.1,59.0
434,SGT39          ,1990JJ00,181.0,0.0,,181.0,0.0,0.0,,0.0,0.0,11.0,0.0,11.0,,196.0,697.0,4.3,4.5,58.0
435,SGT39          ,1991JJ00,133.0,0.0,,126.0,0.0,7.0,,0.0,0.0,13.0,0.0,13.0,,275.0,712.0,5.1,5.4,54.0
436,SGT39          ,1992JJ00,497.0,0.0,,479.0,0.0,18.0,,0.0,0.0,12.0,0.0,12.0,,0.0,626.0,6.5,6.5,66.0
437,SGT39          ,1993JJ00,923.0,0.0,,908.0,0.0,15.0,,0.0,0.0,14.0,0.0,14.0,,634.0,405.0,6.3,6.8,66.0
438,SGT39          ,1995JJ00,1049.0,0.0,,1027.0,0.0,21.0,,0.0,0.0,15.0,0.0,15.0,,275.0,307.0,6.3,6.4,58.0
439,SGT39          ,1996JJ00,1019.0,0.0,,998.0,0.0,20.0,,0.0,0.0,14.0,0.0,14.0,,0.0,346.0,8.2,8.2,0.0
440,SGT39          ,1997JJ00,988.0,0.0,,874.0,0.0,17.0,,97.0,0.0,16.0,0.0,16.0,,0.0,324.0,5.6,7.4,55.0
441,SGT39          ,1998JJ00,1023.0,0.0,,0.0,931.0,92.0,,0.0,0.0,18.0,0.0,18.0,,277.0,231.0,7.5,8.1,46.0
442,SGT39          ,1999JJ00,1138.0,0.0,,1074.0,0.0,63.0,,0.0,0.0,18.0,0.0,18.0,,316.0,190.0,7.3,8.1,46.0
443,SGT39          ,2000JJ00,1294.0,0.0,,968.0,0.0,251.0,,75.0,0.0,18.0,0.0,18.0,,276.0,84.0,7.3,7.8,48.0
444,SGT39          ,2001JJ00,1339.0,0.0,,1105.0,0.0,234.0,,0.0,0.0,19.0,0.0,19.0,,230.0,104.0,6.6,7.1,48.0
445,SGT39          ,2002JJ00,998.0,0.0,,0.0,891.0,107.0,0.0,0.0,0.0,18.0,0.0,18.0,,35.0,275.0,6.3,7.5,58.0
446,SGT39          ,2003JJ00,892.0,0.0,,0.0,863.0,29.0,0.0,0.0,0.0,18.0,0.0,18.0,,18.0,295.0,7.5,7.9,55.0
447,SGT39          ,2004JJ00,795.0,0.0,0.0,0.0,782.0,13.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,188.0,9.0,9.0,54.0
448,SGT39          ,2005JJ00,941.0,0.0,0.0,0.0,813.0,128.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,7.0,116.0,6.9,8.3,50.0
449,SGT39          ,2006JJ00,962.0,0.0,0.0,0.0,865.0,97.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,9.0,134.0,6.7,8.3,50.0
450,SGT39          ,2007JJ00,997.0,0.0,0.0,0.0,793.0,146.0,0.0,59.0,0.0,16.0,0.0,16.0,0.0,10.0,145.0,7.4,9.0,46.0
451,SGT39          ,2008JJ00,1048.0,0.0,0.0,0.0,798.0,0.0,161.0,89.0,0.0,16.0,0.0,16.0,0.0,7.0,177.0,6.0,7.1,46.0
452,SGT39          ,2009JJ00,982.0,0.0,0.0,0.0,793.0,117.0,0.0,72.0,0.0,15.0,0.0,15.0,0.0,13.0,188.0,6.1,7.5,48.0
453,SGT39          ,2010JJ00,1047.0,0.0,0.0,0.0,883.0,102.0,0.0,61.0,0.0,16.0,0.0,16.0,0.0,18.0,201.0,6.5,8.1,48.0
454,SGT39          ,2011JJ00,924.0,0.0,0.0,0.0,840.0,84.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,11.0,182.0,5.6,7.1,43.0
455,SGT39          ,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,15.0,0.0,2.9,2.9,44.0
456,SGT00          ,1981JJ00,57.0,0.0,,0.0,0.0,18.0,,39.0,0.0,27.0,0.0,27.0,,136.0,213.0,3.5,3.0,56.0
457,SGT00          ,1985JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,31.0,0.0,31.0,,618.0,228.0,3.0,3.5,69.0
458,SGT00          ,1990JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,40.0,2.0,42.0,,633.0,51.0,5.3,5.1,69.0
459,SGT00          ,1991JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,40.0,0.0,40.0,,649.0,60.0,5.0,4.3,67.0
460,SGT00          ,1992JJ00,283.0,62.0,,182.0,0.0,39.0,,0.0,0.0,35.0,0.0,36.0,,254.0,0.0,5.9,4.4,70.0
461,SGT00          ,1993JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,48.0,0.0,48.0,,256.0,3.0,5.3,4.4,66.0
462,SGT00          ,1995JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,42.0,0.0,42.0,,92.0,0.0,4.7,4.6,62.0
463,SGT00          ,1996JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,32.0,0.0,32.0,,23.0,0.0,4.4,5.1,70.0
464,SGT00          ,1997JJ00,5.0,4.0,,0.0,0.0,0.0,,0.0,0.0,45.0,0.0,45.0,,98.0,0.0,3.6,4.5,68.0
465,SGT00          ,1998JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,44.0,0.0,44.0,,68.0,0.0,4.6,4.6,70.0
466,SGT00          ,1999JJ00,258.0,0.0,,167.0,0.0,87.0,,4.0,0.0,36.0,0.0,36.0,,387.0,0.0,3.7,3.4,82.0
467,SGT00          ,2000JJ00,0.0,0.0,,0.0,7679.0,0.0,,0.0,0.0,51.0,37.0,68.0,,19825.0,0.0,5.0,7.7,61.0
468,SGT00          ,2001JJ00,0.0,0.0,,0.0,7854.0,0.0,,0.0,0.0,50.0,30.0,67.0,,17201.0,0.0,5.3,8.3,62.0
469,SGT00          ,2002JJ00,0.0,0.0,,0.0,7336.0,0.0,0.0,0.0,0.0,49.0,8.0,57.0,,13352.0,0.0,4.4,7.8,58.0
470,SGT00          ,2003JJ00,0.0,0.0,,0.0,7923.0,0.0,0.0,0.0,0.0,43.0,14.0,39.0,,14803.0,0.0,4.7,5.4,67.0
471,SGT00          ,2004JJ00,0.0,0.0,0.0,0.0,7838.0,0.0,0.0,0.0,0.0,43.0,25.0,68.0,286.0,16316.0,0.0,4.5,7.7,68.0
472,SGT00          ,2005JJ00,674.0,639.0,0.0,35.0,5313.0,0.0,0.0,0.0,0.0,69.0,20.0,89.0,335.0,15492.0,0.0,5.8,7.3,59.0
473,SGT00          ,2006JJ00,725.0,710.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,65.0,27.0,93.0,226.0,13751.0,0.0,6.0,8.1,58.0
474,SGT00          ,2007JJ00,805.0,785.0,0.0,15.0,0.0,0.0,0.0,5.0,0.0,59.0,31.0,63.0,255.0,14610.0,0.0,5.8,5.7,56.0
475,SGT00          ,2008JJ00,865.0,814.0,0.0,0.0,0.0,49.0,0.0,2.0,0.0,60.0,37.0,67.0,265.0,15949.0,3.0,5.5,5.4,57.0
476,SGT00          ,2009JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,22.0,66.0,0.0,12869.0,0.0,5.3,4.9,56.0
477,SGT00          ,2010JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,33.0,64.0,200.0,15276.0,0.0,5.2,4.6,52.0
478,SGT00          ,2011JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,32.0,78.0,234.0,21285.0,0.0,4.9,5.2,56.0
479,SGT00          ,2012JJ00,266.0,0.0,0.0,119.0,0.0,0.0,5.0,142.0,0.0,71.0,38.0,77.0,289.0,19980.0,0.0,4.9,5.1,50.0
480,GKNL0          ,1981JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
481,GKNL0          ,1985JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,0.0
482,GKNL0          ,1990JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0
483,GKNL0          ,1991JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0,,36.0,0.0,0.0,0.0,0.0
484,GKNL0          ,1992JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0
485,GKNL0          ,1993JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,3.0,,62.0,0.0,0.0,0.0,0.0
486,GKNL0          ,1995JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0,,51.0,0.0,0.0,0.0,0.0
