ID,EnergieverbruikersSBI2008,Perioden,TotaalNettoEnergieverbruik_1,Omzettingsverliezen_2,EnergetischFinaalVerbruik_3,NietEnergetischFinaalVerbruik_4,OverigeEnergieverliezen_5,TotaalBrutoEnergieverbruik_6,Winning_7,TotaalEnergieIngekocht_8,SteenkoolEnSteenkoolproducten_9,Aardoliegrondstoffen_10,MotorbrandstoffenVoorWegverkeer_11,OverigeAardolieproducten_12,OverigeEnergieproducten_13
339,328105,2011JJ00,155,15,62,78,0,257,2,256,206,0,1,-10,58
340,328105,2012JJ00,142,15,59,68,0,240,2,238,204,0,1,-12,44
341,328105,2013JJ00,137,18,57,62,0,235,2,234,201,0,1,-12,44
342,328100,1995JJ00,143,17,52,73,0,275,2,273,240,0,0,-8,41
343,328100,1996JJ00,143,19,51,73,0,276,2,274,240,0,0,-8,42
344,328100,1997JJ00,147,18,52,77,0,280,2,278,242,0,0,-7,43
345,328100,1998JJ00,144,18,50,77,0,274,2,272,233,0,0,-6,45
346,328100,1999JJ00,138,15,46,77,0,248,2,247,207,0,0,-6,46
347,328100,2000JJ00,134,14,48,72,0,236,2,234,193,0,0,-6,48
348,328100,2001JJ00,138,14,48,76,0,244,2,243,203,0,0,-8,47
349,328100,2002JJ00,139,14,48,77,0,241,2,240,201,0,0,-7,46
350,328100,2003JJ00,144,14,49,80,0,249,2,247,210,0,0,-9,47
351,328100,2004JJ00,149,15,51,83,0,257,2,255,218,0,0,-11,48
352,328100,2005JJ00,148,15,51,83,0,258,2,256,217,0,0,-10,48
353,328100,2006JJ00,138,14,51,73,0,240,2,238,203,0,0,-10,45
354,328100,2007JJ00,149,15,51,83,0,258,2,256,220,0,0,-10,46
355,328100,2008JJ00,144,16,51,78,0,250,2,248,211,0,0,-11,47
356,328100,2009JJ00,114,14,42,58,0,195,2,194,169,0,0,-10,35
357,328100,2010JJ00,131,14,49,67,0,232,2,230,186,0,0,3,42
358,328100,2011JJ00,142,15,49,78,0,244,2,243,206,0,0,-10,46
359,328100,2012JJ00,130,15,46,68,0,227,2,226,204,0,0,-12,34
360,328100,2013JJ00,125,18,45,62,0,223,2,222,201,0,0,-12,33
361,330300,1995JJ00,15,0,15,0,0,15,0,15,0,0,1,1,13
362,330300,1996JJ00,15,0,15,0,0,15,0,15,0,0,1,1,14
363,330300,1997JJ00,15,0,15,0,0,15,0,15,0,0,1,1,14
364,330300,1998JJ00,16,0,15,1,0,16,0,16,0,0,1,1,14
365,330300,1999JJ00,17,0,17,1,0,17,0,17,0,0,1,1,15
366,330300,2000JJ00,16,0,15,0,0,16,0,16,0,0,1,1,14
367,330300,2001JJ00,16,0,15,0,0,16,0,16,0,0,1,1,14
368,330300,2002JJ00,16,0,15,1,0,16,0,16,0,0,1,1,14
369,330300,2003JJ00,15,0,14,0,0,15,0,15,0,0,1,1,13
370,330300,2004JJ00,15,0,14,0,0,15,0,15,0,0,1,1,13
371,330300,2005JJ00,15,0,15,1,0,15,0,15,0,0,1,1,13
372,330300,2006JJ00,15,0,14,1,0,15,0,15,0,0,1,1,13
373,330300,2007JJ00,14,0,13,0,0,14,0,14,0,0,1,1,12
374,330300,2008JJ00,15,0,14,1,0,15,0,15,0,0,1,1,12
375,330300,2009JJ00,15,0,14,0,0,15,0,15,0,0,1,1,13
376,330300,2010JJ00,15,0,15,0,0,15,0,15,0,0,1,1,13
377,330300,2011JJ00,13,0,13,0,0,13,0,13,0,0,1,1,11
378,330300,2012JJ00,13,0,13,0,0,13,0,13,0,0,1,0,11
379,330300,2013JJ00,12,0,12,0,0,12,0,12,0,0,1,0,10
380,332910,1995JJ00,20,0,7,13,0,20,0,20,0,0,0,13,6
381,332910,1996JJ00,20,0,7,13,0,20,0,20,0,0,0,13,7
382,332910,1997JJ00,15,0,7,8,0,15,0,15,0,0,0,8,6
383,332910,1998JJ00,21,0,7,14,0,21,0,21,0,0,0,14,7
384,332910,1999JJ00,20,0,7,13,0,20,0,20,0,0,0,13,7
385,332910,2000JJ00,22,0,7,15,0,22,0,22,0,0,0,15,7
386,332910,2001JJ00,18,0,7,12,0,18,0,18,0,0,0,12,6
387,332910,2002JJ00,17,0,7,10,0,17,0,17,0,0,0,10,6
388,332910,2003JJ00,19,0,6,13,0,19,0,19,0,0,0,13,6
389,332910,2004JJ00,20,0,6,13,0,20,0,20,0,0,0,13,6
390,332910,2005JJ00,21,0,6,15,0,21,0,21,0,0,0,15,6
391,332910,2006JJ00,22,0,6,16,0,22,0,22,0,0,0,16,6
392,332910,2007JJ00,22,0,6,16,0,22,0,22,0,0,0,16,5
393,332910,2008JJ00,24,0,6,18,0,24,0,24,0,0,0,18,6
394,332910,2009JJ00,26,0,6,20,0,26,0,26,0,0,0,20,6
395,332910,2010JJ00,22,0,6,16,0,22,0,22,0,0,0,16,6
396,332910,2011JJ00,24,0,5,18,0,24,0,24,0,0,0,18,5
397,332910,2012JJ00,20,0,5,15,0,20,0,20,0,0,0,15,5
398,332910,2013JJ00,15,0,5,10,0,15,0,15,0,0,0,10,5
399,332900,1995JJ00,3,0,3,0,0,3,0,3,0,0,0,0,3
400,332900,1996JJ00,3,0,3,0,0,3,0,3,0,0,0,0,3
401,332900,1997JJ00,3,0,3,0,0,3,0,3,0,0,0,0,3
402,332900,1998JJ00,3,0,3,0,0,3,0,3,0,0,0,0,3
403,332900,1999JJ00,4,0,3,0,0,4,0,4,0,0,0,0,3
404,332900,2000JJ00,3,0,3,0,0,3,0,3,0,0,0,0,3
405,332900,2001JJ00,3,0,3,0,0,3,0,3,0,0,0,0,3
406,332900,2002JJ00,3,0,3,0,0,3,0,3,0,0,0,0,3
407,332900,2003JJ00,3,0,3,0,0,3,0,3,0,0,0,0,3
408,332900,2004JJ00,3,0,3,0,0,3,0,3,0,0,0,0,3
409,332900,2005JJ00,3,0,3,0,0,3,0,3,0,0,0,0,3
410,332900,2006JJ00,3,0,3,0,0,3,0,3,0,0,0,0,3
411,332900,2007JJ00,3,0,2,0,0,3,0,3,0,0,0,0,2
412,332900,2008JJ00,3,0,3,0,0,3,0,3,0,0,0,0,2
413,332900,2009JJ00,3,0,3,0,0,3,0,3,0,0,0,0,3
414,332900,2010JJ00,3,0,3,0,0,3,0,3,0,0,0,0,3
415,332900,2011JJ00,3,0,2,0,0,3,0,3,0,0,0,0,2
416,332900,2012JJ00,2,0,2,0,0,2,0,2,0,0,0,0,2
417,332900,2013JJ00,2,0,2,0,0,2,0,2,0,0,0,0,2
418,334800,1995JJ00,17,0,4,13,0,17,0,17,0,0,0,13,4
419,334800,1996JJ00,17,0,4,13,0,17,0,17,0,0,0,13,4
420,334800,1997JJ00,11,0,4,8,0,11,0,11,0,0,0,8,4
421,334800,1998JJ00,18,0,4,14,0,18,0,18,0,0,0,14,4
422,334800,1999JJ00,17,0,4,13,0,17,0,17,0,0,0,13,4
423,334800,2000JJ00,19,0,4,15,0,19,0,19,0,0,0,15,4
424,334800,2001JJ00,15,0,4,11,0,15,0,15,0,0,0,11,4
425,334800,2002JJ00,13,0,4,10,0,13,0,13,0,0,0,10,4
426,334800,2003JJ00,16,0,3,13,0,16,0,16,0,0,0,13,3
427,334800,2004JJ00,17,0,3,13,0,17,0,17,0,0,0,13,3
428,334800,2005JJ00,18,0,3,15,0,18,0,18,0,0,0,15,3
429,334800,2006JJ00,19,0,3,16,0,19,0,19,0,0,0,16,3
430,334800,2007JJ00,19,0,3,16,0,19,0,19,0,0,0,16,3
431,334800,2008JJ00,21,0,3,18,0,21,0,21,0,0,0,18,3
432,334800,2009JJ00,23,0,3,19,0,23,0,23,0,0,0,19,3
433,334800,2010JJ00,20,0,4,16,0,20,0,20,0,0,0,16,3
434,334800,2011JJ00,21,0,3,18,0,21,0,21,0,0,0,18,3
435,334800,2012JJ00,18,0,3,15,0,18,0,18,0,0,0,15,3
436,334800,2013JJ00,13,0,3,10,0,13,0,13,0,0,0,10,3
437,336500,1995JJ00,9,0,8,0,0,9,0,9,0,0,0,0,8
438,336500,1996JJ00,10,0,9,0,0,10,0,10,0,0,0,0,9
439,336500,1997JJ00,9,0,9,0,0,9,0,9,0,0,0,0,9
440,336500,1998JJ00,10,0,9,0,0,10,0,10,0,0,0,0,9
441,336500,1999JJ00,10,0,10,0,0,10,0,10,0,0,1,0,10
442,336500,2000JJ00,10,0,9,0,0,10,0,10,0,0,1,0,9
443,336500,2001JJ00,10,0,9,0,0,10,0,10,0,0,1,0,9
444,336500,2002JJ00,10,0,9,0,0,10,0,10,0,0,0,0,9
445,336500,2003JJ00,9,0,9,0,0,9,0,9,0,0,0,0,8
446,336500,2004JJ00,9,0,9,0,0,9,0,9,0,0,1,0,8
447,336500,2005JJ00,9,0,9,0,0,9,0,9,0,0,1,0,9
448,336500,2006JJ00,9,0,9,0,0,9,0,9,0,0,1,0,8
449,336500,2007JJ00,8,0,8,0,0,8,0,8,0,0,1,0,7
450,336500,2008JJ00,8,0,8,0,0,8,0,8,0,0,1,0,8
451,336500,2009JJ00,9,0,9,0,0,9,0,9,0,0,1,0,8
452,336500,2010JJ00,9,0,9,0,0,9,0,9,0,0,1,0,8
453,336500,2011JJ00,8,0,7,0,0,8,0,8,0,0,1,0,7
454,336500,2012JJ00,7,0,7,0,0,7,0,7,0,0,1,0,6
455,336500,2013JJ00,7,0,7,0,0,7,0,7,0,0,1,0,6
456,339205,1995JJ00,7,0,6,1,0,7,0,7,0,0,0,1,5
457,339205,1996JJ00,7,0,6,1,0,7,0,7,0,0,0,1,5
458,339205,1997JJ00,7,0,6,1,0,7,0,7,0,0,0,1,5
459,339205,1998JJ00,7,0,6,1,0,7,0,7,0,0,0,1,5
460,339205,1999JJ00,7,0,6,1,0,7,0,7,0,0,0,1,5
461,339205,2000JJ00,7,0,6,1,0,7,0,7,0,0,0,1,5
462,339205,2001JJ00,7,0,6,1,0,7,0,7,0,0,0,1,5
463,339205,2002JJ00,7,0,6,1,0,7,0,7,0,0,0,1,6
464,339205,2003JJ00,7,0,6,1,0,7,0,7,0,0,0,1,5
465,339205,2004JJ00,7,0,6,1,0,7,0,7,0,0,0,1,5
466,339205,2005JJ00,6,0,5,1,0,6,0,6,0,0,0,1,5
467,339205,2006JJ00,6,0,5,1,0,6,0,6,0,0,0,1,4
468,339205,2007JJ00,6,0,5,1,0,6,0,6,0,0,0,1,4
469,339205,2008JJ00,7,0,6,1,0,7,0,7,0,0,0,1,5
470,339205,2009JJ00,7,0,6,1,0,7,0,7,0,0,0,1,5
471,339205,2010JJ00,7,0,6,1,0,7,0,7,0,0,0,1,5
472,339205,2011JJ00,5,0,4,1,0,5,0,5,0,0,0,1,4
473,339205,2012JJ00,4,0,4,0,0,4,0,4,0,0,0,0,4
474,339205,2013JJ00,5,0,5,0,0,5,0,5,0,0,0,0,4
475,300023,1995JJ00,10,0,7,3,0,10,0,10,0,0,1,3,6
476,300023,1996JJ00,12,0,7,4,0,12,0,12,0,0,1,5,6
477,300023,1997JJ00,11,0,7,4,0,11,0,11,0,0,1,4,6
478,300023,1998JJ00,11,0,7,4,0,11,0,11,0,0,1,4,6
479,300023,1999JJ00,12,0,8,3,0,12,0,12,0,1,1,4,6
480,300023,2000JJ00,12,0,7,4,0,12,0,12,0,0,1,5,6
481,300023,2001JJ00,10,0,8,2,0,10,0,10,0,0,1,2,7
482,300023,2002JJ00,11,0,9,2,0,11,0,11,0,1,1,2,7
483,300023,2003JJ00,10,0,8,2,0,10,0,10,0,0,1,2,6
484,300023,2004JJ00,11,0,8,3,0,11,0,11,0,0,1,3,7
485,300023,2005JJ00,12,0,8,4,0,12,0,12,0,0,2,4,6
486,300023,2006JJ00,13,0,8,5,0,13,0,13,0,0,2,5,6
487,300023,2007JJ00,11,0,8,3,0,11,0,11,0,0,2,3,6
488,300023,2008JJ00,12,0,8,3,0,12,0,12,0,0,2,3,6
489,300023,2009JJ00,10,0,7,3,0,10,0,10,0,0,2,3,4
490,300023,2010JJ00,11,0,7,4,0,11,0,11,0,0,3,4,5
491,300023,2011JJ00,13,0,8,4,0,13,0,13,0,0,3,4,5
492,300023,2012JJ00,10,0,10,0,0,10,0,10,0,0,3,0,7
493,300023,2013JJ00,10,0,10,0,0,10,0,10,0,0,3,0,7
494,346600,1995JJ00,346,326,7,0,13,665,3,662,265,0,0,32,365
495,346600,1996JJ00,343,322,8,0,13,688,4,684,252,0,0,30,402
496,346600,1997JJ00,330,310,6,0,13,679,4,675,239,0,0,34,402
497,346600,1998JJ00,341,319,7,0,14,714,5,709,251,0,0,33,425
498,346600,1999JJ00,318,296,7,0,14,688,6,682,213,0,0,35,433
499,346600,2000JJ00,329,307,7,0,15,706,9,697,232,0,0,34,430
500,346600,2001JJ00,362,340,8,0,15,757,13,744,248,0,0,35,461
501,346600,2002JJ00,373,349,9,0,15,777,18,760,250,0,0,38,471
502,346600,2003JJ00,376,353,8,0,15,783,16,767,256,0,0,40,470
503,346600,2004JJ00,384,360,8,0,16,814,25,790,248,0,0,38,504
504,346600,2005JJ00,375,350,8,0,16,789,41,749,234,0,0,37,478
505,346600,2006JJ00,348,324,8,0,16,732,42,691,226,0,0,12,453
506,346600,2007JJ00,360,337,6,0,17,759,30,730,242,0,0,14,474
507,346600,2008JJ00,362,338,7,0,17,756,35,720,229,0,0,14,477
508,346600,2009JJ00,376,353,7,0,16,789,42,747,226,0,0,11,509
509,346600,2010JJ00,380,356,8,0,16,814,46,767,220,0,1,12,535
510,346600,2011JJ00,341,318,7,0,17,744,24,720,208,0,1,14,498
511,346600,2012JJ00,322,298,7,0,16,682,24,658,238,0,1,16,404
512,346600,2013JJ00,308,284,8,0,16,660,23,637,246,0,1,16,375
513,348000,1995JJ00,31,25,6,0,0,42,35,8,0,0,1,0,6
514,348000,1996JJ00,37,30,6,0,0,49,41,7,0,0,1,0,6
515,348000,1997JJ00,42,35,7,0,0,59,50,9,0,0,1,0,7
516,348000,1998JJ00,45,37,8,0,0,61,53,9,0,0,2,0,7
517,348000,1999JJ00,48,40,8,0,0,65,56,9,0,0,2,0,7
518,348000,2000JJ00,48,40,8,0,0,65,56,9,0,0,2,0,7
519,348000,2001JJ00,48,39,9,0,0,64,55,10,0,0,2,0,7
520,348000,2002JJ00,51,41,10,0,0,69,59,10,0,0,2,0,8
521,348000,2003JJ00,52,42,10,0,0,70,60,10,0,0,2,0,7
522,348000,2004JJ00,58,47,10,0,0,75,65,10,0,0,3,0,7
523,348000,2005JJ00,60,47,13,0,0,79,68,11,0,0,3,0,8
524,348000,2006JJ00,61,46,14,0,0,81,70,12,0,0,3,0,9
525,348000,2007JJ00,66,44,21,0,0,86,75,12,0,0,3,0,8
526,348000,2008JJ00,77,53,24,0,0,99,86,13,0,0,4,0,9
527,348000,2009JJ00,79,47,31,0,0,103,91,12,0,0,4,0,8
528,348000,2010JJ00,84,47,36,0,1,107,91,16,0,0,5,0,11
529,348000,2011JJ00,84,48,35,0,1,111,95,16,0,0,5,0,10
530,348000,2012JJ00,97,52,45,0,0,123,103,21,0,0,6,1,14
531,348000,2013JJ00,97,51,45,0,0,124,103,22,0,0,5,1,15
532,350000,1995JJ00,67,0,41,27,0,67,0,67,7,0,14,36,10
533,350000,1996JJ00,68,0,42,26,0,68,0,68,8,0,14,35,12
534,350000,1997JJ00,67,0,42,25,0,67,0,67,7,0,14,35,10
535,350000,1998JJ00,66,0,43,23,0,66,0,66,7,0,15,33,11
536,350000,1999JJ00,63,0,43,20,0,63,0,63,3,0,16,35,10
537,350000,2000JJ00,62,0,44,17,0,62,0,62,3,0,16,32,10
538,350000,2001JJ00,70,0,48,22,0,70,0,70,5,0,18,35,12
539,350000,2002JJ00,71,0,49,22,0,71,0,71,5,0,19,36,12
540,350000,2003JJ00,68,0,48,20,0,68,0,68,5,0,19,33,12
541,350000,2004JJ00,70,0,48,22,0,71,0,71,5,0,19,35,12
542,350000,2005JJ00,70,0,46,24,0,71,0,71,4,0,19,37,11
543,350000,2006JJ00,69,0,47,21,0,69,0,69,2,0,18,38,12
544,350000,2007JJ00,69,0,47,22,0,70,0,70,5,0,20,34,11
545,350000,2008JJ00,67,0,47,20,0,68,0,68,6,0,20,30,12
546,350000,2009JJ00,63,0,49,14,0,63,0,63,1,0,20,30,11
547,350000,2010JJ00,63,0,48,15,0,64,0,64,4,0,19,29,11
548,350000,2011JJ00,60,0,47,13,0,61,0,61,3,0,19,29,9
549,350000,2012JJ00,58,0,46,12,0,58,0,58,3,0,19,27,10
550,350000,2013JJ00,56,0,47,10,0,56,0,56,0,0,19,27,11
551,300006,1995JJ00,427,1,424,2,0,520,0,520,0,6,103,312,100
552,300006,1996JJ00,454,1,451,2,0,575,0,575,0,7,103,353,111
553,300006,1997JJ00,467,0,464,2,0,553,0,553,0,8,107,334,104
554,300006,1998JJ00,489,0,486,3,0,571,0,571,0,5,111,346,109
555,300006,1999JJ00,510,1,506,3,0,602,0,602,0,7,121,375,99
556,300006,2000JJ00,521,0,518,3,0,602,0,602,0,4,122,370,106
557,300006,2001JJ00,527,0,524,3,0,617,0,617,0,4,120,377,116
558,300006,2002JJ00,523,0,520,3,0,693,0,693,0,9,121,444,119
559,300006,2003JJ00,530,0,527,3,0,738,0,738,0,8,120,489,121
560,300006,2004JJ00,537,1,534,3,0,828,0,828,0,8,119,573,128
561,300006,2005JJ00,538,2,532,4,0,853,0,853,0,12,120,603,117
562,300006,2006JJ00,541,1,537,4,0,879,2,877,0,11,121,614,131
563,300006,2007JJ00,548,-1,547,3,0,873,4,869,0,12,124,611,122
564,300006,2008JJ00,566,0,562,3,0,821,5,817,0,14,124,548,131
565,300006,2009JJ00,534,1,531,3,0,840,7,834,0,12,121,574,127
566,300006,2010JJ00,551,1,547,3,0,932,3,929,0,19,117,643,149
567,300006,2011JJ00,538,1,534,3,0,888,5,883,0,17,117,617,132
568,300006,2012JJ00,538,0,536,2,0,1029,5,1023,0,20,114,754,135
569,300006,2013JJ00,543,1,541,2,0,1080,6,1073,0,32,113,795,134
570,354200,1995JJ00,80,1,79,0,0,174,0,174,0,6,21,89,58
571,354200,1996JJ00,87,1,86,0,0,208,0,208,0,7,21,115,65
572,354200,1997JJ00,83,0,82,0,0,170,0,170,0,8,22,79,60
573,354200,1998JJ00,86,0,86,0,0,169,0,169,0,5,22,78,63
574,354200,1999JJ00,83,1,82,0,0,175,0,175,0,7,24,86,58
575,354200,2000JJ00,86,0,86,0,0,167,0,167,0,4,24,78,62
576,354200,2001JJ00,93,0,93,0,0,183,0,183,0,4,24,87,68
577,354200,2002JJ00,94,0,94,0,0,264,0,264,0,9,24,160,70
578,354200,2003JJ00,96,0,96,0,0,304,0,304,0,8,25,201,71
579,354200,2004JJ00,100,1,99,0,0,390,0,390,0,8,24,283,75
580,354200,2005JJ00,95,2,92,0,0,409,0,409,0,12,24,305,68
581,354200,2006JJ00,101,1,101,0,0,440,2,438,0,11,24,326,77
582,354200,2007JJ00,94,-1,95,0,0,419,4,415,0,12,24,307,72
583,354200,2008JJ00,101,0,100,0,0,356,5,352,0,14,23,237,77
584,354200,2009JJ00,98,1,97,0,0,404,7,398,0,12,23,289,75
585,354200,2010JJ00,108,1,106,0,0,489,3,486,0,19,23,360,83
586,354200,2011JJ00,96,1,94,0,0,445,5,441,0,17,23,329,71
587,354200,2012JJ00,94,0,93,0,0,584,5,579,0,20,23,462,74
588,354200,2013JJ00,97,1,96,0,0,633,6,627,0,32,23,499,73
589,383100,1995JJ00,322,0,320,2,0,322,0,322,0,0,81,223,19
590,383100,1996JJ00,340,0,338,2,0,340,0,340,0,0,81,238,21
591,383100,1997JJ00,359,0,357,2,0,359,0,359,0,0,84,255,20
592,383100,1998JJ00,376,0,374,2,0,376,0,376,0,0,87,268,21
593,383100,1999JJ00,404,0,401,3,0,404,0,404,0,0,95,288,20
594,383100,2000JJ00,410,0,407,3,0,410,0,410,0,0,96,293,21
595,383100,2001JJ00,406,0,403,3,0,406,0,406,0,0,94,290,22
596,383100,2002JJ00,401,0,398,3,0,401,0,401,0,0,95,284,22
597,383100,2003JJ00,406,0,403,3,0,406,0,406,0,0,94,288,23
598,383100,2004JJ00,409,0,406,3,0,409,0,409,0,0,94,290,25
599,383100,2005JJ00,417,0,413,4,0,417,0,417,0,0,95,299,23
600,383100,2006JJ00,409,0,406,3,0,409,0,409,0,0,96,288,25
601,383100,2007JJ00,426,0,423,2,0,426,0,426,0,0,99,304,23
602,383100,2008JJ00,435,0,431,3,0,435,0,435,0,0,99,311,25
603,383100,2009JJ00,407,0,404,3,0,407,0,407,0,0,97,286,24
604,383100,2010JJ00,407,0,405,3,0,407,0,407,0,0,93,283,31
605,383100,2011JJ00,411,0,409,2,0,411,0,411,0,0,92,288,31
606,383100,2012JJ00,411,0,410,2,0,411,0,411,0,0,90,292,30
607,383100,2013JJ00,413,0,412,2,0,413,0,413,0,0,88,295,30
608,383200,1995JJ00,90,0,89,1,0,90,0,90,0,0,76,3,11
609,383200,1996JJ00,92,0,91,2,0,92,0,92,0,0,76,4,12
610,383200,1997JJ00,94,0,93,1,0,94,0,94,0,0,79,3,12
611,383200,1998JJ00,97,0,96,1,0,97,0,97,0,0,82,3,12
612,383200,1999JJ00,104,0,103,1,0,104,0,104,0,0,90,3,11
613,383200,2000JJ00,106,0,105,1,0,106,0,106,0,0,91,3,12
614,383200,2001JJ00,104,0,103,1,0,104,0,104,0,0,89,3,12
615,383200,2002JJ00,105,0,103,1,0,105,0,105,0,0,89,3,12
616,383200,2003JJ00,104,0,103,1,0,104,0,104,0,0,89,3,13
617,383200,2004JJ00,104,0,103,1,0,104,0,104,0,0,88,3,13
618,383200,2005JJ00,104,0,102,2,0,104,0,104,0,0,88,3,12
619,383200,2006JJ00,106,0,104,1,0,106,0,106,0,0,90,3,13
620,383200,2007JJ00,107,0,106,1,0,107,0,107,0,0,92,2,12
621,383200,2008JJ00,108,0,106,1,0,108,0,108,0,0,92,3,13
622,383200,2009JJ00,105,0,103,1,0,105,0,105,0,0,90,2,13
623,383200,2010JJ00,104,0,103,1,0,104,0,104,0,0,85,3,16
624,383200,2011JJ00,103,0,102,1,0,103,0,103,0,0,85,2,16
625,383200,2012JJ00,100,0,99,1,0,100,0,100,0,0,82,2,16
626,383200,2013JJ00,99,0,98,1,0,99,0,99,0,0,81,2,16
627,384900,1995JJ00,99,0,99,0,0,99,0,99,0,0,0,99,0
628,384900,1996JJ00,99,0,99,0,0,99,0,99,0,0,0,98,0
629,384900,1997JJ00,108,0,107,0,0,108,0,108,0,0,0,107,0
630,384900,1998JJ00,111,0,110,0,0,111,0,111,0,0,0,110,0
631,384900,1999JJ00,123,0,122,1,0,123,0,123,0,0,0,123,0
632,384900,2000JJ00,126,0,125,1,0,126,0,126,0,0,0,125,0
633,384900,2001JJ00,126,0,125,1,0,126,0,126,0,0,0,125,0
634,384900,2002JJ00,118,0,117,1,0,118,0,118,0,0,0,118,0
635,384900,2003JJ00,124,0,123,1,0,124,0,124,0,0,0,123,0
636,384900,2004JJ00,122,0,121,1,0,122,0,122,0,0,0,122,0
637,384900,2005JJ00,124,0,123,1,0,124,0,124,0,0,0,124,0
638,384900,2006JJ00,105,0,104,1,0,105,0,105,0,0,0,105,0
639,384900,2007JJ00,117,0,116,1,0,117,0,117,0,0,0,116,0
640,384900,2008JJ00,121,0,120,1,0,121,0,121,0,0,0,121,0
641,384900,2009JJ00,113,0,112,1,0,113,0,113,0,0,0,113,0
642,384900,2010JJ00,111,0,110,1,0,111,0,111,0,0,0,110,1
643,384900,2011JJ00,107,0,106,1,0,107,0,107,0,0,0,106,1
644,384900,2012JJ00,112,0,111,1,0,112,0,112,0,0,0,111,1
645,384900,2013JJ00,114,0,113,1,0,114,0,114,0,0,0,113,0
646,386300,1995JJ00,117,0,116,0,0,117,0,117,0,0,0,116,0
647,386300,1996JJ00,130,0,129,0,0,130,0,130,0,0,0,129,0
648,386300,1997JJ00,141,0,140,1,0,141,0,141,0,0,0,140,0
649,386300,1998JJ00,148,0,148,1,0,148,0,148,0,0,0,148,0
650,386300,1999JJ00,157,0,156,1,0,157,0,157,0,0,0,157,0
651,386300,2000JJ00,159,0,158,1,0,159,0,159,0,0,0,159,0
652,386300,2001JJ00,158,0,158,1,0,158,0,158,0,0,0,158,0
653,386300,2002JJ00,158,0,157,1,0,158,0,158,0,0,0,158,0
654,386300,2003JJ00,156,0,156,1,0,156,0,156,0,0,0,156,0
655,386300,2004JJ00,160,0,159,1,0,160,0,160,0,0,0,159,0
656,386300,2005JJ00,164,0,164,1,0,164,0,164,0,0,0,164,0
657,386300,2006JJ00,173,0,172,1,0,173,0,173,0,0,0,173,0
658,386300,2007JJ00,174,0,173,1,0,174,0,174,0,0,0,174,0
659,386300,2008JJ00,174,0,173,1,0,174,0,174,0,0,0,173,0
660,386300,2009JJ00,161,0,160,1,0,161,0,161,0,0,0,161,0
661,386300,2010JJ00,166,0,165,1,0,166,0,166,0,0,0,166,0
662,386300,2011JJ00,178,0,177,1,0,178,0,178,0,0,0,178,0
663,386300,2012JJ00,178,0,178,0,0,178,0,178,0,0,0,178,0
664,386300,2013JJ00,177,0,177,0,0,177,0,177,0,0,0,177,0
665,386800,1995JJ00,14,0,14,0,0,14,0,14,0,0,3,5,6
666,386800,1996JJ00,16,0,16,0,0,16,0,16,0,0,3,7,7
667,386800,1997JJ00,14,0,14,0,0,14,0,14,0,0,3,4,7
668,386800,1998JJ00,17,0,17,0,0,17,0,17,0,0,3,7,7
669,386800,1999JJ00,17,0,17,0,0,17,0,17,0,0,3,6,7
670,386800,2000JJ00,16,0,16,0,0,16,0,16,0,0,3,6,7
671,386800,2001JJ00,16,0,16,0,0,16,0,16,0,0,3,4,8
672,386800,2002JJ00,17,0,17,0,0,17,0,17,0,0,4,5,8
673,386800,2003JJ00,19,0,19,0,0,19,0,19,0,0,3,6,9
674,386800,2004JJ00,19,0,19,0,0,19,0,19,0,0,4,6,10
675,386800,2005JJ00,21,0,21,0,0,21,0,21,0,0,4,8,9
676,386800,2006JJ00,22,0,22,0,0,22,0,22,0,0,4,8,10
677,386800,2007JJ00,26,0,26,0,0,26,0,26,0,0,5,11,10
678,386800,2008JJ00,29,0,29,0,0,29,0,29,0,0,5,14,10
679,386800,2009JJ00,25,0,25,0,0,25,0,25,0,0,5,10,10
680,386800,2010JJ00,24,0,24,0,0,24,0,24,0,0,6,5,13
681,386800,2011JJ00,21,0,21,0,0,21,0,21,0,0,6,2,13
682,386800,2012JJ00,19,0,19,0,0,19,0,19,0,0,6,1,12
683,386800,2013JJ00,21,0,21,0,0,21,0,21,0,0,6,3,12
684,388400,1995JJ00,2,0,2,0,0,2,0,2,0,0,1,0,1
685,388400,1996JJ00,2,0,2,0,0,2,0,2,0,0,1,0,1
686,388400,1997JJ00,2,0,2,0,0,2,0,2,0,0,1,0,1
687,388400,1998JJ00,3,0,3,0,0,3,0,3,0,0,2,0,1
688,388400,1999JJ00,3,0,3,0,0,3,0,3,0,0,2,0,1
689,388400,2000JJ00,3,0,3,0,0,3,0,3,0,0,2,0,1
690,388400,2001JJ00,3,0,3,0,0,3,0,3,0,0,2,0,1
691,388400,2002JJ00,3,0,3,0,0,3,0,3,0,0,2,0,1
692,388400,2003JJ00,3,0,3,0,0,3,0,3,0,0,2,0,1
693,388400,2004JJ00,3,0,3,0,0,3,0,3,0,0,2,0,1
694,388400,2005JJ00,3,0,3,0,0,3,0,3,0,0,2,0,1
695,388400,2006JJ00,3,0,3,0,0,3,0,3,0,0,2,0,1
696,388400,2007JJ00,3,0,3,0,0,3,0,3,0,0,2,0,1
697,388400,2008JJ00,3,0,3,0,0,3,0,3,0,0,2,0,1
698,388400,2009JJ00,3,0,3,0,0,3,0,3,0,0,2,0,1
699,388400,2010JJ00,3,0,3,0,0,3,0,3,0,0,1,0,1
