ID,Melkvee,GrootveeEenheid,RegioS,Perioden,AlleDieren_1,WeidendeDieren_2,AlleDieren_3,WeidendeDieren_4,BedrijvenZonderWeidegang_5,DierenZonderWeidegang_6,BedrijvenMetWeidegang_7,DierenMetWeidegang_8,UrenBijDagEnNachtWeiden_9,UrenBijBeperktWeiden_10,DagEnNachtWeiden_11,OverdagWeiden_12
1524,A028975,A043826,PV29  ,2019JJ00,3176.0,3289.0,180.0,187.0,4.0,3.0,96.0,97.0,21.0,9.0,73.0,27.0
1525,A028975,A043826,PV29  ,2020JJ00,2786.0,3325.0,161.0,192.0,15.0,16.0,85.0,84.0,21.0,9.0,72.0,28.0
1526,A028975,A043826,PV29  ,2021JJ00,2355.0,2651.0,155.0,175.0,9.0,11.0,91.0,89.0,20.0,8.0,56.0,44.0
1527,A028975,A043826,PV29  ,2022JJ00,2692.0,2927.0,173.0,188.0,6.0,8.0,94.0,92.0,20.0,8.0,65.0,35.0
1528,A028975,A043826,PV29  ,2023JJ00,2747.0,3081.0,162.0,181.0,8.0,11.0,92.0,89.0,20.0,8.0,75.0,25.0
1529,A028975,A043826,PV29  ,2024JJ00,2543.0,2849.0,147.0,165.0,15.0,11.0,85.0,89.0,21.0,9.0,71.0,29.0
1530,A028975,A043826,PV30  ,2010JJ00,,,155.0,183.0,13.0,15.0,87.0,85.0,,,28.0,72.0
1531,A028975,A043826,PV30  ,2011JJ00,,,154.0,188.0,14.0,18.0,86.0,82.0,,,38.0,62.0
1532,A028975,A043826,PV30  ,2012JJ00,,,149.0,181.0,17.0,18.0,83.0,82.0,,,38.0,62.0
1533,A028975,A043826,PV30  ,2013JJ00,1608.0,1957.0,144.0,175.0,17.0,18.0,83.0,82.0,19.0,7.0,32.0,68.0
1534,A028975,A043826,PV30  ,2014JJ00,1542.0,1879.0,139.0,170.0,18.0,18.0,82.0,82.0,20.0,7.0,30.0,70.0
1535,A028975,A043826,PV30  ,2015JJ00,,,136.0,170.0,19.0,20.0,81.0,80.0,,,32.0,68.0
1536,A028975,A043826,PV30  ,2016JJ00,1714.0,2129.0,143.0,178.0,21.0,20.0,79.0,80.0,20.0,7.0,38.0,62.0
1537,A028975,A043826,PV30  ,2017JJ00,1355.0,1926.0,114.0,162.0,33.0,30.0,67.0,70.0,20.0,8.0,35.0,65.0
1538,A028975,A043826,PV30  ,2018JJ00,1265.0,1588.0,125.0,157.0,23.0,20.0,77.0,80.0,19.0,7.0,25.0,75.0
1539,A028975,A043826,PV30  ,2019JJ00,1398.0,1715.0,136.0,166.0,21.0,18.0,79.0,82.0,19.0,7.0,26.0,74.0
1540,A028975,A043826,PV30  ,2020JJ00,1323.0,1714.0,124.0,161.0,23.0,23.0,77.0,77.0,19.0,7.0,29.0,71.0
1541,A028975,A043826,PV30  ,2021JJ00,1376.0,1663.0,133.0,160.0,23.0,17.0,77.0,83.0,18.0,7.0,27.0,73.0
1542,A028975,A043826,PV30  ,2022JJ00,1491.0,1841.0,137.0,169.0,26.0,19.0,74.0,81.0,17.0,7.0,37.0,63.0
1543,A028975,A043826,PV30  ,2023JJ00,1565.0,1929.0,139.0,172.0,23.0,19.0,77.0,81.0,18.0,7.0,39.0,61.0
1544,A028975,A043826,PV30  ,2024JJ00,1530.0,1963.0,139.0,178.0,24.0,22.0,76.0,78.0,16.0,8.0,35.0,65.0
1545,A028975,A043826,PV31  ,2010JJ00,,,176.0,189.0,6.0,7.0,94.0,93.0,,,44.0,56.0
1546,A028975,A043826,PV31  ,2011JJ00,,,173.0,187.0,7.0,7.0,93.0,93.0,,,49.0,51.0
1547,A028975,A043826,PV31  ,2012JJ00,,,180.0,193.0,7.0,7.0,93.0,93.0,,,43.0,57.0
1548,A028975,A043826,PV31  ,2013JJ00,2120.0,2305.0,175.0,190.0,9.0,8.0,91.0,92.0,19.0,8.0,35.0,65.0
1549,A028975,A043826,PV31  ,2014JJ00,1901.0,2175.0,166.0,190.0,14.0,13.0,86.0,87.0,19.0,8.0,33.0,67.0
1550,A028975,A043826,PV31  ,2015JJ00,,,177.0,195.0,10.0,9.0,90.0,91.0,,,42.0,58.0
1551,A028975,A043826,PV31  ,2016JJ00,2342.0,2588.0,174.0,192.0,11.0,9.0,89.0,91.0,20.0,8.0,48.0,52.0
1552,A028975,A043826,PV31  ,2017JJ00,1943.0,2132.0,171.0,187.0,13.0,9.0,87.0,91.0,18.0,8.0,37.0,63.0
1553,A028975,A043826,PV31  ,2018JJ00,1729.0,2053.0,153.0,182.0,18.0,16.0,82.0,84.0,17.0,7.0,41.0,59.0
1554,A028975,A043826,PV31  ,2019JJ00,1980.0,2170.0,168.0,184.0,13.0,9.0,87.0,91.0,17.0,8.0,46.0,54.0
1555,A028975,A043826,PV31  ,2020JJ00,1678.0,1857.0,163.0,181.0,17.0,10.0,83.0,90.0,15.0,7.0,41.0,59.0
1556,A028975,A043826,PV31  ,2021JJ00,1726.0,1882.0,169.0,184.0,11.0,8.0,89.0,92.0,18.0,7.0,29.0,71.0
1557,A028975,A043826,PV31  ,2022JJ00,1783.0,2010.0,159.0,179.0,13.0,11.0,88.0,89.0,17.0,7.0,39.0,61.0
1558,A028975,A043826,PV31  ,2023JJ00,1442.0,1714.0,153.0,182.0,24.0,16.0,76.0,84.0,19.0,7.0,18.0,82.0
1559,A028975,A043826,PV31  ,2024JJ00,1246.0,1512.0,135.0,164.0,18.0,18.0,82.0,82.0,18.0,7.0,17.0,83.0
1560,A028975,A043827,NL01  ,2010JJ00,,,140.0,170.0,15.0,17.0,85.0,83.0,,,26.0,74.0
1561,A028975,A043827,NL01  ,2011JJ00,,,145.0,173.0,14.0,16.0,86.0,84.0,,,29.0,71.0
1562,A028975,A043827,NL01  ,2012JJ00,,,142.0,169.0,14.0,16.0,86.0,84.0,,,29.0,71.0
1563,A028975,A043827,NL01  ,2013JJ00,1414.0,1755.0,136.0,168.0,19.0,19.0,81.0,81.0,19.0,8.0,23.0,77.0
1564,A028975,A043827,NL01  ,2014JJ00,1402.0,1765.0,137.0,172.0,20.0,21.0,80.0,79.0,19.0,8.0,22.0,78.0
1565,A028975,A043827,NL01  ,2015JJ00,,,132.0,167.0,19.0,21.0,81.0,79.0,,,22.0,78.0
1566,A028975,A043827,NL01  ,2016JJ00,1512.0,1793.0,145.0,171.0,14.0,16.0,86.0,84.0,19.0,7.0,25.0,75.0
1567,A028975,A043827,NL01  ,2017JJ00,1444.0,1705.0,142.0,167.0,14.0,15.0,86.0,85.0,19.0,7.0,24.0,76.0
1568,A028975,A043827,NL01  ,2018JJ00,1416.0,1664.0,145.0,170.0,14.0,15.0,86.0,85.0,19.0,7.0,21.0,79.0
1569,A028975,A043827,NL01  ,2019JJ00,1418.0,1631.0,147.0,169.0,12.0,13.0,88.0,87.0,18.0,7.0,21.0,79.0
1570,A028975,A043827,NL01  ,2020JJ00,1401.0,1600.0,148.0,169.0,11.0,12.0,89.0,88.0,18.0,7.0,21.0,79.0
1571,A028975,A043827,NL01  ,2021JJ00,1386.0,1576.0,147.0,167.0,11.0,12.0,89.0,88.0,18.0,7.0,20.0,80.0
1572,A028975,A043827,NL01  ,2022JJ00,1479.0,1669.0,156.0,176.0,11.0,11.0,89.0,89.0,18.0,7.0,21.0,79.0
1573,A028975,A043827,NL01  ,2023JJ00,1422.0,1607.0,150.0,169.0,11.0,12.0,89.0,88.0,18.0,7.0,21.0,79.0
1574,A028975,A043827,NL01  ,2024JJ00,1420.0,1633.0,144.0,165.0,13.0,13.0,87.0,87.0,17.0,8.0,23.0,77.0
1575,A028975,A043827,PV20  ,2010JJ00,,,155.0,177.0,11.0,12.0,89.0,88.0,,,39.0,61.0
1576,A028975,A043827,PV20  ,2011JJ00,,,154.0,176.0,10.0,13.0,90.0,87.0,,,45.0,55.0
1577,A028975,A043827,PV20  ,2012JJ00,,,157.0,176.0,9.0,11.0,91.0,89.0,,,45.0,55.0
1578,A028975,A043827,PV20  ,2013JJ00,1855.0,2142.0,152.0,175.0,13.0,13.0,87.0,87.0,20.0,8.0,35.0,65.0
1579,A028975,A043827,PV20  ,2014JJ00,1949.0,2268.0,161.0,187.0,14.0,14.0,86.0,86.0,20.0,8.0,34.0,66.0
1580,A028975,A043827,PV20  ,2015JJ00,,,153.0,178.0,14.0,14.0,86.0,86.0,,,32.0,68.0
1581,A028975,A043827,PV20  ,2016JJ00,2015.0,2257.0,160.0,180.0,11.0,11.0,89.0,89.0,20.0,8.0,40.0,60.0
1582,A028975,A043827,PV20  ,2017JJ00,1861.0,2091.0,155.0,174.0,11.0,11.0,89.0,89.0,19.0,8.0,35.0,65.0
1583,A028975,A043827,PV20  ,2018JJ00,1929.0,2160.0,166.0,186.0,11.0,11.0,89.0,89.0,19.0,8.0,32.0,68.0
1584,A028975,A043827,PV20  ,2019JJ00,1853.0,2077.0,163.0,182.0,11.0,11.0,89.0,89.0,19.0,8.0,30.0,70.0
1585,A028975,A043827,PV20  ,2020JJ00,1829.0,2048.0,165.0,184.0,11.0,11.0,89.0,89.0,19.0,8.0,29.0,71.0
1586,A028975,A043827,PV20  ,2021JJ00,1761.0,1949.0,157.0,174.0,10.0,10.0,90.0,90.0,19.0,8.0,30.0,70.0
1587,A028975,A043827,PV20  ,2022JJ00,1945.0,2163.0,172.0,192.0,10.0,10.0,90.0,90.0,18.0,8.0,33.0,67.0
1588,A028975,A043827,PV20  ,2023JJ00,1889.0,2084.0,165.0,182.0,10.0,9.0,90.0,91.0,18.0,8.0,36.0,64.0
1589,A028975,A043827,PV20  ,2024JJ00,2036.0,2192.0,170.0,183.0,8.0,7.0,92.0,93.0,18.0,8.0,38.0,62.0
1590,A028975,A043827,PV21  ,2010JJ00,,,146.0,172.0,13.0,15.0,87.0,85.0,,,27.0,73.0
1591,A028975,A043827,PV21  ,2011JJ00,,,152.0,176.0,12.0,14.0,88.0,86.0,,,31.0,69.0
1592,A028975,A043827,PV21  ,2012JJ00,,,147.0,171.0,12.0,14.0,88.0,86.0,,,32.0,68.0
1593,A028975,A043827,PV21  ,2013JJ00,1604.0,1917.0,146.0,174.0,16.0,16.0,84.0,84.0,20.0,8.0,24.0,76.0
1594,A028975,A043827,PV21  ,2014JJ00,1615.0,1985.0,148.0,182.0,18.0,19.0,82.0,81.0,20.0,8.0,23.0,77.0
1595,A028975,A043827,PV21  ,2015JJ00,,,143.0,176.0,17.0,18.0,83.0,82.0,,,22.0,78.0
1596,A028975,A043827,PV21  ,2016JJ00,1827.0,2089.0,160.0,183.0,12.0,13.0,88.0,87.0,20.0,8.0,28.0,72.0
1597,A028975,A043827,PV21  ,2017JJ00,1713.0,1941.0,153.0,174.0,10.0,12.0,90.0,88.0,20.0,8.0,26.0,74.0
1598,A028975,A043827,PV21  ,2018JJ00,1735.0,1970.0,162.0,183.0,10.0,12.0,90.0,88.0,19.0,8.0,24.0,76.0
1599,A028975,A043827,PV21  ,2019JJ00,1681.0,1879.0,161.0,180.0,10.0,11.0,90.0,89.0,19.0,8.0,23.0,77.0
1600,A028975,A043827,PV21  ,2020JJ00,1696.0,1874.0,164.0,181.0,8.0,9.0,92.0,91.0,19.0,8.0,22.0,78.0
1601,A028975,A043827,PV21  ,2021JJ00,1633.0,1829.0,159.0,178.0,10.0,11.0,90.0,89.0,19.0,8.0,21.0,79.0
1602,A028975,A043827,PV21  ,2022JJ00,1765.0,1938.0,172.0,189.0,9.0,9.0,91.0,91.0,19.0,8.0,22.0,78.0
1603,A028975,A043827,PV21  ,2023JJ00,1700.0,1884.0,162.0,179.0,9.0,10.0,91.0,90.0,19.0,8.0,23.0,77.0
1604,A028975,A043827,PV21  ,2024JJ00,1685.0,1896.0,159.0,179.0,11.0,11.0,89.0,89.0,19.0,8.0,23.0,77.0
1605,A028975,A043827,PV22  ,2010JJ00,,,141.0,171.0,14.0,17.0,86.0,83.0,,,25.0,75.0
1606,A028975,A043827,PV22  ,2011JJ00,,,144.0,174.0,15.0,17.0,85.0,83.0,,,30.0,70.0
1607,A028975,A043827,PV22  ,2012JJ00,,,140.0,169.0,15.0,17.0,85.0,83.0,,,29.0,71.0
1608,A028975,A043827,PV22  ,2013JJ00,1400.0,1728.0,135.0,167.0,18.0,19.0,82.0,81.0,20.0,8.0,21.0,79.0
1609,A028975,A043827,PV22  ,2014JJ00,1398.0,1803.0,133.0,172.0,21.0,22.0,79.0,78.0,20.0,8.0,22.0,78.0
1610,A028975,A043827,PV22  ,2015JJ00,,,125.0,166.0,23.0,24.0,77.0,76.0,,,20.0,80.0
1611,A028975,A043827,PV22  ,2016JJ00,1484.0,1844.0,139.0,173.0,18.0,20.0,82.0,80.0,20.0,8.0,25.0,75.0
1612,A028975,A043827,PV22  ,2017JJ00,1413.0,1735.0,137.0,169.0,18.0,19.0,82.0,81.0,20.0,8.0,22.0,78.0
1613,A028975,A043827,PV22  ,2018JJ00,1387.0,1695.0,141.0,172.0,17.0,18.0,83.0,82.0,19.0,7.0,20.0,80.0
1614,A028975,A043827,PV22  ,2019JJ00,1384.0,1662.0,146.0,176.0,16.0,17.0,84.0,83.0,19.0,7.0,18.0,82.0
1615,A028975,A043827,PV22  ,2020JJ00,1399.0,1654.0,149.0,176.0,15.0,15.0,85.0,85.0,18.0,7.0,20.0,80.0
1616,A028975,A043827,PV22  ,2021JJ00,1252.0,1487.0,141.0,168.0,15.0,16.0,85.0,84.0,17.0,7.0,16.0,84.0
1617,A028975,A043827,PV22  ,2022JJ00,1330.0,1560.0,149.0,175.0,15.0,15.0,85.0,85.0,18.0,7.0,17.0,83.0
1618,A028975,A043827,PV22  ,2023JJ00,1258.0,1557.0,140.0,173.0,19.0,19.0,81.0,81.0,17.0,7.0,20.0,80.0
1619,A028975,A043827,PV22  ,2024JJ00,1347.0,1627.0,142.0,171.0,17.0,17.0,83.0,83.0,18.0,7.0,20.0,80.0
1620,A028975,A043827,PV23  ,2010JJ00,,,132.0,161.0,15.0,18.0,85.0,82.0,,,12.0,88.0
1621,A028975,A043827,PV23  ,2011JJ00,,,136.0,163.0,15.0,17.0,85.0,83.0,,,14.0,86.0
1622,A028975,A043827,PV23  ,2012JJ00,,,137.0,163.0,14.0,16.0,86.0,84.0,,,14.0,86.0
1623,A028975,A043827,PV23  ,2013JJ00,1118.0,1417.0,127.0,161.0,20.0,21.0,80.0,79.0,20.0,8.0,10.0,90.0
1624,A028975,A043827,PV23  ,2014JJ00,1136.0,1432.0,130.0,164.0,20.0,21.0,80.0,79.0,20.0,7.0,11.0,89.0
1625,A028975,A043827,PV23  ,2015JJ00,,,123.0,157.0,19.0,22.0,81.0,78.0,,,11.0,89.0
1626,A028975,A043827,PV23  ,2016JJ00,1216.0,1458.0,136.0,163.0,15.0,17.0,85.0,83.0,20.0,7.0,13.0,87.0
1627,A028975,A043827,PV23  ,2017JJ00,1152.0,1367.0,134.0,159.0,14.0,16.0,86.0,84.0,19.0,7.0,13.0,87.0
1628,A028975,A043827,PV23  ,2018JJ00,1141.0,1334.0,136.0,159.0,13.0,15.0,87.0,85.0,19.0,7.0,12.0,88.0
1629,A028975,A043827,PV23  ,2019JJ00,1125.0,1290.0,138.0,158.0,12.0,13.0,88.0,87.0,18.0,7.0,11.0,89.0
1630,A028975,A043827,PV23  ,2020JJ00,1088.0,1248.0,135.0,155.0,12.0,13.0,88.0,87.0,18.0,7.0,12.0,88.0
1631,A028975,A043827,PV23  ,2021JJ00,1105.0,1255.0,137.0,156.0,11.0,12.0,89.0,88.0,18.0,7.0,12.0,88.0
1632,A028975,A043827,PV23  ,2022JJ00,1177.0,1320.0,144.0,161.0,10.0,11.0,90.0,89.0,18.0,7.0,12.0,88.0
1633,A028975,A043827,PV23  ,2023JJ00,1167.0,1319.0,142.0,161.0,11.0,12.0,89.0,88.0,17.0,7.0,12.0,88.0
1634,A028975,A043827,PV23  ,2024JJ00,1099.0,1287.0,132.0,154.0,14.0,15.0,86.0,85.0,18.0,7.0,11.0,89.0
1635,A028975,A043827,PV24  ,2010JJ00,,,69.0,163.0,54.0,58.0,46.0,42.0,,,38.0,62.0
1636,A028975,A043827,PV24  ,2011JJ00,,,72.0,163.0,52.0,56.0,48.0,44.0,,,42.0,58.0
1637,A028975,A043827,PV24  ,2012JJ00,,,66.0,167.0,58.0,60.0,43.0,40.0,,,46.0,54.0
1638,A028975,A043827,PV24  ,2013JJ00,750.0,1863.0,68.0,169.0,60.0,60.0,40.0,40.0,19.0,8.0,25.0,75.0
1639,A028975,A043827,PV24  ,2014JJ00,753.0,1975.0,67.0,176.0,61.0,62.0,39.0,38.0,19.0,8.0,28.0,72.0
1640,A028975,A043827,PV24  ,2015JJ00,,,68.0,180.0,59.0,62.0,41.0,38.0,,,40.0,60.0
1641,A028975,A043827,PV24  ,2016JJ00,1013.0,2158.0,83.0,177.0,49.0,53.0,51.0,47.0,18.0,8.0,41.0,59.0
1642,A028975,A043827,PV24  ,2017JJ00,1259.0,2138.0,105.0,178.0,38.0,41.0,62.0,59.0,19.0,8.0,38.0,62.0
1643,A028975,A043827,PV24  ,2018JJ00,1000.0,2084.0,87.0,181.0,49.0,52.0,51.0,48.0,18.0,8.0,34.0,66.0
1644,A028975,A043827,PV24  ,2019JJ00,995.0,1726.0,102.0,178.0,40.0,42.0,60.0,58.0,18.0,7.0,26.0,74.0
1645,A028975,A043827,PV24  ,2020JJ00,986.0,1896.0,91.0,175.0,44.0,48.0,56.0,52.0,18.0,7.0,34.0,66.0
1646,A028975,A043827,PV24  ,2021JJ00,1041.0,1837.0,103.0,181.0,43.0,43.0,57.0,57.0,19.0,7.0,23.0,77.0
1647,A028975,A043827,PV24  ,2022JJ00,997.0,1603.0,105.0,169.0,37.0,38.0,63.0,62.0,19.0,7.0,21.0,79.0
1648,A028975,A043827,PV24  ,2023JJ00,1224.0,1749.0,120.0,171.0,30.0,30.0,70.0,70.0,18.0,7.0,27.0,73.0
1649,A028975,A043827,PV24  ,2024JJ00,1380.0,1887.0,128.0,175.0,25.0,27.0,75.0,73.0,19.0,8.0,28.0,72.0
1650,A028975,A043827,PV25  ,2010JJ00,,,140.0,168.0,15.0,17.0,85.0,83.0,,,16.0,84.0
1651,A028975,A043827,PV25  ,2011JJ00,,,142.0,172.0,15.0,17.0,85.0,83.0,,,19.0,81.0
1652,A028975,A043827,PV25  ,2012JJ00,,,142.0,171.0,15.0,17.0,85.0,83.0,,,20.0,80.0
1653,A028975,A043827,PV25  ,2013JJ00,1218.0,1540.0,131.0,165.0,20.0,21.0,80.0,79.0,19.0,7.0,17.0,83.0
1654,A028975,A043827,PV25  ,2014JJ00,1188.0,1520.0,132.0,169.0,21.0,22.0,79.0,78.0,19.0,7.0,14.0,86.0
1655,A028975,A043827,PV25  ,2015JJ00,,,125.0,163.0,21.0,23.0,79.0,77.0,,,14.0,86.0
1656,A028975,A043827,PV25  ,2016JJ00,1266.0,1511.0,139.0,166.0,15.0,16.0,85.0,84.0,19.0,7.0,16.0,84.0
1657,A028975,A043827,PV25  ,2017JJ00,1190.0,1437.0,135.0,163.0,15.0,17.0,85.0,83.0,19.0,7.0,15.0,85.0
1658,A028975,A043827,PV25  ,2018JJ00,1119.0,1348.0,134.0,162.0,15.0,17.0,85.0,83.0,18.0,7.0,13.0,87.0
1659,A028975,A043827,PV25  ,2019JJ00,1162.0,1356.0,140.0,164.0,13.0,14.0,87.0,86.0,18.0,7.0,13.0,87.0
1660,A028975,A043827,PV25  ,2020JJ00,1149.0,1331.0,142.0,165.0,13.0,14.0,87.0,86.0,17.0,7.0,12.0,88.0
1661,A028975,A043827,PV25  ,2021JJ00,1178.0,1358.0,144.0,166.0,12.0,13.0,88.0,87.0,17.0,7.0,12.0,88.0
1662,A028975,A043827,PV25  ,2022JJ00,1267.0,1451.0,150.0,172.0,12.0,13.0,88.0,87.0,18.0,7.0,14.0,86.0
1663,A028975,A043827,PV25  ,2023JJ00,1236.0,1412.0,147.0,168.0,12.0,12.0,88.0,88.0,18.0,7.0,12.0,88.0
1664,A028975,A043827,PV25  ,2024JJ00,1226.0,1439.0,138.0,162.0,14.0,15.0,86.0,85.0,17.0,7.0,17.0,83.0
1665,A028975,A043827,PV26  ,2010JJ00,,,161.0,176.0,7.0,9.0,93.0,91.0,,,33.0,67.0
1666,A028975,A043827,PV26  ,2011JJ00,,,157.0,173.0,8.0,10.0,92.0,90.0,,,33.0,67.0
1667,A028975,A043827,PV26  ,2012JJ00,,,153.0,168.0,8.0,9.0,92.0,91.0,,,30.0,70.0
1668,A028975,A043827,PV26  ,2013JJ00,1652.0,1872.0,150.0,170.0,11.0,12.0,89.0,88.0,19.0,8.0,28.0,72.0
1669,A028975,A043827,PV26  ,2014JJ00,1614.0,1841.0,153.0,174.0,12.0,12.0,88.0,88.0,19.0,8.0,24.0,76.0
1670,A028975,A043827,PV26  ,2015JJ00,,,151.0,170.0,11.0,11.0,89.0,89.0,,,24.0,76.0
1671,A028975,A043827,PV26  ,2016JJ00,1657.0,1819.0,157.0,172.0,8.0,9.0,92.0,91.0,19.0,8.0,26.0,74.0
1672,A028975,A043827,PV26  ,2017JJ00,1624.0,1764.0,156.0,170.0,7.0,8.0,93.0,92.0,19.0,8.0,25.0,75.0
1673,A028975,A043827,PV26  ,2018JJ00,1671.0,1791.0,165.0,176.0,7.0,7.0,93.0,93.0,18.0,8.0,24.0,76.0
1674,A028975,A043827,PV26  ,2019JJ00,1677.0,1786.0,165.0,176.0,6.0,6.0,94.0,94.0,18.0,8.0,24.0,76.0
1675,A028975,A043827,PV26  ,2020JJ00,1666.0,1755.0,169.0,178.0,5.0,5.0,95.0,95.0,18.0,7.0,24.0,76.0
1676,A028975,A043827,PV26  ,2021JJ00,1614.0,1710.0,163.0,173.0,5.0,6.0,95.0,94.0,18.0,8.0,22.0,78.0
1677,A028975,A043827,PV26  ,2022JJ00,1693.0,1798.0,173.0,184.0,5.0,6.0,95.0,94.0,18.0,7.0,22.0,78.0
1678,A028975,A043827,PV26  ,2023JJ00,1555.0,1649.0,161.0,171.0,5.0,6.0,95.0,94.0,17.0,7.0,22.0,78.0
1679,A028975,A043827,PV26  ,2024JJ00,1563.0,1673.0,151.0,162.0,7.0,7.0,93.0,93.0,17.0,8.0,26.0,74.0
1680,A028975,A043827,PV27  ,2010JJ00,,,168.0,177.0,4.0,5.0,96.0,95.0,,,62.0,38.0
1681,A028975,A043827,PV27  ,2011JJ00,,,175.0,182.0,3.0,4.0,97.0,96.0,,,63.0,37.0
1682,A028975,A043827,PV27  ,2012JJ00,,,168.0,177.0,4.0,5.0,96.0,95.0,,,63.0,37.0
1683,A028975,A043827,PV27  ,2013JJ00,2462.0,2612.0,172.0,182.0,6.0,6.0,94.0,94.0,20.0,8.0,53.0,47.0
1684,A028975,A043827,PV27  ,2014JJ00,2437.0,2610.0,175.0,187.0,6.0,7.0,94.0,93.0,20.0,8.0,50.0,50.0
1685,A028975,A043827,PV27  ,2015JJ00,,,173.0,183.0,5.0,6.0,95.0,94.0,,,49.0,51.0
1686,A028975,A043827,PV27  ,2016JJ00,2592.0,2691.0,180.0,186.0,3.0,4.0,97.0,96.0,20.0,8.0,55.0,45.0
1687,A028975,A043827,PV27  ,2017JJ00,2464.0,2521.0,177.0,181.0,2.0,2.0,98.0,98.0,19.0,8.0,53.0,47.0
1688,A028975,A043827,PV27  ,2018JJ00,2554.0,2620.0,189.0,194.0,2.0,3.0,98.0,97.0,19.0,8.0,49.0,51.0
1689,A028975,A043827,PV27  ,2019JJ00,2451.0,2513.0,178.0,183.0,2.0,2.0,98.0,98.0,19.0,8.0,51.0,49.0
1690,A028975,A043827,PV27  ,2020JJ00,2405.0,2442.0,183.0,185.0,1.0,2.0,99.0,98.0,19.0,8.0,48.0,52.0
1691,A028975,A043827,PV27  ,2021JJ00,2321.0,2361.0,178.0,181.0,1.0,2.0,99.0,98.0,18.0,8.0,50.0,50.0
1692,A028975,A043827,PV27  ,2022JJ00,2462.0,2492.0,191.0,193.0,1.0,1.0,99.0,99.0,18.0,8.0,48.0,52.0
1693,A028975,A043827,PV27  ,2023JJ00,2267.0,2300.0,176.0,178.0,2.0,1.0,98.0,99.0,18.0,8.0,49.0,51.0
1694,A028975,A043827,PV27  ,2024JJ00,2190.0,2247.0,175.0,179.0,3.0,3.0,97.0,97.0,18.0,8.0,45.0,55.0
1695,A028975,A043827,PV28  ,2010JJ00,,,172.0,180.0,3.0,5.0,97.0,95.0,,,49.0,51.0
1696,A028975,A043827,PV28  ,2011JJ00,,,176.0,181.0,2.0,3.0,98.0,97.0,,,46.0,54.0
1697,A028975,A043827,PV28  ,2012JJ00,,,169.0,176.0,3.0,4.0,97.0,96.0,,,47.0,53.0
1698,A028975,A043827,PV28  ,2013JJ00,2136.0,2225.0,171.0,179.0,4.0,4.0,96.0,96.0,19.0,8.0,39.0,61.0
1699,A028975,A043827,PV28  ,2014JJ00,2117.0,2253.0,174.0,185.0,6.0,6.0,94.0,94.0,19.0,8.0,36.0,64.0
1700,A028975,A043827,PV28  ,2015JJ00,,,168.0,180.0,6.0,7.0,94.0,93.0,,,34.0,66.0
1701,A028975,A043827,PV28  ,2016JJ00,2092.0,2194.0,172.0,180.0,4.0,5.0,96.0,95.0,19.0,8.0,39.0,61.0
1702,A028975,A043827,PV28  ,2017JJ00,2077.0,2172.0,173.0,181.0,4.0,4.0,96.0,96.0,19.0,8.0,37.0,63.0
1703,A028975,A043827,PV28  ,2018JJ00,2042.0,2142.0,177.0,186.0,4.0,5.0,96.0,95.0,19.0,8.0,34.0,66.0
1704,A028975,A043827,PV28  ,2019JJ00,2062.0,2119.0,178.0,183.0,3.0,3.0,97.0,97.0,19.0,8.0,35.0,65.0
1705,A028975,A043827,PV28  ,2020JJ00,2032.0,2089.0,181.0,186.0,3.0,3.0,97.0,97.0,18.0,8.0,33.0,67.0
1706,A028975,A043827,PV28  ,2021JJ00,1961.0,2017.0,177.0,182.0,3.0,3.0,97.0,97.0,18.0,8.0,31.0,69.0
1707,A028975,A043827,PV28  ,2022JJ00,2073.0,2114.0,191.0,194.0,2.0,2.0,98.0,98.0,18.0,8.0,31.0,69.0
1708,A028975,A043827,PV28  ,2023JJ00,1872.0,1922.0,170.0,175.0,3.0,3.0,97.0,97.0,18.0,8.0,31.0,69.0
1709,A028975,A043827,PV28  ,2024JJ00,1877.0,1932.0,165.0,169.0,3.0,3.0,97.0,97.0,18.0,8.0,33.0,67.0
1710,A028975,A043827,PV29  ,2010JJ00,,,134.0,166.0,12.0,20.0,88.0,80.0,,,34.0,66.0
1711,A028975,A043827,PV29  ,2011JJ00,,,159.0,181.0,12.0,13.0,88.0,87.0,,,39.0,61.0
1712,A028975,A043827,PV29  ,2012JJ00,,,144.0,165.0,10.0,13.0,90.0,87.0,,,32.0,68.0
1713,A028975,A043827,PV29  ,2013JJ00,1487.0,1837.0,135.0,166.0,17.0,19.0,83.0,81.0,18.0,8.0,30.0,70.0
1714,A028975,A043827,PV29  ,2014JJ00,1510.0,1847.0,145.0,178.0,17.0,18.0,83.0,82.0,19.0,8.0,24.0,76.0
1715,A028975,A043827,PV29  ,2015JJ00,,,144.0,169.0,11.0,15.0,89.0,85.0,,,22.0,78.0
1716,A028975,A043827,PV29  ,2016JJ00,1627.0,1822.0,158.0,177.0,7.0,11.0,93.0,89.0,18.0,8.0,25.0,75.0
1717,A028975,A043827,PV29  ,2017JJ00,1435.0,1711.0,146.0,175.0,15.0,16.0,85.0,84.0,18.0,8.0,21.0,79.0
1718,A028975,A043827,PV29  ,2018JJ00,1367.0,1625.0,144.0,171.0,11.0,16.0,89.0,84.0,18.0,7.0,21.0,79.0
1719,A028975,A043827,PV29  ,2019JJ00,1241.0,1483.0,142.0,169.0,16.0,16.0,84.0,84.0,16.0,7.0,22.0,78.0
