ID,RegioS,Perioden,TotaalBedrijvenOrganisaties_1,Theaterzalen_2,StadionsEnEvenementenhallen_3,Theaterzalen_4,StadionsEnEvenementenhallen_5,TotaalVoorstellingen_6,Theatervoorstellingen_7,Muziekvoorstellingen_8,DansEnBewegingsvoorstellingen_9,Muziektheatervoorstellingen_10,CabaretEnKleinkunstvoorstellingen_11,OverigeVoorstellingen_12,TotaalBezoekenAanVoorstellingen_13,Theatervoorstellingen_14,Muziekvoorstellingen_15,DansEnBewegingsvoorstellingen_16,Muziektheatervoorstellingen_17,CabaretEnKleinkunstvoorstellingen_18,BezoekenAanOverigeVoorstellingen_19
133,PV20   ,2002JJ00,10.0,16.0,8.0,7303.0,6975.0,1593.0,409.0,710.0,113.0,107.0,170.0,84.0,537.0,74.0,276.0,29.0,43.0,64.0,49.0
134,PV20   ,2003JJ00,10.0,17.0,,8848.0,,1907.0,648.0,728.0,154.0,82.0,174.0,121.0,710.0,107.0,403.0,69.0,35.0,68.0,27.0
135,PV20   ,2004JJ00,10.0,17.0,,8943.0,,1915.0,576.0,786.0,139.0,118.0,264.0,32.0,632.0,113.0,290.0,38.0,76.0,103.0,11.0
136,PV20   ,2005JJ00,13.0,20.0,6.0,9772.0,12950.0,2180.0,703.0,855.0,98.0,151.0,315.0,58.0,705.0,115.0,359.0,29.0,85.0,99.0,18.0
137,PV20   ,2006JJ00,13.0,19.0,8.0,10870.0,8650.0,1873.0,455.0,843.0,144.0,157.0,238.0,36.0,594.0,70.0,308.0,31.0,94.0,77.0,13.0
138,PV20   ,2007JJ00,13.0,18.0,7.0,9649.0,13650.0,2222.0,634.0,833.0,130.0,229.0,249.0,147.0,844.0,97.0,359.0,37.0,198.0,121.0,33.0
139,PV20   ,2008JJ00,13.0,19.0,4.0,9866.0,6700.0,2653.0,967.0,865.0,154.0,236.0,282.0,149.0,968.0,145.0,378.0,41.0,222.0,126.0,56.0
140,PV20   ,2009JJ00,12.0,18.0,3.0,9234.0,4650.0,2425.0,1023.0,804.0,103.0,182.0,199.0,114.0,697.0,146.0,312.0,25.0,116.0,72.0,26.0
141,PV20   ,2010JJ00,12.0,18.0,3.0,9244.0,10150.0,2272.0,957.0,752.0,73.0,148.0,227.0,116.0,666.0,122.0,325.0,28.0,95.0,73.0,25.0
142,PV20   ,2011JJ00,12.0,18.0,3.0,7804.0,10075.0,2250.0,739.0,756.0,120.0,148.0,210.0,278.0,659.0,110.0,317.0,26.0,86.0,78.0,43.0
143,PV20   ,2012JJ00,11.0,17.0,3.0,7859.0,10150.0,1755.0,641.0,663.0,75.0,92.0,189.0,94.0,565.0,110.0,278.0,30.0,52.0,73.0,23.0
144,PV20   ,2013JJ00,9.0,15.0,3.0,7809.0,10150.0,1635.0,551.0,592.0,59.0,98.0,245.0,91.0,539.0,135.0,233.0,18.0,41.0,91.0,22.0
145,PV20   ,2014JJ00,10.0,17.0,3.0,8504.0,10150.0,1668.0,546.0,609.0,79.0,100.0,247.0,87.0,548.0,130.0,247.0,35.0,36.0,85.0,16.0
146,PV20   ,2015JJ00,10.0,16.0,3.0,8317.0,10150.0,1746.0,521.0,820.0,44.0,90.0,185.0,86.0,571.0,161.0,278.0,19.0,32.0,66.0,14.0
147,PV20   ,2016JJ00,10.0,18.0,4.0,11053.0,,1595.0,369.0,779.0,54.0,109.0,218.0,66.0,574.0,91.0,306.0,28.0,,78.0,11.0
148,PV20   ,2017JJ00,10.0,17.0,3.0,12563.0,,1614.0,389.0,801.0,43.0,106.0,210.0,64.0,544.0,74.0,309.0,14.0,55.0,77.0,15.0
149,PV20   ,2018JJ00,10.0,15.0,5.0,7888.0,,1799.0,481.0,834.0,41.0,165.0,192.0,86.0,663.0,86.0,356.0,16.0,102.0,79.0,24.0
150,PV20   ,2019JJ00,10.0,15.0,5.0,7888.0,,1915.0,598.0,751.0,40.0,204.0,217.0,105.0,616.0,102.0,283.0,14.0,105.0,91.0,21.0
151,PV20   ,2020JJ00,11.0,17.0,5.0,8243.0,,960.0,263.0,331.0,46.0,100.0,121.0,99.0,211.0,42.0,97.0,8.0,28.0,27.0,9.0
152,PV20   ,2021JJ00,11.0,19.0,2.0,12068.0,200.0,902.0,179.0,333.0,36.0,102.0,90.0,162.0,162.0,28.0,79.0,4.0,22.0,18.0,11.0
153,PV20   ,2022JJ00,11.0,20.0,5.0,13051.0,,1900.0,298.0,816.0,94.0,134.0,168.0,392.0,511.0,35.0,295.0,29.0,53.0,66.0,33.0
154,PV20   ,2023JJ00,11.0,20.0,5.0,13068.0,,1737.0,335.0,934.0,99.0,122.0,189.0,58.0,589.0,51.0,341.0,37.0,70.0,73.0,17.0
155,PV20   ,2024JJ00,14.0,23.0,6.0,13284.0,,2020.0,300.0,1032.0,89.0,141.0,274.0,184.0,704.0,52.0,394.0,28.0,88.0,98.0,44.0
156,PV21   ,1999JJ00,8.0,12.0,1.0,5692.0,200.0,773.0,236.0,238.0,47.0,74.0,160.0,18.0,268.0,54.0,90.0,15.0,44.0,59.0,6.0
157,PV21   ,2000JJ00,8.0,12.0,1.0,5692.0,200.0,851.0,216.0,277.0,41.0,63.0,176.0,78.0,260.0,50.0,79.0,12.0,44.0,59.0,16.0
158,PV21   ,2001JJ00,8.0,12.0,1.0,5692.0,200.0,949.0,226.0,301.0,53.0,116.0,188.0,65.0,334.0,66.0,107.0,17.0,55.0,67.0,23.0
159,PV21   ,2002JJ00,8.0,12.0,1.0,5692.0,200.0,1015.0,305.0,276.0,55.0,107.0,214.0,58.0,333.0,68.0,101.0,12.0,60.0,75.0,17.0
160,PV21   ,2003JJ00,7.0,11.0,,5017.0,,934.0,227.0,223.0,48.0,86.0,188.0,161.0,331.0,59.0,87.0,12.0,47.0,84.0,43.0
161,PV21   ,2004JJ00,7.0,11.0,,4937.0,,860.0,264.0,217.0,62.0,106.0,157.0,54.0,296.0,61.0,83.0,19.0,56.0,60.0,16.0
162,PV21   ,2005JJ00,10.0,16.0,1.0,6997.0,1000.0,1236.0,320.0,421.0,87.0,124.0,218.0,65.0,398.0,62.0,144.0,19.0,64.0,90.0,19.0
163,PV21   ,2006JJ00,10.0,16.0,2.0,6879.0,1560.0,1237.0,317.0,388.0,69.0,92.0,207.0,164.0,325.0,58.0,105.0,16.0,47.0,67.0,31.0
164,PV21   ,2007JJ00,10.0,20.0,2.0,7104.0,1560.0,1274.0,317.0,449.0,74.0,106.0,223.0,106.0,359.0,57.0,135.0,12.0,53.0,80.0,21.0
165,PV21   ,2008JJ00,10.0,15.0,4.0,6799.0,570.0,1493.0,421.0,423.0,100.0,132.0,284.0,133.0,383.0,63.0,114.0,22.0,59.0,96.0,28.0
166,PV21   ,2009JJ00,11.0,16.0,2.0,6605.0,1850.0,1869.0,338.0,744.0,111.0,238.0,259.0,179.0,452.0,51.0,141.0,17.0,115.0,88.0,39.0
167,PV21   ,2010JJ00,11.0,16.0,2.0,7135.0,1850.0,1854.0,495.0,583.0,105.0,226.0,271.0,174.0,494.0,71.0,148.0,26.0,115.0,91.0,44.0
168,PV21   ,2011JJ00,12.0,17.0,2.0,6185.0,1850.0,1945.0,573.0,584.0,98.0,216.0,322.0,152.0,487.0,79.0,136.0,23.0,102.0,108.0,40.0
169,PV21   ,2012JJ00,13.0,18.0,2.0,6835.0,1850.0,1540.0,453.0,547.0,48.0,126.0,236.0,130.0,327.0,62.0,110.0,11.0,46.0,75.0,24.0
170,PV21   ,2013JJ00,12.0,17.0,2.0,7259.0,1850.0,1393.0,383.0,417.0,66.0,123.0,259.0,145.0,363.0,76.0,106.0,16.0,46.0,88.0,30.0
171,PV21   ,2014JJ00,12.0,21.0,2.0,7470.0,1600.0,1184.0,255.0,379.0,52.0,88.0,200.0,210.0,247.0,31.0,68.0,14.0,18.0,44.0,72.0
172,PV21   ,2015JJ00,12.0,20.0,3.0,7955.0,2100.0,1291.0,264.0,389.0,37.0,185.0,206.0,211.0,261.0,34.0,75.0,7.0,27.0,53.0,64.0
173,PV21   ,2016JJ00,11.0,18.0,2.0,7671.0,1850.0,1358.0,298.0,510.0,58.0,99.0,253.0,141.0,281.0,50.0,107.0,9.0,24.0,67.0,25.0
174,PV21   ,2017JJ00,10.0,19.0,2.0,8296.0,1850.0,1438.0,208.0,571.0,76.0,159.0,200.0,223.0,294.0,30.0,127.0,16.0,42.0,50.0,29.0
175,PV21   ,2018JJ00,12.0,23.0,4.0,9281.0,2950.0,1716.0,254.0,685.0,83.0,217.0,218.0,258.0,354.0,40.0,144.0,16.0,61.0,60.0,33.0
176,PV21   ,2019JJ00,12.0,22.0,6.0,8832.0,3900.0,1608.0,321.0,584.0,70.0,207.0,242.0,183.0,344.0,47.0,134.0,13.0,56.0,69.0,24.0
177,PV21   ,2020JJ00,11.0,19.0,4.0,8192.0,2800.0,761.0,134.0,291.0,45.0,109.0,115.0,65.0,155.0,25.0,61.0,8.0,23.0,30.0,8.0
178,PV21   ,2021JJ00,11.0,20.0,4.0,8292.0,2800.0,582.0,146.0,188.0,,70.0,96.0,,58.0,,23.0,,7.0,12.0,4.0
179,PV21   ,2022JJ00,11.0,22.0,,8150.0,,1292.0,205.0,596.0,53.0,166.0,163.0,109.0,276.0,26.0,142.0,9.0,38.0,47.0,14.0
180,PV21   ,2023JJ00,10.0,19.0,,7921.0,2660.0,1387.0,229.0,629.0,52.0,213.0,177.0,86.0,359.0,46.0,171.0,12.0,51.0,70.0,10.0
181,PV21   ,2024JJ00,10.0,19.0,,8253.0,,1495.0,240.0,718.0,66.0,197.0,191.0,83.0,430.0,51.0,209.0,15.0,66.0,72.0,18.0
182,PV22   ,1999JJ00,9.0,13.0,9.0,3939.0,1400.0,886.0,320.0,294.0,36.0,67.0,143.0,26.0,197.0,46.0,64.0,7.0,25.0,49.0,5.0
183,PV22   ,2000JJ00,9.0,13.0,9.0,3939.0,1400.0,752.0,245.0,213.0,56.0,61.0,136.0,41.0,167.0,31.0,43.0,7.0,29.0,43.0,13.0
184,PV22   ,2001JJ00,9.0,13.0,9.0,3939.0,1400.0,647.0,206.0,182.0,26.0,78.0,115.0,40.0,173.0,34.0,48.0,4.0,32.0,41.0,13.0
185,PV22   ,2002JJ00,9.0,13.0,9.0,3939.0,1400.0,637.0,182.0,200.0,24.0,79.0,134.0,19.0,186.0,29.0,54.0,5.0,43.0,45.0,11.0
186,PV22   ,2003JJ00,8.0,9.0,,3669.0,,738.0,216.0,205.0,59.0,69.0,126.0,64.0,186.0,39.0,55.0,9.0,30.0,36.0,18.0
187,PV22   ,2004JJ00,8.0,9.0,,3604.0,,642.0,128.0,175.0,24.0,138.0,137.0,40.0,183.0,25.0,42.0,5.0,55.0,44.0,12.0
188,PV22   ,2005JJ00,7.0,11.0,3.0,3622.0,1350.0,968.0,215.0,264.0,59.0,140.0,203.0,88.0,240.0,33.0,57.0,9.0,51.0,63.0,26.0
189,PV22   ,2006JJ00,7.0,12.0,2.0,3737.0,1100.0,1179.0,342.0,241.0,59.0,112.0,241.0,184.0,241.0,37.0,48.0,11.0,33.0,63.0,49.0
190,PV22   ,2007JJ00,7.0,12.0,2.0,3717.0,1100.0,1166.0,285.0,256.0,76.0,98.0,238.0,212.0,234.0,33.0,50.0,11.0,30.0,60.0,50.0
191,PV22   ,2008JJ00,7.0,12.0,1.0,5108.0,800.0,1047.0,197.0,282.0,44.0,77.0,221.0,227.0,228.0,29.0,60.0,8.0,22.0,66.0,43.0
192,PV22   ,2009JJ00,7.0,11.0,2.0,3718.0,80.0,911.0,199.0,250.0,81.0,128.0,155.0,99.0,216.0,28.0,53.0,11.0,62.0,41.0,21.0
193,PV22   ,2010JJ00,7.0,12.0,2.0,3788.0,1300.0,1061.0,344.0,274.0,47.0,119.0,203.0,74.0,212.0,49.0,61.0,9.0,31.0,48.0,14.0
194,PV22   ,2011JJ00,6.0,9.0,2.0,3096.0,80.0,873.0,193.0,242.0,40.0,63.0,169.0,165.0,171.0,25.0,49.0,7.0,18.0,42.0,30.0
195,PV22   ,2012JJ00,7.0,11.0,2.0,4385.0,2000.0,753.0,162.0,194.0,53.0,68.0,164.0,111.0,166.0,22.0,49.0,9.0,18.0,46.0,22.0
196,PV22   ,2013JJ00,9.0,14.0,2.0,4865.0,2000.0,1244.0,335.0,402.0,59.0,115.0,214.0,118.0,390.0,74.0,98.0,21.0,87.0,72.0,39.0
197,PV22   ,2014JJ00,10.0,14.0,0.0,4552.0,0.0,1113.0,357.0,283.0,73.0,77.0,217.0,105.0,222.0,44.0,67.0,13.0,21.0,56.0,21.0
198,PV22   ,2015JJ00,10.0,16.0,0.0,4732.0,0.0,1250.0,437.0,312.0,34.0,105.0,219.0,143.0,230.0,48.0,75.0,6.0,26.0,54.0,21.0
199,PV22   ,2016JJ00,8.0,13.0,0.0,4290.0,0.0,976.0,205.0,291.0,35.0,63.0,194.0,188.0,226.0,27.0,64.0,6.0,18.0,55.0,56.0
200,PV22   ,2017JJ00,8.0,12.0,0.0,4387.0,0.0,928.0,210.0,231.0,26.0,82.0,150.0,230.0,198.0,27.0,56.0,5.0,27.0,42.0,40.0
201,PV22   ,2018JJ00,7.0,12.0,0.0,4465.0,0.0,858.0,128.0,203.0,16.0,128.0,164.0,220.0,213.0,20.0,60.0,3.0,38.0,47.0,43.0
202,PV22   ,2019JJ00,7.0,12.0,0.0,4465.0,0.0,888.0,129.0,199.0,22.0,121.0,174.0,242.0,211.0,21.0,61.0,4.0,36.0,51.0,38.0
203,PV22   ,2020JJ00,7.0,11.0,2.0,4505.0,0.0,460.0,73.0,108.0,14.0,106.0,86.0,72.0,96.0,11.0,19.0,3.0,15.0,23.0,25.0
204,PV22   ,2021JJ00,7.0,12.0,0.0,4132.0,0.0,309.0,60.0,75.0,20.0,43.0,77.0,33.0,37.0,6.0,10.0,,,11.0,3.0
205,PV22   ,2022JJ00,7.0,12.0,,4501.0,,495.0,94.0,195.0,12.0,62.0,111.0,22.0,120.0,10.0,56.0,3.0,17.0,31.0,3.0
206,PV22   ,2023JJ00,7.0,12.0,,4543.0,,646.0,107.0,239.0,11.0,91.0,144.0,53.0,214.0,23.0,84.0,4.0,32.0,53.0,18.0
207,PV22   ,2024JJ00,6.0,11.0,,4317.0,,680.0,118.0,220.0,18.0,94.0,164.0,65.0,208.0,23.0,80.0,5.0,30.0,56.0,15.0
208,PV23   ,1999JJ00,26.0,40.0,15.0,16240.0,28324.0,2604.0,662.0,752.0,222.0,277.0,491.0,201.0,1036.0,121.0,405.0,89.0,132.0,158.0,131.0
209,PV23   ,2000JJ00,25.0,38.0,15.0,15113.0,28324.0,2725.0,724.0,762.0,188.0,249.0,442.0,359.0,1009.0,116.0,397.0,85.0,118.0,155.0,139.0
210,PV23   ,2001JJ00,26.0,40.0,15.0,16240.0,28324.0,2628.0,603.0,783.0,142.0,252.0,544.0,304.0,1010.0,109.0,396.0,75.0,121.0,165.0,142.0
211,PV23   ,2002JJ00,25.0,41.0,15.0,16840.0,28324.0,2735.0,569.0,768.0,158.0,335.0,462.0,443.0,1049.0,94.0,392.0,78.0,153.0,146.0,185.0
212,PV23   ,2003JJ00,25.0,39.0,,16629.0,,2682.0,502.0,829.0,180.0,302.0,460.0,408.0,761.0,93.0,254.0,45.0,136.0,151.0,82.0
213,PV23   ,2004JJ00,24.0,38.0,,16023.0,,2398.0,447.0,782.0,121.0,216.0,489.0,343.0,676.0,76.0,240.0,39.0,93.0,164.0,64.0
214,PV23   ,2005JJ00,24.0,36.0,9.0,15642.0,12210.0,3016.0,657.0,1110.0,145.0,224.0,472.0,408.0,694.0,107.0,286.0,25.0,91.0,129.0,56.0
215,PV23   ,2006JJ00,24.0,38.0,11.0,22555.0,12760.0,3063.0,639.0,1153.0,155.0,289.0,494.0,333.0,770.0,93.0,294.0,36.0,142.0,145.0,61.0
216,PV23   ,2007JJ00,24.0,39.0,11.0,24510.0,12760.0,3551.0,907.0,1335.0,159.0,210.0,501.0,437.0,769.0,104.0,321.0,33.0,87.0,156.0,68.0
217,PV23   ,2008JJ00,24.0,39.0,11.0,23543.0,12819.0,2904.0,739.0,972.0,110.0,295.0,472.0,316.0,881.0,94.0,314.0,29.0,203.0,146.0,95.0
218,PV23   ,2009JJ00,24.0,40.0,13.0,24581.0,12119.0,3318.0,661.0,1442.0,114.0,335.0,465.0,300.0,907.0,83.0,454.0,26.0,129.0,154.0,62.0
219,PV23   ,2010JJ00,24.0,40.0,8.0,24581.0,12119.0,3242.0,699.0,1170.0,127.0,272.0,491.0,482.0,842.0,101.0,358.0,32.0,107.0,147.0,97.0
220,PV23   ,2011JJ00,23.0,40.0,8.0,23731.0,10410.0,3068.0,747.0,1141.0,118.0,273.0,468.0,320.0,844.0,101.0,349.0,51.0,119.0,135.0,88.0
221,PV23   ,2012JJ00,22.0,40.0,6.0,22201.0,10000.0,3111.0,709.0,1116.0,104.0,238.0,449.0,495.0,806.0,104.0,361.0,50.0,96.0,115.0,80.0
222,PV23   ,2013JJ00,23.0,40.0,10.0,22425.0,10550.0,2798.0,631.0,1099.0,101.0,233.0,496.0,238.0,725.0,98.0,314.0,33.0,76.0,137.0,67.0
223,PV23   ,2014JJ00,23.0,42.0,10.0,22705.0,14200.0,3371.0,436.0,1450.0,121.0,271.0,423.0,670.0,831.0,71.0,383.0,29.0,90.0,111.0,148.0
224,PV23   ,2015JJ00,23.0,43.0,10.0,23209.0,13050.0,3232.0,378.0,1264.0,98.0,327.0,497.0,668.0,847.0,58.0,391.0,25.0,96.0,130.0,147.0
225,PV23   ,2016JJ00,23.0,50.0,13.0,27321.0,13700.0,3026.0,345.0,1307.0,90.0,302.0,523.0,458.0,811.0,54.0,391.0,24.0,91.0,148.0,102.0
226,PV23   ,2017JJ00,24.0,42.0,10.0,16941.0,13700.0,3289.0,372.0,1402.0,107.0,322.0,500.0,586.0,824.0,55.0,411.0,24.0,91.0,129.0,114.0
227,PV23   ,2018JJ00,23.0,44.0,10.0,16706.0,22200.0,3084.0,427.0,1198.0,103.0,429.0,494.0,433.0,867.0,70.0,390.0,25.0,158.0,145.0,81.0
228,PV23   ,2019JJ00,23.0,44.0,11.0,17291.0,23450.0,3205.0,361.0,1280.0,110.0,499.0,589.0,365.0,891.0,62.0,413.0,29.0,146.0,177.0,64.0
229,PV23   ,2020JJ00,23.0,43.0,12.0,18942.0,24450.0,1627.0,295.0,568.0,53.0,281.0,345.0,85.0,334.0,35.0,126.0,13.0,60.0,79.0,21.0
230,PV23   ,2021JJ00,22.0,45.0,5.0,19911.0,4950.0,1269.0,205.0,434.0,53.0,162.0,286.0,129.0,178.0,17.0,78.0,4.0,22.0,38.0,18.0
231,PV23   ,2022JJ00,23.0,48.0,,16413.0,,2611.0,294.0,1139.0,,388.0,425.0,,662.0,33.0,349.0,,,124.0,58.0
232,PV23   ,2023JJ00,23.0,45.0,,19572.0,4350.0,2996.0,283.0,1271.0,91.0,500.0,497.0,354.0,910.0,52.0,446.0,,,168.0,63.0
233,PV23   ,2024JJ00,22.0,43.0,4.0,19148.0,,2993.0,364.0,1224.0,,,488.0,406.0,916.0,72.0,430.0,,,161.0,87.0
234,PV24   ,1999JJ00,,,,,,,,,,,,,,,,,,,
235,PV24   ,2000JJ00,,,,,,,,,,,,,,,,,,,
236,PV24   ,2001JJ00,,,,,,,,,,,,,,,,,,,
237,PV24   ,2002JJ00,,,,,,,,,,,,,,,,,,,
238,PV24   ,2003JJ00,,,,,,,,,,,,,,,,,,,
239,PV24   ,2004JJ00,,,,,,,,,,,,,,,,,,,
240,PV24   ,2005JJ00,6.0,9.0,5.0,5042.0,2165.0,1108.0,174.0,379.0,61.0,205.0,180.0,109.0,339.0,29.0,124.0,14.0,95.0,50.0,27.0
241,PV24   ,2006JJ00,5.0,8.0,5.0,3673.0,2165.0,620.0,127.0,150.0,53.0,76.0,153.0,61.0,163.0,20.0,42.0,12.0,33.0,44.0,11.0
242,PV24   ,2007JJ00,5.0,9.0,5.0,4523.0,2678.0,588.0,96.0,197.0,25.0,134.0,102.0,34.0,175.0,20.0,54.0,8.0,38.0,50.0,6.0
243,PV24   ,2008JJ00,5.0,9.0,7.0,4364.0,3478.0,638.0,85.0,205.0,29.0,100.0,131.0,88.0,199.0,16.0,45.0,8.0,48.0,53.0,30.0
244,PV24   ,2009JJ00,5.0,9.0,7.0,4152.0,3916.0,663.0,126.0,204.0,31.0,96.0,141.0,65.0,173.0,17.0,45.0,7.0,43.0,49.0,12.0
245,PV24   ,2010JJ00,5.0,10.0,7.0,4203.0,4116.0,682.0,131.0,181.0,40.0,126.0,138.0,66.0,327.0,36.0,70.0,19.0,113.0,58.0,31.0
246,PV24   ,2011JJ00,5.0,10.0,5.0,4240.0,740.0,658.0,111.0,173.0,36.0,126.0,119.0,92.0,240.0,22.0,46.0,9.0,73.0,36.0,55.0
247,PV24   ,2012JJ00,5.0,10.0,4.0,4223.0,2938.0,565.0,78.0,157.0,21.0,47.0,146.0,115.0,149.0,18.0,37.0,6.0,17.0,45.0,27.0
248,PV24   ,2013JJ00,5.0,10.0,5.0,4223.0,3163.0,488.0,89.0,178.0,15.0,50.0,108.0,48.0,134.0,17.0,39.0,5.0,16.0,32.0,24.0
249,PV24   ,2014JJ00,6.0,12.0,5.0,4523.0,3163.0,551.0,93.0,197.0,19.0,53.0,103.0,87.0,155.0,12.0,42.0,8.0,16.0,30.0,47.0
250,PV24   ,2015JJ00,6.0,13.0,5.0,4652.0,3363.0,581.0,67.0,218.0,21.0,49.0,145.0,80.0,128.0,11.0,35.0,5.0,16.0,42.0,19.0
251,PV24   ,2016JJ00,6.0,13.0,5.0,4652.0,3363.0,519.0,65.0,230.0,18.0,47.0,119.0,40.0,124.0,14.0,43.0,4.0,15.0,37.0,12.0
252,PV24   ,2017JJ00,6.0,13.0,5.0,4652.0,3363.0,549.0,70.0,245.0,22.0,44.0,136.0,32.0,124.0,13.0,46.0,4.0,13.0,37.0,10.0
253,PV24   ,2018JJ00,6.0,13.0,5.0,4652.0,3363.0,586.0,60.0,258.0,18.0,40.0,142.0,68.0,127.0,11.0,49.0,5.0,11.0,36.0,15.0
254,PV24   ,2019JJ00,6.0,13.0,5.0,4652.0,3363.0,535.0,59.0,214.0,16.0,46.0,142.0,58.0,125.0,8.0,40.0,4.0,14.0,46.0,13.0
255,PV24   ,2020JJ00,6.0,13.0,5.0,4752.0,3363.0,295.0,41.0,125.0,5.0,35.0,84.0,4.0,56.0,8.0,22.0,0.0,8.0,17.0,
256,PV24   ,2021JJ00,7.0,14.0,5.0,5572.0,3363.0,273.0,87.0,94.0,,46.0,37.0,,57.0,,8.0,0.0,,6.0,0.0
257,PV24   ,2022JJ00,7.0,13.0,,5657.0,,608.0,55.0,267.0,,54.0,113.0,,138.0,11.0,52.0,,,35.0,17.0
258,PV24   ,2023JJ00,8.0,15.0,,5803.0,,791.0,206.0,334.0,42.0,72.0,107.0,31.0,192.0,56.0,68.0,,,36.0,6.0
259,PV24   ,2024JJ00,8.0,13.0,5.0,5543.0,3118.0,879.0,191.0,350.0,,,147.0,73.0,271.0,75.0,79.0,,,57.0,19.0
260,PV25   ,1999JJ00,30.0,37.0,3.0,15679.0,1400.0,2895.0,1017.0,639.0,202.0,305.0,573.0,159.0,807.0,171.0,230.0,68.0,139.0,164.0,36.0
261,PV25   ,2000JJ00,29.0,38.0,3.0,16054.0,1400.0,3407.0,1509.0,724.0,165.0,196.0,466.0,347.0,766.0,215.0,208.0,49.0,95.0,134.0,65.0
262,PV25   ,2001JJ00,28.0,41.0,3.0,18597.0,1400.0,3117.0,1325.0,638.0,158.0,225.0,541.0,229.0,801.0,230.0,218.0,55.0,107.0,146.0,46.0
263,PV25   ,2002JJ00,29.0,42.0,3.0,18803.0,1400.0,3824.0,1715.0,684.0,224.0,213.0,592.0,395.0,917.0,219.0,271.0,59.0,118.0,173.0,77.0
264,PV25   ,2003JJ00,28.0,43.0,,19682.0,,3187.0,889.0,949.0,221.0,259.0,556.0,314.0,919.0,162.0,308.0,59.0,138.0,175.0,78.0
265,PV25   ,2004JJ00,29.0,44.0,,19969.0,,3078.0,921.0,895.0,162.0,287.0,613.0,199.0,871.0,150.0,293.0,55.0,145.0,191.0,36.0
266,PV25   ,2005JJ00,34.0,51.0,9.0,22162.0,36700.0,5248.0,1580.0,1558.0,357.0,451.0,906.0,395.0,1242.0,178.0,517.0,62.0,208.0,222.0,55.0
267,PV25   ,2006JJ00,34.0,49.0,5.0,22866.0,35650.0,5597.0,1783.0,1609.0,394.0,520.0,924.0,368.0,1651.0,229.0,809.0,82.0,229.0,234.0,68.0
268,PV25   ,2007JJ00,35.0,52.0,19.0,22547.0,40541.0,4688.0,1616.0,1429.0,229.0,446.0,714.0,254.0,1616.0,228.0,821.0,59.0,215.0,227.0,67.0
269,PV25   ,2008JJ00,34.0,52.0,6.0,23256.0,40150.0,5790.0,1999.0,1460.0,367.0,528.0,936.0,500.0,1845.0,195.0,1020.0,70.0,229.0,242.0,89.0
270,PV25   ,2009JJ00,35.0,53.0,6.0,23311.0,40150.0,4635.0,1397.0,1596.0,233.0,400.0,737.0,271.0,1578.0,223.0,828.0,62.0,187.0,218.0,62.0
271,PV25   ,2010JJ00,36.0,55.0,6.0,24359.0,40150.0,5263.0,1777.0,1573.0,244.0,450.0,692.0,527.0,1611.0,226.0,822.0,67.0,186.0,189.0,121.0
272,PV25   ,2011JJ00,37.0,57.0,6.0,23162.0,35280.0,5124.0,1766.0,1479.0,261.0,452.0,784.0,381.0,1775.0,239.0,954.0,68.0,175.0,236.0,103.0
273,PV25   ,2012JJ00,37.0,56.0,4.0,24270.0,46000.0,4938.0,1895.0,1383.0,206.0,413.0,727.0,314.0,1258.0,206.0,586.0,64.0,131.0,204.0,67.0
274,PV25   ,2013JJ00,39.0,57.0,4.0,24722.0,36600.0,4502.0,1577.0,1393.0,181.0,309.0,822.0,221.0,1322.0,186.0,680.0,60.0,119.0,210.0,67.0
275,PV25   ,2014JJ00,40.0,57.0,3.0,26199.0,28000.0,4352.0,1457.0,1378.0,217.0,317.0,715.0,268.0,1142.0,195.0,523.0,64.0,103.0,190.0,67.0
276,PV25   ,2015JJ00,40.0,57.0,3.0,25432.0,30000.0,4540.0,1527.0,1480.0,184.0,332.0,765.0,251.0,1222.0,191.0,579.0,51.0,133.0,208.0,59.0
277,PV25   ,2016JJ00,40.0,60.0,6.0,24302.0,,4770.0,1400.0,1732.0,185.0,371.0,781.0,300.0,1348.0,181.0,686.0,50.0,125.0,216.0,89.0
278,PV25   ,2017JJ00,40.0,57.0,5.0,23572.0,,4646.0,1341.0,1528.0,201.0,397.0,847.0,332.0,1423.0,175.0,771.0,54.0,127.0,218.0,77.0
279,PV25   ,2018JJ00,39.0,61.0,5.0,26093.0,,4553.0,1299.0,1540.0,156.0,449.0,795.0,314.0,1481.0,184.0,750.0,64.0,172.0,244.0,67.0
280,PV25   ,2019JJ00,39.0,66.0,5.0,26246.0,,4774.0,1273.0,1698.0,196.0,473.0,842.0,293.0,1469.0,176.0,776.0,62.0,139.0,261.0,55.0
281,PV25   ,2020JJ00,39.0,62.0,4.0,25879.0,,1912.0,316.0,680.0,79.0,242.0,469.0,125.0,444.0,47.0,207.0,20.0,50.0,98.0,22.0
282,PV25   ,2021JJ00,39.0,63.0,3.0,26568.0,,1929.0,350.0,653.0,129.0,144.0,490.0,163.0,302.0,38.0,140.0,12.0,27.0,71.0,14.0
283,PV25   ,2022JJ00,43.0,69.0,7.0,28129.0,,3912.0,572.0,1724.0,155.0,360.0,778.0,323.0,1351.0,92.0,850.0,41.0,105.0,205.0,57.0
284,PV25   ,2023JJ00,44.0,70.0,9.0,27678.0,,4647.0,674.0,2030.0,192.0,472.0,886.0,394.0,1730.0,123.0,1070.0,55.0,154.0,257.0,71.0
