ID,ZorginstellingenSBI2008,Perioden,Ondernemingen_1,TotaalBedrijfsopbrengsten_2,TotaalNettoOmzet_3,WettelijkBudget_4,OpbrengstenDBCSDBCZorgproducten_5,TotaalOverigeNettoOmzet_6,ZorgprestatiesTussenInstellingen_7,PersoonsgebondenEnVolgendeBudgetten_8,OverigeZorgprestaties_9,OverigeDienstverlening_10,TotaalOverigeBedrijfsopbrengsten_11,WmoSubsidiesHuishoudelijkeHulp_12,OverigeSubsidiesEnBijdragen_13,NietEerderGenoemdeBedrijfsopbrengsten_14,TotaalBedrijfslasten_15,TotaalArbeidskosten_16,LonenEnSalarissen_17,PensioenlastenEnSocialeLasten_18,AfschrijvingenOpVasteActiva_19,BijzondereWaardeverminderingen_20,TotaalOverigeBedrijfslasten_21,TotaalAnderePersoneelskosten_22,KostenUitzendkrachtenEnOverigeInleen_23,OverigePersoneelskosten_24,TotaalNietEerderGenoemdeBedrLasten_25,VoedingEnHotelmatigeKosten_26,AlgemeneKosten_27,ClientEnBewonersgebondenKosten_28,OnderhoudsEnEnergiekosten_29,HuurOperationeleLeasingKapGoederen_30,AndereBedrijfslasten_31,Bedrijfsresultaat_32,FinancieleBaten_33,FinancieleLasten_34,FinancieelResultaat_35,BuitengewoneBaten_36,BuitengewoneLasten_37,BuitengewoonResultaat_38,ResultaatVoorBelastingen_39,TotaalActiva_40,ImmaterieleVasteActiva_41,MaterieleVasteActiva_42,TotaalFinancieleVasteActiva_43,Deelnemingen_44,OverigeLanglopendeVorderingen_45,TotaalVoorraden_46,Voorraden_47,OnderhandenWerkDBCS_48,TotaalKortlopendeVorderingen_49,VorderingenOpDebiteuren_50,VorderingenUHVBekostiging_51,OverigeKortlopendeVorderingen_52,Effecten_53,LiquideMiddelen_54,TotaalPassiva_55,TotaalEigenVermogen_56,Kapitaal_57,CollectiefGefinGebVermogen_58,NietCollectiefGefinVrijVermogen_59,Voorzieningen_60,LanglopendeSchulden_61,TotaalKortlopendeSchulden_62,SchuldenAanKredietinstellingen_63,Crediteuren_64,AflossingsverplichtingLanglopLening_65,SchuldenUHVBekostiging_66,OverigeKortlopendeSchulden_67,BoekwaardePer1Januari_68,Investeringen_69,Herwaarderingen_70,Desinvesteringen_71,Afschrijvingen_72,BijzondereWaardeverminderingen_73,TerugnameAfgeschrevenActiva_74,BoekwaardePer31December_75,WettelijkBudgetVerslagjaar_76,OpbrengstenTerDekkingWettelijkBudget_77,FinancieringsverschilBudgetOpbrengsten_78,BanenWerknemers_79,ArbeidsjarenWerknemers_80,BeddenKlinischeDagDeeltijdbehand_81,KlinischeVerpleegdagen_82,DagEnDeeltijdbehandelingen_83,EerstePolikliniekbezoeken_84,KlinischeOpnamen_85,BeddenKlinischeBehandeling_86,PoliklinischeBehandelplaatsen_87,KlinischeVerpleegdagen_88,Revalidatiebehandeluren_89,EersteConsulten_90,BeddenKlinischeEnDeeltijdbehandGGZ_91,KlinischeVerpleegdagenGGZ_92,Deeltijdbehandelingen_93,PoliklinischeFaceToFaceContacten_94,EersteKlinischeOpnamen_95,TotaalGGZZZPExclKindEnJeugd_96,VoortgezetVerblijfInclBHInclDB_97,VoortgezetVerblijfInclBHExclDB_98,BeschutBeschermdWonenExclBHInclDB_99,BeschutBeschermdWonenExclBHExclDB_100,BeddenGGZKJ_101,PlaatsenKleinschaligWonenGGZKJ_102,VerpleegdagenGGZKJ_103,VerzorgDagKleinschaligWonenGGZKJ_104,IntramurPlaatsenMetBehandelingGHZ_105,IntramurPlaatsZonderBehandelingGHZ_106,TotaalGHZZZP_107,TotaalGHZZZPVG_108,MetEnigeBegeleidingInclDB_109,MetEnigeBegeleidingExclDB_110,OverigeZZPInclBHInclDB_111,OverigeZZPInclBHExclDB_112,OverigeZZPExclBHInclDB_113,OverigeZZPExclBHExclDB_114,LichtVerstandelijkGehandicaptenLVG_115,SterkGedragsgestLichtVerstGeh_116,TotaalGHZZZPLG_117,MetEnigeBegelEnEnigeVerz_118,OverigeZZPInclBHInclDB_119,OverigeZZPInclBHExclDB_120,OverigeZZPExclBHInclDB_121,OverigeZZPExclBHExclDB_122,TotaalGHZZZPZG_123,ZintuiglijkGehandicaptenAuditief_124,ZintuiglijkGehandicaptenVisueel_125,IntramurPlaatsenMetBehandelingVPH_126,IntramurPlaatsenZonderBehandelingVZH_127,TotaalVVZZP_128,TotaalVVZZPBeschutWonen_129,BegeleidingEnEnigeVerzorging_130,BegeleidingEnVerzorgingInclBH_131,BegeleidingEnVerzorgingExclBH_132,TotaalVVZZPBeschermdWonen_133,IntensieveDementieZorgInclBH_134,IntensieveDementieZorgExclBH_135,MetNadrukOpLichVerzorgingInclBH_136,MetNadrukOpLichVerzorgingExclBH_137,HerstelgerichteBehandeling_138,IntensiefPalliatiefTerminaleZorg_139,UrenExtramuraleHuishoudelijkeVerz_140,UrenExtramuralePersoonlijkeVerz_141,UrenExtramuraleVerpleging_142,UrenExtramBegeleidingExclDagact_143,UrenExtramuraleBehandeling_144,UrenDagactiviteitGGZ_145,DagdelenDagactiviteitGHZ_146,DagdelenDagactiviteitVV_147,TotaalVPT_148,DagenVPTGGZ_149,DagenVPTGHZ_150,DagenVPTVV_151
21,423000  ,2006JJ00,28.0,835.0,751.0,584.0,,167.0,,,,,84.0,0.0,42.0,42.0,800.0,507.0,414.0,94.0,54.0,,238.0,53.0,26.0,26.0,186.0,30.0,55.0,65.0,24.0,8.0,2.0,36.0,1.0,24.0,-23.0,2.0,0.0,2.0,14.0,1000.0,22.0,680.0,23.0,,,39.0,,,204.0,,,,0.0,33.0,1000.0,166.0,,,,28.0,412.0,394.0,,,,,,,93.0,,,,,,680.0,584.0,487.0,98.0,14080.0,9900.0,1960.0,199.0,28.0,93.0,17.0,1770.0,980.0,457.0,2090.0,36.0,,,1.0,1.0,0.0,,,,,,,,,,710.0,230.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,4.0,13.0,0.0,,,,,,,
22,423000  ,2007JJ00,27.0,911.0,795.0,611.0,110.0,74.0,17.0,0.0,2.0,54.0,116.0,0.0,73.0,43.0,880.0,551.0,451.0,100.0,56.0,,272.0,51.0,29.0,22.0,221.0,32.0,59.0,87.0,31.0,9.0,3.0,31.0,2.0,25.0,-23.0,2.0,2.0,-1.0,8.0,1039.0,3.0,729.0,11.0,1.0,10.0,50.0,5.0,46.0,203.0,106.0,18.0,79.0,3.0,39.0,1039.0,181.0,10.0,127.0,45.0,37.0,405.0,415.0,152.0,38.0,29.0,36.0,161.0,692.0,112.0,,17.0,58.0,,0.0,729.0,611.0,616.0,-6.0,15280.0,10770.0,1830.0,134.0,30.0,124.0,18.0,1770.0,1030.0,447.0,2195.0,40.0,,,0.0,0.0,0.0,,,,,,,,,,710.0,160.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,2.0,28.0,5.0,,,,,,,
23,423000  ,2008JJ00,27.0,980.0,830.0,613.0,123.0,95.0,11.0,0.0,17.0,66.0,149.0,0.0,95.0,54.0,940.0,586.0,480.0,106.0,66.0,,288.0,59.0,35.0,24.0,229.0,35.0,63.0,88.0,29.0,13.0,3.0,39.0,1.0,26.0,-25.0,2.0,0.0,2.0,16.0,1131.0,1.0,746.0,13.0,6.0,7.0,70.0,5.0,65.0,240.0,115.0,44.0,81.0,8.0,53.0,1131.0,184.0,9.0,129.0,47.0,31.0,431.0,484.0,158.0,40.0,37.0,40.0,208.0,723.0,89.0,,2.0,61.0,,4.0,746.0,616.0,615.0,1.0,15910.0,11410.0,1830.0,156.0,40.0,149.0,19.0,1880.0,1080.0,448.0,2285.0,40.0,,,,,,,,,,,,,,,710.0,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,5.0,32.0,2.0,,,,,,,
24,423000  ,2009JJ00,25.0,1064.0,892.0,649.0,149.0,94.0,12.0,1.0,20.0,61.0,173.0,0.0,110.0,63.0,1023.0,636.0,517.0,119.0,75.0,0.0,313.0,60.0,36.0,24.0,252.0,37.0,74.0,100.0,30.0,9.0,1.0,41.0,1.0,23.0,-22.0,2.0,0.0,1.0,20.0,1230.0,0.0,788.0,10.0,5.0,5.0,102.0,7.0,95.0,278.0,137.0,49.0,92.0,9.0,43.0,1230.0,214.0,9.0,146.0,58.0,37.0,418.0,561.0,247.0,54.0,33.0,34.0,193.0,746.0,129.0,0.0,17.0,69.0,0.0,0.0,788.0,610.0,603.0,6.0,16840.0,11550.0,1820.0,162.0,42.0,153.0,20.0,1880.0,1130.0,445.0,2265.0,44.0,,,0.0,0.0,0.0,,,,,,,,,,710.0,230.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,1.0,4.0,34.0,2.0,,,,,,,
25,423000  ,2010JJ00,23.0,1157.0,981.0,695.0,158.0,128.0,15.0,2.0,28.0,82.0,176.0,0.0,129.0,48.0,1112.0,675.0,552.0,123.0,83.0,23.0,330.0,68.0,41.0,27.0,262.0,37.0,76.0,103.0,30.0,11.0,5.0,46.0,1.0,27.0,-26.0,0.0,0.0,0.0,19.0,1208.0,0.0,746.0,8.0,4.0,4.0,134.0,8.0,126.0,254.0,112.0,48.0,94.0,9.0,57.0,1208.0,236.0,9.0,161.0,66.0,40.0,437.0,494.0,170.0,42.0,43.0,41.0,198.0,785.0,65.0,0.0,9.0,95.0,0.0,0.0,746.0,689.0,676.0,13.0,17490.0,12130.0,1880.0,160.0,42.0,172.0,21.0,1860.0,1180.0,446.0,2547.0,44.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,710.0,230.0,301.0,233.0,7.0,5.0,193.0,16.0,2.0,9.0,0.0,0.0,66.0,28.0,9.0,1.0,14.0,15.0,3.0,0.0,3.0,0.0,0.0,6.0,3.0,2.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,38.0,8.0,0.0,134.0,0.0,,0.0,0.0,0.0
26,423000  ,2011JJ00,23.0,1204.0,1018.0,713.0,171.0,133.0,14.0,2.0,31.0,86.0,187.0,0.0,120.0,67.0,1161.0,709.0,579.0,129.0,90.0,7.0,355.0,72.0,44.0,28.0,283.0,39.0,77.0,115.0,31.0,13.0,8.0,44.0,1.0,22.0,-21.0,0.0,0.0,0.0,23.0,1206.0,0.0,708.0,13.0,4.0,10.0,165.0,9.0,156.0,227.0,87.0,46.0,94.0,8.0,86.0,1206.0,260.0,9.0,181.0,70.0,52.0,438.0,457.0,209.0,42.0,28.0,48.0,129.0,751.0,36.0,0.0,11.0,83.0,-15.0,1.0,708.0,828.0,840.0,-11.0,17880.0,12200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,423000  ,2012JJ00,23.0,1235.0,1044.0,260.0,656.0,129.0,11.0,2.0,40.0,76.0,190.0,0.0,122.0,69.0,1193.0,731.0,596.0,135.0,74.0,1.0,387.0,83.0,47.0,36.0,304.0,39.0,75.0,139.0,30.0,13.0,8.0,41.0,2.0,19.0,-17.0,0.0,0.0,0.0,24.0,1248.0,0.0,732.0,13.0,3.0,10.0,70.0,8.0,62.0,343.0,137.0,35.0,170.0,9.0,81.0,1248.0,288.0,10.0,204.0,74.0,45.0,402.0,513.0,155.0,58.0,35.0,90.0,175.0,708.0,110.0,0.0,10.0,72.0,3.0,0.0,732.0,269.0,235.0,34.0,17790.0,12220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,800027  ,2006JJ00,100.0,4308.0,3784.0,3690.0,,93.0,28.0,2.0,9.0,54.0,524.0,0.0,431.0,93.0,4181.0,2831.0,2302.0,529.0,183.0,,1167.0,264.0,132.0,132.0,903.0,194.0,308.0,122.0,149.0,118.0,11.0,127.0,4.0,61.0,-57.0,3.0,2.0,0.0,70.0,2965.0,34.0,2399.0,11.0,,,7.0,7.0,0.0,179.0,,47.0,,1.0,334.0,2965.0,621.0,14.0,531.0,76.0,142.0,1174.0,1028.0,,,,49.0,,,409.0,,,,,,2399.0,3678.0,3655.0,23.0,75860.0,57760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1351.0,10113.0,50.0,,,,,,,,,,180.0,0.0,,,,,,,,,,,,,,,,,,,,770.0,340.0,,,,,,,,,,,,,12.0,43.0,36.0,887.0,25.0,,,,,,,
29,800027  ,2007JJ00,102.0,4630.0,3967.0,3872.0,0.0,95.0,24.0,3.0,10.0,57.0,663.0,0.0,549.0,114.0,4519.0,3031.0,2478.0,554.0,204.0,,1284.0,283.0,148.0,136.0,1000.0,210.0,335.0,136.0,154.0,150.0,15.0,111.0,9.0,66.0,-56.0,8.0,0.0,8.0,63.0,3175.0,7.0,2599.0,15.0,2.0,13.0,7.0,7.0,0.0,271.0,53.0,94.0,124.0,0.0,275.0,3175.0,705.0,15.0,591.0,99.0,145.0,1243.0,1083.0,174.0,156.0,77.0,24.0,652.0,2402.0,515.0,,114.0,205.0,,0.0,2599.0,3866.0,3784.0,82.0,80010.0,60080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1347.0,11395.0,52.0,,,,,,,,,,140.0,10.0,,,,,,,,,,,,,,,,,,,,770.0,340.0,,,,,,,,,,,,,6.0,46.0,36.0,1204.0,33.0,,,,,,,
30,800027  ,2008JJ00,97.0,4862.0,4055.0,3963.0,0.0,92.0,23.0,6.0,15.0,48.0,807.0,0.0,668.0,139.0,4753.0,3187.0,2579.0,608.0,214.0,,1351.0,318.0,169.0,149.0,1033.0,216.0,345.0,146.0,157.0,153.0,17.0,110.0,18.0,104.0,-85.0,3.0,1.0,2.0,26.0,4803.0,8.0,2780.0,19.0,3.0,16.0,668.0,7.0,661.0,1208.0,393.0,425.0,389.0,0.0,120.0,4803.0,724.0,19.0,596.0,109.0,154.0,1434.0,2490.0,1369.0,179.0,102.0,39.0,801.0,2603.0,551.0,,149.0,223.0,,1.0,2780.0,3984.0,3569.0,415.0,81380.0,61560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1123.0,11813.0,50.0,,,,,,,,,,130.0,10.0,,,,,,,,,,,,,,,,,,,,770.0,410.0,,,,,,,,,,,,,18.0,63.0,35.0,1745.0,29.0,,,,,,,
31,800027  ,2009JJ00,95.0,5238.0,4319.0,4226.0,0.0,93.0,23.0,6.0,18.0,46.0,919.0,1.0,770.0,149.0,5057.0,3357.0,2762.0,595.0,224.0,5.0,1472.0,329.0,172.0,157.0,1143.0,230.0,382.0,145.0,162.0,175.0,49.0,181.0,12.0,94.0,-82.0,2.0,3.0,0.0,99.0,4962.0,7.0,2929.0,24.0,2.0,21.0,584.0,6.0,578.0,1247.0,513.0,249.0,485.0,1.0,169.0,4962.0,816.0,20.0,674.0,122.0,171.0,1498.0,2477.0,1010.0,177.0,107.0,381.0,803.0,2760.0,625.0,0.0,220.0,225.0,9.0,1.0,2929.0,4233.0,4458.0,-225.0,83690.0,63440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1034.0,13121.0,50.0,,,,,,,,,,130.0,10.0,,,,,,,,,,,,,,,,,,,,770.0,400.0,,,,,,,,,,,,,27.0,76.0,36.0,1756.0,26.0,,,,,,,
32,800027  ,2010JJ00,95.0,5324.0,4393.0,4297.0,0.0,96.0,29.0,5.0,21.0,41.0,931.0,1.0,791.0,139.0,5148.0,3446.0,2813.0,633.0,237.0,1.0,1465.0,322.0,151.0,170.0,1143.0,228.0,376.0,152.0,171.0,183.0,34.0,176.0,10.0,87.0,-77.0,1.0,2.0,-1.0,98.0,4843.0,9.0,2989.0,46.0,4.0,42.0,577.0,6.0,571.0,899.0,453.0,123.0,324.0,0.0,323.0,4843.0,894.0,20.0,747.0,127.0,204.0,1579.0,2166.0,499.0,167.0,153.0,528.0,819.0,2895.0,425.0,1.0,79.0,234.0,19.0,0.0,2989.0,4281.0,4360.0,-79.0,83650.0,63020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11150.0,4435.0,1032.0,12776.0,49.0,6580.0,2285.0,506.0,2043.0,1746.0,215.0,316.0,73.0,83.0,130.0,0.0,72.0,46.0,5.0,1.0,33.0,4.0,1.0,2.0,0.0,23.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,820.0,484.0,244.0,93.0,17.0,134.0,240.0,168.0,15.0,19.0,19.0,16.0,2.0,30.0,103.0,448.0,2029.0,28.0,5048.0,11.0,58.0,8.0,7.0,0.0,0.0
33,800027  ,2011JJ00,100.0,5550.0,4619.0,4516.0,0.0,103.0,26.0,7.0,24.0,47.0,931.0,1.0,799.0,130.0,5359.0,3567.0,2903.0,664.0,285.0,35.0,1472.0,326.0,145.0,180.0,1146.0,228.0,383.0,140.0,175.0,182.0,38.0,191.0,18.0,92.0,-74.0,1.0,0.0,1.0,118.0,4831.0,9.0,3082.0,53.0,6.0,47.0,461.0,5.0,456.0,895.0,436.0,157.0,303.0,0.0,331.0,4831.0,1014.0,16.0,867.0,131.0,249.0,1700.0,1868.0,511.0,200.0,122.0,250.0,785.0,3014.0,465.0,18.0,95.0,278.0,37.0,4.0,3082.0,4516.0,4274.0,242.0,84440.0,63470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,800027  ,2012JJ00,102.0,5689.0,4723.0,4613.0,0.0,109.0,23.0,10.0,27.0,50.0,967.0,1.0,829.0,137.0,5509.0,3664.0,2973.0,691.0,286.0,36.0,1523.0,343.0,157.0,186.0,1180.0,226.0,407.0,143.0,174.0,191.0,39.0,180.0,10.0,94.0,-84.0,1.0,0.0,1.0,96.0,5098.0,10.0,3125.0,55.0,7.0,48.0,326.0,5.0,321.0,1190.0,438.0,405.0,347.0,0.0,392.0,5098.0,1118.0,14.0,966.0,139.0,285.0,1941.0,1754.0,435.0,192.0,129.0,108.0,890.0,3087.0,517.0,19.0,176.0,283.0,38.0,0.0,3125.0,4620.0,4407.0,213.0,83450.0,62990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,800029  ,2006JJ00,158.0,5557.0,5229.0,5051.0,,177.0,18.0,67.0,28.0,65.0,329.0,0.0,210.0,119.0,5400.0,3577.0,2917.0,660.0,257.0,,1566.0,282.0,148.0,134.0,1284.0,362.0,334.0,149.0,233.0,182.0,24.0,158.0,7.0,103.0,-96.0,0.0,0.0,0.0,61.0,4385.0,92.0,3472.0,8.0,,,9.0,9.0,0.0,326.0,,150.0,,4.0,474.0,4385.0,853.0,7.0,755.0,91.0,223.0,1727.0,1583.0,,,,59.0,,,606.0,,,,,,3472.0,5017.0,4835.0,181.0,141730.0,88680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,15.0,58.0,0.0,,,,,,,,,,40740.0,22050.0,,,,,,,,,,,,,,,,,,,,440.0,370.0,,,,,,,,,,,,,295.0,617.0,319.0,8423.0,676.0,,,,,,,
36,800029  ,2007JJ00,150.0,5883.0,5527.0,5333.0,0.0,194.0,19.0,81.0,33.0,60.0,356.0,2.0,224.0,130.0,5718.0,3752.0,3055.0,697.0,266.0,,1701.0,326.0,181.0,145.0,1375.0,390.0,350.0,159.0,240.0,210.0,26.0,165.0,10.0,110.0,-100.0,2.0,2.0,0.0,65.0,4630.0,7.0,3738.0,23.0,1.0,21.0,8.0,8.0,0.0,430.0,52.0,247.0,131.0,6.0,418.0,4630.0,930.0,8.0,822.0,100.0,211.0,1852.0,1637.0,520.0,200.0,119.0,33.0,765.0,3523.0,632.0,,152.0,263.0,,3.0,3738.0,5340.0,5176.0,164.0,148250.0,92570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,34.0,56.0,0.0,,,,,,,,,,40770.0,23300.0,,,,,,,,,,,,,,,,,,,,340.0,320.0,,,,,,,,,,,,,96.0,649.0,450.0,8271.0,607.0,,,,,,,
37,800029  ,2008JJ00,150.0,6432.0,6057.0,5829.0,0.0,228.0,24.0,107.0,34.0,63.0,375.0,2.0,233.0,140.0,6222.0,4014.0,3276.0,738.0,290.0,,1918.0,387.0,210.0,178.0,1531.0,439.0,376.0,162.0,264.0,240.0,50.0,210.0,12.0,124.0,-112.0,5.0,4.0,1.0,99.0,4871.0,5.0,3931.0,39.0,1.0,38.0,12.0,8.0,4.0,458.0,59.0,277.0,121.0,7.0,419.0,4871.0,1026.0,9.0,925.0,92.0,254.0,1878.0,1714.0,535.0,196.0,137.0,50.0,796.0,3738.0,667.0,,171.0,299.0,,4.0,3931.0,5778.0,5572.0,205.0,152790.0,95860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,30.0,60.0,0.0,,,,,,,,,,42510.0,24400.0,,,,,,,,,,,,,,,,,,,,210.0,280.0,,,,,,,,,,,,,100.0,671.0,372.0,8615.0,737.0,,,,,,,
38,800029  ,2009JJ00,141.0,6928.0,6525.0,6289.0,0.0,236.0,27.0,121.0,35.0,52.0,403.0,4.0,251.0,148.0,6617.0,4215.0,3471.0,743.0,368.0,13.0,2022.0,385.0,211.0,174.0,1637.0,456.0,410.0,172.0,293.0,254.0,52.0,310.0,9.0,108.0,-100.0,2.0,5.0,-2.0,209.0,5348.0,1.0,4278.0,56.0,2.0,55.0,21.0,7.0,14.0,451.0,68.0,266.0,116.0,5.0,536.0,5348.0,1247.0,8.0,1132.0,107.0,319.0,2077.0,1704.0,423.0,213.0,153.0,29.0,886.0,4148.0,764.0,6.0,12.0,267.0,360.0,1.0,4278.0,6273.0,6058.0,216.0,158700.0,98870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20.0,68.0,0.0,,,,,,,,,,43930.0,23770.0,,,,,,,,,,,,,,,,,,,,700.0,880.0,,,,,,,,,,,,,196.0,870.0,324.0,8634.0,818.0,,,,,,,
39,800029  ,2010JJ00,140.0,7184.0,6756.0,6477.0,0.0,279.0,36.0,145.0,42.0,57.0,428.0,12.0,273.0,143.0,6934.0,4424.0,3615.0,809.0,376.0,13.0,2121.0,417.0,215.0,203.0,1704.0,476.0,442.0,184.0,286.0,285.0,31.0,250.0,9.0,104.0,-95.0,0.0,0.0,0.0,154.0,5730.0,1.0,4537.0,90.0,1.0,89.0,21.0,7.0,13.0,444.0,74.0,248.0,122.0,6.0,631.0,5730.0,1424.0,9.0,1309.0,106.0,422.0,2183.0,1700.0,380.0,221.0,146.0,52.0,901.0,4355.0,882.0,0.0,271.0,374.0,50.0,5.0,4537.0,6444.0,6270.0,174.0,163830.0,100960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,60.0,28.0,83.0,0.0,635.0,6.0,14.0,347.0,267.0,83.0,50.0,24.0,17.0,46700.0,23330.0,23928.0,20589.0,1037.0,1549.0,12132.0,1109.0,2506.0,2256.0,1133.0,64.0,1439.0,419.0,326.0,48.0,474.0,172.0,703.0,267.0,436.0,730.0,1070.0,615.0,294.0,139.0,8.0,147.0,321.0,166.0,29.0,59.0,27.0,37.0,3.0,556.0,917.0,155.0,7533.0,1557.0,227.0,7554.0,133.0,150.0,22.0,111.0,17.0
40,800029  ,2011JJ00,140.0,7612.0,7146.0,6839.0,2.0,306.0,39.0,145.0,61.0,62.0,465.0,15.0,297.0,153.0,7337.0,4685.0,3822.0,863.0,408.0,49.0,2195.0,423.0,229.0,194.0,1772.0,491.0,450.0,206.0,292.0,305.0,28.0,275.0,10.0,117.0,-107.0,0.0,0.0,0.0,168.0,5933.0,1.0,4695.0,98.0,1.0,97.0,16.0,8.0,9.0,499.0,66.0,298.0,134.0,5.0,620.0,5933.0,1625.0,11.0,1498.0,116.0,423.0,2225.0,1660.0,298.0,233.0,170.0,20.0,939.0,4508.0,973.0,6.0,321.0,425.0,20.0,26.0,4695.0,6722.0,6417.0,305.0,166380.0,103270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,800029  ,2012JJ00,140.0,8301.0,7817.0,7502.0,4.0,311.0,43.0,151.0,60.0,56.0,485.0,16.0,299.0,170.0,7957.0,4981.0,4061.0,920.0,445.0,101.0,2430.0,514.0,258.0,256.0,1916.0,514.0,511.0,225.0,304.0,333.0,29.0,345.0,12.0,116.0,-105.0,0.0,0.0,0.0,240.0,6299.0,1.0,4761.0,109.0,1.0,108.0,14.0,7.0,7.0,511.0,67.0,299.0,145.0,4.0,900.0,6299.0,1870.0,9.0,1738.0,123.0,461.0,2300.0,1668.0,146.0,228.0,166.0,26.0,1102.0,4678.0,821.0,10.0,205.0,418.0,99.0,25.0,4761.0,7502.0,7271.0,232.0,172540.0,105880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,800028  ,2006JJ00,550.0,13241.0,12513.0,11572.0,,941.0,,,,,727.0,0.0,311.0,416.0,12811.0,8294.0,6778.0,1516.0,608.0,,3909.0,1004.0,605.0,399.0,2905.0,855.0,768.0,305.0,438.0,498.0,41.0,429.0,31.0,351.0,-319.0,13.0,7.0,5.0,115.0,9940.0,221.0,7246.0,103.0,,,36.0,,,841.0,,,,18.0,1474.0,9939.0,2171.0,,,,484.0,3905.0,3379.0,,,,,,,1556.0,,,,,,7246.0,11496.0,11313.0,183.0,404010.0,221680.0,700.0,152.0,20.0,144.0,26.0,0.0,0.0,0.0,0.0,0.0,,,8.0,74.0,0.0,,,,,,,,,,850.0,640.0,,,,,,,,,,,,,,,,,,,,61660.0,98840.0,,,,,,,,,,,,,51755.0,25955.0,11702.0,7469.0,53.0,,,,,,,
43,800028  ,2007JJ00,537.0,13598.0,11848.0,10910.0,16.0,922.0,45.0,28.0,461.0,389.0,1749.0,1017.0,130.0,602.0,13456.0,8581.0,7052.0,1529.0,703.0,,4172.0,1070.0,686.0,384.0,3102.0,912.0,802.0,351.0,462.0,536.0,40.0,142.0,51.0,243.0,-192.0,6.0,9.0,-3.0,-53.0,10343.0,28.0,7857.0,133.0,17.0,115.0,42.0,25.0,17.0,1065.0,364.0,341.0,360.0,17.0,1201.0,10343.0,2234.0,30.0,1743.0,461.0,448.0,4153.0,3508.0,640.0,495.0,317.0,73.0,1983.0,7395.0,1441.0,,345.0,604.0,,30.0,7857.0,10834.0,10638.0,197.0,388660.0,210230.0,700.0,137.0,27.0,140.0,25.0,0.0,0.0,0.0,0.0,0.0,,,10.0,112.0,0.0,,,,,,,,,,1170.0,640.0,,,,,,,,,,,,,,,,,,,,62740.0,97200.0,,,,,,,,,,,,,51267.0,28860.0,10694.0,9147.0,78.0,,,,,,,
