ID,HerkomstEnBestemming,Perioden,TotaalZwareMetalenInEquivalenten_1,ArseenverbindingenAlsAs_2,CadmiumverbindingenAlsCd_3,ChroomverbindingenAlsCr_4,KoperverbindingenAlsCu_5,KwikverbindingenAlsHg_6,LoodverbindingenAlsPb_7,NikkelverbindingenAlsNi_8,ZinkverbindingenAlsZn_9,TotaalNutrientenInEquivalenten_10,FosforverbindingenAlsP_11,StikstofverbindingenAlsN_12
209,384900 ,2014JJ00,2.9,,5.0,,6479.0,,16.0,,21968.0,,,
210,386300 ,1995JJ00,0.0,0.0,0.0,0.0,57.0,,22.0,0.0,156.0,,,
211,386300 ,2000JJ00,0.0,0.0,0.0,0.0,69.0,,22.0,0.0,135.0,,,
212,386300 ,2005JJ00,0.0,0.0,0.0,0.0,70.0,,22.0,0.0,134.0,,,
213,386300 ,2010JJ00,0.0,0.0,0.0,0.0,61.0,,18.0,0.0,100.0,0.0,,1427.0
214,386300 ,2013JJ00,0.0,0.0,0.0,0.0,64.0,,18.0,0.0,102.0,,,
215,386300 ,2014JJ00,0.0,0.0,0.0,0.0,65.0,,18.0,0.0,102.0,,,
216,386800 ,1995JJ00,0.4,1101.0,0.0,79.0,668.0,0.0,59.0,1.0,459.0,3.0,1019.0,20600.0
217,386800 ,2000JJ00,0.4,1184.0,0.0,57.0,700.0,0.0,59.0,4.0,484.0,3.0,575.0,28732.0
218,386800 ,2005JJ00,0.3,1107.0,0.0,18.0,512.0,1.0,325.0,12.0,478.0,2.0,390.0,13601.0
219,386800 ,2010JJ00,0.2,1045.0,0.0,0.0,398.0,,57.0,0.0,349.0,1.0,27.0,13709.0
220,386800 ,2013JJ00,0.2,1014.0,0.0,4.0,379.0,0.0,62.0,2.0,386.0,1.0,,7756.0
221,386800 ,2014JJ00,0.2,1003.0,0.0,1.0,378.0,,64.0,6.0,404.0,1.0,0.0,6787.0
222,388400 ,1995JJ00,0.1,0.0,0.0,0.0,152.0,,58.0,0.0,419.0,,,
223,388400 ,2000JJ00,0.1,0.0,0.0,0.0,169.0,,55.0,0.0,334.0,,,
224,388400 ,2005JJ00,0.1,0.0,0.0,0.0,140.0,,43.0,0.0,272.0,,,
225,388400 ,2010JJ00,0.0,0.0,0.0,0.0,124.0,,36.0,0.0,209.0,0.0,,2919.0
226,388400 ,2013JJ00,0.0,0.0,0.0,0.0,122.0,,34.0,0.0,200.0,,,
227,388400 ,2014JJ00,0.0,0.0,0.0,0.0,117.0,,33.0,0.0,190.0,,,
228,389100 ,1995JJ00,0.2,0.0,0.0,0.0,521.0,,198.0,0.0,1428.0,,,
229,389100 ,2000JJ00,0.2,0.0,0.0,0.0,585.0,,191.0,0.0,1149.0,,,
230,389100 ,2005JJ00,0.2,0.0,0.0,6.0,589.0,,180.0,0.0,1137.0,0.0,,900.0
231,389100 ,2010JJ00,0.2,0.0,0.0,0.0,612.0,,179.0,0.0,1018.0,,,
232,389100 ,2013JJ00,0.3,0.0,0.0,0.0,667.0,,188.0,0.0,1070.0,,,
233,389100 ,2014JJ00,0.3,0.0,0.0,0.0,690.0,,193.0,0.0,1094.0,,,
234,391600 ,1995JJ00,0.2,0.0,0.0,0.0,357.0,,136.0,0.0,980.0,,,
235,391600 ,2000JJ00,0.3,0.0,0.0,0.0,617.0,,201.0,0.0,1213.0,,,
236,391600 ,2005JJ00,0.3,0.0,0.0,0.0,623.0,,192.0,0.0,1201.0,,,
237,391600 ,2010JJ00,0.3,0.0,0.0,0.0,650.0,,190.0,0.0,1084.0,,,
238,391600 ,2013JJ00,0.3,0.0,0.0,0.0,696.0,,196.0,0.0,1120.0,,,
239,391600 ,2014JJ00,0.3,0.0,0.0,0.0,724.0,,202.0,0.0,1152.0,,,
240,396300 ,1995JJ00,0.2,0.0,0.0,0.0,573.0,,218.0,0.0,1570.0,,,
241,396300 ,2000JJ00,0.3,0.0,0.0,0.0,701.0,,228.0,0.0,1377.0,,,
242,396300 ,2005JJ00,0.3,0.0,0.0,0.0,685.0,,211.0,0.0,1320.0,,,
243,396300 ,2010JJ00,0.3,0.0,0.0,89.0,698.0,,194.0,0.0,1104.0,,,
244,396300 ,2013JJ00,0.3,0.0,0.0,17.0,667.0,,186.0,0.0,1060.0,,,
245,396300 ,2014JJ00,0.3,0.0,0.0,66.0,664.0,,180.0,0.0,1025.0,,,
246,402000 ,1995JJ00,0.1,0.0,0.0,1.0,142.0,0.0,53.0,2.0,400.0,0.0,45.0,1570.0
247,402000 ,2000JJ00,0.1,0.0,0.0,1.0,164.0,0.0,52.0,3.0,325.0,0.0,111.0,2916.0
248,402000 ,2005JJ00,0.1,0.0,0.0,2.0,186.0,0.0,56.0,3.0,368.0,0.0,121.0,1382.0
249,402000 ,2010JJ00,0.1,0.0,0.0,0.0,190.0,,56.0,0.0,319.0,,,
250,402000 ,2013JJ00,0.1,0.0,0.0,0.0,186.0,,52.0,0.0,301.0,,,
251,402000 ,2014JJ00,0.1,0.0,0.0,0.0,186.0,,52.0,0.0,298.0,,,
252,300010 ,1995JJ00,1.1,2.0,1.0,26.0,2350.0,3.0,878.0,33.0,6768.0,3.0,746.0,25913.0
253,300010 ,2000JJ00,1.3,0.0,1.0,16.0,3054.0,0.0,967.0,59.0,6243.0,7.0,2066.0,54309.0
254,300010 ,2005JJ00,1.3,1.0,0.0,41.0,3129.0,0.0,949.0,49.0,6401.0,4.0,2039.0,23242.0
255,300010 ,2010JJ00,1.3,0.0,0.0,4.0,3370.0,0.0,985.0,2.0,5833.0,0.0,0.0,0.0
256,300010 ,2013JJ00,1.4,0.0,0.0,4.0,3574.0,0.0,1007.0,2.0,5964.0,0.0,0.0,0.0
257,300010 ,2014JJ00,1.5,0.0,0.0,4.0,3715.0,0.0,1035.0,2.0,6121.0,0.0,0.0,0.0
258,403300 ,1995JJ00,0.5,1.0,0.0,11.0,1039.0,1.0,389.0,14.0,2924.0,1.0,331.0,11485.0
259,403300 ,2000JJ00,0.5,0.0,0.0,6.0,1305.0,0.0,414.0,24.0,2592.0,3.0,885.0,23274.0
260,403300 ,2005JJ00,0.6,1.0,0.0,17.0,1402.0,0.0,426.0,21.0,2776.0,2.0,916.0,10441.0
261,403300 ,2010JJ00,0.6,0.0,0.0,0.0,1524.0,,446.0,0.0,2551.0,,,
262,403300 ,2013JJ00,0.6,0.0,0.0,1.0,1604.0,,453.0,0.0,2597.0,,,
263,403300 ,2014JJ00,0.6,0.0,0.0,1.0,1647.0,,459.0,0.0,2635.0,,,
264,410200 ,1995JJ00,0.6,1.0,1.0,16.0,1311.0,2.0,489.0,19.0,3844.0,2.0,415.0,14428.0
265,410200 ,2000JJ00,0.7,0.0,0.0,10.0,1748.0,0.0,553.0,34.0,3651.0,4.0,1181.0,31035.0
266,410200 ,2005JJ00,0.7,1.0,0.0,24.0,1727.0,0.0,523.0,28.0,3625.0,2.0,1123.0,12801.0
267,410200 ,2010JJ00,0.7,0.0,0.0,3.0,1846.0,,539.0,2.0,3282.0,,,
268,410200 ,2013JJ00,0.8,0.0,0.0,3.0,1971.0,,555.0,2.0,3367.0,,,
269,410200 ,2014JJ00,0.8,0.0,0.0,3.0,2068.0,,575.0,2.0,3486.0,,,
270,300012 ,1995JJ00,45.2,5650.0,476.0,5439.0,23460.0,885.0,10084.0,12093.0,132902.0,5753.0,2845815.0,29071946.0
271,300012 ,2000JJ00,23.0,5872.0,472.0,5189.0,23820.0,229.0,9932.0,12086.0,121117.0,5759.0,2846962.0,29120793.0
272,300012 ,2005JJ00,15.7,5613.0,254.0,3525.0,18241.0,124.0,7763.0,9681.0,97325.0,4841.0,2653945.0,21875455.0
273,300012 ,2010JJ00,13.1,5565.0,232.0,2906.0,14800.0,90.0,5453.0,9367.0,96456.0,3884.0,2225755.0,16586398.0
274,300012 ,2013JJ00,11.1,5880.0,169.0,2209.0,14149.0,61.0,3864.0,7551.0,84181.0,3590.0,2178982.0,14113402.0
275,300012 ,2014JJ00,11.1,5854.0,169.0,2209.0,14085.0,61.0,3853.0,7551.0,84117.0,3591.0,2178982.0,14116031.0
276,417400 ,1995JJ00,19.2,5650.0,476.0,5427.0,20486.0,144.0,9106.0,12069.0,125428.0,5745.0,2845027.0,29001118.0
277,417400 ,2000JJ00,18.9,5868.0,472.0,5171.0,20519.0,143.0,8966.0,12067.0,114937.0,5745.0,2844995.0,29004649.0
278,417400 ,2005JJ00,13.2,5608.0,252.0,3498.0,14385.0,97.0,6655.0,9660.0,90094.0,4826.0,2651007.0,21750776.0
279,417400 ,2010JJ00,11.4,5565.0,232.0,2906.0,10721.0,87.0,4298.0,9367.0,89896.0,3884.0,2225755.0,16586398.0
280,417400 ,2013JJ00,9.4,5880.0,169.0,2208.0,9902.0,59.0,2682.0,7551.0,77473.0,3590.0,2178982.0,14113402.0
281,417400 ,2014JJ00,9.4,5854.0,169.0,2208.0,9876.0,59.0,2679.0,7551.0,77450.0,3591.0,2178982.0,14116031.0
282,419000 ,1995JJ00,0.5,0.0,0.0,4.0,1047.0,0.0,344.0,8.0,2631.0,3.0,277.0,24930.0
283,419000 ,2000JJ00,0.5,1.0,0.0,6.0,1116.0,0.0,327.0,6.0,2089.0,5.0,665.0,39254.0
284,419000 ,2005JJ00,0.5,1.0,0.0,9.0,1216.0,0.0,349.0,7.0,2281.0,5.0,927.0,39320.0
285,419000 ,2010JJ00,0.5,0.0,0.0,0.0,1222.0,,346.0,0.0,1967.0,,,
286,419000 ,2013JJ00,0.5,0.0,0.0,0.0,1225.0,,341.0,0.0,1937.0,,,
287,419000 ,2014JJ00,0.5,0.0,0.0,0.0,1233.0,,344.0,0.0,1956.0,,,
288,422400 ,1995JJ00,25.5,0.0,0.0,7.0,1927.0,740.0,634.0,15.0,4843.0,5.0,511.0,45899.0
289,422400 ,2000JJ00,3.7,2.0,0.0,12.0,2185.0,86.0,640.0,12.0,4091.0,9.0,1302.0,76890.0
290,422400 ,2005JJ00,2.0,3.0,1.0,19.0,2640.0,27.0,759.0,14.0,4950.0,11.0,2011.0,85359.0
291,422400 ,2010JJ00,1.2,0.0,0.0,0.0,2857.0,2.0,809.0,0.0,4593.0,,,
292,422400 ,2013JJ00,1.2,0.0,0.0,0.0,3022.0,1.0,841.0,0.0,4771.0,,,
293,422400 ,2014JJ00,1.2,0.0,0.0,0.0,2975.0,1.0,830.0,0.0,4712.0,,,
294,300014 ,1995JJ00,0.3,1.0,2.0,23.0,724.0,0.0,253.0,20.0,2123.0,1.0,127.0,6723.0
295,300014 ,2000JJ00,0.3,1.0,1.0,18.0,730.0,0.0,254.0,18.0,1608.0,4.0,507.0,33572.0
296,300014 ,2005JJ00,0.3,0.0,0.0,5.0,772.0,0.0,235.0,8.0,1678.0,1.0,0.0,5617.0
297,300014 ,2010JJ00,0.3,0.0,0.0,0.0,857.0,0.0,251.0,0.0,1435.0,0.0,0.0,0.0
298,300014 ,2013JJ00,0.4,0.0,0.0,0.0,896.0,0.0,253.0,0.0,1445.0,0.0,0.0,0.0
299,300014 ,2014JJ00,0.4,0.0,0.0,0.0,909.0,0.0,254.0,0.0,1450.0,0.0,0.0,0.0
300,428100 ,1995JJ00,0.1,0.0,0.0,0.0,226.0,,86.0,0.0,622.0,,,
301,428100 ,2000JJ00,0.1,0.0,0.0,0.0,268.0,,87.0,0.0,530.0,,,
302,428100 ,2005JJ00,0.1,0.0,0.0,0.0,305.0,,94.0,0.0,591.0,,,
303,428100 ,2010JJ00,0.1,0.0,0.0,0.0,358.0,,105.0,0.0,601.0,,,
304,428100 ,2013JJ00,0.1,0.0,0.0,0.0,377.0,,106.0,0.0,609.0,,,
305,428100 ,2014JJ00,0.2,0.0,0.0,0.0,384.0,,107.0,0.0,614.0,,,
306,435500 ,1995JJ00,0.2,1.0,2.0,23.0,497.0,0.0,166.0,20.0,1495.0,1.0,127.0,6723.0
307,435500 ,2000JJ00,0.2,1.0,1.0,18.0,455.0,0.0,164.0,18.0,1064.0,4.0,507.0,33572.0
308,435500 ,2005JJ00,0.2,0.0,0.0,5.0,448.0,,135.0,8.0,1049.0,1.0,,5617.0
309,435500 ,2010JJ00,0.2,0.0,0.0,0.0,463.0,,136.0,0.0,775.0,,,
310,435500 ,2013JJ00,0.2,0.0,0.0,0.0,475.0,,134.0,0.0,766.0,,,
311,435500 ,2014JJ00,0.2,0.0,0.0,0.0,480.0,,134.0,0.0,766.0,,,
312,440000 ,1995JJ00,0.0,,,,2.0,,1.0,,5.0,,,
313,440000 ,2000JJ00,0.0,,,,7.0,,2.0,,14.0,,,
314,440000 ,2005JJ00,0.0,,,,20.0,,6.0,,38.0,,,
315,440000 ,2010JJ00,0.0,,,,36.0,,10.0,,59.0,,,
316,440000 ,2013JJ00,0.0,,,,44.0,,12.0,,70.0,,,
317,440000 ,2014JJ00,0.0,,,,45.0,,12.0,,70.0,,,
318,440900 ,1995JJ00,,,,,,,,,,,,
319,440900 ,2000JJ00,,,,,,,,,,,,
320,440900 ,2005JJ00,,,,,,,,,,,,
321,440900 ,2010JJ00,,,,,,,,,,,,
322,440900 ,2013JJ00,,,,,,,,,,,,
323,440900 ,2014JJ00,,,,,,,,,,,,
324,999991 ,1995JJ00,90.3,3495.0,764.0,3086.0,207613.0,275.0,59173.0,7638.0,181532.0,17036.0,10466786.0,65691371.0
325,999991 ,2000JJ00,93.1,3625.0,788.0,3171.0,215748.0,284.0,53300.0,7879.0,179872.0,18411.0,11633193.0,67775295.0
326,999991 ,2005JJ00,79.6,3692.0,813.0,3254.0,172065.0,292.0,52998.0,8125.0,193920.0,19891.0,12902313.0,69885479.0
327,999991 ,2010JJ00,82.4,3689.0,818.0,3271.0,180342.0,294.0,53830.0,8177.0,192828.0,20016.0,12983168.0,70330610.0
328,999991 ,2013JJ00,84.9,3731.0,832.0,3326.0,186731.0,299.0,54822.0,8314.0,195763.0,20348.0,13198477.0,71491162.0
329,999991 ,2014JJ00,87.8,3726.0,832.0,3326.0,195459.0,299.0,54952.0,8314.0,196524.0,20345.0,13196942.0,71482356.0
330,A028754,1995JJ00,0.0,0.0,0.0,0.0,0.0,,217.0,0.0,361.0,,,
331,A028754,2000JJ00,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,299.0,,,
332,A028754,2005JJ00,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,295.0,,,
333,A028754,2010JJ00,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,385.0,,,
334,A028754,2013JJ00,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,393.0,,,
335,A028754,2014JJ00,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,382.0,,,
336,A028755,1995JJ00,90.3,3495.0,764.0,3086.0,207613.0,275.0,58957.0,7638.0,181171.0,17036.0,10466786.0,65691371.0
337,A028755,2000JJ00,93.1,3625.0,788.0,3171.0,215748.0,284.0,53300.0,7879.0,179573.0,18411.0,11633193.0,67775295.0
338,A028755,2005JJ00,79.6,3692.0,813.0,3254.0,172065.0,292.0,52998.0,8125.0,193624.0,19891.0,12902313.0,69885479.0
339,A028755,2010JJ00,82.4,3689.0,818.0,3271.0,180342.0,294.0,53830.0,8177.0,192443.0,20016.0,12983168.0,70330610.0
340,A028755,2013JJ00,84.9,3731.0,832.0,3325.0,186730.0,299.0,54822.0,8314.0,195370.0,20348.0,13198477.0,71491162.0
341,A028755,2014JJ00,87.8,3726.0,832.0,3325.0,195458.0,299.0,54952.0,8314.0,196142.0,20345.0,13196942.0,71482356.0
342,A028748,1995JJ00,27.8,3323.0,1497.0,16455.0,36768.0,-115.0,66296.0,7103.0,254182.0,4122.0,1738407.0,23832146.0
343,A028748,2000JJ00,25.5,3592.0,1019.0,14219.0,863.0,248.0,51285.0,14088.0,267974.0,2746.0,203981.0,25424792.0
344,A028748,2005JJ00,21.6,3314.0,995.0,10074.0,-8947.0,272.0,26496.0,10586.0,264599.0,2159.0,38838.0,21200599.0
345,A028748,2010JJ00,4.8,3544.0,162.0,12716.0,-33329.0,177.0,8892.0,12030.0,239337.0,1540.0,-578558.0,21185737.0
346,A028748,2013JJ00,1.9,4137.0,70.0,12709.0,-32256.0,133.0,7167.0,10161.0,197117.0,1218.0,-935881.0,21535496.0
347,A028748,2014JJ00,-1.2,4135.0,9.0,12045.0,-38233.0,108.0,6793.0,8682.0,201214.0,1036.0,-1125378.0,21612609.0
348,A028750,1995JJ00,37.5,2881.0,1586.0,1480.0,27719.0,421.0,41245.0,7033.0,132325.0,2318.0,,23182455.0
349,A028750,2000JJ00,35.7,1892.0,1352.0,1479.0,31962.0,370.0,42124.0,5927.0,124538.0,2226.0,,22260010.0
350,A028750,2005JJ00,26.5,1731.0,830.0,1373.0,21772.0,331.0,24590.0,5748.0,89595.0,2027.0,,20273892.0
351,A028750,2010JJ00,15.0,1402.0,310.0,1101.0,10507.0,245.0,6950.0,2666.0,41664.0,1742.0,,17416774.0
352,A028750,2013JJ00,13.9,1262.0,281.0,994.0,10827.0,224.0,5831.0,2301.0,33081.0,1591.0,,15907672.0
353,A028750,2014JJ00,13.7,1339.0,288.0,1062.0,10139.0,224.0,5853.0,2517.0,31427.0,1581.0,,15806408.0
354,A028751,1995JJ00,-9.7,442.0,-88.0,14975.0,9049.0,-536.0,25051.0,70.0,121857.0,1803.0,1738407.0,649691.0
355,A028751,2000JJ00,-10.2,1699.0,-333.0,12741.0,-31099.0,-121.0,9161.0,8162.0,143437.0,520.0,203981.0,3164782.0
356,A028751,2005JJ00,-4.9,1583.0,165.0,8701.0,-30719.0,-60.0,1906.0,4839.0,175004.0,132.0,38838.0,926707.0
357,A028751,2010JJ00,-10.2,2142.0,-148.0,11615.0,-43836.0,-69.0,1942.0,9364.0,197673.0,-202.0,-578558.0,3768963.0
358,A028751,2013JJ00,-12.1,2875.0,-212.0,11715.0,-43083.0,-90.0,1336.0,7859.0,164037.0,-373.0,-935881.0,5627824.0
359,A028751,2014JJ00,-14.9,2796.0,-279.0,10983.0,-48372.0,-116.0,939.0,6164.0,169787.0,-545.0,-1125378.0,5806202.0
360,A028749,1995JJ00,537.4,204219.0,12236.0,566132.0,566069.0,3867.0,520169.0,403103.0,2928285.0,70721.0,23361238.0,473599098.0
361,A028749,2000JJ00,355.2,140262.0,9663.0,130910.0,436540.0,2130.0,346303.0,264467.0,1777897.0,54970.0,19404789.0,355649851.0
362,A028749,2005JJ00,304.7,122262.0,10351.0,203023.0,346515.0,1594.0,217055.0,241724.0,1709258.0,35930.0,10107135.0,258225915.0
363,A028749,2010JJ00,287.3,124172.0,7594.0,215676.0,372488.0,1177.0,197192.0,248630.0,1765536.0,38306.0,11462377.0,268440263.0
364,A028749,2013JJ00,249.1,142371.0,4734.0,217209.0,344259.0,983.0,207175.0,230564.0,1448697.0,41842.0,11659054.0,301827286.0
365,A028749,2014JJ00,207.6,85422.0,5866.0,138725.0,273027.0,763.0,140929.0,167602.0,1305118.0,30607.0,8713107.0,218937628.0
366,A028752,1995JJ00,531.7,204219.0,12221.0,566132.0,552613.0,3867.0,518720.0,403103.0,2894420.0,70721.0,23361238.0,473599098.0
367,A028752,2000JJ00,349.7,140262.0,9648.0,130910.0,423402.0,2130.0,346303.0,264467.0,1745754.0,54970.0,19404789.0,355649851.0
368,A028752,2005JJ00,298.2,122262.0,10335.0,203023.0,330540.0,1594.0,217055.0,241724.0,1675445.0,35930.0,10107135.0,258225915.0
369,A028752,2010JJ00,279.4,124172.0,7579.0,215676.0,352229.0,1177.0,197192.0,248630.0,1731968.0,38306.0,11462377.0,268440263.0
370,A028752,2013JJ00,241.2,142371.0,4718.0,217209.0,324158.0,983.0,207175.0,230564.0,1415356.0,41842.0,11659054.0,301827286.0
371,A028752,2014JJ00,199.8,85422.0,5850.0,138725.0,252895.0,763.0,140929.0,167602.0,1271788.0,30607.0,8713107.0,218937628.0
372,A028753,1995JJ00,5.7,,16.0,,13456.0,,1449.0,,33864.0,,,
373,A028753,2000JJ00,5.5,,15.0,,13138.0,,,,32143.0,,,
374,A028753,2005JJ00,6.5,,16.0,,15974.0,,,,33814.0,,,
375,A028753,2010JJ00,7.9,,15.0,,20260.0,,,,33567.0,,,
376,A028753,2013JJ00,7.8,,15.0,,20101.0,,,,33340.0,,,
377,A028753,2014JJ00,7.8,,15.0,,20132.0,,,,33330.0,,,
378,A028757,1995JJ00,762.8,220251.0,16806.0,618764.0,912021.0,5323.0,682690.0,504010.0,3828803.0,118351.0,48901872.0,694494525.0
379,A028757,2000JJ00,543.7,156633.0,13248.0,164045.0,747775.0,3057.0,475639.0,356933.0,2653973.0,100409.0,42773313.0,576359275.0
380,A028757,2005JJ00,456.0,137303.0,13295.0,228457.0,584387.0,2370.0,313690.0,311905.0,2491964.0,74451.0,31255573.0,431952941.0
381,A028757,2010JJ00,418.4,138848.0,9617.0,237463.0,587784.0,1761.0,272566.0,320917.0,2526793.0,75700.0,31642387.0,440572291.0
382,A028757,2013JJ00,376.9,157830.0,6562.0,237849.0,565232.0,1504.0,280131.0,296128.0,2149460.0,77031.0,31033582.0,459973973.0
383,A028757,2014JJ00,334.6,100804.0,7618.0,158615.0,496996.0,1242.0,213354.0,231446.0,2003830.0,65601.0,27833973.0,377674390.0
384,A028742,1995JJ00,112.2,5673.0,1605.0,37098.0,183429.0,710.0,76552.0,30951.0,450635.0,22154.0,13756000.0,83978000.0
385,A028742,2000JJ00,92.3,5801.0,1030.0,22707.0,156891.0,511.0,59425.0,25394.0,438782.0,21773.0,13300000.0,84726000.0
386,A028742,2005JJ00,91.8,5891.0,1317.0,17128.0,159754.0,419.0,43817.0,21507.0,469266.0,22908.0,14425000.0,84825000.0
387,A028742,2010JJ00,80.6,6295.0,803.0,17391.0,145405.0,319.0,36893.0,20905.0,460409.0,22667.0,13880000.0,87866000.0
388,A028742,2013JJ00,80.6,6877.0,725.0,17107.0,152832.0,291.0,36351.0,19572.0,425214.0,22129.0,13356000.0,87733000.0
389,A028742,2014JJ00,80.3,6862.0,662.0,16332.0,155156.0,266.0,36058.0,18414.0,427162.0,21978.0,13146000.0,88321000.0
390,A028743,1995JJ00,173.6,60340.0,4415.0,100189.0,202924.0,1311.0,108270.0,119248.0,802598.0,32855.0,9920542.0,229348752.0
391,A028743,2000JJ00,173.4,60340.0,4414.0,100189.0,202877.0,1311.0,104355.0,119248.0,800935.0,32855.0,9920542.0,229348752.0
392,A028743,2005JJ00,173.3,60340.0,4414.0,100189.0,202698.0,1311.0,104355.0,119248.0,799877.0,32855.0,9920542.0,229348752.0
393,A028743,2010JJ00,206.8,87410.0,3655.0,151824.0,295438.0,941.0,147109.0,175022.0,1179446.0,36824.0,10190000.0,266344000.0
394,A028743,2013JJ00,226.5,104958.0,8231.0,160130.0,285838.0,1042.0,159609.0,169975.0,999371.0,36362.0,9357496.0,270045705.0
395,A028743,2014JJ00,168.0,67453.0,6018.0,109543.0,212507.0,576.0,88267.0,132345.0,1027433.0,26182.0,7242135.0,189402397.0
396,A028746,1995JJ00,172.4,60340.0,4412.0,100189.0,200955.0,1311.0,104355.0,119248.0,791638.0,32855.0,9920542.0,229348752.0
397,A028746,2000JJ00,172.4,60340.0,4412.0,100189.0,200955.0,1311.0,104355.0,119248.0,791638.0,32855.0,9920542.0,229348752.0
398,A028746,2005JJ00,172.4,60340.0,4412.0,100189.0,200955.0,1311.0,104355.0,119248.0,791638.0,32855.0,9920542.0,229348752.0
399,A028746,2010JJ00,205.4,87410.0,3653.0,151824.0,292353.0,941.0,147109.0,175022.0,1168086.0,36824.0,10190000.0,266344000.0
400,A028746,2013JJ00,225.0,104958.0,8228.0,160130.0,282595.0,1042.0,159609.0,169975.0,987853.0,36362.0,9357496.0,270045705.0
401,A028746,2014JJ00,166.5,67453.0,6016.0,109543.0,209295.0,576.0,88267.0,132345.0,1016296.0,26182.0,7242135.0,189402397.0
402,A028747,1995JJ00,1.2,,2.0,,1969.0,,3915.0,,10959.0,,,
403,A028747,2000JJ00,1.0,,2.0,,1923.0,,,,9296.0,,,
404,A028747,2005JJ00,0.9,,2.0,,1743.0,,,,8239.0,,,
405,A028747,2010JJ00,1.4,,2.0,,3085.0,,,,11360.0,,,
406,A028747,2013JJ00,1.5,,2.0,,3244.0,,,,11517.0,,,
407,A028747,2014JJ00,1.4,,2.0,,3212.0,,,,11137.0,,,
408,A028744,1995JJ00,477.0,154237.0,10786.0,481476.0,525668.0,3301.0,497868.0,353811.0,2575570.0,63342.0,25225330.0,381167773.0
409,A028744,2000JJ00,278.0,90492.0,7803.0,41148.0,388007.0,1234.0,311859.0,212290.0,1414256.0,45781.0,19552771.0,262284523.0
410,A028744,2005JJ00,190.9,71071.0,7564.0,111140.0,221936.0,639.0,165518.0,171150.0,1222822.0,18688.0,6910031.0,117779189.0
411,A028744,2010JJ00,131.0,45142.0,5158.0,68247.0,146941.0,501.0,88565.0,124990.0,886938.0,16209.0,7572387.0,86362291.0
412,A028744,2013JJ00,69.8,45995.0,-2393.0,60612.0,126561.0,171.0,84170.0,106581.0,724876.0,18540.0,8320086.0,102195267.0
413,A028744,2014JJ00,86.4,26489.0,938.0,32740.0,129333.0,400.0,89029.0,80687.0,549235.0,17441.0,7445838.0,99950993.0
414,A028745,1995JJ00,589.2,159910.0,12391.0,518574.0,709097.0,4011.0,574420.0,384762.0,3026205.0,85496.0,38981330.0,465145773.0
415,A028745,2000JJ00,370.3,96293.0,8833.0,63855.0,544898.0,1745.0,371284.0,237684.0,1853038.0,67554.0,32852771.0,347010523.0
416,A028745,2005JJ00,282.7,76962.0,8881.0,128268.0,381690.0,1058.0,209335.0,192657.0,1692088.0,41595.0,21335031.0,202604189.0
417,A028745,2010JJ00,211.7,51437.0,5961.0,85638.0,292346.0,820.0,125458.0,145895.0,1347347.0,38875.0,21452387.0,174228291.0
418,A028745,2013JJ00,150.4,52872.0,-1668.0,77719.0,279393.0,462.0,120521.0,126153.0,1150090.0,40669.0,21676086.0,189928267.0
419,A028745,2014JJ00,166.6,33351.0,1600.0,49072.0,284489.0,666.0,125087.0,99101.0,976397.0,39419.0,20591838.0,188271993.0
