ID,Energiedragers,NederlandseEconomie,Perioden,Winning_1,IntermediairEnHuishoudelijkVerbruik_2,Invoer_3,Productie_4,NettoEnergieverbruik_5,Uitvoer_6
10855,E006560,330300 ,2019JJ00,,5.5,,,,
10856,E006560,330300 ,2020JJ00,,5.3,,,,
10857,E006560,330300 ,2021JJ00,,5.8,,,,
10858,E006560,330300 ,2022JJ00,,4.8,,,,
10859,E006560,330300 ,2023JJ00,,4.8,,,,
10860,E006560,332900 ,2014JJ00,,0.6,,,,
10861,E006560,332900 ,2015JJ00,,0.5,,,,
10862,E006560,332900 ,2016JJ00,,0.5,,,,
10863,E006560,332900 ,2017JJ00,,0.5,,,,
10864,E006560,332900 ,2018JJ00,,0.5,,,,
10865,E006560,332900 ,2019JJ00,,0.5,,,,
10866,E006560,332900 ,2020JJ00,,0.5,,,,
10867,E006560,332900 ,2021JJ00,,0.5,,,,
10868,E006560,332900 ,2022JJ00,,0.5,,,,
10869,E006560,332900 ,2023JJ00,,0.4,,,,
10870,E006560,334800 ,2014JJ00,,3.3,,,,
10871,E006560,334800 ,2015JJ00,,3.0,,,,
10872,E006560,334800 ,2016JJ00,,2.8,,,,
10873,E006560,334800 ,2017JJ00,,2.7,,,,
10874,E006560,334800 ,2018JJ00,,2.4,,,,
10875,E006560,334800 ,2019JJ00,,2.6,,,,
10876,E006560,334800 ,2020JJ00,,2.2,,,,
10877,E006560,334800 ,2021JJ00,,2.0,,,,
10878,E006560,334800 ,2022JJ00,,1.0,,,,
10879,E006560,334800 ,2023JJ00,,0.9,,,,
10880,E006560,336500 ,2014JJ00,,2.4,,,,
10881,E006560,336500 ,2015JJ00,,2.3,,,,
10882,E006560,336500 ,2016JJ00,,2.4,,,,
10883,E006560,336500 ,2017JJ00,,2.4,,,,
10884,E006560,336500 ,2018JJ00,,2.2,,,,
10885,E006560,336500 ,2019JJ00,,1.8,,,,
10886,E006560,336500 ,2020JJ00,,1.6,,,,
10887,E006560,336500 ,2021JJ00,,1.9,,,,
10888,E006560,336500 ,2022JJ00,,1.5,,,,
10889,E006560,336500 ,2023JJ00,,1.5,,,,
10890,E006560,339200 ,2014JJ00,,1.5,,,,
10891,E006560,339200 ,2015JJ00,,1.4,,,,
10892,E006560,339200 ,2016JJ00,,1.3,,,,
10893,E006560,339200 ,2017JJ00,,1.3,,,,
10894,E006560,339200 ,2018JJ00,,1.5,,,,
10895,E006560,339200 ,2019JJ00,,1.4,,,,
10896,E006560,339200 ,2020JJ00,,1.1,,,,
10897,E006560,339200 ,2021JJ00,,1.3,,,,
10898,E006560,339200 ,2022JJ00,,1.0,,,,
10899,E006560,339200 ,2023JJ00,,1.0,,,,
10900,E006560,340200 ,2014JJ00,,0.8,,,,
10901,E006560,340200 ,2015JJ00,,0.8,,,,
10902,E006560,340200 ,2016JJ00,,0.7,,,,
10903,E006560,340200 ,2017JJ00,,0.7,,,,
10904,E006560,340200 ,2018JJ00,,0.7,,,,
10905,E006560,340200 ,2019JJ00,,0.7,,,,
10906,E006560,340200 ,2020JJ00,,0.7,,,,
10907,E006560,340200 ,2021JJ00,,0.7,,,,
10908,E006560,340200 ,2022JJ00,,0.6,,,,
10909,E006560,340200 ,2023JJ00,,0.5,,,,
10910,E006560,900046 ,2014JJ00,,1.3,,,,
10911,E006560,900046 ,2015JJ00,,1.2,,,,
10912,E006560,900046 ,2016JJ00,,1.4,,,,
10913,E006560,900046 ,2017JJ00,,1.3,,,,
10914,E006560,900046 ,2018JJ00,,1.4,,,,
10915,E006560,900046 ,2019JJ00,,1.2,,,,
10916,E006560,900046 ,2020JJ00,,1.2,,,,
10917,E006560,900046 ,2021JJ00,,1.3,,,,
10918,E006560,900046 ,2022JJ00,,0.8,,,,
10919,E006560,900046 ,2023JJ00,,0.7,,,,
10920,E006560,344400 ,2014JJ00,,0.7,,,,
10921,E006560,344400 ,2015JJ00,,0.6,,,,
10922,E006560,344400 ,2016JJ00,,1.0,,,,
10923,E006560,344400 ,2017JJ00,,0.7,,,,
10924,E006560,344400 ,2018JJ00,,0.7,,,,
10925,E006560,344400 ,2019JJ00,,0.6,,,,
10926,E006560,344400 ,2020JJ00,,0.6,,,,
10927,E006560,344400 ,2021JJ00,,0.6,,,,
10928,E006560,344400 ,2022JJ00,,0.5,,,,
10929,E006560,344400 ,2023JJ00,,0.4,,,,
10930,E006560,346600 ,2014JJ00,,284.7,,1.9,,
10931,E006560,346600 ,2015JJ00,,264.9,,1.7,,
10932,E006560,346600 ,2016JJ00,,302.9,,2.0,,
10933,E006560,346600 ,2017JJ00,,324.5,,2.4,,
10934,E006560,346600 ,2018JJ00,,315.2,,2.0,,
10935,E006560,346600 ,2019JJ00,,388.0,,2.1,,
10936,E006560,346600 ,2020JJ00,,375.4,,2.4,,
10937,E006560,346600 ,2021JJ00,,273.5,,2.1,,
10938,E006560,346600 ,2022JJ00,,240.7,,4.8,,
10939,E006560,346600 ,2023JJ00,,227.6,,3.4,,
10940,E006560,348000 ,2014JJ00,,3.3,,1.0,,
10941,E006560,348000 ,2015JJ00,,3.1,,0.9,,
10942,E006560,348000 ,2016JJ00,,3.2,,1.0,,
10943,E006560,348000 ,2017JJ00,,3.0,,0.9,,
10944,E006560,348000 ,2018JJ00,,3.0,,0.9,,
10945,E006560,348000 ,2019JJ00,,2.7,,0.9,,
10946,E006560,348000 ,2020JJ00,,3.0,,1.0,,
10947,E006560,348000 ,2021JJ00,,3.5,,1.0,,
10948,E006560,348000 ,2022JJ00,,3.2,,0.8,,
10949,E006560,348000 ,2023JJ00,,3.2,,0.4,,
10950,E006560,348100 ,2014JJ00,,0.2,,,,
10951,E006560,348100 ,2015JJ00,,0.2,,,,
10952,E006560,348100 ,2016JJ00,,0.1,,,,
10953,E006560,348100 ,2017JJ00,,0.1,,,,
10954,E006560,348100 ,2018JJ00,,0.1,,,,
10955,E006560,348100 ,2019JJ00,,0.1,,,,
10956,E006560,348100 ,2020JJ00,,0.1,,,,
10957,E006560,348100 ,2021JJ00,,0.2,,,,
10958,E006560,348100 ,2022JJ00,,0.1,,,,
10959,E006560,348100 ,2023JJ00,,0.1,,,,
10960,E006560,800018 ,2014JJ00,,3.1,,1.0,,
10961,E006560,800018 ,2015JJ00,,2.9,,0.9,,
10962,E006560,800018 ,2016JJ00,,3.1,,1.0,,
10963,E006560,800018 ,2017JJ00,,2.9,,0.9,,
10964,E006560,800018 ,2018JJ00,,2.9,,0.9,,
10965,E006560,800018 ,2019JJ00,,2.6,,0.9,,
10966,E006560,800018 ,2020JJ00,,2.8,,1.0,,
10967,E006560,800018 ,2021JJ00,,3.3,,1.0,,
10968,E006560,800018 ,2022JJ00,,3.1,,0.8,,
10969,E006560,800018 ,2023JJ00,,3.1,,0.4,,
10970,E006560,350000 ,2014JJ00,,4.6,,,,
10971,E006560,350000 ,2015JJ00,,4.3,,,,
10972,E006560,350000 ,2016JJ00,,4.1,,,,
10973,E006560,350000 ,2017JJ00,,4.8,,,,
10974,E006560,350000 ,2018JJ00,,5.0,,,,
10975,E006560,350000 ,2019JJ00,,3.9,,,,
10976,E006560,350000 ,2020JJ00,,2.9,,,,
10977,E006560,350000 ,2021JJ00,,3.2,,,,
10978,E006560,350000 ,2022JJ00,,2.5,,,,
10979,E006560,350000 ,2023JJ00,,2.4,,,,
10980,E006560,354200 ,2014JJ00,,26.8,,,,
10981,E006560,354200 ,2015JJ00,,25.0,,,,
10982,E006560,354200 ,2016JJ00,,25.7,,,,
10983,E006560,354200 ,2017JJ00,,27.1,,,,
10984,E006560,354200 ,2018JJ00,,25.6,,,,
10985,E006560,354200 ,2019JJ00,,23.3,,,,
10986,E006560,354200 ,2020JJ00,,20.5,,,,
10987,E006560,354200 ,2021JJ00,,22.6,,,,
10988,E006560,354200 ,2022JJ00,,18.9,,,,
10989,E006560,354200 ,2023JJ00,,15.6,,,,
10990,E006560,354300 ,2014JJ00,,2.7,,,,
10991,E006560,354300 ,2015JJ00,,2.6,,,,
10992,E006560,354300 ,2016JJ00,,2.6,,,,
10993,E006560,354300 ,2017JJ00,,2.4,,,,
10994,E006560,354300 ,2018JJ00,,2.1,,,,
10995,E006560,354300 ,2019JJ00,,1.9,,,,
10996,E006560,354300 ,2020JJ00,,1.6,,,,
10997,E006560,354300 ,2021JJ00,,1.5,,,,
10998,E006560,354300 ,2022JJ00,,1.3,,,,
10999,E006560,354300 ,2023JJ00,,1.2,,,,
11000,E006560,356900 ,2014JJ00,,15.4,,,,
11001,E006560,356900 ,2015JJ00,,14.3,,,,
11002,E006560,356900 ,2016JJ00,,14.6,,,,
11003,E006560,356900 ,2017JJ00,,15.1,,,,
11004,E006560,356900 ,2018JJ00,,14.1,,,,
11005,E006560,356900 ,2019JJ00,,12.9,,,,
11006,E006560,356900 ,2020JJ00,,11.2,,,,
11007,E006560,356900 ,2021JJ00,,12.2,,,,
11008,E006560,356900 ,2022JJ00,,10.0,,,,
11009,E006560,356900 ,2023JJ00,,7.8,,,,
11010,E006560,371600 ,2014JJ00,,8.7,,,,
11011,E006560,371600 ,2015JJ00,,8.1,,,,
11012,E006560,371600 ,2016JJ00,,8.4,,,,
11013,E006560,371600 ,2017JJ00,,9.6,,,,
11014,E006560,371600 ,2018JJ00,,9.4,,,,
11015,E006560,371600 ,2019JJ00,,8.5,,,,
11016,E006560,371600 ,2020JJ00,,7.7,,,,
11017,E006560,371600 ,2021JJ00,,8.8,,,,
11018,E006560,371600 ,2022JJ00,,7.6,,,,
11019,E006560,371600 ,2023JJ00,,6.5,,,,
11020,E006560,383100 ,2014JJ00,,9.8,,,,
11021,E006560,383100 ,2015JJ00,,9.1,,,,
11022,E006560,383100 ,2016JJ00,,8.7,,,,
11023,E006560,383100 ,2017JJ00,,8.6,,,,
11024,E006560,383100 ,2018JJ00,,9.7,,,,
11025,E006560,383100 ,2019JJ00,,9.6,,,,
11026,E006560,383100 ,2020JJ00,,8.3,,,,
11027,E006560,383100 ,2021JJ00,,8.6,,,,
11028,E006560,383100 ,2022JJ00,,6.2,,,,
11029,E006560,383100 ,2023JJ00,,7.0,,,,
11030,E006560,383200 ,2014JJ00,,2.5,,,,
11031,E006560,383200 ,2015JJ00,,2.3,,,,
11032,E006560,383200 ,2016JJ00,,2.3,,,,
11033,E006560,383200 ,2017JJ00,,2.4,,,,
11034,E006560,383200 ,2018JJ00,,2.5,,,,
11035,E006560,383200 ,2019JJ00,,2.6,,,,
11036,E006560,383200 ,2020JJ00,,2.3,,,,
11037,E006560,383200 ,2021JJ00,,2.4,,,,
11038,E006560,383200 ,2022JJ00,,1.3,,,,
11039,E006560,383200 ,2023JJ00,,1.3,,,,
11040,E006560,384900 ,2014JJ00,,0.1,,,,
11041,E006560,384900 ,2015JJ00,,0.1,,,,
11042,E006560,384900 ,2016JJ00,,0.1,,,,
11043,E006560,384900 ,2017JJ00,,0.1,,,,
11044,E006560,384900 ,2018JJ00,,0.1,,,,
11045,E006560,384900 ,2019JJ00,,0.1,,,,
11046,E006560,384900 ,2020JJ00,,0.1,,,,
11047,E006560,384900 ,2021JJ00,,0.2,,,,
11048,E006560,384900 ,2022JJ00,,0.2,,,,
11049,E006560,384900 ,2023JJ00,,0.1,,,,
11050,E006560,386300 ,2014JJ00,,0.1,,,,
11051,E006560,386300 ,2015JJ00,,,,,,
11052,E006560,386300 ,2016JJ00,,,,,,
11053,E006560,386300 ,2017JJ00,,,,,,
11054,E006560,386300 ,2018JJ00,,,,,,
11055,E006560,386300 ,2019JJ00,,,,,,
11056,E006560,386300 ,2020JJ00,,,,,,
11057,E006560,386300 ,2021JJ00,,0.5,,,,
11058,E006560,386300 ,2022JJ00,,0.4,,,,
11059,E006560,386300 ,2023JJ00,,0.4,,,,
11060,E006560,386800 ,2014JJ00,,6.9,,,,
11061,E006560,386800 ,2015JJ00,,6.4,,,,
11062,E006560,386800 ,2016JJ00,,5.9,,,,
11063,E006560,386800 ,2017JJ00,,5.7,,,,
11064,E006560,386800 ,2018JJ00,,6.6,,,,
11065,E006560,386800 ,2019JJ00,,6.5,,,,
11066,E006560,386800 ,2020JJ00,,5.5,,,,
11067,E006560,386800 ,2021JJ00,,5.2,,,,
11068,E006560,386800 ,2022JJ00,,4.1,,,,
11069,E006560,386800 ,2023JJ00,,5.1,,,,
11070,E006560,388400 ,2014JJ00,,0.4,,,,
11071,E006560,388400 ,2015JJ00,,0.4,,,,
11072,E006560,388400 ,2016JJ00,,0.3,,,,
11073,E006560,388400 ,2017JJ00,,0.3,,,,
11074,E006560,388400 ,2018JJ00,,0.5,,,,
11075,E006560,388400 ,2019JJ00,,0.3,,,,
11076,E006560,388400 ,2020JJ00,,0.4,,,,
11077,E006560,388400 ,2021JJ00,,0.3,,,,
11078,E006560,388400 ,2022JJ00,,0.2,,,,
11079,E006560,388400 ,2023JJ00,,0.2,,,,
11080,E006560,389100 ,2014JJ00,,16.9,,,,
11081,E006560,389100 ,2015JJ00,,15.8,,,,
11082,E006560,389100 ,2016JJ00,,16.5,,,,
11083,E006560,389100 ,2017JJ00,,16.2,,,,
11084,E006560,389100 ,2018JJ00,,16.3,,,,
11085,E006560,389100 ,2019JJ00,,15.9,,,,
11086,E006560,389100 ,2020JJ00,,14.0,,,,
11087,E006560,389100 ,2021JJ00,,14.8,,,,
11088,E006560,389100 ,2022JJ00,,13.5,,,,
11089,E006560,389100 ,2023JJ00,,12.8,,,,
11090,E006560,391600 ,2014JJ00,,2.8,,,,
11091,E006560,391600 ,2015JJ00,,2.6,,,,
11092,E006560,391600 ,2016JJ00,,2.4,,,,
11093,E006560,391600 ,2017JJ00,,1.6,,,,
11094,E006560,391600 ,2018JJ00,,1.5,,,,
11095,E006560,391600 ,2019JJ00,,1.4,,,,
11096,E006560,391600 ,2020JJ00,,1.2,,,,
11097,E006560,391600 ,2021JJ00,,1.3,,,,
11098,E006560,391600 ,2022JJ00,,1.0,,,,
11099,E006560,391600 ,2023JJ00,,0.9,,,,
11100,E006560,391700 ,2014JJ00,,0.2,,,,
11101,E006560,391700 ,2015JJ00,,0.2,,,,
11102,E006560,391700 ,2016JJ00,,0.2,,,,
11103,E006560,391700 ,2017JJ00,,0.1,,,,
11104,E006560,391700 ,2018JJ00,,0.1,,,,
11105,E006560,391700 ,2019JJ00,,0.1,,,,
11106,E006560,391700 ,2020JJ00,,0.1,,,,
11107,E006560,391700 ,2021JJ00,,0.1,,,,
11108,E006560,391700 ,2022JJ00,,0.1,,,,
11109,E006560,391700 ,2023JJ00,,0.0,,,,
11110,E006560,800021 ,2014JJ00,,0.5,,,,
11111,E006560,800021 ,2015JJ00,,0.5,,,,
11112,E006560,800021 ,2016JJ00,,0.3,,,,
11113,E006560,800021 ,2017JJ00,,0.1,,,,
11114,E006560,800021 ,2018JJ00,,0.1,,,,
11115,E006560,800021 ,2019JJ00,,0.1,,,,
11116,E006560,800021 ,2020JJ00,,0.1,,,,
11117,E006560,800021 ,2021JJ00,,0.1,,,,
11118,E006560,800021 ,2022JJ00,,0.1,,,,
11119,E006560,800021 ,2023JJ00,,0.0,,,,
11120,E006560,394100 ,2014JJ00,,1.1,,,,
11121,E006560,394100 ,2015JJ00,,1.1,,,,
11122,E006560,394100 ,2016JJ00,,1.1,,,,
11123,E006560,394100 ,2017JJ00,,0.7,,,,
11124,E006560,394100 ,2018JJ00,,0.6,,,,
11125,E006560,394100 ,2019JJ00,,0.4,,,,
11126,E006560,394100 ,2020JJ00,,0.4,,,,
11127,E006560,394100 ,2021JJ00,,0.4,,,,
11128,E006560,394100 ,2022JJ00,,0.3,,,,
11129,E006560,394100 ,2023JJ00,,0.3,,,,
11130,E006560,395005 ,2014JJ00,,0.9,,,,
11131,E006560,395005 ,2015JJ00,,0.8,,,,
11132,E006560,395005 ,2016JJ00,,0.8,,,,
11133,E006560,395005 ,2017JJ00,,0.6,,,,
11134,E006560,395005 ,2018JJ00,,0.7,,,,
11135,E006560,395005 ,2019JJ00,,0.7,,,,
11136,E006560,395005 ,2020JJ00,,0.6,,,,
11137,E006560,395005 ,2021JJ00,,0.7,,,,
11138,E006560,395005 ,2022JJ00,,0.6,,,,
11139,E006560,395005 ,2023JJ00,,0.6,,,,
11140,E006560,396300 ,2014JJ00,,4.8,,,,
11141,E006560,396300 ,2015JJ00,,4.5,,,,
11142,E006560,396300 ,2016JJ00,,4.6,,,,
11143,E006560,396300 ,2017JJ00,,4.9,,,,
11144,E006560,396300 ,2018JJ00,,4.6,,,,
11145,E006560,396300 ,2019JJ00,,3.9,,,,
11146,E006560,396300 ,2020JJ00,,3.3,,,,
11147,E006560,396300 ,2021JJ00,,3.6,,,,
11148,E006560,396300 ,2022JJ00,,2.9,,,,
11149,E006560,396300 ,2023JJ00,,2.5,,,,
11150,E006560,396400 ,2014JJ00,,2.0,,,,
11151,E006560,396400 ,2015JJ00,,1.9,,,,
11152,E006560,396400 ,2016JJ00,,1.8,,,,
11153,E006560,396400 ,2017JJ00,,1.9,,,,
11154,E006560,396400 ,2018JJ00,,1.7,,,,
11155,E006560,396400 ,2019JJ00,,1.4,,,,
11156,E006560,396400 ,2020JJ00,,1.0,,,,
11157,E006560,396400 ,2021JJ00,,1.0,,,,
11158,E006560,396400 ,2022JJ00,,1.0,,,,
11159,E006560,396400 ,2023JJ00,,0.9,,,,
11160,E006560,398700 ,2014JJ00,,1.6,,,,
11161,E006560,398700 ,2015JJ00,,1.5,,,,
11162,E006560,398700 ,2016JJ00,,1.6,,,,
11163,E006560,398700 ,2017JJ00,,1.6,,,,
11164,E006560,398700 ,2018JJ00,,1.5,,,,
11165,E006560,398700 ,2019JJ00,,1.4,,,,
11166,E006560,398700 ,2020JJ00,,1.2,,,,
11167,E006560,398700 ,2021JJ00,,1.3,,,,
11168,E006560,398700 ,2022JJ00,,0.9,,,,
11169,E006560,398700 ,2023JJ00,,0.7,,,,
11170,E006560,400200 ,2014JJ00,,1.3,,,,
11171,E006560,400200 ,2015JJ00,,1.2,,,,
11172,E006560,400200 ,2016JJ00,,1.2,,,,
11173,E006560,400200 ,2017JJ00,,1.4,,,,
11174,E006560,400200 ,2018JJ00,,1.4,,,,
11175,E006560,400200 ,2019JJ00,,1.2,,,,
11176,E006560,400200 ,2020JJ00,,1.1,,,,
11177,E006560,400200 ,2021JJ00,,1.3,,,,
11178,E006560,400200 ,2022JJ00,,1.0,,,,
11179,E006560,400200 ,2023JJ00,,0.8,,,,
11180,E006560,402000 ,2014JJ00,,4.5,,,,
11181,E006560,402000 ,2015JJ00,,4.2,,,,
11182,E006560,402000 ,2016JJ00,,4.4,,,,
11183,E006560,402000 ,2017JJ00,,4.9,,,,
11184,E006560,402000 ,2018JJ00,,3.9,,,,
11185,E006560,402000 ,2019JJ00,,3.5,,,,
11186,E006560,402000 ,2020JJ00,,3.2,,,,
11187,E006560,402000 ,2021JJ00,,3.6,,,,
11188,E006560,402000 ,2022JJ00,,2.9,,,,
11189,E006560,402000 ,2023JJ00,,2.5,,,,
11190,E006560,403300 ,2014JJ00,,5.1,,,,
11191,E006560,403300 ,2015JJ00,,4.7,,,,
11192,E006560,403300 ,2016JJ00,,4.9,,,,
11193,E006560,403300 ,2017JJ00,,5.4,,,,
11194,E006560,403300 ,2018JJ00,,5.5,,,,
11195,E006560,403300 ,2019JJ00,,5.2,,,,
11196,E006560,403300 ,2020JJ00,,4.7,,,,
11197,E006560,403300 ,2021JJ00,,5.5,,,,
11198,E006560,403300 ,2022JJ00,,4.6,,,,
11199,E006560,403300 ,2023JJ00,,4.8,,,,
11200,E006560,900009 ,2014JJ00,,2.3,,,,
11201,E006560,900009 ,2015JJ00,,2.1,,,,
11202,E006560,900009 ,2016JJ00,,2.3,,,,
11203,E006560,900009 ,2017JJ00,,2.9,,,,
11204,E006560,900009 ,2018JJ00,,2.9,,,,
11205,E006560,900009 ,2019JJ00,,2.6,,,,
11206,E006560,900009 ,2020JJ00,,2.3,,,,
11207,E006560,900009 ,2021JJ00,,2.7,,,,
11208,E006560,900009 ,2022JJ00,,2.1,,,,
11209,E006560,900009 ,2023JJ00,,2.4,,,,
11210,E006560,405900 ,2014JJ00,,1.0,,,,
11211,E006560,405900 ,2015JJ00,,0.9,,,,
11212,E006560,405900 ,2016JJ00,,0.9,,,,
11213,E006560,405900 ,2017JJ00,,1.2,,,,
11214,E006560,405900 ,2018JJ00,,1.2,,,,
11215,E006560,405900 ,2019JJ00,,1.1,,,,
11216,E006560,405900 ,2020JJ00,,0.9,,,,
11217,E006560,405900 ,2021JJ00,,1.1,,,,
11218,E006560,405900 ,2022JJ00,,0.9,,,,
11219,E006560,405900 ,2023JJ00,,1.0,,,,
11220,E006560,406800 ,2014JJ00,,0.6,,,,
11221,E006560,406800 ,2015JJ00,,0.6,,,,
11222,E006560,406800 ,2016JJ00,,0.6,,,,
11223,E006560,406800 ,2017JJ00,,0.5,,,,
11224,E006560,406800 ,2018JJ00,,0.6,,,,
11225,E006560,406800 ,2019JJ00,,0.6,,,,
11226,E006560,406800 ,2020JJ00,,0.6,,,,
11227,E006560,406800 ,2021JJ00,,0.8,,,,
11228,E006560,406800 ,2022JJ00,,0.7,,,,
11229,E006560,406800 ,2023JJ00,,0.6,,,,
11230,E006560,408100 ,2014JJ00,,0.5,,,,
11231,E006560,408100 ,2015JJ00,,0.5,,,,
11232,E006560,408100 ,2016JJ00,,0.5,,,,
11233,E006560,408100 ,2017JJ00,,0.4,,,,
11234,E006560,408100 ,2018JJ00,,0.4,,,,
11235,E006560,408100 ,2019JJ00,,0.4,,,,
11236,E006560,408100 ,2020JJ00,,0.4,,,,
11237,E006560,408100 ,2021JJ00,,0.4,,,,
11238,E006560,408100 ,2022JJ00,,0.4,,,,
11239,E006560,408100 ,2023JJ00,,0.3,,,,
11240,E006560,800023 ,2014JJ00,,0.7,,,,
11241,E006560,800023 ,2015JJ00,,0.6,,,,
11242,E006560,800023 ,2016JJ00,,0.6,,,,
11243,E006560,800023 ,2017JJ00,,0.4,,,,
11244,E006560,800023 ,2018JJ00,,0.5,,,,
11245,E006560,800023 ,2019JJ00,,0.6,,,,
11246,E006560,800023 ,2020JJ00,,0.5,,,,
11247,E006560,800023 ,2021JJ00,,0.5,,,,
11248,E006560,800023 ,2022JJ00,,0.4,,,,
11249,E006560,800023 ,2023JJ00,,0.4,,,,
11250,E006560,410200 ,2014JJ00,,2.9,,,,
11251,E006560,410200 ,2015JJ00,,2.7,,,,
11252,E006560,410200 ,2016JJ00,,2.9,,,,
11253,E006560,410200 ,2017JJ00,,2.9,,,,
11254,E006560,410200 ,2018JJ00,,2.8,,,,
11255,E006560,410200 ,2019JJ00,,2.8,,,,
11256,E006560,410200 ,2020JJ00,,2.7,,,,
11257,E006560,410200 ,2021JJ00,,3.6,,,,
11258,E006560,410200 ,2022JJ00,,3.0,,,,
11259,E006560,410200 ,2023JJ00,,2.8,,,,
11260,E006560,410300 ,2014JJ00,,0.5,,,,
11261,E006560,410300 ,2015JJ00,,0.5,,,,
11262,E006560,410300 ,2016JJ00,,0.5,,,,
11263,E006560,410300 ,2017JJ00,,0.5,,,,
11264,E006560,410300 ,2018JJ00,,0.5,,,,
11265,E006560,410300 ,2019JJ00,,0.5,,,,
11266,E006560,410300 ,2020JJ00,,0.6,,,,
11267,E006560,410300 ,2021JJ00,,1.1,,,,
11268,E006560,410300 ,2022JJ00,,1.0,,,,
11269,E006560,410300 ,2023JJ00,,0.9,,,,
11270,E006560,412700 ,2014JJ00,,0.7,,,,
11271,E006560,412700 ,2015JJ00,,0.6,,,,
11272,E006560,412700 ,2016JJ00,,0.7,,,,
11273,E006560,412700 ,2017JJ00,,0.6,,,,
11274,E006560,412700 ,2018JJ00,,0.5,,,,
11275,E006560,412700 ,2019JJ00,,0.5,,,,
11276,E006560,412700 ,2020JJ00,,0.6,,,,
11277,E006560,412700 ,2021JJ00,,0.7,,,,
11278,E006560,412700 ,2022JJ00,,0.6,,,,
11279,E006560,412700 ,2023JJ00,,0.6,,,,
11280,E006560,413700 ,2014JJ00,,0.1,,,,
11281,E006560,413700 ,2015JJ00,,0.1,,,,
11282,E006560,413700 ,2016JJ00,,0.1,,,,
11283,E006560,413700 ,2017JJ00,,0.2,,,,
11284,E006560,413700 ,2018JJ00,,0.2,,,,
11285,E006560,413700 ,2019JJ00,,0.2,,,,
11286,E006560,413700 ,2020JJ00,,0.1,,,,
11287,E006560,413700 ,2021JJ00,,0.1,,,,
11288,E006560,413700 ,2022JJ00,,0.1,,,,
11289,E006560,413700 ,2023JJ00,,0.1,,,,
11290,E006560,900011 ,2014JJ00,,1.5,,,,
11291,E006560,900011 ,2015JJ00,,1.4,,,,
11292,E006560,900011 ,2016JJ00,,1.6,,,,
11293,E006560,900011 ,2017JJ00,,1.6,,,,
11294,E006560,900011 ,2018JJ00,,1.6,,,,
11295,E006560,900011 ,2019JJ00,,1.6,,,,
11296,E006560,900011 ,2020JJ00,,1.3,,,,
11297,E006560,900011 ,2021JJ00,,1.6,,,,
11298,E006560,900011 ,2022JJ00,,1.2,,,,
11299,E006560,900011 ,2023JJ00,,1.2,,,,
11300,E006560,417400 ,2014JJ00,,12.1,,,,
11301,E006560,417400 ,2015JJ00,,11.2,,,,
11302,E006560,417400 ,2016JJ00,,10.3,,,,
11303,E006560,417400 ,2017JJ00,,11.0,,,,
11304,E006560,417400 ,2018JJ00,,9.0,,0.1,,
11305,E006560,417400 ,2019JJ00,,8.1,,0.1,,
11306,E006560,417400 ,2020JJ00,,7.0,,0.3,,
11307,E006560,417400 ,2021JJ00,,7.8,,0.6,,
11308,E006560,417400 ,2022JJ00,,6.6,,0.6,,
11309,E006560,417400 ,2023JJ00,,6.1,,0.7,,
11310,E006560,419000 ,2014JJ00,,10.2,,,,
11311,E006560,419000 ,2015JJ00,,9.5,,,,
11312,E006560,419000 ,2016JJ00,,10.3,,,,
11313,E006560,419000 ,2017JJ00,,9.1,,,,
11314,E006560,419000 ,2018JJ00,,9.6,,,,
11315,E006560,419000 ,2019JJ00,,9.0,,,,
11316,E006560,419000 ,2020JJ00,,8.4,,,,
11317,E006560,419000 ,2021JJ00,,9.7,,,,
11318,E006560,419000 ,2022JJ00,,7.9,,,,
11319,E006560,419000 ,2023JJ00,,7.3,,,,
11320,E006560,422400 ,2014JJ00,,27.9,,,,
11321,E006560,422400 ,2015JJ00,,25.9,,,,
11322,E006560,422400 ,2016JJ00,,24.6,,,,
11323,E006560,422400 ,2017JJ00,,23.7,,,,
11324,E006560,422400 ,2018JJ00,,23.6,,,,
11325,E006560,422400 ,2019JJ00,,21.5,,,,
11326,E006560,422400 ,2020JJ00,,19.8,,,,
11327,E006560,422400 ,2021JJ00,,21.2,,,,
11328,E006560,422400 ,2022JJ00,,18.3,,,,
11329,E006560,422400 ,2023JJ00,,17.2,,,,
11330,E006560,422500 ,2014JJ00,,9.3,,,,
11331,E006560,422500 ,2015JJ00,,8.6,,,,
11332,E006560,422500 ,2016JJ00,,8.6,,,,
11333,E006560,422500 ,2017JJ00,,7.9,,,,
11334,E006560,422500 ,2018JJ00,,7.8,,,,
11335,E006560,422500 ,2019JJ00,,7.0,,,,
11336,E006560,422500 ,2020JJ00,,6.5,,,,
11337,E006560,422500 ,2021JJ00,,7.2,,,,
11338,E006560,422500 ,2022JJ00,,6.3,,,,
11339,E006560,422500 ,2023JJ00,,5.5,,,,
11340,E006560,425305 ,2014JJ00,,18.6,,,,
11341,E006560,425305 ,2015JJ00,,17.3,,,,
11342,E006560,425305 ,2016JJ00,,16.1,,,,
11343,E006560,425305 ,2017JJ00,,15.8,,,,
11344,E006560,425305 ,2018JJ00,,15.8,,,,
11345,E006560,425305 ,2019JJ00,,14.4,,,,
11346,E006560,425305 ,2020JJ00,,13.3,,,,
11347,E006560,425305 ,2021JJ00,,14.0,,,,
