ID,Persoonskenmerken,Perioden,k_20UurOfMeerPerWeek_1,k_10Tot20UurPerWeek_2,k_5Tot10UurPerWeek_3,k_1Tot5UurPerWeek_4,MinderDan1UurPerWeek_5,KijktDagelijksTelevisiejournaal_6,AbonnementDagblad_7,LeestDagelijksDeKrant_8,LeestWelEensEenBoek_9,JaEnGeleendAfgelopen2Maanden_10,JaEnNietGeleendAfgelopen2Maanden_11,HuishoudensMetPcMetInternet_12,HuishoudensMetPcZonderInternet_13,HuishoudensZonderPc_14,PersonenMetThuisPcMetInternet_15,PersonenMetThuisPcZonderInternet_16,PersonenZonderPc_17,HuishoudensMetToegangTotInternet_18,PCEnOpAndereWijze_19,AlleenViaPc_20,AlleenOpAndereWijze_21,ViaDesktopMinitower_22,ViaLaptop_23,OpAndereWijze_24,AnaloogModem_25,ISDN_26,BreedbandKabel_27,AndereBreedband_28,OpAndereWijze_29,PersonenMetThuisToegangTotInternet_30,ViaPcEnOpAnderWijze_31,AlleenViaPc_32,AlleenOpAndereWijze_33,ViaDesktopMinitower_34,ViaLaptop_35,ViaMobieleTelefoon_36,OpAndereWijze_37,AnaloogModem_38,ISDN_39,Kabel_40,AndereBreedband_41,OpAndereWijze_42,GeenInteresseNietZinvol_43,GeenPcGeenGeschiktePcVoorInternet_44,InternetgebruikTeDuur_45,BenodigdeApparatuurTeDuur_46,GeenKennisVaardigheden_47,VoeltZichTeOud_48,GeenTijdOmDezeTeGebruiken_49,HeeftMogelijkheidEldersTeInternetten_50,BezorgdOmPrivacyEnOfVeiligheid_51,GeenSpecialeReden_52,AndereReden_53,HeeftEenPersonalComputerGebruikt_54,VanAlleInwonersNederlandVanaf12Jr_55,VanDePersonalComputerGebruikers_56,VanAlleInwonersNederlandVanaf12Jr_57,VanDegenenDieThuisEenPcBezitten_58,VoorPriveDoeleinden_59,VoorHetWerk_60,ZowelVoorPriveEnWerkDoeleinden_61,Dagelijks_62,EenKeerPerWeek_63,EenKeerPerMaand_64,HelemaalNiet_65,HeeftEldersPcGebruikt_66,HeeftPcBijOpleidingsinstGebruikt_67,Dagelijks_68,EenKeerPerWeek_69,EenKeerPerMaand_70,HelemaalNiet_71,HeeftPcErgensAndersGebruikt_72,HeeftOoitGeinternetEnOfGeeMaild_73,HeeftInternetInDeAfg4WknGebruikt_74,VanAlleInwonersNederlandVanaf12Jr_75,VanDeInternetgebruikers_76,VanAlleInwonersNederlandVanaf12Jr_77,VanDegeneDieThuisInternetBezitten_78,VoorPriveDoeleinden_79,VoorHetWerk_80,ZowelVoorPriveAlsWerkDoeleinden_81,Dagelijks_82,EenKeerPerWeek_83,EenKeerPerMaand_84,HelemaalNiet_85,SurfenHalenVanGratisInformatie_86,EMailen_87,DownloadenSoftware_88,ElektronischWinkelen_89,AndereActiviteiten_90,HeeftEldersInternetGebruikt_91,HeeftInternetBijOplInstGebruikt_92,Dagelijks_93,EenKeerPerWeek_94,EenKeerPerMaand_95,HelemaalNiet_96,HeeftInternetErgensAndersGebruikt_97,BijEenCommercieleInstelling_98,BijEenOpenbaarGebouw_99,BijBurenVriendenOfFamilie_100,AnderePlaats_101,Dagelijks_102,EenKeerPerWeek_103,EenKeerPerMaand_104,EMailen_105,ChattenTelefoneren_106,ZomaarWatSurfen_107,HeeftSpecifiekeInformatieGezocht_108,OnderwijsOpleiding_109,ActualiteitNieuws_110,Gezondheid_111,CommercieleProductenDiensten_112,WerkVacatures_113,IetsAnders_114,HeeftGratisSoftwareGedownload_115,Spelletjes_116,Muziek_117,AndereSoftware_118,HeeftSiteSVanDeOverheidBezocht_119,VanAlleInwonersNederlandVanaf12Jr_120,VanDegenenDieThuisInternetHebben_121,VanDeInternetgebruikers_122,VanAlleInwonersNederlandVanaf12Jr_123,VanDegenenDieThuisInternetHebben_124,VanDeInternetgebruikers_125,ReizenVakantiesAccommodaties_126,VideoSDvdSMuziek_127,LiteratuurBoekenTijdschriften_128,Levensmiddelen_129,AandFinanDienstverlVerzekering_130,Software_131,HardwareElektronischeApparaten_132,KledingSportartikelen_133,KaartjesVoorEvenemConcVoorstel_134,AndereGoederen_135,AfgelopenVierWeken_136,LangerDan4WknKorterDan2MndGel_137,TweeADrieMaandenGeleden_138,GemiddeldBedragLaatsteAankoop_139,HeeftCreditcardGegevensDoorgegeven_140,GeenBehoefte_141,WilHetProductZelfZien_142,UitGewoonte_143,VanwegeVeiligheidPrivacy_144,NietVerkrijgbaarGeenVertrOngerust_145,HeeftErGeenErvaringMee_146,GeenComputerInternetverbinding_147,AndereRedenen_148
147, 22,2000JJ00,51.0,31.0,11.0,5.0,2.0,78.0,52.0,54.0,,20.0,8.0,,,,27.0,21.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148, 22,2001JJ00,53.0,30.0,11.0,5.0,1.0,78.0,50.0,49.0,,18.0,9.0,,,,34.0,16.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149, 22,2002JJ00,51.0,30.0,12.0,5.0,2.0,80.0,50.0,51.0,,16.0,8.0,,,,41.0,14.0,45.0,,,,,,,,,,,,,44.0,15.0,84.0,1.0,95.0,12.0,12.0,1.0,54.0,14.0,29.0,3.0,2.0,36.0,20.0,10.0,6.0,7.0,17.0,1.0,3.0,1.0,5.0,11.0,47.0,4.0,9.0,43.0,74.0,76.0,3.0,21.0,35.0,31.0,7.0,26.0,31.0,55.0,6.0,37.0,13.0,45.0,16.0,43.0,36.0,2.0,5.0,29.0,66.0,80.0,4.0,16.0,26.0,30.0,10.0,34.0,,,,,,21.0,38.0,3.0,22.0,13.0,62.0,10.0,5.0,15.0,83.0,9.0,5.0,46.0,48.0,63.0,43.0,51.0,70.0,27.0,29.0,16.0,30.0,11.0,53.0,37.0,16.0,28.0,9.0,6.0,9.0,19.0,23.0,5.0,11.0,14.0,17.0,20.0,18.0,5.0,4.0,10.0,17.0,29.0,6.0,25.0,57.0,23.0,21.0,124.0,16.0,50.0,24.0,3.0,16.0,7.0,7.0,6.0,12.0
150, 22,2003JJ00,49.0,32.0,12.0,6.0,2.0,78.0,48.0,48.0,,15.0,9.0,,,,46.0,13.0,42.0,,,,,,,,,,,,,47.0,17.0,81.0,2.0,95.0,10.0,14.0,1.0,41.0,12.0,38.0,7.0,3.0,34.0,29.0,12.0,5.0,10.0,15.0,2.0,4.0,1.0,4.0,9.0,49.0,5.0,10.0,43.0,74.0,74.0,5.0,21.0,40.0,27.0,7.0,26.0,34.0,66.0,7.0,43.0,16.0,34.0,16.0,44.0,38.0,2.0,6.0,32.0,68.0,83.0,2.0,15.0,31.0,30.0,7.0,32.0,,,,,,23.0,44.0,4.0,27.0,14.0,56.0,11.0,7.0,10.0,86.0,6.0,6.0,48.0,46.0,69.0,48.0,54.0,71.0,28.0,32.0,16.0,29.0,12.0,51.0,42.0,16.0,33.0,12.0,9.0,11.0,22.0,27.0,5.0,11.0,13.0,14.0,18.0,21.0,4.0,1.0,12.0,19.0,33.0,9.0,27.0,57.0,27.0,16.0,191.0,20.0,57.0,24.0,5.0,20.0,11.0,9.0,4.0,12.0
151, 22,2004JJ00,54.0,29.0,11.0,4.0,2.0,84.0,49.0,54.0,,14.0,6.0,,,,50.0,9.0,41.0,,,,,,,,,,,,,51.0,22.0,78.0,1.0,97.0,15.0,16.0,1.0,26.0,12.0,43.0,19.0,2.0,39.0,25.0,8.0,3.0,9.0,21.0,1.0,2.0,1.0,5.0,12.0,49.0,5.0,10.0,46.0,77.0,78.0,4.0,18.0,45.0,25.0,7.0,23.0,35.0,72.0,6.0,51.0,16.0,28.0,18.0,47.0,41.0,3.0,7.0,37.0,73.0,81.0,3.0,15.0,35.0,29.0,8.0,27.0,,,,,,25.0,47.0,3.0,33.0,11.0,53.0,14.0,7.0,10.0,92.0,7.0,7.0,57.0,36.0,68.0,57.0,56.0,74.0,28.0,33.0,13.0,23.0,7.0,50.0,43.0,16.0,34.0,10.0,7.0,10.0,20.0,24.0,5.0,9.0,11.0,17.0,16.0,18.0,1.0,6.0,8.0,17.0,31.0,11.0,44.0,63.0,22.0,15.0,82.0,18.0,58.0,23.0,9.0,18.0,13.0,10.0,3.0,14.0
152, 22,2005JJ00,49.0,33.0,11.0,5.0,2.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153, 22,2006JJ00,50.0,30.0,12.0,7.0,2.0,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154, 22,2007JJ00,48.0,29.0,13.0,8.0,2.0,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155, 22,2008JJ00,48.0,31.0,12.0,7.0,2.0,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156, 23,1997JJ00,45.0,33.0,13.0,7.0,2.0,79.0,60.0,63.0,,21.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157, 23,1998JJ00,44.0,35.0,13.0,6.0,2.0,84.0,60.0,63.0,,20.0,8.0,,,,8.0,40.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158, 23,1999JJ00,45.0,33.0,13.0,7.0,2.0,77.0,57.0,62.0,,20.0,8.0,,,,16.0,36.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159, 23,2000JJ00,45.0,34.0,13.0,6.0,1.0,81.0,57.0,64.0,,18.0,9.0,,,,29.0,27.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160, 23,2001JJ00,46.0,33.0,13.0,7.0,2.0,82.0,56.0,62.0,,18.0,8.0,,,,42.0,21.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161, 23,2002JJ00,45.0,34.0,13.0,6.0,2.0,81.0,56.0,62.0,,14.0,10.0,,,,48.0,17.0,35.0,,,,,,,,,,,,,51.0,12.0,85.0,3.0,95.0,9.0,10.0,1.0,59.0,13.0,26.0,2.0,2.0,41.0,24.0,10.0,6.0,8.0,11.0,2.0,3.0,2.0,5.0,11.0,50.0,5.0,10.0,40.0,62.0,69.0,5.0,25.0,24.0,30.0,9.0,38.0,29.0,45.0,13.0,25.0,7.0,55.0,11.0,44.0,35.0,2.0,5.0,29.0,57.0,81.0,2.0,16.0,17.0,28.0,11.0,43.0,,,,,,17.0,22.0,7.0,12.0,3.0,78.0,7.0,4.0,8.0,84.0,15.0,11.0,42.0,47.0,67.0,21.0,40.0,76.0,16.0,33.0,20.0,40.0,19.0,55.0,24.0,8.0,18.0,10.0,12.0,13.0,22.0,34.0,6.0,11.0,16.0,19.0,33.0,23.0,1.0,4.0,6.0,18.0,32.0,17.0,29.0,57.0,26.0,17.0,255.0,14.0,48.0,30.0,5.0,19.0,9.0,10.0,7.0,4.0
162, 23,2003JJ00,47.0,33.0,12.0,7.0,2.0,81.0,56.0,66.0,,17.0,10.0,,,,55.0,14.0,32.0,,,,,,,,,,,,,56.0,13.0,85.0,2.0,95.0,12.0,10.0,2.0,50.0,13.0,30.0,7.0,1.0,36.0,31.0,10.0,4.0,11.0,10.0,1.0,4.0,1.0,6.0,11.0,54.0,6.0,11.0,47.0,69.0,69.0,5.0,26.0,28.0,30.0,10.0,31.0,30.0,41.0,13.0,23.0,5.0,59.0,9.0,48.0,40.0,2.0,6.0,34.0,62.0,78.0,3.0,19.0,23.0,30.0,9.0,38.0,,,,,,19.0,27.0,8.0,13.0,6.0,73.0,7.0,8.0,8.0,74.0,16.0,9.0,41.0,50.0,71.0,23.0,41.0,76.0,17.0,40.0,21.0,48.0,18.0,49.0,27.0,7.0,21.0,11.0,15.0,17.0,28.0,39.0,8.0,14.0,19.0,23.0,21.0,21.0,4.0,6.0,15.0,21.0,29.0,16.0,34.0,57.0,26.0,18.0,321.0,11.0,53.0,32.0,8.0,26.0,14.0,12.0,7.0,5.0
163, 23,2004JJ00,50.0,32.0,11.0,6.0,1.0,81.0,49.0,57.0,,11.0,11.0,,,,58.0,11.0,32.0,,,,,,,,,,,,,59.0,14.0,84.0,2.0,94.0,10.0,13.0,0.0,36.0,11.0,35.0,15.0,4.0,40.0,34.0,9.0,5.0,13.0,11.0,2.0,4.0,1.0,3.0,12.0,53.0,5.0,9.0,47.0,69.0,64.0,7.0,29.0,34.0,28.0,7.0,31.0,28.0,38.0,12.0,23.0,3.0,62.0,12.0,52.0,42.0,2.0,5.0,38.0,65.0,77.0,4.0,19.0,27.0,30.0,7.0,35.0,,,,,,16.0,29.0,5.0,22.0,3.0,71.0,8.0,3.0,8.0,89.0,6.0,7.0,57.0,36.0,70.0,32.0,52.0,81.0,16.0,41.0,25.0,46.0,18.0,43.0,31.0,12.0,24.0,12.0,14.0,22.0,35.0,45.0,13.0,21.0,29.0,18.0,21.0,14.0,5.0,3.0,15.0,17.0,28.0,13.0,45.0,54.0,21.0,25.0,186.0,15.0,55.0,30.0,9.0,29.0,9.0,12.0,4.0,2.0
164, 23,2005JJ00,49.0,33.0,10.0,6.0,2.0,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165, 23,2006JJ00,43.0,33.0,15.0,8.0,1.0,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166, 23,2007JJ00,44.0,32.0,15.0,8.0,1.0,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167, 23,2008JJ00,47.0,33.0,12.0,6.0,1.0,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168, 24,1997JJ00,34.0,39.0,17.0,8.0,1.0,74.0,69.0,61.0,,41.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169, 24,1998JJ00,34.0,41.0,16.0,7.0,1.0,68.0,69.0,61.0,,42.0,13.0,,,,16.0,52.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170, 24,1999JJ00,36.0,38.0,17.0,8.0,1.0,72.0,67.0,62.0,,38.0,12.0,,,,29.0,41.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171, 24,2000JJ00,36.0,39.0,16.0,8.0,1.0,69.0,66.0,65.0,,36.0,14.0,,,,48.0,26.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172, 24,2001JJ00,34.0,40.0,16.0,8.0,1.0,73.0,65.0,67.0,,31.0,12.0,,,,60.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173, 24,2002JJ00,35.0,39.0,17.0,7.0,2.0,72.0,66.0,63.0,,34.0,15.0,,,,64.0,15.0,20.0,,,,,,,,,,,,,67.0,16.0,83.0,1.0,94.0,13.0,13.0,1.0,55.0,16.0,26.0,3.0,2.0,31.0,27.0,15.0,4.0,7.0,4.0,2.0,7.0,1.0,7.0,13.0,73.0,9.0,13.0,65.0,80.0,67.0,4.0,29.0,35.0,34.0,10.0,20.0,53.0,54.0,12.0,32.0,10.0,46.0,21.0,69.0,58.0,3.0,6.0,50.0,75.0,76.0,4.0,20.0,28.0,36.0,12.0,25.0,,,,,,36.0,43.0,7.0,25.0,11.0,57.0,14.0,11.0,13.0,82.0,12.0,7.0,48.0,45.0,77.0,34.0,40.0,79.0,29.0,41.0,20.0,41.0,15.0,57.0,31.0,11.0,25.0,12.0,14.0,21.0,29.0,35.0,11.0,15.0,18.0,24.0,23.0,25.0,6.0,4.0,9.0,15.0,34.0,18.0,23.0,47.0,26.0,27.0,171.0,16.0,48.0,30.0,6.0,30.0,12.0,6.0,3.0,3.0
174, 24,2003JJ00,36.0,38.0,16.0,9.0,1.0,73.0,63.0,62.0,,32.0,16.0,,,,71.0,10.0,19.0,,,,,,,,,,,,,73.0,18.0,80.0,2.0,96.0,14.0,15.0,2.0,44.0,15.0,30.0,10.0,2.0,32.0,31.0,13.0,6.0,8.0,10.0,1.0,7.0,2.0,7.0,11.0,75.0,10.0,13.0,68.0,84.0,66.0,3.0,31.0,43.0,35.0,6.0,16.0,55.0,65.0,16.0,38.0,12.0,35.0,20.0,73.0,66.0,4.0,7.0,59.0,80.0,77.0,2.0,21.0,33.0,40.0,7.0,20.0,,,,,,42.0,54.0,12.0,31.0,10.0,46.0,15.0,7.0,7.0,83.0,13.0,7.0,50.0,44.0,82.0,35.0,41.0,83.0,33.0,41.0,22.0,44.0,19.0,50.0,35.0,10.0,28.0,13.0,18.0,28.0,36.0,40.0,14.0,19.0,21.0,21.0,23.0,28.0,3.0,5.0,11.0,17.0,28.0,19.0,25.0,56.0,22.0,23.0,200.0,18.0,53.0,35.0,10.0,30.0,15.0,10.0,3.0,6.0
175, 24,2004JJ00,36.0,36.0,17.0,9.0,1.0,64.0,58.0,55.0,,29.0,16.0,,,,76.0,7.0,17.0,,,,,,,,,,,,,78.0,24.0,73.0,2.0,95.0,18.0,21.0,3.0,28.0,13.0,36.0,21.0,4.0,34.0,28.0,10.0,4.0,11.0,7.0,4.0,4.0,1.0,7.0,13.0,76.0,10.0,13.0,68.0,82.0,73.0,3.0,24.0,47.0,30.0,5.0,18.0,57.0,68.0,21.0,38.0,9.0,32.0,25.0,76.0,69.0,5.0,8.0,61.0,78.0,80.0,1.0,19.0,40.0,32.0,5.0,22.0,,,,,,47.0,56.0,14.0,32.0,10.0,44.0,22.0,6.0,5.0,92.0,6.0,6.0,53.0,41.0,80.0,49.0,44.0,83.0,32.0,42.0,25.0,45.0,21.0,55.0,40.0,13.0,33.0,17.0,16.0,31.0,38.0,44.0,15.0,18.0,21.0,23.0,21.0,23.0,2.0,5.0,14.0,21.0,26.0,15.0,19.0,61.0,21.0,17.0,205.0,16.0,56.0,33.0,10.0,31.0,17.0,10.0,2.0,8.0
176, 24,2005JJ00,32.0,40.0,17.0,10.0,1.0,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177, 24,2006JJ00,37.0,36.0,17.0,9.0,1.0,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178, 24,2007JJ00,32.0,38.0,19.0,9.0,1.0,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179, 24,2008JJ00,32.0,37.0,19.0,10.0,2.0,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180, 25,1997JJ00,28.0,41.0,20.0,10.0,2.0,76.0,65.0,69.0,,31.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181, 25,1998JJ00,29.0,41.0,19.0,9.0,1.0,76.0,65.0,66.0,,30.0,9.0,,,,17.0,49.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182, 25,1999JJ00,29.0,41.0,19.0,10.0,1.0,75.0,63.0,63.0,,28.0,10.0,,,,29.0,41.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183, 25,2000JJ00,28.0,42.0,19.0,9.0,1.0,76.0,62.0,68.0,,27.0,10.0,,,,49.0,27.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184, 25,2001JJ00,30.0,41.0,19.0,9.0,1.0,78.0,60.0,65.0,,26.0,9.0,,,,61.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185, 25,2002JJ00,29.0,42.0,18.0,9.0,1.0,79.0,59.0,65.0,,25.0,11.0,,,,71.0,13.0,16.0,,,,,,,,,,,,,74.0,15.0,83.0,2.0,94.0,16.0,11.0,1.0,58.0,19.0,21.0,3.0,1.0,35.0,26.0,12.0,5.0,5.0,5.0,4.0,11.0,2.0,6.0,14.0,80.0,12.0,15.0,70.0,82.0,58.0,6.0,36.0,34.0,38.0,10.0,18.0,60.0,38.0,14.0,19.0,6.0,62.0,18.0,77.0,68.0,4.0,6.0,58.0,79.0,72.0,3.0,25.0,26.0,41.0,11.0,21.0,,,,,,43.0,30.0,10.0,16.0,5.0,70.0,13.0,13.0,9.0,76.0,16.0,7.0,43.0,50.0,79.0,14.0,35.0,82.0,22.0,39.0,23.0,52.0,21.0,56.0,24.0,7.0,15.0,13.0,16.0,33.0,41.0,46.0,17.0,22.0,24.0,27.0,25.0,31.0,7.0,8.0,9.0,17.0,26.0,15.0,24.0,59.0,22.0,19.0,224.0,19.0,43.0,33.0,6.0,29.0,11.0,7.0,4.0,5.0
186, 25,2003JJ00,30.0,39.0,19.0,10.0,1.0,76.0,57.0,62.0,,23.0,11.0,,,,74.0,10.0,16.0,,,,,,,,,,,,,75.0,16.0,83.0,1.0,94.0,17.0,12.0,2.0,49.0,17.0,25.0,9.0,2.0,33.0,32.0,12.0,6.0,8.0,6.0,4.0,12.0,2.0,5.0,14.0,81.0,13.0,16.0,71.0,85.0,58.0,6.0,36.0,38.0,37.0,9.0,15.0,60.0,40.0,16.0,19.0,5.0,60.0,18.0,78.0,70.0,4.0,6.0,61.0,81.0,70.0,4.0,26.0,31.0,41.0,10.0,19.0,,,,,,45.0,33.0,12.0,17.0,4.0,67.0,13.0,10.0,8.0,78.0,17.0,12.0,41.0,47.0,80.0,17.0,34.0,83.0,23.0,45.0,24.0,54.0,21.0,51.0,25.0,6.0,17.0,13.0,22.0,37.0,46.0,51.0,20.0,25.0,27.0,30.0,26.0,30.0,2.0,8.0,12.0,18.0,29.0,20.0,27.0,56.0,27.0,17.0,255.0,24.0,50.0,39.0,8.0,31.0,14.0,10.0,5.0,4.0
