ID,NederlandseEconomie,Energiedragers,Perioden,Winning_1,IntermediairEnHuishoudelijkVerbruik_2,Invoer_3,Productie_4,NettoEnergieverbruik_5,Uitvoer_6
20742,348000 ,E006608,2015JJ00,,0.3,,21.4,,
20743,348000 ,E006608,2016JJ00,,0.5,,20.9,,
20744,348000 ,E006608,2017JJ00,,0.7,,22.2,,
20745,348000 ,E006608,2018JJ00,,0.6,,13.6,,
20746,348000 ,E006608,2019JJ00,,0.8,,14.0,,
20747,348000 ,E006608,2020JJ00,,0.8,,13.8,,
20748,348000 ,E006567,2000JJ00,,23.6,,,,
20749,348000 ,E006567,2001JJ00,,23.9,,,,
20750,348000 ,E006567,2002JJ00,,26.0,,,,
20751,348000 ,E006567,2003JJ00,,25.8,,,,
20752,348000 ,E006567,2004JJ00,,26.9,,,,
20753,348000 ,E006567,2005JJ00,,27.7,,,,
20754,348000 ,E006567,2006JJ00,,37.8,,,,
20755,348000 ,E006567,2007JJ00,,38.3,,,,
20756,348000 ,E006567,2008JJ00,,38.6,,,,
20757,348000 ,E006567,2009JJ00,,39.0,,,,
20758,348000 ,E006567,2010JJ00,,41.2,,,,
20759,348000 ,E006567,2011JJ00,,45.7,,,,
20760,348000 ,E006567,2012JJ00,,58.8,,,,
20761,348000 ,E006567,2013JJ00,,58.1,,,,
20762,348000 ,E006567,2014JJ00,,58.6,,,,
20763,348000 ,E006567,2015JJ00,,59.7,,,,
20764,348000 ,E006567,2016JJ00,,61.7,,,,
20765,348000 ,E006567,2017JJ00,,59.7,,,,
20766,348000 ,E006567,2018JJ00,,59.4,,,,
20767,348000 ,E006567,2019JJ00,,60.8,,,,
20768,348000 ,E006567,2020JJ00,,62.8,,,,
20769,348000 ,E006613,2000JJ00,,9.7,,,,
20770,348000 ,E006613,2001JJ00,,9.4,,,,
20771,348000 ,E006613,2002JJ00,,10.4,,,,
20772,348000 ,E006613,2003JJ00,,11.3,,,,
20773,348000 ,E006613,2004JJ00,,11.8,,,,
20774,348000 ,E006613,2005JJ00,,11.6,,,,
20775,348000 ,E006613,2006JJ00,,19.4,,,,
20776,348000 ,E006613,2007JJ00,,20.4,,,,
20777,348000 ,E006613,2008JJ00,,18.7,,,,
20778,348000 ,E006613,2009JJ00,,17.0,,,,
20779,348000 ,E006613,2010JJ00,,17.6,,,,
20780,348000 ,E006613,2011JJ00,,22.6,,,,
20781,348000 ,E006613,2012JJ00,,29.6,,,,
20782,348000 ,E006613,2013JJ00,,31.6,,,,
20783,348000 ,E006613,2014JJ00,,32.6,,,,
20784,348000 ,E006613,2015JJ00,,31.9,,,,
20785,348000 ,E006613,2016JJ00,,34.6,,,,
20786,348000 ,E006613,2017JJ00,,34.5,,,,
20787,348000 ,E006613,2018JJ00,,34.0,,,,
20788,348000 ,E006613,2019JJ00,,32.5,,,,
20789,348000 ,E006613,2020JJ00,,31.5,,,,
20790,348100 ,T001027,2000JJ00,,1.2,,0.0,1.2,
20791,348100 ,T001027,2001JJ00,,1.2,,0.0,1.2,
20792,348100 ,T001027,2002JJ00,,1.2,,0.0,1.2,
20793,348100 ,T001027,2003JJ00,,1.3,,0.0,1.3,
20794,348100 ,T001027,2004JJ00,,1.3,,0.0,1.3,
20795,348100 ,T001027,2005JJ00,,1.3,,0.0,1.3,
20796,348100 ,T001027,2006JJ00,,1.3,,0.0,1.3,
20797,348100 ,T001027,2007JJ00,,1.3,,0.0,1.3,
20798,348100 ,T001027,2008JJ00,0.0,1.5,,0.0,1.5,
20799,348100 ,T001027,2009JJ00,0.0,1.6,,0.0,1.6,
20800,348100 ,T001027,2010JJ00,0.0,4.9,,0.0,4.9,
20801,348100 ,T001027,2011JJ00,0.0,3.1,,0.0,3.1,
20802,348100 ,T001027,2012JJ00,0.0,3.0,,0.0,3.0,
20803,348100 ,T001027,2013JJ00,0.0,3.3,,0.0,3.3,
20804,348100 ,T001027,2014JJ00,0.0,2.6,,0.0,2.6,
20805,348100 ,T001027,2015JJ00,0.0,2.7,,0.0,2.7,
20806,348100 ,T001027,2016JJ00,0.0,2.6,,0.0,2.6,
20807,348100 ,T001027,2017JJ00,0.0,2.7,,0.0,2.7,
20808,348100 ,T001027,2018JJ00,0.0,2.7,,0.0,2.7,
20809,348100 ,T001027,2019JJ00,0.0,2.9,,0.0,2.9,
20810,348100 ,T001027,2020JJ00,0.0,3.0,,0.0,3.0,
20811,348100 ,A048076,2000JJ00,0.0,,,,,
20812,348100 ,A048076,2001JJ00,0.0,,,,,
20813,348100 ,A048076,2002JJ00,0.0,,,,,
20814,348100 ,A048076,2003JJ00,0.0,,,,,
20815,348100 ,A048076,2004JJ00,0.0,,,,,
20816,348100 ,A048076,2005JJ00,0.0,,,,,
20817,348100 ,A048076,2006JJ00,0.0,,,,,
20818,348100 ,A048076,2007JJ00,0.0,,,,,
20819,348100 ,A048076,2008JJ00,0.0,,,,,
20820,348100 ,A048076,2009JJ00,0.0,,,,,
20821,348100 ,A048076,2010JJ00,0.0,,,,,
20822,348100 ,A048076,2011JJ00,0.0,,,,,
20823,348100 ,A048076,2012JJ00,0.0,,,,,
20824,348100 ,A048076,2013JJ00,0.0,,,,,
20825,348100 ,A048076,2014JJ00,0.0,,,,,
20826,348100 ,A048076,2015JJ00,0.0,,,,,
20827,348100 ,A048076,2016JJ00,0.0,,,,,
20828,348100 ,A048076,2017JJ00,0.0,,,,,
20829,348100 ,A048076,2018JJ00,0.0,,,,,
20830,348100 ,A048076,2019JJ00,0.0,,,,,
20831,348100 ,A048076,2020JJ00,0.0,,,,,
20832,348100 ,E006602,2000JJ00,,0.0,,0.0,,
20833,348100 ,E006602,2001JJ00,,0.0,,0.0,,
20834,348100 ,E006602,2002JJ00,,0.0,,0.0,,
20835,348100 ,E006602,2003JJ00,,0.0,,0.0,,
20836,348100 ,E006602,2004JJ00,,0.0,,0.0,,
20837,348100 ,E006602,2005JJ00,,0.0,,0.0,,
20838,348100 ,E006602,2006JJ00,,0.0,,0.0,,
20839,348100 ,E006602,2007JJ00,,0.0,,0.0,,
20840,348100 ,E006602,2008JJ00,,0.0,,0.0,,
20841,348100 ,E006602,2009JJ00,,0.0,,0.0,,
20842,348100 ,E006602,2010JJ00,,0.0,,0.0,,
20843,348100 ,E006602,2011JJ00,,0.0,,0.0,,
20844,348100 ,E006602,2012JJ00,,0.0,,0.0,,
20845,348100 ,E006602,2013JJ00,,0.0,,0.0,,
20846,348100 ,E006602,2014JJ00,,0.0,,0.0,,
20847,348100 ,E006602,2015JJ00,,0.0,,0.0,,
20848,348100 ,E006602,2016JJ00,,0.0,,0.0,,
20849,348100 ,E006602,2017JJ00,,0.0,,0.0,,
20850,348100 ,E006602,2018JJ00,,0.0,,0.0,,
20851,348100 ,E006602,2019JJ00,,0.0,,0.0,,
20852,348100 ,E006602,2020JJ00,,0.0,,0.0,,
20853,348100 ,E006587,2000JJ00,0.0,,,,,
20854,348100 ,E006587,2001JJ00,0.0,,,,,
20855,348100 ,E006587,2002JJ00,0.0,,,,,
20856,348100 ,E006587,2003JJ00,0.0,,,,,
20857,348100 ,E006587,2004JJ00,0.0,,,,,
20858,348100 ,E006587,2005JJ00,0.0,,,,,
20859,348100 ,E006587,2006JJ00,0.0,,,,,
20860,348100 ,E006587,2007JJ00,0.0,,,,,
20861,348100 ,E006587,2008JJ00,0.0,,,,,
20862,348100 ,E006587,2009JJ00,0.0,,,,,
20863,348100 ,E006587,2010JJ00,0.0,,,,,
20864,348100 ,E006587,2011JJ00,0.0,,,,,
20865,348100 ,E006587,2012JJ00,0.0,,,,,
20866,348100 ,E006587,2013JJ00,0.0,,,,,
20867,348100 ,E006587,2014JJ00,0.0,,,,,
20868,348100 ,E006587,2015JJ00,0.0,,,,,
20869,348100 ,E006587,2016JJ00,0.0,,,,,
20870,348100 ,E006587,2017JJ00,0.0,,,,,
20871,348100 ,E006587,2018JJ00,0.0,,,,,
20872,348100 ,E006587,2019JJ00,0.0,,,,,
20873,348100 ,E006587,2020JJ00,0.0,,,,,
20874,348100 ,E006588,2000JJ00,0.0,,,,,
20875,348100 ,E006588,2001JJ00,0.0,,,,,
20876,348100 ,E006588,2002JJ00,0.0,,,,,
20877,348100 ,E006588,2003JJ00,0.0,,,,,
20878,348100 ,E006588,2004JJ00,0.0,,,,,
20879,348100 ,E006588,2005JJ00,0.0,,,,,
20880,348100 ,E006588,2006JJ00,0.0,,,,,
20881,348100 ,E006588,2007JJ00,0.0,,,,,
20882,348100 ,E006588,2008JJ00,0.0,,,,,
20883,348100 ,E006588,2009JJ00,0.0,,,,,
20884,348100 ,E006588,2010JJ00,0.0,,,,,
20885,348100 ,E006588,2011JJ00,0.0,,,,,
20886,348100 ,E006588,2012JJ00,0.0,,,,,
20887,348100 ,E006588,2013JJ00,0.0,,,,,
20888,348100 ,E006588,2014JJ00,0.0,,,,,
20889,348100 ,E006588,2015JJ00,0.0,,,,,
20890,348100 ,E006588,2016JJ00,0.0,,,,,
20891,348100 ,E006588,2017JJ00,0.0,,,,,
20892,348100 ,E006588,2018JJ00,0.0,,,,,
20893,348100 ,E006588,2019JJ00,0.0,,,,,
20894,348100 ,E006588,2020JJ00,0.0,,,,,
20895,348100 ,E006589,2000JJ00,0.0,,,,,
20896,348100 ,E006589,2001JJ00,0.0,,,,,
20897,348100 ,E006589,2002JJ00,0.0,,,,,
20898,348100 ,E006589,2003JJ00,0.0,,,,,
20899,348100 ,E006589,2004JJ00,0.0,,,,,
20900,348100 ,E006589,2005JJ00,0.0,,,,,
20901,348100 ,E006589,2006JJ00,0.0,,,,,
20902,348100 ,E006589,2007JJ00,0.0,,,,,
20903,348100 ,E006589,2008JJ00,0.0,,,,,
20904,348100 ,E006589,2009JJ00,0.0,,,,,
20905,348100 ,E006589,2010JJ00,0.0,,,,,
20906,348100 ,E006589,2011JJ00,0.0,,,,,
20907,348100 ,E006589,2012JJ00,0.0,,,,,
20908,348100 ,E006589,2013JJ00,0.0,,,,,
20909,348100 ,E006589,2014JJ00,0.0,,,,,
20910,348100 ,E006589,2015JJ00,0.0,,,,,
20911,348100 ,E006589,2016JJ00,0.0,,,,,
20912,348100 ,E006589,2017JJ00,0.0,,,,,
20913,348100 ,E006589,2018JJ00,0.0,,,,,
20914,348100 ,E006589,2019JJ00,0.0,,,,,
20915,348100 ,E006589,2020JJ00,0.0,,,,,
20916,348100 ,A048077,2000JJ00,0.0,,,,,
20917,348100 ,A048077,2001JJ00,0.0,,,,,
20918,348100 ,A048077,2002JJ00,0.0,,,,,
20919,348100 ,A048077,2003JJ00,0.0,,,,,
20920,348100 ,A048077,2004JJ00,0.0,,,,,
20921,348100 ,A048077,2005JJ00,0.0,,,,,
20922,348100 ,A048077,2006JJ00,0.0,,,,,
20923,348100 ,A048077,2007JJ00,0.0,,,,,
20924,348100 ,A048077,2008JJ00,0.0,,,,,
20925,348100 ,A048077,2009JJ00,0.0,,,,,
20926,348100 ,A048077,2010JJ00,0.0,,,,,
20927,348100 ,A048077,2011JJ00,0.0,,,,,
20928,348100 ,A048077,2012JJ00,0.0,,,,,
20929,348100 ,A048077,2013JJ00,0.0,,,,,
20930,348100 ,A048077,2014JJ00,0.0,,,,,
20931,348100 ,A048077,2015JJ00,0.0,,,,,
20932,348100 ,A048077,2016JJ00,0.0,,,,,
20933,348100 ,A048077,2017JJ00,0.0,,,,,
20934,348100 ,A048077,2018JJ00,0.0,,,,,
20935,348100 ,A048077,2019JJ00,0.0,,,,,
20936,348100 ,A048077,2020JJ00,0.0,,,,,
20937,348100 ,A048078,2000JJ00,0.0,,,,,
20938,348100 ,A048078,2001JJ00,0.0,,,,,
20939,348100 ,A048078,2002JJ00,0.0,,,,,
20940,348100 ,A048078,2003JJ00,0.0,,,,,
20941,348100 ,A048078,2004JJ00,0.0,,,,,
20942,348100 ,A048078,2005JJ00,0.0,,,,,
20943,348100 ,A048078,2006JJ00,0.0,,,,,
20944,348100 ,A048078,2007JJ00,0.0,,,,,
20945,348100 ,A048078,2008JJ00,0.0,,,,,
20946,348100 ,A048078,2009JJ00,0.0,,,,,
20947,348100 ,A048078,2010JJ00,0.0,,,,,
20948,348100 ,A048078,2011JJ00,0.0,,,,,
20949,348100 ,A048078,2012JJ00,0.0,,,,,
20950,348100 ,A048078,2013JJ00,0.0,,,,,
20951,348100 ,A048078,2014JJ00,0.0,,,,,
20952,348100 ,A048078,2015JJ00,0.0,,,,,
20953,348100 ,A048078,2016JJ00,0.0,,,,,
20954,348100 ,A048078,2017JJ00,0.0,,,,,
20955,348100 ,A048078,2018JJ00,0.0,,,,,
20956,348100 ,A048078,2019JJ00,0.0,,,,,
20957,348100 ,A048078,2020JJ00,0.0,,,,,
20958,348100 ,E006461,2000JJ00,,0.0,,0.0,,
20959,348100 ,E006461,2001JJ00,,0.0,,0.0,,
20960,348100 ,E006461,2002JJ00,,0.0,,0.0,,
20961,348100 ,E006461,2003JJ00,,0.0,,0.0,,
20962,348100 ,E006461,2004JJ00,,0.0,,0.0,,
20963,348100 ,E006461,2005JJ00,,0.0,,0.0,,
20964,348100 ,E006461,2006JJ00,,0.0,,0.0,,
20965,348100 ,E006461,2007JJ00,,0.0,,0.0,,
20966,348100 ,E006461,2008JJ00,,0.0,,0.0,,
20967,348100 ,E006461,2009JJ00,,0.0,,0.0,,
20968,348100 ,E006461,2010JJ00,,0.0,,0.0,,
20969,348100 ,E006461,2011JJ00,,0.0,,0.0,,
20970,348100 ,E006461,2012JJ00,,0.0,,0.0,,
20971,348100 ,E006461,2013JJ00,,0.0,,0.0,,
20972,348100 ,E006461,2014JJ00,,0.0,,0.0,,
20973,348100 ,E006461,2015JJ00,,0.0,,0.0,,
20974,348100 ,E006461,2016JJ00,,0.0,,0.0,,
20975,348100 ,E006461,2017JJ00,,0.0,,0.0,,
20976,348100 ,E006461,2018JJ00,,0.0,,0.0,,
20977,348100 ,E006461,2019JJ00,,0.0,,0.0,,
20978,348100 ,E006461,2020JJ00,,0.0,,0.0,,
20979,348100 ,A048080,2000JJ00,,0.0,,0.0,,
20980,348100 ,A048080,2001JJ00,,0.0,,0.0,,
20981,348100 ,A048080,2002JJ00,,0.0,,0.0,,
20982,348100 ,A048080,2003JJ00,,0.0,,0.0,,
20983,348100 ,A048080,2004JJ00,,0.0,,0.0,,
20984,348100 ,A048080,2005JJ00,,0.0,,0.0,,
20985,348100 ,A048080,2006JJ00,,0.0,,0.0,,
20986,348100 ,A048080,2007JJ00,,0.0,,0.0,,
20987,348100 ,A048080,2008JJ00,,0.0,,0.0,,
20988,348100 ,A048080,2009JJ00,,0.0,,0.0,,
20989,348100 ,A048080,2010JJ00,,0.0,,0.0,,
20990,348100 ,A048080,2011JJ00,,0.0,,0.0,,
20991,348100 ,A048080,2012JJ00,,0.0,,0.0,,
20992,348100 ,A048080,2013JJ00,,0.0,,0.0,,
20993,348100 ,A048080,2014JJ00,,0.0,,0.0,,
20994,348100 ,A048080,2015JJ00,,0.0,,0.0,,
20995,348100 ,A048080,2016JJ00,,0.0,,0.0,,
20996,348100 ,A048080,2017JJ00,,0.0,,0.0,,
20997,348100 ,A048080,2018JJ00,,0.0,,0.0,,
20998,348100 ,A048080,2019JJ00,,0.0,,0.0,,
20999,348100 ,A048080,2020JJ00,,0.0,,0.0,,
21000,348100 ,E006477,2000JJ00,,0.0,,0.0,,
21001,348100 ,E006477,2001JJ00,,0.0,,0.0,,
21002,348100 ,E006477,2002JJ00,,0.0,,0.0,,
21003,348100 ,E006477,2003JJ00,,0.0,,0.0,,
21004,348100 ,E006477,2004JJ00,,0.0,,0.0,,
21005,348100 ,E006477,2005JJ00,,0.0,,0.0,,
21006,348100 ,E006477,2006JJ00,,0.0,,0.0,,
21007,348100 ,E006477,2007JJ00,,0.0,,0.0,,
21008,348100 ,E006477,2008JJ00,,0.0,,0.0,,
21009,348100 ,E006477,2009JJ00,,0.0,,0.0,,
21010,348100 ,E006477,2010JJ00,,0.0,,0.0,,
21011,348100 ,E006477,2011JJ00,,0.0,,0.0,,
21012,348100 ,E006477,2012JJ00,,0.0,,0.0,,
21013,348100 ,E006477,2013JJ00,,0.0,,0.0,,
21014,348100 ,E006477,2014JJ00,,0.0,,0.0,,
21015,348100 ,E006477,2015JJ00,,0.0,,0.0,,
21016,348100 ,E006477,2016JJ00,,0.0,,0.0,,
21017,348100 ,E006477,2017JJ00,,0.0,,0.0,,
21018,348100 ,E006477,2018JJ00,,0.0,,0.0,,
21019,348100 ,E006477,2019JJ00,,0.0,,0.0,,
21020,348100 ,E006477,2020JJ00,,0.0,,0.0,,
21021,348100 ,E007021,2000JJ00,,0.0,,0.0,,
21022,348100 ,E007021,2001JJ00,,0.0,,0.0,,
21023,348100 ,E007021,2002JJ00,,0.0,,0.0,,
21024,348100 ,E007021,2003JJ00,,0.0,,0.0,,
21025,348100 ,E007021,2004JJ00,,0.0,,0.0,,
21026,348100 ,E007021,2005JJ00,,0.0,,0.0,,
21027,348100 ,E007021,2006JJ00,,0.0,,0.0,,
21028,348100 ,E007021,2007JJ00,,0.0,,0.0,,
21029,348100 ,E007021,2008JJ00,,0.0,,0.0,,
21030,348100 ,E007021,2009JJ00,,0.0,,0.0,,
21031,348100 ,E007021,2010JJ00,,0.0,,0.0,,
21032,348100 ,E007021,2011JJ00,,0.0,,0.0,,
21033,348100 ,E007021,2012JJ00,,0.0,,0.0,,
21034,348100 ,E007021,2013JJ00,,0.0,,0.0,,
21035,348100 ,E007021,2014JJ00,,0.0,,0.0,,
21036,348100 ,E007021,2015JJ00,,0.0,,0.0,,
21037,348100 ,E007021,2016JJ00,,0.0,,0.0,,
21038,348100 ,E007021,2017JJ00,,0.0,,0.0,,
21039,348100 ,E007021,2018JJ00,,0.0,,0.0,,
21040,348100 ,E007021,2019JJ00,,0.0,,0.0,,
21041,348100 ,E007021,2020JJ00,,0.0,,0.0,,
21042,348100 ,E006480,2000JJ00,,0.0,,0.0,,
21043,348100 ,E006480,2001JJ00,,0.0,,0.0,,
21044,348100 ,E006480,2002JJ00,,0.0,,0.0,,
21045,348100 ,E006480,2003JJ00,,0.0,,0.0,,
21046,348100 ,E006480,2004JJ00,,0.0,,0.0,,
21047,348100 ,E006480,2005JJ00,,0.0,,0.0,,
21048,348100 ,E006480,2006JJ00,,0.0,,0.0,,
21049,348100 ,E006480,2007JJ00,,0.0,,0.0,,
21050,348100 ,E006480,2008JJ00,,0.0,,0.0,,
21051,348100 ,E006480,2009JJ00,,0.0,,0.0,,
21052,348100 ,E006480,2010JJ00,,0.0,,0.0,,
21053,348100 ,E006480,2011JJ00,,0.0,,0.0,,
21054,348100 ,E006480,2012JJ00,,0.0,,0.0,,
21055,348100 ,E006480,2013JJ00,,0.0,,0.0,,
21056,348100 ,E006480,2014JJ00,,0.0,,0.0,,
21057,348100 ,E006480,2015JJ00,,0.0,,0.0,,
21058,348100 ,E006480,2016JJ00,,0.0,,0.0,,
21059,348100 ,E006480,2017JJ00,,0.0,,0.0,,
21060,348100 ,E006480,2018JJ00,,0.0,,0.0,,
21061,348100 ,E006480,2019JJ00,,0.0,,0.0,,
21062,348100 ,E006480,2020JJ00,,0.0,,0.0,,
21063,348100 ,E006560,2000JJ00,,0.1,,0.0,,
21064,348100 ,E006560,2001JJ00,,0.1,,0.0,,
21065,348100 ,E006560,2002JJ00,,0.1,,0.0,,
21066,348100 ,E006560,2003JJ00,,0.0,,0.0,,
21067,348100 ,E006560,2004JJ00,,0.0,,0.0,,
21068,348100 ,E006560,2005JJ00,,0.1,,0.0,,
21069,348100 ,E006560,2006JJ00,,0.0,,0.0,,
21070,348100 ,E006560,2007JJ00,,0.0,,0.0,,
21071,348100 ,E006560,2008JJ00,,0.1,,0.0,,
21072,348100 ,E006560,2009JJ00,,0.0,,0.0,,
21073,348100 ,E006560,2010JJ00,,0.1,,0.0,,
21074,348100 ,E006560,2011JJ00,,0.1,,0.0,,
21075,348100 ,E006560,2012JJ00,,0.1,,0.0,,
21076,348100 ,E006560,2013JJ00,,0.2,,0.0,,
21077,348100 ,E006560,2014JJ00,,0.1,,0.0,,
21078,348100 ,E006560,2015JJ00,,0.2,,0.0,,
21079,348100 ,E006560,2016JJ00,,0.1,,0.0,,
21080,348100 ,E006560,2017JJ00,,0.1,,0.0,,
21081,348100 ,E006560,2018JJ00,,0.1,,0.0,,
21082,348100 ,E006560,2019JJ00,,0.1,,0.0,,
21083,348100 ,E006560,2020JJ00,,0.1,,0.0,,
21084,348100 ,E006510,2000JJ00,,0.0,,0.0,,
21085,348100 ,E006510,2001JJ00,,0.0,,0.0,,
21086,348100 ,E006510,2002JJ00,,0.0,,0.0,,
21087,348100 ,E006510,2003JJ00,,0.0,,0.0,,
21088,348100 ,E006510,2004JJ00,,0.0,,0.0,,
21089,348100 ,E006510,2005JJ00,,0.0,,0.0,,
21090,348100 ,E006510,2006JJ00,,0.0,,0.0,,
21091,348100 ,E006510,2007JJ00,,0.0,,0.0,,
21092,348100 ,E006510,2008JJ00,,0.0,,0.0,,
21093,348100 ,E006510,2009JJ00,,0.0,,0.0,,
21094,348100 ,E006510,2010JJ00,,0.0,,0.0,,
21095,348100 ,E006510,2011JJ00,,0.0,,0.0,,
21096,348100 ,E006510,2012JJ00,,0.0,,0.0,,
21097,348100 ,E006510,2013JJ00,,0.0,,0.0,,
21098,348100 ,E006510,2014JJ00,,0.0,,0.0,,
21099,348100 ,E006510,2015JJ00,,0.0,,0.0,,
21100,348100 ,E006510,2016JJ00,,0.0,,0.0,,
21101,348100 ,E006510,2017JJ00,,0.0,,0.0,,
21102,348100 ,E006510,2018JJ00,,0.0,,0.0,,
21103,348100 ,E006510,2019JJ00,,0.0,,0.0,,
21104,348100 ,E006510,2020JJ00,,0.0,,0.0,,
21105,348100 ,A048081,2000JJ00,,0.0,,0.0,,
21106,348100 ,A048081,2001JJ00,,0.0,,0.0,,
21107,348100 ,A048081,2002JJ00,,0.0,,0.0,,
21108,348100 ,A048081,2003JJ00,,0.0,,0.0,,
21109,348100 ,A048081,2004JJ00,,0.0,,0.0,,
21110,348100 ,A048081,2005JJ00,,0.0,,0.0,,
21111,348100 ,A048081,2006JJ00,,0.0,,0.0,,
21112,348100 ,A048081,2007JJ00,,0.0,,0.0,,
21113,348100 ,A048081,2008JJ00,,0.0,,0.0,,
21114,348100 ,A048081,2009JJ00,,0.0,,0.0,,
21115,348100 ,A048081,2010JJ00,,0.0,,0.0,,
21116,348100 ,A048081,2011JJ00,,0.0,,0.0,,
21117,348100 ,A048081,2012JJ00,,0.0,,0.0,,
21118,348100 ,A048081,2013JJ00,,0.0,,0.0,,
21119,348100 ,A048081,2014JJ00,,0.0,,0.0,,
21120,348100 ,A048081,2015JJ00,,0.0,,0.0,,
21121,348100 ,A048081,2016JJ00,,0.0,,0.0,,
21122,348100 ,A048081,2017JJ00,,0.0,,0.0,,
21123,348100 ,A048081,2018JJ00,,0.0,,0.0,,
21124,348100 ,A048081,2019JJ00,,0.0,,0.0,,
21125,348100 ,A048081,2020JJ00,,0.0,,0.0,,
21126,348100 ,E006504,2000JJ00,,0.0,,0.0,,
21127,348100 ,E006504,2001JJ00,,0.0,,0.0,,
21128,348100 ,E006504,2002JJ00,,0.0,,0.0,,
21129,348100 ,E006504,2003JJ00,,0.0,,0.0,,
21130,348100 ,E006504,2004JJ00,,0.0,,0.0,,
21131,348100 ,E006504,2005JJ00,,0.0,,0.0,,
21132,348100 ,E006504,2006JJ00,,0.0,,0.0,,
21133,348100 ,E006504,2007JJ00,,0.0,,0.0,,
21134,348100 ,E006504,2008JJ00,,0.0,,0.0,,
21135,348100 ,E006504,2009JJ00,,0.0,,0.0,,
21136,348100 ,E006504,2010JJ00,,0.0,,0.0,,
21137,348100 ,E006504,2011JJ00,,0.0,,0.0,,
21138,348100 ,E006504,2012JJ00,,0.0,,0.0,,
21139,348100 ,E006504,2013JJ00,,0.0,,0.0,,
21140,348100 ,E006504,2014JJ00,,0.0,,0.0,,
21141,348100 ,E006504,2015JJ00,,0.0,,0.0,,
21142,348100 ,E006504,2016JJ00,,0.0,,0.0,,
21143,348100 ,E006504,2017JJ00,,0.0,,0.0,,
21144,348100 ,E006504,2018JJ00,,0.0,,0.0,,
21145,348100 ,E006504,2019JJ00,,0.0,,0.0,,
21146,348100 ,E006504,2020JJ00,,0.0,,0.0,,
21147,348100 ,E006529,2000JJ00,,0.0,,0.0,,
21148,348100 ,E006529,2001JJ00,,0.0,,0.0,,
21149,348100 ,E006529,2002JJ00,,0.0,,0.0,,
21150,348100 ,E006529,2003JJ00,,0.0,,0.0,,
21151,348100 ,E006529,2004JJ00,,0.0,,0.0,,
21152,348100 ,E006529,2005JJ00,,0.0,,0.0,,
21153,348100 ,E006529,2006JJ00,,0.0,,0.0,,
21154,348100 ,E006529,2007JJ00,,0.0,,0.0,,
21155,348100 ,E006529,2008JJ00,,0.0,,0.0,,
21156,348100 ,E006529,2009JJ00,,0.0,,0.0,,
21157,348100 ,E006529,2010JJ00,,0.0,,0.0,,
21158,348100 ,E006529,2011JJ00,,0.0,,0.0,,
21159,348100 ,E006529,2012JJ00,,0.0,,0.0,,
21160,348100 ,E006529,2013JJ00,,0.0,,0.0,,
21161,348100 ,E006529,2014JJ00,,0.0,,0.0,,
21162,348100 ,E006529,2015JJ00,,0.0,,0.0,,
21163,348100 ,E006529,2016JJ00,,0.0,,0.0,,
21164,348100 ,E006529,2017JJ00,,0.0,,0.0,,
21165,348100 ,E006529,2018JJ00,,0.0,,0.0,,
21166,348100 ,E006529,2019JJ00,,0.0,,0.0,,
21167,348100 ,E006529,2020JJ00,,0.0,,0.0,,
21168,348100 ,E006533,2000JJ00,,0.0,,0.0,,
21169,348100 ,E006533,2001JJ00,,0.0,,0.0,,
21170,348100 ,E006533,2002JJ00,,0.0,,0.0,,
21171,348100 ,E006533,2003JJ00,,0.0,,0.0,,
21172,348100 ,E006533,2004JJ00,,0.0,,0.0,,
21173,348100 ,E006533,2005JJ00,,0.0,,0.0,,
21174,348100 ,E006533,2006JJ00,,0.0,,0.0,,
21175,348100 ,E006533,2007JJ00,,0.0,,0.0,,
21176,348100 ,E006533,2008JJ00,,0.0,,0.0,,
21177,348100 ,E006533,2009JJ00,,0.0,,0.0,,
21178,348100 ,E006533,2010JJ00,,0.0,,0.0,,
21179,348100 ,E006533,2011JJ00,,0.0,,0.0,,
21180,348100 ,E006533,2012JJ00,,0.0,,0.0,,
21181,348100 ,E006533,2013JJ00,,0.0,,0.0,,
21182,348100 ,E006533,2014JJ00,,0.0,,0.0,,
21183,348100 ,E006533,2015JJ00,,0.0,,0.0,,
21184,348100 ,E006533,2016JJ00,,0.0,,0.0,,
21185,348100 ,E006533,2017JJ00,,0.0,,0.0,,
21186,348100 ,E006533,2018JJ00,,0.0,,0.0,,
21187,348100 ,E006533,2019JJ00,,0.0,,0.0,,
21188,348100 ,E006533,2020JJ00,,0.0,,0.0,,
21189,348100 ,E006534,2000JJ00,,0.0,,0.0,,
21190,348100 ,E006534,2001JJ00,,0.0,,0.0,,
21191,348100 ,E006534,2002JJ00,,0.0,,0.0,,
21192,348100 ,E006534,2003JJ00,,0.0,,0.0,,
21193,348100 ,E006534,2004JJ00,,0.0,,0.0,,
21194,348100 ,E006534,2005JJ00,,0.0,,0.0,,
21195,348100 ,E006534,2006JJ00,,0.0,,0.0,,
21196,348100 ,E006534,2007JJ00,,0.0,,0.0,,
21197,348100 ,E006534,2008JJ00,,0.0,,0.0,,
21198,348100 ,E006534,2009JJ00,,0.0,,0.0,,
21199,348100 ,E006534,2010JJ00,,0.0,,0.0,,
21200,348100 ,E006534,2011JJ00,,0.0,,0.0,,
21201,348100 ,E006534,2012JJ00,,0.0,,0.0,,
21202,348100 ,E006534,2013JJ00,,0.0,,0.0,,
