ID,SBI93,Perioden,Ondernemingen_1,TotaalBedrijfsopbrengsten_2,TotaalNettoOmzet_3,WettelijkBudgetEnOfSubsidies_4,TotaalOverigeNettoOmzet_5,DBCOpbrengstenBSegment_6,TotNietGebudgetteerdeZorgprestaties_7,ZorgprestatiesTussenInstellingen_8,PersoonsgebondenEnVolgendeBudgetten_9,OvNietGebudgetteerdeZorgprestaties_10,OverigeDienstverlening_11,TotaalOverigeBedrijfsopbrengsten_12,WmoSubsidiesHuishoudelijkeHulp_13,OverigeSubsidiesEnBijdragen_14,NietEerderGenoemdeBedrijfsopbrengsten_15,TotaalBedrijfslasten_16,TotaalArbeidskosten_17,LonenEnSalarissen_18,PensioenlastenEnSocialeLasten_19,AfschrijvingenOpVasteActiva_20,BijzondereWaardeverminderingen_21,TotaalOverigeBedrijfslasten_22,TotaalAnderePersoneelskosten_23,KostenUitzendkrachtenEnOverigeInleen_24,OverigePersoneelskosten_25,TotaalNietEerderGenoemdeBedrLasten_26,VoedingEnHotelmatigeKosten_27,AlgemeneKosten_28,ClientEnBewonersgebondenKosten_29,OnderhoudEnEnergiekosten_30,HuurOperationeleLeasingKapGoederen_31,AndereBedrijfslasten_32,Bedrijfsresultaat_33,FinancieleBaten_34,FinancieleLasten_35,FinancieelResultaat_36,BuitengewoneBaten_37,BuitengewoneLasten_38,BuitengewoonResultaat_39,ResultaatVoorBelastingen_40,TotaalWettelijkBudget_41,ZiekenhEnRevalidZorgExclGGZ_42,GeestelijkeGezondheidszorgGGZ_43,IntraEnSemimuraleGehandicaptenzorg_44,IntramuraleVerplegingEnVerzorging_45,ZorgThuisEnDagactiviteit_46,OverigeZorg_47,OpbrengstenTerDekkingWettelijkBudget_48,FinancieringsverschilBudgetOpbrengsten_49,TotaalActiva_50,ImmaterieleVasteActiva_51,MaterieleVasteActiva_52,TotaalFinancieleVasteActiva_53,Deelnemingen_54,OverigeLanglopendeVorderingen_55,TotaalVoorradenInclOhwUHVDBCS_56,Voorraden_57,OnderhandenWerkUHVDBCS_58,TotaalKortlVordInclFinTekort_59,TotaalKortlopendeVorderingen_60,VorderingenOpDebiteuren_61,OverigeKortlopendeVorderingen_62,Financieringstekort_63,Effecten_64,LiquideMiddelen_65,TotaalPassiva_66,TotaalEigenVermogen_67,Kapitaal_68,CollectiefGefinGebVermogen_69,NietCollectiefGefinVrijVermogen_70,Voorzieningen_71,LanglopendeSchulden_72,TotKortlSchInclFinOverschot_73,TotaalKortlopendeSchulden_74,SchuldenAanKredietinstellingen_75,Crediteuren_76,AflossingsverplLanglLen_77,OvKortlopendeSchulden_78,Financieringsoverschot_79,BoekwaardePer1Januari_80,Investeringen_81,Herwaarderingen_82,Desinvesteringen_83,Afschrijvingen_84,BijzondereWaardeverminderingen_85,TerugnameAfgeschrevenActiva_86,BoekwaardePer31December_87,TotaalWerknemers_88,TotaalOverheadEnFacilitaireFuncties_89,AlgemeneEnAdministratieveFuncties_90,Hotelfuncties_91,TerreinEnGebouwgebondenFuncties_92,TotaalPatientEnBewonergebFuncties_93,VerpleegkundigEnVerzorgendPersoneel_94,MedischEnSociaalWetenschappFuncties_95,OvPatientEnBewonergebFuncties_96,LeerlingVerpleegkundigEnVerzorgend_97,OverigPersoneelInLoondienst_98,TotaalWerknemers_99,TotaalOverheadEnFacilitaireFuncties_100,AlgemeneEnAdministratieveFuncties_101,Hotelfuncties_102,TerreinEnGebouwgebondenFuncties_103,TotaalPatientEnBewonergebFuncties_104,VerpleegkundigEnVerzorgendPersoneel_105,MedischEnSociaalWetenschappFuncties_106,OvPatientEnBewonergebFuncties_107,LeerlingVerpleegkundigEnVerzorgend_108,OverigPersoneelInLoondienst_109,TotaalWerknemers_110,TotaalOverheadEnFacilitaireFuncties_111,AlgemeneEnAdministratieveFuncties_112,Hotelfuncties_113,TerreinEnGebouwgebondenFuncties_114,TotaalPatientEnBewonergebFuncties_115,VerpleegkundigEnVerzorgendPersoneel_116,MedischEnSociaalWetenschappFuncties_117,OvPatientEnBewonergebFuncties_118,LeerlingVerpleegkundigEnVerzorgend_119,OverigPersoneelInLoondienst_120,BeddenKlinischeDagDeeltijdbehand_121,KlinischeVerpleegdagen_122,DagEnDeeltijdbehandelingen_123,EerstePolikliniekbezoeken_124,KlinischeOpnamen_125,BeddenKlinischeBehandeling_126,PoliklinischeBehandelplaatsen_127,KlinischeVerpleegdagen_128,Revalidatiebehandeluren_129,EersteConsulten_130,BeddenKlinischeEnDeeltijdbehandGGZ_131,PlaatsenBeschermdWonen_132,KlinischeVerpleegdagenGGZ_133,VerzorgingsdagenBeschermdWonen_134,Deeltijdbehandelingen_135,PoliklinischeFaceToFaceContacten_136,EersteKlinischeOpnamen_137,IntramurPlaatsenMetBehandelingGHZ_138,IntramurPlaatsZonderBehandelingGHZ_139,KlinischeVerpleegdagenGHZ_140,KlinischeVerzorgingsdagenGHZ_141,IntramurPlaatsenMetBehandelingVPH_142,IntramurVerpleegdMetBehandelingVPH_143,NachtenNachtverpleging_144,IntramurPlaatsenZonderBehandelingVZH_145,IntramurVerzorgingsdagenZBehandVZH_146,DagenKortdurendVerblijf_147,NachtenNachtverzorging_148,UrenExtramuraleHuishoudelijkeVerz_149,UrenExtramuralePersoonlijkeVerz_150,UrenExtramuraleVerpleging_151,UrenExtramBegeleidingExclDagact_152,UrenExtramuraleBehandeling_153,UrenPrenataleZorg_154,DagdelenGroepsgewijzeDagactiviteiten_155,Capaciteit_156,Jeugdigen_157,Zorgaanspraken_158,Capaciteit_159,Jeugdigen_160,Zorgaanspraken_161,Capaciteit_162,Jeugdigen_163,Zorgaanspraken_164,Capaciteit_165,Jeugdigen_166,Zorgaanspraken_167,Capaciteit_168,Jeugdigen_169,Zorgaanspraken_170,Capaciteit_171,Jeugdigen_172
26,12,2008JJ00,491.0,14360.0,12679.0,11617.0,1062.0,38.0,632.0,121.0,45.0,465.0,393.0,1681.0,947.0,172.0,562.0,14131.0,9044.0,7395.0,1649.0,683.0,,4405.0,1175.0,792.0,383.0,3230.0,947.0,769.0,356.0,503.0,619.0,35.0,228.0,49.0,261.0,-212.0,7.0,10.0,-3.0,14.0,11622,116,38.0,130,8382,2955,0,11354.0,268.0,10669.0,13.0,8101.0,153.0,13.0,141.0,42.0,20.0,22.0,1179.0,803.0,380.0,423.0,376.0,15.0,1166.0,10669.0,2398.0,33.0,1902.0,463.0,442.0,4219.0,3611.0,3546.0,812.0,503.0,313.0,1919.0,65.0,7762.0,1439.0,,397.0,663.0,,41.0,8101.0,390940.0,92070.0,30750.0,57650.0,3670.0,281770.0,245170.0,5890.0,30710.0,11200.0,5900.0,210910.0,51720.0,20740.0,28260.0,2730.0,147790.0,124420.0,3520.0,19850.0,8120.0,3280.0,7395.0,1822.0,893.0,836.0,94.0,5226.0,4187.0,183.0,856.0,180.0,167.0,700,155,35,151,28,,,,,,40.0,410.0,13.0,146.0,0.0,73.0,0.0,1150.0,700.0,412.0,241.0,65490.0,23516.0,11.0,94240.0,33146.0,1066.0,2.0,51107,32667,8302,8810,84,75,9317,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0
27,12,2009JJ00,473.0,14880.0,13129.0,12092.0,1037.0,59.0,593.0,113.0,59.0,421.0,385.0,1751.0,993.0,201.0,558.0,14394.0,9142.0,7529.0,1614.0,778.0,41.0,4433.0,1075.0,695.0,380.0,3358.0,961.0,848.0,333.0,532.0,653.0,31.0,487.0,29.0,232.0,-203.0,3.0,2.0,1.0,285.0,12057,111,42.0,167,8577,3161,0,11727.0,330.0,11250.0,15.0,8300.0,183.0,16.0,168.0,58.0,19.0,40.0,1239.0,726.0,350.0,376.0,513.0,9.0,1445.0,11250.0,2684.0,33.0,2135.0,517.0,475.0,4325.0,3765.0,3683.0,848.0,482.0,328.0,2024.0,82.0,8115.0,1336.0,17.0,338.0,771.0,30.0,29.0,8300.0,399720.0,93590.0,30390.0,58680.0,4520.0,285580.0,247760.0,6830.0,30990.0,13320.0,7240.0,212530.0,51340.0,19810.0,27850.0,3690.0,147760.0,125660.0,3110.0,18990.0,8570.0,4870.0,7529.0,1824.0,886.0,829.0,109.0,5273.0,4294.0,184.0,796.0,238.0,194.0,700,156,42,151,29,0.0,0.0,15.0,10.0,0.0,20.0,450.0,6.0,163.0,0.0,133.0,0.0,1160.0,680.0,420.0,234.0,68520.0,25053.0,11.0,91680.0,32390.0,1102.0,4.0,52819,35115,7859,9605,144,0,9521,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0
28,16,2006JJ00,48.0,465.0,199.0,166.0,33.0,,28.0,1.0,0.0,27.0,4.0,265.0,0.0,250.0,16.0,463.0,281.0,232.0,49.0,13.0,,170.0,44.0,25.0,19.0,126.0,21.0,40.0,10.0,28.0,24.0,3.0,2.0,2.0,4.0,-2.0,0.0,0.0,0.0,-1.0,165,0,73.0,3,15,74,0,161.0,4.0,252.0,0.0,131.0,0.0,,,0.0,,,54.0,52.0,,,3.0,2.0,64.0,252.0,43.0,0.0,24.0,20.0,33.0,81.0,94.0,87.0,0.0,14.0,4.0,69.0,8.0,,,,,,,,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,80.0,1180.0,28.0,410.0,3.0,8.0,0.0,50.0,0.0,19.0,0.0,120.0,41.0,0.0,160.0,58.0,1.0,0.0,284,48,42,1287,5,0,380,,3,1.0,,0,0.0,,1,1.0,,0,0.0,,0,0.0,0,0
29,16,2007JJ00,48.0,510.0,217.0,186.0,31.0,0.0,27.0,1.0,0.0,26.0,4.0,293.0,1.0,277.0,16.0,511.0,317.0,262.0,55.0,15.0,,180.0,49.0,26.0,23.0,130.0,16.0,48.0,13.0,25.0,29.0,0.0,-1.0,2.0,4.0,-2.0,0.0,1.0,-1.0,-4.0,184,0,106.0,4,15,59,0,186.0,-2.0,267.0,0.0,141.0,1.0,0.0,1.0,0.0,0.0,0.0,47.0,45.0,9.0,36.0,3.0,1.0,76.0,267.0,47.0,0.0,28.0,18.0,33.0,85.0,101.0,95.0,0.0,18.0,6.0,71.0,7.0,,,,,,,,141.0,9930.0,,,,,,,,,,,7480.0,,,,,,,,,,,261.0,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,90.0,1530.0,29.0,486.0,2.0,17.0,0.0,60.0,0.0,21.0,0.0,120.0,44.0,0.0,160.0,59.0,1.0,0.0,30,52,33,1374,8,0,26,0.0,1,1.0,0.0,0,0.0,1.0,1,1.0,0.0,0,0.0,0.0,0,0.0,0,0
30,16,2008JJ00,45.0,571.0,251.0,219.0,32.0,0.0,27.0,1.0,0.0,26.0,5.0,320.0,1.0,304.0,16.0,570.0,354.0,289.0,64.0,16.0,,200.0,52.0,31.0,21.0,148.0,17.0,55.0,14.0,26.0,32.0,5.0,1.0,2.0,4.0,-2.0,1.0,1.0,0.0,-1.0,218,0,135.0,6,16,61,0,205.0,13.0,290.0,0.0,157.0,1.0,0.0,1.0,0.0,0.0,0.0,58.0,41.0,9.0,33.0,16.0,1.0,74.0,290.0,58.0,0.0,38.0,19.0,36.0,93.0,104.0,102.0,1.0,18.0,6.0,77.0,2.0,,,,,,,,157.0,11090.0,,,,,,,,,,,8000.0,,,,,,,,,,,289.0,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,60.0,1850.0,12.0,572.0,0.0,26.0,0.0,60.0,0.0,22.0,1.0,160.0,57.0,0.0,120.0,42.0,1.0,0.0,61,78,25,1321,6,0,671,1.0,3,3.0,0.0,1,1.0,1.0,1,1.0,0.0,1,1.0,0.0,0,0.0,0,0
31,16,2009JJ00,41.0,632.0,258.0,228.0,30.0,0.0,25.0,0.0,0.0,25.0,4.0,375.0,1.0,355.0,20.0,622.0,383.0,314.0,69.0,17.0,0.0,222.0,53.0,29.0,24.0,168.0,20.0,62.0,15.0,31.0,37.0,3.0,10.0,2.0,4.0,-2.0,1.0,0.0,1.0,9.0,227,0,155.0,6,24,42,0,217.0,10.0,320.0,0.0,159.0,1.0,0.0,1.0,0.0,0.0,0.0,62.0,46.0,13.0,33.0,16.0,0.0,98.0,320.0,72.0,0.0,48.0,23.0,41.0,88.0,119.0,113.0,0.0,17.0,5.0,91.0,6.0,,,,,,,,159.0,11770.0,,,,,,,,,,,8340.0,,,,,,,,,,,314.0,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,70.0,2310.0,23.0,800.0,2.0,33.0,0.0,60.0,0.0,21.0,1.0,240.0,87.0,0.0,170.0,59.0,3.0,0.0,72,106,28,1202,6,0,602,0.0,0,,0.0,0,,1.0,1,,0.0,0,,0.0,0,,0,0
32,17,2006JJ00,39.0,846.0,,12.0,,0.0,,,,,,,,789.0,,823.0,552.0,448.0,104.0,21.0,0.0,250.0,45.0,18.0,28.0,205.0,,,,,,,22.0,,,,,,,,16,0,,11,0,5,0,,,556.0,0.0,371.0,6.0,,,0.0,0.0,0.0,,63.0,,,,0.0,116.0,556.0,128.0,,,,51.0,211.0,,166.0,,,,,,,,,,,,,,16370.0,,,,,,,,,,,11786.0,,,,,,,,,,,448.0,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,147.0,15.0,54.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,72,2,0,9,,30,34.0,,9,8.0,,15,14.0,,11,11.0,,5,6.0,0,0
33,17,2007JJ00,41.0,910.0,37.0,17.0,20.0,0.0,,,,,,,,861.0,12.0,905.0,590.0,486.0,104.0,25.0,0.0,290.0,53.0,18.0,35.0,237.0,,,,,,,5.0,,,-3.0,,,4.0,6.0,16,0,1.0,8,0,7,0,16.0,0.0,624.0,0.0,435.0,6.0,,,0.0,0.0,0.0,,53.0,,,,0.0,130.0,624.0,150.0,,,,49.0,238.0,,187.0,,,,,,,,,,,,,,17058.0,,,,,,,,,,,12506.0,,,,,,,,,,,486.0,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,31.0,28.0,0.0,225.0,36.0,80.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,128,8,0,36,21.0,35,42.0,4.0,8,9.0,11.0,17,18.0,6.0,11,13.0,1.0,7,7.0,0,0
34,17,2008JJ00,40.0,926.0,55.0,32.0,23.0,0.0,,,,,,,,854.0,17.0,917.0,609.0,494.0,116.0,25.0,0.0,282.0,56.0,22.0,34.0,227.0,,,,,,,9.0,,,-3.0,0.0,0.0,1.0,6.0,29,0,15.0,10,0,4,0,29.0,0.0,615.0,0.0,446.0,4.0,,,0.0,0.0,0.0,,73.0,,,,0.0,92.0,615.0,134.0,,,,41.0,249.0,,192.0,,,,,,,,,,,,,,16367.0,,,,,,,,,,,12209.0,,,,,,,,,,,494.0,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,64.0,106.0,22.0,16.0,52.0,69.0,0.0,230.0,38.0,84.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,107,7,0,64,16.0,38,44.0,4.0,8,9.0,9.0,13,14.0,5.0,10,11.0,2.0,9,11.0,0,0
35,17,2009JJ00,45.0,1239.0,64.0,32.0,32.0,0.0,,,,,,,,1143.0,32.0,1216.0,802.0,654.0,149.0,32.0,0.0,382.0,80.0,25.0,55.0,302.0,,,,,,,23.0,3.0,7.0,-4.0,5.0,3.0,2.0,21.0,34,0,19.0,10,0,4,0,30.0,4.0,832.0,0.0,575.0,9.0,,,0.0,0.0,0.0,,88.0,,,,0.0,160.0,832.0,171.0,,,,60.0,347.0,,254.0,,,,,,,,,,,,,,20804.0,,,,,,,,,,,15888.0,,,,,,,,,,,654.0,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,72.0,150.0,24.0,12.0,23.0,61.0,0.0,121.0,20.0,44.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,60,4,0,27,15.0,45,,4.0,9,,11.0,16,,5.0,10,,2.0,11,,1,2
36,18,2006JJ00,16.0,406.0,,0.0,,0.0,,,,,,,,,,385.0,289.0,237.0,52.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,0,0,0,0.0,0.0,125.0,0.0,34.0,1.0,,,0.0,0.0,0.0,20.0,20.0,,,0.0,0.0,69.0,125.0,30.0,,,,12.0,8.0,75.0,75.0,,,,,0.0,,,,,,,,,7567.0,,,,,,,,,,,6357.0,,,,,,,,,,,237.0,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,,2,2.0,0.0,0,0.0,0.0,0,0.0,0,0
37,18,2007JJ00,16.0,468.0,8.0,0.0,8.0,0.0,,,,,,460.0,,,,472.0,333.0,269.0,63.0,9.0,0.0,130.0,39.0,19.0,19.0,91.0,,,,,,91.0,-4.0,,,1.0,,,0.0,-3.0,0,0,0.0,0,0,0,0,0.0,0.0,124.0,0.0,38.0,1.0,,,0.0,0.0,0.0,22.0,22.0,,,0.0,0.0,63.0,124.0,29.0,,,,11.0,8.0,76.0,76.0,,,,,0.0,,,,,,,,,8216.0,,,,,,,,,,,6922.0,,,,,,,,,,,269.0,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,1.0,2,2.0,0.0,0,0.0,0.0,0,0.0,0,0
38,18,2008JJ00,16.0,515.0,8.0,0.0,8.0,0.0,,,,,,507.0,,,,526.0,378.0,303.0,74.0,11.0,0.0,138.0,45.0,22.0,23.0,93.0,,,,,,93.0,-11.0,,,2.0,6.0,1.0,5.0,-5.0,0,0,0.0,0,0,0,0,0.0,0.0,148.0,0.0,42.0,1.0,,,0.0,0.0,0.0,29.0,29.0,,,0.0,0.0,76.0,148.0,34.0,,,,11.0,8.0,95.0,95.0,,,,,0.0,,,,,,,,,8860.0,,,,,,,,,,,7456.0,,,,,,,,,,,303.0,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,1.0,2,2.0,0.0,0,0.0,0.0,0,0.0,0,0
39,18,2009JJ00,16.0,580.0,6.0,0.0,6.0,0.0,,,,,,574.0,,,,574.0,413.0,337.0,76.0,11.0,0.0,150.0,49.0,23.0,26.0,101.0,,,,,,101.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0,0,0.0,0,0,0,0,0.0,0.0,138.0,0.0,42.0,1.0,,,0.0,0.0,0.0,32.0,32.0,,,0.0,0.0,63.0,138.0,33.0,,,,10.0,9.0,85.0,85.0,,,,,0.0,,,,,,,,,9105.0,,,,,,,,,,,7858.0,,,,,,,,,,,337.0,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,1.0,2,,0.0,0,0.0,0.0,0,,0,0
40,14,2006JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798,7,0.0,0,38,140,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,475.0,0.0,0.0,105.0,0.0,32.0,240.0,87.0,0.0,730.0,252.0,8.0,0.0,650,637,221,714,1,0,1397,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0
41,14,2007JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684,7,1.0,0,1,77,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,12,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,42.0,0.0,398.0,0.0,0.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,104,22,258,0,0,1177,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0
42,14,2008JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964,7,122.0,0,3,56,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,11,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,124.0,0.0,27.0,0.0,939.0,0.0,0.0,22.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515,229,76,531,4,0,956,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0
43,14,2009JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122,7,147.0,9,77,69,813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,11,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0,200.0,2.0,60.0,4.0,1137.0,0.0,89.0,60.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301,192,51,404,4,0,719,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0,0
