ID,TypeLozing,IndustrieVolgensSBI93,Perioden,FosforverbindingenAlsP_1,StikstofverbindingenAlsN_2,AntimoonverbindingenAlsSb_3,ArseenverbindingenAlsAs_4,CadmiumverbindingenAlsCd_5,ChroomverbindingenAlsCr_6,KobaltverbindingenAlsCo_7,KoperverbindingenAlsCu_8,KwikverbindingenAlsHg_9,LoodverbindingenAlsPb_10,NikkelverbindingenAlsNi_11,ZinkverbindingenAlsZn_12,Benzeen_13,Ethylbenzeen_14,Isopropylbenzeen_15,SomPAK6VanBorneff_16,Tolueen_17,XyleenTotaal_18,Dichloorethaan12_19,Hexachloorbutadieen_20,TetrachlooretheenPer_21,TetrachloormethaanTetra_22,DrinsAldrinDieldrinEnz_23,Hexachloorbenzenen_24,Pentachloorfenol_25,ChloorverbAnorgChloridenAlsCl_26,Fluoriden_27,CyanidenAnorganischAlsCN_28,CZV_29
560,D         ,2900a     ,2000JJ00  ,0.0,3.0,0.0,0.0,0.0,6.7,,5.0,0.001,0.0,3.0,9.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,14.0
561,D         ,2900a     ,2003JJ00  ,0.0,4.0,0.0,1.0,7.0,3.4,0.0,3.0,0.0,26.0,2.0,130.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,13.0
562,D         ,2900a     ,2004JJ00  ,0.0,4.0,0.0,2.0,7.91,1.3,0.0,4.0,0.0,20.0,2.0,136.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0
563,D         ,2900a     ,2005JJ00  ,0.0,4.0,0.0,0.0,7.39,0.6,0.0,7.0,0.0,19.0,2.0,210.0,0.0,0.0,0.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0
564,D         ,2900a     ,2006JJ00  ,0.0,3.0,0.0,0.0,10.32,0.5,0.0,6.0,0.0,19.0,2.0,195.0,0.0,0.0,0.0,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,17.0
565,D         ,2900a     ,2007JJ00  ,0.0,2.0,0.0,2.3,4.1,1.2,0.0,40.0,0.0,2.0,2.0,187.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0
566,D         ,2900a     ,2008JJ00  ,0.0,3.0,0.0,2.7,10.9,184.0,0.0,32.0,0.0,17.0,3.0,217.0,0.0,0.0,0.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0
567,D         ,DM        ,1990JJ00  ,0.0,1.0,0.0,0.0,10.7,325.5,,15052.0,0.0,99.0,533.0,895.0,164.8,0.0,0.0,200.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0
568,D         ,DM        ,1995JJ00  ,0.0,0.0,0.0,0.0,10.008,2.0,,7687.0,0.0,1.0,7.0,1.0,20.2,0.0,0.0,200.0,50.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
569,D         ,DM        ,2000JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,,7523.0,0.0,5.0,0.0,18.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,D         ,DM        ,2003JJ00  ,0.0,0.0,0.0,0.0,0.0,5.9,0.0,7563.0,0.0,1.0,4.0,4.0,2.0,0.0,0.0,2.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
571,D         ,DM        ,2004JJ00  ,0.0,1.0,0.0,0.0,0.0,4.0,0.0,7838.0,0.0,1.0,7.0,238.0,2.0,0.0,0.0,2.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
572,D         ,DM        ,2005JJ00  ,0.0,1.0,0.0,0.0,0.0,2.6,0.0,7559.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,2.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
573,D         ,DM        ,2006JJ00  ,0.0,1.0,0.0,0.0,0.0,0.8,0.0,7570.0,0.0,1.0,2.0,30.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
574,D         ,DM        ,2007JJ00  ,0.0,1.0,0.0,0.0,0.0,0.1,0.0,7543.0,0.0,0.0,12.0,32.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0
575,D         ,DM        ,2008JJ00  ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7570.0,0.0,4.0,2.0,57.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
576,D         ,DN        ,1990JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,D         ,DN        ,1995JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,D         ,DN        ,2000JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,D         ,DN        ,2003JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,D         ,DN        ,2004JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,D         ,DN        ,2005JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,D         ,DN        ,2006JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,D         ,DN        ,2007JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,D         ,DN        ,2008JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,D         ,Dx        ,1990JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,D         ,Dx        ,1995JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,D         ,Dx        ,2000JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,D         ,Dx        ,2003JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,D         ,Dx        ,2004JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,D         ,Dx        ,2005JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,D         ,Dx        ,2006JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,D         ,Dx        ,2007JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,D         ,Dx        ,2008JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,I         ,D         ,1990JJ00  ,1360.0,8459.0,343.794,1206.1,234.144,27754.0,,24746.0,236.702,7393.0,26722.0,67898.0,12571.0,448.6,2.5,47.7,39911.5,6088.2,3501.8,0.115,0.167,0.284,0.008,0.157,0.0,100800.0,241.0,947.0,124596.0
595,I         ,D         ,1995JJ00  ,1780.0,8328.0,140.152,167.2,190.998,29713.8,,20349.0,25.037,5976.0,24890.0,40303.0,3854.9,5680.4,11.2,3.6,3330.9,3032.6,65.6,0.0,7.957,0.032,0.001,0.0,15.04,91052.0,25.0,353.0,126961.0
596,I         ,D         ,2000JJ00  ,1287.0,7084.0,75.068,108.4,76.457,20162.3,,11580.0,6.991,3590.0,12685.0,21844.0,1304.3,3091.7,2.5,26.7,2402.6,4229.8,71.3,0.0,7.337,0.0,0.0,0.0,0.009,122207.0,67.0,304.0,129550.0
597,I         ,D         ,2003JJ00  ,1239.0,8257.0,251.313,296.7,57.391,18813.6,61.3,12576.0,15.652,1847.0,12927.0,21214.0,1262.1,3256.8,0.6,7.4,1340.2,5214.9,811.5,0.0,26.196,0.656,0.001,0.0,0.0,90432.0,82.0,11.0,128559.0
598,I         ,D         ,2004JJ00  ,1334.0,7496.0,204.081,232.9,33.678,19576.2,11.8,12866.0,16.643,1898.0,13292.0,25256.0,2012.3,3187.4,4.7,5.3,994.7,5245.2,563.8,0.0,0.132,0.002,0.0,0.0,0.0,183529.0,88.0,36.0,144706.0
599,I         ,D         ,2005JJ00  ,1466.0,8356.0,441.163,281.2,22.086,19591.5,40.3,9584.0,6.734,1655.0,12578.0,22722.0,888.5,2068.5,47.6,16.9,428.2,5085.4,360.3,0.0,0.118,0.001,0.0,0.0,0.0,126099.0,38.0,52.0,135214.0
600,I         ,D         ,2006JJ00  ,1233.0,7692.0,214.187,149.8,26.934,19919.0,10.6,6357.0,7.481,1167.0,12112.0,18468.0,2708.7,2928.6,64.8,46.8,926.3,2464.0,74.3,0.0,0.014,0.001,0.0,0.0,0.0,80312.0,41.0,87.0,117930.0
601,I         ,D         ,2007JJ00  ,1206.0,7013.0,144.068,209.6,18.029,18575.4,35.5,6327.0,2.904,752.0,11821.0,13283.0,1802.6,2637.3,57.7,39.5,994.2,2365.5,156.9,0.001,0.03,0.112,0.0,0.0,0.0,120787.0,85.0,159.0,86723.0
602,I         ,D         ,2008JJ00  ,1352.0,6320.0,130.488,163.1,39.107,18546.9,5.9,4832.0,2.342,346.0,11548.0,15927.0,4346.6,2254.1,107.1,22.4,1285.1,1242.2,591.4,0.0,0.001,0.001,0.0,0.0,0.0,223199.0,44.0,509.0,82890.0
603,I         ,DA        ,1990JJ00  ,814.0,4558.0,0.0,5.4,6.212,277.0,,2859.0,10.102,244.0,172.0,15039.0,101.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18067.0,0.0,0.0,76910.0
604,I         ,DA        ,1995JJ00  ,1568.0,5194.0,0.0,129.7,81.384,1357.2,,3712.0,7.056,845.0,991.0,10982.0,16.9,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,37410.0,0.0,0.0,69835.0
605,I         ,DA        ,2000JJ00  ,1062.0,4350.0,0.0,47.3,5.559,385.1,,2364.0,0.815,155.0,311.0,6718.0,0.0,0.0,0.0,0.0,63.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41587.0,0.0,0.0,71673.0
606,I         ,DA        ,2003JJ00  ,992.0,4986.0,0.0,28.5,12.713,792.0,0.0,2091.0,1.119,92.0,341.0,7220.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0,41782.0,0.0,0.0,66283.0
607,I         ,DA        ,2004JJ00  ,1091.0,3949.0,0.0,57.5,7.995,519.5,0.0,2165.0,8.034,137.0,362.0,7205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39356.0,0.0,0.0,66747.0
608,I         ,DA        ,2005JJ00  ,1289.0,3966.0,0.0,123.0,9.992,715.3,0.0,2139.0,0.658,180.0,518.0,6953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38963.0,0.0,0.0,66099.0
609,I         ,DA        ,2006JJ00  ,1027.0,4075.0,0.0,67.7,7.73,410.5,0.0,1282.0,1.031,129.0,302.0,5790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32833.0,0.0,0.0,61831.0
610,I         ,DA        ,2007JJ00  ,985.0,4334.0,0.0,121.0,1.605,94.6,0.0,739.0,0.586,96.0,179.0,2730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28230.0,0.0,0.0,58232.0
611,I         ,DA        ,2008JJ00  ,1024.0,3477.0,0.0,56.9,4.869,130.4,0.0,525.0,0.58,67.0,151.0,1769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32253.0,0.0,0.0,38949.0
612,I         ,15        ,1990JJ00  ,814.0,4555.0,0.0,5.4,6.212,277.0,,2859.0,10.102,244.0,172.0,15039.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18013.0,0.0,0.0,76825.0
613,I         ,15        ,1995JJ00  ,1565.0,5182.0,0.0,129.7,81.384,1348.2,,3674.0,7.056,834.0,987.0,10911.0,15.2,0.0,0.0,0.0,41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,37207.0,0.0,0.0,69320.0
614,I         ,15        ,2000JJ00  ,1055.0,4304.0,0.0,47.3,5.533,378.9,,2311.0,0.809,155.0,309.0,6656.0,0.0,0.0,0.0,0.0,63.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41432.0,0.0,0.0,70636.0
615,I         ,15        ,2003JJ00  ,990.0,4976.0,0.0,27.0,12.713,781.0,0.0,2062.0,1.114,91.0,334.0,7178.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0,41782.0,0.0,0.0,65861.0
616,I         ,15        ,2004JJ00  ,1090.0,3939.0,0.0,55.9,7.995,508.6,0.0,2134.0,8.029,137.0,355.0,7159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39356.0,0.0,0.0,66306.0
617,I         ,15        ,2005JJ00  ,1288.0,3955.0,0.0,122.7,9.922,707.1,0.0,2074.0,0.658,178.0,511.0,6908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38963.0,0.0,0.0,65593.0
618,I         ,15        ,2006JJ00  ,1026.0,4065.0,0.0,67.7,7.638,410.5,0.0,1237.0,1.014,129.0,298.0,5750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32833.0,0.0,0.0,61340.0
619,I         ,15        ,2007JJ00  ,985.0,4334.0,0.0,121.0,1.605,94.6,0.0,739.0,0.586,96.0,179.0,2730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28230.0,0.0,0.0,58232.0
620,I         ,15        ,2008JJ00  ,1024.0,3477.0,0.0,56.9,4.869,130.4,0.0,525.0,0.58,67.0,151.0,1769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32253.0,0.0,0.0,38949.0
621,I         ,151       ,1990JJ00  ,15.0,817.0,0.0,0.0,5.892,148.6,,755.0,7.0,202.0,102.0,2252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2137.0,0.0,0.0,6542.0
622,I         ,151       ,1995JJ00  ,14.0,1041.0,0.0,25.4,6.268,208.2,,827.0,3.616,220.0,120.0,2479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1816.0,0.0,0.0,9154.0
623,I         ,151       ,2000JJ00  ,4.0,811.0,0.0,0.5,0.29,26.8,,503.0,0.175,78.0,39.0,1190.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3339.0,0.0,0.0,9709.0
624,I         ,151       ,2003JJ00  ,30.0,839.0,0.0,0.0,1.977,108.8,0.0,297.0,0.452,6.0,80.0,1373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3356.0,0.0,0.0,11136.0
625,I         ,151       ,2004JJ00  ,47.0,822.0,0.0,2.0,2.051,209.8,0.0,652.0,7.221,86.0,130.0,2918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2772.0,0.0,0.0,11483.0
626,I         ,151       ,2005JJ00  ,52.0,793.0,0.0,4.0,6.564,285.0,0.0,751.0,0.049,107.0,198.0,3007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2884.0,0.0,0.0,11464.0
627,I         ,151       ,2006JJ00  ,31.0,592.0,0.0,3.3,5.432,224.7,0.0,557.0,0.043,93.0,158.0,2503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2044.0,0.0,0.0,9293.0
628,I         ,151       ,2007JJ00  ,0.0,452.0,0.0,0.0,0.0,1.1,0.0,19.0,0.0,0.0,9.0,962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,0.0,0.0,1436.0
629,I         ,151       ,2008JJ00  ,28.0,421.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3698.0,0.0,0.0,82.0
630,I         ,152       ,1990JJ00  ,23.0,52.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,I         ,152       ,1995JJ00  ,46.0,245.0,0.0,42.1,0.144,54.5,,58.0,0.518,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16621.0,0.0,0.0,2198.0
632,I         ,152       ,2000JJ00  ,31.0,372.0,0.0,30.2,0.091,0.0,,20.0,0.061,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13651.0,0.0,0.0,4893.0
633,I         ,152       ,2003JJ00  ,33.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9600.0,0.0,0.0,2458.0
634,I         ,152       ,2004JJ00  ,17.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9766.0,0.0,0.0,2168.0
635,I         ,152       ,2005JJ00  ,5.0,113.0,0.0,0.0,0.419,43.6,0.0,15.0,0.0,9.0,57.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8135.0,0.0,0.0,1637.0
636,I         ,152       ,2006JJ00  ,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5996.0,0.0,0.0,1562.0
637,I         ,152       ,2007JJ00  ,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6816.0,0.0,0.0,1776.0
638,I         ,152       ,2008JJ00  ,17.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8001.0,0.0,0.0,1858.0
639,I         ,153       ,1990JJ00  ,219.0,1417.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10318.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832.0,0.0,0.0,38039.0
640,I         ,153       ,1995JJ00  ,643.0,1238.0,0.0,40.0,51.686,153.6,,431.0,0.495,282.0,112.0,2138.0,15.2,0.0,0.0,0.0,38.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1640.0,0.0,0.0,10246.0
641,I         ,153       ,2000JJ00  ,140.0,750.0,0.0,8.0,0.531,76.8,,352.0,0.007,43.0,65.0,1159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,10789.0
642,I         ,153       ,2003JJ00  ,118.0,816.0,0.0,10.0,5.64,398.7,0.0,441.0,0.02,58.0,58.0,1362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1139.0,0.0,0.0,12131.0
643,I         ,153       ,2004JJ00  ,109.0,760.0,0.0,14.0,3.416,87.4,0.0,293.0,0.0,35.0,67.0,1178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.0,0.0,0.0,10760.0
644,I         ,153       ,2005JJ00  ,105.0,736.0,0.0,64.3,1.625,102.2,0.0,410.0,0.0,43.0,88.0,546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,0.0,0.0,9542.0
645,I         ,153       ,2006JJ00  ,111.0,729.0,0.0,26.8,1.411,38.7,0.0,176.0,0.0,22.0,34.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,0.0,0.0,9172.0
646,I         ,153       ,2007JJ00  ,242.0,942.0,0.0,104.5,0.448,22.4,0.0,567.0,0.0,75.0,75.0,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2152.0,0.0,0.0,18317.0
647,I         ,153       ,2008JJ00  ,198.0,1134.0,0.0,21.2,2.501,82.0,0.0,251.0,0.0,43.0,67.0,741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.0,0.0,0.0,9650.0
648,I         ,154       ,1990JJ00  ,84.0,21.0,0.0,1.6,0.0,8.8,,45.0,0.054,14.0,49.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,0.0,0.0,558.0
649,I         ,154       ,1995JJ00  ,63.0,38.0,0.0,0.7,3.51,28.5,,56.0,0.003,21.0,66.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.0,0.0,0.0,1406.0
650,I         ,154       ,2000JJ00  ,67.0,28.0,0.0,1.0,0.15,54.9,,16.0,0.098,3.0,43.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.0,0.0,0.0,1187.0
651,I         ,154       ,2003JJ00  ,75.0,23.0,0.0,1.2,0.154,5.0,0.0,0.0,0.169,0.0,14.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,0.0,0.0,542.0
652,I         ,154       ,2004JJ00  ,77.0,21.0,0.0,1.2,0.322,6.6,0.0,1.0,0.048,0.0,6.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,0.0,0.0,923.0
653,I         ,154       ,2005JJ00  ,95.0,22.0,0.0,1.7,0.286,5.4,0.0,0.0,0.029,0.0,18.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0,0.0,0.0,846.0
654,I         ,154       ,2006JJ00  ,96.0,25.0,0.0,9.1,0.305,7.6,0.0,1.0,0.041,1.0,17.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0,0.0,0.0,946.0
655,I         ,154       ,2007JJ00  ,24.0,11.0,0.0,8.3,0.097,3.1,0.0,2.0,0.006,0.0,45.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,207.0
656,I         ,154       ,2008JJ00  ,62.0,28.0,0.0,0.6,0.298,6.8,0.0,0.0,0.017,0.0,29.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,397.0
657,I         ,155       ,1990JJ00  ,432.0,1539.0,0.0,1.7,0.0,7.9,,146.0,2.047,17.0,0.0,746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8865.0,0.0,0.0,11423.0
