ID,Zorgfuncties,FinancieringsvormenZorg,Perioden,UitgavenAanGezondheidszorgIngezetenen_1
654,A019178,A019164,2023JJ00,482.0
655,A019178,A019164,2024JJ00,515.0
656,A019178,A019165,2021JJ00,121.0
657,A019178,A019165,2022JJ00,122.0
658,A019178,A019165,2023JJ00,124.0
659,A019178,A019165,2024JJ00,128.0
660,A019182,A019149,2021JJ00,1111.0
661,A019182,A019149,2022JJ00,1089.0
662,A019182,A019149,2023JJ00,1186.0
663,A019182,A019149,2024JJ00,1281.0
664,A019182,A019150,2021JJ00,1082.0
665,A019182,A019150,2022JJ00,1059.0
666,A019182,A019150,2023JJ00,1155.0
667,A019182,A019150,2024JJ00,1249.0
668,A019182,A019151,2021JJ00,29.0
669,A019182,A019151,2022JJ00,31.0
670,A019182,A019151,2023JJ00,31.0
671,A019182,A019151,2024JJ00,34.0
672,A019182,A019152,2021JJ00,1053.0
673,A019182,A019152,2022JJ00,1029.0
674,A019182,A019152,2023JJ00,1123.0
675,A019182,A019152,2024JJ00,1215.0
676,A019182,A019154,2021JJ00,0.0
677,A019182,A019154,2022JJ00,0.0
678,A019182,A019154,2023JJ00,0.0
679,A019182,A019154,2024JJ00,0.0
680,A019182,A019155,2021JJ00,
681,A019182,A019155,2022JJ00,
682,A019182,A019155,2023JJ00,
683,A019182,A019155,2024JJ00,
684,A019182,A019156,2021JJ00,1053.0
685,A019182,A019156,2022JJ00,1029.0
686,A019182,A019156,2023JJ00,1123.0
687,A019182,A019156,2024JJ00,1215.0
688,A019182,A041720,2021JJ00,29.0
689,A019182,A041720,2022JJ00,29.0
690,A019182,A041720,2023JJ00,31.0
691,A019182,A041720,2024JJ00,32.0
692,A019182,A019157,2021JJ00,0.0
693,A019182,A019157,2022JJ00,0.0
694,A019182,A019157,2023JJ00,0.0
695,A019182,A019157,2024JJ00,0.0
696,A019182,A019158,2021JJ00,0.0
697,A019182,A019158,2022JJ00,0.0
698,A019182,A019158,2023JJ00,0.0
699,A019182,A019158,2024JJ00,0.0
700,A019182,A019161,2021JJ00,0.0
701,A019182,A019161,2022JJ00,0.0
702,A019182,A019161,2023JJ00,0.0
703,A019182,A019161,2024JJ00,0.0
704,A019182,A019162,2021JJ00,0.0
705,A019182,A019162,2022JJ00,0.0
706,A019182,A019162,2023JJ00,0.0
707,A019182,A019162,2024JJ00,0.0
708,A019182,A019163,2021JJ00,29.0
709,A019182,A019163,2022JJ00,29.0
710,A019182,A019163,2023JJ00,31.0
711,A019182,A019163,2024JJ00,32.0
712,A019182,A019164,2021JJ00,0.0
713,A019182,A019164,2022JJ00,0.0
714,A019182,A019164,2023JJ00,0.0
715,A019182,A019164,2024JJ00,0.0
716,A019182,A019165,2021JJ00,29.0
717,A019182,A019165,2022JJ00,29.0
718,A019182,A019165,2023JJ00,31.0
719,A019182,A019165,2024JJ00,32.0
720,A019183,A019149,2021JJ00,0.0
721,A019183,A019149,2022JJ00,0.0
722,A019183,A019149,2023JJ00,0.0
723,A019183,A019149,2024JJ00,0.0
724,A019183,A019150,2021JJ00,0.0
725,A019183,A019150,2022JJ00,0.0
726,A019183,A019150,2023JJ00,0.0
727,A019183,A019150,2024JJ00,0.0
728,A019183,A019151,2021JJ00,0.0
729,A019183,A019151,2022JJ00,0.0
730,A019183,A019151,2023JJ00,0.0
731,A019183,A019151,2024JJ00,0.0
732,A019183,A019152,2021JJ00,0.0
733,A019183,A019152,2022JJ00,0.0
734,A019183,A019152,2023JJ00,0.0
735,A019183,A019152,2024JJ00,0.0
736,A019183,A019154,2021JJ00,0.0
737,A019183,A019154,2022JJ00,0.0
738,A019183,A019154,2023JJ00,0.0
739,A019183,A019154,2024JJ00,0.0
740,A019183,A019155,2021JJ00,
741,A019183,A019155,2022JJ00,
742,A019183,A019155,2023JJ00,
743,A019183,A019155,2024JJ00,
744,A019183,A019156,2021JJ00,0.0
745,A019183,A019156,2022JJ00,0.0
746,A019183,A019156,2023JJ00,0.0
747,A019183,A019156,2024JJ00,0.0
748,A019183,A041720,2021JJ00,0.0
749,A019183,A041720,2022JJ00,0.0
750,A019183,A041720,2023JJ00,0.0
751,A019183,A041720,2024JJ00,0.0
752,A019183,A019157,2021JJ00,0.0
753,A019183,A019157,2022JJ00,0.0
754,A019183,A019157,2023JJ00,0.0
755,A019183,A019157,2024JJ00,0.0
756,A019183,A019158,2021JJ00,0.0
757,A019183,A019158,2022JJ00,0.0
758,A019183,A019158,2023JJ00,0.0
759,A019183,A019158,2024JJ00,0.0
760,A019183,A019161,2021JJ00,0.0
761,A019183,A019161,2022JJ00,0.0
762,A019183,A019161,2023JJ00,0.0
763,A019183,A019161,2024JJ00,0.0
764,A019183,A019162,2021JJ00,0.0
765,A019183,A019162,2022JJ00,0.0
766,A019183,A019162,2023JJ00,0.0
767,A019183,A019162,2024JJ00,0.0
768,A019183,A019163,2021JJ00,0.0
769,A019183,A019163,2022JJ00,0.0
770,A019183,A019163,2023JJ00,0.0
771,A019183,A019163,2024JJ00,0.0
772,A019183,A019164,2021JJ00,0.0
773,A019183,A019164,2022JJ00,0.0
774,A019183,A019164,2023JJ00,0.0
775,A019183,A019164,2024JJ00,0.0
776,A019183,A019165,2021JJ00,0.0
777,A019183,A019165,2022JJ00,0.0
778,A019183,A019165,2023JJ00,0.0
779,A019183,A019165,2024JJ00,0.0
780,A019184,A019149,2021JJ00,2908.0
781,A019184,A019149,2022JJ00,2961.0
782,A019184,A019149,2023JJ00,3159.0
783,A019184,A019149,2024JJ00,3344.0
784,A019184,A019150,2021JJ00,1221.0
785,A019184,A019150,2022JJ00,1260.0
786,A019184,A019150,2023JJ00,1378.0
787,A019184,A019150,2024JJ00,1490.0
788,A019184,A019151,2021JJ00,42.0
789,A019184,A019151,2022JJ00,38.0
790,A019184,A019151,2023JJ00,39.0
791,A019184,A019151,2024JJ00,42.0
792,A019184,A019152,2021JJ00,1178.0
793,A019184,A019152,2022JJ00,1223.0
794,A019184,A019152,2023JJ00,1339.0
795,A019184,A019152,2024JJ00,1448.0
796,A019184,A019154,2021JJ00,0.0
797,A019184,A019154,2022JJ00,0.0
798,A019184,A019154,2023JJ00,0.0
799,A019184,A019154,2024JJ00,0.0
800,A019184,A019155,2021JJ00,
801,A019184,A019155,2022JJ00,
802,A019184,A019155,2023JJ00,
803,A019184,A019155,2024JJ00,
804,A019184,A019156,2021JJ00,1178.0
805,A019184,A019156,2022JJ00,1223.0
806,A019184,A019156,2023JJ00,1339.0
807,A019184,A019156,2024JJ00,1448.0
808,A019184,A041720,2021JJ00,1687.0
809,A019184,A041720,2022JJ00,1700.0
810,A019184,A041720,2023JJ00,1781.0
811,A019184,A041720,2024JJ00,1854.0
812,A019184,A019157,2021JJ00,1152.0
813,A019184,A019157,2022JJ00,1140.0
814,A019184,A019157,2023JJ00,1205.0
815,A019184,A019157,2024JJ00,1243.0
816,A019184,A019158,2021JJ00,1152.0
817,A019184,A019158,2022JJ00,1140.0
818,A019184,A019158,2023JJ00,1205.0
819,A019184,A019158,2024JJ00,1243.0
820,A019184,A019161,2021JJ00,0.0
821,A019184,A019161,2022JJ00,0.0
822,A019184,A019161,2023JJ00,0.0
823,A019184,A019161,2024JJ00,0.0
824,A019184,A019162,2021JJ00,0.0
825,A019184,A019162,2022JJ00,0.0
826,A019184,A019162,2023JJ00,0.0
827,A019184,A019162,2024JJ00,0.0
828,A019184,A019163,2021JJ00,536.0
829,A019184,A019163,2022JJ00,561.0
830,A019184,A019163,2023JJ00,575.0
831,A019184,A019163,2024JJ00,611.0
832,A019184,A019164,2021JJ00,444.0
833,A019184,A019164,2022JJ00,468.0
834,A019184,A019164,2023JJ00,482.0
835,A019184,A019164,2024JJ00,515.0
836,A019184,A019165,2021JJ00,92.0
837,A019184,A019165,2022JJ00,93.0
838,A019184,A019165,2023JJ00,93.0
839,A019184,A019165,2024JJ00,96.0
840,A019185,A019149,2021JJ00,27659.0
841,A019185,A019149,2022JJ00,28276.0
842,A019185,A019149,2023JJ00,30488.0
843,A019185,A019149,2024JJ00,33386.0
844,A019185,A019150,2021JJ00,25907.0
845,A019185,A019150,2022JJ00,26422.0
846,A019185,A019150,2023JJ00,28563.0
847,A019185,A019150,2024JJ00,31361.0
848,A019185,A019151,2021JJ00,756.0
849,A019185,A019151,2022JJ00,394.0
850,A019185,A019151,2023JJ00,363.0
851,A019185,A019151,2024JJ00,396.0
852,A019185,A019152,2021JJ00,25150.0
853,A019185,A019152,2022JJ00,26028.0
854,A019185,A019152,2023JJ00,28201.0
855,A019185,A019152,2024JJ00,30965.0
856,A019185,A019154,2021JJ00,21219.0
857,A019185,A019154,2022JJ00,22384.0
858,A019185,A019154,2023JJ00,24437.0
859,A019185,A019154,2024JJ00,27073.0
860,A019185,A019155,2021JJ00,
861,A019185,A019155,2022JJ00,
862,A019185,A019155,2023JJ00,
863,A019185,A019155,2024JJ00,
864,A019185,A019156,2021JJ00,3931.0
865,A019185,A019156,2022JJ00,3645.0
866,A019185,A019156,2023JJ00,3763.0
867,A019185,A019156,2024JJ00,3893.0
868,A019185,A041720,2021JJ00,1753.0
869,A019185,A041720,2022JJ00,1853.0
870,A019185,A041720,2023JJ00,1925.0
871,A019185,A041720,2024JJ00,2026.0
872,A019185,A019157,2021JJ00,0.0
873,A019185,A019157,2022JJ00,0.0
874,A019185,A019157,2023JJ00,0.0
875,A019185,A019157,2024JJ00,0.0
876,A019185,A019158,2021JJ00,0.0
877,A019185,A019158,2022JJ00,0.0
878,A019185,A019158,2023JJ00,0.0
879,A019185,A019158,2024JJ00,0.0
880,A019185,A019161,2021JJ00,0.0
881,A019185,A019161,2022JJ00,0.0
882,A019185,A019161,2023JJ00,0.0
883,A019185,A019161,2024JJ00,0.0
884,A019185,A019162,2021JJ00,0.0
885,A019185,A019162,2022JJ00,0.0
886,A019185,A019162,2023JJ00,0.0
887,A019185,A019162,2024JJ00,0.0
888,A019185,A019163,2021JJ00,1753.0
889,A019185,A019163,2022JJ00,1853.0
890,A019185,A019163,2023JJ00,1925.0
891,A019185,A019163,2024JJ00,2026.0
892,A019185,A019164,2021JJ00,0.0
893,A019185,A019164,2022JJ00,0.0
894,A019185,A019164,2023JJ00,0.0
895,A019185,A019164,2024JJ00,0.0
896,A019185,A019165,2021JJ00,1753.0
897,A019185,A019165,2022JJ00,1853.0
898,A019185,A019165,2023JJ00,1925.0
899,A019185,A019165,2024JJ00,2026.0
900,A019187,A019149,2021JJ00,21022.0
901,A019187,A019149,2022JJ00,21409.0
902,A019187,A019149,2023JJ00,22943.0
903,A019187,A019149,2024JJ00,25057.0
904,A019187,A019150,2021JJ00,19357.0
905,A019187,A019150,2022JJ00,19660.0
906,A019187,A019150,2023JJ00,21136.0
907,A019187,A019150,2024JJ00,23155.0
908,A019187,A019151,2021JJ00,635.0
909,A019187,A019151,2022JJ00,366.0
910,A019187,A019151,2023JJ00,346.0
911,A019187,A019151,2024JJ00,377.0
912,A019187,A019152,2021JJ00,18722.0
913,A019187,A019152,2022JJ00,19294.0
914,A019187,A019152,2023JJ00,20790.0
915,A019187,A019152,2024JJ00,22778.0
916,A019187,A019154,2021JJ00,18312.0
917,A019187,A019154,2022JJ00,18942.0
918,A019187,A019154,2023JJ00,20429.0
919,A019187,A019154,2024JJ00,22404.0
920,A019187,A019155,2021JJ00,
921,A019187,A019155,2022JJ00,
922,A019187,A019155,2023JJ00,
923,A019187,A019155,2024JJ00,
924,A019187,A019156,2021JJ00,410.0
925,A019187,A019156,2022JJ00,352.0
926,A019187,A019156,2023JJ00,361.0
927,A019187,A019156,2024JJ00,374.0
928,A019187,A041720,2021JJ00,1665.0
929,A019187,A041720,2022JJ00,1749.0
930,A019187,A041720,2023JJ00,1807.0
931,A019187,A041720,2024JJ00,1902.0
932,A019187,A019157,2021JJ00,0.0
933,A019187,A019157,2022JJ00,0.0
934,A019187,A019157,2023JJ00,0.0
935,A019187,A019157,2024JJ00,0.0
936,A019187,A019158,2021JJ00,0.0
937,A019187,A019158,2022JJ00,0.0
938,A019187,A019158,2023JJ00,0.0
939,A019187,A019158,2024JJ00,0.0
940,A019187,A019161,2021JJ00,0.0
941,A019187,A019161,2022JJ00,0.0
942,A019187,A019161,2023JJ00,0.0
943,A019187,A019161,2024JJ00,0.0
944,A019187,A019162,2021JJ00,0.0
945,A019187,A019162,2022JJ00,0.0
946,A019187,A019162,2023JJ00,0.0
947,A019187,A019162,2024JJ00,0.0
948,A019187,A019163,2021JJ00,1665.0
949,A019187,A019163,2022JJ00,1749.0
950,A019187,A019163,2023JJ00,1807.0
951,A019187,A019163,2024JJ00,1902.0
952,A019187,A019164,2021JJ00,0.0
953,A019187,A019164,2022JJ00,0.0
954,A019187,A019164,2023JJ00,0.0
955,A019187,A019164,2024JJ00,0.0
956,A019187,A019165,2021JJ00,1665.0
957,A019187,A019165,2022JJ00,1749.0
958,A019187,A019165,2023JJ00,1807.0
959,A019187,A019165,2024JJ00,1902.0
960,A019188,A019149,2021JJ00,215.0
961,A019188,A019149,2022JJ00,230.0
962,A019188,A019149,2023JJ00,260.0
963,A019188,A019149,2024JJ00,288.0
964,A019188,A019150,2021JJ00,205.0
965,A019188,A019150,2022JJ00,219.0
966,A019188,A019150,2023JJ00,248.0
967,A019188,A019150,2024JJ00,275.0
968,A019188,A019151,2021JJ00,0.0
969,A019188,A019151,2022JJ00,0.0
970,A019188,A019151,2023JJ00,0.0
971,A019188,A019151,2024JJ00,0.0
972,A019188,A019152,2021JJ00,205.0
973,A019188,A019152,2022JJ00,219.0
974,A019188,A019152,2023JJ00,248.0
975,A019188,A019152,2024JJ00,275.0
976,A019188,A019154,2021JJ00,122.0
977,A019188,A019154,2022JJ00,135.0
978,A019188,A019154,2023JJ00,154.0
979,A019188,A019154,2024JJ00,171.0
980,A019188,A019155,2021JJ00,
981,A019188,A019155,2022JJ00,
982,A019188,A019155,2023JJ00,
983,A019188,A019155,2024JJ00,
984,A019188,A019156,2021JJ00,82.0
985,A019188,A019156,2022JJ00,84.0
986,A019188,A019156,2023JJ00,94.0
987,A019188,A019156,2024JJ00,105.0
988,A019188,A041720,2021JJ00,10.0
989,A019188,A041720,2022JJ00,11.0
990,A019188,A041720,2023JJ00,12.0
991,A019188,A041720,2024JJ00,12.0
992,A019188,A019157,2021JJ00,0.0
993,A019188,A019157,2022JJ00,0.0
994,A019188,A019157,2023JJ00,0.0
995,A019188,A019157,2024JJ00,0.0
996,A019188,A019158,2021JJ00,0.0
997,A019188,A019158,2022JJ00,0.0
998,A019188,A019158,2023JJ00,0.0
999,A019188,A019158,2024JJ00,0.0
1000,A019188,A019161,2021JJ00,0.0
1001,A019188,A019161,2022JJ00,0.0
1002,A019188,A019161,2023JJ00,0.0
1003,A019188,A019161,2024JJ00,0.0
1004,A019188,A019162,2021JJ00,0.0
1005,A019188,A019162,2022JJ00,0.0
1006,A019188,A019162,2023JJ00,0.0
1007,A019188,A019162,2024JJ00,0.0
1008,A019188,A019163,2021JJ00,10.0
1009,A019188,A019163,2022JJ00,11.0
1010,A019188,A019163,2023JJ00,12.0
1011,A019188,A019163,2024JJ00,12.0
1012,A019188,A019164,2021JJ00,0.0
1013,A019188,A019164,2022JJ00,0.0
1014,A019188,A019164,2023JJ00,0.0
1015,A019188,A019164,2024JJ00,0.0
1016,A019188,A019165,2021JJ00,10.0
1017,A019188,A019165,2022JJ00,11.0
1018,A019188,A019165,2023JJ00,12.0
1019,A019188,A019165,2024JJ00,12.0
1020,A019189,A019149,2021JJ00,230.0
1021,A019189,A019149,2022JJ00,243.0
1022,A019189,A019149,2023JJ00,271.0
1023,A019189,A019149,2024JJ00,302.0
1024,A019189,A019150,2021JJ00,222.0
1025,A019189,A019150,2022JJ00,235.0
1026,A019189,A019150,2023JJ00,262.0
1027,A019189,A019150,2024JJ00,292.0
1028,A019189,A019151,2021JJ00,11.0
1029,A019189,A019151,2022JJ00,15.0
1030,A019189,A019151,2023JJ00,16.0
1031,A019189,A019151,2024JJ00,18.0
1032,A019189,A019152,2021JJ00,211.0
1033,A019189,A019152,2022JJ00,219.0
1034,A019189,A019152,2023JJ00,245.0
1035,A019189,A019152,2024JJ00,274.0
1036,A019189,A019154,2021JJ00,79.0
1037,A019189,A019154,2022JJ00,76.0
1038,A019189,A019154,2023JJ00,87.0
1039,A019189,A019154,2024JJ00,98.0
1040,A019189,A019155,2021JJ00,
1041,A019189,A019155,2022JJ00,
1042,A019189,A019155,2023JJ00,
1043,A019189,A019155,2024JJ00,
1044,A019189,A019156,2021JJ00,131.0
1045,A019189,A019156,2022JJ00,143.0
1046,A019189,A019156,2023JJ00,159.0
1047,A019189,A019156,2024JJ00,176.0
1048,A019189,A041720,2021JJ00,8.0
1049,A019189,A041720,2022JJ00,8.0
1050,A019189,A041720,2023JJ00,9.0
1051,A019189,A041720,2024JJ00,9.0
1052,A019189,A019157,2021JJ00,0.0
1053,A019189,A019157,2022JJ00,0.0
1054,A019189,A019157,2023JJ00,0.0
1055,A019189,A019157,2024JJ00,0.0
1056,A019189,A019158,2021JJ00,0.0
1057,A019189,A019158,2022JJ00,0.0
1058,A019189,A019158,2023JJ00,0.0
1059,A019189,A019158,2024JJ00,0.0
1060,A019189,A019161,2021JJ00,0.0
1061,A019189,A019161,2022JJ00,0.0
1062,A019189,A019161,2023JJ00,0.0
1063,A019189,A019161,2024JJ00,0.0
1064,A019189,A019162,2021JJ00,0.0
1065,A019189,A019162,2022JJ00,0.0
1066,A019189,A019162,2023JJ00,0.0
1067,A019189,A019162,2024JJ00,0.0
1068,A019189,A019163,2021JJ00,8.0
1069,A019189,A019163,2022JJ00,8.0
1070,A019189,A019163,2023JJ00,9.0
1071,A019189,A019163,2024JJ00,9.0
1072,A019189,A019164,2021JJ00,0.0
1073,A019189,A019164,2022JJ00,0.0
1074,A019189,A019164,2023JJ00,0.0
1075,A019189,A019164,2024JJ00,0.0
1076,A019189,A019165,2021JJ00,8.0
1077,A019189,A019165,2022JJ00,8.0
1078,A019189,A019165,2023JJ00,9.0
1079,A019189,A019165,2024JJ00,9.0
1080,A019190,A019149,2021JJ00,6192.0
1081,A019190,A019149,2022JJ00,6394.0
1082,A019190,A019149,2023JJ00,7014.0
1083,A019190,A019149,2024JJ00,7739.0
1084,A019190,A019150,2021JJ00,6122.0
1085,A019190,A019150,2022JJ00,6309.0
1086,A019190,A019150,2023JJ00,6917.0
1087,A019190,A019150,2024JJ00,7638.0
1088,A019190,A019151,2021JJ00,110.0
1089,A019190,A019151,2022JJ00,13.0
1090,A019190,A019151,2023JJ00,0.0
1091,A019190,A019151,2024JJ00,0.0
1092,A019190,A019152,2021JJ00,6013.0
1093,A019190,A019152,2022JJ00,6296.0
1094,A019190,A019152,2023JJ00,6917.0
1095,A019190,A019152,2024JJ00,7638.0
1096,A019190,A019154,2021JJ00,2705.0
1097,A019190,A019154,2022JJ00,3231.0
1098,A019190,A019154,2023JJ00,3768.0
1099,A019190,A019154,2024JJ00,4401.0
1100,A019190,A019155,2021JJ00,
1101,A019190,A019155,2022JJ00,
1102,A019190,A019155,2023JJ00,
1103,A019190,A019155,2024JJ00,
1104,A019190,A019156,2021JJ00,3307.0
1105,A019190,A019156,2022JJ00,3066.0
1106,A019190,A019156,2023JJ00,3149.0
1107,A019190,A019156,2024JJ00,3237.0
1108,A019190,A041720,2021JJ00,70.0
1109,A019190,A041720,2022JJ00,85.0
1110,A019190,A041720,2023JJ00,97.0
1111,A019190,A041720,2024JJ00,102.0
1112,A019190,A019157,2021JJ00,0.0
1113,A019190,A019157,2022JJ00,0.0
1114,A019190,A019157,2023JJ00,0.0
1115,A019190,A019157,2024JJ00,0.0
1116,A019190,A019158,2021JJ00,0.0
1117,A019190,A019158,2022JJ00,0.0
1118,A019190,A019158,2023JJ00,0.0
1119,A019190,A019158,2024JJ00,0.0
1120,A019190,A019161,2021JJ00,0.0
1121,A019190,A019161,2022JJ00,0.0
1122,A019190,A019161,2023JJ00,0.0
1123,A019190,A019161,2024JJ00,0.0
1124,A019190,A019162,2021JJ00,0.0
1125,A019190,A019162,2022JJ00,0.0
1126,A019190,A019162,2023JJ00,0.0
1127,A019190,A019162,2024JJ00,0.0
1128,A019190,A019163,2021JJ00,70.0
1129,A019190,A019163,2022JJ00,85.0
1130,A019190,A019163,2023JJ00,97.0
1131,A019190,A019163,2024JJ00,102.0
1132,A019190,A019164,2021JJ00,0.0
1133,A019190,A019164,2022JJ00,0.0
1134,A019190,A019164,2023JJ00,0.0
1135,A019190,A019164,2024JJ00,0.0
1136,A019190,A019165,2021JJ00,70.0
1137,A019190,A019165,2022JJ00,85.0
1138,A019190,A019165,2023JJ00,97.0
1139,A019190,A019165,2024JJ00,102.0
1140,A019191,A019149,2021JJ00,951.0
1141,A019191,A019149,2022JJ00,975.0
1142,A019191,A019149,2023JJ00,1069.0
1143,A019191,A019149,2024JJ00,1140.0
1144,A019191,A019150,2021JJ00,895.0
1145,A019191,A019150,2022JJ00,918.0
1146,A019191,A019150,2023JJ00,1012.0
1147,A019191,A019150,2024JJ00,1082.0
1148,A019191,A019151,2021JJ00,2.0
1149,A019191,A019151,2022JJ00,0.0
1150,A019191,A019151,2023JJ00,0.0
1151,A019191,A019151,2024JJ00,0.0
1152,A019191,A019152,2021JJ00,893.0
1153,A019191,A019152,2022JJ00,918.0
1154,A019191,A019152,2023JJ00,1012.0
1155,A019191,A019152,2024JJ00,1082.0
1156,A019191,A019154,2021JJ00,0.0
1157,A019191,A019154,2022JJ00,0.0
1158,A019191,A019154,2023JJ00,0.0
1159,A019191,A019154,2024JJ00,0.0
1160,A019191,A019155,2021JJ00,
1161,A019191,A019155,2022JJ00,
1162,A019191,A019155,2023JJ00,
1163,A019191,A019155,2024JJ00,
1164,A019191,A019156,2021JJ00,893.0
1165,A019191,A019156,2022JJ00,918.0
1166,A019191,A019156,2023JJ00,1012.0
1167,A019191,A019156,2024JJ00,1082.0
1168,A019191,A041720,2021JJ00,56.0
1169,A019191,A041720,2022JJ00,57.0
1170,A019191,A041720,2023JJ00,57.0
1171,A019191,A041720,2024JJ00,58.0
1172,A019191,A019157,2021JJ00,3.0
1173,A019191,A019157,2022JJ00,3.0
1174,A019191,A019157,2023JJ00,3.0
1175,A019191,A019157,2024JJ00,3.0
1176,A019191,A019158,2021JJ00,3.0
1177,A019191,A019158,2022JJ00,3.0
1178,A019191,A019158,2023JJ00,3.0
1179,A019191,A019158,2024JJ00,3.0
1180,A019191,A019161,2021JJ00,0.0
1181,A019191,A019161,2022JJ00,0.0
1182,A019191,A019161,2023JJ00,0.0
1183,A019191,A019161,2024JJ00,0.0
1184,A019191,A019162,2021JJ00,0.0
1185,A019191,A019162,2022JJ00,0.0
1186,A019191,A019162,2023JJ00,0.0
1187,A019191,A019162,2024JJ00,0.0
1188,A019191,A019163,2021JJ00,53.0
1189,A019191,A019163,2022JJ00,54.0
1190,A019191,A019163,2023JJ00,54.0
1191,A019191,A019163,2024JJ00,55.0
1192,A019191,A019164,2021JJ00,0.0
1193,A019191,A019164,2022JJ00,0.0
1194,A019191,A019164,2023JJ00,0.0
1195,A019191,A019164,2024JJ00,0.0
1196,A019191,A019165,2021JJ00,53.0
1197,A019191,A019165,2022JJ00,54.0
1198,A019191,A019165,2023JJ00,54.0
1199,A019191,A019165,2024JJ00,55.0
1200,A019192,A019149,2021JJ00,69.0
1201,A019192,A019149,2022JJ00,69.0
1202,A019192,A019149,2023JJ00,69.0
1203,A019192,A019149,2024JJ00,75.0
1204,A019192,A019150,2021JJ00,64.0
1205,A019192,A019150,2022JJ00,64.0
1206,A019192,A019150,2023JJ00,65.0
1207,A019192,A019150,2024JJ00,70.0
1208,A019192,A019151,2021JJ00,0.0
1209,A019192,A019151,2022JJ00,0.0
1210,A019192,A019151,2023JJ00,0.0
1211,A019192,A019151,2024JJ00,0.0
1212,A019192,A019152,2021JJ00,64.0
1213,A019192,A019152,2022JJ00,64.0
1214,A019192,A019152,2023JJ00,65.0
1215,A019192,A019152,2024JJ00,70.0
1216,A019192,A019154,2021JJ00,0.0
1217,A019192,A019154,2022JJ00,0.0
1218,A019192,A019154,2023JJ00,0.0
1219,A019192,A019154,2024JJ00,0.0
1220,A019192,A019155,2021JJ00,
1221,A019192,A019155,2022JJ00,
1222,A019192,A019155,2023JJ00,
1223,A019192,A019155,2024JJ00,
1224,A019192,A019156,2021JJ00,64.0
1225,A019192,A019156,2022JJ00,64.0
1226,A019192,A019156,2023JJ00,65.0
1227,A019192,A019156,2024JJ00,70.0
1228,A019192,A041720,2021JJ00,5.0
1229,A019192,A041720,2022JJ00,5.0
1230,A019192,A041720,2023JJ00,5.0
1231,A019192,A041720,2024JJ00,5.0
1232,A019192,A019157,2021JJ00,0.0
1233,A019192,A019157,2022JJ00,0.0
1234,A019192,A019157,2023JJ00,0.0
1235,A019192,A019157,2024JJ00,0.0
1236,A019192,A019158,2021JJ00,0.0
1237,A019192,A019158,2022JJ00,0.0
1238,A019192,A019158,2023JJ00,0.0
1239,A019192,A019158,2024JJ00,0.0
1240,A019192,A019161,2021JJ00,0.0
1241,A019192,A019161,2022JJ00,0.0
1242,A019192,A019161,2023JJ00,0.0
1243,A019192,A019161,2024JJ00,0.0
1244,A019192,A019162,2021JJ00,0.0
1245,A019192,A019162,2022JJ00,0.0
1246,A019192,A019162,2023JJ00,0.0
1247,A019192,A019162,2024JJ00,0.0
1248,A019192,A019163,2021JJ00,5.0
1249,A019192,A019163,2022JJ00,5.0
1250,A019192,A019163,2023JJ00,5.0
1251,A019192,A019163,2024JJ00,5.0
1252,A019192,A019164,2021JJ00,0.0
1253,A019192,A019164,2022JJ00,0.0
1254,A019192,A019164,2023JJ00,0.0
1255,A019192,A019164,2024JJ00,0.0
1256,A019192,A019165,2021JJ00,5.0
1257,A019192,A019165,2022JJ00,5.0
1258,A019192,A019165,2023JJ00,5.0
1259,A019192,A019165,2024JJ00,5.0
1260,A019193,A019149,2021JJ00,0.0
1261,A019193,A019149,2022JJ00,0.0
1262,A019193,A019149,2023JJ00,0.0
1263,A019193,A019149,2024JJ00,0.0
1264,A019193,A019150,2021JJ00,0.0
1265,A019193,A019150,2022JJ00,0.0
1266,A019193,A019150,2023JJ00,0.0
1267,A019193,A019150,2024JJ00,0.0
1268,A019193,A019151,2021JJ00,0.0
1269,A019193,A019151,2022JJ00,0.0
1270,A019193,A019151,2023JJ00,0.0
1271,A019193,A019151,2024JJ00,0.0
1272,A019193,A019152,2021JJ00,0.0
1273,A019193,A019152,2022JJ00,0.0
1274,A019193,A019152,2023JJ00,0.0
1275,A019193,A019152,2024JJ00,0.0
1276,A019193,A019154,2021JJ00,0.0
1277,A019193,A019154,2022JJ00,0.0
1278,A019193,A019154,2023JJ00,0.0
1279,A019193,A019154,2024JJ00,0.0
1280,A019193,A019155,2021JJ00,
1281,A019193,A019155,2022JJ00,
1282,A019193,A019155,2023JJ00,
1283,A019193,A019155,2024JJ00,
1284,A019193,A019156,2021JJ00,0.0
1285,A019193,A019156,2022JJ00,0.0
1286,A019193,A019156,2023JJ00,0.0
1287,A019193,A019156,2024JJ00,0.0
1288,A019193,A041720,2021JJ00,0.0
1289,A019193,A041720,2022JJ00,0.0
1290,A019193,A041720,2023JJ00,0.0
1291,A019193,A041720,2024JJ00,0.0
1292,A019193,A019157,2021JJ00,0.0
1293,A019193,A019157,2022JJ00,0.0
1294,A019193,A019157,2023JJ00,0.0
1295,A019193,A019157,2024JJ00,0.0
1296,A019193,A019158,2021JJ00,0.0
1297,A019193,A019158,2022JJ00,0.0
1298,A019193,A019158,2023JJ00,0.0
1299,A019193,A019158,2024JJ00,0.0
1300,A019193,A019161,2021JJ00,0.0
1301,A019193,A019161,2022JJ00,0.0
1302,A019193,A019161,2023JJ00,0.0
