ID,SBI93,Perioden,ProducentenprijzenAfzetBinnenland_1,IngekochteGrondstoffenHalffabrikaten_2
730,101090,1985JJ00,0.0,111.0
731,101090,1986JJ00,0.0,94.0
732,101090,1987JJ00,0.0,87.0
733,101090,1988JJ00,0.0,95.0
734,101090,1989JJ00,0.0,105.0
735,101090,1990JJ00,0.0,100.0
736,101090,1991JJ00,0.0,99.0
737,101090,1992JJ00,0.0,98.0
738,101090,1993JJ00,0.0,97.0
739,101090,1994JJ00,0.0,98.0
740,101090,1995JJ00,0.0,101.0
741,101090,1996JJ00,0.0,100.0
742,101090,1997JJ00,0.0,103.0
743,101090,1998JJ00,0.0,103.0
744,101090,1999JJ00,0.0,98.0
745,101090,2000JJ00,0.0,110.0
746,101090,2001JJ00,0.0,113.0
747,101090,2002JJ00,0.0,110.0
748,101100,1935JJ00,,
749,101100,1936JJ00,,
750,101100,1937JJ00,,
751,101100,1938JJ00,,
752,101100,1939JJ00,,
753,101100,1940JJ00,,
754,101100,1941JJ00,,
755,101100,1942JJ00,,
756,101100,1943JJ00,,
757,101100,1944JJ00,,
758,101100,1945JJ00,,
759,101100,1946JJ00,,
760,101100,1947JJ00,,
761,101100,1948JJ00,23.0,
762,101100,1949JJ00,24.0,
763,101100,1950JJ00,27.0,
764,101100,1951JJ00,33.0,
765,101100,1952JJ00,35.0,
766,101100,1953JJ00,32.0,
767,101100,1954JJ00,31.0,
768,101100,1955JJ00,33.0,
769,101100,1956JJ00,30.0,
770,101100,1957JJ00,36.0,
771,101100,1958JJ00,35.0,
772,101100,1959JJ00,35.0,
773,101100,1960JJ00,35.0,
774,101100,1961JJ00,32.0,
775,101100,1962JJ00,35.0,
776,101100,1963JJ00,35.0,
777,101100,1964JJ00,36.0,
778,101100,1965JJ00,37.0,
779,101100,1966JJ00,38.0,
780,101100,1967JJ00,38.0,
781,101100,1968JJ00,38.0,
782,101100,1969JJ00,40.0,
783,101100,1970JJ00,43.0,
784,101100,1971JJ00,46.0,
785,101100,1972JJ00,47.0,
786,101100,1973JJ00,49.0,
787,101100,1974JJ00,57.0,
788,101100,1975JJ00,62.0,66.0
789,101100,1976JJ00,65.0,70.0
790,101100,1977JJ00,68.0,67.0
791,101100,1978JJ00,70.0,70.0
792,101100,1979JJ00,72.0,74.0
793,101100,1980JJ00,76.0,79.0
794,101100,1981JJ00,80.0,84.0
795,101100,1982JJ00,85.0,90.0
796,101100,1983JJ00,87.0,91.0
797,101100,1984JJ00,89.0,95.0
798,101100,1985JJ00,91.0,99.0
799,101100,1986JJ00,93.0,93.0
800,101100,1987JJ00,93.0,90.0
801,101100,1988JJ00,94.0,95.0
802,101100,1989JJ00,98.0,103.0
803,101100,1990JJ00,100.0,100.0
804,101100,1991JJ00,103.0,102.0
805,101100,1992JJ00,105.0,103.0
806,101100,1993JJ00,106.0,103.0
807,101100,1994JJ00,107.0,104.0
808,101100,1995JJ00,108.0,105.0
809,101100,1996JJ00,110.0,105.0
810,101100,1997JJ00,111.0,107.0
811,101100,1998JJ00,113.0,108.0
812,101100,1999JJ00,113.0,103.0
813,101100,2000JJ00,116.0,114.0
814,101100,2001JJ00,119.0,113.0
815,101100,2002JJ00,121.0,113.0
816,101110,1935JJ00,,
817,101110,1936JJ00,,
818,101110,1937JJ00,,
819,101110,1938JJ00,,
820,101110,1939JJ00,,
821,101110,1940JJ00,,
822,101110,1941JJ00,,
823,101110,1942JJ00,,
824,101110,1943JJ00,,
825,101110,1944JJ00,,
826,101110,1945JJ00,,
827,101110,1946JJ00,,
828,101110,1947JJ00,,
829,101110,1948JJ00,21.0,
830,101110,1949JJ00,21.0,
831,101110,1950JJ00,23.0,
832,101110,1951JJ00,26.0,
833,101110,1952JJ00,28.0,
834,101110,1953JJ00,28.0,
835,101110,1954JJ00,28.0,
836,101110,1955JJ00,29.0,
837,101110,1956JJ00,30.0,
838,101110,1957JJ00,30.0,
839,101110,1958JJ00,30.0,
840,101110,1959JJ00,29.0,
841,101110,1960JJ00,30.0,
842,101110,1961JJ00,30.0,
843,101110,1962JJ00,31.0,
844,101110,1963JJ00,31.0,
845,101110,1964JJ00,33.0,
846,101110,1965JJ00,34.0,
847,101110,1966JJ00,35.0,
848,101110,1967JJ00,37.0,
849,101110,1968JJ00,37.0,
850,101110,1969JJ00,38.0,
851,101110,1970JJ00,41.0,
852,101110,1971JJ00,44.0,
853,101110,1972JJ00,47.0,
854,101110,1973JJ00,49.0,
855,101110,1974JJ00,55.0,
856,101110,1975JJ00,61.0,66.0
857,101110,1976JJ00,67.0,70.0
858,101110,1977JJ00,70.0,68.0
859,101110,1978JJ00,72.0,72.0
860,101110,1979JJ00,74.0,75.0
861,101110,1980JJ00,78.0,79.0
862,101110,1981JJ00,81.0,84.0
863,101110,1982JJ00,86.0,91.0
864,101110,1983JJ00,88.0,92.0
865,101110,1984JJ00,90.0,95.0
866,101110,1985JJ00,93.0,99.0
867,101110,1986JJ00,94.0,95.0
868,101110,1987JJ00,95.0,93.0
869,101110,1988JJ00,96.0,96.0
870,101110,1989JJ00,98.0,102.0
871,101110,1990JJ00,100.0,100.0
872,101110,1991JJ00,104.0,101.0
873,101110,1992JJ00,108.0,101.0
874,101110,1993JJ00,108.0,100.0
875,101110,1994JJ00,111.0,102.0
876,101110,1995JJ00,113.0,104.0
877,101110,1996JJ00,114.0,105.0
878,101110,1997JJ00,116.0,107.0
879,101110,1998JJ00,119.0,107.0
880,101110,1999JJ00,120.0,106.0
881,101110,2000JJ00,121.0,112.0
882,101110,2001JJ00,122.0,114.0
883,101110,2002JJ00,125.0,113.0
884,101120,1935JJ00,,
885,101120,1936JJ00,,
886,101120,1937JJ00,,
887,101120,1938JJ00,,
888,101120,1939JJ00,,
889,101120,1940JJ00,,
890,101120,1941JJ00,,
891,101120,1942JJ00,,
892,101120,1943JJ00,,
893,101120,1944JJ00,,
894,101120,1945JJ00,,
895,101120,1946JJ00,,
896,101120,1947JJ00,,
897,101120,1948JJ00,30.0,
898,101120,1949JJ00,33.0,
899,101120,1950JJ00,37.0,
900,101120,1951JJ00,57.0,
901,101120,1952JJ00,53.0,
902,101120,1953JJ00,47.0,
903,101120,1954JJ00,46.0,
904,101120,1955JJ00,52.0,
905,101120,1956JJ00,55.0,
906,101120,1957JJ00,52.0,
907,101120,1958JJ00,45.0,
908,101120,1959JJ00,46.0,
909,101120,1960JJ00,46.0,
910,101120,1961JJ00,46.0,
911,101120,1962JJ00,46.0,
912,101120,1963JJ00,45.0,
913,101120,1964JJ00,47.0,
914,101120,1965JJ00,50.0,
915,101120,1966JJ00,58.0,
916,101120,1967JJ00,57.0,
917,101120,1968JJ00,59.0,
918,101120,1969JJ00,63.0,
919,101120,1970JJ00,64.0,
920,101120,1971JJ00,65.0,
921,101120,1972JJ00,68.0,
922,101120,1973JJ00,72.0,
923,101120,1974JJ00,78.0,
924,101120,1975JJ00,79.0,65.0
925,101120,1976JJ00,81.0,69.0
926,101120,1977JJ00,81.0,70.0
927,101120,1978JJ00,81.0,68.0
928,101120,1979JJ00,83.0,76.0
929,101120,1980JJ00,84.0,82.0
930,101120,1981JJ00,90.0,90.0
931,101120,1982JJ00,93.0,91.0
932,101120,1983JJ00,95.0,95.0
933,101120,1984JJ00,97.0,97.0
934,101120,1985JJ00,99.0,103.0
935,101120,1986JJ00,98.0,96.0
936,101120,1987JJ00,99.0,94.0
937,101120,1988JJ00,100.0,96.0
938,101120,1989JJ00,101.0,101.0
939,101120,1990JJ00,100.0,100.0
940,101120,1991JJ00,103.0,100.0
941,101120,1992JJ00,107.0,100.0
942,101120,1993JJ00,109.0,99.0
943,101120,1994JJ00,110.0,101.0
944,101120,1995JJ00,112.0,102.0
945,101120,1996JJ00,113.0,102.0
946,101120,1997JJ00,114.0,105.0
947,101120,1998JJ00,116.0,105.0
948,101120,1999JJ00,117.0,104.0
949,101120,2000JJ00,119.0,110.0
950,101120,2001JJ00,121.0,111.0
951,101120,2002JJ00,122.0,108.0
952,101130,1935JJ00,,
953,101130,1936JJ00,,
954,101130,1937JJ00,,
955,101130,1938JJ00,,
956,101130,1939JJ00,,
957,101130,1940JJ00,,
958,101130,1941JJ00,,
959,101130,1942JJ00,,
960,101130,1943JJ00,,
961,101130,1944JJ00,,
962,101130,1945JJ00,,
963,101130,1946JJ00,,
964,101130,1947JJ00,,
965,101130,1948JJ00,26.0,
966,101130,1949JJ00,27.0,
967,101130,1950JJ00,30.0,
968,101130,1951JJ00,33.0,
969,101130,1952JJ00,34.0,
970,101130,1953JJ00,34.0,
971,101130,1954JJ00,34.0,
972,101130,1955JJ00,34.0,
973,101130,1956JJ00,35.0,
974,101130,1957JJ00,36.0,
975,101130,1958JJ00,36.0,
976,101130,1959JJ00,37.0,
977,101130,1960JJ00,37.0,
978,101130,1961JJ00,37.0,
979,101130,1962JJ00,37.0,
980,101130,1963JJ00,37.0,
981,101130,1964JJ00,37.0,
982,101130,1965JJ00,38.0,
983,101130,1966JJ00,39.0,
984,101130,1967JJ00,39.0,
985,101130,1968JJ00,38.0,
986,101130,1969JJ00,39.0,
987,101130,1970JJ00,41.0,
988,101130,1971JJ00,43.0,
989,101130,1972JJ00,46.0,
990,101130,1973JJ00,48.0,
991,101130,1974JJ00,52.0,
992,101130,1975JJ00,57.0,60.0
993,101130,1976JJ00,61.0,65.0
994,101130,1977JJ00,64.0,65.0
995,101130,1978JJ00,67.0,66.0
996,101130,1979JJ00,69.0,69.0
997,101130,1980JJ00,73.0,76.0
998,101130,1981JJ00,75.0,82.0
999,101130,1982JJ00,79.0,86.0
1000,101130,1983JJ00,81.0,88.0
1001,101130,1984JJ00,84.0,93.0
1002,101130,1985JJ00,87.0,95.0
1003,101130,1986JJ00,89.0,94.0
1004,101130,1987JJ00,91.0,93.0
1005,101130,1988JJ00,94.0,96.0
1006,101130,1989JJ00,98.0,100.0
1007,101130,1990JJ00,100.0,100.0
1008,101130,1991JJ00,103.0,102.0
1009,101130,1992JJ00,106.0,102.0
1010,101130,1993JJ00,108.0,102.0
1011,101130,1994JJ00,108.0,103.0
1012,101130,1995JJ00,111.0,104.0
1013,101130,1996JJ00,114.0,104.0
1014,101130,1997JJ00,114.0,106.0
1015,101130,1998JJ00,112.0,107.0
1016,101130,1999JJ00,,
1017,101130,2000JJ00,,
1018,101130,2001JJ00,,
1019,101130,2002JJ00,,
1020,101150,1935JJ00,,
1021,101150,1936JJ00,,
1022,101150,1937JJ00,,
1023,101150,1938JJ00,,
1024,101150,1939JJ00,,
1025,101150,1940JJ00,,
1026,101150,1941JJ00,,
1027,101150,1942JJ00,,
1028,101150,1943JJ00,,
1029,101150,1944JJ00,,
1030,101150,1945JJ00,,
1031,101150,1946JJ00,,
1032,101150,1947JJ00,,
1033,101150,1948JJ00,,
1034,101150,1949JJ00,,
1035,101150,1950JJ00,,
1036,101150,1951JJ00,,
1037,101150,1952JJ00,,
1038,101150,1953JJ00,,
1039,101150,1954JJ00,,
1040,101150,1955JJ00,,
1041,101150,1956JJ00,,
1042,101150,1957JJ00,,
1043,101150,1958JJ00,,
1044,101150,1959JJ00,,
1045,101150,1960JJ00,,
1046,101150,1961JJ00,,
1047,101150,1962JJ00,,
1048,101150,1963JJ00,,
1049,101150,1964JJ00,,
1050,101150,1965JJ00,,
1051,101150,1966JJ00,,
1052,101150,1967JJ00,,
1053,101150,1968JJ00,,
1054,101150,1969JJ00,,
1055,101150,1970JJ00,,
1056,101150,1971JJ00,,
1057,101150,1972JJ00,,
1058,101150,1973JJ00,,
1059,101150,1974JJ00,,
1060,101150,1975JJ00,63.0,62.0
1061,101150,1976JJ00,71.0,75.0
1062,101150,1977JJ00,74.0,82.0
1063,101150,1978JJ00,78.0,77.0
1064,101150,1979JJ00,82.0,93.0
1065,101150,1980JJ00,93.0,126.0
1066,101150,1981JJ00,114.0,155.0
1067,101150,1982JJ00,127.0,152.0
1068,101150,1983JJ00,128.0,155.0
1069,101150,1984JJ00,133.0,168.0
1070,101150,1985JJ00,138.0,167.0
1071,101150,1986JJ00,118.0,110.0
1072,101150,1987JJ00,97.0,116.0
1073,101150,1988JJ00,93.0,102.0
1074,101150,1989JJ00,92.0,103.0
1075,101150,1990JJ00,100.0,100.0
1076,101150,1991JJ00,105.0,99.0
1077,101150,1992JJ00,103.0,100.0
1078,101150,1993JJ00,101.0,98.0
1079,101150,1994JJ00,103.0,96.0
1080,101150,1995JJ00,108.0,94.0
1081,101150,1996JJ00,109.0,94.0
1082,101150,1997JJ00,115.0,97.0
1083,101150,1998JJ00,115.0,99.0
1084,101150,1999JJ00,110.0,97.0
1085,101150,2000JJ00,115.0,111.0
1086,101150,2001JJ00,124.0,138.0
1087,101150,2002JJ00,130.0,135.0
