ID,Geslacht,Leeftijden,TypeZorg,BurgerlijkeStaat,Perioden,AantalInVerslagjaar_1,PercentageInVerslagjaar_2,TotaalUrenInVerslagjaar_3,GemiddeldPerPersoonInVerslagjaar_4,GemiddeldInBevolkingInVerslagjaar_5
1213,0,3, 1,3,2006JJ00,60960,16.33,7275,119,19.49
1214,0,3, 1,3,2007JJ00,62520,16.57,7500,120,19.88
1215,0,3, 1,3,2008JJ00,63145,16.44,7636,121,19.88
1216,0,3, 1,3,2009JJ00,63410,16.33,7897,125,20.34
1217,0,3, 1,3,2010JJ00,60725,15.41,7775,128,19.72
1218,0,3, 1,4,2004JJ00,2920,11.52,309,106,12.18
1219,0,3, 1,4,2005JJ00,4090,15.43,472,115,17.81
1220,0,3, 1,4,2006JJ00,4645,16.8,544,117,19.66
1221,0,3, 1,4,2007JJ00,4965,17.07,573,115,19.71
1222,0,3, 1,4,2008JJ00,5140,16.78,598,116,19.52
1223,0,3, 1,4,2009JJ00,5445,16.87,643,118,19.9
1224,0,3, 1,4,2010JJ00,5525,16.03,677,122,19.63
1225,0,3, 2,0,2004JJ00,13840,2.16,4137,299,6.46
1226,0,3, 2,0,2005JJ00,13710,2.09,3346,244,5.11
1227,0,3, 2,0,2006JJ00,15310,2.29,2879,188,4.3
1228,0,3, 2,0,2007JJ00,23445,3.43,3199,136,4.68
1229,0,3, 2,0,2008JJ00,34335,4.89,3978,116,5.67
1230,0,3, 2,0,2009JJ00,42115,5.87,4731,112,6.59
1231,0,3, 2,0,2010JJ00,49705,6.73,5135,103,6.95
1232,0,3, 2,1,2004JJ00,1000,2.24,200,200,4.48
1233,0,3, 2,1,2005JJ00,910,2.03,161,177,3.6
1234,0,3, 2,1,2006JJ00,990,2.21,126,127,2.81
1235,0,3, 2,1,2007JJ00,1520,3.4,142,93,3.18
1236,0,3, 2,1,2008JJ00,2160,4.78,218,101,4.83
1237,0,3, 2,1,2009JJ00,2545,5.66,267,105,5.94
1238,0,3, 2,1,2010JJ00,2895,6.39,321,111,7.1
1239,0,3, 2,2,2004JJ00,4435,2.13,1031,233,4.95
1240,0,3, 2,2,2005JJ00,5360,2.48,868,162,4.02
1241,0,3, 2,2,2006JJ00,6455,2.89,743,115,3.32
1242,0,3, 2,2,2007JJ00,9930,4.28,984,99,4.25
1243,0,3, 2,2,2008JJ00,14350,5.94,1295,90,5.36
1244,0,3, 2,2,2009JJ00,17660,7.01,1616,92,6.42
1245,0,3, 2,2,2010JJ00,20870,7.89,1808,87,6.84
1246,0,3, 2,3,2004JJ00,7920,2.19,2795,353,7.72
1247,0,3, 2,3,2005JJ00,7075,1.92,2245,317,6.11
1248,0,3, 2,3,2006JJ00,7480,2.0,1962,262,5.26
1249,0,3, 2,3,2007JJ00,11365,3.01,1984,175,5.26
1250,0,3, 2,3,2008JJ00,16845,4.39,2326,138,6.05
1251,0,3, 2,3,2009JJ00,20585,5.3,2685,130,6.92
1252,0,3, 2,3,2010JJ00,24410,6.19,2853,117,7.24
1253,0,3, 2,4,2004JJ00,490,1.93,110,226,4.35
1254,0,3, 2,4,2005JJ00,365,1.38,72,196,2.7
1255,0,3, 2,4,2006JJ00,385,1.39,48,125,1.74
1256,0,3, 2,4,2007JJ00,630,2.17,88,140,3.04
1257,0,3, 2,4,2008JJ00,980,3.2,139,142,4.53
1258,0,3, 2,4,2009JJ00,1325,4.11,162,122,5.02
1259,0,3, 2,4,2010JJ00,1530,4.45,152,99,4.42
1260,0,3, 3,0,2004JJ00,14865,2.32,530,36,0.83
1261,0,3, 3,0,2005JJ00,12830,1.96,278,22,0.43
1262,0,3, 3,0,2006JJ00,13245,1.98,267,20,0.4
1263,0,3, 3,0,2007JJ00,11360,1.66,237,21,0.35
1264,0,3, 3,0,2008JJ00,9345,1.33,184,20,0.26
1265,0,3, 3,0,2009JJ00,7945,1.11,159,20,0.22
1266,0,3, 3,0,2010JJ00,7830,1.06,162,21,0.22
1267,0,3, 3,1,2004JJ00,935,2.1,41,44,0.93
1268,0,3, 3,1,2005JJ00,845,1.89,24,28,0.53
1269,0,3, 3,1,2006JJ00,860,1.93,20,24,0.46
1270,0,3, 3,1,2007JJ00,730,1.63,17,23,0.38
1271,0,3, 3,1,2008JJ00,560,1.24,17,31,0.38
1272,0,3, 3,1,2009JJ00,475,1.05,15,33,0.34
1273,0,3, 3,1,2010JJ00,495,1.09,11,22,0.24
1274,0,3, 3,2,2004JJ00,7110,3.42,192,27,0.92
1275,0,3, 3,2,2005JJ00,5855,2.71,110,19,0.51
1276,0,3, 3,2,2006JJ00,6000,2.68,105,18,0.47
1277,0,3, 3,2,2007JJ00,5205,2.25,94,18,0.4
1278,0,3, 3,2,2008JJ00,4515,1.87,75,17,0.31
1279,0,3, 3,2,2009JJ00,3830,1.52,65,17,0.26
1280,0,3, 3,2,2010JJ00,3620,1.37,65,18,0.24
1281,0,3, 3,3,2004JJ00,6390,1.76,284,44,0.78
1282,0,3, 3,3,2005JJ00,5695,1.55,133,23,0.36
1283,0,3, 3,3,2006JJ00,5930,1.59,131,22,0.35
1284,0,3, 3,3,2007JJ00,5005,1.33,117,23,0.31
1285,0,3, 3,3,2008JJ00,3925,1.02,85,22,0.22
1286,0,3, 3,3,2009JJ00,3355,0.86,73,22,0.19
1287,0,3, 3,3,2010JJ00,3415,0.87,80,23,0.2
1288,0,3, 3,4,2004JJ00,430,1.69,13,31,0.52
1289,0,3, 3,4,2005JJ00,440,1.66,12,27,0.44
1290,0,3, 3,4,2006JJ00,450,1.63,10,23,0.38
1291,0,3, 3,4,2007JJ00,420,1.45,10,23,0.34
1292,0,3, 3,4,2008JJ00,350,1.14,7,21,0.24
1293,0,3, 3,4,2009JJ00,285,0.89,6,21,0.18
1294,0,3, 3,4,2010JJ00,300,0.86,6,22,0.19
1295,0,3, 4,0,2004JJ00,46495,7.26,7509,161,11.73
1296,0,3, 4,0,2005JJ00,30920,4.72,5748,186,8.78
1297,0,3, 4,0,2006JJ00,28885,4.32,5816,201,8.69
1298,0,3, 4,0,2007JJ00,33480,4.9,7209,215,10.56
1299,0,3, 4,0,2008JJ00,48270,6.88,11563,240,16.48
1300,0,3, 4,0,2009JJ00,60285,8.4,15753,261,21.96
1301,0,3, 4,0,2010JJ00,66190,8.96,18328,277,24.82
1302,0,3, 4,1,2004JJ00,2425,5.43,379,156,8.49
1303,0,3, 4,1,2005JJ00,1850,4.14,336,181,7.5
1304,0,3, 4,1,2006JJ00,1665,3.72,323,194,7.22
1305,0,3, 4,1,2007JJ00,1845,4.13,377,204,8.44
1306,0,3, 4,1,2008JJ00,2625,5.82,613,233,13.59
1307,0,3, 4,1,2009JJ00,3200,7.11,814,255,18.11
1308,0,3, 4,1,2010JJ00,3550,7.84,971,274,21.45
1309,0,3, 4,2,2004JJ00,9225,4.43,1363,148,6.55
1310,0,3, 4,2,2005JJ00,6145,2.85,998,162,4.62
1311,0,3, 4,2,2006JJ00,5805,2.6,1030,177,4.61
1312,0,3, 4,2,2007JJ00,6385,2.75,1277,200,5.51
1313,0,3, 4,2,2008JJ00,8525,3.53,1887,221,7.81
1314,0,3, 4,2,2009JJ00,10245,4.07,2449,239,9.72
1315,0,3, 4,2,2010JJ00,11150,4.22,2816,253,10.65
1316,0,3, 4,3,2004JJ00,32625,9.01,5418,166,14.96
1317,0,3, 4,3,2005JJ00,21425,5.83,4153,194,11.3
1318,0,3, 4,3,2006JJ00,20020,5.36,4182,209,11.21
1319,0,3, 4,3,2007JJ00,23615,6.26,5214,221,13.82
1320,0,3, 4,3,2008JJ00,34680,9.03,8495,245,22.11
1321,0,3, 4,3,2009JJ00,43645,11.24,11669,267,30.05
1322,0,3, 4,3,2010JJ00,47750,12.11,13517,283,34.29
1323,0,3, 4,4,2004JJ00,2225,8.77,350,157,13.79
1324,0,3, 4,4,2005JJ00,1500,5.65,262,175,9.87
1325,0,3, 4,4,2006JJ00,1395,5.04,280,201,10.14
1326,0,3, 4,4,2007JJ00,1635,5.62,341,209,11.73
1327,0,3, 4,4,2008JJ00,2430,7.94,567,233,18.51
1328,0,3, 4,4,2009JJ00,3200,9.9,820,257,25.41
1329,0,3, 4,4,2010JJ00,3735,10.84,1023,274,29.69
1330,0,3, 5,0,2004JJ00,8060,1.26,1077,134,1.68
1331,0,3, 5,0,2005JJ00,10195,1.56,1399,137,2.14
1332,0,3, 5,0,2006JJ00,11795,1.76,1706,145,2.55
1333,0,3, 5,0,2007JJ00,9170,1.34,1373,150,2.01
1334,0,3, 5,0,2008JJ00,6225,0.89,938,151,1.34
1335,0,3, 5,0,2009JJ00,4785,0.67,739,154,1.03
1336,0,3, 5,0,2010JJ00,4135,0.56,659,159,0.89
1337,0,3, 5,1,2004JJ00,390,0.88,48,124,1.08
1338,0,3, 5,1,2005JJ00,540,1.21,72,133,1.61
1339,0,3, 5,1,2006JJ00,620,1.38,84,135,1.87
1340,0,3, 5,1,2007JJ00,520,1.16,72,139,1.62
1341,0,3, 5,1,2008JJ00,345,0.77,50,145,1.11
1342,0,3, 5,1,2009JJ00,230,0.51,32,138,0.71
1343,0,3, 5,1,2010JJ00,215,0.47,31,144,0.68
1344,0,3, 5,2,2004JJ00,2065,0.99,251,121,1.2
1345,0,3, 5,2,2005JJ00,2385,1.1,289,121,1.34
1346,0,3, 5,2,2006JJ00,2530,1.13,340,134,1.52
1347,0,3, 5,2,2007JJ00,1860,0.8,264,142,1.14
1348,0,3, 5,2,2008JJ00,1310,0.54,189,144,0.78
1349,0,3, 5,2,2009JJ00,1015,0.4,155,152,0.61
1350,0,3, 5,2,2010JJ00,960,0.36,152,158,0.57
1351,0,3, 5,3,2004JJ00,5285,1.46,735,139,2.03
1352,0,3, 5,3,2005JJ00,6775,1.84,969,143,2.64
1353,0,3, 5,3,2006JJ00,8000,2.14,1189,149,3.19
1354,0,3, 5,3,2007JJ00,6225,1.65,949,152,2.52
1355,0,3, 5,3,2008JJ00,4155,1.08,636,153,1.66
1356,0,3, 5,3,2009JJ00,3235,0.83,504,156,1.3
1357,0,3, 5,3,2010JJ00,2685,0.68,433,161,1.1
1358,0,3, 5,4,2004JJ00,320,1.27,43,134,1.7
1359,0,3, 5,4,2005JJ00,495,1.87,69,139,2.59
1360,0,3, 5,4,2006JJ00,645,2.33,93,144,3.35
1361,0,3, 5,4,2007JJ00,565,1.94,88,156,3.03
1362,0,3, 5,4,2008JJ00,410,1.35,62,151,2.04
1363,0,3, 5,4,2009JJ00,305,0.94,48,160,1.5
1364,0,3, 5,4,2010JJ00,280,0.81,44,157,1.27
1365,0,3, 6,0,2004JJ00,32485,5.07,4743,146,7.41
1366,0,3, 6,0,2005JJ00,30395,4.64,3811,125,5.82
1367,0,3, 6,0,2006JJ00,30555,4.57,3986,130,5.96
1368,0,3, 6,0,2007JJ00,35260,5.16,5362,152,7.85
1369,0,3, 6,0,2008JJ00,32760,4.67,5162,158,7.36
1370,0,3, 6,0,2009JJ00,29965,4.18,4763,159,6.64
1371,0,3, 6,0,2010JJ00,30140,4.08,4946,164,6.7
1372,0,3, 6,1,2004JJ00,2345,5.25,408,174,9.14
1373,0,3, 6,1,2005JJ00,2000,4.47,291,145,6.5
1374,0,3, 6,1,2006JJ00,1955,4.37,295,151,6.59
1375,0,3, 6,1,2007JJ00,2180,4.88,383,176,8.57
1376,0,3, 6,1,2008JJ00,2050,4.55,369,180,8.18
1377,0,3, 6,1,2009JJ00,1795,3.99,321,179,7.14
1378,0,3, 6,1,2010JJ00,1700,3.76,325,191,7.17
1379,0,3, 6,2,2004JJ00,11905,5.72,1469,123,7.06
1380,0,3, 6,2,2005JJ00,13005,6.02,1444,111,6.69
1381,0,3, 6,2,2006JJ00,13760,6.15,1629,118,7.29
1382,0,3, 6,2,2007JJ00,15630,6.74,2066,132,8.91
1383,0,3, 6,2,2008JJ00,14255,5.9,1946,136,8.06
1384,0,3, 6,2,2009JJ00,13440,5.34,1855,138,7.37
1385,0,3, 6,2,2010JJ00,13415,5.07,1934,144,7.31
1386,0,3, 6,3,2004JJ00,17250,4.76,2709,157,7.48
1387,0,3, 6,3,2005JJ00,14550,3.96,1962,135,5.34
1388,0,3, 6,3,2006JJ00,13995,3.75,1963,140,5.26
1389,0,3, 6,3,2007JJ00,16415,4.35,2756,168,7.31
1390,0,3, 6,3,2008JJ00,15410,4.01,2681,174,6.98
1391,0,3, 6,3,2009JJ00,13730,3.54,2422,176,6.24
1392,0,3, 6,3,2010JJ00,14040,3.56,2526,180,6.41
1393,0,3, 6,4,2004JJ00,980,3.87,157,160,6.21
1394,0,3, 6,4,2005JJ00,840,3.17,114,136,4.3
1395,0,3, 6,4,2006JJ00,850,3.07,99,117,3.59
1396,0,3, 6,4,2007JJ00,1035,3.56,157,151,5.38
1397,0,3, 6,4,2008JJ00,1040,3.4,166,159,5.41
1398,0,3, 6,4,2009JJ00,1000,3.09,165,165,5.1
1399,0,3, 6,4,2010JJ00,985,2.86,161,163,4.67
1400,0,3, 7,0,2004JJ00,71460,11.16,21932,307,34.26
1401,0,3, 7,0,2005JJ00,75200,11.49,24326,323,37.15
1402,0,3, 7,0,2006JJ00,77830,11.63,26551,341,39.67
1403,0,3, 7,0,2007JJ00,68765,10.07,24421,355,35.77
1404,0,3, 7,0,2008JJ00,56460,8.05,20392,361,29.07
1405,0,3, 7,0,2009JJ00,46785,6.52,17358,371,24.2
1406,0,3, 7,0,2010JJ00,41600,5.63,15644,376,21.19
1407,0,3, 7,1,2004JJ00,4155,9.31,1396,336,31.27
1408,0,3, 7,1,2005JJ00,4490,10.03,1570,350,35.09
1409,0,3, 7,1,2006JJ00,4650,10.39,1716,369,38.34
1410,0,3, 7,1,2007JJ00,4080,9.13,1543,378,34.54
1411,0,3, 7,1,2008JJ00,3225,7.14,1243,386,27.54
1412,0,3, 7,1,2009JJ00,2670,5.94,1051,394,23.38
1413,0,3, 7,1,2010JJ00,2285,5.05,900,394,19.89
1414,0,3, 7,2,2004JJ00,14125,6.79,3731,264,17.93
1415,0,3, 7,2,2005JJ00,14320,6.63,3947,276,18.28
1416,0,3, 7,2,2006JJ00,14415,6.45,4202,292,18.79
1417,0,3, 7,2,2007JJ00,11330,4.89,3529,312,15.23
1418,0,3, 7,2,2008JJ00,8995,3.72,2882,320,11.93
1419,0,3, 7,2,2009JJ00,7645,3.04,2542,333,10.09
1420,0,3, 7,2,2010JJ00,6990,2.64,2365,338,8.94
1421,0,3, 7,3,2004JJ00,49670,13.71,15705,316,43.37
1422,0,3, 7,3,2005JJ00,52740,14.35,17577,333,47.82
1423,0,3, 7,3,2006JJ00,54935,14.72,19318,352,51.76
1424,0,3, 7,3,2007JJ00,49745,13.19,18076,363,47.92
1425,0,3, 7,3,2008JJ00,41105,10.7,15171,369,39.49
1426,0,3, 7,3,2009JJ00,33875,8.72,12817,378,33.01
1427,0,3, 7,3,2010JJ00,29790,7.56,11428,384,28.99
1428,0,3, 7,4,2004JJ00,3515,13.87,1100,313,43.38
1429,0,3, 7,4,2005JJ00,3650,13.76,1232,338,46.46
1430,0,3, 7,4,2006JJ00,3825,13.84,1315,344,47.58
1431,0,3, 7,4,2007JJ00,3615,12.42,1273,352,43.76
1432,0,3, 7,4,2008JJ00,3130,10.22,1096,350,35.78
1433,0,3, 7,4,2009JJ00,2600,8.05,947,364,29.32
1434,0,3, 7,4,2010JJ00,2535,7.35,951,375,27.58
1435,0,3, 8,0,2004JJ00,187470,29.28,18335,98,28.64
1436,0,3, 8,0,2005JJ00,197780,30.21,23555,119,35.98
1437,0,3, 8,0,2006JJ00,207165,30.96,25875,125,38.66
1438,0,3, 8,0,2007JJ00,203035,29.74,26044,128,38.14
1439,0,3, 8,0,2008JJ00,204220,29.11,26420,129,37.66
1440,0,3, 8,0,2009JJ00,206525,28.79,27630,134,38.51
1441,0,3, 8,0,2010JJ00,204245,27.66,28031,137,37.96
1442,0,3, 8,1,2004JJ00,9845,22.05,883,90,19.77
1443,0,3, 8,1,2005JJ00,10705,23.93,1210,113,27.05
1444,0,3, 8,1,2006JJ00,11175,24.97,1329,119,29.7
1445,0,3, 8,1,2007JJ00,10745,24.05,1292,120,28.93
1446,0,3, 8,1,2008JJ00,10555,23.39,1262,120,27.97
1447,0,3, 8,1,2009JJ00,10460,23.26,1296,124,28.81
1448,0,3, 8,1,2010JJ00,10340,22.84,1308,126,28.89
1449,0,3, 8,2,2004JJ00,38640,18.57,3383,88,16.25
1450,0,3, 8,2,2005JJ00,39760,18.42,4256,107,19.71
1451,0,3, 8,2,2006JJ00,41565,18.59,4692,113,20.98
1452,0,3, 8,2,2007JJ00,39405,17.0,4755,121,20.51
1453,0,3, 8,2,2008JJ00,39460,16.34,4922,125,20.38
1454,0,3, 8,2,2009JJ00,40360,16.02,5287,131,20.99
1455,0,3, 8,2,2010JJ00,40880,15.46,5538,135,20.94
1456,0,3, 8,3,2004JJ00,130005,35.9,13175,101,36.38
1457,0,3, 8,3,2005JJ00,137575,37.43,16885,123,45.93
1458,0,3, 8,3,2006JJ00,143920,38.56,18508,129,49.59
1459,0,3, 8,3,2007JJ00,142105,37.67,18608,131,49.33
1460,0,3, 8,3,2008JJ00,143090,37.25,18810,131,48.96
1461,0,3, 8,3,2009JJ00,144165,37.13,19527,135,50.29
1462,0,3, 8,3,2010JJ00,140950,35.76,19550,139,49.6
1463,0,3, 8,4,2004JJ00,8980,35.43,894,100,35.27
1464,0,3, 8,4,2005JJ00,9735,36.71,1204,124,45.43
1465,0,3, 8,4,2006JJ00,10505,38.0,1346,128,48.7
1466,0,3, 8,4,2007JJ00,10780,37.05,1389,129,47.73
1467,0,3, 8,4,2008JJ00,11115,36.29,1425,128,46.52
1468,0,3, 8,4,2009JJ00,11545,35.76,1520,132,47.07
1469,0,3, 8,4,2010JJ00,12075,35.03,1634,135,47.43
1470,0,3, 9,0,2004JJ00,164280,25.66,22034,134,34.41
1471,0,3, 9,0,2005JJ00,150225,22.94,19092,127,29.16
1472,0,3, 9,0,2006JJ00,152575,22.8,19659,129,29.38
1473,0,3, 9,0,2007JJ00,160955,23.57,20933,130,30.66
1474,0,3, 9,0,2008JJ00,171820,24.5,23047,134,32.86
1475,0,3, 9,0,2009JJ00,179150,24.97,24428,136,34.05
1476,0,3, 9,0,2010JJ00,187630,25.41,25666,137,34.76
1477,0,3, 9,1,2004JJ00,9925,22.23,1449,146,32.45
1478,0,3, 9,1,2005JJ00,9250,20.67,1273,138,28.45
1479,0,3, 9,1,2006JJ00,9255,20.69,1288,139,28.77
1480,0,3, 9,1,2007JJ00,9625,21.54,1334,139,29.86
1481,0,3, 9,1,2008JJ00,10060,22.29,1446,144,32.03
1482,0,3, 9,1,2009JJ00,10205,22.69,1477,145,32.84
1483,0,3, 9,1,2010JJ00,10430,23.04,1552,149,34.27
1484,0,3, 9,2,2004JJ00,39685,19.07,4296,108,20.64
1485,0,3, 9,2,2005JJ00,38830,17.99,3876,100,17.95
1486,0,3, 9,2,2006JJ00,40435,18.08,4048,100,18.1
1487,0,3, 9,2,2007JJ00,43275,18.67,4425,102,19.09
1488,0,3, 9,2,2008JJ00,46130,19.1,4859,105,20.12
1489,0,3, 9,2,2009JJ00,48990,19.45,5237,107,20.79
1490,0,3, 9,2,2010JJ00,52425,19.82,5596,107,21.16
1491,0,3, 9,3,2004JJ00,107465,29.67,15358,143,42.41
1492,0,3, 9,3,2005JJ00,95795,26.06,13183,138,35.86
1493,0,3, 9,3,2006JJ00,96435,25.84,13555,141,36.32
1494,0,3, 9,3,2007JJ00,101140,26.81,14299,141,37.91
1495,0,3, 9,3,2008JJ00,108045,28.12,15724,146,40.93
1496,0,3, 9,3,2009JJ00,111835,28.8,16597,148,42.75
1497,0,3, 9,3,2010JJ00,115990,29.43,17293,149,43.87
1498,0,3, 9,4,2004JJ00,7205,28.43,932,129,36.75
1499,0,3, 9,4,2005JJ00,6350,23.96,761,120,28.72
1500,0,3, 9,4,2006JJ00,6450,23.34,769,119,27.83
1501,0,3, 9,4,2007JJ00,6915,23.76,876,127,30.09
1502,0,3, 9,4,2008JJ00,7585,24.77,1018,134,33.25
1503,0,3, 9,4,2009JJ00,8120,25.15,1118,138,34.61
1504,0,3, 9,4,2010JJ00,8790,25.5,1225,139,35.55
1505,0,3,10,0,2004JJ00,126875,19.82,6061,48,9.47
1506,0,3,10,0,2005JJ00,128625,19.65,5599,44,8.55
1507,0,3,10,0,2006JJ00,133420,19.94,6001,45,8.97
1508,0,3,10,0,2007JJ00,124560,18.24,5568,45,8.16
1509,0,3,10,0,2008JJ00,104790,14.94,3833,37,5.46
1510,0,3,10,0,2009JJ00,89475,12.47,3050,34,4.25
1511,0,3,10,0,2010JJ00,83700,11.34,2840,34,3.85
1512,0,3,10,1,2004JJ00,7830,17.54,415,53,9.29
1513,0,3,10,1,2005JJ00,7875,17.61,372,47,8.3
1514,0,3,10,1,2006JJ00,8085,18.07,399,49,8.92
1515,0,3,10,1,2007JJ00,7505,16.8,362,48,8.11
1516,0,3,10,1,2008JJ00,6180,13.7,257,42,5.68
1517,0,3,10,1,2009JJ00,5165,11.49,202,39,4.5
1518,0,3,10,1,2010JJ00,4695,10.37,178,38,3.93
1519,0,3,10,2,2004JJ00,35205,16.91,1642,47,7.89
1520,0,3,10,2,2005JJ00,35560,16.47,1338,38,6.2
1521,0,3,10,2,2006JJ00,36705,16.42,1370,37,6.13
1522,0,3,10,2,2007JJ00,34030,14.68,1252,37,5.4
1523,0,3,10,2,2008JJ00,29075,12.04,889,31,3.68
1524,0,3,10,2,2009JJ00,25935,10.3,750,29,2.98
1525,0,3,10,2,2010JJ00,24980,9.45,738,30,2.79
1526,0,3,10,3,2004JJ00,78595,21.7,3748,48,10.35
1527,0,3,10,3,2005JJ00,79765,21.7,3624,45,9.86
1528,0,3,10,3,2006JJ00,82865,22.2,3958,48,10.61
1529,0,3,10,3,2007JJ00,77395,20.52,3687,48,9.77
1530,0,3,10,3,2008JJ00,64595,16.81,2496,39,6.5
1531,0,3,10,3,2009JJ00,54190,13.96,1944,36,5.01
1532,0,3,10,3,2010JJ00,49930,12.67,1770,35,4.49
1533,0,3,10,4,2004JJ00,5245,20.7,256,49,10.11
1534,0,3,10,4,2005JJ00,5425,20.45,266,49,10.03
1535,0,3,10,4,2006JJ00,5770,20.87,274,47,9.91
1536,0,3,10,4,2007JJ00,5635,19.37,266,47,9.15
1537,0,3,10,4,2008JJ00,4935,16.11,192,39,6.26
1538,0,3,10,4,2009JJ00,4185,12.96,154,37,4.77
1539,0,3,10,4,2010JJ00,4095,11.89,154,38,4.47
1540,1,0, 0,0,2004JJ00,164890,2.64,20971,127,3.36
1541,1,0, 0,0,2005JJ00,166515,2.66,21142,127,3.38
1542,1,0, 0,0,2006JJ00,172160,2.75,22285,129,3.56
1543,1,0, 0,0,2007JJ00,174870,2.79,22451,128,3.58
1544,1,0, 0,0,2008JJ00,180575,2.85,23115,128,3.65
1545,1,0, 0,0,2009JJ00,181605,2.84,24102,133,3.77
1546,1,0, 0,0,2010JJ00,187075,2.91,25316,135,3.94
1547,1,0, 0,1,2004JJ00,22805,1.06,2957,130,1.38
1548,1,0, 0,1,2005JJ00,24395,1.12,3207,131,1.47
1549,1,0, 0,1,2006JJ00,25835,1.17,3537,137,1.6
1550,1,0, 0,1,2007JJ00,26800,1.21,3619,135,1.63
1551,1,0, 0,1,2008JJ00,28140,1.24,3823,136,1.69
1552,1,0, 0,1,2009JJ00,28330,1.23,3947,139,1.71
1553,1,0, 0,1,2010JJ00,29350,1.25,4200,143,1.79
1554,1,0, 0,2,2004JJ00,81920,2.34,8487,104,2.42
1555,1,0, 0,2,2005JJ00,81495,2.34,8144,100,2.34
1556,1,0, 0,2,2006JJ00,83725,2.42,8436,101,2.43
1557,1,0, 0,2,2007JJ00,84135,2.44,8425,100,2.45
1558,1,0, 0,2,2008JJ00,86265,2.51,8529,99,2.48
1559,1,0, 0,2,2009JJ00,85795,2.5,8906,104,2.59
1560,1,0, 0,2,2010JJ00,88595,2.59,9373,106,2.74
1561,1,0, 0,3,2004JJ00,43835,26.16,7439,170,44.39
1562,1,0, 0,3,2005JJ00,43730,25.87,7550,173,44.66
1563,1,0, 0,3,2006JJ00,44810,26.31,7922,177,46.52
1564,1,0, 0,3,2007JJ00,45125,26.32,7890,175,46.02
1565,1,0, 0,3,2008JJ00,45875,26.43,8037,175,46.3
1566,1,0, 0,3,2009JJ00,46425,26.48,8347,180,47.61
1567,1,0, 0,3,2010JJ00,46650,26.38,8550,183,48.36
1568,1,0, 0,4,2004JJ00,16335,3.91,2089,128,5.0
1569,1,0, 0,4,2005JJ00,16895,4.1,2240,133,5.44
1570,1,0, 0,4,2006JJ00,17790,4.24,2390,134,5.7
1571,1,0, 0,4,2007JJ00,18815,4.4,2517,134,5.88
1572,1,0, 0,4,2008JJ00,20295,4.37,2725,134,5.87
1573,1,0, 0,4,2009JJ00,21055,4.44,2903,138,6.12
1574,1,0, 0,4,2010JJ00,22480,4.68,3192,142,6.64
1575,1,0, 1,0,2004JJ00,31630,0.51,3070,97,0.49
1576,1,0, 1,0,2005JJ00,43260,0.69,4618,107,0.74
1577,1,0, 1,0,2006JJ00,47420,0.76,5151,109,0.82
1578,1,0, 1,0,2007JJ00,49030,0.78,5351,109,0.85
1579,1,0, 1,0,2008JJ00,50915,0.8,5665,111,0.89
1580,1,0, 1,0,2009JJ00,53470,0.84,6196,116,0.97
1581,1,0, 1,0,2010JJ00,55375,0.86,6573,119,1.02
1582,1,0, 1,1,2004JJ00,4020,0.19,366,91,0.17
1583,1,0, 1,1,2005JJ00,7055,0.32,711,101,0.33
1584,1,0, 1,1,2006JJ00,8570,0.39,873,102,0.4
1585,1,0, 1,1,2007JJ00,9265,0.42,932,101,0.42
1586,1,0, 1,1,2008JJ00,9785,0.43,1012,103,0.45
1587,1,0, 1,1,2009JJ00,10680,0.46,1140,107,0.49
1588,1,0, 1,1,2010JJ00,11780,0.5,1288,109,0.55
1589,1,0, 1,2,2004JJ00,11290,0.32,961,85,0.27
1590,1,0, 1,2,2005JJ00,13105,0.38,1254,96,0.36
1591,1,0, 1,2,2006JJ00,13545,0.39,1303,96,0.38
1592,1,0, 1,2,2007JJ00,13595,0.39,1331,98,0.39
1593,1,0, 1,2,2008JJ00,14065,0.41,1448,103,0.42
1594,1,0, 1,2,2009JJ00,14890,0.43,1626,109,0.47
1595,1,0, 1,2,2010JJ00,15615,0.46,1761,113,0.51
1596,1,0, 1,3,2004JJ00,12750,7.61,1427,112,8.52
1597,1,0, 1,3,2005JJ00,17285,10.23,2089,121,12.36
1598,1,0, 1,3,2006JJ00,18670,10.96,2307,124,13.55
1599,1,0, 1,3,2007JJ00,18895,11.02,2353,125,13.72
1600,1,0, 1,3,2008JJ00,19040,10.97,2378,125,13.7
1601,1,0, 1,3,2009JJ00,19175,10.94,2490,130,14.2
1602,1,0, 1,3,2010JJ00,18440,10.43,2470,134,13.97
1603,1,0, 1,4,2004JJ00,3570,0.86,316,88,0.76
1604,1,0, 1,4,2005JJ00,5820,1.41,564,97,1.37
1605,1,0, 1,4,2006JJ00,6635,1.58,667,101,1.59
1606,1,0, 1,4,2007JJ00,7280,1.7,734,101,1.72
1607,1,0, 1,4,2008JJ00,8025,1.73,826,103,1.78
1608,1,0, 1,4,2009JJ00,8730,1.84,940,108,1.98
1609,1,0, 1,4,2010JJ00,9535,1.98,1054,111,2.19
1610,1,0, 2,0,2004JJ00,11845,0.19,1633,138,0.26
1611,1,0, 2,0,2005JJ00,11400,0.18,1316,115,0.21
1612,1,0, 2,0,2006JJ00,13245,0.21,1223,92,0.2
1613,1,0, 2,0,2007JJ00,19845,0.32,1525,77,0.24
1614,1,0, 2,0,2008JJ00,28630,0.45,2092,73,0.33
