ID,Perioden,BrutoProductie_1,EigenVerbruikBijElektrProductie_2,NettoProductieTotaal_3,Kernenergie_4,BrandstoffenTotaal_5,Kolen_6,Olieproducten_7,Aardgas_8,Biomassa_9,OverigeBrandstoffenNietHernieuwbaar_10,Waterkracht_11,WindenergieTotaal_12,WindenergieOpLand_13,WindenergieOpZee_14,Zonnestroom_15,OverigeBronnen_16,InvoerTotaal_17,Belgie_18,Denemarken_19,Duitsland_20,VerenigdKoninkrijk_21,Noorwegen_22,UitvoerTotaal_23,Belgie_24,Denemarken_25,Duitsland_26,VerenigdKoninkrijk_27,Noorwegen_28,Distributieverliezen_29,NettoVerbruikBerekend_30
0,1929JJ00,,,,,,,,,,,,,,,,,22,,,,,,0,0.0,,0.0,,,,
1,1930JJ00,,,,,,,,,,,,,,,,,23,,,,,,0,0.0,,0.0,,,,
2,1931JJ00,,,,,,,,,,,,,,,,,20,,,,,,0,0.0,,0.0,,,,
3,1932JJ00,,,,,,,,,,,,,,,,,18,,,,,,0,0.0,,0.0,,,,
4,1933JJ00,,,,,,,,,,,,,,,,,21,,,,,,0,0.0,,0.0,,,,
5,1934JJ00,,,,,,,,,,,,,,,,,23,,,,,,0,0.0,,0.0,,,,
6,1935JJ00,,,,,,,,,,,,,,,,,20,,,,,,0,0.0,,0.0,,,,
7,1936JJ00,3122.0,,,,,,,,,,,,,,,,22,,,,,,0,0.0,,0.0,,,,
8,1937JJ00,3485.0,,,,,,,,,,,,,,,,25,,,,,,0,0.0,,0.0,,,,
9,1938JJ00,3688.0,,,,,,,,,,,,,,,,18,,,,,,0,0.0,,0.0,,,,
10,1939JJ00,4064.0,,,,,,,,,,,,,,,,0,0.0,,0.0,,,0,0.0,,0.0,,,,
11,1940JJ00,3777.0,,,,,,,,,,,,,,,,0,0.0,,0.0,,,0,0.0,,0.0,,,,
12,1941JJ00,3652.0,,,,,,,,,,,,,,,,0,0.0,,0.0,,,0,0.0,,0.0,,,,
13,1942JJ00,3606.0,,,,,,,,,,,,,,,,0,0.0,,0.0,,,0,0.0,,0.0,,,,
14,1943JJ00,3565.0,,,,,,,,,,,,,,,,0,0.0,,0.0,,,0,0.0,,0.0,,,,
15,1944JJ00,2969.0,,,,,,,,,,,,,,,,4,,,,,,6,,,,,,,
16,1945JJ00,1831.0,,,,,,,,,,,,,,,,34,,,,,,22,,,,,,,
17,1946JJ00,3698.0,,,,,,,,,,,,,,,,42,,,,,,0,0.0,,0.0,,,,
18,1947JJ00,4635.0,,,,,,,,,,,,,,,,13,,,,,,40,,,,,,,
19,1948JJ00,5577.0,,,,,,,,,,,,,,,,1,,,,,,35,,,,,,,
20,1949JJ00,6337.0,,,,,,,,,,,,,,,,2,,,,,,36,,,,,,,
21,1950JJ00,7417.0,,,,,,,,,,,,,,,,51,,,,,,27,,,,,,,
22,1951JJ00,7911.0,,,,,,,,,,,,,,,,307,,,,,,4,,,,,,,
23,1952JJ00,8599.0,,,,,,,,,,,,,,,,208,,,,,,19,,,,,,,
24,1953JJ00,9603.0,,,,,,,,,,,,,,,,65,,,,,,77,,,,,,,
25,1954JJ00,10588.0,,,,,,,,,,,,,,,,36,,,,,,86,,,,,,,
26,1955JJ00,11188.0,,,,,,,,,,,,,,,,240,,,,,,43,,,,,,,
27,1956JJ00,12448.0,,,,,,,,,,,,,,,,176,,,,,,204,,,,,,,
28,1957JJ00,13367.0,,,,,,,,,,,,,,,,128,,,,,,209,,,,,,,
29,1958JJ00,13854.0,,,,,,,,,,,,,,,,224,,,,,,33,,,,,,,
30,1959JJ00,14971.0,,,,,,,,,,,,,,,,140,,,,,,65,,,,,,,
31,1960JJ00,16516.0,,,,,,,,,,,,,,,,156,,,,,,38,,,,,,,
32,1961JJ00,17624.0,,,,,,,,,,,,,,,,110,,,,,,67,,,,,,,
33,1962JJ00,19255.0,,,,,,,,,,,,,,,,88,,,,,,108,,,,,,,
34,1963JJ00,20984.0,,,,,,,,,,,,,,,,141,,,,,,94,,,,,,,
35,1964JJ00,22975.0,,,,,,,,,,,,,,,,50,,,,,,32,,,,,,,
36,1965JJ00,25010.0,,,,,,,,,,,,,,,,103,,,,,,69,,,,,,,
37,1966JJ00,27869.0,,,,,,,,,,,,,,,,72,,,,,,379,,,,,,,
38,1967JJ00,30056.0,,,,,,,,,,,,,,,,69,,,,,,400,,,,,,,
39,1968JJ00,33619.0,,,,,,,,,,,,,,,,29,,,,,,303,,,,,,,
40,1969JJ00,37144.0,,,,,,,,,,,,,,,,27,,,,,,385,,,,,,,
41,1970JJ00,40859.0,,,,,,,,,,,,,,,,27,,,,,,368,,,,,,,
42,1971JJ00,44904.0,,,,,,,,,,,,,,,,1,,,,,,1083,,,,,,,
43,1972JJ00,49551.0,,,,,,,,,,,,,,,,5,,,,,,1465,,,,,,,
44,1973JJ00,52628.0,,,,,,,,,,,,,,,,7,,,,,,1351,,,,,,,
45,1974JJ00,55350.0,,,,,,,,,,,,,,,,10,,,,,,1489,,,,,,,
46,1975JJ00,54287.0,,,,,,,,,,,,,,,,54,,,,,,312,,,,,,,
47,1976MM01,5093.0,213.0,4880.0,,,,,,,,,,,,,,16,,,,,,23,,,,,,217.0,4656.0
48,1976MM02,4819.0,204.0,4615.0,,,,,,,,,,,,,,0,0.0,,0.0,,,20,,,,,,206.0,4389.0
49,1976MM03,5035.0,206.0,4829.0,,,,,,,,,,,,,,0,0.0,,0.0,,,20,,,,,,216.0,4593.0
50,1976KW01,14947.0,623.0,14324.0,,,,,,,,,,,,,,16,,,,,,62,,,,,,639.0,13639.0
51,1976MM04,4570.0,188.0,4382.0,,,,,,,,,,,,,,0,0.0,,0.0,,,20,,,,,,195.0,4167.0
52,1976MM05,4560.0,189.0,4371.0,,,,,,,,,,,,,,1,,,,,,24,,,,,,195.0,4153.0
53,1976MM06,4451.0,188.0,4263.0,,,,,,,,,,,,,,1,,,,,,51,,,,,,191.0,4022.0
54,1976KW02,13581.0,565.0,13016.0,,,,,,,,,,,,,,2,,,,,,94,,,,,,581.0,12343.0
55,1976MM07,4322.0,190.0,4132.0,,,,,,,,,,,,,,0,0.0,,0.0,,,40,,,,,,184.0,3908.0
56,1976MM08,4636.0,202.0,4434.0,,,,,,,,,,,,,,0,0.0,,0.0,,,21,,,,,,198.0,4215.0
57,1976MM09,4763.0,204.0,4559.0,,,,,,,,,,,,,,1,,,,,,16,,,,,,203.0,4341.0
58,1976KW03,13721.0,596.0,13125.0,,,,,,,,,,,,,,1,,,,,,77,,,,,,585.0,12464.0
59,1976MM10,5127.0,219.0,4908.0,,,,,,,,,,,,,,2,,,,,,21,,,,,,218.0,4671.0
60,1976MM11,5272.0,220.0,5052.0,,,,,,,,,,,,,,1,,,,,,40,,,,,,225.0,4788.0
61,1976MM12,5490.0,229.0,5261.0,,,,,,,,,,,,,,0,0.0,,0.0,,,27,,,,,,236.0,4998.0
62,1976KW04,15889.0,668.0,15221.0,,,,,,,,,,,,,,3,,,,,,87,,,,,,679.0,14458.0
63,1976JJ00,58166.0,2456.0,55710.0,,,,,,,,,,,,,,24,,,,,,347,,,,,,2484.0,52903.0
64,1977MM01,5379.0,221.0,5158.0,,,,,,,,,,,,,,0,0.0,,0.0,,,21,,,,,,233.0,4904.0
65,1977MM02,4797.0,196.0,4601.0,,,,,,,,,,,,,,0,0.0,,0.0,,,20,,,,,,205.0,4376.0
66,1977MM03,5184.0,219.0,4965.0,,,,,,,,,,,,,,10,,,,,,17,,,,,,223.0,4735.0
67,1977KW01,15361.0,637.0,14724.0,,,,,,,,,,,,,,10,,,,,,58,,,,,,661.0,14015.0
68,1977MM04,4746.0,210.0,4536.0,,,,,,,,,,,,,,38,,,,,,7,,,,,,203.0,4364.0
69,1977MM05,4615.0,209.0,4406.0,,,,,,,,,,,,,,65,,,,,,1,,,,,,197.0,4273.0
70,1977MM06,4455.0,201.0,4254.0,,,,,,,,,,,,,,65,,,,,,18,,,,,,189.0,4112.0
71,1977KW02,13816.0,620.0,13196.0,,,,,,,,,,,,,,168,,,,,,27,,,,,,589.0,12748.0
72,1977MM07,4030.0,181.0,3849.0,,,,,,,,,,,,,,186,,,,,,20,,,,,,168.0,3847.0
73,1977MM08,4455.0,198.0,4257.0,,,,,,,,,,,,,,285,,,,,,19,,,,,,188.0,4335.0
74,1977MM09,4585.0,203.0,4382.0,,,,,,,,,,,,,,203,,,,,,20,,,,,,195.0,4370.0
75,1977KW03,13070.0,582.0,12488.0,,,,,,,,,,,,,,674,,,,,,59,,,,,,551.0,12552.0
76,1977MM10,5136.0,225.0,4911.0,,,,,,,,,,,,,,41,,,,,,22,,,,,,218.0,4712.0
77,1977MM11,5405.0,234.0,5171.0,,,,,,,,,,,,,,16,,,,,,20,,,,,,231.0,4936.0
78,1977MM12,5497.0,234.0,5263.0,,,,,,,,,,,,,,78,,,,,,21,,,,,,235.0,5085.0
79,1977KW04,16038.0,693.0,15345.0,,,,,,,,,,,,,,135,,,,,,63,,,,,,684.0,14733.0
80,1977JJ00,58313.0,2530.0,55783.0,,,,,,,,,,,,,,1000,,,,,,250,,,,,,2485.0,54048.0
81,1978MM01,5539.0,225.0,5314.0,,,,,,,,,,,,,,25,,,,,,20,,,,,,238.0,5081.0
82,1978MM02,5051.0,216.0,4835.0,,,,,,,,,,,,,,49,,,,,,18,,,,,,216.0,4650.0
83,1978MM03,5365.0,216.0,5149.0,,,,,,,,,,,,,,23,,,,,,21,,,,,,229.0,4922.0
84,1978KW01,15946.0,648.0,15298.0,,,,,,,,,,,,,,97,,,,,,58,,,,,,683.0,14654.0
85,1978MM04,4911.0,209.0,4702.0,,,,,,,,,,,,,,18,,,,,,21,,,,,,210.0,4489.0
86,1978MM05,4800.0,206.0,4594.0,,,,,,,,,,,,,,49,,,,,,19,,,,,,205.0,4419.0
87,1978MM06,4695.0,201.0,4494.0,,,,,,,,,,,,,,103,,,,,,21,,,,,,201.0,4375.0
88,1978KW02,14406.0,616.0,13790.0,,,,,,,,,,,,,,170,,,,,,60,,,,,,616.0,13284.0
89,1978MM07,4455.0,205.0,4250.0,,,,,,,,,,,,,,133,,,,,,21,,,,,,188.0,4174.0
90,1978MM08,4812.0,221.0,4591.0,,,,,,,,,,,,,,142,,,,,,23,,,,,,206.0,4504.0
91,1978MM09,5035.0,226.0,4809.0,,,,,,,,,,,,,,61,,,,,,21,,,,,,215.0,4634.0
92,1978KW03,14302.0,652.0,13650.0,,,,,,,,,,,,,,336,,,,,,64,,,,,,609.0,13313.0
93,1978MM10,5525.0,236.0,5289.0,,,,,,,,,,,,,,1,,,,,,22,,,,,,235.0,5033.0
94,1978MM11,5555.0,232.0,5323.0,,,,,,,,,,,,,,4,,,,,,22,,,,,,236.0,5069.0
95,1978MM12,5852.0,247.0,5605.0,,,,,,,,,,,,,,16,,,,,,22,,,,,,251.0,5348.0
96,1978KW04,16932.0,715.0,16217.0,,,,,,,,,,,,,,21,,,,,,65,,,,,,722.0,15451.0
97,1978JJ00,61624.0,2634.0,58990.0,,,,,,,,,,,,,,619,,,,,,274,,,,,,2634.0,56701.0
98,1979MM01,6124.0,248.0,5876.0,,,,,,,,,,,,,,4,,,,,,23,,,,,,266.0,5591.0
99,1979MM02,5358.0,220.0,5138.0,,,,,,,,,,,,,,1,,,,,,20,,,,,,230.0,4889.0
100,1979MM03,5728.0,231.0,5497.0,,,,,,,,,,,,,,6,,,,,,1,,,,,,246.0,5256.0
101,1979KW01,17210.0,699.0,16511.0,,,,,,,,,,,,,,8,,,,,,41,,,,,,743.0,15735.0
102,1979MM04,5095.0,212.0,4883.0,,,,,,,,,,,,,,6,,,,,,9,,,,,,219.0,4661.0
103,1979MM05,5199.0,217.0,4982.0,,,,,,,,,,,,,,4,,,,,,19,,,,,,223.0,4744.0
104,1979MM06,4776.0,211.0,4565.0,,,,,,,,,,,,,,11,,,,,,20,,,,,,203.0,4353.0
105,1979KW02,15070.0,640.0,14430.0,,,,,,,,,,,,,,21,,,,,,48,,,,,,645.0,13758.0
106,1979MM07,4466.0,198.0,4268.0,,,,,,,,,,,,,,101,,,,,,21,,,,,,187.0,4161.0
107,1979MM08,4845.0,204.0,4641.0,,,,,,,,,,,,,,134,,,,,,22,,,,,,205.0,4548.0
108,1979MM09,5280.0,214.0,5066.0,,,,,,,,,,,,,,23,,,,,,23,,,,,,227.0,4839.0
109,1979KW03,14591.0,616.0,13975.0,,,,,,,,,,,,,,258,,,,,,66,,,,,,619.0,13548.0
110,1979MM10,5878.0,252.0,5626.0,,,,,,,,,,,,,,5,,,,,,28,,,,,,251.0,5352.0
111,1979MM11,5876.0,249.0,5627.0,,,,,,,,,,,,,,54,,,,,,26,,,,,,249.0,5406.0
112,1979MM12,5840.0,251.0,5589.0,,,,,,,,,,,,,,54,,,,,,24,,,,,,249.0,5370.0
113,1979KW04,17594.0,752.0,16842.0,,,,,,,,,,,,,,113,,,,,,77,,,,,,749.0,16129.0
114,1979JJ00,64492.0,2707.0,61785.0,,,,,,,,,,,,,,398,,,,,,257,,,,,,2756.0,59170.0
115,1980MM01,6184.0,253.0,5931.0,,,,,,,,,,,,,,3,,,,,,28,,,,,,265.0,5641.0
116,1980MM02,5590.0,231.0,5359.0,,,,,,,,,,,,,,0,0.0,,0.0,,,26,,,,,,238.0,5095.0
117,1980MM03,5754.0,243.0,5511.0,,,,,,,,,,,,,,25,,,,,,27,,,,,,244.0,5265.0
118,1980KW01,17528.0,727.0,16801.0,,,,,,,,,,,,,,28,,,,,,80,,,,,,747.0,16002.0
119,1980MM04,5103.0,220.0,4883.0,,,,,,,,,,,,,,72,,,,,,26,,,,,,217.0,4712.0
120,1980MM05,5067.0,222.0,4845.0,,,,,,,,,,,,,,65,,,,,,20,,,,,,215.0,4675.0
121,1980MM06,4991.0,207.0,4784.0,,,,,,,,,,,,,,26,,,,,,24,,,,,,214.0,4572.0
122,1980KW02,15161.0,649.0,14512.0,,,,,,,,,,,,,,163,,,,,,69,,,,,,646.0,13960.0
123,1980MM07,4735.0,209.0,4526.0,,,,,,,,,,,,,,122,,,,,,110,,,,,,200.0,4338.0
124,1980MM08,4876.0,220.0,4656.0,,,,,,,,,,,,,,161,,,,,,112,,,,,,207.0,4498.0
125,1980MM09,5155.0,228.0,4927.0,,,,,,,,,,,,,,10,,,,,,112,,,,,,222.0,4603.0
126,1980KW03,14766.0,657.0,14109.0,,,,,,,,,,,,,,293,,,,,,333,,,,,,629.0,13440.0
127,1980MM10,5705.0,245.0,5460.0,,,,,,,,,,,,,,20,,,,,,105,,,,,,244.0,5131.0
128,1980MM11,5734.0,241.0,5493.0,,,,,,,,,,,,,,3,,,,,,85,,,,,,246.0,5165.0
129,1980MM12,5912.0,249.0,5663.0,,,,,,,,,,,,,,6,,,,,,120,,,,,,252.0,5297.0
130,1980KW04,17351.0,735.0,16616.0,,,,,,,,,,,,,,29,,,,,,309,,,,,,742.0,15594.0
131,1980JJ00,64834.0,2766.0,62068.0,,,,,,,,,,,,,,511,,,,,,818,,,,,,2135.0,59626.0
132,1981MM01,5918.0,242.0,5676.0,,,,,,,,,,,,,,6,,,,,,89,,,,,,252.0,5341.0
133,1981MM02,5355.0,214.0,5141.0,,,,,,,,,,,,,,1,,,,,,64,,,,,,229.0,4849.0
134,1981MM03,5657.0,236.0,5421.0,,,,,,,,,,,,,,2,,,,,,35,,,,,,242.0,5146.0
135,1981KW01,16930.0,691.0,16239.0,,,,,,,,,,,,,,8,,,,,,187,,,,,,723.0,15337.0
136,1981MM04,5110.0,223.0,4887.0,,,,,,,,,,,,,,2,,,,,,11,,,,,,219.0,4659.0
137,1981MM05,5015.0,226.0,4789.0,,,,,,,,,,,,,,19,,,,,,16,,,,,,217.0,4575.0
138,1981MM06,4944.0,223.0,4721.0,,,,,,,,,,,,,,32,,,,,,23,,,,,,213.0,4517.0
139,1981KW02,15069.0,672.0,14397.0,,,,,,,,,,,,,,53,,,,,,50,,,,,,649.0,13751.0
140,1981MM07,4786.0,229.0,4557.0,,,,,,,,,,,,,,81,,,,,,32,,,,,,203.0,4403.0
141,1981MM08,4688.0,221.0,4467.0,,,,,,,,,,,,,,134,,,,,,27,,,,,,199.0,4375.0
142,1981MM09,5224.0,230.0,4994.0,,,,,,,,,,,,,,23,,,,,,35,,,,,,224.0,4758.0
143,1981KW03,14698.0,680.0,14018.0,,,,,,,,,,,,,,238,,,,,,94,,,,,,626.0,13536.0
144,1981MM10,5755.0,248.0,5507.0,,,,,,,,,,,,,,10,,,,,,38,,,,,,245.0,5234.0
145,1981MM11,5655.0,240.0,5415.0,,,,,,,,,,,,,,19,,,,,,31,,,,,,240.0,5163.0
146,1981MM12,5944.0,254.0,5690.0,,,,,,,,,,,,,,3,,,,,,28,,,,,,254.0,5411.0
147,1981KW04,17354.0,742.0,16612.0,,,,,,,,,,,,,,32,,,,,,97,,,,,,739.0,15808.0
148,1981JJ00,64081.0,2790.0,61291.0,,,,,,,,,,,,,,333,,,,,,453,,,,,,2737.0,58434.0
149,1982MM01,5811.0,252.0,5559.0,,,,,,,,,,,,,,7,,,,,,26,,,,,,247.0,5293.0
150,1982MM02,5099.0,223.0,4876.0,,,,,,,,,,,,,,122,,,,,,23,,,,,,214.0,4761.0
151,1982MM03,5503.0,234.0,5269.0,,,,,,,,,,,,,,137,,,,,,26,,,,,,233.0,5147.0
152,1982KW01,16413.0,709.0,15704.0,,,,,,,,,,,,,,266,,,,,,74,,,,,,692.0,15204.0
153,1982MM04,5003.0,240.0,4763.0,,,,,,,,,,,,,,105,,,,,,24,,,,,,210.0,4634.0
154,1982MM05,4796.0,220.0,4576.0,,,,,,,,,,,,,,122,,,,,,25,,,,,,201.0,4472.0
155,1982MM06,4725.0,212.0,4513.0,,,,,,,,,,,,,,105,,,,,,27,,,,,,197.0,4394.0
156,1982KW02,14524.0,672.0,13852.0,,,,,,,,,,,,,,332,,,,,,75,,,,,,608.0,13501.0
157,1982MM07,4467.0,215.0,4252.0,,,,,,,,,,,,,,390,,,,,,11,,,,,,185.0,4446.0
158,1982MM08,4437.0,214.0,4223.0,,,,,,,,,,,,,,495,,,,,,0,0.0,,0.0,,,186.0,4532.0
159,1982MM09,4770.0,222.0,4548.0,,,,,,,,,,,,,,386,,,,,,0,0.0,,0.0,,,200.0,4734.0
160,1982KW03,13674.0,651.0,13023.0,,,,,,,,,,,,,,1271,,,,,,11,,,,,,571.0,13712.0
161,1982MM10,5148.0,236.0,4912.0,,,,,,,,,,,,,,379,,,,,,22,,,,,,213.0,5056.0
162,1982MM11,5216.0,229.0,4987.0,,,,,,,,,,,,,,407,,,,,,23,,,,,,216.0,5155.0
163,1982MM12,5337.0,237.0,5100.0,,,,,,,,,,,,,,452,,,,,,11,,,,,,222.0,5319.0
164,1982KW04,15701.0,702.0,14999.0,,,,,,,,,,,,,,1238,,,,,,55,,,,,,651.0,15531.0
165,1982JJ00,60340.0,2733.0,57607.0,,,,,,,,,,,,,,3106,,,,,,242,,,,,,2522.0,57949.0
166,1983MM01,5237.0,226.0,5011.0,,,,,,,,,,,,,,437,,,,,,23,,,,,,222.0,5203.0
167,1983MM02,4840.0,204.0,4636.0,,,,,,,,,,,,,,373,,,,,,22,,,,,,205.0,4782.0
168,1983MM03,5241.0,227.0,5014.0,,,,,,,,,,,,,,362,,,,,,26,,,,,,221.0,5129.0
169,1983KW01,15318.0,657.0,14661.0,,,,,,,,,,,,,,1172,,,,,,70,,,,,,648.0,15115.0
170,1983MM04,4993.0,216.0,4777.0,,,,,,,,,,,,,,142,,,,,,19,,,,,,210.0,4690.0
171,1983MM05,4872.0,220.0,4652.0,,,,,,,,,,,,,,269,,,,,,23,,,,,,205.0,4693.0
172,1983MM06,4616.0,213.0,4403.0,,,,,,,,,,,,,,412,,,,,,16,,,,,,195.0,4604.0
173,1983KW02,14481.0,649.0,13832.0,,,,,,,,,,,,,,823,,,,,,58,,,,,,610.0,13987.0
174,1983MM07,4333.0,210.0,4123.0,,,,,,,,,,,,,,551,,,,,,1,,,,,,181.0,4492.0
175,1983MM08,4428.0,213.0,4215.0,,,,,,,,,,,,,,739,,,,,,0,0.0,,0.0,,,183.0,4771.0
176,1983MM09,4560.0,201.0,4359.0,,,,,,,,,,,,,,633,,,,,,17,,,,,,192.0,4783.0
177,1983KW03,13321.0,624.0,12697.0,,,,,,,,,,,,,,1923,,,,,,18,,,,,,556.0,14046.0
178,1983MM10,5146.0,220.0,4926.0,,,,,,,,,,,,,,465,,,,,,18,,,,,,218.0,5155.0
179,1983MM11,5523.0,238.0,5285.0,,,,,,,,,,,,,,294,,,,,,24,,,,,,232.0,5323.0
180,1983MM12,5862.0,250.0,5612.0,,,,,,,,,,,,,,196,,,,,,17,,,,,,247.0,5544.0
181,1983KW04,16531.0,709.0,15822.0,,,,,,,,,,,,,,955,,,,,,56,,,,,,697.0,16024.0
182,1983JJ00,59677.0,2639.0,57038.0,,,,,,,,,,,,,,4871,,,,,,226,,,,,,2511.0,59172.0
183,1984MM01,5637.0,229.0,5408.0,,,,,,,,,,,,,,353,,,,,,24,,,,,,237.0,5500.0
184,1984MM02,5110.0,206.0,4904.0,,,,,,,,,,,,,,502,,,,,,21,,,,,,213.0,5172.0
185,1984MM03,5398.0,184.0,5214.0,,,,,,,,,,,,,,324,,,,,,22,,,,,,225.0,5291.0
186,1984KW01,16145.0,619.0,15526.0,,,,,,,,,,,,,,1179,,,,,,66,,,,,,675.0,15964.0
187,1984MM04,4783.0,165.0,4618.0,,,,,,,,,,,,,,419,,,,,,14,,,,,,198.0,4825.0
188,1984MM05,5034.0,180.0,4854.0,,,,,,,,,,,,,,350,,,,,,16,,,,,,211.0,4977.0
189,1984MM06,4760.0,177.0,4583.0,,,,,,,,,,,,,,375,,,,,,12,,,,,,198.0,4748.0
190,1984KW02,14577.0,522.0,14055.0,,,,,,,,,,,,,,1144,,,,,,42,,,,,,607.0,14550.0
191,1984MM07,4600.0,179.0,4421.0,,,,,,,,,,,,,,446,,,,,,22,,,,,,189.0,4656.0
192,1984MM08,5021.0,194.0,4827.0,,,,,,,,,,,,,,335,,,,,,3,,,,,,210.0,4949.0
193,1984MM09,5185.0,205.0,4980.0,,,,,,,,,,,,,,211,,,,,,0,0.0,,0.0,,,219.0,4972.0
194,1984KW03,14806.0,578.0,14228.0,,,,,,,,,,,,,,992,,,,,,25,,,,,,618.0,14577.0
195,1984MM10,5695.0,217.0,5478.0,,,,,,,,,,,,,,196,,,,,,2,,,,,,238.0,5434.0
196,1984MM11,5728.0,218.0,5510.0,,,,,,,,,,,,,,123,,,,,,0,0.0,,0.0,,,238.0,5395.0
197,1984MM12,5829.0,224.0,5605.0,,,,,,,,,,,,,,37,,,,,,3,,,,,,243.0,5396.0
198,1984KW04,17252.0,659.0,16593.0,,,,,,,,,,,,,,356,,,,,,5,,,,,,719.0,16225.0
199,1984JJ00,62827.0,2375.0,60452.0,,,,,,,,,,,,,,3660,,,,,,177,,,,,,2619.0,61316.0
200,1985MM01,6035.0,222.0,5813.0,,,,,,,,,,,,,,286,,,,,,21,,,,,,256.0,5822.0
201,1985MM02,5194.0,192.0,5002.0,,,,,,,,,,,,,,380,,,,,,20,,,,,,219.0,5143.0
202,1985MM03,5591.0,200.0,5391.0,,,,,,,,,,,,,,375,,,,,,17,,,,,,234.0,5515.0
203,1985KW01,16820.0,614.0,16206.0,,,,,,,,,,,,,,1041,,,,,,57,,,,,,709.0,16481.0
204,1985MM04,4900.0,183.0,4717.0,,,,,,,,,,,,,,506,,,,,,15,,,,,,202.0,5006.0
205,1985MM05,5063.0,194.0,4869.0,,,,,,,,,,,,,,381,,,,,,16,,,,,,211.0,5023.0
206,1985MM06,4952.0,197.0,4755.0,,,,,,,,,,,,,,332,,,,,,14,,,,,,206.0,4867.0
207,1985KW02,14915.0,574.0,14341.0,,,,,,,,,,,,,,1220,,,,,,46,,,,,,619.0,14896.0
208,1985MM07,4743.0,194.0,4549.0,,,,,,,,,,,,,,469,,,,,,0,0.0,,0.0,,,194.0,4824.0
209,1985MM08,4775.0,186.0,4589.0,,,,,,,,,,,,,,650,,,,,,1,,,,,,196.0,5042.0
210,1985MM09,4942.0,189.0,4753.0,,,,,,,,,,,,,,542,,,,,,2,,,,,,205.0,5088.0
211,1985KW03,14460.0,568.0,13892.0,,,,,,,,,,,,,,1661,,,,,,3,,,,,,595.0,14955.0
212,1985MM10,5541.0,207.0,5334.0,,,,,,,,,,,,,,477,,,,,,2,,,,,,228.0,5581.0
213,1985MM11,5718.0,218.0,5500.0,,,,,,,,,,,,,,340,,,,,,0,0.0,,0.0,,,236.0,5604.0
214,1985MM12,5483.0,214.0,5269.0,,,,,,,,,,,,,,532,,,,,,0,0.0,,0.0,,,225.0,5576.0
