ID,HerkomstBestemming,Perioden,TotaalZwareMetalenInEquivalenten_1,ArseenverbindingenAlsAs_2,CadmiumverbindingenAlsCd_3,ChroomverbindingenAlsCr_4,KoperverbindingenAlsCu_5,KwikverbindingenAlsHg_6,LoodverbindingenAlsPb_7,NikkelverbindingenAlsNi_8,ZinkverbindingenAlsZn_9,TotaalNutrientenInEquivalenten_10,FosforverbindingenAlsP_11,StikstofverbindingenAlsN_12
318,324600,2009JJ00,0.0,2.0,0.0,12.0,48.0,0.0,12.0,15.0,262.0,6.0,1939.0,44657.0
319,324600,2010JJ00,0.0,1.0,0.0,9.0,55.0,0.0,20.0,21.0,238.0,6.0,2366.0,35298.0
320,328105,1995JJ00,5.6,878.0,161.0,11221.0,4929.0,51.0,2148.0,14203.0,25362.0,236.0,55599.0,1808225.0
321,328105,1996JJ00,4.5,915.0,126.0,9219.0,4696.0,30.0,2072.0,11472.0,23939.0,120.0,49056.0,710020.0
322,328105,1997JJ00,4.1,942.0,118.0,7855.0,4541.0,22.0,2020.0,9644.0,22516.0,107.0,44694.0,627452.0
323,328105,1998JJ00,3.6,969.0,115.0,6585.0,4385.0,14.0,1969.0,7881.0,19651.0,111.0,40332.0,708786.0
324,328105,1999JJ00,3.2,995.0,118.0,5410.0,4229.0,7.0,1918.0,6183.0,16783.0,116.0,35971.0,795828.0
325,328105,2000JJ00,2.8,1008.0,123.0,4755.0,4151.0,3.0,1892.0,5306.0,11030.0,98.0,33790.0,637944.0
326,328105,2001JJ00,2.5,765.0,114.0,3805.0,3677.0,3.0,1640.0,5240.0,11043.0,95.0,33479.0,618918.0
327,328105,2002JJ00,2.4,462.0,105.0,2918.0,3201.0,5.0,1387.0,5175.0,11057.0,96.0,33272.0,625668.0
328,328105,2003JJ00,2.0,359.0,67.0,2569.0,2724.0,6.0,1134.0,5033.0,11105.0,92.0,33064.0,591097.0
329,328105,2004JJ00,1.7,296.0,47.0,2640.0,2246.0,5.0,880.0,4945.0,11131.0,94.0,32961.0,609383.0
330,328105,2005JJ00,1.3,231.0,27.0,2281.0,1767.0,5.0,626.0,4450.0,7209.0,98.0,37613.0,601171.0
331,328105,2006JJ00,1.6,174.0,86.0,4076.0,1307.0,5.0,1669.0,4251.0,8652.0,116.0,40443.0,757306.0
332,328105,2007JJ00,1.9,151.0,99.0,3770.0,2631.0,3.0,1819.0,4937.0,6114.0,113.0,22191.0,910633.0
333,328105,2008JJ00,1.3,175.0,87.0,4028.0,708.0,4.0,1389.0,5101.0,7831.0,131.0,48913.0,816644.0
334,328105,2009JJ00,0.8,178.0,20.0,435.0,1373.0,2.0,450.0,1924.0,3526.0,86.0,27162.0,586236.0
335,328105,2010JJ00,0.5,155.0,23.0,804.0,361.0,2.0,542.0,1557.0,4945.0,79.0,20325.0,591561.0
336,328100,1995JJ00,3.2,875.0,110.0,2307.0,1664.0,42.0,721.0,2062.0,14867.0,145.0,31182.0,1140496.0
337,328100,1996JJ00,2.8,915.0,111.0,2126.0,1683.0,30.0,850.0,1821.0,13960.0,90.0,29356.0,605431.0
338,328100,1997JJ00,2.5,941.0,112.0,2001.0,1696.0,22.0,936.0,1657.0,13053.0,80.0,28139.0,522863.0
339,328100,1998JJ00,2.2,967.0,115.0,1878.0,1709.0,14.0,1022.0,1496.0,11235.0,90.0,26921.0,625984.0
340,328100,1999JJ00,1.9,994.0,118.0,1758.0,1722.0,7.0,1108.0,1338.0,9416.0,92.0,25704.0,663702.0
341,328100,2000JJ00,1.7,1007.0,123.0,1689.0,1728.0,3.0,1151.0,1254.0,5774.0,76.0,25095.0,511783.0
342,328100,2001JJ00,1.5,754.0,113.0,1546.0,1501.0,3.0,1009.0,1201.0,5685.0,70.0,21813.0,477535.0
343,328100,2002JJ00,1.4,451.0,104.0,1408.0,1274.0,5.0,867.0,1149.0,5596.0,67.0,19625.0,474137.0
344,328100,2003JJ00,1.2,350.0,65.0,1025.0,1047.0,6.0,725.0,988.0,5240.0,60.0,17436.0,429417.0
345,328100,2004JJ00,0.9,289.0,46.0,828.0,819.0,5.0,583.0,903.0,5063.0,61.0,16342.0,442628.0
346,328100,2005JJ00,0.6,221.0,26.0,852.0,592.0,4.0,441.0,828.0,3004.0,66.0,17853.0,481934.0
347,328100,2006JJ00,0.9,170.0,81.0,698.0,436.0,5.0,1560.0,861.0,2498.0,66.0,13368.0,525650.0
348,328100,2007JJ00,1.0,146.0,98.0,992.0,579.0,3.0,1228.0,1125.0,2417.0,70.0,15569.0,541652.0
349,328100,2008JJ00,0.9,175.0,87.0,510.0,311.0,4.0,1362.0,768.0,3090.0,76.0,14317.0,619229.0
350,328100,2009JJ00,0.4,177.0,19.0,111.0,168.0,2.0,429.0,929.0,2738.0,68.0,11550.0,560861.0
351,328100,2010JJ00,0.3,154.0,20.0,130.0,191.0,2.0,527.0,896.0,2006.0,69.0,11023.0,574918.0
352,330300,1995JJ00,2.4,2.0,51.0,8914.0,3266.0,10.0,1428.0,12142.0,10495.0,91.0,24417.0,667729.0
353,330300,1996JJ00,1.7,0.0,15.0,7092.0,3013.0,0.0,1222.0,9652.0,9979.0,30.0,19700.0,104589.0
354,330300,1997JJ00,1.6,1.0,6.0,5854.0,2844.0,0.0,1085.0,7987.0,9463.0,27.0,16555.0,104589.0
355,330300,1998JJ00,1.4,1.0,0.0,4707.0,2676.0,0.0,947.0,6384.0,8416.0,22.0,13411.0,82802.0
356,330300,1999JJ00,1.3,1.0,0.0,3652.0,2507.0,0.0,810.0,4845.0,7367.0,23.0,10267.0,132127.0
357,330300,2000JJ00,1.1,1.0,0.0,3066.0,2423.0,0.0,741.0,4052.0,5256.0,21.0,8694.0,126161.0
358,330300,2001JJ00,1.0,12.0,1.0,2260.0,2175.0,0.0,631.0,4039.0,5358.0,26.0,11666.0,141383.0
359,330300,2002JJ00,0.9,10.0,1.0,1510.0,1927.0,0.0,520.0,4026.0,5461.0,29.0,13647.0,151532.0
360,330300,2003JJ00,0.8,9.0,1.0,1544.0,1677.0,0.0,409.0,4046.0,5865.0,32.0,15628.0,161680.0
361,330300,2004JJ00,0.8,8.0,1.0,1812.0,1427.0,0.0,297.0,4043.0,6068.0,33.0,16619.0,166754.0
362,330300,2005JJ00,0.6,10.0,1.0,1429.0,1175.0,1.0,185.0,3622.0,4205.0,32.0,19761.0,119237.0
363,330300,2006JJ00,0.7,4.0,5.0,3378.0,870.0,0.0,109.0,3390.0,6154.0,50.0,27075.0,231656.0
364,330300,2007JJ00,0.9,5.0,1.0,2778.0,2052.0,0.0,591.0,3811.0,3696.0,44.0,6622.0,368981.0
365,330300,2008JJ00,0.4,0.0,0.0,3518.0,397.0,0.0,27.0,4333.0,4741.0,54.0,34596.0,197415.0
366,330300,2009JJ00,0.4,1.0,1.0,324.0,1205.0,0.0,21.0,995.0,788.0,18.0,15612.0,25375.0
367,330300,2010JJ00,0.2,1.0,3.0,674.0,170.0,0.0,14.0,660.0,2939.0,11.0,9302.0,16643.0
368,332910,1995JJ00,1.3,0.0,2.0,627.0,3199.0,1.0,1496.0,2088.0,3690.0,56.0,25494.0,305165.0
