ID,BedrijfstakkenBranchesSBI2008,Milieudomein,Perioden,ArbeidsvolumeWerkzamePersonen_1,ProductieBasisprijzen_2,BrutoToegevoegdeWaardeBasisprijzen_3
469,301000,10900 ,2000JJ00,,,
470,301000,10900 ,2001JJ00,,,
471,301000,10900 ,2002JJ00,,,
472,301000,10900 ,2003JJ00,,,
473,301000,10900 ,2004JJ00,,,
474,301000,10900 ,2005JJ00,,,
475,301000,10900 ,2006JJ00,,,
476,301000,10900 ,2007JJ00,,,
477,301000,10900 ,2008JJ00,,,
478,301000,10900 ,2009JJ00,,,
479,301000,10900 ,2010JJ00,,,
480,300002,10000 ,1995JJ00,,,
481,300002,10000 ,1996JJ00,,,
482,300002,10000 ,1997JJ00,,,
483,300002,10000 ,1998JJ00,,,
484,300002,10000 ,1999JJ00,,,
485,300002,10000 ,2000JJ00,,,
486,300002,10000 ,2001JJ00,,,
487,300002,10000 ,2002JJ00,,,
488,300002,10000 ,2003JJ00,,,
489,300002,10000 ,2004JJ00,,,
490,300002,10000 ,2005JJ00,,,
491,300002,10000 ,2006JJ00,,,
492,300002,10000 ,2007JJ00,,,
493,300002,10000 ,2008JJ00,,,
494,300002,10000 ,2009JJ00,,,
495,300002,10000 ,2010JJ00,,,
496,300002,10100 ,1995JJ00,,,
497,300002,10100 ,1996JJ00,,,
498,300002,10100 ,1997JJ00,,,
499,300002,10100 ,1998JJ00,,,
500,300002,10100 ,1999JJ00,,,
501,300002,10100 ,2000JJ00,,,
502,300002,10100 ,2001JJ00,,,
503,300002,10100 ,2002JJ00,,,
504,300002,10100 ,2003JJ00,,,
505,300002,10100 ,2004JJ00,,,
506,300002,10100 ,2005JJ00,,,
507,300002,10100 ,2006JJ00,,,
508,300002,10100 ,2007JJ00,,,
509,300002,10100 ,2008JJ00,,,
510,300002,10100 ,2009JJ00,,,
511,300002,10100 ,2010JJ00,,,
512,300002,10200 ,1995JJ00,,,
513,300002,10200 ,1996JJ00,,,
514,300002,10200 ,1997JJ00,,,
515,300002,10200 ,1998JJ00,,,
516,300002,10200 ,1999JJ00,,,
517,300002,10200 ,2000JJ00,,,
518,300002,10200 ,2001JJ00,,,
519,300002,10200 ,2002JJ00,,,
520,300002,10200 ,2003JJ00,,,
521,300002,10200 ,2004JJ00,,,
522,300002,10200 ,2005JJ00,,,
523,300002,10200 ,2006JJ00,,,
524,300002,10200 ,2007JJ00,,,
525,300002,10200 ,2008JJ00,,,
526,300002,10200 ,2009JJ00,,,
527,300002,10200 ,2010JJ00,,,
528,300002,10300 ,1995JJ00,,,
529,300002,10300 ,1996JJ00,,,
530,300002,10300 ,1997JJ00,,,
531,300002,10300 ,1998JJ00,,,
532,300002,10300 ,1999JJ00,,,
533,300002,10300 ,2000JJ00,,,
534,300002,10300 ,2001JJ00,,,
535,300002,10300 ,2002JJ00,,,
536,300002,10300 ,2003JJ00,,,
537,300002,10300 ,2004JJ00,,,
538,300002,10300 ,2005JJ00,,,
539,300002,10300 ,2006JJ00,,,
540,300002,10300 ,2007JJ00,,,
541,300002,10300 ,2008JJ00,,,
542,300002,10300 ,2009JJ00,,,
543,300002,10300 ,2010JJ00,,,
544,300002,10400 ,1995JJ00,,,
545,300002,10400 ,1996JJ00,,,
546,300002,10400 ,1997JJ00,,,
547,300002,10400 ,1998JJ00,,,
548,300002,10400 ,1999JJ00,,,
549,300002,10400 ,2000JJ00,,,
550,300002,10400 ,2001JJ00,,,
551,300002,10400 ,2002JJ00,,,
552,300002,10400 ,2003JJ00,,,
553,300002,10400 ,2004JJ00,,,
554,300002,10400 ,2005JJ00,,,
555,300002,10400 ,2006JJ00,,,
556,300002,10400 ,2007JJ00,,,
557,300002,10400 ,2008JJ00,,,
558,300002,10400 ,2009JJ00,,,
559,300002,10400 ,2010JJ00,,,
560,300002,10500 ,1995JJ00,,,
561,300002,10500 ,1996JJ00,,,
562,300002,10500 ,1997JJ00,,,
563,300002,10500 ,1998JJ00,,,
564,300002,10500 ,1999JJ00,,,
565,300002,10500 ,2000JJ00,,,
566,300002,10500 ,2001JJ00,,,
567,300002,10500 ,2002JJ00,,,
568,300002,10500 ,2003JJ00,,,
569,300002,10500 ,2004JJ00,,,
570,300002,10500 ,2005JJ00,,,
571,300002,10500 ,2006JJ00,,,
572,300002,10500 ,2007JJ00,,,
573,300002,10500 ,2008JJ00,,,
574,300002,10500 ,2009JJ00,,,
575,300002,10500 ,2010JJ00,,,
576,300002,10600 ,1995JJ00,,,
577,300002,10600 ,1996JJ00,,,
578,300002,10600 ,1997JJ00,,,
579,300002,10600 ,1998JJ00,,,
580,300002,10600 ,1999JJ00,,,
581,300002,10600 ,2000JJ00,,,
582,300002,10600 ,2001JJ00,,,
583,300002,10600 ,2002JJ00,,,
584,300002,10600 ,2003JJ00,,,
585,300002,10600 ,2004JJ00,,,
586,300002,10600 ,2005JJ00,,,
587,300002,10600 ,2006JJ00,,,
588,300002,10600 ,2007JJ00,,,
589,300002,10600 ,2008JJ00,,,
590,300002,10600 ,2009JJ00,,,
591,300002,10600 ,2010JJ00,,,
592,300002,10700 ,1995JJ00,,,
593,300002,10700 ,1996JJ00,,,
594,300002,10700 ,1997JJ00,,,
595,300002,10700 ,1998JJ00,,,
596,300002,10700 ,1999JJ00,,,
597,300002,10700 ,2000JJ00,,,
598,300002,10700 ,2001JJ00,,,
599,300002,10700 ,2002JJ00,,,
600,300002,10700 ,2003JJ00,,,
601,300002,10700 ,2004JJ00,,,
602,300002,10700 ,2005JJ00,,,
603,300002,10700 ,2006JJ00,,,
604,300002,10700 ,2007JJ00,,,
605,300002,10700 ,2008JJ00,,,
606,300002,10700 ,2009JJ00,,,
607,300002,10700 ,2010JJ00,,,
608,300002,10800 ,1995JJ00,,,
609,300002,10800 ,1996JJ00,,,
610,300002,10800 ,1997JJ00,,,
611,300002,10800 ,1998JJ00,,,
612,300002,10800 ,1999JJ00,,,
613,300002,10800 ,2000JJ00,,,
614,300002,10800 ,2001JJ00,,,
615,300002,10800 ,2002JJ00,,,
616,300002,10800 ,2003JJ00,,,
617,300002,10800 ,2004JJ00,,,
618,300002,10800 ,2005JJ00,,,
619,300002,10800 ,2006JJ00,,,
620,300002,10800 ,2007JJ00,,,
621,300002,10800 ,2008JJ00,,,
622,300002,10800 ,2009JJ00,,,
623,300002,10800 ,2010JJ00,,,
624,300002,10900 ,1995JJ00,,,
625,300002,10900 ,1996JJ00,,,
626,300002,10900 ,1997JJ00,,,
627,300002,10900 ,1998JJ00,,,
628,300002,10900 ,1999JJ00,,,
629,300002,10900 ,2000JJ00,,,
630,300002,10900 ,2001JJ00,,,
631,300002,10900 ,2002JJ00,,,
632,300002,10900 ,2003JJ00,,,
633,300002,10900 ,2004JJ00,,,
634,300002,10900 ,2005JJ00,,,
635,300002,10900 ,2006JJ00,,,
636,300002,10900 ,2007JJ00,,,
637,300002,10900 ,2008JJ00,,,
638,300002,10900 ,2009JJ00,,,
639,300002,10900 ,2010JJ00,,,
640,305700,10000 ,1995JJ00,,,
641,305700,10000 ,1996JJ00,,,
642,305700,10000 ,1997JJ00,,,
643,305700,10000 ,1998JJ00,,,
644,305700,10000 ,1999JJ00,,,
645,305700,10000 ,2000JJ00,,,
646,305700,10000 ,2001JJ00,,,
647,305700,10000 ,2002JJ00,,,
648,305700,10000 ,2003JJ00,,,
649,305700,10000 ,2004JJ00,,,
650,305700,10000 ,2005JJ00,,,
651,305700,10000 ,2006JJ00,,,
652,305700,10000 ,2007JJ00,,,
653,305700,10000 ,2008JJ00,,,
654,305700,10000 ,2009JJ00,,,
655,305700,10000 ,2010JJ00,,,
656,305700,10100 ,1995JJ00,,,
657,305700,10100 ,1996JJ00,,,
658,305700,10100 ,1997JJ00,,,
659,305700,10100 ,1998JJ00,,,
660,305700,10100 ,1999JJ00,,,
661,305700,10100 ,2000JJ00,,,
662,305700,10100 ,2001JJ00,,,
663,305700,10100 ,2002JJ00,,,
664,305700,10100 ,2003JJ00,,,
665,305700,10100 ,2004JJ00,,,
666,305700,10100 ,2005JJ00,,,
667,305700,10100 ,2006JJ00,,,
668,305700,10100 ,2007JJ00,,,
669,305700,10100 ,2008JJ00,,,
670,305700,10100 ,2009JJ00,,,
671,305700,10100 ,2010JJ00,,,
672,305700,10200 ,1995JJ00,,,
673,305700,10200 ,1996JJ00,,,
674,305700,10200 ,1997JJ00,,,
675,305700,10200 ,1998JJ00,,,
676,305700,10200 ,1999JJ00,,,
677,305700,10200 ,2000JJ00,,,
678,305700,10200 ,2001JJ00,,,
679,305700,10200 ,2002JJ00,,,
680,305700,10200 ,2003JJ00,,,
681,305700,10200 ,2004JJ00,,,
682,305700,10200 ,2005JJ00,,,
683,305700,10200 ,2006JJ00,,,
684,305700,10200 ,2007JJ00,,,
685,305700,10200 ,2008JJ00,,,
686,305700,10200 ,2009JJ00,,,
687,305700,10200 ,2010JJ00,,,
688,305700,10300 ,1995JJ00,,,
689,305700,10300 ,1996JJ00,,,
690,305700,10300 ,1997JJ00,,,
691,305700,10300 ,1998JJ00,,,
692,305700,10300 ,1999JJ00,,,
693,305700,10300 ,2000JJ00,,,
694,305700,10300 ,2001JJ00,,,
695,305700,10300 ,2002JJ00,,,
696,305700,10300 ,2003JJ00,,,
697,305700,10300 ,2004JJ00,,,
698,305700,10300 ,2005JJ00,,,
699,305700,10300 ,2006JJ00,,,
700,305700,10300 ,2007JJ00,,,
701,305700,10300 ,2008JJ00,,,
702,305700,10300 ,2009JJ00,,,
703,305700,10300 ,2010JJ00,,,
704,305700,10400 ,1995JJ00,,,
705,305700,10400 ,1996JJ00,,,
706,305700,10400 ,1997JJ00,,,
707,305700,10400 ,1998JJ00,,,
708,305700,10400 ,1999JJ00,,,
709,305700,10400 ,2000JJ00,,,
710,305700,10400 ,2001JJ00,,,
711,305700,10400 ,2002JJ00,,,
712,305700,10400 ,2003JJ00,,,
713,305700,10400 ,2004JJ00,,,
714,305700,10400 ,2005JJ00,,,
715,305700,10400 ,2006JJ00,,,
716,305700,10400 ,2007JJ00,,,
717,305700,10400 ,2008JJ00,,,
718,305700,10400 ,2009JJ00,,,
719,305700,10400 ,2010JJ00,,,
720,305700,10500 ,1995JJ00,,,
721,305700,10500 ,1996JJ00,,,
722,305700,10500 ,1997JJ00,,,
723,305700,10500 ,1998JJ00,,,
724,305700,10500 ,1999JJ00,,,
725,305700,10500 ,2000JJ00,,,
726,305700,10500 ,2001JJ00,,,
727,305700,10500 ,2002JJ00,,,
728,305700,10500 ,2003JJ00,,,
729,305700,10500 ,2004JJ00,,,
730,305700,10500 ,2005JJ00,,,
731,305700,10500 ,2006JJ00,,,
732,305700,10500 ,2007JJ00,,,
733,305700,10500 ,2008JJ00,,,
734,305700,10500 ,2009JJ00,,,
735,305700,10500 ,2010JJ00,,,
736,305700,10600 ,1995JJ00,,,
737,305700,10600 ,1996JJ00,,,
738,305700,10600 ,1997JJ00,,,
739,305700,10600 ,1998JJ00,,,
740,305700,10600 ,1999JJ00,,,
741,305700,10600 ,2000JJ00,,,
742,305700,10600 ,2001JJ00,,,
743,305700,10600 ,2002JJ00,,,
744,305700,10600 ,2003JJ00,,,
745,305700,10600 ,2004JJ00,,,
746,305700,10600 ,2005JJ00,,,
747,305700,10600 ,2006JJ00,,,
748,305700,10600 ,2007JJ00,,,
749,305700,10600 ,2008JJ00,,,
750,305700,10600 ,2009JJ00,,,
751,305700,10600 ,2010JJ00,,,
752,305700,10700 ,1995JJ00,,,
753,305700,10700 ,1996JJ00,,,
754,305700,10700 ,1997JJ00,,,
755,305700,10700 ,1998JJ00,,,
756,305700,10700 ,1999JJ00,,,
757,305700,10700 ,2000JJ00,,,
758,305700,10700 ,2001JJ00,,,
759,305700,10700 ,2002JJ00,,,
760,305700,10700 ,2003JJ00,,,
761,305700,10700 ,2004JJ00,,,
762,305700,10700 ,2005JJ00,,,
763,305700,10700 ,2006JJ00,,,
764,305700,10700 ,2007JJ00,,,
765,305700,10700 ,2008JJ00,,,
766,305700,10700 ,2009JJ00,,,
767,305700,10700 ,2010JJ00,,,
768,305700,10800 ,1995JJ00,,,
769,305700,10800 ,1996JJ00,,,
770,305700,10800 ,1997JJ00,,,
771,305700,10800 ,1998JJ00,,,
772,305700,10800 ,1999JJ00,,,
773,305700,10800 ,2000JJ00,,,
774,305700,10800 ,2001JJ00,,,
775,305700,10800 ,2002JJ00,,,
776,305700,10800 ,2003JJ00,,,
777,305700,10800 ,2004JJ00,,,
778,305700,10800 ,2005JJ00,,,
779,305700,10800 ,2006JJ00,,,
780,305700,10800 ,2007JJ00,,,
781,305700,10800 ,2008JJ00,,,
782,305700,10800 ,2009JJ00,,,
783,305700,10800 ,2010JJ00,,,
784,305700,10900 ,1995JJ00,,,
785,305700,10900 ,1996JJ00,,,
786,305700,10900 ,1997JJ00,,,
787,305700,10900 ,1998JJ00,,,
788,305700,10900 ,1999JJ00,,,
789,305700,10900 ,2000JJ00,,,
790,305700,10900 ,2001JJ00,,,
791,305700,10900 ,2002JJ00,,,
792,305700,10900 ,2003JJ00,,,
793,305700,10900 ,2004JJ00,,,
794,305700,10900 ,2005JJ00,,,
795,305700,10900 ,2006JJ00,,,
796,305700,10900 ,2007JJ00,,,
797,305700,10900 ,2008JJ00,,,
798,305700,10900 ,2009JJ00,,,
799,305700,10900 ,2010JJ00,,,
800,307500,10000 ,1995JJ00,8.0,1897.0,503.0
801,307500,10000 ,1996JJ00,9.2,2174.0,607.0
802,307500,10000 ,1997JJ00,9.8,2360.0,641.0
803,307500,10000 ,1998JJ00,9.9,2389.0,651.0
804,307500,10000 ,1999JJ00,10.5,2521.0,694.0
805,307500,10000 ,2000JJ00,10.6,2644.0,696.0
806,307500,10000 ,2001JJ00,11.4,2913.0,773.0
807,307500,10000 ,2002JJ00,12.7,3463.0,871.0
808,307500,10000 ,2003JJ00,13.3,3629.0,916.0
809,307500,10000 ,2004JJ00,11.6,3244.0,820.0
810,307500,10000 ,2005JJ00,12.1,3481.0,854.0
811,307500,10000 ,2006JJ00,12.4,3534.0,901.0
812,307500,10000 ,2007JJ00,13.0,3897.0,959.0
813,307500,10000 ,2008JJ00,13.9,4323.0,983.0
814,307500,10000 ,2009JJ00,14.1,3563.0,960.0
815,307500,10000 ,2010JJ00,14.5,3819.0,1060.0
816,307500,10100 ,1995JJ00,4.3,833.0,244.0
817,307500,10100 ,1996JJ00,4.4,847.0,255.0
818,307500,10100 ,1997JJ00,4.5,865.0,250.0
819,307500,10100 ,1998JJ00,4.6,901.0,262.0
820,307500,10100 ,1999JJ00,5.3,1022.0,305.0
821,307500,10100 ,2000JJ00,5.2,1025.0,300.0
822,307500,10100 ,2001JJ00,5.7,1156.0,334.0
823,307500,10100 ,2002JJ00,6.0,1306.0,353.0
824,307500,10100 ,2003JJ00,6.2,1334.0,368.0
825,307500,10100 ,2004JJ00,5.5,1226.0,324.0
826,307500,10100 ,2005JJ00,6.1,1434.0,357.0
827,307500,10100 ,2006JJ00,6.3,1449.0,377.0
828,307500,10100 ,2007JJ00,6.2,1481.0,374.0
829,307500,10100 ,2008JJ00,6.3,1529.0,349.0
830,307500,10100 ,2009JJ00,6.2,1194.0,370.0
831,307500,10100 ,2010JJ00,6.2,1245.0,394.0
832,307500,10200 ,1995JJ00,,,
833,307500,10200 ,1996JJ00,,,
834,307500,10200 ,1997JJ00,,,
835,307500,10200 ,1998JJ00,,,
836,307500,10200 ,1999JJ00,,,
837,307500,10200 ,2000JJ00,,,
838,307500,10200 ,2001JJ00,,,
839,307500,10200 ,2002JJ00,,,
840,307500,10200 ,2003JJ00,,,
841,307500,10200 ,2004JJ00,,,
842,307500,10200 ,2005JJ00,,,
843,307500,10200 ,2006JJ00,,,
844,307500,10200 ,2007JJ00,,,
845,307500,10200 ,2008JJ00,,,
846,307500,10200 ,2009JJ00,,,
847,307500,10200 ,2010JJ00,,,
848,307500,10300 ,1995JJ00,0.2,36.0,12.0
849,307500,10300 ,1996JJ00,0.4,67.0,26.0
850,307500,10300 ,1997JJ00,0.4,75.0,26.0
851,307500,10300 ,1998JJ00,0.4,69.0,25.0
852,307500,10300 ,1999JJ00,0.4,73.0,26.0
853,307500,10300 ,2000JJ00,0.4,76.0,26.0
854,307500,10300 ,2001JJ00,0.4,77.0,26.0
855,307500,10300 ,2002JJ00,0.6,99.0,35.0
856,307500,10300 ,2003JJ00,0.6,101.0,35.0
857,307500,10300 ,2004JJ00,0.5,99.0,34.0
858,307500,10300 ,2005JJ00,0.4,85.0,28.0
859,307500,10300 ,2006JJ00,0.4,88.0,29.0
860,307500,10300 ,2007JJ00,0.4,86.0,27.0
861,307500,10300 ,2008JJ00,0.5,98.0,30.0
862,307500,10300 ,2009JJ00,0.5,93.0,30.0
863,307500,10300 ,2010JJ00,0.4,79.0,27.0
864,307500,10400 ,1995JJ00,,,
865,307500,10400 ,1996JJ00,,,
866,307500,10400 ,1997JJ00,,,
867,307500,10400 ,1998JJ00,,,
868,307500,10400 ,1999JJ00,,,
869,307500,10400 ,2000JJ00,,,
870,307500,10400 ,2001JJ00,,,
871,307500,10400 ,2002JJ00,,,
872,307500,10400 ,2003JJ00,,,
873,307500,10400 ,2004JJ00,,,
874,307500,10400 ,2005JJ00,,,
875,307500,10400 ,2006JJ00,,,
876,307500,10400 ,2007JJ00,,,
877,307500,10400 ,2008JJ00,,,
878,307500,10400 ,2009JJ00,,,
879,307500,10400 ,2010JJ00,,,
880,307500,10500 ,1995JJ00,2.2,424.0,137.0
881,307500,10500 ,1996JJ00,1.9,380.0,127.0
882,307500,10500 ,1997JJ00,1.9,371.0,120.0
883,307500,10500 ,1998JJ00,2.1,413.0,134.0
884,307500,10500 ,1999JJ00,2.5,511.0,165.0
885,307500,10500 ,2000JJ00,2.5,513.0,164.0
886,307500,10500 ,2001JJ00,2.6,555.0,175.0
887,307500,10500 ,2002JJ00,2.6,553.0,170.0
888,307500,10500 ,2003JJ00,2.7,557.0,176.0
889,307500,10500 ,2004JJ00,2.0,458.0,129.0
890,307500,10500 ,2005JJ00,2.6,646.0,161.0
891,307500,10500 ,2006JJ00,2.4,570.0,156.0
892,307500,10500 ,2007JJ00,2.4,596.0,160.0
893,307500,10500 ,2008JJ00,2.4,601.0,140.0
894,307500,10500 ,2009JJ00,2.4,556.0,181.0
895,307500,10500 ,2010JJ00,2.5,513.0,172.0
896,307500,10600 ,1995JJ00,1.2,249.0,53.0
897,307500,10600 ,1996JJ00,1.2,242.0,50.0
898,307500,10600 ,1997JJ00,1.2,254.0,50.0
899,307500,10600 ,1998JJ00,1.2,255.0,50.0
900,307500,10600 ,1999JJ00,1.4,265.0,57.0
901,307500,10600 ,2000JJ00,1.3,267.0,55.0
902,307500,10600 ,2001JJ00,1.6,327.0,70.0
903,307500,10600 ,2002JJ00,1.6,329.0,71.0
904,307500,10600 ,2003JJ00,1.6,333.0,74.0
905,307500,10600 ,2004JJ00,1.6,337.0,76.0
906,307500,10600 ,2005JJ00,1.8,367.0,84.0
907,307500,10600 ,2006JJ00,1.9,402.0,90.0
908,307500,10600 ,2007JJ00,1.8,412.0,87.0
909,307500,10600 ,2008JJ00,1.8,415.0,78.0
910,307500,10600 ,2009JJ00,1.9,272.0,80.0
911,307500,10600 ,2010JJ00,1.9,296.0,94.0
912,307500,10700 ,1995JJ00,3.7,1064.0,260.0
913,307500,10700 ,1996JJ00,4.8,1328.0,352.0
914,307500,10700 ,1997JJ00,5.4,1496.0,391.0
915,307500,10700 ,1998JJ00,5.3,1489.0,388.0
916,307500,10700 ,1999JJ00,5.2,1499.0,388.0
917,307500,10700 ,2000JJ00,5.4,1619.0,395.0
918,307500,10700 ,2001JJ00,5.6,1757.0,439.0
919,307500,10700 ,2002JJ00,6.8,2157.0,518.0
920,307500,10700 ,2003JJ00,7.2,2295.0,548.0
921,307500,10700 ,2004JJ00,6.0,2019.0,495.0
922,307500,10700 ,2005JJ00,6.0,2047.0,497.0
923,307500,10700 ,2006JJ00,6.2,2085.0,524.0
924,307500,10700 ,2007JJ00,6.8,2417.0,585.0
925,307500,10700 ,2008JJ00,7.6,2793.0,634.0
926,307500,10700 ,2009JJ00,7.9,2369.0,591.0
927,307500,10700 ,2010JJ00,8.4,2574.0,667.0
928,307500,10800 ,1995JJ00,3.6,1040.0,253.0
929,307500,10800 ,1996JJ00,4.7,1301.0,345.0
930,307500,10800 ,1997JJ00,5.1,1448.0,377.0
931,307500,10800 ,1998JJ00,5.0,1438.0,373.0
932,307500,10800 ,1999JJ00,4.9,1446.0,372.0
933,307500,10800 ,2000JJ00,5.1,1560.0,378.0
934,307500,10800 ,2001JJ00,5.4,1697.0,421.0
935,307500,10800 ,2002JJ00,6.5,2104.0,503.0
936,307500,10800 ,2003JJ00,6.9,2238.0,532.0
937,307500,10800 ,2004JJ00,5.7,1960.0,479.0
938,307500,10800 ,2005JJ00,5.7,1986.0,479.0
939,307500,10800 ,2006JJ00,5.8,2004.0,500.0
940,307500,10800 ,2007JJ00,6.4,2328.0,559.0
941,307500,10800 ,2008JJ00,7.2,2696.0,607.0
942,307500,10800 ,2009JJ00,7.6,2282.0,564.0
943,307500,10800 ,2010JJ00,7.9,2480.0,628.0
944,307500,10900 ,1995JJ00,0.1,24.0,6.0
945,307500,10900 ,1996JJ00,0.1,27.0,7.0
946,307500,10900 ,1997JJ00,0.3,48.0,15.0
947,307500,10900 ,1998JJ00,0.3,51.0,16.0
948,307500,10900 ,1999JJ00,0.3,53.0,16.0
949,307500,10900 ,2000JJ00,0.3,59.0,17.0
950,307500,10900 ,2001JJ00,0.3,60.0,18.0
951,307500,10900 ,2002JJ00,0.3,54.0,15.0
952,307500,10900 ,2003JJ00,0.3,56.0,15.0
953,307500,10900 ,2004JJ00,0.3,58.0,16.0
954,307500,10900 ,2005JJ00,0.3,61.0,18.0
955,307500,10900 ,2006JJ00,0.4,81.0,24.0
956,307500,10900 ,2007JJ00,0.4,89.0,26.0
957,307500,10900 ,2008JJ00,0.4,97.0,27.0
958,307500,10900 ,2009JJ00,0.4,87.0,27.0
959,307500,10900 ,2010JJ00,0.4,94.0,38.0
960,346600,10000 ,1995JJ00,0.1,31.0,2.0
961,346600,10000 ,1996JJ00,0.1,36.0,0.0
962,346600,10000 ,1997JJ00,0.1,39.0,1.0
963,346600,10000 ,1998JJ00,0.1,46.0,1.0
964,346600,10000 ,1999JJ00,0.1,43.0,0.0
965,346600,10000 ,2000JJ00,0.1,65.0,0.0
966,346600,10000 ,2001JJ00,0.2,89.0,-3.0
967,346600,10000 ,2002JJ00,0.2,113.0,-10.0
968,346600,10000 ,2003JJ00,0.2,109.0,-5.0
969,346600,10000 ,2004JJ00,0.3,158.0,-11.0
970,346600,10000 ,2005JJ00,0.5,291.0,-80.0
971,346600,10000 ,2006JJ00,0.6,382.0,-10.0
972,346600,10000 ,2007JJ00,0.6,347.0,137.0
973,346600,10000 ,2008JJ00,0.8,495.0,182.0
974,346600,10000 ,2009JJ00,0.8,569.0,267.0
975,346600,10000 ,2010JJ00,0.8,570.0,265.0
976,346600,10100 ,1995JJ00,,,
977,346600,10100 ,1996JJ00,,,
978,346600,10100 ,1997JJ00,,,
979,346600,10100 ,1998JJ00,,,
980,346600,10100 ,1999JJ00,,,
981,346600,10100 ,2000JJ00,,,
982,346600,10100 ,2001JJ00,,,
983,346600,10100 ,2002JJ00,,,
984,346600,10100 ,2003JJ00,,,
985,346600,10100 ,2004JJ00,,,
986,346600,10100 ,2005JJ00,,,
987,346600,10100 ,2006JJ00,,,
988,346600,10100 ,2007JJ00,,,
989,346600,10100 ,2008JJ00,,,
990,346600,10100 ,2009JJ00,,,
991,346600,10100 ,2010JJ00,,,
992,346600,10200 ,1995JJ00,,,
993,346600,10200 ,1996JJ00,,,
994,346600,10200 ,1997JJ00,,,
995,346600,10200 ,1998JJ00,,,
996,346600,10200 ,1999JJ00,,,
997,346600,10200 ,2000JJ00,,,
998,346600,10200 ,2001JJ00,,,
999,346600,10200 ,2002JJ00,,,
1000,346600,10200 ,2003JJ00,,,
1001,346600,10200 ,2004JJ00,,,
1002,346600,10200 ,2005JJ00,,,
1003,346600,10200 ,2006JJ00,,,
1004,346600,10200 ,2007JJ00,,,
1005,346600,10200 ,2008JJ00,,,
1006,346600,10200 ,2009JJ00,,,
1007,346600,10200 ,2010JJ00,,,
1008,346600,10300 ,1995JJ00,,,
1009,346600,10300 ,1996JJ00,,,
1010,346600,10300 ,1997JJ00,,,
1011,346600,10300 ,1998JJ00,,,
1012,346600,10300 ,1999JJ00,,,
1013,346600,10300 ,2000JJ00,,,
1014,346600,10300 ,2001JJ00,,,
1015,346600,10300 ,2002JJ00,,,
1016,346600,10300 ,2003JJ00,,,
1017,346600,10300 ,2004JJ00,,,
1018,346600,10300 ,2005JJ00,,,
1019,346600,10300 ,2006JJ00,,,
1020,346600,10300 ,2007JJ00,,,
1021,346600,10300 ,2008JJ00,,,
1022,346600,10300 ,2009JJ00,,,
1023,346600,10300 ,2010JJ00,,,
1024,346600,10400 ,1995JJ00,,,
1025,346600,10400 ,1996JJ00,,,
1026,346600,10400 ,1997JJ00,,,
1027,346600,10400 ,1998JJ00,,,
1028,346600,10400 ,1999JJ00,,,
1029,346600,10400 ,2000JJ00,,,
1030,346600,10400 ,2001JJ00,,,
1031,346600,10400 ,2002JJ00,,,
1032,346600,10400 ,2003JJ00,,,
1033,346600,10400 ,2004JJ00,,,
1034,346600,10400 ,2005JJ00,,,
1035,346600,10400 ,2006JJ00,,,
1036,346600,10400 ,2007JJ00,,,
1037,346600,10400 ,2008JJ00,,,
1038,346600,10400 ,2009JJ00,,,
1039,346600,10400 ,2010JJ00,,,
1040,346600,10500 ,1995JJ00,,,
1041,346600,10500 ,1996JJ00,,,
1042,346600,10500 ,1997JJ00,,,
1043,346600,10500 ,1998JJ00,,,
1044,346600,10500 ,1999JJ00,,,
1045,346600,10500 ,2000JJ00,,,
1046,346600,10500 ,2001JJ00,,,
1047,346600,10500 ,2002JJ00,,,
1048,346600,10500 ,2003JJ00,,,
1049,346600,10500 ,2004JJ00,,,
1050,346600,10500 ,2005JJ00,,,
1051,346600,10500 ,2006JJ00,,,
1052,346600,10500 ,2007JJ00,,,
1053,346600,10500 ,2008JJ00,,,
1054,346600,10500 ,2009JJ00,,,
1055,346600,10500 ,2010JJ00,,,
1056,346600,10600 ,1995JJ00,,,
1057,346600,10600 ,1996JJ00,,,
1058,346600,10600 ,1997JJ00,,,
1059,346600,10600 ,1998JJ00,,,
1060,346600,10600 ,1999JJ00,,,
1061,346600,10600 ,2000JJ00,,,
1062,346600,10600 ,2001JJ00,,,
1063,346600,10600 ,2002JJ00,,,
1064,346600,10600 ,2003JJ00,,,
1065,346600,10600 ,2004JJ00,,,
1066,346600,10600 ,2005JJ00,,,
1067,346600,10600 ,2006JJ00,,,
1068,346600,10600 ,2007JJ00,,,
1069,346600,10600 ,2008JJ00,,,
1070,346600,10600 ,2009JJ00,,,
1071,346600,10600 ,2010JJ00,,,
1072,346600,10700 ,1995JJ00,0.1,31.0,2.0
1073,346600,10700 ,1996JJ00,0.1,36.0,0.0
1074,346600,10700 ,1997JJ00,0.1,39.0,1.0
1075,346600,10700 ,1998JJ00,0.1,46.0,1.0
1076,346600,10700 ,1999JJ00,0.1,43.0,0.0
1077,346600,10700 ,2000JJ00,0.1,65.0,0.0
1078,346600,10700 ,2001JJ00,0.2,89.0,-3.0
1079,346600,10700 ,2002JJ00,0.2,113.0,-10.0
1080,346600,10700 ,2003JJ00,0.2,109.0,-5.0
1081,346600,10700 ,2004JJ00,0.3,158.0,-11.0
1082,346600,10700 ,2005JJ00,0.5,291.0,-80.0
1083,346600,10700 ,2006JJ00,0.6,382.0,-10.0
1084,346600,10700 ,2007JJ00,0.6,347.0,137.0
