ID,BedrijfstakkenBranchesSBI2008,Milieudomein,Perioden,ArbeidsvolumeWerkzamePersonen_1,ProductieBasisprijzen_2,BrutoToegevoegdeWaardeBasisprijzen_3
1577,300006,10800 ,2004JJ00,1.5,263.0,120.0
1578,300006,10800 ,2005JJ00,1.6,288.0,131.0
1579,300006,10800 ,2006JJ00,1.9,297.0,148.0
1580,300006,10800 ,2007JJ00,2.0,336.0,165.0
1581,300006,10800 ,2008JJ00,2.3,412.0,195.0
1582,300006,10800 ,2009JJ00,2.3,442.0,193.0
1583,300006,10800 ,2010JJ00,2.5,438.0,239.0
1584,300006,10900 ,1995JJ00,2.1,88.0,29.0
1585,300006,10900 ,1996JJ00,2.6,108.0,35.0
1586,300006,10900 ,1997JJ00,2.8,110.0,37.0
1587,300006,10900 ,1998JJ00,2.9,119.0,45.0
1588,300006,10900 ,1999JJ00,2.6,155.0,53.0
1589,300006,10900 ,2000JJ00,3.5,208.0,71.0
1590,300006,10900 ,2001JJ00,3.2,196.0,66.0
1591,300006,10900 ,2002JJ00,3.6,251.0,77.0
1592,300006,10900 ,2003JJ00,4.3,268.0,85.0
1593,300006,10900 ,2004JJ00,3.4,261.0,78.0
1594,300006,10900 ,2005JJ00,4.3,259.0,89.0
1595,300006,10900 ,2006JJ00,3.6,224.0,80.0
1596,300006,10900 ,2007JJ00,3.3,222.0,83.0
1597,300006,10900 ,2008JJ00,4.3,254.0,86.0
1598,300006,10900 ,2009JJ00,4.9,265.0,91.0
1599,300006,10900 ,2010JJ00,5.1,249.0,83.0
1600,391600,10000 ,1995JJ00,,,
1601,391600,10000 ,1996JJ00,,,
1602,391600,10000 ,1997JJ00,,,
1603,391600,10000 ,1998JJ00,,,
1604,391600,10000 ,1999JJ00,,,
1605,391600,10000 ,2000JJ00,,,
1606,391600,10000 ,2001JJ00,,,
1607,391600,10000 ,2002JJ00,,,
1608,391600,10000 ,2003JJ00,,,
1609,391600,10000 ,2004JJ00,,,
1610,391600,10000 ,2005JJ00,,,
1611,391600,10000 ,2006JJ00,,,
1612,391600,10000 ,2007JJ00,,,
1613,391600,10000 ,2008JJ00,,,
1614,391600,10000 ,2009JJ00,,,
1615,391600,10000 ,2010JJ00,,,
1616,391600,10100 ,1995JJ00,,,
1617,391600,10100 ,1996JJ00,,,
1618,391600,10100 ,1997JJ00,,,
1619,391600,10100 ,1998JJ00,,,
1620,391600,10100 ,1999JJ00,,,
1621,391600,10100 ,2000JJ00,,,
1622,391600,10100 ,2001JJ00,,,
1623,391600,10100 ,2002JJ00,,,
1624,391600,10100 ,2003JJ00,,,
1625,391600,10100 ,2004JJ00,,,
1626,391600,10100 ,2005JJ00,,,
1627,391600,10100 ,2006JJ00,,,
1628,391600,10100 ,2007JJ00,,,
1629,391600,10100 ,2008JJ00,,,
1630,391600,10100 ,2009JJ00,,,
1631,391600,10100 ,2010JJ00,,,
1632,391600,10200 ,1995JJ00,,,
1633,391600,10200 ,1996JJ00,,,
1634,391600,10200 ,1997JJ00,,,
1635,391600,10200 ,1998JJ00,,,
1636,391600,10200 ,1999JJ00,,,
1637,391600,10200 ,2000JJ00,,,
1638,391600,10200 ,2001JJ00,,,
1639,391600,10200 ,2002JJ00,,,
1640,391600,10200 ,2003JJ00,,,
1641,391600,10200 ,2004JJ00,,,
1642,391600,10200 ,2005JJ00,,,
1643,391600,10200 ,2006JJ00,,,
1644,391600,10200 ,2007JJ00,,,
1645,391600,10200 ,2008JJ00,,,
1646,391600,10200 ,2009JJ00,,,
1647,391600,10200 ,2010JJ00,,,
1648,391600,10300 ,1995JJ00,,,
1649,391600,10300 ,1996JJ00,,,
1650,391600,10300 ,1997JJ00,,,
1651,391600,10300 ,1998JJ00,,,
1652,391600,10300 ,1999JJ00,,,
1653,391600,10300 ,2000JJ00,,,
1654,391600,10300 ,2001JJ00,,,
1655,391600,10300 ,2002JJ00,,,
1656,391600,10300 ,2003JJ00,,,
1657,391600,10300 ,2004JJ00,,,
1658,391600,10300 ,2005JJ00,,,
1659,391600,10300 ,2006JJ00,,,
1660,391600,10300 ,2007JJ00,,,
1661,391600,10300 ,2008JJ00,,,
1662,391600,10300 ,2009JJ00,,,
1663,391600,10300 ,2010JJ00,,,
1664,391600,10400 ,1995JJ00,,,
1665,391600,10400 ,1996JJ00,,,
1666,391600,10400 ,1997JJ00,,,
1667,391600,10400 ,1998JJ00,,,
1668,391600,10400 ,1999JJ00,,,
1669,391600,10400 ,2000JJ00,,,
1670,391600,10400 ,2001JJ00,,,
1671,391600,10400 ,2002JJ00,,,
1672,391600,10400 ,2003JJ00,,,
1673,391600,10400 ,2004JJ00,,,
1674,391600,10400 ,2005JJ00,,,
1675,391600,10400 ,2006JJ00,,,
1676,391600,10400 ,2007JJ00,,,
1677,391600,10400 ,2008JJ00,,,
1678,391600,10400 ,2009JJ00,,,
1679,391600,10400 ,2010JJ00,,,
1680,391600,10500 ,1995JJ00,,,
1681,391600,10500 ,1996JJ00,,,
1682,391600,10500 ,1997JJ00,,,
1683,391600,10500 ,1998JJ00,,,
1684,391600,10500 ,1999JJ00,,,
1685,391600,10500 ,2000JJ00,,,
1686,391600,10500 ,2001JJ00,,,
1687,391600,10500 ,2002JJ00,,,
1688,391600,10500 ,2003JJ00,,,
1689,391600,10500 ,2004JJ00,,,
1690,391600,10500 ,2005JJ00,,,
1691,391600,10500 ,2006JJ00,,,
1692,391600,10500 ,2007JJ00,,,
1693,391600,10500 ,2008JJ00,,,
1694,391600,10500 ,2009JJ00,,,
1695,391600,10500 ,2010JJ00,,,
1696,391600,10600 ,1995JJ00,,,
1697,391600,10600 ,1996JJ00,,,
1698,391600,10600 ,1997JJ00,,,
1699,391600,10600 ,1998JJ00,,,
1700,391600,10600 ,1999JJ00,,,
1701,391600,10600 ,2000JJ00,,,
1702,391600,10600 ,2001JJ00,,,
1703,391600,10600 ,2002JJ00,,,
1704,391600,10600 ,2003JJ00,,,
1705,391600,10600 ,2004JJ00,,,
1706,391600,10600 ,2005JJ00,,,
1707,391600,10600 ,2006JJ00,,,
1708,391600,10600 ,2007JJ00,,,
1709,391600,10600 ,2008JJ00,,,
1710,391600,10600 ,2009JJ00,,,
1711,391600,10600 ,2010JJ00,,,
1712,391600,10700 ,1995JJ00,,,
1713,391600,10700 ,1996JJ00,,,
1714,391600,10700 ,1997JJ00,,,
1715,391600,10700 ,1998JJ00,,,
1716,391600,10700 ,1999JJ00,,,
1717,391600,10700 ,2000JJ00,,,
1718,391600,10700 ,2001JJ00,,,
1719,391600,10700 ,2002JJ00,,,
1720,391600,10700 ,2003JJ00,,,
1721,391600,10700 ,2004JJ00,,,
1722,391600,10700 ,2005JJ00,,,
1723,391600,10700 ,2006JJ00,,,
1724,391600,10700 ,2007JJ00,,,
1725,391600,10700 ,2008JJ00,,,
1726,391600,10700 ,2009JJ00,,,
1727,391600,10700 ,2010JJ00,,,
1728,391600,10800 ,1995JJ00,,,
1729,391600,10800 ,1996JJ00,,,
1730,391600,10800 ,1997JJ00,,,
1731,391600,10800 ,1998JJ00,,,
1732,391600,10800 ,1999JJ00,,,
1733,391600,10800 ,2000JJ00,,,
1734,391600,10800 ,2001JJ00,,,
1735,391600,10800 ,2002JJ00,,,
1736,391600,10800 ,2003JJ00,,,
1737,391600,10800 ,2004JJ00,,,
1738,391600,10800 ,2005JJ00,,,
1739,391600,10800 ,2006JJ00,,,
1740,391600,10800 ,2007JJ00,,,
1741,391600,10800 ,2008JJ00,,,
1742,391600,10800 ,2009JJ00,,,
1743,391600,10800 ,2010JJ00,,,
1744,391600,10900 ,1995JJ00,,,
1745,391600,10900 ,1996JJ00,,,
1746,391600,10900 ,1997JJ00,,,
1747,391600,10900 ,1998JJ00,,,
1748,391600,10900 ,1999JJ00,,,
1749,391600,10900 ,2000JJ00,,,
1750,391600,10900 ,2001JJ00,,,
1751,391600,10900 ,2002JJ00,,,
1752,391600,10900 ,2003JJ00,,,
1753,391600,10900 ,2004JJ00,,,
1754,391600,10900 ,2005JJ00,,,
1755,391600,10900 ,2006JJ00,,,
1756,391600,10900 ,2007JJ00,,,
1757,391600,10900 ,2008JJ00,,,
1758,391600,10900 ,2009JJ00,,,
1759,391600,10900 ,2010JJ00,,,
1760,396300,10000 ,1995JJ00,,,
1761,396300,10000 ,1996JJ00,,,
1762,396300,10000 ,1997JJ00,,,
1763,396300,10000 ,1998JJ00,,,
1764,396300,10000 ,1999JJ00,,,
1765,396300,10000 ,2000JJ00,,,
1766,396300,10000 ,2001JJ00,,,
1767,396300,10000 ,2002JJ00,,,
1768,396300,10000 ,2003JJ00,,,
1769,396300,10000 ,2004JJ00,,,
1770,396300,10000 ,2005JJ00,,,
1771,396300,10000 ,2006JJ00,,,
1772,396300,10000 ,2007JJ00,,,
1773,396300,10000 ,2008JJ00,,,
1774,396300,10000 ,2009JJ00,,,
1775,396300,10000 ,2010JJ00,,,
1776,396300,10100 ,1995JJ00,,,
1777,396300,10100 ,1996JJ00,,,
1778,396300,10100 ,1997JJ00,,,
1779,396300,10100 ,1998JJ00,,,
1780,396300,10100 ,1999JJ00,,,
1781,396300,10100 ,2000JJ00,,,
1782,396300,10100 ,2001JJ00,,,
1783,396300,10100 ,2002JJ00,,,
1784,396300,10100 ,2003JJ00,,,
1785,396300,10100 ,2004JJ00,,,
1786,396300,10100 ,2005JJ00,,,
1787,396300,10100 ,2006JJ00,,,
1788,396300,10100 ,2007JJ00,,,
1789,396300,10100 ,2008JJ00,,,
1790,396300,10100 ,2009JJ00,,,
1791,396300,10100 ,2010JJ00,,,
1792,396300,10200 ,1995JJ00,,,
1793,396300,10200 ,1996JJ00,,,
1794,396300,10200 ,1997JJ00,,,
1795,396300,10200 ,1998JJ00,,,
1796,396300,10200 ,1999JJ00,,,
1797,396300,10200 ,2000JJ00,,,
1798,396300,10200 ,2001JJ00,,,
1799,396300,10200 ,2002JJ00,,,
1800,396300,10200 ,2003JJ00,,,
1801,396300,10200 ,2004JJ00,,,
1802,396300,10200 ,2005JJ00,,,
1803,396300,10200 ,2006JJ00,,,
1804,396300,10200 ,2007JJ00,,,
1805,396300,10200 ,2008JJ00,,,
1806,396300,10200 ,2009JJ00,,,
1807,396300,10200 ,2010JJ00,,,
1808,396300,10300 ,1995JJ00,,,
1809,396300,10300 ,1996JJ00,,,
1810,396300,10300 ,1997JJ00,,,
1811,396300,10300 ,1998JJ00,,,
1812,396300,10300 ,1999JJ00,,,
1813,396300,10300 ,2000JJ00,,,
1814,396300,10300 ,2001JJ00,,,
1815,396300,10300 ,2002JJ00,,,
1816,396300,10300 ,2003JJ00,,,
1817,396300,10300 ,2004JJ00,,,
1818,396300,10300 ,2005JJ00,,,
1819,396300,10300 ,2006JJ00,,,
1820,396300,10300 ,2007JJ00,,,
1821,396300,10300 ,2008JJ00,,,
1822,396300,10300 ,2009JJ00,,,
1823,396300,10300 ,2010JJ00,,,
1824,396300,10400 ,1995JJ00,,,
1825,396300,10400 ,1996JJ00,,,
1826,396300,10400 ,1997JJ00,,,
1827,396300,10400 ,1998JJ00,,,
1828,396300,10400 ,1999JJ00,,,
1829,396300,10400 ,2000JJ00,,,
1830,396300,10400 ,2001JJ00,,,
1831,396300,10400 ,2002JJ00,,,
1832,396300,10400 ,2003JJ00,,,
1833,396300,10400 ,2004JJ00,,,
1834,396300,10400 ,2005JJ00,,,
1835,396300,10400 ,2006JJ00,,,
1836,396300,10400 ,2007JJ00,,,
1837,396300,10400 ,2008JJ00,,,
1838,396300,10400 ,2009JJ00,,,
1839,396300,10400 ,2010JJ00,,,
1840,396300,10500 ,1995JJ00,,,
1841,396300,10500 ,1996JJ00,,,
1842,396300,10500 ,1997JJ00,,,
1843,396300,10500 ,1998JJ00,,,
1844,396300,10500 ,1999JJ00,,,
1845,396300,10500 ,2000JJ00,,,
1846,396300,10500 ,2001JJ00,,,
1847,396300,10500 ,2002JJ00,,,
1848,396300,10500 ,2003JJ00,,,
1849,396300,10500 ,2004JJ00,,,
1850,396300,10500 ,2005JJ00,,,
1851,396300,10500 ,2006JJ00,,,
1852,396300,10500 ,2007JJ00,,,
1853,396300,10500 ,2008JJ00,,,
1854,396300,10500 ,2009JJ00,,,
1855,396300,10500 ,2010JJ00,,,
1856,396300,10600 ,1995JJ00,,,
1857,396300,10600 ,1996JJ00,,,
1858,396300,10600 ,1997JJ00,,,
1859,396300,10600 ,1998JJ00,,,
1860,396300,10600 ,1999JJ00,,,
1861,396300,10600 ,2000JJ00,,,
1862,396300,10600 ,2001JJ00,,,
1863,396300,10600 ,2002JJ00,,,
1864,396300,10600 ,2003JJ00,,,
1865,396300,10600 ,2004JJ00,,,
1866,396300,10600 ,2005JJ00,,,
1867,396300,10600 ,2006JJ00,,,
1868,396300,10600 ,2007JJ00,,,
1869,396300,10600 ,2008JJ00,,,
1870,396300,10600 ,2009JJ00,,,
1871,396300,10600 ,2010JJ00,,,
1872,396300,10700 ,1995JJ00,,,
1873,396300,10700 ,1996JJ00,,,
1874,396300,10700 ,1997JJ00,,,
1875,396300,10700 ,1998JJ00,,,
1876,396300,10700 ,1999JJ00,,,
1877,396300,10700 ,2000JJ00,,,
1878,396300,10700 ,2001JJ00,,,
1879,396300,10700 ,2002JJ00,,,
1880,396300,10700 ,2003JJ00,,,
1881,396300,10700 ,2004JJ00,,,
1882,396300,10700 ,2005JJ00,,,
1883,396300,10700 ,2006JJ00,,,
1884,396300,10700 ,2007JJ00,,,
1885,396300,10700 ,2008JJ00,,,
1886,396300,10700 ,2009JJ00,,,
1887,396300,10700 ,2010JJ00,,,
1888,396300,10800 ,1995JJ00,,,
1889,396300,10800 ,1996JJ00,,,
1890,396300,10800 ,1997JJ00,,,
1891,396300,10800 ,1998JJ00,,,
1892,396300,10800 ,1999JJ00,,,
1893,396300,10800 ,2000JJ00,,,
1894,396300,10800 ,2001JJ00,,,
1895,396300,10800 ,2002JJ00,,,
1896,396300,10800 ,2003JJ00,,,
1897,396300,10800 ,2004JJ00,,,
1898,396300,10800 ,2005JJ00,,,
1899,396300,10800 ,2006JJ00,,,
1900,396300,10800 ,2007JJ00,,,
1901,396300,10800 ,2008JJ00,,,
1902,396300,10800 ,2009JJ00,,,
1903,396300,10800 ,2010JJ00,,,
1904,396300,10900 ,1995JJ00,,,
1905,396300,10900 ,1996JJ00,,,
1906,396300,10900 ,1997JJ00,,,
1907,396300,10900 ,1998JJ00,,,
1908,396300,10900 ,1999JJ00,,,
1909,396300,10900 ,2000JJ00,,,
1910,396300,10900 ,2001JJ00,,,
1911,396300,10900 ,2002JJ00,,,
1912,396300,10900 ,2003JJ00,,,
1913,396300,10900 ,2004JJ00,,,
1914,396300,10900 ,2005JJ00,,,
1915,396300,10900 ,2006JJ00,,,
1916,396300,10900 ,2007JJ00,,,
1917,396300,10900 ,2008JJ00,,,
1918,396300,10900 ,2009JJ00,,,
1919,396300,10900 ,2010JJ00,,,
1920,402000,10000 ,1995JJ00,,,
1921,402000,10000 ,1996JJ00,,,
1922,402000,10000 ,1997JJ00,,,
1923,402000,10000 ,1998JJ00,,,
1924,402000,10000 ,1999JJ00,,,
1925,402000,10000 ,2000JJ00,,,
1926,402000,10000 ,2001JJ00,,,
1927,402000,10000 ,2002JJ00,,,
1928,402000,10000 ,2003JJ00,,,
1929,402000,10000 ,2004JJ00,,,
1930,402000,10000 ,2005JJ00,,,
1931,402000,10000 ,2006JJ00,,,
1932,402000,10000 ,2007JJ00,,,
1933,402000,10000 ,2008JJ00,,,
1934,402000,10000 ,2009JJ00,,,
1935,402000,10000 ,2010JJ00,,,
1936,402000,10100 ,1995JJ00,,,
1937,402000,10100 ,1996JJ00,,,
1938,402000,10100 ,1997JJ00,,,
1939,402000,10100 ,1998JJ00,,,
1940,402000,10100 ,1999JJ00,,,
1941,402000,10100 ,2000JJ00,,,
1942,402000,10100 ,2001JJ00,,,
1943,402000,10100 ,2002JJ00,,,
1944,402000,10100 ,2003JJ00,,,
1945,402000,10100 ,2004JJ00,,,
1946,402000,10100 ,2005JJ00,,,
1947,402000,10100 ,2006JJ00,,,
1948,402000,10100 ,2007JJ00,,,
1949,402000,10100 ,2008JJ00,,,
1950,402000,10100 ,2009JJ00,,,
1951,402000,10100 ,2010JJ00,,,
1952,402000,10200 ,1995JJ00,,,
1953,402000,10200 ,1996JJ00,,,
1954,402000,10200 ,1997JJ00,,,
1955,402000,10200 ,1998JJ00,,,
1956,402000,10200 ,1999JJ00,,,
1957,402000,10200 ,2000JJ00,,,
1958,402000,10200 ,2001JJ00,,,
1959,402000,10200 ,2002JJ00,,,
1960,402000,10200 ,2003JJ00,,,
1961,402000,10200 ,2004JJ00,,,
1962,402000,10200 ,2005JJ00,,,
1963,402000,10200 ,2006JJ00,,,
1964,402000,10200 ,2007JJ00,,,
1965,402000,10200 ,2008JJ00,,,
1966,402000,10200 ,2009JJ00,,,
1967,402000,10200 ,2010JJ00,,,
1968,402000,10300 ,1995JJ00,,,
1969,402000,10300 ,1996JJ00,,,
1970,402000,10300 ,1997JJ00,,,
1971,402000,10300 ,1998JJ00,,,
1972,402000,10300 ,1999JJ00,,,
1973,402000,10300 ,2000JJ00,,,
1974,402000,10300 ,2001JJ00,,,
1975,402000,10300 ,2002JJ00,,,
1976,402000,10300 ,2003JJ00,,,
1977,402000,10300 ,2004JJ00,,,
1978,402000,10300 ,2005JJ00,,,
1979,402000,10300 ,2006JJ00,,,
1980,402000,10300 ,2007JJ00,,,
1981,402000,10300 ,2008JJ00,,,
1982,402000,10300 ,2009JJ00,,,
1983,402000,10300 ,2010JJ00,,,
1984,402000,10400 ,1995JJ00,,,
1985,402000,10400 ,1996JJ00,,,
1986,402000,10400 ,1997JJ00,,,
1987,402000,10400 ,1998JJ00,,,
1988,402000,10400 ,1999JJ00,,,
1989,402000,10400 ,2000JJ00,,,
1990,402000,10400 ,2001JJ00,,,
1991,402000,10400 ,2002JJ00,,,
1992,402000,10400 ,2003JJ00,,,
1993,402000,10400 ,2004JJ00,,,
1994,402000,10400 ,2005JJ00,,,
1995,402000,10400 ,2006JJ00,,,
1996,402000,10400 ,2007JJ00,,,
1997,402000,10400 ,2008JJ00,,,
1998,402000,10400 ,2009JJ00,,,
1999,402000,10400 ,2010JJ00,,,
2000,402000,10500 ,1995JJ00,,,
2001,402000,10500 ,1996JJ00,,,
2002,402000,10500 ,1997JJ00,,,
2003,402000,10500 ,1998JJ00,,,
2004,402000,10500 ,1999JJ00,,,
2005,402000,10500 ,2000JJ00,,,
2006,402000,10500 ,2001JJ00,,,
2007,402000,10500 ,2002JJ00,,,
2008,402000,10500 ,2003JJ00,,,
2009,402000,10500 ,2004JJ00,,,
2010,402000,10500 ,2005JJ00,,,
2011,402000,10500 ,2006JJ00,,,
2012,402000,10500 ,2007JJ00,,,
2013,402000,10500 ,2008JJ00,,,
2014,402000,10500 ,2009JJ00,,,
2015,402000,10500 ,2010JJ00,,,
2016,402000,10600 ,1995JJ00,,,
2017,402000,10600 ,1996JJ00,,,
2018,402000,10600 ,1997JJ00,,,
2019,402000,10600 ,1998JJ00,,,
2020,402000,10600 ,1999JJ00,,,
2021,402000,10600 ,2000JJ00,,,
2022,402000,10600 ,2001JJ00,,,
2023,402000,10600 ,2002JJ00,,,
2024,402000,10600 ,2003JJ00,,,
2025,402000,10600 ,2004JJ00,,,
2026,402000,10600 ,2005JJ00,,,
2027,402000,10600 ,2006JJ00,,,
2028,402000,10600 ,2007JJ00,,,
2029,402000,10600 ,2008JJ00,,,
2030,402000,10600 ,2009JJ00,,,
2031,402000,10600 ,2010JJ00,,,
2032,402000,10700 ,1995JJ00,,,
2033,402000,10700 ,1996JJ00,,,
2034,402000,10700 ,1997JJ00,,,
2035,402000,10700 ,1998JJ00,,,
2036,402000,10700 ,1999JJ00,,,
2037,402000,10700 ,2000JJ00,,,
2038,402000,10700 ,2001JJ00,,,
2039,402000,10700 ,2002JJ00,,,
2040,402000,10700 ,2003JJ00,,,
2041,402000,10700 ,2004JJ00,,,
2042,402000,10700 ,2005JJ00,,,
2043,402000,10700 ,2006JJ00,,,
2044,402000,10700 ,2007JJ00,,,
2045,402000,10700 ,2008JJ00,,,
2046,402000,10700 ,2009JJ00,,,
2047,402000,10700 ,2010JJ00,,,
2048,402000,10800 ,1995JJ00,,,
2049,402000,10800 ,1996JJ00,,,
2050,402000,10800 ,1997JJ00,,,
2051,402000,10800 ,1998JJ00,,,
2052,402000,10800 ,1999JJ00,,,
2053,402000,10800 ,2000JJ00,,,
2054,402000,10800 ,2001JJ00,,,
2055,402000,10800 ,2002JJ00,,,
2056,402000,10800 ,2003JJ00,,,
2057,402000,10800 ,2004JJ00,,,
2058,402000,10800 ,2005JJ00,,,
2059,402000,10800 ,2006JJ00,,,
2060,402000,10800 ,2007JJ00,,,
2061,402000,10800 ,2008JJ00,,,
2062,402000,10800 ,2009JJ00,,,
2063,402000,10800 ,2010JJ00,,,
2064,402000,10900 ,1995JJ00,,,
2065,402000,10900 ,1996JJ00,,,
2066,402000,10900 ,1997JJ00,,,
2067,402000,10900 ,1998JJ00,,,
2068,402000,10900 ,1999JJ00,,,
2069,402000,10900 ,2000JJ00,,,
2070,402000,10900 ,2001JJ00,,,
2071,402000,10900 ,2002JJ00,,,
2072,402000,10900 ,2003JJ00,,,
2073,402000,10900 ,2004JJ00,,,
2074,402000,10900 ,2005JJ00,,,
2075,402000,10900 ,2006JJ00,,,
2076,402000,10900 ,2007JJ00,,,
2077,402000,10900 ,2008JJ00,,,
2078,402000,10900 ,2009JJ00,,,
2079,402000,10900 ,2010JJ00,,,
2080,300010,10000 ,1995JJ00,5.7,523.0,288.0
2081,300010,10000 ,1996JJ00,7.8,739.0,386.0
2082,300010,10000 ,1997JJ00,7.1,670.0,355.0
2083,300010,10000 ,1998JJ00,8.9,852.0,457.0
2084,300010,10000 ,1999JJ00,8.7,831.0,453.0
2085,300010,10000 ,2000JJ00,9.3,922.0,486.0
2086,300010,10000 ,2001JJ00,11.2,1156.0,582.0
2087,300010,10000 ,2002JJ00,12.1,1306.0,647.0
2088,300010,10000 ,2003JJ00,11.0,1202.0,584.0
2089,300010,10000 ,2004JJ00,12.3,1391.0,667.0
2090,300010,10000 ,2005JJ00,12.3,1386.0,687.0
2091,300010,10000 ,2006JJ00,12.6,1462.0,734.0
2092,300010,10000 ,2007JJ00,13.0,1561.0,795.0
2093,300010,10000 ,2008JJ00,14.7,1846.0,947.0
2094,300010,10000 ,2009JJ00,15.5,1850.0,946.0
2095,300010,10000 ,2010JJ00,14.7,1822.0,961.0
2096,300010,10100 ,1995JJ00,3.9,358.0,200.0
2097,300010,10100 ,1996JJ00,5.8,543.0,287.0
2098,300010,10100 ,1997JJ00,5.0,465.0,249.0
2099,300010,10100 ,1998JJ00,6.9,653.0,353.0
2100,300010,10100 ,1999JJ00,6.6,620.0,344.0
2101,300010,10100 ,2000JJ00,7.0,677.0,361.0
2102,300010,10100 ,2001JJ00,8.1,813.0,413.0
2103,300010,10100 ,2002JJ00,8.7,913.0,456.0
2104,300010,10100 ,2003JJ00,8.1,863.0,423.0
2105,300010,10100 ,2004JJ00,8.7,961.0,469.0
2106,300010,10100 ,2005JJ00,8.6,943.0,464.0
2107,300010,10100 ,2006JJ00,9.4,1054.0,527.0
2108,300010,10100 ,2007JJ00,9.5,1103.0,566.0
2109,300010,10100 ,2008JJ00,10.5,1259.0,666.0
2110,300010,10100 ,2009JJ00,11.4,1296.0,687.0
2111,300010,10100 ,2010JJ00,10.7,1235.0,687.0
2112,300010,10200 ,1995JJ00,,,
2113,300010,10200 ,1996JJ00,,,
2114,300010,10200 ,1997JJ00,,,
2115,300010,10200 ,1998JJ00,,,
2116,300010,10200 ,1999JJ00,,,
2117,300010,10200 ,2000JJ00,,,
2118,300010,10200 ,2001JJ00,,,
2119,300010,10200 ,2002JJ00,,,
2120,300010,10200 ,2003JJ00,,,
2121,300010,10200 ,2004JJ00,,,
2122,300010,10200 ,2005JJ00,,,
2123,300010,10200 ,2006JJ00,,,
2124,300010,10200 ,2007JJ00,,,
2125,300010,10200 ,2008JJ00,,,
2126,300010,10200 ,2009JJ00,,,
2127,300010,10200 ,2010JJ00,,,
2128,300010,10300 ,1995JJ00,0.6,51.0,29.0
2129,300010,10300 ,1996JJ00,0.7,64.0,36.0
2130,300010,10300 ,1997JJ00,0.8,69.0,39.0
2131,300010,10300 ,1998JJ00,1.2,106.0,60.0
2132,300010,10300 ,1999JJ00,1.0,97.0,53.0
2133,300010,10300 ,2000JJ00,1.1,112.0,58.0
2134,300010,10300 ,2001JJ00,1.2,120.0,59.0
2135,300010,10300 ,2002JJ00,1.2,125.0,60.0
2136,300010,10300 ,2003JJ00,1.1,121.0,58.0
2137,300010,10300 ,2004JJ00,1.1,124.0,59.0
2138,300010,10300 ,2005JJ00,1.1,129.0,61.0
2139,300010,10300 ,2006JJ00,1.2,142.0,68.0
2140,300010,10300 ,2007JJ00,1.1,136.0,67.0
2141,300010,10300 ,2008JJ00,1.2,148.0,76.0
2142,300010,10300 ,2009JJ00,1.0,119.0,63.0
2143,300010,10300 ,2010JJ00,1.0,119.0,65.0
2144,300010,10400 ,1995JJ00,,,
2145,300010,10400 ,1996JJ00,,,
2146,300010,10400 ,1997JJ00,,,
2147,300010,10400 ,1998JJ00,,,
2148,300010,10400 ,1999JJ00,,,
2149,300010,10400 ,2000JJ00,,,
2150,300010,10400 ,2001JJ00,,,
2151,300010,10400 ,2002JJ00,,,
2152,300010,10400 ,2003JJ00,,,
2153,300010,10400 ,2004JJ00,,,
2154,300010,10400 ,2005JJ00,,,
2155,300010,10400 ,2006JJ00,,,
2156,300010,10400 ,2007JJ00,,,
2157,300010,10400 ,2008JJ00,,,
2158,300010,10400 ,2009JJ00,,,
2159,300010,10400 ,2010JJ00,,,
2160,300010,10500 ,1995JJ00,0.5,45.0,26.0
2161,300010,10500 ,1996JJ00,0.5,47.0,27.0
2162,300010,10500 ,1997JJ00,0.6,57.0,32.0
2163,300010,10500 ,1998JJ00,1.0,88.0,50.0
2164,300010,10500 ,1999JJ00,0.8,77.0,43.0
2165,300010,10500 ,2000JJ00,0.9,83.0,44.0
2166,300010,10500 ,2001JJ00,1.8,186.0,94.0
2167,300010,10500 ,2002JJ00,1.9,196.0,96.0
2168,300010,10500 ,2003JJ00,1.1,124.0,60.0
2169,300010,10500 ,2004JJ00,1.1,120.0,58.0
2170,300010,10500 ,2005JJ00,1.1,119.0,57.0
2171,300010,10500 ,2006JJ00,1.2,139.0,67.0
2172,300010,10500 ,2007JJ00,1.3,152.0,76.0
2173,300010,10500 ,2008JJ00,1.3,167.0,87.0
2174,300010,10500 ,2009JJ00,1.3,161.0,86.0
2175,300010,10500 ,2010JJ00,1.3,156.0,86.0
2176,300010,10600 ,1995JJ00,1.0,90.0,52.0
2177,300010,10600 ,1996JJ00,1.5,132.0,70.0
2178,300010,10600 ,1997JJ00,1.8,158.0,84.0
2179,300010,10600 ,1998JJ00,2.9,266.0,143.0
2180,300010,10600 ,1999JJ00,2.9,245.0,143.0
2181,300010,10600 ,2000JJ00,3.0,259.0,145.0
2182,300010,10600 ,2001JJ00,3.2,292.0,152.0
2183,300010,10600 ,2002JJ00,3.6,348.0,179.0
2184,300010,10600 ,2003JJ00,4.1,400.0,203.0
2185,300010,10600 ,2004JJ00,4.8,491.0,248.0
2186,300010,10600 ,2005JJ00,4.8,484.0,247.0
2187,300010,10600 ,2006JJ00,5.3,564.0,291.0
2188,300010,10600 ,2007JJ00,5.5,607.0,319.0
2189,300010,10600 ,2008JJ00,6.4,720.0,385.0
2190,300010,10600 ,2009JJ00,7.0,741.0,391.0
2191,300010,10600 ,2010JJ00,7.2,767.0,428.0
2192,300010,10700 ,1995JJ00,1.8,165.0,88.0
