ID,ProductgroepenEnOverigePosten,Perioden,WaardeInWerkelijkePrijzen_1,WaardePrijsniveau2005_2,VolumemutatieTOVVoorafgaandJaar_3,Prijsindexcijfers_4,WaardeInWerkelijkePrijzen_5,WaardePrijsniveau2005_6,VolumemutatieTOVVoorafgaandJaar_7,Prijsindexcijfers_8,WaardeInWerkelijkePrijzen_9,WaardePrijsniveau2005_10,VolumemutatieTOVVoorafgaandJaar_11,Prijsindexcijfers_12,WaardeInWerkelijkePrijzen_13,WaardePrijsniveau2005_14,VolumemutatieTOVVoorafgaandJaar_15,Prijsindexcijfers_16,WaardeInWerkelijkePrijzen_17,WaardePrijsniveau2005_18,VolumemutatieTOVVoorafgaandJaar_19,Prijsindexcijfers_20,WaardeInWerkelijkePrijzen_21,WaardePrijsniveau2005_22,VolumemutatieTOVVoorafgaandJaar_23,Prijsindexcijfers_24,WaardeInWerkelijkePrijzen_25,WaardePrijsniveau2005_26,VolumemutatieTOVVoorafgaandJaar_27,Prijsindexcijfers_28,WaardeInWerkelijkePrijzen_29,WaardeInWerkelijkePrijzen_30,WaardePrijsniveau2005_31,VolumemutatieTOVVoorafgaandJaar_32,Prijsindexcijfers_33
86,0300000,1999JJ00,2274.0,2820.0,7.2,80.6,2274.0,2820.0,7.2,80.6,,,,,2236.0,2780.0,7.7,80.4,1843.0,2269.0,7.3,81.2,393.0,514.0,9.6,76.4,,,,,,,,,
87,0300000,2000JJ00,2522.0,2986.0,5.9,84.5,2522.0,2986.0,5.9,84.5,,,,,2482.0,2944.0,5.9,84.3,2017.0,2376.0,4.7,84.9,465.0,573.0,11.5,81.1,,,,,,,,,
88,0300000,2001JJ00,2829.0,3217.0,7.7,87.9,2829.0,3217.0,7.7,87.9,,,,,2794.0,3181.0,8.1,87.8,2280.0,2591.0,9.1,88.0,513.0,593.0,3.4,86.5,,,,,,,,,
89,0300000,2002JJ00,3256.0,3518.0,9.4,92.5,3256.0,3518.0,9.4,92.5,,,,,3227.0,3490.0,9.7,92.5,2624.0,2857.0,10.3,91.8,603.0,637.0,7.4,94.7,,,,,,,,,
90,0300000,2003JJ00,3262.0,3433.0,-2.4,95.0,3262.0,3433.0,-2.4,95.0,,,,,3224.0,3395.0,-2.7,95.0,2604.0,2768.0,-3.1,94.1,620.0,630.0,-1.0,98.3,,,,,,,,,
91,0300000,2004JJ00,3396.0,3498.0,1.9,97.1,3396.0,3498.0,1.9,97.1,,,,,3362.0,3464.0,2.0,97.0,2676.0,2772.0,0.2,96.5,686.0,693.0,10.0,98.9,,,,,,,,,
92,0300000,2005JJ00,3488.0,3488.0,-0.3,100.0,3488.0,3488.0,-0.3,100.0,,,,,3457.0,3457.0,-0.2,100.0,2713.0,2713.0,-2.1,100.0,744.0,744.0,7.3,100.0,,,,,,,,,
93,0300000,2006JJ00,3858.0,3759.0,7.8,102.6,3858.0,3759.0,7.8,102.6,,,,,3828.0,3729.0,7.9,102.7,3036.0,2947.0,8.6,103.0,792.0,782.0,5.1,101.3,,,,,,,,,
94,0300000,2007JJ00,4125.0,3926.0,4.4,105.1,4125.0,3926.0,4.4,105.1,,,,,4083.0,3884.0,4.2,105.1,3214.0,3056.0,3.7,105.2,869.0,828.0,5.9,104.9,,,,,,,,,
95,0300000,2008JJ00,4438.0,4099.0,4.4,108.3,4438.0,4099.0,4.4,108.3,,,,,4406.0,4067.0,4.7,108.3,3478.0,3200.0,4.7,108.7,928.0,867.0,4.6,107.1,,,,,,,,,
96,0300000,2009JJ00,4486.0,4115.0,0.4,109.0,4486.0,4115.0,0.4,109.0,,,,,4457.0,4085.0,0.5,109.1,3522.0,3235.0,1.1,108.9,935.0,850.0,-1.9,110.0,,,,,,,,,
97,0300000,2010JJ00,4580.0,4165.0,1.2,110.0,4580.0,4165.0,1.2,110.0,,,,,4555.0,4139.0,1.3,110.0,3577.0,3264.0,0.9,109.6,978.0,875.0,3.0,111.7,,,,,,,,,
98,0300000,2011JJ00,4605.0,4140.0,-0.6,111.2,4605.0,4140.0,-0.6,111.2,,,,,4581.0,4115.0,-0.6,111.3,3594.0,3240.0,-0.7,110.9,987.0,875.0,0.0,112.8,,,,,,,,,
99,0300000,2012JJ00,4623.0,4112.0,-0.7,112.4,4623.0,4112.0,-0.7,112.4,,,,,4599.0,4087.0,-0.7,112.5,3607.0,3216.0,-0.8,112.2,992.0,871.0,-0.5,113.9,,,,,,,,,
100,0400000,1988JJ00,234.0,187.0,,124.8,84.0,77.0,,108.8,150.0,113.0,,132.6,261.0,207.0,,125.9,122.0,102.0,,120.1,77.0,75.0,,102.1,,,,,21.0,41.0,27.0,,151.1
101,0400000,1989JJ00,247.0,203.0,8.1,121.9,85.0,86.0,11.9,98.4,162.0,120.0,6.0,135.1,278.0,226.0,8.8,123.3,122.0,103.0,1.6,118.1,87.0,87.0,15.6,99.8,,,,,12.0,57.0,39.0,43.9,146.0
102,0400000,1990JJ00,255.0,212.0,4.5,120.5,93.0,98.0,12.9,95.3,162.0,120.0,0.0,135.1,290.0,234.0,3.6,124.1,118.0,101.0,-2.5,117.1,94.0,91.0,4.6,103.1,,,,,8.0,70.0,48.0,22.8,146.0
103,0400000,1991JJ00,269.0,227.0,7.1,118.7,102.0,113.0,16.1,90.1,167.0,122.0,1.9,136.8,307.0,251.0,7.2,122.5,116.0,101.0,0.0,115.2,95.0,93.0,2.1,102.0,,,,,19.0,77.0,53.0,10.0,146.0
104,0400000,1992JJ00,268.0,226.0,-0.4,118.7,107.0,117.0,2.9,91.8,161.0,119.0,-2.4,135.1,306.0,248.0,-1.0,123.3,113.0,98.0,-2.6,115.2,97.0,95.0,2.1,102.0,,,,,17.0,79.0,53.0,1.3,147.8
105,0400000,1993JJ00,253.0,233.0,3.0,108.8,101.0,121.0,3.7,83.5,152.0,122.0,2.5,124.4,294.0,259.0,4.2,113.7,121.0,109.0,11.5,110.6,100.0,106.0,11.3,94.4,,,,,-1.0,74.0,58.0,8.9,127.2
106,0400000,1994JJ00,288.0,250.0,7.5,115.2,124.0,122.0,1.0,101.5,164.0,137.0,11.8,120.0,330.0,273.0,5.4,121.0,134.0,114.0,4.1,117.6,101.0,104.0,-2.0,97.3,,,,,9.0,86.0,61.0,4.1,142.1
107,0400000,1995JJ00,300.0,274.0,9.7,109.4,123.0,129.0,5.6,95.3,177.0,154.0,12.8,114.9,343.0,299.0,9.7,114.7,142.0,126.0,10.4,112.8,103.0,112.0,7.9,92.0,,,,,0.0,98.0,74.0,22.1,132.6
108,0400000,1996JJ00,326.0,300.0,9.3,108.7,125.0,137.0,6.5,90.9,201.0,172.0,11.3,117.2,367.0,330.0,10.2,111.3,151.0,136.0,8.5,110.6,106.0,119.0,5.8,89.4,,,,,0.0,110.0,87.0,17.3,126.8
109,0400000,1997JJ00,351.0,317.0,5.8,110.6,130.0,142.0,3.2,91.6,221.0,184.0,7.5,119.9,391.0,351.0,6.5,111.3,156.0,138.0,1.3,112.8,106.0,116.0,-1.9,91.2,,,,,1.0,128.0,104.0,20.0,123.0
110,0400000,1998JJ00,372.0,346.0,9.1,107.4,136.0,157.0,10.8,86.6,236.0,199.0,8.1,118.4,407.0,376.0,7.2,108.1,155.0,140.0,1.3,110.7,104.0,114.0,-1.9,91.2,,,,,0.0,148.0,128.0,22.7,116.0
111,0400000,1999JJ00,388.0,374.0,8.1,103.7,125.0,164.0,4.4,76.2,263.0,220.0,10.2,119.8,428.0,412.0,9.6,103.8,150.0,138.0,-1.3,108.5,102.0,115.0,1.0,88.6,,,,,1.0,175.0,161.0,26.4,108.5
112,0400000,2000JJ00,450.0,426.0,13.9,105.6,132.0,167.0,1.6,79.2,318.0,263.0,19.8,120.9,494.0,470.0,14.0,105.0,161.0,147.0,6.0,109.9,115.0,129.0,11.8,89.3,,,,,0.0,218.0,198.0,22.9,110.0
113,0400000,2001JJ00,458.0,428.0,0.4,107.0,140.0,167.0,0.0,84.0,318.0,265.0,0.6,120.1,505.0,475.0,1.0,106.3,165.0,148.0,1.2,111.2,121.0,132.0,2.6,91.6,,,,,0.0,219.0,198.0,0.0,110.5
114,0400000,2002JJ00,465.0,432.0,0.9,107.7,154.0,167.0,0.0,92.4,311.0,268.0,1.3,116.0,520.0,483.0,1.6,107.8,168.0,152.0,2.4,110.6,111.0,118.0,-10.7,94.2,,,,,2.0,239.0,212.0,6.8,112.9
115,0400000,2003JJ00,435.0,443.0,2.6,98.2,153.0,157.0,-5.8,97.5,282.0,286.0,6.8,98.6,480.0,490.0,1.5,98.0,133.0,133.0,-12.5,100.0,117.0,122.0,3.6,95.8,,,,,2.0,228.0,235.0,10.9,97.1
116,0400000,2004JJ00,431.0,437.0,-1.4,98.6,157.0,159.0,1.3,98.8,274.0,278.0,-2.8,98.6,482.0,488.0,-0.4,98.8,122.0,124.0,-6.8,98.4,118.0,119.0,-2.6,99.2,,,,,1.0,241.0,244.0,3.9,98.8
117,0400000,2005JJ00,439.0,439.0,0.5,100.0,160.0,160.0,0.6,100.0,279.0,279.0,0.4,100.0,490.0,490.0,0.4,100.0,126.0,126.0,1.6,100.0,118.0,118.0,-0.8,100.0,,,,,2.0,244.0,244.0,0.0,100.0
118,0400000,2006JJ00,474.0,477.0,8.7,99.4,156.0,162.0,1.3,96.3,318.0,315.0,12.9,101.0,530.0,535.0,9.2,99.1,133.0,124.0,-1.6,107.3,109.0,117.0,-0.8,93.2,,,,,1.0,287.0,293.0,20.1,98.0
119,0400000,2007JJ00,540.0,522.0,9.5,103.4,168.0,163.0,0.6,103.0,372.0,359.0,13.8,103.7,599.0,581.0,8.7,103.0,149.0,132.0,6.8,112.5,117.0,116.0,-0.9,100.9,,,,,4.0,329.0,329.0,12.2,100.1
120,0400000,2008JJ00,503.0,489.0,-6.3,102.8,174.0,161.0,-1.2,108.0,329.0,328.0,-8.6,100.4,565.0,548.0,-5.7,103.0,138.0,125.0,-5.4,110.2,129.0,120.0,3.4,107.6,,,,,0.0,298.0,303.0,-7.9,98.4
121,0400000,2009JJ00,431.0,443.0,-9.5,97.4,160.0,159.0,-1.1,100.5,271.0,282.0,-14.0,96.1,480.0,493.0,-10.1,97.3,122.0,119.0,-5.1,102.6,117.0,117.0,-2.3,99.9,,,,,0.0,241.0,255.0,-15.8,94.5
122,0400000,2010JJ00,451.0,458.0,3.5,98.4,169.0,161.0,1.3,104.8,282.0,295.0,4.8,95.5,507.0,513.0,4.0,98.9,134.0,123.0,3.3,109.1,127.0,129.0,10.3,98.4,,,,,0.0,246.0,258.0,1.2,95.3
123,0400000,2011JJ00,497.0,473.0,3.3,105.0,187.0,165.0,2.4,113.3,310.0,307.0,3.9,101.0,558.0,536.0,4.5,104.1,141.0,122.0,-0.7,115.7,125.0,130.0,0.8,96.1,,,,,0.0,292.0,282.0,9.3,103.4
124,0400000,2012JJ00,495.0,454.0,-4.0,109.0,193.0,165.0,0.0,116.9,302.0,287.0,-6.5,105.2,560.0,517.0,-3.6,108.4,150.0,121.0,-0.7,123.9,112.0,120.0,-8.0,93.6,,,,,0.0,298.0,274.0,-3.1,108.9
125,0500000,1988JJ00,336.0,377.0,,89.1,161.0,195.0,,82.5,175.0,192.0,,91.1,491.0,616.0,,79.8,101.0,144.0,,70.3,138.0,188.0,,73.3,,,,,0.0,252.0,285.0,,88.5
126,0500000,1989JJ00,381.0,426.0,12.8,89.5,173.0,207.0,6.2,83.5,208.0,228.0,18.9,91.1,547.0,687.0,11.6,79.6,100.0,146.0,2.0,68.3,144.0,198.0,5.1,72.8,,,,,0.0,303.0,339.0,19.0,89.4
127,0500000,1990JJ00,380.0,462.0,8.7,82.2,183.0,244.0,17.9,74.9,197.0,230.0,1.0,85.5,572.0,747.0,8.8,76.5,121.0,168.0,15.0,71.8,153.0,217.0,9.7,70.5,,,,,0.0,298.0,360.0,6.3,82.8
128,0500000,1991JJ00,410.0,464.0,0.3,88.4,202.0,255.0,4.4,79.2,208.0,222.0,-3.6,93.6,609.0,751.0,0.5,81.1,136.0,178.0,5.8,76.3,167.0,223.0,2.6,75.0,,,,,0.0,306.0,350.0,-2.7,87.3
129,0500000,1992JJ00,399.0,477.0,2.9,83.6,179.0,236.0,-7.4,75.8,220.0,251.0,13.0,87.6,603.0,768.0,2.3,78.5,137.0,187.0,5.1,73.1,165.0,225.0,1.2,73.2,,,,,0.0,301.0,356.0,1.6,84.5
130,0500000,1993JJ00,385.0,490.0,2.8,78.5,163.0,226.0,-4.5,72.3,222.0,273.0,8.6,81.4,597.0,786.0,2.3,75.9,139.0,189.0,0.7,73.6,162.0,225.0,0.0,71.9,,,,,0.0,296.0,371.0,4.3,79.7
131,0500000,1994JJ00,419.0,564.0,15.1,74.3,168.0,260.0,15.3,64.6,251.0,313.0,14.9,80.1,649.0,900.0,14.4,72.1,144.0,204.0,7.9,70.7,174.0,255.0,13.0,68.3,,,,,0.0,331.0,439.0,18.2,75.4
132,0500000,1995JJ00,463.0,614.0,8.8,75.4,177.0,271.0,4.2,65.3,286.0,351.0,12.0,81.5,702.0,976.0,8.5,71.9,150.0,212.0,4.2,70.7,182.0,274.0,7.5,66.5,,,,,0.0,370.0,487.0,10.9,76.0
133,0500000,1996JJ00,469.0,603.0,-1.7,77.7,171.0,257.0,-5.1,66.5,298.0,352.0,0.3,84.7,718.0,960.0,-1.6,74.8,165.0,218.0,2.7,75.7,196.0,284.0,3.8,69.0,,,,,0.0,357.0,458.0,-5.9,77.9
134,0500000,1997JJ00,510.0,616.0,2.1,82.7,169.0,236.0,-8.2,71.6,341.0,380.0,8.1,89.7,789.0,985.0,2.5,80.1,176.0,220.0,1.2,79.8,219.0,312.0,9.7,70.3,,,,,0.0,394.0,454.0,-0.8,86.7
135,0500000,1998JJ00,510.0,615.0,-0.2,82.9,180.0,238.0,0.6,75.8,330.0,378.0,-0.6,87.3,826.0,992.0,0.8,83.3,183.0,224.0,1.7,81.6,244.0,327.0,5.0,74.5,,,,,0.0,399.0,445.0,-2.0,89.7
136,0500000,1999JJ00,573.0,679.0,10.4,84.4,199.0,247.0,3.9,80.6,374.0,431.0,13.9,86.8,937.0,1091.0,9.9,85.9,205.0,240.0,7.1,85.4,276.0,341.0,4.1,81.0,,,,,0.0,456.0,511.0,14.8,89.3
137,0500000,2000JJ00,556.0,597.0,-12.0,93.1,191.0,186.0,-24.6,102.7,365.0,408.0,-5.3,89.5,933.0,961.0,-11.8,97.1,206.0,205.0,-14.6,100.5,271.0,311.0,-8.7,87.1,,,,,0.0,456.0,447.0,-12.5,102.0
138,0500000,2001JJ00,629.0,617.0,3.2,102.0,206.0,188.0,1.0,109.6,423.0,426.0,4.4,99.4,1024.0,994.0,3.4,103.0,214.0,204.0,-0.5,104.9,302.0,324.0,4.1,93.3,,,,,2.0,506.0,467.0,4.4,108.5
139,0500000,2002JJ00,583.0,565.0,-8.4,103.2,171.0,153.0,-18.4,111.5,412.0,411.0,-3.5,100.3,963.0,909.0,-8.6,106.0,210.0,201.0,-1.4,104.4,293.0,287.0,-11.3,102.0,,,,,-1.0,461.0,422.0,-9.5,109.2
140,0500000,2003JJ00,582.0,600.0,6.2,97.1,168.0,161.0,5.3,104.1,414.0,437.0,6.6,94.6,955.0,955.0,5.1,100.0,181.0,182.0,-9.5,99.4,302.0,294.0,2.4,102.7,,,,,0.0,472.0,478.0,13.2,98.7
141,0500000,2004JJ00,605.0,644.0,7.4,94.0,164.0,169.0,4.8,97.0,441.0,474.0,8.5,92.9,983.0,1019.0,6.7,96.5,181.0,186.0,2.2,97.3,295.0,302.0,2.6,97.7,,,,,-1.0,508.0,532.0,11.2,95.5
142,0500000,2005JJ00,663.0,663.0,3.0,100.0,167.0,167.0,-1.2,100.0,496.0,496.0,4.5,100.0,1044.0,1044.0,2.4,100.0,185.0,185.0,-0.6,100.0,303.0,303.0,0.3,100.0,,,,,-1.0,557.0,557.0,4.7,100.0
143,0500000,2006JJ00,716.0,665.0,0.3,107.7,177.0,161.0,-3.6,109.9,539.0,504.0,1.6,106.9,1115.0,1051.0,0.7,106.1,192.0,184.0,-0.5,104.3,327.0,311.0,2.6,105.1,,,,,3.0,593.0,552.0,-0.9,107.4
144,0500000,2007JJ00,724.0,695.0,4.5,104.2,193.0,186.0,15.8,103.5,531.0,508.0,0.7,104.6,1141.0,1092.0,3.9,104.4,186.0,180.0,-2.1,103.2,342.0,313.0,0.6,109.3,,,,,-2.0,615.0,600.0,8.8,102.4
145,0500000,2008JJ00,692.0,660.0,-5.0,104.8,181.0,181.0,-3.1,100.2,511.0,479.0,-5.6,106.7,1098.0,1040.0,-4.8,105.6,151.0,149.0,-17.2,101.2,351.0,303.0,-3.2,115.9,,,,,3.0,593.0,584.0,-2.8,101.6
146,0500000,2009JJ00,608.0,669.0,1.3,90.9,168.0,195.0,7.7,86.3,440.0,474.0,-1.0,92.8,1028.0,1055.0,1.5,97.4,150.0,159.0,6.6,94.3,361.0,311.0,2.8,115.9,,,,,0.0,517.0,583.0,-0.2,88.7
147,0500000,2010JJ00,643.0,673.0,0.7,95.5,185.0,202.0,3.6,91.8,458.0,472.0,-0.5,97.0,1074.0,1070.0,1.5,100.3,153.0,154.0,-3.3,99.5,367.0,315.0,1.1,116.5,,,,,-7.0,561.0,609.0,4.4,92.2
148,0500000,2011JJ00,645.0,647.0,-3.9,99.7,154.0,179.0,-11.4,86.2,491.0,468.0,-0.9,104.9,1101.0,1039.0,-2.9,105.9,166.0,156.0,1.3,106.6,391.0,322.0,2.2,121.5,,,,,0.0,544.0,557.0,-8.6,97.7
149,0500000,2012JJ00,707.0,706.0,9.1,100.1,154.0,168.0,-5.8,91.5,553.0,533.0,13.8,103.8,1217.0,1125.0,8.3,108.1,169.0,148.0,-4.8,114.0,407.0,327.0,1.5,124.6,,,,,0.0,641.0,652.0,17.1,98.3
150,0600000,1988JJ00,10928.0,26859.0,,40.7,6172.0,12309.0,,50.1,4756.0,14156.0,,33.6,10976.0,26548.0,,41.3,8367.0,21760.0,,38.5,,,,,190.0,223.0,,85.3,-46.0,2465.0,4678.0,,52.7
151,0600000,1989JJ00,12502.0,27527.0,2.5,45.4,6542.0,12818.0,4.1,51.0,5960.0,14206.0,0.4,42.0,12585.0,27267.0,2.7,46.2,9965.0,22556.0,3.7,44.2,,,,,228.0,263.0,17.9,86.8,-95.0,2487.0,4689.0,0.2,53.0
152,0600000,1990JJ00,14206.0,27941.0,1.5,50.8,7869.0,13584.0,6.0,57.9,6337.0,13722.0,-3.4,46.2,14338.0,27793.0,1.9,51.6,11017.0,22019.0,-2.4,50.0,,,,,322.0,364.0,38.6,88.5,-50.0,3049.0,5334.0,13.8,57.2
153,0600000,1991JJ00,15676.0,30215.0,8.1,51.9,9592.0,15213.0,12.0,63.1,6084.0,14181.0,3.3,42.9,15869.0,30154.0,8.5,52.6,11689.0,23578.0,7.1,49.6,,,,,324.0,356.0,-2.2,91.0,-139.0,3995.0,6292.0,18.0,63.5
154,0600000,1992JJ00,14229.0,30612.0,1.3,46.5,8417.0,15028.0,-1.2,56.0,5812.0,14934.0,5.3,38.9,14521.0,30588.0,1.4,47.5,11097.0,24470.0,3.8,45.4,,,,,255.0,273.0,-23.5,93.6,25.0,3144.0,5814.0,-7.6,54.1
155,0600000,1993JJ00,13629.0,31627.0,3.3,43.1,8177.0,15649.0,4.1,52.3,5452.0,15253.0,2.1,35.7,13927.0,31582.0,3.3,44.1,10823.0,25744.0,5.2,42.0,,,,,201.0,211.0,-22.7,95.5,-146.0,3049.0,6063.0,4.3,50.3
156,0600000,1994JJ00,13597.0,32913.0,4.1,41.3,8061.0,15743.0,0.6,51.2,5536.0,16666.0,9.3,33.2,13868.0,32856.0,4.0,42.2,10772.0,26765.0,4.0,40.2,,,,,159.0,217.0,3.0,73.3,22.0,2915.0,5980.0,-1.4,48.7
157,0600000,1995JJ00,14393.0,34145.0,3.7,42.2,8482.0,15891.0,0.9,53.4,5911.0,17969.0,7.8,32.9,14781.0,34292.0,4.4,43.1,11473.0,28131.0,5.1,40.8,,,,,208.0,271.0,25.2,76.7,-34.0,3134.0,6127.0,2.5,51.1
158,0600000,1996JJ00,17187.0,36066.0,5.6,47.7,9388.0,16787.0,5.6,55.9,7799.0,18979.0,5.6,41.1,17606.0,36243.0,5.7,48.6,13551.0,28896.0,2.7,46.9,,,,,340.0,429.0,58.2,79.2,98.0,3617.0,6700.0,9.3,54.0
159,0600000,1997JJ00,17900.0,34732.0,-3.7,51.5,9612.0,15615.0,-7.0,61.6,8288.0,19025.0,0.2,43.6,18295.0,34882.0,-3.8,52.4,14331.0,28517.0,-1.3,50.3,,,,,345.0,417.0,-2.9,82.8,-102.0,3721.0,6181.0,-7.7,60.2
160,0600000,1998JJ00,14431.0,34553.0,-0.5,41.8,8541.0,15271.0,-2.2,55.9,5890.0,19300.0,1.4,30.5,14829.0,34785.0,-0.3,42.6,11492.0,28994.0,1.7,39.6,,,,,372.0,436.0,4.6,85.3,-69.0,3034.0,5665.0,-8.4,53.6
161,0600000,1999JJ00,15562.0,34335.0,-0.6,45.3,7573.0,15312.0,0.3,49.5,7989.0,18927.0,-1.9,42.2,15933.0,34490.0,-0.8,46.2,13086.0,28656.0,-1.2,45.7,,,,,258.0,294.0,-32.5,87.7,-77.0,2666.0,5876.0,3.7,45.4
162,0600000,2000JJ00,25904.0,35205.0,2.5,73.6,10676.0,14774.0,-3.5,72.3,15228.0,20490.0,8.3,74.3,26273.0,35325.0,2.4,74.4,21363.0,28877.0,0.8,74.0,,,,,208.0,233.0,-20.9,89.4,0.0,4702.0,6453.0,9.8,72.9
163,0600000,2001JJ00,27610.0,37046.0,5.2,74.5,12990.0,15926.0,7.8,81.6,14620.0,21194.0,3.4,69.0,27975.0,37134.0,5.1,75.3,20917.0,29342.0,1.6,71.3,,,,,280.0,300.0,28.8,93.4,132.0,6646.0,7539.0,16.8,88.2
164,0600000,2002JJ00,24925.0,36347.0,-1.9,68.6,11804.0,16040.0,0.7,73.6,13121.0,20304.0,-4.2,64.6,25246.0,36374.0,-2.0,69.4,18881.0,28104.0,-4.2,67.2,,,,,295.0,304.0,1.4,97.1,-55.0,6125.0,8099.0,7.4,75.6
165,0600000,2003JJ00,25512.0,36031.0,-0.9,70.8,12144.0,15378.0,-4.1,79.0,13368.0,20722.0,2.1,64.5,25842.0,36059.0,-0.9,71.7,19347.0,28062.0,-0.1,68.9,,,,,220.0,227.0,-25.4,97.1,129.0,6146.0,7708.0,-4.8,79.7
166,0600000,2004JJ00,29110.0,38458.0,6.7,75.7,13128.0,16946.0,10.2,77.5,15982.0,21467.0,3.6,74.4,29165.0,38466.0,6.7,75.8,21877.0,29057.0,3.5,75.3,,,,,170.0,174.0,-23.2,97.6,-67.0,7185.0,9301.0,20.7,77.3
167,0600000,2005JJ00,38403.0,38403.0,-0.1,100.0,15802.0,15802.0,-6.7,100.0,22601.0,22601.0,5.3,100.0,38409.0,38409.0,-0.1,100.0,29041.0,29041.0,-0.1,100.0,,,,,127.0,127.0,-27.1,100.0,132.0,9109.0,9109.0,-2.1,100.0
168,0600000,2006JJ00,47302.0,38043.0,-0.9,124.3,19594.0,15458.0,-2.2,126.8,27708.0,22585.0,-0.1,122.7,47308.0,38049.0,-0.9,124.3,34783.0,28594.0,-1.5,121.6,,,,,210.0,200.0,57.5,105.0,25.0,12290.0,9234.0,1.4,133.1
169,0600000,2007JJ00,47568.0,38110.0,0.2,124.8,19239.0,15459.0,0.0,124.5,28329.0,22652.0,0.3,125.1,47574.0,38116.0,0.2,124.8,35299.0,28208.0,-1.4,125.1,,,,,210.0,196.0,-1.9,107.0,221.0,11844.0,9504.0,2.9,124.6
170,0600000,2008JJ00,60266.0,38641.0,1.4,156.0,25533.0,16472.0,6.6,155.0,34733.0,22174.0,-2.1,156.6,60272.0,38647.0,1.4,156.0,43580.0,28331.0,0.4,153.8,,,,,228.0,206.0,4.8,110.9,-785.0,17249.0,10546.0,11.0,163.6
171,0600000,2009JJ00,43808.0,38268.0,-1.0,114.5,19527.0,16116.0,-2.2,121.2,24281.0,22155.0,-0.1,109.6,43813.0,38274.0,-1.0,114.5,31277.0,28272.0,-0.2,110.6,,,,,376.0,334.0,62.7,112.4,110.0,12050.0,9437.0,-10.5,127.7
172,0600000,2010JJ00,51750.0,40589.0,6.1,127.5,19922.0,17952.0,11.4,111.0,31828.0,22549.0,1.8,141.1,51755.0,40596.0,6.1,127.5,39670.0,30057.0,6.3,132.0,,,,,560.0,494.0,47.6,113.4,-436.0,11961.0,10170.0,7.8,117.6
173,0600000,2011JJ00,61853.0,38529.0,-5.1,160.5,22397.0,16601.0,-7.5,134.9,39456.0,21751.0,-3.5,181.4,61858.0,38535.0,-5.1,160.5,47328.0,28405.0,-5.5,166.6,,,,,749.0,648.0,31.3,115.6,-247.0,14028.0,9439.0,-7.2,148.6
174,0600000,2012JJ00,73394.0,41996.0,9.0,174.8,24510.0,16577.0,-0.1,147.9,48884.0,24837.0,14.2,196.8,73399.0,42002.0,9.0,174.8,51039.0,28096.0,-1.1,181.7,,,,,775.0,656.0,1.2,118.2,1955.0,19630.0,12125.0,28.5,161.9
175,0700000,1988JJ00,2113.0,3512.0,,60.2,617.0,939.0,,65.7,1496.0,2525.0,,59.2,2692.0,4624.0,,58.2,1935.0,3213.0,,60.2,31.0,42.0,,74.7,,,,,20.0,706.0,1196.0,,59.0
176,0700000,1989JJ00,2261.0,3500.0,-0.3,64.6,655.0,952.0,1.5,68.8,1606.0,2498.0,-1.1,64.3,2865.0,4656.0,0.7,61.5,2141.0,3344.0,4.1,64.0,32.0,43.0,3.2,74.7,,,,,2.0,690.0,1125.0,-5.9,61.4
177,0700000,1990JJ00,2295.0,3541.0,1.1,64.8,670.0,910.0,-4.4,73.6,1625.0,2583.0,3.4,62.9,2961.0,4685.0,0.6,63.2,2237.0,3381.0,1.1,66.2,38.0,50.0,15.6,76.7,,,,,18.0,668.0,1090.0,-3.0,61.3
178,0700000,1991JJ00,2294.0,3465.0,-2.1,66.2,664.0,836.0,-8.2,79.5,1630.0,2593.0,0.4,62.9,2980.0,4567.0,-2.5,65.3,2229.0,3282.0,-3.0,67.9,40.0,52.0,5.3,76.7,,,,,3.0,708.0,1100.0,0.9,64.4
179,0700000,1992JJ00,2211.0,3358.0,-3.1,65.8,649.0,805.0,-3.6,80.6,1562.0,2518.0,-2.9,62.0,2916.0,4429.0,-3.0,65.8,2216.0,3212.0,-2.1,69.0,43.0,56.0,7.5,76.7,,,,,3.0,654.0,1026.0,-6.8,63.8
180,0700000,1993JJ00,2111.0,3315.0,-1.3,63.7,631.0,783.0,-2.8,80.6,1480.0,2502.0,-0.6,59.1,2815.0,4368.0,-1.4,64.4,2184.0,3162.0,-1.6,69.1,53.0,64.0,14.0,83.0,,,,,-20.0,598.0,1041.0,1.5,57.4
181,0700000,1994JJ00,2296.0,3648.0,10.0,62.9,754.0,926.0,18.2,81.5,1542.0,2666.0,6.6,57.8,3061.0,4755.0,8.8,64.4,2349.0,3428.0,8.4,68.5,58.0,71.0,11.3,81.5,,,,,19.0,635.0,1085.0,4.2,58.5
182,0700000,1995JJ00,2388.0,3736.0,2.4,63.9,784.0,929.0,0.4,84.4,1604.0,2756.0,3.4,58.2,3186.0,4883.0,2.7,65.2,2432.0,3524.0,2.8,69.0,57.0,70.0,-1.7,81.5,,,,,-19.0,716.0,1180.0,8.8,60.7
183,0700000,1996JJ00,2454.0,3814.0,2.1,64.3,872.0,1011.0,8.8,86.2,1582.0,2723.0,-1.2,58.1,3275.0,4989.0,2.2,65.6,2457.0,3539.0,0.4,69.4,54.0,69.0,-1.8,78.6,,,,,41.0,723.0,1179.0,-0.1,61.3
