ID,Populatie,Geslacht,Persoonskenmerken,Perioden,Verkeersdeelname_1,GebruikVanHetOpenbaarVervoer_2
448, 6000050,    3000, 2050115,2013JJ00,82.5,4.3
449, 6000050,    3000, 2050115,2014JJ00,81.4,4.6
450, 6000050,    3000, 2050270,2010JJ00,79.4,4.7
451, 6000050,    3000, 2050270,2011JJ00,79.7,4.6
452, 6000050,    3000, 2050270,2012JJ00,78.4,4.3
453, 6000050,    3000, 2050270,2013JJ00,79.9,4.2
454, 6000050,    3000, 2050270,2014JJ00,80.2,4.4
455, 6000050,    3000, 2050120,2010JJ00,80.3,5.3
456, 6000050,    3000, 2050120,2011JJ00,80.1,5.3
457, 6000050,    3000, 2050120,2012JJ00,79.5,4.5
458, 6000050,    3000, 2050120,2013JJ00,79.8,4.1
459, 6000050,    3000, 2050120,2014JJ00,80.1,4.4
460, 6000050,    3000, 2050060,2010JJ00,74.8,3.4
461, 6000050,    3000, 2050060,2011JJ00,75.9,3.5
462, 6000050,    3000, 2050060,2012JJ00,74.4,3.2
463, 6000050,    3000, 2050060,2013JJ00,77.2,3.6
464, 6000050,    3000, 2050060,2014JJ00,80.9,4.8
465, 6000050,    3000, 2050290,2010JJ00,69.7,2.4
466, 6000050,    3000, 2050290,2011JJ00,68.2,3.1
467, 6000050,    3000, 2050290,2012JJ00,69.5,2.8
468, 6000050,    3000, 2050290,2013JJ00,67.9,3.1
469, 6000050,    3000, 2050290,2014JJ00,71.1,2.4
470, 6000050,    3000, 2050285,2010JJ00,75.6,2.8
471, 6000050,    3000, 2050285,2011JJ00,72.3,3.3
472, 6000050,    3000, 2050285,2012JJ00,73.0,3.0
473, 6000050,    3000, 2050285,2013JJ00,72.0,3.0
474, 6000050,    3000, 2050285,2014JJ00,73.6,2.7
475, 6000050,    3000, 2050295,2010JJ00,60.2,1.6
476, 6000050,    3000, 2050295,2011JJ00,61.6,2.7
477, 6000050,    3000, 2050295,2012JJ00,63.7,2.5
478, 6000050,    3000, 2050295,2013JJ00,61.0,3.4
479, 6000050,    3000, 2050295,2014JJ00,66.8,2.0
480, 6000050,    3000, 2018700,2010JJ00,75.5,4.9
481, 6000050,    3000, 2018700,2011JJ00,74.3,5.1
482, 6000050,    3000, 2018700,2012JJ00,75.3,5.3
483, 6000050,    3000, 2018700,2013JJ00,75.4,5.7
484, 6000050,    3000, 2018700,2014JJ00,75.3,5.5
485, 6000050,    3000, 2018740,2010JJ00,80.8,7.4
486, 6000050,    3000, 2018740,2011JJ00,81.3,8.6
487, 6000050,    3000, 2018740,2012JJ00,79.9,7.6
488, 6000050,    3000, 2018740,2013JJ00,80.2,8.1
489, 6000050,    3000, 2018740,2014JJ00,81.0,7.3
490, 6000050,    3000, 2018790,2010JJ00,83.7,8.0
491, 6000050,    3000, 2018790,2011JJ00,83.0,8.6
492, 6000050,    3000, 2018790,2012JJ00,82.7,8.7
493, 6000050,    3000, 2018790,2013JJ00,82.6,8.5
494, 6000050,    3000, 2018790,2014JJ00,83.4,8.2
495, 6000050,    3000, 2018815,2010JJ00,82.6,2.9
496, 6000050,    3000, 2018815,2011JJ00,84.1,2.6
497, 6000050,    3000, 2018815,2012JJ00,84.0,2.5
498, 6000050,    3000, 2018815,2013JJ00,83.8,1.9
499, 6000050,    3000, 2018815,2014JJ00,85.3,2.5
500, 6000050,    3000, 2017350,2010JJ00,67.9,3.2
501, 6000050,    3000, 2017350,2011JJ00,66.8,3.2
502, 6000050,    3000, 2017350,2012JJ00,67.9,5.6
503, 6000050,    3000, 2017350,2013JJ00,65.9,2.8
504, 6000050,    3000, 2017350,2014JJ00,66.3,4.8
505, 6000050,    3000, 2017558,2010JJ00,80.5,2.0
506, 6000050,    3000, 2017558,2011JJ00,82.2,1.8
507, 6000050,    3000, 2017558,2012JJ00,81.0,1.9
508, 6000050,    3000, 2017558,2013JJ00,81.6,1.2
509, 6000050,    3000, 2017558,2014JJ00,84.1,2.0
510, 6000050,    3000, 2017560,2010JJ00,84.0,11.8
511, 6000050,    3000, 2017560,2011JJ00,84.7,10.1
512, 6000050,    3000, 2017560,2012JJ00,81.2,9.8
513, 6000050,    3000, 2017560,2013JJ00,81.5,10.3
514, 6000050,    3000, 2017560,2014JJ00,84.4,10.9
515, 6000050,    3000, 2017565,2010JJ00,84.1,5.9
516, 6000050,    3000, 2017565,2011JJ00,83.6,6.2
517, 6000050,    3000, 2017565,2012JJ00,83.6,5.9
518, 6000050,    3000, 2017565,2013JJ00,84.2,6.2
519, 6000050,    3000, 2017565,2014JJ00,83.9,5.6
520, 6000050,    3000, 2017570,2010JJ00,82.9,10.9
521, 6000050,    3000, 2017570,2011JJ00,83.6,12.3
522, 6000050,    3000, 2017570,2012JJ00,83.7,11.7
523, 6000050,    3000, 2017570,2013JJ00,83.4,11.7
524, 6000050,    3000, 2017570,2014JJ00,84.2,11.6
525, 6000050,    3000, 2017572,2010JJ00,73.2,4.2
526, 6000050,    3000, 2017572,2011JJ00,71.7,7.5
527, 6000050,    3000, 2017572,2012JJ00,67.8,7.4
528, 6000050,    3000, 2017572,2013JJ00,73.0,6.7
529, 6000050,    3000, 2017572,2014JJ00,74.7,6.1
530, 6000050,    3000, 2017555,2010JJ00,,
531, 6000050,    3000, 2017555,2011JJ00,,
532, 6000050,    3000, 2017555,2012JJ00,,
533, 6000050,    3000, 2017555,2013JJ00,,
534, 6000050,    3000, 2017555,2014JJ00,,
535, 6000050,    3000, 2017578,2010JJ00,68.6,4.3
536, 6000050,    3000, 2017578,2011JJ00,71.3,6.6
537, 6000050,    3000, 2017578,2012JJ00,70.9,5.3
538, 6000050,    3000, 2017578,2013JJ00,74.0,5.3
539, 6000050,    3000, 2017578,2014JJ00,72.3,4.7
540, 6000050,    3000, 2017576,2010JJ00,70.0,2.3
541, 6000050,    3000, 2017576,2011JJ00,69.5,2.8
542, 6000050,    3000, 2017576,2012JJ00,69.6,2.6
543, 6000050,    3000, 2017576,2013JJ00,68.9,3.0
544, 6000050,    3000, 2017576,2014JJ00,71.6,2.5
545, 6000050,    3000, 2030530,2010JJ00,86.4,32.7
546, 6000050,    3000, 2030530,2011JJ00,83.9,39.6
547, 6000050,    3000, 2030530,2012JJ00,80.6,37.8
548, 6000050,    3000, 2030530,2013JJ00,81.1,37.5
549, 6000050,    3000, 2030530,2014JJ00,84.2,37.7
550, 6000050,    3000, 2030540,2010JJ00,87.3,23.7
551, 6000050,    3000, 2030540,2011JJ00,88.5,23.0
552, 6000050,    3000, 2030540,2012JJ00,86.6,23.3
553, 6000050,    3000, 2030540,2013JJ00,88.8,19.3
554, 6000050,    3000, 2030540,2014JJ00,91.6,19.1
555, 6000050,    3000, 2030550,2010JJ00,79.9,4.9
556, 6000050,    3000, 2030550,2011JJ00,80.0,5.1
557, 6000050,    3000, 2030550,2012JJ00,79.9,5.1
558, 6000050,    3000, 2030550,2013JJ00,80.0,5.2
559, 6000050,    3000, 2030550,2014JJ00,80.6,4.9
560, 6000050,    4000, 4000000,2010JJ00,79.4,7.4
561, 6000050,    4000, 4000000,2011JJ00,79.6,7.6
562, 6000050,    4000, 4000000,2012JJ00,79.2,7.0
563, 6000050,    4000, 4000000,2013JJ00,79.5,7.5
564, 6000050,    4000, 4000000,2014JJ00,79.7,7.1
565, 6000050,    4000, 2030500,2010JJ00,75.8,10.8
566, 6000050,    4000, 2030500,2011JJ00,76.1,10.9
567, 6000050,    4000, 2030500,2012JJ00,75.8,10.0
568, 6000050,    4000, 2030500,2013JJ00,76.2,11.1
569, 6000050,    4000, 2030500,2014JJ00,75.6,10.3
570, 6000050,    4000, 2030510,2010JJ00,80.0,8.0
571, 6000050,    4000, 2030510,2011JJ00,80.7,8.2
572, 6000050,    4000, 2030510,2012JJ00,79.5,8.1
573, 6000050,    4000, 2030510,2013JJ00,80.2,7.7
574, 6000050,    4000, 2030510,2014JJ00,79.9,8.1
575, 6000050,    4000, 2030520,2010JJ00,83.5,3.0
576, 6000050,    4000, 2030520,2011JJ00,83.3,3.3
577, 6000050,    4000, 2030520,2012JJ00,83.0,2.8
578, 6000050,    4000, 2030520,2013JJ00,83.0,3.3
579, 6000050,    4000, 2030520,2014JJ00,84.2,3.0
580, 6000050,    4000, 1020870,2010JJ00,76.3,11.6
581, 6000050,    4000, 1020870,2011JJ00,75.9,11.8
582, 6000050,    4000, 1020870,2012JJ00,77.9,10.3
583, 6000050,    4000, 1020870,2013JJ00,78.4,12.8
584, 6000050,    4000, 1020870,2014JJ00,77.6,10.5
585, 6000050,    4000, 1020880,2010JJ00,71.8,6.4
586, 6000050,    4000, 1020880,2011JJ00,73.3,6.6
587, 6000050,    4000, 1020880,2012JJ00,72.4,7.0
588, 6000050,    4000, 1020880,2013JJ00,75.3,8.3
589, 6000050,    4000, 1020880,2014JJ00,74.0,8.2
590, 6000050,    4000, 1020890,2010JJ00,75.0,7.6
591, 6000050,    4000, 1020890,2011JJ00,75.9,6.4
592, 6000050,    4000, 1020890,2012JJ00,75.7,5.7
593, 6000050,    4000, 1020890,2013JJ00,76.6,5.7
594, 6000050,    4000, 1020890,2014JJ00,74.7,4.9
595, 6000050,    4000, 1020900,2010JJ00,80.2,7.2
596, 6000050,    4000, 1020900,2011JJ00,79.8,6.4
597, 6000050,    4000, 1020900,2012JJ00,80.0,6.3
598, 6000050,    4000, 1020900,2013JJ00,78.6,6.0
599, 6000050,    4000, 1020900,2014JJ00,80.4,6.6
600, 6000050,    4000, 1020910,2010JJ00,83.4,6.6
601, 6000050,    4000, 1020910,2011JJ00,79.9,7.3
602, 6000050,    4000, 1020910,2012JJ00,79.6,6.5
603, 6000050,    4000, 1020910,2013JJ00,78.9,6.3
604, 6000050,    4000, 1020910,2014JJ00,82.9,6.2
605, 6000050,    4000, 1020920,2010JJ00,79.8,6.1
606, 6000050,    4000, 1020920,2011JJ00,83.3,7.3
607, 6000050,    4000, 1020920,2012JJ00,79.5,5.9
608, 6000050,    4000, 1020920,2013JJ00,81.4,7.4
609, 6000050,    4000, 1020920,2014JJ00,83.1,6.1
610, 6000050,    4000, 1020930,2010JJ00,83.1,7.4
611, 6000050,    4000, 1020930,2011JJ00,83.4,6.3
612, 6000050,    4000, 1020930,2012JJ00,82.8,6.4
613, 6000050,    4000, 1020930,2013JJ00,81.1,6.7
614, 6000050,    4000, 1020930,2014JJ00,81.3,5.8
615, 6000050,    4000, 1020940,2010JJ00,83.4,6.7
616, 6000050,    4000, 1020940,2011JJ00,81.8,7.7
617, 6000050,    4000, 1020940,2012JJ00,83.9,6.8
618, 6000050,    4000, 1020940,2013JJ00,82.4,5.9
619, 6000050,    4000, 1020940,2014JJ00,83.6,7.9
620, 6000050,    4000, 1020950,2010JJ00,83.4,7.4
621, 6000050,    4000, 1020950,2011JJ00,84.0,7.9
622, 6000050,    4000, 1020950,2012JJ00,83.3,7.3
623, 6000050,    4000, 1020950,2013JJ00,83.8,7.5
624, 6000050,    4000, 1020950,2014JJ00,82.9,6.4
625, 6000050,    4000, 1020960,2010JJ00,82.5,5.9
626, 6000050,    4000, 1020960,2011JJ00,84.3,6.8
627, 6000050,    4000, 1020960,2012JJ00,81.0,5.6
628, 6000050,    4000, 1020960,2013JJ00,83.0,7.2
629, 6000050,    4000, 1020960,2014JJ00,81.8,6.0
630, 6000050,    4000, 1012600,2010JJ00,80.5,6.0
631, 6000050,    4000, 1012600,2011JJ00,80.4,6.1
632, 6000050,    4000, 1012600,2012JJ00,80.6,5.7
633, 6000050,    4000, 1012600,2013JJ00,80.1,6.0
634, 6000050,    4000, 1012600,2014JJ00,80.8,5.7
635, 6000050,    4000, 2012655,2010JJ00,76.5,8.9
636, 6000050,    4000, 2012655,2011JJ00,76.7,8.9
637, 6000050,    4000, 2012655,2012JJ00,75.1,7.8
638, 6000050,    4000, 2012655,2013JJ00,77.5,8.3
639, 6000050,    4000, 2012655,2014JJ00,75.9,9.3
640, 6000050,    4000, 2012657,2010JJ00,74.1,16.5
641, 6000050,    4000, 2012657,2011JJ00,77.3,17.2
642, 6000050,    4000, 2012657,2012JJ00,73.1,15.2
643, 6000050,    4000, 2012657,2013JJ00,77.3,17.6
644, 6000050,    4000, 2012657,2014JJ00,75.4,14.6
645, 6000050,    4000, 1020700,2010JJ00,78.5,16.0
646, 6000050,    4000, 1020700,2011JJ00,81.8,15.8
647, 6000050,    4000, 1020700,2012JJ00,82.8,15.3
648, 6000050,    4000, 1020700,2013JJ00,81.0,18.5
649, 6000050,    4000, 1020700,2014JJ00,81.4,14.3
650, 6000050,    4000, 1020710,2010JJ00,74.8,7.5
651, 6000050,    4000, 1020710,2011JJ00,75.0,7.3
652, 6000050,    4000, 1020710,2012JJ00,75.1,6.6
653, 6000050,    4000, 1020710,2013JJ00,76.7,7.3
654, 6000050,    4000, 1020710,2014JJ00,75.4,6.9
655, 6000050,    4000, 1020720,2010JJ00,82.1,6.6
656, 6000050,    4000, 1020720,2011JJ00,82.1,6.8
657, 6000050,    4000, 1020720,2012JJ00,81.1,6.4
658, 6000050,    4000, 1020720,2013JJ00,80.3,6.6
659, 6000050,    4000, 1020720,2014JJ00,82.1,6.6
660, 6000050,    4000, 1020730,2010JJ00,83.6,7.3
661, 6000050,    4000, 1020730,2011JJ00,83.0,7.8
662, 6000050,    4000, 1020730,2012JJ00,83.2,7.1
663, 6000050,    4000, 1020730,2013JJ00,83.5,7.3
664, 6000050,    4000, 1020730,2014JJ00,83.2,6.7
665, 6000050,    4000, 1020740,2010JJ00,82.4,6.9
666, 6000050,    4000, 1020740,2011JJ00,86.5,8.5
667, 6000050,    4000, 1020740,2012JJ00,80.9,6.4
668, 6000050,    4000, 1020740,2013JJ00,82.1,8.6
669, 6000050,    4000, 1020740,2014JJ00,82.5,7.0
670, 6000050,    4000, 1020750,2010JJ00,82.9,4.8
671, 6000050,    4000, 1020750,2011JJ00,82.5,5.2
672, 6000050,    4000, 1020750,2012JJ00,80.8,4.8
673, 6000050,    4000, 1020750,2013JJ00,83.5,4.9
674, 6000050,    4000, 1020750,2014JJ00,81.3,4.6
675, 6000050,    4000, 2050150,2010JJ00,84.3,3.1
676, 6000050,    4000, 2050150,2011JJ00,85.3,2.7
677, 6000050,    4000, 2050150,2012JJ00,84.1,2.6
678, 6000050,    4000, 2050150,2013JJ00,84.5,2.8
679, 6000050,    4000, 2050150,2014JJ00,85.4,2.9
680, 6000050,    4000, 2050145,2010JJ00,84.3,2.2
681, 6000050,    4000, 2050145,2011JJ00,85.3,1.9
682, 6000050,    4000, 2050145,2012JJ00,84.9,1.8
683, 6000050,    4000, 2050145,2013JJ00,85.5,2.1
684, 6000050,    4000, 2050145,2014JJ00,85.3,2.3
685, 6000050,    4000, 2050170,2010JJ00,83.9,6.3
686, 6000050,    4000, 2050170,2011JJ00,85.0,5.8
687, 6000050,    4000, 2050170,2012JJ00,81.0,5.7
688, 6000050,    4000, 2050170,2013JJ00,81.3,5.5
689, 6000050,    4000, 2050170,2014JJ00,85.5,4.9
690, 6000050,    4000, 2050195,2010JJ00,84.7,24.0
691, 6000050,    4000, 2050195,2011JJ00,83.9,21.5
692, 6000050,    4000, 2050195,2012JJ00,83.8,21.9
693, 6000050,    4000, 2050195,2013JJ00,84.3,25.0
694, 6000050,    4000, 2050195,2014JJ00,84.1,23.2
695, 6000050,    4000, 2050190,2010JJ00,83.5,17.2
696, 6000050,    4000, 2050190,2011JJ00,84.4,15.3
697, 6000050,    4000, 2050190,2012JJ00,81.1,13.1
698, 6000050,    4000, 2050190,2013JJ00,81.9,15.6
699, 6000050,    4000, 2050190,2014JJ00,83.1,14.5
700, 6000050,    4000, 2050235,2010JJ00,82.7,32.3
701, 6000050,    4000, 2050235,2011JJ00,80.9,24.5
702, 6000050,    4000, 2050235,2012JJ00,86.4,34.7
703, 6000050,    4000, 2050235,2013JJ00,84.1,37.1
704, 6000050,    4000, 2050235,2014JJ00,83.6,33.0
705, 6000050,    4000, 2050020,2010JJ00,86.2,24.5
706, 6000050,    4000, 2050020,2011JJ00,84.8,23.9
707, 6000050,    4000, 2050020,2012JJ00,84.3,21.9
708, 6000050,    4000, 2050020,2013JJ00,85.6,25.5
709, 6000050,    4000, 2050020,2014JJ00,84.8,24.8
710, 6000050,    4000, 2050250,2010JJ00,84.9,7.3
711, 6000050,    4000, 2050250,2011JJ00,85.7,8.2
712, 6000050,    4000, 2050250,2012JJ00,84.4,6.9
713, 6000050,    4000, 2050250,2013JJ00,83.9,7.9
714, 6000050,    4000, 2050250,2014JJ00,84.6,7.1
715, 6000050,    4000, 2050025,2010JJ00,84.9,13.2
716, 6000050,    4000, 2050025,2011JJ00,85.9,13.5
717, 6000050,    4000, 2050025,2012JJ00,85.1,9.8
718, 6000050,    4000, 2050025,2013JJ00,84.2,14.8
719, 6000050,    4000, 2050025,2014JJ00,85.4,11.4
720, 6000050,    4000, 2050110,2010JJ00,84.9,5.8
721, 6000050,    4000, 2050110,2011JJ00,85.4,7.4
722, 6000050,    4000, 2050110,2012JJ00,85.2,6.8
723, 6000050,    4000, 2050110,2013JJ00,83.7,6.3
724, 6000050,    4000, 2050110,2014JJ00,83.7,5.6
725, 6000050,    4000, 2050115,2010JJ00,84.4,5.1
726, 6000050,    4000, 2050115,2011JJ00,84.1,6.0
727, 6000050,    4000, 2050115,2012JJ00,82.6,5.0
728, 6000050,    4000, 2050115,2013JJ00,83.5,4.4
729, 6000050,    4000, 2050115,2014JJ00,84.0,5.6
730, 6000050,    4000, 2050270,2010JJ00,80.2,5.5
731, 6000050,    4000, 2050270,2011JJ00,80.1,6.3
732, 6000050,    4000, 2050270,2012JJ00,80.5,5.3
733, 6000050,    4000, 2050270,2013JJ00,81.1,5.1
734, 6000050,    4000, 2050270,2014JJ00,80.4,5.1
735, 6000050,    4000, 2050120,2010JJ00,81.0,6.0
736, 6000050,    4000, 2050120,2011JJ00,80.6,7.0
737, 6000050,    4000, 2050120,2012JJ00,80.6,5.8
738, 6000050,    4000, 2050120,2013JJ00,82.1,5.7
739, 6000050,    4000, 2050120,2014JJ00,81.4,5.1
740, 6000050,    4000, 2050060,2010JJ00,74.1,5.1
741, 6000050,    4000, 2050060,2011JJ00,76.1,4.5
742, 6000050,    4000, 2050060,2012JJ00,77.5,4.1
743, 6000050,    4000, 2050060,2013JJ00,76.5,5.0
744, 6000050,    4000, 2050060,2014JJ00,75.3,4.9
745, 6000050,    4000, 2050290,2010JJ00,60.4,3.5
746, 6000050,    4000, 2050290,2011JJ00,61.3,3.7
747, 6000050,    4000, 2050290,2012JJ00,61.9,3.7
748, 6000050,    4000, 2050290,2013JJ00,63.2,3.6
749, 6000050,    4000, 2050290,2014JJ00,64.0,3.5
750, 6000050,    4000, 2050285,2010JJ00,70.5,3.6
751, 6000050,    4000, 2050285,2011JJ00,71.9,4.8
752, 6000050,    4000, 2050285,2012JJ00,72.2,4.2
753, 6000050,    4000, 2050285,2013JJ00,71.8,4.0
754, 6000050,    4000, 2050285,2014JJ00,72.9,3.9
755, 6000050,    4000, 2050295,2010JJ00,49.1,3.3
756, 6000050,    4000, 2050295,2011JJ00,48.8,2.5
757, 6000050,    4000, 2050295,2012JJ00,49.4,3.1
758, 6000050,    4000, 2050295,2013JJ00,52.4,3.1
759, 6000050,    4000, 2050295,2014JJ00,52.9,2.9
760, 6000050,    4000, 2018700,2010JJ00,71.3,6.4
761, 6000050,    4000, 2018700,2011JJ00,70.9,6.3
762, 6000050,    4000, 2018700,2012JJ00,71.1,5.8
763, 6000050,    4000, 2018700,2013JJ00,71.8,6.3
764, 6000050,    4000, 2018700,2014JJ00,71.8,6.4
765, 6000050,    4000, 2018740,2010JJ00,82.2,9.1
766, 6000050,    4000, 2018740,2011JJ00,82.2,9.1
767, 6000050,    4000, 2018740,2012JJ00,82.0,8.6
768, 6000050,    4000, 2018740,2013JJ00,81.3,9.6
769, 6000050,    4000, 2018740,2014JJ00,81.7,9.1
770, 6000050,    4000, 2018790,2010JJ00,85.4,10.2
771, 6000050,    4000, 2018790,2011JJ00,85.2,11.0
772, 6000050,    4000, 2018790,2012JJ00,84.8,9.5
773, 6000050,    4000, 2018790,2013JJ00,84.2,9.8
774, 6000050,    4000, 2018790,2014JJ00,83.9,8.7
775, 6000050,    4000, 2018815,2010JJ00,84.3,3.1
776, 6000050,    4000, 2018815,2011JJ00,85.3,2.7
777, 6000050,    4000, 2018815,2012JJ00,84.1,2.6
778, 6000050,    4000, 2018815,2013JJ00,84.5,2.8
779, 6000050,    4000, 2018815,2014JJ00,85.4,2.9
780, 6000050,    4000, 2017350,2010JJ00,71.4,5.3
781, 6000050,    4000, 2017350,2011JJ00,72.4,6.3
782, 6000050,    4000, 2017350,2012JJ00,67.4,4.4
783, 6000050,    4000, 2017350,2013JJ00,73.8,5.3
784, 6000050,    4000, 2017350,2014JJ00,69.0,6.0
785, 6000050,    4000, 2017558,2010JJ00,81.8,2.6
786, 6000050,    4000, 2017558,2011JJ00,83.2,2.2
787, 6000050,    4000, 2017558,2012JJ00,83.7,2.3
788, 6000050,    4000, 2017558,2013JJ00,83.0,2.0
789, 6000050,    4000, 2017558,2014JJ00,83.0,2.5
790, 6000050,    4000, 2017560,2010JJ00,85.9,5.4
791, 6000050,    4000, 2017560,2011JJ00,86.3,6.2
792, 6000050,    4000, 2017560,2012JJ00,85.4,5.7
793, 6000050,    4000, 2017560,2013JJ00,86.5,5.7
794, 6000050,    4000, 2017560,2014JJ00,86.4,4.9
795, 6000050,    4000, 2017565,2010JJ00,87.1,10.8
796, 6000050,    4000, 2017565,2011JJ00,86.6,11.4
797, 6000050,    4000, 2017565,2012JJ00,87.2,9.8
798, 6000050,    4000, 2017565,2013JJ00,86.0,10.8
799, 6000050,    4000, 2017565,2014JJ00,86.3,10.2
800, 6000050,    4000, 2017570,2010JJ00,84.7,14.1
801, 6000050,    4000, 2017570,2011JJ00,85.3,12.9
802, 6000050,    4000, 2017570,2012JJ00,83.3,13.0
803, 6000050,    4000, 2017570,2013JJ00,83.9,14.8
804, 6000050,    4000, 2017570,2014JJ00,85.0,14.0
805, 6000050,    4000, 2017572,2010JJ00,73.2,8.7
806, 6000050,    4000, 2017572,2011JJ00,79.1,12.0
807, 6000050,    4000, 2017572,2012JJ00,77.3,8.7
808, 6000050,    4000, 2017572,2013JJ00,77.5,5.5
809, 6000050,    4000, 2017572,2014JJ00,73.9,9.2
810, 6000050,    4000, 2017555,2010JJ00,,
811, 6000050,    4000, 2017555,2011JJ00,,
812, 6000050,    4000, 2017555,2012JJ00,,
813, 6000050,    4000, 2017555,2013JJ00,,
814, 6000050,    4000, 2017555,2014JJ00,,
815, 6000050,    4000, 2017578,2010JJ00,76.8,4.0
816, 6000050,    4000, 2017578,2011JJ00,75.5,3.9
817, 6000050,    4000, 2017578,2012JJ00,76.7,3.2
818, 6000050,    4000, 2017578,2013JJ00,76.5,4.2
819, 6000050,    4000, 2017578,2014JJ00,77.3,3.0
820, 6000050,    4000, 2017576,2010JJ00,61.9,3.6
821, 6000050,    4000, 2017576,2011JJ00,62.3,3.7
822, 6000050,    4000, 2017576,2012JJ00,63.1,3.7
823, 6000050,    4000, 2017576,2013JJ00,63.8,3.6
824, 6000050,    4000, 2017576,2014JJ00,64.3,3.5
825, 6000050,    4000, 2030530,2010JJ00,85.0,37.6
826, 6000050,    4000, 2030530,2011JJ00,84.3,37.5
827, 6000050,    4000, 2030530,2012JJ00,86.0,36.7
828, 6000050,    4000, 2030530,2013JJ00,83.8,44.6
829, 6000050,    4000, 2030530,2014JJ00,83.3,36.3
830, 6000050,    4000, 2030540,2010JJ00,89.1,29.1
831, 6000050,    4000, 2030540,2011JJ00,81.3,20.7
832, 6000050,    4000, 2030540,2012JJ00,96.3,29.2
833, 6000050,    4000, 2030540,2013JJ00,,
834, 6000050,    4000, 2030540,2014JJ00,95.4,31.7
835, 6000050,    4000, 2030550,2010JJ00,79.1,5.9
836, 6000050,    4000, 2030550,2011JJ00,79.4,6.1
837, 6000050,    4000, 2030550,2012JJ00,78.9,5.5
838, 6000050,    4000, 2030550,2013JJ00,79.3,5.8
839, 6000050,    4000, 2030550,2014JJ00,79.4,5.7
840, 6000051,    1100, 4000000,2010JJ00,79.2,7.5
841, 6000051,    1100, 4000000,2011JJ00,79.1,8.0
842, 6000051,    1100, 4000000,2012JJ00,78.8,7.5
843, 6000051,    1100, 4000000,2013JJ00,79.0,7.8
844, 6000051,    1100, 4000000,2014JJ00,79.4,7.4
845, 6000051,    1100, 2030500,2010JJ00,73.7,14.7
846, 6000051,    1100, 2030500,2011JJ00,74.4,15.4
847, 6000051,    1100, 2030500,2012JJ00,74.5,14.9
848, 6000051,    1100, 2030500,2013JJ00,74.0,15.2
849, 6000051,    1100, 2030500,2014JJ00,74.1,14.2
850, 6000051,    1100, 2030510,2010JJ00,79.7,8.4
851, 6000051,    1100, 2030510,2011JJ00,80.2,9.2
852, 6000051,    1100, 2030510,2012JJ00,78.9,8.8
853, 6000051,    1100, 2030510,2013JJ00,79.2,8.9
854, 6000051,    1100, 2030510,2014JJ00,79.7,9.0
855, 6000051,    1100, 2030520,2010JJ00,82.2,3.1
856, 6000051,    1100, 2030520,2011JJ00,81.6,3.2
857, 6000051,    1100, 2030520,2012JJ00,81.2,2.8
858, 6000051,    1100, 2030520,2013JJ00,81.9,3.2
859, 6000051,    1100, 2030520,2014JJ00,82.4,2.9
860, 6000051,    1100, 1020870,2010JJ00,76.0,11.8
861, 6000051,    1100, 1020870,2011JJ00,75.7,13.3
862, 6000051,    1100, 1020870,2012JJ00,76.7,11.5
863, 6000051,    1100, 1020870,2013JJ00,76.8,13.8
864, 6000051,    1100, 1020870,2014JJ00,76.5,11.5
865, 6000051,    1100, 1020880,2010JJ00,72.0,7.1
866, 6000051,    1100, 1020880,2011JJ00,74.4,7.3
867, 6000051,    1100, 1020880,2012JJ00,72.8,8.5
868, 6000051,    1100, 1020880,2013JJ00,73.7,8.2
869, 6000051,    1100, 1020880,2014JJ00,73.4,8.0
870, 6000051,    1100, 1020890,2010JJ00,75.2,6.9
871, 6000051,    1100, 1020890,2011JJ00,75.8,6.7
872, 6000051,    1100, 1020890,2012JJ00,75.2,6.2
873, 6000051,    1100, 1020890,2013JJ00,75.5,5.8
874, 6000051,    1100, 1020890,2014JJ00,74.9,4.8
875, 6000051,    1100, 1020900,2010JJ00,79.8,7.2
876, 6000051,    1100, 1020900,2011JJ00,78.6,6.4
877, 6000051,    1100, 1020900,2012JJ00,78.9,7.2
878, 6000051,    1100, 1020900,2013JJ00,79.5,6.7
879, 6000051,    1100, 1020900,2014JJ00,78.5,6.6
880, 6000051,    1100, 1020910,2010JJ00,81.5,6.7
881, 6000051,    1100, 1020910,2011JJ00,79.7,7.8
882, 6000051,    1100, 1020910,2012JJ00,79.6,6.9
883, 6000051,    1100, 1020910,2013JJ00,79.2,6.4
884, 6000051,    1100, 1020910,2014JJ00,80.3,6.8
885, 6000051,    1100, 1020920,2010JJ00,80.2,6.5
886, 6000051,    1100, 1020920,2011JJ00,81.4,7.2
887, 6000051,    1100, 1020920,2012JJ00,79.0,6.3
888, 6000051,    1100, 1020920,2013JJ00,80.5,7.4
889, 6000051,    1100, 1020920,2014JJ00,82.8,7.4
890, 6000051,    1100, 1020930,2010JJ00,82.6,7.8
891, 6000051,    1100, 1020930,2011JJ00,81.7,7.0
892, 6000051,    1100, 1020930,2012JJ00,82.3,7.2
893, 6000051,    1100, 1020930,2013JJ00,81.1,7.0
894, 6000051,    1100, 1020930,2014JJ00,81.2,5.8
895, 6000051,    1100, 1020940,2010JJ00,83.7,6.9
896, 6000051,    1100, 1020940,2011JJ00,81.3,7.7
897, 6000051,    1100, 1020940,2012JJ00,82.7,6.7
898, 6000051,    1100, 1020940,2013JJ00,81.7,6.5
