ID,DutchEconomy,Periods,TotalCO2_1,CO2ExclBiomass_2,CO2Biomass_3,N2O_4,CH4_5,GreenhouseGasEquivalents_6,NOx_7,SO2_8,NH3_9,AcidificationEquivalents_10,CFK12Equivalents_11,CO_12,NMVOC_13,PM10_14
1014,336500 ,2024JJ00,259.0,254,4.9,0.0,0.1,264,0.3,0.0,0.0,0.0,0.0,1.6,0.2,0.0
1015,339205 ,1990JJ00,208.0,208,0.0,0.0,0.0,208,1.0,0.1,0.0,0.0,0.0,2.6,7.1,0.6
1016,339205 ,1991JJ00,192.0,192,0.0,0.0,0.0,192,1.1,0.0,0.0,0.0,0.0,1.7,6.5,0.5
1017,339205 ,1992JJ00,193.0,193,0.1,0.0,0.0,194,1.4,0.0,0.0,0.0,0.0,1.8,6.0,0.3
1018,339205 ,1993JJ00,203.0,203,0.1,0.0,0.0,204,1.3,0.0,0.0,0.0,0.1,1.8,5.5,0.2
1019,339205 ,1994JJ00,199.0,199,0.1,0.0,0.0,200,0.8,0.0,0.0,0.0,0.1,1.8,5.0,0.1
1020,339205 ,1995JJ00,209.0,209,0.1,0.0,0.0,210,0.8,0.0,0.0,0.0,0.1,2.1,4.6,0.0
1021,339205 ,1996JJ00,212.0,212,0.0,0.0,0.0,213,0.8,0.0,0.0,0.0,0.1,2.2,3.2,0.0
1022,339205 ,1997JJ00,204.0,204,0.0,0.0,0.0,205,0.6,0.0,0.0,0.0,0.0,2.1,3.6,0.0
1023,339205 ,1998JJ00,203.0,203,0.0,0.0,0.0,204,0.6,0.1,0.0,0.0,0.0,1.6,3.4,0.0
1024,339205 ,1999JJ00,198.0,198,0.1,0.0,0.0,199,0.6,0.0,0.0,0.0,0.0,1.6,4.0,0.0
1025,339205 ,2000JJ00,205.0,205,0.1,0.0,0.0,206,0.6,0.0,0.0,0.0,0.0,1.7,4.9,0.0
1026,339205 ,2001JJ00,218.0,218,0.1,0.0,0.0,219,0.6,0.0,0.0,0.0,6.4,1.6,3.4,0.0
1027,339205 ,2002JJ00,217.0,217,0.1,0.0,0.0,218,0.6,0.0,0.0,0.0,7.0,1.7,4.2,0.0
1028,339205 ,2003JJ00,207.0,207,0.0,0.0,0.0,208,0.5,0.0,0.0,0.0,0.0,1.2,4.7,0.0
1029,339205 ,2004JJ00,200.0,200,0.0,0.0,0.0,201,0.5,0.0,0.0,0.0,0.0,1.5,4.4,0.0
1030,339205 ,2005JJ00,189.0,189,0.0,0.0,0.0,190,0.5,0.0,0.0,0.0,0.0,1.3,4.2,0.0
1031,339205 ,2006JJ00,164.0,164,0.1,0.0,0.0,165,0.5,0.0,0.0,0.0,0.0,1.3,3.8,0.0
1032,339205 ,2007JJ00,157.0,157,0.7,0.0,0.0,158,0.5,0.0,0.0,0.0,0.0,0.9,3.9,0.0
1033,339205 ,2008JJ00,183.0,182,0.7,0.0,0.0,184,0.5,0.0,0.0,0.0,0.0,1.0,4.6,0.0
1034,339205 ,2009JJ00,200.0,199,0.9,0.0,0.0,202,0.4,0.0,0.0,0.0,0.0,1.6,3.4,0.0
1035,339205 ,2010JJ00,214.0,213,0.5,0.0,0.0,216,0.4,0.0,0.0,0.0,0.0,1.7,5.3,0.0
1036,339205 ,2011JJ00,167.0,166,0.7,0.0,0.0,169,0.4,0.0,0.0,0.0,0.0,2.0,5.4,0.0
1037,339205 ,2012JJ00,188.0,187,1.0,0.0,0.0,190,0.4,0.0,0.0,0.0,0.0,2.2,4.3,0.0
1038,339205 ,2013JJ00,184.0,183,0.9,0.0,0.0,186,0.4,0.0,0.0,0.0,0.0,2.7,4.0,0.0
1039,339205 ,2014JJ00,196.0,195,1.5,0.0,0.0,198,0.4,0.0,0.0,0.0,0.0,2.6,5.0,0.0
1040,339205 ,2015JJ00,218.0,217,1.5,0.0,0.0,220,0.4,0.0,0.0,0.0,0.0,2.6,4.6,0.0
1041,339205 ,2016JJ00,227.0,225,1.6,0.0,0.0,229,0.5,0.0,0.0,0.0,0.0,2.6,3.5,0.0
1042,339205 ,2017JJ00,242.0,240,2.0,0.0,0.0,245,0.5,0.0,0.0,0.0,0.0,2.7,3.7,0.0
1043,339205 ,2018JJ00,262.0,259,3.3,0.0,0.0,265,0.6,0.0,0.0,0.0,0.0,2.6,3.6,0.0
1044,339205 ,2019JJ00,252.0,248,4.0,0.0,0.0,255,0.6,0.0,0.0,0.0,0.0,2.5,3.9,0.0
1045,339205 ,2020JJ00,231.0,227,3.8,0.0,0.0,234,0.5,0.0,0.0,0.0,0.0,2.7,3.7,0.0
1046,339205 ,2021JJ00,260.0,255,4.7,0.0,0.1,263,0.5,0.0,0.0,0.0,0.0,2.3,3.7,0.0
1047,339205 ,2022JJ00,242.0,238,4.8,0.0,0.0,246,0.5,0.0,0.0,0.0,0.0,2.3,3.7,0.0
1048,339205 ,2023JJ00,222.0,217,5.3,0.0,0.0,225,0.5,0.0,0.0,0.0,0.0,2.1,3.3,0.0
1049,339205 ,2024JJ00,207.0,199,8.1,0.0,0.0,210,0.5,0.0,0.0,0.0,0.0,2.1,3.4,0.0
1050,300023 ,1990JJ00,504.0,458,45.6,0.0,0.1,507,3.3,0.3,0.0,0.1,19.6,10.2,4.3,0.4
1051,300023 ,1991JJ00,480.0,435,45.6,0.0,0.1,483,2.3,0.2,0.0,0.1,15.7,5.8,3.7,0.3
1052,300023 ,1992JJ00,482.0,436,46.4,0.0,0.1,485,2.7,0.2,0.0,0.1,11.9,6.2,3.5,0.3
1053,300023 ,1993JJ00,488.0,441,47.3,0.0,0.1,491,2.9,0.2,0.0,0.1,8.1,6.6,3.2,0.3
1054,300023 ,1994JJ00,486.0,438,48.0,0.0,0.1,489,2.6,0.2,0.0,0.1,4.2,6.9,3.0,0.2
1055,300023 ,1995JJ00,512.0,463,48.8,0.0,0.1,516,2.7,0.2,0.0,0.1,0.4,8.6,3.0,0.2
1056,300023 ,1996JJ00,509.0,460,49.6,0.0,0.1,513,2.6,0.2,0.0,0.1,0.3,7.8,2.8,0.2
1057,300023 ,1997JJ00,524.0,474,50.4,0.0,0.1,528,2.5,0.1,0.0,0.1,0.2,8.2,1.6,0.2
1058,300023 ,1998JJ00,503.0,453,49.9,0.0,0.1,506,2.5,0.1,0.0,0.1,0.1,7.8,2.4,0.2
1059,300023 ,1999JJ00,534.0,485,49.5,0.0,0.1,538,2.6,0.1,0.0,0.1,0.0,7.9,1.5,0.2
1060,300023 ,2000JJ00,527.0,478,48.9,0.0,0.1,531,2.8,0.1,0.0,0.1,0.0,7.4,2.2,0.2
1061,300023 ,2001JJ00,541.0,493,48.5,0.0,0.1,545,2.8,0.1,0.0,0.1,0.9,7.3,1.9,0.2
1062,300023 ,2002JJ00,566.0,518,48.0,0.0,0.1,570,2.6,0.1,0.0,0.1,1.0,7.7,1.9,0.2
1063,300023 ,2003JJ00,540.0,492,47.7,0.0,0.1,544,2.6,0.1,0.0,0.1,0.0,7.2,1.9,0.2
1064,300023 ,2004JJ00,588.0,540,47.3,0.0,0.1,592,2.6,0.1,0.0,0.1,0.0,8.7,1.9,0.2
1065,300023 ,2005JJ00,574.0,527,46.9,0.0,0.1,578,2.5,0.1,0.0,0.1,0.0,8.4,1.9,0.2
1066,300023 ,2006JJ00,540.0,493,46.6,0.0,0.1,544,2.3,0.1,0.0,0.1,0.0,8.3,1.8,0.2
1067,300023 ,2007JJ00,471.0,420,50.9,0.0,0.1,475,2.3,0.1,0.0,0.1,0.0,5.0,1.6,0.2
1068,300023 ,2008JJ00,506.0,457,48.8,0.0,0.1,512,2.2,0.1,0.0,0.1,0.0,5.6,1.7,0.1
1069,300023 ,2009JJ00,532.0,483,49.4,0.0,0.1,539,2.1,0.0,0.0,0.0,0.0,10.2,1.8,0.1
1070,300023 ,2010JJ00,538.0,492,45.6,0.0,0.1,545,2.0,0.0,0.0,0.0,0.0,10.4,2.2,0.1
1071,300023 ,2011JJ00,626.0,580,45.6,0.0,0.1,633,2.1,0.0,0.0,0.0,0.0,10.4,2.1,0.1
1072,300023 ,2012JJ00,620.0,575,44.6,0.0,0.1,627,1.9,0.0,0.0,0.0,0.0,9.1,1.8,0.1
1073,300023 ,2013JJ00,584.0,543,41.2,0.0,0.1,591,1.9,0.0,0.0,0.0,0.0,8.4,1.6,0.1
1074,300023 ,2014JJ00,559.0,520,39.1,0.0,0.1,566,1.9,0.0,0.0,0.0,0.0,7.8,1.6,0.1
1075,300023 ,2015JJ00,587.0,554,33.4,0.0,0.1,595,1.7,0.0,0.0,0.0,0.0,7.7,1.5,0.1
1076,300023 ,2016JJ00,610.0,579,30.6,0.0,0.1,617,1.6,0.0,0.0,0.0,0.0,7.6,1.3,0.1
1077,300023 ,2017JJ00,602.0,575,27.2,0.0,0.1,610,1.4,0.0,0.0,0.0,0.0,7.5,1.3,0.1
1078,300023 ,2018JJ00,611.0,588,23.3,0.0,0.1,619,1.6,0.0,0.0,0.0,0.0,7.3,1.2,0.1
1079,300023 ,2019JJ00,581.0,556,24.3,0.0,0.1,588,1.5,0.0,0.0,0.0,0.0,7.1,1.3,0.1
1080,300023 ,2020JJ00,553.0,530,22.3,0.0,0.1,561,1.4,0.0,0.0,0.0,0.0,7.6,1.2,0.1
1081,300023 ,2021JJ00,549.0,527,21.8,0.0,0.1,556,1.3,0.0,0.0,0.0,0.0,6.6,1.1,0.1
1082,300023 ,2022JJ00,497.0,477,19.6,0.0,0.1,504,1.2,0.0,0.0,0.0,0.0,6.4,1.1,0.1
1083,300023 ,2023JJ00,447.0,429,18.1,0.0,0.1,453,1.2,0.0,0.0,0.0,0.0,5.9,1.0,0.1
1084,300023 ,2024JJ00,442.0,417,25.4,0.0,0.1,448,1.2,0.0,0.0,0.0,0.0,5.8,1.0,0.1
1085,346600 ,1990JJ00,39570.0,39520,49.3,0.4,1.6,39713,79.0,44.2,0.0,3.1,0.0,11.6,1.5,1.5
1086,346600 ,1991JJ00,40032.0,39982,50.1,0.3,1.8,40174,71.5,34.0,0.0,2.6,0.0,9.2,1.3,1.3
1087,346600 ,1992JJ00,40577.0,40527,49.6,0.3,1.9,40722,74.3,29.2,0.0,2.5,0.0,9.9,1.3,1.2
1088,346600 ,1993JJ00,41833.0,41791,41.9,0.3,2.1,41980,70.5,22.8,0.0,2.2,0.0,10.6,1.3,1.0
1089,346600 ,1994JJ00,45671.0,45621,50.0,0.4,2.2,45833,63.8,16.2,0.0,1.9,0.0,11.2,1.3,0.8
1090,346600 ,1995JJ00,47876.0,47712,163.3,0.4,2.3,48048,60.7,16.4,0.0,1.8,0.0,12.2,1.4,0.6
1091,346600 ,1996JJ00,48393.0,48185,208.5,0.4,2.6,48570,59.3,18.5,0.0,1.9,0.0,17.1,1.7,0.6
1092,346600 ,1997JJ00,48580.0,48378,201.4,0.4,2.7,48755,54.2,11.9,0.0,1.5,0.0,20.1,1.8,0.5
1093,346600 ,1998JJ00,50402.0,50144,257.4,0.4,2.8,50584,52.3,10.5,0.0,1.5,0.0,15.4,1.3,0.6
1094,346600 ,1999JJ00,47476.0,47102,373.9,0.3,2.9,47646,55.4,11.6,0.0,1.6,0.0,21.0,3.9,0.5
1095,346600 ,2000JJ00,48955.0,48263,691.8,0.4,3.0,49138,50.1,14.8,0.0,1.6,0.0,18.4,1.9,0.4
1096,346600 ,2001JJ00,52925.0,51805,1119.6,0.4,3.2,53127,47.7,15.5,0.0,1.5,0.0,17.0,0.6,0.4
1097,346600 ,2002JJ00,54382.0,52823,1559.4,0.4,3.4,54595,47.9,13.7,0.0,1.5,0.0,18.0,0.8,0.6
1098,346600 ,2003JJ00,54834.0,53554,1279.3,0.4,3.3,55043,49.7,13.9,0.1,1.5,0.0,19.1,1.1,0.5
1099,346600 ,2004JJ00,56650.0,54755,1894.6,0.5,3.7,56875,43.8,10.7,0.1,1.3,0.0,13.0,1.3,0.5
1100,346600 ,2005JJ00,55199.0,51940,3259.6,0.5,4.0,55444,42.7,9.8,0.2,1.2,0.0,12.6,1.0,0.6
1101,346600 ,2006JJ00,50814.0,47717,3097.7,0.5,3.8,51043,38.4,9.6,0.0,1.1,0.0,10.6,1.4,0.4
1102,346600 ,2007JJ00,52645.0,50456,2189.3,0.4,3.5,52862,30.5,8.6,0.0,0.9,0.0,7.1,0.7,0.4
1103,346600 ,2008JJ00,52370.0,49823,2546.8,0.4,3.6,52582,26.2,6.1,0.1,0.8,0.0,7.8,0.7,0.4
1104,346600 ,2009JJ00,53006.0,49778,3227.7,0.5,3.9,53235,24.2,6.1,0.0,0.7,0.0,8.3,0.7,0.4
1105,346600 ,2010JJ00,55704.0,51866,3838.0,0.5,4.2,55945,23.5,6.4,0.0,0.7,0.0,9.1,0.9,0.3
1106,346600 ,2011JJ00,51243.0,47664,3579.2,0.4,3.9,51465,19.6,6.4,0.0,0.6,0.0,7.3,0.9,0.1
1107,346600 ,2012JJ00,48192.0,44681,3511.1,0.5,3.3,48406,18.8,7.9,0.0,0.7,0.0,9.0,1.5,0.1
1108,346600 ,2013JJ00,47323.0,44787,2535.3,0.4,3.0,47521,19.4,9.2,0.0,0.7,0.0,9.1,2.0,0.3
1109,346600 ,2014JJ00,50353.0,48455,1898.3,0.5,2.8,50554,16.5,8.4,0.0,0.6,0.0,7.7,1.8,0.3
1110,346600 ,2015JJ00,54577.0,52961,1616.1,0.6,3.4,54819,17.4,8.4,0.0,0.6,0.0,7.6,0.9,0.4
1111,346600 ,2016JJ00,53559.0,51825,1734.1,0.5,3.5,53795,14.9,5.8,0.0,0.5,0.0,7.4,0.8,0.3
1112,346600 ,2017JJ00,49858.0,48143,1715.2,0.5,3.3,50072,13.5,4.0,0.0,0.4,0.0,7.1,0.8,0.2
1113,346600 ,2018JJ00,46197.0,44452,1745.5,0.4,4.7,46437,12.9,3.8,0.0,0.4,0.0,7.6,0.8,0.2
1114,346600 ,2019JJ00,44716.0,41413,3303.7,0.4,4.0,44926,12.2,2.5,0.0,0.3,0.0,6.9,0.8,0.1
1115,346600 ,2020JJ00,38763.0,32385,6378.5,0.4,4.7,38991,10.6,1.5,0.0,0.3,0.0,7.3,0.7,0.1
1116,346600 ,2021JJ00,40548.0,32262,8286.0,0.5,4.4,40802,11.3,2.2,0.0,0.3,0.0,7.5,0.7,0.1
1117,346600 ,2022JJ00,37578.0,30385,7193.2,0.5,3.9,37806,10.2,2.2,0.0,0.3,0.0,7.0,0.6,0.1
1118,346600 ,2023JJ00,28910.0,23518,5392.8,0.3,3.2,29085,8.1,1.6,0.0,0.2,0.0,6.1,0.5,0.1
1119,346600 ,2024JJ00,27970.0,23022,4948.3,0.3,3.0,28132,7.9,1.7,0.0,0.2,0.0,6.0,0.5,0.1
1120,348000 ,1990JJ00,3083.0,876,2207.2,0.7,7.3,3478,9.0,4.6,0.0,0.3,189.2,6.5,0.9,1.0
1121,348000 ,1991JJ00,3178.0,871,2306.9,0.7,7.4,3576,8.7,4.1,0.2,0.3,174.9,5.0,1.0,0.9
1122,348000 ,1992JJ00,3091.0,849,2242.2,0.8,7.7,3508,8.7,3.7,0.3,0.3,160.5,4.6,1.1,0.7
1123,348000 ,1993JJ00,3457.0,984,2473.6,0.9,8.2,3911,9.7,1.7,0.4,0.3,146.2,4.2,1.1,0.6
1124,348000 ,1994JJ00,3322.0,972,2350.0,0.9,8.8,3804,6.8,1.1,0.6,0.2,131.8,3.7,1.2,0.4
1125,348000 ,1995JJ00,3643.0,1195,2448.4,0.9,8.7,4137,5.6,0.7,1.0,0.2,117.5,3.6,1.2,0.3
1126,348000 ,1996JJ00,4420.0,1424,2996.7,1.0,9.1,4944,4.7,0.6,1.1,0.2,87.7,3.7,1.6,0.2
1127,348000 ,1997JJ00,5191.0,1702,3489.6,1.0,9.0,5718,5.6,0.4,0.5,0.2,85.3,3.2,1.3,0.2
1128,348000 ,1998JJ00,5455.0,1787,3668.3,1.0,9.2,5983,5.6,0.4,0.7,0.2,82.6,3.4,0.9,0.2
1129,348000 ,1999JJ00,5688.0,1878,3809.8,1.0,8.8,6199,7.0,0.4,0.8,0.2,109.5,2.9,0.5,0.2
1130,348000 ,2000JJ00,5860.0,2003,3857.1,1.0,8.6,6363,5.1,0.2,1.2,0.2,111.0,3.3,0.6,0.2
1131,348000 ,2001JJ00,5639.0,1912,3726.7,1.0,8.8,6142,4.7,0.2,1.2,0.2,106.9,3.0,0.7,0.1
1132,348000 ,2002JJ00,5867.0,1982,3884.5,0.9,8.4,6354,4.3,0.2,1.2,0.2,102.5,2.8,0.4,0.1
1133,348000 ,2003JJ00,5854.0,2086,3768.3,0.9,8.1,6326,4.1,0.1,1.1,0.2,97.6,2.8,0.4,0.1
1134,348000 ,2004JJ00,6223.0,2362,3861.3,0.9,8.1,6699,4.1,0.2,1.2,0.2,92.4,3.1,0.4,0.2
1135,348000 ,2005JJ00,6217.0,2427,3790.2,0.9,8.1,6693,4.5,0.2,1.3,0.2,86.9,3.2,0.4,0.1
1136,348000 ,2006JJ00,6428.0,2490,3937.3,0.9,7.8,6887,4.5,0.3,1.2,0.2,81.3,3.3,0.4,0.3
1137,348000 ,2007JJ00,6769.0,2571,4198.1,0.9,7.8,7237,4.6,0.3,1.2,0.2,75.5,2.6,0.3,0.1
1138,348000 ,2008JJ00,7647.0,2755,4891.4,0.9,7.6,8109,4.9,0.3,1.2,0.2,69.6,3.1,0.3,0.1
1139,348000 ,2009JJ00,8413.0,3081,5332.6,0.9,7.5,8874,5.0,0.3,1.2,0.2,63.7,3.8,0.4,0.1
1140,348000 ,2010JJ00,8397.0,3029,5368.6,0.9,7.4,8842,5.0,0.4,1.1,0.2,57.8,4.6,0.4,0.1
1141,348000 ,2011JJ00,8983.0,3184,5799.0,0.9,7.3,9434,5.5,0.4,1.1,0.2,52.1,4.8,0.4,0.1
1142,348000 ,2012JJ00,9295.0,3131,6163.9,0.9,7.3,9747,5.2,0.3,1.1,0.2,46.4,4.9,0.4,0.1
1143,348000 ,2013JJ00,9547.0,3406,6140.7,0.9,7.2,9991,5.1,0.3,1.0,0.2,43.5,4.3,0.4,0.1
1144,348000 ,2014JJ00,9567.0,3367,6200.3,0.9,7.0,10009,5.2,0.3,0.9,0.2,41.1,4.4,0.4,0.1
1145,348000 ,2015JJ00,9598.0,3166,6432.9,1.0,7.2,10059,5.3,0.3,0.9,0.2,39.0,4.2,0.4,0.1
1146,348000 ,2016JJ00,9844.0,3299,6545.0,1.0,7.4,10330,5.2,1.2,1.1,0.2,37.1,4.3,0.4,0.1
1147,348000 ,2017JJ00,9739.0,3168,6571.0,1.0,7.6,10231,5.1,0.9,1.1,0.2,35.3,4.2,0.4,0.1
1148,348000 ,2018JJ00,9459.0,2910,6549.3,1.0,7.8,9951,5.1,0.5,1.1,0.2,33.8,4.2,0.4,0.1
1149,348000 ,2019JJ00,9302.0,2806,6495.1,1.0,7.7,9789,5.2,0.4,1.0,0.2,32.5,4.0,0.4,0.1
1150,348000 ,2020JJ00,9314.0,2762,6552.2,1.0,7.8,9809,5.0,0.4,1.1,0.2,31.4,4.3,0.4,0.1
1151,348000 ,2021JJ00,9243.0,2532,6710.7,1.0,7.8,9737,4.8,0.5,1.1,0.2,30.4,3.8,0.4,0.1
1152,348000 ,2022JJ00,9143.0,2507,6635.9,1.0,7.3,9608,4.7,0.4,1.0,0.2,29.6,3.7,0.4,0.1
1153,348000 ,2023JJ00,8670.0,2675,5995.1,1.0,7.5,9141,4.4,0.3,1.0,0.2,28.9,3.4,0.5,0.1
1154,348000 ,2024JJ00,8649.0,2674,5974.3,1.0,7.5,9119,4.1,0.3,1.0,0.2,28.3,3.3,0.5,0.1
1155,350000 ,1990JJ00,3724.0,3718,6.3,0.0,0.3,3738,36.0,3.7,0.0,0.9,104.3,40.7,34.5,5.4
1156,350000 ,1991JJ00,2959.0,2952,6.3,0.0,0.3,2973,30.8,2.8,0.0,0.8,88.9,26.5,29.0,4.1
1157,350000 ,1992JJ00,2963.0,2957,6.4,0.0,0.3,2978,30.6,2.8,0.0,0.8,73.6,25.7,27.5,3.9
1158,350000 ,1993JJ00,3062.0,3056,6.6,0.0,0.3,3078,30.5,2.9,0.0,0.8,58.2,24.9,26.2,3.8
1159,350000 ,1994JJ00,3335.0,3328,6.7,0.0,0.3,3351,30.4,2.8,0.0,0.7,42.9,23.7,24.9,3.7
1160,350000 ,1995JJ00,4045.0,4038,6.8,0.0,0.2,4209,37.3,3.5,0.1,0.9,27.5,33.2,26.1,4.7
1161,350000 ,1996JJ00,3446.0,3439,6.9,0.0,0.3,3676,31.2,2.7,0.1,0.8,0.0,21.5,21.8,3.6
1162,350000 ,1997JJ00,3363.0,3356,7.0,0.0,0.2,3607,30.4,2.3,0.1,0.7,0.0,20.2,20.8,3.5
1163,350000 ,1998JJ00,3443.0,3436,6.9,0.0,0.2,3701,30.4,2.3,0.1,0.7,0.0,19.1,19.9,3.4
1164,350000 ,1999JJ00,3596.0,3589,6.8,0.0,0.2,3750,31.7,2.5,0.1,0.8,25.0,19.0,19.4,3.5
1165,350000 ,2000JJ00,4116.0,4110,6.8,0.1,0.2,4957,36.3,2.8,0.1,0.9,25.0,27.3,21.7,4.4
1166,350000 ,2001JJ00,4306.0,4299,6.7,0.1,0.2,4672,35.7,2.7,0.1,0.9,25.0,26.9,18.6,4.4
1167,350000 ,2002JJ00,4079.0,4072,6.7,0.1,0.2,4372,33.3,2.5,0.1,0.8,25.0,24.8,17.4,4.1
1168,350000 ,2003JJ00,4035.0,4029,6.5,0.1,0.2,4256,31.5,2.1,0.1,0.8,25.0,23.3,14.3,3.7
1169,350000 ,2004JJ00,4064.0,4057,6.6,0.1,0.2,4301,30.8,2.1,0.1,0.7,25.0,22.7,12.1,3.6
1170,350000 ,2005JJ00,4103.0,4096,6.9,0.1,0.2,4261,30.7,2.2,0.1,0.7,25.0,22.7,13.1,3.6
1171,350000 ,2006JJ00,3989.0,3976,13.1,0.1,0.2,4161,29.1,2.1,0.1,0.7,25.0,21.4,12.0,3.4
1172,350000 ,2007JJ00,3939.0,3887,51.4,0.1,0.1,4145,28.2,2.0,0.1,0.7,25.0,20.3,11.7,3.3
1173,350000 ,2008JJ00,3990.0,3942,47.8,0.1,0.1,4205,27.6,1.1,0.1,0.6,25.0,19.7,8.7,3.0
1174,350000 ,2009JJ00,3901.0,3841,59.9,0.1,0.1,4172,26.4,0.5,0.1,0.6,25.0,18.6,10.0,2.7
1175,350000 ,2010JJ00,3720.0,3681,39.6,0.1,0.1,3959,24.1,0.2,0.1,0.5,25.0,17.1,10.2,2.3
1176,350000 ,2011JJ00,3763.0,3710,52.6,0.1,0.1,4017,24.5,0.0,0.1,0.5,25.0,17.4,9.3,2.3
1177,350000 ,2012JJ00,3567.0,3461,105.5,0.1,0.1,3790,22.3,0.0,0.1,0.5,25.0,15.9,8.3,2.0
1178,350000 ,2013JJ00,3524.0,3419,104.3,0.1,0.1,3704,21.7,0.0,0.1,0.5,25.0,15.5,7.8,2.0
1179,350000 ,2014JJ00,3470.0,3340,129.9,0.1,0.1,3635,21.3,0.0,0.1,0.5,25.0,15.3,8.7,1.9
1180,350000 ,2015JJ00,3425.0,3313,111.2,0.1,0.1,3590,20.5,0.0,0.1,0.5,25.0,14.5,7.7,1.9
1181,350000 ,2016JJ00,3586.0,3489,97.0,0.1,0.2,3762,20.9,0.0,0.1,0.5,25.0,15.0,6.9,1.9
1182,350000 ,2017JJ00,3542.0,3423,119.0,0.1,0.2,3725,19.5,0.0,0.1,0.4,25.0,13.9,6.6,1.8
1183,350000 ,2018JJ00,3626.0,3444,182.2,0.1,0.2,3801,17.8,0.0,0.1,0.4,25.0,13.6,6.5,1.8
1184,350000 ,2019JJ00,3531.0,3307,223.7,0.1,0.2,3752,16.4,0.0,0.1,0.4,25.0,12.7,6.3,1.7
1185,350000 ,2020JJ00,3487.0,3259,227.2,0.1,0.2,3632,15.8,0.0,0.1,0.4,25.0,13.6,6.4,1.7
1186,350000 ,2021JJ00,3531.0,3270,260.6,0.1,0.2,3676,15.1,0.0,0.2,0.3,25.0,12.1,6.6,1.7
1187,350000 ,2022JJ00,3510.0,3266,244.0,0.1,0.2,3668,14.3,0.0,0.2,0.3,25.0,11.8,6.5,1.8
1188,350000 ,2023JJ00,3613.0,3349,264.1,0.1,0.2,3774,14.0,0.0,0.2,0.3,25.0,11.7,5.9,1.8
1189,350000 ,2024JJ00,3633.0,3225,407.7,0.1,0.2,3805,14.6,0.0,0.2,0.3,25.0,11.3,5.9,1.9
1190,300006 ,1990JJ00,22292.0,22279,12.7,0.4,1.8,22451,264.9,70.3,0.3,8.0,448.7,93.7,84.8,18.1
1191,300006 ,1991JJ00,22964.0,22951,12.8,0.4,2.0,23138,266.0,67.3,0.3,7.9,363.0,155.4,81.5,17.8
1192,300006 ,1992JJ00,24296.0,24282,13.7,0.5,2.1,24485,277.7,72.5,0.3,8.3,277.3,187.1,77.2,18.2
1193,300006 ,1993JJ00,25623.0,25609,13.9,0.5,2.3,25827,280.6,76.0,0.3,8.5,191.7,184.3,72.4,18.1
1194,300006 ,1994JJ00,26203.0,26190,13.9,0.6,2.4,26422,284.3,79.7,0.3,8.7,106.0,149.3,67.9,18.2
1195,300006 ,1995JJ00,27617.0,27598,19.0,0.6,2.6,27855,279.7,79.5,0.4,8.6,20.3,77.6,59.5,17.4
1196,300006 ,1996JJ00,28603.0,28584,19.0,0.6,3.2,28872,280.4,78.5,0.4,8.6,14.5,75.3,53.9,16.9
1197,300006 ,1997JJ00,29512.0,29492,20.3,0.7,3.3,29795,288.3,78.6,0.4,8.7,11.3,73.7,49.2,16.9
1198,300006 ,1998JJ00,30222.0,30202,20.0,0.7,3.1,30509,297.8,87.3,0.4,9.2,4.9,70.7,47.5,17.1
1199,300006 ,1999JJ00,31810.0,31791,19.7,0.7,3.1,32102,324.6,102.1,0.5,10.3,2.8,71.0,46.0,18.7
1200,300006 ,2000JJ00,32829.0,32807,22.1,0.8,3.1,33190,325.0,101.7,0.5,10.3,1.4,65.6,37.7,18.9
1201,300006 ,2001JJ00,33058.0,33036,22.2,0.8,2.8,33435,321.6,95.6,0.6,10.0,0.5,64.7,35.9,17.9
1202,300006 ,2002JJ00,32451.0,32430,21.1,0.7,2.7,32840,308.9,86.9,0.6,9.5,0.0,62.2,32.6,16.3
1203,300006 ,2003JJ00,32838.0,32819,19.3,0.7,2.7,33250,314.9,88.0,0.6,9.6,0.0,60.6,31.5,16.0
1204,300006 ,2004JJ00,33494.0,33468,25.9,0.8,2.5,33924,320.3,84.0,0.6,9.6,0.0,60.1,29.4,15.4
1205,300006 ,2005JJ00,33551.0,33530,21.1,0.8,2.5,34010,322.0,89.3,0.6,9.8,0.0,60.1,33.2,15.6
1206,300006 ,2006JJ00,32846.0,32679,167.4,0.8,2.4,33324,285.8,71.7,0.6,8.5,0.0,59.7,31.7,13.1
1207,300006 ,2007JJ00,34009.0,33579,430.0,0.9,2.4,34526,311.0,81.3,0.6,9.3,0.0,60.4,32.0,14.1
1208,300006 ,2008JJ00,34571.0,34159,411.7,0.9,2.6,35125,314.2,67.5,0.6,9.0,0.0,60.6,31.8,13.4
1209,300006 ,2009JJ00,32445.0,31971,473.3,0.9,2.3,33004,286.2,62.8,0.5,8.2,0.0,56.4,28.6,12.2
1210,300006 ,2010JJ00,33100.0,32754,345.5,1.0,2.3,33675,273.9,52.0,0.5,7.6,0.0,54.0,30.5,11.1
1211,300006 ,2011JJ00,33031.0,32619,412.7,1.0,2.3,33625,252.5,34.8,0.5,6.6,0.0,53.6,30.2,9.1
1212,300006 ,2012JJ00,33463.0,33070,393.2,1.0,2.2,34070,255.7,27.9,0.5,6.5,0.0,51.8,30.2,9.3
1213,300006 ,2013JJ00,33101.0,32709,391.6,1.0,2.2,33746,255.6,38.5,0.6,6.8,0.0,49.7,29.6,9.2
