ID,Zorgaanbieders,Zorgfinanciering,Perioden,UitgavenGezondheidsEnWelzijnszorg_1
1447,A044359,A019164,2020JJ00,83.0
1448,A044359,A019164,2021JJ00,105.0
1449,A044359,A019164,2022JJ00,133.0
1450,A044359,A019165,1998JJ00,0.0
1451,A044359,A019165,1999JJ00,0.0
1452,A044359,A019165,2000JJ00,0.0
1453,A044359,A019165,2001JJ00,0.0
1454,A044359,A019165,2002JJ00,0.0
1455,A044359,A019165,2003JJ00,0.0
1456,A044359,A019165,2004JJ00,0.0
1457,A044359,A019165,2005JJ00,0.0
1458,A044359,A019165,2006JJ00,0.0
1459,A044359,A019165,2007JJ00,0.0
1460,A044359,A019165,2008JJ00,138.0
1461,A044359,A019165,2009JJ00,148.0
1462,A044359,A019165,2010JJ00,157.0
1463,A044359,A019165,2011JJ00,151.0
1464,A044359,A019165,2012JJ00,192.0
1465,A044359,A019165,2013JJ00,260.0
1466,A044359,A019165,2014JJ00,282.0
1467,A044359,A019165,2015JJ00,283.0
1468,A044359,A019165,2016JJ00,312.0
1469,A044359,A019165,2017JJ00,320.0
1470,A044359,A019165,2018JJ00,334.0
1471,A044359,A019165,2019JJ00,346.0
1472,A044359,A019165,2020JJ00,312.0
1473,A044359,A019165,2021JJ00,340.0
1474,A044359,A019165,2022JJ00,343.0
1475,A044359,A044427,1998JJ00,0.0
1476,A044359,A044427,1999JJ00,0.0
1477,A044359,A044427,2000JJ00,0.0
1478,A044359,A044427,2001JJ00,0.0
1479,A044359,A044427,2002JJ00,0.0
1480,A044359,A044427,2003JJ00,0.0
1481,A044359,A044427,2004JJ00,0.0
1482,A044359,A044427,2005JJ00,0.0
1483,A044359,A044427,2006JJ00,0.0
1484,A044359,A044427,2007JJ00,0.0
1485,A044359,A044427,2008JJ00,0.0
1486,A044359,A044427,2009JJ00,0.0
1487,A044359,A044427,2010JJ00,0.0
1488,A044359,A044427,2011JJ00,0.0
1489,A044359,A044427,2012JJ00,0.0
1490,A044359,A044427,2013JJ00,0.0
1491,A044359,A044427,2014JJ00,0.0
1492,A044359,A044427,2015JJ00,0.0
1493,A044359,A044427,2016JJ00,0.0
1494,A044359,A044427,2017JJ00,0.0
1495,A044359,A044427,2018JJ00,0.0
1496,A044359,A044427,2019JJ00,0.0
1497,A044359,A044427,2020JJ00,0.0
1498,A044359,A044427,2021JJ00,0.0
1499,A044359,A044427,2022JJ00,0.0
1500,A041725,T001103,1998JJ00,2479.0
1501,A041725,T001103,1999JJ00,2666.0
1502,A041725,T001103,2000JJ00,2803.0
1503,A041725,T001103,2001JJ00,3102.0
1504,A041725,T001103,2002JJ00,3490.0
1505,A041725,T001103,2003JJ00,3915.0
1506,A041725,T001103,2004JJ00,4236.0
1507,A041725,T001103,2005JJ00,4547.0
1508,A041725,T001103,2006JJ00,4783.0
1509,A041725,T001103,2007JJ00,5211.0
1510,A041725,T001103,2008JJ00,5503.0
1511,A041725,T001103,2009JJ00,5952.0
1512,A041725,T001103,2010JJ00,6133.0
1513,A041725,T001103,2011JJ00,6428.0
1514,A041725,T001103,2012JJ00,6616.0
1515,A041725,T001103,2013JJ00,6699.0
1516,A041725,T001103,2014JJ00,6745.0
1517,A041725,T001103,2015JJ00,6283.0
1518,A041725,T001103,2016JJ00,6450.0
1519,A041725,T001103,2017JJ00,6533.0
1520,A041725,T001103,2018JJ00,6785.0
1521,A041725,T001103,2019JJ00,7242.0
1522,A041725,T001103,2020JJ00,7810.0
1523,A041725,T001103,2021JJ00,8103.0
1524,A041725,T001103,2022JJ00,8432.0
1525,A041725,A019151,1998JJ00,178.0
1526,A041725,A019151,1999JJ00,193.0
1527,A041725,A019151,2000JJ00,202.0
1528,A041725,A019151,2001JJ00,255.0
1529,A041725,A019151,2002JJ00,320.0
1530,A041725,A019151,2003JJ00,366.0
1531,A041725,A019151,2004JJ00,390.0
1532,A041725,A019151,2005JJ00,430.0
1533,A041725,A019151,2006JJ00,477.0
1534,A041725,A019151,2007JJ00,558.0
1535,A041725,A019151,2008JJ00,640.0
1536,A041725,A019151,2009JJ00,737.0
1537,A041725,A019151,2010JJ00,754.0
1538,A041725,A019151,2011JJ00,761.0
1539,A041725,A019151,2012JJ00,799.0
1540,A041725,A019151,2013JJ00,749.0
1541,A041725,A019151,2014JJ00,722.0
1542,A041725,A019151,2015JJ00,2221.0
1543,A041725,A019151,2016JJ00,2363.0
1544,A041725,A019151,2017JJ00,2402.0
1545,A041725,A019151,2018JJ00,2585.0
1546,A041725,A019151,2019JJ00,2832.0
1547,A041725,A019151,2020JJ00,3115.0
1548,A041725,A019151,2021JJ00,2775.0
1549,A041725,A019151,2022JJ00,2776.0
1550,A041725,A019154,1998JJ00,2019.0
1551,A041725,A019154,1999JJ00,2183.0
1552,A041725,A019154,2000JJ00,2296.0
1553,A041725,A019154,2001JJ00,2541.0
1554,A041725,A019154,2002JJ00,2846.0
1555,A041725,A019154,2003JJ00,3204.0
1556,A041725,A019154,2004JJ00,3487.0
1557,A041725,A019154,2005JJ00,3739.0
1558,A041725,A019154,2006JJ00,3898.0
1559,A041725,A019154,2007JJ00,4227.0
1560,A041725,A019154,2008JJ00,1442.0
1561,A041725,A019154,2009JJ00,1701.0
1562,A041725,A019154,2010JJ00,1825.0
1563,A041725,A019154,2011JJ00,1903.0
1564,A041725,A019154,2012JJ00,2136.0
1565,A041725,A019154,2013JJ00,2170.0
1566,A041725,A019154,2014JJ00,2251.0
1567,A041725,A019154,2015JJ00,633.0
1568,A041725,A019154,2016JJ00,500.0
1569,A041725,A019154,2017JJ00,461.0
1570,A041725,A019154,2018JJ00,433.0
1571,A041725,A019154,2019JJ00,462.0
1572,A041725,A019154,2020JJ00,496.0
1573,A041725,A019154,2021JJ00,961.0
1574,A041725,A019154,2022JJ00,1116.0
1575,A041725,A019155,1998JJ00,0.0
1576,A041725,A019155,1999JJ00,0.0
1577,A041725,A019155,2000JJ00,0.0
1578,A041725,A019155,2001JJ00,0.0
1579,A041725,A019155,2002JJ00,0.0
1580,A041725,A019155,2003JJ00,0.0
1581,A041725,A019155,2004JJ00,0.0
1582,A041725,A019155,2005JJ00,0.0
1583,A041725,A019155,2006JJ00,
1584,A041725,A019155,2007JJ00,
1585,A041725,A019155,2008JJ00,
1586,A041725,A019155,2009JJ00,
1587,A041725,A019155,2010JJ00,
1588,A041725,A019155,2011JJ00,
1589,A041725,A019155,2012JJ00,
1590,A041725,A019155,2013JJ00,
1591,A041725,A019155,2014JJ00,
1592,A041725,A019155,2015JJ00,
1593,A041725,A019155,2016JJ00,
1594,A041725,A019155,2017JJ00,
1595,A041725,A019155,2018JJ00,
1596,A041725,A019155,2019JJ00,
1597,A041725,A019155,2020JJ00,
1598,A041725,A019155,2021JJ00,
1599,A041725,A019155,2022JJ00,
1600,A041725,A019156,1998JJ00,
1601,A041725,A019156,1999JJ00,
1602,A041725,A019156,2000JJ00,
1603,A041725,A019156,2001JJ00,
1604,A041725,A019156,2002JJ00,
1605,A041725,A019156,2003JJ00,
1606,A041725,A019156,2004JJ00,
1607,A041725,A019156,2005JJ00,
1608,A041725,A019156,2006JJ00,0.0
1609,A041725,A019156,2007JJ00,0.0
1610,A041725,A019156,2008JJ00,2954.0
1611,A041725,A019156,2009JJ00,3027.0
1612,A041725,A019156,2010JJ00,3045.0
1613,A041725,A019156,2011JJ00,3210.0
1614,A041725,A019156,2012JJ00,3093.0
1615,A041725,A019156,2013JJ00,3125.0
1616,A041725,A019156,2014JJ00,3135.0
1617,A041725,A019156,2015JJ00,2689.0
1618,A041725,A019156,2016JJ00,2823.0
1619,A041725,A019156,2017JJ00,2897.0
1620,A041725,A019156,2018JJ00,3039.0
1621,A041725,A019156,2019JJ00,3231.0
1622,A041725,A019156,2020JJ00,3515.0
1623,A041725,A019156,2021JJ00,3667.0
1624,A041725,A019156,2022JJ00,3759.0
1625,A041725,A019158,1998JJ00,90.0
1626,A041725,A019158,1999JJ00,81.0
1627,A041725,A019158,2000JJ00,93.0
1628,A041725,A019158,2001JJ00,104.0
1629,A041725,A019158,2002JJ00,133.0
1630,A041725,A019158,2003JJ00,143.0
1631,A041725,A019158,2004JJ00,156.0
1632,A041725,A019158,2005JJ00,158.0
1633,A041725,A019158,2006JJ00,256.0
1634,A041725,A019158,2007JJ00,293.0
1635,A041725,A019158,2008JJ00,231.0
1636,A041725,A019158,2009JJ00,232.0
1637,A041725,A019158,2010JJ00,228.0
1638,A041725,A019158,2011JJ00,231.0
1639,A041725,A019158,2012JJ00,233.0
1640,A041725,A019158,2013JJ00,260.0
1641,A041725,A019158,2014JJ00,235.0
1642,A041725,A019158,2015JJ00,245.0
1643,A041725,A019158,2016JJ00,261.0
1644,A041725,A019158,2017JJ00,255.0
1645,A041725,A019158,2018JJ00,249.0
1646,A041725,A019158,2019JJ00,249.0
1647,A041725,A019158,2020JJ00,223.0
1648,A041725,A019158,2021JJ00,236.0
1649,A041725,A019158,2022JJ00,245.0
1650,A041725,A019163,1998JJ00,192.0
1651,A041725,A019163,1999JJ00,209.0
1652,A041725,A019163,2000JJ00,212.0
1653,A041725,A019163,2001JJ00,202.0
1654,A041725,A019163,2002JJ00,191.0
1655,A041725,A019163,2003JJ00,202.0
1656,A041725,A019163,2004JJ00,204.0
1657,A041725,A019163,2005JJ00,221.0
1658,A041725,A019163,2006JJ00,152.0
1659,A041725,A019163,2007JJ00,133.0
1660,A041725,A019163,2008JJ00,236.0
1661,A041725,A019163,2009JJ00,255.0
1662,A041725,A019163,2010JJ00,281.0
1663,A041725,A019163,2011JJ00,323.0
1664,A041725,A019163,2012JJ00,354.0
1665,A041725,A019163,2013JJ00,395.0
1666,A041725,A019163,2014JJ00,402.0
1667,A041725,A019163,2015JJ00,494.0
1668,A041725,A019163,2016JJ00,503.0
1669,A041725,A019163,2017JJ00,518.0
1670,A041725,A019163,2018JJ00,480.0
1671,A041725,A019163,2019JJ00,469.0
1672,A041725,A019163,2020JJ00,462.0
1673,A041725,A019163,2021JJ00,464.0
1674,A041725,A019163,2022JJ00,536.0
1675,A041725,A019164,1998JJ00,111.0
1676,A041725,A019164,1999JJ00,122.0
1677,A041725,A019164,2000JJ00,128.0
1678,A041725,A019164,2001JJ00,123.0
1679,A041725,A019164,2002JJ00,115.0
1680,A041725,A019164,2003JJ00,127.0
1681,A041725,A019164,2004JJ00,128.0
1682,A041725,A019164,2005JJ00,140.0
1683,A041725,A019164,2006JJ00,56.0
1684,A041725,A019164,2007JJ00,48.0
1685,A041725,A019164,2008JJ00,60.0
1686,A041725,A019164,2009JJ00,67.0
1687,A041725,A019164,2010JJ00,73.0
1688,A041725,A019164,2011JJ00,84.0
1689,A041725,A019164,2012JJ00,111.0
1690,A041725,A019164,2013JJ00,94.0
1691,A041725,A019164,2014JJ00,82.0
1692,A041725,A019164,2015JJ00,95.0
1693,A041725,A019164,2016JJ00,97.0
1694,A041725,A019164,2017JJ00,108.0
1695,A041725,A019164,2018JJ00,108.0
1696,A041725,A019164,2019JJ00,112.0
1697,A041725,A019164,2020JJ00,84.0
1698,A041725,A019164,2021JJ00,98.0
1699,A041725,A019164,2022JJ00,105.0
1700,A041725,A019165,1998JJ00,81.0
1701,A041725,A019165,1999JJ00,87.0
1702,A041725,A019165,2000JJ00,84.0
1703,A041725,A019165,2001JJ00,79.0
1704,A041725,A019165,2002JJ00,76.0
1705,A041725,A019165,2003JJ00,75.0
1706,A041725,A019165,2004JJ00,76.0
1707,A041725,A019165,2005JJ00,81.0
1708,A041725,A019165,2006JJ00,96.0
1709,A041725,A019165,2007JJ00,85.0
1710,A041725,A019165,2008JJ00,176.0
1711,A041725,A019165,2009JJ00,188.0
1712,A041725,A019165,2010JJ00,208.0
1713,A041725,A019165,2011JJ00,239.0
1714,A041725,A019165,2012JJ00,243.0
1715,A041725,A019165,2013JJ00,301.0
1716,A041725,A019165,2014JJ00,320.0
1717,A041725,A019165,2015JJ00,399.0
1718,A041725,A019165,2016JJ00,406.0
1719,A041725,A019165,2017JJ00,410.0
1720,A041725,A019165,2018JJ00,372.0
1721,A041725,A019165,2019JJ00,357.0
1722,A041725,A019165,2020JJ00,378.0
1723,A041725,A019165,2021JJ00,366.0
1724,A041725,A019165,2022JJ00,431.0
1725,A041725,A044427,1998JJ00,0.0
1726,A041725,A044427,1999JJ00,0.0
1727,A041725,A044427,2000JJ00,0.0
1728,A041725,A044427,2001JJ00,0.0
1729,A041725,A044427,2002JJ00,0.0
1730,A041725,A044427,2003JJ00,0.0
1731,A041725,A044427,2004JJ00,0.0
1732,A041725,A044427,2005JJ00,0.0
1733,A041725,A044427,2006JJ00,0.0
1734,A041725,A044427,2007JJ00,0.0
1735,A041725,A044427,2008JJ00,0.0
1736,A041725,A044427,2009JJ00,0.0
1737,A041725,A044427,2010JJ00,0.0
1738,A041725,A044427,2011JJ00,0.0
1739,A041725,A044427,2012JJ00,0.0
1740,A041725,A044427,2013JJ00,0.0
1741,A041725,A044427,2014JJ00,0.0
1742,A041725,A044427,2015JJ00,0.0
1743,A041725,A044427,2016JJ00,0.0
1744,A041725,A044427,2017JJ00,0.0
1745,A041725,A044427,2018JJ00,0.0
1746,A041725,A044427,2019JJ00,0.0
1747,A041725,A044427,2020JJ00,0.0
1748,A041725,A044427,2021JJ00,0.0
1749,A041725,A044427,2022JJ00,0.0
1750,A041726,T001103,1998JJ00,1351.0
1751,A041726,T001103,1999JJ00,1418.0
1752,A041726,T001103,2000JJ00,1543.0
1753,A041726,T001103,2001JJ00,1687.0
1754,A041726,T001103,2002JJ00,1934.0
1755,A041726,T001103,2003JJ00,2127.0
1756,A041726,T001103,2004JJ00,2122.0
1757,A041726,T001103,2005JJ00,2124.0
1758,A041726,T001103,2006JJ00,2394.0
1759,A041726,T001103,2007JJ00,2585.0
1760,A041726,T001103,2008JJ00,2645.0
1761,A041726,T001103,2009JJ00,2740.0
1762,A041726,T001103,2010JJ00,2888.0
1763,A041726,T001103,2011JJ00,3183.0
1764,A041726,T001103,2012JJ00,3152.0
1765,A041726,T001103,2013JJ00,3248.0
1766,A041726,T001103,2014JJ00,3483.0
1767,A041726,T001103,2015JJ00,3570.0
1768,A041726,T001103,2016JJ00,3710.0
1769,A041726,T001103,2017JJ00,3776.0
1770,A041726,T001103,2018JJ00,3983.0
1771,A041726,T001103,2019JJ00,4430.0
1772,A041726,T001103,2020JJ00,4793.0
1773,A041726,T001103,2021JJ00,4961.0
1774,A041726,T001103,2022JJ00,4975.0
1775,A041726,A019151,1998JJ00,33.0
1776,A041726,A019151,1999JJ00,35.0
1777,A041726,A019151,2000JJ00,39.0
1778,A041726,A019151,2001JJ00,60.0
1779,A041726,A019151,2002JJ00,70.0
1780,A041726,A019151,2003JJ00,77.0
1781,A041726,A019151,2004JJ00,90.0
1782,A041726,A019151,2005JJ00,89.0
1783,A041726,A019151,2006JJ00,135.0
1784,A041726,A019151,2007JJ00,141.0
1785,A041726,A019151,2008JJ00,150.0
1786,A041726,A019151,2009JJ00,164.0
1787,A041726,A019151,2010JJ00,175.0
1788,A041726,A019151,2011JJ00,198.0
1789,A041726,A019151,2012JJ00,210.0
1790,A041726,A019151,2013JJ00,61.0
1791,A041726,A019151,2014JJ00,61.0
1792,A041726,A019151,2015JJ00,52.0
1793,A041726,A019151,2016JJ00,51.0
1794,A041726,A019151,2017JJ00,50.0
1795,A041726,A019151,2018JJ00,51.0
1796,A041726,A019151,2019JJ00,62.0
1797,A041726,A019151,2020JJ00,149.0
1798,A041726,A019151,2021JJ00,146.0
1799,A041726,A019151,2022JJ00,104.0
1800,A041726,A019154,1998JJ00,30.0
1801,A041726,A019154,1999JJ00,36.0
1802,A041726,A019154,2000JJ00,40.0
1803,A041726,A019154,2001JJ00,35.0
1804,A041726,A019154,2002JJ00,39.0
1805,A041726,A019154,2003JJ00,39.0
1806,A041726,A019154,2004JJ00,42.0
1807,A041726,A019154,2005JJ00,45.0
1808,A041726,A019154,2006JJ00,0.0
1809,A041726,A019154,2007JJ00,0.0
1810,A041726,A019154,2008JJ00,0.0
1811,A041726,A019154,2009JJ00,0.0
1812,A041726,A019154,2010JJ00,0.0
1813,A041726,A019154,2011JJ00,0.0
1814,A041726,A019154,2012JJ00,0.0
1815,A041726,A019154,2013JJ00,0.0
1816,A041726,A019154,2014JJ00,0.0
1817,A041726,A019154,2015JJ00,0.0
1818,A041726,A019154,2016JJ00,0.0
1819,A041726,A019154,2017JJ00,0.0
1820,A041726,A019154,2018JJ00,0.0
1821,A041726,A019154,2019JJ00,0.0
1822,A041726,A019154,2020JJ00,0.0
1823,A041726,A019154,2021JJ00,0.0
1824,A041726,A019154,2022JJ00,0.0
1825,A041726,A019155,1998JJ00,856.0
1826,A041726,A019155,1999JJ00,886.0
1827,A041726,A019155,2000JJ00,987.0
1828,A041726,A019155,2001JJ00,1055.0
1829,A041726,A019155,2002JJ00,1207.0
1830,A041726,A019155,2003JJ00,1296.0
1831,A041726,A019155,2004JJ00,1279.0
1832,A041726,A019155,2005JJ00,1263.0
1833,A041726,A019155,2006JJ00,
1834,A041726,A019155,2007JJ00,
1835,A041726,A019155,2008JJ00,
1836,A041726,A019155,2009JJ00,
1837,A041726,A019155,2010JJ00,
1838,A041726,A019155,2011JJ00,
1839,A041726,A019155,2012JJ00,
1840,A041726,A019155,2013JJ00,
1841,A041726,A019155,2014JJ00,
1842,A041726,A019155,2015JJ00,
1843,A041726,A019155,2016JJ00,
1844,A041726,A019155,2017JJ00,
1845,A041726,A019155,2018JJ00,
1846,A041726,A019155,2019JJ00,
1847,A041726,A019155,2020JJ00,
1848,A041726,A019155,2021JJ00,
1849,A041726,A019155,2022JJ00,
1850,A041726,A019156,1998JJ00,
1851,A041726,A019156,1999JJ00,
1852,A041726,A019156,2000JJ00,
1853,A041726,A019156,2001JJ00,
1854,A041726,A019156,2002JJ00,
1855,A041726,A019156,2003JJ00,
1856,A041726,A019156,2004JJ00,
1857,A041726,A019156,2005JJ00,
1858,A041726,A019156,2006JJ00,2234.0
1859,A041726,A019156,2007JJ00,2414.0
1860,A041726,A019156,2008JJ00,2435.0
1861,A041726,A019156,2009JJ00,2516.0
1862,A041726,A019156,2010JJ00,2653.0
1863,A041726,A019156,2011JJ00,2925.0
1864,A041726,A019156,2012JJ00,2879.0
1865,A041726,A019156,2013JJ00,3115.0
1866,A041726,A019156,2014JJ00,3354.0
1867,A041726,A019156,2015JJ00,3447.0
1868,A041726,A019156,2016JJ00,3589.0
1869,A041726,A019156,2017JJ00,3676.0
1870,A041726,A019156,2018JJ00,3882.0
1871,A041726,A019156,2019JJ00,4299.0
1872,A041726,A019156,2020JJ00,4576.0
1873,A041726,A019156,2021JJ00,4750.0
1874,A041726,A019156,2022JJ00,4800.0
1875,A041726,A019158,1998JJ00,370.0
1876,A041726,A019158,1999JJ00,391.0
1877,A041726,A019158,2000JJ00,401.0
1878,A041726,A019158,2001JJ00,446.0
1879,A041726,A019158,2002JJ00,516.0
1880,A041726,A019158,2003JJ00,588.0
1881,A041726,A019158,2004JJ00,576.0
1882,A041726,A019158,2005JJ00,586.0
1883,A041726,A019158,2006JJ00,0.0
1884,A041726,A019158,2007JJ00,0.0
1885,A041726,A019158,2008JJ00,0.0
1886,A041726,A019158,2009JJ00,0.0
1887,A041726,A019158,2010JJ00,0.0
1888,A041726,A019158,2011JJ00,0.0
1889,A041726,A019158,2012JJ00,0.0
1890,A041726,A019158,2013JJ00,0.0
1891,A041726,A019158,2014JJ00,0.0
1892,A041726,A019158,2015JJ00,0.0
1893,A041726,A019158,2016JJ00,0.0
1894,A041726,A019158,2017JJ00,0.0
1895,A041726,A019158,2018JJ00,0.0
1896,A041726,A019158,2019JJ00,1.0
1897,A041726,A019158,2020JJ00,2.0
1898,A041726,A019158,2021JJ00,2.0
1899,A041726,A019158,2022JJ00,2.0
1900,A041726,A019163,1998JJ00,59.0
1901,A041726,A019163,1999JJ00,66.0
1902,A041726,A019163,2000JJ00,72.0
1903,A041726,A019163,2001JJ00,88.0
1904,A041726,A019163,2002JJ00,97.0
1905,A041726,A019163,2003JJ00,122.0
1906,A041726,A019163,2004JJ00,131.0
1907,A041726,A019163,2005JJ00,137.0
1908,A041726,A019163,2006JJ00,20.0
1909,A041726,A019163,2007JJ00,25.0
1910,A041726,A019163,2008JJ00,55.0
1911,A041726,A019163,2009JJ00,54.0
1912,A041726,A019163,2010JJ00,54.0
1913,A041726,A019163,2011JJ00,54.0
1914,A041726,A019163,2012JJ00,57.0
1915,A041726,A019163,2013JJ00,67.0
1916,A041726,A019163,2014JJ00,61.0
1917,A041726,A019163,2015JJ00,65.0
1918,A041726,A019163,2016JJ00,64.0
1919,A041726,A019163,2017JJ00,44.0
1920,A041726,A019163,2018JJ00,43.0
1921,A041726,A019163,2019JJ00,60.0
1922,A041726,A019163,2020JJ00,60.0
1923,A041726,A019163,2021JJ00,58.0
1924,A041726,A019163,2022JJ00,60.0
1925,A041726,A019164,1998JJ00,59.0
1926,A041726,A019164,1999JJ00,66.0
1927,A041726,A019164,2000JJ00,72.0
1928,A041726,A019164,2001JJ00,88.0
1929,A041726,A019164,2002JJ00,97.0
1930,A041726,A019164,2003JJ00,122.0
1931,A041726,A019164,2004JJ00,131.0
1932,A041726,A019164,2005JJ00,137.0
1933,A041726,A019164,2006JJ00,20.0
1934,A041726,A019164,2007JJ00,25.0
1935,A041726,A019164,2008JJ00,30.0
1936,A041726,A019164,2009JJ00,30.0
1937,A041726,A019164,2010JJ00,30.0
1938,A041726,A019164,2011JJ00,30.0
1939,A041726,A019164,2012JJ00,30.0
1940,A041726,A019164,2013JJ00,30.0
1941,A041726,A019164,2014JJ00,30.0
1942,A041726,A019164,2015JJ00,30.0
1943,A041726,A019164,2016JJ00,30.0
1944,A041726,A019164,2017JJ00,30.0
1945,A041726,A019164,2018JJ00,30.0
1946,A041726,A019164,2019JJ00,31.0
1947,A041726,A019164,2020JJ00,29.0
1948,A041726,A019164,2021JJ00,32.0
1949,A041726,A019164,2022JJ00,33.0
1950,A041726,A019165,1998JJ00,0.0
1951,A041726,A019165,1999JJ00,0.0
1952,A041726,A019165,2000JJ00,0.0
1953,A041726,A019165,2001JJ00,0.0
1954,A041726,A019165,2002JJ00,0.0
1955,A041726,A019165,2003JJ00,0.0
1956,A041726,A019165,2004JJ00,0.0
1957,A041726,A019165,2005JJ00,0.0
1958,A041726,A019165,2006JJ00,0.0
1959,A041726,A019165,2007JJ00,0.0
1960,A041726,A019165,2008JJ00,25.0
1961,A041726,A019165,2009JJ00,24.0
1962,A041726,A019165,2010JJ00,24.0
1963,A041726,A019165,2011JJ00,24.0
1964,A041726,A019165,2012JJ00,27.0
1965,A041726,A019165,2013JJ00,37.0
1966,A041726,A019165,2014JJ00,31.0
1967,A041726,A019165,2015JJ00,35.0
1968,A041726,A019165,2016JJ00,34.0
1969,A041726,A019165,2017JJ00,14.0
1970,A041726,A019165,2018JJ00,13.0
1971,A041726,A019165,2019JJ00,29.0
1972,A041726,A019165,2020JJ00,31.0
1973,A041726,A019165,2021JJ00,26.0
1974,A041726,A019165,2022JJ00,26.0
1975,A041726,A044427,1998JJ00,3.0
1976,A041726,A044427,1999JJ00,3.0
1977,A041726,A044427,2000JJ00,3.0
1978,A041726,A044427,2001JJ00,4.0
1979,A041726,A044427,2002JJ00,4.0
1980,A041726,A044427,2003JJ00,4.0
1981,A041726,A044427,2004JJ00,4.0
1982,A041726,A044427,2005JJ00,5.0
1983,A041726,A044427,2006JJ00,5.0
1984,A041726,A044427,2007JJ00,6.0
1985,A041726,A044427,2008JJ00,5.0
1986,A041726,A044427,2009JJ00,6.0
1987,A041726,A044427,2010JJ00,6.0
1988,A041726,A044427,2011JJ00,6.0
1989,A041726,A044427,2012JJ00,6.0
1990,A041726,A044427,2013JJ00,5.0
1991,A041726,A044427,2014JJ00,6.0
1992,A041726,A044427,2015JJ00,6.0
1993,A041726,A044427,2016JJ00,6.0
1994,A041726,A044427,2017JJ00,6.0
1995,A041726,A044427,2018JJ00,6.0
1996,A041726,A044427,2019JJ00,7.0
1997,A041726,A044427,2020JJ00,5.0
1998,A041726,A044427,2021JJ00,5.0
1999,A041726,A044427,2022JJ00,9.0
2000,A041727,T001103,1998JJ00,1190.0
2001,A041727,T001103,1999JJ00,1256.0
2002,A041727,T001103,2000JJ00,1364.0
2003,A041727,T001103,2001JJ00,1519.0
2004,A041727,T001103,2002JJ00,1746.0
2005,A041727,T001103,2003JJ00,1914.0
2006,A041727,T001103,2004JJ00,1971.0
2007,A041727,T001103,2005JJ00,1942.0
2008,A041727,T001103,2006JJ00,2025.0
2009,A041727,T001103,2007JJ00,2207.0
2010,A041727,T001103,2008JJ00,2376.0
2011,A041727,T001103,2009JJ00,2511.0
2012,A041727,T001103,2010JJ00,2613.0
2013,A041727,T001103,2011JJ00,2682.0
2014,A041727,T001103,2012JJ00,2790.0
2015,A041727,T001103,2013JJ00,2662.0
2016,A041727,T001103,2014JJ00,2755.0
2017,A041727,T001103,2015JJ00,2730.0
2018,A041727,T001103,2016JJ00,2855.0
2019,A041727,T001103,2017JJ00,2845.0
2020,A041727,T001103,2018JJ00,2915.0
2021,A041727,T001103,2019JJ00,2976.0
2022,A041727,T001103,2020JJ00,2686.0
2023,A041727,T001103,2021JJ00,2936.0
2024,A041727,T001103,2022JJ00,3026.0
2025,A041727,A019151,1998JJ00,0.0
2026,A041727,A019151,1999JJ00,0.0
2027,A041727,A019151,2000JJ00,0.0
2028,A041727,A019151,2001JJ00,0.0
2029,A041727,A019151,2002JJ00,0.0
2030,A041727,A019151,2003JJ00,0.0
2031,A041727,A019151,2004JJ00,0.0
2032,A041727,A019151,2005JJ00,0.0
2033,A041727,A019151,2006JJ00,0.0
2034,A041727,A019151,2007JJ00,0.0
2035,A041727,A019151,2008JJ00,0.0
2036,A041727,A019151,2009JJ00,0.0
2037,A041727,A019151,2010JJ00,0.0
2038,A041727,A019151,2011JJ00,0.0
2039,A041727,A019151,2012JJ00,0.0
2040,A041727,A019151,2013JJ00,0.0
2041,A041727,A019151,2014JJ00,0.0
2042,A041727,A019151,2015JJ00,0.0
2043,A041727,A019151,2016JJ00,0.0
2044,A041727,A019151,2017JJ00,0.0
2045,A041727,A019151,2018JJ00,0.0
2046,A041727,A019151,2019JJ00,0.0
2047,A041727,A019151,2020JJ00,63.0
2048,A041727,A019151,2021JJ00,9.0
2049,A041727,A019151,2022JJ00,0.0
2050,A041727,A019154,1998JJ00,8.0
2051,A041727,A019154,1999JJ00,8.0
2052,A041727,A019154,2000JJ00,9.0
2053,A041727,A019154,2001JJ00,9.0
2054,A041727,A019154,2002JJ00,10.0
2055,A041727,A019154,2003JJ00,11.0
2056,A041727,A019154,2004JJ00,12.0
2057,A041727,A019154,2005JJ00,12.0
2058,A041727,A019154,2006JJ00,13.0
2059,A041727,A019154,2007JJ00,14.0
2060,A041727,A019154,2008JJ00,14.0
2061,A041727,A019154,2009JJ00,17.0
2062,A041727,A019154,2010JJ00,17.0
2063,A041727,A019154,2011JJ00,18.0
2064,A041727,A019154,2012JJ00,23.0
2065,A041727,A019154,2013JJ00,24.0
2066,A041727,A019154,2014JJ00,28.0
2067,A041727,A019154,2015JJ00,31.0
2068,A041727,A019154,2016JJ00,43.0
2069,A041727,A019154,2017JJ00,54.0
2070,A041727,A019154,2018JJ00,68.0
2071,A041727,A019154,2019JJ00,76.0
2072,A041727,A019154,2020JJ00,60.0
2073,A041727,A019154,2021JJ00,95.0
2074,A041727,A019154,2022JJ00,100.0
2075,A041727,A019155,1998JJ00,325.0
2076,A041727,A019155,1999JJ00,335.0
2077,A041727,A019155,2000JJ00,361.0
2078,A041727,A019155,2001JJ00,384.0
2079,A041727,A019155,2002JJ00,446.0
2080,A041727,A019155,2003JJ00,465.0
