ID,RegioS,Perioden,Mestproductie_1,StikstofuitscheidingN_2,TotaalStikstofverliezenN_3,AmmoniakemissieN_4,OverigeGasvormigeStikstofverliezenN_5,SpuiwaterLuchtwassersN_6,StikstofInOpgeslagenMestEnWeidemest_7,FosfaatuitscheidingP2O5_8,StikstofInDierlijkeMestPerHectare_9,FosfaatInDierlijkeMestPerHectare_10,AangevoerdeMest_11,StikstofInAangevoerdeMestN_12,FosfaatInAangevoerdeMestP2O5_13,AfgevoerdeMest_14,StikstofInAfgevoerdeMestN_15,FosfaatInAfgevoerdeMestP2O5_16,GebruikteMest_17,StikstofInGebruikteMestN_18,FosfaatInGebruikteMestP2O5_19,StikstofInGebruikteMestPerHectare_20,FosfaatInGebruikteMestPerHectare_21,TotaalBemestbareCultuurgrond_22,Grasland_23,Snijmais_24,OverigBouwland_25,PlaatsingsruimteStikstofN_26,PlaatsingsruimteFosfaatP2O5_27,RestPlaatsingsruimteStikstofN_28,RestPlaatsingsruimteFosfaatP2O5_29,BenuttingsgraadStikstof_30,BenuttingsgraadFosfaat_31
443,PV29  ,2017JJ00,1156,7350,920,710,130,80,6430,2400,54,20,1623,10010,4210,525,3330,1480,2254,13110,5130,111,43,118615,20430,5302,92884,21270.0,7940,8160.0,2810,62.0,65
444,PV29  ,2018JJ00,1076,6770,790,630,120,40,5980,2120,50,18,1663,9900,4130,512,3160,1420,2227,12720,4830,105,40,120594,23016,5453,92124,21580.0,7930,8860.0,3100,59.0,61
445,PV29  ,2019JJ00,1106,7100,880,660,120,100,6210,2230,52,19,1701,10460,4250,450,2790,1240,2357,13880,5240,116,44,119451,22469,4868,92115,21160.0,7870,7280.0,2640,66.0,67
446,PV29  ,2020JJ00,1099,6990,880,650,120,100,6110,2120,51,18,1834,10980,4440,468,2880,1220,2465,14210,5340,119,45,119282,22140,5472,91671,21030.0,8230,6820.0,2900,68.0,65
447,PV29  ,2021JJ00,1093,6780,840,620,120,100,5940,2110,50,18,1951,11340,4430,472,2880,1220,2572,14400,5310,121,45,119198,22817,5106,91275,21020.0,8400,6620.0,3090,68.0,63
448,PV29  ,2022JJ00,1110,6900,860,640,120,100,6030,2190,51,18,2130,12310,4930,498,3000,1270,2742,15350,5850,130,49,118481,22330,4965,91186,20900.0,8200,5550.0,2350,73.0,71
449,PV29  ,2023JJ00,1145,6840,780,610,120,60,6060,2120,51,18,1984,10840,4190,501,2860,1190,2629,14040,5110,118,43,118774,20065,4785,93923,20550.0,7870,6510.0,2760,68.0,65
450,PV30  ,1994JJ00,19062,163150,29390,26310,3080,0,133750,60380,493,223,4128,29100,14550,6642,58610,29650,16547,104240,45280,384,167,271275,117681,72199,81395,,44540,,-740,,102
451,PV30  ,1995JJ00,18824,161750,28530,25500,3030,0,133220,56310,490,207,3773,26560,12310,6601,57700,27250,15997,102080,41370,375,152,272040,117141,68935,85964,,34610,,-6760,,120
452,PV30  ,1996JJ00,18464,159140,28150,25230,2920,0,130990,52600,484,194,3722,26270,11630,6266,54820,25060,15920,102440,39170,378,145,270742,113399,67891,89452,,32620,,-6560,,120
453,PV30  ,1997JJ00,17001,144790,24410,21760,2650,0,120380,48870,445,181,4422,30900,13480,6364,52430,23970,15059,98840,38380,365,142,270503,111037,69347,90119,,32530,,-5850,,118
454,PV30  ,1998JJ00,16659,133980,23090,20570,2520,0,110890,47610,411,176,2853,15970,9120,4566,32060,19440,14945,94790,37290,351,138,270089,109539,64672,95879,119930.0,30000,25140.0,-7290,79.0,124
455,PV30  ,1999JJ00,16637,136360,24500,21920,2570,0,111860,49270,418,184,3245,18700,10480,5740,42770,26000,14142,87790,33740,328,126,267413,104654,65633,97126,117450.0,29650,29660.0,-4100,75.0,114
456,PV30  ,2000JJ00,16411,126900,22370,19960,2400,10,104530,47510,388,177,2689,14950,8570,5170,38920,24260,13930,80560,31820,299,118,269086,107611,56306,105168,110360.0,28520,29800.0,-3300,73.0,112
457,PV30  ,2001JJ00,15999,122080,21030,18710,2310,0,101050,44370,385,169,2852,15060,8410,5271,38370,24560,13580,77740,28210,296,107,262457,101754,55207,105495,99930.0,27260,22190.0,-950,78.0,103
458,PV30  ,2002JJ00,14716,111010,19470,17340,2130,0,91540,40880,345,154,2604,13740,7760,4641,34640,22370,12678,70630,26270,266,99,265233,103388,57555,104289,96530.0,26440,25900.0,160,73.0,99
459,PV30  ,2003JJ00,14050,103520,18070,16010,2060,0,85440,38400,328,147,2277,12580,7150,4282,31950,20200,12045,66070,25340,253,97,260753,100893,57509,102351,90260.0,24570,24190.0,-770,73.0,103
460,PV30  ,2004JJ00,14299,103170,18330,16310,2020,0,84840,37940,326,146,2155,12400,6780,4218,33790,20520,12237,63450,24210,244,93,260426,101368,58813,100246,89150.0,24450,25700.0,250,71.0,99
461,PV30  ,2005JJ00,14362,108200,18850,16400,2110,340,89350,40950,344,158,2376,15870,8210,4310,38790,21290,12428,66430,27870,256,107,259660,99682,62353,97625,85170.0,23170,18740.0,-4710,78.0,120
462,PV30  ,2006JJ00,14126,106950,18960,16530,2090,340,87990,41130,340,159,2739,14440,7050,5251,40250,21170,11614,62190,27000,241,104,258515,109480,54253,94782,52930.0,24710,-9260.0,-2290,117.0,109
463,PV30  ,2007JJ00,14133,109170,19530,16810,2150,570,89630,41080,351,161,2836,16330,7850,5862,50460,26220,11107,55500,22720,217,89,255479,109146,53446,92887,52430.0,23900,-3070.0,1180,106.0,95
464,PV30  ,2008JJ00,14535,111630,20040,17270,2170,600,91600,42520,355,165,2973,16070,7910,6198,52990,27960,11310,54680,22470,212,87,257737,108848,57665,91225,52710.0,23540,-1970.0,1070,104.0,95
465,PV30  ,2009JJ00,14854,111360,20350,17560,2180,610,91000,43180,356,169,2705,14780,7090,6309,52470,28210,11251,53310,22060,209,86,255342,107465,57848,90029,52030.0,23320,-1280.0,1260,102.0,95
466,PV30  ,2010JJ00,14643,112020,19860,16620,2120,1110,92160,43680,369,175,2815,14410,6850,6086,48550,25840,11372,58020,24690,232,99,249953,105169,55888,88896,50880.0,20660,-7140.0,-4030,114.0,120
467,PV30  ,2011JJ00,14642,111540,19630,15480,2120,2030,91910,42040,369,169,3055,16320,7480,6428,53020,27610,11268,55210,21910,222,88,248846,105083,56161,87602,50630.0,19900,-4580.0,-2010,109.0,110
468,PV30  ,2012JJ00,14604,108500,19020,14800,1990,2230,89480,39280,365,160,3107,16640,6990,6646,55270,26810,11066,50850,19460,207,79,245485,103903,57416,84166,49910.0,17830,-940.0,-1630,102.0,109
469,PV30  ,2013JJ00,14861,108700,18230,13340,1950,2940,90470,40030,368,163,3061,16100,6900,6562,54060,26630,11360,52510,20300,214,83,245556,100890,59831,84834,49500.0,16490,-3020.0,-3810,106.0,123
470,PV30  ,2014JJ00,14970,109610,18330,13390,1920,3020,91270,40670,375,167,3232,16320,6730,6815,54440,27010,11387,53150,20400,218,84,243304,101252,60088,81965,46660.0,16640,-6500.0,-3760,114.0,123
471,PV30  ,2015JJ00,14884,111030,18570,13530,1920,3110,92470,41920,380,172,3480,17120,6980,7305,55050,27930,11058,54540,20970,224,86,243311,103120,59258,80933,47410.0,16170,-7130.0,-4800,115.0,130
472,PV30  ,2016JJ00,15236,112330,18570,13300,1870,3400,93760,41550,400,177,3595,18080,6900,7673,56630,28810,11158,55210,19630,235,84,234613,98949,53767,81897,46580.0,16030,-8630.0,-3600,119.0,122
473,PV30  ,2017JJ00,15263,114060,18690,13310,1860,3520,95370,40200,409,172,3677,19720,7230,7995,61760,30080,10945,53320,17350,229,74,233311,96721,53425,83165,46560.0,16000,-6760.0,-1360,115.0,108
474,PV30  ,2018JJ00,14450,110560,18600,12490,1860,4250,91960,38490,384,161,3642,16960,6440,7900,57020,27900,10192,51890,17030,217,71,239482,101140,52482,85859,46740.0,15860,-5150.0,-1170,111.0,107
475,PV30  ,2019JJ00,13982,104850,17180,11390,1710,4080,87680,36370,369,153,3836,17380,6390,8165,59820,28450,9653,45230,14320,190,60,237523,98746,44250,94527,46380.0,15750,1140.0,1440,98.0,91
476,PV30  ,2020JJ00,13750,103900,17140,11190,1700,4250,86760,35480,366,150,3835,18090,6290,8109,58860,27620,9476,45990,14150,194,60,236884,97476,45668,93741,45210.0,15550,-790.0,1390,102.0,91
477,PV30  ,2021JJ00,13328,98250,16190,10510,1570,4110,82050,33410,349,142,3847,17920,6140,7910,55750,25220,9265,44230,14340,188,61,235428,98646,42233,94549,44920.0,15590,690.0,1250,98.0,92
478,PV30  ,2022JJ00,13239,97750,16170,10320,1530,4310,81580,33510,348,143,3805,17560,6320,7866,55800,25290,9178,43340,14540,185,62,234107,95824,42181,96102,44330.0,15430,990.0,890,98.0,94
479,PV30  ,2023JJ00,13329,96570,15350,9880,1520,3960,81220,33280,348,143,3694,16580,5840,7342,50510,22930,9681,47290,16190,203,69,233304,94186,42048,97070,42480.0,14960,-4800.0,-1230,111.0,108
480,PV31  ,1994JJ00,5594,53100,9740,8810,930,0,43360,21040,399,193,1569,12240,6170,2321,25570,13260,4842,30030,13950,276,128,108781,38297,20421,50063,,16980,,3030,,82
481,PV31  ,1995JJ00,5465,51530,9210,8310,900,0,42320,19050,390,176,1492,11560,5430,2221,24530,11760,4736,29350,12730,270,117,108554,38086,19044,51424,,13460,,730,,95
482,PV31  ,1996JJ00,5428,51530,9200,8320,880,0,42330,18330,390,169,1494,11290,5120,2168,24230,11320,4754,29390,12130,271,112,108431,37340,19502,51589,,12860,,730,,94
483,PV31  ,1997JJ00,4939,46410,7850,7070,780,0,38560,16950,355,156,1517,11590,5360,1883,20760,9980,4573,29390,12330,271,114,108506,36890,20146,51470,,12860,,530,,96
484,PV31  ,1998JJ00,5067,46150,8540,7740,810,0,37610,17660,347,163,1216,6810,3930,1659,14910,10070,4624,29510,11520,273,106,108246,35787,17787,54673,45820.0,11900,16310.0,380,64.0,97
485,PV31  ,1999JJ00,4902,45660,8580,7800,780,0,37070,17850,350,168,1370,7910,4600,1933,17570,11860,4340,27420,10600,259,100,106061,33800,17683,54578,44460.0,11640,17040.0,1040,62.0,91
486,PV31  ,2000JJ00,4753,41940,7760,7050,720,0,34170,17050,316,158,1137,6520,3850,1667,16370,11520,4223,24320,9370,225,87,108007,35744,15252,57011,42640.0,11340,18320.0,1960,57.0,83
487,PV31  ,2001JJ00,4691,40450,7310,6610,690,0,33150,15890,313,150,1202,6690,3830,1813,16480,11670,4079,23350,8050,220,76,105944,34163,14034,57747,38320.0,10940,14960.0,2890,61.0,74
488,PV31  ,2002JJ00,4376,37120,6840,6200,650,0,30270,14760,284,139,1190,6580,3840,1595,15100,10710,3971,21750,7890,204,74,106492,34833,13858,57801,36490.0,10530,14730.0,2640,60.0,75
489,PV31  ,2003JJ00,4000,32450,6070,5460,600,0,26390,12820,252,123,1077,6260,3730,1332,11700,8110,3744,20950,8440,200,81,104618,33959,13584,57076,34220.0,9870,13270.0,1430,61.0,86
490,PV31  ,2004JJ00,4060,33640,6480,5870,600,0,27160,13290,261,128,1019,6100,3440,1338,12940,8650,3741,20320,8080,195,78,104076,33635,13547,56894,33120.0,9700,12800.0,1630,61.0,83
491,PV31  ,2005JJ00,4056,35360,6640,5910,630,100,28720,14430,277,139,1094,8080,4400,1395,15430,9200,3755,21370,9630,206,93,103719,33765,14205,55750,32010.0,9190,10640.0,-440,67.0,105
492,PV31  ,2006JJ00,4005,35190,6680,5950,630,100,28510,14560,280,143,1408,8690,4600,1731,16850,10010,3682,20350,9150,200,90,101789,34589,13316,53883,19550.0,9520,-800.0,370,104.0,96
493,PV31  ,2007JJ00,4004,35970,6800,5980,640,180,29170,14570,287,143,1636,11010,5720,2162,22740,13090,3478,17450,7200,172,71,101589,35355,13119,53115,19640.0,9340,2190.0,2140,89.0,77
494,PV31  ,2008JJ00,4156,37600,7100,6250,660,190,30500,15330,297,149,1706,10230,5410,2317,23810,13800,3545,16910,6940,165,68,102637,36479,15046,51112,19990.0,9270,3080.0,2330,85.0,75
495,PV31  ,2009JJ00,4290,38370,7470,6600,670,190,30900,16020,307,159,1501,9170,4820,2241,23390,13780,3550,16680,7060,166,70,100647,35018,14711,50918,19460.0,9080,2780.0,2020,86.0,78
496,PV31  ,2010JJ00,4245,38680,7210,6200,650,360,31470,16120,317,163,1552,9380,4810,2258,23640,13580,3539,17210,7340,174,74,99171,34410,14846,49915,19100.0,8050,1890.0,710,90.0,91
497,PV31  ,2011JJ00,4242,37760,7260,5960,650,650,30500,15240,309,154,1681,10760,5270,2362,24170,13630,3560,17080,6870,173,70,98696,34485,15702,48509,19030.0,7710,1950.0,840,90.0,89
498,PV31  ,2012JJ00,4180,36430,6950,5630,610,720,29480,14280,304,147,1766,11200,5120,2512,25720,13910,3433,14950,5480,154,56,97052,33876,16131,47045,18650.0,6880,3700.0,1400,80.0,80
499,PV31  ,2013JJ00,4238,37110,6720,5170,600,950,30390,14830,313,153,1760,10580,5070,2546,25260,13880,3452,15710,6030,162,62,97081,32837,16462,47782,18570.0,6230,2860.0,210,85.0,97
500,PV31  ,2014JJ00,4269,36910,6570,5020,580,960,30340,14840,313,153,1868,11010,5290,2640,25530,14360,3497,15820,5780,163,60,97022,33400,15782,47840,18180.0,6310,2360.0,540,87.0,92
501,PV31  ,2015JJ00,4273,38440,6860,5180,590,1090,31580,15650,326,161,1959,10970,5030,2830,26120,14600,3402,16430,6070,170,63,96921,32977,16974,46970,18170.0,6050,1740.0,-20,90.0,100
502,PV31  ,2016JJ00,4276,38860,6860,5130,560,1180,32010,15720,343,168,1907,10250,4300,2883,26270,14500,3301,15990,5520,171,59,93432,30169,15047,48215,17550.0,5950,1560.0,440,91.0,93
503,PV31  ,2017JJ00,4289,39010,6870,5100,550,1220,32140,15140,343,162,1908,10730,4130,2912,27270,14380,3285,15600,4890,167,52,93629,30617,15060,47951,17580.0,6010,1980.0,1120,89.0,81
504,PV31  ,2018JJ00,4138,38470,6760,4810,570,1380,31720,14730,330,153,1877,9070,3520,2742,24310,13040,3273,16470,5210,171,54,96078,33191,14455,48432,18030.0,6010,1550.0,800,91.0,87
505,PV31  ,2019JJ00,4042,37710,6550,4550,530,1470,31160,14420,326,151,1864,8960,3440,2880,25620,13520,3026,14500,4330,152,45,95505,32539,12003,50963,17810.0,5940,3300.0,1610,81.0,73
506,PV31  ,2020JJ00,4012,36970,6470,4410,530,1530,30510,13930,318,145,1743,8520,3100,2765,24790,12900,2990,14250,4130,148,43,95965,32531,12263,51171,17510.0,5770,3260.0,1650,81.0,71
507,PV31  ,2021JJ00,3834,35470,6170,4210,480,1480,29300,13270,307,139,1756,8410,3080,2641,23550,11860,2949,14150,4490,148,47,95487,32510,11310,51666,17450.0,5880,3290.0,1390,81.0,76
508,PV31  ,2022JJ00,3749,35060,6130,4120,470,1540,28930,13160,304,139,1808,8850,3350,2695,24180,12150,2862,13600,4360,143,46,94998,31721,10961,52316,17250.0,5820,3650.0,1460,79.0,75
509,PV31  ,2023JJ00,3633,32790,5400,3700,450,1260,27390,12500,287,131,1700,8000,2900,2504,22570,11570,2830,12820,3820,134,40,95419,31442,10836,53141,16960.0,5740,4140.0,1920,76.0,67
510,CO01  ,1994JJ00,21955,173430,25930,22850,3090,0,147490,59810,459,186,3200,23050,11050,5238,44160,21940,19917,126390,48920,393,152,321506,226410,73264,21832,,59000,,10080,,83
511,CO01  ,1995JJ00,21865,174450,25410,22350,3060,0,149040,57080,464,178,3087,21590,9710,5384,44980,20850,19568,125650,45930,391,143,321428,227706,69289,24432,,44470,,-1470,,103
512,CO01  ,1996JJ00,21411,170980,24650,21740,2910,0,146330,52230,445,159,3094,21620,9270,5242,43300,19300,19262,124640,42200,379,128,329010,232531,69911,26567,,42000,,-200,,100
513,CO01  ,1997JJ00,21255,170190,25570,22590,2980,0,144620,54330,450,169,2937,20270,8780,5152,42050,19220,19041,122840,43880,383,137,321133,222246,72069,26818,,40880,,-3000,,107
514,CO01  ,1998JJ00,20724,154940,23640,20840,2800,0,131300,52680,405,163,2137,12430,6850,4393,30280,18080,18468,113450,41460,350,128,323931,223749,69698,30484,168090.0,37370,54630.0,-4090,67.0,111
515,CO01  ,1999JJ00,19732,146130,21660,19070,2590,0,124470,50900,390,159,2280,13080,7130,4776,33390,20260,17236,104170,37770,326,118,319553,217339,71514,30700,164830.0,36810,60660.0,-950,63.0,103
516,CO01  ,2000JJ00,19802,136490,19660,17230,2430,0,116830,48520,357,148,1627,9020,4870,4099,28430,17470,17331,97410,35920,297,110,327623,224483,65103,38036,158200.0,36130,60790.0,210,62.0,99
517,CO01  ,2001JJ00,19402,133350,18370,16010,2360,0,114980,46480,357,144,1722,8950,4950,4332,29200,18260,16792,94730,33160,294,103,321721,217597,64721,39403,143670.0,34350,48930.0,1190,66.0,97
518,CO01  ,2002JJ00,18513,123440,17600,15340,2260,0,105840,43480,324,133,1688,8530,4820,4171,28490,18260,16030,85870,30040,263,92,327113,221245,67717,38152,139950.0,33730,54080.0,3690,61.0,89
519,CO01  ,2003JJ00,17897,116770,16620,14400,2220,0,100150,41070,310,127,1436,7430,4140,3885,25520,16030,15449,82060,29180,254,90,323349,218149,68598,36602,129240.0,30280,47180.0,1100,63.0,96
520,CO01  ,2004JJ00,18097,115250,16900,14740,2160,0,98350,40660,304,126,1438,7780,4150,3779,26500,16120,15757,79640,28680,246,89,323593,217311,70389,35893,128390.0,31300,48760.0,2610,62.0,92
521,CO01  ,2005JJ00,18060,117960,17260,14850,2190,220,100700,42630,313,133,1571,9890,4990,3854,31400,17200,15777,79190,30420,246,95,321417,215203,72516,33698,121120.0,29690,41930.0,-730,65.0,102
522,CO01  ,2006JJ00,17849,116730,17400,15010,2170,220,99330,42920,311,134,1576,8290,3820,4373,31920,17190,15052,75700,29550,237,93,319347,220577,66662,32108,73990.0,32660,-1710.0,3110,102.0,90
523,CO01  ,2007JJ00,17718,118850,17870,15240,2250,380,100990,42710,320,135,1654,9640,4450,4918,40990,21640,14454,69650,25520,221,81,315812,219857,66436,29519,73590.0,31240,3950.0,5720,95.0,82
524,CO01  ,2008JJ00,18206,122030,18340,15690,2260,390,103690,44360,327,140,1755,8960,4070,5073,41520,22120,14888,71130,26310,225,83,316627,217247,70740,28641,73720.0,30170,2590.0,3860,96.0,87
525,CO01  ,2009JJ00,18529,119600,18200,15560,2250,390,101410,43910,321,139,1678,8610,3940,5449,42580,22950,14758,67440,24890,214,79,315797,218038,69447,28312,73720.0,30110,6290.0,5220,91.0,83
526,CO01  ,2010JJ00,18345,121220,17940,15030,2230,690,103280,44920,333,145,1776,8280,3800,5334,40230,21380,14788,71330,27350,230,88,309731,216836,66046,26850,72420.0,27130,1080.0,-210,99.0,101
527,CO01  ,2011JJ00,18057,118390,17890,14420,2210,1260,100500,42720,329,140,1948,9780,4390,5422,41900,21700,14583,68380,25410,224,83,305906,214668,65174,26063,71560.0,26490,3180.0,1080,96.0,96
528,CO01  ,2012JJ00,17777,112690,17010,13610,2060,1340,95680,39910,317,132,2101,10980,4780,5440,43050,21550,14438,63610,23140,210,77,302245,212723,65230,24293,70760.0,24680,7150.0,1540,90.0,94
529,CO01  ,2013JJ00,18307,115070,16680,12850,2070,1770,98390,41020,326,136,2118,10610,4590,5401,41730,20660,15024,67270,24950,223,83,302147,211097,65309,25741,70530.0,23820,3260.0,-1130,95.0,105
530,CO01  ,2014JJ00,18536,119430,17230,13310,2140,1780,102190,42830,339,142,2167,10010,4140,5625,41210,20530,15078,71000,26450,236,88,301122,214713,62816,23593,64960.0,24110,-6040.0,-2330,109.0,110
531,CO01  ,2015JJ00,18719,119210,17100,13180,2130,1790,102120,43380,341,145,2263,10420,4280,6292,44350,22140,14690,68190,25530,228,85,299715,217393,60288,22034,66470.0,23160,-1710.0,-2370,103.0,110
532,CO01  ,2016JJ00,19129,120780,17280,13240,2160,1880,103500,42570,354,145,2092,9180,3480,6479,43180,21460,14742,69510,24580,238,84,292584,213542,56443,22599,65580.0,23030,-3920.0,-1550,106.0,107
533,CO01  ,2017JJ00,19071,123090,17520,13380,2190,1950,105570,41240,363,142,2145,10340,3690,6526,46110,21790,14690,69800,23140,240,80,290916,211714,56001,23202,65350.0,23010,-4450.0,-130,107.0,101
534,CO01  ,2018JJ00,18335,122100,17710,13190,2240,2290,104400,40280,356,137,2241,10680,3700,6432,44890,21060,14144,70180,22930,239,78,293628,211933,56549,25146,65210.0,22940,-4970.0,10,108.0,100
535,CO01  ,2019JJ00,18183,117460,16680,12300,2130,2260,100770,37860,344,129,2283,10940,3780,6403,46400,21260,14063,65320,20380,223,70,292987,212453,52289,28245,67660.0,22760,2350.0,2390,97.0,90
536,CO01  ,2020JJ00,18012,116700,16470,12060,2120,2290,100230,36250,343,124,2310,11280,3690,6477,46480,20840,13845,65030,19110,223,65,292125,211095,53056,27973,63960.0,22820,-1070.0,3710,102.0,84
537,CO01  ,2021JJ00,17894,113590,16040,11670,2030,2340,97550,35990,334,123,2335,10840,3570,6383,45810,20110,13845,62580,19460,214,67,292231,212500,51501,28231,64060.0,22900,1480.0,3440,98.0,85
538,CO01  ,2022JJ00,17946,113480,16060,11550,2020,2500,97420,36790,334,126,2401,11190,3860,6534,46700,20550,13814,61920,20100,213,69,291363,209497,50393,31474,63480.0,22790,1560.0,2690,98.0,88
539,CO01  ,2023JJ00,18191,113190,15470,11170,2000,2300,97720,36310,334,124,2363,10940,3580,6271,43320,19030,14282,65340,20850,223,71,292834,209027,49228,34580,59140.0,22390,-6210.0,1530,110.0,93
540,CO02  ,1994JJ00,21633,193000,36450,32840,3610,0,156550,74060,580,274,4331,29960,14900,8438,79770,40780,17527,106740,48180,395,178,270094,118525,79187,72382,,44630,,-3550,,108
541,CO02  ,1995JJ00,21298,190240,35110,31580,3530,0,155130,68410,574,253,3766,25720,11840,8300,77890,37050,16764,102960,43210,381,160,270293,117893,74643,77757,,34450,,-8760,,125
542,CO02  ,1996JJ00,20944,187800,34770,31350,3420,0,153030,64570,570,240,3835,26060,11470,7920,74810,34560,16859,104280,41480,388,154,268683,113348,73475,81859,,32390,,-9090,,128
543,CO02  ,1997JJ00,19089,168920,29630,26570,3050,0,139300,59280,516,220,4716,32540,14170,7817,69800,32450,15987,102040,40990,378,152,269966,111943,75222,82801,,32490,,-8500,,126
544,CO02  ,1998JJ00,18957,159900,29210,26250,2960,0,130690,58980,484,219,3054,15850,8870,5772,44100,27850,16239,102430,40010,380,148,269858,109875,69240,90743,119820.0,29980,17390.0,-10030,85.0,133
545,CO02  ,1999JJ00,18875,162790,30800,27780,3020,0,131990,60870,497,229,3389,18420,10410,7172,57000,35990,15091,93410,35280,352,133,265414,104579,69571,91264,116790.0,29440,23380.0,-5850,80.0,120
546,CO02  ,2000JJ00,18547,151040,28060,25250,2810,10,122970,58620,457,218,2782,14720,8490,6445,52520,34190,14884,85180,32910,317,122,268868,108190,59648,101030,110490.0,28510,25310.0,-4400,77.0,115
547,CO02  ,2001JJ00,18070,144740,26330,23640,2700,0,118410,54380,453,208,2970,15050,8390,6657,51970,34560,14382,81490,28210,312,108,261454,102110,57795,101549,98870.0,27170,17380.0,-1040,82.0,104
548,CO02  ,2002JJ00,16619,131710,24340,21860,2480,0,107370,50170,406,190,2801,14230,7970,5840,47120,31470,13580,74480,26670,282,101,264442,104337,59327,100778,95390.0,26370,20910.0,-300,78.0,101
549,CO02  ,2003JJ00,15724,120280,22190,19810,2380,0,98090,45840,375,175,2491,13380,7600,5272,41450,26970,12944,70020,26460,268,101,261441,101865,59444,100131,89590.0,24630,19570.0,-1830,78.0,107
550,CO02  ,2004JJ00,16018,121860,22900,20550,2350,0,98960,46150,379,177,2297,12760,6920,5209,44460,27810,13106,67270,25260,258,97,260910,101858,60739,98313,87750.0,24500,20480.0,-760,77.0,103
551,CO02  ,2005JJ00,16070,128330,23560,20690,2460,420,104770,50090,403,193,2570,17050,8960,5364,51630,29110,13276,70180,29940,270,115,259685,100210,64517,94959,84150.0,23180,13960.0,-6770,83.0,129
552,CO02  ,2006JJ00,15783,126960,23640,20790,2430,420,103320,50340,401,195,3033,16810,8400,6399,53450,29370,12417,66690,29360,259,114,257526,108911,56886,91730,52480.0,24610,-14200.0,-4750,127.0,119
553,CO02  ,2007JJ00,15766,129410,24230,21020,2500,710,105180,50180,412,197,3308,20040,9830,7416,68820,37140,11658,56400,22870,221,90,255159,109218,55897,90044,52170.0,23870,-4230.0,1010,108.0,96
554,CO02  ,2008JJ00,16342,133800,25110,21820,2540,750,108690,52450,422,203,3546,19510,9800,7908,72550,39630,11980,55640,22630,216,88,257758,109826,61061,86871,52680.0,23560,-2960.0,930,106.0,96
555,CO02  ,2009JJ00,16739,134650,25830,22500,2570,770,108820,53920,428,212,3090,17240,8370,7942,71560,39810,11886,54500,22480,214,88,254152,107251,60960,85942,51710.0,23210,-2790.0,730,105.0,97
556,CO02  ,2010JJ00,16487,135530,25120,21220,2500,1400,110400,54410,443,219,3316,17910,8610,7720,68120,37380,12084,60200,25640,242,103,248971,104851,59480,84640,50500.0,20470,-9700.0,-5170,119.0,125
557,CO02  ,2011JJ00,16546,134860,25040,19970,2500,2570,109820,52340,443,211,3606,20480,9540,8135,72760,39090,12017,57540,22800,232,92,247724,105138,60405,82181,50270.0,19680,-7280.0,-3110,114.0,116
558,CO02  ,2012JJ00,16451,131080,24210,19040,2340,2820,106880,48890,437,200,3776,21380,9250,8472,76370,38610,11756,51880,19520,212,80,244622,103804,61662,79156,49550.0,17520,-2330.0,-2000,105.0,111
559,CO02  ,2013JJ00,16711,131740,23220,17200,2280,3740,108520,50090,443,204,3765,20680,9280,8428,74840,38440,12048,54360,20930,222,85,244964,100512,64143,80309,49120.0,16070,-5240.0,-4860,111.0,130
560,CO02  ,2014JJ00,16824,131960,23110,17050,2230,3830,108850,50550,448,208,3968,21250,9370,8709,75370,39270,12084,54730,20650,225,85,243011,100677,63730,78605,46560.0,16170,-8180.0,-4480,118.0,128
561,CO02  ,2015JJ00,16607,133910,23400,17200,2230,3980,110500,52080,453,214,4175,21920,9360,9266,76320,40300,11516,56100,21130,230,87,243729,101593,64274,77861,47100.0,15670,-9000.0,-5460,119.0,135
