ID,Bronnen,Perioden,CO2_1,CH4_2,N2O_3
548,A025423  ,1994JJ00,100,0.01,0.0
549,A025423  ,1995JJ00,100,0.01,0.0
550,A025423  ,1996JJ00,100,0.01,0.0
551,A025423  ,1997JJ00,100,0.01,0.0
552,A025423  ,1998JJ00,100,0.01,0.0
553,A025423  ,1999JJ00,100,0.01,0.0
554,A025423  ,2000JJ00,100,0.01,0.0
555,A025423  ,2001JJ00,100,0.01,0.0
556,A025423  ,2002JJ00,100,0.01,0.0
557,A025423  ,2003JJ00,100,0.01,0.0
558,A025423  ,2004JJ00,100,0.01,0.0
559,A025423  ,2005JJ00,100,0.01,0.0
560,A025423  ,2006JJ00,100,0.01,0.0
561,A025423  ,2007JJ00,100,0.01,0.0
562,A025423  ,2008JJ00,100,0.01,0.0
563,A025423  ,2009JJ00,100,0.01,0.0
564,A025423  ,2010JJ00,100,0.01,0.0
565,A025423  ,2011JJ00,100,0.01,0.0
566,A025423  ,2012JJ00,100,0.0,0.0
567,A025423  ,2013JJ00,100,0.01,0.0
568,A025423  ,2014JJ00,100,0.01,0.0
569,A025423  ,2015JJ00,100,0.01,0.0
570,A025423  ,2016JJ00,100,0.01,0.0
571,A025423  ,2017JJ00,100,0.0,0.0
572,A025423  ,2018JJ00,100,0.0,0.0
573,A025423  ,2019JJ00,100,0.0,0.0
574,A025423  ,2020JJ00,100,0.0,0.0
575,A025423  ,2021JJ00,100,0.0,0.0
576,A025424  ,1990JJ00,26400,7.64,0.34
577,A025424  ,1991JJ00,26800,6.57,0.44
578,A025424  ,1992JJ00,28400,6.2,0.56
579,A025424  ,1993JJ00,29200,5.92,0.67
580,A025424  ,1994JJ00,28700,5.51,0.75
581,A025424  ,1995JJ00,29000,5.37,0.84
582,A025424  ,1996JJ00,30200,5.25,0.89
583,A025424  ,1997JJ00,30300,4.8,0.89
584,A025424  ,1998JJ00,31000,4.5,0.89
585,A025424  ,1999JJ00,31500,4.15,0.89
586,A025424  ,2000JJ00,31500,3.71,0.9
587,A025424  ,2001JJ00,31700,3.61,0.9
588,A025424  ,2002JJ00,32500,3.52,0.89
589,A025424  ,2003JJ00,33100,3.45,0.87
590,A025424  ,2004JJ00,33600,3.26,0.84
591,A025424  ,2005JJ00,33800,3.17,0.81
592,A025424  ,2006JJ00,34600,3.16,0.8
593,A025424  ,2007JJ00,33700,3.15,0.82
594,A025424  ,2008JJ00,33800,3.14,0.86
595,A025424  ,2009JJ00,32300,2.99,0.86
596,A025424  ,2010JJ00,32900,2.9,0.89
597,A025424  ,2011JJ00,32900,2.84,0.93
598,A025424  ,2012JJ00,31500,2.67,0.91
599,A025424  ,2013JJ00,29900,2.56,0.9
600,A025424  ,2014JJ00,27600,2.45,0.81
601,A025424  ,2015JJ00,27700,2.4,0.82
602,A025424  ,2016JJ00,27900,2.38,0.79
603,A025424  ,2017JJ00,28700,2.52,0.84
604,A025424  ,2018JJ00,28900,2.45,0.83
605,A025424  ,2019JJ00,28500,2.51,0.82
606,A025424  ,2020JJ00,24300,2.21,0.7
607,A025424  ,2021JJ00,24400,2.3,0.7
608,A025425  ,1990JJ00,700,0.09,0.02
609,A025425  ,1991JJ00,800,0.1,0.02
610,A025425  ,1992JJ00,800,0.09,0.02
611,A025425  ,1993JJ00,800,0.1,0.02
612,A025425  ,1994JJ00,800,0.09,0.02
613,A025425  ,1995JJ00,800,0.1,0.02
614,A025425  ,1996JJ00,800,0.11,0.02
615,A025425  ,1997JJ00,800,0.1,0.02
616,A025425  ,1998JJ00,800,0.1,0.02
617,A025425  ,1999JJ00,800,0.11,0.02
618,A025425  ,2000JJ00,800,0.11,0.02
619,A025425  ,2001JJ00,800,0.11,0.02
620,A025425  ,2002JJ00,900,0.12,0.02
621,A025425  ,2003JJ00,800,0.12,0.02
622,A025425  ,2004JJ00,800,0.12,0.02
623,A025425  ,2005JJ00,900,0.13,0.02
624,A025425  ,2006JJ00,1000,0.13,0.02
625,A025425  ,2007JJ00,1000,0.14,0.03
626,A025425  ,2008JJ00,1000,0.14,0.03
627,A025425  ,2009JJ00,1000,0.14,0.03
628,A025425  ,2010JJ00,1200,0.15,0.03
629,A025425  ,2011JJ00,1200,0.15,0.03
630,A025425  ,2012JJ00,1100,0.14,0.03
631,A025425  ,2013JJ00,1100,0.15,0.03
632,A025425  ,2014JJ00,1000,0.13,0.03
633,A025425  ,2015JJ00,1100,0.14,0.03
634,A025425  ,2016JJ00,1000,0.14,0.03
635,A025425  ,2017JJ00,1000,0.13,0.03
636,A025425  ,2018JJ00,1000,0.13,0.03
637,A025425  ,2019JJ00,900,0.13,0.02
638,A025425  ,2020JJ00,700,0.1,0.02
639,A025425  ,2021JJ00,800,0.11,0.02
640,A025428  ,1990JJ00,100,0.0,0.0
641,A025428  ,1991JJ00,100,0.0,0.0
642,A025428  ,1992JJ00,100,0.0,0.0
643,A025428  ,1993JJ00,100,0.0,0.0
644,A025428  ,1994JJ00,100,0.0,0.0
645,A025428  ,1995JJ00,100,0.0,0.0
646,A025428  ,1996JJ00,100,0.0,0.0
647,A025428  ,1997JJ00,100,0.0,0.0
648,A025428  ,1998JJ00,100,0.0,0.0
649,A025428  ,1999JJ00,100,0.0,0.0
650,A025428  ,2000JJ00,100,0.0,0.0
651,A025428  ,2001JJ00,100,0.0,0.0
652,A025428  ,2002JJ00,0,0.0,0.0
653,A025428  ,2003JJ00,100,0.0,0.0
654,A025428  ,2004JJ00,0,0.0,0.0
655,A025428  ,2005JJ00,0,0.0,0.0
656,A025428  ,2006JJ00,0,0.0,0.0
657,A025428  ,2007JJ00,0,0.0,0.0
658,A025428  ,2008JJ00,0,0.0,0.0
659,A025428  ,2009JJ00,0,0.0,0.0
660,A025428  ,2010JJ00,0,0.0,0.0
661,A025428  ,2011JJ00,0,0.0,0.0
662,A025428  ,2012JJ00,0,0.0,0.0
663,A025428  ,2013JJ00,0,0.0,0.0
664,A025428  ,2014JJ00,0,0.0,0.0
665,A025428  ,2015JJ00,0,0.0,0.0
666,A025428  ,2016JJ00,0,0.0,0.0
667,A025428  ,2017JJ00,0,0.0,0.0
668,A025428  ,2018JJ00,0,0.0,0.0
669,A025428  ,2019JJ00,0,0.0,0.0
670,A025428  ,2020JJ00,0,0.0,0.0
671,A025428  ,2021JJ00,0,0.0,0.0
672,A025429  ,1990JJ00,5600,0.78,0.09
673,A025429  ,1991JJ00,5600,0.78,0.09
674,A025429  ,1992JJ00,5600,0.74,0.09
675,A025429  ,1993JJ00,5500,0.72,0.09
676,A025429  ,1994JJ00,5600,0.71,0.09
677,A025429  ,1995JJ00,5900,0.72,0.1
678,A025429  ,1996JJ00,5900,0.7,0.09
679,A025429  ,1997JJ00,5800,0.69,0.09
680,A025429  ,1998JJ00,5800,0.68,0.09
681,A025429  ,1999JJ00,6100,0.7,0.1
682,A025429  ,2000JJ00,6000,0.67,0.1
683,A025429  ,2001JJ00,6000,0.64,0.09
684,A025429  ,2002JJ00,5500,0.6,0.09
685,A025429  ,2003JJ00,5400,0.53,0.08
686,A025429  ,2004JJ00,5200,0.5,0.08
687,A025429  ,2005JJ00,5400,0.48,0.08
688,A025429  ,2006JJ00,5200,0.45,0.07
689,A025429  ,2007JJ00,5100,0.42,0.07
690,A025429  ,2008JJ00,5000,0.4,0.07
691,A025429  ,2009JJ00,4900,0.38,0.07
692,A025429  ,2010JJ00,4800,0.37,0.07
693,A025429  ,2011JJ00,4800,0.34,0.06
694,A025429  ,2012JJ00,4400,0.31,0.06
695,A025429  ,2013JJ00,4500,0.31,0.06
696,A025429  ,2014JJ00,4600,0.31,0.06
697,A025429  ,2015JJ00,4500,0.29,0.06
698,A025429  ,2016JJ00,4500,0.28,0.06
699,A025429  ,2017JJ00,4200,0.25,0.05
700,A025429  ,2018JJ00,4300,0.24,0.06
701,A025429  ,2019JJ00,4100,0.23,0.05
702,A025429  ,2020JJ00,4200,0.23,0.06
703,A025429  ,2021JJ00,4100,0.22,0.05
704,A025430  ,1990JJ00,1100,0.2,0.01
705,A025430  ,1991JJ00,1100,0.19,0.01
706,A025430  ,1992JJ00,1100,0.18,0.01
707,A025430  ,1993JJ00,1100,0.18,0.01
708,A025430  ,1994JJ00,1100,0.17,0.01
709,A025430  ,1995JJ00,1100,0.18,0.01
710,A025430  ,1996JJ00,1000,0.17,0.01
711,A025430  ,1997JJ00,1000,0.17,0.01
712,A025430  ,1998JJ00,1000,0.16,0.01
713,A025430  ,1999JJ00,1100,0.17,0.01
714,A025430  ,2000JJ00,1100,0.17,0.01
715,A025430  ,2001JJ00,1100,0.17,0.01
716,A025430  ,2002JJ00,1100,0.16,0.01
717,A025430  ,2003JJ00,1100,0.12,0.01
718,A025430  ,2004JJ00,1000,0.11,0.01
719,A025430  ,2005JJ00,1100,0.11,0.01
720,A025430  ,2006JJ00,1100,0.1,0.01
721,A025430  ,2007JJ00,1100,0.1,0.01
722,A025430  ,2008JJ00,1100,0.09,0.01
723,A025430  ,2009JJ00,1000,0.09,0.01
724,A025430  ,2010JJ00,1100,0.09,0.01
725,A025430  ,2011JJ00,1100,0.09,0.01
726,A025430  ,2012JJ00,1100,0.08,0.01
727,A025430  ,2013JJ00,1200,0.08,0.01
728,A025430  ,2014JJ00,1300,0.08,0.01
729,A025430  ,2015JJ00,1300,0.08,0.01
730,A025430  ,2016JJ00,1200,0.07,0.01
731,A025430  ,2017JJ00,1200,0.07,0.01
732,A025430  ,2018JJ00,1300,0.07,0.01
733,A025430  ,2019JJ00,1200,0.06,0.01
734,A025430  ,2020JJ00,1300,0.06,0.01
735,A025430  ,2021JJ00,1300,0.06,0.01
736,A025431  ,1990JJ00,1200,0.11,0.03
737,A025431  ,1991JJ00,1200,0.11,0.03
738,A025431  ,1992JJ00,1100,0.1,0.03
739,A025431  ,1993JJ00,1100,0.11,0.03
740,A025431  ,1994JJ00,1200,0.11,0.03
741,A025431  ,1995JJ00,1300,0.12,0.04
742,A025431  ,1996JJ00,1300,0.12,0.03
743,A025431  ,1997JJ00,1300,0.12,0.04
744,A025431  ,1998JJ00,1300,0.12,0.04
745,A025431  ,1999JJ00,1300,0.13,0.04
746,A025431  ,2000JJ00,1300,0.12,0.04
747,A025431  ,2001JJ00,1300,0.12,0.03
748,A025431  ,2002JJ00,1100,0.1,0.03
749,A025431  ,2003JJ00,1000,0.09,0.03
750,A025431  ,2004JJ00,900,0.09,0.03
751,A025431  ,2005JJ00,900,0.09,0.02
752,A025431  ,2006JJ00,900,0.08,0.02
753,A025431  ,2007JJ00,700,0.07,0.02
754,A025431  ,2008JJ00,700,0.06,0.02
755,A025431  ,2009JJ00,600,0.06,0.02
756,A025431  ,2010JJ00,700,0.06,0.02
757,A025431  ,2011JJ00,500,0.05,0.02
758,A025431  ,2012JJ00,400,0.04,0.01
759,A025431  ,2013JJ00,500,0.05,0.01
760,A025431  ,2014JJ00,500,0.05,0.01
761,A025431  ,2015JJ00,600,0.05,0.02
762,A025431  ,2016JJ00,600,0.05,0.02
763,A025431  ,2017JJ00,500,0.05,0.01
764,A025431  ,2018JJ00,500,0.04,0.01
765,A025431  ,2019JJ00,500,0.05,0.01
766,A025431  ,2020JJ00,500,0.05,0.01
767,A025431  ,2021JJ00,400,0.04,0.01
768,A025432  ,1990JJ00,300,0.03,0.02
769,A025432  ,1991JJ00,300,0.03,0.02
770,A025432  ,1992JJ00,300,0.03,0.02
771,A025432  ,1993JJ00,300,0.03,0.02
772,A025432  ,1994JJ00,300,0.03,0.02
773,A025432  ,1995JJ00,300,0.03,0.02
774,A025432  ,1996JJ00,300,0.03,0.02
775,A025432  ,1997JJ00,200,0.03,0.02
776,A025432  ,1998JJ00,200,0.03,0.02
777,A025432  ,1999JJ00,300,0.04,0.02
778,A025432  ,2000JJ00,300,0.03,0.02
779,A025432  ,2001JJ00,200,0.02,0.01
780,A025432  ,2002JJ00,200,0.03,0.02
781,A025432  ,2003JJ00,200,0.02,0.01
782,A025432  ,2004JJ00,200,0.02,0.01
783,A025432  ,2005JJ00,200,0.02,0.01
784,A025432  ,2006JJ00,200,0.02,0.01
785,A025432  ,2007JJ00,200,0.02,0.01
786,A025432  ,2008JJ00,200,0.02,0.01
787,A025432  ,2009JJ00,200,0.02,0.01
788,A025432  ,2010JJ00,300,0.02,0.01
789,A025432  ,2011JJ00,200,0.02,0.01
790,A025432  ,2012JJ00,200,0.01,0.01
791,A025432  ,2013JJ00,200,0.02,0.01
792,A025432  ,2014JJ00,200,0.02,0.01
793,A025432  ,2015JJ00,200,0.01,0.01
794,A025432  ,2016JJ00,200,0.01,0.01
795,A025432  ,2017JJ00,100,0.01,0.01
796,A025432  ,2018JJ00,200,0.01,0.01
797,A025432  ,2019JJ00,200,0.01,0.01
798,A025432  ,2020JJ00,200,0.01,0.01
799,A025432  ,2021JJ00,200,0.01,0.01
800,A025433  ,1990JJ00,3000,0.44,0.03
801,A025433  ,1991JJ00,3100,0.45,0.03
802,A025433  ,1992JJ00,3100,0.43,0.03
803,A025433  ,1993JJ00,3000,0.41,0.03
804,A025433  ,1994JJ00,3100,0.4,0.03
805,A025433  ,1995JJ00,3100,0.39,0.03
806,A025433  ,1996JJ00,3300,0.39,0.03
807,A025433  ,1997JJ00,3200,0.37,0.03
808,A025433  ,1998JJ00,3200,0.36,0.03
809,A025433  ,1999JJ00,3400,0.37,0.03
810,A025433  ,2000JJ00,3300,0.35,0.03
811,A025433  ,2001JJ00,3300,0.33,0.03
812,A025433  ,2002JJ00,3200,0.31,0.03
813,A025433  ,2003JJ00,3100,0.29,0.03
814,A025433  ,2004JJ00,3100,0.28,0.03
815,A025433  ,2005JJ00,3200,0.27,0.03
816,A025433  ,2006JJ00,3100,0.25,0.03
817,A025433  ,2007JJ00,3100,0.23,0.03
818,A025433  ,2008JJ00,3100,0.22,0.03
819,A025433  ,2009JJ00,3000,0.21,0.03
820,A025433  ,2010JJ00,2800,0.19,0.03
821,A025433  ,2011JJ00,2900,0.19,0.03
822,A025433  ,2012JJ00,2600,0.18,0.03
823,A025433  ,2013JJ00,2600,0.17,0.03
824,A025433  ,2014JJ00,2600,0.16,0.03
825,A025433  ,2015JJ00,2500,0.15,0.02
826,A025433  ,2016JJ00,2600,0.14,0.03
827,A025433  ,2017JJ00,2400,0.13,0.02
828,A025433  ,2018JJ00,2400,0.12,0.02
829,A025433  ,2019JJ00,2200,0.11,0.02
830,A025433  ,2020JJ00,2300,0.11,0.02
831,A025433  ,2021JJ00,2200,0.1,0.02
