ID,Producten,Perioden,Kostprijsindex2010100_1,OntwikkelingTOVEenMaandEerder_2,OntwikkelingTOVEenJaarEerder_3,Consumentenprijsindex2010100_4,OntwikkelingTOVEenMaandEerder_5,OntwikkelingTOVEenJaarEerder_6
893,1170  ,2006MM07,90.37,1.81,1.96,89.89,-1.51,15.5
894,1170  ,2006MM08,90.61,0.27,2.15,93.53,4.05,15.81
895,1170  ,2006MM09,91.33,0.79,2.73,93.51,-0.02,26.07
896,1170  ,2006MM10,92.34,1.11,4.4,89.21,-4.6,19.36
897,1170  ,2006MM11,92.12,-0.24,3.94,91.82,2.93,14.87
898,1170  ,2006MM12,94.31,2.38,6.06,92.21,0.42,13.23
899,1170  ,2007MM01,99.57,5.58,11.18,96.06,4.18,9.67
900,1170  ,2007MM02,100.07,0.5,12.31,96.35,0.3,8.98
901,1170  ,2007MM03,100.07,0.0,12.78,94.52,-1.89,5.49
902,1170  ,2007MM04,100.28,0.21,13.12,96.64,2.23,6.58
903,1170  ,2007MM05,99.63,-0.65,12.35,95.01,-1.68,5.99
904,1170  ,2007MM06,99.39,-0.24,11.98,94.74,-0.29,3.81
905,1170  ,2007MM07,101.22,1.84,12.01,94.82,0.09,5.49
906,1170  ,2007MM08,100.44,-0.77,10.85,90.54,-4.52,-3.2
907,1170  ,2007MM09,99.73,-0.71,9.2,89.6,-1.03,-4.18
908,1170  ,2007MM10,100.41,0.68,8.74,89.74,0.15,0.6
909,1170  ,2007MM11,100.27,-0.14,8.85,91.31,1.75,-0.55
910,1170  ,2007MM12,101.56,1.29,7.69,92.41,1.21,0.23
911,1170  ,2008MM01,100.87,-0.68,1.31,94.84,2.63,-1.26
912,1170  ,2008MM02,99.8,-1.06,-0.27,93.68,-1.22,-2.76
913,1170  ,2008MM03,98.71,-1.09,-1.36,95.83,2.29,1.38
914,1170  ,2008MM04,97.46,-1.27,-2.81,97.41,1.65,0.8
915,1170  ,2008MM05,97.82,0.37,-1.82,98.79,1.42,3.98
916,1170  ,2008MM06,97.2,-0.63,-2.2,98.25,-0.55,3.7
917,1170  ,2008MM07,96.78,-0.43,-4.39,96.5,-1.78,1.77
918,1170  ,2008MM08,97.12,0.35,-3.31,91.75,-4.92,1.34
919,1170  ,2008MM09,97.78,0.68,-1.96,91.76,0.01,2.41
920,1170  ,2008MM10,99.34,1.6,-1.07,93.45,1.84,4.13
921,1170  ,2008MM11,99.52,0.18,-0.75,93.69,0.26,2.61
922,1170  ,2008MM12,99.67,0.15,-1.86,96.18,2.66,4.08
923,1170  ,2009MM01,100.03,0.36,-0.83,102.77,6.85,8.36
924,1170  ,2009MM02,101.68,1.65,1.88,105.39,2.55,12.5
925,1170  ,2009MM03,101.37,-0.3,2.69,103.76,-1.55,8.27
926,1170  ,2009MM04,101.77,0.39,4.42,100.01,-3.62,2.67
927,1170  ,2009MM05,100.57,-1.18,2.81,97.71,-2.3,-1.1
928,1170  ,2009MM06,100.69,0.12,3.59,96.84,-0.88,-1.43
929,1170  ,2009MM07,100.81,0.12,4.16,92.22,-4.77,-4.43
930,1170  ,2009MM08,100.11,-0.69,3.08,89.22,-3.26,-2.77
931,1170  ,2009MM09,100.1,-0.01,2.37,85.21,-4.49,-7.14
932,1170  ,2009MM10,100.67,0.57,1.34,88.08,3.37,-5.74
933,1170  ,2009MM11,100.52,-0.15,1.0,89.75,1.89,-4.21
934,1170  ,2009MM12,100.53,0.01,0.86,91.2,1.62,-5.18
935,1170  ,2010MM01,100.33,-0.2,0.3,96.91,6.26,-5.7
936,1170  ,2010MM02,100.43,0.1,-1.23,98.8,1.95,-6.25
937,1170  ,2010MM03,100.45,0.02,-0.91,101.99,3.23,-1.7
938,1170  ,2010MM04,100.44,-0.01,-1.31,103.23,1.22,3.23
939,1170  ,2010MM05,100.19,-0.25,-0.38,98.37,-4.71,0.68
940,1170  ,2010MM06,98.78,-1.41,-1.9,96.96,-1.43,0.12
941,1170  ,2010MM07,99.01,0.23,-1.79,102.05,5.25,10.66
942,1170  ,2010MM08,98.52,-0.49,-1.59,99.27,-2.73,11.27
943,1170  ,2010MM09,99.46,0.95,-0.64,98.92,-0.36,16.09
944,1170  ,2010MM10,100.19,0.73,-0.48,99.17,0.26,12.59
945,1170  ,2010MM11,100.47,0.28,-0.05,101.01,1.85,12.55
946,1170  ,2010MM12,101.73,1.25,1.19,103.31,2.27,13.27
947,1170  ,2011MM01,102.19,0.45,1.85,103.18,-0.12,6.47
948,1170  ,2011MM02,102.74,0.54,2.3,104.61,1.39,5.88
949,1170  ,2011MM03,102.97,0.22,2.51,104.79,0.17,2.75
950,1170  ,2011MM04,103.0,0.03,2.55,104.8,0.01,1.52
951,1170  ,2011MM05,102.19,-0.79,2.0,102.65,-2.05,4.36
952,1170  ,2011MM06,101.79,-0.39,3.05,101.28,-1.34,4.45
953,1170  ,2011MM07,101.93,0.14,2.95,99.73,-1.53,-2.28
954,1170  ,2011MM08,101.69,-0.24,3.22,96.45,-3.28,-2.84
955,1170  ,2011MM09,101.52,-0.17,2.07,93.17,-3.41,-5.82
956,1170  ,2011MM10,102.62,1.08,2.43,92.41,-0.81,-6.82
957,1170  ,2011MM11,102.97,0.34,2.49,93.75,1.44,-7.19
958,1170  ,2011MM12,103.06,0.09,1.31,95.27,1.62,-7.78
959,1170  ,2012MM01,104.83,1.72,2.58,94.36,-0.95,-8.54
960,1170  ,2012MM02,104.82,-0.01,2.02,100.12,6.1,-4.3
961,1170  ,2012MM03,104.77,-0.05,1.75,99.61,-0.51,-4.95
962,1170  ,2012MM04,104.61,-0.15,1.56,97.98,-1.64,-6.51
963,1170  ,2012MM05,104.89,0.27,2.64,96.79,-1.21,-5.71
964,1170  ,2012MM06,105.08,0.18,3.23,99.18,2.47,-2.07
965,1170  ,2012MM07,105.29,0.2,3.3,98.66,-0.53,-1.07
966,1170  ,2012MM08,105.24,-0.05,3.49,95.28,-3.43,-1.22
967,1170  ,2012MM09,109.37,3.92,7.73,93.75,-1.6,0.63
968,1170  ,2012MM10,110.06,0.63,7.25,96.74,3.19,4.69
969,1170  ,2012MM11,110.24,0.16,7.06,97.25,0.52,3.74
970,1170  ,2012MM12,110.09,-0.14,6.82,101.82,4.7,6.88
971,1170  ,2013MM01,112.37,2.07,7.19,100.22,-1.58,6.2
972,1170  ,2013MM02,112.03,-0.3,6.88,102.85,2.63,2.73
973,1170  ,2013MM03,112.42,0.35,7.3,104.82,1.91,5.23
974,1170  ,2013MM04,112.25,-0.15,7.3,104.08,-0.71,6.22
975,1170  ,2013MM05,112.22,-0.03,6.99,105.28,1.16,8.77
976,1170  ,2013MM06,112.34,0.11,6.91,106.52,1.18,7.4
977,1170  ,2013MM07,112.56,0.2,6.9,103.18,-3.14,4.58
978,1170  ,2013MM08,112.28,-0.25,6.69,98.82,-4.22,3.72
979,1170  ,2013MM09,112.39,0.1,2.76,95.87,-2.99,2.25
980,1170  ,2013MM10,113.44,0.93,3.07,95.27,-0.62,-1.53
981,1170  ,2013MM11,113.89,0.4,3.31,95.85,0.61,-1.44
982,1170  ,2013MM12,113.55,-0.3,3.14,100.87,5.24,-0.93
983,1170  ,2014MM01,116.09,2.24,3.31,101.17,0.3,0.95
984,1170  ,2014MM02,116.31,0.19,3.82,100.58,-0.58,-2.21
985,1170  ,2014MM03,115.96,-0.3,3.15,99.72,-0.86,-4.87
986,1170  ,2014MM04,115.83,-0.11,3.19,100.51,0.8,-3.42
987,1170  ,2014MM05,115.92,0.08,3.3,98.58,-1.93,-6.37
988,1170  ,2014MM06,115.36,-0.48,2.69,98.83,0.26,-7.22
989,1170  ,2014MM07,114.83,-0.46,2.02,98.67,-0.17,-4.37
990,1170  ,2014MM08,114.89,0.05,2.32,94.38,-4.34,-4.49
991,1170  ,2014MM09,114.73,-0.14,2.08,93.51,-0.92,-2.46
992,1170  ,2014MM10,114.41,-0.28,0.86,93.06,-0.48,-2.32
993,1170  ,2014MM11,114.41,0.0,0.46,95.56,2.69,-0.3
994,1170  ,2014MM12,113.94,-0.41,0.34,97.75,2.29,-3.09
995,1170  ,2015MM01,113.86,-0.07,-1.92,96.65,-1.13,-4.47
996,1170  ,2015MM02,113.85,-0.01,-2.12,98.0,1.41,-2.56
997,1170  ,2015MM03,114.83,0.86,-0.97,97.94,-0.06,-1.78
998,1170  ,2015MM04,115.25,0.37,-0.5,98.91,0.99,-1.6
999,1170  ,2015MM05,115.43,0.16,-0.42,100.09,1.19,1.54
1000,1180  ,2005MM01,91.52,0.0,0.0,97.81,0.0,0.0
1001,1180  ,2005MM02,91.58,0.07,0.0,98.14,0.34,0.0
1002,1180  ,2005MM03,91.67,0.1,0.0,98.23,0.09,0.0
1003,1180  ,2005MM04,92.03,0.39,0.0,97.66,-0.57,0.0
1004,1180  ,2005MM05,92.15,0.13,0.0,97.52,-0.15,0.0
1005,1180  ,2005MM06,92.35,0.22,0.0,97.57,0.05,0.0
1006,1180  ,2005MM07,92.45,0.11,0.0,97.55,-0.02,0.0
1007,1180  ,2005MM08,92.31,-0.15,0.0,97.5,-0.05,0.0
1008,1180  ,2005MM09,92.33,0.02,0.0,96.81,-0.7,0.0
1009,1180  ,2005MM10,92.46,0.14,0.0,96.87,0.06,0.0
1010,1180  ,2005MM11,92.55,0.1,0.0,96.61,-0.28,0.0
1011,1180  ,2005MM12,92.53,-0.02,0.0,96.31,-0.31,0.0
1012,1180  ,2006MM01,91.52,-1.09,0.0,96.27,-0.04,-1.57
1013,1180  ,2006MM02,91.61,0.1,0.03,96.18,-0.1,-2.0
1014,1180  ,2006MM03,91.56,-0.05,-0.12,96.06,-0.12,-2.21
1015,1180  ,2006MM04,91.82,0.28,-0.23,96.12,0.06,-1.58
1016,1180  ,2006MM05,91.59,-0.25,-0.61,95.98,-0.14,-1.58
1017,1180  ,2006MM06,91.78,0.21,-0.62,95.85,-0.14,-1.76
1018,1180  ,2006MM07,92.01,0.25,-0.48,95.6,-0.26,-2.0
1019,1180  ,2006MM08,91.94,-0.08,-0.4,94.73,-0.91,-2.84
1020,1180  ,2006MM09,91.95,0.01,-0.41,94.61,-0.13,-2.28
1021,1180  ,2006MM10,92.37,0.46,-0.1,94.1,-0.54,-2.87
1022,1180  ,2006MM11,92.08,-0.31,-0.51,94.65,0.59,-2.03
1023,1180  ,2006MM12,91.78,-0.33,-0.81,95.02,0.39,-1.34
1024,1180  ,2007MM01,93.03,1.36,1.65,95.0,-0.02,-1.32
1025,1180  ,2007MM02,92.98,-0.05,1.5,94.78,-0.23,-1.45
1026,1180  ,2007MM03,92.95,-0.03,1.52,94.84,0.06,-1.27
1027,1180  ,2007MM04,93.07,0.13,1.36,94.76,-0.08,-1.41
1028,1180  ,2007MM05,93.07,0.0,1.62,94.36,-0.42,-1.69
1029,1180  ,2007MM06,93.26,0.2,1.61,93.62,-0.79,-2.33
1030,1180  ,2007MM07,93.82,0.6,1.97,93.67,0.05,-2.03
1031,1180  ,2007MM08,93.88,0.06,2.11,93.48,-0.19,-1.32
1032,1180  ,2007MM09,93.95,0.07,2.18,93.49,0.01,-1.18
1033,1180  ,2007MM10,94.13,0.19,1.91,93.76,0.29,-0.35
1034,1180  ,2007MM11,93.81,-0.34,1.88,94.27,0.54,-0.4
1035,1180  ,2007MM12,94.28,0.5,2.72,94.09,-0.19,-0.98
1036,1180  ,2008MM01,98.26,4.22,5.62,94.47,0.41,-0.56
1037,1180  ,2008MM02,98.19,-0.07,5.6,95.77,1.37,1.04
1038,1180  ,2008MM03,98.17,-0.02,5.62,96.4,0.66,1.64
1039,1180  ,2008MM04,98.56,0.4,5.9,96.66,0.28,2.0
1040,1180  ,2008MM05,98.68,0.12,6.03,97.2,0.55,3.0
1041,1180  ,2008MM06,98.65,-0.03,5.78,98.69,1.53,5.41
1042,1180  ,2008MM07,98.65,0.0,5.15,98.59,-0.1,5.26
1043,1180  ,2008MM08,98.85,0.2,5.29,98.93,0.35,5.83
1044,1180  ,2008MM09,99.25,0.4,5.64,99.09,0.15,5.98
1045,1180  ,2008MM10,100.43,1.19,6.69,99.78,0.7,6.42
1046,1180  ,2008MM11,100.05,-0.38,6.65,99.6,-0.18,5.66
1047,1180  ,2008MM12,99.64,-0.41,5.69,99.69,0.09,5.95
1048,1180  ,2009MM01,99.72,0.08,1.49,99.11,-0.58,4.91
1049,1180  ,2009MM02,99.77,0.05,1.61,100.12,1.02,4.54
1050,1180  ,2009MM03,99.64,-0.13,1.5,101.03,0.92,4.81
1051,1180  ,2009MM04,98.89,-0.75,0.33,101.72,0.68,5.23
1052,1180  ,2009MM05,98.73,-0.16,0.05,102.25,0.53,5.2
1053,1180  ,2009MM06,98.52,-0.21,-0.13,101.7,-0.54,3.06
1054,1180  ,2009MM07,97.34,-1.2,-1.33,100.98,-0.71,2.42
1055,1180  ,2009MM08,97.21,-0.13,-1.66,100.18,-0.78,1.26
1056,1180  ,2009MM09,97.28,0.07,-1.98,100.59,0.41,1.52
1057,1180  ,2009MM10,97.66,0.39,-2.76,100.0,-0.59,0.22
1058,1180  ,2009MM11,98.1,0.45,-1.95,100.17,0.17,0.57
1059,1180  ,2009MM12,98.15,0.05,-1.5,99.92,-0.26,0.23
1060,1180  ,2010MM01,97.06,-1.11,-2.67,99.2,-0.72,0.1
1061,1180  ,2010MM02,97.87,0.83,-1.9,99.95,0.76,-0.16
1062,1180  ,2010MM03,98.57,0.72,-1.07,100.37,0.41,-0.66
1063,1180  ,2010MM04,99.35,0.79,0.47,100.5,0.13,-1.2
1064,1180  ,2010MM05,100.37,1.03,1.66,101.0,0.5,-1.22
1065,1180  ,2010MM06,100.48,0.11,1.99,100.72,-0.28,-0.97
1066,1180  ,2010MM07,100.88,0.4,3.64,100.42,-0.29,-0.55
1067,1180  ,2010MM08,100.95,0.07,3.85,100.2,-0.22,0.02
1068,1180  ,2010MM09,100.91,-0.04,3.73,99.89,-0.31,-0.7
1069,1180  ,2010MM10,101.09,0.18,3.51,99.67,-0.22,-0.33
1070,1180  ,2010MM11,101.27,0.18,3.23,99.08,-0.59,-1.1
1071,1180  ,2010MM12,101.2,-0.07,3.11,99.0,-0.08,-0.92
1072,1180  ,2011MM01,102.6,1.38,5.71,98.15,-0.86,-1.06
1073,1180  ,2011MM02,102.78,0.18,5.02,99.41,1.28,-0.54
1074,1180  ,2011MM03,102.86,0.08,4.35,100.16,0.76,-0.2
1075,1180  ,2011MM04,103.19,0.32,3.87,100.48,0.31,-0.02
1076,1180  ,2011MM05,103.43,0.23,3.05,101.32,0.84,0.31
1077,1180  ,2011MM06,103.54,0.11,3.05,101.45,0.13,0.73
1078,1180  ,2011MM07,103.71,0.16,2.81,101.38,-0.08,0.95
1079,1180  ,2011MM08,103.83,0.12,2.85,101.35,-0.03,1.14
1080,1180  ,2011MM09,104.18,0.34,3.24,100.99,-0.36,1.1
1081,1180  ,2011MM10,105.03,0.82,3.9,101.47,0.48,1.81
1082,1180  ,2011MM11,104.89,-0.13,3.57,101.21,-0.25,2.16
1083,1180  ,2011MM12,105.32,0.41,4.07,101.66,0.44,2.69
1084,1180  ,2012MM01,106.72,1.33,4.02,101.43,-0.23,3.34
1085,1180  ,2012MM02,106.56,-0.15,3.68,103.24,1.78,3.85
1086,1180  ,2012MM03,106.5,-0.06,3.54,103.28,0.04,3.11
1087,1180  ,2012MM04,107.29,0.74,3.97,102.06,-1.17,1.58
1088,1180  ,2012MM05,107.48,0.18,3.92,102.49,0.42,1.16
1089,1180  ,2012MM06,107.68,0.19,4.0,102.46,-0.03,1.0
1090,1180  ,2012MM07,107.88,0.19,4.02,102.43,-0.04,1.04
1091,1180  ,2012MM08,107.88,0.0,3.9,101.65,-0.75,0.3
1092,1180  ,2012MM09,107.47,-0.38,3.16,101.34,-0.31,0.35
1093,1180  ,2012MM10,107.51,0.04,2.36,102.94,1.58,1.45
1094,1180  ,2012MM11,107.52,0.01,2.51,102.77,-0.17,1.54
1095,1180  ,2012MM12,107.25,-0.25,1.83,103.78,0.98,2.08
1096,1180  ,2013MM01,108.1,0.79,1.29,102.66,-1.09,1.2
1097,1180  ,2013MM02,108.16,0.06,1.5,104.73,2.02,1.44
1098,1180  ,2013MM03,108.54,0.35,1.92,104.74,0.01,1.41
1099,1180  ,2013MM04,109.06,0.48,1.65,103.37,-1.3,1.28
1100,1180  ,2013MM05,109.2,0.13,1.6,103.56,0.18,1.04
1101,1180  ,2013MM06,109.57,0.34,1.76,103.04,-0.51,0.56
1102,1180  ,2013MM07,109.83,0.24,1.81,103.81,0.75,1.35
1103,1180  ,2013MM08,109.8,-0.03,1.78,103.7,-0.11,2.01
1104,1180  ,2013MM09,109.74,-0.05,2.11,103.28,-0.4,1.91
1105,1180  ,2013MM10,109.82,0.07,2.15,103.21,-0.06,0.26
1106,1180  ,2013MM11,109.85,0.03,2.17,102.29,-0.89,-0.46
1107,1180  ,2013MM12,110.72,0.79,3.24,102.58,0.28,-1.16
1108,1180  ,2014MM01,111.63,0.82,3.27,101.86,-0.7,-0.77
1109,1180  ,2014MM02,111.67,0.04,3.25,103.52,1.63,-1.15
1110,1180  ,2014MM03,111.55,-0.11,2.77,103.26,-0.26,-1.41
1111,1180  ,2014MM04,112.79,1.11,3.42,101.77,-1.44,-1.55
1112,1180  ,2014MM05,113.18,0.35,3.64,102.55,0.77,-0.98
1113,1180  ,2014MM06,113.19,0.01,3.3,102.11,-0.43,-0.9
1114,1180  ,2014MM07,113.36,0.15,3.21,102.56,0.44,-1.2
1115,1180  ,2014MM08,113.47,0.1,3.34,101.08,-1.44,-2.52
1116,1180  ,2014MM09,114.14,0.59,4.01,101.55,0.46,-1.67
1117,1180  ,2014MM10,114.43,0.25,4.2,101.76,0.21,-1.41
1118,1180  ,2014MM11,114.48,0.04,4.21,101.61,-0.15,-0.67
1119,1180  ,2014MM12,114.53,0.04,3.44,101.52,-0.08,-1.03
1120,1180  ,2015MM01,113.51,-0.89,1.68,100.59,-0.91,-1.25
1121,1180  ,2015MM02,113.8,0.26,1.91,102.07,1.47,-1.4
1122,1180  ,2015MM03,114.09,0.25,2.28,102.42,0.34,-0.81
1123,1180  ,2015MM04,114.94,0.75,1.91,101.83,-0.58,0.06
1124,1180  ,2015MM05,115.01,0.06,1.62,101.48,-0.34,-1.04
1125,1190  ,2005MM01,86.22,0.0,0.0,97.87,0.0,0.0
1126,1190  ,2005MM02,86.42,0.23,0.0,97.24,-0.64,0.0
1127,1190  ,2005MM03,86.23,-0.22,0.0,97.08,-0.16,0.0
1128,1190  ,2005MM04,86.34,0.13,0.0,97.09,0.01,0.0
1129,1190  ,2005MM05,86.02,-0.37,0.0,97.68,0.6,0.0
1130,1190  ,2005MM06,86.36,0.4,0.0,97.62,-0.06,0.0
1131,1190  ,2005MM07,86.8,0.51,0.0,97.26,-0.37,0.0
1132,1190  ,2005MM08,87.09,0.33,0.0,97.07,-0.19,0.0
1133,1190  ,2005MM09,86.91,-0.21,0.0,96.46,-0.63,0.0
1134,1190  ,2005MM10,86.46,-0.52,0.0,97.27,0.84,0.0
1135,1190  ,2005MM11,86.26,-0.23,0.0,98.66,1.43,0.0
1136,1190  ,2005MM12,86.4,0.16,0.0,98.48,-0.18,0.0
1137,1190  ,2006MM01,86.29,-0.13,0.08,98.9,0.42,1.05
1138,1190  ,2006MM02,86.94,0.75,0.6,98.96,0.06,1.76
1139,1190  ,2006MM03,86.75,-0.22,0.6,98.94,-0.02,1.91
1140,1190  ,2006MM04,86.67,-0.09,0.38,99.58,0.65,2.56
1141,1190  ,2006MM05,87.8,1.3,2.07,98.87,-0.72,1.22
1142,1190  ,2006MM06,87.94,0.16,1.83,98.95,0.08,1.36
1143,1190  ,2006MM07,88.66,0.82,2.14,98.9,-0.05,1.68
1144,1190  ,2006MM08,88.51,-0.17,1.63,98.82,-0.08,1.8
1145,1190  ,2006MM09,88.65,0.16,2.0,99.26,0.45,2.9
1146,1190  ,2006MM10,88.84,0.21,2.75,99.25,-0.01,2.04
1147,1190  ,2006MM11,88.95,0.12,3.12,98.86,-0.4,0.2
1148,1190  ,2006MM12,88.92,-0.03,2.92,98.92,0.06,0.44
1149,1190  ,2007MM01,89.46,0.61,3.67,98.48,-0.44,-0.42
1150,1190  ,2007MM02,89.67,0.23,3.14,98.3,-0.18,-0.66
1151,1190  ,2007MM03,89.62,-0.06,3.31,98.02,-0.29,-0.93
1152,1190  ,2007MM04,89.59,-0.03,3.37,98.82,0.82,-0.77
1153,1190  ,2007MM05,89.63,0.04,2.08,98.05,-0.78,-0.83
1154,1190  ,2007MM06,89.8,0.19,2.12,98.31,0.27,-0.64
1155,1190  ,2007MM07,90.02,0.24,1.53,97.82,-0.5,-1.09
1156,1190  ,2007MM08,90.16,0.16,1.86,97.68,-0.14,-1.15
1157,1190  ,2007MM09,90.18,0.02,1.73,97.22,-0.47,-2.05
1158,1190  ,2007MM10,91.6,1.57,3.11,97.49,0.27,-1.78
1159,1190  ,2007MM11,91.36,-0.26,2.71,98.18,0.71,-0.68
1160,1190  ,2007MM12,92.21,0.93,3.7,98.44,0.26,-0.48
1161,1190  ,2008MM01,94.28,2.24,5.39,98.35,-0.09,-0.13
1162,1190  ,2008MM02,94.7,0.45,5.61,98.98,0.63,0.68
1163,1190  ,2008MM03,94.15,-0.58,5.05,99.03,0.05,1.03
1164,1190  ,2008MM04,94.5,0.37,5.48,98.97,-0.06,0.15
1165,1190  ,2008MM05,94.79,0.31,5.76,98.97,0.0,0.94
1166,1190  ,2008MM06,94.75,-0.04,5.51,99.4,0.44,1.11
1167,1190  ,2008MM07,95.54,0.83,6.13,99.73,0.33,1.95
1168,1190  ,2008MM08,95.87,0.35,6.33,99.28,-0.45,1.64
1169,1190  ,2008MM09,96.48,0.64,6.99,99.28,0.0,2.12
1170,1190  ,2008MM10,98.95,2.56,8.02,99.91,0.63,2.48
1171,1190  ,2008MM11,99.7,0.76,9.13,100.47,0.56,2.33
1172,1190  ,2008MM12,98.98,-0.72,7.34,100.56,0.09,2.15
1173,1190  ,2009MM01,99.33,0.35,5.36,100.44,-0.12,2.12
1174,1190  ,2009MM02,99.64,0.31,5.22,100.56,0.12,1.6
1175,1190  ,2009MM03,99.47,-0.17,5.65,100.92,0.35,1.91
1176,1190  ,2009MM04,99.59,0.12,5.39,101.75,0.82,2.81
1177,1190  ,2009MM05,99.11,-0.48,4.56,101.59,-0.16,2.65
1178,1190  ,2009MM06,99.36,0.25,4.87,100.83,-0.75,1.43
1179,1190  ,2009MM07,99.17,-0.19,3.8,101.56,0.73,1.84
1180,1190  ,2009MM08,99.08,-0.09,3.35,100.89,-0.66,1.62
1181,1190  ,2009MM09,98.89,-0.19,2.5,100.77,-0.12,1.5
1182,1190  ,2009MM10,98.84,-0.05,-0.11,101.02,0.25,1.11
1183,1190  ,2009MM11,98.88,0.04,-0.82,100.2,-0.8,-0.27
1184,1190  ,2009MM12,98.94,0.06,-0.04,101.36,1.16,0.8
1185,1190  ,2010MM01,98.97,0.03,-0.36,98.71,-2.62,-1.73
1186,1190  ,2010MM02,99.38,0.41,-0.26,101.52,2.85,0.96
1187,1190  ,2010MM03,99.45,0.07,-0.02,100.78,-0.73,-0.14
1188,1190  ,2010MM04,99.64,0.19,0.05,100.85,0.07,-0.89
1189,1190  ,2010MM05,100.36,0.72,1.26,100.71,-0.14,-0.87
1190,1190  ,2010MM06,100.47,0.11,1.12,100.27,-0.43,-0.55
1191,1190  ,2010MM07,99.98,-0.49,0.82,100.58,0.31,-0.97
1192,1190  ,2010MM08,99.97,-0.01,0.9,100.58,0.0,-0.3
1193,1190  ,2010MM09,100.26,0.29,1.39,99.55,-1.02,-1.21
1194,1190  ,2010MM10,100.22,-0.04,1.4,98.83,-0.73,-2.17
1195,1190  ,2010MM11,100.47,0.25,1.61,98.65,-0.18,-1.55
1196,1190  ,2010MM12,100.81,0.34,1.89,98.98,0.33,-2.35
1197,1190  ,2011MM01,101.56,0.74,2.62,97.12,-1.87,-1.6
1198,1190  ,2011MM02,101.3,-0.26,1.93,99.69,2.64,-1.8
1199,1190  ,2011MM03,101.27,-0.03,1.83,99.86,0.17,-0.91
1200,1190  ,2011MM04,101.36,0.09,1.73,100.41,0.56,-0.43
1201,1190  ,2011MM05,101.61,0.25,1.25,100.56,0.15,-0.15
1202,1190  ,2011MM06,101.59,-0.02,1.11,101.47,0.91,1.19
1203,1190  ,2011MM07,101.63,0.04,1.65,101.73,0.25,1.14
1204,1190  ,2011MM08,101.71,0.08,1.74,102.02,0.28,1.43
1205,1190  ,2011MM09,102.18,0.46,1.92,101.06,-0.94,1.51
1206,1190  ,2011MM10,102.96,0.76,2.73,102.45,1.38,3.67
1207,1190  ,2011MM11,103.19,0.22,2.71,102.65,0.19,4.06
1208,1190  ,2011MM12,103.64,0.44,2.81,102.28,-0.36,3.34
1209,1190  ,2012MM01,106.75,3.0,5.11,99.7,-2.53,2.65
1210,1190  ,2012MM02,106.35,-0.37,4.99,103.0,3.31,3.32
1211,1190  ,2012MM03,106.09,-0.24,4.76,103.04,0.04,3.18
1212,1190  ,2012MM04,106.53,0.41,5.1,103.06,0.02,2.63
1213,1190  ,2012MM05,106.69,0.15,5.0,103.01,-0.05,2.43
1214,1190  ,2012MM06,106.96,0.25,5.29,103.25,0.24,1.76
1215,1190  ,2012MM07,107.82,0.8,6.09,103.46,0.2,1.7
1216,1190  ,2012MM08,107.73,-0.08,5.92,103.26,-0.19,1.22
1217,1190  ,2012MM09,108.16,0.4,5.85,102.71,-0.54,1.64
1218,1190  ,2012MM10,108.02,-0.13,4.91,103.51,0.78,1.03
1219,1190  ,2012MM11,107.95,-0.06,4.61,103.82,0.3,1.14
1220,1190  ,2012MM12,107.45,-0.46,3.68,104.45,0.61,2.12
1221,1190  ,2013MM01,108.66,1.13,1.79,103.67,-0.75,3.98
1222,1190  ,2013MM02,108.55,-0.1,2.07,105.65,1.91,2.58
1223,1190  ,2013MM03,108.82,0.25,2.57,106.12,0.45,3.0
1224,1190  ,2013MM04,108.59,-0.21,1.93,105.12,-0.94,2.01
1225,1190  ,2013MM05,108.49,-0.09,1.69,106.59,1.39,3.48
1226,1190  ,2013MM06,108.39,-0.09,1.34,105.31,-1.2,1.99
1227,1190  ,2013MM07,108.28,-0.1,0.43,106.32,0.96,2.77
1228,1190  ,2013MM08,108.15,-0.12,0.39,105.91,-0.39,2.56
1229,1190  ,2013MM09,108.26,0.1,0.09,105.04,-0.82,2.27
1230,1190  ,2013MM10,108.36,0.09,0.31,105.85,0.77,2.26
1231,1190  ,2013MM11,108.45,0.08,0.46,104.49,-1.28,0.65
1232,1190  ,2013MM12,108.02,-0.4,0.53,106.38,1.81,1.85
1233,1190  ,2014MM01,109.69,1.55,0.95,103.88,-2.35,0.2
1234,1190  ,2014MM02,109.73,0.04,1.09,105.83,1.88,0.17
1235,1190  ,2014MM03,109.64,-0.08,0.75,106.46,0.6,0.32
1236,1190  ,2014MM04,109.81,0.16,1.12,105.87,-0.56,0.71
1237,1190  ,2014MM05,109.92,0.1,1.32,106.1,0.22,-0.46
1238,1190  ,2014MM06,110.07,0.14,1.55,104.81,-1.21,-0.48
1239,1190  ,2014MM07,110.26,0.17,1.83,105.63,0.78,-0.65
1240,1190  ,2014MM08,110.47,0.19,2.15,105.01,-0.59,-0.85
1241,1190  ,2014MM09,110.75,0.25,2.3,104.83,-0.17,-0.2
1242,1190  ,2014MM10,111.09,0.31,2.52,105.82,0.94,-0.03
1243,1190  ,2014MM11,111.05,-0.04,2.4,105.47,-0.33,0.94
1244,1190  ,2014MM12,111.01,-0.04,2.77,105.63,0.15,-0.71
1245,1190  ,2015MM01,111.22,0.19,1.39,103.48,-2.03,-0.38
1246,1190  ,2015MM02,111.46,0.22,1.58,104.92,1.39,-0.86
