ID,Woningkenmerken,GebruiksOppervlakteklasse,BewonersklasseWoningen,Percentielen,Perioden,ElektriciteitsleveringenOpenbareNet_1
1950,ZW25810,A025412,A043075,A043068,2018JJ00,1240.0
1951,ZW25810,A025412,A043075,A043068,2019JJ00,1200.3
1952,ZW25810,A025412,A043075,A043069,2012JJ00,1502.3
1953,ZW25810,A025412,A043075,A043069,2013JJ00,1532.8
1954,ZW25810,A025412,A043075,A043069,2014JJ00,1539.8
1955,ZW25810,A025412,A043075,A043069,2015JJ00,1542.5
1956,ZW25810,A025412,A043075,A043069,2016JJ00,1519.5
1957,ZW25810,A025412,A043075,A043069,2017JJ00,1474.8
1958,ZW25810,A025412,A043075,A043069,2018JJ00,1527.0
1959,ZW25810,A025412,A043075,A043069,2019JJ00,1476.3
1960,ZW25810,A025412,A043075,A043070,2012JJ00,1799.8
1961,ZW25810,A025412,A043075,A043070,2013JJ00,1779.3
1962,ZW25810,A025412,A043075,A043070,2014JJ00,1795.5
1963,ZW25810,A025412,A043075,A043070,2015JJ00,1844.0
1964,ZW25810,A025412,A043075,A043070,2016JJ00,1818.0
1965,ZW25810,A025412,A043075,A043070,2017JJ00,1759.5
1966,ZW25810,A025412,A043075,A043070,2018JJ00,1817.0
1967,ZW25810,A025412,A043075,A043070,2019JJ00,1830.5
1968,ZW25810,A025412,A043076,A043830,2012JJ00,1018.5
1969,ZW25810,A025412,A043076,A043830,2013JJ00,871.1
1970,ZW25810,A025412,A043076,A043830,2014JJ00,895.4
1971,ZW25810,A025412,A043076,A043830,2015JJ00,903.6
1972,ZW25810,A025412,A043076,A043830,2016JJ00,864.0
1973,ZW25810,A025412,A043076,A043830,2017JJ00,848.8
1974,ZW25810,A025412,A043076,A043830,2018JJ00,845.0
1975,ZW25810,A025412,A043076,A043830,2019JJ00,839.5
1976,ZW25810,A025412,A043076,A043066,2012JJ00,476.0
1977,ZW25810,A025412,A043076,A043066,2013JJ00,340.3
1978,ZW25810,A025412,A043076,A043066,2014JJ00,340.1
1979,ZW25810,A025412,A043076,A043066,2015JJ00,389.6
1980,ZW25810,A025412,A043076,A043066,2016JJ00,321.7
1981,ZW25810,A025412,A043076,A043066,2017JJ00,356.3
1982,ZW25810,A025412,A043076,A043066,2018JJ00,349.0
1983,ZW25810,A025412,A043076,A043066,2019JJ00,332.0
1984,ZW25810,A025412,A043076,A043067,2012JJ00,771.2
1985,ZW25810,A025412,A043076,A043067,2013JJ00,612.6
1986,ZW25810,A025412,A043076,A043067,2014JJ00,673.6
1987,ZW25810,A025412,A043076,A043067,2015JJ00,669.2
1988,ZW25810,A025412,A043076,A043067,2016JJ00,644.3
1989,ZW25810,A025412,A043076,A043067,2017JJ00,670.9
1990,ZW25810,A025412,A043076,A043067,2018JJ00,659.0
1991,ZW25810,A025412,A043076,A043067,2019JJ00,641.0
1992,ZW25810,A025412,A043076,A043068,2012JJ00,1057.0
1993,ZW25810,A025412,A043076,A043068,2013JJ00,882.6
1994,ZW25810,A025412,A043076,A043068,2014JJ00,898.8
1995,ZW25810,A025412,A043076,A043068,2015JJ00,915.8
1996,ZW25810,A025412,A043076,A043068,2016JJ00,875.9
1997,ZW25810,A025412,A043076,A043068,2017JJ00,858.3
1998,ZW25810,A025412,A043076,A043068,2018JJ00,855.0
1999,ZW25810,A025412,A043076,A043068,2019JJ00,835.6
2000,ZW25810,A025412,A043076,A043069,2012JJ00,1291.6
2001,ZW25810,A025412,A043076,A043069,2013JJ00,1131.7
2002,ZW25810,A025412,A043076,A043069,2014JJ00,1151.6
2003,ZW25810,A025412,A043076,A043069,2015JJ00,1153.8
2004,ZW25810,A025412,A043076,A043069,2016JJ00,1090.8
2005,ZW25810,A025412,A043076,A043069,2017JJ00,1062.8
2006,ZW25810,A025412,A043076,A043069,2018JJ00,1041.0
2007,ZW25810,A025412,A043076,A043069,2019JJ00,1047.0
2008,ZW25810,A025412,A043076,A043070,2012JJ00,1470.6
2009,ZW25810,A025412,A043076,A043070,2013JJ00,1334.4
2010,ZW25810,A025412,A043076,A043070,2014JJ00,1383.8
2011,ZW25810,A025412,A043076,A043070,2015JJ00,1391.2
2012,ZW25810,A025412,A043076,A043070,2016JJ00,1366.0
2013,ZW25810,A025412,A043076,A043070,2017JJ00,1300.6
2014,ZW25810,A025412,A043076,A043070,2018JJ00,1292.0
2015,ZW25810,A025412,A043076,A043070,2019JJ00,1328.7
2016,ZW25806,T001116,T001351,A043830,2012JJ00,1528.3
2017,ZW25806,T001116,T001351,A043830,2013JJ00,1524.0
2018,ZW25806,T001116,T001351,A043830,2014JJ00,1475.7
2019,ZW25806,T001116,T001351,A043830,2015JJ00,1454.5
2020,ZW25806,T001116,T001351,A043830,2016JJ00,1430.4
2021,ZW25806,T001116,T001351,A043830,2017JJ00,1405.4
2022,ZW25806,T001116,T001351,A043830,2018JJ00,1380.0
2023,ZW25806,T001116,T001351,A043830,2019JJ00,1344.2
2024,ZW25806,T001116,T001351,A043066,2012JJ00,752.0
2025,ZW25806,T001116,T001351,A043066,2013JJ00,739.5
2026,ZW25806,T001116,T001351,A043066,2014JJ00,710.5
2027,ZW25806,T001116,T001351,A043066,2015JJ00,697.2
2028,ZW25806,T001116,T001351,A043066,2016JJ00,674.5
2029,ZW25806,T001116,T001351,A043066,2017JJ00,653.0
2030,ZW25806,T001116,T001351,A043066,2018JJ00,625.0
2031,ZW25806,T001116,T001351,A043066,2019JJ00,618.0
2032,ZW25806,T001116,T001351,A043067,2012JJ00,1075.0
2033,ZW25806,T001116,T001351,A043067,2013JJ00,1064.0
2034,ZW25806,T001116,T001351,A043067,2014JJ00,1027.0
2035,ZW25806,T001116,T001351,A043067,2015JJ00,1009.3
2036,ZW25806,T001116,T001351,A043067,2016JJ00,986.0
2037,ZW25806,T001116,T001351,A043067,2017JJ00,963.0
2038,ZW25806,T001116,T001351,A043067,2018JJ00,936.0
2039,ZW25806,T001116,T001351,A043067,2019JJ00,914.5
2040,ZW25806,T001116,T001351,A043068,2012JJ00,1400.0
2041,ZW25806,T001116,T001351,A043068,2013JJ00,1391.5
2042,ZW25806,T001116,T001351,A043068,2014JJ00,1346.8
2043,ZW25806,T001116,T001351,A043068,2015JJ00,1327.3
2044,ZW25806,T001116,T001351,A043068,2016JJ00,1304.0
2045,ZW25806,T001116,T001351,A043068,2017JJ00,1279.0
2046,ZW25806,T001116,T001351,A043068,2018JJ00,1252.0
2047,ZW25806,T001116,T001351,A043068,2019JJ00,1218.3
2048,ZW25806,T001116,T001351,A043069,2012JJ00,1841.5
2049,ZW25806,T001116,T001351,A043069,2013JJ00,1839.0
2050,ZW25806,T001116,T001351,A043069,2014JJ00,1784.0
2051,ZW25806,T001116,T001351,A043069,2015JJ00,1762.0
2052,ZW25806,T001116,T001351,A043069,2016JJ00,1738.5
2053,ZW25806,T001116,T001351,A043069,2017JJ00,1712.5
2054,ZW25806,T001116,T001351,A043069,2018JJ00,1686.0
2055,ZW25806,T001116,T001351,A043069,2019JJ00,1637.0
2056,ZW25806,T001116,T001351,A043070,2012JJ00,2740.0
2057,ZW25806,T001116,T001351,A043070,2013JJ00,2757.0
2058,ZW25806,T001116,T001351,A043070,2014JJ00,2672.0
2059,ZW25806,T001116,T001351,A043070,2015JJ00,2638.0
2060,ZW25806,T001116,T001351,A043070,2016JJ00,2610.0
2061,ZW25806,T001116,T001351,A043070,2017JJ00,2578.0
2062,ZW25806,T001116,T001351,A043070,2018JJ00,2556.0
2063,ZW25806,T001116,T001351,A043070,2019JJ00,2491.0
2064,ZW25806,T001116,A043072,A043830,2012JJ00,2033.8
2065,ZW25806,T001116,A043072,A043830,2013JJ00,2086.8
2066,ZW25806,T001116,A043072,A043830,2014JJ00,2025.9
2067,ZW25806,T001116,A043072,A043830,2015JJ00,2011.1
2068,ZW25806,T001116,A043072,A043830,2016JJ00,1983.8
2069,ZW25806,T001116,A043072,A043830,2017JJ00,1958.2
2070,ZW25806,T001116,A043072,A043830,2018JJ00,1933.0
2071,ZW25806,T001116,A043072,A043830,2019JJ00,1885.9
2072,ZW25806,T001116,A043072,A043066,2012JJ00,1021.0
2073,ZW25806,T001116,A043072,A043066,2013JJ00,1058.0
2074,ZW25806,T001116,A043072,A043066,2014JJ00,1025.0
2075,ZW25806,T001116,A043072,A043066,2015JJ00,1024.0
2076,ZW25806,T001116,A043072,A043066,2016JJ00,1002.0
2077,ZW25806,T001116,A043072,A043066,2017JJ00,983.0
2078,ZW25806,T001116,A043072,A043066,2018JJ00,948.0
2079,ZW25806,T001116,A043072,A043066,2019JJ00,945.0
2080,ZW25806,T001116,A043072,A043067,2012JJ00,1449.0
2081,ZW25806,T001116,A043072,A043067,2013JJ00,1491.0
2082,ZW25806,T001116,A043072,A043067,2014JJ00,1450.0
2083,ZW25806,T001116,A043072,A043067,2015JJ00,1442.0
2084,ZW25806,T001116,A043072,A043067,2016JJ00,1422.0
2085,ZW25806,T001116,A043072,A043067,2017JJ00,1403.0
2086,ZW25806,T001116,A043072,A043067,2018JJ00,1376.0
2087,ZW25806,T001116,A043072,A043067,2019JJ00,1345.0
2088,ZW25806,T001116,A043072,A043068,2012JJ00,1893.0
2089,ZW25806,T001116,A043072,A043068,2013JJ00,1943.0
2090,ZW25806,T001116,A043072,A043068,2014JJ00,1887.0
2091,ZW25806,T001116,A043072,A043068,2015JJ00,1877.0
2092,ZW25806,T001116,A043072,A043068,2016JJ00,1854.0
2093,ZW25806,T001116,A043072,A043068,2017JJ00,1831.0
2094,ZW25806,T001116,A043072,A043068,2018JJ00,1805.0
2095,ZW25806,T001116,A043072,A043068,2019JJ00,1759.0
2096,ZW25806,T001116,A043072,A043069,2012JJ00,2484.0
2097,ZW25806,T001116,A043072,A043069,2013JJ00,2546.0
2098,ZW25806,T001116,A043072,A043069,2014JJ00,2470.0
2099,ZW25806,T001116,A043072,A043069,2015JJ00,2448.0
2100,ZW25806,T001116,A043072,A043069,2016JJ00,2423.0
2101,ZW25806,T001116,A043072,A043069,2017JJ00,2395.0
2102,ZW25806,T001116,A043072,A043069,2018JJ00,2368.0
2103,ZW25806,T001116,A043072,A043069,2019JJ00,2304.0
2104,ZW25806,T001116,A043072,A043070,2012JJ00,3521.0
2105,ZW25806,T001116,A043072,A043070,2013JJ00,3586.0
2106,ZW25806,T001116,A043072,A043070,2014JJ00,3482.0
2107,ZW25806,T001116,A043072,A043070,2015JJ00,3436.0
2108,ZW25806,T001116,A043072,A043070,2016JJ00,3388.0
2109,ZW25806,T001116,A043072,A043070,2017JJ00,3343.0
2110,ZW25806,T001116,A043072,A043070,2018JJ00,3333.0
2111,ZW25806,T001116,A043072,A043070,2019JJ00,3232.0
2112,ZW25806,T001116,A043073,A043830,2012JJ00,1591.2
2113,ZW25806,T001116,A043073,A043830,2013JJ00,1596.2
2114,ZW25806,T001116,A043073,A043830,2014JJ00,1541.7
2115,ZW25806,T001116,A043073,A043830,2015JJ00,1521.8
2116,ZW25806,T001116,A043073,A043830,2016JJ00,1491.1
2117,ZW25806,T001116,A043073,A043830,2017JJ00,1460.6
2118,ZW25806,T001116,A043073,A043830,2018JJ00,1430.0
2119,ZW25806,T001116,A043073,A043830,2019JJ00,1390.5
2120,ZW25806,T001116,A043073,A043066,2012JJ00,881.5
2121,ZW25806,T001116,A043073,A043066,2013JJ00,883.5
2122,ZW25806,T001116,A043073,A043066,2014JJ00,854.0
2123,ZW25806,T001116,A043073,A043066,2015JJ00,844.0
2124,ZW25806,T001116,A043073,A043066,2016JJ00,812.5
2125,ZW25806,T001116,A043073,A043066,2017JJ00,787.0
2126,ZW25806,T001116,A043073,A043066,2018JJ00,750.0
2127,ZW25806,T001116,A043073,A043066,2019JJ00,759.5
2128,ZW25806,T001116,A043073,A043067,2012JJ00,1205.0
2129,ZW25806,T001116,A043073,A043067,2013JJ00,1209.5
2130,ZW25806,T001116,A043073,A043067,2014JJ00,1169.0
2131,ZW25806,T001116,A043073,A043067,2015JJ00,1154.0
2132,ZW25806,T001116,A043073,A043067,2016JJ00,1127.5
2133,ZW25806,T001116,A043073,A043067,2017JJ00,1101.5
2134,ZW25806,T001116,A043073,A043067,2018JJ00,1072.0
2135,ZW25806,T001116,A043073,A043067,2019JJ00,1047.0
2136,ZW25806,T001116,A043073,A043068,2012JJ00,1528.5
2137,ZW25806,T001116,A043073,A043068,2013JJ00,1533.0
2138,ZW25806,T001116,A043073,A043068,2014JJ00,1480.5
2139,ZW25806,T001116,A043073,A043068,2015JJ00,1462.0
2140,ZW25806,T001116,A043073,A043068,2016JJ00,1432.5
2141,ZW25806,T001116,A043073,A043068,2017JJ00,1404.0
2142,ZW25806,T001116,A043073,A043068,2018JJ00,1373.0
2143,ZW25806,T001116,A043073,A043068,2019JJ00,1330.5
2144,ZW25806,T001116,A043073,A043069,2012JJ00,1915.5
2145,ZW25806,T001116,A043073,A043069,2013JJ00,1919.5
2146,ZW25806,T001116,A043073,A043069,2014JJ00,1854.5
2147,ZW25806,T001116,A043073,A043069,2015JJ00,1829.0
2148,ZW25806,T001116,A043073,A043069,2016JJ00,1796.5
2149,ZW25806,T001116,A043073,A043069,2017JJ00,1763.5
2150,ZW25806,T001116,A043073,A043069,2018JJ00,1734.0
2151,ZW25806,T001116,A043073,A043069,2019JJ00,1675.0
2152,ZW25806,T001116,A043073,A043070,2012JJ00,2515.0
2153,ZW25806,T001116,A043073,A043070,2013JJ00,2523.0
2154,ZW25806,T001116,A043073,A043070,2014JJ00,2435.0
2155,ZW25806,T001116,A043073,A043070,2015JJ00,2401.0
2156,ZW25806,T001116,A043073,A043070,2016JJ00,2361.5
2157,ZW25806,T001116,A043073,A043070,2017JJ00,2316.0
2158,ZW25806,T001116,A043073,A043070,2018JJ00,2293.0
2159,ZW25806,T001116,A043073,A043070,2019JJ00,2215.5
2160,ZW25806,T001116,A043074,A043830,2012JJ00,1318.8
2161,ZW25806,T001116,A043074,A043830,2013JJ00,1306.2
2162,ZW25806,T001116,A043074,A043830,2014JJ00,1257.4
2163,ZW25806,T001116,A043074,A043830,2015JJ00,1234.3
2164,ZW25806,T001116,A043074,A043830,2016JJ00,1206.6
2165,ZW25806,T001116,A043074,A043830,2017JJ00,1176.5
2166,ZW25806,T001116,A043074,A043830,2018JJ00,1147.0
2167,ZW25806,T001116,A043074,A043830,2019JJ00,1112.3
2168,ZW25806,T001116,A043074,A043066,2012JJ00,761.0
2169,ZW25806,T001116,A043074,A043066,2013JJ00,751.3
2170,ZW25806,T001116,A043074,A043066,2014JJ00,719.7
2171,ZW25806,T001116,A043074,A043066,2015JJ00,705.7
2172,ZW25806,T001116,A043074,A043066,2016JJ00,678.7
2173,ZW25806,T001116,A043074,A043066,2017JJ00,656.3
2174,ZW25806,T001116,A043074,A043066,2018JJ00,622.0
2175,ZW25806,T001116,A043074,A043066,2019JJ00,620.7
2176,ZW25806,T001116,A043074,A043067,2012JJ00,1027.3
2177,ZW25806,T001116,A043074,A043067,2013JJ00,1014.7
2178,ZW25806,T001116,A043074,A043067,2014JJ00,974.0
2179,ZW25806,T001116,A043074,A043067,2015JJ00,954.0
2180,ZW25806,T001116,A043074,A043067,2016JJ00,928.3
2181,ZW25806,T001116,A043074,A043067,2017JJ00,904.0
2182,ZW25806,T001116,A043074,A043067,2018JJ00,874.0
2183,ZW25806,T001116,A043074,A043067,2019JJ00,848.3
2184,ZW25806,T001116,A043074,A043068,2012JJ00,1279.0
2185,ZW25806,T001116,A043074,A043068,2013JJ00,1265.0
2186,ZW25806,T001116,A043074,A043068,2014JJ00,1217.0
2187,ZW25806,T001116,A043074,A043068,2015JJ00,1193.3
2188,ZW25806,T001116,A043074,A043068,2016JJ00,1167.3
2189,ZW25806,T001116,A043074,A043068,2017JJ00,1138.0
2190,ZW25806,T001116,A043074,A043068,2018JJ00,1107.0
2191,ZW25806,T001116,A043074,A043068,2019JJ00,1071.3
2192,ZW25806,T001116,A043074,A043069,2012JJ00,1575.0
2193,ZW25806,T001116,A043074,A043069,2013JJ00,1561.0
2194,ZW25806,T001116,A043074,A043069,2014JJ00,1504.3
2195,ZW25806,T001116,A043074,A043069,2015JJ00,1476.7
2196,ZW25806,T001116,A043074,A043069,2016JJ00,1446.3
2197,ZW25806,T001116,A043074,A043069,2017JJ00,1412.0
2198,ZW25806,T001116,A043074,A043069,2018JJ00,1382.0
2199,ZW25806,T001116,A043074,A043069,2019JJ00,1334.7
2200,ZW25806,T001116,A043074,A043070,2012JJ00,2010.3
2201,ZW25806,T001116,A043074,A043070,2013JJ00,1999.7
2202,ZW25806,T001116,A043074,A043070,2014JJ00,1928.3
2203,ZW25806,T001116,A043074,A043070,2015JJ00,1896.7
2204,ZW25806,T001116,A043074,A043070,2016JJ00,1866.0
2205,ZW25806,T001116,A043074,A043070,2017JJ00,1829.7
2206,ZW25806,T001116,A043074,A043070,2018JJ00,1802.0
2207,ZW25806,T001116,A043074,A043070,2019JJ00,1743.3
2208,ZW25806,T001116,A043075,A043830,2012JJ00,1131.4
2209,ZW25806,T001116,A043075,A043830,2013JJ00,1115.0
2210,ZW25806,T001116,A043075,A043830,2014JJ00,1071.0
2211,ZW25806,T001116,A043075,A043830,2015JJ00,1048.8
2212,ZW25806,T001116,A043075,A043830,2016JJ00,1022.7
2213,ZW25806,T001116,A043075,A043830,2017JJ00,997.7
2214,ZW25806,T001116,A043075,A043830,2018JJ00,976.0
2215,ZW25806,T001116,A043075,A043830,2019JJ00,948.3
2216,ZW25806,T001116,A043075,A043066,2012JJ00,692.0
2217,ZW25806,T001116,A043075,A043066,2013JJ00,676.0
2218,ZW25806,T001116,A043075,A043066,2014JJ00,644.5
2219,ZW25806,T001116,A043075,A043066,2015JJ00,629.3
2220,ZW25806,T001116,A043075,A043066,2016JJ00,602.5
2221,ZW25806,T001116,A043075,A043066,2017JJ00,579.3
2222,ZW25806,T001116,A043075,A043066,2018JJ00,554.0
2223,ZW25806,T001116,A043075,A043066,2019JJ00,554.5
2224,ZW25806,T001116,A043075,A043067,2012JJ00,908.3
2225,ZW25806,T001116,A043075,A043067,2013JJ00,892.8
2226,ZW25806,T001116,A043075,A043067,2014JJ00,855.0
2227,ZW25806,T001116,A043075,A043067,2015JJ00,835.3
2228,ZW25806,T001116,A043075,A043067,2016JJ00,811.3
2229,ZW25806,T001116,A043075,A043067,2017JJ00,788.5
2230,ZW25806,T001116,A043075,A043067,2018JJ00,766.0
2231,ZW25806,T001116,A043075,A043067,2019JJ00,743.3
2232,ZW25806,T001116,A043075,A043068,2012JJ00,1105.5
2233,ZW25806,T001116,A043075,A043068,2013JJ00,1089.3
2234,ZW25806,T001116,A043075,A043068,2014JJ00,1045.3
2235,ZW25806,T001116,A043075,A043068,2015JJ00,1022.0
2236,ZW25806,T001116,A043075,A043068,2016JJ00,996.8
2237,ZW25806,T001116,A043075,A043068,2017JJ00,971.5
2238,ZW25806,T001116,A043075,A043068,2018JJ00,950.0
2239,ZW25806,T001116,A043075,A043068,2019JJ00,919.5
2240,ZW25806,T001116,A043075,A043069,2012JJ00,1333.0
2241,ZW25806,T001116,A043075,A043069,2013JJ00,1315.0
2242,ZW25806,T001116,A043075,A043069,2014JJ00,1264.8
2243,ZW25806,T001116,A043075,A043069,2015JJ00,1238.5
2244,ZW25806,T001116,A043075,A043069,2016JJ00,1210.8
2245,ZW25806,T001116,A043075,A043069,2017JJ00,1183.8
2246,ZW25806,T001116,A043075,A043069,2018JJ00,1162.0
2247,ZW25806,T001116,A043075,A043069,2019JJ00,1125.5
2248,ZW25806,T001116,A043075,A043070,2012JJ00,1654.0
2249,ZW25806,T001116,A043075,A043070,2013JJ00,1639.3
2250,ZW25806,T001116,A043075,A043070,2014JJ00,1580.3
2251,ZW25806,T001116,A043075,A043070,2015JJ00,1554.3
2252,ZW25806,T001116,A043075,A043070,2016JJ00,1527.5
2253,ZW25806,T001116,A043075,A043070,2017JJ00,1500.3
2254,ZW25806,T001116,A043075,A043070,2018JJ00,1481.0
2255,ZW25806,T001116,A043075,A043070,2019JJ00,1438.5
2256,ZW25806,T001116,A043076,A043830,2012JJ00,908.5
2257,ZW25806,T001116,A043076,A043830,2013JJ00,893.7
2258,ZW25806,T001116,A043076,A043830,2014JJ00,859.7
2259,ZW25806,T001116,A043076,A043830,2015JJ00,842.2
2260,ZW25806,T001116,A043076,A043830,2016JJ00,820.7
2261,ZW25806,T001116,A043076,A043830,2017JJ00,797.8
2262,ZW25806,T001116,A043076,A043830,2018JJ00,780.0
2263,ZW25806,T001116,A043076,A043830,2019JJ00,759.1
2264,ZW25806,T001116,A043076,A043066,2012JJ00,508.7
2265,ZW25806,T001116,A043076,A043066,2013JJ00,499.0
2266,ZW25806,T001116,A043076,A043066,2014JJ00,480.6
2267,ZW25806,T001116,A043076,A043066,2015JJ00,468.2
2268,ZW25806,T001116,A043076,A043066,2016JJ00,446.8
2269,ZW25806,T001116,A043076,A043066,2017JJ00,425.0
2270,ZW25806,T001116,A043076,A043066,2018JJ00,406.0
2271,ZW25806,T001116,A043076,A043066,2019JJ00,407.6
2272,ZW25806,T001116,A043076,A043067,2012JJ00,708.8
2273,ZW25806,T001116,A043076,A043067,2013JJ00,696.0
2274,ZW25806,T001116,A043076,A043067,2014JJ00,667.0
2275,ZW25806,T001116,A043076,A043067,2015JJ00,653.4
2276,ZW25806,T001116,A043076,A043067,2016JJ00,632.6
2277,ZW25806,T001116,A043076,A043067,2017JJ00,612.0
2278,ZW25806,T001116,A043076,A043067,2018JJ00,593.0
2279,ZW25806,T001116,A043076,A043067,2019JJ00,577.0
2280,ZW25806,T001116,A043076,A043068,2012JJ00,890.2
2281,ZW25806,T001116,A043076,A043068,2013JJ00,874.4
2282,ZW25806,T001116,A043076,A043068,2014JJ00,840.2
2283,ZW25806,T001116,A043076,A043068,2015JJ00,824.4
2284,ZW25806,T001116,A043076,A043068,2016JJ00,803.2
2285,ZW25806,T001116,A043076,A043068,2017JJ00,777.8
2286,ZW25806,T001116,A043076,A043068,2018JJ00,760.0
2287,ZW25806,T001116,A043076,A043068,2019JJ00,735.8
2288,ZW25806,T001116,A043076,A043069,2012JJ00,1094.0
2289,ZW25806,T001116,A043076,A043069,2013JJ00,1075.8
2290,ZW25806,T001116,A043076,A043069,2014JJ00,1035.8
2291,ZW25806,T001116,A043076,A043069,2015JJ00,1013.8
2292,ZW25806,T001116,A043076,A043069,2016JJ00,991.4
2293,ZW25806,T001116,A043076,A043069,2017JJ00,966.0
2294,ZW25806,T001116,A043076,A043069,2018JJ00,948.0
2295,ZW25806,T001116,A043076,A043069,2019JJ00,919.8
2296,ZW25806,T001116,A043076,A043070,2012JJ00,1367.0
2297,ZW25806,T001116,A043076,A043070,2013JJ00,1348.4
2298,ZW25806,T001116,A043076,A043070,2014JJ00,1303.0
2299,ZW25806,T001116,A043076,A043070,2015JJ00,1279.6
2300,ZW25806,T001116,A043076,A043070,2016JJ00,1259.0
2301,ZW25806,T001116,A043076,A043070,2017JJ00,1233.8
2302,ZW25806,T001116,A043076,A043070,2018JJ00,1219.0
2303,ZW25806,T001116,A043076,A043070,2019JJ00,1187.8
2304,ZW25806,A025407,T001351,A043830,2012JJ00,1470.1
2305,ZW25806,A025407,T001351,A043830,2013JJ00,1434.5
2306,ZW25806,A025407,T001351,A043830,2014JJ00,1403.4
2307,ZW25806,A025407,T001351,A043830,2015JJ00,1404.4
2308,ZW25806,A025407,T001351,A043830,2016JJ00,1378.0
2309,ZW25806,A025407,T001351,A043830,2017JJ00,1353.4
2310,ZW25806,A025407,T001351,A043830,2018JJ00,1343.0
2311,ZW25806,A025407,T001351,A043830,2019JJ00,1319.8
2312,ZW25806,A025407,T001351,A043066,2012JJ00,659.0
2313,ZW25806,A025407,T001351,A043066,2013JJ00,617.7
2314,ZW25806,A025407,T001351,A043066,2014JJ00,607.7
2315,ZW25806,A025407,T001351,A043066,2015JJ00,650.5
2316,ZW25806,A025407,T001351,A043066,2016JJ00,622.0
2317,ZW25806,A025407,T001351,A043066,2017JJ00,603.3
2318,ZW25806,A025407,T001351,A043066,2018JJ00,567.0
2319,ZW25806,A025407,T001351,A043066,2019JJ00,578.8
2320,ZW25806,A025407,T001351,A043067,2012JJ00,995.2
2321,ZW25806,A025407,T001351,A043067,2013JJ00,963.0
2322,ZW25806,A025407,T001351,A043067,2014JJ00,945.8
2323,ZW25806,A025407,T001351,A043067,2015JJ00,945.2
2324,ZW25806,A025407,T001351,A043067,2016JJ00,925.0
2325,ZW25806,A025407,T001351,A043067,2017JJ00,907.5
2326,ZW25806,A025407,T001351,A043067,2018JJ00,894.0
2327,ZW25806,A025407,T001351,A043067,2019JJ00,881.5
2328,ZW25806,A025407,T001351,A043068,2012JJ00,1351.0
2329,ZW25806,A025407,T001351,A043068,2013JJ00,1310.0
2330,ZW25806,A025407,T001351,A043068,2014JJ00,1274.8
2331,ZW25806,A025407,T001351,A043068,2015JJ00,1271.0
2332,ZW25806,A025407,T001351,A043068,2016JJ00,1268.0
2333,ZW25806,A025407,T001351,A043068,2017JJ00,1247.5
2334,ZW25806,A025407,T001351,A043068,2018JJ00,1223.0
2335,ZW25806,A025407,T001351,A043068,2019JJ00,1196.8
2336,ZW25806,A025407,T001351,A043069,2012JJ00,1841.0
2337,ZW25806,A025407,T001351,A043069,2013JJ00,1788.0
2338,ZW25806,A025407,T001351,A043069,2014JJ00,1738.0
2339,ZW25806,A025407,T001351,A043069,2015JJ00,1738.5
2340,ZW25806,A025407,T001351,A043069,2016JJ00,1723.5
2341,ZW25806,A025407,T001351,A043069,2017JJ00,1693.5
2342,ZW25806,A025407,T001351,A043069,2018JJ00,1700.0
2343,ZW25806,A025407,T001351,A043069,2019JJ00,1633.0
2344,ZW25806,A025407,T001351,A043070,2012JJ00,2667.0
2345,ZW25806,A025407,T001351,A043070,2013JJ00,2641.0
2346,ZW25806,A025407,T001351,A043070,2014JJ00,2656.0
2347,ZW25806,A025407,T001351,A043070,2015JJ00,2596.0
2348,ZW25806,A025407,T001351,A043070,2016JJ00,2520.5
2349,ZW25806,A025407,T001351,A043070,2017JJ00,2486.0
2350,ZW25806,A025407,T001351,A043070,2018JJ00,2523.0
2351,ZW25806,A025407,T001351,A043070,2019JJ00,2470.0
2352,ZW25806,A025407,A043072,A043830,2012JJ00,1595.5
2353,ZW25806,A025407,A043072,A043830,2013JJ00,1581.7
2354,ZW25806,A025407,A043072,A043830,2014JJ00,1553.2
2355,ZW25806,A025407,A043072,A043830,2015JJ00,1573.1
2356,ZW25806,A025407,A043072,A043830,2016JJ00,1538.0
2357,ZW25806,A025407,A043072,A043830,2017JJ00,1505.3
2358,ZW25806,A025407,A043072,A043830,2018JJ00,1519.0
2359,ZW25806,A025407,A043072,A043830,2019JJ00,1483.7
2360,ZW25806,A025407,A043072,A043066,2012JJ00,714.0
2361,ZW25806,A025407,A043072,A043066,2013JJ00,692.0
2362,ZW25806,A025407,A043072,A043066,2014JJ00,687.0
2363,ZW25806,A025407,A043072,A043066,2015JJ00,708.0
2364,ZW25806,A025407,A043072,A043066,2016JJ00,684.0
2365,ZW25806,A025407,A043072,A043066,2017JJ00,650.0
2366,ZW25806,A025407,A043072,A043066,2018JJ00,677.0
2367,ZW25806,A025407,A043072,A043066,2019JJ00,655.0
2368,ZW25806,A025407,A043072,A043067,2012JJ00,1095.0
2369,ZW25806,A025407,A043072,A043067,2013JJ00,1069.0
2370,ZW25806,A025407,A043072,A043067,2014JJ00,1057.0
2371,ZW25806,A025407,A043072,A043067,2015JJ00,1079.0
2372,ZW25806,A025407,A043072,A043067,2016JJ00,1043.0
2373,ZW25806,A025407,A043072,A043067,2017JJ00,1031.0
2374,ZW25806,A025407,A043072,A043067,2018JJ00,1019.0
2375,ZW25806,A025407,A043072,A043067,2019JJ00,996.0
