ID,Zorgtype,Zorgaanbieders,Perioden,UitgavenGezondheidsEnWelzijnszorg_1
720,A052905,A052944,2021JJ00,0
721,A052905,A052944,2022JJ00,0
722,A052905,A052944,2023JJ00,0
723,A052905,A052944,2024JJ00,0
724,A052905,A052945,2021JJ00,0
725,A052905,A052945,2022JJ00,0
726,A052905,A052945,2023JJ00,0
727,A052905,A052945,2024JJ00,0
728,A052905,A052946,2021JJ00,92
729,A052905,A052946,2022JJ00,130
730,A052905,A052946,2023JJ00,134
731,A052905,A052946,2024JJ00,145
732,A052905,A052947,2021JJ00,5
733,A052905,A052947,2022JJ00,5
734,A052905,A052947,2023JJ00,6
735,A052905,A052947,2024JJ00,7
736,A052905,A052948,2021JJ00,0
737,A052905,A052948,2022JJ00,0
738,A052905,A052948,2023JJ00,0
739,A052905,A052948,2024JJ00,0
740,A052905,A052949,2021JJ00,27
741,A052905,A052949,2022JJ00,32
742,A052905,A052949,2023JJ00,26
743,A052905,A052949,2024JJ00,29
744,A052905,A052950,2021JJ00,0
745,A052905,A052950,2022JJ00,0
746,A052905,A052950,2023JJ00,0
747,A052905,A052950,2024JJ00,0
748,A052905,A052951,2021JJ00,60
749,A052905,A052951,2022JJ00,93
750,A052905,A052951,2023JJ00,102
751,A052905,A052951,2024JJ00,109
752,A052905,A052952,2021JJ00,0
753,A052905,A052952,2022JJ00,0
754,A052905,A052952,2023JJ00,0
755,A052905,A052952,2024JJ00,0
756,A052906,T001699,2021JJ00,2503
757,A052906,T001699,2022JJ00,2537
758,A052906,T001699,2023JJ00,2663
759,A052906,T001699,2024JJ00,2763
760,A052906,A052927,2021JJ00,2302
761,A052906,A052927,2022JJ00,2319
762,A052906,A052927,2023JJ00,2434
763,A052906,A052927,2024JJ00,2534
764,A052906,A052928,2021JJ00,268
765,A052906,A052928,2022JJ00,272
766,A052906,A052928,2023JJ00,304
767,A052906,A052928,2024JJ00,328
768,A052906,A052929,2021JJ00,194
769,A052906,A052929,2022JJ00,198
770,A052906,A052929,2023JJ00,223
771,A052906,A052929,2024JJ00,241
772,A052906,A052930,2021JJ00,42
773,A052906,A052930,2022JJ00,45
774,A052906,A052930,2023JJ00,51
775,A052906,A052930,2024JJ00,55
776,A052906,A052931,2021JJ00,32
777,A052906,A052931,2022JJ00,29
778,A052906,A052931,2023JJ00,31
779,A052906,A052931,2024JJ00,33
780,A052906,A052932,2021JJ00,0
781,A052906,A052932,2022JJ00,0
782,A052906,A052932,2023JJ00,0
783,A052906,A052932,2024JJ00,0
784,A052906,A052933,2021JJ00,0
785,A052906,A052933,2022JJ00,0
786,A052906,A052933,2023JJ00,0
787,A052906,A052933,2024JJ00,0
788,A052906,A052934,2021JJ00,1921
789,A052906,A052934,2022JJ00,1933
790,A052906,A052934,2023JJ00,2017
791,A052906,A052934,2024JJ00,2087
792,A052906,A052935,2021JJ00,101
793,A052906,A052935,2022JJ00,97
794,A052906,A052935,2023JJ00,96
795,A052906,A052935,2024JJ00,101
796,A052906,A052936,2021JJ00,2
797,A052906,A052936,2022JJ00,6
798,A052906,A052936,2023JJ00,6
799,A052906,A052936,2024JJ00,6
800,A052906,A052937,2021JJ00,0
801,A052906,A052937,2022JJ00,0
802,A052906,A052937,2023JJ00,0
803,A052906,A052937,2024JJ00,0
804,A052906,A052938,2021JJ00,0
805,A052906,A052938,2022JJ00,0
806,A052906,A052938,2023JJ00,0
807,A052906,A052938,2024JJ00,0
808,A052906,A052939,2021JJ00,0
809,A052906,A052939,2022JJ00,0
810,A052906,A052939,2023JJ00,0
811,A052906,A052939,2024JJ00,0
812,A052906,A052940,2021JJ00,10
813,A052906,A052940,2022JJ00,11
814,A052906,A052940,2023JJ00,11
815,A052906,A052940,2024JJ00,12
816,A052906,A052941,2021JJ00,0
817,A052906,A052941,2022JJ00,0
818,A052906,A052941,2023JJ00,0
819,A052906,A052941,2024JJ00,0
820,A052906,A052942,2021JJ00,0
821,A052906,A052942,2022JJ00,0
822,A052906,A052942,2023JJ00,0
823,A052906,A052942,2024JJ00,0
824,A052906,A052943,2021JJ00,0
825,A052906,A052943,2022JJ00,0
826,A052906,A052943,2023JJ00,0
827,A052906,A052943,2024JJ00,0
828,A052906,A052944,2021JJ00,0
829,A052906,A052944,2022JJ00,0
830,A052906,A052944,2023JJ00,0
831,A052906,A052944,2024JJ00,0
832,A052906,A052945,2021JJ00,0
833,A052906,A052945,2022JJ00,0
834,A052906,A052945,2023JJ00,0
835,A052906,A052945,2024JJ00,0
836,A052906,A052946,2021JJ00,201
837,A052906,A052946,2022JJ00,218
838,A052906,A052946,2023JJ00,229
839,A052906,A052946,2024JJ00,229
840,A052906,A052947,2021JJ00,0
841,A052906,A052947,2022JJ00,0
842,A052906,A052947,2023JJ00,0
843,A052906,A052947,2024JJ00,0
844,A052906,A052948,2021JJ00,121
845,A052906,A052948,2022JJ00,113
846,A052906,A052948,2023JJ00,120
847,A052906,A052948,2024JJ00,125
848,A052906,A052949,2021JJ00,34
849,A052906,A052949,2022JJ00,33
850,A052906,A052949,2023JJ00,31
851,A052906,A052949,2024JJ00,27
852,A052906,A052950,2021JJ00,0
853,A052906,A052950,2022JJ00,0
854,A052906,A052950,2023JJ00,0
855,A052906,A052950,2024JJ00,0
856,A052906,A052951,2021JJ00,46
857,A052906,A052951,2022JJ00,72
858,A052906,A052951,2023JJ00,77
859,A052906,A052951,2024JJ00,77
860,A052906,A052952,2021JJ00,0
861,A052906,A052952,2022JJ00,0
862,A052906,A052952,2023JJ00,0
863,A052906,A052952,2024JJ00,0
864,A052907,T001699,2021JJ00,3729
865,A052907,T001699,2022JJ00,4016
866,A052907,T001699,2023JJ00,4480
867,A052907,T001699,2024JJ00,4708
868,A052907,A052927,2021JJ00,3616
869,A052907,A052927,2022JJ00,3890
870,A052907,A052927,2023JJ00,4345
871,A052907,A052927,2024JJ00,4570
872,A052907,A052928,2021JJ00,18
873,A052907,A052928,2022JJ00,18
874,A052907,A052928,2023JJ00,21
875,A052907,A052928,2024JJ00,21
876,A052907,A052929,2021JJ00,5
877,A052907,A052929,2022JJ00,5
878,A052907,A052929,2023JJ00,6
879,A052907,A052929,2024JJ00,6
880,A052907,A052930,2021JJ00,0
881,A052907,A052930,2022JJ00,0
882,A052907,A052930,2023JJ00,0
883,A052907,A052930,2024JJ00,0
884,A052907,A052931,2021JJ00,13
885,A052907,A052931,2022JJ00,13
886,A052907,A052931,2023JJ00,15
887,A052907,A052931,2024JJ00,15
888,A052907,A052932,2021JJ00,0
889,A052907,A052932,2022JJ00,0
890,A052907,A052932,2023JJ00,0
891,A052907,A052932,2024JJ00,0
892,A052907,A052933,2021JJ00,18
893,A052907,A052933,2022JJ00,19
894,A052907,A052933,2023JJ00,24
895,A052907,A052933,2024JJ00,26
896,A052907,A052934,2021JJ00,0
897,A052907,A052934,2022JJ00,0
898,A052907,A052934,2023JJ00,0
899,A052907,A052934,2024JJ00,0
900,A052907,A052935,2021JJ00,3509
901,A052907,A052935,2022JJ00,3775
902,A052907,A052935,2023JJ00,4201
903,A052907,A052935,2024JJ00,4418
904,A052907,A052936,2021JJ00,55
905,A052907,A052936,2022JJ00,56
906,A052907,A052936,2023JJ00,58
907,A052907,A052936,2024JJ00,62
908,A052907,A052937,2021JJ00,3
909,A052907,A052937,2022JJ00,3
910,A052907,A052937,2023JJ00,4
911,A052907,A052937,2024JJ00,4
912,A052907,A052938,2021JJ00,4
913,A052907,A052938,2022JJ00,3
914,A052907,A052938,2023JJ00,5
915,A052907,A052938,2024JJ00,4
916,A052907,A052939,2021JJ00,0
917,A052907,A052939,2022JJ00,0
918,A052907,A052939,2023JJ00,0
919,A052907,A052939,2024JJ00,0
920,A052907,A052940,2021JJ00,9
921,A052907,A052940,2022JJ00,16
922,A052907,A052940,2023JJ00,32
923,A052907,A052940,2024JJ00,35
924,A052907,A052941,2021JJ00,0
925,A052907,A052941,2022JJ00,0
926,A052907,A052941,2023JJ00,2
927,A052907,A052941,2024JJ00,2
928,A052907,A052942,2021JJ00,0
929,A052907,A052942,2022JJ00,0
930,A052907,A052942,2023JJ00,0
931,A052907,A052942,2024JJ00,0
932,A052907,A052943,2021JJ00,0
933,A052907,A052943,2022JJ00,0
934,A052907,A052943,2023JJ00,0
935,A052907,A052943,2024JJ00,0
936,A052907,A052944,2021JJ00,0
937,A052907,A052944,2022JJ00,0
938,A052907,A052944,2023JJ00,0
939,A052907,A052944,2024JJ00,0
940,A052907,A052945,2021JJ00,0
941,A052907,A052945,2022JJ00,0
942,A052907,A052945,2023JJ00,2
943,A052907,A052945,2024JJ00,2
944,A052907,A052946,2021JJ00,113
945,A052907,A052946,2022JJ00,125
946,A052907,A052946,2023JJ00,134
947,A052907,A052946,2024JJ00,136
948,A052907,A052947,2021JJ00,0
949,A052907,A052947,2022JJ00,0
950,A052907,A052947,2023JJ00,0
951,A052907,A052947,2024JJ00,0
952,A052907,A052948,2021JJ00,8
953,A052907,A052948,2022JJ00,8
954,A052907,A052948,2023JJ00,8
955,A052907,A052948,2024JJ00,8
956,A052907,A052949,2021JJ00,74
957,A052907,A052949,2022JJ00,68
958,A052907,A052949,2023JJ00,73
959,A052907,A052949,2024JJ00,74
960,A052907,A052950,2021JJ00,0
961,A052907,A052950,2022JJ00,0
962,A052907,A052950,2023JJ00,0
963,A052907,A052950,2024JJ00,0
964,A052907,A052951,2021JJ00,32
965,A052907,A052951,2022JJ00,50
966,A052907,A052951,2023JJ00,53
967,A052907,A052951,2024JJ00,53
968,A052907,A052952,2021JJ00,0
969,A052907,A052952,2022JJ00,0
970,A052907,A052952,2023JJ00,0
971,A052907,A052952,2024JJ00,0
972,A052908,T001699,2021JJ00,1518
973,A052908,T001699,2022JJ00,1502
974,A052908,T001699,2023JJ00,1646
975,A052908,T001699,2024JJ00,1779
976,A052908,A052927,2021JJ00,1516
977,A052908,A052927,2022JJ00,1499
978,A052908,A052927,2023JJ00,1646
979,A052908,A052927,2024JJ00,1779
980,A052908,A052928,2021JJ00,793
981,A052908,A052928,2022JJ00,796
982,A052908,A052928,2023JJ00,878
983,A052908,A052928,2024JJ00,950
984,A052908,A052929,2021JJ00,130
985,A052908,A052929,2022JJ00,133
986,A052908,A052929,2023JJ00,147
987,A052908,A052929,2024JJ00,159
988,A052908,A052930,2021JJ00,61
989,A052908,A052930,2022JJ00,56
990,A052908,A052930,2023JJ00,62
991,A052908,A052930,2024JJ00,67
992,A052908,A052931,2021JJ00,602
993,A052908,A052931,2022JJ00,607
994,A052908,A052931,2023JJ00,669
995,A052908,A052931,2024JJ00,724
996,A052908,A052932,2021JJ00,0
997,A052908,A052932,2022JJ00,0
998,A052908,A052932,2023JJ00,0
999,A052908,A052932,2024JJ00,0
1000,A052908,A052933,2021JJ00,0
1001,A052908,A052933,2022JJ00,0
1002,A052908,A052933,2023JJ00,0
1003,A052908,A052933,2024JJ00,0
1004,A052908,A052934,2021JJ00,0
1005,A052908,A052934,2022JJ00,0
1006,A052908,A052934,2023JJ00,0
1007,A052908,A052934,2024JJ00,0
1008,A052908,A052935,2021JJ00,0
1009,A052908,A052935,2022JJ00,0
1010,A052908,A052935,2023JJ00,0
1011,A052908,A052935,2024JJ00,0
1012,A052908,A052936,2021JJ00,723
1013,A052908,A052936,2022JJ00,703
1014,A052908,A052936,2023JJ00,768
1015,A052908,A052936,2024JJ00,829
1016,A052908,A052937,2021JJ00,0
1017,A052908,A052937,2022JJ00,0
1018,A052908,A052937,2023JJ00,0
1019,A052908,A052937,2024JJ00,0
1020,A052908,A052938,2021JJ00,0
1021,A052908,A052938,2022JJ00,0
1022,A052908,A052938,2023JJ00,0
1023,A052908,A052938,2024JJ00,0
1024,A052908,A052939,2021JJ00,0
1025,A052908,A052939,2022JJ00,0
1026,A052908,A052939,2023JJ00,0
1027,A052908,A052939,2024JJ00,0
1028,A052908,A052940,2021JJ00,0
1029,A052908,A052940,2022JJ00,0
1030,A052908,A052940,2023JJ00,0
1031,A052908,A052940,2024JJ00,0
1032,A052908,A052941,2021JJ00,1
1033,A052908,A052941,2022JJ00,1
1034,A052908,A052941,2023JJ00,0
1035,A052908,A052941,2024JJ00,0
1036,A052908,A052942,2021JJ00,0
1037,A052908,A052942,2022JJ00,0
1038,A052908,A052942,2023JJ00,0
1039,A052908,A052942,2024JJ00,0
1040,A052908,A052943,2021JJ00,0
1041,A052908,A052943,2022JJ00,0
1042,A052908,A052943,2023JJ00,0
1043,A052908,A052943,2024JJ00,0
1044,A052908,A052944,2021JJ00,0
1045,A052908,A052944,2022JJ00,0
1046,A052908,A052944,2023JJ00,0
1047,A052908,A052944,2024JJ00,0
1048,A052908,A052945,2021JJ00,1
1049,A052908,A052945,2022JJ00,1
1050,A052908,A052945,2023JJ00,0
1051,A052908,A052945,2024JJ00,0
1052,A052908,A052946,2021JJ00,1
1053,A052908,A052946,2022JJ00,1
1054,A052908,A052946,2023JJ00,0
1055,A052908,A052946,2024JJ00,0
1056,A052908,A052947,2021JJ00,0
1057,A052908,A052947,2022JJ00,0
1058,A052908,A052947,2023JJ00,0
1059,A052908,A052947,2024JJ00,0
1060,A052908,A052948,2021JJ00,0
1061,A052908,A052948,2022JJ00,0
1062,A052908,A052948,2023JJ00,0
1063,A052908,A052948,2024JJ00,0
1064,A052908,A052949,2021JJ00,1
1065,A052908,A052949,2022JJ00,1
1066,A052908,A052949,2023JJ00,0
1067,A052908,A052949,2024JJ00,0
1068,A052908,A052950,2021JJ00,0
1069,A052908,A052950,2022JJ00,0
1070,A052908,A052950,2023JJ00,0
1071,A052908,A052950,2024JJ00,0
1072,A052908,A052951,2021JJ00,0
1073,A052908,A052951,2022JJ00,0
1074,A052908,A052951,2023JJ00,0
1075,A052908,A052951,2024JJ00,0
1076,A052908,A052952,2021JJ00,0
1077,A052908,A052952,2022JJ00,0
1078,A052908,A052952,2023JJ00,0
1079,A052908,A052952,2024JJ00,0
1080,A052909,T001699,2021JJ00,1342
1081,A052909,T001699,2022JJ00,1290
1082,A052909,T001699,2023JJ00,1387
1083,A052909,T001699,2024JJ00,1456
1084,A052909,A052927,2021JJ00,1332
1085,A052909,A052927,2022JJ00,1276
1086,A052909,A052927,2023JJ00,1364
1087,A052909,A052927,2024JJ00,1432
1088,A052909,A052928,2021JJ00,627
1089,A052909,A052928,2022JJ00,601
1090,A052909,A052928,2023JJ00,639
1091,A052909,A052928,2024JJ00,688
1092,A052909,A052929,2021JJ00,522
1093,A052909,A052929,2022JJ00,503
1094,A052909,A052929,2023JJ00,536
1095,A052909,A052929,2024JJ00,577
1096,A052909,A052930,2021JJ00,106
1097,A052909,A052930,2022JJ00,97
1098,A052909,A052930,2023JJ00,103
1099,A052909,A052930,2024JJ00,111
1100,A052909,A052931,2021JJ00,0
1101,A052909,A052931,2022JJ00,0
1102,A052909,A052931,2023JJ00,0
1103,A052909,A052931,2024JJ00,0
1104,A052909,A052932,2021JJ00,0
1105,A052909,A052932,2022JJ00,0
1106,A052909,A052932,2023JJ00,0
1107,A052909,A052932,2024JJ00,0
1108,A052909,A052933,2021JJ00,0
1109,A052909,A052933,2022JJ00,0
1110,A052909,A052933,2023JJ00,0
1111,A052909,A052933,2024JJ00,0
1112,A052909,A052934,2021JJ00,0
1113,A052909,A052934,2022JJ00,0
1114,A052909,A052934,2023JJ00,0
1115,A052909,A052934,2024JJ00,0
1116,A052909,A052935,2021JJ00,248
1117,A052909,A052935,2022JJ00,247
1118,A052909,A052935,2023JJ00,259
1119,A052909,A052935,2024JJ00,262
1120,A052909,A052936,2021JJ00,354
1121,A052909,A052936,2022JJ00,337
1122,A052909,A052936,2023JJ00,357
1123,A052909,A052936,2024JJ00,377
1124,A052909,A052937,2021JJ00,0
1125,A052909,A052937,2022JJ00,0
1126,A052909,A052937,2023JJ00,0
1127,A052909,A052937,2024JJ00,0
1128,A052909,A052938,2021JJ00,0
1129,A052909,A052938,2022JJ00,0
1130,A052909,A052938,2023JJ00,0
1131,A052909,A052938,2024JJ00,0
1132,A052909,A052939,2021JJ00,0
1133,A052909,A052939,2022JJ00,0
1134,A052909,A052939,2023JJ00,0
1135,A052909,A052939,2024JJ00,0
1136,A052909,A052940,2021JJ00,103
1137,A052909,A052940,2022JJ00,92
1138,A052909,A052940,2023JJ00,109
1139,A052909,A052940,2024JJ00,105
1140,A052909,A052941,2021JJ00,0
1141,A052909,A052941,2022JJ00,0
1142,A052909,A052941,2023JJ00,8
1143,A052909,A052941,2024JJ00,9
1144,A052909,A052942,2021JJ00,0
1145,A052909,A052942,2022JJ00,0
1146,A052909,A052942,2023JJ00,8
1147,A052909,A052942,2024JJ00,9
1148,A052909,A052943,2021JJ00,0
1149,A052909,A052943,2022JJ00,0
1150,A052909,A052943,2023JJ00,0
1151,A052909,A052943,2024JJ00,0
1152,A052909,A052944,2021JJ00,0
1153,A052909,A052944,2022JJ00,0
1154,A052909,A052944,2023JJ00,0
1155,A052909,A052944,2024JJ00,0
1156,A052909,A052945,2021JJ00,0
1157,A052909,A052945,2022JJ00,0
1158,A052909,A052945,2023JJ00,0
1159,A052909,A052945,2024JJ00,0
1160,A052909,A052946,2021JJ00,9
1161,A052909,A052946,2022JJ00,13
1162,A052909,A052946,2023JJ00,15
1163,A052909,A052946,2024JJ00,15
1164,A052909,A052947,2021JJ00,0
1165,A052909,A052947,2022JJ00,0
1166,A052909,A052947,2023JJ00,0
1167,A052909,A052947,2024JJ00,0
1168,A052909,A052948,2021JJ00,0
1169,A052909,A052948,2022JJ00,0
1170,A052909,A052948,2023JJ00,0
1171,A052909,A052948,2024JJ00,0
1172,A052909,A052949,2021JJ00,9
1173,A052909,A052949,2022JJ00,13
1174,A052909,A052949,2023JJ00,15
1175,A052909,A052949,2024JJ00,15
1176,A052909,A052950,2021JJ00,0
1177,A052909,A052950,2022JJ00,0
1178,A052909,A052950,2023JJ00,0
1179,A052909,A052950,2024JJ00,0
1180,A052909,A052951,2021JJ00,0
1181,A052909,A052951,2022JJ00,0
1182,A052909,A052951,2023JJ00,0
1183,A052909,A052951,2024JJ00,0
1184,A052909,A052952,2021JJ00,0
1185,A052909,A052952,2022JJ00,0
1186,A052909,A052952,2023JJ00,0
1187,A052909,A052952,2024JJ00,0
1188,A052910,T001699,2021JJ00,667
1189,A052910,T001699,2022JJ00,663
1190,A052910,T001699,2023JJ00,760
1191,A052910,T001699,2024JJ00,846
1192,A052910,A052927,2021JJ00,645
1193,A052910,A052927,2022JJ00,642
1194,A052910,A052927,2023JJ00,744
1195,A052910,A052927,2024JJ00,827
1196,A052910,A052928,2021JJ00,2
1197,A052910,A052928,2022JJ00,0
1198,A052910,A052928,2023JJ00,0
1199,A052910,A052928,2024JJ00,0
1200,A052910,A052929,2021JJ00,0
1201,A052910,A052929,2022JJ00,0
1202,A052910,A052929,2023JJ00,0
1203,A052910,A052929,2024JJ00,0
1204,A052910,A052930,2021JJ00,2
1205,A052910,A052930,2022JJ00,0
1206,A052910,A052930,2023JJ00,0
1207,A052910,A052930,2024JJ00,0
1208,A052910,A052931,2021JJ00,0
1209,A052910,A052931,2022JJ00,0
1210,A052910,A052931,2023JJ00,0
1211,A052910,A052931,2024JJ00,0
1212,A052910,A052932,2021JJ00,0
1213,A052910,A052932,2022JJ00,0
1214,A052910,A052932,2023JJ00,0
1215,A052910,A052932,2024JJ00,0
1216,A052910,A052933,2021JJ00,315
1217,A052910,A052933,2022JJ00,242
1218,A052910,A052933,2023JJ00,296
1219,A052910,A052933,2024JJ00,329
1220,A052910,A052934,2021JJ00,0
1221,A052910,A052934,2022JJ00,0
1222,A052910,A052934,2023JJ00,0
1223,A052910,A052934,2024JJ00,0
1224,A052910,A052935,2021JJ00,2
1225,A052910,A052935,2022JJ00,26
1226,A052910,A052935,2023JJ00,29
1227,A052910,A052935,2024JJ00,33
1228,A052910,A052936,2021JJ00,13
1229,A052910,A052936,2022JJ00,12
1230,A052910,A052936,2023JJ00,12
1231,A052910,A052936,2024JJ00,13
1232,A052910,A052937,2021JJ00,0
1233,A052910,A052937,2022JJ00,0
1234,A052910,A052937,2023JJ00,0
1235,A052910,A052937,2024JJ00,0
1236,A052910,A052938,2021JJ00,2
1237,A052910,A052938,2022JJ00,2
1238,A052910,A052938,2023JJ00,3
1239,A052910,A052938,2024JJ00,3
1240,A052910,A052939,2021JJ00,0
1241,A052910,A052939,2022JJ00,0
1242,A052910,A052939,2023JJ00,0
1243,A052910,A052939,2024JJ00,0
1244,A052910,A052940,2021JJ00,312
1245,A052910,A052940,2022JJ00,361
1246,A052910,A052940,2023JJ00,405
1247,A052910,A052940,2024JJ00,450
1248,A052910,A052941,2021JJ00,2
1249,A052910,A052941,2022JJ00,1
1250,A052910,A052941,2023JJ00,0
1251,A052910,A052941,2024JJ00,1
1252,A052910,A052942,2021JJ00,0
1253,A052910,A052942,2022JJ00,0
1254,A052910,A052942,2023JJ00,0
1255,A052910,A052942,2024JJ00,0
1256,A052910,A052943,2021JJ00,0
1257,A052910,A052943,2022JJ00,0
1258,A052910,A052943,2023JJ00,0
1259,A052910,A052943,2024JJ00,0
1260,A052910,A052944,2021JJ00,0
1261,A052910,A052944,2022JJ00,0
1262,A052910,A052944,2023JJ00,0
1263,A052910,A052944,2024JJ00,0
1264,A052910,A052945,2021JJ00,2
1265,A052910,A052945,2022JJ00,1
1266,A052910,A052945,2023JJ00,0
1267,A052910,A052945,2024JJ00,1
1268,A052910,A052946,2021JJ00,20
1269,A052910,A052946,2022JJ00,20
1270,A052910,A052946,2023JJ00,16
1271,A052910,A052946,2024JJ00,18
1272,A052910,A052947,2021JJ00,0
1273,A052910,A052947,2022JJ00,0
1274,A052910,A052947,2023JJ00,0
1275,A052910,A052947,2024JJ00,0
1276,A052910,A052948,2021JJ00,0
1277,A052910,A052948,2022JJ00,0
1278,A052910,A052948,2023JJ00,0
1279,A052910,A052948,2024JJ00,0
1280,A052910,A052949,2021JJ00,20
1281,A052910,A052949,2022JJ00,20
1282,A052910,A052949,2023JJ00,16
1283,A052910,A052949,2024JJ00,18
1284,A052910,A052950,2021JJ00,0
1285,A052910,A052950,2022JJ00,0
1286,A052910,A052950,2023JJ00,0
1287,A052910,A052950,2024JJ00,0
1288,A052910,A052951,2021JJ00,0
1289,A052910,A052951,2022JJ00,0
1290,A052910,A052951,2023JJ00,0
1291,A052910,A052951,2024JJ00,0
1292,A052910,A052952,2021JJ00,0
1293,A052910,A052952,2022JJ00,0
1294,A052910,A052952,2023JJ00,0
1295,A052910,A052952,2024JJ00,0
1296,A052911,T001699,2021JJ00,10222
1297,A052911,T001699,2022JJ00,7432
1298,A052911,T001699,2023JJ00,6108
1299,A052911,T001699,2024JJ00,6165
1300,A052911,A052927,2021JJ00,9282
1301,A052911,A052927,2022JJ00,6769
1302,A052911,A052927,2023JJ00,5771
1303,A052911,A052927,2024JJ00,5799
1304,A052911,A052928,2021JJ00,229
1305,A052911,A052928,2022JJ00,144
1306,A052911,A052928,2023JJ00,89
1307,A052911,A052928,2024JJ00,95
1308,A052911,A052929,2021JJ00,110
1309,A052911,A052929,2022JJ00,64
1310,A052911,A052929,2023JJ00,23
1311,A052911,A052929,2024JJ00,25
1312,A052911,A052930,2021JJ00,115
1313,A052911,A052930,2022JJ00,75
1314,A052911,A052930,2023JJ00,60
1315,A052911,A052930,2024JJ00,64
1316,A052911,A052931,2021JJ00,5
1317,A052911,A052931,2022JJ00,5
1318,A052911,A052931,2023JJ00,5
1319,A052911,A052931,2024JJ00,6
1320,A052911,A052932,2021JJ00,2
1321,A052911,A052932,2022JJ00,2
1322,A052911,A052932,2023JJ00,3
1323,A052911,A052932,2024JJ00,3
1324,A052911,A052933,2021JJ00,166
1325,A052911,A052933,2022JJ00,135
1326,A052911,A052933,2023JJ00,118
1327,A052911,A052933,2024JJ00,125
1328,A052911,A052934,2021JJ00,1159
1329,A052911,A052934,2022JJ00,1190
1330,A052911,A052934,2023JJ00,1339
1331,A052911,A052934,2024JJ00,1382
1332,A052911,A052935,2021JJ00,267
1333,A052911,A052935,2022JJ00,282
1334,A052911,A052935,2023JJ00,280
1335,A052911,A052935,2024JJ00,297
1336,A052911,A052936,2021JJ00,0
1337,A052911,A052936,2022JJ00,0
1338,A052911,A052936,2023JJ00,0
1339,A052911,A052936,2024JJ00,0
1340,A052911,A052937,2021JJ00,1
1341,A052911,A052937,2022JJ00,0
1342,A052911,A052937,2023JJ00,0
1343,A052911,A052937,2024JJ00,0
1344,A052911,A052938,2021JJ00,7052
1345,A052911,A052938,2022JJ00,4817
1346,A052911,A052938,2023JJ00,3927
1347,A052911,A052938,2024JJ00,3842
1348,A052911,A052939,2021JJ00,360
1349,A052911,A052939,2022JJ00,182
1350,A052911,A052939,2023JJ00,0
1351,A052911,A052939,2024JJ00,0
1352,A052911,A052940,2021JJ00,44
1353,A052911,A052940,2022JJ00,16
1354,A052911,A052940,2023JJ00,16
1355,A052911,A052940,2024JJ00,56
1356,A052911,A052941,2021JJ00,0
1357,A052911,A052941,2022JJ00,0
1358,A052911,A052941,2023JJ00,0
1359,A052911,A052941,2024JJ00,0
1360,A052911,A052942,2021JJ00,0
1361,A052911,A052942,2022JJ00,0
1362,A052911,A052942,2023JJ00,0
1363,A052911,A052942,2024JJ00,0
1364,A052911,A052943,2021JJ00,0
1365,A052911,A052943,2022JJ00,0
1366,A052911,A052943,2023JJ00,0
1367,A052911,A052943,2024JJ00,0
1368,A052911,A052944,2021JJ00,0
1369,A052911,A052944,2022JJ00,0
1370,A052911,A052944,2023JJ00,0
1371,A052911,A052944,2024JJ00,0
1372,A052911,A052945,2021JJ00,0
1373,A052911,A052945,2022JJ00,0
1374,A052911,A052945,2023JJ00,0
1375,A052911,A052945,2024JJ00,0
1376,A052911,A052946,2021JJ00,940
1377,A052911,A052946,2022JJ00,663
1378,A052911,A052946,2023JJ00,337
1379,A052911,A052946,2024JJ00,365
1380,A052911,A052947,2021JJ00,0
1381,A052911,A052947,2022JJ00,0
1382,A052911,A052947,2023JJ00,0
1383,A052911,A052947,2024JJ00,0
1384,A052911,A052948,2021JJ00,12
1385,A052911,A052948,2022JJ00,11
1386,A052911,A052948,2023JJ00,10
1387,A052911,A052948,2024JJ00,8
1388,A052911,A052949,2021JJ00,679
1389,A052911,A052949,2022JJ00,578
1390,A052911,A052949,2023JJ00,327
1391,A052911,A052949,2024JJ00,357
1392,A052911,A052950,2021JJ00,0
1393,A052911,A052950,2022JJ00,0
1394,A052911,A052950,2023JJ00,0
1395,A052911,A052950,2024JJ00,0
1396,A052911,A052951,2021JJ00,249
1397,A052911,A052951,2022JJ00,74
1398,A052911,A052951,2023JJ00,0
1399,A052911,A052951,2024JJ00,0
1400,A052911,A052952,2021JJ00,0
1401,A052911,A052952,2022JJ00,0
1402,A052911,A052952,2023JJ00,0
1403,A052911,A052952,2024JJ00,0
1404,A052913,T001699,2021JJ00,8654
1405,A052913,T001699,2022JJ00,9015
1406,A052913,T001699,2023JJ00,9279
1407,A052913,T001699,2024JJ00,9905
1408,A052913,A052927,2021JJ00,3463
1409,A052913,A052927,2022JJ00,3541
1410,A052913,A052927,2023JJ00,3636
1411,A052913,A052927,2024JJ00,3825
1412,A052913,A052928,2021JJ00,3036
1413,A052913,A052928,2022JJ00,3104
1414,A052913,A052928,2023JJ00,3193
1415,A052913,A052928,2024JJ00,3351
1416,A052913,A052929,2021JJ00,1694
1417,A052913,A052929,2022JJ00,1756
1418,A052913,A052929,2023JJ00,1793
1419,A052913,A052929,2024JJ00,1882
1420,A052913,A052930,2021JJ00,1159
1421,A052913,A052930,2022JJ00,1179
1422,A052913,A052930,2023JJ00,1226
1423,A052913,A052930,2024JJ00,1288
1424,A052913,A052931,2021JJ00,183
1425,A052913,A052931,2022JJ00,170
1426,A052913,A052931,2023JJ00,174
