ID,Zorgtype,Zorgaanbieders,Perioden,UitgavenGezondheidsEnWelzijnszorg_1
2813,A052924,A052927,2022JJ00,1495
2814,A052924,A052927,2023JJ00,1601
2815,A052924,A052927,2024JJ00,1625
2816,A052924,A052928,2021JJ00,1428
2817,A052924,A052928,2022JJ00,1495
2818,A052924,A052928,2023JJ00,1601
2819,A052924,A052928,2024JJ00,1625
2820,A052924,A052929,2021JJ00,0
2821,A052924,A052929,2022JJ00,0
2822,A052924,A052929,2023JJ00,0
2823,A052924,A052929,2024JJ00,0
2824,A052924,A052930,2021JJ00,1428
2825,A052924,A052930,2022JJ00,1495
2826,A052924,A052930,2023JJ00,1601
2827,A052924,A052930,2024JJ00,1625
2828,A052924,A052931,2021JJ00,0
2829,A052924,A052931,2022JJ00,0
2830,A052924,A052931,2023JJ00,0
2831,A052924,A052931,2024JJ00,0
2832,A052924,A052932,2021JJ00,0
2833,A052924,A052932,2022JJ00,0
2834,A052924,A052932,2023JJ00,0
2835,A052924,A052932,2024JJ00,0
2836,A052924,A052933,2021JJ00,0
2837,A052924,A052933,2022JJ00,0
2838,A052924,A052933,2023JJ00,0
2839,A052924,A052933,2024JJ00,0
2840,A052924,A052934,2021JJ00,0
2841,A052924,A052934,2022JJ00,0
2842,A052924,A052934,2023JJ00,0
2843,A052924,A052934,2024JJ00,0
2844,A052924,A052935,2021JJ00,0
2845,A052924,A052935,2022JJ00,0
2846,A052924,A052935,2023JJ00,0
2847,A052924,A052935,2024JJ00,0
2848,A052924,A052936,2021JJ00,0
2849,A052924,A052936,2022JJ00,0
2850,A052924,A052936,2023JJ00,0
2851,A052924,A052936,2024JJ00,0
2852,A052924,A052937,2021JJ00,0
2853,A052924,A052937,2022JJ00,0
2854,A052924,A052937,2023JJ00,0
2855,A052924,A052937,2024JJ00,0
2856,A052924,A052938,2021JJ00,0
2857,A052924,A052938,2022JJ00,0
2858,A052924,A052938,2023JJ00,0
2859,A052924,A052938,2024JJ00,0
2860,A052924,A052939,2021JJ00,0
2861,A052924,A052939,2022JJ00,0
2862,A052924,A052939,2023JJ00,0
2863,A052924,A052939,2024JJ00,0
2864,A052924,A052940,2021JJ00,0
2865,A052924,A052940,2022JJ00,0
2866,A052924,A052940,2023JJ00,0
2867,A052924,A052940,2024JJ00,0
2868,A052924,A052941,2021JJ00,0
2869,A052924,A052941,2022JJ00,0
2870,A052924,A052941,2023JJ00,0
2871,A052924,A052941,2024JJ00,0
2872,A052924,A052942,2021JJ00,0
2873,A052924,A052942,2022JJ00,0
2874,A052924,A052942,2023JJ00,0
2875,A052924,A052942,2024JJ00,0
2876,A052924,A052943,2021JJ00,0
2877,A052924,A052943,2022JJ00,0
2878,A052924,A052943,2023JJ00,0
2879,A052924,A052943,2024JJ00,0
2880,A052924,A052944,2021JJ00,0
2881,A052924,A052944,2022JJ00,0
2882,A052924,A052944,2023JJ00,0
2883,A052924,A052944,2024JJ00,0
2884,A052924,A052945,2021JJ00,0
2885,A052924,A052945,2022JJ00,0
2886,A052924,A052945,2023JJ00,0
2887,A052924,A052945,2024JJ00,0
2888,A052924,A052946,2021JJ00,0
2889,A052924,A052946,2022JJ00,0
2890,A052924,A052946,2023JJ00,0
2891,A052924,A052946,2024JJ00,0
2892,A052924,A052947,2021JJ00,0
2893,A052924,A052947,2022JJ00,0
2894,A052924,A052947,2023JJ00,0
2895,A052924,A052947,2024JJ00,0
2896,A052924,A052948,2021JJ00,0
2897,A052924,A052948,2022JJ00,0
2898,A052924,A052948,2023JJ00,0
2899,A052924,A052948,2024JJ00,0
2900,A052924,A052949,2021JJ00,0
2901,A052924,A052949,2022JJ00,0
2902,A052924,A052949,2023JJ00,0
2903,A052924,A052949,2024JJ00,0
2904,A052924,A052950,2021JJ00,0
2905,A052924,A052950,2022JJ00,0
2906,A052924,A052950,2023JJ00,0
2907,A052924,A052950,2024JJ00,0
2908,A052924,A052951,2021JJ00,0
2909,A052924,A052951,2022JJ00,0
2910,A052924,A052951,2023JJ00,0
2911,A052924,A052951,2024JJ00,0
2912,A052924,A052952,2021JJ00,0
2913,A052924,A052952,2022JJ00,0
2914,A052924,A052952,2023JJ00,0
2915,A052924,A052952,2024JJ00,0
2916,A052925,T001699,2021JJ00,3677
2917,A052925,T001699,2022JJ00,3767
2918,A052925,T001699,2023JJ00,3873
2919,A052925,T001699,2024JJ00,4181
2920,A052925,A052927,2021JJ00,25
2921,A052925,A052927,2022JJ00,23
2922,A052925,A052927,2023JJ00,24
2923,A052925,A052927,2024JJ00,22
2924,A052925,A052928,2021JJ00,0
2925,A052925,A052928,2022JJ00,0
2926,A052925,A052928,2023JJ00,0
2927,A052925,A052928,2024JJ00,0
2928,A052925,A052929,2021JJ00,0
2929,A052925,A052929,2022JJ00,0
2930,A052925,A052929,2023JJ00,0
2931,A052925,A052929,2024JJ00,0
2932,A052925,A052930,2021JJ00,0
2933,A052925,A052930,2022JJ00,0
2934,A052925,A052930,2023JJ00,0
2935,A052925,A052930,2024JJ00,0
2936,A052925,A052931,2021JJ00,0
2937,A052925,A052931,2022JJ00,0
2938,A052925,A052931,2023JJ00,0
2939,A052925,A052931,2024JJ00,0
2940,A052925,A052932,2021JJ00,0
2941,A052925,A052932,2022JJ00,0
2942,A052925,A052932,2023JJ00,0
2943,A052925,A052932,2024JJ00,0
2944,A052925,A052933,2021JJ00,0
2945,A052925,A052933,2022JJ00,0
2946,A052925,A052933,2023JJ00,0
2947,A052925,A052933,2024JJ00,0
2948,A052925,A052934,2021JJ00,0
2949,A052925,A052934,2022JJ00,0
2950,A052925,A052934,2023JJ00,0
2951,A052925,A052934,2024JJ00,0
2952,A052925,A052935,2021JJ00,0
2953,A052925,A052935,2022JJ00,0
2954,A052925,A052935,2023JJ00,0
2955,A052925,A052935,2024JJ00,0
2956,A052925,A052936,2021JJ00,0
2957,A052925,A052936,2022JJ00,0
2958,A052925,A052936,2023JJ00,0
2959,A052925,A052936,2024JJ00,0
2960,A052925,A052937,2021JJ00,0
2961,A052925,A052937,2022JJ00,0
2962,A052925,A052937,2023JJ00,0
2963,A052925,A052937,2024JJ00,0
2964,A052925,A052938,2021JJ00,25
2965,A052925,A052938,2022JJ00,23
2966,A052925,A052938,2023JJ00,24
2967,A052925,A052938,2024JJ00,22
2968,A052925,A052939,2021JJ00,0
2969,A052925,A052939,2022JJ00,0
2970,A052925,A052939,2023JJ00,0
2971,A052925,A052939,2024JJ00,0
2972,A052925,A052940,2021JJ00,0
2973,A052925,A052940,2022JJ00,0
2974,A052925,A052940,2023JJ00,0
2975,A052925,A052940,2024JJ00,0
2976,A052925,A052941,2021JJ00,0
2977,A052925,A052941,2022JJ00,0
2978,A052925,A052941,2023JJ00,0
2979,A052925,A052941,2024JJ00,0
2980,A052925,A052942,2021JJ00,0
2981,A052925,A052942,2022JJ00,0
2982,A052925,A052942,2023JJ00,0
2983,A052925,A052942,2024JJ00,0
2984,A052925,A052943,2021JJ00,0
2985,A052925,A052943,2022JJ00,0
2986,A052925,A052943,2023JJ00,0
2987,A052925,A052943,2024JJ00,0
2988,A052925,A052944,2021JJ00,0
2989,A052925,A052944,2022JJ00,0
2990,A052925,A052944,2023JJ00,0
2991,A052925,A052944,2024JJ00,0
2992,A052925,A052945,2021JJ00,0
2993,A052925,A052945,2022JJ00,0
2994,A052925,A052945,2023JJ00,0
2995,A052925,A052945,2024JJ00,0
2996,A052925,A052946,2021JJ00,3653
2997,A052925,A052946,2022JJ00,3744
2998,A052925,A052946,2023JJ00,3850
2999,A052925,A052946,2024JJ00,4158
3000,A052925,A052947,2021JJ00,0
3001,A052925,A052947,2022JJ00,0
3002,A052925,A052947,2023JJ00,0
3003,A052925,A052947,2024JJ00,0
3004,A052925,A052948,2021JJ00,0
3005,A052925,A052948,2022JJ00,0
3006,A052925,A052948,2023JJ00,0
3007,A052925,A052948,2024JJ00,0
3008,A052925,A052949,2021JJ00,0
3009,A052925,A052949,2022JJ00,0
3010,A052925,A052949,2023JJ00,0
3011,A052925,A052949,2024JJ00,0
3012,A052925,A052950,2021JJ00,0
3013,A052925,A052950,2022JJ00,0
3014,A052925,A052950,2023JJ00,0
3015,A052925,A052950,2024JJ00,0
3016,A052925,A052951,2021JJ00,0
3017,A052925,A052951,2022JJ00,0
3018,A052925,A052951,2023JJ00,0
3019,A052925,A052951,2024JJ00,0
3020,A052925,A052952,2021JJ00,3653
3021,A052925,A052952,2022JJ00,3744
3022,A052925,A052952,2023JJ00,3850
3023,A052925,A052952,2024JJ00,4158
