ID,Woningkenmerken,RegioS,Perioden,GemiddeldAardgasverbruik_1,GemiddeldeElektriciteitslevering_2,GemiddeldeNettoElektriciteitslevering_3,Stadsverwarming_4
10850,ZW25810,GM0394,2015JJ00,860.0,2170.0,,
10851,ZW25810,GM0394,2016JJ00,840.0,2060.0,,
10852,ZW25810,GM0394,2017JJ00,800.0,2020.0,,
10853,ZW25810,GM0394,2018JJ00,800.0,2000.0,,
10854,ZW25810,GM0394,2019JJ00,750.0,1960.0,,
10855,ZW25810,GM0394,2020JJ00,720.0,1990.0,,
10856,ZW25810,GM0394,2021JJ00,800.0,2040.0,1990.0,
10857,ZW25810,GM0394,2022JJ00,610.0,1860.0,1790.0,
10858,ZW25810,GM0394,2023JJ00,560.0,1810.0,1730.0,
10859,ZW25810,GM0394,2024JJ00,540.0,1810.0,1720.0,
10860,ZW25810,GM1655,2010JJ00,1200.0,2150.0,,
10861,ZW25810,GM1655,2011JJ00,950.0,2150.0,,
10862,ZW25810,GM1655,2012JJ00,1100.0,2150.0,,
10863,ZW25810,GM1655,2013JJ00,1100.0,2050.0,,
10864,ZW25810,GM1655,2014JJ00,800.0,1950.0,,
10865,ZW25810,GM1655,2015JJ00,860.0,1960.0,,
10866,ZW25810,GM1655,2016JJ00,910.0,1870.0,,
10867,ZW25810,GM1655,2017JJ00,850.0,1860.0,,
10868,ZW25810,GM1655,2018JJ00,890.0,1830.0,,
10869,ZW25810,GM1655,2019JJ00,810.0,1810.0,,
10870,ZW25810,GM1655,2020JJ00,740.0,1910.0,,
10871,ZW25810,GM1655,2021JJ00,870.0,1910.0,1860.0,
10872,ZW25810,GM1655,2022JJ00,670.0,1800.0,1730.0,
10873,ZW25810,GM1655,2023JJ00,630.0,1770.0,1660.0,
10874,ZW25810,GM1655,2024JJ00,620.0,1760.0,1660.0,
10875,ZW25810,GM0160,2010JJ00,1350.0,2450.0,,
10876,ZW25810,GM0160,2011JJ00,1050.0,2450.0,,
10877,ZW25810,GM0160,2012JJ00,1000.0,2400.0,,
10878,ZW25810,GM0160,2013JJ00,1100.0,2250.0,,
10879,ZW25810,GM0160,2014JJ00,750.0,2150.0,,
10880,ZW25810,GM0160,2015JJ00,880.0,2230.0,,
10881,ZW25810,GM0160,2016JJ00,810.0,2060.0,,
10882,ZW25810,GM0160,2017JJ00,790.0,2070.0,,
10883,ZW25810,GM0160,2018JJ00,800.0,2010.0,,
10884,ZW25810,GM0160,2019JJ00,730.0,2010.0,,
10885,ZW25810,GM0160,2020JJ00,770.0,2070.0,,
10886,ZW25810,GM0160,2021JJ00,910.0,2130.0,2050.0,
10887,ZW25810,GM0160,2022JJ00,710.0,1980.0,1870.0,
10888,ZW25810,GM0160,2023JJ00,650.0,1910.0,1760.0,
10889,ZW25810,GM0160,2024JJ00,630.0,1910.0,1730.0,
10890,ZW25810,GM0243,2010JJ00,1200.0,2400.0,,
10891,ZW25810,GM0243,2011JJ00,900.0,2350.0,,
10892,ZW25810,GM0243,2012JJ00,1000.0,2300.0,,
10893,ZW25810,GM0243,2013JJ00,1050.0,2250.0,,
10894,ZW25810,GM0243,2014JJ00,800.0,2200.0,,
10895,ZW25810,GM0243,2015JJ00,850.0,2150.0,,
10896,ZW25810,GM0243,2016JJ00,840.0,2090.0,,
10897,ZW25810,GM0243,2017JJ00,830.0,2050.0,,
10898,ZW25810,GM0243,2018JJ00,790.0,2000.0,,
10899,ZW25810,GM0243,2019JJ00,770.0,1970.0,,
10900,ZW25810,GM0243,2020JJ00,750.0,2010.0,,
10901,ZW25810,GM0243,2021JJ00,840.0,2050.0,2010.0,
10902,ZW25810,GM0243,2022JJ00,640.0,1880.0,1820.0,
10903,ZW25810,GM0243,2023JJ00,570.0,1850.0,1770.0,
10904,ZW25810,GM0243,2024JJ00,540.0,1840.0,1770.0,
10905,ZW25810,GM0523,2010JJ00,1050.0,2150.0,,
10906,ZW25810,GM0523,2011JJ00,800.0,2150.0,,
10907,ZW25810,GM0523,2012JJ00,850.0,2150.0,,
10908,ZW25810,GM0523,2013JJ00,900.0,2100.0,,
10909,ZW25810,GM0523,2014JJ00,650.0,2100.0,,
10910,ZW25810,GM0523,2015JJ00,770.0,2100.0,,
10911,ZW25810,GM0523,2016JJ00,800.0,2090.0,,
10912,ZW25810,GM0523,2017JJ00,780.0,2080.0,,
10913,ZW25810,GM0523,2018JJ00,770.0,2060.0,,
10914,ZW25810,GM0523,2019JJ00,720.0,1980.0,,
10915,ZW25810,GM0523,2020JJ00,700.0,1950.0,,
10916,ZW25810,GM0523,2021JJ00,780.0,2010.0,1880.0,
10917,ZW25810,GM0523,2022JJ00,600.0,1860.0,1690.0,
10918,ZW25810,GM0523,2023JJ00,550.0,1820.0,1640.0,
10919,ZW25810,GM0523,2024JJ00,540.0,1830.0,1650.0,
10920,ZW25810,GM0017,2010JJ00,1600.0,2150.0,,
10921,ZW25810,GM0017,2011JJ00,1200.0,2150.0,,
10922,ZW25810,GM0017,2012JJ00,1300.0,2150.0,,
10923,ZW25810,GM0017,2013JJ00,1350.0,2050.0,,
10924,ZW25810,GM0017,2014JJ00,1000.0,2000.0,,
10925,ZW25810,GM0017,2015JJ00,1080.0,1960.0,,
10926,ZW25810,GM0017,2016JJ00,1160.0,1910.0,,
10927,ZW25810,GM0017,2017JJ00,1110.0,1900.0,,
10928,ZW25810,GM0017,2018JJ00,1110.0,1860.0,,
10929,ZW25810,GM0017,2019JJ00,,,,
10930,ZW25810,GM0017,2020JJ00,,,,
10931,ZW25810,GM0017,2021JJ00,,,,
10932,ZW25810,GM0017,2022JJ00,,,,
10933,ZW25810,GM0017,2023JJ00,,,,
10934,ZW25810,GM0017,2024JJ00,,,,
10935,ZW25810,GM0395,2010JJ00,1000.0,1950.0,,
10936,ZW25810,GM0395,2011JJ00,800.0,1950.0,,
10937,ZW25810,GM0395,2012JJ00,850.0,1900.0,,
10938,ZW25810,GM0395,2013JJ00,,,,
10939,ZW25810,GM0395,2014JJ00,,,,
10940,ZW25810,GM0395,2015JJ00,,,,
10941,ZW25810,GM0395,2016JJ00,,,,
10942,ZW25810,GM0395,2017JJ00,,,,
10943,ZW25810,GM0395,2018JJ00,,,,
10944,ZW25810,GM0395,2019JJ00,,,,
10945,ZW25810,GM0395,2020JJ00,,,,
10946,ZW25810,GM0395,2021JJ00,,,,
10947,ZW25810,GM0395,2022JJ00,,,,
10948,ZW25810,GM0395,2023JJ00,,,,
10949,ZW25810,GM0395,2024JJ00,,,,
10950,ZW25810,GM0072,2010JJ00,1350.0,2000.0,,
10951,ZW25810,GM0072,2011JJ00,1050.0,2050.0,,
10952,ZW25810,GM0072,2012JJ00,1150.0,2050.0,,
10953,ZW25810,GM0072,2013JJ00,1100.0,2000.0,,
10954,ZW25810,GM0072,2014JJ00,850.0,1900.0,,
10955,ZW25810,GM0072,2015JJ00,960.0,1940.0,,
10956,ZW25810,GM0072,2016JJ00,900.0,1870.0,,
10957,ZW25810,GM0072,2017JJ00,780.0,1800.0,,
10958,ZW25810,GM0072,2018JJ00,820.0,1770.0,,
10959,ZW25810,GM0072,2019JJ00,820.0,1860.0,,
10960,ZW25810,GM0072,2020JJ00,870.0,1870.0,,
10961,ZW25810,GM0072,2021JJ00,930.0,1870.0,1770.0,
10962,ZW25810,GM0072,2022JJ00,720.0,1730.0,1610.0,
10963,ZW25810,GM0072,2023JJ00,580.0,1780.0,1580.0,
10964,ZW25810,GM0072,2024JJ00,560.0,1760.0,1540.0,
10965,ZW25810,GM0244,2010JJ00,1250.0,2250.0,,
10966,ZW25810,GM0244,2011JJ00,1000.0,2150.0,,
10967,ZW25810,GM0244,2012JJ00,1100.0,2150.0,,
10968,ZW25810,GM0244,2013JJ00,1100.0,2000.0,,
10969,ZW25810,GM0244,2014JJ00,850.0,1950.0,,
10970,ZW25810,GM0244,2015JJ00,960.0,1960.0,,
10971,ZW25810,GM0244,2016JJ00,950.0,1870.0,,
10972,ZW25810,GM0244,2017JJ00,940.0,1860.0,,
10973,ZW25810,GM0244,2018JJ00,930.0,1920.0,,
10974,ZW25810,GM0244,2019JJ00,880.0,1900.0,,
10975,ZW25810,GM0244,2020JJ00,850.0,1870.0,,
10976,ZW25810,GM0244,2021JJ00,1010.0,1960.0,1920.0,
10977,ZW25810,GM0244,2022JJ00,720.0,1860.0,1820.0,
10978,ZW25810,GM0244,2023JJ00,660.0,1810.0,1750.0,
10979,ZW25810,GM0244,2024JJ00,650.0,1800.0,1720.0,
10980,ZW25810,GM0396,2010JJ00,1300.0,2150.0,,
10981,ZW25810,GM0396,2011JJ00,1000.0,2150.0,,
10982,ZW25810,GM0396,2012JJ00,1100.0,2200.0,,
10983,ZW25810,GM0396,2013JJ00,1050.0,2100.0,,
10984,ZW25810,GM0396,2014JJ00,850.0,2050.0,,
10985,ZW25810,GM0396,2015JJ00,890.0,2010.0,,
10986,ZW25810,GM0396,2016JJ00,930.0,1950.0,,
10987,ZW25810,GM0396,2017JJ00,870.0,1940.0,,
10988,ZW25810,GM0396,2018JJ00,890.0,1910.0,,
10989,ZW25810,GM0396,2019JJ00,830.0,1860.0,,
10990,ZW25810,GM0396,2020JJ00,800.0,1900.0,,
10991,ZW25810,GM0396,2021JJ00,890.0,1940.0,1920.0,
10992,ZW25810,GM0396,2022JJ00,670.0,1770.0,1750.0,
10993,ZW25810,GM0396,2023JJ00,610.0,1710.0,1680.0,
10994,ZW25810,GM0396,2024JJ00,580.0,1720.0,1670.0,
10995,ZW25810,GM0397,2010JJ00,1350.0,2300.0,,
10996,ZW25810,GM0397,2011JJ00,1050.0,2300.0,,
10997,ZW25810,GM0397,2012JJ00,1100.0,2350.0,,
10998,ZW25810,GM0397,2013JJ00,1100.0,2250.0,,
10999,ZW25810,GM0397,2014JJ00,850.0,2200.0,,
11000,ZW25810,GM0397,2015JJ00,910.0,2190.0,,
11001,ZW25810,GM0397,2016JJ00,1070.0,2140.0,,
11002,ZW25810,GM0397,2017JJ00,1040.0,2110.0,,
11003,ZW25810,GM0397,2018JJ00,1020.0,2090.0,,
11004,ZW25810,GM0397,2019JJ00,950.0,2050.0,,
11005,ZW25810,GM0397,2020JJ00,880.0,2010.0,,
11006,ZW25810,GM0397,2021JJ00,1010.0,2090.0,2050.0,
11007,ZW25810,GM0397,2022JJ00,770.0,1910.0,1850.0,
11008,ZW25810,GM0397,2023JJ00,700.0,1830.0,1760.0,
11009,ZW25810,GM0397,2024JJ00,680.0,1820.0,1750.0,
11010,ZW25810,GM0246,2010JJ00,1150.0,2050.0,,
11011,ZW25810,GM0246,2011JJ00,900.0,2150.0,,
11012,ZW25810,GM0246,2012JJ00,1000.0,2150.0,,
11013,ZW25810,GM0246,2013JJ00,1050.0,1950.0,,
11014,ZW25810,GM0246,2014JJ00,800.0,1950.0,,
11015,ZW25810,GM0246,2015JJ00,1120.0,2220.0,,
11016,ZW25810,GM0246,2016JJ00,930.0,1860.0,,
11017,ZW25810,GM0246,2017JJ00,880.0,1830.0,,
11018,ZW25810,GM0246,2018JJ00,930.0,1830.0,,
11019,ZW25810,GM0246,2019JJ00,900.0,1840.0,,
11020,ZW25810,GM0246,2020JJ00,910.0,2070.0,,
11021,ZW25810,GM0246,2021JJ00,1060.0,2190.0,2050.0,
11022,ZW25810,GM0246,2022JJ00,820.0,2030.0,1820.0,
11023,ZW25810,GM0246,2023JJ00,740.0,1990.0,1710.0,
11024,ZW25810,GM0246,2024JJ00,720.0,2000.0,1670.0,
11025,ZW25810,GM0074,2010JJ00,1250.0,1950.0,,
11026,ZW25810,GM0074,2011JJ00,1000.0,1950.0,,
11027,ZW25810,GM0074,2012JJ00,1000.0,1950.0,,
11028,ZW25810,GM0074,2013JJ00,1100.0,1950.0,,
11029,ZW25810,GM0074,2014JJ00,800.0,1850.0,,
11030,ZW25810,GM0074,2015JJ00,900.0,1860.0,,
11031,ZW25810,GM0074,2016JJ00,1020.0,1790.0,,
11032,ZW25810,GM0074,2017JJ00,970.0,1760.0,,
11033,ZW25810,GM0074,2018JJ00,900.0,1720.0,,
11034,ZW25810,GM0074,2019JJ00,840.0,1690.0,,
11035,ZW25810,GM0074,2020JJ00,810.0,1730.0,,
11036,ZW25810,GM0074,2021JJ00,920.0,1810.0,1770.0,
11037,ZW25810,GM0074,2022JJ00,700.0,1680.0,1630.0,
11038,ZW25810,GM0074,2023JJ00,620.0,1630.0,1560.0,
11039,ZW25810,GM0074,2024JJ00,600.0,1630.0,1560.0,
11040,ZW25810,GM0398,2010JJ00,900.0,2100.0,,
11041,ZW25810,GM0398,2011JJ00,700.0,2100.0,,
11042,ZW25810,GM0398,2012JJ00,750.0,2050.0,,
11043,ZW25810,GM0398,2013JJ00,750.0,2050.0,,
11044,ZW25810,GM0398,2014JJ00,600.0,2000.0,,
11045,ZW25810,GM0398,2015JJ00,620.0,1990.0,,
11046,ZW25810,GM0398,2016JJ00,640.0,1940.0,,
11047,ZW25810,GM0398,2017JJ00,630.0,1940.0,,
11048,ZW25810,GM0398,2018JJ00,610.0,1930.0,,
11049,ZW25810,GM0398,2019JJ00,580.0,1910.0,,
11050,ZW25810,GM0398,2020JJ00,530.0,1930.0,,
11051,ZW25810,GM0398,2021JJ00,560.0,1930.0,1860.0,
11052,ZW25810,GM0398,2022JJ00,,,,
11053,ZW25810,GM0398,2023JJ00,,,,
11054,ZW25810,GM0398,2024JJ00,,,,
11055,ZW25810,GM0917,2010JJ00,1200.0,2200.0,,
11056,ZW25810,GM0917,2011JJ00,850.0,2150.0,,
11057,ZW25810,GM0917,2012JJ00,950.0,2200.0,,
11058,ZW25810,GM0917,2013JJ00,1050.0,2150.0,,
11059,ZW25810,GM0917,2014JJ00,750.0,2100.0,,
11060,ZW25810,GM0917,2015JJ00,820.0,2050.0,,
11061,ZW25810,GM0917,2016JJ00,860.0,2010.0,,
11062,ZW25810,GM0917,2017JJ00,820.0,1980.0,,
11063,ZW25810,GM0917,2018JJ00,820.0,1960.0,,
11064,ZW25810,GM0917,2019JJ00,760.0,1940.0,,
11065,ZW25810,GM0917,2020JJ00,750.0,1910.0,,
11066,ZW25810,GM0917,2021JJ00,820.0,1940.0,1930.0,
11067,ZW25810,GM0917,2022JJ00,630.0,1820.0,1810.0,
11068,ZW25810,GM0917,2023JJ00,590.0,1780.0,1740.0,
11069,ZW25810,GM0917,2024JJ00,570.0,1770.0,1730.0,
11070,ZW25810,GM1658,2010JJ00,1200.0,2300.0,,
11071,ZW25810,GM1658,2011JJ00,950.0,2300.0,,
11072,ZW25810,GM1658,2012JJ00,1000.0,2350.0,,
11073,ZW25810,GM1658,2013JJ00,1100.0,2250.0,,
11074,ZW25810,GM1658,2014JJ00,800.0,2250.0,,
11075,ZW25810,GM1658,2015JJ00,840.0,2200.0,,
11076,ZW25810,GM1658,2016JJ00,890.0,2200.0,,
11077,ZW25810,GM1658,2017JJ00,870.0,2160.0,,
11078,ZW25810,GM1658,2018JJ00,890.0,2090.0,,
11079,ZW25810,GM1658,2019JJ00,820.0,2070.0,,
11080,ZW25810,GM1658,2020JJ00,830.0,2230.0,,
11081,ZW25810,GM1658,2021JJ00,990.0,2290.0,2220.0,
11082,ZW25810,GM1658,2022JJ00,760.0,2130.0,2030.0,
11083,ZW25810,GM1658,2023JJ00,710.0,2060.0,1890.0,
11084,ZW25810,GM1658,2024JJ00,680.0,2100.0,1880.0,
11085,ZW25810,GM0399,2010JJ00,1050.0,2250.0,,
11086,ZW25810,GM0399,2011JJ00,850.0,2250.0,,
11087,ZW25810,GM0399,2012JJ00,800.0,2150.0,,
11088,ZW25810,GM0399,2013JJ00,900.0,2050.0,,
11089,ZW25810,GM0399,2014JJ00,650.0,2000.0,,
11090,ZW25810,GM0399,2015JJ00,710.0,1960.0,,
11091,ZW25810,GM0399,2016JJ00,780.0,1920.0,,
11092,ZW25810,GM0399,2017JJ00,750.0,1910.0,,
11093,ZW25810,GM0399,2018JJ00,770.0,1870.0,,
11094,ZW25810,GM0399,2019JJ00,730.0,1800.0,,
11095,ZW25810,GM0399,2020JJ00,680.0,1780.0,,
11096,ZW25810,GM0399,2021JJ00,770.0,1770.0,1470.0,
11097,ZW25810,GM0399,2022JJ00,590.0,1580.0,1280.0,
11098,ZW25810,GM0399,2023JJ00,550.0,1550.0,1210.0,
11099,ZW25810,GM0399,2024JJ00,530.0,1540.0,1150.0,
11100,ZW25810,GM0400,2010JJ00,1300.0,1950.0,,
11101,ZW25810,GM0400,2011JJ00,1000.0,2000.0,,
11102,ZW25810,GM0400,2012JJ00,1100.0,2000.0,,
11103,ZW25810,GM0400,2013JJ00,1150.0,1950.0,,
11104,ZW25810,GM0400,2014JJ00,900.0,1900.0,,
11105,ZW25810,GM0400,2015JJ00,920.0,1860.0,,
11106,ZW25810,GM0400,2016JJ00,970.0,1840.0,,
11107,ZW25810,GM0400,2017JJ00,920.0,1820.0,,
11108,ZW25810,GM0400,2018JJ00,930.0,1810.0,,
11109,ZW25810,GM0400,2019JJ00,880.0,1770.0,,
11110,ZW25810,GM0400,2020JJ00,840.0,1760.0,,
11111,ZW25810,GM0400,2021JJ00,930.0,1800.0,1780.0,
11112,ZW25810,GM0400,2022JJ00,710.0,1660.0,1630.0,
11113,ZW25810,GM0400,2023JJ00,660.0,1620.0,1570.0,
11114,ZW25810,GM0400,2024JJ00,640.0,1600.0,1540.0,
11115,ZW25810,GM0163,2010JJ00,1300.0,2300.0,,
11116,ZW25810,GM0163,2011JJ00,950.0,2200.0,,
11117,ZW25810,GM0163,2012JJ00,1050.0,2250.0,,
11118,ZW25810,GM0163,2013JJ00,1050.0,2150.0,,
11119,ZW25810,GM0163,2014JJ00,750.0,2050.0,,
11120,ZW25810,GM0163,2015JJ00,880.0,2120.0,,
11121,ZW25810,GM0163,2016JJ00,900.0,2030.0,,
11122,ZW25810,GM0163,2017JJ00,860.0,2030.0,,
11123,ZW25810,GM0163,2018JJ00,850.0,2010.0,,
11124,ZW25810,GM0163,2019JJ00,800.0,1980.0,,
11125,ZW25810,GM0163,2020JJ00,820.0,2040.0,,
11126,ZW25810,GM0163,2021JJ00,910.0,2070.0,1960.0,
11127,ZW25810,GM0163,2022JJ00,690.0,1910.0,1740.0,
11128,ZW25810,GM0163,2023JJ00,640.0,1860.0,1660.0,
11129,ZW25810,GM0163,2024JJ00,630.0,1880.0,1650.0,
11130,ZW25810,GM0530,2010JJ00,1150.0,2550.0,,
11131,ZW25810,GM0530,2011JJ00,900.0,2500.0,,
11132,ZW25810,GM0530,2012JJ00,950.0,2500.0,,
11133,ZW25810,GM0530,2013JJ00,1000.0,2300.0,,
11134,ZW25810,GM0530,2014JJ00,750.0,2250.0,,
11135,ZW25810,GM0530,2015JJ00,800.0,2250.0,,
11136,ZW25810,GM0530,2016JJ00,790.0,2140.0,,
11137,ZW25810,GM0530,2017JJ00,770.0,2100.0,,
11138,ZW25810,GM0530,2018JJ00,790.0,2090.0,,
11139,ZW25810,GM0530,2019JJ00,720.0,2020.0,,
11140,ZW25810,GM0530,2020JJ00,710.0,2040.0,,
11141,ZW25810,GM0530,2021JJ00,760.0,2050.0,2020.0,
11142,ZW25810,GM0530,2022JJ00,570.0,1870.0,1820.0,
11143,ZW25810,GM0530,2023JJ00,,,,
11144,ZW25810,GM0530,2024JJ00,,,,
11145,ZW25810,GM0794,2010JJ00,950.0,2350.0,,
11146,ZW25810,GM0794,2011JJ00,750.0,2300.0,,
11147,ZW25810,GM0794,2012JJ00,750.0,2300.0,,
11148,ZW25810,GM0794,2013JJ00,800.0,2250.0,,
11149,ZW25810,GM0794,2014JJ00,600.0,2150.0,,
11150,ZW25810,GM0794,2015JJ00,640.0,2160.0,,
11151,ZW25810,GM0794,2016JJ00,690.0,2110.0,,
11152,ZW25810,GM0794,2017JJ00,680.0,2070.0,,
11153,ZW25810,GM0794,2018JJ00,680.0,2060.0,,
11154,ZW25810,GM0794,2019JJ00,640.0,2040.0,,
11155,ZW25810,GM0794,2020JJ00,630.0,2050.0,,
11156,ZW25810,GM0794,2021JJ00,710.0,2050.0,2020.0,
11157,ZW25810,GM0794,2022JJ00,560.0,1940.0,1880.0,
11158,ZW25810,GM0794,2023JJ00,510.0,1890.0,1800.0,
11159,ZW25810,GM0794,2024JJ00,480.0,1920.0,1820.0,
11160,ZW25810,GM0531,2010JJ00,1250.0,2150.0,,
11161,ZW25810,GM0531,2011JJ00,900.0,2100.0,,
11162,ZW25810,GM0531,2012JJ00,1000.0,2150.0,,
11163,ZW25810,GM0531,2013JJ00,950.0,2100.0,,
11164,ZW25810,GM0531,2014JJ00,750.0,2100.0,,
11165,ZW25810,GM0531,2015JJ00,800.0,2100.0,,
11166,ZW25810,GM0531,2016JJ00,820.0,2090.0,,
11167,ZW25810,GM0531,2017JJ00,800.0,2060.0,,
11168,ZW25810,GM0531,2018JJ00,770.0,2060.0,,
11169,ZW25810,GM0531,2019JJ00,710.0,2050.0,,
11170,ZW25810,GM0531,2020JJ00,700.0,2060.0,,
11171,ZW25810,GM0531,2021JJ00,770.0,2110.0,2040.0,
11172,ZW25810,GM0531,2022JJ00,580.0,1950.0,1870.0,
11173,ZW25810,GM0531,2023JJ00,550.0,1900.0,1790.0,
11174,ZW25810,GM0531,2024JJ00,520.0,1910.0,1790.0,
11175,ZW25810,GM0164,2010JJ00,1250.0,2350.0,,
11176,ZW25810,GM0164,2011JJ00,950.0,2350.0,,
11177,ZW25810,GM0164,2012JJ00,1050.0,2350.0,,
11178,ZW25810,GM0164,2013JJ00,1050.0,2300.0,,
11179,ZW25810,GM0164,2014JJ00,800.0,2200.0,,
11180,ZW25810,GM0164,2015JJ00,840.0,2130.0,,
11181,ZW25810,GM0164,2016JJ00,880.0,2080.0,,
11182,ZW25810,GM0164,2017JJ00,840.0,2040.0,,
11183,ZW25810,GM0164,2018JJ00,820.0,1980.0,,
11184,ZW25810,GM0164,2019JJ00,720.0,1920.0,,
11185,ZW25810,GM0164,2020JJ00,700.0,1910.0,,
11186,ZW25810,GM0164,2021JJ00,790.0,1930.0,1910.0,
11187,ZW25810,GM0164,2022JJ00,610.0,1790.0,1770.0,
11188,ZW25810,GM0164,2023JJ00,570.0,1740.0,1710.0,
11189,ZW25810,GM0164,2024JJ00,560.0,1750.0,1690.0,
11190,ZW25810,GM0796,2010JJ00,1250.0,2450.0,,
11191,ZW25810,GM0796,2011JJ00,950.0,2400.0,,
11192,ZW25810,GM0796,2012JJ00,1000.0,2400.0,,
11193,ZW25810,GM0796,2013JJ00,1050.0,2300.0,,
11194,ZW25810,GM0796,2014JJ00,800.0,2250.0,,
11195,ZW25810,GM0796,2015JJ00,840.0,2210.0,,
11196,ZW25810,GM0796,2016JJ00,880.0,2180.0,,
11197,ZW25810,GM0796,2017JJ00,840.0,2160.0,,
11198,ZW25810,GM0796,2018JJ00,840.0,2120.0,,
11199,ZW25810,GM0796,2019JJ00,770.0,2070.0,,
11200,ZW25810,GM0796,2020JJ00,740.0,2060.0,,
11201,ZW25810,GM0796,2021JJ00,820.0,2120.0,2090.0,
11202,ZW25810,GM0796,2022JJ00,610.0,1940.0,1900.0,
11203,ZW25810,GM0796,2023JJ00,560.0,1870.0,1820.0,
11204,ZW25810,GM0796,2024JJ00,530.0,1890.0,1830.0,
11205,ZW25810,GM0252,2010JJ00,1200.0,2550.0,,
11206,ZW25810,GM0252,2011JJ00,950.0,2600.0,,
11207,ZW25810,GM0252,2012JJ00,1000.0,2550.0,,
11208,ZW25810,GM0252,2013JJ00,950.0,2150.0,,
11209,ZW25810,GM0252,2014JJ00,700.0,2100.0,,
11210,ZW25810,GM0252,2015JJ00,790.0,2080.0,,
11211,ZW25810,GM0252,2016JJ00,830.0,1950.0,,
11212,ZW25810,GM0252,2017JJ00,820.0,1940.0,,
11213,ZW25810,GM0252,2018JJ00,810.0,1900.0,,
11214,ZW25810,GM0252,2019JJ00,750.0,1850.0,,
11215,ZW25810,GM0252,2020JJ00,700.0,1870.0,,
11216,ZW25810,GM0252,2021JJ00,790.0,1920.0,1860.0,
11217,ZW25810,GM0252,2022JJ00,590.0,1810.0,1730.0,
11218,ZW25810,GM0252,2023JJ00,550.0,1720.0,1640.0,
11219,ZW25810,GM0252,2024JJ00,540.0,1770.0,1670.0,
11220,ZW25810,GM0797,2010JJ00,1150.0,2300.0,,
11221,ZW25810,GM0797,2011JJ00,850.0,2250.0,,
11222,ZW25810,GM0797,2012JJ00,900.0,2350.0,,
11223,ZW25810,GM0797,2013JJ00,950.0,2350.0,,
11224,ZW25810,GM0797,2014JJ00,700.0,2300.0,,
11225,ZW25810,GM0797,2015JJ00,760.0,2290.0,,
11226,ZW25810,GM0797,2016JJ00,800.0,2230.0,,
11227,ZW25810,GM0797,2017JJ00,770.0,2210.0,,
11228,ZW25810,GM0797,2018JJ00,780.0,2180.0,,
11229,ZW25810,GM0797,2019JJ00,750.0,2130.0,,
11230,ZW25810,GM0797,2020JJ00,750.0,2080.0,,
11231,ZW25810,GM0797,2021JJ00,810.0,2130.0,2080.0,
11232,ZW25810,GM0797,2022JJ00,630.0,1990.0,1920.0,
11233,ZW25810,GM0797,2023JJ00,580.0,1900.0,1810.0,
11234,ZW25810,GM0797,2024JJ00,570.0,1900.0,1790.0,
11235,ZW25810,GM0534,2010JJ00,1200.0,2200.0,,
11236,ZW25810,GM0534,2011JJ00,950.0,2250.0,,
11237,ZW25810,GM0534,2012JJ00,1000.0,2200.0,,
11238,ZW25810,GM0534,2013JJ00,1000.0,2150.0,,
11239,ZW25810,GM0534,2014JJ00,800.0,2100.0,,
11240,ZW25810,GM0534,2015JJ00,850.0,2070.0,,
11241,ZW25810,GM0534,2016JJ00,830.0,2030.0,,
11242,ZW25810,GM0534,2017JJ00,810.0,2030.0,,
11243,ZW25810,GM0534,2018JJ00,770.0,2020.0,,
11244,ZW25810,GM0534,2019JJ00,740.0,1980.0,,
11245,ZW25810,GM0534,2020JJ00,720.0,1980.0,,
11246,ZW25810,GM0534,2021JJ00,800.0,2030.0,2000.0,
11247,ZW25810,GM0534,2022JJ00,610.0,1870.0,1830.0,
11248,ZW25810,GM0534,2023JJ00,570.0,1810.0,1760.0,
11249,ZW25810,GM0534,2024JJ00,540.0,1800.0,1730.0,
11250,ZW25810,GM0798,2010JJ00,1300.0,2750.0,,
11251,ZW25810,GM0798,2011JJ00,1000.0,2700.0,,
11252,ZW25810,GM0798,2012JJ00,1000.0,2750.0,,
11253,ZW25810,GM0798,2013JJ00,1000.0,2250.0,,
11254,ZW25810,GM0798,2014JJ00,750.0,2150.0,,
11255,ZW25810,GM0798,2015JJ00,860.0,2200.0,,
11256,ZW25810,GM0798,2016JJ00,900.0,2090.0,,
11257,ZW25810,GM0798,2017JJ00,850.0,2080.0,,
11258,ZW25810,GM0798,2018JJ00,840.0,2010.0,,
11259,ZW25810,GM0798,2019JJ00,810.0,1940.0,,
11260,ZW25810,GM0798,2020JJ00,810.0,1990.0,,
11261,ZW25810,GM0798,2021JJ00,890.0,1990.0,1900.0,
11262,ZW25810,GM0798,2022JJ00,700.0,1840.0,1750.0,
11263,ZW25810,GM0798,2023JJ00,650.0,1790.0,1680.0,
11264,ZW25810,GM0798,2024JJ00,640.0,1790.0,1660.0,
11265,ZW25810,GM0402,2010JJ00,1350.0,2150.0,,
11266,ZW25810,GM0402,2011JJ00,1050.0,2150.0,,
11267,ZW25810,GM0402,2012JJ00,1150.0,2150.0,,
11268,ZW25810,GM0402,2013JJ00,1200.0,2150.0,,
11269,ZW25810,GM0402,2014JJ00,900.0,2100.0,,
11270,ZW25810,GM0402,2015JJ00,960.0,2050.0,,
11271,ZW25810,GM0402,2016JJ00,1000.0,2030.0,,
11272,ZW25810,GM0402,2017JJ00,960.0,2000.0,,
11273,ZW25810,GM0402,2018JJ00,940.0,1920.0,,
