ID,BedrijfstypeNEG,RegioS,Perioden,TotaalMestproductie_1,DunneMest_2,VasteMest_3,Stikstofuitscheiding_4,TotaalGasvormigeStikstofverliezen_5,AmmoniakN_6,OverigeGasvormigeStikstofverliezenN_7,TotaalGasvormigeStikstofverliezen_8,AmmoniakN_9,OverigeStikstofverliezenN_10,AmmoniakverliesTijdensBeweidingN_11,TotaalStikstofproductie_12,k_0170KgHa_13,k_170250KgHa_14,k_2501000KgHa_15,k_1000KgHa_16,k_0170KgHa_17,k_170250KgHa_18,k_2501000KgHa_19,k_1000KgHa_20,TotaalFosfaatproductie_21,k_060KgHa_22,k_60110KgHa_23,k_110500KgHa_24,k_500KgHa_25,k_060KgHa_26,k_60110KgHa_27,k_110500KgHa_28,k_500KgHa_29,PlaatsingsruimteStikstof_30,PlaatsingsruimteFosfaat_31,AandeelBedrijvenZonderOverproductie_32,ResterendePlaatsingsruimteStikstof_33,ResterendePlaatsingsruimteFosfaat_34,AandeelBedrijvenMetOverproductie_35,Stikstofoverschot_36,Fosfaatoverschot_37,SaldoPlaatsingsruimteStikstof_38,SaldoPlaatsingsruimteStikstofPerHa_39,SaldoPlaatsingsruimteFosfaat_40,SaldoPlaatsingsruimteFosfaatPerHa_41,PlaatsingsruimteStikstof_42,PlaatsingsruimteFosfaat_43,AandeelBedrijvenZonderOverproductie_44,ResterendePlaatsingsruimteStikstof_45,ResterendePlaatsingsruimteFosfaat_46,AandeelBedrijvenMetOverproductie_47,Stikstofoverschot_48,Fosfaatoverschot_49,SaldoPlaatsingsruimteStikstof_50,SaldoPlaatsingsruimteStikstofPerHa_51,SaldoPlaatsingsruimteFosfaat_52,SaldoPlaatsingsruimteFosfaatPerHa_53,AantalLandbouwbedrijven_54,TotaalBemestbareCultuurgrond_55,Grasland_56,Snijmais_57,OverigBouwland_58
693,T11,LD03  ,1999JJ00,7869.0,7808.0,61.0,55535.0,8297.0,6461.0,1835.0,6785.0,4950.0,1835.0,1511.0,48749.0,2.0,14.0,84.0,0.0,313.0,5213.0,43045.0,178.0,16602.0,2.0,58.0,40.0,0.0,134.0,8817.0,7622.0,29.0,,18457.0,71.0,,2818.0,29.0,2544.0,963.0,,,1855.0,12.0,38071.0,13636.0,15.0,765.0,369.0,85.0,11491.0,4048.0,-10726.0,-69.0,-3679.0,-24.0,4951.0,155185.0,144156.0,9055.0,1973.0
694,T11,LD03  ,2000JJ00,7977.0,7904.0,72.0,52190.0,7789.0,6044.0,1746.0,6407.0,4662.0,1746.0,1382.0,45783.0,2.0,19.0,79.0,1.0,383.0,6629.0,38440.0,331.0,15525.0,2.0,65.0,32.0,1.0,204.0,9496.0,5740.0,85.0,,17255.0,72.0,,2685.0,28.0,2536.0,955.0,,,1730.0,11.0,37200.0,13304.0,19.0,994.0,477.0,81.0,9616.0,3385.0,-8622.0,-57.0,-2909.0,-19.0,4705.0,151470.0,140537.0,8891.0,2041.0
695,T11,LD03  ,2001JJ00,8247.0,8182.0,65.0,54383.0,8118.0,6294.0,1824.0,6680.0,4856.0,1824.0,1438.0,47703.0,1.0,15.0,83.0,1.0,287.0,5803.0,41292.0,320.0,16444.0,2.0,56.0,42.0,1.0,129.0,8758.0,7465.0,92.0,,16792.0,57.0,,1738.0,43.0,3786.0,1390.0,,,348.0,2.0,37630.0,13464.0,15.0,794.0,352.0,85.0,10986.0,3884.0,-10192.0,-66.0,-3532.0,-23.0,4545.0,153800.0,141193.0,9933.0,2674.0
696,T11,LD03  ,2002JJ00,7842.0,7778.0,64.0,49614.0,7578.0,5854.0,1724.0,6381.0,4657.0,1724.0,1197.0,43233.0,2.0,27.0,70.0,1.0,415.0,10100.0,32081.0,637.0,14892.0,2.0,73.0,24.0,1.0,181.0,10597.0,3912.0,202.0,,16195.0,70.0,,2235.0,30.0,2501.0,932.0,,,1304.0,9.0,37300.0,13361.0,26.0,1301.0,583.0,74.0,7340.0,2621.0,-6039.0,-40.0,-2038.0,-13.0,4319.0,152833.0,139691.0,10492.0,2650.0
697,T11,LD03  ,2003JJ00,8000.0,7940.0,60.0,50655.0,7764.0,6002.0,1762.0,6563.0,4801.0,1762.0,1201.0,44092.0,2.0,29.0,69.0,1.0,452.0,11012.0,32280.0,348.0,15598.0,2.0,70.0,27.0,1.0,169.0,10575.0,4737.0,118.0,,14647.0,41.0,,906.0,59.0,4899.0,1857.0,,,-951.0,-6.0,38280.0,13701.0,26.0,1365.0,532.0,74.0,7484.0,2771.0,-6119.0,-39.0,-2240.0,-14.0,4293.0,157174.0,142356.0,11816.0,3002.0
698,T11,LD03  ,2004JJ00,8118.0,8061.0,57.0,47596.0,6414.0,5558.0,856.0,5299.0,4442.0,856.0,1116.0,42297.0,2.0,35.0,62.0,1.0,471.0,13082.0,28235.0,508.0,14590.0,2.0,78.0,19.0,1.0,206.0,11105.0,3131.0,149.0,,15384.0,65.0,,1824.0,35.0,2792.0,1031.0,,,793.0,5.0,37811.0,13539.0,33.0,1758.0,738.0,67.0,6338.0,2262.0,-4580.0,-29.0,-1525.0,-10.0,4165.0,155298.0,140691.0,11801.0,2807.0
699,T11,LD03  ,2005JJ00,8045.0,7984.0,62.0,47710.0,5428.0,4538.0,889.0,4308.0,3419.0,889.0,1120.0,43402.0,2.0,32.0,64.0,1.0,491.0,12218.0,30176.0,516.0,14747.0,3.0,78.0,18.0,1.0,271.0,11062.0,3260.0,154.0,,14897.0,58.0,,1438.0,42.0,3543.0,1288.0,,,150.0,1.0,38175.0,13665.0,31.0,1654.0,758.0,69.0,6925.0,2441.0,-5271.0,-34.0,-1682.0,-11.0,4059.0,156931.0,141650.0,12439.0,2841.0
700,T11,LD03  ,2006JJ00,7970.0,7914.0,56.0,46583.0,5284.0,4425.0,860.0,4191.0,3332.0,860.0,1093.0,42392.0,2.0,33.0,64.0,0.0,521.0,12667.0,29040.0,163.0,14434.0,3.0,83.0,14.0,0.0,270.0,11724.0,2393.0,47.0,39170.0,17040.0,34.0,1790.0,1970.0,66.0,5011.0,1803.0,-3221.0,-20.0,168.0,1.0,39170.0,13801.0,33.0,1787.0,804.0,67.0,5098.0,1828.0,-3310.0,-21.0,-1024.0,-6.0,3882.0,158272.0,143473.0,12604.0,2196.0
701,T11,LD03  ,2007JJ00,7826.0,7769.0,57.0,46468.0,5404.0,4458.0,946.0,4410.0,3465.0,946.0,993.0,42057.0,2.0,32.0,67.0,0.0,332.0,11688.0,29909.0,129.0,14194.0,2.0,83.0,14.0,0.0,173.0,11575.0,2406.0,41.0,38247.0,15897.0,32.0,1461.0,1503.0,68.0,5272.0,1853.0,-3810.0,-25.0,-349.0,-2.0,38247.0,13431.0,32.0,1459.0,686.0,68.0,5347.0,1875.0,-3888.0,-25.0,-1189.0,-8.0,3685.0,154289.0,139128.0,13035.0,2126.0
702,T11,LD03  ,2008JJ00,8087.0,8039.0,48.0,47166.0,5395.0,4397.0,998.0,4342.0,3343.0,998.0,1054.0,42824.0,2.0,32.0,66.0,0.0,503.0,11798.0,30478.0,46.0,14854.0,3.0,80.0,17.0,0.0,220.0,11612.0,3014.0,8.0,39157.0,15564.0,32.0,1593.0,1229.0,68.0,5259.0,1899.0,-3667.0,-23.0,-669.0,-4.0,39157.0,13719.0,31.0,1579.0,634.0,69.0,5581.0,2008.0,-4001.0,-25.0,-1373.0,-9.0,3646.0,158259.0,140784.0,14971.0,2504.0
703,T11,LD03  ,2009JJ00,8317.0,8280.0,37.0,46542.0,5469.0,4439.0,1030.0,4585.0,3554.0,1030.0,885.0,41957.0,3.0,38.0,59.0,0.0,711.0,14034.0,27101.0,111.0,14552.0,3.0,82.0,15.0,0.0,298.0,11629.0,2603.0,22.0,39390.0,15661.0,39.0,2103.0,1557.0,61.0,4671.0,1690.0,-2567.0,-16.0,-133.0,-1.0,39390.0,13797.0,37.0,2084.0,819.0,63.0,4965.0,1792.0,-2881.0,-18.0,-973.0,-6.0,3593.0,159312.0,141284.0,15450.0,2578.0
704,T11,LD04  ,1994JJ00,8295.0,8254.0,42.0,57733.0,,6506.0,,,4949.0,,1557.0,52784.0,0.0,3.0,95.0,2.0,33.0,841.0,50737.0,1174.0,16588.0,1.0,26.0,73.0,0.0,35.0,3191.0,13301.0,61.0,,21626.0,80.0,,5987.0,20.0,2480.0,950.0,,,5037.0,42.0,23854.0,9473.0,2.0,49.0,31.0,98.0,28980.0,9310.0,-28930.0,-244.0,-9279.0,-78.0,4479.0,118652.0,78467.0,36364.0,3821.0
705,T11,LD04  ,1995JJ00,8300.0,8261.0,39.0,58734.0,,6591.0,,,4976.0,,1615.0,53758.0,0.0,2.0,95.0,2.0,28.0,614.0,51832.0,1285.0,16296.0,1.0,27.0,72.0,0.0,41.0,3340.0,12857.0,58.0,,16109.0,55.0,,2027.0,45.0,6453.0,2213.0,,,-187.0,-2.0,23634.0,9425.0,1.0,39.0,26.0,99.0,30163.0,9314.0,-30124.0,-255.0,-9289.0,-79.0,4375.0,118074.0,78028.0,36037.0,4008.0
706,T11,LD04  ,1996JJ00,7963.0,7924.0,39.0,56697.0,,6429.0,,,4735.0,,1694.0,51962.0,0.0,3.0,95.0,2.0,46.0,627.0,50003.0,1285.0,14035.0,2.0,42.0,56.0,0.0,100.0,4881.0,9016.0,37.0,,14649.0,61.0,,2248.0,39.0,5152.0,1635.0,,,614.0,5.0,23021.0,9223.0,1.0,30.0,34.0,99.0,28970.0,7996.0,-28941.0,-249.0,-7962.0,-69.0,4220.0,116059.0,75304.0,36258.0,4498.0
707,T11,LD04  ,1997JJ00,7750.0,7719.0,32.0,53724.0,,6161.0,,,4596.0,,1565.0,49128.0,0.0,3.0,95.0,2.0,37.0,888.0,47269.0,934.0,14170.0,1.0,40.0,59.0,0.0,80.0,4667.0,9350.0,73.0,,14515.0,57.0,,2052.0,43.0,5314.0,1707.0,,,345.0,3.0,22714.0,9127.0,1.0,48.0,37.0,99.0,26462.0,7766.0,-26414.0,-229.0,-7729.0,-67.0,4095.0,115142.0,73963.0,36074.0,5105.0
708,T11,LD04  ,1998JJ00,7722.0,7691.0,31.0,48331.0,,4872.0,,,3648.0,,1224.0,44684.0,0.0,8.0,91.0,1.0,69.0,2249.0,41733.0,633.0,13700.0,2.0,46.0,52.0,0.0,86.0,5331.0,8221.0,62.0,,13330.0,52.0,,1586.0,48.0,5822.0,1955.0,,,-370.0,-3.0,22765.0,9204.0,3.0,90.0,62.0,97.0,22009.0,6878.0,-21919.0,-188.0,-6815.0,-59.0,4049.0,116378.0,74033.0,35824.0,6521.0
709,T11,LD04  ,1999JJ00,7343.0,7310.0,33.0,46155.0,6934.0,5403.0,1531.0,5711.0,4180.0,1531.0,1223.0,40444.0,1.0,11.0,88.0,1.0,101.0,3029.0,36990.0,324.0,13803.0,1.0,42.0,57.0,0.0,55.0,4824.0,8875.0,49.0,,12939.0,48.0,,1229.0,52.0,5716.0,2093.0,,,-864.0,-8.0,21758.0,8888.0,4.0,121.0,46.0,96.0,18904.0,6559.0,-18783.0,-166.0,-6513.0,-58.0,3837.0,113260.0,69749.0,37025.0,6486.0
710,T11,LD04  ,2000JJ00,7112.0,7067.0,46.0,40452.0,6053.0,4686.0,1367.0,5015.0,3647.0,1367.0,1038.0,35437.0,1.0,15.0,83.0,1.0,198.0,4044.0,30848.0,347.0,12341.0,1.0,48.0,50.0,1.0,81.0,5134.0,7039.0,87.0,,11611.0,48.0,,1128.0,52.0,5026.0,1857.0,,,-729.0,-7.0,20441.0,8345.0,6.0,215.0,81.0,94.0,15394.0,5445.0,-15179.0,-143.0,-5364.0,-50.0,3488.0,106270.0,65617.0,32811.0,7842.0
711,T11,LD04  ,2001JJ00,7382.0,7343.0,40.0,42853.0,6412.0,4976.0,1436.0,5299.0,3863.0,1436.0,1113.0,37554.0,1.0,11.0,87.0,1.0,168.0,3263.0,33904.0,219.0,13272.0,1.0,39.0,59.0,0.0,55.0,4487.0,8682.0,49.0,,11573.0,36.0,,713.0,64.0,6575.0,2412.0,,,-1699.0,-16.0,20596.0,8525.0,3.0,136.0,53.0,97.0,17340.0,6197.0,-17204.0,-158.0,-6144.0,-56.0,3416.0,109146.0,65875.0,34553.0,8718.0
712,T11,LD04  ,2002JJ00,6807.0,6770.0,37.0,37618.0,5906.0,4539.0,1367.0,5108.0,3741.0,1367.0,798.0,32510.0,2.0,25.0,72.0,1.0,296.0,7037.0,24957.0,221.0,11616.0,2.0,57.0,41.0,1.0,99.0,6005.0,5481.0,31.0,,11072.0,48.0,,1030.0,52.0,4180.0,1574.0,,,-545.0,-5.0,20391.0,8459.0,7.0,343.0,112.0,93.0,12699.0,4607.0,-12356.0,-114.0,-4495.0,-42.0,3188.0,108283.0,65397.0,34567.0,8319.0
713,T11,LD04  ,2003JJ00,7056.0,7019.0,37.0,39420.0,6240.0,4795.0,1445.0,5469.0,4024.0,1445.0,771.0,33951.0,2.0,24.0,74.0,1.0,337.0,6735.0,26671.0,208.0,12537.0,1.0,51.0,47.0,0.0,94.0,5715.0,6686.0,41.0,,10452.0,29.0,,508.0,71.0,6709.0,2592.0,,,-2084.0,-19.0,20861.0,8678.0,6.0,309.0,95.0,94.0,13780.0,5182.0,-13471.0,-121.0,-5087.0,-46.0,3230.0,111424.0,66422.0,36592.0,8411.0
714,T11,LD04  ,2004JJ00,7254.0,7219.0,35.0,38198.0,5286.0,4560.0,726.0,4547.0,3821.0,726.0,739.0,33651.0,2.0,27.0,71.0,0.0,371.0,7557.0,25617.0,106.0,11868.0,2.0,56.0,41.0,0.0,160.0,6085.0,5594.0,28.0,,10710.0,41.0,,854.0,59.0,5453.0,2012.0,,,-1158.0,-10.0,20962.0,8694.0,8.0,411.0,139.0,92.0,13285.0,4759.0,-12874.0,-115.0,-4620.0,-41.0,3170.0,111599.0,66595.0,36910.0,8094.0
715,T11,LD04  ,2005JJ00,7107.0,7073.0,34.0,37446.0,4388.0,3663.0,725.0,3617.0,2892.0,725.0,771.0,33829.0,2.0,25.0,73.0,1.0,342.0,6838.0,26327.0,322.0,11805.0,2.0,56.0,41.0,1.0,151.0,5863.0,5748.0,42.0,,10042.0,34.0,,621.0,66.0,6560.0,2384.0,,,-1763.0,-16.0,20614.0,8541.0,8.0,384.0,136.0,92.0,13744.0,4871.0,-13360.0,-122.0,-4735.0,-43.0,3076.0,109683.0,65332.0,37193.0,7158.0
716,T11,LD04  ,2006JJ00,7065.0,7039.0,26.0,36651.0,4279.0,3568.0,712.0,3575.0,2863.0,712.0,704.0,33076.0,3.0,27.0,70.0,1.0,498.0,7299.0,25122.0,157.0,11660.0,3.0,58.0,39.0,0.0,195.0,6060.0,5375.0,29.0,26212.0,11260.0,24.0,886.0,835.0,76.0,7750.0,2830.0,-6864.0,-63.0,-1995.0,-18.0,26212.0,8905.0,17.0,824.0,232.0,83.0,8744.0,3179.0,-7920.0,-72.0,-2947.0,-27.0,3008.0,109684.0,77476.0,27309.0,4900.0
717,T11,LD04  ,2007JJ00,7020.0,6992.0,28.0,37623.0,4536.0,3708.0,828.0,3901.0,3073.0,828.0,636.0,33722.0,2.0,22.0,76.0,1.0,300.0,5809.0,27408.0,206.0,11644.0,2.0,57.0,40.0,0.0,139.0,5903.0,5556.0,46.0,25633.0,10596.0,20.0,639.0,583.0,80.0,8728.0,3089.0,-8089.0,-76.0,-2506.0,-23.0,25633.0,8683.0,15.0,610.0,184.0,85.0,9441.0,3335.0,-8831.0,-83.0,-3151.0,-29.0,2905.0,106839.0,75746.0,26305.0,4788.0
718,T11,LD04  ,2008JJ00,7414.0,7389.0,25.0,39405.0,4656.0,3771.0,884.0,3930.0,3046.0,884.0,726.0,35475.0,2.0,18.0,79.0,1.0,514.0,4769.0,29917.0,275.0,12542.0,3.0,49.0,48.0,0.0,190.0,5232.0,7086.0,35.0,25846.0,10367.0,16.0,643.0,442.0,84.0,10272.0,3709.0,-9630.0,-89.0,-3267.0,-30.0,25846.0,8775.0,12.0,602.0,183.0,88.0,11474.0,4132.0,-10872.0,-100.0,-3950.0,-36.0,2886.0,108724.0,75058.0,29147.0,4519.0
719,T11,LD04  ,2009JJ00,7692.0,7671.0,21.0,38324.0,4664.0,3752.0,911.0,4069.0,3158.0,911.0,594.0,34254.0,3.0,22.0,74.0,0.0,593.0,5762.0,27707.0,193.0,12061.0,3.0,52.0,44.0,0.0,219.0,5446.0,6362.0,35.0,25600.0,10322.0,21.0,780.0,558.0,79.0,9434.0,3400.0,-8654.0,-80.0,-2842.0,-26.0,25600.0,8729.0,16.0,737.0,227.0,84.0,10458.0,3763.0,-9721.0,-90.0,-3536.0,-33.0,2841.0,108316.0,74333.0,29448.0,4535.0
720,T11,PV20  ,1994JJ00,2153.0,2140.0,13.0,16472.0,,1801.0,,,1319.0,,481.0,15152.0,1.0,8.0,91.0,0.0,31.0,854.0,14241.0,27.0,4414.0,1.0,67.0,31.0,0.0,33.0,2774.0,1600.0,6.0,,8669.0,99.0,,4263.0,1.0,29.0,8.0,,,4255.0,96.0,10778.0,3889.0,7.0,73.0,69.0,93.0,4447.0,1300.0,-4375.0,-99.0,-1231.0,-28.0,1195.0,44346.0,40933.0,2222.0,1191.0
721,T11,PV20  ,1995JJ00,2196.0,2182.0,14.0,16687.0,,1822.0,,,1332.0,,491.0,15355.0,1.0,8.0,91.0,0.0,38.0,839.0,14452.0,25.0,4446.0,3.0,67.0,30.0,0.0,71.0,2847.0,1523.0,6.0,,6568.0,97.0,,2147.0,3.0,85.0,25.0,,,2122.0,47.0,10846.0,3918.0,7.0,82.0,69.0,93.0,4591.0,1334.0,-4509.0,-101.0,-1264.0,-28.0,1171.0,44792.0,41022.0,2459.0,1311.0
722,T11,PV20  ,1996JJ00,2137.0,2123.0,13.0,16049.0,,1788.0,,,1293.0,,495.0,14756.0,0.0,9.0,90.0,0.0,14.0,883.0,13827.0,32.0,3863.0,5.0,82.0,13.0,0.0,97.0,3205.0,553.0,9.0,,5843.0,97.0,,2000.0,3.0,70.0,20.0,,,1980.0,45.0,10672.0,3846.0,8.0,87.0,95.0,92.0,4171.0,1097.0,-4084.0,-93.0,-1002.0,-23.0,1138.0,43974.0,40246.0,2579.0,1148.0
723,T11,PV20  ,1997JJ00,2068.0,2057.0,11.0,16050.0,,1798.0,,,1319.0,,479.0,14731.0,1.0,8.0,91.0,0.0,49.0,798.0,13861.0,22.0,3933.0,4.0,82.0,14.0,0.0,90.0,3223.0,615.0,5.0,,5869.0,97.0,,1962.0,3.0,91.0,26.0,,,1936.0,44.0,10722.0,3860.0,8.0,98.0,95.0,92.0,4107.0,1100.0,-4009.0,-91.0,-1005.0,-23.0,1102.0,44206.0,40248.0,2846.0,1112.0
724,T11,PV20  ,1998JJ00,2137.0,2125.0,11.0,15671.0,,1532.0,,,1093.0,,439.0,14578.0,1.0,10.0,89.0,0.0,48.0,1056.0,13458.0,16.0,4193.0,4.0,80.0,16.0,0.0,89.0,3377.0,725.0,2.0,,5418.0,91.0,,1274.0,9.0,160.0,49.0,,,1225.0,27.0,11066.0,3982.0,10.0,139.0,112.0,90.0,3651.0,1053.0,-3512.0,-77.0,-941.0,-21.0,1111.0,45692.0,41363.0,3108.0,1221.0
725,T11,PV20  ,1999JJ00,2219.0,2208.0,11.0,15545.0,2266.0,1738.0,529.0,1841.0,1313.0,529.0,425.0,13704.0,2.0,19.0,79.0,0.0,169.0,2137.0,11392.0,6.0,4610.0,3.0,75.0,22.0,0.0,85.0,3339.0,1185.0,2.0,,5635.0,88.0,,1093.0,12.0,198.0,68.0,,,1026.0,22.0,11454.0,4128.0,19.0,294.0,138.0,81.0,2567.0,865.0,-2273.0,-48.0,-727.0,-15.0,1116.0,47620.0,42354.0,3873.0,1394.0
726,T11,PV20  ,2000JJ00,2303.0,2292.0,11.0,14974.0,2189.0,1674.0,514.0,1793.0,1278.0,514.0,396.0,13181.0,2.0,25.0,72.0,0.0,183.0,2839.0,10095.0,64.0,4409.0,3.0,80.0,17.0,0.0,78.0,3485.0,825.0,21.0,,5377.0,87.0,,1065.0,13.0,283.0,96.0,,,969.0,20.0,11453.0,4109.0,24.0,373.0,178.0,76.0,2117.0,710.0,-1744.0,-37.0,-532.0,-11.0,1069.0,47465.0,42049.0,3938.0,1478.0
727,T11,PV20  ,2001JJ00,2457.0,2445.0,12.0,16119.0,2363.0,1811.0,552.0,1937.0,1385.0,552.0,426.0,14183.0,2.0,18.0,80.0,0.0,126.0,1963.0,12064.0,29.0,4847.0,2.0,68.0,30.0,0.0,60.0,3159.0,1621.0,7.0,,5250.0,68.0,,625.0,32.0,646.0,222.0,,,403.0,8.0,11565.0,4164.0,15.0,264.0,108.0,85.0,2930.0,1003.0,-2666.0,-55.0,-895.0,-19.0,1061.0,48273.0,42258.0,4014.0,2001.0
728,T11,PV20  ,2002JJ00,2432.0,2422.0,10.0,15296.0,2299.0,1757.0,542.0,1932.0,1390.0,542.0,367.0,13364.0,2.0,32.0,66.0,0.0,130.0,3598.0,9583.0,54.0,4555.0,3.0,81.0,15.0,0.0,77.0,3641.0,824.0,13.0,,5183.0,79.0,,778.0,21.0,434.0,150.0,,,628.0,13.0,11652.0,4222.0,27.0,374.0,163.0,73.0,2123.0,727.0,-1749.0,-36.0,-563.0,-11.0,1018.0,49214.0,42308.0,4382.0,2524.0
729,T11,PV20  ,2003JJ00,2467.0,2457.0,10.0,15447.0,2322.0,1776.0,546.0,1956.0,1410.0,546.0,366.0,13490.0,3.0,31.0,65.0,0.0,247.0,3582.0,9626.0,35.0,4731.0,3.0,78.0,18.0,0.0,92.0,3525.0,1101.0,12.0,,4607.0,45.0,,316.0,55.0,1246.0,439.0,,,-123.0,-2.0,11781.0,4241.0,27.0,389.0,151.0,73.0,2222.0,782.0,-1833.0,-37.0,-631.0,-13.0,1008.0,49394.0,42583.0,4341.0,2471.0
730,T11,PV20  ,2004JJ00,2613.0,2601.0,12.0,15250.0,2021.0,1748.0,274.0,1661.0,1387.0,274.0,361.0,13590.0,3.0,33.0,63.0,1.0,209.0,3871.0,9429.0,81.0,4638.0,4.0,83.0,13.0,1.0,107.0,3736.0,767.0,28.0,,4966.0,69.0,,559.0,31.0,672.0,230.0,,,329.0,7.0,11951.0,4321.0,31.0,465.0,203.0,69.0,2143.0,732.0,-1677.0,-33.0,-529.0,-11.0,994.0,50369.0,43302.0,4791.0,2276.0
731,T11,PV20  ,2005JJ00,2592.0,2580.0,11.0,15287.0,1693.0,1411.0,282.0,1331.0,1050.0,282.0,361.0,13956.0,2.0,33.0,63.0,1.0,229.0,3798.0,9801.0,128.0,4681.0,4.0,82.0,13.0,1.0,111.0,3716.0,821.0,33.0,,4828.0,60.0,,478.0,40.0,984.0,331.0,,,147.0,3.0,12112.0,4378.0,30.0,493.0,225.0,70.0,2353.0,791.0,-1860.0,-36.0,-566.0,-11.0,986.0,51160.0,43620.0,5223.0,2317.0
732,T11,PV20  ,2006JJ00,2585.0,2576.0,10.0,15029.0,1661.0,1387.0,273.0,1305.0,1031.0,273.0,356.0,13725.0,2.0,33.0,65.0,0.0,146.0,3822.0,9756.0,1.0,4612.0,3.0,88.0,9.0,0.0,84.0,4020.0,507.0,0.0,12711.0,5520.0,33.0,493.0,558.0,67.0,1507.0,508.0,-1014.0,-20.0,50.0,1.0,12711.0,4452.0,32.0,492.0,218.0,68.0,1551.0,523.0,-1059.0,-20.0,-305.0,-6.0,953.0,51737.0,44911.0,4743.0,2083.0
733,T11,PV20  ,2007JJ00,2570.0,2560.0,10.0,15265.0,1746.0,1434.0,312.0,1416.0,1103.0,312.0,330.0,13850.0,1.0,33.0,65.0,0.0,153.0,3803.0,9863.0,31.0,4617.0,3.0,87.0,10.0,0.0,95.0,3940.0,577.0,6.0,12699.0,5271.0,32.0,481.0,491.0,68.0,1631.0,544.0,-1151.0,-22.0,-53.0,-1.0,12699.0,4420.0,32.0,480.0,220.0,68.0,1664.0,555.0,-1183.0,-23.0,-335.0,-6.0,922.0,51650.0,44017.0,5530.0,2103.0
734,T11,PV20  ,2008JJ00,2721.0,2713.0,8.0,15855.0,1790.0,1448.0,342.0,1435.0,1093.0,342.0,355.0,14420.0,2.0,29.0,69.0,0.0,245.0,3454.0,10707.0,15.0,4957.0,3.0,81.0,15.0,0.0,124.0,3834.0,994.0,5.0,13079.0,5198.0,29.0,458.0,354.0,71.0,1799.0,619.0,-1341.0,-25.0,-265.0,-5.0,13079.0,4530.0,26.0,448.0,171.0,74.0,1976.0,679.0,-1528.0,-29.0,-509.0,-10.0,908.0,53328.0,44346.0,6241.0,2741.0
735,T11,PV20  ,2009JJ00,2787.0,2779.0,7.0,15638.0,1818.0,1464.0,354.0,1520.0,1167.0,354.0,297.0,14118.0,2.0,36.0,61.0,0.0,192.0,4444.0,9464.0,18.0,4855.0,3.0,85.0,11.0,0.0,89.0,4034.0,725.0,6.0,13144.0,5222.0,37.0,554.0,435.0,63.0,1528.0,526.0,-974.0,-18.0,-91.0,-2.0,13144.0,4558.0,33.0,534.0,202.0,67.0,1681.0,578.0,-1147.0,-21.0,-376.0,-7.0,901.0,53498.0,44947.0,6266.0,2285.0
736,T11,PV21  ,1994JJ00,8067.0,8015.0,53.0,61632.0,,6725.0,,,4912.0,,1812.0,56719.0,0.0,5.0,94.0,0.0,57.0,1622.0,54970.0,70.0,16527.0,1.0,69.0,30.0,0.0,91.0,10576.0,5843.0,17.0,,32054.0,100.0,,15553.0,0.0,86.0,25.0,,,15527.0,96.0,40392.0,14376.0,5.0,195.0,177.0,95.0,16522.0,4827.0,-16327.0,-101.0,-4650.0,-29.0,4120.0,162111.0,154974.0,6694.0,443.0
737,T11,PV21  ,1995JJ00,8166.0,8115.0,51.0,61992.0,,6761.0,,,4930.0,,1832.0,57063.0,0.0,5.0,95.0,0.0,52.0,1574.0,55425.0,11.0,16528.0,1.0,69.0,29.0,0.0,91.0,10703.0,5732.0,1.0,,24194.0,98.0,,7714.0,2.0,156.0,48.0,,,7666.0,47.0,40706.0,14470.0,5.0,209.0,182.0,95.0,16565.0,4811.0,-16356.0,-100.0,-4628.0,-28.0,4076.0,163337.0,155661.0,7083.0,592.0
738,T11,PV21  ,1996JJ00,8007.0,7956.0,51.0,60150.0,,6689.0,,,4825.0,,1865.0,55325.0,0.0,5.0,94.0,0.0,76.0,1823.0,53414.0,12.0,14473.0,3.0,86.0,10.0,0.0,246.0,12483.0,1742.0,2.0,,21739.0,98.0,,7298.0,2.0,115.0,32.0,,,7266.0,45.0,40479.0,14389.0,6.0,235.0,258.0,94.0,15081.0,3958.0,-14846.0,-91.0,-3700.0,-23.0,4009.0,162470.0,154690.0,7128.0,653.0
739,T11,PV21  ,1997JJ00,7682.0,7638.0,44.0,59611.0,,6669.0,,,4881.0,,1788.0,54729.0,0.0,7.0,93.0,0.0,36.0,2363.0,52318.0,12.0,14627.0,3.0,86.0,11.0,0.0,242.0,12365.0,2017.0,3.0,,21809.0,98.0,,7227.0,2.0,158.0,45.0,,,7182.0,44.0,40608.0,14423.0,7.0,280.0,306.0,93.0,14402.0,3861.0,-14121.0,-87.0,-3555.0,-22.0,3896.0,163156.0,154465.0,7954.0,737.0
740,T11,PV21  ,1998JJ00,7842.0,7798.0,44.0,57466.0,,5618.0,,,4002.0,,1616.0,53463.0,1.0,9.0,91.0,0.0,126.0,3015.0,50300.0,22.0,15398.0,2.0,84.0,14.0,0.0,174.0,12602.0,2619.0,2.0,,19800.0,94.0,,4525.0,6.0,406.0,123.0,,,4402.0,26.0,41319.0,14674.0,9.0,392.0,350.0,91.0,12536.0,3622.0,-12144.0,-73.0,-3273.0,-20.0,3889.0,166169.0,156803.0,8487.0,879.0
