ID,Brandstofsoort,Bouwjaarklasse,Perioden,VoertuigenMetBromfietskenteken_1,Snorfiets_2,Bromfiets_3,Brommobiel_4,OverigeVoertuigenMetBromfietskenteken_5
908,A027842,A048942,2019JJ00,,,,,
909,A027842,A048942,2020JJ00,,,,,
910,A027842,A048942,2021JJ00,22405.0,14772.0,6683.0,292.0,658.0
911,A027842,A048942,2022JJ00,21748.0,14265.0,6533.0,306.0,644.0
912,A027842,A044287,2007JJ00,,,,,
913,A027842,A044287,2008JJ00,,,,,
914,A027842,A044287,2009JJ00,,,,,
915,A027842,A044287,2010JJ00,,,,,
916,A027842,A044287,2011JJ00,,,,,
917,A027842,A044287,2012JJ00,,,,,
918,A027842,A044287,2013JJ00,,,,,
919,A027842,A044287,2014JJ00,,,,,
920,A027842,A044287,2015JJ00,,,,,
921,A027842,A044287,2016JJ00,,,,,
922,A027842,A044287,2017JJ00,,,,,
923,A027842,A044287,2018JJ00,,,,,
924,A027842,A044287,2019JJ00,,,,,
925,A027842,A044287,2020JJ00,13163.0,7098.0,5594.0,273.0,198.0
926,A027842,A044287,2021JJ00,13839.0,7404.0,5904.0,373.0,158.0
927,A027842,A044287,2022JJ00,13940.0,7291.0,6155.0,352.0,142.0
928,A027842,A044286,2007JJ00,,,,,
929,A027842,A044286,2008JJ00,,,,,
930,A027842,A044286,2009JJ00,,,,,
931,A027842,A044286,2010JJ00,,,,,
932,A027842,A044286,2011JJ00,,,,,
933,A027842,A044286,2012JJ00,,,,,
934,A027842,A044286,2013JJ00,,,,,
935,A027842,A044286,2014JJ00,,,,,
936,A027842,A044286,2015JJ00,,,,,
937,A027842,A044286,2016JJ00,,,,,
938,A027842,A044286,2017JJ00,,,,,
939,A027842,A044286,2018JJ00,,,,,
940,A027842,A044286,2019JJ00,7920.0,5008.0,2732.0,0.0,180.0
941,A027842,A044286,2020JJ00,7821.0,4957.0,2681.0,72.0,111.0
942,A027842,A044286,2021JJ00,7882.0,4865.0,2639.0,302.0,76.0
943,A027842,A044286,2022JJ00,7846.0,4699.0,2751.0,321.0,75.0
944,A027842,A044285,2007JJ00,,,,,
945,A027842,A044285,2008JJ00,,,,,
946,A027842,A044285,2009JJ00,,,,,
947,A027842,A044285,2010JJ00,,,,,
948,A027842,A044285,2011JJ00,,,,,
949,A027842,A044285,2012JJ00,,,,,
950,A027842,A044285,2013JJ00,,,,,
951,A027842,A044285,2014JJ00,,,,,
952,A027842,A044285,2015JJ00,,,,,
953,A027842,A044285,2016JJ00,,,,,
954,A027842,A044285,2017JJ00,,,,,
955,A027842,A044285,2018JJ00,6089.0,5178.0,809.0,0.0,102.0
956,A027842,A044285,2019JJ00,6397.0,5485.0,817.0,0.0,95.0
957,A027842,A044285,2020JJ00,6507.0,5597.0,815.0,49.0,46.0
958,A027842,A044285,2021JJ00,6490.0,5533.0,733.0,197.0,27.0
959,A027842,A044285,2022JJ00,6434.0,5429.0,753.0,226.0,26.0
960,A027842,A044284,2007JJ00,,,,,
961,A027842,A044284,2008JJ00,,,,,
962,A027842,A044284,2009JJ00,,,,,
963,A027842,A044284,2010JJ00,,,,,
964,A027842,A044284,2011JJ00,,,,,
965,A027842,A044284,2012JJ00,,,,,
966,A027842,A044284,2013JJ00,,,,,
967,A027842,A044284,2014JJ00,,,,,
968,A027842,A044284,2015JJ00,,,,,
969,A027842,A044284,2016JJ00,,,,,
970,A027842,A044284,2017JJ00,5095.0,4623.0,325.0,0.0,147.0
971,A027842,A044284,2018JJ00,4966.0,4511.0,307.0,0.0,148.0
972,A027842,A044284,2019JJ00,4874.0,4437.0,295.0,0.0,142.0
973,A027842,A044284,2020JJ00,4765.0,4345.0,280.0,36.0,104.0
974,A027842,A044284,2021JJ00,4678.0,4340.0,224.0,95.0,19.0
975,A027842,A044284,2022JJ00,4564.0,4235.0,206.0,104.0,19.0
976,A027842,A044283,2007JJ00,,,,,
977,A027842,A044283,2008JJ00,,,,,
978,A027842,A044283,2009JJ00,,,,,
979,A027842,A044283,2010JJ00,,,,,
980,A027842,A044283,2011JJ00,,,,,
981,A027842,A044283,2012JJ00,,,,,
982,A027842,A044283,2013JJ00,,,,,
983,A027842,A044283,2014JJ00,,,,,
984,A027842,A044283,2015JJ00,,,,,
985,A027842,A044283,2016JJ00,5601.0,5165.0,373.0,0.0,63.0
986,A027842,A044283,2017JJ00,5409.0,5000.0,351.0,0.0,58.0
987,A027842,A044283,2018JJ00,5218.0,4835.0,323.0,0.0,60.0
988,A027842,A044283,2019JJ00,5102.0,4760.0,286.0,0.0,56.0
989,A027842,A044283,2020JJ00,4942.0,4643.0,246.0,38.0,15.0
990,A027842,A044283,2021JJ00,4730.0,4442.0,214.0,56.0,18.0
991,A027842,A044283,2022JJ00,4587.0,4306.0,192.0,71.0,18.0
992,A027842,A044282,2007JJ00,,,,,
993,A027842,A044282,2008JJ00,,,,,
994,A027842,A044282,2009JJ00,,,,,
995,A027842,A044282,2010JJ00,,,,,
996,A027842,A044282,2011JJ00,,,,,
997,A027842,A044282,2012JJ00,,,,,
998,A027842,A044282,2013JJ00,,,,,
999,A027842,A044282,2014JJ00,,,,,
1000,A027842,A044282,2015JJ00,5041.0,4471.0,493.0,0.0,77.0
1001,A027842,A044282,2016JJ00,4880.0,4328.0,476.0,0.0,76.0
1002,A027842,A044282,2017JJ00,4781.0,4253.0,457.0,0.0,71.0
1003,A027842,A044282,2018JJ00,4628.0,4143.0,418.0,0.0,67.0
1004,A027842,A044282,2019JJ00,4506.0,4103.0,336.0,0.0,67.0
1005,A027842,A044282,2020JJ00,4369.0,3999.0,304.0,35.0,31.0
1006,A027842,A044282,2021JJ00,4111.0,3794.0,240.0,40.0,37.0
1007,A027842,A044282,2022JJ00,3939.0,3657.0,204.0,41.0,37.0
1008,A027842,A044281,2007JJ00,,,,,
1009,A027842,A044281,2008JJ00,,,,,
1010,A027842,A044281,2009JJ00,,,,,
1011,A027842,A044281,2010JJ00,,,,,
1012,A027842,A044281,2011JJ00,,,,,
1013,A027842,A044281,2012JJ00,,,,,
1014,A027842,A044281,2013JJ00,,,,,
1015,A027842,A044281,2014JJ00,3022.0,2565.0,407.0,0.0,50.0
1016,A027842,A044281,2015JJ00,2921.0,2492.0,380.0,0.0,49.0
1017,A027842,A044281,2016JJ00,2859.0,2442.0,374.0,0.0,43.0
1018,A027842,A044281,2017JJ00,2759.0,2358.0,357.0,0.0,44.0
1019,A027842,A044281,2018JJ00,2610.0,2258.0,307.0,0.0,45.0
1020,A027842,A044281,2019JJ00,2511.0,2217.0,249.0,0.0,45.0
1021,A027842,A044281,2020JJ00,2389.0,2120.0,224.0,35.0,10.0
1022,A027842,A044281,2021JJ00,2203.0,1971.0,179.0,42.0,11.0
1023,A027842,A044281,2022JJ00,2057.0,1841.0,164.0,42.0,10.0
1024,A027842,A044280,2007JJ00,,,,,
1025,A027842,A044280,2008JJ00,,,,,
1026,A027842,A044280,2009JJ00,,,,,
1027,A027842,A044280,2010JJ00,,,,,
1028,A027842,A044280,2011JJ00,,,,,
1029,A027842,A044280,2012JJ00,,,,,
1030,A027842,A044280,2013JJ00,4206.0,3685.0,443.0,0.0,78.0
1031,A027842,A044280,2014JJ00,3985.0,3503.0,408.0,0.0,74.0
1032,A027842,A044280,2015JJ00,3875.0,3427.0,380.0,0.0,68.0
1033,A027842,A044280,2016JJ00,3809.0,3374.0,364.0,0.0,71.0
1034,A027842,A044280,2017JJ00,3669.0,3252.0,347.0,0.0,70.0
1035,A027842,A044280,2018JJ00,3474.0,3084.0,319.0,0.0,71.0
1036,A027842,A044280,2019JJ00,3356.0,2992.0,295.0,0.0,69.0
1037,A027842,A044280,2020JJ00,3186.0,2850.0,265.0,36.0,35.0
1038,A027842,A044280,2021JJ00,3018.0,2709.0,238.0,35.0,36.0
1039,A027842,A044280,2022JJ00,2762.0,2464.0,224.0,39.0,35.0
1040,A027842,A044279,2007JJ00,,,,,
1041,A027842,A044279,2008JJ00,,,,,
1042,A027842,A044279,2009JJ00,,,,,
1043,A027842,A044279,2010JJ00,,,,,
1044,A027842,A044279,2011JJ00,,,,,
1045,A027842,A044279,2012JJ00,4589.0,3993.0,552.0,0.0,44.0
1046,A027842,A044279,2013JJ00,4492.0,3921.0,525.0,0.0,46.0
1047,A027842,A044279,2014JJ00,4347.0,3809.0,492.0,0.0,46.0
1048,A027842,A044279,2015JJ00,4238.0,3736.0,459.0,0.0,43.0
1049,A027842,A044279,2016JJ00,4109.0,3624.0,443.0,0.0,42.0
1050,A027842,A044279,2017JJ00,3910.0,3462.0,412.0,0.0,36.0
1051,A027842,A044279,2018JJ00,3717.0,3309.0,374.0,0.0,34.0
1052,A027842,A044279,2019JJ00,3493.0,3119.0,337.0,0.0,37.0
1053,A027842,A044279,2020JJ00,3248.0,2900.0,308.0,12.0,28.0
1054,A027842,A044279,2021JJ00,2992.0,2672.0,275.0,14.0,31.0
1055,A027842,A044279,2022JJ00,2811.0,2507.0,255.0,18.0,31.0
1056,A027842,A044278,2007JJ00,,,,,
1057,A027842,A044278,2008JJ00,,,,,
1058,A027842,A044278,2009JJ00,,,,,
1059,A027842,A044278,2010JJ00,,,,,
1060,A027842,A044278,2011JJ00,4145.0,3607.0,489.0,0.0,49.0
1061,A027842,A044278,2012JJ00,3964.0,3468.0,449.0,0.0,47.0
1062,A027842,A044278,2013JJ00,3870.0,3392.0,432.0,0.0,46.0
1063,A027842,A044278,2014JJ00,3752.0,3295.0,411.0,0.0,46.0
1064,A027842,A044278,2015JJ00,3633.0,3195.0,391.0,0.0,47.0
1065,A027842,A044278,2016JJ00,3473.0,3060.0,367.0,0.0,46.0
1066,A027842,A044278,2017JJ00,3312.0,2939.0,334.0,0.0,39.0
1067,A027842,A044278,2018JJ00,3124.0,2786.0,301.0,0.0,37.0
1068,A027842,A044278,2019JJ00,2938.0,2628.0,275.0,0.0,35.0
1069,A027842,A044278,2020JJ00,2738.0,2456.0,247.0,17.0,18.0
1070,A027842,A044278,2021JJ00,2535.0,2282.0,216.0,10.0,27.0
1071,A027842,A044278,2022JJ00,2358.0,2122.0,198.0,12.0,26.0
1072,A027842,A044277,2007JJ00,,,,,
1073,A027842,A044277,2008JJ00,,,,,
1074,A027842,A044277,2009JJ00,,,,,
1075,A027842,A044277,2010JJ00,3125.0,2586.0,525.0,0.0,14.0
1076,A027842,A044277,2011JJ00,3048.0,2529.0,505.0,0.0,14.0
1077,A027842,A044277,2012JJ00,2802.0,2309.0,479.0,0.0,14.0
1078,A027842,A044277,2013JJ00,2725.0,2248.0,464.0,0.0,13.0
1079,A027842,A044277,2014JJ00,2632.0,2173.0,446.0,0.0,13.0
1080,A027842,A044277,2015JJ00,2510.0,2080.0,417.0,0.0,13.0
1081,A027842,A044277,2016JJ00,2385.0,1980.0,394.0,0.0,11.0
1082,A027842,A044277,2017JJ00,2273.0,1902.0,360.0,0.0,11.0
1083,A027842,A044277,2018JJ00,2129.0,1790.0,328.0,0.0,11.0
1084,A027842,A044277,2019JJ00,1989.0,1679.0,298.0,0.0,12.0
1085,A027842,A044277,2020JJ00,1841.0,1565.0,264.0,6.0,6.0
1086,A027842,A044277,2021JJ00,1693.0,1449.0,230.0,4.0,10.0
1087,A027842,A044277,2022JJ00,1573.0,1344.0,216.0,4.0,9.0
1088,A027842,A044276,2007JJ00,,,,,
1089,A027842,A044276,2008JJ00,,,,,
1090,A027842,A044276,2009JJ00,2043.0,1631.0,399.0,0.0,13.0
1091,A027842,A044276,2010JJ00,2024.0,1625.0,388.0,0.0,11.0
1092,A027842,A044276,2011JJ00,1946.0,1582.0,354.0,0.0,10.0
1093,A027842,A044276,2012JJ00,1592.0,1256.0,325.0,0.0,11.0
1094,A027842,A044276,2013JJ00,1484.0,1160.0,316.0,0.0,8.0
1095,A027842,A044276,2014JJ00,1441.0,1129.0,305.0,0.0,7.0
1096,A027842,A044276,2015JJ00,1362.0,1077.0,278.0,0.0,7.0
1097,A027842,A044276,2016JJ00,1282.0,1033.0,242.0,0.0,7.0
1098,A027842,A044276,2017JJ00,1190.0,968.0,216.0,0.0,6.0
1099,A027842,A044276,2018JJ00,1066.0,862.0,198.0,0.0,6.0
1100,A027842,A044276,2019JJ00,982.0,793.0,183.0,0.0,6.0
1101,A027842,A044276,2020JJ00,899.0,729.0,164.0,2.0,4.0
1102,A027842,A044276,2021JJ00,793.0,643.0,144.0,0.0,6.0
1103,A027842,A044276,2022JJ00,735.0,600.0,129.0,0.0,6.0
1104,A027842,A044275,2007JJ00,,,,,
1105,A027842,A044275,2008JJ00,966.0,642.0,319.0,0.0,5.0
1106,A027842,A044275,2009JJ00,923.0,622.0,295.0,0.0,6.0
1107,A027842,A044275,2010JJ00,911.0,612.0,294.0,0.0,5.0
1108,A027842,A044275,2011JJ00,890.0,604.0,281.0,0.0,5.0
1109,A027842,A044275,2012JJ00,832.0,568.0,258.0,0.0,6.0
1110,A027842,A044275,2013JJ00,775.0,539.0,230.0,0.0,6.0
1111,A027842,A044275,2014JJ00,727.0,513.0,208.0,0.0,6.0
1112,A027842,A044275,2015JJ00,683.0,484.0,194.0,0.0,5.0
1113,A027842,A044275,2016JJ00,618.0,449.0,164.0,0.0,5.0
1114,A027842,A044275,2017JJ00,572.0,414.0,152.0,0.0,6.0
1115,A027842,A044275,2018JJ00,520.0,374.0,141.0,0.0,5.0
1116,A027842,A044275,2019JJ00,457.0,333.0,119.0,0.0,5.0
1117,A027842,A044275,2020JJ00,418.0,303.0,110.0,3.0,2.0
1118,A027842,A044275,2021JJ00,374.0,271.0,97.0,2.0,4.0
1119,A027842,A044275,2022JJ00,355.0,255.0,94.0,2.0,4.0
1120,A027842,A044274,2007JJ00,389.0,342.0,11.0,0.0,36.0
1121,A027842,A044274,2008JJ00,373.0,351.0,13.0,0.0,9.0
1122,A027842,A044274,2009JJ00,369.0,349.0,13.0,0.0,7.0
1123,A027842,A044274,2010JJ00,362.0,340.0,15.0,0.0,7.0
1124,A027842,A044274,2011JJ00,352.0,330.0,13.0,0.0,9.0
1125,A027842,A044274,2012JJ00,325.0,310.0,9.0,0.0,6.0
1126,A027842,A044274,2013JJ00,308.0,296.0,7.0,0.0,5.0
1127,A027842,A044274,2014JJ00,293.0,284.0,5.0,0.0,4.0
1128,A027842,A044274,2015JJ00,261.0,252.0,5.0,0.0,4.0
1129,A027842,A044274,2016JJ00,239.0,232.0,5.0,0.0,2.0
1130,A027842,A044274,2017JJ00,218.0,211.0,5.0,0.0,2.0
1131,A027842,A044274,2018JJ00,209.0,203.0,4.0,0.0,2.0
1132,A027842,A044274,2019JJ00,179.0,173.0,4.0,0.0,2.0
1133,A027842,A044274,2020JJ00,160.0,154.0,4.0,2.0,0.0
1134,A027842,A044274,2021JJ00,144.0,138.0,5.0,0.0,1.0
1135,A027842,A044274,2022JJ00,130.0,124.0,5.0,0.0,1.0
1136,A027842,A044161,2007JJ00,2097.0,1900.0,165.0,0.0,32.0
1137,A027842,A044161,2008JJ00,2164.0,1970.0,165.0,0.0,29.0
1138,A027842,A044161,2009JJ00,2180.0,1982.0,166.0,0.0,32.0
1139,A027842,A044161,2010JJ00,2142.0,1955.0,165.0,0.0,22.0
1140,A027842,A044161,2011JJ00,2110.0,1924.0,159.0,0.0,27.0
1141,A027842,A044161,2012JJ00,1887.0,1738.0,125.0,0.0,24.0
1142,A027842,A044161,2013JJ00,1742.0,1606.0,114.0,0.0,22.0
1143,A027842,A044161,2014JJ00,1617.0,1490.0,105.0,0.0,22.0
1144,A027842,A044161,2015JJ00,1509.0,1390.0,101.0,0.0,18.0
1145,A027842,A044161,2016JJ00,1389.0,1270.0,98.0,0.0,21.0
1146,A027842,A044161,2017JJ00,1312.0,1197.0,94.0,0.0,21.0
1147,A027842,A044161,2018JJ00,1216.0,1112.0,82.0,0.0,22.0
1148,A027842,A044161,2019JJ00,1108.0,998.0,87.0,0.0,23.0
1149,A027842,A044161,2020JJ00,1065.0,960.0,83.0,4.0,18.0
1150,A027842,A044161,2021JJ00,950.0,849.0,81.0,3.0,17.0
1151,A027842,A044161,2022JJ00,894.0,792.0,82.0,4.0,16.0
