ID,Energiedragers,Perioden,EnergieverbruikInDeEnergiesector_1
844,9         ,1979JJ00,
845,9         ,1980JJ00,
846,9         ,1981JJ00,
847,9         ,1982JJ00,
848,9         ,1983JJ00,
849,9         ,1984JJ00,
850,9         ,1985JJ00,
851,9         ,1986JJ00,
852,9         ,1987JJ00,
853,9         ,1988JJ00,
854,9         ,1989JJ00,
855,9         ,1990JJ00,
856,9         ,1991JJ00,
857,9         ,1992JJ00,
858,9         ,1993JJ00,
859,9         ,1994JJ00,
860,9         ,1995JJ00,3.0
861,9         ,1996JJ00,4.0
862,9         ,1997JJ00,4.0
863,9         ,1998JJ00,5.0
864,9         ,1999KW01,1.0
865,9         ,1999KW02,1.0
866,9         ,1999KW03,1.0
867,9         ,1999KW04,2.0
868,9         ,1999JJ00,6.0
869,9         ,2000KW01,2.0
870,9         ,2000KW02,2.0
871,9         ,2000KW03,2.0
872,9         ,2000KW04,3.0
873,9         ,2000JJ00,9.0
874,9         ,2001KW01,3.0
875,9         ,2001KW02,3.0
876,9         ,2001KW03,3.0
877,9         ,2001KW04,3.0
878,9         ,2001JJ00,13.0
879,9         ,2002KW01,4.0
880,9         ,2002KW02,3.0
881,9         ,2002KW03,5.0
882,9         ,2002KW04,5.0
883,9         ,2002JJ00,17.0
884,9         ,2003KW01,4.0
885,9         ,2003KW02,3.0
886,9         ,2003KW03,4.0
887,9         ,2003KW04,4.0
888,9         ,2003JJ00,16.0
889,9         ,2004KW01,5.0
890,9         ,2004KW02,5.0
891,9         ,2004KW03,6.0
892,9         ,2004KW04,9.0
893,9         ,2004JJ00,25.0
894,9         ,2005KW01,12.0
895,9         ,2005KW02,10.0
896,9         ,2005KW03,9.0
897,9         ,2005KW04,10.0
898,9         ,2005JJ00,40.0
899,9         ,2006KW01,12.0
900,9         ,2006KW02,14.0
901,9         ,2006KW03,7.0
902,9         ,2006KW04,9.0
903,9         ,2006JJ00,41.0
904,9         ,2007KW01,10.0
905,9         ,2007KW02,8.0
906,9         ,2007KW03,10.0
907,9         ,2007KW04,10.0
908,9         ,2007JJ00,39.0
909,9         ,2008KW01,12.0
910,9         ,2008KW02,9.0
911,9         ,2008KW03,11.0
912,9         ,2008KW04,14.0
913,9         ,2008JJ00,46.0
914,9         ,2009KW01,13.0
915,9         ,2009KW02,13.0
916,9         ,2009KW03,13.0
917,9         ,2009KW04,13.0
918,9         ,2009JJ00,53.0
919,9         ,2010KW01,13.0
920,9         ,2010KW02,13.0
921,9         ,2010KW03,12.0
922,9         ,2010KW04,14.0
923,9         ,2010JJ00,51.0
924,9         ,2011KW01,14.0
925,9         ,2011KW02,13.0
926,9         ,2011KW03,13.0
927,9         ,2011KW04,12.0
928,9         ,2011JJ00,52.0
929,9         ,2012KW01,14.0
930,9         ,2012KW02,12.0
931,9         ,2012KW03,13.0
932,9         ,2012KW04,13.0
933,9         ,2012JJ00,53.0
934,9         ,2013KW01,12.0
935,9         ,2013KW02,11.0
936,10        ,1967JJ00,0.0
937,10        ,1968JJ00,0.0
938,10        ,1969JJ00,3.0
939,10        ,1970JJ00,4.0
940,10        ,1971JJ00,4.0
941,10        ,1972JJ00,4.0
942,10        ,1973JJ00,12.0
943,10        ,1974JJ00,35.0
944,10        ,1975JJ00,36.0
945,10        ,1976JJ00,43.0
946,10        ,1977JJ00,41.0
947,10        ,1978JJ00,44.0
948,10        ,1979JJ00,39.0
949,10        ,1980JJ00,46.0
950,10        ,1981JJ00,40.0
951,10        ,1982JJ00,42.0
952,10        ,1983JJ00,38.0
953,10        ,1984JJ00,41.0
954,10        ,1985JJ00,42.0
955,10        ,1986JJ00,45.0
956,10        ,1987JJ00,39.0
957,10        ,1988JJ00,40.0
958,10        ,1989JJ00,43.0
959,10        ,1990JJ00,38.0
960,10        ,1991JJ00,36.0
961,10        ,1992JJ00,43.0
962,10        ,1993JJ00,42.0
963,10        ,1994JJ00,43.0
964,10        ,1995JJ00,43.0
965,10        ,1996JJ00,45.0
966,10        ,1997JJ00,25.0
967,10        ,1998JJ00,39.0
968,10        ,1999KW01,11.0
969,10        ,1999KW02,11.0
970,10        ,1999KW03,7.0
971,10        ,1999KW04,11.0
972,10        ,1999JJ00,40.0
973,10        ,2000KW01,11.0
974,10        ,2000KW02,10.0
975,10        ,2000KW03,10.0
976,10        ,2000KW04,9.0
977,10        ,2000JJ00,41.0
978,10        ,2001KW01,11.0
979,10        ,2001KW02,11.0
980,10        ,2001KW03,9.0
981,10        ,2001KW04,11.0
982,10        ,2001JJ00,41.0
983,10        ,2002KW01,11.0
984,10        ,2002KW02,11.0
985,10        ,2002KW03,9.0
986,10        ,2002KW04,10.0
987,10        ,2002JJ00,40.0
988,10        ,2003KW01,11.0
989,10        ,2003KW02,11.0
990,10        ,2003KW03,9.0
991,10        ,2003KW04,10.0
992,10        ,2003JJ00,41.0
993,10        ,2004KW01,10.0
994,10        ,2004KW02,11.0
995,10        ,2004KW03,11.0
996,10        ,2004KW04,8.0
997,10        ,2004JJ00,39.0
998,10        ,2005KW01,11.0
999,10        ,2005KW02,11.0
1000,10        ,2005KW03,9.0
1001,10        ,2005KW04,11.0
1002,10        ,2005JJ00,41.0
1003,10        ,2006KW01,11.0
1004,10        ,2006KW02,9.0
1005,10        ,2006KW03,11.0
1006,10        ,2006KW04,5.0
1007,10        ,2006JJ00,36.0
1008,10        ,2007KW01,11.0
1009,10        ,2007KW02,11.0
1010,10        ,2007KW03,9.0
1011,10        ,2007KW04,11.0
1012,10        ,2007JJ00,41.0
1013,10        ,2008KW01,11.0
1014,10        ,2008KW02,8.0
1015,10        ,2008KW03,11.0
1016,10        ,2008KW04,11.0
1017,10        ,2008JJ00,40.0
1018,10        ,2009KW01,11.0
1019,10        ,2009KW02,9.0
1020,10        ,2009KW03,11.0
1021,10        ,2009KW04,11.0
1022,10        ,2009JJ00,41.0
1023,10        ,2010KW01,10.0
1024,10        ,2010KW02,7.0
1025,10        ,2010KW03,11.0
1026,10        ,2010KW04,11.0
1027,10        ,2010JJ00,38.0
1028,10        ,2011KW01,11.0
1029,10        ,2011KW02,8.0
1030,10        ,2011KW03,10.0
1031,10        ,2011KW04,11.0
1032,10        ,2011JJ00,40.0
1033,10        ,2012KW01,11.0
1034,10        ,2012KW02,6.0
1035,10        ,2012KW03,11.0
1036,10        ,2012KW04,11.0
1037,10        ,2012JJ00,39.0
1038,10        ,2013KW01,10.0
1039,10        ,2013KW02,6.0
1040,11        ,1967JJ00,
1041,11        ,1968JJ00,
1042,11        ,1969JJ00,
1043,11        ,1970JJ00,
1044,11        ,1971JJ00,
1045,11        ,1972JJ00,
1046,11        ,1973JJ00,
1047,11        ,1974JJ00,
1048,11        ,1975JJ00,
1049,11        ,1976JJ00,
1050,11        ,1977JJ00,
1051,11        ,1978JJ00,
1052,11        ,1979JJ00,
1053,11        ,1980JJ00,
1054,11        ,1981JJ00,
1055,11        ,1982JJ00,
1056,11        ,1983JJ00,
1057,11        ,1984JJ00,
1058,11        ,1985JJ00,
1059,11        ,1986JJ00,
1060,11        ,1987JJ00,
1061,11        ,1988JJ00,
1062,11        ,1989JJ00,
1063,11        ,1990JJ00,
1064,11        ,1991JJ00,
1065,11        ,1992JJ00,
1066,11        ,1993JJ00,
1067,11        ,1994JJ00,
1068,11        ,1995JJ00,0.0
1069,11        ,1996JJ00,0.0
1070,11        ,1997JJ00,0.0
1071,11        ,1998JJ00,0.0
1072,11        ,1999KW01,0.0
1073,11        ,1999KW02,0.0
1074,11        ,1999KW03,0.0
1075,11        ,1999KW04,0.0
1076,11        ,1999JJ00,0.0
1077,11        ,2000KW01,0.0
1078,11        ,2000KW02,0.0
1079,11        ,2000KW03,0.0
1080,11        ,2000KW04,0.0
1081,11        ,2000JJ00,0.0
1082,11        ,2001KW01,0.0
1083,11        ,2001KW02,0.0
1084,11        ,2001KW03,0.0
1085,11        ,2001KW04,0.0
1086,11        ,2001JJ00,0.0
1087,11        ,2002KW01,0.0
1088,11        ,2002KW02,0.0
1089,11        ,2002KW03,0.0
1090,11        ,2002KW04,0.0
1091,11        ,2002JJ00,0.0
1092,11        ,2003KW01,0.0
1093,11        ,2003KW02,0.0
1094,11        ,2003KW03,0.0
1095,11        ,2003KW04,0.0
1096,11        ,2003JJ00,0.0
1097,11        ,2004KW01,0.0
1098,11        ,2004KW02,0.0
1099,11        ,2004KW03,0.0
1100,11        ,2004KW04,0.0
1101,11        ,2004JJ00,0.0
1102,11        ,2005KW01,0.0
1103,11        ,2005KW02,0.0
1104,11        ,2005KW03,0.0
1105,11        ,2005KW04,0.0
1106,11        ,2005JJ00,1.0
1107,11        ,2006KW01,0.0
1108,11        ,2006KW02,0.0
1109,11        ,2006KW03,0.0
1110,11        ,2006KW04,0.0
1111,11        ,2006JJ00,0.0
1112,11        ,2007KW01,0.0
1113,11        ,2007KW02,0.0
1114,11        ,2007KW03,0.0
1115,11        ,2007KW04,0.0
1116,11        ,2007JJ00,0.0
1117,11        ,2008KW01,0.0
1118,11        ,2008KW02,0.0
1119,11        ,2008KW03,0.0
1120,11        ,2008KW04,0.0
1121,11        ,2008JJ00,0.0
1122,11        ,2009KW01,0.0
1123,11        ,2009KW02,0.0
1124,11        ,2009KW03,0.0
1125,11        ,2009KW04,0.0
1126,11        ,2009JJ00,0.0
1127,11        ,2010KW01,0.0
1128,11        ,2010KW02,0.0
1129,11        ,2010KW03,0.0
1130,11        ,2010KW04,0.0
1131,11        ,2010JJ00,0.0
1132,11        ,2011KW01,0.0
1133,11        ,2011KW02,0.0
1134,11        ,2011KW03,0.0
1135,11        ,2011KW04,0.0
1136,11        ,2011JJ00,0.0
1137,11        ,2012KW01,0.0
1138,11        ,2012KW02,0.0
1139,11        ,2012KW03,0.0
1140,11        ,2012KW04,0.0
1141,11        ,2012JJ00,0.0
1142,11        ,2013KW01,0.0
1143,11        ,2013KW02,0.0
1144,12        ,1967JJ00,
1145,12        ,1968JJ00,
1146,12        ,1969JJ00,
1147,12        ,1970JJ00,
1148,12        ,1971JJ00,
1149,12        ,1972JJ00,
1150,12        ,1973JJ00,
1151,12        ,1974JJ00,
1152,12        ,1975JJ00,-153.0
1153,12        ,1976JJ00,-166.0
1154,12        ,1977JJ00,-166.0
1155,12        ,1978JJ00,-177.0
1156,12        ,1979JJ00,-185.0
1157,12        ,1980JJ00,-186.0
1158,12        ,1981JJ00,-184.0
1159,12        ,1982JJ00,-173.0
1160,12        ,1983JJ00,-173.0
1161,12        ,1984JJ00,-181.0
1162,12        ,1985JJ00,-182.0
1163,12        ,1986JJ00,-194.0
1164,12        ,1987JJ00,-195.0
1165,12        ,1988JJ00,-195.0
1166,12        ,1989JJ00,-206.0
1167,12        ,1990JJ00,-198.0
1168,12        ,1991JJ00,-204.0
1169,12        ,1992JJ00,-210.0
1170,12        ,1993JJ00,-212.0
1171,12        ,1994JJ00,-219.0
1172,12        ,1995JJ00,-225.0
1173,12        ,1996JJ00,-237.0
1174,12        ,1997JJ00,-241.0
1175,12        ,1998JJ00,-256.0
1176,12        ,1999KW01,-65.0
1177,12        ,1999KW02,-55.0
1178,12        ,1999KW03,-57.0
1179,12        ,1999KW04,-64.0
1180,12        ,1999JJ00,-240.0
1181,12        ,2000KW01,-65.0
1182,12        ,2000KW02,-59.0
1183,12        ,2000KW03,-59.0
1184,12        ,2000KW04,-64.0
1185,12        ,2000JJ00,-247.0
1186,12        ,2001KW01,-68.0
1187,12        ,2001KW02,-62.0
1188,12        ,2001KW03,-61.0
1189,12        ,2001KW04,-68.0
1190,12        ,2001JJ00,-259.0
1191,12        ,2002KW01,-69.0
1192,12        ,2002KW02,-63.0
1193,12        ,2002KW03,-63.0
1194,12        ,2002KW04,-69.0
1195,12        ,2002JJ00,-264.0
1196,12        ,2003KW01,-70.0
1197,12        ,2003KW02,-62.0
1198,12        ,2003KW03,-65.0
1199,12        ,2003KW04,-67.0
1200,12        ,2003JJ00,-264.0
1201,12        ,2004KW01,-70.0
1202,12        ,2004KW02,-66.0
1203,12        ,2004KW03,-71.0
1204,12        ,2004KW04,-72.0
1205,12        ,2004JJ00,-278.0
1206,12        ,2005KW01,-70.0
1207,12        ,2005KW02,-64.0
1208,12        ,2005KW03,-64.0
1209,12        ,2005KW04,-69.0
1210,12        ,2005JJ00,-268.0
1211,12        ,2006KW01,-71.0
1212,12        ,2006KW02,-57.0
1213,12        ,2006KW03,-64.0
1214,12        ,2006KW04,-67.0
1215,12        ,2006JJ00,-259.0
1216,12        ,2007KW01,-73.0
1217,12        ,2007KW02,-60.0
1218,12        ,2007KW03,-62.0
1219,12        ,2007KW04,-77.0
1220,12        ,2007JJ00,-273.0
1221,12        ,2008KW01,-71.0
1222,12        ,2008KW02,-62.0
1223,12        ,2008KW03,-61.0
1224,12        ,2008KW04,-73.0
1225,12        ,2008JJ00,-266.0
1226,12        ,2009KW01,-71.0
1227,12        ,2009KW02,-62.0
1228,12        ,2009KW03,-73.0
1229,12        ,2009KW04,-83.0
1230,12        ,2009JJ00,-289.0
1231,12        ,2010KW01,-83.0
1232,12        ,2010KW02,-65.0
1233,12        ,2010KW03,-66.0
1234,12        ,2010KW04,-86.0
1235,12        ,2010JJ00,-300.0
1236,12        ,2011KW01,-72.0
1237,12        ,2011KW02,-66.0
1238,12        ,2011KW03,-61.0
1239,12        ,2011KW04,-77.0
1240,12        ,2011JJ00,-276.0
1241,12        ,2012KW01,-71.0
1242,12        ,2012KW02,-52.0
1243,12        ,2012KW03,-54.0
1244,12        ,2012KW04,-67.0
1245,12        ,2012JJ00,-244.0
1246,12        ,2013KW01,-68.0
1247,12        ,2013KW02,-52.0
1248,13        ,1967JJ00,
1249,13        ,1968JJ00,
1250,13        ,1969JJ00,
1251,13        ,1970JJ00,
1252,13        ,1971JJ00,
1253,13        ,1972JJ00,
1254,13        ,1973JJ00,
1255,13        ,1974JJ00,
1256,13        ,1975JJ00,-20.0
1257,13        ,1976JJ00,-16.0
1258,13        ,1977JJ00,-13.0
1259,13        ,1978JJ00,-8.0
1260,13        ,1979JJ00,-4.0
1261,13        ,1980JJ00,-1.0
1262,13        ,1981JJ00,-2.0
1263,13        ,1982JJ00,-6.0
1264,13        ,1983JJ00,-7.0
1265,13        ,1984JJ00,-8.0
1266,13        ,1985JJ00,-10.0
1267,13        ,1986JJ00,-11.0
1268,13        ,1987JJ00,-4.0
1269,13        ,1988JJ00,1.0
1270,13        ,1989JJ00,1.0
1271,13        ,1990JJ00,1.0
1272,13        ,1991JJ00,-3.0
1273,13        ,1992JJ00,-4.0
1274,13        ,1993JJ00,-33.0
1275,13        ,1994JJ00,-48.0
1276,13        ,1995JJ00,-95.0
1277,13        ,1996JJ00,-108.0
1278,13        ,1997JJ00,-108.0
1279,13        ,1998JJ00,-117.0
1280,13        ,1999KW01,-37.0
1281,13        ,1999KW02,-30.0
1282,13        ,1999KW03,-27.0
1283,13        ,1999KW04,-34.0
1284,13        ,1999JJ00,-127.0
1285,13        ,2000KW01,-36.0
1286,13        ,2000KW02,-27.0
1287,13        ,2000KW03,-26.0
1288,13        ,2000KW04,-34.0
1289,13        ,2000JJ00,-123.0
1290,13        ,2001KW01,-38.0
1291,13        ,2001KW02,-30.0
1292,13        ,2001KW03,-27.0
1293,13        ,2001KW04,-31.0
1294,13        ,2001JJ00,-126.0
1295,13        ,2002KW01,-37.0
1296,13        ,2002KW02,-29.0
1297,13        ,2002KW03,-27.0
1298,13        ,2002KW04,-35.0
1299,13        ,2002JJ00,-128.0
1300,13        ,2003KW01,-38.0
1301,13        ,2003KW02,-30.0
1302,13        ,2003KW03,-26.0
1303,13        ,2003KW04,-33.0
1304,13        ,2003JJ00,-128.0
1305,13        ,2004KW01,-37.0
1306,13        ,2004KW02,-32.0
1307,13        ,2004KW03,-30.0
1308,13        ,2004KW04,-37.0
1309,13        ,2004JJ00,-136.0
1310,13        ,2005KW01,-37.0
1311,13        ,2005KW02,-30.0
1312,13        ,2005KW03,-29.0
1313,13        ,2005KW04,-35.0
1314,13        ,2005JJ00,-130.0
1315,13        ,2006KW01,-33.0
1316,13        ,2006KW02,-24.0
1317,13        ,2006KW03,-22.0
1318,13        ,2006KW04,-27.0
1319,13        ,2006JJ00,-106.0
1320,13        ,2007KW01,-30.0
1321,13        ,2007KW02,-23.0
1322,13        ,2007KW03,-24.0
1323,13        ,2007KW04,-28.0
1324,13        ,2007JJ00,-105.0
1325,13        ,2008KW01,-28.0
1326,13        ,2008KW02,-23.0
1327,13        ,2008KW03,-21.0
1328,13        ,2008KW04,-31.0
1329,13        ,2008JJ00,-103.0
1330,13        ,2009KW01,-26.0
1331,13        ,2009KW02,-19.0
1332,13        ,2009KW03,-19.0
1333,13        ,2009KW04,-25.0
1334,13        ,2009JJ00,-88.0
1335,13        ,2010KW01,-28.0
1336,13        ,2010KW02,-20.0
1337,13        ,2010KW03,-19.0
1338,13        ,2010KW04,-25.0
1339,13        ,2010JJ00,-92.0
1340,13        ,2011KW01,-25.0
1341,13        ,2011KW02,-20.0
1342,13        ,2011KW03,-18.0
1343,13        ,2011KW04,-22.0
1344,13        ,2011JJ00,-85.0
1345,13        ,2012KW01,-24.0
1346,13        ,2012KW02,-16.0
1347,13        ,2012KW03,-17.0
1348,13        ,2012KW04,-20.0
1349,13        ,2012JJ00,-77.0
1350,13        ,2013KW01,-25.0
1351,13        ,2013KW02,-17.0
