ID,KenmerkenHuishoudens,CaribischNederland,Perioden,Huishoudens_1,PersonenMetInkomenPerHuishouden_2,BesteedbaarInkomenGemiddeld_3,BesteedbaarInkomenMediaan_4,GestandaardiseerdInkomenGemiddeld_5,GestandaardiseerdInkomenMediaan_6
327,1050055,GM9003 ,2014JJ00,250.0,1.8,39.7,33.6,24.1,20.3
328,1050055,GM9003 ,2015JJ00,300.0,1.9,40.0,32.5,24.5,20.7
329,1050055,GM9003 ,2016JJ00,300.0,1.8,38.2,32.2,23.4,19.1
330,1050055,GM9003 ,2017JJ00,300.0,1.8,40.7,33.9,24.9,20.8
331,1050055,GM9003 ,2018JJ00,300.0,1.9,44.4,37.5,27.0,22.2
332,1050055,GM9003 ,2019JJ00,300.0,2.0,48.8,41.6,29.5,24.3
333,1050055,GM9003 ,2020JJ00,250.0,1.9,48.7,41.0,29.0,24.2
334,1050055,GM9003 ,2021JJ00,300.0,2.0,48.7,42.7,29.0,24.7
335,1050055,GM9003 ,2022JJ00,300.0,2.0,52.8,45.3,31.8,27.2
336,1017780,CN01   ,2011JJ00,1200.0,1.7,34.3,27.1,24.2,19.2
337,1017780,CN01   ,2012JJ00,1300.0,1.7,35.5,27.5,25.1,19.5
338,1017780,CN01   ,2013JJ00,1450.0,1.7,35.8,28.1,25.3,19.9
339,1017780,CN01   ,2014JJ00,1550.0,1.7,36.7,27.6,25.9,19.5
340,1017780,CN01   ,2015JJ00,1650.0,1.7,37.3,28.7,26.4,20.3
341,1017780,CN01   ,2016JJ00,1750.0,1.7,38.3,29.9,27.1,21.1
342,1017780,CN01   ,2017JJ00,1800.0,1.7,39.6,30.7,28.0,21.7
343,1017780,CN01   ,2018JJ00,1950.0,1.7,40.5,31.2,28.6,22.1
344,1017780,CN01   ,2019JJ00,2000.0,1.8,42.5,32.3,30.1,22.8
345,1017780,CN01   ,2020JJ00,1900.0,1.8,42.8,33.5,30.3,23.7
346,1017780,CN01   ,2021JJ00,2000.0,1.8,43.3,33.7,30.6,23.8
347,1017780,CN01   ,2022JJ00,2050.0,1.7,44.0,34.6,31.1,24.5
348,1017780,GM9001 ,2011JJ00,950.0,1.7,34.1,27.2,24.1,19.3
349,1017780,GM9001 ,2012JJ00,1050.0,1.7,35.6,27.5,25.2,19.5
350,1017780,GM9001 ,2013JJ00,1150.0,1.7,35.8,28.5,25.3,20.1
351,1017780,GM9001 ,2014JJ00,1200.0,1.7,36.8,27.3,26.0,19.3
352,1017780,GM9001 ,2015JJ00,1300.0,1.7,36.6,28.1,25.9,19.9
353,1017780,GM9001 ,2016JJ00,1400.0,1.7,38.8,30.2,27.4,21.3
354,1017780,GM9001 ,2017JJ00,1500.0,1.8,39.6,30.7,28.0,21.7
355,1017780,GM9001 ,2018JJ00,1650.0,1.8,39.7,30.8,28.1,21.8
356,1017780,GM9001 ,2019JJ00,1700.0,1.8,41.6,31.8,29.4,22.5
357,1017780,GM9001 ,2020JJ00,1650.0,1.8,41.4,32.6,29.3,23.0
358,1017780,GM9001 ,2021JJ00,1700.0,1.8,42.9,33.1,30.3,23.4
359,1017780,GM9001 ,2022JJ00,1750.0,1.7,43.3,34.1,30.6,24.1
360,1017780,GM9002 ,2011JJ00,100.0,1.5,34.2,25.8,24.2,18.2
361,1017780,GM9002 ,2012JJ00,150.0,1.5,33.2,25.5,23.5,18.1
362,1017780,GM9002 ,2013JJ00,150.0,1.5,35.4,25.9,25.0,18.3
363,1017780,GM9002 ,2014JJ00,150.0,1.5,37.0,27.0,26.2,19.1
364,1017780,GM9002 ,2015JJ00,150.0,1.6,42.4,32.6,30.0,23.1
365,1017780,GM9002 ,2016JJ00,150.0,1.6,39.1,28.5,27.6,20.2
366,1017780,GM9002 ,2017JJ00,150.0,1.6,43.8,33.5,31.0,23.7
367,1017780,GM9002 ,2018JJ00,150.0,1.7,49.6,35.9,35.1,25.4
368,1017780,GM9002 ,2019JJ00,150.0,1.8,51.5,40.5,36.4,28.6
369,1017780,GM9002 ,2020JJ00,150.0,1.8,55.5,45.6,39.2,32.2
370,1017780,GM9002 ,2021JJ00,150.0,1.7,49.8,42.0,35.2,29.7
371,1017780,GM9002 ,2022JJ00,150.0,1.8,49.4,41.4,34.9,29.3
372,1017780,GM9003 ,2011JJ00,100.0,1.7,35.6,27.5,25.2,19.4
373,1017780,GM9003 ,2012JJ00,100.0,1.7,36.9,29.1,26.1,20.6
374,1017780,GM9003 ,2013JJ00,150.0,1.7,36.4,29.3,25.8,20.7
375,1017780,GM9003 ,2014JJ00,150.0,1.7,34.9,29.7,24.7,21.0
376,1017780,GM9003 ,2015JJ00,150.0,1.7,37.4,31.1,26.4,22.0
377,1017780,GM9003 ,2016JJ00,150.0,1.6,33.6,27.3,23.8,19.3
378,1017780,GM9003 ,2017JJ00,150.0,1.6,35.9,28.5,25.4,20.2
379,1017780,GM9003 ,2018JJ00,150.0,1.7,39.5,32.2,27.9,22.7
380,1017780,GM9003 ,2019JJ00,150.0,1.7,43.3,35.3,30.6,24.9
381,1017780,GM9003 ,2020JJ00,100.0,1.8,43.5,35.7,30.7,25.2
382,1017780,GM9003 ,2021JJ00,150.0,1.8,41.1,34.6,29.1,24.5
383,1017780,GM9003 ,2022JJ00,150.0,1.8,45.5,36.8,32.1,26.0
384,1016090,CN01   ,2011JJ00,1500.0,2.1,38.5,33.0,20.1,17.1
385,1016090,CN01   ,2012JJ00,1550.0,2.1,40.2,35.6,21.0,18.8
386,1016090,CN01   ,2013JJ00,1600.0,2.1,41.0,36.3,21.4,19.1
387,1016090,CN01   ,2014JJ00,1800.0,2.1,42.9,37.4,22.5,19.4
388,1016090,CN01   ,2015JJ00,1800.0,2.2,45.3,38.9,23.7,20.3
389,1016090,CN01   ,2016JJ00,1950.0,2.2,45.5,39.1,23.8,20.2
390,1016090,CN01   ,2017JJ00,2050.0,2.2,47.3,40.5,24.8,21.0
391,1016090,CN01   ,2018JJ00,2100.0,2.2,48.3,41.4,25.3,21.4
392,1016090,CN01   ,2019JJ00,2150.0,2.3,50.8,42.6,26.7,22.5
393,1016090,CN01   ,2020JJ00,2150.0,2.2,50.9,43.0,26.6,22.2
394,1016090,CN01   ,2021JJ00,2150.0,2.3,52.0,44.1,27.1,23.2
395,1016090,CN01   ,2022JJ00,2250.0,2.2,53.5,45.8,28.0,23.6
396,1016090,GM9001 ,2011JJ00,1200.0,2.2,37.9,33.1,19.9,17.0
397,1016090,GM9001 ,2012JJ00,1250.0,2.2,39.2,35.1,20.5,18.6
398,1016090,GM9001 ,2013JJ00,1300.0,2.1,40.0,35.6,20.9,18.8
399,1016090,GM9001 ,2014JJ00,1450.0,2.2,42.4,37.2,22.2,19.2
400,1016090,GM9001 ,2015JJ00,1450.0,2.2,44.4,38.5,23.2,20.1
401,1016090,GM9001 ,2016JJ00,1600.0,2.3,44.8,38.6,23.4,20.0
402,1016090,GM9001 ,2017JJ00,1700.0,2.3,46.2,39.8,24.2,20.6
403,1016090,GM9001 ,2018JJ00,1750.0,2.3,47.0,40.8,24.7,20.7
404,1016090,GM9001 ,2019JJ00,1750.0,2.3,49.2,41.5,25.8,21.9
405,1016090,GM9001 ,2020JJ00,1800.0,2.3,49.6,41.5,26.0,21.6
406,1016090,GM9001 ,2021JJ00,1850.0,2.3,50.9,42.8,26.6,22.5
407,1016090,GM9001 ,2022JJ00,1900.0,2.3,52.5,44.2,27.5,22.9
408,1016090,GM9002 ,2011JJ00,150.0,1.7,42.7,33.3,21.6,18.4
409,1016090,GM9002 ,2012JJ00,200.0,1.8,46.3,40.3,23.7,20.6
410,1016090,GM9002 ,2013JJ00,200.0,1.8,47.7,42.2,24.6,23.0
411,1016090,GM9002 ,2014JJ00,200.0,1.8,45.1,37.8,23.4,20.2
412,1016090,GM9002 ,2015JJ00,200.0,1.9,53.5,48.0,28.1,24.6
413,1016090,GM9002 ,2016JJ00,200.0,1.9,51.9,48.0,27.2,26.2
414,1016090,GM9002 ,2017JJ00,250.0,2.0,56.7,51.9,29.6,26.9
415,1016090,GM9002 ,2018JJ00,200.0,2.1,57.2,52.5,29.6,27.0
416,1016090,GM9002 ,2019JJ00,200.0,2.1,62.1,54.1,32.4,29.7
417,1016090,GM9002 ,2020JJ00,200.0,2.2,59.8,54.8,31.2,28.2
418,1016090,GM9002 ,2021JJ00,200.0,2.1,59.5,52.1,30.7,26.7
419,1016090,GM9002 ,2022JJ00,200.0,2.1,59.1,53.5,30.6,28.0
420,1016090,GM9003 ,2011JJ00,100.0,1.9,38.4,32.6,20.6,16.4
421,1016090,GM9003 ,2012JJ00,100.0,1.9,42.3,34.5,22.5,18.7
422,1016090,GM9003 ,2013JJ00,150.0,2.0,41.7,35.3,22.2,18.1
423,1016090,GM9003 ,2014JJ00,150.0,2.0,44.5,37.9,23.5,20.0
424,1016090,GM9003 ,2015JJ00,150.0,2.0,42.7,36.3,22.5,18.7
425,1016090,GM9003 ,2016JJ00,150.0,2.1,43.8,35.5,23.0,18.9
426,1016090,GM9003 ,2017JJ00,150.0,2.0,45.8,39.7,24.4,21.2
427,1016090,GM9003 ,2018JJ00,150.0,2.1,49.3,39.3,26.1,22.0
428,1016090,GM9003 ,2019JJ00,150.0,2.2,53.7,45.9,28.5,24.2
429,1016090,GM9003 ,2020JJ00,150.0,2.1,52.4,45.0,27.8,23.8
430,1016090,GM9003 ,2021JJ00,150.0,2.1,55.5,48.5,29.0,24.9
431,1016090,GM9003 ,2022JJ00,150.0,2.3,59.8,54.7,31.4,28.5
432,1017810,CN01   ,2011JJ00,900.0,1.8,37.5,31.4,19.6,16.4
433,1017810,CN01   ,2012JJ00,950.0,1.8,37.8,33.5,19.8,17.7
434,1017810,CN01   ,2013JJ00,950.0,1.8,39.4,34.9,20.6,18.1
435,1017810,CN01   ,2014JJ00,1050.0,1.8,40.7,35.2,21.4,18.4
436,1017810,CN01   ,2015JJ00,1050.0,1.8,42.6,36.8,22.3,19.1
437,1017810,CN01   ,2016JJ00,1150.0,1.9,43.5,37.1,22.8,19.2
438,1017810,CN01   ,2017JJ00,1200.0,1.8,43.7,37.8,22.9,19.8
439,1017810,CN01   ,2018JJ00,1250.0,1.9,45.3,38.8,23.7,20.2
440,1017810,CN01   ,2019JJ00,1250.0,1.9,47.9,40.6,25.1,21.2
441,1017810,CN01   ,2020JJ00,1300.0,1.9,48.5,40.9,25.3,21.3
442,1017810,CN01   ,2021JJ00,1300.0,1.9,49.1,41.8,25.4,22.1
443,1017810,CN01   ,2022JJ00,1350.0,1.9,50.4,42.9,26.2,22.0
444,1017810,GM9001 ,2011JJ00,750.0,1.8,36.7,31.0,19.2,16.0
445,1017810,GM9001 ,2012JJ00,750.0,1.8,36.5,32.5,19.1,17.1
446,1017810,GM9001 ,2013JJ00,750.0,1.8,37.9,33.8,19.8,17.5
447,1017810,GM9001 ,2014JJ00,800.0,1.8,39.8,34.4,20.9,17.9
448,1017810,GM9001 ,2015JJ00,800.0,1.8,41.0,35.8,21.4,18.5
449,1017810,GM9001 ,2016JJ00,950.0,1.9,42.0,35.8,22.0,18.8
450,1017810,GM9001 ,2017JJ00,1000.0,1.9,42.0,36.3,22.1,19.1
451,1017810,GM9001 ,2018JJ00,1000.0,1.9,43.8,38.0,22.9,19.5
452,1017810,GM9001 ,2019JJ00,1050.0,1.9,46.1,39.1,24.1,20.6
453,1017810,GM9001 ,2020JJ00,1050.0,1.9,47.1,39.4,24.5,20.7
454,1017810,GM9001 ,2021JJ00,1050.0,1.9,47.6,39.9,24.7,20.9
455,1017810,GM9001 ,2022JJ00,1100.0,1.9,49.1,40.6,25.6,21.2
456,1017810,GM9002 ,2011JJ00,100.0,1.6,41.8,36.4,21.2,19.4
457,1017810,GM9002 ,2012JJ00,100.0,1.6,42.1,42.1,21.6,21.0
458,1017810,GM9002 ,2013JJ00,100.0,1.6,45.4,41.7,23.7,22.4
459,1017810,GM9002 ,2014JJ00,150.0,1.6,42.3,37.1,22.1,19.2
460,1017810,GM9002 ,2015JJ00,150.0,1.7,52.7,45.3,27.4,22.8
461,1017810,GM9002 ,2016JJ00,150.0,1.8,53.1,50.8,27.7,27.6
462,1017810,GM9002 ,2017JJ00,150.0,1.8,54.0,46.9,28.2,25.0
463,1017810,GM9002 ,2018JJ00,150.0,1.8,54.2,49.4,28.3,25.4
464,1017810,GM9002 ,2019JJ00,150.0,1.8,57.9,51.4,30.3,28.7
465,1017810,GM9002 ,2020JJ00,150.0,1.8,56.4,53.3,29.6,28.0
466,1017810,GM9002 ,2021JJ00,100.0,1.8,56.5,48.2,28.9,24.3
467,1017810,GM9002 ,2022JJ00,150.0,1.8,55.9,52.7,28.8,26.4
468,1017810,GM9003 ,2011JJ00,100.0,,,,,
469,1017810,GM9003 ,2012JJ00,100.0,,,,,
470,1017810,GM9003 ,2013JJ00,100.0,,,,,
471,1017810,GM9003 ,2014JJ00,100.0,,,,,
472,1017810,GM9003 ,2015JJ00,100.0,,,,,
473,1017810,GM9003 ,2016JJ00,100.0,,,,,
474,1017810,GM9003 ,2017JJ00,100.0,,,,,
475,1017810,GM9003 ,2018JJ00,100.0,,,,,
476,1017810,GM9003 ,2019JJ00,100.0,,,,,
477,1017810,GM9003 ,2020JJ00,100.0,,,,,
478,1017810,GM9003 ,2021JJ00,100.0,1.9,55.8,48.4,29.2,25.6
479,1017810,GM9003 ,2022JJ00,100.0,,,,,
480,1017880,CN01   ,2011JJ00,600.0,2.6,40.2,35.5,21.0,18.6
481,1017880,CN01   ,2012JJ00,600.0,2.6,44.1,38.7,23.0,20.1
482,1017880,CN01   ,2013JJ00,650.0,2.5,43.4,40.0,22.7,20.5
483,1017880,CN01   ,2014JJ00,750.0,2.6,46.0,40.7,24.0,21.2
484,1017880,CN01   ,2015JJ00,750.0,2.7,49.0,43.3,25.6,22.0
485,1017880,CN01   ,2016JJ00,800.0,2.7,48.4,43.2,25.2,22.2
486,1017880,CN01   ,2017JJ00,850.0,2.8,52.5,46.0,27.4,23.6
487,1017880,CN01   ,2018JJ00,850.0,2.8,52.6,46.2,27.6,23.5
488,1017880,CN01   ,2019JJ00,850.0,2.8,55.0,46.7,28.9,24.4
489,1017880,CN01   ,2020JJ00,850.0,2.8,54.3,46.7,28.6,24.3
490,1017880,CN01   ,2021JJ00,900.0,2.8,56.3,48.1,29.6,24.7
491,1017880,CN01   ,2022JJ00,900.0,2.8,58.2,50.7,30.7,26.1
492,1017880,GM9001 ,2011JJ00,500.0,2.7,39.8,36.7,20.8,19.2
493,1017880,GM9001 ,2012JJ00,500.0,2.7,43.2,39.6,22.6,20.7
494,1017880,GM9001 ,2013JJ00,550.0,2.6,43.0,40.0,22.5,20.5
495,1017880,GM9001 ,2014JJ00,600.0,2.7,46.1,41.4,24.0,21.4
496,1017880,GM9001 ,2015JJ00,600.0,2.8,49.0,43.3,25.5,22.0
497,1017880,GM9001 ,2016JJ00,650.0,2.8,48.8,43.3,25.3,22.2
498,1017880,GM9001 ,2017JJ00,700.0,2.8,51.9,45.9,27.1,23.3
499,1017880,GM9001 ,2018JJ00,700.0,2.8,51.7,45.9,27.2,23.1
500,1017880,GM9001 ,2019JJ00,750.0,2.9,53.6,45.8,28.2,23.8
501,1017880,GM9001 ,2020JJ00,750.0,2.8,53.4,45.8,28.1,23.7
502,1017880,GM9001 ,2021JJ00,750.0,2.8,55.6,47.5,29.2,24.5
503,1017880,GM9001 ,2022JJ00,750.0,2.8,57.3,48.8,30.2,25.4
504,1017880,GM9002 ,2011JJ00,50.0,,,,,
505,1017880,GM9002 ,2012JJ00,50.0,,,,,
506,1017880,GM9002 ,2013JJ00,50.0,,,,,
507,1017880,GM9002 ,2014JJ00,100.0,,,,,
508,1017880,GM9002 ,2015JJ00,50.0,,,,,
509,1017880,GM9002 ,2016JJ00,100.0,,,,,
510,1017880,GM9002 ,2017JJ00,100.0,,,,,
511,1017880,GM9002 ,2018JJ00,100.0,,,,,
512,1017880,GM9002 ,2019JJ00,100.0,,,,,
513,1017880,GM9002 ,2020JJ00,100.0,,,,,
514,1017880,GM9002 ,2021JJ00,100.0,,,,,
515,1017880,GM9002 ,2022JJ00,100.0,,,,,
516,1017880,GM9003 ,2011JJ00,50.0,,,,,
517,1017880,GM9003 ,2012JJ00,50.0,,,,,
518,1017880,GM9003 ,2013JJ00,50.0,,,,,
519,1017880,GM9003 ,2014JJ00,50.0,,,,,
520,1017880,GM9003 ,2015JJ00,50.0,,,,,
521,1017880,GM9003 ,2016JJ00,50.0,,,,,
522,1017880,GM9003 ,2017JJ00,50.0,,,,,
523,1017880,GM9003 ,2018JJ00,50.0,,,,,
524,1017880,GM9003 ,2019JJ00,50.0,,,,,
525,1017880,GM9003 ,2020JJ00,50.0,,,,,
526,1017880,GM9003 ,2021JJ00,50.0,,,,,
527,1017880,GM9003 ,2022JJ00,50.0,,,,,
528,1050220,CN01   ,2011JJ00,1500.0,2.5,40.1,34.3,19.6,17.1
529,1050220,CN01   ,2012JJ00,1500.0,2.5,42.7,35.8,20.4,17.6
530,1050220,CN01   ,2013JJ00,1550.0,2.5,42.6,35.9,20.6,17.6
531,1050220,CN01   ,2014JJ00,1450.0,2.5,43.5,36.7,21.1,18.6
532,1050220,CN01   ,2015JJ00,1500.0,2.5,44.5,37.0,21.5,18.6
533,1050220,CN01   ,2016JJ00,1300.0,2.7,46.4,39.6,22.3,19.6
534,1050220,CN01   ,2017JJ00,1250.0,2.7,47.3,39.7,23.3,20.1
535,1050220,CN01   ,2018JJ00,1200.0,2.7,49.4,42.2,24.2,20.7
536,1050220,CN01   ,2019JJ00,1200.0,2.7,51.5,44.2,25.2,22.2
537,1050220,CN01   ,2020JJ00,1300.0,2.7,51.3,44.4,25.2,22.2
538,1050220,CN01   ,2021JJ00,1350.0,2.7,52.9,44.7,26.2,22.3
539,1050220,CN01   ,2022JJ00,1400.0,2.6,54.4,46.4,27.0,23.9
540,1050220,GM9001 ,2011JJ00,1150.0,2.6,40.5,35.4,19.8,17.3
541,1050220,GM9001 ,2012JJ00,1150.0,2.6,42.6,35.8,20.4,17.6
542,1050220,GM9001 ,2013JJ00,1250.0,2.6,42.6,36.1,20.5,17.5
543,1050220,GM9001 ,2014JJ00,1200.0,2.6,43.1,36.7,20.8,18.4
544,1050220,GM9001 ,2015JJ00,1200.0,2.6,44.1,37.6,21.1,18.5
545,1050220,GM9001 ,2016JJ00,1100.0,2.7,46.3,39.9,22.1,19.7
546,1050220,GM9001 ,2017JJ00,1000.0,2.7,47.3,40.0,23.1,20.0
547,1050220,GM9001 ,2018JJ00,950.0,2.7,49.2,42.1,24.0,20.5
548,1050220,GM9001 ,2019JJ00,1000.0,2.7,51.3,43.9,25.0,21.8
549,1050220,GM9001 ,2020JJ00,1100.0,2.7,50.6,43.7,24.7,21.6
550,1050220,GM9001 ,2021JJ00,1100.0,2.7,53.0,44.4,26.1,22.0
551,1050220,GM9001 ,2022JJ00,1150.0,2.7,53.9,46.0,26.7,23.5
552,1050220,GM9002 ,2011JJ00,250.0,2.2,40.7,33.5,19.5,16.5
553,1050220,GM9002 ,2012JJ00,250.0,2.2,45.7,40.5,21.3,18.6
554,1050220,GM9002 ,2013JJ00,250.0,2.1,44.9,36.9,21.7,17.9
555,1050220,GM9002 ,2014JJ00,250.0,2.2,47.6,38.7,23.1,19.8
556,1050220,GM9002 ,2015JJ00,200.0,2.2,48.7,36.9,24.4,19.8
557,1050220,GM9002 ,2016JJ00,150.0,2.3,48.4,35.6,23.8,18.2
558,1050220,GM9002 ,2017JJ00,150.0,2.3,51.2,42.5,25.7,21.5
559,1050220,GM9002 ,2018JJ00,150.0,2.4,51.9,42.7,26.1,21.1
560,1050220,GM9002 ,2019JJ00,150.0,2.4,55.1,45.6,27.2,22.8
561,1050220,GM9002 ,2020JJ00,150.0,2.4,55.1,45.1,27.0,23.5
562,1050220,GM9002 ,2021JJ00,150.0,2.4,53.2,42.3,26.4,22.2
563,1050220,GM9002 ,2022JJ00,150.0,2.4,58.0,46.3,29.0,23.8
564,1050220,GM9003 ,2011JJ00,100.0,,,,,
565,1050220,GM9003 ,2012JJ00,100.0,,,,,
566,1050220,GM9003 ,2013JJ00,50.0,,,,,
567,1050220,GM9003 ,2014JJ00,50.0,,,,,
568,1050220,GM9003 ,2015JJ00,50.0,,,,,
569,1050220,GM9003 ,2016JJ00,50.0,,,,,
570,1050220,GM9003 ,2017JJ00,100.0,,,,,
571,1050220,GM9003 ,2018JJ00,50.0,,,,,
572,1050220,GM9003 ,2019JJ00,50.0,,,,,
573,1050220,GM9003 ,2020JJ00,50.0,,,,,
574,1050220,GM9003 ,2021JJ00,50.0,,,,,
575,1050220,GM9003 ,2022JJ00,100.0,,,,,
576,1050224,CN01   ,2011JJ00,600.0,2.3,34.5,27.3,17.8,15.2
577,1050224,CN01   ,2012JJ00,550.0,2.3,36.6,29.9,18.4,15.9
578,1050224,CN01   ,2013JJ00,600.0,2.3,36.7,30.1,18.9,15.8
579,1050224,CN01   ,2014JJ00,600.0,2.3,38.0,31.5,19.3,16.4
580,1050224,CN01   ,2015JJ00,600.0,2.3,39.6,32.2,20.4,17.5
581,1050224,CN01   ,2016JJ00,500.0,2.5,39.8,33.3,20.3,17.6
582,1050224,CN01   ,2017JJ00,500.0,2.4,41.1,34.7,21.8,19.3
583,1050224,CN01   ,2018JJ00,450.0,2.3,40.5,33.7,21.6,18.6
584,1050224,CN01   ,2019JJ00,450.0,2.4,41.8,35.2,21.8,19.0
585,1050224,CN01   ,2020JJ00,500.0,2.3,42.5,36.2,22.7,19.9
586,1050224,CN01   ,2021JJ00,550.0,2.4,43.8,37.4,23.6,20.3
587,1050224,CN01   ,2022JJ00,600.0,2.3,45.5,35.9,24.6,20.6
588,1050224,GM9001 ,2011JJ00,500.0,2.4,34.8,27.9,18.0,15.2
589,1050224,GM9001 ,2012JJ00,450.0,2.4,36.8,30.3,18.3,16.0
590,1050224,GM9001 ,2013JJ00,500.0,2.4,36.5,30.8,18.5,15.6
591,1050224,GM9001 ,2014JJ00,450.0,2.4,36.4,30.1,18.4,16.0
592,1050224,GM9001 ,2015JJ00,500.0,2.4,39.6,32.6,20.0,17.2
593,1050224,GM9001 ,2016JJ00,400.0,2.6,40.4,34.5,20.2,18.0
594,1050224,GM9001 ,2017JJ00,400.0,2.4,41.0,34.3,21.5,18.5
595,1050224,GM9001 ,2018JJ00,350.0,2.4,40.0,33.3,21.1,18.4
596,1050224,GM9001 ,2019JJ00,400.0,2.4,40.9,34.3,21.2,18.0
597,1050224,GM9001 ,2020JJ00,450.0,2.3,41.2,34.5,22.1,19.3
598,1050224,GM9001 ,2021JJ00,450.0,2.4,43.5,36.6,23.3,19.9
599,1050224,GM9001 ,2022JJ00,500.0,2.4,44.5,35.7,24.0,20.2
600,1050224,GM9002 ,2011JJ00,100.0,,,,,
601,1050224,GM9002 ,2012JJ00,100.0,,,,,
602,1050224,GM9002 ,2013JJ00,100.0,1.9,38.0,29.2,20.3,15.7
603,1050224,GM9002 ,2014JJ00,100.0,2.0,44.5,33.6,22.8,17.6
604,1050224,GM9002 ,2015JJ00,100.0,,,,,
605,1050224,GM9002 ,2016JJ00,50.0,,,,,
606,1050224,GM9002 ,2017JJ00,50.0,,,,,
607,1050224,GM9002 ,2018JJ00,50.0,,,,,
608,1050224,GM9002 ,2019JJ00,50.0,,,,,
609,1050224,GM9002 ,2020JJ00,50.0,,,,,
610,1050224,GM9002 ,2021JJ00,50.0,,,,,
611,1050224,GM9002 ,2022JJ00,50.0,,,,,
612,1050224,GM9003 ,2011JJ00,50.0,,,,,
613,1050224,GM9003 ,2012JJ00,50.0,,,,,
614,1050224,GM9003 ,2013JJ00,50.0,,,,,
615,1050224,GM9003 ,2014JJ00,50.0,,,,,
616,1050224,GM9003 ,2015JJ00,50.0,,,,,
617,1050224,GM9003 ,2016JJ00,50.0,,,,,
618,1050224,GM9003 ,2017JJ00,50.0,,,,,
619,1050224,GM9003 ,2018JJ00,0.0,,,,,
620,1050224,GM9003 ,2019JJ00,50.0,,,,,
621,1050224,GM9003 ,2020JJ00,50.0,,,,,
622,1050224,GM9003 ,2021JJ00,50.0,,,,,
623,1050224,GM9003 ,2022JJ00,50.0,,,,,
624,1050223,CN01   ,2011JJ00,200.0,2.2,28.8,26.9,14.7,13.6
625,1050223,CN01   ,2012JJ00,200.0,2.2,32.0,29.6,16.1,14.6
626,1050223,CN01   ,2013JJ00,200.0,2.3,31.7,27.7,15.8,14.1
627,1050223,CN01   ,2014JJ00,200.0,2.2,33.0,30.5,16.6,15.6
628,1050223,CN01   ,2015JJ00,250.0,2.2,32.8,29.3,16.5,15.1
629,1050223,CN01   ,2016JJ00,200.0,2.4,34.8,30.5,17.6,15.3
630,1050223,CN01   ,2017JJ00,200.0,2.4,36.8,31.6,18.4,15.7
631,1050223,CN01   ,2018JJ00,200.0,2.4,37.3,34.6,18.8,17.1
632,1050223,CN01   ,2019JJ00,200.0,2.4,41.5,38.6,21.2,19.1
633,1050223,CN01   ,2020JJ00,250.0,2.4,41.5,37.9,21.1,18.7
634,1050223,CN01   ,2021JJ00,250.0,2.4,42.5,37.6,21.6,19.4
635,1050223,CN01   ,2022JJ00,250.0,2.4,45.8,41.3,23.6,21.1
636,1050223,GM9001 ,2011JJ00,150.0,2.3,28.7,28.1,14.5,14.0
637,1050223,GM9001 ,2012JJ00,150.0,2.3,31.8,29.6,15.9,14.3
638,1050223,GM9001 ,2013JJ00,150.0,2.4,32.1,28.5,15.9,14.5
639,1050223,GM9001 ,2014JJ00,150.0,2.2,33.1,31.4,16.8,16.3
640,1050223,GM9001 ,2015JJ00,200.0,2.3,32.5,28.7,16.5,14.5
641,1050223,GM9001 ,2016JJ00,150.0,2.4,34.4,30.4,17.4,15.0
642,1050223,GM9001 ,2017JJ00,150.0,2.5,35.0,31.3,17.5,15.5
643,1050223,GM9001 ,2018JJ00,150.0,2.5,35.9,33.4,18.0,16.5
644,1050223,GM9001 ,2019JJ00,150.0,2.5,41.3,39.4,20.9,19.0
645,1050223,GM9001 ,2020JJ00,200.0,2.5,39.7,36.7,19.9,18.0
646,1050223,GM9001 ,2021JJ00,200.0,2.4,40.5,36.9,20.6,18.5
647,1050223,GM9001 ,2022JJ00,200.0,2.4,45.1,41.1,23.3,20.9
648,1050223,GM9002 ,2011JJ00,50.0,,,,,
649,1050223,GM9002 ,2012JJ00,50.0,,,,,
650,1050223,GM9002 ,2013JJ00,50.0,,,,,
651,1050223,GM9002 ,2014JJ00,50.0,,,,,
652,1050223,GM9002 ,2015JJ00,50.0,,,,,
653,1050223,GM9002 ,2016JJ00,50.0,,,,,
654,1050223,GM9002 ,2017JJ00,50.0,,,,,
655,1050223,GM9002 ,2018JJ00,0.0,,,,,
656,1050223,GM9002 ,2019JJ00,50.0,,,,,
657,1050223,GM9002 ,2020JJ00,50.0,,,,,
658,1050223,GM9002 ,2021JJ00,50.0,,,,,
659,1050223,GM9002 ,2022JJ00,50.0,,,,,
660,1050223,GM9003 ,2011JJ00,0.0,,,,,
661,1050223,GM9003 ,2012JJ00,0.0,,,,,
662,1050223,GM9003 ,2013JJ00,0.0,,,,,
663,1050223,GM9003 ,2014JJ00,0.0,,,,,
664,1050223,GM9003 ,2015JJ00,0.0,,,,,
665,1050223,GM9003 ,2016JJ00,0.0,,,,,
666,1050223,GM9003 ,2017JJ00,0.0,,,,,
667,1050223,GM9003 ,2018JJ00,0.0,,,,,
668,1050223,GM9003 ,2019JJ00,0.0,,,,,
669,1050223,GM9003 ,2020JJ00,0.0,,,,,
670,1050223,GM9003 ,2021JJ00,0.0,,,,,
671,1050223,GM9003 ,2022JJ00,0.0,,,,,
672,1050222,CN01   ,2011JJ00,250.0,2.6,43.1,37.1,22.6,19.9
