ID,KenmerkenHuishoudens,CaribischNederland,Perioden,Huishoudens_1,PersonenMetInkomenPerHuishouden_2,BesteedbaarInkomenGemiddeld_3,BesteedbaarInkomenMediaan_4,GestandaardiseerdInkomenGemiddeld_5,GestandaardiseerdInkomenMediaan_6
1341,1020990,GM9003 ,2020JJ00,200.0,1.7,39.0,39.2,26.8,26.6
1342,1020990,GM9003 ,2021JJ00,200.0,1.8,41.4,40.3,27.8,27.8
1343,1020990,GM9003 ,2022JJ00,200.0,1.8,43.6,42.5,29.3,29.0
1344,1021000,CN01   ,2011JJ00,,,,,,
1345,1021000,CN01   ,2012JJ00,,,,,,
1346,1021000,CN01   ,2013JJ00,,,,,,
1347,1021000,CN01   ,2014JJ00,,,,,,
1348,1021000,CN01   ,2015JJ00,,,,,,
1349,1021000,CN01   ,2016JJ00,2300.0,2.0,68.4,59.2,45.6,37.8
1350,1021000,CN01   ,2017JJ00,2450.0,2.0,69.8,59.9,47.0,38.9
1351,1021000,CN01   ,2018JJ00,2550.0,2.0,70.8,61.6,47.5,39.2
1352,1021000,CN01   ,2019JJ00,2650.0,2.0,73.4,63.1,49.4,41.3
1353,1021000,CN01   ,2020JJ00,2750.0,2.0,72.7,62.8,48.9,40.7
1354,1021000,CN01   ,2021JJ00,2850.0,1.9,74.2,63.5,49.9,41.5
1355,1021000,CN01   ,2022JJ00,3000.0,1.9,76.1,65.5,51.3,43.1
1356,1021000,GM9001 ,2011JJ00,1450.0,2.1,,,39.4,32.6
1357,1021000,GM9001 ,2012JJ00,1550.0,2.0,,,40.7,33.8
1358,1021000,GM9001 ,2013JJ00,1650.0,2.0,,,40.8,34.4
1359,1021000,GM9001 ,2014JJ00,1700.0,2.0,,,42.7,35.6
1360,1021000,GM9001 ,2015JJ00,1750.0,2.1,,,43.5,35.9
1361,1021000,GM9001 ,2016JJ00,1850.0,2.1,68.1,58.7,44.8,36.8
1362,1021000,GM9001 ,2017JJ00,1950.0,2.0,69.7,59.2,46.1,37.4
1363,1021000,GM9001 ,2018JJ00,2050.0,2.0,69.9,60.2,46.2,37.6
1364,1021000,GM9001 ,2019JJ00,2100.0,2.0,72.2,61.7,48.0,39.4
1365,1021000,GM9001 ,2020JJ00,2200.0,2.0,71.6,61.4,47.6,39.2
1366,1021000,GM9001 ,2021JJ00,2300.0,2.0,73.9,62.9,49.1,40.5
1367,1021000,GM9001 ,2022JJ00,2450.0,2.0,75.9,64.4,50.6,41.8
1368,1021000,GM9002 ,2011JJ00,250.0,1.8,,,44.1,38.2
1369,1021000,GM9002 ,2012JJ00,250.0,1.8,,,45.9,40.5
1370,1021000,GM9002 ,2013JJ00,250.0,1.8,,,46.6,41.9
1371,1021000,GM9002 ,2014JJ00,250.0,1.8,,,48.1,42.0
1372,1021000,GM9002 ,2015JJ00,300.0,1.7,,,53.6,46.4
1373,1021000,GM9002 ,2016JJ00,300.0,1.7,73.8,64.0,51.5,45.5
1374,1021000,GM9002 ,2017JJ00,300.0,1.6,74.3,64.1,53.7,45.5
1375,1021000,GM9002 ,2018JJ00,300.0,1.8,79.1,69.9,56.5,47.7
1376,1021000,GM9002 ,2019JJ00,350.0,1.8,82.1,74.0,58.1,49.4
1377,1021000,GM9002 ,2020JJ00,300.0,1.9,81.7,71.5,56.4,48.6
1378,1021000,GM9002 ,2021JJ00,350.0,1.8,79.0,70.2,55.1,46.9
1379,1021000,GM9002 ,2022JJ00,350.0,1.8,78.9,72.4,55.5,48.4
1380,1021000,GM9003 ,2011JJ00,150.0,1.8,,,41.4,33.7
1381,1021000,GM9003 ,2012JJ00,150.0,1.7,,,43.1,36.1
1382,1021000,GM9003 ,2013JJ00,150.0,1.8,,,42.8,36.2
1383,1021000,GM9003 ,2014JJ00,150.0,1.7,,,41.8,39.1
1384,1021000,GM9003 ,2015JJ00,150.0,1.7,,,44.0,40.8
1385,1021000,GM9003 ,2016JJ00,200.0,1.8,62.1,57.4,43.4,39.3
1386,1021000,GM9003 ,2017JJ00,200.0,1.7,63.7,58.5,45.1,40.5
1387,1021000,GM9003 ,2018JJ00,200.0,1.8,66.1,61.8,46.8,43.1
1388,1021000,GM9003 ,2019JJ00,200.0,1.8,70.9,64.1,50.3,45.8
1389,1021000,GM9003 ,2020JJ00,200.0,1.7,70.4,63.5,50.7,48.0
1390,1021000,GM9003 ,2021JJ00,200.0,1.7,69.3,61.5,50.9,46.3
1391,1021000,GM9003 ,2022JJ00,200.0,1.7,73.1,66.0,53.6,49.5
