ID,EnergySourcesTechniques,EnergyApplication,Periods,AvoidedEnergy_1,AvoidedEnergyRelative_2,AvoidedEmission_3,AvoidedEmissionRelative_4
411,E006588 ,E007028 ,2016JJ00,,,,
412,E006588 ,E007028 ,2017JJ00,,,,
413,E006588 ,E007028 ,2018JJ00,,,,
414,E006588 ,E007028 ,2019JJ00,,,,
415,E006588 ,E007028 ,2020JJ00,,,,
416,E006588 ,E007028 ,2021JJ00,,,,
417,E006588 ,E007028 ,2022JJ00,,,,
418,E006588 ,E007028 ,2023JJ00,,,,
419,E006588 ,E007028 ,2024JJ00,,,,
420,E006637 ,E007022 ,1990JJ00,539.0,0.02,39.0,0.02
421,E006637 ,E007022 ,1991JJ00,847.0,0.03,59.0,0.03
422,E006637 ,E007022 ,1992JJ00,1319.0,0.05,90.0,0.05
423,E006637 ,E007022 ,1993JJ00,1686.0,0.06,115.0,0.07
424,E006637 ,E007022 ,1994JJ00,2140.0,0.07,150.0,0.09
425,E006637 ,E007022 ,1995JJ00,3025.0,0.1,215.0,0.12
426,E006637 ,E007022 ,1996JJ00,4093.0,0.13,287.0,0.16
427,E006637 ,E007022 ,1997JJ00,4403.0,0.14,318.0,0.18
428,E006637 ,E007022 ,1998JJ00,5128.0,0.16,365.0,0.21
429,E006637 ,E007022 ,1999JJ00,5780.0,0.19,401.0,0.23
430,E006637 ,E007022 ,2000JJ00,6745.0,0.22,481.0,0.28
431,E006637 ,E007022 ,2001JJ00,7565.0,0.24,536.0,0.3
432,E006637 ,E007022 ,2002JJ00,9416.0,0.29,666.0,0.38
433,E006637 ,E007022 ,2003JJ00,12479.0,0.37,877.0,0.49
434,E006637 ,E007022 ,2004JJ00,15946.0,0.47,1110.0,0.61
435,E006637 ,E007022 ,2005JJ00,18348.0,0.55,1264.0,0.71
436,E006637 ,E007022 ,2006JJ00,21855.0,0.66,1528.0,0.88
437,E006637 ,E007022 ,2007JJ00,25071.0,0.76,1730.0,1.0
438,E006637 ,E007022 ,2008JJ00,30009.0,0.92,2068.0,1.18
439,E006637 ,E007022 ,2009JJ00,32792.0,1.01,2240.0,1.31
440,E006637 ,E007022 ,2010JJ00,31808.0,0.92,2144.0,1.18
441,E006637 ,E007022 ,2011JJ00,33180.0,1.03,2236.0,1.32
442,E006637 ,E007022 ,2012JJ00,35847.0,1.1,2549.0,1.53
443,E006637 ,E007022 ,2013JJ00,38887.0,1.22,2862.0,1.72
444,E006637 ,E007022 ,2014JJ00,43446.0,1.43,3193.0,2.01
445,E006637 ,E007022 ,2015JJ00,51264.0,1.65,3993.0,2.39
446,E006637 ,E007022 ,2016JJ00,53907.0,1.71,4021.0,2.41
447,E006637 ,E007022 ,2017JJ00,54196.0,1.71,3962.0,2.4
448,E006637 ,E007022 ,2018JJ00,54381.0,1.74,3845.0,2.39
449,E006637 ,E007022 ,2019JJ00,56519.0,1.84,3617.0,2.35
450,E006637 ,E007022 ,2020JJ00,63132.0,2.12,3580.0,2.59
451,E006637 ,E007022 ,2021JJ00,83263.0,2.61,5262.0,3.5
452,E006637 ,E007022 ,2022JJ00,105530.0,3.64,6686.0,4.81
453,E006637 ,E007022 ,2023JJ00,126861.0,4.46,7372.0,5.73
454,E006637 ,E007022 ,2024JJ00,135773.0,4.7,7812.0,6.13
455,E006637 ,E006607 ,1990JJ00,539.0,0.02,39.0,0.02
456,E006637 ,E006607 ,1991JJ00,847.0,0.03,59.0,0.03
457,E006637 ,E006607 ,1992JJ00,1319.0,0.05,90.0,0.05
458,E006637 ,E006607 ,1993JJ00,1686.0,0.06,115.0,0.07
459,E006637 ,E006607 ,1994JJ00,2140.0,0.07,150.0,0.09
460,E006637 ,E006607 ,1995JJ00,3025.0,0.1,215.0,0.12
461,E006637 ,E006607 ,1996JJ00,4093.0,0.13,287.0,0.16
462,E006637 ,E006607 ,1997JJ00,4403.0,0.14,318.0,0.18
463,E006637 ,E006607 ,1998JJ00,5128.0,0.16,365.0,0.21
464,E006637 ,E006607 ,1999JJ00,5780.0,0.19,401.0,0.23
465,E006637 ,E006607 ,2000JJ00,6745.0,0.22,481.0,0.28
466,E006637 ,E006607 ,2001JJ00,7565.0,0.24,536.0,0.3
467,E006637 ,E006607 ,2002JJ00,9416.0,0.29,666.0,0.38
468,E006637 ,E006607 ,2003JJ00,12479.0,0.37,877.0,0.49
469,E006637 ,E006607 ,2004JJ00,15946.0,0.47,1110.0,0.61
470,E006637 ,E006607 ,2005JJ00,18348.0,0.55,1264.0,0.71
471,E006637 ,E006607 ,2006JJ00,21855.0,0.66,1528.0,0.88
472,E006637 ,E006607 ,2007JJ00,25071.0,0.76,1730.0,1.0
473,E006637 ,E006607 ,2008JJ00,30009.0,0.92,2068.0,1.18
474,E006637 ,E006607 ,2009JJ00,32792.0,1.01,2240.0,1.31
475,E006637 ,E006607 ,2010JJ00,31808.0,0.92,2144.0,1.18
476,E006637 ,E006607 ,2011JJ00,33180.0,1.03,2236.0,1.32
477,E006637 ,E006607 ,2012JJ00,35847.0,1.1,2549.0,1.53
478,E006637 ,E006607 ,2013JJ00,38887.0,1.22,2862.0,1.72
479,E006637 ,E006607 ,2014JJ00,43446.0,1.43,3193.0,2.01
480,E006637 ,E006607 ,2015JJ00,51264.0,1.65,3993.0,2.39
481,E006637 ,E006607 ,2016JJ00,53907.0,1.71,4021.0,2.41
482,E006637 ,E006607 ,2017JJ00,54196.0,1.71,3962.0,2.4
483,E006637 ,E006607 ,2018JJ00,54381.0,1.74,3845.0,2.39
484,E006637 ,E006607 ,2019JJ00,56519.0,1.84,3617.0,2.35
485,E006637 ,E006607 ,2020JJ00,63132.0,2.12,3580.0,2.59
486,E006637 ,E006607 ,2021JJ00,83263.0,2.61,5262.0,3.5
487,E006637 ,E006607 ,2022JJ00,105530.0,3.64,6686.0,4.81
488,E006637 ,E006607 ,2023JJ00,126861.0,4.46,7372.0,5.73
489,E006637 ,E006607 ,2024JJ00,135773.0,4.7,7812.0,6.13
490,E006637 ,E006608 ,1990JJ00,,,,
491,E006637 ,E006608 ,1991JJ00,,,,
492,E006637 ,E006608 ,1992JJ00,,,,
493,E006637 ,E006608 ,1993JJ00,,,,
494,E006637 ,E006608 ,1994JJ00,,,,
495,E006637 ,E006608 ,1995JJ00,,,,
496,E006637 ,E006608 ,1996JJ00,,,,
497,E006637 ,E006608 ,1997JJ00,,,,
498,E006637 ,E006608 ,1998JJ00,,,,
499,E006637 ,E006608 ,1999JJ00,,,,
500,E006637 ,E006608 ,2000JJ00,,,,
501,E006637 ,E006608 ,2001JJ00,,,,
502,E006637 ,E006608 ,2002JJ00,,,,
503,E006637 ,E006608 ,2003JJ00,,,,
504,E006637 ,E006608 ,2004JJ00,,,,
505,E006637 ,E006608 ,2005JJ00,,,,
506,E006637 ,E006608 ,2006JJ00,,,,
507,E006637 ,E006608 ,2007JJ00,,,,
508,E006637 ,E006608 ,2008JJ00,,,,
509,E006637 ,E006608 ,2009JJ00,,,,
510,E006637 ,E006608 ,2010JJ00,,,,
511,E006637 ,E006608 ,2011JJ00,,,,
512,E006637 ,E006608 ,2012JJ00,,,,
513,E006637 ,E006608 ,2013JJ00,,,,
514,E006637 ,E006608 ,2014JJ00,,,,
515,E006637 ,E006608 ,2015JJ00,,,,
516,E006637 ,E006608 ,2016JJ00,,,,
517,E006637 ,E006608 ,2017JJ00,,,,
518,E006637 ,E006608 ,2018JJ00,,,,
519,E006637 ,E006608 ,2019JJ00,,,,
520,E006637 ,E006608 ,2020JJ00,,,,
521,E006637 ,E006608 ,2021JJ00,,,,
522,E006637 ,E006608 ,2022JJ00,,,,
523,E006637 ,E006608 ,2023JJ00,,,,
524,E006637 ,E006608 ,2024JJ00,,,,
525,E006637 ,E007028 ,1990JJ00,,,,
526,E006637 ,E007028 ,1991JJ00,,,,
527,E006637 ,E007028 ,1992JJ00,,,,
528,E006637 ,E007028 ,1993JJ00,,,,
529,E006637 ,E007028 ,1994JJ00,,,,
530,E006637 ,E007028 ,1995JJ00,,,,
531,E006637 ,E007028 ,1996JJ00,,,,
532,E006637 ,E007028 ,1997JJ00,,,,
533,E006637 ,E007028 ,1998JJ00,,,,
534,E006637 ,E007028 ,1999JJ00,,,,
535,E006637 ,E007028 ,2000JJ00,,,,
536,E006637 ,E007028 ,2001JJ00,,,,
537,E006637 ,E007028 ,2002JJ00,,,,
538,E006637 ,E007028 ,2003JJ00,,,,
539,E006637 ,E007028 ,2004JJ00,,,,
540,E006637 ,E007028 ,2005JJ00,,,,
541,E006637 ,E007028 ,2006JJ00,,,,
542,E006637 ,E007028 ,2007JJ00,,,,
543,E006637 ,E007028 ,2008JJ00,,,,
544,E006637 ,E007028 ,2009JJ00,,,,
545,E006637 ,E007028 ,2010JJ00,,,,
546,E006637 ,E007028 ,2011JJ00,,,,
547,E006637 ,E007028 ,2012JJ00,,,,
548,E006637 ,E007028 ,2013JJ00,,,,
549,E006637 ,E007028 ,2014JJ00,,,,
550,E006637 ,E007028 ,2015JJ00,,,,
551,E006637 ,E007028 ,2016JJ00,,,,
552,E006637 ,E007028 ,2017JJ00,,,,
553,E006637 ,E007028 ,2018JJ00,,,,
554,E006637 ,E007028 ,2019JJ00,,,,
555,E006637 ,E007028 ,2020JJ00,,,,
556,E006637 ,E007028 ,2021JJ00,,,,
557,E006637 ,E007028 ,2022JJ00,,,,
558,E006637 ,E007028 ,2023JJ00,,,,
559,E006637 ,E007028 ,2024JJ00,,,,
560,E006638 ,E007022 ,1990JJ00,,,,
561,E006638 ,E007022 ,1991JJ00,,,,
562,E006638 ,E007022 ,1992JJ00,,,,
563,E006638 ,E007022 ,1993JJ00,,,,
564,E006638 ,E007022 ,1994JJ00,,,,
565,E006638 ,E007022 ,1995JJ00,,,,
566,E006638 ,E007022 ,1996JJ00,,,,
567,E006638 ,E007022 ,1997JJ00,,,,
568,E006638 ,E007022 ,1998JJ00,,,,
569,E006638 ,E007022 ,1999JJ00,,,,
570,E006638 ,E007022 ,2000JJ00,,,,
571,E006638 ,E007022 ,2001JJ00,,,,
572,E006638 ,E007022 ,2002JJ00,,,,
573,E006638 ,E007022 ,2003JJ00,,,,
574,E006638 ,E007022 ,2004JJ00,,,,
575,E006638 ,E007022 ,2005JJ00,,,,
576,E006638 ,E007022 ,2006JJ00,559.0,0.02,39.0,0.02
577,E006638 ,E007022 ,2007JJ00,2658.0,0.08,183.0,0.11
578,E006638 ,E007022 ,2008JJ00,4881.0,0.15,336.0,0.19
579,E006638 ,E007022 ,2009JJ00,6265.0,0.19,428.0,0.25
580,E006638 ,E007022 ,2010JJ00,6513.0,0.19,439.0,0.24
581,E006638 ,E007022 ,2011JJ00,6187.0,0.19,417.0,0.25
582,E006638 ,E007022 ,2012JJ00,6531.0,0.2,464.0,0.28
583,E006638 ,E007022 ,2013JJ00,6411.0,0.2,472.0,0.28
584,E006638 ,E007022 ,2014JJ00,6574.0,0.22,483.0,0.3
585,E006638 ,E007022 ,2015JJ00,8954.0,0.29,698.0,0.42
586,E006638 ,E007022 ,2016JJ00,19309.0,0.61,1440.0,0.86
587,E006638 ,E007022 ,2017JJ00,28178.0,0.89,2060.0,1.25
588,E006638 ,E007022 ,2018JJ00,28172.0,0.9,1992.0,1.24
589,E006638 ,E007022 ,2019JJ00,27498.0,0.9,1760.0,1.15
590,E006638 ,E007022 ,2020JJ00,45645.0,1.53,2588.0,1.87
591,E006638 ,E007022 ,2021JJ00,68050.0,2.13,4300.0,2.86
592,E006638 ,E007022 ,2022JJ00,68800.0,2.37,4359.0,3.14
593,E006638 ,E007022 ,2023JJ00,90943.0,3.2,5285.0,4.11
594,E006638 ,E007022 ,2024JJ00,118446.0,4.1,6815.0,5.35
595,E006638 ,E006607 ,1990JJ00,,,,
596,E006638 ,E006607 ,1991JJ00,,,,
597,E006638 ,E006607 ,1992JJ00,,,,
598,E006638 ,E006607 ,1993JJ00,,,,
599,E006638 ,E006607 ,1994JJ00,,,,
600,E006638 ,E006607 ,1995JJ00,,,,
601,E006638 ,E006607 ,1996JJ00,,,,
602,E006638 ,E006607 ,1997JJ00,,,,
603,E006638 ,E006607 ,1998JJ00,,,,
604,E006638 ,E006607 ,1999JJ00,,,,
605,E006638 ,E006607 ,2000JJ00,,,,
606,E006638 ,E006607 ,2001JJ00,,,,
607,E006638 ,E006607 ,2002JJ00,,,,
608,E006638 ,E006607 ,2003JJ00,,,,
609,E006638 ,E006607 ,2004JJ00,,,,
610,E006638 ,E006607 ,2005JJ00,,,,
611,E006638 ,E006607 ,2006JJ00,559.0,0.02,39.0,0.02
612,E006638 ,E006607 ,2007JJ00,2658.0,0.08,183.0,0.11
613,E006638 ,E006607 ,2008JJ00,4881.0,0.15,336.0,0.19
614,E006638 ,E006607 ,2009JJ00,6265.0,0.19,428.0,0.25
615,E006638 ,E006607 ,2010JJ00,6513.0,0.19,439.0,0.24
616,E006638 ,E006607 ,2011JJ00,6187.0,0.19,417.0,0.25
617,E006638 ,E006607 ,2012JJ00,6531.0,0.2,464.0,0.28
618,E006638 ,E006607 ,2013JJ00,6411.0,0.2,472.0,0.28
619,E006638 ,E006607 ,2014JJ00,6574.0,0.22,483.0,0.3
620,E006638 ,E006607 ,2015JJ00,8954.0,0.29,698.0,0.42
621,E006638 ,E006607 ,2016JJ00,19309.0,0.61,1440.0,0.86
622,E006638 ,E006607 ,2017JJ00,28178.0,0.89,2060.0,1.25
623,E006638 ,E006607 ,2018JJ00,28172.0,0.9,1992.0,1.24
624,E006638 ,E006607 ,2019JJ00,27498.0,0.9,1760.0,1.15
625,E006638 ,E006607 ,2020JJ00,45645.0,1.53,2588.0,1.87
626,E006638 ,E006607 ,2021JJ00,68050.0,2.13,4300.0,2.86
627,E006638 ,E006607 ,2022JJ00,68800.0,2.37,4359.0,3.14
628,E006638 ,E006607 ,2023JJ00,90943.0,3.2,5285.0,4.11
629,E006638 ,E006607 ,2024JJ00,118446.0,4.1,6815.0,5.35
630,E006638 ,E006608 ,1990JJ00,,,,
631,E006638 ,E006608 ,1991JJ00,,,,
632,E006638 ,E006608 ,1992JJ00,,,,
633,E006638 ,E006608 ,1993JJ00,,,,
634,E006638 ,E006608 ,1994JJ00,,,,
635,E006638 ,E006608 ,1995JJ00,,,,
636,E006638 ,E006608 ,1996JJ00,,,,
637,E006638 ,E006608 ,1997JJ00,,,,
638,E006638 ,E006608 ,1998JJ00,,,,
639,E006638 ,E006608 ,1999JJ00,,,,
640,E006638 ,E006608 ,2000JJ00,,,,
641,E006638 ,E006608 ,2001JJ00,,,,
642,E006638 ,E006608 ,2002JJ00,,,,
643,E006638 ,E006608 ,2003JJ00,,,,
644,E006638 ,E006608 ,2004JJ00,,,,
645,E006638 ,E006608 ,2005JJ00,,,,
646,E006638 ,E006608 ,2006JJ00,,,,
647,E006638 ,E006608 ,2007JJ00,,,,
648,E006638 ,E006608 ,2008JJ00,,,,
649,E006638 ,E006608 ,2009JJ00,,,,
650,E006638 ,E006608 ,2010JJ00,,,,
651,E006638 ,E006608 ,2011JJ00,,,,
652,E006638 ,E006608 ,2012JJ00,,,,
653,E006638 ,E006608 ,2013JJ00,,,,
654,E006638 ,E006608 ,2014JJ00,,,,
655,E006638 ,E006608 ,2015JJ00,,,,
656,E006638 ,E006608 ,2016JJ00,,,,
657,E006638 ,E006608 ,2017JJ00,,,,
658,E006638 ,E006608 ,2018JJ00,,,,
659,E006638 ,E006608 ,2019JJ00,,,,
660,E006638 ,E006608 ,2020JJ00,,,,
661,E006638 ,E006608 ,2021JJ00,,,,
662,E006638 ,E006608 ,2022JJ00,,,,
663,E006638 ,E006608 ,2023JJ00,,,,
664,E006638 ,E006608 ,2024JJ00,,,,
665,E006638 ,E007028 ,1990JJ00,,,,
666,E006638 ,E007028 ,1991JJ00,,,,
667,E006638 ,E007028 ,1992JJ00,,,,
668,E006638 ,E007028 ,1993JJ00,,,,
669,E006638 ,E007028 ,1994JJ00,,,,
670,E006638 ,E007028 ,1995JJ00,,,,
671,E006638 ,E007028 ,1996JJ00,,,,
672,E006638 ,E007028 ,1997JJ00,,,,
673,E006638 ,E007028 ,1998JJ00,,,,
674,E006638 ,E007028 ,1999JJ00,,,,
675,E006638 ,E007028 ,2000JJ00,,,,
676,E006638 ,E007028 ,2001JJ00,,,,
677,E006638 ,E007028 ,2002JJ00,,,,
678,E006638 ,E007028 ,2003JJ00,,,,
679,E006638 ,E007028 ,2004JJ00,,,,
680,E006638 ,E007028 ,2005JJ00,,,,
681,E006638 ,E007028 ,2006JJ00,,,,
682,E006638 ,E007028 ,2007JJ00,,,,
683,E006638 ,E007028 ,2008JJ00,,,,
684,E006638 ,E007028 ,2009JJ00,,,,
685,E006638 ,E007028 ,2010JJ00,,,,
686,E006638 ,E007028 ,2011JJ00,,,,
687,E006638 ,E007028 ,2012JJ00,,,,
688,E006638 ,E007028 ,2013JJ00,,,,
689,E006638 ,E007028 ,2014JJ00,,,,
690,E006638 ,E007028 ,2015JJ00,,,,
691,E006638 ,E007028 ,2016JJ00,,,,
692,E006638 ,E007028 ,2017JJ00,,,,
693,E006638 ,E007028 ,2018JJ00,,,,
694,E006638 ,E007028 ,2019JJ00,,,,
695,E006638 ,E007028 ,2020JJ00,,,,
696,E006638 ,E007028 ,2021JJ00,,,,
697,E006638 ,E007028 ,2022JJ00,,,,
698,E006638 ,E007028 ,2023JJ00,,,,
699,E006638 ,E007028 ,2024JJ00,,,,
700,E006589 ,E007022 ,1990JJ00,88.0,0.0,5.0,0.0
701,E006589 ,E007022 ,1991JJ00,103.0,0.0,6.0,0.0
702,E006589 ,E007022 ,1992JJ00,126.0,0.0,7.0,0.0
703,E006589 ,E007022 ,1993JJ00,146.0,0.0,8.0,0.0
704,E006589 ,E007022 ,1994JJ00,174.0,0.01,10.0,0.01
705,E006589 ,E007022 ,1995JJ00,207.0,0.01,12.0,0.01
706,E006589 ,E007022 ,1996JJ00,246.0,0.01,14.0,0.01
707,E006589 ,E007022 ,1997JJ00,303.0,0.01,18.0,0.01
708,E006589 ,E007022 ,1998JJ00,365.0,0.01,21.0,0.01
709,E006589 ,E007022 ,1999JJ00,442.0,0.01,26.0,0.02
710,E006589 ,E007022 ,2000JJ00,515.0,0.02,30.0,0.02
711,E006589 ,E007022 ,2001JJ00,613.0,0.02,36.0,0.02
712,E006589 ,E007022 ,2002JJ00,724.0,0.02,43.0,0.02
713,E006589 ,E007022 ,2003JJ00,859.0,0.03,52.0,0.03
714,E006589 ,E007022 ,2004JJ00,983.0,0.03,60.0,0.03
715,E006589 ,E007022 ,2005JJ00,1045.0,0.03,63.0,0.04
716,E006589 ,E007022 ,2006JJ00,1083.0,0.03,66.0,0.04
717,E006589 ,E007022 ,2007JJ00,1135.0,0.03,68.0,0.04
718,E006589 ,E007022 ,2008JJ00,1207.0,0.04,73.0,0.04
719,E006589 ,E007022 ,2009JJ00,1332.0,0.04,80.0,0.05
720,E006589 ,E007022 ,2010JJ00,1491.0,0.04,90.0,0.05
721,E006589 ,E007022 ,2011JJ00,1932.0,0.06,119.0,0.07
722,E006589 ,E007022 ,2012JJ00,2740.0,0.08,179.0,0.11
723,E006589 ,E007022 ,2013JJ00,4623.0,0.15,321.0,0.19
724,E006589 ,E007022 ,2014JJ00,7458.0,0.25,528.0,0.33
725,E006589 ,E007022 ,2015JJ00,10819.0,0.35,818.0,0.49
726,E006589 ,E007022 ,2016JJ00,14665.0,0.46,1072.0,0.64
727,E006589 ,E007022 ,2017JJ00,18984.0,0.6,1368.0,0.83
728,E006589 ,E007022 ,2018JJ00,30621.0,0.98,2148.0,1.34
729,E006589 ,E007022 ,2019JJ00,42716.0,1.39,2724.0,1.77
730,E006589 ,E007022 ,2020JJ00,67002.0,2.25,3799.0,2.75
731,E006589 ,E007022 ,2021JJ00,91284.0,2.86,5760.0,3.83
732,E006589 ,E007022 ,2022JJ00,136941.0,4.72,8668.0,6.24
733,E006589 ,E007022 ,2023JJ00,159531.0,5.61,9268.0,7.21
734,E006589 ,E007022 ,2024JJ00,173522.0,6.0,9982.0,7.83
735,E006589 ,E006607 ,1990JJ00,4.0,0.0,0.0,0.0
736,E006589 ,E006607 ,1991JJ00,6.0,0.0,0.0,0.0
737,E006589 ,E006607 ,1992JJ00,8.0,0.0,1.0,0.0
738,E006589 ,E006607 ,1993JJ00,10.0,0.0,1.0,0.0
739,E006589 ,E006607 ,1994JJ00,12.0,0.0,1.0,0.0
740,E006589 ,E006607 ,1995JJ00,15.0,0.0,1.0,0.0
741,E006589 ,E006607 ,1996JJ00,19.0,0.0,1.0,0.0
742,E006589 ,E006607 ,1997JJ00,23.0,0.0,2.0,0.0
743,E006589 ,E006607 ,1998JJ00,33.0,0.0,2.0,0.0
744,E006589 ,E006607 ,1999JJ00,49.0,0.0,3.0,0.0
745,E006589 ,E006607 ,2000JJ00,70.0,0.0,5.0,0.0
746,E006589 ,E006607 ,2001JJ00,107.0,0.0,8.0,0.0
747,E006589 ,E006607 ,2002JJ00,151.0,0.0,11.0,0.01
748,E006589 ,E006607 ,2003JJ00,233.0,0.01,16.0,0.01
749,E006589 ,E006607 ,2004JJ00,304.0,0.01,21.0,0.01
750,E006589 ,E006607 ,2005JJ00,320.0,0.01,22.0,0.01
751,E006589 ,E006607 ,2006JJ00,322.0,0.01,23.0,0.01
752,E006589 ,E006607 ,2007JJ00,329.0,0.01,23.0,0.01
753,E006589 ,E006607 ,2008JJ00,352.0,0.01,24.0,0.01
754,E006589 ,E006607 ,2009JJ00,391.0,0.01,27.0,0.02
755,E006589 ,E006607 ,2010JJ00,476.0,0.01,32.0,0.02
756,E006589 ,E006607 ,2011JJ00,867.0,0.03,58.0,0.03
757,E006589 ,E006607 ,2012JJ00,1638.0,0.05,116.0,0.07
758,E006589 ,E006607 ,2013JJ00,3481.0,0.11,256.0,0.15
759,E006589 ,E006607 ,2014JJ00,6291.0,0.21,462.0,0.29
760,E006589 ,E006607 ,2015JJ00,9639.0,0.31,751.0,0.45
761,E006589 ,E006607 ,2016JJ00,13473.0,0.43,1005.0,0.6
762,E006589 ,E006607 ,2017JJ00,17793.0,0.56,1301.0,0.79
763,E006589 ,E006607 ,2018JJ00,29413.0,0.94,2080.0,1.29
764,E006589 ,E006607 ,2019JJ00,41445.0,1.35,2653.0,1.73
765,E006589 ,E006607 ,2020JJ00,65736.0,2.21,3727.0,2.7
766,E006589 ,E006607 ,2021JJ00,90031.0,2.82,5689.0,3.78
767,E006589 ,E006607 ,2022JJ00,135683.0,4.68,8597.0,6.19
768,E006589 ,E006607 ,2023JJ00,158264.0,5.56,9196.0,7.15
769,E006589 ,E006607 ,2024JJ00,172281.0,5.96,9912.0,7.78
770,E006589 ,E006608 ,1990JJ00,84.0,0.0,5.0,0.0
771,E006589 ,E006608 ,1991JJ00,97.0,0.0,6.0,0.0
772,E006589 ,E006608 ,1992JJ00,118.0,0.0,7.0,0.0
773,E006589 ,E006608 ,1993JJ00,136.0,0.0,8.0,0.0
774,E006589 ,E006608 ,1994JJ00,162.0,0.01,9.0,0.01
775,E006589 ,E006608 ,1995JJ00,193.0,0.01,11.0,0.01
776,E006589 ,E006608 ,1996JJ00,228.0,0.01,13.0,0.01
777,E006589 ,E006608 ,1997JJ00,280.0,0.01,16.0,0.01
778,E006589 ,E006608 ,1998JJ00,332.0,0.01,19.0,0.01
779,E006589 ,E006608 ,1999JJ00,393.0,0.01,22.0,0.01
780,E006589 ,E006608 ,2000JJ00,445.0,0.01,25.0,0.01
781,E006589 ,E006608 ,2001JJ00,506.0,0.02,29.0,0.02
782,E006589 ,E006608 ,2002JJ00,573.0,0.02,33.0,0.02
783,E006589 ,E006608 ,2003JJ00,626.0,0.02,36.0,0.02
784,E006589 ,E006608 ,2004JJ00,679.0,0.02,39.0,0.02
785,E006589 ,E006608 ,2005JJ00,725.0,0.02,41.0,0.02
786,E006589 ,E006608 ,2006JJ00,761.0,0.02,43.0,0.02
787,E006589 ,E006608 ,2007JJ00,805.0,0.02,46.0,0.03
788,E006589 ,E006608 ,2008JJ00,855.0,0.03,48.0,0.03
789,E006589 ,E006608 ,2009JJ00,941.0,0.03,53.0,0.03
790,E006589 ,E006608 ,2010JJ00,1016.0,0.03,57.0,0.03
791,E006589 ,E006608 ,2011JJ00,1066.0,0.03,60.0,0.04
792,E006589 ,E006608 ,2012JJ00,1102.0,0.03,62.0,0.04
793,E006589 ,E006608 ,2013JJ00,1142.0,0.04,65.0,0.04
794,E006589 ,E006608 ,2014JJ00,1168.0,0.04,66.0,0.04
795,E006589 ,E006608 ,2015JJ00,1179.0,0.04,67.0,0.04
796,E006589 ,E006608 ,2016JJ00,1192.0,0.04,67.0,0.04
797,E006589 ,E006608 ,2017JJ00,1191.0,0.04,67.0,0.04
798,E006589 ,E006608 ,2018JJ00,1208.0,0.04,68.0,0.04
799,E006589 ,E006608 ,2019JJ00,1271.0,0.04,72.0,0.05
800,E006589 ,E006608 ,2020JJ00,1266.0,0.04,71.0,0.05
801,E006589 ,E006608 ,2021JJ00,1254.0,0.04,71.0,0.05
802,E006589 ,E006608 ,2022JJ00,1258.0,0.04,71.0,0.05
803,E006589 ,E006608 ,2023JJ00,1266.0,0.04,71.0,0.06
804,E006589 ,E006608 ,2024JJ00,1242.0,0.04,70.0,0.05
805,E006589 ,E007028 ,1990JJ00,,,,
806,E006589 ,E007028 ,1991JJ00,,,,
807,E006589 ,E007028 ,1992JJ00,,,,
808,E006589 ,E007028 ,1993JJ00,,,,
809,E006589 ,E007028 ,1994JJ00,,,,
810,E006589 ,E007028 ,1995JJ00,,,,
811,E006589 ,E007028 ,1996JJ00,,,,
812,E006589 ,E007028 ,1997JJ00,,,,
813,E006589 ,E007028 ,1998JJ00,,,,
814,E006589 ,E007028 ,1999JJ00,,,,
815,E006589 ,E007028 ,2000JJ00,,,,
816,E006589 ,E007028 ,2001JJ00,,,,
817,E006589 ,E007028 ,2002JJ00,,,,
818,E006589 ,E007028 ,2003JJ00,,,,
819,E006589 ,E007028 ,2004JJ00,,,,
820,E006589 ,E007028 ,2005JJ00,,,,
821,E006589 ,E007028 ,2006JJ00,,,,
822,E006589 ,E007028 ,2007JJ00,,,,
823,E006589 ,E007028 ,2008JJ00,,,,
824,E006589 ,E007028 ,2009JJ00,,,,
825,E006589 ,E007028 ,2010JJ00,,,,
826,E006589 ,E007028 ,2011JJ00,,,,
827,E006589 ,E007028 ,2012JJ00,,,,
828,E006589 ,E007028 ,2013JJ00,,,,
829,E006589 ,E007028 ,2014JJ00,,,,
830,E006589 ,E007028 ,2015JJ00,,,,
831,E006589 ,E007028 ,2016JJ00,,,,
832,E006589 ,E007028 ,2017JJ00,,,,
833,E006589 ,E007028 ,2018JJ00,,,,
834,E006589 ,E007028 ,2019JJ00,,,,
835,E006589 ,E007028 ,2020JJ00,,,,
836,E006589 ,E007028 ,2021JJ00,,,,
837,E006589 ,E007028 ,2022JJ00,,,,
838,E006589 ,E007028 ,2023JJ00,,,,
839,E006589 ,E007028 ,2024JJ00,,,,
840,E006590 ,E007022 ,1990JJ00,4.0,0.0,0.0,0.0
841,E006590 ,E007022 ,1991JJ00,6.0,0.0,0.0,0.0
842,E006590 ,E007022 ,1992JJ00,8.0,0.0,1.0,0.0
843,E006590 ,E007022 ,1993JJ00,10.0,0.0,1.0,0.0
844,E006590 ,E007022 ,1994JJ00,12.0,0.0,1.0,0.0
845,E006590 ,E007022 ,1995JJ00,15.0,0.0,1.0,0.0
846,E006590 ,E007022 ,1996JJ00,19.0,0.0,1.0,0.0
847,E006590 ,E007022 ,1997JJ00,23.0,0.0,2.0,0.0
848,E006590 ,E007022 ,1998JJ00,33.0,0.0,2.0,0.0
849,E006590 ,E007022 ,1999JJ00,49.0,0.0,3.0,0.0
850,E006590 ,E007022 ,2000JJ00,70.0,0.0,5.0,0.0
