ID,EnergySourcesTechniques,EnergyApplication,Periods,AvoidedEnergy_1,AvoidedEnergyRelative_2,AvoidedEmission_3,AvoidedEmissionRelative_4
1286,E006595 ,E007022 ,2016JJ00,2827.0,0.09,154.0,0.09
1287,E006595 ,E007022 ,2017JJ00,3029.0,0.1,165.0,0.1
1288,E006595 ,E007022 ,2018JJ00,3734.0,0.12,206.0,0.13
1289,E006595 ,E007022 ,2019JJ00,5589.0,0.18,312.0,0.2
1290,E006595 ,E007022 ,2020JJ00,6228.0,0.21,351.0,0.25
1291,E006595 ,E007022 ,2021JJ00,6330.0,0.2,352.0,0.23
1292,E006595 ,E007022 ,2022JJ00,6785.0,0.23,378.0,0.27
1293,E006595 ,E007022 ,2023JJ00,6791.0,0.24,381.0,0.3
1294,E006595 ,E007022 ,2024JJ00,7489.0,0.26,420.0,0.33
1295,E006595 ,E006607 ,1990JJ00,,,,
1296,E006595 ,E006607 ,1991JJ00,,,,
1297,E006595 ,E006607 ,1992JJ00,,,,
1298,E006595 ,E006607 ,1993JJ00,,,,
1299,E006595 ,E006607 ,1994JJ00,,,,
1300,E006595 ,E006607 ,1995JJ00,,,,
1301,E006595 ,E006607 ,1996JJ00,,,,
1302,E006595 ,E006607 ,1997JJ00,,,,
1303,E006595 ,E006607 ,1998JJ00,,,,
1304,E006595 ,E006607 ,1999JJ00,,,,
1305,E006595 ,E006607 ,2000JJ00,,,,
1306,E006595 ,E006607 ,2001JJ00,,,,
1307,E006595 ,E006607 ,2002JJ00,,,,
1308,E006595 ,E006607 ,2003JJ00,,,,
1309,E006595 ,E006607 ,2004JJ00,,,,
1310,E006595 ,E006607 ,2005JJ00,,,,
1311,E006595 ,E006607 ,2006JJ00,,,,
1312,E006595 ,E006607 ,2007JJ00,,,,
1313,E006595 ,E006607 ,2008JJ00,,,,
1314,E006595 ,E006607 ,2009JJ00,,,,
1315,E006595 ,E006607 ,2010JJ00,,,,
1316,E006595 ,E006607 ,2011JJ00,,,,
1317,E006595 ,E006607 ,2012JJ00,,,,
1318,E006595 ,E006607 ,2013JJ00,,,,
1319,E006595 ,E006607 ,2014JJ00,,,,
1320,E006595 ,E006607 ,2015JJ00,,,,
1321,E006595 ,E006607 ,2016JJ00,,,,
1322,E006595 ,E006607 ,2017JJ00,,,,
1323,E006595 ,E006607 ,2018JJ00,,,,
1324,E006595 ,E006607 ,2019JJ00,,,,
1325,E006595 ,E006607 ,2020JJ00,,,,
1326,E006595 ,E006607 ,2021JJ00,,,,
1327,E006595 ,E006607 ,2022JJ00,,,,
1328,E006595 ,E006607 ,2023JJ00,,,,
1329,E006595 ,E006607 ,2024JJ00,,,,
1330,E006595 ,E006608 ,1990JJ00,,,,
1331,E006595 ,E006608 ,1991JJ00,,,,
1332,E006595 ,E006608 ,1992JJ00,,,,
1333,E006595 ,E006608 ,1993JJ00,,,,
1334,E006595 ,E006608 ,1994JJ00,,,,
1335,E006595 ,E006608 ,1995JJ00,,,,
1336,E006595 ,E006608 ,1996JJ00,,,,
1337,E006595 ,E006608 ,1997JJ00,,,,
1338,E006595 ,E006608 ,1998JJ00,,,,
1339,E006595 ,E006608 ,1999JJ00,,,,
1340,E006595 ,E006608 ,2000JJ00,,,,
1341,E006595 ,E006608 ,2001JJ00,,,,
1342,E006595 ,E006608 ,2002JJ00,,,,
1343,E006595 ,E006608 ,2003JJ00,,,,
1344,E006595 ,E006608 ,2004JJ00,,,,
1345,E006595 ,E006608 ,2005JJ00,,,,
1346,E006595 ,E006608 ,2006JJ00,,,,
1347,E006595 ,E006608 ,2007JJ00,,,,
1348,E006595 ,E006608 ,2008JJ00,95.0,0.0,5.0,0.0
1349,E006595 ,E006608 ,2009JJ00,140.0,0.0,8.0,0.0
1350,E006595 ,E006608 ,2010JJ00,316.0,0.01,17.0,0.01
1351,E006595 ,E006608 ,2011JJ00,315.0,0.01,17.0,0.01
1352,E006595 ,E006608 ,2012JJ00,491.0,0.02,27.0,0.02
1353,E006595 ,E006608 ,2013JJ00,986.0,0.03,54.0,0.03
1354,E006595 ,E006608 ,2014JJ00,1488.0,0.05,81.0,0.05
1355,E006595 ,E006608 ,2015JJ00,2425.0,0.08,131.0,0.08
1356,E006595 ,E006608 ,2016JJ00,2827.0,0.09,154.0,0.09
1357,E006595 ,E006608 ,2017JJ00,3029.0,0.1,165.0,0.1
1358,E006595 ,E006608 ,2018JJ00,3734.0,0.12,206.0,0.13
1359,E006595 ,E006608 ,2019JJ00,5589.0,0.18,312.0,0.2
1360,E006595 ,E006608 ,2020JJ00,6228.0,0.21,351.0,0.25
1361,E006595 ,E006608 ,2021JJ00,6330.0,0.2,352.0,0.23
1362,E006595 ,E006608 ,2022JJ00,6785.0,0.23,378.0,0.27
1363,E006595 ,E006608 ,2023JJ00,6791.0,0.24,381.0,0.3
1364,E006595 ,E006608 ,2024JJ00,7489.0,0.26,420.0,0.33
1365,E006595 ,E007028 ,1990JJ00,,,,
1366,E006595 ,E007028 ,1991JJ00,,,,
1367,E006595 ,E007028 ,1992JJ00,,,,
1368,E006595 ,E007028 ,1993JJ00,,,,
1369,E006595 ,E007028 ,1994JJ00,,,,
1370,E006595 ,E007028 ,1995JJ00,,,,
1371,E006595 ,E007028 ,1996JJ00,,,,
1372,E006595 ,E007028 ,1997JJ00,,,,
1373,E006595 ,E007028 ,1998JJ00,,,,
1374,E006595 ,E007028 ,1999JJ00,,,,
1375,E006595 ,E007028 ,2000JJ00,,,,
1376,E006595 ,E007028 ,2001JJ00,,,,
1377,E006595 ,E007028 ,2002JJ00,,,,
1378,E006595 ,E007028 ,2003JJ00,,,,
1379,E006595 ,E007028 ,2004JJ00,,,,
1380,E006595 ,E007028 ,2005JJ00,,,,
1381,E006595 ,E007028 ,2006JJ00,,,,
1382,E006595 ,E007028 ,2007JJ00,,,,
1383,E006595 ,E007028 ,2008JJ00,,,,
1384,E006595 ,E007028 ,2009JJ00,,,,
1385,E006595 ,E007028 ,2010JJ00,,,,
1386,E006595 ,E007028 ,2011JJ00,,,,
1387,E006595 ,E007028 ,2012JJ00,,,,
1388,E006595 ,E007028 ,2013JJ00,,,,
1389,E006595 ,E007028 ,2014JJ00,,,,
1390,E006595 ,E007028 ,2015JJ00,,,,
1391,E006595 ,E007028 ,2016JJ00,,,,
1392,E006595 ,E007028 ,2017JJ00,,,,
1393,E006595 ,E007028 ,2018JJ00,,,,
1394,E006595 ,E007028 ,2019JJ00,,,,
1395,E006595 ,E007028 ,2020JJ00,,,,
1396,E006595 ,E007028 ,2021JJ00,,,,
1397,E006595 ,E007028 ,2022JJ00,,,,
1398,E006595 ,E007028 ,2023JJ00,,,,
1399,E006595 ,E007028 ,2024JJ00,,,,
1400,E006596 ,E007022 ,1990JJ00,4.0,0.0,0.0,0.0
1401,E006596 ,E007022 ,1991JJ00,5.0,0.0,0.0,0.0
1402,E006596 ,E007022 ,1992JJ00,9.0,0.0,1.0,0.0
1403,E006596 ,E007022 ,1993JJ00,14.0,0.0,1.0,0.0
1404,E006596 ,E007022 ,1994JJ00,40.0,0.0,2.0,0.0
1405,E006596 ,E007022 ,1995JJ00,56.0,0.0,3.0,0.0
1406,E006596 ,E007022 ,1996JJ00,79.0,0.0,5.0,0.0
1407,E006596 ,E007022 ,1997JJ00,118.0,0.0,7.0,0.0
1408,E006596 ,E007022 ,1998JJ00,174.0,0.01,10.0,0.01
1409,E006596 ,E007022 ,1999JJ00,229.0,0.01,13.0,0.01
1410,E006596 ,E007022 ,2000JJ00,286.0,0.01,17.0,0.01
1411,E006596 ,E007022 ,2001JJ00,354.0,0.01,21.0,0.01
1412,E006596 ,E007022 ,2002JJ00,453.0,0.01,26.0,0.01
1413,E006596 ,E007022 ,2003JJ00,549.0,0.02,32.0,0.02
1414,E006596 ,E007022 ,2004JJ00,670.0,0.02,37.0,0.02
1415,E006596 ,E007022 ,2005JJ00,848.0,0.03,46.0,0.03
1416,E006596 ,E007022 ,2006JJ00,1085.0,0.03,58.0,0.03
1417,E006596 ,E007022 ,2007JJ00,1305.0,0.04,68.0,0.04
1418,E006596 ,E007022 ,2008JJ00,1616.0,0.05,84.0,0.05
1419,E006596 ,E007022 ,2009JJ00,1969.0,0.06,102.0,0.06
1420,E006596 ,E007022 ,2010JJ00,2383.0,0.07,125.0,0.07
1421,E006596 ,E007022 ,2011JJ00,2618.0,0.08,136.0,0.08
1422,E006596 ,E007022 ,2012JJ00,2841.0,0.09,141.0,0.08
1423,E006596 ,E007022 ,2013JJ00,3097.0,0.1,149.0,0.09
1424,E006596 ,E007022 ,2014JJ00,3149.0,0.1,147.0,0.09
1425,E006596 ,E007022 ,2015JJ00,3243.0,0.1,135.0,0.08
1426,E006596 ,E007022 ,2016JJ00,3601.0,0.11,170.0,0.1
1427,E006596 ,E007022 ,2017JJ00,3956.0,0.12,193.0,0.12
1428,E006596 ,E007022 ,2018JJ00,4173.0,0.13,208.0,0.13
1429,E006596 ,E007022 ,2019JJ00,4469.0,0.15,236.0,0.15
1430,E006596 ,E007022 ,2020JJ00,5014.0,0.17,282.0,0.2
1431,E006596 ,E007022 ,2021JJ00,5157.0,0.16,271.0,0.18
1432,E006596 ,E007022 ,2022JJ00,5364.0,0.18,281.0,0.2
1433,E006596 ,E007022 ,2023JJ00,5856.0,0.21,323.0,0.25
1434,E006596 ,E007022 ,2024JJ00,6264.0,0.22,347.0,0.27
1435,E006596 ,E006607 ,1990JJ00,,,,
1436,E006596 ,E006607 ,1991JJ00,,,,
1437,E006596 ,E006607 ,1992JJ00,,,,
1438,E006596 ,E006607 ,1993JJ00,,,,
1439,E006596 ,E006607 ,1994JJ00,,,,
1440,E006596 ,E006607 ,1995JJ00,,,,
1441,E006596 ,E006607 ,1996JJ00,,,,
1442,E006596 ,E006607 ,1997JJ00,,,,
1443,E006596 ,E006607 ,1998JJ00,,,,
1444,E006596 ,E006607 ,1999JJ00,,,,
1445,E006596 ,E006607 ,2000JJ00,,,,
1446,E006596 ,E006607 ,2001JJ00,,,,
1447,E006596 ,E006607 ,2002JJ00,,,,
1448,E006596 ,E006607 ,2003JJ00,,,,
1449,E006596 ,E006607 ,2004JJ00,,,,
1450,E006596 ,E006607 ,2005JJ00,,,,
1451,E006596 ,E006607 ,2006JJ00,,,,
1452,E006596 ,E006607 ,2007JJ00,,,,
1453,E006596 ,E006607 ,2008JJ00,,,,
1454,E006596 ,E006607 ,2009JJ00,,,,
1455,E006596 ,E006607 ,2010JJ00,,,,
1456,E006596 ,E006607 ,2011JJ00,,,,
1457,E006596 ,E006607 ,2012JJ00,,,,
1458,E006596 ,E006607 ,2013JJ00,,,,
1459,E006596 ,E006607 ,2014JJ00,,,,
1460,E006596 ,E006607 ,2015JJ00,,,,
1461,E006596 ,E006607 ,2016JJ00,,,,
1462,E006596 ,E006607 ,2017JJ00,,,,
1463,E006596 ,E006607 ,2018JJ00,,,,
1464,E006596 ,E006607 ,2019JJ00,,,,
1465,E006596 ,E006607 ,2020JJ00,,,,
1466,E006596 ,E006607 ,2021JJ00,,,,
1467,E006596 ,E006607 ,2022JJ00,,,,
1468,E006596 ,E006607 ,2023JJ00,,,,
1469,E006596 ,E006607 ,2024JJ00,,,,
1470,E006596 ,E006608 ,1990JJ00,4.0,0.0,0.0,0.0
1471,E006596 ,E006608 ,1991JJ00,5.0,0.0,0.0,0.0
1472,E006596 ,E006608 ,1992JJ00,9.0,0.0,1.0,0.0
1473,E006596 ,E006608 ,1993JJ00,14.0,0.0,1.0,0.0
1474,E006596 ,E006608 ,1994JJ00,40.0,0.0,2.0,0.0
1475,E006596 ,E006608 ,1995JJ00,56.0,0.0,3.0,0.0
1476,E006596 ,E006608 ,1996JJ00,79.0,0.0,5.0,0.0
1477,E006596 ,E006608 ,1997JJ00,118.0,0.0,7.0,0.0
1478,E006596 ,E006608 ,1998JJ00,174.0,0.01,10.0,0.01
1479,E006596 ,E006608 ,1999JJ00,229.0,0.01,13.0,0.01
1480,E006596 ,E006608 ,2000JJ00,286.0,0.01,17.0,0.01
1481,E006596 ,E006608 ,2001JJ00,354.0,0.01,21.0,0.01
1482,E006596 ,E006608 ,2002JJ00,453.0,0.01,26.0,0.01
1483,E006596 ,E006608 ,2003JJ00,549.0,0.02,32.0,0.02
1484,E006596 ,E006608 ,2004JJ00,670.0,0.02,37.0,0.02
1485,E006596 ,E006608 ,2005JJ00,848.0,0.03,46.0,0.03
1486,E006596 ,E006608 ,2006JJ00,1085.0,0.03,58.0,0.03
1487,E006596 ,E006608 ,2007JJ00,1305.0,0.04,68.0,0.04
1488,E006596 ,E006608 ,2008JJ00,1616.0,0.05,84.0,0.05
1489,E006596 ,E006608 ,2009JJ00,1969.0,0.06,102.0,0.06
1490,E006596 ,E006608 ,2010JJ00,2383.0,0.07,125.0,0.07
1491,E006596 ,E006608 ,2011JJ00,2618.0,0.08,136.0,0.08
1492,E006596 ,E006608 ,2012JJ00,2841.0,0.09,141.0,0.08
1493,E006596 ,E006608 ,2013JJ00,3097.0,0.1,149.0,0.09
1494,E006596 ,E006608 ,2014JJ00,3149.0,0.1,147.0,0.09
1495,E006596 ,E006608 ,2015JJ00,3243.0,0.1,135.0,0.08
1496,E006596 ,E006608 ,2016JJ00,3601.0,0.11,170.0,0.1
1497,E006596 ,E006608 ,2017JJ00,3956.0,0.12,193.0,0.12
1498,E006596 ,E006608 ,2018JJ00,4173.0,0.13,208.0,0.13
1499,E006596 ,E006608 ,2019JJ00,4469.0,0.15,236.0,0.15
1500,E006596 ,E006608 ,2020JJ00,5014.0,0.17,282.0,0.2
1501,E006596 ,E006608 ,2021JJ00,5157.0,0.16,271.0,0.18
1502,E006596 ,E006608 ,2022JJ00,5364.0,0.18,281.0,0.2
1503,E006596 ,E006608 ,2023JJ00,5856.0,0.21,323.0,0.25
1504,E006596 ,E006608 ,2024JJ00,6264.0,0.22,347.0,0.27
1505,E006596 ,E007028 ,1990JJ00,,,,
1506,E006596 ,E007028 ,1991JJ00,,,,
1507,E006596 ,E007028 ,1992JJ00,,,,
1508,E006596 ,E007028 ,1993JJ00,,,,
1509,E006596 ,E007028 ,1994JJ00,,,,
1510,E006596 ,E007028 ,1995JJ00,,,,
1511,E006596 ,E007028 ,1996JJ00,,,,
1512,E006596 ,E007028 ,1997JJ00,,,,
1513,E006596 ,E007028 ,1998JJ00,,,,
1514,E006596 ,E007028 ,1999JJ00,,,,
1515,E006596 ,E007028 ,2000JJ00,,,,
1516,E006596 ,E007028 ,2001JJ00,,,,
1517,E006596 ,E007028 ,2002JJ00,,,,
1518,E006596 ,E007028 ,2003JJ00,,,,
1519,E006596 ,E007028 ,2004JJ00,,,,
1520,E006596 ,E007028 ,2005JJ00,,,,
1521,E006596 ,E007028 ,2006JJ00,,,,
1522,E006596 ,E007028 ,2007JJ00,,,,
1523,E006596 ,E007028 ,2008JJ00,,,,
1524,E006596 ,E007028 ,2009JJ00,,,,
1525,E006596 ,E007028 ,2010JJ00,,,,
1526,E006596 ,E007028 ,2011JJ00,,,,
1527,E006596 ,E007028 ,2012JJ00,,,,
1528,E006596 ,E007028 ,2013JJ00,,,,
1529,E006596 ,E007028 ,2014JJ00,,,,
1530,E006596 ,E007028 ,2015JJ00,,,,
1531,E006596 ,E007028 ,2016JJ00,,,,
1532,E006596 ,E007028 ,2017JJ00,,,,
1533,E006596 ,E007028 ,2018JJ00,,,,
1534,E006596 ,E007028 ,2019JJ00,,,,
1535,E006596 ,E007028 ,2020JJ00,,,,
1536,E006596 ,E007028 ,2021JJ00,,,,
1537,E006596 ,E007028 ,2022JJ00,,,,
1538,E006596 ,E007028 ,2023JJ00,,,,
1539,E006596 ,E007028 ,2024JJ00,,,,
1540,E006651 ,E007022 ,1990JJ00,,,,
1541,E006651 ,E007022 ,1991JJ00,1.0,0.0,0.0,0.0
1542,E006651 ,E007022 ,1992JJ00,2.0,0.0,0.0,0.0
1543,E006651 ,E007022 ,1993JJ00,4.0,0.0,0.0,0.0
1544,E006651 ,E007022 ,1994JJ00,27.0,0.0,1.0,0.0
1545,E006651 ,E007022 ,1995JJ00,31.0,0.0,2.0,0.0
1546,E006651 ,E007022 ,1996JJ00,38.0,0.0,2.0,0.0
1547,E006651 ,E007022 ,1997JJ00,55.0,0.0,3.0,0.0
1548,E006651 ,E007022 ,1998JJ00,82.0,0.0,4.0,0.0
1549,E006651 ,E007022 ,1999JJ00,105.0,0.0,5.0,0.0
1550,E006651 ,E007022 ,2000JJ00,133.0,0.0,6.0,0.0
1551,E006651 ,E007022 ,2001JJ00,159.0,0.0,7.0,0.0
1552,E006651 ,E007022 ,2002JJ00,199.0,0.01,8.0,0.0
1553,E006651 ,E007022 ,2003JJ00,245.0,0.01,10.0,0.01
1554,E006651 ,E007022 ,2004JJ00,331.0,0.01,14.0,0.01
1555,E006651 ,E007022 ,2005JJ00,443.0,0.01,18.0,0.01
1556,E006651 ,E007022 ,2006JJ00,588.0,0.02,24.0,0.01
1557,E006651 ,E007022 ,2007JJ00,777.0,0.02,32.0,0.02
1558,E006651 ,E007022 ,2008JJ00,987.0,0.03,40.0,0.02
1559,E006651 ,E007022 ,2009JJ00,1236.0,0.04,52.0,0.03
1560,E006651 ,E007022 ,2010JJ00,1507.0,0.04,66.0,0.04
1561,E006651 ,E007022 ,2011JJ00,1747.0,0.05,77.0,0.05
1562,E006651 ,E007022 ,2012JJ00,1873.0,0.06,72.0,0.04
1563,E006651 ,E007022 ,2013JJ00,2086.0,0.07,74.0,0.04
1564,E006651 ,E007022 ,2014JJ00,2169.0,0.07,74.0,0.05
1565,E006651 ,E007022 ,2015JJ00,2293.0,0.07,66.0,0.04
1566,E006651 ,E007022 ,2016JJ00,2547.0,0.08,88.0,0.05
1567,E006651 ,E007022 ,2017JJ00,2814.0,0.09,108.0,0.07
1568,E006651 ,E007022 ,2018JJ00,3072.0,0.1,128.0,0.08
1569,E006651 ,E007022 ,2019JJ00,3405.0,0.11,168.0,0.11
1570,E006651 ,E007022 ,2020JJ00,3775.0,0.13,212.0,0.15
1571,E006651 ,E007022 ,2021JJ00,3848.0,0.12,189.0,0.13
1572,E006651 ,E007022 ,2022JJ00,4055.0,0.14,198.0,0.14
1573,E006651 ,E007022 ,2023JJ00,4536.0,0.16,246.0,0.19
1574,E006651 ,E007022 ,2024JJ00,4938.0,0.17,271.0,0.21
1575,E006651 ,E006607 ,1990JJ00,,,,
1576,E006651 ,E006607 ,1991JJ00,,,,
1577,E006651 ,E006607 ,1992JJ00,,,,
1578,E006651 ,E006607 ,1993JJ00,,,,
1579,E006651 ,E006607 ,1994JJ00,,,,
1580,E006651 ,E006607 ,1995JJ00,,,,
1581,E006651 ,E006607 ,1996JJ00,,,,
1582,E006651 ,E006607 ,1997JJ00,,,,
1583,E006651 ,E006607 ,1998JJ00,,,,
1584,E006651 ,E006607 ,1999JJ00,,,,
1585,E006651 ,E006607 ,2000JJ00,,,,
1586,E006651 ,E006607 ,2001JJ00,,,,
1587,E006651 ,E006607 ,2002JJ00,,,,
1588,E006651 ,E006607 ,2003JJ00,,,,
1589,E006651 ,E006607 ,2004JJ00,,,,
1590,E006651 ,E006607 ,2005JJ00,,,,
1591,E006651 ,E006607 ,2006JJ00,,,,
1592,E006651 ,E006607 ,2007JJ00,,,,
1593,E006651 ,E006607 ,2008JJ00,,,,
1594,E006651 ,E006607 ,2009JJ00,,,,
1595,E006651 ,E006607 ,2010JJ00,,,,
1596,E006651 ,E006607 ,2011JJ00,,,,
1597,E006651 ,E006607 ,2012JJ00,,,,
1598,E006651 ,E006607 ,2013JJ00,,,,
1599,E006651 ,E006607 ,2014JJ00,,,,
1600,E006651 ,E006607 ,2015JJ00,,,,
1601,E006651 ,E006607 ,2016JJ00,,,,
1602,E006651 ,E006607 ,2017JJ00,,,,
1603,E006651 ,E006607 ,2018JJ00,,,,
1604,E006651 ,E006607 ,2019JJ00,,,,
1605,E006651 ,E006607 ,2020JJ00,,,,
1606,E006651 ,E006607 ,2021JJ00,,,,
1607,E006651 ,E006607 ,2022JJ00,,,,
1608,E006651 ,E006607 ,2023JJ00,,,,
1609,E006651 ,E006607 ,2024JJ00,,,,
1610,E006651 ,E006608 ,1990JJ00,,,,
1611,E006651 ,E006608 ,1991JJ00,1.0,0.0,0.0,0.0
1612,E006651 ,E006608 ,1992JJ00,2.0,0.0,0.0,0.0
1613,E006651 ,E006608 ,1993JJ00,4.0,0.0,0.0,0.0
1614,E006651 ,E006608 ,1994JJ00,27.0,0.0,1.0,0.0
1615,E006651 ,E006608 ,1995JJ00,31.0,0.0,2.0,0.0
1616,E006651 ,E006608 ,1996JJ00,38.0,0.0,2.0,0.0
1617,E006651 ,E006608 ,1997JJ00,55.0,0.0,3.0,0.0
1618,E006651 ,E006608 ,1998JJ00,82.0,0.0,4.0,0.0
1619,E006651 ,E006608 ,1999JJ00,105.0,0.0,5.0,0.0
1620,E006651 ,E006608 ,2000JJ00,133.0,0.0,6.0,0.0
1621,E006651 ,E006608 ,2001JJ00,159.0,0.0,7.0,0.0
1622,E006651 ,E006608 ,2002JJ00,199.0,0.01,8.0,0.0
1623,E006651 ,E006608 ,2003JJ00,245.0,0.01,10.0,0.01
1624,E006651 ,E006608 ,2004JJ00,331.0,0.01,14.0,0.01
1625,E006651 ,E006608 ,2005JJ00,443.0,0.01,18.0,0.01
1626,E006651 ,E006608 ,2006JJ00,588.0,0.02,24.0,0.01
1627,E006651 ,E006608 ,2007JJ00,777.0,0.02,32.0,0.02
1628,E006651 ,E006608 ,2008JJ00,987.0,0.03,40.0,0.02
1629,E006651 ,E006608 ,2009JJ00,1236.0,0.04,52.0,0.03
1630,E006651 ,E006608 ,2010JJ00,1507.0,0.04,66.0,0.04
1631,E006651 ,E006608 ,2011JJ00,1747.0,0.05,77.0,0.05
1632,E006651 ,E006608 ,2012JJ00,1873.0,0.06,72.0,0.04
1633,E006651 ,E006608 ,2013JJ00,2086.0,0.07,74.0,0.04
1634,E006651 ,E006608 ,2014JJ00,2169.0,0.07,74.0,0.05
1635,E006651 ,E006608 ,2015JJ00,2293.0,0.07,66.0,0.04
1636,E006651 ,E006608 ,2016JJ00,2547.0,0.08,88.0,0.05
1637,E006651 ,E006608 ,2017JJ00,2814.0,0.09,108.0,0.07
1638,E006651 ,E006608 ,2018JJ00,3072.0,0.1,128.0,0.08
1639,E006651 ,E006608 ,2019JJ00,3405.0,0.11,168.0,0.11
1640,E006651 ,E006608 ,2020JJ00,3775.0,0.13,212.0,0.15
1641,E006651 ,E006608 ,2021JJ00,3848.0,0.12,189.0,0.13
1642,E006651 ,E006608 ,2022JJ00,4055.0,0.14,198.0,0.14
1643,E006651 ,E006608 ,2023JJ00,4536.0,0.16,246.0,0.19
1644,E006651 ,E006608 ,2024JJ00,4938.0,0.17,271.0,0.21
1645,E006651 ,E007028 ,1990JJ00,,,,
1646,E006651 ,E007028 ,1991JJ00,,,,
1647,E006651 ,E007028 ,1992JJ00,,,,
1648,E006651 ,E007028 ,1993JJ00,,,,
1649,E006651 ,E007028 ,1994JJ00,,,,
1650,E006651 ,E007028 ,1995JJ00,,,,
1651,E006651 ,E007028 ,1996JJ00,,,,
1652,E006651 ,E007028 ,1997JJ00,,,,
1653,E006651 ,E007028 ,1998JJ00,,,,
1654,E006651 ,E007028 ,1999JJ00,,,,
1655,E006651 ,E007028 ,2000JJ00,,,,
1656,E006651 ,E007028 ,2001JJ00,,,,
1657,E006651 ,E007028 ,2002JJ00,,,,
1658,E006651 ,E007028 ,2003JJ00,,,,
1659,E006651 ,E007028 ,2004JJ00,,,,
1660,E006651 ,E007028 ,2005JJ00,,,,
1661,E006651 ,E007028 ,2006JJ00,,,,
1662,E006651 ,E007028 ,2007JJ00,,,,
1663,E006651 ,E007028 ,2008JJ00,,,,
1664,E006651 ,E007028 ,2009JJ00,,,,
1665,E006651 ,E007028 ,2010JJ00,,,,
1666,E006651 ,E007028 ,2011JJ00,,,,
1667,E006651 ,E007028 ,2012JJ00,,,,
1668,E006651 ,E007028 ,2013JJ00,,,,
1669,E006651 ,E007028 ,2014JJ00,,,,
1670,E006651 ,E007028 ,2015JJ00,,,,
1671,E006651 ,E007028 ,2016JJ00,,,,
1672,E006651 ,E007028 ,2017JJ00,,,,
1673,E006651 ,E007028 ,2018JJ00,,,,
1674,E006651 ,E007028 ,2019JJ00,,,,
1675,E006651 ,E007028 ,2020JJ00,,,,
1676,E006651 ,E007028 ,2021JJ00,,,,
1677,E006651 ,E007028 ,2022JJ00,,,,
1678,E006651 ,E007028 ,2023JJ00,,,,
1679,E006651 ,E007028 ,2024JJ00,,,,
1680,E006597 ,E007022 ,1990JJ00,,,,
1681,E006597 ,E007022 ,1991JJ00,,,,
1682,E006597 ,E007022 ,1992JJ00,,,,
1683,E006597 ,E007022 ,1993JJ00,,,,
1684,E006597 ,E007022 ,1994JJ00,23.0,0.0,1.0,0.0
1685,E006597 ,E007022 ,1995JJ00,24.0,0.0,1.0,0.0
1686,E006597 ,E007022 ,1996JJ00,27.0,0.0,1.0,0.0
1687,E006597 ,E007022 ,1997JJ00,39.0,0.0,2.0,0.0
1688,E006597 ,E007022 ,1998JJ00,58.0,0.0,2.0,0.0
1689,E006597 ,E007022 ,1999JJ00,72.0,0.0,3.0,0.0
1690,E006597 ,E007022 ,2000JJ00,91.0,0.0,3.0,0.0
1691,E006597 ,E007022 ,2001JJ00,105.0,0.0,4.0,0.0
1692,E006597 ,E007022 ,2002JJ00,135.0,0.0,5.0,0.0
1693,E006597 ,E007022 ,2003JJ00,170.0,0.01,6.0,0.0
1694,E006597 ,E007022 ,2004JJ00,247.0,0.01,9.0,0.0
1695,E006597 ,E007022 ,2005JJ00,339.0,0.01,13.0,0.01
1696,E006597 ,E007022 ,2006JJ00,460.0,0.01,16.0,0.01
1697,E006597 ,E007022 ,2007JJ00,644.0,0.02,24.0,0.01
1698,E006597 ,E007022 ,2008JJ00,830.0,0.03,31.0,0.02
1699,E006597 ,E007022 ,2009JJ00,1064.0,0.03,42.0,0.02
1700,E006597 ,E007022 ,2010JJ00,1312.0,0.04,55.0,0.03
1701,E006597 ,E007022 ,2011JJ00,1582.0,0.05,67.0,0.04
1702,E006597 ,E007022 ,2012JJ00,1700.0,0.05,62.0,0.04
1703,E006597 ,E007022 ,2013JJ00,1908.0,0.06,64.0,0.04
1704,E006597 ,E007022 ,2014JJ00,2007.0,0.07,65.0,0.04
1705,E006597 ,E007022 ,2015JJ00,2138.0,0.07,57.0,0.03
1706,E006597 ,E007022 ,2016JJ00,2374.0,0.08,78.0,0.05
1707,E006597 ,E007022 ,2017JJ00,2645.0,0.08,98.0,0.06
1708,E006597 ,E007022 ,2018JJ00,2905.0,0.09,118.0,0.07
1709,E006597 ,E007022 ,2019JJ00,3241.0,0.11,158.0,0.1
1710,E006597 ,E007022 ,2020JJ00,3590.0,0.12,201.0,0.15
1711,E006597 ,E007022 ,2021JJ00,3658.0,0.11,178.0,0.12
1712,E006597 ,E007022 ,2022JJ00,3865.0,0.13,187.0,0.13
1713,E006597 ,E007022 ,2023JJ00,4346.0,0.15,236.0,0.18
1714,E006597 ,E007022 ,2024JJ00,4748.0,0.16,260.0,0.2
1715,E006597 ,E006607 ,1990JJ00,,,,
1716,E006597 ,E006607 ,1991JJ00,,,,
1717,E006597 ,E006607 ,1992JJ00,,,,
1718,E006597 ,E006607 ,1993JJ00,,,,
1719,E006597 ,E006607 ,1994JJ00,,,,
1720,E006597 ,E006607 ,1995JJ00,,,,
1721,E006597 ,E006607 ,1996JJ00,,,,
1722,E006597 ,E006607 ,1997JJ00,,,,
1723,E006597 ,E006607 ,1998JJ00,,,,
1724,E006597 ,E006607 ,1999JJ00,,,,
1725,E006597 ,E006607 ,2000JJ00,,,,
1726,E006597 ,E006607 ,2001JJ00,,,,
