ID,Regiokenmerken,Gebruiksfunctie,Woningtype,Perioden,NieuwbouwTotaal_1,k_10KwantielDoorlooptijdMaanden_2,k_25KwantielDoorlooptijdMaanden_3,MediaanDoorlooptijdMaanden_4,k_75KwantielDoorlooptijdMaanden_5,k_90KwantielDoorlooptijdMaanden_6,GemiddeldeDoorlooptijdMaanden_7
7549,1018955,T001419,ZW10340,2017JJ00,3636.0,8.8,14.6,20.6,28.2,39.7,23.1
7550,1018955,T001419,ZW10340,2018KW01,772.0,8.9,13.4,17.5,40.8,40.8,24.0
7551,1018955,T001419,ZW10340,2018KW02,959.0,11.9,16.5,20.9,28.0,34.3,24.9
7552,1018955,T001419,ZW10340,2018KW03,737.0,11.9,14.9,15.6,18.7,36.2,20.4
7553,1018955,T001419,ZW10340,2018KW04,1123.0,10.4,13.2,16.5,23.6,32.7,21.3
7554,1018955,T001419,ZW10340,2018JJ00,3591.0,11.2,14.5,17.2,25.0,40.8,22.7
7555,1018955,T001419,ZW10340,2019KW01,748.0,9.7,14.0,17.4,22.7,29.7,20.7
7556,1018955,T001419,ZW10340,2019KW02,776.0,12.2,15.2,17.9,29.6,47.4,25.4
7557,1018955,T001419,ZW10340,2019KW03,1058.0,12.5,15.4,20.6,27.5,31.8,22.6
7558,1018955,T001419,ZW10340,2019KW04,880.0,11.1,16.3,21.7,29.4,53.4,27.6
7559,1018955,T001419,ZW10340,2019JJ00,3462.0,11.3,14.3,20.2,28.1,34.7,24.1
7560,1018955,T001419,ZW10340,2020KW01,596.0,8.9,16.8,20.2,23.0,31.6,20.5
7561,1018955,T001419,ZW10340,2020KW02,811.0,12.3,14.7,21.2,27.0,31.5,21.5
7562,1018955,T001419,ZW10340,2020KW03,851.0,10.5,14.3,17.8,23.1,29.0,23.6
7563,1018955,T001419,ZW10340,2020KW04,1680.0,11.9,15.8,19.8,24.8,34.1,22.4
7564,1018955,T001419,ZW10340,2020JJ00,3938.0,11.2,15.0,20.0,24.8,31.8,22.1
7565,1018955,T001419,ZW10340,2021KW01,1095.0,5.2,15.8,19.9,27.3,30.3,21.3
7566,1018955,T001419,ZW10340,2021KW02,923.0,8.9,12.0,18.1,23.8,31.4,19.2
7567,1018955,T001419,ZW10340,2021KW03,860.0,10.6,14.6,16.6,21.8,38.8,21.2
7568,1018955,T001419,ZW10340,2021KW04,941.0,10.7,15.0,15.4,26.1,29.4,19.4
7569,1018955,T001419,ZW10340,2021JJ00,3819.0,9.4,14.6,18.1,26.0,31.4,20.3
7570,1018955,T001419,ZW10340,2022KW01,1799.0,13.9,19.4,26.0,34.7,38.9,26.0
7571,1018955,T001419,ZW10340,2022KW02,1064.0,9.5,14.2,19.7,25.2,32.6,20.6
7572,1018955,T001419,ZW10340,2022KW03,1014.0,14.3,18.3,21.0,28.9,45.6,26.4
7573,1018955,T001419,ZW10340,2022KW04,1585.0,13.5,17.7,20.6,23.0,26.9,20.2
7574,1018955,T001419,ZW10340,2022JJ00,5462.0,13.0,17.3,21.0,27.6,36.6,23.4
7575,1018955,T001419,ZW10340,2023KW01,1005.0,15.5,15.8,23.5,32.0,65.8,29.5
7576,1018955,T001419,ZW10340,2023KW02,1451.0,13.1,17.1,21.6,26.3,31.9,22.2
7577,1018955,T001419,ZW10340,2023KW03,1380.0,9.7,13.1,24.8,30.6,37.0,25.4
7578,1018955,T001419,ZW10340,2023KW04,1950.0,12.1,16.5,24.1,30.8,39.5,25.1
7579,1018955,T001419,ZW10340,2023JJ00,5786.0,12.1,16.5,23.7,29.0,38.8,25.2
7580,1018955,T001419,ZW10340,2024KW01,1220.0,13.3,16.8,20.8,26.4,38.1,24.2
7581,1018955,T001419,ZW10340,2024KW02,1512.0,14.2,18.7,23.5,30.8,42.7,26.0
7582,1018955,T001419,ZW10340,2024KW03,1088.0,11.9,17.9,23.7,33.6,42.6,24.8
7583,1018955,T001419,ZW10340,2024KW04,1708.0,12.9,15.6,19.3,25.0,41.3,22.8
7584,1018955,T001419,ZW10340,2024JJ00,5528.0,13.3,16.6,22.7,27.6,41.5,24.4
7585,1018955,T001419,ZW10340,2025KW01,1771.0,10.1,15.1,20.1,29.0,39.3,23.2
7586,1018955,T001419,ZW10340,2025KW02,1407.0,14.9,17.7,19.5,29.8,55.0,25.7
7587,1018955,T001419,ZW10340,2025KW03,1063.0,15.8,18.2,20.5,24.1,37.7,22.8
7588,1018955,T001419,ZW10340,2025KW04,,,,,,,
7589,1018955,T001419,ZW10340,2025JJ00,,,,,,,
7590,1018955,A045364,T001100,2015KW01,1810.0,7.3,9.5,14.7,22.5,32.2,17.4
7591,1018955,A045364,T001100,2015KW02,1878.0,7.8,10.7,14.7,21.0,36.1,18.0
7592,1018955,A045364,T001100,2015KW03,1997.0,8.1,11.2,14.5,19.3,32.4,17.4
7593,1018955,A045364,T001100,2015KW04,3586.0,8.6,11.3,14.6,18.0,37.0,17.9
7594,1018955,A045364,T001100,2015JJ00,9271.0,7.8,10.9,14.6,20.0,34.1,17.7
7595,1018955,A045364,T001100,2016KW01,1555.0,9.6,11.2,14.5,21.1,40.0,18.6
7596,1018955,A045364,T001100,2016KW02,2321.0,8.8,11.2,15.1,21.5,41.2,19.5
7597,1018955,A045364,T001100,2016KW03,2322.0,8.9,12.5,17.1,21.0,31.2,19.1
7598,1018955,A045364,T001100,2016KW04,3658.0,8.7,12.0,18.1,22.5,49.6,22.1
7599,1018955,A045364,T001100,2016JJ00,9856.0,8.9,11.9,16.5,21.8,40.0,20.2
7600,1018955,A045364,T001100,2017KW01,2455.0,9.1,11.4,15.8,21.6,28.5,19.3
7601,1018955,A045364,T001100,2017KW02,2491.0,8.2,11.0,16.3,23.8,28.7,18.9
7602,1018955,A045364,T001100,2017KW03,2293.0,8.9,11.5,14.9,23.8,34.4,19.5
7603,1018955,A045364,T001100,2017KW04,3622.0,10.1,12.4,16.3,21.8,32.8,20.3
7604,1018955,A045364,T001100,2017JJ00,10861.0,9.1,11.7,15.9,22.6,31.7,19.6
7605,1018955,A045364,T001100,2018KW01,2106.0,9.5,13.3,16.6,23.3,40.8,21.7
7606,1018955,A045364,T001100,2018KW02,2584.0,9.9,13.1,17.2,23.6,33.5,21.4
7607,1018955,A045364,T001100,2018KW03,2570.0,10.4,12.9,15.6,19.4,27.0,18.8
7608,1018955,A045364,T001100,2018KW04,3308.0,11.0,13.1,16.3,20.4,25.0,18.3
7609,1018955,A045364,T001100,2018JJ00,10568.0,10.3,13.1,16.4,21.2,32.7,19.9
7610,1018955,A045364,T001100,2019KW01,2571.0,11.0,13.8,16.5,20.4,28.4,19.4
7611,1018955,A045364,T001100,2019KW02,2763.0,10.2,12.6,16.5,20.6,29.8,19.3
7612,1018955,A045364,T001100,2019KW03,2909.0,11.9,14.0,17.8,23.5,31.0,20.0
7613,1018955,A045364,T001100,2019KW04,3056.0,10.3,14.4,17.7,23.4,28.8,19.8
7614,1018955,A045364,T001100,2019JJ00,11299.0,10.7,13.7,17.3,22.4,29.4,19.6
7615,1018955,A045364,T001100,2020KW01,2391.0,9.4,12.6,16.8,21.6,25.2,17.8
7616,1018955,A045364,T001100,2020KW02,2724.0,10.4,13.2,17.0,22.1,27.5,18.5
7617,1018955,A045364,T001100,2020KW03,2580.0,11.2,14.3,18.6,22.8,28.5,20.6
7618,1018955,A045364,T001100,2020KW04,3923.0,10.0,14.3,18.9,25.3,33.6,21.4
7619,1018955,A045364,T001100,2020JJ00,11618.0,10.1,13.5,17.8,23.1,28.9,19.8
7620,1018955,A045364,T001100,2021KW01,2687.0,9.0,13.2,18.8,26.3,29.4,20.2
7621,1018955,A045364,T001100,2021KW02,2629.0,9.4,12.9,17.8,25.0,34.0,20.5
7622,1018955,A045364,T001100,2021KW03,1598.0,9.9,13.3,17.2,21.9,28.2,19.6
7623,1018955,A045364,T001100,2021KW04,2282.0,11.9,14.8,18.2,24.8,31.0,20.5
7624,1018955,A045364,T001100,2021JJ00,9196.0,10.2,13.7,18.1,25.2,31.4,20.3
7625,1018955,A045364,T001100,2022KW01,3045.0,13.2,16.8,21.3,29.5,35.7,23.7
7626,1018955,A045364,T001100,2022KW02,2514.0,11.7,14.6,19.0,25.2,37.8,21.9
7627,1018955,A045364,T001100,2022KW03,2217.0,11.3,14.7,18.8,24.7,33.0,22.0
7628,1018955,A045364,T001100,2022KW04,3149.0,11.9,16.1,19.6,22.9,26.3,20.0
7629,1018955,A045364,T001100,2022JJ00,10925.0,11.7,15.5,19.7,25.2,34.7,21.9
7630,1018955,A045364,T001100,2023KW01,1974.0,11.8,15.1,18.9,23.8,37.1,22.5
7631,1018955,A045364,T001100,2023KW02,2766.0,12.1,16.5,20.1,26.0,29.4,21.2
7632,1018955,A045364,T001100,2023KW03,2793.0,10.1,14.7,23.7,29.3,33.6,24.0
7633,1018955,A045364,T001100,2023KW04,3695.0,10.9,15.0,20.5,28.3,36.3,22.9
7634,1018955,A045364,T001100,2023JJ00,11228.0,10.9,15.4,21.0,27.1,34.6,22.7
7635,1018955,A045364,T001100,2024KW01,2092.0,14.1,16.8,20.5,27.3,38.1,24.5
7636,1018955,A045364,T001100,2024KW02,2103.0,12.8,16.0,23.0,31.0,42.7,24.8
7637,1018955,A045364,T001100,2024KW03,2040.0,9.6,14.6,21.0,27.2,36.0,22.1
7638,1018955,A045364,T001100,2024KW04,3140.0,11.5,15.0,19.2,24.3,33.5,21.2
7639,1018955,A045364,T001100,2024JJ00,9375.0,12.0,15.6,20.8,26.8,38.1,22.9
7640,1018955,A045364,T001100,2025KW01,2804.0,12.2,15.7,21.3,29.2,39.3,23.7
7641,1018955,A045364,T001100,2025KW02,2767.0,12.7,15.9,19.5,27.3,43.9,24.1
7642,1018955,A045364,T001100,2025KW03,2223.0,10.8,16.1,19.6,25.6,34.7,22.3
7643,1018955,A045364,T001100,2025KW04,2639.0,11.6,16.3,20.3,27.3,37.6,23.5
7644,1018955,A045364,T001100,2025JJ00,10433.0,11.7,15.9,20.1,27.8,39.4,23.5
7645,1018955,A045364,ZW10290,2015KW01,1284.0,5.9,8.4,13.3,20.7,32.2,16.5
7646,1018955,A045364,ZW10290,2015KW02,1249.0,6.8,9.6,12.3,18.6,26.1,15.6
7647,1018955,A045364,ZW10290,2015KW03,1421.0,8.0,10.3,13.2,16.8,26.6,15.8
7648,1018955,A045364,ZW10290,2015KW04,2240.0,8.7,11.0,13.7,17.9,29.6,16.8
7649,1018955,A045364,ZW10290,2015JJ00,6194.0,7.8,9.9,13.3,17.9,30.4,16.3
7650,1018955,A045364,ZW10290,2016KW01,1176.0,9.4,11.0,12.8,17.9,28.2,15.9
7651,1018955,A045364,ZW10290,2016KW02,1805.0,8.3,10.8,14.4,20.0,28.4,17.2
7652,1018955,A045364,ZW10290,2016KW03,1743.0,8.6,11.7,15.8,18.7,22.9,17.0
7653,1018955,A045364,ZW10290,2016KW04,2704.0,8.3,11.0,16.4,21.0,41.3,20.1
7654,1018955,A045364,ZW10290,2016JJ00,7428.0,8.6,11.0,14.9,19.7,29.8,18.0
7655,1018955,A045364,ZW10290,2017KW01,1841.0,8.9,10.9,14.8,20.0,31.3,18.7
7656,1018955,A045364,ZW10290,2017KW02,1754.0,7.8,10.1,12.5,20.5,24.5,16.4
7657,1018955,A045364,ZW10290,2017KW03,1694.0,9.0,10.9,14.1,20.2,31.7,18.1
7658,1018955,A045364,ZW10290,2017KW04,2848.0,9.9,12.1,15.5,19.2,30.4,18.2
7659,1018955,A045364,ZW10290,2017JJ00,8137.0,8.9,11.1,14.2,20.2,30.0,17.9
7660,1018955,A045364,ZW10290,2018KW01,1602.0,9.3,12.4,16.1,20.8,35.1,19.5
7661,1018955,A045364,ZW10290,2018KW02,1744.0,9.3,11.8,15.0,21.5,31.0,19.1
7662,1018955,A045364,ZW10290,2018KW03,1957.0,9.6,12.0,15.4,19.9,27.1,18.8
7663,1018955,A045364,ZW10290,2018KW04,2504.0,10.6,12.9,14.7,19.0,23.6,17.0
7664,1018955,A045364,ZW10290,2018JJ00,7807.0,9.7,12.4,15.4,20.0,26.7,18.4
7665,1018955,A045364,ZW10290,2019KW01,2054.0,10.9,13.5,16.3,19.7,26.6,18.7
7666,1018955,A045364,ZW10290,2019KW02,2149.0,9.8,12.2,15.9,19.1,25.0,17.5
7667,1018955,A045364,ZW10290,2019KW03,2021.0,10.9,13.5,16.7,22.4,27.8,18.8
7668,1018955,A045364,ZW10290,2019KW04,2476.0,9.7,13.4,17.0,20.8,25.9,17.7
7669,1018955,A045364,ZW10290,2019JJ00,8700.0,10.2,13.1,16.5,20.1,25.9,18.2
7670,1018955,A045364,ZW10290,2020KW01,1917.0,9.0,11.5,16.0,20.2,23.6,16.8
7671,1018955,A045364,ZW10290,2020KW02,2173.0,10.0,12.4,16.0,21.0,25.1,17.2
7672,1018955,A045364,ZW10290,2020KW03,1984.0,11.4,14.3,18.7,22.2,28.4,19.7
7673,1018955,A045364,ZW10290,2020KW04,2569.0,9.3,12.8,17.5,25.0,32.6,20.1
7674,1018955,A045364,ZW10290,2020JJ00,8643.0,9.8,12.8,17.1,21.8,27.0,18.5
7675,1018955,A045364,ZW10290,2021KW01,1746.0,9.3,12.4,18.3,26.1,29.4,19.5
7676,1018955,A045364,ZW10290,2021KW02,1915.0,9.4,12.9,17.3,23.7,40.6,20.7
7677,1018955,A045364,ZW10290,2021KW03,1063.0,8.5,12.5,15.3,21.9,28.3,18.1
7678,1018955,A045364,ZW10290,2021KW04,1627.0,11.0,14.1,18.2,23.7,31.3,20.2
7679,1018955,A045364,ZW10290,2021JJ00,6351.0,10.0,13.1,17.5,23.8,32.1,19.8
7680,1018955,A045364,ZW10290,2022KW01,1598.0,11.4,15.5,18.5,23.2,31.5,20.6
7681,1018955,A045364,ZW10290,2022KW02,1714.0,10.5,13.9,17.4,25.2,40.2,21.3
7682,1018955,A045364,ZW10290,2022KW03,1480.0,10.0,14.0,17.2,21.5,31.0,18.6
7683,1018955,A045364,ZW10290,2022KW04,2009.0,10.4,15.0,19.2,22.5,26.0,19.5
7684,1018955,A045364,ZW10290,2022JJ00,6801.0,10.5,14.4,18.3,22.6,31.5,20.0
7685,1018955,A045364,ZW10290,2023KW01,1382.0,11.1,13.3,18.2,23.0,34.0,20.1
7686,1018955,A045364,ZW10290,2023KW02,1605.0,10.6,14.7,18.8,23.2,28.4,19.7
7687,1018955,A045364,ZW10290,2023KW03,1630.0,10.6,14.5,20.5,27.6,32.6,22.7
7688,1018955,A045364,ZW10290,2023KW04,2123.0,10.1,14.0,19.1,25.9,34.7,21.1
7689,1018955,A045364,ZW10290,2023JJ00,6740.0,10.6,14.3,19.2,25.5,32.0,20.9
7690,1018955,A045364,ZW10290,2024KW01,1227.0,12.3,16.3,19.3,28.0,37.6,23.6
7691,1018955,A045364,ZW10290,2024KW02,1170.0,10.4,14.4,20.4,25.8,34.4,21.7
7692,1018955,A045364,ZW10290,2024KW03,1250.0,9.6,13.7,18.5,23.8,28.7,19.7
7693,1018955,A045364,ZW10290,2024KW04,1781.0,10.1,14.0,18.4,24.2,29.5,19.8
7694,1018955,A045364,ZW10290,2024JJ00,5428.0,10.4,14.5,19.1,24.4,33.0,21.0
7695,1018955,A045364,ZW10290,2025KW01,1644.0,11.1,14.9,17.4,27.8,34.6,21.6
7696,1018955,A045364,ZW10290,2025KW02,1651.0,11.2,14.3,19.1,26.5,42.0,23.2
7697,1018955,A045364,ZW10290,2025KW03,1324.0,10.8,14.5,19.5,26.4,33.8,21.9
7698,1018955,A045364,ZW10290,2025KW04,1919.0,11.7,16.8,19.9,26.2,33.4,22.3
7699,1018955,A045364,ZW10290,2025JJ00,6538.0,11.1,15.0,19.3,26.4,34.6,22.3
7700,1018955,A045364,ZW10340,2015KW01,526.0,11.8,14.5,17.4,26.0,31.0,19.7
7701,1018955,A045364,ZW10340,2015KW02,629.0,10.8,14.0,19.5,36.1,39.4,23.5
7702,1018955,A045364,ZW10340,2015KW03,576.0,11.9,16.9,17.3,26.2,34.1,21.4
7703,1018955,A045364,ZW10340,2015KW04,1346.0,3.7,12.9,15.6,21.2,50.9,19.8
7704,1018955,A045364,ZW10340,2015JJ00,3077.0,9.5,13.7,17.0,26.0,39.4,20.8
7705,1018955,A045364,ZW10340,2016KW01,379.0,12.3,15.8,31.0,40.0,41.9,27.3
7706,1018955,A045364,ZW10340,2016KW02,516.0,10.6,14.5,20.1,28.7,58.6,27.9
7707,1018955,A045364,ZW10340,2016KW03,579.0,13.5,17.1,23.1,31.2,42.9,25.9
7708,1018955,A045364,ZW10340,2016KW04,954.0,13.0,18.4,20.2,38.7,50.5,28.3
7709,1018955,A045364,ZW10340,2016JJ00,2428.0,12.5,17.1,21.2,38.1,49.6,27.5
7710,1018955,A045364,ZW10340,2017KW01,614.0,12.7,15.7,20.7,25.2,28.5,21.1
7711,1018955,A045364,ZW10340,2017KW02,737.0,14.6,17.7,23.8,24.7,42.0,24.8
7712,1018955,A045364,ZW10340,2017KW03,599.0,3.8,14.7,20.4,29.1,44.5,23.3
7713,1018955,A045364,ZW10340,2017KW04,774.0,10.9,13.7,20.8,30.4,66.3,27.7
7714,1018955,A045364,ZW10340,2017JJ00,2724.0,12.1,15.7,20.8,28.5,42.0,24.5
7715,1018955,A045364,ZW10340,2018KW01,504.0,10.3,14.8,19.8,40.8,46.4,28.4
7716,1018955,A045364,ZW10340,2018KW02,840.0,13.1,17.0,22.8,28.0,34.3,26.1
7717,1018955,A045364,ZW10340,2018KW03,613.0,13.6,15.6,15.6,18.0,21.6,19.1
7718,1018955,A045364,ZW10340,2018KW04,804.0,12.4,14.6,17.2,25.0,32.7,22.5
7719,1018955,A045364,ZW10340,2018JJ00,2761.0,13.1,15.6,18.3,27.1,40.8,23.9
7720,1018955,A045364,ZW10340,2019KW01,517.0,12.0,14.3,17.5,25.7,31.4,21.9
7721,1018955,A045364,ZW10340,2019KW02,614.0,12.3,15.2,20.2,29.6,47.3,25.6
7722,1018955,A045364,ZW10340,2019KW03,888.0,12.5,17.2,22.8,27.5,31.8,22.8
7723,1018955,A045364,ZW10340,2019KW04,580.0,13.8,20.1,28.1,29.4,44.5,28.1
7724,1018955,A045364,ZW10340,2019JJ00,2599.0,12.5,16.1,21.7,28.2,33.1,24.4
7725,1018955,A045364,ZW10340,2020KW01,474.0,15.4,18.2,20.2,23.1,31.6,21.9
7726,1018955,A045364,ZW10340,2020KW02,551.0,13.3,17.3,23.0,27.5,35.1,23.4
7727,1018955,A045364,ZW10340,2020KW03,596.0,11.2,14.4,17.8,23.1,29.0,23.5
7728,1018955,A045364,ZW10340,2020KW04,1354.0,13.4,16.6,20.0,25.6,34.1,23.9
7729,1018955,A045364,ZW10340,2020JJ00,2975.0,13.4,16.7,20.2,26.3,31.8,23.4
7730,1018955,A045364,ZW10340,2021KW01,941.0,5.2,16.8,21.2,28.1,30.2,21.5
7731,1018955,A045364,ZW10340,2021KW02,714.0,10.4,13.7,18.3,29.4,31.4,20.2
7732,1018955,A045364,ZW10340,2021KW03,535.0,14.2,16.4,17.2,22.0,26.0,23.2
7733,1018955,A045364,ZW10340,2021KW04,655.0,15.0,15.2,18.1,29.4,29.8,21.3
7734,1018955,A045364,ZW10340,2021JJ00,2845.0,11.1,15.4,18.7,27.0,30.9,21.4
7735,1018955,A045364,ZW10340,2022KW01,1447.0,13.9,20.0,27.4,34.7,38.9,27.0
7736,1018955,A045364,ZW10340,2022KW02,800.0,13.9,16.6,22.7,25.5,37.3,23.2
7737,1018955,A045364,ZW10340,2022KW03,737.0,16.3,18.8,21.9,28.9,47.7,28.3
7738,1018955,A045364,ZW10340,2022KW04,1140.0,15.8,18.5,20.8,23.0,26.3,20.9
7739,1018955,A045364,ZW10340,2022JJ00,4124.0,14.7,18.8,22.4,28.2,37.6,24.8
7740,1018955,A045364,ZW10340,2023KW01,592.0,15.5,17.2,21.9,27.3,50.4,27.6
7741,1018955,A045364,ZW10340,2023KW02,1161.0,16.3,17.4,24.5,27.0,31.9,23.1
7742,1018955,A045364,ZW10340,2023KW03,1163.0,9.5,16.3,25.6,30.6,37.0,25.6
7743,1018955,A045364,ZW10340,2023KW04,1572.0,13.4,16.7,25.8,30.8,39.5,25.4
7744,1018955,A045364,ZW10340,2023JJ00,4488.0,12.5,17.4,24.5,29.0,37.1,25.1
7745,1018955,A045364,ZW10340,2024KW01,865.0,15.4,18.8,22.6,27.2,38.1,25.7
7746,1018955,A045364,ZW10340,2024KW02,933.0,15.1,18.7,24.7,37.7,45.0,28.4
7747,1018955,A045364,ZW10340,2024KW03,790.0,8.3,14.7,27.2,34.4,42.6,25.8
7748,1018955,A045364,ZW10340,2024KW04,1359.0,14.0,15.6,21.3,25.0,40.1,23.2
7749,1018955,A045364,ZW10340,2024JJ00,3947.0,14.1,17.3,23.4,33.5,42.4,25.6
7750,1018955,A045364,ZW10340,2025KW01,1160.0,13.0,18.7,26.4,36.8,39.4,26.7
7751,1018955,A045364,ZW10340,2025KW02,1116.0,15.9,17.7,19.5,29.1,55.0,25.3
7752,1018955,A045364,ZW10340,2025KW03,899.0,15.8,18.2,20.5,24.1,45.6,22.9
7753,1018955,A045364,ZW10340,2025KW04,720.0,11.6,16.1,24.3,31.0,47.0,26.9
7754,1018955,A045364,ZW10340,2025JJ00,3895.0,14.4,17.9,21.4,29.4,45.4,25.4
7755,1018955,A045365,T001100,2015KW01,193.0,4.9,8.7,12.2,20.5,34.4,16.3
7756,1018955,A045365,T001100,2015KW02,297.0,6.4,10.8,11.7,16.1,25.5,15.7
7757,1018955,A045365,T001100,2015KW03,348.0,5.8,6.0,14.8,34.1,55.1,22.1
7758,1018955,A045365,T001100,2015KW04,399.0,3.6,9.2,14.0,37.4,50.9,21.5
7759,1018955,A045365,T001100,2015JJ00,1237.0,5.3,8.3,13.0,24.8,50.9,19.5
7760,1018955,A045365,T001100,2016KW01,225.0,4.6,5.0,11.3,20.0,40.2,16.5
7761,1018955,A045365,T001100,2016KW02,335.0,4.1,4.1,12.2,21.6,23.7,14.1
7762,1018955,A045365,T001100,2016KW03,430.0,6.6,9.7,21.7,30.9,38.7,22.9
7763,1018955,A045365,T001100,2016KW04,514.0,9.5,14.5,22.2,22.5,40.8,22.3
7764,1018955,A045365,T001100,2016JJ00,1504.0,4.1,9.0,18.8,22.5,38.7,19.3
7765,1018955,A045365,T001100,2017KW01,365.0,7.6,10.3,16.7,23.6,33.2,19.0
7766,1018955,A045365,T001100,2017KW02,573.0,6.2,6.9,8.8,13.0,21.8,12.1
7767,1018955,A045365,T001100,2017KW03,441.0,5.3,8.8,11.9,24.0,33.5,16.2
7768,1018955,A045365,T001100,2017KW04,398.0,5.1,9.3,16.8,29.7,45.2,22.4
7769,1018955,A045365,T001100,2017JJ00,1777.0,6.0,8.4,13.0,21.8,32.1,16.7
7770,1018955,A045365,T001100,2018KW01,557.0,6.7,9.2,13.5,15.6,23.2,14.5
7771,1018955,A045365,T001100,2018KW02,281.0,7.0,10.1,13.6,21.0,37.3,19.0
7772,1018955,A045365,T001100,2018KW03,307.0,9.4,12.2,12.2,21.8,51.8,21.6
7773,1018955,A045365,T001100,2018KW04,645.0,9.2,9.5,13.6,16.8,23.9,15.7
7774,1018955,A045365,T001100,2018JJ00,1790.0,7.0,10.1,13.5,17.2,28.9,16.9
7775,1018955,A045365,T001100,2019KW01,465.0,8.1,11.1,13.9,20.0,26.4,18.4
7776,1018955,A045365,T001100,2019KW02,428.0,8.7,11.4,14.4,17.9,30.4,18.6
7777,1018955,A045365,T001100,2019KW03,379.0,8.5,9.9,15.6,24.7,33.1,19.6
7778,1018955,A045365,T001100,2019KW04,824.0,6.8,9.8,12.7,20.5,33.3,19.3
7779,1018955,A045365,T001100,2019JJ00,2096.0,7.6,10.6,13.9,20.0,32.6,19.0
7780,1018955,A045365,T001100,2020KW01,405.0,5.8,6.4,10.6,16.3,24.5,14.5
7781,1018955,A045365,T001100,2020KW02,568.0,9.8,10.5,14.9,21.2,36.8,18.7
7782,1018955,A045365,T001100,2020KW03,606.0,6.8,6.8,13.5,18.6,24.8,17.6
7783,1018955,A045365,T001100,2020KW04,584.0,7.8,10.6,14.7,21.2,27.2,17.0
7784,1018955,A045365,T001100,2020JJ00,2163.0,6.5,9.3,13.4,21.2,27.7,17.2
7785,1018955,A045365,T001100,2021KW01,486.0,4.5,10.5,16.2,32.7,34.1,20.6
7786,1018955,A045365,T001100,2021KW02,581.0,5.5,10.6,15.9,19.5,32.3,17.9
7787,1018955,A045365,T001100,2021KW03,501.0,10.3,12.9,14.6,18.2,38.8,17.7
7788,1018955,A045365,T001100,2021KW04,588.0,8.0,8.0,12.0,18.7,22.4,14.8
7789,1018955,A045365,T001100,2021JJ00,2156.0,7.2,10.5,14.6,21.4,32.7,17.6
7790,1018955,A045365,T001100,2022KW01,739.0,3.4,9.6,15.8,24.3,33.5,18.8
7791,1018955,A045365,T001100,2022KW02,649.0,5.0,7.3,14.3,21.7,27.0,16.1
7792,1018955,A045365,T001100,2022KW03,543.0,7.7,13.6,16.4,28.9,36.3,21.6
7793,1018955,A045365,T001100,2022KW04,883.0,8.5,11.9,17.5,20.2,26.4,17.9
7794,1018955,A045365,T001100,2022JJ00,2814.0,5.8,10.8,15.4,21.7,30.8,18.3
7795,1018955,A045365,T001100,2023KW01,738.0,13.5,15.6,17.4,30.6,65.8,27.6
7796,1018955,A045365,T001100,2023KW02,493.0,10.2,12.7,17.8,23.0,28.9,19.5
7797,1018955,A045365,T001100,2023KW03,675.0,10.2,12.5,18.4,47.3,61.3,33.6
7798,1018955,A045365,T001100,2023KW04,889.0,8.3,13.6,19.0,25.3,38.9,22.4
7799,1018955,A045365,T001100,2023JJ00,2795.0,10.2,13.6,18.4,28.8,47.3,25.9
7800,1018955,A045365,T001100,2024KW01,626.0,9.9,12.2,19.0,21.7,44.3,22.2
7801,1018955,A045365,T001100,2024KW02,868.0,10.2,13.9,22.0,23.5,30.8,22.5
7802,1018955,A045365,T001100,2024KW03,500.0,12.5,17.2,20.6,23.7,27.1,22.3
7803,1018955,A045365,T001100,2024KW04,914.0,10.9,13.3,21.2,24.3,33.8,22.3
7804,1018955,A045365,T001100,2024JJ00,2908.0,10.2,13.5,20.8,23.9,31.8,22.3
7805,1018955,A045365,T001100,2025KW01,864.0,10.1,10.1,19.5,19.6,33.7,18.9
7806,1018955,A045365,T001100,2025KW02,575.0,12.0,14.3,18.8,38.2,38.4,25.0
7807,1018955,A045365,T001100,2025KW03,336.0,11.4,16.7,19.4,23.9,35.3,23.0
7808,1018955,A045365,T001100,2025KW04,638.0,12.7,16.5,20.8,36.0,74.9,32.1
7809,1018955,A045365,T001100,2025JJ00,2413.0,10.1,14.1,19.6,27.9,39.3,24.2
7810,1018955,A045365,ZW10290,2015KW01,,,,,,,
7811,1018955,A045365,ZW10290,2015KW02,,,,,,,
7812,1018955,A045365,ZW10290,2015KW03,,,,,,,
7813,1018955,A045365,ZW10290,2015KW04,,,,,,,
7814,1018955,A045365,ZW10290,2015JJ00,,,,,,,
7815,1018955,A045365,ZW10290,2016KW01,,,,,,,
7816,1018955,A045365,ZW10290,2016KW02,,,,,,,
7817,1018955,A045365,ZW10290,2016KW03,,,,,,,
7818,1018955,A045365,ZW10290,2016KW04,,,,,,,
7819,1018955,A045365,ZW10290,2016JJ00,,,,,,,
7820,1018955,A045365,ZW10290,2017KW01,,,,,,,
7821,1018955,A045365,ZW10290,2017KW02,,,,,,,
7822,1018955,A045365,ZW10290,2017KW03,,,,,,,
7823,1018955,A045365,ZW10290,2017KW04,,,,,,,
7824,1018955,A045365,ZW10290,2017JJ00,,,,,,,
7825,1018955,A045365,ZW10290,2018KW01,,,,,,,
7826,1018955,A045365,ZW10290,2018KW02,,,,,,,
7827,1018955,A045365,ZW10290,2018KW03,,,,,,,
