ID,EnergySourcesTechniques,EnergyApplication,Periods,FinalConsumptionInTerajoule_1,InTotalEnergeticFinalConsumption_2,AvoidedPrimaryEnergyInTJ_3,AvoidedPrimaryEnergyInTotalUse_4,AvoidedCarbonDioxideEmissionInKton_5,AvoidedCO2EmissionInOfTotEmiss_6
1135,13510,trans ,1997JJ00,,,,,,
1136,13510,trans ,1998JJ00,,,,,,
1137,13510,trans ,1999JJ00,,,,,,
1138,13510,trans ,2000JJ00,,,,,,
1139,13510,trans ,2001JJ00,,,,,,
1140,13510,trans ,2002JJ00,,,,,,
1141,13510,trans ,2003JJ00,,,,,,
1142,13510,trans ,2004JJ00,,,,,,
1143,13510,trans ,2005JJ00,,,,,,
1144,13510,trans ,2006JJ00,,,,,,
1145,13510,trans ,2007JJ00,,,,,,
1146,13510,trans ,2008JJ00,,,,,,
1147,13510,trans ,2009JJ00,,,,,,
1148,13510,trans ,2010JJ00,,,,,,
1149,13510,trans ,2011JJ00,,,,,,
1150,13510,trans ,2012JJ00,,,,,,
1151,13510,trans ,2013JJ00,,,,,,
1152,13520,totaal,1990JJ00,17.0,0.0,16.0,0.0,1.0,0.0
1153,13520,totaal,1991JJ00,17.0,0.0,17.0,0.0,1.0,0.0
1154,13520,totaal,1992JJ00,17.0,0.0,17.0,0.0,1.0,0.0
1155,13520,totaal,1993JJ00,21.0,0.0,21.0,0.0,1.0,0.0
1156,13520,totaal,1994JJ00,24.0,0.0,24.0,0.0,1.0,0.0
1157,13520,totaal,1995JJ00,26.0,0.0,28.0,0.0,2.0,0.0
1158,13520,totaal,1996JJ00,29.0,0.0,31.0,0.0,2.0,0.0
1159,13520,totaal,1997JJ00,34.0,0.0,37.0,0.0,2.0,0.0
1160,13520,totaal,1998JJ00,39.0,0.0,43.0,0.0,2.0,0.0
1161,13520,totaal,1999JJ00,42.0,0.0,47.0,0.0,3.0,0.0
1162,13520,totaal,2000JJ00,45.0,0.0,50.0,0.0,3.0,0.0
1163,13520,totaal,2001JJ00,49.0,0.0,56.0,0.0,3.0,0.0
1164,13520,totaal,2002JJ00,58.0,0.0,62.0,0.0,4.0,0.0
1165,13520,totaal,2003JJ00,64.0,0.0,69.0,0.0,4.0,0.0
1166,13520,totaal,2004JJ00,72.0,0.0,79.0,0.0,4.0,0.0
1167,13520,totaal,2005JJ00,75.0,0.0,83.0,0.0,5.0,0.0
1168,13520,totaal,2006JJ00,78.0,0.0,86.0,0.0,5.0,0.0
1169,13520,totaal,2007JJ00,81.0,0.0,89.0,0.0,5.0,0.0
1170,13520,totaal,2008JJ00,79.0,0.0,90.0,0.0,5.0,0.0
1171,13520,totaal,2009JJ00,94.0,0.0,106.0,0.0,6.0,0.0
1172,13520,totaal,2010JJ00,120.0,0.01,126.0,0.0,7.0,0.0
1173,13520,totaal,2011JJ00,127.0,0.01,130.0,0.0,7.0,0.0
1174,13520,totaal,2012JJ00,139.0,0.01,143.0,0.0,8.0,0.0
1175,13520,totaal,2013JJ00,147.0,0.01,152.0,0.0,9.0,0.01
1176,13520,elek  ,1990JJ00,,,,,,
1177,13520,elek  ,1991JJ00,,,,,,
1178,13520,elek  ,1992JJ00,,,,,,
1179,13520,elek  ,1993JJ00,,,,,,
1180,13520,elek  ,1994JJ00,,,,,,
1181,13520,elek  ,1995JJ00,,,,,,
1182,13520,elek  ,1996JJ00,,,,,,
1183,13520,elek  ,1997JJ00,,,,,,
1184,13520,elek  ,1998JJ00,,,,,,
1185,13520,elek  ,1999JJ00,,,,,,
1186,13520,elek  ,2000JJ00,,,,,,
1187,13520,elek  ,2001JJ00,,,,,,
1188,13520,elek  ,2002JJ00,,,,,,
1189,13520,elek  ,2003JJ00,,,,,,
1190,13520,elek  ,2004JJ00,,,,,,
1191,13520,elek  ,2005JJ00,,,,,,
1192,13520,elek  ,2006JJ00,,,,,,
1193,13520,elek  ,2007JJ00,,,,,,
1194,13520,elek  ,2008JJ00,,,,,,
1195,13520,elek  ,2009JJ00,,,,,,
1196,13520,elek  ,2010JJ00,,,,,,
1197,13520,elek  ,2011JJ00,,,,,,
1198,13520,elek  ,2012JJ00,,,,,,
1199,13520,elek  ,2013JJ00,,,,,,
1200,13520,warm  ,1990JJ00,17.0,0.0,16.0,0.0,1.0,0.0
1201,13520,warm  ,1991JJ00,17.0,0.0,17.0,0.0,1.0,0.0
1202,13520,warm  ,1992JJ00,17.0,0.0,17.0,0.0,1.0,0.0
1203,13520,warm  ,1993JJ00,21.0,0.0,21.0,0.0,1.0,0.0
1204,13520,warm  ,1994JJ00,24.0,0.0,24.0,0.0,1.0,0.0
1205,13520,warm  ,1995JJ00,26.0,0.0,28.0,0.0,2.0,0.0
1206,13520,warm  ,1996JJ00,29.0,0.0,31.0,0.0,2.0,0.0
1207,13520,warm  ,1997JJ00,34.0,0.0,37.0,0.0,2.0,0.0
1208,13520,warm  ,1998JJ00,39.0,0.0,43.0,0.0,2.0,0.0
1209,13520,warm  ,1999JJ00,42.0,0.0,47.0,0.0,3.0,0.0
1210,13520,warm  ,2000JJ00,45.0,0.0,50.0,0.0,3.0,0.0
1211,13520,warm  ,2001JJ00,49.0,0.0,56.0,0.0,3.0,0.0
1212,13520,warm  ,2002JJ00,58.0,0.0,62.0,0.0,4.0,0.0
1213,13520,warm  ,2003JJ00,64.0,0.0,69.0,0.0,4.0,0.0
1214,13520,warm  ,2004JJ00,72.0,0.0,79.0,0.0,4.0,0.0
1215,13520,warm  ,2005JJ00,75.0,0.0,83.0,0.0,5.0,0.0
1216,13520,warm  ,2006JJ00,78.0,0.0,86.0,0.0,5.0,0.0
1217,13520,warm  ,2007JJ00,81.0,0.0,89.0,0.0,5.0,0.0
1218,13520,warm  ,2008JJ00,79.0,0.0,90.0,0.0,5.0,0.0
1219,13520,warm  ,2009JJ00,94.0,0.0,106.0,0.0,6.0,0.0
1220,13520,warm  ,2010JJ00,120.0,0.01,126.0,0.0,7.0,0.0
1221,13520,warm  ,2011JJ00,127.0,0.01,130.0,0.0,7.0,0.0
1222,13520,warm  ,2012JJ00,139.0,0.01,143.0,0.0,8.0,0.0
1223,13520,warm  ,2013JJ00,147.0,0.01,152.0,0.0,9.0,0.01
1224,13520,trans ,1990JJ00,,,,,,
1225,13520,trans ,1991JJ00,,,,,,
1226,13520,trans ,1992JJ00,,,,,,
1227,13520,trans ,1993JJ00,,,,,,
1228,13520,trans ,1994JJ00,,,,,,
1229,13520,trans ,1995JJ00,,,,,,
1230,13520,trans ,1996JJ00,,,,,,
1231,13520,trans ,1997JJ00,,,,,,
1232,13520,trans ,1998JJ00,,,,,,
1233,13520,trans ,1999JJ00,,,,,,
1234,13520,trans ,2000JJ00,,,,,,
1235,13520,trans ,2001JJ00,,,,,,
1236,13520,trans ,2002JJ00,,,,,,
1237,13520,trans ,2003JJ00,,,,,,
1238,13520,trans ,2004JJ00,,,,,,
1239,13520,trans ,2005JJ00,,,,,,
1240,13520,trans ,2006JJ00,,,,,,
1241,13520,trans ,2007JJ00,,,,,,
1242,13520,trans ,2008JJ00,,,,,,
1243,13520,trans ,2009JJ00,,,,,,
1244,13520,trans ,2010JJ00,,,,,,
1245,13520,trans ,2011JJ00,,,,,,
1246,13520,trans ,2012JJ00,,,,,,
1247,13520,trans ,2013JJ00,,,,,,
1248,13530,totaal,1990JJ00,60.0,0.0,45.0,0.0,3.0,0.0
1249,13530,totaal,1991JJ00,64.0,0.0,48.0,0.0,3.0,0.0
1250,13530,totaal,1992JJ00,74.0,0.0,56.0,0.0,3.0,0.0
1251,13530,totaal,1993JJ00,79.0,0.0,60.0,0.0,3.0,0.0
1252,13530,totaal,1994JJ00,88.0,0.0,66.0,0.0,4.0,0.0
1253,13530,totaal,1995JJ00,97.0,0.0,73.0,0.0,4.0,0.0
1254,13530,totaal,1996JJ00,103.0,0.0,78.0,0.0,4.0,0.0
1255,13530,totaal,1997JJ00,112.0,0.01,85.0,0.0,5.0,0.0
1256,13530,totaal,1998JJ00,128.0,0.01,97.0,0.0,5.0,0.0
1257,13530,totaal,1999JJ00,143.0,0.01,108.0,0.0,6.0,0.0
1258,13530,totaal,2000JJ00,162.0,0.01,122.0,0.0,7.0,0.0
1259,13530,totaal,2001JJ00,183.0,0.01,138.0,0.0,8.0,0.0
1260,13530,totaal,2002JJ00,204.0,0.01,155.0,0.0,9.0,0.0
1261,13530,totaal,2003JJ00,222.0,0.01,168.0,0.01,9.0,0.01
1262,13530,totaal,2004JJ00,248.0,0.01,188.0,0.01,11.0,0.01
1263,13530,totaal,2005JJ00,264.0,0.01,201.0,0.01,11.0,0.01
1264,13530,totaal,2006JJ00,278.0,0.01,211.0,0.01,12.0,0.01
1265,13530,totaal,2007JJ00,287.0,0.01,219.0,0.01,12.0,0.01
1266,13530,totaal,2008JJ00,300.0,0.01,229.0,0.01,13.0,0.01
1267,13530,totaal,2009JJ00,317.0,0.01,239.0,0.01,14.0,0.01
1268,13530,totaal,2010JJ00,327.0,0.01,250.0,0.01,14.0,0.01
1269,13530,totaal,2011JJ00,338.0,0.02,259.0,0.01,15.0,0.01
1270,13530,totaal,2012JJ00,344.0,0.02,264.0,0.01,15.0,0.01
1271,13530,totaal,2013JJ00,346.0,0.02,266.0,0.01,15.0,0.01
1272,13530,elek  ,1990JJ00,,,,,,
1273,13530,elek  ,1991JJ00,,,,,,
1274,13530,elek  ,1992JJ00,,,,,,
1275,13530,elek  ,1993JJ00,,,,,,
1276,13530,elek  ,1994JJ00,,,,,,
1277,13530,elek  ,1995JJ00,,,,,,
1278,13530,elek  ,1996JJ00,,,,,,
1279,13530,elek  ,1997JJ00,,,,,,
1280,13530,elek  ,1998JJ00,,,,,,
1281,13530,elek  ,1999JJ00,,,,,,
1282,13530,elek  ,2000JJ00,,,,,,
1283,13530,elek  ,2001JJ00,,,,,,
1284,13530,elek  ,2002JJ00,,,,,,
1285,13530,elek  ,2003JJ00,,,,,,
1286,13530,elek  ,2004JJ00,,,,,,
1287,13530,elek  ,2005JJ00,,,,,,
1288,13530,elek  ,2006JJ00,,,,,,
1289,13530,elek  ,2007JJ00,,,,,,
1290,13530,elek  ,2008JJ00,,,,,,
1291,13530,elek  ,2009JJ00,,,,,,
1292,13530,elek  ,2010JJ00,,,,,,
1293,13530,elek  ,2011JJ00,,,,,,
1294,13530,elek  ,2012JJ00,,,,,,
1295,13530,elek  ,2013JJ00,,,,,,
1296,13530,warm  ,1990JJ00,60.0,0.0,45.0,0.0,3.0,0.0
1297,13530,warm  ,1991JJ00,64.0,0.0,48.0,0.0,3.0,0.0
1298,13530,warm  ,1992JJ00,74.0,0.0,56.0,0.0,3.0,0.0
1299,13530,warm  ,1993JJ00,79.0,0.0,60.0,0.0,3.0,0.0
1300,13530,warm  ,1994JJ00,88.0,0.0,66.0,0.0,4.0,0.0
1301,13530,warm  ,1995JJ00,97.0,0.0,73.0,0.0,4.0,0.0
1302,13530,warm  ,1996JJ00,103.0,0.0,78.0,0.0,4.0,0.0
1303,13530,warm  ,1997JJ00,112.0,0.01,85.0,0.0,5.0,0.0
1304,13530,warm  ,1998JJ00,128.0,0.01,97.0,0.0,5.0,0.0
1305,13530,warm  ,1999JJ00,143.0,0.01,108.0,0.0,6.0,0.0
1306,13530,warm  ,2000JJ00,162.0,0.01,122.0,0.0,7.0,0.0
1307,13530,warm  ,2001JJ00,183.0,0.01,138.0,0.0,8.0,0.0
1308,13530,warm  ,2002JJ00,204.0,0.01,155.0,0.0,9.0,0.0
1309,13530,warm  ,2003JJ00,222.0,0.01,168.0,0.01,9.0,0.01
1310,13530,warm  ,2004JJ00,248.0,0.01,188.0,0.01,11.0,0.01
1311,13530,warm  ,2005JJ00,264.0,0.01,201.0,0.01,11.0,0.01
1312,13530,warm  ,2006JJ00,278.0,0.01,211.0,0.01,12.0,0.01
1313,13530,warm  ,2007JJ00,287.0,0.01,219.0,0.01,12.0,0.01
1314,13530,warm  ,2008JJ00,300.0,0.01,229.0,0.01,13.0,0.01
1315,13530,warm  ,2009JJ00,317.0,0.01,239.0,0.01,14.0,0.01
1316,13530,warm  ,2010JJ00,327.0,0.01,250.0,0.01,14.0,0.01
1317,13530,warm  ,2011JJ00,338.0,0.02,259.0,0.01,15.0,0.01
1318,13530,warm  ,2012JJ00,344.0,0.02,264.0,0.01,15.0,0.01
1319,13530,warm  ,2013JJ00,346.0,0.02,266.0,0.01,15.0,0.01
1320,13530,trans ,1990JJ00,,,,,,
1321,13530,trans ,1991JJ00,,,,,,
1322,13530,trans ,1992JJ00,,,,,,
1323,13530,trans ,1993JJ00,,,,,,
1324,13530,trans ,1994JJ00,,,,,,
1325,13530,trans ,1995JJ00,,,,,,
1326,13530,trans ,1996JJ00,,,,,,
1327,13530,trans ,1997JJ00,,,,,,
1328,13530,trans ,1998JJ00,,,,,,
1329,13530,trans ,1999JJ00,,,,,,
1330,13530,trans ,2000JJ00,,,,,,
1331,13530,trans ,2001JJ00,,,,,,
1332,13530,trans ,2002JJ00,,,,,,
1333,13530,trans ,2003JJ00,,,,,,
1334,13530,trans ,2004JJ00,,,,,,
1335,13530,trans ,2005JJ00,,,,,,
1336,13530,trans ,2006JJ00,,,,,,
1337,13530,trans ,2007JJ00,,,,,,
1338,13530,trans ,2008JJ00,,,,,,
1339,13530,trans ,2009JJ00,,,,,,
1340,13530,trans ,2010JJ00,,,,,,
1341,13530,trans ,2011JJ00,,,,,,
1342,13530,trans ,2012JJ00,,,,,,
1343,13530,trans ,2013JJ00,,,,,,
1344,14000,totaal,1990JJ00,0.0,0.0,7.0,0.0,0.0,0.0
1345,14000,totaal,1991JJ00,0.0,0.0,8.0,0.0,1.0,0.0
1346,14000,totaal,1992JJ00,0.0,0.0,9.0,0.0,1.0,0.0
1347,14000,totaal,1993JJ00,0.0,0.0,13.0,0.0,1.0,0.0
1348,14000,totaal,1994JJ00,31.0,0.0,52.0,0.0,3.0,0.0
1349,14000,totaal,1995JJ00,33.0,0.0,68.0,0.0,4.0,0.0
1350,14000,totaal,1996JJ00,39.0,0.0,91.0,0.0,5.0,0.0
1351,14000,totaal,1997JJ00,59.0,0.0,134.0,0.0,8.0,0.0
1352,14000,totaal,1998JJ00,92.0,0.0,194.0,0.01,11.0,0.01
1353,14000,totaal,1999JJ00,118.0,0.01,249.0,0.01,15.0,0.01
1354,14000,totaal,2000JJ00,157.0,0.01,309.0,0.01,18.0,0.01
1355,14000,totaal,2001JJ00,188.0,0.01,378.0,0.01,22.0,0.01
1356,14000,totaal,2002JJ00,244.0,0.01,485.0,0.02,28.0,0.02
1357,14000,totaal,2003JJ00,309.0,0.01,579.0,0.02,33.0,0.02
1358,14000,totaal,2004JJ00,447.0,0.02,694.0,0.02,39.0,0.02
1359,14000,totaal,2005JJ00,622.0,0.03,853.0,0.03,46.0,0.03
1360,14000,totaal,2006JJ00,835.0,0.04,1088.0,0.03,58.0,0.03
1361,14000,totaal,2007JJ00,1123.0,0.05,1280.0,0.04,65.0,0.04
1362,14000,totaal,2008JJ00,1555.0,0.07,1645.0,0.05,82.0,0.05
1363,14000,totaal,2009JJ00,1946.0,0.09,1998.0,0.06,100.0,0.06
1364,14000,totaal,2010JJ00,2460.0,0.11,2553.0,0.07,130.0,0.07
1365,14000,totaal,2011JJ00,2832.0,0.13,2891.0,0.09,146.0,0.09
1366,14000,totaal,2012JJ00,3346.0,0.15,3265.0,0.1,157.0,0.1
1367,14000,totaal,2013JJ00,4150.0,0.19,4071.0,0.13,192.0,0.12
1368,14000,elek  ,1990JJ00,,,,,,
1369,14000,elek  ,1991JJ00,,,,,,
1370,14000,elek  ,1992JJ00,,,,,,
1371,14000,elek  ,1993JJ00,,,,,,
1372,14000,elek  ,1994JJ00,,,,,,
1373,14000,elek  ,1995JJ00,,,,,,
1374,14000,elek  ,1996JJ00,,,,,,
1375,14000,elek  ,1997JJ00,,,,,,
1376,14000,elek  ,1998JJ00,,,,,,
1377,14000,elek  ,1999JJ00,,,,,,
1378,14000,elek  ,2000JJ00,,,,,,
1379,14000,elek  ,2001JJ00,,,,,,
1380,14000,elek  ,2002JJ00,,,,,,
1381,14000,elek  ,2003JJ00,,,,,,
1382,14000,elek  ,2004JJ00,,,,,,
1383,14000,elek  ,2005JJ00,,,,,,
1384,14000,elek  ,2006JJ00,,,,,,
1385,14000,elek  ,2007JJ00,,,,,,
1386,14000,elek  ,2008JJ00,,,,,,
1387,14000,elek  ,2009JJ00,,,,,,
1388,14000,elek  ,2010JJ00,,,,,,
1389,14000,elek  ,2011JJ00,,,,,,
1390,14000,elek  ,2012JJ00,,,,,,
1391,14000,elek  ,2013JJ00,,,,,,
1392,14000,warm  ,1990JJ00,0.0,0.0,7.0,0.0,0.0,0.0
1393,14000,warm  ,1991JJ00,0.0,0.0,8.0,0.0,1.0,0.0
1394,14000,warm  ,1992JJ00,0.0,0.0,9.0,0.0,1.0,0.0
1395,14000,warm  ,1993JJ00,0.0,0.0,13.0,0.0,1.0,0.0
1396,14000,warm  ,1994JJ00,31.0,0.0,52.0,0.0,3.0,0.0
1397,14000,warm  ,1995JJ00,33.0,0.0,68.0,0.0,4.0,0.0
1398,14000,warm  ,1996JJ00,39.0,0.0,91.0,0.0,5.0,0.0
1399,14000,warm  ,1997JJ00,59.0,0.0,134.0,0.0,8.0,0.0
1400,14000,warm  ,1998JJ00,92.0,0.0,194.0,0.01,11.0,0.01
1401,14000,warm  ,1999JJ00,118.0,0.01,249.0,0.01,15.0,0.01
1402,14000,warm  ,2000JJ00,157.0,0.01,309.0,0.01,18.0,0.01
1403,14000,warm  ,2001JJ00,188.0,0.01,378.0,0.01,22.0,0.01
1404,14000,warm  ,2002JJ00,244.0,0.01,485.0,0.02,28.0,0.02
1405,14000,warm  ,2003JJ00,309.0,0.01,579.0,0.02,33.0,0.02
1406,14000,warm  ,2004JJ00,447.0,0.02,694.0,0.02,39.0,0.02
1407,14000,warm  ,2005JJ00,622.0,0.03,853.0,0.03,46.0,0.03
1408,14000,warm  ,2006JJ00,835.0,0.04,1088.0,0.03,58.0,0.03
1409,14000,warm  ,2007JJ00,1123.0,0.05,1280.0,0.04,65.0,0.04
1410,14000,warm  ,2008JJ00,1555.0,0.07,1645.0,0.05,82.0,0.05
1411,14000,warm  ,2009JJ00,1946.0,0.09,1998.0,0.06,100.0,0.06
1412,14000,warm  ,2010JJ00,2460.0,0.11,2553.0,0.07,130.0,0.07
1413,14000,warm  ,2011JJ00,2832.0,0.13,2891.0,0.09,146.0,0.09
1414,14000,warm  ,2012JJ00,3346.0,0.15,3265.0,0.1,157.0,0.1
1415,14000,warm  ,2013JJ00,4150.0,0.19,4071.0,0.13,192.0,0.12
1416,14000,trans ,1990JJ00,,,,,,
1417,14000,trans ,1991JJ00,,,,,,
1418,14000,trans ,1992JJ00,,,,,,
1419,14000,trans ,1993JJ00,,,,,,
1420,14000,trans ,1994JJ00,,,,,,
1421,14000,trans ,1995JJ00,,,,,,
1422,14000,trans ,1996JJ00,,,,,,
1423,14000,trans ,1997JJ00,,,,,,
1424,14000,trans ,1998JJ00,,,,,,
1425,14000,trans ,1999JJ00,,,,,,
1426,14000,trans ,2000JJ00,,,,,,
1427,14000,trans ,2001JJ00,,,,,,
1428,14000,trans ,2002JJ00,,,,,,
1429,14000,trans ,2003JJ00,,,,,,
1430,14000,trans ,2004JJ00,,,,,,
1431,14000,trans ,2005JJ00,,,,,,
1432,14000,trans ,2006JJ00,,,,,,
1433,14000,trans ,2007JJ00,,,,,,
1434,14000,trans ,2008JJ00,,,,,,
1435,14000,trans ,2009JJ00,,,,,,
1436,14000,trans ,2010JJ00,,,,,,
1437,14000,trans ,2011JJ00,,,,,,
1438,14000,trans ,2012JJ00,,,,,,
1439,14000,trans ,2013JJ00,,,,,,
1440,14100,totaal,1990JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1441,14100,totaal,1991JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1442,14100,totaal,1992JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1443,14100,totaal,1993JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1444,14100,totaal,1994JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1445,14100,totaal,1995JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1446,14100,totaal,1996JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1447,14100,totaal,1997JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1448,14100,totaal,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1449,14100,totaal,1999JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1450,14100,totaal,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1451,14100,totaal,2001JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1452,14100,totaal,2002JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1453,14100,totaal,2003JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1454,14100,totaal,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1455,14100,totaal,2005JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1456,14100,totaal,2006JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1457,14100,totaal,2007JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1458,14100,totaal,2008JJ00,96.0,0.0,95.0,0.0,5.0,0.0
1459,14100,totaal,2009JJ00,142.0,0.01,141.0,0.0,8.0,0.0
1460,14100,totaal,2010JJ00,318.0,0.01,315.0,0.01,17.0,0.01
1461,14100,totaal,2011JJ00,316.0,0.01,315.0,0.01,17.0,0.01
1462,14100,totaal,2012JJ00,495.0,0.02,491.0,0.02,27.0,0.02
1463,14100,totaal,2013JJ00,993.0,0.05,985.0,0.03,54.0,0.03
1464,14100,elek  ,1990JJ00,,,,,,
1465,14100,elek  ,1991JJ00,,,,,,
1466,14100,elek  ,1992JJ00,,,,,,
1467,14100,elek  ,1993JJ00,,,,,,
1468,14100,elek  ,1994JJ00,,,,,,
1469,14100,elek  ,1995JJ00,,,,,,
1470,14100,elek  ,1996JJ00,,,,,,
1471,14100,elek  ,1997JJ00,,,,,,
1472,14100,elek  ,1998JJ00,,,,,,
1473,14100,elek  ,1999JJ00,,,,,,
1474,14100,elek  ,2000JJ00,,,,,,
1475,14100,elek  ,2001JJ00,,,,,,
1476,14100,elek  ,2002JJ00,,,,,,
1477,14100,elek  ,2003JJ00,,,,,,
1478,14100,elek  ,2004JJ00,,,,,,
1479,14100,elek  ,2005JJ00,,,,,,
1480,14100,elek  ,2006JJ00,,,,,,
1481,14100,elek  ,2007JJ00,,,,,,
1482,14100,elek  ,2008JJ00,,,,,,
1483,14100,elek  ,2009JJ00,,,,,,
1484,14100,elek  ,2010JJ00,,,,,,
1485,14100,elek  ,2011JJ00,,,,,,
1486,14100,elek  ,2012JJ00,,,,,,
1487,14100,elek  ,2013JJ00,,,,,,
1488,14100,warm  ,1990JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1489,14100,warm  ,1991JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1490,14100,warm  ,1992JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1491,14100,warm  ,1993JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1492,14100,warm  ,1994JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1493,14100,warm  ,1995JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1494,14100,warm  ,1996JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1495,14100,warm  ,1997JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1496,14100,warm  ,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1497,14100,warm  ,1999JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1498,14100,warm  ,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1499,14100,warm  ,2001JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1500,14100,warm  ,2002JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1501,14100,warm  ,2003JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1502,14100,warm  ,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1503,14100,warm  ,2005JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1504,14100,warm  ,2006JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1505,14100,warm  ,2007JJ00,0.0,0.0,0.0,0.0,0.0,0.0
1506,14100,warm  ,2008JJ00,96.0,0.0,95.0,0.0,5.0,0.0
1507,14100,warm  ,2009JJ00,142.0,0.01,141.0,0.0,8.0,0.0
1508,14100,warm  ,2010JJ00,318.0,0.01,315.0,0.01,17.0,0.01
1509,14100,warm  ,2011JJ00,316.0,0.01,315.0,0.01,17.0,0.01
1510,14100,warm  ,2012JJ00,495.0,0.02,491.0,0.02,27.0,0.02
1511,14100,warm  ,2013JJ00,993.0,0.05,985.0,0.03,54.0,0.03
1512,14100,trans ,1990JJ00,,,,,,
1513,14100,trans ,1991JJ00,,,,,,
1514,14100,trans ,1992JJ00,,,,,,
1515,14100,trans ,1993JJ00,,,,,,
1516,14100,trans ,1994JJ00,,,,,,
1517,14100,trans ,1995JJ00,,,,,,
1518,14100,trans ,1996JJ00,,,,,,
1519,14100,trans ,1997JJ00,,,,,,
1520,14100,trans ,1998JJ00,,,,,,
1521,14100,trans ,1999JJ00,,,,,,
1522,14100,trans ,2000JJ00,,,,,,
1523,14100,trans ,2001JJ00,,,,,,
1524,14100,trans ,2002JJ00,,,,,,
1525,14100,trans ,2003JJ00,,,,,,
1526,14100,trans ,2004JJ00,,,,,,
1527,14100,trans ,2005JJ00,,,,,,
1528,14100,trans ,2006JJ00,,,,,,
1529,14100,trans ,2007JJ00,,,,,,
1530,14100,trans ,2008JJ00,,,,,,
1531,14100,trans ,2009JJ00,,,,,,
1532,14100,trans ,2010JJ00,,,,,,
1533,14100,trans ,2011JJ00,,,,,,
1534,14100,trans ,2012JJ00,,,,,,
1535,14100,trans ,2013JJ00,,,,,,
1536,14200,totaal,1990JJ00,0.0,0.0,7.0,0.0,0.0,0.0
1537,14200,totaal,1991JJ00,0.0,0.0,8.0,0.0,1.0,0.0
1538,14200,totaal,1992JJ00,0.0,0.0,9.0,0.0,1.0,0.0
1539,14200,totaal,1993JJ00,0.0,0.0,13.0,0.0,1.0,0.0
1540,14200,totaal,1994JJ00,31.0,0.0,52.0,0.0,3.0,0.0
1541,14200,totaal,1995JJ00,33.0,0.0,68.0,0.0,4.0,0.0
1542,14200,totaal,1996JJ00,39.0,0.0,91.0,0.0,5.0,0.0
1543,14200,totaal,1997JJ00,59.0,0.0,134.0,0.0,8.0,0.0
1544,14200,totaal,1998JJ00,92.0,0.0,194.0,0.01,11.0,0.01
1545,14200,totaal,1999JJ00,118.0,0.01,249.0,0.01,15.0,0.01
1546,14200,totaal,2000JJ00,157.0,0.01,309.0,0.01,18.0,0.01
1547,14200,totaal,2001JJ00,188.0,0.01,378.0,0.01,22.0,0.01
1548,14200,totaal,2002JJ00,244.0,0.01,485.0,0.02,28.0,0.02
1549,14200,totaal,2003JJ00,309.0,0.01,579.0,0.02,33.0,0.02
1550,14200,totaal,2004JJ00,447.0,0.02,694.0,0.02,39.0,0.02
1551,14200,totaal,2005JJ00,622.0,0.03,853.0,0.03,46.0,0.03
1552,14200,totaal,2006JJ00,835.0,0.04,1088.0,0.03,58.0,0.03
1553,14200,totaal,2007JJ00,1123.0,0.05,1280.0,0.04,65.0,0.04
1554,14200,totaal,2008JJ00,1459.0,0.06,1550.0,0.05,77.0,0.04
1555,14200,totaal,2009JJ00,1804.0,0.08,1857.0,0.06,92.0,0.05
1556,14200,totaal,2010JJ00,2142.0,0.09,2238.0,0.06,113.0,0.06
1557,14200,totaal,2011JJ00,2516.0,0.12,2576.0,0.08,129.0,0.08
