ID,InstitutioneleSectoren,TransactiesEnSaldi,Perioden,OverheidsproductieEnConsumptie_1
1608,A044940,A044439,2013JJ00,8718.0
1609,A044940,A044439,2014JJ00,8845.0
1610,A044940,A044439,2015JJ00,8825.0
1611,A044940,A044439,2016JJ00,8964.0
1612,A044940,A044439,2017JJ00,9132.0
1613,A044940,A044439,2018JJ00,9401.0
1614,A044940,A044439,2019JJ00,10197.0
1615,A044940,A044439,2020JJ00,11055.0
1616,A044940,A044439,2021JJ00,11421.0
1617,A044940,A044439,2022JJ00,12432.0
1618,A044940,A044439,2023JJ00,13638.0
1619,A044940,A044439,2024JJ00,16373.0
1620,A044940,A044440,1995JJ00,1973.0
1621,A044940,A044440,1996JJ00,1929.0
1622,A044940,A044440,1997JJ00,2007.0
1623,A044940,A044440,1998JJ00,2322.0
1624,A044940,A044440,1999JJ00,2380.0
1625,A044940,A044440,2000JJ00,2476.0
1626,A044940,A044440,2001JJ00,2624.0
1627,A044940,A044440,2002JJ00,2789.0
1628,A044940,A044440,2003JJ00,2862.0
1629,A044940,A044440,2004JJ00,3107.0
1630,A044940,A044440,2005JJ00,3162.0
1631,A044940,A044440,2006JJ00,3173.0
1632,A044940,A044440,2007JJ00,3373.0
1633,A044940,A044440,2008JJ00,3674.0
1634,A044940,A044440,2009JJ00,3834.0
1635,A044940,A044440,2010JJ00,3454.0
1636,A044940,A044440,2011JJ00,3521.0
1637,A044940,A044440,2012JJ00,3607.0
1638,A044940,A044440,2013JJ00,3530.0
1639,A044940,A044440,2014JJ00,3548.0
1640,A044940,A044440,2015JJ00,3606.0
1641,A044940,A044440,2016JJ00,3620.0
1642,A044940,A044440,2017JJ00,3776.0
1643,A044940,A044440,2018JJ00,4159.0
1644,A044940,A044440,2019JJ00,4479.0
1645,A044940,A044440,2020JJ00,4333.0
1646,A044940,A044440,2021JJ00,4618.0
1647,A044940,A044440,2022JJ00,5101.0
1648,A044940,A044440,2023JJ00,5484.0
1649,A044940,A044440,2024JJ00,6321.0
1650,A044940,A044447,1995JJ00,40.0
1651,A044940,A044447,1996JJ00,41.0
1652,A044940,A044447,1997JJ00,38.0
1653,A044940,A044447,1998JJ00,36.0
1654,A044940,A044447,1999JJ00,65.0
1655,A044940,A044447,2000JJ00,69.0
1656,A044940,A044447,2001JJ00,75.0
1657,A044940,A044447,2002JJ00,79.0
1658,A044940,A044447,2003JJ00,85.0
1659,A044940,A044447,2004JJ00,88.0
1660,A044940,A044447,2005JJ00,88.0
1661,A044940,A044447,2006JJ00,85.0
1662,A044940,A044447,2007JJ00,82.0
1663,A044940,A044447,2008JJ00,90.0
1664,A044940,A044447,2009JJ00,96.0
1665,A044940,A044447,2010JJ00,96.0
1666,A044940,A044447,2011JJ00,106.0
1667,A044940,A044447,2012JJ00,89.0
1668,A044940,A044447,2013JJ00,125.0
1669,A044940,A044447,2014JJ00,129.0
1670,A044940,A044447,2015JJ00,188.0
1671,A044940,A044447,2016JJ00,194.0
1672,A044940,A044447,2017JJ00,186.0
1673,A044940,A044447,2018JJ00,172.0
1674,A044940,A044447,2019JJ00,163.0
1675,A044940,A044447,2020JJ00,184.0
1676,A044940,A044447,2021JJ00,206.0
1677,A044940,A044447,2022JJ00,301.0
1678,A044940,A044447,2023JJ00,410.0
1679,A044940,A044447,2024JJ00,290.0
1680,A044940,A044451,1995JJ00,0.0
1681,A044940,A044451,1996JJ00,0.0
1682,A044940,A044451,1997JJ00,0.0
1683,A044940,A044451,1998JJ00,0.0
1684,A044940,A044451,1999JJ00,0.0
1685,A044940,A044451,2000JJ00,-2.0
1686,A044940,A044451,2001JJ00,-1.0
1687,A044940,A044451,2002JJ00,-7.0
1688,A044940,A044451,2003JJ00,-10.0
1689,A044940,A044451,2004JJ00,-61.0
1690,A044940,A044451,2005JJ00,-39.0
1691,A044940,A044451,2006JJ00,-42.0
1692,A044940,A044451,2007JJ00,-37.0
1693,A044940,A044451,2008JJ00,-37.0
1694,A044940,A044451,2009JJ00,-56.0
1695,A044940,A044451,2010JJ00,-49.0
1696,A044940,A044451,2011JJ00,-50.0
1697,A044940,A044451,2012JJ00,-38.0
1698,A044940,A044451,2013JJ00,-4.0
1699,A044940,A044451,2014JJ00,0.0
1700,A044940,A044451,2015JJ00,-1.0
1701,A044940,A044451,2016JJ00,-1.0
1702,A044940,A044451,2017JJ00,-2.0
1703,A044940,A044451,2018JJ00,-2.0
1704,A044940,A044451,2019JJ00,-2.0
1705,A044940,A044451,2020JJ00,-2.0
1706,A044940,A044451,2021JJ00,-2.0
1707,A044940,A044451,2022JJ00,-33.0
1708,A044940,A044451,2023JJ00,-78.0
1709,A044940,A044451,2024JJ00,-99.0
1710,A044940,A048158,1995JJ00,1521.0
1711,A044940,A048158,1996JJ00,1685.0
1712,A044940,A048158,1997JJ00,1760.0
1713,A044940,A048158,1998JJ00,1577.0
1714,A044940,A048158,1999JJ00,1310.0
1715,A044940,A048158,2000JJ00,2053.0
1716,A044940,A048158,2001JJ00,2656.0
1717,A044940,A048158,2002JJ00,2172.0
1718,A044940,A048158,2003JJ00,2298.0
1719,A044940,A048158,2004JJ00,2513.0
1720,A044940,A048158,2005JJ00,4232.0
1721,A044940,A048158,2006JJ00,5568.0
1722,A044940,A048158,2007JJ00,5300.0
1723,A044940,A048158,2008JJ00,7799.0
1724,A044940,A048158,2009JJ00,5428.0
1725,A044940,A048158,2010JJ00,5607.0
1726,A044940,A048158,2011JJ00,6153.0
1727,A044940,A048158,2012JJ00,7547.0
1728,A044940,A048158,2013JJ00,7593.0
1729,A044940,A048158,2014JJ00,5460.0
1730,A044940,A048158,2015JJ00,3620.0
1731,A044940,A048158,2016JJ00,1955.0
1732,A044940,A048158,2017JJ00,1775.0
1733,A044940,A048158,2018JJ00,1453.0
1734,A044940,A048158,2019JJ00,1093.0
1735,A044940,A048158,2020JJ00,73.0
1736,A044940,A048158,2021JJ00,1843.0
1737,A044940,A048158,2022JJ00,6855.0
1738,A044940,A048158,2023JJ00,-260.0
1739,A044940,A048158,2024JJ00,1494.0
1740,A044940,A046348,1995JJ00,16365.0
1741,A044940,A046348,1996JJ00,16238.0
1742,A044940,A046348,1997JJ00,16972.0
1743,A044940,A046348,1998JJ00,17929.0
1744,A044940,A046348,1999JJ00,18600.0
1745,A044940,A046348,2000JJ00,19421.0
1746,A044940,A046348,2001JJ00,21192.0
1747,A044940,A046348,2002JJ00,22628.0
1748,A044940,A046348,2003JJ00,22706.0
1749,A044940,A046348,2004JJ00,22215.0
1750,A044940,A046348,2005JJ00,23429.0
1751,A044940,A046348,2006JJ00,24796.0
1752,A044940,A046348,2007JJ00,27410.0
1753,A044940,A046348,2008JJ00,29112.0
1754,A044940,A046348,2009JJ00,30797.0
1755,A044940,A046348,2010JJ00,30326.0
1756,A044940,A046348,2011JJ00,29491.0
1757,A044940,A046348,2012JJ00,29168.0
1758,A044940,A046348,2013JJ00,28427.0
1759,A044940,A046348,2014JJ00,29294.0
1760,A044940,A046348,2015JJ00,28649.0
1761,A044940,A046348,2016JJ00,30384.0
1762,A044940,A046348,2017JJ00,30786.0
1763,A044940,A046348,2018JJ00,32277.0
1764,A044940,A046348,2019JJ00,34688.0
1765,A044940,A046348,2020JJ00,37461.0
1766,A044940,A046348,2021JJ00,41522.0
1767,A044940,A046348,2022JJ00,43397.0
1768,A044940,A046348,2023JJ00,47478.0
1769,A044940,A046348,2024JJ00,53359.0
1770,A044940,A046349,1995JJ00,2505.0
1771,A044940,A046349,1996JJ00,2518.0
1772,A044940,A046349,1997JJ00,2618.0
1773,A044940,A046349,1998JJ00,2919.0
1774,A044940,A046349,1999JJ00,3066.0
1775,A044940,A046349,2000JJ00,3375.0
1776,A044940,A046349,2001JJ00,3567.0
1777,A044940,A046349,2002JJ00,3934.0
1778,A044940,A046349,2003JJ00,3724.0
1779,A044940,A046349,2004JJ00,3749.0
1780,A044940,A046349,2005JJ00,4234.0
1781,A044940,A046349,2006JJ00,4726.0
1782,A044940,A046349,2007JJ00,6227.0
1783,A044940,A046349,2008JJ00,7055.0
1784,A044940,A046349,2009JJ00,7681.0
1785,A044940,A046349,2010JJ00,7930.0
1786,A044940,A046349,2011JJ00,7916.0
1787,A044940,A046349,2012JJ00,7386.0
1788,A044940,A046349,2013JJ00,6936.0
1789,A044940,A046349,2014JJ00,7452.0
1790,A044940,A046349,2015JJ00,7292.0
1791,A044940,A046349,2016JJ00,7873.0
1792,A044940,A046349,2017JJ00,8178.0
1793,A044940,A046349,2018JJ00,8676.0
1794,A044940,A046349,2019JJ00,9473.0
1795,A044940,A046349,2020JJ00,10380.0
1796,A044940,A046349,2021JJ00,13332.0
1797,A044940,A046349,2022JJ00,13110.0
1798,A044940,A046349,2023JJ00,12889.0
1799,A044940,A046349,2024JJ00,14183.0
1800,A044940,A048155,1995JJ00,541.0
1801,A044940,A048155,1996JJ00,517.0
1802,A044940,A048155,1997JJ00,522.0
1803,A044940,A048155,1998JJ00,582.0
1804,A044940,A048155,1999JJ00,589.0
1805,A044940,A048155,2000JJ00,830.0
1806,A044940,A048155,2001JJ00,896.0
1807,A044940,A048155,2002JJ00,968.0
1808,A044940,A048155,2003JJ00,813.0
1809,A044940,A048155,2004JJ00,812.0
1810,A044940,A048155,2005JJ00,774.0
1811,A044940,A048155,2006JJ00,642.0
1812,A044940,A048155,2007JJ00,888.0
1813,A044940,A048155,2008JJ00,974.0
1814,A044940,A048155,2009JJ00,1171.0
1815,A044940,A048155,2010JJ00,1381.0
1816,A044940,A048155,2011JJ00,1284.0
1817,A044940,A048155,2012JJ00,1195.0
1818,A044940,A048155,2013JJ00,1103.0
1819,A044940,A048155,2014JJ00,1199.0
1820,A044940,A048155,2015JJ00,1270.0
1821,A044940,A048155,2016JJ00,1242.0
1822,A044940,A048155,2017JJ00,1130.0
1823,A044940,A048155,2018JJ00,1160.0
1824,A044940,A048155,2019JJ00,1358.0
1825,A044940,A048155,2020JJ00,2098.0
1826,A044940,A048155,2021JJ00,2892.0
1827,A044940,A048155,2022JJ00,2668.0
1828,A044940,A048155,2023JJ00,2375.0
1829,A044940,A048155,2024JJ00,2626.0
1830,A044940,A044478,1995JJ00,1964.0
1831,A044940,A044478,1996JJ00,2001.0
1832,A044940,A044478,1997JJ00,2096.0
1833,A044940,A044478,1998JJ00,2337.0
1834,A044940,A044478,1999JJ00,2477.0
1835,A044940,A044478,2000JJ00,2545.0
1836,A044940,A044478,2001JJ00,2671.0
1837,A044940,A044478,2002JJ00,2966.0
1838,A044940,A044478,2003JJ00,2911.0
1839,A044940,A044478,2004JJ00,2937.0
1840,A044940,A044478,2005JJ00,3460.0
1841,A044940,A044478,2006JJ00,4084.0
1842,A044940,A044478,2007JJ00,5339.0
1843,A044940,A044478,2008JJ00,6081.0
1844,A044940,A044478,2009JJ00,6510.0
1845,A044940,A044478,2010JJ00,6549.0
1846,A044940,A044478,2011JJ00,6632.0
1847,A044940,A044478,2012JJ00,6191.0
1848,A044940,A044478,2013JJ00,5833.0
1849,A044940,A044478,2014JJ00,6253.0
1850,A044940,A044478,2015JJ00,6022.0
1851,A044940,A044478,2016JJ00,6631.0
1852,A044940,A044478,2017JJ00,7048.0
1853,A044940,A044478,2018JJ00,7516.0
1854,A044940,A044478,2019JJ00,8115.0
1855,A044940,A044478,2020JJ00,8282.0
1856,A044940,A044478,2021JJ00,10440.0
1857,A044940,A044478,2022JJ00,10442.0
1858,A044940,A044478,2023JJ00,10514.0
1859,A044940,A044478,2024JJ00,11557.0
1860,A044940,A046350,1995JJ00,13860.0
1861,A044940,A046350,1996JJ00,13720.0
1862,A044940,A046350,1997JJ00,14354.0
1863,A044940,A046350,1998JJ00,15010.0
1864,A044940,A046350,1999JJ00,15534.0
1865,A044940,A046350,2000JJ00,16046.0
1866,A044940,A046350,2001JJ00,17625.0
1867,A044940,A046350,2002JJ00,18694.0
1868,A044940,A046350,2003JJ00,18982.0
1869,A044940,A046350,2004JJ00,18466.0
1870,A044940,A046350,2005JJ00,19195.0
1871,A044940,A046350,2006JJ00,20070.0
1872,A044940,A046350,2007JJ00,21183.0
1873,A044940,A046350,2008JJ00,22057.0
1874,A044940,A046350,2009JJ00,23116.0
1875,A044940,A046350,2010JJ00,22396.0
1876,A044940,A046350,2011JJ00,21575.0
1877,A044940,A046350,2012JJ00,21782.0
1878,A044940,A046350,2013JJ00,21491.0
1879,A044940,A046350,2014JJ00,21842.0
1880,A044940,A046350,2015JJ00,21357.0
1881,A044940,A046350,2016JJ00,22511.0
1882,A044940,A046350,2017JJ00,22608.0
1883,A044940,A046350,2018JJ00,23601.0
1884,A044940,A046350,2019JJ00,25215.0
1885,A044940,A046350,2020JJ00,27081.0
1886,A044940,A046350,2021JJ00,28190.0
1887,A044940,A046350,2022JJ00,30287.0
1888,A044940,A046350,2023JJ00,34589.0
1889,A044940,A046350,2024JJ00,39176.0
1890,A044941,A048151,1995JJ00,8327.0
1891,A044941,A048151,1996JJ00,8850.0
1892,A044941,A048151,1997JJ00,9075.0
1893,A044941,A048151,1998JJ00,9759.0
1894,A044941,A048151,1999JJ00,10182.0
1895,A044941,A048151,2000JJ00,10826.0
1896,A044941,A048151,2001JJ00,11400.0
1897,A044941,A048151,2002JJ00,11844.0
1898,A044941,A048151,2003JJ00,12246.0
1899,A044941,A048151,2004JJ00,12491.0
1900,A044941,A048151,2005JJ00,12867.0
1901,A044941,A048151,2006JJ00,13005.0
1902,A044941,A048151,2007JJ00,13425.0
1903,A044941,A048151,2008JJ00,14284.0
1904,A044941,A048151,2009JJ00,14805.0
1905,A044941,A048151,2010JJ00,15139.0
1906,A044941,A048151,2011JJ00,15234.0
1907,A044941,A048151,2012JJ00,15402.0
1908,A044941,A048151,2013JJ00,20941.0
1909,A044941,A048151,2014JJ00,21181.0
1910,A044941,A048151,2015JJ00,21644.0
1911,A044941,A048151,2016JJ00,22597.0
1912,A044941,A048151,2017JJ00,23085.0
1913,A044941,A048151,2018JJ00,24110.0
1914,A044941,A048151,2019JJ00,25026.0
1915,A044941,A048151,2020JJ00,25890.0
1916,A044941,A048151,2021JJ00,28195.0
1917,A044941,A048151,2022JJ00,31052.0
1918,A044941,A048151,2023JJ00,33575.0
1919,A044941,A048151,2024JJ00,36815.0
1920,A044941,A044434,1995JJ00,689.0
1921,A044941,A044434,1996JJ00,786.0
1922,A044941,A044434,1997JJ00,855.0
1923,A044941,A044434,1998JJ00,971.0
1924,A044941,A044434,1999JJ00,1058.0
1925,A044941,A044434,2000JJ00,1103.0
1926,A044941,A044434,2001JJ00,1093.0
1927,A044941,A044434,2002JJ00,1152.0
1928,A044941,A044434,2003JJ00,1144.0
1929,A044941,A044434,2004JJ00,1178.0
1930,A044941,A044434,2005JJ00,1174.0
1931,A044941,A044434,2006JJ00,1139.0
1932,A044941,A044434,2007JJ00,1301.0
1933,A044941,A044434,2008JJ00,1463.0
1934,A044941,A044434,2009JJ00,1513.0
1935,A044941,A044434,2010JJ00,1599.0
1936,A044941,A044434,2011JJ00,1677.0
1937,A044941,A044434,2012JJ00,1633.0
1938,A044941,A044434,2013JJ00,1695.0
1939,A044941,A044434,2014JJ00,1798.0
1940,A044941,A044434,2015JJ00,1590.0
1941,A044941,A044434,2016JJ00,1771.0
1942,A044941,A044434,2017JJ00,1881.0
1943,A044941,A044434,2018JJ00,1858.0
1944,A044941,A044434,2019JJ00,1861.0
1945,A044941,A044434,2020JJ00,1723.0
1946,A044941,A044434,2021JJ00,1870.0
1947,A044941,A044434,2022JJ00,1956.0
1948,A044941,A044434,2023JJ00,1739.0
1949,A044941,A044434,2024JJ00,1892.0
1950,A044941,A044435,1995JJ00,1730.0
1951,A044941,A044435,1996JJ00,1738.0
1952,A044941,A044435,1997JJ00,1832.0
1953,A044941,A044435,1998JJ00,1917.0
1954,A044941,A044435,1999JJ00,2064.0
1955,A044941,A044435,2000JJ00,2149.0
1956,A044941,A044435,2001JJ00,2395.0
1957,A044941,A044435,2002JJ00,2473.0
1958,A044941,A044435,2003JJ00,2542.0
1959,A044941,A044435,2004JJ00,2655.0
1960,A044941,A044435,2005JJ00,2733.0
1961,A044941,A044435,2006JJ00,2717.0
1962,A044941,A044435,2007JJ00,2723.0
1963,A044941,A044435,2008JJ00,2837.0
1964,A044941,A044435,2009JJ00,2997.0
1965,A044941,A044435,2010JJ00,3060.0
1966,A044941,A044435,2011JJ00,3294.0
1967,A044941,A044435,2012JJ00,3236.0
1968,A044941,A044435,2013JJ00,3432.0
1969,A044941,A044435,2014JJ00,3526.0
1970,A044941,A044435,2015JJ00,3650.0
1971,A044941,A044435,2016JJ00,3638.0
1972,A044941,A044435,2017JJ00,3762.0
1973,A044941,A044435,2018JJ00,4009.0
1974,A044941,A044435,2019JJ00,4095.0
1975,A044941,A044435,2020JJ00,4319.0
1976,A044941,A044435,2021JJ00,4584.0
1977,A044941,A044435,2022JJ00,4772.0
1978,A044941,A044435,2023JJ00,5216.0
1979,A044941,A044435,2024JJ00,5344.0
1980,A044941,A048152,1995JJ00,5908.0
1981,A044941,A048152,1996JJ00,6326.0
1982,A044941,A048152,1997JJ00,6388.0
1983,A044941,A048152,1998JJ00,6871.0
1984,A044941,A048152,1999JJ00,7060.0
1985,A044941,A048152,2000JJ00,7574.0
1986,A044941,A048152,2001JJ00,7912.0
1987,A044941,A048152,2002JJ00,8219.0
1988,A044941,A048152,2003JJ00,8560.0
1989,A044941,A048152,2004JJ00,8658.0
1990,A044941,A048152,2005JJ00,8960.0
1991,A044941,A048152,2006JJ00,9149.0
1992,A044941,A048152,2007JJ00,9401.0
1993,A044941,A048152,2008JJ00,9984.0
1994,A044941,A048152,2009JJ00,10295.0
1995,A044941,A048152,2010JJ00,10480.0
1996,A044941,A048152,2011JJ00,10263.0
1997,A044941,A048152,2012JJ00,10533.0
1998,A044941,A048152,2013JJ00,15814.0
1999,A044941,A048152,2014JJ00,15857.0
2000,A044941,A048152,2015JJ00,16404.0
2001,A044941,A048152,2016JJ00,17188.0
2002,A044941,A048152,2017JJ00,17442.0
2003,A044941,A048152,2018JJ00,18243.0
2004,A044941,A048152,2019JJ00,19070.0
2005,A044941,A048152,2020JJ00,19848.0
2006,A044941,A048152,2021JJ00,21741.0
2007,A044941,A048152,2022JJ00,24324.0
2008,A044941,A048152,2023JJ00,26620.0
2009,A044941,A048152,2024JJ00,29579.0
2010,A044941,A044436,1995JJ00,795.0
2011,A044941,A044436,1996JJ00,959.0
2012,A044941,A044436,1997JJ00,968.0
2013,A044941,A044436,1998JJ00,1006.0
2014,A044941,A044436,1999JJ00,1041.0
2015,A044941,A044436,2000JJ00,1084.0
2016,A044941,A044436,2001JJ00,1143.0
2017,A044941,A044436,2002JJ00,1204.0
2018,A044941,A044436,2003JJ00,1267.0
2019,A044941,A044436,2004JJ00,1355.0
2020,A044941,A044436,2005JJ00,1458.0
2021,A044941,A044436,2006JJ00,1509.0
2022,A044941,A044436,2007JJ00,1566.0
2023,A044941,A044436,2008JJ00,1604.0
2024,A044941,A044436,2009JJ00,1648.0
2025,A044941,A044436,2010JJ00,1691.0
2026,A044941,A044436,2011JJ00,1739.0
2027,A044941,A044436,2012JJ00,1808.0
2028,A044941,A044436,2013JJ00,1863.0
2029,A044941,A044436,2014JJ00,1773.0
2030,A044941,A044436,2015JJ00,1962.0
2031,A044941,A044436,2016JJ00,2128.0
2032,A044941,A044436,2017JJ00,2182.0
2033,A044941,A044436,2018JJ00,2289.0
2034,A044941,A044436,2019JJ00,2456.0
2035,A044941,A044436,2020JJ00,2372.0
2036,A044941,A044436,2021JJ00,2359.0
2037,A044941,A044436,2022JJ00,2481.0
2038,A044941,A044436,2023JJ00,3038.0
2039,A044941,A044436,2024JJ00,3236.0
2040,A044941,A048153,1995JJ00,5113.0
2041,A044941,A048153,1996JJ00,5367.0
2042,A044941,A048153,1997JJ00,5420.0
2043,A044941,A048153,1998JJ00,5865.0
2044,A044941,A048153,1999JJ00,6019.0
2045,A044941,A048153,2000JJ00,6490.0
2046,A044941,A048153,2001JJ00,6769.0
2047,A044941,A048153,2002JJ00,7015.0
2048,A044941,A048153,2003JJ00,7293.0
2049,A044941,A048153,2004JJ00,7303.0
2050,A044941,A048153,2005JJ00,7502.0
2051,A044941,A048153,2006JJ00,7640.0
2052,A044941,A048153,2007JJ00,7835.0
2053,A044941,A048153,2008JJ00,8380.0
2054,A044941,A048153,2009JJ00,8647.0
2055,A044941,A048153,2010JJ00,8789.0
2056,A044941,A048153,2011JJ00,8524.0
2057,A044941,A048153,2012JJ00,8725.0
2058,A044941,A048153,2013JJ00,13951.0
2059,A044941,A048153,2014JJ00,14084.0
2060,A044941,A048153,2015JJ00,14442.0
2061,A044941,A048153,2016JJ00,15060.0
2062,A044941,A048153,2017JJ00,15260.0
2063,A044941,A048153,2018JJ00,15954.0
2064,A044941,A048153,2019JJ00,16614.0
2065,A044941,A048153,2020JJ00,17476.0
2066,A044941,A048153,2021JJ00,19382.0
2067,A044941,A048153,2022JJ00,21843.0
2068,A044941,A048153,2023JJ00,23582.0
2069,A044941,A048153,2024JJ00,26343.0
2070,A044941,A044437,1995JJ00,3301.0
2071,A044941,A044437,1996JJ00,3525.0
2072,A044941,A044437,1997JJ00,3544.0
2073,A044941,A044437,1998JJ00,3845.0
2074,A044941,A044437,1999JJ00,3869.0
2075,A044941,A044437,2000JJ00,4113.0
2076,A044941,A044437,2001JJ00,4126.0
2077,A044941,A044437,2002JJ00,4068.0
2078,A044941,A044437,2003JJ00,4057.0
2079,A044941,A044437,2004JJ00,3912.0
2080,A044941,A044437,2005JJ00,4001.0
2081,A044941,A044437,2006JJ00,3642.0
2082,A044941,A044437,2007JJ00,3712.0
2083,A044941,A044437,2008JJ00,4098.0
2084,A044941,A044437,2009JJ00,4257.0
2085,A044941,A044437,2010JJ00,4350.0
2086,A044941,A044437,2011JJ00,4037.0
2087,A044941,A044437,2012JJ00,4012.0
2088,A044941,A044437,2013JJ00,5771.0
2089,A044941,A044437,2014JJ00,5961.0
2090,A044941,A044437,2015JJ00,6143.0
2091,A044941,A044437,2016JJ00,6597.0
2092,A044941,A044437,2017JJ00,6676.0
2093,A044941,A044437,2018JJ00,6846.0
2094,A044941,A044437,2019JJ00,7204.0
2095,A044941,A044437,2020JJ00,7297.0
2096,A044941,A044437,2021JJ00,8854.0
2097,A044941,A044437,2022JJ00,10373.0
2098,A044941,A044437,2023JJ00,11133.0
2099,A044941,A044437,2024JJ00,12703.0
2100,A044941,A048156,1995JJ00,5026.0
2101,A044941,A048156,1996JJ00,5325.0
2102,A044941,A048156,1997JJ00,5531.0
2103,A044941,A048156,1998JJ00,5914.0
2104,A044941,A048156,1999JJ00,6313.0
2105,A044941,A048156,2000JJ00,6713.0
2106,A044941,A048156,2001JJ00,7274.0
2107,A044941,A048156,2002JJ00,7776.0
2108,A044941,A048156,2003JJ00,8189.0
2109,A044941,A048156,2004JJ00,8579.0
2110,A044941,A048156,2005JJ00,8866.0
2111,A044941,A048156,2006JJ00,9363.0
2112,A044941,A048156,2007JJ00,9713.0
2113,A044941,A048156,2008JJ00,10186.0
2114,A044941,A048156,2009JJ00,10548.0
2115,A044941,A048156,2010JJ00,10789.0
2116,A044941,A048156,2011JJ00,11197.0
2117,A044941,A048156,2012JJ00,11390.0
2118,A044941,A048156,2013JJ00,15170.0
2119,A044941,A048156,2014JJ00,15220.0
2120,A044941,A048156,2015JJ00,15501.0
2121,A044941,A048156,2016JJ00,16000.0
2122,A044941,A048156,2017JJ00,16409.0
2123,A044941,A048156,2018JJ00,17264.0
2124,A044941,A048156,2019JJ00,17822.0
2125,A044941,A048156,2020JJ00,18593.0
2126,A044941,A048156,2021JJ00,19341.0
2127,A044941,A048156,2022JJ00,20679.0
2128,A044941,A048156,2023JJ00,22442.0
2129,A044941,A048156,2024JJ00,24112.0
2130,A044941,A044491,1995JJ00,2198.0
2131,A044941,A044491,1996JJ00,2322.0
2132,A044941,A044491,1997JJ00,2426.0
2133,A044941,A044491,1998JJ00,2544.0
2134,A044941,A044491,1999JJ00,2700.0
2135,A044941,A044491,2000JJ00,2908.0
2136,A044941,A044491,2001JJ00,3144.0
2137,A044941,A044491,2002JJ00,3388.0
2138,A044941,A044491,2003JJ00,3589.0
2139,A044941,A044491,2004JJ00,3727.0
2140,A044941,A044491,2005JJ00,3888.0
2141,A044941,A044491,2006JJ00,4084.0
2142,A044941,A044491,2007JJ00,4248.0
2143,A044941,A044491,2008JJ00,4414.0
2144,A044941,A044491,2009JJ00,4529.0
2145,A044941,A044491,2010JJ00,4686.0
2146,A044941,A044491,2011JJ00,4786.0
2147,A044941,A044491,2012JJ00,4896.0
2148,A044941,A044491,2013JJ00,5326.0
2149,A044941,A044491,2014JJ00,5515.0
2150,A044941,A044491,2015JJ00,5614.0
2151,A044941,A044491,2016JJ00,5686.0
2152,A044941,A044491,2017JJ00,5824.0
2153,A044941,A044491,2018JJ00,5992.0
2154,A044941,A044491,2019JJ00,6202.0
2155,A044941,A044491,2020JJ00,6443.0
2156,A044941,A044491,2021JJ00,6833.0
2157,A044941,A044491,2022JJ00,7405.0
2158,A044941,A044491,2023JJ00,7961.0
2159,A044941,A044491,2024JJ00,8503.0
2160,A044941,A048157,1995JJ00,2828.0
2161,A044941,A048157,1996JJ00,3003.0
2162,A044941,A048157,1997JJ00,3105.0
2163,A044941,A048157,1998JJ00,3370.0
2164,A044941,A048157,1999JJ00,3613.0
2165,A044941,A048157,2000JJ00,3805.0
2166,A044941,A048157,2001JJ00,4130.0
2167,A044941,A048157,2002JJ00,4388.0
2168,A044941,A048157,2003JJ00,4600.0
2169,A044941,A048157,2004JJ00,4852.0
2170,A044941,A048157,2005JJ00,4978.0
2171,A044941,A048157,2006JJ00,5279.0
2172,A044941,A048157,2007JJ00,5465.0
2173,A044941,A048157,2008JJ00,5772.0
2174,A044941,A048157,2009JJ00,6019.0
2175,A044941,A048157,2010JJ00,6103.0
2176,A044941,A048157,2011JJ00,6411.0
2177,A044941,A048157,2012JJ00,6494.0
2178,A044941,A048157,2013JJ00,9844.0
2179,A044941,A048157,2014JJ00,9705.0
2180,A044941,A048157,2015JJ00,9887.0
2181,A044941,A048157,2016JJ00,10314.0
2182,A044941,A048157,2017JJ00,10585.0
2183,A044941,A048157,2018JJ00,11272.0
2184,A044941,A048157,2019JJ00,11620.0
2185,A044941,A048157,2020JJ00,12150.0
2186,A044941,A048157,2021JJ00,12508.0
2187,A044941,A048157,2022JJ00,13274.0
2188,A044941,A048157,2023JJ00,14481.0
2189,A044941,A048157,2024JJ00,15609.0
2190,A044941,A044438,1995JJ00,2813.0
2191,A044941,A044438,1996JJ00,2992.0
2192,A044941,A044438,1997JJ00,3091.0
2193,A044941,A044438,1998JJ00,3351.0
2194,A044941,A044438,1999JJ00,3594.0
2195,A044941,A044438,2000JJ00,3786.0
2196,A044941,A044438,2001JJ00,4108.0
2197,A044941,A044438,2002JJ00,4365.0
2198,A044941,A044438,2003JJ00,4579.0
2199,A044941,A044438,2004JJ00,4837.0
2200,A044941,A044438,2005JJ00,4960.0
2201,A044941,A044438,2006JJ00,5259.0
2202,A044941,A044438,2007JJ00,5439.0
2203,A044941,A044438,2008JJ00,5746.0
2204,A044941,A044438,2009JJ00,5999.0
2205,A044941,A044438,2010JJ00,6082.0
2206,A044941,A044438,2011JJ00,6368.0
2207,A044941,A044438,2012JJ00,6454.0
2208,A044941,A044438,2013JJ00,9760.0
2209,A044941,A044438,2014JJ00,9658.0
2210,A044941,A044438,2015JJ00,9794.0
2211,A044941,A044438,2016JJ00,10213.0
2212,A044941,A044438,2017JJ00,10528.0
2213,A044941,A044438,2018JJ00,11212.0
2214,A044941,A044438,2019JJ00,11560.0
2215,A044941,A044438,2020JJ00,12147.0
2216,A044941,A044438,2021JJ00,12486.0
