ID,Marges,Kenmerken,MateVanEenzaamheid,Perioden,Eenzaamheid_1,SocialeEenzaamheid_2,EmotioneleEenzaamheid_3
872,MOG0095,53800  ,A052501,2022JJ00,60.0,55.1,60.7
873,MOG0095,53800  ,A052501,2023JJ00,59.5,53.1,60.7
874,MOG0095,53800  ,A052501,2024JJ00,58.1,52.1,61.1
875,MOG0095,53800  ,A052502,2019JJ00,23.5,27.8,20.2
876,MOG0095,53800  ,A052502,2021JJ00,28.4,23.4,29.3
877,MOG0095,53800  ,A052502,2022JJ00,25.1,25.1,25.8
878,MOG0095,53800  ,A052502,2023JJ00,23.4,26.4,22.6
879,MOG0095,53800  ,A052502,2024JJ00,25.3,25.6,24.7
880,MOG0095,53800  ,A052503,2019JJ00,7.0,11.7,5.9
881,MOG0095,53800  ,A052503,2021JJ00,10.0,16.1,9.4
882,MOG0095,53800  ,A052503,2022JJ00,7.6,12.2,6.4
883,MOG0095,53800  ,A052503,2023JJ00,9.8,12.8,9.4
884,MOG0095,53800  ,A052503,2024JJ00,9.0,14.4,6.8
885,MOG0095,53900  ,A052501,2019JJ00,63.3,56.3,65.4
886,MOG0095,53900  ,A052501,2021JJ00,58.1,56.1,57.3
887,MOG0095,53900  ,A052501,2022JJ00,58.0,52.8,61.0
888,MOG0095,53900  ,A052501,2023JJ00,62.4,55.2,64.4
889,MOG0095,53900  ,A052501,2024JJ00,56.6,48.4,62.4
890,MOG0095,53900  ,A052502,2019JJ00,23.6,25.3,22.1
891,MOG0095,53900  ,A052502,2021JJ00,25.9,24.7,27.4
892,MOG0095,53900  ,A052502,2022JJ00,25.3,26.0,23.8
893,MOG0095,53900  ,A052502,2023JJ00,22.3,25.4,21.7
894,MOG0095,53900  ,A052502,2024JJ00,27.6,28.2,23.7
895,MOG0095,53900  ,A052503,2019JJ00,6.5,11.4,5.9
896,MOG0095,53900  ,A052503,2021JJ00,8.6,11.6,7.8
897,MOG0095,53900  ,A052503,2022JJ00,9.9,14.3,8.6
898,MOG0095,53900  ,A052503,2023JJ00,8.6,12.3,7.3
899,MOG0095,53900  ,A052503,2024JJ00,8.4,15.5,6.7
900,MOG0095,53925  ,A052501,2019JJ00,64.7,59.3,64.9
901,MOG0095,53925  ,A052501,2021JJ00,55.7,54.9,55.3
902,MOG0095,53925  ,A052501,2022JJ00,63.3,55.5,64.8
903,MOG0095,53925  ,A052501,2023JJ00,59.7,53.6,61.8
904,MOG0095,53925  ,A052501,2024JJ00,56.2,50.5,63.1
905,MOG0095,53925  ,A052502,2019JJ00,22.3,23.2,22.7
906,MOG0095,53925  ,A052502,2021JJ00,30.1,26.8,29.8
907,MOG0095,53925  ,A052502,2022JJ00,24.4,27.2,22.9
908,MOG0095,53925  ,A052502,2023JJ00,26.1,28.2,23.2
909,MOG0095,53925  ,A052502,2024JJ00,29.2,27.7,22.4
910,MOG0095,53925  ,A052503,2019JJ00,6.3,10.3,5.6
911,MOG0095,53925  ,A052503,2021JJ00,6.7,10.6,7.3
912,MOG0095,53925  ,A052503,2022JJ00,5.9,10.3,5.9
913,MOG0095,53925  ,A052503,2023JJ00,7.4,11.0,8.1
914,MOG0095,53925  ,A052503,2024JJ00,7.3,14.0,7.3
915,MOG0095,21600  ,A052501,2019JJ00,54.4,56.5,48.2
916,MOG0095,21600  ,A052501,2021JJ00,49.6,54.2,44.1
917,MOG0095,21600  ,A052501,2022JJ00,53.1,55.3,50.0
918,MOG0095,21600  ,A052501,2023JJ00,54.6,57.0,49.0
919,MOG0095,21600  ,A052501,2024JJ00,55.5,55.5,54.5
920,MOG0095,21600  ,A052502,2019JJ00,29.4,26.6,33.4
921,MOG0095,21600  ,A052502,2021JJ00,33.4,26.6,38.4
922,MOG0095,21600  ,A052502,2022JJ00,31.3,27.2,32.5
923,MOG0095,21600  ,A052502,2023JJ00,30.8,26.0,35.3
924,MOG0095,21600  ,A052502,2024JJ00,32.2,27.6,31.2
925,MOG0095,21600  ,A052503,2019JJ00,6.9,7.6,8.7
926,MOG0095,21600  ,A052503,2021JJ00,7.0,9.2,7.2
927,MOG0095,21600  ,A052503,2022JJ00,7.6,9.4,9.1
928,MOG0095,21600  ,A052503,2023JJ00,6.7,9.2,7.5
929,MOG0095,21600  ,A052503,2024JJ00,4.3,8.6,5.9
930,MOG0095,A051760,A052501,2019JJ00,66.6,61.2,66.7
931,MOG0095,A051760,A052501,2021JJ00,59.2,59.8,53.8
932,MOG0095,A051760,A052501,2022JJ00,61.3,58.2,59.4
933,MOG0095,A051760,A052501,2023JJ00,62.5,58.5,61.8
934,MOG0095,A051760,A052501,2024JJ00,62.8,58.5,63.2
935,MOG0095,A051760,A052502,2019JJ00,23.6,26.0,23.6
936,MOG0095,A051760,A052502,2021JJ00,28.6,25.1,34.1
937,MOG0095,A051760,A052502,2022JJ00,26.7,27.5,28.1
938,MOG0095,A051760,A052502,2023JJ00,25.9,27.5,26.0
939,MOG0095,A051760,A052502,2024JJ00,26.7,27.1,26.0
940,MOG0095,A051760,A052503,2019JJ00,6.9,9.7,6.7
941,MOG0095,A051760,A052503,2021JJ00,8.8,11.6,8.5
942,MOG0095,A051760,A052503,2022JJ00,8.9,11.1,9.3
943,MOG0095,A051760,A052503,2023JJ00,8.4,10.7,8.9
944,MOG0095,A051760,A052503,2024JJ00,7.2,11.0,7.5
945,MOG0095,A051761,A052501,2019JJ00,56.7,48.9,57.0
946,MOG0095,A051761,A052501,2021JJ00,45.2,50.6,45.3
947,MOG0095,A051761,A052501,2022JJ00,55.8,50.1,52.7
948,MOG0095,A051761,A052501,2023JJ00,53.3,51.0,51.6
949,MOG0095,A051761,A052501,2024JJ00,54.5,52.2,51.3
950,MOG0095,A051761,A052502,2019JJ00,21.1,24.2,24.1
951,MOG0095,A051761,A052502,2021JJ00,32.3,23.4,35.5
952,MOG0095,A051761,A052502,2022JJ00,23.6,27.6,26.3
953,MOG0095,A051761,A052502,2023JJ00,25.5,24.2,27.7
954,MOG0095,A051761,A052502,2024JJ00,24.6,20.7,26.4
955,MOG0095,A051761,A052503,2019JJ00,6.2,9.9,3.3
956,MOG0095,A051761,A052503,2021JJ00,5.5,8.9,2.9
957,MOG0095,A051761,A052503,2022JJ00,6.8,7.9,6.7
958,MOG0095,A051761,A052503,2023JJ00,6.7,9.8,6.1
959,MOG0095,A051761,A052503,2024JJ00,5.5,10.9,6.2
960,MOG0095,A051762,A052501,2019JJ00,57.3,50.0,57.8
961,MOG0095,A051762,A052501,2021JJ00,48.5,49.3,45.7
962,MOG0095,A051762,A052501,2022JJ00,54.0,48.8,53.0
963,MOG0095,A051762,A052501,2023JJ00,54.0,47.9,51.3
964,MOG0095,A051762,A052501,2024JJ00,55.4,50.9,55.9
965,MOG0095,A051762,A052502,2019JJ00,23.2,26.5,24.2
966,MOG0095,A051762,A052502,2021JJ00,28.6,27.1,29.6
967,MOG0095,A051762,A052502,2022JJ00,26.0,27.4,28.5
968,MOG0095,A051762,A052502,2023JJ00,26.3,26.9,28.1
969,MOG0095,A051762,A052502,2024JJ00,25.6,26.8,23.4
970,MOG0095,A051762,A052503,2019JJ00,6.4,9.6,5.1
971,MOG0095,A051762,A052503,2021JJ00,8.8,9.4,10.3
972,MOG0095,A051762,A052503,2022JJ00,9.3,12.6,7.8
973,MOG0095,A051762,A052503,2023JJ00,8.3,13.1,8.7
974,MOG0095,A051762,A052503,2024JJ00,8.1,10.9,9.6
975,MOG0095,A051763,A052501,2019JJ00,53.7,45.1,54.5
976,MOG0095,A051763,A052501,2021JJ00,38.3,40.5,33.3
977,MOG0095,A051763,A052501,2022JJ00,44.1,42.9,41.8
978,MOG0095,A051763,A052501,2023JJ00,39.2,38.7,36.1
979,MOG0095,A051763,A052501,2024JJ00,43.2,41.7,41.8
980,MOG0095,A051763,A052502,2019JJ00,22.3,25.4,24.1
981,MOG0095,A051763,A052502,2021JJ00,30.7,22.8,36.1
982,MOG0095,A051763,A052502,2022JJ00,28.3,21.2,35.5
983,MOG0095,A051763,A052502,2023JJ00,30.5,23.9,34.5
984,MOG0095,A051763,A052502,2024JJ00,29.4,24.2,32.0
985,MOG0095,A051763,A052503,2019JJ00,8.0,12.3,5.4
986,MOG0095,A051763,A052503,2021JJ00,12.5,18.1,12.1
987,MOG0095,A051763,A052503,2022JJ00,11.8,19.8,7.2
988,MOG0095,A051763,A052503,2023JJ00,14.9,22.1,13.7
989,MOG0095,A051763,A052503,2024JJ00,13.2,19.6,11.6
990,MOG0095,A051764,A052501,2019JJ00,46.4,43.0,42.7
991,MOG0095,A051764,A052501,2021JJ00,37.7,40.3,33.3
992,MOG0095,A051764,A052501,2022JJ00,40.3,40.9,40.1
993,MOG0095,A051764,A052501,2023JJ00,41.1,41.0,38.3
994,MOG0095,A051764,A052501,2024JJ00,40.1,37.5,40.2
995,MOG0095,A051764,A052502,2019JJ00,27.0,26.6,33.5
996,MOG0095,A051764,A052502,2021JJ00,32.9,26.0,38.0
997,MOG0095,A051764,A052502,2022JJ00,34.8,27.7,38.0
998,MOG0095,A051764,A052502,2023JJ00,31.2,28.2,34.8
999,MOG0095,A051764,A052502,2024JJ00,34.0,30.9,35.9
1000,MOG0095,A051764,A052503,2019JJ00,13.3,16.8,10.3
1001,MOG0095,A051764,A052503,2021JJ00,15.9,20.0,15.1
1002,MOG0095,A051764,A052503,2022JJ00,14.1,20.3,11.0
1003,MOG0095,A051764,A052503,2023JJ00,16.8,19.8,15.7
1004,MOG0095,A051764,A052503,2024JJ00,15.4,20.8,13.2
1005,MOG0095,A051736,A052501,2019JJ00,50.1,45.1,47.8
1006,MOG0095,A051736,A052501,2021JJ00,39.4,41.9,34.7
1007,MOG0095,A051736,A052501,2022JJ00,42.7,42.8,42.0
1008,MOG0095,A051736,A052501,2023JJ00,41.8,41.5,38.9
1009,MOG0095,A051736,A052501,2024JJ00,42.5,40.3,42.1
1010,MOG0095,A051736,A052502,2019JJ00,26.8,27.5,31.9
1011,MOG0095,A051736,A052502,2021JJ00,33.6,26.3,38.9
1012,MOG0095,A051736,A052502,2022JJ00,34.0,26.8,38.5
1013,MOG0095,A051736,A052502,2023JJ00,32.1,27.9,35.9
1014,MOG0095,A051736,A052502,2024JJ00,33.4,29.5,35.7
1015,MOG0095,A051736,A052503,2019JJ00,12.5,16.4,9.5
1016,MOG0095,A051736,A052503,2021JJ00,15.9,20.6,15.2
1017,MOG0095,A051736,A052503,2022JJ00,14.2,21.2,10.5
1018,MOG0095,A051736,A052503,2023JJ00,17.1,21.5,16.0
1019,MOG0095,A051736,A052503,2024JJ00,15.4,21.3,13.5
1020,MOG0095,A051735,A052501,2019JJ00,66.0,60.4,66.2
1021,MOG0095,A051735,A052501,2021JJ00,58.3,59.2,53.4
1022,MOG0095,A051735,A052501,2022JJ00,60.9,57.6,59.1
1023,MOG0095,A051735,A052501,2023JJ00,61.9,57.8,61.0
1024,MOG0095,A051735,A052501,2024JJ00,62.4,58.2,62.8
1025,MOG0095,A051735,A052502,2019JJ00,24.0,26.5,24.1
1026,MOG0095,A051735,A052502,2021JJ00,29.3,25.8,34.4
1027,MOG0095,A051735,A052502,2022JJ00,26.9,28.0,28.5
1028,MOG0095,A051735,A052502,2023JJ00,26.4,27.8,26.8
1029,MOG0095,A051735,A052502,2024JJ00,27.0,27.3,26.3
1030,MOG0095,A051735,A052503,2019JJ00,7.1,10.0,6.7
1031,MOG0095,A051735,A052503,2021JJ00,9.0,11.7,8.8
1032,MOG0095,A051735,A052503,2022JJ00,9.1,11.4,9.4
1033,MOG0095,A051735,A052503,2023JJ00,8.6,11.2,9.1
1034,MOG0095,A051735,A052503,2024JJ00,7.5,11.3,7.9
1035,MOG0095,1012600,A052501,2019JJ00,66.6,61.2,66.7
1036,MOG0095,1012600,A052501,2021JJ00,59.2,59.8,53.8
1037,MOG0095,1012600,A052501,2022JJ00,61.3,58.2,59.4
1038,MOG0095,1012600,A052501,2023JJ00,62.5,58.5,61.8
1039,MOG0095,1012600,A052501,2024JJ00,62.8,58.5,63.2
1040,MOG0095,1012600,A052502,2019JJ00,23.6,26.0,23.6
1041,MOG0095,1012600,A052502,2021JJ00,28.6,25.1,34.1
1042,MOG0095,1012600,A052502,2022JJ00,26.7,27.5,28.1
1043,MOG0095,1012600,A052502,2023JJ00,25.9,27.5,26.0
1044,MOG0095,1012600,A052502,2024JJ00,26.7,27.1,26.0
1045,MOG0095,1012600,A052503,2019JJ00,6.9,9.7,6.7
1046,MOG0095,1012600,A052503,2021JJ00,8.8,11.6,8.5
1047,MOG0095,1012600,A052503,2022JJ00,8.9,11.1,9.3
1048,MOG0095,1012600,A052503,2023JJ00,8.4,10.7,8.9
1049,MOG0095,1012600,A052503,2024JJ00,7.2,11.0,7.5
1050,MOG0095,H007933,A052501,2019JJ00,57.2,49.0,57.8
1051,MOG0095,H007933,A052501,2021JJ00,43.7,47.4,41.1
1052,MOG0095,H007933,A052501,2022JJ00,51.7,48.3,49.2
1053,MOG0095,H007933,A052501,2023JJ00,47.3,45.9,45.0
1054,MOG0095,H007933,A052501,2024JJ00,48.3,46.5,46.4
1055,MOG0095,H007933,A052502,2019JJ00,23.3,26.5,25.8
1056,MOG0095,H007933,A052502,2021JJ00,33.4,24.7,37.8
1057,MOG0095,H007933,A052502,2022JJ00,27.4,25.9,32.4
1058,MOG0095,H007933,A052502,2023JJ00,29.7,25.5,32.9
1059,MOG0095,H007933,A052502,2024JJ00,29.2,24.3,31.6
1060,MOG0095,H007933,A052503,2019JJ00,8.0,12.3,5.1
1061,MOG0095,H007933,A052503,2021JJ00,10.1,14.8,8.4
1062,MOG0095,H007933,A052503,2022JJ00,10.2,14.8,7.7
1063,MOG0095,H007933,A052503,2023JJ00,12.1,17.6,11.0
1064,MOG0095,H007933,A052503,2024JJ00,11.4,17.8,10.7
1065,MOG0095,H008859,A052501,2019JJ00,52.9,47.7,51.2
1066,MOG0095,H008859,A052501,2021JJ00,44.0,45.8,40.3
1067,MOG0095,H008859,A052501,2022JJ00,48.0,45.9,47.6
1068,MOG0095,H008859,A052501,2023JJ00,48.0,45.3,45.3
1069,MOG0095,H008859,A052501,2024JJ00,47.2,43.9,47.6
1070,MOG0095,H008859,A052502,2019JJ00,26.6,27.9,30.5
1071,MOG0095,H008859,A052502,2021JJ00,32.4,27.9,35.7
1072,MOG0095,H008859,A052502,2022JJ00,31.7,28.6,34.5
1073,MOG0095,H008859,A052502,2023JJ00,30.1,28.7,33.0
1074,MOG0095,H008859,A052502,2024JJ00,31.7,30.3,31.9
1075,MOG0095,H008859,A052503,2019JJ00,10.9,14.5,8.6
1076,MOG0095,H008859,A052503,2021JJ00,13.7,16.3,13.9
1077,MOG0095,H008859,A052503,2022JJ00,12.5,17.4,10.1
1078,MOG0095,H008859,A052503,2023JJ00,13.8,17.8,13.4
1079,MOG0095,H008859,A052503,2024JJ00,13.2,17.7,12.5
1080,MOG0095,2018710,A052501,2019JJ00,53.5,49.3,51.0
1081,MOG0095,2018710,A052501,2021JJ00,46.6,46.9,44.7
1082,MOG0095,2018710,A052501,2022JJ00,51.3,48.5,49.4
1083,MOG0095,2018710,A052501,2023JJ00,47.5,49.1,44.8
1084,MOG0095,2018710,A052501,2024JJ00,46.9,45.2,44.3
1085,MOG0095,2018710,A052502,2019JJ00,25.8,27.2,28.7
1086,MOG0095,2018710,A052502,2021JJ00,32.0,29.1,31.6
1087,MOG0095,2018710,A052502,2022JJ00,28.5,28.0,27.0
1088,MOG0095,2018710,A052502,2023JJ00,32.3,28.5,31.4
1089,MOG0095,2018710,A052502,2024JJ00,32.9,29.5,35.0
1090,MOG0095,2018710,A052503,2019JJ00,9.4,11.9,8.8
1091,MOG0095,2018710,A052503,2021JJ00,8.3,10.6,10.1
1092,MOG0095,2018710,A052503,2022JJ00,10.1,13.2,13.0
1093,MOG0095,2018710,A052503,2023JJ00,9.4,11.4,12.5
1094,MOG0095,2018710,A052503,2024JJ00,8.5,13.4,8.7
1095,MOG0095,2018720,A052501,2019JJ00,60.8,56.3,59.4
1096,MOG0095,2018720,A052501,2021JJ00,51.3,52.1,48.2
1097,MOG0095,2018720,A052501,2022JJ00,53.5,52.1,51.2
1098,MOG0095,2018720,A052501,2023JJ00,53.7,49.9,53.4
1099,MOG0095,2018720,A052501,2024JJ00,54.6,52.6,54.4
1100,MOG0095,2018720,A052502,2019JJ00,25.1,26.9,26.0
1101,MOG0095,2018720,A052502,2021JJ00,30.3,26.7,32.9
1102,MOG0095,2018720,A052502,2022JJ00,30.3,28.0,32.1
1103,MOG0095,2018720,A052502,2023JJ00,29.9,31.1,29.2
1104,MOG0095,2018720,A052502,2024JJ00,29.4,26.4,28.1
1105,MOG0095,2018720,A052503,2019JJ00,7.6,10.1,8.0
1106,MOG0095,2018720,A052503,2021JJ00,10.7,13.5,11.1
1107,MOG0095,2018720,A052503,2022JJ00,10.0,13.5,10.4
1108,MOG0095,2018720,A052503,2023JJ00,10.0,12.4,10.8
1109,MOG0095,2018720,A052503,2024JJ00,9.2,13.9,10.6
1110,MOG0095,2018750,A052501,2019JJ00,63.2,56.8,63.8
1111,MOG0095,2018750,A052501,2021JJ00,56.2,57.3,50.3
1112,MOG0095,2018750,A052501,2022JJ00,59.2,55.1,58.5
1113,MOG0095,2018750,A052501,2023JJ00,58.5,54.3,57.1
1114,MOG0095,2018750,A052501,2024JJ00,60.1,54.7,61.0
1115,MOG0095,2018750,A052502,2019JJ00,23.8,26.7,23.9
1116,MOG0095,2018750,A052502,2021JJ00,28.2,24.2,34.7
1117,MOG0095,2018750,A052502,2022JJ00,26.0,27.8,26.9
1118,MOG0095,2018750,A052502,2023JJ00,26.5,27.6,27.5
1119,MOG0095,2018750,A052502,2024JJ00,26.3,28.6,25.5
1120,MOG0095,2018750,A052503,2019JJ00,8.3,11.6,7.5
1121,MOG0095,2018750,A052503,2021JJ00,10.2,13.2,9.5
1122,MOG0095,2018750,A052503,2022JJ00,9.9,12.1,9.7
1123,MOG0095,2018750,A052503,2023JJ00,10.0,12.9,10.3
1124,MOG0095,2018750,A052503,2024JJ00,8.7,11.5,8.6
1125,MOG0095,2018800,A052501,2019JJ00,68.3,62.6,67.8
1126,MOG0095,2018800,A052501,2021JJ00,57.3,59.3,51.1
1127,MOG0095,2018800,A052501,2022JJ00,59.3,57.6,56.7
1128,MOG0095,2018800,A052501,2023JJ00,62.2,59.0,62.3
1129,MOG0095,2018800,A052501,2024JJ00,60.2,56.1,60.6
1130,MOG0095,2018800,A052502,2019JJ00,20.4,22.7,21.9
1131,MOG0095,2018800,A052502,2021JJ00,28.8,23.8,35.5
1132,MOG0095,2018800,A052502,2022JJ00,26.5,26.6,29.8
1133,MOG0095,2018800,A052502,2023JJ00,23.3,23.3,23.6
1134,MOG0095,2018800,A052502,2024JJ00,25.7,25.1,26.0
1135,MOG0095,2018800,A052503,2019JJ00,5.5,8.5,4.4
1136,MOG0095,2018800,A052503,2021JJ00,7.4,10.4,6.8
1137,MOG0095,2018800,A052503,2022JJ00,7.9,9.4,7.2
1138,MOG0095,2018800,A052503,2023JJ00,8.1,11.1,7.7
1139,MOG0095,2018800,A052503,2024JJ00,7.9,12.4,7.2
1140,MOG0095,2018810,A052501,2019JJ00,65.0,59.6,66.9
1141,MOG0095,2018810,A052501,2021JJ00,56.6,57.2,51.5
1142,MOG0095,2018810,A052501,2022JJ00,62.1,58.3,59.6
1143,MOG0095,2018810,A052501,2023JJ00,64.2,58.5,62.0
1144,MOG0095,2018810,A052501,2024JJ00,60.9,57.2,62.0
1145,MOG0095,2018810,A052502,2019JJ00,21.9,24.4,21.9
1146,MOG0095,2018810,A052502,2021JJ00,27.1,23.7,33.0
1147,MOG0095,2018810,A052502,2022JJ00,23.1,23.4,28.4
1148,MOG0095,2018810,A052502,2023JJ00,21.5,24.1,25.1
1149,MOG0095,2018810,A052502,2024JJ00,25.3,24.2,25.8
1150,MOG0095,2018810,A052503,2019JJ00,5.0,7.6,3.3
1151,MOG0095,2018810,A052503,2021JJ00,7.5,10.3,6.7
1152,MOG0095,2018810,A052503,2022JJ00,7.7,11.0,5.0
1153,MOG0095,2018810,A052503,2023JJ00,7.5,10.2,5.9
1154,MOG0095,2018810,A052503,2024JJ00,6.7,11.0,5.2
1155,MOG0095,1015100,A052501,2019JJ00,49.4,50.3,46.1
1156,MOG0095,1015100,A052501,2021JJ00,40.6,49.8,35.9
1157,MOG0095,1015100,A052501,2022JJ00,44.2,48.7,40.7
1158,MOG0095,1015100,A052501,2023JJ00,45.4,49.3,42.5
1159,MOG0095,1015100,A052501,2024JJ00,46.4,48.9,44.0
1160,MOG0095,1015100,A052502,2019JJ00,31.2,28.1,33.7
1161,MOG0095,1015100,A052502,2021JJ00,37.9,27.3,42.0
1162,MOG0095,1015100,A052502,2022JJ00,35.5,29.0,37.6
1163,MOG0095,1015100,A052502,2023JJ00,32.7,26.8,35.4
1164,MOG0095,1015100,A052502,2024JJ00,34.1,28.5,35.5
1165,MOG0095,1015100,A052503,2019JJ00,12.2,14.3,12.9
1166,MOG0095,1015100,A052503,2021JJ00,13.8,15.2,14.3
1167,MOG0095,1015100,A052503,2022JJ00,13.5,15.5,14.7
1168,MOG0095,1015100,A052503,2023JJ00,15.0,17.0,15.1
1169,MOG0095,1015100,A052503,2024JJ00,12.4,15.5,13.3
1170,MOG0095,1015110,A052501,2019JJ00,50.3,50.6,43.0
1171,MOG0095,1015110,A052501,2021JJ00,44.0,47.5,39.1
1172,MOG0095,1015110,A052501,2022JJ00,48.1,45.8,43.4
1173,MOG0095,1015110,A052501,2023JJ00,44.0,43.2,39.6
1174,MOG0095,1015110,A052501,2024JJ00,45.6,46.3,41.8
1175,MOG0095,1015110,A052502,2019JJ00,22.7,19.4,30.4
1176,MOG0095,1015110,A052502,2021JJ00,22.8,15.0,29.8
1177,MOG0095,1015110,A052502,2022JJ00,20.9,19.3,27.5
1178,MOG0095,1015110,A052502,2023JJ00,23.9,24.8,28.3
1179,MOG0095,1015110,A052502,2024JJ00,24.3,19.8,30.2
1180,MOG0095,1015110,A052503,2019JJ00,10.2,13.1,9.4
1181,MOG0095,1015110,A052503,2021JJ00,13.6,18.2,11.4
1182,MOG0095,1015110,A052503,2022JJ00,15.7,19.3,13.6
1183,MOG0095,1015110,A052503,2023JJ00,15.7,15.5,15.2
1184,MOG0095,1015110,A052503,2024JJ00,13.8,17.7,11.7
1185,MOG0095,1015120,A052501,2019JJ00,70.1,60.4,72.7
1186,MOG0095,1015120,A052501,2021JJ00,61.5,60.4,56.9
1187,MOG0095,1015120,A052501,2022JJ00,65.4,59.6,64.7
1188,MOG0095,1015120,A052501,2023JJ00,67.7,60.4,67.4
1189,MOG0095,1015120,A052501,2024JJ00,66.1,58.3,67.6
1190,MOG0095,1015120,A052502,2019JJ00,19.2,24.4,18.3
1191,MOG0095,1015120,A052502,2021JJ00,25.8,22.9,31.6
1192,MOG0095,1015120,A052502,2022JJ00,22.6,24.9,24.2
1193,MOG0095,1015120,A052502,2023JJ00,20.6,24.2,21.5
1194,MOG0095,1015120,A052502,2024JJ00,22.9,25.0,22.2
1195,MOG0095,1015120,A052503,2019JJ00,5.6,9.6,4.2
1196,MOG0095,1015120,A052503,2021JJ00,6.9,10.7,5.7
1197,MOG0095,1015120,A052503,2022JJ00,6.9,10.0,5.9
1198,MOG0095,1015120,A052503,2023JJ00,6.6,9.9,6.0
1199,MOG0095,1015120,A052503,2024JJ00,5.9,11.2,5.1
1200,MOG0095,1015130,A052501,2019JJ00,68.0,60.3,70.0
1201,MOG0095,1015130,A052501,2021JJ00,61.1,58.0,58.4
1202,MOG0095,1015130,A052501,2022JJ00,63.6,58.7,64.0
1203,MOG0095,1015130,A052501,2023JJ00,63.5,57.0,64.4
1204,MOG0095,1015130,A052501,2024JJ00,62.9,55.7,66.4
1205,MOG0095,1015130,A052502,2019JJ00,22.5,26.2,21.3
1206,MOG0095,1015130,A052502,2021JJ00,26.4,25.1,29.4
1207,MOG0095,1015130,A052502,2022JJ00,25.0,25.5,25.6
1208,MOG0095,1015130,A052502,2023JJ00,24.8,27.2,24.4
1209,MOG0095,1015130,A052502,2024JJ00,25.7,27.4,22.9
1210,MOG0095,1015130,A052503,2019JJ00,5.1,8.7,4.4
1211,MOG0095,1015130,A052503,2021JJ00,7.4,11.5,7.0
1212,MOG0095,1015130,A052503,2022JJ00,6.9,11.1,6.0
1213,MOG0095,1015130,A052503,2023JJ00,7.2,11.0,6.6
1214,MOG0095,1015130,A052503,2024JJ00,6.7,11.9,6.1
1215,MOG0095,1016440,A052501,2019JJ00,63.0,58.7,59.3
1216,MOG0095,1016440,A052501,2021JJ00,50.8,51.0,40.6
1217,MOG0095,1016440,A052501,2022JJ00,51.4,46.7,47.3
1218,MOG0095,1016440,A052501,2023JJ00,50.6,48.2,47.6
1219,MOG0095,1016440,A052501,2024JJ00,54.2,53.1,49.6
1220,MOG0095,1016440,A052502,2019JJ00,22.7,25.4,27.3
1221,MOG0095,1016440,A052502,2021JJ00,29.2,29.4,38.2
1222,MOG0095,1016440,A052502,2022JJ00,29.3,33.7,32.5
1223,MOG0095,1016440,A052502,2023JJ00,32.4,33.3,31.5
1224,MOG0095,1016440,A052502,2024JJ00,28.6,28.8,31.6
1225,MOG0095,1016440,A052503,2019JJ00,6.0,7.1,4.9
1226,MOG0095,1016440,A052503,2021JJ00,10.1,9.6,11.0
1227,MOG0095,1016440,A052503,2022JJ00,11.2,11.3,11.9
1228,MOG0095,1016440,A052503,2023JJ00,8.7,9.9,12.1
1229,MOG0095,1016440,A052503,2024JJ00,8.9,9.6,10.1
1230,MOG0095,1016510,A052501,2019JJ00,55.0,49.7,56.8
1231,MOG0095,1016510,A052501,2021JJ00,49.8,56.6,39.5
1232,MOG0095,1016510,A052501,2022JJ00,,,
1233,MOG0095,1016510,A052501,2023JJ00,,,
1234,MOG0095,1016510,A052501,2024JJ00,,,
1235,MOG0095,1016510,A052502,2019JJ00,17.9,21.1,17.5
1236,MOG0095,1016510,A052502,2021JJ00,21.9,12.6,29.7
1237,MOG0095,1016510,A052502,2022JJ00,,,
1238,MOG0095,1016510,A052502,2023JJ00,,,
1239,MOG0095,1016510,A052502,2024JJ00,,,
1240,MOG0095,1016510,A052503,2019JJ00,8.3,9.5,7.2
1241,MOG0095,1016510,A052503,2021JJ00,8.2,11.2,9.3
1242,MOG0095,1016510,A052503,2022JJ00,,,
1243,MOG0095,1016510,A052503,2023JJ00,,,
1244,MOG0095,1016510,A052503,2024JJ00,,,
1245,MOG0095,1018850,A052501,2019JJ00,59.0,54.5,59.4
1246,MOG0095,1018850,A052501,2021JJ00,49.9,53.9,44.7
1247,MOG0095,1018850,A052501,2022JJ00,54.4,51.3,51.4
1248,MOG0095,1018850,A052501,2023JJ00,55.4,52.8,53.7
1249,MOG0095,1018850,A052501,2024JJ00,54.3,52.2,53.4
1250,MOG0095,1018850,A052502,2019JJ00,24.8,26.2,26.6
1251,MOG0095,1018850,A052502,2021JJ00,31.9,24.3,37.3
1252,MOG0095,1018850,A052502,2022JJ00,27.9,27.1,32.7
1253,MOG0095,1018850,A052502,2023JJ00,27.6,25.7,30.1
1254,MOG0095,1018850,A052502,2024JJ00,29.1,27.0,29.8
1255,MOG0095,1018850,A052503,2019JJ00,9.5,12.4,7.3
1256,MOG0095,1018850,A052503,2021JJ00,11.0,14.6,10.8
1257,MOG0095,1018850,A052503,2022JJ00,11.7,15.4,9.8
1258,MOG0095,1018850,A052503,2023JJ00,10.9,15.3,10.0
1259,MOG0095,1018850,A052503,2024JJ00,10.4,14.5,10.5
1260,MOG0095,1018905,A052501,2019JJ00,63.5,57.5,64.1
1261,MOG0095,1018905,A052501,2021JJ00,55.4,56.0,50.2
1262,MOG0095,1018905,A052501,2022JJ00,57.1,55.2,55.4
